1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 281.3578),(2 354.4511),(3 379.68726),(4 394.92514),(5 409.17737),(6 417.30136),(7 419.97308),(8 428.97205),(9 433.1935),(10 443.3321),(11 437.02686),(12 433.1632),(13 432.1661),(14 432.27448),(15 437.98242),(16 434.63153),(17 435.98642),(18 444.6748),(19 447.0765),(20 443.6995),(21 446.45578),(22 454.09082),(23 450.11548),(24 448.07068),(25 452.39456),(26 454.44522),(27 457.01187),(28 459.28333),(29 460.61874),(30 459.9046),(31 465.0098),(32 473.14203),(33 473.76883),(34 473.74408),(35 472.37204),(36 472.9123),(37 476.4469),(38 481.42447),(39 478.6094),(40 477.18268),(41 481.21786),(42 488.1884),(43 485.8866),(44 489.86002),(45 490.15976),(46 496.62415),(47 495.3136),(48 489.1549),(49 483.29285),(50 485.1045),(51 488.45728),(52 484.66605),(53 478.35916),(54 483.69867),(55 485.6764),(56 481.5132),(57 477.12628),(58 473.06665),(59 477.6157),(60 474.08774),(61 481.47552),(62 479.79172),(63 475.87274),(64 475.68082),(65 476.5697),(66 474.12338),(67 477.66415),(68 479.3163),(69 475.69403),(70 476.06622),(71 471.41443),(72 468.0023),(73 467.1664),(74 461.84488),(75 464.0058),(76 468.15515),(77 465.87366),(78 466.43814),(79 472.63492),
(1 271.78375),(2 339.66165),(3 364.43512),(4 382.60425),(5 392.63077),(6 399.20514),(7 404.08014),(8 411.38782),(9 416.5638),(10 425.25436),(11 426.5004),(12 421.24466),(13 425.49576),(14 433.39728),(15 437.4488),(16 439.85107),(17 447.33627),(18 448.21036),(19 447.80856),(20 445.9148),(21 441.42435),(22 441.52734),(23 442.12738),(24 441.62674),(25 447.02872),(26 450.38837),(27 454.33447),(28 448.98422),(29 451.24136),(30 455.3474),(31 460.6743),(32 458.41357),(33 458.6698),(34 459.33722),(35 454.76028),(36 460.79144),(37 461.11752),(38 468.31897),(39 466.6411),(40 464.3544),(41 470.29022),(42 468.70157),(43 468.73938),(44 470.5594),(45 473.2547),(46 474.63626),(47 469.5457),(48 468.1363),(49 462.4601),(50 463.23578),(51 468.63245),(52 462.9316),(53 463.54068),(54 465.7441),(55 461.79794),(56 464.87946),(57 467.83157),(58 464.06857),(59 460.11606),(60 454.7491),(61 464.7286),(62 457.49182),(63 456.29108),(64 460.00897),(65 466.1126),(66 469.7937),(67 464.12604),(68 466.79086),(69 464.50565),(70 462.33972),(71 457.2269),(72 458.8416),(73 459.1738),(74 454.60022),(75 459.16232),(76 456.23047),(77 453.3305),(78 452.34738),(79 450.328),
(1 275.202),(2 344.80066),(3 373.01804),(4 394.08228),(5 400.80807),(6 409.3346),(7 412.4923),(8 417.33496),(9 421.12402),(10 423.19003),(11 427.42416),(12 422.21323),(13 419.07562),(14 425.73813),(15 432.71622),(16 434.879),(17 432.35583),(18 435.21332),(19 430.63873),(20 433.0393),(21 433.4383),(22 438.5906),(23 439.27356),(24 435.00314),(25 436.11417),(26 438.14084),(27 446.67908),(28 445.4079),(29 442.2224),(30 438.6384),(31 443.75464),(32 444.05502),(33 445.48392),(34 444.71204),(35 443.6288),(36 453.02536),(37 448.5745),(38 455.45547),(39 455.1826),(40 463.48093),(41 461.76535),(42 468.0379),(43 463.37122),(44 465.4812),(45 461.09045),(46 470.33658),(47 467.40982),(48 466.40314),(49 463.09036),(50 466.57632),(51 462.52045),(52 461.79803),(53 461.73486),(54 458.59),(55 459.75378),(56 460.77014),(57 459.93826),(58 456.9559),(59 457.8597),(60 449.04446),(61 454.65723),(62 450.73083),(63 451.2943),(64 453.21344),(65 451.72025),(66 450.1861),(67 444.2118),(68 447.31552),(69 446.2193),(70 452.41284),(71 449.4512),(72 449.33212),(73 450.78543),(74 446.01547),(75 455.3668),(76 454.4536),(77 451.71942),(78 449.77887),(79 449.23044),
(1 264.39243),(2 333.54657),(3 364.8631),(4 382.7492),(5 396.08704),(6 402.9405),(7 403.1941),(8 412.99417),(9 417.40442),(10 421.26608),(11 425.05667),(12 421.1979),(13 427.55423),(14 420.69525),(15 426.84152),(16 431.00107),(17 435.6774),(18 443.4029),(19 437.29532),(20 436.88287),(21 436.03534),(22 440.05728),(23 436.5075),(24 431.57394),(25 442.74316),(26 446.49728),(27 443.51685),(28 443.3637),(29 445.01477),(30 448.87067),(31 444.62225),(32 449.87616),(33 447.78754),(34 446.5688),(35 444.68417),(36 445.8339),(37 447.9908),(38 447.7332),(39 454.9097),(40 453.7849),(41 458.69955),(42 452.35495),(43 450.44028),(44 454.53052),(45 454.27234),(46 450.18158),(47 442.9954),(48 438.17502),(49 440.85483),(50 439.20834),(51 442.2644),(52 442.97165),(53 442.8489),(54 447.16757),(55 444.00592),(56 446.50772),(57 455.12762),(58 453.85376),(59 452.9284),(60 450.82104),(61 451.18134),(62 447.82803),(63 451.13693),(64 451.075),(65 448.7232),(66 449.47818),(67 450.02585),(68 455.38464),(69 451.79636),(70 446.6446),(71 446.53757),(72 446.2767),(73 448.94894),(74 451.21115),(75 456.52634),(76 451.6231),(77 447.28232),(78 451.59186),(79 455.48035),
(1 256.059),(2 320.73218),(3 347.7655),(4 361.101),(5 372.7345),(6 376.76718),(7 380.31448),(8 392.65552),(9 394.29123),(10 395.58923),(11 400.4117),(12 401.74316),(13 405.7281),(14 405.61948),(15 409.9283),(16 412.71628),(17 408.36206),(18 412.34354),(19 410.1383),(20 409.63156),(21 410.80435),(22 420.36765),(23 410.75818),(24 405.78345),(25 413.3895),(26 426.84927),(27 420.2619),(28 412.11185),(29 415.80048),(30 422.85834),(31 422.5411),(32 424.68295),(33 430.024),(34 423.46304),(35 419.16595),(36 421.89474),(37 431.60193),(38 431.668),(39 431.92386),(40 432.21915),(41 434.67758),(42 438.62646),(43 437.92984),(44 438.65872),(45 434.5768),(46 434.31714),(47 433.18478),(48 434.8175),(49 439.15485),(50 439.16397),(51 435.94446),(52 438.8929),(53 439.28818),(54 437.55435),(55 436.2672),(56 440.34113),(57 441.6741),(58 444.6196),(59 442.5553),(60 438.64984),(61 437.70816),(62 434.85843),(63 439.50092),(64 434.0251),(65 425.7341),(66 427.95218),(67 430.56793),(68 432.20285),(69 431.864),(70 430.63907),(71 428.2127),(72 426.2376),(73 431.96487),(74 428.7295),(75 439.55414),(76 435.00092),(77 432.78864),(78 439.71164),(79 438.45773),
(1 257.4007),(2 323.75812),(3 354.24194),(4 366.9346),(5 380.5766),(6 388.48587),(7 387.68256),(8 397.99966),(9 400.52347),(10 405.43588),(11 400.53696),(12 407.68408),(13 408.63455),(14 414.1553),(15 417.33527),(16 423.24002),(17 424.6876),(18 424.85803),(19 428.80984),(20 424.5132),(21 422.96646),(22 433.33643),(23 429.27344),(24 428.60992),(25 430.8873),(26 442.14777),(27 435.8034),(28 432.57693),(29 428.67697),(30 432.8279),(31 430.37372),(32 439.07523),(33 441.10858),(34 437.1892),(35 432.4094),(36 434.09985),(37 437.20297),(38 434.77252),(39 437.80054),(40 449.81802),(41 457.08618),(42 448.81213),(43 447.96738),(44 448.22403),(45 442.3693),(46 443.28134),(47 444.41156),(48 439.58838),(49 437.7769),(50 437.1267),(51 447.0251),(52 449.21814),(53 439.47473),(54 440.7756),(55 436.85855),(56 433.30298),(57 431.25082),(58 436.7476),(59 438.15005),(60 442.63693),(61 435.5969),(62 434.12576),(63 437.47842),(64 434.87692),(65 435.90115),(66 433.63144),(67 437.4289),(68 435.47412),(69 437.40897),(70 443.6181),(71 442.0246),(72 435.6492),(73 436.35834),(74 438.46002),(75 443.35547),(76 431.56213),(77 431.24435),(78 433.66855),(79 433.47867),
(1 250.66339),(2 310.78137),(3 333.06686),(4 347.8839),(5 358.18695),(6 363.14996),(7 368.62088),(8 372.85715),(9 374.27795),(10 376.4537),(11 384.70865),(12 386.63004),(13 386.38422),(14 392.656),(15 399.11948),(16 402.25546),(17 395.13004),(18 397.00003),(19 396.82004),(20 396.3884),(21 401.352),(22 403.8665),(23 396.0559),(24 397.83957),(25 402.8141),(26 408.69333),(27 409.02982),(28 403.6769),(29 405.84708),(30 399.0452),(31 401.626),(32 404.8763),(33 406.06726),(34 403.83035),(35 401.20923),(36 406.22598),(37 412.09375),(38 408.92764),(39 409.865),(40 409.0223),(41 414.07785),(42 415.78568),(43 415.4957),(44 415.1967),(45 417.36453),(46 420.145),(47 412.2616),(48 412.96375),(49 412.91977),(50 415.45016),(51 416.1609),(52 416.23157),(53 415.64847),(54 412.3428),(55 417.5079),(56 419.61337),(57 418.6007),(58 419.50177),(59 413.03708),(60 421.4775),(61 416.76263),(62 422.19272),(63 422.64682),(64 416.8402),(65 417.0045),(66 419.40195),(67 416.0261),(68 416.28632),(69 414.44376),(70 414.71216),(71 414.4496),(72 413.36758),(73 415.83926),(74 411.78036),(75 412.55292),(76 412.02808),(77 414.56232),(78 420.1303),(79 417.77347),
(1 250.24995),(2 311.67746),(3 332.61096),(4 351.00626),(5 363.18985),(6 366.4861),(7 369.91675),(8 377.03033),(9 378.9425),(10 373.7802),(11 379.4614),(12 378.41785),(13 379.4178),(14 381.5268),(15 386.40866),(16 387.341),(17 391.4196),(18 396.55286),(19 388.82248),(20 386.42377),(21 388.25266),(22 392.28384),(23 386.7443),(24 388.92673),(25 392.63852),(26 395.3675),(27 400.15915),(28 399.83383),(29 401.05313),(30 399.54254),(31 404.78848),(32 406.48877),(33 404.8155),(34 402.57266),(35 402.898),(36 402.84433),(37 410.25885),(38 413.20874),(39 411.07666),(40 412.71124),(41 416.60272),(42 420.49298),(43 413.56522),(44 416.38733),(45 421.1715),(46 422.56128),(47 416.39536),(48 413.92535),(49 412.802),(50 411.80588),(51 410.1821),(52 416.1388),(53 418.7676),(54 420.41516),(55 417.45923),(56 415.61588),(57 413.20734),(58 416.22226),(59 417.92172),(60 413.01334),(61 417.5593),(62 421.50073),(63 422.12158),(64 418.13242),(65 411.2526),(66 410.26315),(67 406.4544),(68 403.958),(69 407.67786),(70 408.00485),(71 406.8295),(72 405.71075),(73 408.26346),(74 405.12814),(75 406.36563),(76 405.06497),(77 402.22763),(78 404.78564),(79 407.61264),
(1 241.18126),(2 300.32977),(3 319.98087),(4 334.89792),(5 348.216),(6 355.6455),(7 363.1502),(8 365.98132),(9 368.04007),(10 364.551),(11 368.45346),(12 370.3072),(13 379.9185),(14 382.77158),(15 382.43457),(16 382.29733),(17 380.9953),(18 386.95407),(19 380.4021),(20 378.8028),(21 385.725),(22 388.41364),(23 386.40576),(24 384.53275),(25 389.3516),(26 392.16425),(27 395.59772),(28 393.88528),(29 393.899),(30 393.91446),(31 392.43457),(32 392.35428),(33 391.87936),(34 394.6524),(35 396.4081),(36 392.08975),(37 391.9734),(38 401.0734),(39 398.37115),(40 395.14233),(41 403.50864),(42 403.83575),(43 401.99942),(44 400.3499),(45 403.69226),(46 399.92755),(47 398.9019),(48 401.417),(49 402.7751),(50 404.2501),(51 403.7914),(52 409.89682),(53 412.17017),(54 409.563),(55 401.53043),(56 403.1959),(57 408.2087),(58 404.6153),(59 399.21353),(60 399.70685),(61 401.12018),(62 399.4099),(63 403.76288),(64 402.77798),(65 401.3149),(66 402.111),(67 399.81042),(68 399.75546),(69 397.85312),(70 399.67615),(71 397.28195),(72 392.92142),(73 398.07654),(74 399.16232),(75 392.36047),(76 397.3557),(77 395.38702),(78 395.04675),(79 397.9948),
(1 233.27345),(2 290.23877),(3 312.99347),(4 326.19016),(5 329.78986),(6 334.73953),(7 343.66415),(8 345.5862),(9 348.957),(10 354.57822),(11 359.79266),(12 359.44064),(13 365.30624),(14 365.52188),(15 369.3695),(16 376.79828),(17 370.79523),(18 368.9127),(19 366.29575),(20 371.2285),(21 373.13135),(22 378.29993),(23 372.95386),(24 369.48428),(25 373.6645),(26 376.4707),(27 377.39627),(28 379.31372),(29 380.28436),(30 376.6917),(31 379.86176),(32 386.49484),(33 384.68115),(34 383.32446),(35 378.37674),(36 381.95547),(37 378.9077),(38 386.38333),(39 386.6538),(40 389.3429),(41 390.28973),(42 384.51987),(43 383.73218),(44 389.37766),(45 390.16025),(46 394.87454),(47 392.6218),(48 386.36554),(49 387.56662),(50 382.00043),(51 387.85132),(52 387.63773),(53 386.1092),(54 385.35913),(55 387.29526),(56 393.0732),(57 390.85364),(58 394.49628),(59 392.60785),(60 389.11325),(61 390.37006),(62 390.89185),(63 388.7924),(64 388.39392),(65 386.23132),(66 386.36475),(67 385.38327),(68 385.46637),(69 385.62738),(70 386.0358),(71 387.77466),(72 387.837),(73 383.57822),(74 385.6939),(75 387.67038),(76 387.71915),(77 387.62872),(78 387.63663),(79 391.82962),
(1 237.10628),(2 290.57404),(3 315.8651),(4 329.65833),(5 337.27576),(6 339.63416),(7 341.0582),(8 345.05872),(9 351.94095),(10 357.22083),(11 362.1255),(12 360.51447),(13 366.54425),(14 366.04965),(15 372.45044),(16 369.50867),(17 369.8412),(18 373.75638),(19 366.90793),(20 367.9211),(21 369.49026),(22 375.2771),(23 370.76904),(24 371.47794),(25 371.3557),(26 376.79785),(27 381.7038),(28 383.35428),(29 380.2876),(30 380.48575),(31 378.771),(32 382.95892),(33 379.63303),(34 388.17566),(35 383.45862),(36 382.66415),(37 381.28046),(38 381.5719),(39 383.37677),(40 380.56146),(41 379.98993),(42 382.56424),(43 380.49655),(44 383.63022),(45 377.02206),(46 377.39554),(47 378.30676),(48 379.22388),(49 384.35263),(50 379.00494),(51 382.45227),(52 384.34238),(53 379.56863),(54 377.75177),(55 375.41312),(56 382.92078),(57 386.6693),(58 388.99762),(59 390.4008),(60 393.16083),(61 392.90372),(62 387.28598),(63 392.49237),(64 393.65155),(65 386.47284),(66 390.06757),(67 385.3819),(68 383.57358),(69 386.01694),(70 390.3147),(71 382.357),(72 380.06693),(73 387.4726),(74 389.6542),(75 389.6653),(76 386.72012),(77 389.0095),(78 386.7539),(79 388.45273),
(1 229.46031),(2 275.15338),(3 296.61487),(4 308.19766),(5 315.81323),(6 320.7205),(7 326.27655),(8 327.71216),(9 338.414),(10 333.14642),(11 335.34647),(12 339.80276),(13 345.40875),(14 346.94794),(15 352.05228),(16 358.98215),(17 352.1064),(18 358.05838),(19 360.1841),(20 359.4438),(21 358.85178),(22 360.56973),(23 354.0578),(24 358.1991),(25 356.57477),(26 361.89523),(27 371.15714),(28 372.41962),(29 372.26614),(30 369.72498),(31 367.86276),(32 368.1158),(33 365.1054),(34 365.8871),(35 366.5282),(36 363.00452),(37 362.3308),(38 361.08533),(39 363.8311),(40 358.74744),(41 358.75104),(42 362.5648),(43 360.983),(44 362.5694),(45 356.02847),(46 359.19196),(47 357.41995),(48 356.45102),(49 359.10287),(50 355.60178),(51 354.52405),(52 357.8345),(53 361.06537),(54 362.41104),(55 361.5177),(56 370.81247),(57 375.83844),(58 373.22183),(59 371.8598),(60 375.95313),(61 373.37213),(62 373.41034),(63 372.21765),(64 372.05472),(65 371.55505),(66 366.80405),(67 367.90683),(68 370.6741),(69 370.4654),(70 369.5228),(71 368.2466),(72 370.76636),(73 370.0552),(74 368.6051),(75 374.66742),(76 366.8139),(77 367.4102),(78 365.66577),(79 370.13766),
(1 219.8074),(2 273.09238),(3 291.02902),(4 306.65125),(5 314.85678),(6 318.66553),(7 329.12692),(8 329.3761),(9 336.30518),(10 337.2922),(11 338.81732),(12 338.87234),(13 343.84903),(14 345.71204),(15 345.69922),(16 352.35574),(17 349.49628),(18 348.22),(19 347.0032),(20 346.6742),(21 348.5955),(22 347.8231),(23 348.89566),(24 352.08737),(25 355.61984),(26 354.80917),(27 361.98877),(28 365.07922),(29 364.10577),(30 365.04556),(31 370.51062),(32 369.25513),(33 369.59915),(34 370.34802),(35 370.57434),(36 369.85858),(37 366.67654),(38 368.64166),(39 369.31683),(40 367.29956),(41 369.53525),(42 371.54538),(43 368.4345),(44 369.79498),(45 368.26807),(46 366.1394),(47 367.23227),(48 367.11392),(49 368.96252),(50 370.34723),(51 375.72308),(52 371.13455),(53 371.0818),(54 371.00082),(55 370.85907),(56 373.64908),(57 369.8913),(58 370.52374),(59 369.92352),(60 370.90665),(61 371.0906),(62 369.2132),(63 372.63135),(64 371.77588),(65 370.50342),(66 367.84683),(67 366.9146),(68 367.8808),(69 369.09573),(70 367.07404),(71 365.44843),(72 366.32324),(73 363.6637),(74 364.91782),(75 362.82343),(76 361.88736),(77 367.10773),(78 363.9809),(79 363.74258),
(1 220.58649),(2 269.5819),(3 286.95352),(4 300.1742),(5 310.09116),(6 315.93558),(7 318.738),(8 328.74838),(9 330.89044),(10 324.8316),(11 326.09955),(12 325.33105),(13 331.1406),(14 337.21088),(15 336.4603),(16 334.1957),(17 336.76022),(18 342.0632),(19 342.51328),(20 341.19705),(21 342.07077),(22 341.39917),(23 342.08008),(24 342.0892),(25 342.6798),(26 342.30103),(27 345.50293),(28 349.5821),(29 346.74756),(30 348.3689),(31 349.7293),(32 356.21985),(33 356.47958),(34 355.8111),(35 358.5897),(36 362.13742),(37 363.93265),(38 371.1435),(39 366.28702),(40 364.996),(41 365.14423),(42 365.70258),(43 366.50723),(44 362.82758),(45 357.72092),(46 367.10092),(47 367.5346),(48 360.55005),(49 366.34247),(50 365.25467),(51 369.58087),(52 367.5084),(53 362.66498),(54 361.24313),(55 362.51248),(56 360.36075),(57 364.12256),(58 360.43506),(59 361.2656),(60 363.36737),(61 364.21042),(62 362.04068),(63 369.80228),(64 366.42722),(65 362.00388),(66 364.21146),(67 363.86823),(68 365.15372),(69 362.0465),(70 366.1663),(71 362.6717),(72 360.87845),(73 365.01685),(74 362.05307),(75 365.5636),(76 363.27643),(77 361.34235),(78 359.8476),(79 360.809),
(1 212.7631),(2 256.6363),(3 277.69592),(4 293.917),(5 297.60428),(6 306.70093),(7 307.37308),(8 315.1179),(9 319.97336),(10 317.13745),(11 320.43863),(12 318.9697),(13 327.34723),(14 324.11636),(15 328.45074),(16 333.69922),(17 331.98975),(18 334.3516),(19 330.2069),(20 329.50287),(21 333.5556),(22 334.8862),(23 328.15732),(24 329.70654),(25 331.9427),(26 333.9834),(27 335.43036),(28 337.3989),(29 336.30307),(30 340.63925),(31 341.83698),(32 343.78677),(33 345.15628),(34 344.06934),(35 346.2847),(36 351.94644),(37 350.00302),(38 346.54874),(39 346.18176),(40 347.55798),(41 346.3245),(42 348.21085),(43 346.32718),(44 345.8952),(45 348.80304),(46 350.98087),(47 351.81366),(48 348.5859),(49 349.07358),(50 348.784),(51 349.74655),(52 348.1202),(53 348.08286),(54 351.0181),(55 349.63144),(56 346.37827),(57 343.74402),(58 344.63733),(59 344.81314),(60 347.29062),(61 353.9605),(62 353.63336),(63 357.8633),(64 355.27167),(65 352.59915),(66 347.90662),(67 347.69),(68 347.07907),(69 345.91693),(70 345.05304),(71 348.36536),(72 347.90604),(73 349.45822),(74 350.6118),(75 351.4983),(76 353.0128),(77 349.79794),(78 349.57858),(79 344.0088),
(1 214.37643),(2 260.51794),(3 277.91907),(4 290.77997),(5 297.29724),(6 304.563),(7 306.22827),(8 309.5588),(9 317.0167),(10 316.40298),(11 323.13052),(12 317.61343),(13 320.84805),(14 321.66962),(15 322.84305),(16 326.1509),(17 329.49557),(18 328.85434),(19 321.14835),(20 323.847),(21 327.25552),(22 331.42383),(23 328.29196),(24 334.1176),(25 327.43216),(26 335.78467),(27 337.21664),(28 337.78485),(29 335.09827),(30 336.44022),(31 334.39133),(32 335.67395),(33 337.3719),(34 336.9695),(35 342.43164),(36 343.03455),(37 340.19226),(38 344.2857),(39 348.7195),(40 347.30838),(41 351.6089),(42 354.07498),(43 349.97943),(44 352.0588),(45 350.03885),(46 348.50162),(47 342.8205),(48 346.7485),(49 346.6926),(50 347.47556),(51 353.8293),(52 347.30655),(53 346.80054),(54 352.98166),(55 351.15286),(56 349.15594),(57 347.02322),(58 347.51743),(59 350.40347),(60 347.22705),(61 352.44614),(62 351.05554),(63 351.96503),(64 351.26086),(65 347.0081),(66 348.84406),(67 353.75995),(68 354.70935),(69 352.88065),(70 351.0005),(71 346.69705),(72 346.55725),(73 342.0112),(74 345.95853),(75 346.13184),(76 343.02322),(77 344.85764),(78 345.10226),(79 346.72766),
(1 210.54579),(2 252.66605),(3 276.05478),(4 287.63718),(5 295.12546),(6 303.83725),(7 301.93216),(8 306.9541),(9 310.73016),(10 312.44916),(11 317.42142),(12 314.42947),(13 317.0101),(14 315.44998),(15 322.27765),(16 326.15906),(17 323.3484),(18 322.0795),(19 318.7938),(20 325.10767),(21 327.4031),(22 327.11487),(23 326.5859),(24 327.44675),(25 326.58566),(26 330.05624),(27 330.0723),(28 331.48773),(29 333.31833),(30 336.66522),(31 338.22873),(32 336.6148),(33 337.84015),(34 334.46848),(35 337.68896),(36 336.33694),(37 333.38278),(38 333.26132),(39 336.03836),(40 335.20453),(41 332.40826),(42 331.7537),(43 332.6261),(44 333.30325),(45 333.5246),(46 331.68167),(47 330.56393),(48 328.76678),(49 329.0641),(50 327.21872),(51 325.70053),(52 325.20398),(53 327.78128),(54 328.6564),(55 332.88504),(56 335.20016),(57 331.57718),(58 336.07916),(59 330.78305),(60 333.09476),(61 333.26602),(62 333.37796),(63 332.83463),(64 334.5918),(65 331.8295),(66 331.48764),(67 326.70142),(68 328.94318),(69 329.94406),(70 331.27728),(71 327.04932),(72 331.1148),(73 331.11063),(74 323.6188),(75 333.16232),(76 330.1109),(77 328.98895),(78 332.4285),(79 332.6685),
(1 207.42572),(2 251.9454),(3 267.75436),(4 284.49298),(5 292.35715),(6 295.47678),(7 298.1958),(8 309.14932),(9 316.3771),(10 315.86575),(11 316.14075),(12 319.1995),(13 318.55722),(14 320.80362),(15 320.8977),(16 326.11392),(17 326.5235),(18 324.91672),(19 323.36667),(20 331.40265),(21 325.6229),(22 322.27966),(23 325.5882),(24 326.42715),(25 323.03094),(26 322.68793),(27 325.05255),(28 326.95117),(29 329.71234),(30 331.97577),(31 325.45615),(32 324.84634),(33 327.5716),(34 323.90607),(35 326.8182),(36 328.36127),(37 330.8537),(38 333.27936),(39 332.59775),(40 332.51636),(41 328.02237),(42 333.10275),(43 331.0661),(44 331.18463),(45 330.10083),(46 334.7338),(47 333.06973),(48 332.809),(49 332.0469),(50 335.58572),(51 338.12488),(52 338.32858),(53 334.35468),(54 338.4162),(55 341.60794),(56 338.08224),(57 340.72446),(58 344.74063),(59 339.38235),(60 337.8046),(61 334.24017),(62 335.29922),(63 330.5254),(64 329.7822),(65 329.07745),(66 332.0191),(67 331.27036),(68 329.568),(69 332.4419),(70 328.20145),(71 331.87872),(72 333.71124),(73 335.13504),(74 331.2129),(75 336.65234),(76 332.2584),(77 333.6218),(78 335.51782),(79 333.4703),
(1 203.82745),(2 247.93198),(3 265.0009),(4 280.37115),(5 281.41574),(6 283.16055),(7 291.08527),(8 296.41934),(9 303.9082),(10 305.62515),(11 314.16006),(12 312.3586),(13 312.87543),(14 315.15128),(15 311.45868),(16 312.78976),(17 320.11572),(18 313.6358),(19 312.75),(20 315.71906),(21 317.08932),(22 318.3724),(23 317.14865),(24 319.47192),(25 322.35416),(26 325.94888),(27 326.6791),(28 325.1855),(29 325.05875),(30 324.99634),(31 329.15866),(32 325.61316),(33 326.2346),(34 326.87488),(35 329.26773),(36 326.36935),(37 325.18863),(38 324.884),(39 323.2855),(40 323.0587),(41 328.215),(42 330.66412),(43 327.51102),(44 325.5646),(45 325.35577),(46 330.9429),(47 329.1043),(48 325.21054),(49 325.88568),(50 330.3874),(51 332.40714),(52 331.40036),(53 328.8868),(54 328.46255),(55 336.9094),(56 331.92746),(57 329.8383),(58 334.54724),(59 330.9561),(60 328.70413),(61 328.64362),(62 325.01416),(63 325.22256),(64 326.3951),(65 330.55414),(66 332.23383),(67 331.071),(68 336.20575),(69 333.9779),(70 331.81433),(71 330.66162),(72 331.02692),(73 330.26895),(74 330.96475),(75 335.07928),(76 331.91968),(77 333.2476),(78 332.1274),(79 330.43195),
