1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 32518.955),(2 78592.86),(3 103817.26),(4 117201.73),(5 124739.79),(6 128797.32),(7 135368.14),(8 142057.86),(9 145226.67),(10 150057.7),(11 158024.4),(12 164105.25),(13 165089.78),(14 166090.45),(15 167951.81),(16 171056.84),(17 175756.11),(18 181004.98),(19 182443.75),(20 183114.45),(21 185551.47),(22 187984.61),(23 188121.48),(24 188893.14),(25 190258.5),(26 192613.38),(27 196085.66),(28 198894.56),(29 200735.08),(30 202500.88),(31 203110.06),(32 202474.1),(33 201124.19),(34 199453.86),(35 197401.08),(36 196402.67),(37 197887.52),(38 200010.11),(39 200784.23),(40 200472.73),(41 199887.6),(42 197947.98),(43 197581.9),(44 197203.9),(45 196974.53),(46 195675.25),(47 195149.39),(48 195123.19),(49 194043.3),(50 192191.03),(51 192056.77),(52 192371.13),(53 191522.6),(54 189480),(55 188897.1),(56 186334.5),(57 185319.5),(58 182907.44),(59 180382.78),(60 179405.98),(61 179914.77),(62 179019.66),(63 177124.92),(64 173811.38),(65 171480.97),(66 171191.4),(67 172633.02),(68 173284.4),(69 173238.72),(70 169000.39),(71 167191.94),(72 166032.5),(73 164189.33),(74 164493.69),(75 165696),(76 166118.75),(77 166146.73),(78 163997.02),(79 165807.94),
(1 32815.242),(2 79876.31),(3 104459.086),(4 115887.53),(5 122950.73),(6 126512.5),(7 131421.98),(8 136448.16),(9 138746.9),(10 142414.67),(11 147744.81),(12 151446),(13 150907.61),(14 149730.89),(15 150422.6),(16 151344.73),(17 155971.23),(18 161496.42),(19 164229.67),(20 165938.86),(21 169214.11),(22 171596.98),(23 171828.42),(24 173362.56),(25 176643),(26 182293.16),(27 187042.97),(28 188550.67),(29 188655.53),(30 190284.95),(31 192032.1),(32 190557.33),(33 188985.61),(34 187216.58),(35 186349.98),(36 186719.16),(37 188546.42),(38 191454.98),(39 192369.66),(40 192986.7),(41 192450.27),(42 189786.56),(43 188570.14),(44 188400.95),(45 187829.61),(46 184063.8),(47 178261.52),(48 174906.73),(49 173444.4),(50 173101.55),(51 173435.66),(52 174100.95),(53 176565.44),(54 175090.83),(55 172847.45),(56 172656.67),(57 171722.63),(58 170995.75),(59 171370.17),(60 174704.23),(61 176874.42),(62 173928.88),(63 169753.06),(64 166503.1),(65 163936.48),(66 163791.2),(67 164295.2),(68 163770.56),(69 161916.9),(70 159218.11),(71 156996.1),(72 157536.84),(73 157548.52),(74 158103.97),(75 159929.23),(76 162893.55),(77 166114.7),(78 165080.06),(79 164783.88),
(1 32027.45),(2 76776.86),(3 100666.01),(4 112625.37),(5 119891.16),(6 124605.37),(7 132250.5),(8 135950.73),(9 137218.16),(10 142623.83),(11 150898.69),(12 155377.13),(13 156578.7),(14 156800.4),(15 157159.45),(16 157267.92),(17 158539.06),(18 161490.44),(19 163918.73),(20 166271.16),(21 170124.11),(22 173395.22),(23 174155.03),(24 174681.5),(25 174589.83),(26 178022.8),(27 184160.6),(28 188030),(29 188812.78),(30 189969.6),(31 191438.31),(32 192338.02),(33 191490.08),(34 189059.4),(35 187490.02),(36 187535.03),(37 186836.73),(38 186832.66),(39 187761.61),(40 187320.11),(41 184473.94),(42 181162.36),(43 178657.39),(44 179156.69),(45 181400.38),(46 183692.7),(47 184987.92),(48 183646.47),(49 181721.11),(50 181063.06),(51 180440.31),(52 179960.95),(53 179438.55),(54 180184.73),(55 178676.69),(56 177810.06),(57 177090.73),(58 174078.1),(59 171916.16),(60 170865.53),(61 170101.06),(62 169963.27),(63 170852.66),(64 169062.47),(65 167221.52),(66 166194.94),(67 164962.03),(68 164921.25),(69 163774.94),(70 163097.45),(71 163439.27),(72 164909.31),(73 166154.69),(74 165515.83),(75 165839.03),(76 165615.69),(77 163369.75),(78 160768.66),(79 160065.83),
(1 30885.828),(2 72669.19),(3 95431.95),(4 106343.82),(5 109263.71),(6 110237.64),(7 113978.71),(8 119515.09),(9 122829.73),(10 128570.32),(11 136682.67),(12 140845.5),(13 142818.7),(14 142435.4),(15 142185.39),(16 144291.06),(17 149191.58),(18 152094.52),(19 151730.02),(20 151522.23),(21 152240.25),(22 152101.5),(23 152592.23),(24 152909.06),(25 153361.73),(26 155269.3),(27 157281.2),(28 159255.19),(29 161853.77),(30 164244.05),(31 165525.61),(32 166779.47),(33 168230.94),(34 168207.11),(35 167494.34),(36 167930.4),(37 167461.42),(38 166136.5),(39 165360.53),(40 165262),(41 164697.48),(42 163827.83),(43 163689.66),(44 164093.16),(45 162727.6),(46 160656.1),(47 158234.05),(48 156318.55),(49 154854.84),(50 155600.97),(51 156667.66),(52 155358.34),(53 153134.02),(54 152375.83),(55 155822.69),(56 158288.45),(57 158899.33),(58 158452.92),(59 158563.95),(60 160126.5),(61 160095.39),(62 158086.28),(63 156886.94),(64 157183.11),(65 155296.81),(66 152257.77),(67 148850.05),(68 147993.89),(69 149182.97),(70 148357.69),(71 147636.63),(72 145937.03),(73 144281.05),(74 143323.39),(75 144012.03),(76 144763.67),(77 145105.5),(78 145409.5),(79 145992.58),
(1 29664.014),(2 70997.74),(3 94752.78),(4 104953.07),(5 108783.31),(6 111861.8),(7 115623.82),(8 119571.19),(9 122258.664),(10 128609.06),(11 135998.08),(12 139180.58),(13 140581.98),(14 143698.47),(15 147246.94),(16 151253.11),(17 155562.61),(18 157608.64),(19 158822.7),(20 161523.67),(21 164381.89),(22 165840.4),(23 165882.47),(24 164452.08),(25 164060.22),(26 164577.22),(27 164977.14),(28 165437.89),(29 165593.7),(30 168670.22),(31 170843.83),(32 171796.33),(33 173144.89),(34 172312.03),(35 172107.98),(36 171374.17),(37 169646.92),(38 167260),(39 166561.7),(40 166979.38),(41 168114.5),(42 169634.22),(43 170119.69),(44 169902.9),(45 169273.7),(46 166775.3),(47 164315.7),(48 163096.92),(49 162198.17),(50 162223.03),(51 161410.11),(52 160768.97),(53 160812.38),(54 161045.11),(55 160933.92),(56 160433.98),(57 159979.56),(58 159504.92),(59 159323.78),(60 159450.44),(61 158477.81),(62 158240.61),(63 157699.97),(64 155796.5),(65 151096.47),(66 149080.9),(67 148796.69),(68 146651.8),(69 146058.64),(70 143406.48),(71 141746.86),(72 142642.53),(73 143631.9),(74 143490.14),(75 145756.58),(76 149616.28),(77 149984.23),(78 150288.52),(79 152739.08),
(1 29111.19),(2 69055.67),(3 91319.43),(4 101210.984),(5 105032.766),(6 108525.48),(7 115970.22),(8 121492.28),(9 124130.12),(10 130981.75),(11 137400.06),(12 138881.86),(13 140312.56),(14 143112.77),(15 146110.53),(16 149491.77),(17 153160.67),(18 155311.3),(19 158369.34),(20 159866.78),(21 158700.4),(22 157259.72),(23 156823.08),(24 155391.63),(25 153444.17),(26 152169.55),(27 151069.58),(28 151075.55),(29 151866),(30 152406.25),(31 151260.17),(32 151524.36),(33 152439.72),(34 154049.97),(35 156892.25),(36 158314.45),(37 157981.23),(38 156862.45),(39 154461.03),(40 151772.16),(41 151181.17),(42 153116.11),(43 154652.36),(44 152944.77),(45 150891.2),(46 149728.45),(47 150932.94),(48 151075.5),(49 148651.72),(50 146629.98),(51 144678.63),(52 143390.05),(53 143493.02),(54 142966.33),(55 142992.1),(56 143289.16),(57 142061.08),(58 140615.55),(59 140614.47),(60 139852.17),(61 140488.89),(62 142164.33),(63 143624.05),(64 146112.81),(65 147235.92),(66 146979.28),(67 146714.44),(68 145790.5),(69 143711.61),(70 142295.1),(71 140589.5),(72 139518.17),(73 139171.28),(74 137818.81),(75 138865.56),(76 141348.4),(77 143636.34),(78 146501.33),(79 146393.52),
(1 28713.826),(2 69078.46),(3 91745.6),(4 102372.09),(5 106903.16),(6 108951.3),(7 113034.02),(8 115321.12),(9 117241.12),(10 121914.47),(11 127537.48),(12 129989.54),(13 132031.9),(14 135176.67),(15 139397.67),(16 142756.6),(17 147202.55),(18 149934.36),(19 153148.97),(20 155762.48),(21 156269.84),(22 154952.03),(23 155363.86),(24 156002.44),(25 157504.67),(26 158608.61),(27 160064.14),(28 160601.13),(29 160356.36),(30 159766.75),(31 159117.4),(32 159928.39),(33 160100.02),(34 159623.86),(35 158646.53),(36 157518.36),(37 156999.56),(38 155594.45),(39 154207.23),(40 152234.61),(41 150254.72),(42 149308),(43 147970.39),(44 147277.78),(45 146358.58),(46 144154.53),(47 141614.72),(48 141018.9),(49 142301.77),(50 143940.06),(51 143906.97),(52 142784.77),(53 143340.84),(54 144651.73),(55 142868.25),(56 141371.78),(57 141765.75),(58 142579.36),(59 142908.2),(60 144299.78),(61 146933.27),(62 149375.16),(63 150551.95),(64 152213.34),(65 153577.6),(66 153965.08),(67 153905.2),(68 152105.47),(69 149563.11),(70 148041.2),(71 143264.45),(72 141244.58),(73 142268.03),(74 140235.11),(75 137452.16),(76 137173.16),(77 138229.63),(78 138160.17),(79 138404.42),
(1 26928.846),(2 63753.133),(3 83526.24),(4 92736.22),(5 95725.58),(6 99066),(7 104983.375),(8 108604.49),(9 111603.23),(10 117534.22),(11 122461.86),(12 122768.266),(13 121955.22),(14 121494.86),(15 121895.57),(16 123348.35),(17 125947.27),(18 128131.68),(19 130320.164),(20 130367.16),(21 131226.9),(22 132931.84),(23 134013.72),(24 133805.16),(25 133728.69),(26 133419.97),(27 132817.63),(28 133739.98),(29 136123.47),(30 137912.31),(31 140565.63),(32 145079.64),(33 147118.66),(34 148325.84),(35 149006.6),(36 149699.33),(37 150743.97),(38 150598.34),(39 150649.1),(40 149360.48),(41 148232.61),(42 147692.48),(43 145560.17),(44 144159.47),(45 143387.11),(46 142566.23),(47 141954.64),(48 141779.97),(49 140840.55),(50 138993.22),(51 136792.52),(52 134673.9),(53 133102.98),(54 133240.3),(55 132473.97),(56 132805.72),(57 133645.16),(58 135743.38),(59 137281.39),(60 138839.63),(61 138730.88),(62 138444.03),(63 137656.67),(64 137814.16),(65 136913.83),(66 135035.28),(67 135706.52),(68 135074.81),(69 133493.64),(70 131782.25),(71 130111.7),(72 128033.32),(73 126888.516),(74 125586.195),(75 123206.18),(76 122230.37),(77 120049.56),(78 119195.586),(79 119918.875),
(1 27097.785),(2 63064.56),(3 81971.93),(4 89999.5),(5 93812.8),(6 98354.836),(7 104578.734),(8 109614.75),(9 113528.68),(10 119111.61),(11 121583.45),(12 118339.6),(13 115484.18),(14 115741.375),(15 118058.914),(16 124039),(17 128042.32),(18 129462.836),(19 131527),(20 132800.84),(21 133813.97),(22 134716.03),(23 136679.92),(24 138574.52),(25 139281.64),(26 140407.36),(27 141021.23),(28 140834.48),(29 141323.48),(30 141579.17),(31 143498.34),(32 144884.61),(33 146406.77),(34 148068),(35 147283.48),(36 145202.02),(37 142496.86),(38 140381.17),(39 139434.83),(40 137873.94),(41 135685.56),(42 132921.05),(43 131195.97),(44 130587.45),(45 129863.875),(46 129538.78),(47 128661.35),(48 126806.125),(49 125173.99),(50 124780.74),(51 124879.3),(52 124894.805),(53 123490.98),(54 121897.125),(55 120314.98),(56 119575.945),(57 119808.85),(58 119886.47),(59 122096.086),(60 123758.43),(61 124665.49),(62 124096),(63 121431.63),(64 121095.2),(65 122501.9),(66 122938.164),(67 121611.63),(68 120750.695),(69 121200.8),(70 122114.99),(71 122076.15),(72 121503.9),(73 121246.99),(74 121343.14),(75 120652.85),(76 119408.97),(77 120955.664),(78 121802.13),(79 120824.914),
(1 26398.43),(2 60421.555),(3 77819.586),(4 85372.38),(5 87314.44),(6 90472.73),(7 97101.82),(8 101949.71),(9 107431.695),(10 112261.78),(11 113165.66),(12 111301.98),(13 109653.16),(14 109017.11),(15 111225.83),(16 115720.055),(17 120074.65),(18 123416.71),(19 124902.49),(20 124437.2),(21 125042),(22 125817.22),(23 126215.41),(24 127079.86),(25 127630.53),(26 128313.73),(27 129489.04),(28 129923.48),(29 130141.98),(30 130743.69),(31 131529.69),(32 130747.664),(33 129446.03),(34 130368.03),(35 131537.19),(36 132950.08),(37 134310.17),(38 136348.92),(39 137260.73),(40 139382.95),(41 141784.86),(42 142016.88),(43 139999.72),(44 139437.16),(45 139194.55),(46 140380.83),(47 139626.31),(48 137727.92),(49 136507.08),(50 134720.9),(51 132706.81),(52 130550.086),(53 128990.06),(54 128112.6),(55 127015.77),(56 126466.38),(57 125821.35),(58 124481.805),(59 123805.95),(60 122613.94),(61 121713.24),(62 121271.87),(63 119744.43),(64 117615.14),(65 116349.57),(66 114713.23),(67 112856.11),(68 112499.28),(69 110352.92),(70 109276.53),(71 112529.13),(72 115425.54),(73 117785.52),(74 118129.82),(75 116987.01),(76 115950.71),(77 113938.8),(78 111904.195),(79 111590.17),
(1 25145.236),(2 56196.95),(3 72052.25),(4 78583.72),(5 80525.68),(6 83219.43),(7 88281.12),(8 90682.234),(9 92426.85),(10 97013.95),(11 99096.555),(12 98527),(13 99283.625),(14 100671.46),(15 101049.46),(16 102286.25),(17 104513.81),(18 107283.32),(19 110472.39),(20 112509.23),(21 114166.46),(22 116379.336),(23 119524.266),(24 119843.84),(25 118961.3),(26 119213.23),(27 119658.87),(28 120020.984),(29 120588.9),(30 122412.375),(31 123494.695),(32 122237.53),(33 121192.2),(34 120594.2),(35 120486.32),(36 120617.71),(37 120791.35),(38 119545.555),(39 118931.27),(40 119122.805),(41 119262.14),(42 118821.08),(43 118521.17),(44 117417.72),(45 116255.12),(46 114921.26),(47 114505.8),(48 115717.64),(49 117374.23),(50 118327.86),(51 118951.125),(52 118750.99),(53 118078.62),(54 117810.73),(55 118421.18),(56 118625.42),(57 117565.59),(58 115926.234),(59 116476.055),(60 116569.086),(61 116050.234),(62 114739.03),(63 113688.16),(64 113719.49),(65 113944.94),(66 113602.734),(67 112596.336),(68 111822.48),(69 110392.99),(70 107748.13),(71 106096.695),(72 106373.63),(73 107157.516),(74 106420.87),(75 105626.234),(76 105733),(77 104858.17),(78 103667.82),(79 103583.414),
(1 23617.178),(2 53527.563),(3 68581.05),(4 74779.695),(5 78447.87),(6 82865.6),(7 86771.51),(8 91693.586),(9 98218.305),(10 104525.13),(11 107422.164),(12 107181.86),(13 107743.04),(14 109314.836),(15 111641.07),(16 113794.73),(17 116638.27),(18 121007.05),(19 123409.945),(20 122932.65),(21 123762.35),(22 126925.42),(23 130435.01),(24 133243.69),(25 134908.2),(26 136452.2),(27 138371.25),(28 139958.77),(29 140316.83),(30 139669.28),(31 136561.84),(32 133731.5),(33 131948.66),(34 131551.31),(35 130666.84),(36 130436.5),(37 130163.82),(38 128695.72),(39 127247.164),(40 125887.414),(41 125516.45),(42 124750.05),(43 122405.15),(44 121263.2),(45 120678.266),(46 119342.234),(47 116783.11),(48 115495.945),(49 112793.99),(50 111983.18),(51 112696.72),(52 113318.77),(53 114295.516),(54 115772.88),(55 115770.86),(56 115884.53),(57 117239.734),(58 118739.195),(59 118308.695),(60 118933.42),(61 118734.41),(62 116989.45),(63 114978.414),(64 112737.85),(65 111657.87),(66 113176.75),(67 115450.2),(68 115099.555),(69 114895.17),(70 115679.99),(71 116293.08),(72 115866.77),(73 116850.72),(74 117006.1),(75 115473.4),(76 113512.17),(77 112252.33),(78 111987.62),(79 110796.12),
(1 23638.652),(2 53616.277),(3 68146.805),(4 73063.055),(5 74306.164),(6 78123.484),(7 83134.625),(8 84291.39),(9 86874.09),(10 91194.97),(11 93376.05),(12 92730.555),(13 93550.78),(14 95775.2),(15 98664.94),(16 102155.67),(17 105620.06),(18 108309.555),(19 109955.07),(20 111000.6),(21 112181.67),(22 113590.03),(23 114078.94),(24 113986.72),(25 112643.516),(26 111305.89),(27 110349.336),(28 110597.29),(29 113415.12),(30 115640.65),(31 114773.82),(32 113894.16),(33 114424.36),(34 114714.266),(35 114597.43),(36 114965.34),(37 115182.836),(38 116003.94),(39 116459.375),(40 114951.97),(41 112862.57),(42 111597.42),(43 109262.6),(44 106798.09),(45 105009.266),(46 104396.086),(47 104053.02),(48 103808.77),(49 103380.34),(50 103043),(51 103253.984),(52 103755.945),(53 102780.16),(54 101199.63),(55 99939.305),(56 99325.625),(57 99187.35),(58 99336.97),(59 99619.21),(60 97574.55),(61 96468.836),(62 96159.625),(63 96558.87),(64 96569.15),(65 98126.35),(66 100373.195),(67 102075.875),(68 102920.05),(69 104413.484),(70 104718.14),(71 104700.11),(72 103668.125),(73 102980.375),(74 103265.305),(75 104209.76),(76 104046.81),(77 102722.336),(78 102699.375),(79 105390.36),
