1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 101689.79),(2 340687.78),(3 619634.5),(4 880138.44),(5 1084417.4),(6 1224724.4),(7 1305949.5),(8 1340920),(9 1358999.1),(10 1361492.4),(11 1357269.4),(12 1353246.1),(13 1347768.1),(14 1341834.6),(15 1330105.1),(16 1328434.9),(17 1347654.6),(18 1380493.6),(19 1434192.6),(20 1502130.4),(21 1564698),(22 1611575.9),(23 1647658.4),(24 1686125.6),(25 1737102.5),(26 1787224.4),(27 1825301.9),(28 1854560.4),(29 1872117),(30 1880956.5),(31 1886488),(32 1886824.9),(33 1885114),(34 1885710.4),(35 1889283.1),(36 1908159.5),(37 1935493),(38 1953118.5),(39 1957869.4),(40 1955371),(41 1950841),(42 1944003.4),(43 1940621),(44 1942761),(45 1946560),(46 1945812.9),(47 1946281.9),(48 1950927),(49 1951249.5),(50 1952233.4),(51 1963909.6),(52 1981125),(53 1997183.9),(54 2015695.5),(55 2037938.5),(56 2052074.1),(57 2050076.1),(58 2047213.6),(59 2056623.1),(60 2077954.5),(61 2099393.8),(62 2110442),(63 2105240.3),(64 2079797.6),(65 2044314.1),(66 2020502.4),(67 2012133),(68 2018109.6),(69 2041229.6),(70 2081340.4),(71 2116682),(72 2138033.3),(73 2141038.8),(74 2134231),(75 2123790),(76 2111880),(77 2115515.8),(78 2120754.3),(79 2115802),
(1 93599.47),(2 305616.97),(3 547307.06),(4 766444.6),(5 927907.94),(6 1033488),(7 1095522.4),(8 1131303.6),(9 1159448.5),(10 1182935.6),(11 1197873.3),(12 1205040.1),(13 1211566),(14 1221455.4),(15 1240042.4),(16 1270504.5),(17 1308889.4),(18 1343895.1),(19 1386842.3),(20 1431305.3),(21 1464067.5),(22 1487129.4),(23 1503091.4),(24 1510062.5),(25 1525067.5),(26 1552865.5),(27 1587664.9),(28 1620959),(29 1645797.3),(30 1662640.5),(31 1679996.4),(32 1699153),(33 1719470.8),(34 1740185.5),(35 1763660.9),(36 1781700.3),(37 1800289.5),(38 1810152.5),(39 1805759.1),(40 1794342),(41 1783018.1),(42 1775821.4),(43 1769857.6),(44 1768158.3),(45 1774883),(46 1783660.4),(47 1791450),(48 1794118.5),(49 1796043.6),(50 1797159.1),(51 1804588.1),(52 1817473.4),(53 1829039.3),(54 1838713.4),(55 1850207.4),(56 1857885.1),(57 1872010.4),(58 1888784.5),(59 1916961),(60 1959675.5),(61 2005051.8),(62 2032092.5),(63 2038196.3),(64 2033072.8),(65 2024125.6),(66 2015510.4),(67 2009092.3),(68 2001710.6),(69 2002236.3),(70 2013898.8),(71 2036499.9),(72 2053841.6),(73 2059294),(74 2062540.3),(75 2066919.9),(76 2071063.5),(77 2075591.4),(78 2080299.5),(79 2085234),
(1 95030.695),(2 308854.03),(3 550481.9),(4 758584.06),(5 907364.6),(6 1012372.7),(7 1085883.5),(8 1145650.6),(9 1192838.9),(10 1223123),(11 1240428.5),(12 1246140.4),(13 1246386.3),(14 1261878.8),(15 1280447.9),(16 1307690),(17 1349126),(18 1392075.6),(19 1433271.6),(20 1462536.8),(21 1479716.4),(22 1483887),(23 1482505.3),(24 1478265.4),(25 1478720.8),(26 1485704.8),(27 1499347.8),(28 1526002.3),(29 1545748.5),(30 1566535.9),(31 1599662.9),(32 1639815.9),(33 1681038.1),(34 1719094.8),(35 1752105.9),(36 1773000),(37 1777673),(38 1776753.1),(39 1770413.5),(40 1753158.3),(41 1735167.6),(42 1724304.5),(43 1720617),(44 1727958.6),(45 1746122.3),(46 1764768.5),(47 1779136.1),(48 1789750.9),(49 1805209),(50 1829291),(51 1850763),(52 1869927.9),(53 1892609.8),(54 1921442.3),(55 1946681.6),(56 1961521.9),(57 1969739),(58 1972220.8),(59 1982815.3),(60 1999829.1),(61 2021061.5),(62 2045234.3),(63 2076082.9),(64 2105098.3),(65 2121253),(66 2124964.3),(67 2115607),(68 2096723.8),(69 2074999),(70 2061843.1),(71 2065146.6),(72 2071604.4),(73 2083477.5),(74 2098311.8),(75 2115313.3),(76 2125937.3),(77 2129783.8),(78 2146588.5),(79 2167944.3),
(1 91901.49),(2 296945.8),(3 525862.5),(4 719154.7),(5 854087.25),(6 941059.5),(7 993052.1),(8 1027048.9),(9 1056257.3),(10 1083694.4),(11 1106394.5),(12 1114583.4),(13 1126251.6),(14 1141692.3),(15 1160094),(16 1191878.3),(17 1224562.4),(18 1245198.1),(19 1258312.8),(20 1261921.3),(21 1262808.4),(22 1267196.1),(23 1278033.9),(24 1291503.8),(25 1308341.4),(26 1329498.1),(27 1347639),(28 1367688.4),(29 1389335.8),(30 1403470.1),(31 1423122),(32 1444069.1),(33 1468600.6),(34 1494726.9),(35 1527335.3),(36 1559545.5),(37 1578930.8),(38 1589764.5),(39 1600194.4),(40 1607267),(41 1613481.6),(42 1620142.3),(43 1627988.4),(44 1643536.9),(45 1663154.1),(46 1686904.9),(47 1707694.4),(48 1727111.4),(49 1748329.1),(50 1772194.9),(51 1795057.6),(52 1807916.1),(53 1819803),(54 1828789.9),(55 1833856.1),(56 1842501.3),(57 1858288.3),(58 1878981.4),(59 1893757.9),(60 1903587.4),(61 1910972.6),(62 1923148.1),(63 1936415.6),(64 1949749),(65 1961068.5),(66 1964193.5),(67 1956089),(68 1939587),(69 1919881.6),(70 1899083.9),(71 1884322),(72 1878475),(73 1872148.4),(74 1858209.1),(75 1846547.8),(76 1839065.8),(77 1829502),(78 1829886),(79 1833160.9),
(1 87400.58),(2 286378.7),(3 509524.5),(4 707832),(5 850107.4),(6 943344.94),(7 992989.3),(8 1008377.6),(9 1011203.56),(10 1015106.56),(11 1020834.94),(12 1023835.9),(13 1023205.2),(14 1023688.06),(15 1031064.7),(16 1054797.5),(17 1090964.4),(18 1124448.4),(19 1159150.3),(20 1194102),(21 1222975.3),(22 1245725.5),(23 1257562.3),(24 1257626.4),(25 1246945.3),(26 1228149.9),(27 1210429.8),(28 1207041.6),(29 1211495.1),(30 1219526),(31 1233643.9),(32 1249092.6),(33 1273178),(34 1301466.9),(35 1328639.1),(36 1352266.8),(37 1371181.6),(38 1373916.5),(39 1365533.9),(40 1354147.6),(41 1349553.4),(42 1353053.6),(43 1363706.9),(44 1376666.9),(45 1386709.8),(46 1398576.6),(47 1410485.5),(48 1424109.4),(49 1437015.9),(50 1448423.3),(51 1454075.9),(52 1460191.5),(53 1475560.9),(54 1487771.8),(55 1491670.6),(56 1500097.3),(57 1505983.1),(58 1516532.5),(59 1532422.4),(60 1543234),(61 1549827.4),(62 1555318),(63 1556097.3),(64 1554479.1),(65 1551676.8),(66 1550236.4),(67 1554152.3),(68 1550633.6),(69 1539968.8),(70 1523079.8),(71 1506831.5),(72 1501055.8),(73 1500636.5),(74 1492346.8),(75 1482682.4),(76 1479860.4),(77 1471756.4),(78 1463203.9),(79 1457743.4),
(1 84196.055),(2 269522.6),(3 473539.28),(4 645483.2),(5 764135.4),(6 843550.8),(7 896987.5),(8 933197.1),(9 950234.25),(10 953381.1),(11 952964.4),(12 953287.56),(13 959664.44),(14 979066.56),(15 998490.7),(16 1018319.25),(17 1040546.7),(18 1051504.8),(19 1064671),(20 1082849),(21 1102025.4),(22 1119106.3),(23 1128877.1),(24 1135237.3),(25 1145123.9),(26 1155867.1),(27 1165516.4),(28 1177490.9),(29 1188676.5),(30 1198687.1),(31 1210214.9),(32 1219639.9),(33 1231577.3),(34 1251367.6),(35 1270391.5),(36 1282887.3),(37 1290620.9),(38 1293991.9),(39 1294054.4),(40 1295849),(41 1299724.3),(42 1306568.6),(43 1323055.8),(44 1345359.5),(45 1373527),(46 1396050.6),(47 1414520.5),(48 1439170),(49 1469074),(50 1497080.8),(51 1513661.9),(52 1523761.5),(53 1529744.6),(54 1531483.6),(55 1536098.8),(56 1544298.3),(57 1553744.6),(58 1564333.9),(59 1566161),(60 1569961.3),(61 1573908.6),(62 1571106.3),(63 1564032.8),(64 1557204.6),(65 1546307),(66 1544365.4),(67 1549190.4),(68 1551498.8),(69 1548381.4),(70 1544815.8),(71 1534448.3),(72 1521409.3),(73 1517167.8),(74 1517847.5),(75 1521940.4),(76 1530015.3),(77 1542596.9),(78 1556728.5),(79 1560048.6),
(1 70837.14),(2 225999.97),(3 396662.63),(4 539239.9),(5 638754.25),(6 704758.44),(7 748579.25),(8 779202.8),(9 790967.5),(10 788519.2),(11 782813.1),(12 778548.56),(13 783465.25),(14 800307.9),(15 823537.8),(16 846930.75),(17 863181.1),(18 870654.94),(19 881712.25),(20 895489.56),(21 913234.1),(22 929629.6),(23 938474.9),(24 945951.9),(25 953879.5),(26 958846.06),(27 963848.44),(28 976804.9),(29 994158.1),(30 1014028.44),(31 1032822.75),(32 1048823.6),(33 1060224.3),(34 1072088.1),(35 1081922.1),(36 1085982.8),(37 1087522.9),(38 1082025.5),(39 1072644.8),(40 1061459.1),(41 1055855.5),(42 1060423.8),(43 1072853.3),(44 1090276.8),(45 1112490.9),(46 1136509.4),(47 1158311.9),(48 1181034.1),(49 1200588.4),(50 1216370.9),(51 1230263.6),(52 1245213.9),(53 1258903),(54 1264848.5),(55 1264852.8),(56 1260752),(57 1260437.4),(58 1264055.6),(59 1267956.5),(60 1273658),(61 1286651.5),(62 1299421.3),(63 1305801.5),(64 1306138.8),(65 1299905.5),(66 1291591.1),(67 1285601.9),(68 1294326.3),(69 1311184.4),(70 1323005.8),(71 1327935.9),(72 1326376.6),(73 1319056.3),(74 1307730.6),(75 1296776.9),(76 1291708.8),(77 1293103),(78 1299885.4),(79 1307916.8),
(1 76268.19),(2 239882.39),(3 414221.47),(4 552442.06),(5 650845.56),(6 725002.75),(7 775783.2),(8 808604.7),(9 833096.1),(10 857751.75),(11 878452.8),(12 890844.4),(13 902871.4),(14 917954.44),(15 934774.9),(16 947340.9),(17 955491.6),(18 965020.7),(19 980935.56),(20 993244.7),(21 1002177.8),(22 1008023.06),(23 1012432.25),(24 1026664.56),(25 1051773.1),(26 1084404.3),(27 1114340.1),(28 1143553.3),(29 1171654.5),(30 1201241),(31 1224564.4),(32 1246371.8),(33 1266765),(34 1293347),(35 1320439.8),(36 1341205.5),(37 1351462.4),(38 1350009.1),(39 1337489.4),(40 1323633.6),(41 1318300.3),(42 1321696.3),(43 1333134.5),(44 1348886.1),(45 1361190.6),(46 1366166.5),(47 1368284.3),(48 1369739),(49 1371053.5),(50 1376920),(51 1384319),(52 1395909.8),(53 1405607.5),(54 1413241),(55 1415965.1),(56 1410527.1),(57 1400436.1),(58 1385455.6),(59 1379705.9),(60 1377895.9),(61 1369761.1),(62 1362364.1),(63 1358168.5),(64 1353009.1),(65 1348777.4),(66 1355081.8),(67 1364795.6),(68 1375898.3),(69 1387079),(70 1395378.9),(71 1403578.5),(72 1407826.8),(73 1403821.1),(74 1396819.9),(75 1390359.3),(76 1387434.1),(77 1388034.5),(78 1391171),(79 1390487.9),
(1 71240.03),(2 220119.25),(3 370089.16),(4 491011.06),(5 576811.44),(6 635042.4),(7 676666.5),(8 708378.6),(9 727310.44),(10 739966.6),(11 748290),(12 752688.1),(13 750594.1),(14 749902.6),(15 755197.4),(16 761371),(17 763606.06),(18 770796),(19 787702.75),(20 809613),(21 823913.8),(22 828722.25),(23 823692.7),(24 824500.7),(25 838101.6),(26 855813.4),(27 871966.7),(28 886524.56),(29 893339.56),(30 896984.1),(31 902639.06),(32 920672.1),(33 944176.2),(34 965848.8),(35 977654.06),(36 981509.06),(37 977984.7),(38 977115.8),(39 977029.4),(40 981533.25),(41 997732.5),(42 1018703.9),(43 1036694.3),(44 1049076.1),(45 1054164.8),(46 1056535.3),(47 1059962.6),(48 1065242.4),(49 1072421.3),(50 1078987.4),(51 1082887.5),(52 1087226.3),(53 1092656.6),(54 1096675.3),(55 1095758.8),(56 1098387.9),(57 1103505.8),(58 1103714.4),(59 1108239.6),(60 1110311.1),(61 1104918.8),(62 1101799.6),(63 1099263.5),(64 1084965.6),(65 1069904),(66 1060388.4),(67 1057609.9),(68 1066383),(69 1084597.3),(70 1100070.9),(71 1102773.4),(72 1100473.4),(73 1100344.6),(74 1108331.8),(75 1119272),(76 1127234.4),(77 1127174.1),(78 1121226.9),(79 1113482.1),
(1 67002.695),(2 203949.02),(3 334712),(4 428848.38),(5 495078.66),(6 543013.56),(7 579903.94),(8 607814.25),(9 619173.75),(10 621334.75),(11 622946.7),(12 619792.3),(13 613144.1),(14 618061.8),(15 633849.6),(16 650191.9),(17 669865.44),(18 686304.75),(19 706322.6),(20 728656),(21 746710.6),(22 759717.06),(23 769990.25),(24 785869.9),(25 807681.44),(26 830034.44),(27 844662.75),(28 851915.44),(29 850548),(30 848969.94),(31 853380.9),(32 867836.9),(33 896418.9),(34 930590.1),(35 951404.5),(36 956956.25),(37 954294.7),(38 954116.75),(39 964413.94),(40 979000.25),(41 988070.56),(42 995105.9),(43 1003310.7),(44 1009260.3),(45 1012286.6),(46 1020500.5),(47 1031859.7),(48 1047765.44),(49 1063525.1),(50 1077231.6),(51 1089087.6),(52 1098513.3),(53 1105426),(54 1106651.4),(55 1102860.6),(56 1105994),(57 1114815.5),(58 1129313.1),(59 1133279.6),(60 1128500.8),(61 1123590.5),(62 1124070.4),(63 1135139.9),(64 1148505.5),(65 1153620.6),(66 1151527.8),(67 1142785),(68 1130917.3),(69 1128984.9),(70 1132816.5),(71 1134403.1),(72 1135358.4),(73 1133259.9),(74 1125666.8),(75 1114599.8),(76 1096253.9),(77 1074228.9),(78 1058099),(79 1049652.1),
(1 65861.266),(2 198703.63),(3 328770.75),(4 422353.56),(5 487712.06),(6 534718.56),(7 564445.6),(8 577710.3),(9 584954.75),(10 591588.3),(11 597486.4),(12 600607.4),(13 598299.8),(14 594047.4),(15 598230.9),(16 607007.5),(17 624632.6),(18 643982.06),(19 669098.5),(20 695582.44),(21 717313.25),(22 732857.94),(23 743478.9),(24 757142.5),(25 774687.75),(26 790532.8),(27 803527.7),(28 812811.1),(29 824533.2),(30 836185.06),(31 854125.75),(32 875702.7),(33 896439.1),(34 917217.25),(35 931107.5),(36 938661.3),(37 945011.56),(38 954750.8),(39 963995.3),(40 971415.8),(41 973848.94),(42 973948.44),(43 970101.9),(44 966680),(45 963777.44),(46 963165.75),(47 965081.3),(48 970701.94),(49 976270.6),(50 979240.44),(51 980777.7),(52 979904.4),(53 983038.9),(54 992804.2),(55 1006198.44),(56 1020522.56),(57 1035240.7),(58 1045823.44),(59 1050206.9),(60 1056808.3),(61 1068049.1),(62 1078367.4),(63 1087742.3),(64 1097275.4),(65 1103050.6),(66 1104933.1),(67 1096747.1),(68 1087489.5),(69 1077873.1),(70 1070346.4),(71 1063151.3),(72 1053560.8),(73 1046437.6),(74 1033945.94),(75 1015434.94),(76 999726.94),(77 985820.44),(78 973117.6),(79 963215.1),
(1 63591.023),(2 190099.73),(3 306940.22),(4 388548.78),(5 439703.06),(6 474329.63),(7 498409.4),(8 507395.88),(9 507966.16),(10 505525.97),(11 500605.16),(12 499443.38),(13 505517.03),(14 512754.84),(15 512076),(16 517282.6),(17 529036.2),(18 548789.6),(19 573958.4),(20 597839.4),(21 617128),(22 632781.4),(23 648597.1),(24 671926.44),(25 699170.9),(26 726380.2),(27 748932.06),(28 768461.1),(29 794907.8),(30 823432.4),(31 851190.5),(32 876367.7),(33 895727.8),(34 909610.5),(35 914006.75),(36 918204.6),(37 925723.25),(38 938553),(39 946407.2),(40 946548.9),(41 942876.2),(42 936278.06),(43 925697.25),(44 917269),(45 919434.06),(46 926684.75),(47 936147.7),(48 951653.25),(49 972465.4),(50 993290.56),(51 1005868.06),(52 1009166.6),(53 1010615.2),(54 1016986.7),(55 1037160.94),(56 1063494.1),(57 1091108.6),(58 1109155.1),(59 1120288.8),(60 1132429.6),(61 1141379.3),(62 1146558),(63 1146571.4),(64 1144870.8),(65 1148107.3),(66 1149487.1),(67 1145951.6),(68 1147910),(69 1147710),(70 1145157.3),(71 1148042.6),(72 1154144.8),(73 1158379.4),(74 1155863.3),(75 1146480.1),(76 1130036.1),(77 1104946.9),(78 1084321.6),(79 1072752.6),
(1 57089.89),(2 169294.52),(3 272923.53),(4 345023.3),(5 398754.3),(6 444389.66),(7 482284.6),(8 507000.13),(9 519157.5),(10 526600.44),(11 531235.4),(12 537846.7),(13 540353.2),(14 543611.3),(15 550402.94),(16 557417.44),(17 567408.4),(18 574362),(19 581887.94),(20 590385.06),(21 600330.6),(22 613806.25),(23 629654.1),(24 646515.8),(25 667097.1),(26 691153.7),(27 714457.2),(28 738110.6),(29 755368.1),(30 768028.7),(31 783046),(32 797718.6),(33 806948.3),(34 812204.94),(35 811074.75),(36 806220.9),(37 804029.6),(38 809002.5),(39 813963.25),(40 818878.8),(41 821674.5),(42 817077.94),(43 805234.5),(44 795214.56),(45 795824.44),(46 798541.44),(47 797142.56),(48 793914.6),(49 787939.3),(50 781952.8),(51 777166.44),(52 771129.75),(53 771904.1),(54 776209.94),(55 779719.9),(56 783441.94),(57 788551.75),(58 795805.25),(59 810070.06),(60 825269.4),(61 833904),(62 839256.6),(63 845784.25),(64 848307.3),(65 846728.8),(66 837200.7),(67 826143.8),(68 818184.25),(69 814138.4),(70 810900.6),(71 811761.44),(72 819330.8),(73 833184.4),(74 845750),(75 846825.44),(76 837010),(77 822552.25),(78 809021.4),(79 796829.5),
(1 58272.137),(2 171812.92),(3 277074.4),(4 351264.9),(5 402825.1),(6 438838.03),(7 465901.6),(8 488800.94),(9 507800.78),(10 519900),(11 522456.88),(12 519795.4),(13 516647.2),(14 519462.78),(15 523397.66),(16 532530.1),(17 549747.75),(18 568821.7),(19 585313.44),(20 596652.5),(21 601694.6),(22 609620.3),(23 625049.56),(24 645607.3),(25 666935.8),(26 682825),(27 690186.44),(28 700832.7),(29 713119.1),(30 725578.4),(31 745465.94),(32 765895.1),(33 783247.75),(34 793917.56),(35 801373.7),(36 814703.75),(37 825746),(38 830739.75),(39 831933.1),(40 837618.9),(41 845457.2),(42 853309.4),(43 860650.44),(44 866584.4),(45 871506.8),(46 872855.44),(47 877872.7),(48 885878.5),(49 885948.7),(50 880642),(51 880545.1),(52 881062.25),(53 880265.9),(54 878610.7),(55 877067.75),(56 876044.2),(57 871923.44),(58 858793.6),(59 843539.8),(60 830461.94),(61 821479.2),(62 813038),(63 805474.2),(64 801160.8),(65 796195.8),(66 789761.44),(67 782749.44),(68 776151.4),(69 768172.75),(70 767858.56),(71 769715.1),(72 768827.3),(73 770442.94),(74 775978.6),(75 782277.1),(76 789587.8),(77 792674.44),(78 789942.6),(79 792985.1),
(1 57334.793),(2 166056.69),(3 261103.25),(4 325355.5),(5 370335.06),(6 404790.28),(7 433774.94),(8 449249.84),(9 458899.84),(10 473387.88),(11 485663.28),(12 490296.63),(13 490458.84),(14 488647.63),(15 490171.44),(16 499335.88),(17 512540.22),(18 530965.56),(19 553726),(20 574188.3),(21 592683.1),(22 611413.4),(23 624795.1),(24 634165.75),(25 644380),(26 656809.7),(27 664607.2),(28 671014.2),(29 681183.5),(30 692072.9),(31 701058.06),(32 700678.75),(33 696627.75),(34 693036.56),(35 687883.25),(36 686602.75),(37 687164.25),(38 695113.44),(39 704183.3),(40 707685.56),(41 708252.06),(42 709777.6),(43 707798.94),(44 704533.75),(45 703959),(46 714627.56),(47 730366.44),(48 741166.56),(49 742213.3),(50 737796.56),(51 734354.94),(52 733903.7),(53 737232.25),(54 747877.3),(55 759987.56),(56 767284.75),(57 772095.75),(58 771734),(59 767363),(60 759445.75),(61 753082.9),(62 749023.44),(63 749633.56),(64 754659),(65 762900.25),(66 769522.75),(67 768257.5),(68 766377.75),(69 768894.94),(70 765968.7),(71 757500.44),(72 754971.4),(73 756094.7),(74 754674.1),(75 751604.44),(76 749288.75),(77 745468.5),(78 738546),(79 734072.44),
(1 57913.676),(2 166915.19),(3 258244.58),(4 317051.53),(5 360018.22),(6 394455.2),(7 418548.8),(8 436724.53),(9 457730.84),(10 481783.78),(11 501927.25),(12 516962.9),(13 523430.2),(14 529768.4),(15 537673),(16 548594),(17 562418),(18 575089.25),(19 586277),(20 594592.75),(21 600886.5),(22 608652.4),(23 615033.3),(24 619880.4),(25 626195.5),(26 634417.6),(27 638789.1),(28 644974.5),(29 649972.75),(30 656467.6),(31 665333.3),(32 679754.3),(33 696796.6),(34 712754.5),(35 724370.2),(36 734796.2),(37 740877.9),(38 741333.5),(39 738751.94),(40 737361.75),(41 742796.6),(42 745889.8),(43 744968.4),(44 746286.94),(45 750521.9),(46 753716.44),(47 757179.1),(48 759899.75),(49 755976.5),(50 753104.3),(51 752882),(52 750481.75),(53 747781.6),(54 749573.8),(55 749492.4),(56 741478.1),(57 733459),(58 732215.75),(59 733621.1),(60 736310.75),(61 734649.7),(62 731748.75),(63 730269.06),(64 728335.9),(65 725533.3),(66 723425.25),(67 717734.5),(68 708136),(69 700119.1),(70 694245),(71 690714.06),(72 687206.94),(73 679571.94),(74 673899.1),(75 674776.4),(76 669257.5),(77 666303.6),(78 671203.5),(79 681830),
(1 55259.453),(2 159314.23),(3 247125.66),(4 300341.78),(5 335397.25),(6 365713.84),(7 393040.3),(8 410652.16),(9 421522.88),(10 432947.38),(11 446049.38),(12 455990.72),(13 461394.63),(14 467253.13),(15 471666.03),(16 479564.06),(17 488607.3),(18 501106.34),(19 514775.56),(20 529471.1),(21 545807.1),(22 562272.6),(23 572362.4),(24 581995.8),(25 591734.06),(26 598859.3),(27 600216.4),(28 605071.75),(29 615280.75),(30 629269.2),(31 644712.2),(32 660960.75),(33 675217.2),(34 683687.8),(35 693337.4),(36 701483.2),(37 703880.3),(38 704405.3),(39 707154.9),(40 711492.25),(41 714880.3),(42 717016.75),(43 722217.7),(44 729984.7),(45 736150.5),(46 744503),(47 751245.6),(48 752563.75),(49 753823.8),(50 751838.25),(51 745387.2),(52 741440.56),(53 734166.4),(54 725581.25),(55 718586.9),(56 715556.2),(57 714498.9),(58 716674.4),(59 722131.44),(60 729926.2),(61 731291.06),(62 727358.94),(63 723284.94),(64 718892.56),(65 708766.75),(66 695050.44),(67 681974.1),(68 677215.8),(69 676888.75),(70 673379.1),(71 664386.9),(72 656042.1),(73 652821.44),(74 657088.6),(75 659876.2),(76 654871.5),(77 644644.7),(78 633860.7),(79 622769.25),
(1 52974.082),(2 151973.03),(3 238604.75),(4 298729.3),(5 340937.8),(6 372820.34),(7 397383.53),(8 416022.28),(9 431030.28),(10 440428.72),(11 446059.3),(12 448846.06),(13 451844.44),(14 458540.88),(15 461756.97),(16 467065.1),(17 469522),(18 471881.56),(19 476955.56),(20 489698.9),(21 508172.44),(22 519945.84),(23 519684.9),(24 521936.88),(25 527812.5),(26 536004.9),(27 537661.8),(28 543682.3),(29 550293.8),(30 556353),(31 563901.3),(32 576610.3),(33 592313.2),(34 604423.4),(35 617409.25),(36 629748.9),(37 638509.5),(38 649105.75),(39 661079.4),(40 675112.6),(41 680922.6),(42 676644.2),(43 673753.25),(44 682090.56),(45 691753.56),(46 692678.5),(47 690510.5),(48 690357.6),(49 692603.2),(50 691904.4),(51 691538.5),(52 704661.4),(53 719247.94),(54 723799),(55 721342.6),(56 717981.4),(57 709541.5),(58 702494.06),(59 699501),(60 697310.25),(61 693480.75),(62 685309.8),(63 679811.5),(64 680489.06),(65 678140.94),(66 674622.56),(67 668799),(68 667163.8),(69 663418.2),(70 652501.7),(71 646213.56),(72 640976.44),(73 635281.5),(74 627681.2),(75 621680.3),(76 620107.06),(77 613104.56),(78 606662.4),(79 600869.9),
