1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11318.243),(2 26004.072),(3 44472.793),(4 66381.79),(5 83993.61),(6 104241.23),(7 110052.51),(8 119084.71),(9 133296.25),(10 154832.25),(11 182932.25),(12 202344.63),(13 229645.95),(14 257340.05),(15 285033.47),(16 333954.44),(17 371033.75),(18 423139.1),(19 460662.25),(20 500269.9),(21 549736.3),(22 586024.75),(23 630790.56),(24 673712.8),(25 721991),(26 764532.7),(27 803794.3),(28 858210),(29 897865.94),(30 948474.2),(31 985412.5),(32 1016980.56),(33 1059672),(34 1095673.5),(35 1140570.5),(36 1167289),(37 1190530.6),(38 1235026.8),(39 1268781.1),(40 1302742.5),(41 1323851.6),(42 1365496),(43 1397022.4),(44 1442685),(45 1503936.5),(46 1563686.5),(47 1633374.1),(48 1674221.9),(49 1732480.4),(50 1804350.1),(51 1874795.6),(52 1955462),(53 2016612),(54 2107194.8),(55 2175397),(56 2247765.8),(57 2338388.3),(58 2407371.8),(59 2504090.8),(60 2581645.5),(61 2655582.3),(62 2738020.5),(63 2785559),(64 2873742),(65 2939448),(66 3020762),(67 3083396),(68 3147998),(69 3241521),(70 3310084.8),(71 3406582.3),(72 3472531.3),(73 3532798.8),(74 3601309),(75 3625804),(76 3694026.8),(77 3738297.3),(78 3805349.3),(79 3858499.3),
(1 26.420067),(2 36.477253),(3 39.95208),(4 41.929096),(5 43.678406),(6 45.162968),(7 46.072353),(8 47.046967),(9 47.48284),(10 48.856236),(11 49.408627),(12 49.695812),(13 50.26546),(14 50.48641),(15 51.11186),(16 51.120396),(17 51.714634),(18 51.22863),(19 50.880814),(20 50.784058),(21 50.66506),(22 50.66639),(23 50.555794),(24 50.664272),(25 50.95938),(26 51.22383),(27 51.686615),(28 51.743477),(29 51.447296),(30 51.837605),(31 51.966988),(32 51.892242),(33 51.8557),(34 51.903965),(35 51.57626),(36 51.430122),(37 51.49421),(38 51.74464),(39 51.326195),(40 51.86581),(41 51.896175),(42 51.79174),(43 52.266228),(44 51.750744),(45 51.963943),(46 52.420563),(47 52.167557),(48 52.581367),(49 52.787445),(50 53.1442),(51 52.72394),(52 52.220505),(53 52.50637),(54 52.35498),(55 52.16818),(56 52.711613),(57 52.344604),(58 52.651268),(59 52.561543),(60 52.911858),(61 52.671734),(62 52.80766),(63 52.954082),(64 52.475254),(65 52.72951),(66 52.52131),(67 52.081112),(68 52.119373),(69 51.995674),(70 52.247173),(71 51.80281),(72 51.570892),(73 51.71431),(74 51.91637),(75 51.648193),(76 51.686646),(77 51.732075),(78 51.51818),(79 51.55546),
(1 26.010992),(2 36.030567),(3 39.78727),(4 41.949265),(5 43.294125),(6 44.425224),(7 45.58196),(8 46.7686),(9 47.863853),(10 49.353622),(11 50.036556),(12 50.55276),(13 51.256634),(14 51.72643),(15 51.49514),(16 51.52157),(17 51.481583),(18 51.292038),(19 51.32648),(20 51.11266),(21 51.348377),(22 51.85099),(23 51.968956),(24 52.56602),(25 52.505875),(26 52.92579),(27 52.969418),(28 52.607285),(29 52.989967),(30 53.128513),(31 53.024586),(32 53.150234),(33 53.063717),(34 52.903843),(35 52.911274),(36 53.449688),(37 53.570736),(38 53.671196),(39 53.244965),(40 52.994507),(41 53.59367),(42 52.879257),(43 53.13695),(44 53.204987),(45 53.04343),(46 52.862442),(47 52.893665),(48 52.87235),(49 52.860603),(50 53.775574),(51 53.253204),(52 53.45051),(53 53.169044),(54 53.476658),(55 53.590336),(56 53.575783),(57 53.156895),(58 53.14658),(59 52.769497),(60 53.64466),(61 54.137054),(62 53.99835),(63 53.484783),(64 52.549187),(65 52.972755),(66 52.607243),(67 52.62678),(68 53.488556),(69 53.043034),(70 53.049137),(71 53.15535),(72 53.594395),(73 53.84063),(74 53.65803),(75 52.756886),(76 52.66775),(77 52.772552),(78 52.562077),(79 52.41292),
(1 26.635145),(2 36.879383),(3 40.385166),(4 42.618454),(5 44.079678),(6 45.403416),(7 46.723186),(8 47.331837),(9 47.874),(10 49.502876),(11 49.705463),(12 50.255386),(13 50.887077),(14 51.46929),(15 51.191128),(16 51.127594),(17 51.525642),(18 50.954327),(19 51.185436),(20 51.41047),(21 51.726215),(22 51.45199),(23 51.825558),(24 52.346718),(25 52.742058),(26 53.190292),(27 53.15747),(28 53.42531),(29 53.208473),(30 53.45373),(31 53.37815),(32 53.517376),(33 52.69818),(34 53.300888),(35 53.46485),(36 53.202225),(37 53.31635),(38 52.90544),(39 53.07638),(40 53.206966),(41 53.733658),(42 54.112797),(43 54.14158),(44 54.09824),(45 53.57175),(46 53.621037),(47 53.7549),(48 54.20858),(49 54.3501),(50 54.33149),(51 54.225674),(52 54.663216),(53 54.472416),(54 54.38606),(55 53.90439),(56 54.17142),(57 53.711266),(58 53.924816),(59 54.016445),(60 53.68948),(61 53.924202),(62 54.261265),(63 53.968548),(64 53.379803),(65 53.629726),(66 53.69766),(67 53.371994),(68 53.68865),(69 53.173313),(70 53.419518),(71 53.512424),(72 53.743423),(73 53.349358),(74 53.491417),(75 53.11654),(76 52.9731),(77 53.460117),(78 52.981743),(79 52.90126),
(1 25.952492),(2 36.304165),(3 39.843555),(4 42.16455),(5 43.373154),(6 44.728344),(7 46.040943),(8 47.170403),(9 47.765053),(10 48.6884),(11 49.239582),(12 49.90944),(13 50.85889),(14 51.20236),(15 51.287575),(16 51.251167),(17 51.060684),(18 51.050957),(19 51.33124),(20 52.023624),(21 51.879757),(22 51.996185),(23 51.798603),(24 52.16976),(25 52.66078),(26 52.453033),(27 52.318035),(28 52.88782),(29 52.796497),(30 52.94985),(31 52.458008),(32 52.368397),(33 52.48805),(34 52.70278),(35 52.467598),(36 52.242817),(37 52.90858),(38 53.119762),(39 52.81384),(40 52.545986),(41 52.730885),(42 52.474495),(43 52.76205),(44 52.869003),(45 52.821537),(46 53.171555),(47 52.601727),(48 53.005466),(49 53.00885),(50 53.90709),(51 53.50676),(52 53.65475),(53 53.404305),(54 53.190197),(55 53.100197),(56 52.951935),(57 52.58741),(58 52.430763),(59 52.210297),(60 52.607063),(61 52.71259),(62 52.51205),(63 52.870853),(64 52.888348),(65 52.85941),(66 52.598396),(67 52.72842),(68 52.858734),(69 52.639015),(70 52.527874),(71 52.439796),(72 52.698944),(73 52.675762),(74 52.6489),(75 52.90142),(76 52.90396),(77 52.687943),(78 52.39154),(79 52.058075),
(1 25.813953),(2 35.361393),(3 39.034985),(4 40.50067),(5 42.675564),(6 43.904915),(7 44.89396),(8 46.05803),(9 46.430466),(10 47.631702),(11 48.097218),(12 48.982277),(13 49.866364),(14 50.493435),(15 50.249786),(16 50.7825),(17 50.768837),(18 50.750153),(19 51.195724),(20 51.274895),(21 51.220043),(22 51.15985),(23 52.084724),(24 52.08255),(25 52.817543),(26 52.392906),(27 52.507183),(28 52.352715),(29 52.71196),(30 52.890377),(31 52.639847),(32 52.65565),(33 52.21299),(34 52.65038),(35 52.61478),(36 52.266594),(37 52.559742),(38 53.395267),(39 52.515083),(40 52.5116),(41 52.187023),(42 52.02802),(43 52.482063),(44 52.498825),(45 52.168957),(46 52.124954),(47 51.790123),(48 52.280796),(49 52.519695),(50 52.371563),(51 52.23397),(52 52.701065),(53 52.425957),(54 51.980923),(55 51.532433),(56 51.482357),(57 51.776722),(58 51.595337),(59 51.43138),(60 52.186657),(61 52.083378),(62 52.06424),(63 51.959557),(64 52.273643),(65 52.41277),(66 52.070477),(67 52.323967),(68 52.227127),(69 52.001736),(70 52.09657),(71 51.750023),(72 51.958412),(73 52.063507),(74 52.071396),(75 52.220737),(76 51.912167),(77 52.20564),(78 51.8638),(79 51.495834),
(1 25.665506),(2 35.1867),(3 38.838894),(4 40.611256),(5 42.417187),(6 44.039074),(7 44.55198),(8 45.800915),(9 46.195786),(10 47.671665),(11 47.988514),(12 48.56664),(13 49.39964),(14 49.27156),(15 49.680763),(16 50.0598),(17 50.44001),(18 50.280827),(19 50.404385),(20 50.820217),(21 50.842033),(22 50.854332),(23 51.105247),(24 51.325687),(25 51.57176),(26 51.782112),(27 51.79409),(28 51.718655),(29 52.096375),(30 52.390625),(31 51.86077),(32 52.204453),(33 51.80635),(34 51.75128),(35 51.946514),(36 51.71348),(37 51.780758),(38 52.299774),(39 51.76968),(40 51.796738),(41 51.59949),(42 51.822613),(43 51.55448),(44 52.08162),(45 52.003517),(46 51.809006),(47 51.84101),(48 52.006004),(49 52.26033),(50 52.728455),(51 52.39801),(52 52.459526),(53 52.54615),(54 52.42855),(55 51.89089),(56 52.134872),(57 52.067085),(58 52.488186),(59 52.032738),(60 52.35369),(61 52.352093),(62 52.172104),(63 52.16332),(64 52.1541),(65 52.402985),(66 52.19578),(67 52.13667),(68 52.355846),(69 51.810448),(70 52.02378),(71 51.902393),(72 51.75346),(73 51.896305),(74 51.857746),(75 51.933464),(76 51.85918),(77 52.20881),(78 51.96133),(79 51.685997),
(1 25.57812),(2 35.01141),(3 38.50677),(4 40.514942),(5 42.09448),(6 43.16333),(7 44.171734),(8 44.98348),(9 45.707607),(10 47.379192),(11 48.12955),(12 48.529182),(13 49.25325),(14 49.347145),(15 49.80382),(16 49.50809),(17 50.04326),(18 50.087643),(19 50.04587),(20 50.278683),(21 50.302402),(22 50.417767),(23 50.936577),(24 51.095398),(25 51.265926),(26 51.696873),(27 51.20732),(28 51.441013),(29 51.22948),(30 51.38556),(31 51.18717),(32 51.147034),(33 51.075386),(34 51.555332),(35 50.882126),(36 51.32156),(37 50.98523),(38 51.141037),(39 50.911892),(40 50.981956),(41 50.88624),(42 51.115387),(43 50.571648),(44 51.002537),(45 50.716244),(46 50.758232),(47 51.024742),(48 51.051926),(49 51.05639),(50 51.524216),(51 51.34178),(52 51.20684),(53 51.142338),(54 51.432247),(55 51.03489),(56 51.385193),(57 51.41978),(58 52.009617),(59 51.667435),(60 52.193184),(61 52.097466),(62 52.27927),(63 52.178482),(64 52.015957),(65 51.442844),(66 51.552372),(67 51.2903),(68 51.12509),(69 51.044495),(70 50.64382),(71 50.617188),(72 50.875824),(73 50.89914),(74 50.73345),(75 50.508957),(76 50.675735),(77 51.12911),(78 50.71127),(79 50.40132),
(1 25.58878),(2 35.007175),(3 38.11622),(4 40.38557),(5 41.86423),(6 43.233215),(7 44.175236),(8 45.276093),(9 45.820473),(10 47.014374),(11 47.552315),(12 47.973244),(13 48.366447),(14 49.33348),(15 49.16696),(16 49.002277),(17 49.676598),(18 50.131927),(19 50.660942),(20 50.743652),(21 51.069595),(22 50.92024),(23 51.09653),(24 51.234493),(25 51.52203),(26 51.94111),(27 51.412666),(28 51.898674),(29 51.839214),(30 51.81548),(31 52.10682),(32 52.11626),(33 51.86218),(34 51.802372),(35 51.240253),(36 51.491543),(37 51.579193),(38 51.60541),(39 51.27573),(40 51.5429),(41 51.38098),(42 51.36921),(43 51.484615),(44 51.759613),(45 51.443),(46 51.314583),(47 51.395252),(48 50.981396),(49 51.21022),(50 51.534122),(51 51.096066),(52 50.856308),(53 50.845543),(54 51.11229),(55 50.82131),(56 51.124146),(57 51.181435),(58 51.949253),(59 51.212597),(60 51.364174),(61 51.606865),(62 51.76833),(63 52.49904),(64 52.09372),(65 51.884872),(66 52.146595),(67 51.964104),(68 51.81598),(69 51.468204),(70 51.42263),(71 51.342678),(72 51.609394),(73 51.612877),(74 51.429947),(75 51.36218),(76 51.4856),(77 51.693886),(78 51.87802),(79 51.71429),
(1 25.379335),(2 34.859604),(3 38.402092),(4 40.375526),(5 42.637444),(6 43.78239),(7 44.912617),(8 45.98795),(9 46.223732),(10 48.153202),(11 48.46514),(12 48.637062),(13 49.1062),(14 49.83218),(15 49.350914),(16 49.14717),(17 49.545277),(18 49.8213),(19 50.070225),(20 50.07482),(21 50.009636),(22 50.238518),(23 50.53049),(24 50.971012),(25 51.2903),(26 51.30421),(27 50.749027),(28 50.97636),(29 50.926937),(30 50.78682),(31 51.059486),(32 51.29107),(33 51.18338),(34 50.71411),(35 50.741814),(36 51.179157),(37 51.57961),(38 51.426765),(39 51.32854),(40 51.545372),(41 51.263634),(42 51.278305),(43 51.402992),(44 51.03544),(45 50.69018),(46 50.88707),(47 50.569122),(48 50.1883),(49 50.53871),(50 51.353214),(51 50.684105),(52 50.569542),(53 50.62104),(54 51.273552),(55 51.450195),(56 51.34146),(57 51.295483),(58 51.58948),(59 51.34574),(60 51.49844),(61 51.313934),(62 51.43536),(63 51.639847),(64 51.7578),(65 51.50803),(66 51.766212),(67 51.676582),(68 52.143726),(69 52.00342),(70 52.003326),(71 51.280754),(72 51.52767),(73 52.08469),(74 51.616093),(75 51.477245),(76 51.455368),(77 51.772068),(78 51.49144),(79 51.52382),
(1 25.579157),(2 34.627907),(3 38.17059),(4 40.150383),(5 41.815582),(6 43.184223),(7 44.604122),(8 45.423866),(9 46.04281),(10 47.471916),(11 48.49069),(12 48.466557),(13 48.72251),(14 49.775715),(15 49.485683),(16 49.777515),(17 49.812027),(18 49.819725),(19 49.98345),(20 49.933056),(21 49.969906),(22 50.35835),(23 50.078476),(24 50.114788),(25 50.368446),(26 50.851887),(27 50.710453),(28 50.896347),(29 50.620678),(30 50.714245),(31 50.71006),(32 50.837837),(33 50.97027),(34 50.78534),(35 50.745407),(36 50.3608),(37 50.44128),(38 50.80586),(39 50.927597),(40 50.735725),(41 50.78985),(42 50.7655),(43 50.712536),(44 51.200207),(45 51.309525),(46 51.279102),(47 51.42131),(48 51.66412),(49 51.772495),(50 51.64538),(51 51.64669),(52 51.7329),(53 51.664955),(54 51.60539),(55 51.36588),(56 52.13931),(57 52.39126),(58 52.1191),(59 52.521965),(60 52.707924),(61 52.836826),(62 52.631718),(63 52.19673),(64 52.64265),(65 51.868317),(66 51.821903),(67 52.0285),(68 51.81868),(69 51.164307),(70 51.647556),(71 51.147522),(72 50.83715),(73 51.21411),(74 51.122883),(75 50.5815),(76 50.697273),(77 50.662106),(78 50.588276),(79 51.08849),
(1 25.024235),(2 33.852943),(3 37.102318),(4 39.45673),(5 40.727787),(6 42.096554),(7 43.369),(8 44.59),(9 45.06235),(10 46.32495),(11 47.453857),(12 47.250576),(13 48.00413),(14 48.68157),(15 48.69688),(16 48.741142),(17 48.831844),(18 49.386005),(19 49.494633),(20 49.31351),(21 49.54927),(22 49.316776),(23 49.353184),(24 49.6473),(25 49.70112),(26 49.672573),(27 49.74448),(28 49.77279),(29 49.628475),(30 49.78008),(31 49.752796),(32 49.880722),(33 49.71861),(34 49.202984),(35 49.864285),(36 49.437378),(37 50.09514),(38 49.96172),(39 50.134506),(40 50.2551),(41 50.26074),(42 50.490105),(43 50.397427),(44 50.866184),(45 50.366142),(46 50.29425),(47 50.282185),(48 50.101204),(49 50.281437),(50 50.219673),(51 50.108486),(52 50.279613),(53 50.608585),(54 50.3431),(55 49.921665),(56 50.527977),(57 50.636143),(58 50.171955),(59 50.720707),(60 50.418346),(61 50.71343),(62 50.82197),(63 50.390617),(64 50.54927),(65 50.149605),(66 50.13791),(67 50.19172),(68 50.212772),(69 49.95042),(70 50.10479),(71 50.13334),(72 50.391914),(73 50.42941),(74 50.39853),(75 50.252403),(76 50.51939),(77 50.818306),(78 50.362946),(79 50.454025),
(1 24.925398),(2 34.00825),(3 37.904686),(4 39.872204),(5 41.245266),(6 42.1427),(7 42.97137),(8 44.461346),(9 44.46003),(10 46.983128),(11 47.471394),(12 47.47514),(13 48.12785),(14 48.973244),(15 48.588623),(16 48.88674),(17 48.95243),(18 49.58465),(19 49.478825),(20 49.400684),(21 49.52355),(22 49.001034),(23 49.153797),(24 49.415363),(25 49.839596),(26 49.44387),(27 49.639946),(28 49.781807),(29 50.270798),(30 50.135002),(31 49.932198),(32 50.106285),(33 50.291073),(34 50.512863),(35 50.41269),(36 50.447803),(37 50.744263),(38 50.60129),(39 50.672825),(40 50.06416),(41 50.43866),(42 50.736134),(43 50.47081),(44 50.583908),(45 50.63215),(46 50.436375),(47 50.240788),(48 50.51984),(49 50.571907),(50 50.271202),(51 50.31142),(52 49.86389),(53 50.370758),(54 50.212463),(55 49.96861),(56 50.424644),(57 50.33801),(58 50.043076),(59 50.660213),(60 50.718704),(61 50.970657),(62 50.926838),(63 50.9015),(64 50.85428),(65 50.874683),(66 50.50645),(67 50.823414),(68 50.859898),(69 50.930965),(70 50.47932),(71 50.625317),(72 50.902637),(73 51.301567),(74 50.6263),(75 50.67211),(76 50.66669),(77 50.762123),(78 50.735706),(79 50.67613),
(1 25.310215),(2 34.64004),(3 37.9099),(4 40.17741),(5 41.888817),(6 42.56792),(7 43.57056),(8 45.121586),(9 45.525055),(10 47.27509),(11 47.504036),(12 47.9237),(13 48.250935),(14 48.79016),(15 48.753326),(16 48.70576),(17 49.069572),(18 49.432423),(19 49.53564),(20 49.617794),(21 49.403973),(22 49.616913),(23 49.145306),(24 49.375877),(25 49.35415),(26 49.614418),(27 50.244663),(28 50.65774),(29 50.92843),(30 50.177826),(31 50.202496),(32 50.04878),(33 50.3035),(34 50.42138),(35 50.90769),(36 51.31603),(37 51.457603),(38 51.646366),(39 51.080738),(40 50.9597),(41 51.018047),(42 51.558197),(43 51.46181),(44 51.19195),(45 51.171734),(46 51.164646),(47 51.71055),(48 51.788395),(49 51.844063),(50 51.746025),(51 51.82671),(52 51.8155),(53 51.73618),(54 51.692856),(55 51.420567),(56 51.377556),(57 51.344635),(58 51.339676),(59 51.240055),(60 51.513866),(61 51.45388),(62 50.963295),(63 51.085537),(64 50.89632),(65 50.91559),(66 51.141346),(67 51.173676),(68 51.14201),(69 50.92454),(70 50.565678),(71 50.333813),(72 50.842655),(73 50.918068),(74 51.0737),(75 50.987827),(76 51.27171),(77 51.04404),(78 50.78539),(79 50.697273),
(1 24.650135),(2 33.28194),(3 36.210052),(4 38.673298),(5 40.202972),(6 41.18364),(7 42.2715),(8 43.711525),(9 43.570793),(10 45.063713),(11 45.965164),(12 46.64504),(13 46.91898),(14 47.00689),(15 47.033035),(16 47.24569),(17 47.34326),(18 47.553497),(19 47.588825),(20 48.11635),(21 47.993065),(22 47.828354),(23 48.092716),(24 48.294224),(25 48.55043),(26 49.215633),(27 48.87354),(28 49.099545),(29 49.39097),(30 49.368633),(31 49.097538),(32 49.180943),(33 49.289295),(34 49.35074),(35 49.692867),(36 49.32458),(37 49.731018),(38 50.135063),(39 49.925636),(40 49.468163),(41 49.241364),(42 49.121243),(43 49.06552),(44 48.812366),(45 48.97628),(46 49.219707),(47 49.30705),(48 49.162197),(49 49.485687),(50 49.784084),(51 49.264156),(52 49.84448),(53 49.88489),(54 50.087723),(55 49.801132),(56 49.41123),(57 49.174427),(58 49.23338),(59 48.68685),(60 49.208942),(61 49.472595),(62 48.957836),(63 49.187885),(64 49.009995),(65 49.280384),(66 49.244625),(67 48.922398),(68 48.711704),(69 48.940666),(70 48.705616),(71 48.408962),(72 49.04898),(73 49.055),(74 48.769024),(75 48.979412),(76 49.295647),(77 48.898567),(78 49.063313),(79 48.72318),
(1 24.916483),(2 33.73638),(3 36.900684),(4 39.585716),(5 41.430397),(6 42.532967),(7 43.663628),(8 44.908737),(9 44.81153),(10 46.969353),(11 47.619453),(12 47.977097),(13 48.55043),(14 48.794205),(15 48.758118),(16 48.210373),(17 48.76485),(18 48.654385),(19 48.709736),(20 49.52505),(21 49.70591),(22 49.619186),(23 49.667362),(24 49.864952),(25 49.78484),(26 49.76456),(27 49.81395),(28 49.731426),(29 49.79253),(30 50.19697),(31 50.068024),(32 49.784863),(33 49.593018),(34 49.392895),(35 49.702),(36 49.43412),(37 49.95535),(38 50.190125),(39 50.078125),(40 49.52803),(41 49.63524),(42 50.025528),(43 50.181057),(44 50.27879),(45 49.992626),(46 49.788456),(47 50.88308),(48 50.629017),(49 50.529613),(50 50.487617),(51 50.30084),(52 50.12964),(53 50.140713),(54 50.028446),(55 49.863144),(56 50.35878),(57 49.763367),(58 49.81158),(59 50.322464),(60 50.47187),(61 50.328247),(62 50.215225),(63 50.18503),(64 50.03241),(65 49.609715),(66 49.28796),(67 49.559177),(68 50.150826),(69 49.443413),(70 49.34753),(71 49.082798),(72 49.27317),(73 49.205013),(74 49.287018),(75 49.544968),(76 49.407204),(77 49.67566),(78 49.54088),(79 49.64798),
(1 24.261873),(2 32.70958),(3 36.031868),(4 38.268307),(5 40.218327),(6 41.581646),(7 42.750904),(8 42.882782),(9 43.938824),(10 45.719486),(11 45.89721),(12 46.403072),(13 47.209198),(14 47.299877),(15 47.138752),(16 47.44601),(17 47.45762),(18 47.188244),(19 47.565502),(20 47.81278),(21 47.750454),(22 47.676407),(23 47.9303),(24 48.326344),(25 48.379856),(26 48.385418),(27 48.472248),(28 48.50954),(29 48.82159),(30 48.517677),(31 47.84951),(32 48.700638),(33 48.10203),(34 48.076286),(35 48.42078),(36 48.716385),(37 48.965004),(38 49.17064),(39 48.879726),(40 49.119083),(41 48.830814),(42 48.946873),(43 48.80559),(44 49.24029),(45 49.27712),(46 49.401237),(47 49.49547),(48 49.419643),(49 49.122334),(50 49.087395),(51 49.15454),(52 49.242874),(53 49.412426),(54 49.633694),(55 49.413074),(56 49.30014),(57 49.198128),(58 49.229836),(59 49.629257),(60 49.570778),(61 49.71631),(62 49.890373),(63 49.89106),(64 49.36249),(65 49.216896),(66 49.18113),(67 48.545685),(68 49.02792),(69 48.85411),(70 48.872448),(71 48.908993),(72 48.96184),(73 48.780094),(74 48.693787),(75 48.866913),(76 48.66978),(77 49.01867),(78 49.1829),(79 48.968746),
(1 24.705425),(2 33.517334),(3 37.122005),(4 39.30163),(5 41.230293),(6 42.27304),(7 43.985703),(8 44.38284),(9 45.476353),(10 46.60171),(11 47.344852),(12 47.65143),(13 47.935802),(14 47.98817),(15 48.315235),(16 48.42799),(17 48.616234),(18 48.4719),(19 48.244442),(20 48.991047),(21 48.617516),(22 48.437187),(23 49.123596),(24 48.708336),(25 49.016155),(26 48.85109),(27 49.00693),(28 48.811653),(29 49.311737),(30 49.52361),(31 48.977173),(32 48.77649),(33 48.728626),(34 48.80479),(35 48.403557),(36 48.508007),(37 48.85215),(38 49.013092),(39 48.82362),(40 49.32354),(41 49.300026),(42 49.24159),(43 49.289967),(44 49.201107),(45 49.622307),(46 49.87619),(47 50.081776),(48 49.90753),(49 50.367447),(50 50.180653),(51 49.906647),(52 49.873356),(53 50.325043),(54 50.19688),(55 49.757317),(56 49.493313),(57 49.679756),(58 49.79271),(59 49.96507),(60 49.649765),(61 49.941162),(62 50.322037),(63 50.02677),(64 50.242985),(65 50.37338),(66 50.118187),(67 49.997826),(68 50.04665),(69 49.793304),(70 50.25894),(71 49.929543),(72 49.81459),(73 49.92489),(74 49.804745),(75 49.89542),(76 49.815887),(77 49.540974),(78 49.562107),(79 49.605236),
