1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 106478.49),(2 377899.9),(3 804687),(4 1396136.9),(5 2112030.8),(6 2963478.8),(7 3938670.8),(8 5013668),(9 6117737.5),(10 7273166.5),(11 8483147),(12 9767647),(13 11123201),(14 12580329),(15 14328632),(16 16126892),(17 18048850),(18 20146202),(19 22387046),(20 24863394),(21 27638638),(22 30502486),(23 33709250),(24 37022540),(25 40255840),(26 43617804),(27 46784292),(28 50210900),(29 53753732),(30 57278692),(31 61072750),(32 65094484),(33 69401590),(34 73796456),(35 78414904),(36 83270350),(37 88294344),(38 93496990),(39 98730744),(40 103801280),(41 108730824),(42 113420030),(43 117974250),(44 122281630),(45 126310530),(46 130282730),(47 134039900),(48 138108290),(49 142027780),(50 145568030),(51 149479360),(52 153200130),(53 156597840),(54 160160960),(55 163159840),(56 165954510),(57 168324820),(58 170684590),(59 172697580),(60 174312720),(61 175593420),(62 176609600),(63 177287890),(64 177776480),(65 178122190),(66 178398600),(67 178690580),(68 179256830),(69 179134900),(70 179102480),(71 179466700),(72 179815040),(73 179921090),(74 180672180),(75 181345330),(76 182264780),(77 183219020),(78 184517250),(79 185826740),
(1 43.038166),(2 47.803776),(3 51.69742),(4 54.87221),(5 57.756596),(6 59.95377),(7 61.69523),(8 63.13357),(9 64.76427),(10 66.768486),(11 68.290306),(12 68.82949),(13 69.1788),(14 70.28983),(15 70.79207),(16 70.70723),(17 70.90655),(18 71.055954),(19 71.05143),(20 72.39203),(21 72.28238),(22 72.61638),(23 73.16608),(24 74.073265),(25 74.09091),(26 74.02596),(27 74.73473),(28 75.80262),(29 76.173454),(30 77.08637),(31 76.89964),(32 77.68883),(33 78.31751),(34 79.07124),(35 79.37751),(36 80.189255),(37 81.36266),(38 82.2409),(39 83.02427),(40 84.556496),(41 84.96996),(42 86.44358),(43 86.58709),(44 87.89037),(45 89.02304),(46 90.45691),(47 91.44675),(48 92.76955),(49 93.29594),(50 95.122604),(51 94.03061),(52 95.42954),(53 94.73046),(54 95.95963),(55 96.07265),(56 96.58674),(57 97.59098),(58 97.47761),(59 98.01482),(60 97.924446),(61 98.47608),(62 98.66065),(63 97.616776),(64 98.163734),(65 97.250206),(66 97.23235),(67 96.60056),(68 96.69701),(69 95.651794),(70 95.12981),(71 93.985504),(72 94.4059),(73 92.67031),(74 92.06132),(75 90.49488),(76 90.64194),(77 89.78417),(78 88.862274),(79 88.63699),
(1 42.651222),(2 47.801727),(3 51.3262),(4 55.021046),(5 56.896175),(6 59.962208),(7 61.526615),(8 62.643333),(9 64.611),(10 65.49469),(11 66.63085),(12 67.44495),(13 67.972694),(14 68.21469),(15 68.61957),(16 68.431145),(17 69.1918),(18 70.12257),(19 70.43954),(20 70.25987),(21 71.10879),(22 71.471985),(23 71.668884),(24 71.77546),(25 72.37253),(26 73.54613),(27 73.7624),(28 73.285904),(29 73.95999),(30 74.38829),(31 74.093605),(32 74.50802),(33 75.26729),(34 76.33086),(35 77.35707),(36 78.4715),(37 79.27878),(38 81.05251),(39 82.119225),(40 83.11812),(41 84.2623),(42 85.38209),(43 85.59733),(44 86.78883),(45 88.06418),(46 89.93167),(47 91.09616),(48 92.25418),(49 92.50334),(50 93.07157),(51 93.54049),(52 94.92138),(53 96.32893),(54 95.41999),(55 95.7409),(56 96.442635),(57 97.52935),(58 98.94533),(59 98.41261),(60 98.32014),(61 98.06588),(62 98.5608),(63 97.90485),(64 98.60035),(65 98.20771),(66 97.270515),(67 96.31502),(68 96.11209),(69 95.22573),(70 95.7495),(71 95.35524),(72 94.42416),(73 93.70462),(74 92.7597),(75 92.169495),(76 91.47469),(77 90.95292),(78 89.77413),(79 88.09586),
(1 42.244278),(2 47.486446),(3 51.536827),(4 55.084064),(5 58.39822),(6 59.835865),(7 61.5934),(8 63.59836),(9 64.592316),(10 66.5309),(11 67.79558),(12 68.84469),(13 68.915436),(14 69.83994),(15 70.840515),(16 70.957664),(17 71.62911),(18 72.764626),(19 73.15414),(20 73.156166),(21 74.46115),(22 74.36717),(23 74.7642),(24 76.257454),(25 76.531136),(26 78.33128),(27 78.123116),(28 79.33253),(29 79.146164),(30 80.024994),(31 80.17457),(32 79.99552),(33 81.045425),(34 81.39767),(35 82.43602),(36 83.18615),(37 85.29832),(38 86.53866),(39 87.07068),(40 88.610374),(41 89.00106),(42 89.56605),(43 89.50064),(44 90.35317),(45 90.35619),(46 91.84122),(47 91.890465),(48 92.42656),(49 92.74166),(50 92.751724),(51 92.370384),(52 92.7221),(53 93.45885),(54 93.61205),(55 93.87895),(56 94.15381),(57 94.266655),(58 94.03193),(59 93.55626),(60 93.88402),(61 93.56841),(62 93.05745),(63 92.97059),(64 92.69567),(65 92.48595),(66 91.777115),(67 90.53407),(68 89.87192),(69 90.05942),(70 89.50899),(71 88.650185),(72 88.21656),(73 87.24476),(74 86.76416),(75 85.328674),(76 85.75148),(77 85.18448),(78 84.443634),(79 83.79078),
(1 42.2238),(2 47.197315),(3 50.899464),(4 54.08386),(5 56.916233),(6 59.745407),(7 60.91015),(8 62.659615),(9 63.79722),(10 65.324036),(11 66.91103),(12 66.50966),(13 67.85695),(14 67.83505),(15 68.66011),(16 69.636185),(17 69.3328),(18 70.20541),(19 70.65497),(20 70.46089),(21 70.593155),(22 70.49268),(23 71.5015),(24 71.8437),(25 71.97395),(26 73.07401),(27 72.59368),(28 72.85807),(29 73.70601),(30 73.352104),(31 74.076126),(32 74.95402),(33 75.72312),(34 75.48646),(35 76.68359),(36 77.52533),(37 78.70021),(38 80.43257),(39 79.98453),(40 81.19665),(41 82.39001),(42 83.47291),(43 83.79427),(44 84.9501),(45 85.944664),(46 87.73118),(47 88.47339),(48 89.663704),(49 90.18671),(50 90.91437),(51 91.24749),(52 91.7612),(53 91.83279),(54 92.12878),(55 92.20982),(56 92.52123),(57 93.397835),(58 93.02694),(59 92.87833),(60 93.66123),(61 93.157555),(62 94.53093),(63 94.37968),(64 93.9287),(65 93.808235),(66 93.74597),(67 92.9268),(68 92.849045),(69 92.6168),(70 92.089775),(71 92.69255),(72 91.93892),(73 91.12628),(74 89.93304),(75 88.89609),(76 89.14129),(77 88.46387),(78 87.857414),(79 87.09608),
(1 42.99923),(2 47.76335),(3 50.936024),(4 54.006313),(5 57.156914),(6 59.820698),(7 61.756294),(8 63.950115),(9 65.0864),(10 66.174164),(11 67.33229),(12 67.85207),(13 69.21215),(14 68.72233),(15 69.22751),(16 69.844604),(17 70.71735),(18 70.53247),(19 70.78447),(20 71.58),(21 71.4102),(22 71.82459),(23 73.13913),(24 72.9792),(25 73.28344),(26 73.47153),(27 73.27887),(28 73.96255),(29 74.430016),(30 73.76751),(31 75.02004),(32 74.46017),(33 75.35736),(34 75.889114),(35 75.62595),(36 76.92021),(37 77.58156),(38 79.2323),(39 79.25627),(40 81.22564),(41 82.27605),(42 83.36539),(43 83.84064),(44 85.28018),(45 86.16635),(46 87.37279),(47 89.143135),(48 90.42967),(49 91.78754),(50 92.25974),(51 92.68368),(52 93.73145),(53 94.155655),(54 94.768555),(55 94.575516),(56 95.64421),(57 95.85781),(58 96.37798),(59 96.15068),(60 97.1428),(61 97.362526),(62 97.35038),(63 96.89214),(64 97.2891),(65 97.32939),(66 96.96635),(67 96.21356),(68 96.302185),(69 95.79412),(70 95.72075),(71 94.56492),(72 94.10389),(73 92.91794),(74 92.63454),(75 90.4879),(76 90.40995),(77 89.354706),(78 88.55978),(79 87.965294),
(1 41.85788),(2 46.88217),(3 50.07141),(4 53.45803),(5 56.03803),(6 57.70941),(7 59.56316),(8 61.50809),(9 62.923443),(10 63.840324),(11 64.749695),(12 65.29857),(13 66.52808),(14 67.46119),(15 68.019104),(16 68.42201),(17 69.337875),(18 69.402954),(19 69.53774),(20 69.082954),(21 69.69248),(22 71.175476),(23 71.48425),(24 73.23803),(25 74.05155),(26 74.58126),(27 74.3449),(28 75.264305),(29 75.508286),(30 75.92106),(31 76.89642),(32 77.29002),(33 77.3158),(34 77.58893),(35 77.92411),(36 79.09545),(37 80.120705),(38 81.759315),(39 81.9532),(40 82.48068),(41 83.50312),(42 83.76993),(43 84.061714),(44 83.74767),(45 84.03803),(46 84.95059),(47 86.755165),(48 86.981316),(49 87.63077),(50 88.057396),(51 87.36883),(52 87.64377),(53 87.57727),(54 87.37382),(55 87.34079),(56 87.5215),(57 88.2322),(58 87.08131),(59 87.378334),(60 87.30033),(61 87.63062),(62 86.754425),(63 86.11451),(64 86.31748),(65 86.255165),(66 85.419136),(67 84.56906),(68 85.24806),(69 84.88626),(70 83.42234),(71 82.970726),(72 83.551735),(73 82.10475),(74 81.88059),(75 80.606415),(76 80.19768),(77 79.88214),(78 78.47556),(79 78.34477),
(1 40.998108),(2 46.484863),(3 49.90353),(4 52.70693),(5 55.544693),(6 57.43294),(7 59.686325),(8 61.52085),(9 62.49941),(10 63.65916),(11 64.381134),(12 65.26355),(13 65.707016),(14 66.5758),(15 67.10473),(16 67.61569),(17 67.53135),(18 67.90735),(19 68.872444),(20 69.255615),(21 69.265564),(22 69.62292),(23 69.88283),(24 70.40804),(25 71.157295),(26 71.68995),(27 71.73115),(28 72.537506),(29 73.1764),(30 73.27023),(31 73.5591),(32 74.111885),(33 73.90613),(34 74.76886),(35 75.84171),(36 76.59676),(37 77.95707),(38 78.47235),(39 79.61935),(40 81.10121),(41 81.31527),(42 82.54373),(43 82.92944),(44 83.73722),(45 84.346405),(46 85.5269),(47 86.74111),(48 87.26138),(49 88.9019),(50 88.54275),(51 89.31352),(52 90.4424),(53 91.80128),(54 91.63305),(55 91.15877),(56 91.47905),(57 91.837555),(58 91.80587),(59 92.449),(60 92.4007),(61 92.35113),(62 92.44696),(63 91.8261),(64 92.00243),(65 92.39386),(66 91.68631),(67 90.98478),(68 90.67404),(69 90.21505),(70 89.88473),(71 89.32016),(72 88.82438),(73 87.180275),(74 87.452705),(75 86.260826),(76 85.607346),(77 85.255646),(78 84.546936),(79 83.809166),
(1 41.794865),(2 47.169064),(3 50.721046),(4 53.678127),(5 56.855278),(6 58.43489),(7 59.822563),(8 61.47871),(9 63.009197),(10 64.8525),(11 65.78797),(12 66.097755),(13 66.23131),(14 66.9677),(15 66.815796),(16 67.192055),(17 66.634094),(18 67.15125),(19 67.321335),(20 67.109695),(21 67.39022),(22 67.89615),(23 68.35908),(24 68.526375),(25 69.520645),(26 70.18938),(27 69.7301),(28 70.45611),(29 70.67301),(30 70.778564),(31 71.495384),(32 72.2309),(33 72.48941),(34 72.93718),(35 73.7268),(36 73.970215),(37 75.06445),(38 75.68599),(39 76.646515),(40 77.88286),(41 78.87229),(42 79.75942),(43 81.617386),(44 81.66272),(45 83.4398),(46 84.63657),(47 86.1388),(48 87.51997),(49 88.21795),(50 89.37041),(51 89.2175),(52 90.26978),(53 90.6423),(54 90.97656),(55 91.31729),(56 92.009346),(57 92.81016),(58 94.04691),(59 93.52105),(60 94.11472),(61 93.85359),(62 93.925385),(63 93.25968),(64 93.308624),(65 94.363464),(66 93.132545),(67 92.59273),(68 92.79398),(69 93.12821),(70 92.44761),(71 92.915985),(72 92.66186),(73 91.78716),(74 91.18133),(75 89.945015),(76 89.68288),(77 89.8346),(78 88.47908),(79 87.32764),
(1 40.954002),(2 45.422405),(3 49.08305),(4 51.634773),(5 54.496616),(6 56.582977),(7 58.620926),(8 60.12644),(9 61.775826),(10 63.668835),(11 63.981106),(12 64.58558),(13 65.429665),(14 66.649345),(15 67.69045),(16 68.4396),(17 68.81952),(18 69.209526),(19 69.65205),(20 70.25134),(21 70.66571),(22 71.96485),(23 72.25455),(24 73.922554),(25 74.310524),(26 74.704056),(27 74.498566),(28 75.45424),(29 75.54542),(30 75.98201),(31 76.30065),(32 75.92819),(33 76.40265),(34 77.38201),(35 78.543625),(36 79.28015),(37 80.82402),(38 82.1812),(39 83.20557),(40 84.03811),(41 84.35429),(42 85.55242),(43 86.02101),(44 85.9693),(45 86.531845),(46 86.61865),(47 87.2698),(48 87.52667),(49 88.38132),(50 88.72985),(51 88.940796),(52 89.579254),(53 89.04883),(54 88.81206),(55 88.5448),(56 88.567894),(57 89.02425),(58 89.2629),(59 88.510735),(60 88.82777),(61 89.38009),(62 89.03868),(63 88.660355),(64 89.13659),(65 88.740974),(66 87.78691),(67 87.303734),(68 86.30774),(69 85.8669),(70 85.20585),(71 84.75958),(72 84.66756),(73 82.88112),(74 82.887245),(75 81.42115),(76 81.18006),(77 80.26059),(78 80.0985),(79 78.60289),
(1 39.97649),(2 44.93757),(3 48.399788),(4 51.6191),(5 54.522472),(6 56.53722),(7 58.641247),(8 59.907837),(9 60.941174),(10 63.508602),(11 64.191986),(12 64.77017),(13 65.33949),(14 65.385704),(15 66.04678),(16 66.08695),(17 65.67474),(18 65.642334),(19 65.79845),(20 65.96033),(21 66.61368),(22 67.4859),(23 67.63996),(24 68.45386),(25 69.19622),(26 70.00983),(27 70.47125),(28 70.958115),(29 71.65267),(30 71.13014),(31 71.64691),(32 72.27102),(33 73.137924),(34 73.985985),(35 73.98381),(36 75.19545),(37 76.69873),(38 77.37936),(39 77.482574),(40 78.468994),(41 80.13393),(42 81.58104),(43 81.7982),(44 82.03546),(45 82.890015),(46 84.27731),(47 86.09829),(48 86.0471),(49 87.18088),(50 87.584435),(51 87.684746),(52 88.01875),(53 89.00175),(54 89.733826),(55 90.20992),(56 90.58987),(57 90.88064),(58 90.58219),(59 91.882576),(60 91.15727),(61 91.52733),(62 91.327896),(63 90.99469),(64 91.060585),(65 90.39205),(66 90.18935),(67 90.108505),(68 90.33693),(69 89.17936),(70 89.10662),(71 87.869),(72 87.082985),(73 86.70663),(74 85.64882),(75 84.31559),(76 84.41524),(77 84.14748),(78 83.17114),(79 82.2779),
(1 40.394905),(2 45.741047),(3 48.44803),(4 51.58644),(5 53.71246),(6 56.082745),(7 58.168583),(8 59.025047),(9 60.611115),(10 62.035923),(11 62.841663),(12 63.61781),(13 64.28604),(14 64.565155),(15 65.506165),(16 65.84676),(17 66.55156),(18 66.60104),(19 66.37075),(20 67.12804),(21 67.138824),(22 67.44626),(23 68.30359),(24 68.0678),(25 69.07559),(26 69.49434),(27 69.28442),(28 69.78687),(29 70.15407),(30 69.81594),(31 70.17742),(32 70.892685),(33 71.1433),(34 72.491165),(35 73.041794),(36 73.11948),(37 74.89572),(38 76.7564),(39 76.3172),(40 77.6062),(41 78.354454),(42 79.5147),(43 80.2602),(44 81.07086),(45 81.12855),(46 82.93001),(47 83.53698),(48 85.23729),(49 86.39074),(50 86.95236),(51 86.37983),(52 86.76683),(53 87.383026),(54 87.99221),(55 87.26507),(56 87.06704),(57 88.108025),(58 87.28439),(59 88.29129),(60 88.66828),(61 88.5383),(62 88.9262),(63 88.98407),(64 89.32754),(65 89.47407),(66 88.94009),(67 89.150665),(68 88.80957),(69 88.241486),(70 87.93987),(71 87.78512),(72 87.87828),(73 86.416794),(74 86.028336),(75 85.032104),(76 85.07733),(77 84.46589),(78 83.69564),(79 83.0807),
(1 40.007557),(2 44.27503),(3 47.437077),(4 50.507046),(5 53.622444),(6 55.034477),(7 56.67447),(8 58.872704),(9 60.552425),(10 62.395184),(11 63.42289),(12 64.54503),(13 64.175026),(14 66.028885),(15 66.23224),(16 66.55542),(17 67.19657),(18 67.18142),(19 67.63556),(20 68.53948),(21 68.57413),(22 69.38301),(23 70.058876),(24 70.46434),(25 71.647224),(26 72.52167),(27 71.91573),(28 73.75568),(29 73.90177),(30 73.40686),(31 73.98016),(32 74.90616),(33 75.35755),(34 75.70544),(35 75.66244),(36 77.30681),(37 77.79547),(38 79.5882),(39 79.28989),(40 80.57369),(41 81.49046),(42 81.8271),(43 82.77737),(44 82.96044),(45 84.639824),(46 85.87398),(47 85.723335),(48 86.705),(49 87.48814),(50 87.190674),(51 87.464455),(52 87.35572),(53 87.38598),(54 87.140144),(55 87.28736),(56 87.61955),(57 86.859),(58 87.29054),(59 86.5343),(60 86.40114),(61 87.79469),(62 88.13229),(63 87.747826),(64 87.9587),(65 87.10306),(66 87.53641),(67 86.59013),(68 86.08283),(69 84.96146),(70 84.370476),(71 83.68168),(72 82.926544),(73 82.20455),(74 81.45521),(75 80.79389),(76 79.53113),(77 79.06062),(78 79.177284),(79 78.01881),
(1 39.31494),(2 43.59591),(3 47.011475),(4 49.798),(5 53.231407),(6 54.600636),(7 56.92194),(8 58.67971),(9 59.821655),(10 61.965496),(11 62.83387),(12 63.626705),(13 64.3934),(14 65.05137),(15 65.505775),(16 65.61362),(17 65.54454),(18 66.60416),(19 66.01962),(20 66.662346),(21 66.27638),(22 66.79168),(23 66.919624),(24 67.200775),(25 67.94883),(26 68.670845),(27 68.7282),(28 69.533005),(29 69.66461),(30 69.94433),(31 70.181786),(32 70.45037),(33 71.35713),(34 72.17434),(35 72.63111),(36 73.16355),(37 74.51775),(38 76.18776),(39 77.46028),(40 78.53398),(41 79.534424),(42 79.92768),(43 81.382614),(44 82.490074),(45 83.78182),(46 84.81817),(47 86.24556),(48 87.592766),(49 87.97262),(50 88.57025),(51 88.840675),(52 88.44952),(53 89.319084),(54 89.550064),(55 90.0363),(56 90.134094),(57 90.95016),(58 91.36685),(59 91.470604),(60 91.25914),(61 91.021126),(62 91.43669),(63 90.55761),(64 90.770935),(65 91.19685),(66 90.751144),(67 89.70965),(68 88.985306),(69 87.84704),(70 87.07893),(71 86.41745),(72 85.4894),(73 84.7839),(74 83.693),(75 82.80723),(76 82.09325),(77 82.261505),(78 81.37503),(79 80.71319),
(1 39.375237),(2 44.383694),(3 47.657696),(4 50.53849),(5 52.96774),(6 55.47278),(7 56.910015),(8 58.545353),(9 60.053474),(10 61.574482),(11 62.922756),(12 63.378517),(13 63.65742),(14 64.7885),(15 64.094666),(16 64.353134),(17 64.85521),(18 65.4683),(19 65.05133),(20 65.63336),(21 66.06),(22 66.226135),(23 66.395676),(24 66.5841),(25 66.85096),(26 67.74931),(27 68.02794),(28 68.038895),(29 68.65219),(30 67.769775),(31 68.19496),(32 68.944786),(33 69.40839),(34 70.818695),(35 70.82078),(36 71.71869),(37 72.70903),(38 73.87881),(39 75.09849),(40 76.15806),(41 76.49984),(42 77.7882),(43 79.14267),(44 79.316696),(45 80.46924),(46 82.12793),(47 82.99688),(48 83.629715),(49 84.42914),(50 85.235054),(51 86.09362),(52 86.1865),(53 87.02484),(54 87.14632),(55 88.14446),(56 89.18631),(57 89.48589),(58 90.830345),(59 90.992035),(60 91.03275),(61 92.209816),(62 91.50532),(63 91.58121),(64 91.33964),(65 91.69666),(66 90.815994),(67 90.80589),(68 90.650764),(69 89.85162),(70 88.96941),(71 88.81197),(72 88.439896),(73 87.33802),(74 86.24362),(75 85.87823),(76 84.915436),(77 84.99494),(78 83.15251),(79 82.423195),
(1 39.115475),(2 43.867104),(3 47.430134),(4 50.618713),(5 52.781277),(6 54.606846),(7 55.998375),(8 57.88761),(9 59.010136),(10 60.841457),(11 62.10311),(12 62.46474),(13 62.723473),(14 63.690647),(15 64.27544),(16 65.34214),(17 65.62946),(18 65.956985),(19 67.13549),(20 66.91819),(21 68.05879),(22 68.47093),(23 68.84543),(24 69.13911),(25 70.19763),(26 70.77195),(27 70.73105),(28 71.29331),(29 71.805084),(30 71.48642),(31 71.762184),(32 72.357864),(33 73.734085),(34 75.49674),(35 75.853836),(36 76.20791),(37 76.96799),(38 78.15195),(39 78.66409),(40 80.33559),(41 80.71169),(42 80.92593),(43 82.100075),(44 81.33654),(45 82.45179),(46 82.754555),(47 82.87478),(48 84.67371),(49 84.85338),(50 84.39197),(51 85.31077),(52 85.98033),(53 86.45318),(54 86.02948),(55 86.629745),(56 86.873314),(57 86.48286),(58 87.21769),(59 87.24329),(60 87.11944),(61 86.74706),(62 86.8969),(63 86.967964),(64 87.18971),(65 86.967926),(66 86.60772),(67 86.29804),(68 85.26772),(69 84.081406),(70 83.97773),(71 83.27864),(72 82.47766),(73 82.08474),(74 80.608116),(75 80.215775),(76 79.11614),(77 79.01286),(78 77.810356),(79 76.856155),
(1 39.14362),(2 44.18258),(3 47.31193),(4 50.344284),(5 53.398182),(6 54.804523),(7 56.8199),(8 58.382843),(9 59.560562),(10 61.45464),(11 62.431004),(12 63.080116),(13 63.96135),(14 64.3638),(15 64.57769),(16 65.07775),(17 65.1724),(18 65.203),(19 65.975426),(20 66.291885),(21 66.13518),(22 66.91561),(23 67.603294),(24 67.63636),(25 68.168396),(26 69.34675),(27 68.89809),(28 69.34805),(29 70.3567),(30 69.90017),(31 71.08372),(32 71.4604),(33 71.85968),(34 72.90593),(35 73.47143),(36 74.355194),(37 75.88305),(38 76.843796),(39 77.41619),(40 78.58187),(41 79.32042),(42 80.44738),(43 80.62508),(44 81.23948),(45 81.62754),(46 82.814735),(47 85.00047),(48 85.6834),(49 86.54056),(50 86.09357),(51 86.53869),(52 86.70076),(53 86.58382),(54 87.23075),(55 86.736786),(56 87.00031),(57 86.84973),(58 87.74281),(59 87.40637),(60 87.43998),(61 87.73614),(62 87.66683),(63 87.53563),(64 88.255394),(65 87.547226),(66 87.55493),(67 87.04653),(68 87.37122),(69 86.58743),(70 86.196075),(71 85.81197),(72 85.0564),(73 84.69094),(74 84.16474),(75 82.577385),(76 82.16195),(77 81.37573),(78 81.375435),(79 80.9345),
(1 38.680836),(2 43.515812),(3 46.129734),(4 49.55477),(5 51.435932),(6 53.05807),(7 55.173294),(8 56.441353),(9 57.271706),(10 59.902237),(11 61.881557),(12 61.6066),(13 62.0358),(14 63.428326),(15 63.42193),(16 63.90198),(17 64.720825),(18 64.33325),(19 64.79491),(20 65.350716),(21 65.275986),(22 65.808136),(23 65.80086),(24 66.334755),(25 66.65699),(26 67.21451),(27 66.56216),(28 67.351395),(29 66.803795),(30 67.1605),(31 68.15606),(32 68.265465),(33 69.010574),(34 69.70186),(35 70.36707),(36 71.346886),(37 71.75851),(38 72.90382),(39 73.8474),(40 75.400925),(41 76.683716),(42 77.65008),(43 78.74577),(44 79.431435),(45 80.91387),(46 82.582954),(47 83.11443),(48 84.63307),(49 85.960655),(50 87.26857),(51 88.08196),(52 88.797676),(53 89.66699),(54 89.485565),(55 90.284424),(56 90.837006),(57 90.88836),(58 91.5233),(59 91.55595),(60 91.398834),(61 91.33803),(62 92.16197),(63 91.33464),(64 91.82679),(65 91.6401),(66 90.28306),(67 90.415016),(68 89.719185),(69 89.1332),(70 88.32823),(71 88.07036),(72 87.160416),(73 86.43051),(74 86.26689),(75 84.64023),(76 84.32428),(77 83.914986),(78 82.701866),(79 81.99886),
(1 38.360725),(2 43.839508),(3 46.72436),(4 48.91199),(5 52.219078),(6 53.65831),(7 55.489967),(8 56.59119),(9 58.070065),(10 59.915882),(11 62.153614),(12 62.178043),(13 63.09827),(14 63.20679),(15 63.867683),(16 64.70754),(17 64.13819),(18 64.85875),(19 65.11087),(20 65.30458),(21 66.02773),(22 66.72737),(23 67.51572),(24 68.26248),(25 68.64425),(26 69.34656),(27 68.921326),(28 69.47175),(29 69.4809),(30 70.73061),(31 70.58616),(32 71.57856),(33 72.29648),(34 73.27109),(35 72.759),(36 73.90748),(37 74.97825),(38 75.666176),(39 76.54789),(40 76.94696),(41 77.75017),(42 78.04878),(43 78.57825),(44 79.00716),(45 79.16987),(46 79.78001),(47 80.09715),(48 81.48289),(49 81.28879),(50 82.32905),(51 82.6633),(52 82.29761),(53 83.07773),(54 82.46361),(55 83.050026),(56 82.556244),(57 82.401),(58 81.98979),(59 82.76906),(60 83.249405),(61 83.44788),(62 82.705444),(63 82.150894),(64 82.74635),(65 83.49858),(66 82.67451),(67 82.42213),(68 82.21321),(69 81.65125),(70 81.42182),(71 81.24964),(72 80.175735),(73 79.40468),(74 78.51615),(75 77.468704),(76 77.87959),(77 76.3538),(78 75.80269),(79 76.02576),
