1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 59.514576),(2 71.270195),(3 79.90008),(4 84.59125),(5 87.53092),(6 90.33614),(7 94.09599),(8 96.45458),(9 99.34071),(10 100.90015),(11 102.32182),(12 103.72217),(13 105.07245),(14 104.97993),(15 105.90854),(16 107.031456),(17 108.02767),(18 108.860176),(19 108.12964),(20 108.16254),(21 108.732635),(22 108.43781),(23 108.46526),(24 108.0079),(25 108.367455),(26 109.440025),(27 109.96438),(28 110.29143),(29 111.79741),(30 111.83504),(31 113.61646),(32 114.503044),(33 116.06228),(34 116.41358),(35 116.11301),(36 117.21692),(37 117.31625),(38 117.22377),(39 117.782875),(40 117.46883),(41 117.38513),(42 117.3246),(43 117.73926),(44 117.716644),(45 118.499275),(46 117.82057),(47 118.802055),(48 118.38109),(49 117.28512),(50 117.471275),(51 118.36848),(52 119.32095),(53 119.12694),(54 119.11946),(55 120.012375),(56 120.34734),(57 120.60027),(58 120.404205),(59 120.40867),(60 119.91793),(61 120.48302),(62 119.22398),(63 120.057945),(64 118.59023),(65 118.00816),(66 117.98115),(67 116.850494),(68 117.15521),(69 116.80145),(70 117.46229),(71 116.916565),(72 116.52717),(73 116.76915),(74 117.26986),(75 118.0359),(76 118.63405),(77 118.72866),(78 119.20451),(79 117.87391),
(1 60.190468),(2 72.80143),(3 81.77772),(4 86.29777),(5 90.389824),(6 93.400856),(7 96.50087),(8 99.43174),(9 101.7418),(10 103.61099),(11 104.97715),(12 104.81182),(13 106.2384),(14 106.13008),(15 106.21349),(16 107.726555),(17 108.2592),(18 107.03315),(19 107.85583),(20 107.25358),(21 108.12969),(22 107.103546),(23 107.93115),(24 108.40377),(25 109.01727),(26 109.38578),(27 111.2568),(28 112.26712),(29 112.53698),(30 113.14283),(31 115.52247),(32 116.9719),(33 118.038),(34 118.56737),(35 119.28195),(36 119.0258),(37 118.88568),(38 118.66125),(39 119.400955),(40 118.79655),(41 118.01682),(42 117.187164),(43 117.3177),(44 116.90868),(45 117.03308),(46 118.06219),(47 118.556),(48 117.27945),(49 117.86397),(50 119.26775),(51 120.6887),(52 121.478645),(53 121.31475),(54 121.947464),(55 123.35628),(56 123.25578),(57 124.33817),(58 123.88087),(59 122.87551),(60 122.734245),(61 121.97403),(62 123.14356),(63 123.12371),(64 121.729836),(65 121.603775),(66 120.34056),(67 119.58898),(68 119.42216),(69 120.40078),(70 120.73862),(71 120.11759),(72 120.37005),(73 120.63477),(74 121.50144),(75 121.95944),(76 121.73377),(77 122.48429),(78 122.19685),(79 122.68484),
(1 60.495842),(2 72.98109),(3 80.515656),(4 85.91344),(5 89.9098),(6 93.17748),(7 97.451485),(8 99.65163),(9 101.42218),(10 102.64479),(11 103.89578),(12 105.20408),(13 106.73902),(14 106.731186),(15 107.901024),(16 109.299194),(17 109.77473),(18 110.43274),(19 110.549904),(20 110.28684),(21 110.858635),(22 110.44996),(23 110.345955),(24 110.48958),(25 112.18973),(26 111.31098),(27 113.04979),(28 111.99146),(29 112.665726),(30 114.44478),(31 115.822014),(32 116.36427),(33 117.679436),(34 118.07725),(35 118.90066),(36 118.56959),(37 118.04346),(38 118.46489),(39 118.84779),(40 119.60329),(41 118.67238),(42 119.04915),(43 118.51833),(44 118.27475),(45 119.627556),(46 120.226105),(47 119.98156),(48 119.28431),(49 119.70204),(50 120.38089),(51 121.64343),(52 122.2586),(53 122.7853),(54 123.665306),(55 124.15036),(56 125.7034),(57 125.658066),(58 125.67764),(59 124.39204),(60 122.74742),(61 121.45366),(62 121.617134),(63 121.34988),(64 121.52113),(65 121.47464),(66 122.086426),(67 120.145966),(68 119.50299),(69 120.06566),(70 120.84393),(71 121.35622),(72 122.16512),(73 121.45537),(74 122.99056),(75 123.627426),(76 124.20391),(77 125.89826),(78 125.69186),(79 125.22495),
(1 58.710564),(2 71.14126),(3 78.70551),(4 83.733604),(5 88.163445),(6 90.39918),(7 94.10664),(8 96.05872),(9 98.05481),(10 99.4925),(11 101.399506),(12 102.79997),(13 104.160515),(14 104.385704),(15 105.77923),(16 106.36169),(17 106.31723),(18 107.41155),(19 107.19972),(20 105.971436),(21 107.35568),(22 107.46574),(23 107.49106),(24 109.05326),(25 108.35085),(26 108.86983),(27 110.58996),(28 111.42214),(29 112.30624),(30 112.895706),(31 115.12244),(32 115.912994),(33 116.61257),(34 116.72787),(35 117.47945),(36 117.99939),(37 116.99453),(38 118.05886),(39 118.72465),(40 118.09501),(41 116.70838),(42 115.94445),(43 115.638435),(44 115.589836),(45 115.58809),(46 115.72539),(47 116.071365),(48 115.84831),(49 115.82108),(50 116.99436),(51 118.77014),(52 118.88328),(53 118.69422),(54 119.45811),(55 119.94453),(56 119.94581),(57 119.102875),(58 118.34052),(59 117.858765),(60 117.06974),(61 116.545715),(62 116.80059),(63 115.52173),(64 115.02609),(65 115.86248),(66 115.73607),(67 115.426796),(68 116.6318),(69 115.34553),(70 115.81514),(71 116.53851),(72 116.532166),(73 117.52344),(74 118.49754),(75 119.08254),(76 120.09515),(77 120.16414),(78 120.045),(79 119.777824),
(1 59.379475),(2 70.38097),(3 77.33139),(4 82.74989),(5 86.115654),(6 88.366615),(7 91.79945),(8 94.855606),(9 97.22753),(10 98.94229),(11 100.27344),(12 101.63756),(13 103.212006),(14 105.08391),(15 106.077805),(16 106.458405),(17 107.49347),(18 107.00384),(19 107.76785),(20 108.204735),(21 108.937126),(22 108.96327),(23 109.29819),(24 109.5822),(25 109.53534),(26 109.6211),(27 111.115974),(28 110.94616),(29 112.10997),(30 113.38867),(31 114.870384),(32 116.18505),(33 117.02723),(34 116.94661),(35 117.27741),(36 117.3808),(37 117.41228),(38 118.15804),(39 118.80093),(40 118.4602),(41 117.8657),(42 117.14816),(43 117.15695),(44 117.30106),(45 117.44799),(46 118.02061),(47 118.18319),(48 117.916374),(49 118.19849),(50 118.09573),(51 119.564476),(52 118.978195),(53 120.66828),(54 120.938194),(55 122.26522),(56 122.9897),(57 122.791176),(58 121.55466),(59 121.05707),(60 119.57269),(61 118.697685),(62 118.15884),(63 119.30533),(64 117.81863),(65 117.69675),(66 116.79836),(67 116.57265),(68 116.76945),(69 116.39693),(70 116.9786),(71 118.222),(72 117.36656),(73 118.21661),(74 119.0508),(75 119.68973),(76 120.13063),(77 119.98065),(78 120.39047),(79 119.867935),
(1 58.30252),(2 69.23494),(3 76.94505),(4 82.30889),(5 86.43501),(6 88.149994),(7 91.72231),(8 92.981895),(9 95.69004),(10 96.68136),(11 97.70336),(12 98.60405),(13 101.318985),(14 102.166245),(15 103.619194),(16 103.84848),(17 104.50526),(18 103.80918),(19 103.76993),(20 104.970566),(21 104.17557),(22 105.06989),(23 105.027245),(24 105.58003),(25 106.67752),(26 107.20748),(27 109.27115),(28 108.95888),(29 110.14347),(30 111.445366),(31 112.99229),(32 113.00645),(33 113.99116),(34 113.76752),(35 112.862595),(36 114.47772),(37 114.104645),(38 114.865425),(39 114.94637),(40 114.79764),(41 114.82284),(42 114.809525),(43 114.54387),(44 115.04854),(45 115.80764),(46 115.285286),(47 115.864655),(48 115.0147),(49 115.30017),(50 114.29945),(51 115.53148),(52 115.73994),(53 117.00583),(54 117.56385),(55 118.335625),(56 118.3107),(57 118.73644),(58 117.71418),(59 117.07997),(60 117.36711),(61 115.810936),(62 116.08704),(63 115.114845),(64 114.74547),(65 114.477745),(66 114.025215),(67 112.98849),(68 112.89992),(69 112.737495),(70 113.25549),(71 113.01493),(72 112.81731),(73 113.61721),(74 115.22849),(75 116.71283),(76 116.28858),(77 117.09611),(78 117.27936),(79 117.83409),
(1 59.41857),(2 71.134026),(3 79.36119),(4 84.343185),(5 86.83625),(6 89.16017),(7 92.09595),(8 94.3128),(9 96.16693),(10 99.01467),(11 99.65263),(12 101.43965),(13 103.3502),(14 104.295815),(15 105.10303),(16 106.43923),(17 106.537834),(18 106.85785),(19 106.29398),(20 107.40964),(21 107.912224),(22 107.910995),(23 108.743),(24 109.897354),(25 109.764725),(26 110.233955),(27 111.72757),(28 111.91384),(29 112.950554),(30 113.73053),(31 114.32404),(32 114.615204),(33 115.78203),(34 115.87951),(35 116.745636),(36 116.589005),(37 116.34865),(38 117.18694),(39 117.88701),(40 118.09713),(41 117.55574),(42 116.01555),(43 116.234),(44 116.30753),(45 117.179565),(46 117.46762),(47 117.108345),(48 116.59059),(49 118.845665),(50 117.996765),(51 118.74839),(52 119.24133),(53 118.80885),(54 119.96567),(55 120.3584),(56 121.04367),(57 121.05162),(58 119.56587),(59 117.98923),(60 118.273186),(61 116.1589),(62 116.473656),(63 115.32107),(64 114.74234),(65 115.45301),(66 115.389404),(67 114.27354),(68 113.59611),(69 114.27799),(70 113.55597),(71 113.45915),(72 113.72901),(73 114.55071),(74 116.522095),(75 116.914314),(76 117.88451),(77 118.06903),(78 118.613174),(79 118.19073),
(1 56.5623),(2 67.94614),(3 75.50187),(4 80.92168),(5 84.11549),(6 86.85053),(7 89.20089),(8 92.027855),(9 93.999405),(10 95.05319),(11 95.64716),(12 97.570854),(13 99.3081),(14 99.38346),(15 100.37333),(16 100.85482),(17 101.33669),(18 101.16152),(19 100.54692),(20 101.47404),(21 101.79527),(22 102.389366),(23 101.85183),(24 102.35388),(25 103.38555),(26 104.69574),(27 106.244354),(28 106.69942),(29 107.74224),(30 108.84762),(31 108.383995),(32 109.35103),(33 110.8526),(34 111.15649),(35 110.49091),(36 109.563774),(37 109.51759),(38 110.27931),(39 110.59845),(40 111.01208),(41 110.06794),(42 109.34244),(43 110.11596),(44 109.19236),(45 110.067215),(46 110.81231),(47 111.20838),(48 110.63607),(49 110.74859),(50 111.0658),(51 110.56137),(52 110.83444),(53 111.64809),(54 112.56032),(55 112.3887),(56 112.59806),(57 113.32898),(58 113.2915),(59 113.00408),(60 113.68059),(61 112.43551),(62 112.2695),(63 112.90022),(64 111.728134),(65 111.77614),(66 110.397736),(67 110.0101),(68 109.53997),(69 109.774376),(70 109.66996),(71 109.96454),(72 110.16228),(73 110.84672),(74 112.21734),(75 112.69),(76 112.760155),(77 113.96883),(78 114.09338),(79 114.394165),
(1 56.610813),(2 67.87225),(3 76.18984),(4 81.27649),(5 84.68097),(6 87.225914),(7 90.66097),(8 92.86739),(9 95.748314),(10 97.27506),(11 98.43782),(12 99.70662),(13 101.92778),(14 102.517365),(15 103.20567),(16 103.32359),(17 103.831436),(18 103.50899),(19 103.0521),(20 103.85515),(21 103.98532),(22 104.471),(23 104.21267),(24 104.46931),(25 105.30134),(26 105.45873),(27 106.38236),(28 106.66082),(29 107.88215),(30 107.74043),(31 108.94843),(32 109.51138),(33 110.46332),(34 109.52818),(35 109.19481),(36 109.30827),(37 109.7119),(38 109.53298),(39 110.28081),(40 109.927536),(41 109.61001),(42 108.349396),(43 108.606255),(44 108.04745),(45 108.70182),(46 108.93758),(47 108.58667),(48 109.560295),(49 109.33395),(50 108.71096),(51 108.79239),(52 109.86569),(53 109.7053),(54 110.986946),(55 111.39353),(56 111.550705),(57 112.3222),(58 112.528),(59 112.33961),(60 112.6346),(61 110.54814),(62 110.226585),(63 110.14023),(64 111.08004),(65 111.152084),(66 110.78043),(67 108.94081),(68 108.54352),(69 109.01259),(70 109.60382),(71 109.33214),(72 109.682365),(73 111.18488),(74 111.40859),(75 112.047714),(76 111.63532),(77 112.37529),(78 113.1892),(79 112.86118),
(1 56.112717),(2 66.99599),(3 75.260895),(4 80.47332),(5 83.68858),(6 85.82266),(7 88.705666),(8 90.99244),(9 92.74236),(10 94.31471),(11 95.35499),(12 96.17917),(13 98.84841),(14 97.96535),(15 98.87889),(16 99.48844),(17 99.29151),(18 100.06836),(19 100.11051),(20 100.78417),(21 100.91224),(22 101.73579),(23 102.017944),(24 102.539375),(25 102.982414),(26 103.212616),(27 104.4324),(28 105.09557),(29 105.986885),(30 106.7294),(31 107.61082),(32 108.01122),(33 108.71018),(34 107.20063),(35 107.20446),(36 107.933304),(37 108.70227),(38 109.64331),(39 109.57406),(40 110.23964),(41 110.37402),(42 110.46785),(43 109.986725),(44 109.46199),(45 109.30357),(46 110.112564),(47 110.257835),(48 110.14471),(49 109.93959),(50 109.57449),(51 110.58375),(52 109.77182),(53 110.27065),(54 111.2937),(55 110.74995),(56 111.786385),(57 112.42134),(58 111.76335),(59 110.41536),(60 110.807594),(61 109.55808),(62 109.62395),(63 109.63966),(64 109.38163),(65 108.88704),(66 109.55292),(67 107.30584),(68 107.13438),(69 106.70362),(70 107.54451),(71 107.39184),(72 107.69993),(73 109.88058),(74 110.61409),(75 110.781944),(76 111.74817),(77 111.86525),(78 111.975266),(79 111.59027),
(1 54.858253),(2 66.007866),(3 74.27736),(4 79.1343),(5 82.66183),(6 84.85273),(7 87.85523),(8 90.819626),(9 93.229805),(10 95.16071),(11 96.087845),(12 96.57253),(13 98.89161),(14 99.9735),(15 100.41612),(16 101.55893),(17 101.01811),(18 101.26079),(19 101.200165),(20 101.40089),(21 101.91198),(22 102.30178),(23 102.26393),(24 102.65665),(25 102.986755),(26 102.885704),(27 103.10416),(28 104.246086),(29 105.03397),(30 105.380165),(31 106.210526),(32 107.76769),(33 108.53655),(34 109.19876),(35 108.893234),(36 108.47803),(37 109.291954),(38 109.40307),(39 109.81767),(40 107.99726),(41 107.8843),(42 107.78867),(43 107.315445),(44 107.51291),(45 107.347466),(46 107.35383),(47 108.9745),(48 108.58877),(49 109.26845),(50 108.64047),(51 108.6534),(52 108.57689),(53 109.128685),(54 109.5546),(55 109.938675),(56 109.80082),(57 110.43057),(58 110.12059),(59 109.68881),(60 109.81065),(61 108.40267),(62 108.421326),(63 107.4619),(64 107.02707),(65 107.39601),(66 107.56042),(67 106.48416),(68 106.282425),(69 106.33395),(70 106.99041),(71 106.86533),(72 106.7714),(73 108.03877),(74 107.844826),(75 108.233086),(76 108.33736),(77 108.56875),(78 109.63974),(79 110.014496),
(1 55.2085),(2 66.44709),(3 75.499756),(4 78.762375),(5 82.48757),(6 84.92942),(7 88.274994),(8 90.502),(9 93.75316),(10 95.288635),(11 96.001076),(12 97.529526),(13 100.05721),(14 100.70552),(15 101.82735),(16 102.63767),(17 102.89528),(18 101.70501),(19 101.88058),(20 101.96387),(21 103.10535),(22 103.76087),(23 103.752),(24 104.11122),(25 104.1234),(26 104.50993),(27 105.817024),(28 106.25679),(29 106.421555),(30 107.33769),(31 107.65212),(32 108.987854),(33 109.48284),(34 108.99335),(35 109.34454),(36 110.74917),(37 111.237335),(38 112.26913),(39 112.23743),(40 111.75081),(41 112.37568),(42 111.82265),(43 111.95032),(44 111.22523),(45 111.236),(46 111.98928),(47 112.43514),(48 110.897736),(49 111.99186),(50 112.0137),(51 112.13853),(52 112.004486),(53 112.036156),(54 112.47381),(55 112.42991),(56 112.3086),(57 112.33459),(58 112.935844),(59 112.101906),(60 112.512695),(61 111.30145),(62 109.73032),(63 109.081055),(64 108.53073),(65 108.77517),(66 108.13068),(67 107.2296),(68 107.195595),(69 107.42197),(70 107.8793),(71 109.11813),(72 109.8935),(73 111.43046),(74 111.34382),(75 111.68697),(76 113.31015),(77 114.07545),(78 114.497696),(79 114.68222),
(1 54.55031),(2 64.61813),(3 72.95465),(4 76.85525),(5 81.01071),(6 82.91074),(7 84.97811),(8 87.93979),(9 90.5572),(10 92.36502),(11 93.40308),(12 94.43482),(13 95.69133),(14 96.47494),(15 96.93782),(16 97.35754),(17 97.390625),(18 98.01066),(19 98.26562),(20 97.70951),(21 98.946495),(22 99.00514),(23 98.38331),(24 99.16271),(25 100.05517),(26 99.77634),(27 100.823105),(28 101.642654),(29 102.56398),(30 103.6851),(31 103.60484),(32 104.07904),(33 104.53017),(34 104.56226),(35 104.89009),(36 104.77339),(37 105.40724),(38 105.7982),(39 106.351616),(40 105.601166),(41 105.38951),(42 105.61484),(43 105.412384),(44 104.697205),(45 104.82339),(46 104.8174),(47 104.75606),(48 104.62792),(49 105.183685),(50 106.12175),(51 105.93204),(52 105.93718),(53 105.89281),(54 106.16838),(55 107.5695),(56 108.04709),(57 107.9886),(58 107.99221),(59 107.556984),(60 107.60594),(61 107.31001),(62 105.83708),(63 105.83013),(64 105.62462),(65 104.316536),(66 104.23564),(67 102.996216),(68 102.00011),(69 101.847916),(70 101.54895),(71 101.30525),(72 101.45434),(73 103.07594),(74 103.71973),(75 103.60149),(76 104.12592),(77 105.036896),(78 106.23221),(79 106.254616),
(1 55.00719),(2 66.04457),(3 74.10142),(4 77.41673),(5 80.92334),(6 83.43301),(7 86.77995),(8 89.851),(9 92.348724),(10 94.28328),(11 96.028854),(12 97.26351),(13 97.93987),(14 99.80023),(15 100.76805),(16 100.63557),(17 101.79429),(18 101.25958),(19 101.40653),(20 101.852005),(21 103.21055),(22 103.974915),(23 103.09393),(24 103.26508),(25 103.80503),(26 104.43293),(27 105.18618),(28 106.12691),(29 106.73649),(30 107.679504),(31 108.216705),(32 109.20126),(33 109.840965),(34 110.69996),(35 109.818665),(36 109.441826),(37 109.529854),(38 110.32173),(39 111.29842),(40 110.97984),(41 110.602005),(42 110.58389),(43 109.27152),(44 110.17095),(45 110.14049),(46 109.78376),(47 109.97798),(48 109.81711),(49 110.33962),(50 110.46655),(51 111.00245),(52 111.485535),(53 112.17324),(54 112.7162),(55 112.81208),(56 113.30255),(57 113.65444),(58 112.12552),(59 112.28658),(60 111.37086),(61 109.94647),(62 109.585625),(63 109.38707),(64 109.29241),(65 108.77606),(66 108.07772),(67 107.62175),(68 108.53003),(69 108.99432),(70 108.30681),(71 108.16195),(72 109.0361),(73 110.476814),(74 111.0862),(75 111.334366),(76 112.30877),(77 112.86464),(78 113.78489),(79 114.1865),
(1 54.294216),(2 65.570045),(3 72.758705),(4 76.69195),(5 79.783),(6 82.45349),(7 84.51573),(8 87.21203),(9 88.8918),(10 91.26324),(11 93.249596),(12 95.36532),(13 97.12251),(14 97.67735),(15 98.94766),(16 98.3949),(17 99.17547),(18 98.50402),(19 99.24254),(20 99.06194),(21 100.182175),(22 100.0998),(23 100.48412),(24 101.06968),(25 101.17845),(26 101.80265),(27 102.8483),(28 104.31229),(29 104.57468),(30 105.77476),(31 105.933754),(32 107.040344),(33 106.05669),(34 106.16585),(35 105.75712),(36 105.91918),(37 106.49381),(38 106.20716),(39 106.85748),(40 105.9007),(41 106.09813),(42 106.724815),(43 107.472145),(44 107.02796),(45 108.17703),(46 107.77626),(47 108.089836),(48 107.12042),(49 107.73815),(50 108.08044),(51 107.7531),(52 108.07741),(53 107.61603),(54 108.53788),(55 108.46119),(56 108.422195),(57 108.401215),(58 109.07655),(59 108.82341),(60 107.610115),(61 107.108955),(62 106.273994),(63 106.510506),(64 105.96247),(65 104.719086),(66 103.707504),(67 102.80691),(68 102.67834),(69 102.20167),(70 102.54863),(71 103.272835),(72 103.046524),(73 105.286705),(74 105.37135),(75 107.359985),(76 107.906746),(77 108.40524),(78 108.3966),(79 108.98182),
(1 54.285915),(2 64.835556),(3 72.57189),(4 76.955925),(5 80.5787),(6 82.66522),(7 85.0879),(8 87.06208),(9 88.10501),(10 90.09059),(11 90.87479),(12 92.944756),(13 94.60228),(14 94.603065),(15 95.41807),(16 95.58288),(17 95.990685),(18 95.81654),(19 96.45415),(20 97.43166),(21 98.34119),(22 98.42909),(23 98.34433),(24 98.71224),(25 98.64688),(26 99.65975),(27 101.25088),(28 102.55372),(29 103.31394),(30 103.16797),(31 103.21896),(32 105.50401),(33 106.0458),(34 105.62915),(35 106.62817),(36 105.88777),(37 106.22977),(38 107.07069),(39 106.84024),(40 106.64467),(41 105.29128),(42 104.75695),(43 105.61507),(44 105.964676),(45 107.53623),(46 107.40491),(47 107.45869),(48 106.55274),(49 107.15179),(50 106.76389),(51 107.63012),(52 107.40863),(53 107.669846),(54 108.33321),(55 109.21407),(56 109.23207),(57 110.03919),(58 109.56713),(59 108.535774),(60 107.25244),(61 106.436646),(62 106.00271),(63 106.33064),(64 105.68066),(65 105.163506),(66 105.53154),(67 105.211815),(68 105.27901),(69 106.09942),(70 106.14325),(71 105.7588),(72 106.66471),(73 107.43584),(74 107.5849),(75 108.076195),(76 108.93359),(77 109.289116),(78 109.04074),(79 109.769554),
(1 53.269676),(2 64.42396),(3 71.58807),(4 75.51582),(5 78.91782),(6 80.49807),(7 83.58555),(8 86.292496),(9 87.71731),(10 90.43377),(11 91.57198),(12 93.38482),(13 94.36509),(14 95.74743),(15 96.025185),(16 96.44407),(17 97.24305),(18 96.517204),(19 96.73184),(20 97.628),(21 97.61858),(22 96.74474),(23 97.57722),(24 98.227104),(25 97.71072),(26 98.29276),(27 99.48453),(28 101.620384),(29 103.079124),(30 102.6799),(31 103.193184),(32 103.7165),(33 104.46864),(34 104.77099),(35 105.44113),(36 105.13588),(37 104.6776),(38 105.39797),(39 104.88939),(40 103.71292),(41 104.582985),(42 103.5842),(43 103.99352),(44 104.18069),(45 104.275185),(46 103.73743),(47 103.66628),(48 103.089966),(49 104.0508),(50 103.81371),(51 104.48205),(52 104.535225),(53 104.40697),(54 104.43283),(55 104.43031),(56 103.99061),(57 103.734245),(58 104.51159),(59 104.71875),(60 104.51095),(61 104.038765),(62 103.48797),(63 103.915245),(64 103.3339),(65 102.74906),(66 102.905365),(67 102.10658),(68 101.76366),(69 102.107445),(70 102.746216),(71 102.21727),(72 103.16211),(73 103.07595),(74 104.47766),(75 104.69751),(76 106.08413),(77 106.84892),(78 106.53582),(79 107.17098),
(1 51.6638),(2 62.75635),(3 70.231766),(4 73.62488),(5 77.0083),(6 78.94056),(7 81.59951),(8 83.7641),(9 86.1421),(10 88.29671),(11 89.164154),(12 90.61677),(13 92.2381),(14 93.875244),(15 95.19006),(16 94.99612),(17 95.89149),(18 95.9653),(19 96.261925),(20 96.51922),(21 97.00554),(22 97.03846),(23 96.20714),(24 96.277245),(25 96.312),(26 95.53583),(27 97.50433),(28 97.96308),(29 99.120964),(30 98.57355),(31 99.86569),(32 101.291985),(33 102.30881),(34 101.43753),(35 100.95535),(36 100.9265),(37 100.459984),(38 102.21695),(39 101.795364),(40 100.60236),(41 101.29963),(42 101.55341),(43 102.28464),(44 101.60542),(45 101.46681),(46 102.88069),(47 102.93291),(48 102.00294),(49 103.072685),(50 102.76738),(51 103.790115),(52 104.073364),(53 104.165565),(54 102.90831),(55 103.665405),(56 103.51296),(57 103.978424),(58 103.84518),(59 103.74191),(60 102.91134),(61 101.953354),(62 101.28843),(63 100.42163),(64 100.68335),(65 100.11134),(66 100.017265),(67 99.804985),(68 100.03918),(69 100.59209),(70 99.641624),(71 100.06159),(72 100.843025),(73 100.59405),(74 101.60435),(75 102.27569),(76 103.486595),(77 102.860435),(78 103.6232),(79 103.48699),
