1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 8088.24),(2 13898.722),(3 22128.193),(4 32357.03),(5 42217.332),(6 60132.223),(7 72916.65),(8 96672.29),(9 110352.78),(10 133088.33),(11 154472.66),(12 172278.55),(13 193890.5),(14 213729.38),(15 234709.31),(16 251578.08),(17 271467.06),(18 293626.66),(19 310910.7),(20 327639.38),(21 340686.03),(22 355531.9),(23 370197.5),(24 378639.1),(25 389638.72),(26 399063.16),(27 408495.16),(28 414912.4),(29 420530.84),(30 425907.25),(31 428061.6),(32 432290.75),(33 433198.4),(34 443323.9),(35 453575.1),(36 471424.63),(37 490315),(38 504862.1),(39 520198.25),(40 526248.2),(41 542105.8),(42 559076),(43 580303.8),(44 608032.6),(45 626568.6),(46 667438.1),(47 699158.2),(48 740326.5),(49 784952),(50 842731.8),(51 889296.56),(52 944752.8),(53 1010958.5),(54 1058816.4),(55 1137437.5),(56 1203284.6),(57 1261259.4),(58 1351784.5),(59 1418837.4),(60 1517309.4),(61 1598872.9),(62 1693353.4),(63 1780491.4),(64 1862410.1),(65 1969867.6),(66 2064355.4),(67 2174269.3),(68 2248607.8),(69 2322454.8),(70 2416792),(71 2467586),(72 2557235.5),(73 2627950.8),(74 2711427.5),(75 2787099),(76 2839331.3),(77 2908918.3),(78 2982787.3),(79 3044726.3),
(1 213.82417),(2 273.2297),(3 302.67807),(4 313.64194),(5 332.08035),(6 342.0993),(7 347.0209),(8 352.31287),(9 360.75958),(10 369.61978),(11 371.7048),(12 367.1469),(13 374.18658),(14 375.8577),(15 382.62265),(16 379.79785),(17 382.78317),(18 382.98163),(19 389.59302),(20 390.59204),(21 391.27664),(22 392.86273),(23 395.22952),(24 391.9772),(25 398.76755),(26 400.82004),(27 407.9531),(28 408.1137),(29 409.75485),(30 411.47665),(31 412.3405),(32 412.34366),(33 414.69214),(34 416.18347),(35 415.5345),(36 412.58325),(37 415.0328),(38 417.8645),(39 422.00836),(40 424.29913),(41 426.14697),(42 420.37384),(43 420.33292),(44 423.42285),(45 426.3659),(46 429.46875),(47 424.9151),(48 423.93552),(49 423.49466),(50 421.7903),(51 427.8972),(52 426.05154),(53 424.79044),(54 428.399),(55 428.3628),(56 429.0109),(57 427.27246),(58 430.85703),(59 429.81116),(60 432.44867),(61 436.61212),(62 436.91928),(63 442.5181),(64 438.4868),(65 434.50803),(66 435.08948),(67 442.27255),(68 446.63458),(69 447.5117),(70 450.7136),(71 450.7548),(72 455.35886),(73 446.97687),(74 447.79843),(75 455.26797),(76 462.5478),(77 464.23322),(78 468.9975),(79 470.32602),
(1 209.75258),(2 267.97495),(3 299.56415),(4 310.62045),(5 325.8164),(6 332.005),(7 340.30884),(8 346.52493),(9 353.70618),(10 358.80103),(11 362.0811),(12 363.04092),(13 365.4002),(14 368.2225),(15 377.59512),(16 377.37845),(17 379.57455),(18 377.1667),(19 381.84818),(20 382.55054),(21 387.39078),(22 389.50928),(23 387.06485),(24 389.6858),(25 390.2488),(26 396.3014),(27 406.92175),(28 404.52283),(29 405.4612),(30 405.5585),(31 406.1404),(32 408.18423),(33 411.1685),(34 407.079),(35 412.47055),(36 410.8399),(37 412.1404),(38 415.44678),(39 419.63147),(40 419.45142),(41 418.41663),(42 414.32925),(43 413.66467),(44 410.46088),(45 408.2563),(46 410.75946),(47 409.0244),(48 410.414),(49 409.0062),(50 414.2392),(51 417.16968),(52 412.2885),(53 416.95627),(54 422.24573),(55 421.261),(56 424.18283),(57 423.40073),(58 422.34555),(59 420.69498),(60 419.88623),(61 418.69263),(62 417.82257),(63 417.85535),(64 414.60858),(65 414.6033),(66 416.44547),(67 420.3873),(68 419.33173),(69 420.95593),(70 426.8875),(71 426.19278),(72 428.75797),(73 430.8409),(74 429.2686),(75 436.83972),(76 438.24344),(77 442.20923),(78 444.51022),(79 444.3457),
(1 204.85487),(2 262.1004),(3 287.68567),(4 304.31644),(5 312.55286),(6 319.29352),(7 331.40982),(8 341.06616),(9 346.27692),(10 356.2359),(11 358.80905),(12 355.66077),(13 366.00858),(14 366.1935),(15 375.52914),(16 367.95496),(17 374.423),(18 375.67383),(19 380.5216),(20 379.6559),(21 380.31885),(22 387.63474),(23 383.203),(24 389.49664),(25 392.5057),(26 391.818),(27 391.78342),(28 391.5103),(29 394.45758),(30 396.3534),(31 393.40115),(32 395.36252),(33 390.87595),(34 394.1691),(35 396.565),(36 400.6688),(37 400.30856),(38 404.51584),(39 408.62076),(40 409.6499),(41 407.3218),(42 408.494),(43 409.4195),(44 410.8794),(45 414.2563),(46 412.46497),(47 412.14755),(48 410.84164),(49 410.11487),(50 413.39352),(51 417.64572),(52 416.3786),(53 418.1869),(54 423.1924),(55 424.0897),(56 429.86478),(57 429.9038),(58 427.8704),(59 425.4257),(60 428.87003),(61 421.2452),(62 423.53397),(63 427.47055),(64 425.94876),(65 421.93176),(66 420.53),(67 429.7247),(68 426.88205),(69 425.6961),(70 424.8248),(71 428.1699),(72 430.97977),(73 432.21872),(74 432.4049),(75 441.55905),(76 439.45236),(77 438.4983),(78 443.35992),(79 443.8432),
(1 199.29367),(2 251.80687),(3 281.80673),(4 294.83728),(5 306.40036),(6 315.6219),(7 325.32535),(8 332.48526),(9 336.99402),(10 344.39374),(11 341.50058),(12 339.99423),(13 347.5597),(14 347.7776),(15 354.14078),(16 355.65094),(17 355.98434),(18 354.9623),(19 359.6127),(20 361.87723),(21 363.38187),(22 370.8174),(23 369.5122),(24 373.64774),(25 377.49884),(26 376.8757),(27 380.27698),(28 380.67743),(29 381.29437),(30 383.5228),(31 383.306),(32 385.99857),(33 385.81082),(34 388.48822),(35 390.66116),(36 387.6926),(37 384.19553),(38 387.86996),(39 392.74435),(40 395.1819),(41 391.27972),(42 395.55014),(43 397.96967),(44 396.14615),(45 393.91428),(46 394.0877),(47 394.20773),(48 392.2836),(49 394.67184),(50 393.41492),(51 398.83746),(52 398.66513),(53 398.7423),(54 397.78186),(55 400.01617),(56 403.29318),(57 400.97235),(58 406.12534),(59 404.35538),(60 401.46707),(61 396.82297),(62 400.8841),(63 403.96863),(64 402.0964),(65 401.2862),(66 399.61008),(67 403.29318),(68 401.29282),(69 399.97025),(70 404.7807),(71 408.9168),(72 412.30524),(73 412.79108),(74 414.47696),(75 420.26306),(76 421.80414),(77 425.71008),(78 427.77014),(79 425.3555),
(1 194.9444),(2 245.56207),(3 274.20853),(4 289.21704),(5 301.3771),(6 309.75797),(7 320.33572),(8 326.3773),(9 330.69223),(10 335.85052),(11 337.42715),(12 338.9095),(13 340.97366),(14 338.26318),(15 344.66202),(16 347.93512),(17 351.7259),(18 356.83502),(19 360.75073),(20 359.33328),(21 360.7001),(22 364.4999),(23 365.66403),(24 370.81396),(25 369.53912),(26 369.64536),(27 373.02887),(28 377.14655),(29 379.51324),(30 379.126),(31 384.13672),(32 386.80978),(33 384.49704),(34 388.1879),(35 394.3482),(36 391.61447),(37 391.68896),(38 395.04584),(39 397.26016),(40 395.79715),(41 397.875),(42 399.4109),(43 395.36273),(44 392.30447),(45 390.19974),(46 389.90402),(47 394.35327),(48 387.29462),(49 385.18872),(50 386.21066),(51 390.77786),(52 393.1621),(53 396.26498),(54 395.76117),(55 396.82086),(56 396.65222),(57 394.76788),(58 395.87347),(59 394.8553),(60 395.5181),(61 394.0355),(62 399.38412),(63 401.68875),(64 398.1858),(65 402.04672),(66 398.16724),(67 402.6826),(68 399.78702),(69 403.28577),(70 403.46222),(71 404.561),(72 404.4572),(73 408.7824),(74 410.5146),(75 414.7802),(76 418.54388),(77 419.73465),(78 416.73987),(79 421.25067),
(1 196.81607),(2 248.75659),(3 278.27106),(4 287.86832),(5 300.47763),(6 311.828),(7 320.5869),(8 322.4187),(9 330.86942),(10 338.1353),(11 337.39636),(12 333.28708),(13 335.02682),(14 335.79507),(15 342.0864),(16 342.03287),(17 347.31384),(18 348.07028),(19 355.5729),(20 352.9594),(21 354.06906),(22 357.59338),(23 358.80865),(24 365.27014),(25 364.50848),(26 366.13937),(27 374.9408),(28 373.8469),(29 378.47046),(30 380.80637),(31 381.13748),(32 383.50995),(33 381.32785),(34 385.84567),(35 390.03528),(36 386.05426),(37 381.95267),(38 388.1234),(39 397.3756),(40 390.81506),(41 397.27072),(42 392.89206),(43 392.09274),(44 385.88092),(45 386.49124),(46 389.33588),(47 392.77304),(48 391.0201),(49 388.2697),(50 387.38943),(51 392.89755),(52 389.01376),(53 387.21588),(54 387.83536),(55 391.41653),(56 391.276),(57 389.35287),(58 388.32944),(59 388.8284),(60 387.62177),(61 388.40628),(62 393.25195),(63 397.86438),(64 392.47125),(65 395.2774),(66 389.76996),(67 399.26712),(68 395.55295),(69 396.68777),(70 400.18906),(71 400.64362),(72 398.371),(73 399.5386),(74 401.5071),(75 406.37692),(76 406.59738),(77 410.9355),(78 410.05295),(79 410.03104),
(1 192.60396),(2 239.40913),(3 267.5715),(4 283.11148),(5 296.65277),(6 303.01923),(7 312.33344),(8 324.0799),(9 327.264),(10 330.72562),(11 332.68213),(12 333.96548),(13 336.17203),(14 332.18625),(15 337.57114),(16 337.8155),(17 340.8832),(18 342.48724),(19 347.4604),(20 347.77924),(21 345.73355),(22 346.8496),(23 348.4276),(24 352.66992),(25 354.93585),(26 357.46542),(27 364.1782),(28 364.50992),(29 360.81223),(30 363.68765),(31 364.90283),(32 367.84598),(33 367.5713),(34 370.0023),(35 373.37885),(36 370.63815),(37 374.26175),(38 380.58466),(39 384.85434),(40 378.79922),(41 381.61624),(42 379.39798),(43 379.37848),(44 378.16666),(45 378.17917),(46 376.81335),(47 380.3932),(48 378.9422),(49 380.26883),(50 378.98288),(51 386.49707),(52 383.84982),(53 382.40652),(54 385.1023),(55 384.34787),(56 383.4842),(57 379.9522),(58 379.20563),(59 377.4077),(60 377.21262),(61 379.75354),(62 379.95062),(63 381.7453),(64 374.608),(65 379.01663),(66 376.30933),(67 382.17612),(68 377.3385),(69 382.78018),(70 384.38846),(71 384.92792),(72 388.0417),(73 387.21973),(74 390.5958),(75 397.6465),(76 395.2636),(77 396.33554),(78 401.16547),(79 398.15405),
(1 189.54874),(2 239.1424),(3 264.07166),(4 275.15918),(5 287.1456),(6 297.1019),(7 302.87115),(8 309.41403),(9 313.26202),(10 320.17108),(11 323.85587),(12 328.42392),(13 327.09332),(14 325.40704),(15 330.97424),(16 326.39407),(17 330.77606),(18 333.29767),(19 343.06158),(20 346.35544),(21 348.93936),(22 351.76297),(23 350.51337),(24 350.66437),(25 352.4847),(26 355.0574),(27 355.41653),(28 355.50873),(29 357.45587),(30 361.29282),(31 368.107),(32 366.0748),(33 366.81058),(34 370.10083),(35 368.74628),(36 369.04092),(37 371.1016),(38 374.7278),(39 380.4821),(40 376.9638),(41 380.17496),(42 375.84515),(43 376.66638),(44 376.49146),(45 375.7401),(46 375.8459),(47 374.40436),(48 378.21255),(49 375.75455),(50 380.50867),(51 382.19604),(52 381.13824),(53 380.9502),(54 387.71185),(55 385.87292),(56 384.32077),(57 381.2414),(58 382.52975),(59 382.47153),(60 380.83298),(61 379.46808),(62 380.4563),(63 381.4169),(64 376.08795),(65 382.36295),(66 384.89835),(67 389.50848),(68 384.93765),(69 384.34024),(70 388.43573),(71 386.42014),(72 388.64148),(73 386.7774),(74 390.28848),(75 398.50876),(76 397.34207),(77 398.74313),(78 399.7979),(79 398.71875),
(1 185.07079),(2 239.00368),(3 261.95822),(4 274.4414),(5 286.57083),(6 297.50677),(7 307.66037),(8 311.28622),(9 316.6945),(10 321.54602),(11 326.71063),(12 332.401),(13 334.4861),(14 331.48328),(15 333.62222),(16 334.4036),(17 332.7565),(18 329.94763),(19 336.2814),(20 335.78693),(21 337.18027),(22 337.5196),(23 339.4918),(24 338.9635),(25 342.7446),(26 345.77698),(27 348.51178),(28 348.32724),(29 348.75748),(30 351.79416),(31 350.05316),(32 347.90234),(33 349.86884),(34 353.2258),(35 354.2317),(36 356.19656),(37 356.9696),(38 360.91522),(39 366.5321),(40 361.3436),(41 363.4502),(42 365.28644),(43 363.02774),(44 361.25272),(45 361.14856),(46 361.83746),(47 368.05865),(48 369.36514),(49 368.60696),(50 368.2315),(51 366.33813),(52 364.7856),(53 364.94928),(54 370.28296),(55 368.02655),(56 370.03833),(57 368.05743),(58 368.99072),(59 371.03378),(60 367.1098),(61 369.0049),(62 371.13293),(63 372.13712),(64 369.0403),(65 369.49603),(66 370.8644),(67 372.37073),(68 371.4364),(69 371.95914),(70 368.36923),(71 371.59952),(72 366.64523),(73 369.74466),(74 371.64175),(75 376.0808),(76 379.4088),(77 376.24942),(78 380.16522),(79 379.97495),
(1 181.4428),(2 228.73366),(3 252.60646),(4 264.75),(5 276.90768),(6 285.1656),(7 293.98712),(8 300.63257),(9 303.98257),(10 307.87854),(11 311.83154),(12 314.80872),(13 318.242),(14 316.9554),(15 316.87247),(16 319.00052),(17 319.9023),(18 320.36108),(19 328.15628),(20 328.75778),(21 332.67),(22 331.88498),(23 335.07086),(24 333.13712),(25 335.8869),(26 336.20837),(27 337.58783),(28 338.23315),(29 341.54758),(30 346.76175),(31 347.86917),(32 345.18805),(33 343.08185),(34 349.41357),(35 347.8012),(36 348.55106),(37 349.3911),(38 352.48477),(39 360.92426),(40 353.89523),(41 362.88016),(42 361.67145),(43 359.8244),(44 360.0559),(45 358.64175),(46 359.36035),(47 360.30322),(48 358.3207),(49 358.09555),(50 359.27878),(51 362.5236),(52 354.73523),(53 356.10452),(54 360.08975),(55 359.1984),(56 354.53043),(57 353.0113),(58 351.7554),(59 351.44168),(60 354.19882),(61 355.23267),(62 356.21536),(63 360.27832),(64 357.3276),(65 361.69382),(66 358.10147),(67 364.24457),(68 359.55984),(69 362.25476),(70 368.85052),(71 367.9358),(72 365.34116),(73 370.89627),(74 374.5935),(75 380.0092),(76 382.10614),(77 378.39545),(78 382.64523),(79 381.35443),
(1 179.55821),(2 223.43793),(3 249.18562),(4 262.3765),(5 269.6996),(6 277.93234),(7 287.3231),(8 291.80206),(9 295.51865),(10 301.943),(11 303.3181),(12 304.24228),(13 310.37875),(14 308.52084),(15 311.8075),(16 309.2362),(17 312.33347),(18 311.8602),(19 319.88867),(20 324.0779),(21 322.88892),(22 320.71133),(23 326.44833),(24 330.0935),(25 328.58832),(26 334.02075),(27 335.05167),(28 337.65567),(29 333.08453),(30 336.15073),(31 337.39722),(32 339.36462),(33 340.54593),(34 342.50632),(35 341.09305),(36 341.38443),(37 340.69043),(38 346.81656),(39 352.21057),(40 350.25122),(41 350.08008),(42 352.56137),(43 348.92493),(44 351.96707),(45 351.78088),(46 349.57437),(47 348.82727),(48 348.08612),(49 346.02042),(50 347.58728),(51 350.28082),(52 348.0751),(53 347.51517),(54 346.25424),(55 347.35773),(56 344.84143),(57 343.34592),(58 346.95932),(59 346.61523),(60 349.15277),(61 347.21735),(62 347.33737),(63 352.71512),(64 348.67575),(65 349.84448),(66 352.85684),(67 353.01236),(68 353.23642),(69 355.40482),(70 357.1384),(71 359.49527),(72 352.64224),(73 355.15598),(74 358.11935),(75 360.47488),(76 361.4263),(77 362.44202),(78 367.94537),(79 368.80225),
(1 180.99393),(2 224.56468),(3 247.46304),(4 259.10675),(5 270.25626),(6 278.1694),(7 285.44653),(8 287.90854),(9 290.7618),(10 296.49713),(11 297.1421),(12 297.6786),(13 301.07498),(14 300.96375),(15 301.60568),(16 303.16473),(17 305.3831),(18 306.20587),(19 312.15604),(20 312.2872),(21 314.9316),(22 318.787),(23 322.0183),(24 324.6035),(25 327.61084),(26 326.38788),(27 328.85098),(28 328.3841),(29 328.51663),(30 332.82217),(31 334.25342),(32 330.57257),(33 331.17136),(34 339.47543),(35 338.925),(36 339.73203),(37 338.97144),(38 342.5362),(39 346.50018),(40 344.6502),(41 348.4086),(42 351.78375),(43 346.789),(44 347.7293),(45 344.44775),(46 348.23734),(47 346.2887),(48 347.7856),(49 346.83063),(50 350.1424),(51 349.56253),(52 346.50684),(53 350.78314),(54 349.32748),(55 351.85168),(56 349.30646),(57 348.2214),(58 347.5188),(59 346.73236),(60 346.61005),(61 346.83585),(62 347.02936),(63 348.39105),(64 350.94543),(65 347.10934),(66 349.4055),(67 357.73795),(68 356.97778),(69 359.1728),(70 358.7491),(71 358.73395),(72 356.11578),(73 361.57468),(74 361.5106),(75 363.10623),(76 366.97113),(77 366.09238),(78 370.9118),(79 371.339),
(1 177.99373),(2 223.1863),(3 245.16711),(4 256.39185),(5 269.89478),(6 273.51962),(7 280.1305),(8 279.9705),(9 284.30258),(10 294.99774),(11 291.1842),(12 295.61194),(13 294.76306),(14 297.91254),(15 303.0225),(16 301.10025),(17 303.52078),(18 301.35257),(19 308.716),(20 310.89655),(21 313.46167),(22 314.67056),(23 316.2404),(24 316.54977),(25 319.91986),(26 323.90768),(27 331.5406),(28 332.1668),(29 327.53873),(30 332.1683),(31 333.79504),(32 335.06036),(33 336.79126),(34 337.0341),(35 335.55585),(36 337.0226),(37 336.84183),(38 338.4301),(39 345.41156),(40 342.2),(41 343.83514),(42 344.45813),(43 342.75565),(44 342.06113),(45 343.42917),(46 341.96527),(47 341.90564),(48 342.78418),(49 338.54544),(50 336.23404),(51 340.0341),(52 340.58926),(53 343.8713),(54 342.4991),(55 343.36517),(56 341.19052),(57 341.67496),(58 341.4697),(59 342.94794),(60 338.8347),(61 338.79968),(62 340.5263),(63 340.49408),(64 339.3347),(65 337.5173),(66 341.20233),(67 344.98785),(68 347.5118),(69 348.8525),(70 348.472),(71 351.00333),(72 351.9442),(73 358.05444),(74 359.88577),(75 358.95004),(76 360.41342),(77 361.32263),(78 360.85147),(79 365.3132),
(1 169.8386),(2 216.0247),(3 236.16226),(4 248.2059),(5 255.44197),(6 265.17957),(7 271.5942),(8 274.11014),(9 280.36136),(10 289.7014),(11 291.1344),(12 291.88315),(13 289.39844),(14 290.8638),(15 297.27444),(16 293.97476),(17 299.76334),(18 298.16843),(19 303.35144),(20 304.45508),(21 305.47562),(22 306.55487),(23 307.37192),(24 311.86862),(25 311.56332),(26 314.7381),(27 318.3935),(28 319.13364),(29 322.13364),(30 321.72668),(31 324.42978),(32 323.23486),(33 320.24557),(34 324.33926),(35 323.56653),(36 325.40833),(37 326.51813),(38 326.37802),(39 329.5673),(40 328.61862),(41 331.56482),(42 333.3642),(43 333.43933),(44 334.7581),(45 331.67404),(46 331.8436),(47 328.54953),(48 326.86942),(49 328.02798),(50 328.35712),(51 329.77005),(52 331.02585),(53 333.93655),(54 334.09045),(55 335.4078),(56 336.3274),(57 337.65375),(58 335.76834),(59 336.44052),(60 335.28854),(61 334.12888),(62 337.4263),(63 338.76773),(64 339.58636),(65 339.7567),(66 340.27383),(67 344.60706),(68 346.31757),(69 348.3396),(70 351.02576),(71 350.13406),(72 346.83826),(73 347.85068),(74 349.70428),(75 348.4185),(76 350.00568),(77 355.86023),(78 357.16006),(79 359.9919),
(1 173.09895),(2 216.44557),(3 238.34023),(4 251.65314),(5 265.73746),(6 271.57773),(7 275.1568),(8 281.763),(9 287.2507),(10 292.06445),(11 291.95004),(12 294.5136),(13 293.8782),(14 294.47336),(15 301.1379),(16 302.3068),(17 302.21036),(18 301.8529),(19 307.85782),(20 308.8941),(21 309.67593),(22 312.3162),(23 316.19818),(24 314.85294),(25 316.93225),(26 320.62378),(27 323.4033),(28 322.00195),(29 324.29288),(30 326.7914),(31 326.78253),(32 328.93317),(33 329.41052),(34 331.50647),(35 329.06793),(36 328.78433),(37 330.2492),(38 329.61032),(39 334.65146),(40 330.9014),(41 333.94968),(42 334.7319),(43 332.56503),(44 334.081),(45 335.0965),(46 335.59836),(47 331.49295),(48 331.7839),(49 331.66678),(50 329.0895),(51 332.0686),(52 334.5664),(53 335.85568),(54 334.25583),(55 335.30627),(56 335.43182),(57 336.7934),(58 336.1691),(59 339.23007),(60 340.39618),(61 337.55972),(62 339.61667),(63 340.16583),(64 335.52615),(65 337.4457),(66 335.94058),(67 338.57803),(68 336.97415),(69 337.79083),(70 340.70862),(71 342.0386),(72 346.9227),(73 346.22882),(74 347.1546),(75 352.3331),(76 352.01343),(77 352.70975),(78 353.86905),(79 353.44745),
(1 168.50812),(2 208.83003),(3 230.4508),(4 244.69624),(5 252.8922),(6 258.7862),(7 266.20615),(8 271.58243),(9 277.72922),(10 280.6778),(11 283.7104),(12 283.61154),(13 285.09766),(14 286.53458),(15 289.3645),(16 286.7869),(17 288.9326),(18 290.35263),(19 292.5025),(20 295.42578),(21 294.91855),(22 298.0714),(23 296.36932),(24 299.40298),(25 303.68695),(26 305.45486),(27 310.19345),(28 311.33823),(29 313.0581),(30 314.7096),(31 311.7553),(32 312.65927),(33 314.66855),(34 316.61227),(35 316.74353),(36 315.55295),(37 317.43323),(38 319.55774),(39 324.41943),(40 325.21838),(41 323.2023),(42 322.2012),(43 323.78836),(44 324.1229),(45 323.76215),(46 327.03),(47 325.29822),(48 323.90857),(49 323.74216),(50 321.2044),(51 324.27304),(52 325.34897),(53 323.60822),(54 322.94913),(55 321.48785),(56 322.99112),(57 321.03366),(58 323.25067),(59 324.22897),(60 322.69012),(61 322.80783),(62 320.43103),(63 323.59442),(64 324.3869),(65 322.39447),(66 321.82828),(67 325.0628),(68 327.06512),(69 329.875),(70 330.94452),(71 332.04227),(72 337.04852),(73 335.1344),(74 335.25824),(75 338.39493),(76 345.85376),(77 341.8922),(78 340.9886),(79 345.52872),
(1 164.34526),(2 206.68864),(3 224.66983),(4 236.93524),(5 245.41653),(6 249.87074),(7 257.85156),(8 263.8986),(9 267.75308),(10 275.1478),(11 276.13773),(12 279.36407),(13 278.30487),(14 278.0007),(15 279.42963),(16 280.03146),(17 281.3688),(18 282.24994),(19 285.6056),(20 288.13818),(21 286.72342),(22 290.19672),(23 290.2544),(24 293.45667),(25 292.39288),(26 296.09332),(27 297.77844),(28 301.1058),(29 305.11124),(30 302.93765),(31 304.5292),(32 303.69278),(33 302.88388),(34 303.73926),(35 306.3942),(36 307.55313),(37 304.5352),(38 304.63913),(39 307.33838),(40 307.50253),(41 309.92764),(42 308.8867),(43 312.0293),(44 308.24307),(45 308.08142),(46 310.05505),(47 311.51675),(48 313.22086),(49 316.02548),(50 316.89465),(51 319.0597),(52 318.42062),(53 316.90244),(54 318.02795),(55 322.49512),(56 318.07333),(57 318.9914),(58 317.14337),(59 315.1584),(60 315.9715),(61 315.6869),(62 315.00958),(63 316.39682),(64 314.07117),(65 315.39874),(66 316.45856),(67 319.8571),(68 319.18976),(69 319.77054),(70 322.3583),(71 322.8806),(72 323.55624),(73 321.6885),(74 323.0936),(75 329.09586),(76 328.65018),(77 326.99646),(78 327.89865),(79 328.9112),
(1 162.49956),(2 202.99612),(3 225.63051),(4 236.24274),(5 240.89323),(6 245.4017),(7 251.46095),(8 256.7378),(9 260.34158),(10 266.24527),(11 268.77148),(12 268.77765),(13 271.32263),(14 272.4407),(15 277.34412),(16 277.27756),(17 280.54803),(18 278.86295),(19 287.5652),(20 286.166),(21 286.76117),(22 291.36926),(23 294.22757),(24 294.88916),(25 292.62827),(26 295.46606),(27 295.02798),(28 296.31216),(29 301.67987),(30 300.83392),(31 302.34134),(32 304.41245),(33 304.48242),(34 305.55472),(35 305.39636),(36 305.54053),(37 305.33868),(38 308.69714),(39 311.59732),(40 312.07416),(41 314.64258),(42 313.5447),(43 313.52002),(44 310.4909),(45 310.50375),(46 311.31998),(47 312.04724),(48 311.15848),(49 309.84692),(50 313.7692),(51 312.05884),(52 313.9652),(53 312.72656),(54 312.26892),(55 313.91818),(56 313.30655),(57 311.3596),(58 312.928),(59 312.64862),(60 311.10837),(61 309.02795),(62 309.49332),(63 308.46454),(64 304.58646),(65 308.65085),(66 306.05554),(67 311.21326),(68 310.25784),(69 311.05542),(70 313.38025),(71 316.9156),(72 320.60794),(73 317.2641),(74 320.04785),(75 324.6196),(76 325.57034),(77 326.92896),(78 325.6101),(79 325.40723),
