1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 8088.24),(2 13898.722),(3 22128.193),(4 32357.03),(5 42217.332),(6 60132.223),(7 72916.65),(8 96672.29),(9 110352.78),(10 133088.33),(11 154472.66),(12 172278.55),(13 193890.5),(14 213729.38),(15 234709.31),(16 251578.08),(17 271467.06),(18 293626.66),(19 310910.7),(20 327639.38),(21 340686.03),(22 355531.9),(23 370197.5),(24 378639.1),(25 389638.72),(26 399063.16),(27 408495.16),(28 414912.4),(29 420530.84),(30 425907.25),(31 428061.6),(32 432290.75),(33 433198.4),(34 443323.9),(35 453575.1),(36 471424.63),(37 490315),(38 504862.1),(39 520198.25),(40 526248.2),(41 542105.8),(42 559076),(43 580303.8),(44 608032.6),(45 626568.6),(46 667438.1),(47 699158.2),(48 740326.5),(49 784952),(50 842731.8),(51 889296.56),(52 944752.8),(53 1010958.5),(54 1058816.4),(55 1137437.5),(56 1203284.6),(57 1261259.4),(58 1351784.5),(59 1418837.4),(60 1517309.4),(61 1598872.9),(62 1693353.4),(63 1780491.4),(64 1862410.1),(65 1969867.6),(66 2064355.4),(67 2174269.3),(68 2248607.8),(69 2322454.8),(70 2416792),(71 2467586),(72 2557235.5),(73 2627950.8),(74 2711427.5),(75 2787099),(76 2839331.3),(77 2908918.3),(78 2982787.3),(79 3044726.3),
(1 9077.549),(2 17474.014),(3 21280.137),(4 23471.229),(5 25130.564),(6 26584.574),(7 27628.402),(8 28230.23),(9 28471.451),(10 29124.918),(11 29452.295),(12 29677.262),(13 29384.506),(14 29957.002),(15 30472.656),(16 30479.63),(17 30254.81),(18 30346.568),(19 30553.719),(20 30698.105),(21 30538.58),(22 30569.787),(23 30209.664),(24 29891.861),(25 29732.047),(26 30082.24),(27 30421.438),(28 30739.994),(29 30836.822),(30 30977.559),(31 31793.678),(32 31684.8),(33 31728.338),(34 32128.777),(35 32068.395),(36 32103.527),(37 33259.355),(38 33560.996),(39 33937.41),(40 33442.215),(41 33346.43),(42 33364.758),(43 33157.707),(44 33079.547),(45 33282.863),(46 33323.617),(47 33774.914),(48 34185.26),(49 34231.656),(50 34386.035),(51 34138.023),(52 33949.59),(53 33647.004),(54 33150.344),(55 32562.453),(56 31584.732),(57 31316.129),(58 31731.18),(59 31742.697),(60 31890.37),(61 31871.543),(62 31654.45),(63 31968.533),(64 32231.885),(65 32607.613),(66 32510.918),(67 32593.393),(68 32499.879),(69 32395.936),(70 32340.002),(71 32382.916),(72 32770.93),(73 33067.68),(74 33069.38),(75 33258.35),(76 33429.938),(77 33795.137),(78 33134.547),(79 32554.813),
(1 8778.666),(2 16901.658),(3 20383.57),(4 21966.563),(5 24024.076),(6 25531.002),(7 26495.55),(8 27593.469),(9 28043.879),(10 28122.861),(11 28703.291),(12 28982.848),(13 28778.313),(14 28856.598),(15 28969.857),(16 29022.605),(17 29283.592),(18 29072.133),(19 28875.107),(20 29003.857),(21 28852.46),(22 28721.361),(23 28825.566),(24 28809.512),(25 29429.814),(26 30241.541),(27 30665.428),(28 30377.79),(29 30700.31),(30 31375.998),(31 31418.686),(32 31412.125),(33 32063.785),(34 32752.81),(35 32452.047),(36 32245.535),(37 33010.39),(38 33101.15),(39 32666.729),(40 31737.559),(41 31555.871),(42 31873.791),(43 31573.281),(44 30868.928),(45 30461.729),(46 30080.78),(47 30829.664),(48 31170.97),(49 31329.063),(50 31290.143),(51 31267.734),(52 31092.992),(53 31453.469),(54 31561.32),(55 30926.586),(56 29982.102),(57 29912.725),(58 30417.47),(59 30499.371),(60 29827.453),(61 29504.676),(62 29074.148),(63 28871.008),(64 29072.799),(65 29001.227),(66 28390.098),(67 28733.178),(68 28990.887),(69 29061.783),(70 29318.547),(71 29358.215),(72 29414.188),(73 30062.908),(74 29889.281),(75 29523.281),(76 29036.922),(77 29281.025),(78 29165.527),(79 29095.596),
(1 8697.295),(2 16101.893),(3 19522.363),(4 21123.162),(5 23089.514),(6 24693.758),(7 25711.297),(8 25796.576),(9 26189.363),(10 26566.74),(11 27197.863),(12 27333.096),(13 27198.295),(14 27938.453),(15 28533.44),(16 28218.652),(17 27821.547),(18 27592.537),(19 28093.328),(20 27646.3),(21 27495.355),(22 27113.771),(23 27219.19),(24 27085.756),(25 27356.232),(26 28170.016),(27 28523.445),(28 28121.285),(29 28101.342),(30 28634.836),(31 28486.887),(32 28557.4),(33 29106.441),(34 29932.684),(35 29822.643),(36 29496.72),(37 30253.525),(38 31029.22),(39 31146.06),(40 30675.992),(41 31007.066),(42 30968.457),(43 30506.096),(44 30091.893),(45 29761.941),(46 29222.379),(47 29599.621),(48 29612.79),(49 29661.023),(50 29990.865),(51 30127.615),(52 30390.877),(53 30742.137),(54 30748.053),(55 30682.018),(56 30355.043),(57 30049.434),(58 30113.145),(59 30331.463),(60 30775.904),(61 30990.559),(62 30594),(63 30371.607),(64 30273.781),(65 30436.2),(66 30359.51),(67 30153.34),(68 29865.795),(69 30248.5),(70 30498.168),(71 30002.635),(72 29666.166),(73 29992.07),(74 29549.371),(75 28923.695),(76 28568.607),(77 28974.79),(78 28770.043),(79 28650.627),
(1 8864.925),(2 16537.557),(3 19804.678),(4 21256.746),(5 22321.982),(6 23642.537),(7 25250.717),(8 25207.037),(9 25312.479),(10 25536.168),(11 26329.375),(12 26527.885),(13 25698.398),(14 26234.8),(15 27000.277),(16 27597.729),(17 27463.379),(18 27442.502),(19 27757.314),(20 27501.62),(21 27188.096),(22 26402.322),(23 26230.5),(24 26370.246),(25 26820.209),(26 27224.908),(27 27455.605),(28 27467.549),(29 27613.664),(30 27956.488),(31 28293.14),(32 28239.021),(33 28770.146),(34 29211.17),(35 28923.12),(36 28176.902),(37 28534.297),(38 28615.365),(39 28819.283),(40 28545.754),(41 28110.1),(42 27903.951),(43 27796.412),(44 27811.83),(45 28131.795),(46 28346.14),(47 28673.941),(48 28854.398),(49 28698.412),(50 28718.615),(51 28903.586),(52 28681.15),(53 28929.414),(54 29034.346),(55 28887.07),(56 28296.895),(57 27851.986),(58 27353.041),(59 27449.363),(60 28029.43),(61 27973.816),(62 28115.285),(63 27926.66),(64 27770.39),(65 27547.715),(66 27597.219),(67 27680.588),(68 27764.766),(69 28122.375),(70 28438.807),(71 28075.086),(72 27811.957),(73 27631.115),(74 27803.572),(75 27796.94),(76 27841.68),(77 28170.2),(78 27775.225),(79 28479.229),
(1 8132.407),(2 14902.643),(3 18018.885),(4 19804.984),(5 21293.313),(6 21962.564),(7 23203.385),(8 24244.97),(9 24673.313),(10 25219.814),(11 25048.348),(12 24751.633),(13 24525.262),(14 24665.215),(15 25414.95),(16 25787.348),(17 25533.672),(18 25806.326),(19 26226.594),(20 25853.18),(21 26026.193),(22 25888.252),(23 25458.072),(24 25069.85),(25 25698.043),(26 25904.459),(27 25716.543),(28 25437.88),(29 25660.752),(30 26076.256),(31 26301.027),(32 26433.88),(33 26932.404),(34 27173.748),(35 27052.867),(36 27017.72),(37 27225.236),(38 27037.398),(39 27261.695),(40 27377.264),(41 27389.887),(42 26863.898),(43 26539.736),(44 26021.227),(45 25955.55),(46 25964.91),(47 25917.672),(48 25621.418),(49 25540.285),(50 25696.01),(51 25909.854),(52 26067.467),(53 26334.504),(54 26718.574),(55 26876.064),(56 26655.11),(57 26839.793),(58 27150.748),(59 27193.54),(60 27497.238),(61 27626.732),(62 27801.102),(63 27738.957),(64 27193.307),(65 26698.258),(66 26491.736),(67 26276.553),(68 26564.191),(69 26946.457),(70 26788.459),(71 26379.207),(72 26445.977),(73 26382.635),(74 26251.498),(75 26353.445),(76 26736.455),(77 26678.045),(78 26597.229),(79 26771.023),
(1 8257.528),(2 14871.545),(3 18029.076),(4 19754.883),(5 20871.7),(6 21042.068),(7 22007.219),(8 22960.338),(9 23513.844),(10 23933.697),(11 23859.127),(12 23936.367),(13 24080.309),(14 24350.018),(15 24871.3),(16 24860.543),(17 24458.447),(18 24346.213),(19 24880.58),(20 24562.063),(21 24566.8),(22 24662.428),(23 24487.486),(24 24431.916),(25 25179.63),(26 25885.047),(27 25866.25),(28 25243.307),(29 25145.459),(30 25720.912),(31 26019.012),(32 25830.508),(33 26040.6),(34 26226.723),(35 26195.877),(36 26160.434),(37 26274.938),(38 26651.004),(39 27421.768),(40 27670.182),(41 28042.357),(42 27850.531),(43 27159.504),(44 26570.879),(45 26665.64),(46 27119.793),(47 27102.848),(48 26964.912),(49 26867.777),(50 26868.793),(51 27072.777),(52 26900.773),(53 27270.033),(54 27347.457),(55 27505.873),(56 27580.412),(57 27323.3),(58 27037.342),(59 26426.684),(60 26448.08),(61 26474.627),(62 26378.26),(63 26084.03),(64 25982.588),(65 25801.15),(66 26305.842),(67 26309.713),(68 26917.793),(69 27244.012),(70 27377.049),(71 27232.52),(72 26912.78),(73 26965.502),(74 26873.99),(75 26832.252),(76 26491.139),(77 26345.373),(78 26067.326),(79 26737.072),
(1 7852.3076),(2 14638.248),(3 17600.432),(4 18729.598),(5 19507.19),(6 19666.01),(7 20243.22),(8 20630.568),(9 21421.521),(10 22031.424),(11 21904.531),(12 21818.553),(13 22409.068),(14 22739.18),(15 23019.045),(16 22607.547),(17 22236.652),(18 22534.398),(19 22894.834),(20 22943.979),(21 23173.51),(22 23038.514),(23 23105.477),(24 23463.64),(25 24304.299),(26 24927.709),(27 24592.537),(28 24014.807),(29 24161.268),(30 25253.102),(31 25873.838),(32 25830.2),(33 25752.252),(34 25671.332),(35 25467.387),(36 25682.049),(37 25428.646),(38 25420.385),(39 25812.713),(40 25933.666),(41 25435.033),(42 25076.309),(43 24847.242),(44 24638.332),(45 24786.043),(46 25072.404),(47 25318.865),(48 25039.285),(49 24772.865),(50 25518.775),(51 25899.053),(52 25550.275),(53 25665.318),(54 26126.154),(55 26325.74),(56 26283.256),(57 25964.154),(58 25768.953),(59 25872.568),(60 26178.953),(61 26188.979),(62 26211.207),(63 26280.53),(64 25926.607),(65 26017.686),(66 25979.902),(67 26307.98),(68 26381.281),(69 26306.748),(70 26570.69),(71 26676.455),(72 26442.393),(73 26649.088),(74 26550.266),(75 26220.215),(76 25674.74),(77 25332.008),(78 25397.691),(79 25612.766),
(1 7884.0464),(2 14478.711),(3 17359.232),(4 18492.309),(5 19647.162),(6 19895.65),(7 20629.322),(8 20744.074),(9 21285.836),(10 22042.904),(11 22424.508),(12 22502.385),(13 22305.582),(14 22218.686),(15 22451.541),(16 22400.016),(17 22621.13),(18 23174.139),(19 23569.063),(20 23532.607),(21 23491.953),(22 23422.584),(23 23153.506),(24 23620.578),(25 23886.28),(26 24335.604),(27 24253.02),(28 23502.848),(29 23175.303),(30 24128.152),(31 24617.893),(32 24866.893),(33 25086.984),(34 25374.492),(35 25207.672),(36 25329.686),(37 25139.746),(38 25433.62),(39 26110.361),(40 26793.21),(41 26558.82),(42 26296.475),(43 25878.764),(44 25782.805),(45 26138.795),(46 26671.262),(47 27270.537),(48 26996.084),(49 26670.932),(50 26977.084),(51 26960.283),(52 25939.19),(53 26228.588),(54 26207.707),(55 25967.418),(56 25890.428),(57 25582.885),(58 25540.348),(59 25545.576),(60 25620.414),(61 25773.295),(62 25874.82),(63 25715.506),(64 25334.19),(65 25539.926),(66 25561.727),(67 25739.99),(68 25796.736),(69 25656.963),(70 25591.855),(71 25573.64),(72 25277.14),(73 25312.035),(74 25267.258),(75 25569.793),(76 25553.078),(77 25838.545),(78 25703.639),(79 25448.994),
(1 7896.9067),(2 14143.327),(3 16364.39),(4 17283.701),(5 18367.729),(6 18897.207),(7 19618.514),(8 19949.563),(9 20548.195),(10 21063.14),(11 21185.309),(12 21582.008),(13 21738.793),(14 21877.309),(15 22111.361),(16 21851.713),(17 21994.162),(18 22683.975),(19 23099.47),(20 22897.238),(21 23032.885),(22 22862.148),(23 22497.984),(24 22589.387),(25 22514.936),(26 23010.797),(27 23039.037),(28 22728.334),(29 22252.996),(30 22545.746),(31 23096.361),(32 23286.787),(33 23221.502),(34 23436.18),(35 23793.322),(36 24004.451),(37 23321.021),(38 23785.768),(39 24406.918),(40 24435.336),(41 24176.424),(42 24045.682),(43 23934.744),(44 23945.145),(45 24170.6),(46 24646.982),(47 25092.438),(48 24556.393),(49 23971.197),(50 24400.385),(51 24481.217),(52 24261.098),(53 24612.008),(54 24695.842),(55 24768.58),(56 25261.164),(57 25340.418),(58 25119.521),(59 24571.604),(60 24875.438),(61 24869.648),(62 24707.035),(63 24631.459),(64 24861.447),(65 24934.563),(66 25111.723),(67 25033.582),(68 25178.33),(69 25231.406),(70 25422.35),(71 25096.973),(72 25150.299),(73 25285.254),(74 25111.395),(75 25043.672),(76 24884.729),(77 25303.139),(78 25440.838),(79 25439.412),
(1 7472.9556),(2 13557.743),(3 15746.93),(4 16511.383),(5 17681.314),(6 18542.15),(7 18918.723),(8 19243.422),(9 20006.193),(10 20557.916),(11 20827.793),(12 20704.902),(13 20616.85),(14 20670.834),(15 20839.666),(16 20629.385),(17 20637.963),(18 21003.666),(19 21210.025),(20 21095.102),(21 21357.92),(22 21716.338),(23 21474.162),(24 21442.02),(25 22135.543),(26 22355.021),(27 22426.889),(28 22375.375),(29 22474.56),(30 22556.896),(31 22832.865),(32 23230.098),(33 23863.172),(34 24276.15),(35 24268.145),(36 24373.791),(37 24495.998),(38 24566.883),(39 24767.984),(40 24875.908),(41 24696.568),(42 24099.717),(43 23458.773),(44 23699.951),(45 24036.238),(46 24180.803),(47 23723.645),(48 23639.238),(49 23825.81),(50 23450.637),(51 23509.623),(52 23499.08),(53 23749.61),(54 23615.523),(55 23752.916),(56 24036.979),(57 24106.227),(58 23689.287),(59 23049.195),(60 23020.883),(61 23005.432),(62 23134.396),(63 23086.44),(64 23004.318),(65 23400.047),(66 24005.713),(67 23926.152),(68 23449.69),(69 23460.566),(70 23616.834),(71 23353.56),(72 23709.299),(73 23831.295),(74 23578.605),(75 23481.865),(76 23349.852),(77 23606.09),(78 23596.61),(79 23222.264),
(1 7359.6743),(2 13177.825),(3 15336.904),(4 16249.874),(5 17213.963),(6 17791.125),(7 18488.492),(8 18623.984),(9 19222.963),(10 19995.71),(11 20335.174),(12 20404.674),(13 19948.266),(14 20025.842),(15 20295.969),(16 20590.291),(17 20948.965),(18 20982.33),(19 21207.643),(20 21396.71),(21 21544.426),(22 21650.775),(23 21577.992),(24 21917.682),(25 22378.81),(26 22408.613),(27 22621.803),(28 22635.662),(29 22800.96),(30 22459.154),(31 22407.563),(32 22520.896),(33 22520.762),(34 22504.182),(35 22518.65),(36 22676.05),(37 23019.426),(38 23266.78),(39 23455.295),(40 23615.463),(41 23750.602),(42 23345.795),(43 22906.629),(44 23122.205),(45 23598.541),(46 23919.049),(47 23852.006),(48 23396.346),(49 22862.037),(50 22469.33),(51 22340.64),(52 22216.72),(53 22085.271),(54 21838.625),(55 22019.12),(56 22049.586),(57 22234.33),(58 22234.242),(59 21894.563),(60 22067.54),(61 22074.5),(62 22367.168),(63 22135.418),(64 21823.275),(65 22126.068),(66 22708.732),(67 22811.29),(68 22740.348),(69 22769.965),(70 22882.498),(71 22925.129),(72 23294.111),(73 23015.01),(74 23133.602),(75 23101.186),(76 22683.002),(77 22795.775),(78 22683.455),(79 22737.621),
(1 7272.845),(2 12588.267),(3 14707.841),(4 15602.27),(5 16656.76),(6 17100.941),(7 17570.848),(8 17799.66),(9 18069.695),(10 18396.225),(11 18628.494),(12 18682.178),(13 18291.275),(14 18300.588),(15 18650.984),(16 18851.938),(17 18612.8),(18 18863.12),(19 19371.031),(20 19089.9),(21 19138.867),(22 19444.47),(23 19282.936),(24 19428.824),(25 19608.336),(26 19470.395),(27 19761.51),(28 19819.59),(29 20212.285),(30 20230.44),(31 20587.193),(32 20800.313),(33 20982.967),(34 21213.139),(35 21137.875),(36 21222.404),(37 21447.357),(38 21314.76),(39 21410.646),(40 21433.443),(41 21442.7),(42 21008.465),(43 21215.93),(44 21408.785),(45 21551.695),(46 21637.426),(47 21352.979),(48 21037.576),(49 20848.531),(50 20807.693),(51 20659.305),(52 20308.896),(53 20060.941),(54 19881.44),(55 20145.27),(56 20375.303),(57 20454.111),(58 20548.27),(59 20728.076),(60 20809.055),(61 20778.621),(62 20958.107),(63 20890.846),(64 20579.398),(65 20561.377),(66 20754.148),(67 21253.057),(68 21269.79),(69 20920.572),(70 21100.027),(71 21169.246),(72 21382.078),(73 21366.277),(74 21420.469),(75 21462.373),(76 21564.178),(77 21860.71),(78 21541.635),(79 21198.475),
(1 6871.7446),(2 12129.64),(3 14249.952),(4 14884.16),(5 16072.458),(6 16980.152),(7 17581.94),(8 17637.742),(9 17832.803),(10 18183.488),(11 17995.404),(12 17859.06),(13 17460.852),(14 17899.059),(15 18343.848),(16 18296.537),(17 18306.166),(18 18720.063),(19 19462.488),(20 19601.727),(21 19652.613),(22 19745.03),(23 19366.041),(24 19530.2),(25 19300.72),(26 19221.89),(27 19464.498),(28 19799.209),(29 20011.66),(30 20122.246),(31 20461.559),(32 20829.455),(33 21076.385),(34 21265.588),(35 20961.11),(36 21008.83),(37 21367.662),(38 21446.516),(39 21482.824),(40 21230.424),(41 21285.947),(42 21406.213),(43 21721.621),(44 21618.566),(45 21658.947),(46 21854.523),(47 21542.328),(48 21416.834),(49 21606.357),(50 21479.852),(51 21425.018),(52 21207.611),(53 21019.898),(54 20854.902),(55 21250.85),(56 21072.658),(57 20834.803),(58 20559.234),(59 20315.045),(60 20468.55),(61 20581.514),(62 20370.49),(63 20366.611),(64 20415.871),(65 20587.365),(66 20772.643),(67 20833.5),(68 20883.518),(69 20840.135),(70 20921.686),(71 21294.473),(72 21693.867),(73 21761.81),(74 21570.584),(75 21407.578),(76 21462.518),(77 21677.287),(78 21504.86),(79 21242.703),
(1 6356.665),(2 11293.888),(3 13226.925),(4 13884.934),(5 14842.586),(6 15388.6875),(7 15666.635),(8 15991.254),(9 16317.459),(10 16749.824),(11 16745.93),(12 16580.377),(13 16584.258),(14 16762.85),(15 17034.002),(16 17047.236),(17 17189.592),(18 17384.1),(19 17653.742),(20 17428.553),(21 17420.244),(22 17574.27),(23 17470.871),(24 17641.271),(25 17783.383),(26 17889.98),(27 18201.734),(28 18263.7),(29 18510.064),(30 18833.904),(31 18959.186),(32 19185.904),(33 19274.826),(34 19117.66),(35 18871.014),(36 18820.342),(37 19148.17),(38 19477.979),(39 20077.648),(40 20024.055),(41 19880.477),(42 20060.15),(43 20374.86),(44 20150.336),(45 19882.215),(46 19570.703),(47 19730.184),(48 19928.05),(49 19643.14),(50 19286.861),(51 19072.191),(52 18841.904),(53 18886.602),(54 18991.563),(55 19239.83),(56 19534.01),(57 19476.068),(58 19273.492),(59 18976.84),(60 19020.906),(61 18968.205),(62 18577.03),(63 18658.734),(64 19066.979),(65 19491.416),(66 19621.746),(67 19739.846),(68 19611.598),(69 19458.744),(70 19585.152),(71 19563.727),(72 19660.525),(73 19683.697),(74 19450.12),(75 19419.838),(76 19720.672),(77 19743.23),(78 19683.62),(79 19709.785),
(1 6153.032),(2 10881.946),(3 12877.369),(4 13724.31),(5 14645.316),(6 15372.678),(7 15624.684),(8 16169.191),(9 16647.39),(10 16883.592),(11 16833.35),(12 17149.822),(13 16966.85),(14 17110.848),(15 17321.055),(16 17230.307),(17 17301.314),(18 17520.662),(19 17223.363),(20 17202.436),(21 17298.242),(22 17468.703),(23 17450.943),(24 17748.293),(25 18215.193),(26 18274.182),(27 18685.918),(28 18922.87),(29 18933.426),(30 18917.69),(31 18972.486),(32 19358.637),(33 19665.203),(34 19559.271),(35 19368.19),(36 19404.023),(37 19815.191),(38 20406.47),(39 20635.578),(40 20446.299),(41 20274.96),(42 20381.426),(43 20657.162),(44 20454.012),(45 20432.818),(46 20195.965),(47 20365.313),(48 20332.44),(49 20229.373),(50 20184.246),(51 20120.105),(52 19721.549),(53 19503.281),(54 19399.01),(55 19719.021),(56 19290.127),(57 19033.662),(58 18843.885),(59 18548.492),(60 18000.201),(61 17892.4),(62 17843.873),(63 18023.723),(64 18203.828),(65 18642.605),(66 18714.94),(67 19037.629),(68 19077.682),(69 19159.426),(70 19206.363),(71 19109.438),(72 19200.105),(73 19415.732),(74 19138.76),(75 19054.34),(76 18984.836),(77 19533.953),(78 19389.73),(79 19136.695),
(1 5744.184),(2 10387.481),(3 12494.12),(4 13328.648),(5 14160.942),(6 14684.38),(7 14843.035),(8 14959.314),(9 15082.264),(10 15416.338),(11 15455.371),(12 15618.741),(13 15379.037),(14 15403.0625),(15 15676.265),(16 15711.573),(17 15433.82),(18 15499.4),(19 15443.512),(20 15540.59),(21 15666.974),(22 15918.552),(23 16028.963),(24 16385.299),(25 16414.533),(26 16626.826),(27 16731.977),(28 16986.523),(29 17026.406),(30 16963.504),(31 17093.604),(32 17522.898),(33 17836.639),(34 17856.154),(35 17585.846),(36 17490.508),(37 17531.582),(38 17934.926),(39 18227.402),(40 18115.469),(41 18044.555),(42 18084.576),(43 18378.29),(44 18300.629),(45 18194.621),(46 18271.469),(47 18152.373),(48 18058.17),(49 18233.932),(50 18386.252),(51 18525.967),(52 18442.809),(53 18359.182),(54 18275.14),(55 18864.836),(56 18674.135),(57 18495.209),(58 18480.254),(59 18329.092),(60 18204.791),(61 17967.473),(62 17721.941),(63 17605.438),(64 17760.83),(65 17983.61),(66 17982.465),(67 17871.549),(68 18005.305),(69 17857.041),(70 17877.21),(71 17696.113),(72 18199.344),(73 18347.299),(74 18213.697),(75 18321.617),(76 18166.578),(77 18327.852),(78 18287.488),(79 18169.436),
(1 5843.3345),(2 10405.381),(3 12543.591),(4 13579.771),(5 14342.238),(6 15209.513),(7 15799.79),(8 16138.592),(9 16361.232),(10 16569.057),(11 16569.54),(12 16575.469),(13 16449.906),(14 16498.791),(15 16600.19),(16 16437.977),(17 16290.467),(18 16293.017),(19 16145.269),(20 16313.177),(21 16405.406),(22 16662.072),(23 16810.115),(24 16892.068),(25 17026.656),(26 17251.756),(27 17190.906),(28 16981.338),(29 17287.133),(30 17460.283),(31 17422.06),(32 17427.85),(33 17677.818),(34 17979.19),(35 17905.906),(36 17715.78),(37 17780.912),(38 18043.742),(39 18268.36),(40 18401.943),(41 18316.707),(42 18232.291),(43 18418.998),(44 18222.354),(45 18216.797),(46 18292.51),(47 17849.936),(48 17630.05),(49 17632.465),(50 17705.072),(51 17842.133),(52 17804.875),(53 17733.39),(54 17586.498),(55 18058.225),(56 17814.973),(57 17658.83),(58 17507.428),(59 17375.38),(60 17334.988),(61 17195.705),(62 17171.826),(63 17230.867),(64 17269.232),(65 17707.898),(66 17807.006),(67 17545.465),(68 17665.89),(69 17694.146),(70 17906.156),(71 17864.781),(72 17961.098),(73 18110.12),(74 18495.951),(75 18603.455),(76 18366.52),(77 18519.15),(78 18459.34),(79 18486.336),
