1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 663078.44),(2 1602178.6),(3 2694339.8),(4 3852235.8),(5 4754532.5),(6 4970345.5),(7 5159975.5),(8 5231249.5),(9 5196501.5),(10 5107903),(11 5086398.5),(12 5454230.5),(13 5965649.5),(14 6717994.5),(15 7878249.5),(16 9113421),(17 10068348),(18 10888941),(19 11512120),(20 11894093),(21 11952296),(22 12372125),(23 12834436),(24 13524633),(25 14339904),(26 15269632),(27 16430761),(28 17821526),(29 19366390),(30 21122482),(31 22587632),(32 24177362),(33 25596794),(34 26735682),(35 28006406),(36 29589878),(37 30807352),(38 31830696),(39 32700656),(40 33741530),(41 34593900),(42 35685772),(43 36522610),(44 36630508),(45 37207544),(46 37669244),(47 38361940),(48 38776348),(49 38945148),(50 38593704),(51 38157812),(52 37577490),(53 36893532),(54 35833124),(55 34563740),(56 33223454),(57 32077306),(58 31223658),(59 30840822),(60 32647066),(61 33498934),(62 31814728),(63 30841136),(64 30495238),(65 29988024),(66 29544514),(67 28928546),(68 28105522),(69 27482694),(70 27244840),(71 27148016),(72 27545466),(73 28026670),(74 28451350),(75 28936328),(76 29335702),(77 29864030),(78 30401272),(79 30894344),
(1 17069.238),(2 29520.531),(3 37859.543),(4 44082.555),(5 48064.863),(6 50832.383),(7 52608.21),(8 53489.145),(9 54025.02),(10 55005.063),(11 54742.16),(12 55842.867),(13 56834.047),(14 58277.6),(15 60238.81),(16 61497.363),(17 62364.98),(18 62973.473),(19 63660.2),(20 64670.195),(21 64941.313),(22 66087.03),(23 66791.625),(24 68762.055),(25 69745.44),(26 70337.19),(27 71421.516),(28 72210.37),(29 72600.87),(30 74271.54),(31 75331.11),(32 76887.12),(33 77543.36),(34 77801.38),(35 78398.32),(36 78981.81),(37 79647.164),(38 79552.79),(39 80649.43),(40 80893.7),(41 81668.21),(42 82237.7),(43 82591.68),(44 82447.94),(45 81826.984),(46 81656.484),(47 82628.11),(48 82766.07),(49 82508.51),(50 81945.84),(51 81069.164),(52 80662.766),(53 80091.02),(54 79187.234),(55 78086.75),(56 76805.54),(57 76156.84),(58 75559.81),(59 74996.54),(60 74160.79),(61 73242.94),(62 72209.55),(63 71430.195),(64 69554.85),(65 68538.02),(66 67421.69),(67 66503.234),(68 65321.93),(69 64633.06),(70 63681.355),(71 62992.34),(72 62220.99),(73 61517.668),(74 61303.074),(75 61609.22),(76 61600.266),(77 61917.18),(78 62157.777),(79 62365.93),
(1 16248.09),(2 28092.615),(3 36297.004),(4 41477.73),(5 44629.258),(6 46831.902),(7 48593.613),(8 49617.67),(9 49968.688),(10 49828.95),(11 49957.63),(12 51401.813),(13 53218.23),(14 55712.676),(15 57984.258),(16 58789.242),(17 60060.04),(18 60363.58),(19 61512.52),(20 62248.715),(21 62459.38),(22 62550.355),(23 63160.15),(24 63994.563),(25 64792.168),(26 65512.33),(27 66778.16),(28 67618.91),(29 69076.7),(30 69778.4),(31 70369.89),(32 71168.79),(33 71403.2),(34 72287.23),(35 72742.78),(36 73301.305),(37 73213.76),(38 72319.7),(39 72617.11),(40 73662.84),(41 74500.76),(42 74515.24),(43 74803.39),(44 74988.88),(45 74208.984),(46 73702.9),(47 73570.41),(48 73077.72),(49 72346.13),(50 71817.29),(51 71957.36),(52 72387.02),(53 72026.086),(54 71860.1),(55 71233.27),(56 69901.92),(57 68708.06),(58 68357.875),(59 68499.98),(60 68315.17),(61 67911.32),(62 67130.35),(63 66129.02),(64 65429.082),(65 64673.51),(66 63730.477),(67 62770.703),(68 62034.176),(69 61517.695),(70 61225.863),(71 60983.387),(72 60740.207),(73 60174.105),(74 59616),(75 59275.668),(76 58802.176),(77 58207.93),(78 57697.6),(79 57885.62),
(1 16103.352),(2 27920.229),(3 36077.06),(4 41590.906),(5 45257.902),(6 47635.824),(7 50194.676),(8 51671.895),(9 52635.473),(10 53229.598),(11 53677.57),(12 54690.746),(13 55725.67),(14 57945.23),(15 60726),(16 61369.504),(17 62173.637),(18 62576.363),(19 63616.07),(20 63734.73),(21 63749.15),(22 64606.934),(23 65100.355),(24 65325.88),(25 65416.188),(26 65921.79),(27 66740.445),(28 67907.625),(29 68689.18),(30 69931.36),(31 69887.945),(32 70137.56),(33 70001.84),(34 70554.82),(35 70649.71),(36 71621.41),(37 71977.25),(38 72103.25),(39 72651.14),(40 72409.79),(41 72001.49),(42 72453.65),(43 72847.25),(44 72689.586),(45 71842.47),(46 71095.54),(47 70889.64),(48 69950.86),(49 69867.38),(50 69950.46),(51 69693.81),(52 69772.086),(53 68863.9),(54 68823.78),(55 68891.125),(56 68020.66),(57 67238.21),(58 66769.84),(59 66289.95),(60 65547.16),(61 64961.23),(62 64716.34),(63 64257.527),(64 63205.813),(65 62017),(66 61101.715),(67 59964.875),(68 58661.504),(69 58311.402),(70 57779.504),(71 57473.758),(72 57124.61),(73 56392.605),(74 56281.918),(75 56397.66),(76 55936.17),(77 56049.043),(78 56120.957),(79 56217.895),
(1 15492.046),(2 26660.154),(3 34225.65),(4 39691.832),(5 43011.48),(6 44830.406),(7 46428.293),(8 47592.582),(9 48298.816),(10 48357.477),(11 48835.438),(12 49981.434),(13 51576.8),(14 52815.27),(15 54355.984),(16 55805.574),(17 57168.97),(18 57167.2),(19 57945.96),(20 58142.96),(21 58944.832),(22 60269.098),(23 60573.816),(24 60626.207),(25 61349.82),(26 62182.59),(27 63055.35),(28 63987.266),(29 65150.434),(30 66313.95),(31 67016.48),(32 67674.71),(33 68004.195),(34 68500.555),(35 68639.36),(36 68944.11),(37 68875.836),(38 68128.07),(39 67921.88),(40 67832.94),(41 67828.445),(42 68575.445),(43 69337.81),(44 69195.63),(45 68674.78),(46 68744.125),(47 69128.81),(48 68537.99),(49 68440.28),(50 67622.5),(51 67455.55),(52 67281.266),(53 66462.57),(54 66235.95),(55 65615.31),(56 64915.887),(57 64295.76),(58 63485),(59 63010.664),(60 62369.69),(61 61506.55),(62 60650.973),(63 60098.906),(64 59736.53),(65 58968.14),(66 58471.49),(67 58065.715),(68 57446.652),(69 57068.03),(70 56383.27),(71 55820.348),(72 55487.082),(73 55089.094),(74 54830.62),(75 54699.18),(76 54339.816),(77 54135.934),(78 54136.164),(79 54156.777),
(1 15054.612),(2 25770.582),(3 33143.496),(4 38154.17),(5 41443.68),(6 43463.293),(7 45298.79),(8 46642.02),(9 47555.754),(10 47943.133),(11 48600.906),(12 49774.44),(13 51512.11),(14 53138.535),(15 55126.44),(16 55931.395),(17 57555.293),(18 58297.277),(19 60106.797),(20 60166.473),(21 60522.46),(22 60961.098),(23 61557.03),(24 62641.54),(25 63897.79),(26 64935.227),(27 65295.133),(28 65531.2),(29 66775.56),(30 67647.9),(31 68032.58),(32 68875.1),(33 69809.76),(34 70251.1),(35 69533.66),(36 69851.45),(37 69800.375),(38 69966.5),(39 70275.516),(40 70367.914),(41 70347.02),(42 70218.87),(43 70803.44),(44 71524.98),(45 70778.18),(46 70151.63),(47 70064.516),(48 69411.03),(49 68875.81),(50 68220.35),(51 67840.23),(52 68051.375),(53 67094.914),(54 66671.28),(55 65651.8),(56 64566.555),(57 63784.89),(58 63323.71),(59 62928.582),(60 62740.043),(61 62228.926),(62 61701.047),(63 61034.88),(64 59917.64),(65 58660.33),(66 57748.67),(67 57321.426),(68 56598.49),(69 56132.57),(70 55527.35),(71 55459.035),(72 54988.863),(73 54506.605),(74 54258.77),(75 53623.613),(76 53090.043),(77 53048.402),(78 52789.582),(79 52977.645),
(1 14986.848),(2 25768.063),(3 33280.902),(4 38416.676),(5 41860.168),(6 43297.816),(7 45553.766),(8 46506.418),(9 47049.902),(10 47592.05),(11 48281.543),(12 49645.05),(13 51140.348),(14 53148.84),(15 55049.547),(16 56208.688),(17 56811.28),(18 57870.277),(19 58319.207),(20 59483.83),(21 60211.547),(22 60805.906),(23 61605.824),(24 61702.95),(25 62037.94),(26 62592.375),(27 62836.613),(28 62935.87),(29 63681.06),(30 64015),(31 64288.746),(32 65050.504),(33 65769.32),(34 66376.87),(35 66789.67),(36 67354.53),(37 67820.08),(38 68348.766),(39 69047.38),(40 69499.41),(41 69815.84),(42 69602.445),(43 69630.68),(44 69368.32),(45 69304.91),(46 69371.43),(47 70273.875),(48 70454.15),(49 69886.08),(50 69219.94),(51 68863.555),(52 68483.16),(53 68185.98),(54 67498.68),(55 66875.62),(56 66366.24),(57 65794.59),(58 65057.926),(59 63907.656),(60 63072.2),(61 62439.38),(62 62041.473),(63 61469.406),(64 60233.953),(65 59424.832),(66 58470.816),(67 57509.543),(68 56904.94),(69 55976.137),(70 55355.62),(71 55110.887),(72 54979.52),(73 54133.563),(74 54079.785),(75 53398.34),(76 53296.887),(77 53439.72),(78 53852.36),(79 53908.87),
(1 13789.418),(2 23673.412),(3 30379.926),(4 34855.465),(5 37519.754),(6 39076.266),(7 41038.492),(8 42620.27),(9 42855.44),(10 43278.69),(11 43388.168),(12 44641.88),(13 45862.27),(14 47968.02),(15 50055.145),(16 51593.184),(17 52886.984),(18 53456.055),(19 54034.03),(20 54496.758),(21 54626.316),(22 54956.07),(23 55065.746),(24 55201.273),(25 56514.69),(26 56921.85),(27 57541.586),(28 58326.45),(29 59307.42),(30 60260.97),(31 60568.746),(32 61228.258),(33 61887.29),(34 62732.473),(35 62610.13),(36 62803.656),(37 62870.043),(38 63452.99),(39 63475.84),(40 63773.586),(41 63951.33),(42 64319.297),(43 64777.99),(44 65051.29),(45 65413.508),(46 65600.98),(47 65402.863),(48 65165.57),(49 64898.12),(50 64873.99),(51 64390.094),(52 63908.97),(53 62937.297),(54 62425.758),(55 61786.492),(56 61279.906),(57 60686.344),(58 59852.19),(59 58812.28),(60 57748.24),(61 57549.15),(62 57057.914),(63 56270.79),(64 55376.34),(65 54657.67),(66 54165.76),(67 53817.2),(68 53146.16),(69 52780.98),(70 52700.18),(71 52435.313),(72 52402.855),(73 51913.406),(74 51805.02),(75 51677.57),(76 51643.953),(77 51891.582),(78 52242.617),(79 52762.133),
(1 13753.885),(2 23696.209),(3 30491.775),(4 35605.242),(5 39108.316),(6 40977.05),(7 42696.867),(8 43473.8),(9 44083.516),(10 44006.67),(11 44754.953),(12 45989.55),(13 46503.063),(14 47493.406),(15 49118.086),(16 50265.926),(17 51406.555),(18 52271.35),(19 53304.945),(20 53620.69),(21 53977.887),(22 54711.87),(23 55229.85),(24 56102.945),(25 56762.844),(26 57191.145),(27 58208.29),(28 59189.766),(29 60534.387),(30 61258.477),(31 61609.43),(32 62025.797),(33 62642.465),(34 62912.668),(35 63524.867),(36 64290.164),(37 64931.402),(38 64917.84),(39 65631.836),(40 65706.75),(41 66082.945),(42 66962.414),(43 67571.59),(44 68000.01),(45 67291.266),(46 67293.51),(47 67800.74),(48 67648.86),(49 67193.55),(50 66267.24),(51 65807.19),(52 65613.05),(53 64741.31),(54 64274.98),(55 63925.402),(56 63425.164),(57 62932.45),(58 62442.855),(59 61830.996),(60 61481.215),(61 60469.04),(62 59444.223),(63 58305.273),(64 57927.098),(65 56839.38),(66 56158.2),(67 55543.305),(68 54817.402),(69 54297.895),(70 53772.55),(71 53337.54),(72 53005.563),(73 52650.855),(74 52675.75),(75 52678.133),(76 52453.758),(77 52415.94),(78 52230.88),(79 52231.883),
(1 13574.63),(2 23375.361),(3 30431.807),(4 35381.62),(5 38506.58),(6 40316.6),(7 41593.92),(8 42762.945),(9 43525.07),(10 43264.03),(11 43810.9),(12 44873.867),(13 46671.016),(14 48626.164),(15 50157.53),(16 51375.168),(17 52709.117),(18 53854.066),(19 55002.652),(20 55599.387),(21 56010.906),(22 56377.5),(23 56767.2),(24 57915.535),(25 59399.336),(26 60303.637),(27 60929.586),(28 60962.02),(29 61020.797),(30 61590.24),(31 61999.332),(32 63148.535),(33 63675.67),(34 64586.08),(35 64807.082),(36 64689.277),(37 64877.785),(38 64473.363),(39 64981.652),(40 64859.79),(41 64837.563),(42 64366.73),(43 64351.695),(44 64817.387),(45 64961.184),(46 64731.484),(47 64408.49),(48 64253.88),(49 64119.215),(50 63937.082),(51 63154.434),(52 62884.906),(53 62407.82),(54 62129.215),(55 61612.402),(56 60561.867),(57 59973.336),(58 58877.48),(59 57972.27),(60 57456.38),(61 57016.113),(62 56371.254),(63 56168.254),(64 55745.57),(65 55154.813),(66 54343.15),(67 54093.645),(68 53579.363),(69 53353.586),(70 52613.547),(71 52402.887),(72 52331.332),(73 52336.844),(74 52102.46),(75 51975.473),(76 51736.355),(77 51640.156),(78 51584.73),(79 51756.98),
(1 13218.901),(2 22774.863),(3 29396.043),(4 33787.105),(5 36660.625),(6 38013.05),(7 39396.19),(8 40308.758),(9 41157.566),(10 41798.707),(11 42512.79),(12 43435.61),(13 44211.363),(14 45558.344),(15 46939.363),(16 47986.105),(17 49117.977),(18 50031.504),(19 50963.33),(20 51666.25),(21 51544.063),(22 51641.574),(23 52406.32),(24 52402.473),(25 53309.7),(26 54506.305),(27 55151.824),(28 55112.637),(29 55703.965),(30 56415.13),(31 56858.33),(32 57561.81),(33 58058.504),(34 58709.547),(35 58980.28),(36 59549.465),(37 59932.32),(38 60461.902),(39 60613.24),(40 60504.85),(41 60734.71),(42 60646.918),(43 60761.34),(44 61478.918),(45 61728.85),(46 61903.324),(47 62108.293),(48 61414.074),(49 61075.47),(50 60468.617),(51 60060.266),(52 59626.984),(53 59419.227),(54 58813.24),(55 58510.004),(56 57666.434),(57 56971.88),(58 55823.85),(59 55334.04),(60 54862.492),(61 54390.055),(62 53759.434),(63 52918.59),(64 52164.473),(65 51191.027),(66 50331.75),(67 49677.87),(68 49087.45),(69 48477.953),(70 48257.363),(71 48214.965),(72 48105.605),(73 48093.035),(74 48111.08),(75 48003.348),(76 47737.12),(77 47382.13),(78 47320.23),(79 47393.82),
(1 12636.411),(2 22153.293),(3 28257.416),(4 31947.826),(5 34793.313),(6 36648.313),(7 38311.41),(8 39053.004),(9 39727.234),(10 39942.504),(11 40017.438),(12 41006.02),(13 42182.758),(14 44029.57),(15 45848.496),(16 47091.133),(17 47845.74),(18 47888.082),(19 48673.043),(20 49348.938),(21 49451.08),(22 49959.445),(23 50805.67),(24 51180.754),(25 52020.145),(26 52586.703),(27 53298.324),(28 53970.48),(29 54900.555),(30 55434.48),(31 55824.293),(32 56072.227),(33 55966.195),(34 56355.707),(35 56501.125),(36 56553.047),(37 56738.707),(38 57243.23),(39 57971.656),(40 58465.56),(41 58279.617),(42 58102.152),(43 57869.85),(44 58219.26),(45 57985.375),(46 57573.125),(47 57532.465),(48 57393.867),(49 57274.2),(50 57009.445),(51 57315.207),(52 57451.89),(53 57326.625),(54 56452.914),(55 56161.848),(56 55192.805),(57 54713.34),(58 54092.207),(59 53886.883),(60 53527.63),(61 53046.23),(62 52559.176),(63 52053.754),(64 51153.867),(65 50108.355),(66 49059.563),(67 48383.043),(68 47857.527),(69 47357.195),(70 47194.72),(71 46650.492),(72 46258.133),(73 45937.277),(74 45394.05),(75 45340.945),(76 45053.547),(77 44721.44),(78 44251.793),(79 44162.34),
(1 12290.731),(2 21307.727),(3 26976.084),(4 31083.229),(5 33578.9),(6 35392.637),(7 36819.543),(8 38361.906),(9 39471.31),(10 39420.51),(11 39762.76),(12 40051.29),(13 40994.64),(14 42078.258),(15 43502.996),(16 44729.91),(17 45768.07),(18 46528.945),(19 47874.723),(20 48897.887),(21 49412.586),(22 49103.074),(23 48825.004),(24 48986.63),(25 49001.465),(26 49798.04),(27 50146.55),(28 50448.24),(29 51315.473),(30 51859.816),(31 52412.83),(32 53191.684),(33 53533.33),(34 53439.004),(35 53567.297),(36 53989.56),(37 54382.13),(38 54807.383),(39 54538.383),(40 54909.85),(41 54926.156),(42 55492.6),(43 56121.656),(44 56503.63),(45 55772.016),(46 55841.535),(47 56320.13),(48 56087.24),(49 55826.02),(50 55491.875),(51 55084.117),(52 54618.734),(53 53824.13),(54 53109.25),(55 52470.266),(56 51776.9),(57 51238.04),(58 50460.71),(59 50237.883),(60 49910.45),(61 49470.035),(62 48892.324),(63 48280.176),(64 47495.477),(65 46332.703),(66 45509.266),(67 45145.92),(68 44932.434),(69 44819.715),(70 44541.285),(71 44206.34),(72 44189.645),(73 43772.28),(74 43396.33),(75 42959.305),(76 42539.3),(77 42561.94),(78 42239.34),(79 42466.777),
(1 12077.489),(2 20788.145),(3 26889.46),(4 30603.195),(5 33339.6),(6 34605.73),(7 35729.89),(8 36362.34),(9 36607.07),(10 36788.47),(11 37720.637),(12 39083.215),(13 40261.633),(14 41113.543),(15 42393.48),(16 42969.7),(17 44231.43),(18 44880.09),(19 45791.06),(20 46040.08),(21 46130.727),(22 46151.063),(23 45820.36),(24 45996.344),(25 46667.93),(26 47150.348),(27 47921.61),(28 49340.625),(29 50791.5),(30 51248.504),(31 51888.617),(32 52380.258),(33 52808.97),(34 53075.273),(35 53545.086),(36 53706.016),(37 53975.137),(38 54094.035),(39 54353.695),(40 55025.074),(41 55425.883),(42 55768.484),(43 56123.89),(44 56651.33),(45 56903.168),(46 56721.44),(47 56510.41),(48 56188.77),(49 56478.895),(50 56289.38),(51 55897.785),(52 55524.24),(53 54949.33),(54 54641.82),(55 54157.457),(56 53730.473),(57 53328.754),(58 52884.336),(59 52746.42),(60 52172.98),(61 51475.8),(62 50869.74),(63 50259.836),(64 49516.07),(65 48925.363),(66 48240.965),(67 47593.414),(68 46916.99),(69 46172.29),(70 45596.65),(71 45176.44),(72 44857.063),(73 44259.18),(74 44117.207),(75 43973.74),(76 43736.42),(77 43478.53),(78 43023.836),(79 42804.61),
(1 11566.0205),(2 19958.697),(3 25732.879),(4 29191.379),(5 31881.049),(6 33168.9),(7 34530.2),(8 35390.484),(9 36083.043),(10 36106.008),(11 36347.78),(12 37066.625),(13 37756.44),(14 38653.875),(15 40034.87),(16 41225.613),(17 41966.492),(18 43029.81),(19 44263.86),(20 45073.08),(21 45567.16),(22 45534.605),(23 45823.234),(24 46484.242),(25 47273.063),(26 47792.438),(27 48348.24),(28 49250.594),(29 49676.004),(30 50814.78),(31 51351.914),(32 51823.23),(33 52234.938),(34 52431.563),(35 52532.94),(36 52758.316),(37 52653.26),(38 52617.473),(39 52979.066),(40 53259.38),(41 53865.063),(42 54279.9),(43 54832.367),(44 54685.574),(45 54603.313),(46 54214.008),(47 54315.035),(48 53576.25),(49 53307.84),(50 52661.19),(51 52482.47),(52 52441.996),(53 52534.29),(54 52520.973),(55 51743.41),(56 50887.82),(57 50077.98),(58 49328.957),(59 48656.77),(60 48361.254),(61 48361.8),(62 48359.445),(63 48104.02),(64 48111.75),(65 47723.074),(66 47443.21),(67 46852.24),(68 46158.098),(69 45538.2),(70 45320.504),(71 44909.23),(72 44442.125),(73 44148.582),(74 43732.824),(75 43484.234),(76 43298.477),(77 43405.96),(78 43417.79),(79 43162.504),
(1 11007.412),(2 19124.217),(3 24462.58),(4 28474.4),(5 30944.855),(6 32091.768),(7 33129.473),(8 33804.68),(9 34269.363),(10 34606.14),(11 35347.49),(12 36540.465),(13 37764.98),(14 39442.984),(15 41069.777),(16 42016.395),(17 43043.914),(18 43489.332),(19 44127.75),(20 44752.996),(21 45408.08),(22 45807.063),(23 46193.34),(24 47132.707),(25 47293.598),(26 48159.84),(27 49048.64),(28 49525.71),(29 49859.164),(30 50217.727),(31 50000.57),(32 50487.34),(33 50477.496),(34 50960.098),(35 50960.797),(36 51222.535),(37 51152.695),(38 50931.266),(39 51028.844),(40 51296.613),(41 51631.965),(42 51529.598),(43 51750.934),(44 52167.22),(45 52213.09),(46 52073.797),(47 52024.332),(48 51791.81),(49 51443.18),(50 50816.184),(51 50339.156),(52 49786.715),(53 49511.7),(54 48904.63),(55 48361.406),(56 47622.734),(57 47036.074),(58 46333.934),(59 46253.207),(60 45709.55),(61 45363.16),(62 45090.883),(63 44521.594),(64 44180.45),(65 43743.594),(66 43219.91),(67 42795.61),(68 42293.516),(69 41746.13),(70 41127.742),(71 41072.965),(72 41120.832),(73 40815.918),(74 40570.938),(75 40516.67),(76 39927.508),(77 39667.547),(78 39255.746),(79 39348.11),
(1 10859.774),(2 18585.826),(3 23912.459),(4 27314.988),(5 29469.979),(6 30556.098),(7 31731.412),(8 32878.625),(9 33926.652),(10 34036.547),(11 34427.984),(12 35468.582),(13 36454.457),(14 37220.92),(15 38415.656),(16 39037.9),(17 39934.12),(18 40887.555),(19 41612.766),(20 41761.555),(21 42078.8),(22 42824.76),(23 43269.785),(24 43441.574),(25 44514.266),(26 45422.145),(27 45871.645),(28 46717.22),(29 47407.043),(30 47991.535),(31 48159.305),(32 48502.836),(33 49197.734),(34 49312.7),(35 49742.152),(36 50404.04),(37 50593.84),(38 50268.82),(39 49919.902),(40 49935.355),(41 50285.375),(42 50503.992),(43 50883.38),(44 51042.54),(45 51346.594),(46 51754.82),(47 51453.465),(48 51241.574),(49 51386.62),(50 51054.117),(51 50754.92),(52 50212.457),(53 49657.527),(54 49105.273),(55 48511.496),(56 47783.023),(57 47227.938),(58 46730.367),(59 46804.08),(60 46210.027),(61 45790.125),(62 45303.113),(63 44930.426),(64 44315.336),(65 43332.465),(66 42476.652),(67 41994.344),(68 41542.184),(69 41366.914),(70 40881.785),(71 40435.063),(72 40047.355),(73 39743.566),(74 39275.402),(75 39056.26),(76 38734.855),(77 38825.29),(78 38686.367),(79 38654.19),
(1 10289.638),(2 17779.826),(3 22682.076),(4 26091.521),(5 28418.91),(6 29811.836),(7 31195.223),(8 32111.08),(9 32820.582),(10 33351.164),(11 33790.05),(12 34437.125),(13 35290.324),(14 36219.9),(15 37125.77),(16 37936.613),(17 38859.82),(18 39498.684),(19 40182.875),(20 40634.668),(21 41175.2),(22 41547.164),(23 41616.266),(24 42065.973),(25 42255.31),(26 42819.13),(27 43226.8),(28 43959.727),(29 44573.875),(30 44979.13),(31 45229.492),(32 45607.113),(33 45889.938),(34 46212.74),(35 46762.387),(36 47111.742),(37 47686.38),(38 47811.11),(39 48164.96),(40 48654.816),(41 48881.324),(42 49159.688),(43 48983.547),(44 48756.414),(45 48627.977),(46 49102.23),(47 48973.598),(48 48305.77),(49 48321.914),(50 48534.57),(51 48338.125),(52 47871.48),(53 47299.004),(54 46716.266),(55 46237.81),(56 45222.984),(57 44646.285),(58 44151.71),(59 43947.55),(60 43704.797),(61 43602.293),(62 43437.94),(63 42999.156),(64 42053.36),(65 41244.043),(66 40612.957),(67 40135.97),(68 39512.34),(69 39256.285),(70 39060.477),(71 38666.73),(72 38559.004),(73 38184.938),(74 38157.027),(75 38164.04),(76 38139.79),(77 38053.047),(78 37971.438),(79 37969.996),
