1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 114.76244),(2 56.792583),(3 132.01906),(4 68.43616),(5 141.01237),(6 74.76707),(7 145.93494),(8 78.67149),(9 149.57983),(10 81.83405),(11 151.58678),(12 83.90967),(13 153.96947),(14 85.48954),(15 153.41936),(16 85.087105),(17 154.39424),(18 84.954735),(19 152.39076),(20 84.76593),(21 154.26212),(22 85.16741),(23 154.2344),(24 85.09429),(25 155.06354),(26 86.23732),(27 156.09108),(28 86.90507),(29 157.73566),(30 89.24006),(31 158.08208),(32 89.70135),(33 159.86728),(34 93.130745),(35 161.43631),(36 93.98592),(37 164.82875),(38 97.417145),(39 166.54306),(40 99.65187),(41 170.31923),(42 103.33815),(43 171.43214),(44 105.39252),(45 175.25134),(46 108.838585),(47 176.15964),(48 111.24261),(49 179.85132),(50 113.901),(51 181.16469),(52 115.60848),(53 184.90372),(54 117.48257),(55 183.21222),(56 116.9499),(57 184.53606),(58 118.0895),(59 184.85095),(60 118.54658),(61 186.4317),(62 119.668205),(63 186.5227),(64 119.070786),(65 187.34903),(66 119.66138),(67 186.45787),(68 121.20644),(69 188.942),(70 121.35606),(71 188.51988),(72 121.63896),(73 188.6155),(74 121.63429),(75 187.78658),(76 121.0596),(77 187.77101),(78 121.67973),(79 187.60146),
(1 113.92145),(2 55.909405),(3 130.7616),(4 67.20309),(5 138.75822),(6 74.73179),(7 144.0544),(8 79.13406),(9 148.33502),(10 81.080345),(11 148.79926),(12 82.765785),(13 150.87148),(14 83.54533),(15 150.71574),(16 83.525635),(17 152.05606),(18 84.807655),(19 152.64378),(20 85.44637),(21 153.76749),(22 85.69789),(23 152.91623),(24 85.62759),(25 154.0911),(26 87.46358),(27 155.15233),(28 87.42842),(29 155.5935),(30 88.86567),(31 156.39458),(32 89.14356),(33 157.39912),(34 91.12506),(35 158.6294),(36 92.074554),(37 160.79686),(38 95.30337),(39 163.1062),(40 97.60502),(41 165.87784),(42 100.6401),(43 167.17493),(44 102.37239),(45 169.79472),(46 105.216934),(47 171.46126),(48 107.73508),(49 174.51405),(50 109.76695),(51 176.46512),(52 111.417465),(53 178.42703),(54 111.87797),(55 177.45853),(56 113.30427),(57 179.97937),(58 114.566505),(59 179.80089),(60 115.89678),(61 183.09547),(62 117.64542),(63 182.924),(64 117.45366),(65 185.0745),(66 118.606026),(67 184.21452),(68 119.42124),(69 185.81416),(70 121.03718),(71 186.18243),(72 120.713394),(73 186.72546),(74 121.05816),(75 186.10902),(76 121.64056),(77 186.02998),(78 120.775024),(79 185.47429),
(1 115.021225),(2 56.34163),(3 131.34598),(4 67.12279),(5 139.20204),(6 73.16114),(7 143.44896),(8 78.48323),(9 149.66948),(10 81.749146),(11 151.18529),(12 82.93495),(13 153.23094),(14 84.43777),(15 152.65039),(16 83.42348),(17 153.75302),(18 85.34078),(19 154.12881),(20 84.91825),(21 155.08641),(22 85.6939),(23 153.4845),(24 85.5899),(25 155.64119),(26 87.55423),(27 156.08273),(28 87.86482),(29 156.37482),(30 89.3821),(31 156.71588),(32 90.01239),(33 158.21758),(34 91.109535),(35 158.37173),(36 93.55488),(37 161.52007),(38 96.496605),(39 164.17848),(40 99.56971),(41 167.03412),(42 102.24239),(43 168.9102),(44 104.97555),(45 172.95409),(46 108.49447),(47 175.02554),(48 110.57017),(49 177.1164),(50 112.5683),(51 180.3597),(52 114.92594),(53 180.70512),(54 115.94537),(55 182.1538),(56 118.09241),(57 184.44225),(58 119.31314),(59 183.73871),(60 119.73162),(61 184.08028),(62 120.280815),(63 183.99326),(64 119.26277),(65 185.24113),(66 119.53859),(67 185.05762),(68 120.63681),(69 185.50362),(70 121.20818),(71 186.5518),(72 121.740135),(73 187.54105),(74 122.29296),(75 185.7478),(76 121.897675),(77 186.49469),(78 122.02328),(79 186.81288),
(1 114.14113),(2 55.498234),(3 130.05606),(4 66.15685),(5 137.5427),(6 72.51727),(7 141.9516),(8 76.31835),(9 146.91946),(10 80.644455),(11 148.62532),(12 81.4086),(13 149.71494),(14 83.28337),(15 151.56787),(16 83.34764),(17 152.33968),(18 83.60272),(19 151.53317),(20 83.99152),(21 153.08589),(22 84.61572),(23 152.21037),(24 83.4678),(25 153.81102),(26 84.691055),(27 153.70844),(28 85.42763),(29 154.20708),(30 87.516075),(31 155.21332),(32 89.12259),(33 158.32838),(34 92.25601),(35 159.48181),(36 93.906235),(37 162.36555),(38 97.13884),(39 163.79167),(40 98.49852),(41 165.85635),(42 100.84652),(43 168.63326),(44 103.62442),(45 171.09894),(46 105.888054),(47 171.69424),(48 107.105576),(49 174.40297),(50 109.9627),(51 176.19675),(52 110.92301),(53 178.21375),(54 112.52973),(55 178.81963),(56 114.27782),(57 180.59286),(58 116.30062),(59 181.50383),(60 116.31281),(61 182.21379),(62 117.5367),(63 181.08551),(64 115.99133),(65 181.57457),(66 116.66325),(67 181.11273),(68 116.375084),(69 183.29489),(70 117.10027),(71 182.60794),(72 117.717155),(73 183.51736),(74 118.478096),(75 182.6643),(76 117.58538),(77 182.88089),(78 117.61534),(79 181.89879),
(1 114.61712),(2 56.597065),(3 131.94339),(4 67.59284),(5 139.19368),(6 74.261665),(7 144.3682),(8 78.575294),(9 147.72523),(10 81.45254),(11 149.55229),(12 82.460236),(13 152.07747),(14 83.897125),(15 152.10405),(16 83.05555),(17 152.22021),(18 83.63),(19 151.10518),(20 83.623695),(21 152.75467),(22 84.39829),(23 152.74797),(24 83.876656),(25 154.35274),(26 85.662056),(27 155.10063),(28 86.49687),(29 155.19626),(30 87.37835),(31 154.71143),(32 87.80252),(33 156.59428),(34 90.01416),(35 157.72002),(36 91.57264),(37 159.7211),(38 94.098274),(39 162.94472),(40 96.435234),(41 165.0706),(42 98.60655),(43 166.22559),(44 100.22598),(45 167.724),(46 101.50369),(47 167.87283),(48 102.584274),(49 170.20464),(50 103.90727),(51 171.85262),(52 106.21384),(53 173.85501),(54 107.48904),(55 174.04785),(56 109.33417),(57 175.53545),(58 109.33718),(59 175.8898),(60 111.075165),(61 177.4318),(62 112.138794),(63 178.51389),(64 112.2256),(65 179.55135),(66 113.01412),(67 179.09325),(68 113.76961),(69 180.26694),(70 114.52915),(71 180.81035),(72 115.29481),(73 181.0837),(74 114.32891),(75 180.04367),(76 114.090004),(77 179.52963),(78 113.937454),(79 179.52147),
(1 109.49664),(2 54.305725),(3 126.55162),(4 65.8547),(5 135.93773),(6 73.04713),(7 139.45671),(8 76.24906),(9 143.3118),(10 79.727425),(11 144.39308),(12 79.7655),(13 147.31258),(14 81.72301),(15 147.47855),(16 81.048485),(17 147.54936),(18 81.4536),(19 147.14996),(20 81.8592),(21 148.21078),(22 82.82298),(23 147.23067),(24 81.20308),(25 147.50362),(26 82.31726),(27 148.46642),(28 84.004135),(29 150.34064),(30 85.9213),(31 151.04108),(32 87.68019),(33 153.52768),(34 89.98547),(35 155.8488),(36 92.10434),(37 158.23946),(38 95.735535),(39 160.77179),(40 98.30276),(41 163.81456),(42 101.313095),(43 165.3956),(44 101.98506),(45 166.8035),(46 105.09635),(47 168.37448),(48 106.44711),(49 170.30717),(50 108.645744),(51 172.61076),(52 109.014206),(53 173.48892),(54 110.69132),(55 172.64066),(56 109.84159),(57 173.39389),(58 110.18027),(59 172.55324),(60 110.89466),(61 174.01804),(62 111.114624),(63 174.93633),(64 111.394875),(65 176.63156),(66 112.781006),(67 177.51279),(68 114.59932),(69 178.14189),(70 115.28278),(71 178.44609),(72 116.61779),(73 180.16763),(74 116.56446),(75 179.63573),(76 116.71299),(77 180.5762),(78 116.41257),(79 178.86162),
(1 113.477356),(2 55.563362),(3 129.37253),(4 65.38273),(5 137.45062),(6 71.36407),(7 140.13847),(8 74.37085),(9 145.75163),(10 77.967415),(11 145.74533),(12 79.70277),(13 147.89847),(14 80.96426),(15 148.43732),(16 80.606636),(17 149.0616),(18 81.22215),(19 148.93352),(20 81.60321),(21 149.76399),(22 81.77196),(23 149.1608),(24 81.79534),(25 150.58087),(26 83.9672),(27 152.28166),(28 85.584656),(29 154.4863),(30 85.96099),(31 153.88695),(32 87.28924),(33 156.85556),(34 89.90877),(35 157.64984),(36 91.27909),(37 160.24078),(38 94.83732),(39 163.15381),(40 96.94601),(41 165.34987),(42 99.452705),(43 166.53119),(44 101.01997),(45 167.96924),(46 102.803986),(47 169.83714),(48 105.435814),(49 172.22496),(50 106.437706),(51 172.97131),(52 107.88423),(53 174.773),(54 108.16485),(55 174.48462),(56 109.99484),(57 176.65428),(58 110.50688),(59 177.34175),(60 112.39181),(61 179.35126),(62 113.0408),(63 178.65332),(64 112.92478),(65 179.56783),(66 114.25127),(67 179.7247),(68 114.03571),(69 179.65932),(70 113.8394),(71 180.83324),(72 114.548035),(73 181.12952),(74 114.16444),(75 179.46223),(76 113.36376),(77 179.31622),(78 112.83613),(79 178.85739),
(1 111.543335),(2 53.197243),(3 127.64634),(4 63.7148),(5 135.08801),(6 70.22324),(7 138.713),(8 74.096855),(9 142.82086),(10 76.84105),(11 144.93564),(12 78.81522),(13 146.44254),(14 79.68003),(15 146.67963),(16 79.758835),(17 148.20883),(18 81.10745),(19 147.96732),(20 81.03525),(21 149.157),(22 81.813805),(23 149.10371),(24 81.45072),(25 149.96155),(26 83.82964),(27 151.05772),(28 83.71689),(29 151.66577),(30 85.23109),(31 152.64395),(32 86.43904),(33 153.71248),(34 87.58963),(35 154.9181),(36 89.94153),(37 156.89128),(38 93.10191),(39 160.6149),(40 95.28708),(41 162.00655),(42 96.46944),(43 162.71828),(44 98.247696),(45 165.65991),(46 100.378845),(47 166.79916),(48 102.42866),(49 169.12674),(50 103.96144),(51 169.52643),(52 104.920654),(53 172.12596),(54 106.79762),(55 172.63408),(56 107.407585),(57 173.44725),(58 108.92391),(59 173.30815),(60 110.35433),(61 175.5986),(62 111.058044),(63 175.59103),(64 110.58075),(65 176.0994),(66 112.14086),(67 176.31467),(68 111.505714),(69 177.41522),(70 111.62385),(71 177.36528),(72 112.88013),(73 178.04404),(74 113.33577),(75 177.61458),(76 112.60127),(77 178.06506),(78 113.00771),(79 177.40178),
(1 109.6527),(2 53.027122),(3 126.33144),(4 64.55244),(5 135.91357),(6 71.59866),(7 139.66685),(8 75.11811),(9 144.10953),(10 78.569405),(11 145.28314),(12 79.16573),(13 147.3602),(14 80.16935),(15 147.44374),(16 79.897194),(17 147.54895),(18 80.3557),(19 147.76971),(20 81.154655),(21 149.0514),(22 82.71272),(23 148.86801),(24 81.54553),(25 150.04204),(26 84.022285),(27 149.49524),(28 83.190254),(29 150.5139),(30 85.01299),(31 149.75072),(32 85.75399),(33 152.62894),(34 87.19899),(35 152.94322),(36 89.573845),(37 155.92134),(38 91.5586),(39 158.15065),(40 94.17148),(41 160.91742),(42 97.48158),(43 161.84583),(44 98.60226),(45 164.40797),(46 101.87212),(47 166.22037),(48 104.12718),(49 169.1751),(50 106.569916),(51 170.10017),(52 107.94701),(53 173.2826),(54 109.14561),(55 172.76405),(56 109.73523),(57 173.04025),(58 110.52764),(59 172.56287),(60 110.337975),(61 174.48042),(62 112.63425),(63 175.62032),(64 111.586494),(65 175.9878),(66 113.4544),(67 177.03275),(68 113.917625),(69 178.70055),(70 115.26869),(71 177.6867),(72 115.2771),(73 178.74162),(74 115.5983),(75 179.54866),(76 115.565994),(77 179.99919),(78 115.6579),(79 178.90602),
(1 106.44664),(2 52.2769),(3 122.325966),(4 62.26459),(5 129.5355),(6 68.6855),(7 134.21065),(8 73.17502),(9 138.89157),(10 75.85148),(11 139.14537),(12 76.41891),(13 141.28061),(14 77.571884),(15 142.27185),(16 77.66725),(17 143.0931),(18 78.603134),(19 142.02257),(20 79.141495),(21 143.23228),(22 79.35257),(23 143.25598),(24 79.14826),(25 143.52841),(26 80.38624),(27 144.25648),(28 80.78707),(29 145.0414),(30 81.696175),(31 145.32637),(32 83.28292),(33 147.41733),(34 85.59295),(35 149.18405),(36 87.41983),(37 150.994),(38 89.168755),(39 152.8762),(40 91.66919),(41 154.76169),(42 93.82389),(43 156.13953),(44 95.33268),(45 158.93501),(46 98.66105),(47 161.56711),(48 100.697395),(49 163.69557),(50 103.00036),(51 164.97078),(52 103.69503),(53 165.6136),(54 104.91275),(55 166.57654),(56 105.66461),(57 167.5477),(58 105.92067),(59 166.54759),(60 105.50582),(61 167.02055),(62 106.196335),(63 167.23083),(64 105.971695),(65 168.5858),(66 107.8143),(67 169.24307),(68 107.78929),(69 170.45322),(70 109.552025),(71 172.04276),(72 110.67909),(73 172.26393),(74 111.31306),(75 171.27998),(76 110.06358),(77 171.39061),(78 110.23369),(79 171.43715),
(1 107.18089),(2 52.582),(3 122.96131),(4 62.43951),(5 129.72276),(6 68.74948),(7 133.9046),(8 72.246475),(9 138.54614),(10 75.57244),(11 140.07033),(12 76.763535),(13 141.7475),(14 79.0891),(15 143.53214),(16 79.34112),(17 144.24861),(18 79.75557),(19 143.12552),(20 79.36202),(21 143.3341),(22 79.19327),(23 142.99147),(24 79.26354),(25 144.76025),(26 80.60866),(27 145.35489),(28 81.20782),(29 145.99884),(30 82.74427),(31 146.93745),(32 83.680885),(33 148.44525),(34 85.66623),(35 149.6281),(36 86.6235),(37 151.02754),(38 89.05347),(39 153.4304),(40 92.20065),(41 156.47925),(42 95.51405),(43 158.05684),(44 97.52771),(45 160.65172),(46 98.50634),(47 161.12526),(48 99.98503),(49 163.89835),(50 102.95385),(51 165.17174),(52 103.580055),(53 166.86267),(54 105.26304),(55 167.50214),(56 106.38968),(57 168.252),(58 105.79537),(59 167.74954),(60 106.862915),(61 169.30814),(62 107.8836),(63 169.17259),(64 106.15496),(65 169.16302),(66 108.08618),(67 169.37274),(68 108.57449),(69 171.0022),(70 109.40276),(71 170.99287),(72 109.99172),(73 172.5651),(74 111.0818),(75 172.5029),(76 110.82878),(77 172.94524),(78 111.814644),(79 173.84196),
(1 107.320114),(2 51.866405),(3 123.445984),(4 61.625076),(5 130.88068),(6 67.76535),(7 135.1273),(8 71.510086),(9 138.49255),(10 75.00771),(11 139.9854),(12 75.407295),(13 141.03076),(14 76.45787),(15 141.44617),(16 76.50474),(17 142.70772),(18 77.2346),(19 141.92905),(20 77.53273),(21 143.4037),(22 77.8769),(23 143.05313),(24 78.239525),(25 144.33101),(26 79.5945),(27 145.76215),(28 80.96773),(29 145.7811),(30 81.86468),(31 146.32265),(32 83.41569),(33 147.05461),(34 84.415276),(35 148.7242),(36 86.40032),(37 151.03662),(38 88.342766),(39 152.96793),(40 91.18215),(41 155.54193),(42 93.64113),(43 156.34862),(44 95.798904),(45 158.47795),(46 97.241554),(47 159.13477),(48 98.07862),(49 161.5553),(50 100.13063),(51 163.51791),(52 101.56183),(53 164.5722),(54 103.57547),(55 165.15921),(56 104.62028),(57 166.17804),(58 105.67774),(59 166.05745),(60 105.86681),(61 167.23354),(62 107.49974),(63 167.72058),(64 106.201805),(65 168.44289),(66 108.199036),(67 169.61116),(68 109.02839),(69 172.07649),(70 109.9538),(71 171.7164),(72 111.457275),(73 173.7837),(74 111.78064),(75 173.87193),(76 112.04016),(77 173.62175),(78 112.22119),(79 173.39189),
(1 105.06419),(2 51.05967),(3 120.96825),(4 60.761654),(5 128.02124),(6 66.85735),(7 132.22641),(8 70.7417),(9 135.9571),(10 74.0023),(11 137.71097),(12 74.67326),(13 139.63861),(14 76.65901),(15 140.13562),(16 76.4846),(17 140.50555),(18 77.1752),(19 139.49661),(20 76.934296),(21 141.35008),(22 77.49428),(23 140.44151),(24 76.82566),(25 141.50734),(26 77.688484),(27 142.31108),(28 78.79636),(29 142.91385),(30 80.01225),(31 143.42427),(32 80.81699),(33 145.22787),(34 82.66189),(35 145.42627),(36 84.08025),(37 148.28671),(38 87.001045),(39 150.81345),(40 89.52383),(41 151.92128),(42 91.3667),(43 153.34138),(44 92.82605),(45 156.64032),(46 95.147606),(47 156.64035),(48 97.50279),(49 159.74208),(50 98.94699),(51 160.191),(52 99.62263),(53 161.78992),(54 101.74617),(55 163.07123),(56 102.323784),(57 164.53998),(58 104.079254),(59 165.51315),(60 104.02154),(61 166.31259),(62 106.31443),(63 166.20052),(64 105.45739),(65 166.87581),(66 106.40243),(67 167.23016),(68 107.27101),(69 168.13051),(70 107.89503),(71 168.67667),(72 108.78858),(73 170.40628),(74 108.958565),(75 169.28938),(76 108.67016),(77 170.16931),(78 109.899445),(79 169.343),
(1 105.278076),(2 50.6385),(3 120.5592),(4 60.5839),(5 128.03697),(6 66.5654),(7 132.83704),(8 70.67827),(9 137.72058),(10 74.11577),(11 138.10623),(12 74.468735),(13 140.10468),(14 76.076546),(15 139.80249),(16 76.18679),(17 140.36618),(18 76.26916),(19 140.53781),(20 76.286766),(21 141.01862),(22 77.181305),(23 141.01106),(24 77.25878),(25 141.99951),(26 79.06494),(27 143.33728),(28 78.775154),(29 143.34103),(30 80.06656),(31 144.55603),(32 81.42811),(33 145.69423),(34 82.394295),(35 147.31932),(36 84.84677),(37 149.4202),(38 87.32164),(39 152.05305),(40 90.20466),(41 155.20341),(42 92.709656),(43 156.3243),(44 94.49628),(45 159.3593),(46 97.18375),(47 160.06499),(48 98.40817),(49 162.33643),(50 101.47275),(51 164.47136),(52 103.1585),(53 165.8519),(54 104.27643),(55 166.34818),(56 104.57745),(57 167.03107),(58 104.838),(59 166.195),(60 104.69275),(61 167.16173),(62 105.525536),(63 167.72002),(64 106.086136),(65 167.78056),(66 106.54902),(67 167.67949),(68 106.989586),(69 169.01476),(70 107.11993),(71 168.92767),(72 107.34479),(73 169.77856),(74 107.34332),(75 168.40398),(76 106.963326),(77 169.4093),(78 107.06896),(79 168.16707),
(1 102.67072),(2 50.29054),(3 118.47759),(4 60.757534),(5 126.42607),(6 66.96063),(7 130.11765),(8 69.91396),(9 134.68639),(10 72.83072),(11 135.2995),(12 74.3472),(13 137.35643),(14 75.541374),(15 137.26672),(16 75.464035),(17 138.71147),(18 75.65707),(19 137.97075),(20 75.76293),(21 138.28078),(22 76.31528),(23 138.37158),(24 76.236755),(25 139.56522),(26 78.71381),(27 140.7427),(28 78.26002),(29 139.95233),(30 79.71189),(31 141.14339),(32 81.065636),(33 143.15129),(34 82.30888),(35 144.48497),(36 83.97673),(37 145.83633),(38 86.60879),(39 147.98785),(40 87.76557),(41 150.1545),(42 90.889496),(43 151.91956),(44 93.5571),(45 154.38336),(46 94.899506),(47 155.66066),(48 96.45716),(49 157.20174),(50 98.89534),(51 159.7452),(52 100.15721),(53 160.32925),(54 101.341),(55 160.23056),(56 102.5364),(57 162.49126),(58 103.002846),(59 161.69127),(60 103.00177),(61 162.16463),(62 102.76042),(63 161.99986),(64 103.09838),(65 162.42177),(66 103.81231),(67 162.57855),(68 105.09425),(69 165.15732),(70 105.47703),(71 164.00638),(72 105.26127),(73 164.33449),(74 104.90802),(75 165.51355),(76 104.8163),(77 165.17068),(78 106.17373),(79 165.20021),
(1 102.73119),(2 50.174828),(3 118.32661),(4 59.41541),(5 124.62523),(6 65.39313),(7 129.07869),(8 68.431854),(9 133.7938),(10 72.28992),(11 134.47667),(12 73.03689),(13 135.44585),(14 74.76227),(15 136.67322),(16 74.45134),(17 138.40497),(18 75.0707),(19 137.80855),(20 75.80201),(21 138.62813),(22 76.36152),(23 138.26369),(24 76.152756),(25 138.84775),(26 77.10335),(27 140.6076),(28 77.21572),(29 140.82991),(30 78.794334),(31 141.29546),(32 80.05758),(33 143.30647),(34 81.758965),(35 144.05386),(36 82.70598),(37 145.78763),(38 85.68943),(39 148.08331),(40 87.56197),(41 150.00465),(42 89.638405),(43 150.72643),(44 91.38836),(45 153.29366),(46 94.285126),(47 154.77522),(48 95.599495),(49 157.02101),(50 97.568954),(51 157.95287),(52 98.68311),(53 159.09692),(54 99.44122),(55 159.77496),(56 100.630424),(57 161.21811),(58 101.84568),(59 161.18771),(60 101.98317),(61 162.50401),(62 103.04955),(63 162.70573),(64 102.03341),(65 162.83641),(66 103.49584),(67 163.27374),(68 103.67111),(69 163.82976),(70 102.26369),(71 162.4866),(72 103.31049),(73 163.20389),(74 103.31192),(75 162.60654),(76 102.55803),(77 162.452),(78 102.807846),(79 161.88812),
(1 102.80635),(2 49.502174),(3 117.462425),(4 59.629776),(5 125.43425),(6 65.872635),(7 130.17645),(8 69.72848),(9 133.59253),(10 72.53141),(11 135.15408),(12 73.24631),(13 136.50696),(14 74.51132),(15 136.8769),(16 74.82897),(17 137.8032),(18 74.97715),(19 136.44308),(20 75.330025),(21 138.32253),(22 75.761986),(23 138.0159),(24 75.57919),(25 139.00308),(26 77.53704),(27 139.94626),(28 77.82683),(29 140.83261),(30 79.581215),(31 141.99222),(32 81.00854),(33 143.9674),(34 82.50272),(35 143.99458),(36 84.26272),(37 146.50925),(38 86.40336),(39 148.2899),(40 88.2543),(41 150.32957),(42 89.76607),(43 151.0748),(44 91.900375),(45 155.00316),(46 95.02219),(47 156.40477),(48 96.506134),(49 157.59639),(50 99.0594),(51 159.61177),(52 99.86837),(53 161.02321),(54 101.07446),(55 160.81435),(56 101.5565),(57 162.44829),(58 102.586174),(59 161.72208),(60 103.65499),(61 164.08006),(62 104.308304),(63 164.05623),(64 103.24489),(65 164.70087),(66 105.20444),(67 165.18875),(68 104.65926),(69 164.69711),(70 104.611465),(71 163.36559),(72 104.40935),(73 165.18773),(74 105.58033),(75 165.21036),(76 105.15511),(77 165.66711),(78 106.131355),(79 165.25214),
(1 101.5822),(2 48.79031),(3 116.97845),(4 59.433422),(5 124.73594),(6 64.965164),(7 128.5867),(8 68.05229),(9 133.1566),(10 70.82681),(11 133.89247),(12 71.61623),(13 135.57451),(14 73.33563),(15 135.80661),(16 73.514496),(17 136.50504),(18 73.51811),(19 135.63083),(20 74.55526),(21 136.28763),(22 74.35451),(23 135.68965),(24 73.580376),(25 136.12573),(26 74.97005),(27 137.00343),(28 75.698296),(29 138.80498),(30 77.93823),(31 138.69604),(32 78.75173),(33 139.58203),(34 80.246635),(35 140.09126),(36 81.56319),(37 142.37582),(38 84.6121),(39 144.90529),(40 86.322205),(41 146.55768),(42 88.69542),(43 148.49492),(44 90.48685),(45 150.27098),(46 92.554535),(47 152.68896),(48 94.720825),(49 154.29515),(50 97.47604),(51 155.93636),(52 97.90356),(53 157.3158),(54 99.59017),(55 158.38654),(56 100.66393),(57 159.8921),(58 101.61086),(59 159.8523),(60 101.83764),(61 161.53123),(62 102.8262),(63 160.6189),(64 102.21203),(65 161.78766),(66 103.34416),(67 161.27945),(68 103.40154),(69 162.20863),(70 103.135735),(71 162.97357),(72 104.70012),(73 163.64008),(74 105.37867),(75 163.84888),(76 103.97471),(77 163.24622),(78 103.89671),(79 163.38843),
