1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 937.93286),(2 1102.5881),(3 1200.9615),(4 1262.7866),(5 1292.3877),(6 1308.6296),(7 1349.1268),(8 1368.5657),(9 1373.1746),(10 1407.309),(11 1422.6741),(12 1420.458),(13 1410.7377),(14 1429.0803),(15 1433.5052),(16 1420.4717),(17 1423.936),(18 1425.9857),(19 1439.3812),(20 1440.2626),(21 1451.7518),(22 1473.4966),(23 1469.504),(24 1479.0908),(25 1490.2828),(26 1461.5244),(27 1487.9733),(28 1463.7274),(29 1460.44),(30 1459.7552),(31 1455.9741),(32 1452.2489),(33 1467.2223),(34 1451.7648),(35 1446.6481),(36 1447.4651),(37 1485.7036),(38 1474.4637),(39 1476.827),(40 1479.9674),(41 1480.2112),(42 1486.4932),(43 1486.5405),(44 1482.5834),(45 1513.965),(46 1494.9438),(47 1523.3574),(48 1533.4501),(49 1539.5543),(50 1541.6464),(51 1562.8796),(52 1595.811),(53 1596.4034),(54 1611.5052),(55 1611.6278),(56 1624.5282),(57 1620.7135),(58 1624.4036),(59 1630.6223),(60 1623.0781),(61 1632.5916),(62 1637.8884),(63 1645.8391),(64 1635.0513),(65 1654.5415),(66 1649.8193),(67 1678.87),(68 1667.6921),(69 1670.2589),(70 1657.8812),(71 1666.9629),(72 1662.3591),(73 1653.8652),(74 1650.2831),(75 1654.8135),(76 1648.2864),(77 1644.2635),(78 1636.0957),(79 1645.2476),
(1 906.6838),(2 1061.0392),(3 1164.2319),(4 1229.046),(5 1264.7185),(6 1290.321),(7 1360.6288),(8 1362.9531),(9 1377.2162),(10 1394.5948),(11 1413.3353),(12 1412.6467),(13 1422.792),(14 1428.3231),(15 1441.029),(16 1433.441),(17 1451.3163),(18 1439.523),(19 1427.7645),(20 1430.1725),(21 1435.6676),(22 1467.0308),(23 1471.9629),(24 1485.503),(25 1479.2179),(26 1478.8893),(27 1486.0419),(28 1441.842),(29 1434.6096),(30 1435.5981),(31 1442.4125),(32 1451.8865),(33 1453.5686),(34 1447.2236),(35 1432.276),(36 1418.8464),(37 1451.442),(38 1433.4833),(39 1435.9036),(40 1423.8912),(41 1459.2885),(42 1447.6649),(43 1452.8883),(44 1430.033),(45 1426.549),(46 1436.1377),(47 1445.656),(48 1452.4955),(49 1462.1633),(50 1466.6774),(51 1514.1182),(52 1551.2579),(53 1543.8528),(54 1571.3344),(55 1587.0994),(56 1598.7277),(57 1613.582),(58 1617.3842),(59 1612.0063),(60 1615.561),(61 1621.6022),(62 1599.5587),(63 1612.1064),(64 1602.2073),(65 1603.1332),(66 1615.3),(67 1637.307),(68 1636.9446),(69 1618.0552),(70 1624.6685),(71 1618.3685),(72 1599.8411),(73 1611.5796),(74 1597.8441),(75 1615.3082),(76 1603.8734),(77 1603.8705),(78 1605.1168),(79 1605.099),
(1 886.6539),(2 1026.5837),(3 1132.7701),(4 1194.2649),(5 1231.5946),(6 1269.0177),(7 1330.8107),(8 1331.6091),(9 1365.6597),(10 1369.3193),(11 1369.4899),(12 1366.8956),(13 1372.123),(14 1373.3722),(15 1400.8744),(16 1400.419),(17 1408.6718),(18 1386.6052),(19 1393.4346),(20 1393.8037),(21 1397.0259),(22 1427.9167),(23 1414.1011),(24 1430.4346),(25 1451.2863),(26 1449.9039),(27 1473.9938),(28 1442.382),(29 1444.7737),(30 1434.7551),(31 1415.911),(32 1428.2698),(33 1430.4159),(34 1416.2454),(35 1420.1385),(36 1400.8887),(37 1411.6989),(38 1389.6659),(39 1411.8179),(40 1433.6661),(41 1440.2106),(42 1433.1196),(43 1417.4303),(44 1429.9097),(45 1423.6477),(46 1413.5089),(47 1411.5569),(48 1421.1611),(49 1424.5707),(50 1421.101),(51 1441.1001),(52 1484.3829),(53 1505.7152),(54 1507.6843),(55 1533.4269),(56 1534.9778),(57 1554.8097),(58 1542.3346),(59 1562.7878),(60 1553.5757),(61 1565.6357),(62 1570.4054),(63 1587.5771),(64 1600.3208),(65 1596.9409),(66 1593.7786),(67 1618.7164),(68 1620.3483),(69 1586.6797),(70 1596.1614),(71 1568.8743),(72 1568.4569),(73 1554.7986),(74 1543.2982),(75 1558.4192),(76 1553.1764),(77 1544.5736),(78 1545.079),(79 1535.6602),
(1 885.1816),(2 1028.508),(3 1135.1475),(4 1208.615),(5 1260.9373),(6 1300.9729),(7 1349.6721),(8 1357.2393),(9 1375.4205),(10 1393.8335),(11 1398.9352),(12 1404.7797),(13 1406.5825),(14 1434.2916),(15 1440.2802),(16 1459.9067),(17 1466.5978),(18 1464.8792),(19 1472.3684),(20 1476.2808),(21 1495.6862),(22 1499.8136),(23 1506.1472),(24 1536.3213),(25 1547.9811),(26 1535.6516),(27 1545.2118),(28 1504.5577),(29 1501.3767),(30 1489.8518),(31 1485.1278),(32 1507.2533),(33 1514.0049),(34 1510.82),(35 1504.9971),(36 1484.3755),(37 1476.1434),(38 1464.1246),(39 1477.0608),(40 1495.2423),(41 1480.6125),(42 1483.6584),(43 1477.5359),(44 1484.0421),(45 1498.5364),(46 1498.983),(47 1490.9916),(48 1504.4305),(49 1523.8505),(50 1523.0953),(51 1537.7999),(52 1572.6204),(53 1578.0308),(54 1595.1116),(55 1614.7917),(56 1613.0056),(57 1622.7843),(58 1620.3293),(59 1626.5104),(60 1638.335),(61 1635.4583),(62 1640.3701),(63 1656.5509),(64 1669.9442),(65 1662.2174),(66 1675.71),(67 1676.7324),(68 1674.7604),(69 1659.632),(70 1679.7174),(71 1657.3197),(72 1652.4443),(73 1640.8483),(74 1632.0846),(75 1632.9536),(76 1633.9495),(77 1639.5272),(78 1644.9781),(79 1638.359),
(1 867.7932),(2 1001.5495),(3 1111.2854),(4 1188.2362),(5 1240.3948),(6 1270.8878),(7 1351.3135),(8 1347.5533),(9 1374.5258),(10 1383.9958),(11 1418.5392),(12 1415.3726),(13 1431.6713),(14 1452.6381),(15 1466.5804),(16 1461.0243),(17 1471.4337),(18 1456.8251),(19 1477.0908),(20 1478.7869),(21 1481.6298),(22 1507.3247),(23 1516.456),(24 1503.1705),(25 1511.6343),(26 1517.2363),(27 1534.9313),(28 1506.3046),(29 1490.3152),(30 1504.8356),(31 1487.597),(32 1488.7849),(33 1478.7374),(34 1475.1874),(35 1493.0698),(36 1476.3673),(37 1469.8837),(38 1460.3174),(39 1451.2302),(40 1456.9792),(41 1457.7688),(42 1463.3096),(43 1440.5924),(44 1441.2798),(45 1452.2167),(46 1455.4985),(47 1449.4827),(48 1477.4253),(49 1482.9438),(50 1493.8112),(51 1512.9723),(52 1528.3618),(53 1530.0468),(54 1537.5669),(55 1570.2649),(56 1571.4602),(57 1583.6228),(58 1564.9421),(59 1574.4891),(60 1587.7897),(61 1586.0841),(62 1583.311),(63 1599.8372),(64 1618.1702),(65 1604.4801),(66 1616.7797),(67 1623.4128),(68 1631.6486),(69 1621.6804),(70 1617.2067),(71 1589.347),(72 1580.3054),(73 1570.5994),(74 1573.4524),(75 1562.2216),(76 1552.4596),(77 1544.6298),(78 1524.8407),(79 1529.2449),
(1 841.93005),(2 962.26715),(3 1071.1112),(4 1141.8444),(5 1178.1278),(6 1226.4734),(7 1282.5046),(8 1299.7528),(9 1319.0385),(10 1342.0726),(11 1353.0034),(12 1369.8505),(13 1370.3053),(14 1374.5778),(15 1382.3823),(16 1378.8042),(17 1387.444),(18 1380.9883),(19 1385.9221),(20 1379.9886),(21 1372.2108),(22 1385.4453),(23 1403.527),(24 1415.2738),(25 1420.7045),(26 1420.4121),(27 1432.6693),(28 1411.9149),(29 1403.4419),(30 1403.5226),(31 1382.2394),(32 1382.6992),(33 1374.6277),(34 1383.1875),(35 1394.954),(36 1385.8661),(37 1407.4713),(38 1383.1625),(39 1383.7659),(40 1401.2644),(41 1402.4502),(42 1410.3553),(43 1411.2045),(44 1421.3628),(45 1422.2316),(46 1422.4497),(47 1442.6897),(48 1456.8578),(49 1470.9701),(50 1473.3484),(51 1475.5183),(52 1502.1306),(53 1498.6449),(54 1494.3456),(55 1500.2377),(56 1519.5751),(57 1527.4546),(58 1522.1841),(59 1520.0392),(60 1540.3999),(61 1540.8275),(62 1533.3995),(63 1529.5234),(64 1519.9946),(65 1506.3466),(66 1509.5574),(67 1522.1527),(68 1515.8289),(69 1513.3887),(70 1525.754),(71 1507.594),(72 1496.7863),(73 1483.8525),(74 1482.671),(75 1482.793),(76 1475.2987),(77 1468.2928),(78 1479.2242),(79 1449.4325),
(1 817.22644),(2 943.5549),(3 1058.9946),(4 1126.9911),(5 1169.08),(6 1205.0138),(7 1262.8163),(8 1278.1752),(9 1298.5791),(10 1313.1299),(11 1326.8538),(12 1357.4202),(13 1356.1035),(14 1370.1774),(15 1377.8785),(16 1380.4264),(17 1386.1115),(18 1407.178),(19 1394.79),(20 1394.1045),(21 1387.4296),(22 1417.6323),(23 1426.6307),(24 1420.847),(25 1433.0399),(26 1406.2322),(27 1411.1685),(28 1392.3761),(29 1389.993),(30 1389.7639),(31 1386.7659),(32 1372.8188),(33 1364.6075),(34 1362.3318),(35 1369.276),(36 1363.3938),(37 1372.1543),(38 1352.3395),(39 1356.8998),(40 1368.7953),(41 1353.4327),(42 1349.7144),(43 1343.5797),(44 1346.0555),(45 1338.9175),(46 1316.9624),(47 1334.917),(48 1342.7109),(49 1353.7673),(50 1359.6017),(51 1366.0939),(52 1397.4335),(53 1394.5195),(54 1398.7704),(55 1412.6154),(56 1415.5355),(57 1434.97),(58 1433.0953),(59 1444.1838),(60 1465.3678),(61 1455.4476),(62 1469.0122),(63 1484.5552),(64 1477.5792),(65 1471.9482),(66 1465.9888),(67 1501.4348),(68 1498.4979),(69 1495.1686),(70 1493.6139),(71 1503.2661),(72 1484.1111),(73 1485.5339),(74 1486.3081),(75 1485.6135),(76 1459.2208),(77 1466.2793),(78 1460.3253),(79 1447.0394),
(1 815.12396),(2 945.37244),(3 1059.8353),(4 1132.0454),(5 1171.5002),(6 1215.615),(7 1261.9728),(8 1280.2545),(9 1289.2305),(10 1300.2484),(11 1311.4722),(12 1335.9985),(13 1327.3676),(14 1344.2119),(15 1356.2041),(16 1351.7896),(17 1361.6451),(18 1364.0804),(19 1359.7725),(20 1364.327),(21 1356.9575),(22 1378.329),(23 1366.9712),(24 1389.1255),(25 1388.7603),(26 1379.5105),(27 1376.8406),(28 1363.1693),(29 1350.6927),(30 1355.9595),(31 1338.2206),(32 1324.3444),(33 1332.8033),(34 1324.332),(35 1335.8207),(36 1304.4736),(37 1337.1597),(38 1338.2765),(39 1334.6644),(40 1324.259),(41 1319.7333),(42 1333.2709),(43 1329.2131),(44 1342.8302),(45 1348.6172),(46 1345.4763),(47 1360.8029),(48 1385.2561),(49 1382.3545),(50 1392.6267),(51 1410.1036),(52 1457.1904),(53 1456.0214),(54 1472.7526),(55 1469.1345),(56 1481.791),(57 1509.769),(58 1501.0989),(59 1525.5826),(60 1531.3838),(61 1530.3969),(62 1532.6893),(63 1533.4667),(64 1527.7662),(65 1507.1064),(66 1501.4115),(67 1510.7677),(68 1511.4342),(69 1505.4203),(70 1522.1466),(71 1514.4581),(72 1513.8407),(73 1495.921),(74 1496.8562),(75 1484.9808),(76 1479.4918),(77 1475.4377),(78 1469.4272),(79 1466.7806),
(1 815.192),(2 930.0066),(3 1039.41),(4 1098.611),(5 1147.2794),(6 1184.5092),(7 1243.3636),(8 1272.0055),(9 1285.5918),(10 1300.5585),(11 1315.0845),(12 1324.3671),(13 1324.695),(14 1338.61),(15 1348.5795),(16 1356.3335),(17 1354.7081),(18 1362.6667),(19 1362.7673),(20 1361.9827),(21 1366.1724),(22 1381.1611),(23 1388.1044),(24 1396.0544),(25 1401.3113),(26 1391.4908),(27 1390.1097),(28 1383.8711),(29 1369.5547),(30 1365.2089),(31 1354.4159),(32 1353.6145),(33 1361.3903),(34 1343.0383),(35 1351.9681),(36 1345.0846),(37 1368.3552),(38 1371.4241),(39 1373.7834),(40 1364.4713),(41 1359.3732),(42 1353.2346),(43 1341.3654),(44 1347.6576),(45 1351.0897),(46 1354.8179),(47 1354.9182),(48 1355.9071),(49 1376.28),(50 1363.5667),(51 1377.5154),(52 1402.7368),(53 1422.7117),(54 1428.2733),(55 1441.7208),(56 1460.3807),(57 1468.3818),(58 1469.4158),(59 1469.896),(60 1486.7902),(61 1479.4086),(62 1485.4897),(63 1493.4357),(64 1484.8713),(65 1484.3167),(66 1490.6844),(67 1489.4033),(68 1490.0284),(69 1479.5007),(70 1499.0487),(71 1495.7649),(72 1491.9846),(73 1484.4524),(74 1473.0157),(75 1481.5496),(76 1465.1348),(77 1470.2523),(78 1469.4329),(79 1450.6931),
(1 772.8995),(2 897.12506),(3 1002.59454),(4 1053.3584),(5 1096.2424),(6 1123.5353),(7 1152.8386),(8 1174.44),(9 1180.7689),(10 1199.7621),(11 1212.4812),(12 1225.1171),(13 1232.8477),(14 1242.964),(15 1250.1852),(16 1263.028),(17 1268.8099),(18 1278.2152),(19 1286.5746),(20 1282.3672),(21 1287.379),(22 1297.9526),(23 1293.3613),(24 1296.7184),(25 1302.7328),(26 1298.7675),(27 1297.245),(28 1293.0471),(29 1275.8115),(30 1283.5126),(31 1265.5768),(32 1261.4055),(33 1271.2053),(34 1246.0648),(35 1252.6184),(36 1253.358),(37 1263.2368),(38 1258.8444),(39 1257.1681),(40 1262.8788),(41 1254.8159),(42 1266.4625),(43 1255.8428),(44 1277.2277),(45 1269.2992),(46 1279.1488),(47 1289.0743),(48 1285.6554),(49 1319.2373),(50 1326.9171),(51 1337.3622),(52 1366.281),(53 1361.8235),(54 1378.4204),(55 1382.0038),(56 1391.68),(57 1389.2811),(58 1391.5724),(59 1388.5508),(60 1390.7484),(61 1395.808),(62 1397.7555),(63 1406.573),(64 1404.2225),(65 1412.992),(66 1413.2009),(67 1431.6605),(68 1423.9254),(69 1417.772),(70 1425.984),(71 1410.6014),(72 1419.7577),(73 1402.5348),(74 1398.7793),(75 1384.6992),(76 1369.1323),(77 1367.7225),(78 1362.1172),(79 1353.4631),
(1 782.68335),(2 900.6021),(3 982.3753),(4 1054.414),(5 1077.0186),(6 1125.8055),(7 1165.3596),(8 1168.8632),(9 1188.0338),(10 1187.6942),(11 1201.2667),(12 1216.0422),(13 1218.5343),(14 1232.1556),(15 1232.6074),(16 1243.2667),(17 1255.0283),(18 1244.7701),(19 1248.5679),(20 1262.6592),(21 1264.4597),(22 1295.0663),(23 1275.7393),(24 1280.0566),(25 1285.7721),(26 1280.1959),(27 1292.1104),(28 1265.7435),(29 1253.6049),(30 1229.4431),(31 1221.7155),(32 1220.7288),(33 1217.3678),(34 1225.9326),(35 1227.8126),(36 1222.5546),(37 1261.95),(38 1248.3037),(39 1249.0485),(40 1248.1504),(41 1240.5564),(42 1242.5375),(43 1235.9733),(44 1249.7378),(45 1268.0165),(46 1258.2513),(47 1249.0203),(48 1248.7397),(49 1272.6464),(50 1276.2736),(51 1287.3676),(52 1332.0647),(53 1326.8125),(54 1333.0804),(55 1322.6069),(56 1322.1237),(57 1325.7859),(58 1336.5361),(59 1317.0665),(60 1315.7238),(61 1322.188),(62 1322.6422),(63 1345.3313),(64 1350.4644),(65 1346.3333),(66 1351.784),(67 1366.9796),(68 1359.8973),(69 1352.0217),(70 1355.6655),(71 1352.9404),(72 1351.1415),(73 1348.1753),(74 1359.2839),(75 1360.2152),(76 1372.4961),(77 1360.5654),(78 1374.706),(79 1354.225),
(1 743.9744),(2 854.2519),(3 945.9666),(4 1008.3959),(5 1044.879),(6 1083.8091),(7 1107.6323),(8 1128.3185),(9 1137.7709),(10 1144.2384),(11 1162.1099),(12 1170.6031),(13 1171.7683),(14 1194.5256),(15 1193.0432),(16 1204.7983),(17 1198.3369),(18 1205.422),(19 1204.2789),(20 1205.0629),(21 1223.0581),(22 1255.3263),(23 1258.0219),(24 1265.5332),(25 1265.8065),(26 1255.519),(27 1262.4594),(28 1226.0695),(29 1232.1222),(30 1230.6443),(31 1231.3433),(32 1221.5239),(33 1221.14),(34 1224.4296),(35 1229.0242),(36 1218.1315),(37 1231.2557),(38 1214.2325),(39 1217.1057),(40 1215.4336),(41 1212.2264),(42 1211.3467),(43 1200.9015),(44 1212.3864),(45 1202.639),(46 1208.863),(47 1198.2806),(48 1208.0651),(49 1225.5195),(50 1234.0759),(51 1236.8348),(52 1282.9031),(53 1266.0902),(54 1283.061),(55 1282.6758),(56 1297.6912),(57 1304.412),(58 1312.2821),(59 1314.4374),(60 1315.9635),(61 1317.5426),(62 1315.393),(63 1342.1335),(64 1332.1362),(65 1336.6569),(66 1347.1798),(67 1368.7324),(68 1373.0068),(69 1366.3358),(70 1368.0973),(71 1351.1345),(72 1362.0708),(73 1338.9084),(74 1336.215),(75 1347.0713),(76 1339.1392),(77 1338.7913),(78 1330.8115),(79 1325.5995),
(1 763.1874),(2 869.1804),(3 966.32404),(4 1018.02246),(5 1059.0089),(6 1087.4656),(7 1122.7622),(8 1140.4294),(9 1160.0927),(10 1182.1073),(11 1191.6797),(12 1204.5935),(13 1215.5017),(14 1236.4076),(15 1236.5146),(16 1227.4243),(17 1226.6534),(18 1215.3302),(19 1218.339),(20 1221.3835),(21 1221.0223),(22 1259.2914),(23 1256.6335),(24 1269.9319),(25 1264.8866),(26 1238.598),(27 1238.8727),(28 1214.5215),(29 1209.5757),(30 1212.3125),(31 1217.6097),(32 1208.5516),(33 1222.5093),(34 1200.6675),(35 1217.7557),(36 1200.7747),(37 1210.764),(38 1207.2542),(39 1209.3232),(40 1218.503),(41 1210.5382),(42 1225.9565),(43 1208.2996),(44 1208.5524),(45 1200.2715),(46 1199.6239),(47 1198.2545),(48 1193.1652),(49 1195.0709),(50 1214.0073),(51 1213.2242),(52 1258.1057),(53 1235.895),(54 1258.887),(55 1248.7335),(56 1255.9052),(57 1253.5454),(58 1248.7153),(59 1261.8188),(60 1266.5095),(61 1256.9711),(62 1261.743),(63 1256.7601),(64 1251.6726),(65 1256.3829),(66 1251.8207),(67 1275.1852),(68 1288.5552),(69 1288.6676),(70 1300.6106),(71 1302.7374),(72 1306.379),(73 1305.9296),(74 1297.5934),(75 1317.2046),(76 1294.9026),(77 1311.7285),(78 1315.1843),(79 1310.4575),
(1 736.9178),(2 862.7158),(3 958.18445),(4 1019.7495),(5 1052.1373),(6 1090.8711),(7 1134.9679),(8 1153.787),(9 1179.2826),(10 1198.8032),(11 1183.4263),(12 1197.9153),(13 1198.9692),(14 1219.1149),(15 1213.394),(16 1212.1608),(17 1220.6381),(18 1213.0762),(19 1220.4985),(20 1204.8461),(21 1206.2227),(22 1232.6064),(23 1239.8043),(24 1240.1616),(25 1240.3236),(26 1219.219),(27 1207.0634),(28 1188.3921),(29 1178.3752),(30 1190.8295),(31 1190.8882),(32 1189.6307),(33 1197.9037),(34 1188.0455),(35 1194.2283),(36 1193.1932),(37 1191.7028),(38 1196.4642),(39 1205.9713),(40 1210.656),(41 1213.7421),(42 1209.0366),(43 1209.3557),(44 1220.6136),(45 1197.6715),(46 1196.395),(47 1196.344),(48 1209.1578),(49 1208.7467),(50 1218.3055),(51 1251.2695),(52 1275.54),(53 1277.5591),(54 1290.8721),(55 1321.0504),(56 1317.9979),(57 1311.8518),(58 1320.8041),(59 1332.9242),(60 1322.1423),(61 1328.2358),(62 1342.6287),(63 1345.6427),(64 1341.7465),(65 1348.1906),(66 1348.5356),(67 1376.1575),(68 1361.0983),(69 1356.785),(70 1353.7123),(71 1355.0405),(72 1350.0231),(73 1331.2904),(74 1328.2018),(75 1333.7008),(76 1317.4004),(77 1323.8671),(78 1330.8062),(79 1321.8885),
(1 733.09955),(2 842.93274),(3 941.23114),(4 1000.9789),(5 1030.2114),(6 1079.4083),(7 1125.0817),(8 1132.1592),(9 1145.3877),(10 1164.3999),(11 1153.388),(12 1180.0455),(13 1176.1783),(14 1193.0935),(15 1197.3186),(16 1198.6372),(17 1209.5913),(18 1196.6792),(19 1194.7024),(20 1184.2216),(21 1182.9594),(22 1200.7916),(23 1190.209),(24 1190.1155),(25 1188.8942),(26 1182.1223),(27 1172.1426),(28 1154.5671),(29 1150.5516),(30 1152.546),(31 1156.6584),(32 1140.5752),(33 1144.5906),(34 1138.2208),(35 1141.8356),(36 1149.1991),(37 1172.0503),(38 1155.5507),(39 1169.739),(40 1182.8121),(41 1183.844),(42 1191.2167),(43 1194.221),(44 1210.4421),(45 1211.868),(46 1205.687),(47 1216.2004),(48 1223.3009),(49 1218.0632),(50 1204.5568),(51 1214.8882),(52 1228.1243),(53 1228.3839),(54 1242.0688),(55 1247.1123),(56 1246.6564),(57 1250.6428),(58 1258.5426),(59 1259.7699),(60 1263.9366),(61 1257.8494),(62 1262.5417),(63 1269.6383),(64 1272.6604),(65 1269.4559),(66 1273.243),(67 1278.8716),(68 1276.2974),(69 1287.8027),(70 1286.888),(71 1300.7598),(72 1292.3585),(73 1286.564),(74 1296.3177),(75 1300.8877),(76 1290.9641),(77 1295.0363),(78 1299.7028),(79 1282.2474),
(1 729.19257),(2 830.578),(3 941.69543),(4 991.9429),(5 1003.198),(6 1055.1989),(7 1097.9515),(8 1128.9506),(9 1140.863),(10 1161.6377),(11 1169.6597),(12 1198.8969),(13 1184.7172),(14 1184.9733),(15 1185.6127),(16 1206.2317),(17 1214.1096),(18 1211.2272),(19 1215.3823),(20 1221.7711),(21 1219.4402),(22 1241.1979),(23 1225.6394),(24 1228.7671),(25 1212.5267),(26 1205.9114),(27 1213.1876),(28 1189.0208),(29 1189.6772),(30 1179.7665),(31 1177.029),(32 1161.3296),(33 1145.2504),(34 1148.7622),(35 1145.1699),(36 1151.0231),(37 1175.0995),(38 1161.365),(39 1160.2216),(40 1168.1973),(41 1178.5269),(42 1178.4795),(43 1186.1807),(44 1187.158),(45 1198.7831),(46 1205.939),(47 1222.1538),(48 1232.6566),(49 1253.6266),(50 1247.4044),(51 1261.0387),(52 1291.593),(53 1299.2317),(54 1306.8661),(55 1323.3191),(56 1331.427),(57 1335.4739),(58 1335.8374),(59 1337.4221),(60 1339.4333),(61 1342.5981),(62 1345.896),(63 1344.9171),(64 1342.052),(65 1350.3998),(66 1337.9749),(67 1360.5887),(68 1338.2228),(69 1339.3752),(70 1334.7452),(71 1330.3236),(72 1323.3552),(73 1312.334),(74 1334.0781),(75 1328.337),(76 1310.1818),(77 1307.9705),(78 1294.7937),(79 1283.7368),
(1 698.918),(2 800.09576),(3 896.28094),(4 949.08984),(5 973.9605),(6 1006.5205),(7 1042.7305),(8 1053.9073),(9 1068.5541),(10 1075.0237),(11 1095.3527),(12 1094.686),(13 1109.745),(14 1098.314),(15 1109.3427),(16 1109.0536),(17 1122.1849),(18 1125.9679),(19 1124.2715),(20 1113.1696),(21 1117.5045),(22 1128.8855),(23 1121.2688),(24 1124.8961),(25 1110.6246),(26 1107.7189),(27 1116.9435),(28 1101.5554),(29 1108.0724),(30 1099.9956),(31 1097.9988),(32 1089.3865),(33 1094.8507),(34 1094.7417),(35 1089.5103),(36 1073.5011),(37 1097.52),(38 1098.6477),(39 1112.0381),(40 1110.5078),(41 1136.6748),(42 1134.2229),(43 1136.4948),(44 1127.1727),(45 1126.403),(46 1137.3705),(47 1139.5123),(48 1129.617),(49 1134.6671),(50 1130.3066),(51 1146.702),(52 1165.4963),(53 1175.3115),(54 1184.9884),(55 1195.2185),(56 1211.285),(57 1212.6265),(58 1218.1886),(59 1214.3228),(60 1211.5391),(61 1218.8048),(62 1216.9666),(63 1231.759),(64 1225.4636),(65 1234.7241),(66 1240.7576),(67 1261.4991),(68 1250.6927),(69 1243.5211),(70 1255.0189),(71 1241.2848),(72 1237.259),(73 1232.8923),(74 1230.3304),(75 1234.9342),(76 1226.0449),(77 1230.9044),(78 1218.9286),(79 1213.2596),
