1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 291977.56),(2 1080907.9),(3 2264092),(4 3731575),(5 5382395.5),(6 7236235),(7 9180546),(8 11113718),(9 12916886),(10 14596522),(11 16121190),(12 17409408),(13 18449352),(14 19298278),(15 19996684),(16 20544440),(17 20976196),(18 21226566),(19 21342480),(20 21373812),(21 21354548),(22 21294390),(23 21223942),(24 21195900),(25 21219268),(26 21219898),(27 21292584),(28 21334024),(29 21369168),(30 21384268),(31 21463300),(32 21560610),(33 21639066),(34 21695878),(35 21684998),(36 21593318),(37 21424318),(38 21185520),(39 20880862),(40 20539452),(41 20123184),(42 19690694),(43 19228082),(44 18696914),(45 18150420),(46 17654734),(47 17227276),(48 16934470),(49 16718470),(50 16593525),(51 16560646),(52 16554067),(53 16655118),(54 16846362),(55 17072810),(56 17277622),(57 17486938),(58 17729200),(59 17978622),(60 18246352),(61 18531412),(62 18861996),(63 19124494),(64 19326198),(65 19433006),(66 19418772),(67 19210242),(68 18926200),(69 18573250),(70 18167182),(71 17760154),(72 17391422),(73 17052918),(74 16762198),(75 16597902),(76 16494169),(77 16437027),(78 16475341),(79 16608217),
(1 290239.22),(2 1066085.1),(3 2234057.8),(4 3656141.3),(5 5264872),(6 7018346.5),(7 8812307),(8 10606697),(9 12338187),(10 13905821),(11 15288848),(12 16470128),(13 17458066),(14 18298146),(15 18986668),(16 19501218),(17 19860666),(18 20038410),(19 20103262),(20 20099322),(21 20069314),(22 20018216),(23 19949784),(24 19922512),(25 19947934),(26 19981902),(27 20066766),(28 20160660),(29 20279834),(30 20392378),(31 20528848),(32 20702894),(33 20909954),(34 21082026),(35 21197832),(36 21202946),(37 21086892),(38 20899256),(39 20627588),(40 20313572),(41 19945306),(42 19535078),(43 19133230),(44 18702816),(45 18228008),(46 17702726),(47 17181922),(48 16751333),(49 16388455),(50 16125112),(51 15962709),(52 15853168),(53 15837681),(54 15934788),(55 16036291),(56 16140149),(57 16317804),(58 16577376),(59 16844666),(60 17076496),(61 17251674),(62 17359768),(63 17412034),(64 17411850),(65 17333700),(66 17149626),(67 16828688),(68 16488443),(69 16114688),(70 15770133),(71 15502901),(72 15309092),(73 15204995),(74 15191005),(75 15311400),(76 15543248),(77 15901400),(78 16271224),(79 16604381),
(1 267387.9),(2 986628.8),(3 2043819.5),(4 3306770.5),(5 4708206),(6 6208528.5),(7 7765636),(8 9294482),(9 10773944),(10 12160068),(11 13409957),(12 14558862),(13 15590231),(14 16558063),(15 17418984),(16 18139688),(17 18681816),(18 19050826),(19 19249070),(20 19348272),(21 19362922),(22 19322472),(23 19279316),(24 19239226),(25 19186444),(26 19106968),(27 19024166),(28 18903926),(29 18772460),(30 18621088),(31 18444870),(32 18257576),(33 18041834),(34 17814892),(35 17530456),(36 17139432),(37 16669594),(38 16182743),(39 15689777),(40 15235935),(41 14853972),(42 14564731),(43 14402043),(44 14335114),(45 14386284),(46 14537454),(47 14776972),(48 15118577),(49 15516489),(50 15882173),(51 16248735),(52 16547652),(53 16759144),(54 16863096),(55 16854618),(56 16806196),(57 16786376),(58 16794276),(59 16806280),(60 16814618),(61 16821496),(62 16838138),(63 16879900),(64 16950748),(65 17017484),(66 17062216),(67 17086626),(68 17112808),(69 17084616),(70 17053862),(71 17036652),(72 16990288),(73 16883128),(74 16704308),(75 16479406),(76 16222034),(77 15967158),(78 15706378),(79 15482353),
(1 229806.92),(2 830993.7),(3 1699825.5),(4 2710619.3),(5 3801061.8),(6 4914896.5),(7 5986452.5),(8 6998966),(9 7942512.5),(10 8848982),(11 9671257),(12 10434371),(13 11144751),(14 11826696),(15 12469464),(16 13073216),(17 13615057),(18 14035823),(19 14350353),(20 14562342),(21 14716004),(22 14834995),(23 14926740),(24 14937596),(25 14903514),(26 14885412),(27 14850272),(28 14830176),(29 14831194),(30 14854136),(31 14867919),(32 14849804),(33 14788836),(34 14673624),(35 14511030),(36 14267995),(37 13938030),(38 13584893),(39 13230615),(40 12903392),(41 12591790),(42 12350171),(43 12133568),(44 11984173),(45 11939461),(46 11988099),(47 12107918),(48 12259069),(49 12446579),(50 12673952),(51 12905834),(52 13142587),(53 13372115),(54 13580908),(55 13726496),(56 13857012),(57 13996785),(58 14126008),(59 14197729),(60 14221915),(61 14208134),(62 14188155),(63 14173088),(64 14151841),(65 14131301),(66 14118330),(67 14141189),(68 14215162),(69 14256748),(70 14265701),(71 14197549),(72 14087091),(73 13923753),(74 13681069),(75 13435236),(76 13184677),(77 12969469),(78 12827631),(79 12703318),
(1 291283.78),(2 1056748.6),(3 2180035.3),(4 3497984.5),(5 4906988.5),(6 6427997),(7 7894313.5),(8 9350718),(9 10713338),(10 11918260),(11 13008375),(12 13923044),(13 14633591),(14 15159846),(15 15496506),(16 15723763),(17 15881605),(18 15944114),(19 15987783),(20 16024491),(21 16069762),(22 16147770),(23 16255800),(24 16441961),(25 16578751),(26 16690498),(27 16760974),(28 16790730),(29 16729316),(30 16549675),(31 16294836),(32 15985707),(33 15659572),(34 15318807),(35 14942027),(36 14570951),(37 14183064),(38 13813319),(39 13468248),(40 13163699),(41 12883790),(42 12604737),(43 12351019),(44 12139486),(45 11982840),(46 11867844),(47 11786228),(48 11728011),(49 11711838),(50 11742321),(51 11839545),(52 12004115),(53 12222831),(54 12514481),(55 12831590),(56 13148965),(57 13534647),(58 13932741),(59 14308779),(60 14644530),(61 14931134),(62 15184799),(63 15414718),(64 15618171),(65 15761350),(66 15866882),(67 15910590),(68 15961645),(69 15946254),(70 15868940),(71 15757920),(72 15616141),(73 15454138),(74 15275560),(75 15077165),(76 14891458),(77 14763237),(78 14674852),(79 14586676),
(1 263869.44),(2 945515.06),(3 1930886.4),(4 3058657),(5 4203866.5),(6 5355307.5),(7 6378227.5),(8 7324831.5),(9 8213979.5),(10 8983852),(11 9650773),(12 10196781),(13 10671367),(14 11053998),(15 11333884),(16 11456386),(17 11525250),(18 11537387),(19 11528907),(20 11563722),(21 11607984),(22 11666758),(23 11703744),(24 11720618),(25 11663653),(26 11556777),(27 11418179),(28 11280069),(29 11166438),(30 11032465),(31 10867759),(32 10726761),(33 10615933),(34 10567409),(35 10584350),(36 10644819),(37 10717729),(38 10814543),(39 10915636),(40 11000836),(41 11026869),(42 10988037),(43 10916401),(44 10849179),(45 10782490),(46 10724524),(47 10659038),(48 10599433),(49 10563164),(50 10574499),(51 10621022),(52 10723505),(53 10854737),(54 11009594),(55 11165606),(56 11288096),(57 11344267),(58 11344269),(59 11289131),(60 11208796),(61 11102342),(62 11016962),(63 10978086),(64 11018565),(65 11067954),(66 11112612),(67 11159252),(68 11254785),(69 11366163),(70 11502999),(71 11616351),(72 11698884),(73 11765380),(74 11816512),(75 11853257),(76 11909794),(77 12001015),(78 12124005),(79 12258956),
(1 276831.78),(2 992578.5),(3 2022040.5),(4 3196688),(5 4395955.5),(6 5578858.5),(7 6667667),(8 7648588),(9 8528570),(10 9260625),(11 9857670),(12 10322240),(13 10609298),(14 10713257),(15 10665699),(16 10506374),(17 10266975),(18 10042695),(19 9855447),(20 9705310),(21 9645165),(22 9627539),(23 9635612),(24 9667820),(25 9667571),(26 9667052),(27 9658188),(28 9639672),(29 9588623),(30 9519841),(31 9456021),(32 9400149),(33 9360199),(34 9363987),(35 9403202),(36 9499896),(37 9665020),(38 9852185),(39 10038252),(40 10228703),(41 10384087),(42 10506771),(43 10574728),(44 10592483),(45 10577249),(46 10542824),(47 10487607),(48 10421194),(49 10356345),(50 10299188),(51 10247911),(52 10193631),(53 10140606),(54 10081563),(55 10026475),(56 9985562),(57 9940009),(58 9894022),(59 9862067),(60 9862394),(61 9866433),(62 9909549),(63 9961189),(64 9960930),(65 9924608),(66 9843531),(67 9686251),(68 9531257),(69 9382721),(70 9268309),(71 9207313),(72 9205786),(73 9289261),(74 9441922),(75 9642005),(76 9814965),(77 9997437),(78 10155980),(79 10302821),
(1 253778.02),(2 894083.44),(3 1766770.6),(4 2728680),(5 3643434.5),(6 4472083.5),(7 5177131.5),(8 5787259),(9 6326468),(10 6777365.5),(11 7156001),(12 7471683),(13 7703819.5),(14 7848345),(15 7905602),(16 7908484.5),(17 7913543),(18 7904826),(19 7906926.5),(20 7927462),(21 7959083),(22 7992671.5),(23 8036206.5),(24 8092239),(25 8162235),(26 8248415),(27 8309897.5),(28 8351386),(29 8355112),(30 8340133),(31 8340660.5),(32 8410810),(33 8521868),(34 8653219),(35 8800252),(36 8934424),(37 9034070),(38 9084984),(39 9080855),(40 9042622),(41 8960503),(42 8842283),(43 8703201),(44 8560726),(45 8408749),(46 8246239),(47 8100326.5),(48 7979851.5),(49 7859845),(50 7783319.5),(51 7753634),(52 7758798.5),(53 7767638.5),(54 7780636.5),(55 7793115.5),(56 7803977),(57 7829024),(58 7897754),(59 8020708),(60 8216741),(61 8462310),(62 8719132),(63 8953910),(64 9122632),(65 9236049),(66 9297669),(67 9312959),(68 9333661),(69 9327183),(70 9323676),(71 9307783),(72 9295984),(73 9286074),(74 9312531),(75 9383381),(76 9460247),(77 9541620),(78 9601984),(79 9649674),
(1 246656.48),(2 870522.8),(3 1764224),(4 2769377.8),(5 3790753.5),(6 4784771),(7 5610615),(8 6356008),(9 6966078),(10 7454896),(11 7881897),(12 8220333),(13 8471774),(14 8660637),(15 8779195),(16 8835198),(17 8857015),(18 8851104),(19 8790917),(20 8711173),(21 8585505),(22 8443183),(23 8292744),(24 8158659),(25 8044693),(26 7938778.5),(27 7808695),(28 7673396),(29 7516458),(30 7382664.5),(31 7304112.5),(32 7276153),(33 7315688.5),(34 7382709),(35 7477281.5),(36 7601139),(37 7750051),(38 7889682.5),(39 7987773),(40 8037658),(41 8036335),(42 8023229),(43 7989440.5),(44 7931388),(45 7868191),(46 7820094),(47 7818349.5),(48 7841165),(49 7847705),(50 7840177),(51 7811528),(52 7732534),(53 7612079),(54 7472070),(55 7341909),(56 7242734.5),(57 7201529),(58 7222066.5),(59 7299567),(60 7426016.5),(61 7566944),(62 7725049),(63 7850696),(64 7896812.5),(65 7889723.5),(66 7859236),(67 7821398),(68 7771558.5),(69 7723948.5),(70 7707401),(71 7703324.5),(72 7717328),(73 7715902.5),(74 7724753),(75 7771083),(76 7844696),(77 7910148),(78 7975716.5),(79 8003353.5),
(1 261877.73),(2 925454.94),(3 1860828.5),(4 2894493.5),(5 3913693.5),(6 4878485.5),(7 5681631),(8 6322715),(9 6822336.5),(10 7194803.5),(11 7451252),(12 7586616),(13 7670240),(14 7757895),(15 7890465),(16 8070915.5),(17 8270500.5),(18 8453421),(19 8575149),(20 8622367),(21 8601892),(22 8525899),(23 8409662),(24 8241589),(25 8054650),(26 7846969),(27 7608930.5),(28 7367099.5),(29 7123242),(30 6897134),(31 6727348),(32 6612358),(33 6570667),(34 6544195.5),(35 6524844),(36 6523285),(37 6522840),(38 6573411.5),(39 6659969.5),(40 6771247),(41 6869269),(42 6933511),(43 6970623),(44 6962593.5),(45 6954420),(46 6959779.5),(47 6961166.5),(48 6973954),(49 6978819.5),(50 7004659),(51 7031352),(52 7044153.5),(53 7027468),(54 6995420),(55 6943691.5),(56 6848390.5),(57 6723809),(58 6620235),(59 6531455.5),(60 6465931),(61 6407670.5),(62 6342649),(63 6283696.5),(64 6230593),(65 6202118),(66 6202219),(67 6216473),(68 6248825),(69 6280346),(70 6341248),(71 6406486.5),(72 6467548),(73 6502088.5),(74 6528541.5),(75 6544932.5),(76 6547705),(77 6528232),(78 6505721),(79 6472694.5),
(1 249981.2),(2 895901.6),(3 1801014.1),(4 2817525),(5 3812939),(6 4726950.5),(7 5482012.5),(8 6062623.5),(9 6484071),(10 6738782),(11 6857264),(12 6896779.5),(13 6908215),(14 6928994),(15 6979168),(16 7053837),(17 7135074.5),(18 7219487.5),(19 7297085.5),(20 7363724),(21 7441397),(22 7534829.5),(23 7639548),(24 7708092.5),(25 7725809.5),(26 7626584),(27 7428517),(28 7162184),(29 6844077),(30 6495823),(31 6184841),(32 5927599),(33 5749727),(34 5643013.5),(35 5594976.5),(36 5600062.5),(37 5620751),(38 5675831),(39 5757093.5),(40 5848163.5),(41 5965197),(42 6065375),(43 6146078.5),(44 6204424),(45 6244861.5),(46 6245056),(47 6190314.5),(48 6102948.5),(49 6017400),(50 5931168),(51 5855620.5),(52 5767981.5),(53 5663377.5),(54 5568178.5),(55 5500370.5),(56 5455557.5),(57 5410292),(58 5338645),(59 5273625),(60 5264482),(61 5293897),(62 5321345.5),(63 5344634.5),(64 5372965),(65 5427938.5),(66 5509710.5),(67 5606863.5),(68 5706030),(69 5792831.5),(70 5862774),(71 5907016),(72 5906552),(73 5876503),(74 5842008),(75 5815061),(76 5779374.5),(77 5750321.5),(78 5726111),(79 5731683),
(1 232643.64),(2 812441),(3 1616391.4),(4 2508607),(5 3418387),(6 4291418),(7 5039650),(8 5662397.5),(9 6167633),(10 6554701.5),(11 6824528.5),(12 6982501),(13 7036055.5),(14 7046038),(15 7096856.5),(16 7145228.5),(17 7194374),(18 7225742),(19 7232671.5),(20 7246876),(21 7277528),(22 7309520),(23 7328655),(24 7295443),(25 7217913),(26 7095468.5),(27 6955480.5),(28 6817922),(29 6706457.5),(30 6608791.5),(31 6557521.5),(32 6550342),(33 6557622.5),(34 6594562.5),(35 6683825),(36 6782219.5),(37 6844004.5),(38 6870942),(39 6852171.5),(40 6810939),(41 6755145.5),(42 6672027),(43 6583766.5),(44 6494330.5),(45 6410779.5),(46 6350361.5),(47 6306755.5),(48 6283130),(49 6278826.5),(50 6273440),(51 6257357.5),(52 6218039.5),(53 6157341.5),(54 6103756),(55 6089455),(56 6100519),(57 6107746),(58 6092909.5),(59 6084869.5),(60 6081522),(61 6088957.5),(62 6096175),(63 6099181),(64 6092892),(65 6081547),(66 6090442),(67 6114331.5),(68 6117412),(69 6076720.5),(70 6009601),(71 5934155.5),(72 5882896.5),(73 5861439.5),(74 5860052),(75 5865411),(76 5866538.5),(77 5859727),(78 5861545),(79 5897670.5),
(1 238650.77),(2 836801.5),(3 1658785.5),(4 2568398.3),(5 3467388.8),(6 4295797.5),(7 4974897),(8 5490171),(9 5861346.5),(10 6113167),(11 6255406),(12 6284574),(13 6234914),(14 6115726),(15 5978240.5),(16 5861091.5),(17 5756550.5),(18 5698611),(19 5679028),(20 5675647.5),(21 5709766),(22 5792191),(23 5906721),(24 6023789.5),(25 6105282),(26 6138313.5),(27 6091473),(28 6010347.5),(29 5884889.5),(30 5751777.5),(31 5643949.5),(32 5535491.5),(33 5475181.5),(34 5450044),(35 5449277),(36 5471305),(37 5506981),(38 5586549),(39 5668773),(40 5738005),(41 5785006),(42 5790539),(43 5761807),(44 5729287.5),(45 5721602),(46 5724486.5),(47 5721274),(48 5711630),(49 5723385.5),(50 5766189.5),(51 5821957),(52 5866179),(53 5885333),(54 5849563.5),(55 5806521.5),(56 5780205),(57 5762510),(58 5723909),(59 5670148.5),(60 5614900.5),(61 5549788.5),(62 5487689.5),(63 5453180.5),(64 5445922.5),(65 5465979.5),(66 5498908.5),(67 5569438),(68 5636772.5),(69 5682419.5),(70 5698220.5),(71 5682536),(72 5654337.5),(73 5610843),(74 5540851.5),(75 5464682),(76 5383997.5),(77 5297103.5),(78 5243424),(79 5229800),
(1 261877.84),(2 908733.1),(3 1796439.6),(4 2738240),(5 3605494.8),(6 4349946),(7 4919053.5),(8 5321816),(9 5567381),(10 5694762.5),(11 5725753),(12 5681731.5),(13 5607041.5),(14 5506749.5),(15 5376603),(16 5234795.5),(17 5100920),(18 5017798.5),(19 5001264.5),(20 5049769.5),(21 5147730),(22 5281266.5),(23 5414452),(24 5512582.5),(25 5557090),(26 5570441),(27 5554101.5),(28 5512564.5),(29 5474779),(30 5440765),(31 5401038),(32 5342164.5),(33 5300490.5),(34 5266605),(35 5238642),(36 5222415),(37 5218814),(38 5244661.5),(39 5258220.5),(40 5245307),(41 5212959.5),(42 5160743),(43 5092368.5),(44 5017939),(45 4970460.5),(46 4935135),(47 4899188),(48 4877505.5),(49 4882398.5),(50 4905245),(51 4933739),(52 4948595),(53 4950604),(54 4944771),(55 4965053),(56 5009636),(57 5067865),(58 5115195.5),(59 5127652.5),(60 5114662),(61 5098268),(62 5105626.5),(63 5129707.5),(64 5152666.5),(65 5187795),(66 5231246),(67 5297457.5),(68 5362798),(69 5432023),(70 5472071),(71 5465290),(72 5408581),(73 5341233.5),(74 5273285),(75 5211872),(76 5177872.5),(77 5150447.5),(78 5140484.5),(79 5164047.5),
(1 223014.8),(2 769284.4),(3 1526858),(4 2330962),(5 3066327),(6 3679425.5),(7 4103239),(8 4378385),(9 4544578),(10 4630509.5),(11 4665641),(12 4641821),(13 4572597),(14 4486511.5),(15 4400391),(16 4325869.5),(17 4275755.5),(18 4270463.5),(19 4295746),(20 4341649),(21 4421712.5),(22 4481959),(23 4521015),(24 4513876),(25 4485510),(26 4443156),(27 4370063.5),(28 4304549.5),(29 4248020),(30 4212829),(31 4200071),(32 4172509.5),(33 4152084.3),(34 4130829.5),(35 4101184),(36 4057312),(37 4007705.5),(38 3981651.3),(39 3975294.5),(40 3979972.5),(41 3992192.3),(42 4013596),(43 4045703),(44 4076714.8),(45 4112369.8),(46 4128877.3),(47 4129919),(48 4120781.5),(49 4099256.5),(50 4077354.8),(51 4069156.5),(52 4085420),(53 4124347.8),(54 4201659.5),(55 4298787),(56 4399631),(57 4478258),(58 4512203.5),(59 4498436.5),(60 4456840.5),(61 4413184.5),(62 4427614.5),(63 4492538.5),(64 4589482.5),(65 4721699.5),(66 4857675),(67 4951074),(68 4989768.5),(69 4992427.5),(70 4983626),(71 4976040.5),(72 4959207.5),(73 4936125),(74 4903636),(75 4846336.5),(76 4784975.5),(77 4733731.5),(78 4688974),(79 4671222),
(1 186150.5),(2 639621.25),(3 1255320),(4 1904793.1),(5 2508263.8),(6 3013302.8),(7 3382581.3),(8 3630110),(9 3777439.5),(10 3846570),(11 3854845),(12 3848694.5),(13 3829629),(14 3787773.8),(15 3750151.5),(16 3707536),(17 3672458.8),(18 3654889.5),(19 3647324.3),(20 3665511.5),(21 3710448.8),(22 3750973.8),(23 3782523),(24 3781773),(25 3765758),(26 3743812.5),(27 3721118),(28 3703448.5),(29 3739062.8),(30 3833305.3),(31 3965443.8),(32 4096832),(33 4194848),(34 4250507.5),(35 4258812),(36 4213945),(37 4144856.5),(38 4052110.5),(39 3969575.5),(40 3927978),(41 3909389),(42 3921646.5),(43 3966980.3),(44 4039176),(45 4129867.5),(46 4211119),(47 4263982.5),(48 4258763),(49 4225635.5),(50 4194667.5),(51 4166618),(52 4147030),(53 4134429.3),(54 4115794.8),(55 4096160),(56 4073871.3),(57 4076446.5),(58 4079567.3),(59 4074432.5),(60 4076963.8),(61 4093481.3),(62 4134634),(63 4164020.5),(64 4186764.3),(65 4196378.5),(66 4192971.5),(67 4173992.8),(68 4154589),(69 4138988.3),(70 4133781),(71 4134513.5),(72 4143081.5),(73 4141965),(74 4101658.8),(75 4049493.3),(76 3985838.5),(77 3936308.3),(78 3899262.8),(79 3886026.3),
(1 176662.36),(2 601796.56),(3 1157208.9),(4 1717036.8),(5 2211133.3),(6 2615143.5),(7 2886087.5),(8 3043090.8),(9 3126535.8),(10 3183070.5),(11 3201618.8),(12 3203485.3),(13 3195988),(14 3200784),(15 3221494.8),(16 3257792),(17 3308299.8),(18 3367938.8),(19 3420064),(20 3461296.3),(21 3503962.3),(22 3555837.3),(23 3606250.8),(24 3633626),(25 3620098.8),(26 3583084),(27 3537881.5),(28 3525951.3),(29 3558441),(30 3608377.3),(31 3650167.5),(32 3687944.5),(33 3703915.5),(34 3703933.8),(35 3667488.8),(36 3588780.8),(37 3471884),(38 3347306.8),(39 3257446.8),(40 3224910.5),(41 3233359),(42 3286339.5),(43 3368468),(44 3460391),(45 3536134.5),(46 3578693),(47 3598431.3),(48 3590194.3),(49 3560398.3),(50 3522452.5),(51 3507046.5),(52 3518764.5),(53 3537845.3),(54 3559158),(55 3577500),(56 3576793),(57 3557191.8),(58 3534358),(59 3510822.5),(60 3500210.5),(61 3501135.8),(62 3524512.8),(63 3558912),(64 3602677),(65 3639824.3),(66 3651641.5),(67 3645275),(68 3644498.5),(69 3641371.5),(70 3634262.8),(71 3633300),(72 3623095.5),(73 3619398.8),(74 3609293.5),(75 3594207.3),(76 3576407.8),(77 3552131.5),(78 3533369),(79 3513453.5),
(1 180372.64),(2 615219.75),(3 1175732.8),(4 1735720.5),(5 2231538.8),(6 2630536.3),(7 2891562.3),(8 3039767.3),(9 3109697.3),(10 3134028),(11 3129701.8),(12 3146051.3),(13 3166937),(14 3176089),(15 3169087.3),(16 3153206.5),(17 3122496.8),(18 3092143.8),(19 3052937.5),(20 3004999),(21 2955525),(22 2924470.5),(23 2912322.8),(24 2936346),(25 2981469.5),(26 3042996.8),(27 3123024.3),(28 3222360.5),(29 3333934.5),(30 3425172),(31 3483642.8),(32 3496834.5),(33 3463031.8),(34 3393035),(35 3308572.5),(36 3221420.8),(37 3124132.8),(38 3021386),(39 2933380.5),(40 2886120.8),(41 2892756),(42 2944816),(43 3030034.3),(44 3105778.3),(45 3146314),(46 3144567.3),(47 3106224.3),(48 3054485.3),(49 2996523.5),(50 2935539.5),(51 2891632.8),(52 2886354.3),(53 2910406.3),(54 2939114.3),(55 2956767.3),(56 2962673.3),(57 2963028.8),(58 2959656.5),(59 2947596.8),(60 2971191.3),(61 3014873.5),(62 3075823.3),(63 3137259),(64 3174839.5),(65 3193632.8),(66 3176113),(67 3125228),(68 3068792.8),(69 3011743),(70 2985081.8),(71 3000304.8),(72 3039330),(73 3097352.8),(74 3148000),(75 3179635.3),(76 3191290.3),(77 3183923.3),(78 3156387.8),(79 3126920.3),
(1 193670.05),(2 658438.44),(3 1234854.4),(4 1770929.6),(5 2193807.3),(6 2507751.3),(7 2700154.5),(8 2813570.8),(9 2876244.8),(10 2924688.8),(11 2960330),(12 2993657),(13 3019251.3),(14 3033145.3),(15 3027642),(16 3018561.3),(17 3004305.8),(18 2974751),(19 2936181),(20 2884337.8),(21 2834975.3),(22 2813794),(23 2812584),(24 2836482.8),(25 2881484.8),(26 2941058.8),(27 3010655.8),(28 3086206),(29 3157182.3),(30 3211585.3),(31 3242456),(32 3256826.8),(33 3248923.3),(34 3228278.8),(35 3187846.3),(36 3115011),(37 3026463.8),(38 2942474.8),(39 2873597.3),(40 2832068),(41 2816186),(42 2806658.8),(43 2819720.8),(44 2841793),(45 2855093),(46 2853829.3),(47 2866998.8),(48 2903324.8),(49 2944918),(50 2984844),(51 3040759.8),(52 3107398),(53 3169727.3),(54 3225218.3),(55 3260665.8),(56 3263612),(57 3244284),(58 3202370.8),(59 3164761),(60 3136164),(61 3104967),(62 3060563.3),(63 3021000.8),(64 2971232.8),(65 2926968),(66 2887883),(67 2860554.3),(68 2850512.8),(69 2848354),(70 2855236.8),(71 2878748.3),(72 2911497.8),(73 2947437.8),(74 2983848.8),(75 3000271.3),(76 2993498),(77 2983664),(78 2976258.3),(79 2961965.3),
