1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 18416.994),(2 28650.404),(3 29350.531),(4 29875.238),(5 29336.686),(6 29162.76),(7 30870.133),(8 31978.271),(9 30712.938),(10 30412.959),(11 31923.596),(12 32100.809),(13 33014.406),(14 33720.07),(15 33564.965),(16 32980.543),(17 34096.875),(18 35644.707),(19 35523.87),(20 36401.727),(21 36696.727),(22 38558.906),(23 39616.426),(24 40171.91),(25 40474.87),(26 40481.668),(27 41857.457),(28 42914.01),(29 44679.31),(30 45544.457),(31 46406.78),(32 47821.67),(33 49708.414),(34 49463.72),(35 50796.79),(36 52472.19),(37 52717.766),(38 52724.707),(39 54476.48),(40 55417.89),(41 55981.324),(42 55609.15),(43 55321.766),(44 56865.2),(45 55489.71),(46 54874.574),(47 54272.2),(48 54628.457),(49 54348.31),(50 54294.063),(51 53494.01),(52 53421.63),(53 53559.42),(54 52120.492),(55 51623.824),(56 50705.785),(57 50635.46),(58 51129.004),(59 49917.727),(60 48266.594),(61 47002.914),(62 47222.887),(63 48433.9),(64 49320.78),(65 49120.54),(66 47933.594),(67 46973.56),(68 47082.89),(69 46973.41),(70 46812.574),(71 46916.863),(72 46277.934),(73 46872.652),(74 46788.38),(75 46672.63),(76 46777.21),(77 46597.688),(78 47261.71),(79 47314.855),
(1 17857.395),(2 27006.525),(3 28032.791),(4 28610.201),(5 28055.443),(6 28021.268),(7 29548.094),(8 30291.229),(9 30268.893),(10 30466.254),(11 30937.152),(12 30646.219),(13 31253.932),(14 32594.225),(15 32920.242),(16 32036.412),(17 32092.072),(18 33124.41),(19 33591.87),(20 34656.668),(21 35243.44),(22 36376.527),(23 37269.65),(24 37600.37),(25 38340.445),(26 38933.43),(27 39997.836),(28 40567.445),(29 42335.742),(30 42981.277),(31 44006.37),(32 44804.39),(33 46195.33),(34 46482.875),(35 47391.664),(36 47708.063),(37 48573.58),(38 49533.94),(39 50357.836),(40 50266.004),(41 50936.926),(42 51489.063),(43 50706.137),(44 51580.645),(45 51264.902),(46 50391.875),(47 50127.586),(48 49566.723),(49 49384.465),(50 49649.438),(51 48494.85),(52 48006.094),(53 48107.477),(54 47200.258),(55 47822.676),(56 46799.133),(57 46857.566),(58 46987.902),(59 46215.473),(60 45521.785),(61 45040.773),(62 45081.164),(63 45317.258),(64 46128.063),(65 45787.527),(66 45330.15),(67 45096.223),(68 44655.355),(69 45064.75),(70 44878.844),(71 45011.207),(72 44287.754),(73 44330.074),(74 44502.81),(75 44353.89),(76 44157.656),(77 43775.242),(78 44510.582),(79 44920.93),
(1 17823.758),(2 26996.775),(3 28004.568),(4 28530.896),(5 27923.078),(6 27531.348),(7 29554.354),(8 29826.463),(9 29878.963),(10 30502.846),(11 30966.994),(12 30893.336),(13 31806.13),(14 32631.414),(15 33644.805),(16 33620.79),(17 34400.316),(18 34371.535),(19 34561.406),(20 36052.34),(21 36402.066),(22 37709.71),(23 38492.887),(24 38987.625),(25 39613.1),(26 40060.074),(27 40971.11),(28 41241.74),(29 43034.38),(30 43394.74),(31 44383.414),(32 44285.98),(33 45127.59),(34 46533.965),(35 46846.32),(36 47415.39),(37 48469.36),(38 49499),(39 49753.938),(40 49393.88),(41 50159.664),(42 50234.17),(43 49800.23),(44 50670.07),(45 50283.086),(46 50026.496),(47 49554.316),(48 49140.773),(49 49045.875),(50 49553.26),(51 48060.516),(52 46902.316),(53 47245.44),(54 46431.23),(55 47690.12),(56 47107.91),(57 46085.625),(58 45389.29),(59 45218.414),(60 44622.785),(61 44150.375),(62 44922.633),(63 44926),(64 45961.086),(65 45900.406),(66 45156.938),(67 44820.58),(68 44334.83),(69 44379.285),(70 43889.465),(71 42952.516),(72 42332.33),(73 42874.43),(74 42628.617),(75 42631.516),(76 42847.223),(77 43531.39),(78 43551.875),(79 43364.73),
(1 18160.271),(2 27793.559),(3 29820.586),(4 30000.463),(5 28264.7),(6 27689.344),(7 29203.66),(8 29834.408),(9 30523.912),(10 30535.648),(11 30926.836),(12 31115.979),(13 31271.996),(14 32188.504),(15 33365.84),(16 32360.41),(17 33612.746),(18 34426.293),(19 34551.574),(20 36041.223),(21 35550.945),(22 37111.832),(23 37999.906),(24 38539.105),(25 39227.887),(26 39751.875),(27 41573.23),(28 42469.688),(29 43767.71),(30 44106.18),(31 45659.36),(32 46659.21),(33 47696.027),(34 48284.836),(35 48514.063),(36 48997.063),(37 50288.38),(38 51171.3),(39 52899.043),(40 52905.28),(41 53552.65),(42 53308.04),(43 52519.867),(44 53399.086),(45 53070.25),(46 53248.438),(47 52850.47),(48 52807.055),(49 51735.414),(50 51399.39),(51 50515.133),(52 49702.8),(53 49581.258),(54 48459.63),(55 49287.7),(56 48506.605),(57 48185.516),(58 47267.72),(59 46662.78),(60 45231.902),(61 45191.62),(62 46060.098),(63 45833.457),(64 46665.297),(65 46350.55),(66 46215.3),(67 46011.9),(68 45602.742),(69 45589.17),(70 45356.023),(71 44242.36),(72 43759.586),(73 44162.727),(74 43803.625),(75 43550.684),(76 44233.184),(77 44647.67),(78 44596.914),(79 44359.945),
(1 18097.59),(2 27914.416),(3 29306.164),(4 28652.287),(5 27457.814),(6 27283.705),(7 29297.488),(8 29977.898),(9 30543.486),(10 30182.889),(11 30212.17),(12 30105.697),(13 31280.018),(14 32039.154),(15 32388.406),(16 31926.52),(17 33075.027),(18 33861.375),(19 34300.105),(20 35000.77),(21 34515.19),(22 35804.305),(23 36823.23),(24 37571.17),(25 38446.363),(26 39201.39),(27 39894.375),(28 40093.395),(29 40887.773),(30 42066.67),(31 43743.383),(32 44140.395),(33 45181.457),(34 46257.19),(35 47407.066),(36 47860.77),(37 48350.598),(38 48818.92),(39 50080.227),(40 50434.61),(41 51441.555),(42 51483.71),(43 51059.516),(44 51009.625),(45 51266.168),(46 51619.832),(47 50960.008),(48 50411.69),(49 49516.08),(50 49812.406),(51 49745.652),(52 48239.67),(53 46782.465),(54 46534.832),(55 47360.035),(56 47085.066),(57 46212.996),(58 44788.523),(59 44272.773),(60 44352.043),(61 44700.504),(62 45071.227),(63 44709.7),(64 44645.06),(65 44029.84),(66 43977.473),(67 44023.594),(68 43639.313),(69 44069.207),(70 43209.598),(71 42678.656),(72 43457.465),(73 43746.344),(74 42772.24),(75 42190.36),(76 43319.08),(77 43384.64),(78 44017.73),(79 44193.605),
(1 18160.705),(2 28030.334),(3 28892.834),(4 29085.398),(5 28009.45),(6 27214.947),(7 29803.092),(8 30761.121),(9 30238.117),(10 30191.717),(11 30700.098),(12 30544.666),(13 31597.16),(14 31768.184),(15 31695.637),(16 31754.908),(17 32322.748),(18 32898.98),(19 33684.863),(20 35063.164),(21 34106.824),(22 35745.75),(23 36352.066),(24 36517.754),(25 37331.203),(26 37747.137),(27 38833.582),(28 39966.785),(29 40587.84),(30 41013.563),(31 42253.004),(32 43299.992),(33 44548.367),(34 45440.652),(35 46482.12),(36 47264.617),(37 47438.848),(38 48066.26),(39 49309.58),(40 49497.504),(41 49732.277),(42 50357.1),(43 50378.977),(44 50753.445),(45 49601.406),(46 49816.777),(47 49573.027),(48 49521.887),(49 48806.773),(50 48663.883),(51 49238.06),(52 48254.277),(53 47343.723),(54 47446.117),(55 47887.04),(56 46801.48),(57 46348.668),(58 45511.785),(59 45458.992),(60 46250.08),(61 45293.094),(62 44424.918),(63 44334.207),(64 44849.234),(65 45337.22),(66 45264.4),(67 44870.254),(68 44416.234),(69 44857.195),(70 44614.258),(71 44841.445),(72 44361.96),(73 44427.055),(74 42942.684),(75 42418.74),(76 43744.504),(77 43767.324),(78 43813.94),(79 43734.203),
(1 16467.404),(2 25896.68),(3 27229.135),(4 26946.813),(5 25709.621),(6 25710.498),(7 28183.4),(8 29105.797),(9 28412.102),(10 28734.336),(11 28323.342),(12 28738.092),(13 29888.633),(14 29767.447),(15 29866.904),(16 29948.877),(17 30550.5),(18 31364.188),(19 32137.223),(20 32447.588),(21 31994.69),(22 32914.156),(23 33475.17),(24 33638.938),(25 34911.055),(26 35882.008),(27 36203.57),(28 36959.438),(29 37993.133),(30 38697.66),(31 39568.035),(32 40093.125),(33 41173.74),(34 42372.535),(35 43066.582),(36 44123.953),(37 44699.03),(38 45526.46),(39 46450.555),(40 46126.758),(41 46546.758),(42 47775.836),(43 47813.316),(44 47732.492),(45 47591.34),(46 47541.258),(47 47122.223),(48 46678.95),(49 45954.926),(50 45436.125),(51 45680.297),(52 45075.33),(53 44877.047),(54 45068.598),(55 45129.516),(56 43863.754),(57 43349.156),(58 42900.637),(59 42926.86),(60 43477.297),(61 42418.27),(62 42715.43),(63 42649.38),(64 42838.973),(65 42979.613),(66 42689.066),(67 43031.273),(68 42541.38),(69 42357.043),(70 42338.223),(71 42891.598),(72 42436.336),(73 42637.4),(74 42587.594),(75 42542.688),(76 42843.406),(77 43130.53),(78 43386.66),(79 42800.77),
(1 16409.549),(2 24669.682),(3 25812.568),(4 26508.564),(5 25625.074),(6 25247.793),(7 26926.742),(8 27400.361),(9 27160.389),(10 27880.281),(11 27850.645),(12 28415.596),(13 29696.086),(14 29221.695),(15 28935.508),(16 29089.21),(17 29291.893),(18 29827.918),(19 31235.488),(20 31640.691),(21 31594.615),(22 32339.572),(23 32703.922),(24 33364.41),(25 34327.195),(26 34788.004),(27 34958.9),(28 35721.438),(29 37144.098),(30 38317.867),(31 38350.277),(32 38147.832),(33 39687.547),(34 41013.258),(35 41363.316),(36 41910.414),(37 43056.94),(38 43588.164),(39 44719.043),(40 44469.32),(41 44961.902),(42 45562.7),(43 45510.145),(44 45619.67),(45 45974.3),(46 46010.543),(47 45728.965),(48 45363.223),(49 44660.98),(50 44567.37),(51 44142.598),(52 43265.79),(53 43089.094),(54 43740.45),(55 43588.34),(56 42374.805),(57 41768.504),(58 41282.848),(59 41443.77),(60 41437.45),(61 41052.348),(62 40601.242),(63 40709.99),(64 41513.543),(65 40814.996),(66 40432.684),(67 40722.99),(68 40245.08),(69 40683.47),(70 40594.83),(71 40550.637),(72 39675.67),(73 40526.043),(74 40896.484),(75 40522.887),(76 40052.76),(77 40247.797),(78 40479.457),(79 40567.07),
(1 15887.91),(2 24152.549),(3 24500.098),(4 25461.87),(5 25383.291),(6 24331.213),(7 25960.645),(8 25742.525),(9 25460.162),(10 27229.256),(11 27174.986),(12 27114.537),(13 28354.043),(14 28001.293),(15 28344.473),(16 28301.28),(17 28910.805),(18 28505.115),(19 29594.172),(20 30658.172),(21 31066.986),(22 31700.639),(23 31754.363),(24 32603.777),(25 34172.215),(26 34530.87),(27 34632.613),(28 35318.668),(29 36040.043),(30 37383.336),(31 38419.934),(32 38559.33),(33 38877.25),(34 40013),(35 41313.273),(36 41400.082),(37 41941.465),(38 43172.46),(39 44661.555),(40 44246.406),(41 43693.64),(42 44107.023),(43 44023.176),(44 44821.62),(45 45259.855),(46 45259.39),(47 44925.805),(48 44412.664),(49 43602.574),(50 43852.813),(51 44185.2),(52 43237.844),(53 42178.324),(54 42201.234),(55 42301.656),(56 41620.3),(57 41328.035),(58 40778.426),(59 40423.543),(60 40345.977),(61 40303.47),(62 39999.535),(63 39313.332),(64 39917.31),(65 39567.074),(66 39382.875),(67 39916.855),(68 39671.44),(69 39390.2),(70 39310.703),(71 39916.08),(72 39496.598),(73 39803.64),(74 39663.777),(75 39965.625),(76 40035.598),(77 39597.77),(78 39578.598),(79 39679.203),
(1 15862.67),(2 23897.605),(3 24393.943),(4 25550.467),(5 25024.496),(6 24387.193),(7 25779.11),(8 25681.512),(9 25765.611),(10 26812.701),(11 26733.566),(12 26687.41),(13 27469.361),(14 27318.729),(15 28144.088),(16 28394.014),(17 28286.693),(18 28318.273),(19 29157.693),(20 30043.666),(21 31048.334),(22 31476.037),(23 31347.725),(24 32115.814),(25 33656.566),(26 34097.484),(27 34187.918),(28 35399.867),(29 36551.56),(30 37239.293),(31 37534.566),(32 38402.426),(33 40242.063),(34 40928.95),(35 41613.406),(36 41398.68),(37 41685.03),(38 42785.68),(39 44195.293),(40 44121.87),(41 44333.93),(42 44374.227),(43 44310.234),(44 45822.84),(45 46278.88),(46 45834.477),(47 45690.664),(48 45513.547),(49 44952.996),(50 45003.344),(51 44345.816),(52 43366.188),(53 42970.203),(54 43114.734),(55 43478.473),(56 42707.88),(57 41717.676),(58 40954.145),(59 40752.273),(60 41364.156),(61 40927.918),(62 40864.305),(63 40201.926),(64 40399.805),(65 40156.258),(66 40388.945),(67 40044.36),(68 39607.09),(69 39493.727),(70 39611.402),(71 40124.97),(72 40046.95),(73 40305.152),(74 40329.754),(75 40826.688),(76 40898.145),(77 39901.96),(78 39370.64),(79 40168.72),
(1 16271.01),(2 24126.68),(3 24999.857),(4 25816.063),(5 25276.951),(6 24805.932),(7 26235.842),(8 26563.54),(9 26711.21),(10 27351.104),(11 27770.563),(12 28401.709),(13 28427.975),(14 27741.475),(15 28720.516),(16 28867.549),(17 28964.602),(18 28915.217),(19 29792.635),(20 31100.037),(21 32031.32),(22 33054.695),(23 33288.418),(24 33688.457),(25 34039.39),(26 33908.65),(27 34888.9),(28 35864.57),(29 37749.305),(30 37805.977),(31 38063.91),(32 38868.81),(33 40307.13),(34 41259.395),(35 41919.41),(36 42013.93),(37 42420.32),(38 43429.242),(39 44058.05),(40 43729.34),(41 44577.17),(42 44471.242),(43 44736.777),(44 45626.65),(45 45895.21),(46 45860.37),(47 45075.043),(48 44669.27),(49 44520.383),(50 44077.855),(51 43300.984),(52 42908.59),(53 42858.258),(54 42480.65),(55 42458.797),(56 41451.477),(57 40106.96),(58 39888.465),(59 40413.49),(60 41148.355),(61 41175.68),(62 41281.363),(63 40490.91),(64 40232.004),(65 40043.547),(66 40460.215),(67 40014.016),(68 38946.66),(69 39000.24),(70 39395.33),(71 39416.035),(72 39291.61),(73 39523.438),(74 39167.92),(75 39743.805),(76 39924.633),(77 39714.543),(78 39048.535),(79 39450.1),
(1 15447.616),(2 22841.68),(3 24158.152),(4 24359.236),(5 23324.137),(6 22501.385),(7 23949.422),(8 23752.535),(9 23960.475),(10 24633.072),(11 24671.941),(12 25283.54),(13 26528.314),(14 26256.953),(15 26365.26),(16 26473.82),(17 27146.574),(18 27790.18),(19 27772.596),(20 27978.824),(21 27957.213),(22 28873.22),(23 29437.193),(24 29914.805),(25 30539.828),(26 30984.236),(27 32173.656),(28 32674.846),(29 34299.418),(30 34163.332),(31 34514.117),(32 35159.965),(33 35504.03),(34 36242.566),(35 36998.246),(36 37407.406),(37 38091.355),(38 38705.008),(39 39208.54),(40 39806.113),(41 40013.98),(42 39646.27),(43 39521.66),(44 40268.43),(45 40574.086),(46 40399.113),(47 39728.027),(48 39750.813),(49 39573.598),(50 38325.27),(51 38027.625),(52 38447.363),(53 38395.17),(54 37870.285),(55 37881.977),(56 37179.76),(57 36771.098),(58 36418.316),(59 36926.113),(60 37018.125),(61 37055.543),(62 37098.293),(63 36066.277),(64 36225.66),(65 36432.1),(66 36192.145),(67 36997.94),(68 36732.656),(69 35923.43),(70 35699.313),(71 35983.266),(72 35933.66),(73 36008.61),(74 36019.95),(75 36442.773),(76 36336.246),(77 36312.887),(78 36192.863),(79 36232.605),
(1 15050.444),(2 22912.732),(3 24328.742),(4 24462.746),(5 24177.889),(6 23284.084),(7 24618.979),(8 24742.115),(9 24390.275),(10 24987.125),(11 25084.203),(12 25463.896),(13 26666.035),(14 26712.713),(15 27110.97),(16 27126.854),(17 27595.838),(18 28483.773),(19 28896.217),(20 28877.94),(21 29231.049),(22 30218.85),(23 30554.953),(24 30525.412),(25 30846.834),(26 31309.098),(27 32653.209),(28 33137.55),(29 33823.492),(30 33658.844),(31 34121.746),(32 34570.047),(33 35538.324),(34 36528.19),(35 37391.246),(36 37023.484),(37 36739.082),(38 36752.64),(39 37341.41),(40 37645.266),(41 38056.258),(42 37960.105),(43 37822.758),(44 38795.33),(45 38678.832),(46 38716.598),(47 37898.664),(48 37695.355),(49 37841.16),(50 37431.53),(51 36954.113),(52 36948.22),(53 36611.12),(54 36574.813),(55 36799.582),(56 36228.383),(57 35951.418),(58 35582.395),(59 36250.31),(60 36449.902),(61 36145.527),(62 36885.09),(63 37053.38),(64 36538.656),(65 36164.348),(66 36022.51),(67 35986.598),(68 36165.242),(69 35481.53),(70 35387.84),(71 35074.797),(72 35021.28),(73 35032.566),(74 34948.62),(75 35576.668),(76 35524.676),(77 35304.78),(78 35401.207),(79 35371.76),
(1 15068.555),(2 22631.955),(3 24104.045),(4 24822.064),(5 24215.53),(6 23280.537),(7 24827.027),(8 24835.014),(9 25045.877),(10 25511.924),(11 25467.578),(12 25992.322),(13 26914.69),(14 27034.5),(15 27494.799),(16 27248.12),(17 27422.336),(18 28314.15),(19 28993.486),(20 29137.045),(21 29298.648),(22 30089.307),(23 30509.201),(24 30735.021),(25 31124.021),(26 31566.197),(27 32341.566),(28 33332.13),(29 34061.277),(30 33464.18),(31 34345.832),(32 34728.957),(33 35701.41),(34 36378.414),(35 37491.348),(36 37535.652),(37 37695.45),(38 37099.83),(39 37795.496),(40 38099.93),(41 38442.76),(42 38924.273),(43 38976.406),(44 39262.32),(45 38303.035),(46 38797.03),(47 38869.547),(48 38637.734),(49 38305.484),(50 38341.6),(51 38572.375),(52 37783.605),(53 37221.938),(54 36340.535),(55 36963.453),(56 37214.76),(57 37059.707),(58 35891.063),(59 35853.473),(60 36519.863),(61 36098.977),(62 36754.63),(63 36137.105),(64 35918.816),(65 35889.113),(66 36281.504),(67 36025.34),(68 36252.62),(69 35798.383),(70 35257.465),(71 35298.035),(72 35050.06),(73 35433.027),(74 34711.227),(75 35184.43),(76 35458.043),(77 35474.16),(78 35399.45),(79 35730.145),
(1 14698.884),(2 22282.928),(3 24067.252),(4 24249.402),(5 23510.77),(6 23176.773),(7 24958.547),(8 25252.018),(9 24697.352),(10 24567.836),(11 24645.605),(12 25888.105),(13 26453.078),(14 25802.73),(15 26201.412),(16 26253.838),(17 27235.453),(18 27698.395),(19 27731.975),(20 28250.338),(21 28855.156),(22 29432.395),(23 30215.424),(24 30601.234),(25 30929.643),(26 31135.64),(27 32554.102),(28 33837.98),(29 34504.305),(30 33564.83),(31 34044.78),(32 34511.38),(33 35933.633),(34 36267.613),(35 37506.367),(36 38094.31),(37 38496.875),(38 37962.82),(39 38133.324),(40 38070.3),(41 38251.305),(42 38284.3),(43 37882.734),(44 38395.66),(45 38577.88),(46 38641.2),(47 38787.727),(48 38303.305),(49 37738.137),(50 37442.21),(51 37180.855),(52 36713.613),(53 36384.254),(54 36068.082),(55 36106.992),(56 35763.99),(57 35459.953),(58 35223.29),(59 34636.43),(60 34650.742),(61 34833.074),(62 34969.594),(63 34605.17),(64 34447.08),(65 34886.445),(66 35066.594),(67 35281.758),(68 34974.074),(69 34319.367),(70 34569.496),(71 34632.547),(72 34415.83),(73 35020.445),(74 35023.523),(75 34924.133),(76 34720.25),(77 35014.082),(78 35398.305),(79 35269.64),
(1 13967.696),(2 21473.824),(3 23023.813),(4 22891.07),(5 22390.502),(6 22047),(7 23640.627),(8 23864.662),(9 23644.947),(10 23376.258),(11 22989.723),(12 24480.352),(13 25065.836),(14 24897.285),(15 24698.234),(16 25018.07),(17 26129.492),(18 26666.938),(19 26249.508),(20 26531.555),(21 27115.783),(22 28105.74),(23 28997.398),(24 29298.555),(25 29437.295),(26 29458.75),(27 30645.654),(28 31747.365),(29 32580.352),(30 32059.486),(31 32385.055),(32 32637.424),(33 33561.098),(34 33874.8),(35 34603.17),(36 35670.953),(37 36096.547),(38 36444.336),(39 36625.48),(40 35736.934),(41 36592.895),(42 36978.516),(43 36253.293),(44 36416.523),(45 36000.55),(46 36063.477),(47 36775.152),(48 36266.59),(49 35642.48),(50 35332.277),(51 35342.258),(52 34492.824),(53 34002.223),(54 33717.855),(55 34134.195),(56 33207.957),(57 33642.555),(58 33360.137),(59 33078.504),(60 33578.668),(61 34007.848),(62 33593.17),(63 33285.93),(64 33176.457),(65 33547.723),(66 33877.066),(67 34000.156),(68 33110.477),(69 32774.805),(70 33283.957),(71 32893.438),(72 32355.783),(73 33131.453),(74 33240.016),(75 33308.305),(76 33009.043),(77 32984.844),(78 33101.957),(79 32506.479),
(1 13720.065),(2 20498.145),(3 21637.617),(4 21707.508),(5 21306.545),(6 21174.729),(7 23048.04),(8 22811.813),(9 22514.662),(10 22346.318),(11 22796.025),(12 23623.396),(13 23651.162),(14 23051.938),(15 23402.523),(16 23805.086),(17 24616.746),(18 25052.094),(19 25190.336),(20 25944.848),(21 26155.33),(22 26653.004),(23 27015.637),(24 27142.465),(25 27502.857),(26 28248.902),(27 28904.865),(28 29591.77),(29 30328.701),(30 30298.795),(31 30690.451),(32 30581.092),(33 31336.943),(34 31701.902),(35 32544.43),(36 33259.47),(37 33596.74),(38 34305.996),(39 34992.88),(40 34486.133),(41 35076.527),(42 35550.97),(43 34987.18),(44 34641.773),(45 34684.727),(46 34949.09),(47 35670.13),(48 34984.688),(49 34119.82),(50 33640.992),(51 33194.363),(52 32989.855),(53 32332.545),(54 31885.656),(55 32291.428),(56 32004.637),(57 31987.41),(58 31794.645),(59 31793.717),(60 31814.293),(61 31747.648),(62 31311.094),(63 30847.455),(64 30672.45),(65 30808.023),(66 31400.7),(67 31603.035),(68 30760.727),(69 30638.264),(70 30571.78),(71 30350.795),(72 30221.313),(73 30647.186),(74 31110.996),(75 31461.871),(76 31085.756),(77 30795.982),(78 30717.39),(79 31083.365),
(1 14484.25),(2 21100.262),(3 22441.258),(4 23427.963),(5 22544.58),(6 22143.32),(7 23538.594),(8 23467.111),(9 23888.754),(10 23690.557),(11 24098.787),(12 24828.09),(13 24954.201),(14 24296.744),(15 24444.201),(16 25237.879),(17 26279.488),(18 26707.402),(19 26748.63),(20 27168.285),(21 27664.836),(22 28399.9),(23 28587.197),(24 28534.738),(25 28788.479),(26 29836.908),(27 30415.121),(28 30903.955),(29 31777.594),(30 32018.947),(31 32369.803),(32 32848.86),(33 33304.914),(34 33744.477),(35 34161.94),(36 34506.69),(37 34600.965),(38 35164.938),(39 36127.4),(40 35740.055),(41 35717.566),(42 36477.277),(43 35791.87),(44 35419.84),(45 35257.91),(46 35745.91),(47 35657.625),(48 35333.22),(49 35000.977),(50 34568.563),(51 33631.1),(52 33595.184),(53 33958.707),(54 33798.867),(55 34069.563),(56 33363.875),(57 32720.865),(58 32716.84),(59 33328.098),(60 32849.047),(61 32633.748),(62 32603.477),(63 31999.158),(64 32234.514),(65 32076.379),(66 32300.781),(67 32553.863),(68 31899.955),(69 31698.434),(70 31683.238),(71 31403.732),(72 31128.121),(73 31458.852),(74 32029.41),(75 32284.314),(76 31426.414),(77 31170.424),(78 31545.514),(79 31717.9),
