1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1082.0247),(2 1187.4352),(3 1286.0425),(4 1348.8054),(5 1366.0002),(6 1408.0713),(7 1459.5049),(8 1471.2429),(9 1497.9224),(10 1511.9905),(11 1559.0652),(12 1569.3087),(13 1583.976),(14 1602.9336),(15 1648.7314),(16 1660.3558),(17 1694.1885),(18 1725.6377),(19 1745.0095),(20 1798.3612),(21 1830.3417),(22 1853.7704),(23 1873.9681),(24 1905.5336),(25 1935.8867),(26 1978.8903),(27 1999.1891),(28 2012.6464),(29 2046.4105),(30 2047.9822),(31 2069.971),(32 2051.686),(33 2094.618),(34 2116.415),(35 2120.7502),(36 2120.2307),(37 2131.1052),(38 2137.7297),(39 2112.2688),(40 2132.7744),(41 2086.571),(42 2086.4705),(43 2088.5872),(44 2083.339),(45 2067.9534),(46 2069.8892),(47 2030.6213),(48 2052.7573),(49 2068.7078),(50 2060.635),(51 2031.9102),(52 2023.3793),(53 2014.2927),(54 2019.6398),(55 2024.1317),(56 1999.0187),(57 1992.264),(58 1981.2412),(59 2004.5972),(60 1995.0387),(61 1967.4994),(62 1974.1509),(63 1997.0338),(64 1997.6838),(65 2021.3105),(66 2019.3853),(67 2017.4285),(68 2024.2256),(69 2021.2758),(70 2006.0521),(71 1999.5575),(72 1968.8278),(73 1966.6462),(74 1968.4572),(75 1971.5583),(76 1954.3976),(77 1948.6572),(78 1981.5282),(79 1990.0642),
(1 1067.5413),(2 1151.2776),(3 1246.4634),(4 1304.3656),(5 1349.4078),(6 1361.4574),(7 1432.4291),(8 1447.981),(9 1462.2632),(10 1494.1178),(11 1533.3586),(12 1548.0062),(13 1579.4545),(14 1583.3063),(15 1628.114),(16 1648.0848),(17 1680.4166),(18 1712.9305),(19 1740.6407),(20 1769.952),(21 1777.5154),(22 1832.5891),(23 1848.3943),(24 1867.8553),(25 1916.453),(26 1959.3718),(27 1980.4056),(28 2012.346),(29 2018.1417),(30 2038.3147),(31 2072.812),(32 2064.8887),(33 2091.3386),(34 2127.06),(35 2132.5715),(36 2132.2654),(37 2134.8853),(38 2160.2014),(39 2122.6646),(40 2152.2856),(41 2113.8738),(42 2124.427),(43 2126.429),(44 2098.0374),(45 2089.073),(46 2092.9504),(47 2074.6484),(48 2096.8127),(49 2096.3435),(50 2098.5276),(51 2084.1504),(52 2071.4521),(53 2042.1814),(54 2032.5559),(55 2039.4873),(56 2017.8274),(57 2016.6274),(58 2006.4307),(59 2037.7499),(60 2031.4255),(61 2022.1044),(62 2025.3464),(63 2067.7432),(64 2059.0313),(65 2068.8813),(66 2059.9702),(67 2070.8274),(68 2071.2607),(69 2074.765),(70 2049.7532),(71 2029.716),(72 2025.6051),(73 2022.364),(74 2000.2407),(75 2014.8392),(76 2018.6157),(77 1998.4166),(78 2042.131),(79 2025.7222),
(1 1053.8278),(2 1151.1614),(3 1268.1981),(4 1324.7152),(5 1385.269),(6 1372.2203),(7 1448.3933),(8 1456.4132),(9 1481.1619),(10 1503.1993),(11 1535.5217),(12 1552.548),(13 1602.7296),(14 1592.0803),(15 1655.788),(16 1664.5742),(17 1667.8236),(18 1725.6656),(19 1757.0184),(20 1796.6494),(21 1806.8206),(22 1835.6763),(23 1879.6096),(24 1909.9507),(25 1938.6697),(26 1970.006),(27 2017.4225),(28 2057.9272),(29 2061.044),(30 2080.105),(31 2125.364),(32 2117.364),(33 2154.9412),(34 2195.3623),(35 2211.8804),(36 2210.7805),(37 2210.3997),(38 2232.067),(39 2210.3247),(40 2222.0198),(41 2205.7595),(42 2219.4866),(43 2196.1775),(44 2206.0022),(45 2161.617),(46 2164.3843),(47 2141.9412),(48 2150.9504),(49 2152.0906),(50 2137.5588),(51 2136.1753),(52 2106.4011),(53 2097.5974),(54 2073.657),(55 2076.2722),(56 2044.8383),(57 2051.6238),(58 2038.9081),(59 2074.0415),(60 2063.7676),(61 2075.5173),(62 2068.7327),(63 2104.7434),(64 2095.342),(65 2110.9634),(66 2096.1897),(67 2125.7195),(68 2135.5557),(69 2138.1445),(70 2114.1904),(71 2087.2927),(72 2058.841),(73 2048.1758),(74 2043.9764),(75 2060.6082),(76 2050.902),(77 2047.1183),(78 2072.1292),(79 2086.3765),
(1 1020.48694),(2 1114.0778),(3 1225.0271),(4 1280.536),(5 1339.9886),(6 1349.7656),(7 1402.0974),(8 1413.5162),(9 1442.8564),(10 1435.4778),(11 1489.405),(12 1503.7163),(13 1548.4254),(14 1528.0952),(15 1586.4347),(16 1572.671),(17 1606.0016),(18 1620.713),(19 1670.3107),(20 1690.3579),(21 1697.1512),(22 1734.6248),(23 1778.1813),(24 1790.337),(25 1822.4218),(26 1842.9694),(27 1899.6301),(28 1925.6912),(29 1922.9526),(30 1930.5181),(31 1982.5931),(32 1973.9486),(33 1988.1262),(34 2024.7142),(35 2034.9586),(36 2026.259),(37 2041.9694),(38 2061.5815),(39 2046.0808),(40 2028.2642),(41 2038.2933),(42 2042.5006),(43 2033.56),(44 2064.178),(45 2018.8966),(46 2027.7097),(47 2012.3752),(48 2024.6653),(49 2026.8195),(50 2007.5924),(51 2002.7294),(52 1969.6707),(53 1958.6957),(54 1954.8463),(55 1948.8064),(56 1942.2009),(57 1949.8265),(58 1933.1198),(59 1941.724),(60 1940.1136),(61 1944.317),(62 1925.8508),(63 1944.5531),(64 1971.3588),(65 1967.1805),(66 1982.7708),(67 1983.7738),(68 1997.4825),(69 1967.4542),(70 1963.0797),(71 1942.6968),(72 1946.3097),(73 1949.794),(74 1949.8608),(75 1951.9985),(76 1971.1256),(77 1978.6135),(78 2012.7487),(79 2037.0803),
(1 1029.2606),(2 1138.4615),(3 1211.4762),(4 1280.3069),(5 1321.6467),(6 1341.2722),(7 1391.0464),(8 1390.1146),(9 1419.2917),(10 1431.3436),(11 1468.629),(12 1480.6243),(13 1526.1703),(14 1501.0651),(15 1548.0563),(16 1566.6763),(17 1602.9563),(18 1623.4839),(19 1661.568),(20 1679.4884),(21 1696.1334),(22 1737.0367),(23 1747.9349),(24 1774.48),(25 1808.9858),(26 1849.0936),(27 1883.4412),(28 1917.3173),(29 1945.6564),(30 1945.9905),(31 1961.8047),(32 1968.0468),(33 1986.0345),(34 2005.5664),(35 2012.9966),(36 2033.0706),(37 2043.2218),(38 2040.8152),(39 2032.6833),(40 2039.1776),(41 2039.0591),(42 2018.3804),(43 2024.1053),(44 2009.3507),(45 1988.766),(46 1998.054),(47 1967.5273),(48 1988.4193),(49 1969.7742),(50 1966.1832),(51 1963.4861),(52 1924.514),(53 1916.8131),(54 1930.661),(55 1922.8146),(56 1888.7247),(57 1899.1598),(58 1868.0459),(59 1884.7737),(60 1901.5154),(61 1895.5609),(62 1886.697),(63 1908.9471),(64 1931.9022),(65 1910.7186),(66 1930.0721),(67 1946.7762),(68 1945.4075),(69 1928.425),(70 1910.6322),(71 1909.0289),(72 1878.6317),(73 1876.123),(74 1873.3341),(75 1876.1638),(76 1909.9222),(77 1897.5842),(78 1927.8679),(79 1934.7301),
(1 989.93353),(2 1109.6191),(3 1177.3875),(4 1260.9215),(5 1296.2526),(6 1310.4949),(7 1366.2703),(8 1382.7754),(9 1414.2881),(10 1419.9469),(11 1447.9193),(12 1472.3679),(13 1475.7426),(14 1496.6531),(15 1532.7902),(16 1526.8878),(17 1578.5176),(18 1608.4458),(19 1622.4005),(20 1631.7739),(21 1663.1431),(22 1679.9935),(23 1704.6841),(24 1725.1693),(25 1755.1273),(26 1767.0461),(27 1795.5382),(28 1819.9122),(29 1820.574),(30 1846.54),(31 1879.0928),(32 1875.667),(33 1914.6018),(34 1941.0201),(35 1943.9701),(36 1962.6472),(37 1994.7814),(38 1982.5913),(39 1975.9071),(40 1964.4896),(41 1985.8792),(42 1970.4153),(43 1969.5559),(44 1956.0791),(45 1966.5182),(46 1960.5547),(47 1928.7174),(48 1963.096),(49 1956.6854),(50 1965.1411),(51 1951.4413),(52 1924.5931),(53 1913.0786),(54 1925.3639),(55 1895.773),(56 1907.6493),(57 1905.4518),(58 1879.026),(59 1869.235),(60 1865.2523),(61 1885.4181),(62 1862.1028),(63 1894.839),(64 1897.1122),(65 1884.2035),(66 1885.3735),(67 1892.7987),(68 1912.0803),(69 1892.3242),(70 1888.1835),(71 1896.1039),(72 1853.6088),(73 1879.8975),(74 1884.4397),(75 1886.6818),(76 1885.0135),(77 1877.2318),(78 1903.2234),(79 1916.5437),
(1 983.7801),(2 1088.1781),(3 1154.3793),(4 1235.147),(5 1254.0513),(6 1276.3954),(7 1334.0892),(8 1321.3492),(9 1360.0289),(10 1359.4197),(11 1378.4976),(12 1401.1923),(13 1412.2322),(14 1425.8477),(15 1473.8185),(16 1487.0885),(17 1501.131),(18 1515.8833),(19 1541.1848),(20 1560.5443),(21 1569.1162),(22 1583.0847),(23 1621.3184),(24 1619.6672),(25 1636.0851),(26 1672.637),(27 1673.4344),(28 1737.5476),(29 1759.495),(30 1763.9003),(31 1810.5544),(32 1818.3004),(33 1847.405),(34 1818.7019),(35 1842.62),(36 1851.0308),(37 1854.0753),(38 1854.1991),(39 1854.9357),(40 1840.0963),(41 1854.7336),(42 1832.2572),(43 1863.0948),(44 1832.8896),(45 1839.5033),(46 1830.3799),(47 1826.824),(48 1847.6012),(49 1842.6542),(50 1818.2211),(51 1823.2557),(52 1809.8263),(53 1795.7734),(54 1794.587),(55 1790.7004),(56 1778.3964),(57 1772.2288),(58 1745.1677),(59 1760.831),(60 1750.3564),(61 1730.6426),(62 1731.3173),(63 1776.1188),(64 1765.2909),(65 1767.15),(66 1743.3289),(67 1755.332),(68 1776.9993),(69 1745.5236),(70 1739.1228),(71 1711.9227),(72 1704.9349),(73 1717.6714),(74 1705.9974),(75 1714.7465),(76 1699.6516),(77 1706.8643),(78 1725.1185),(79 1742.8699),
(1 982.99097),(2 1078.3481),(3 1153.0681),(4 1219.5319),(5 1244.7908),(6 1269.0513),(7 1315.7571),(8 1327.8379),(9 1332.0043),(10 1348.1776),(11 1354.9043),(12 1380.7391),(13 1413.3757),(14 1412.2971),(15 1436.0977),(16 1446.6693),(17 1483.1592),(18 1521.6079),(19 1528.6688),(20 1557.6707),(21 1565.4244),(22 1591.6188),(23 1605.8566),(24 1600.4149),(25 1624.6982),(26 1652.0974),(27 1674.3848),(28 1708.1232),(29 1732.4481),(30 1737.8983),(31 1781.0201),(32 1783.7192),(33 1817.7904),(34 1798.0096),(35 1834.9503),(36 1855.4669),(37 1844.3864),(38 1858.6023),(39 1850.9048),(40 1848.2072),(41 1835.4121),(42 1842.785),(43 1843.1969),(44 1819.4912),(45 1843.436),(46 1845.1122),(47 1851.0787),(48 1865.9846),(49 1834.2738),(50 1838.6008),(51 1840.8557),(52 1824.8822),(53 1798.2012),(54 1794.2625),(55 1807.2162),(56 1787.9911),(57 1806.7178),(58 1784.1729),(59 1790.5822),(60 1774.8344),(61 1794.4542),(62 1783.3643),(63 1811.3969),(64 1822.7816),(65 1820.4669),(66 1817.2655),(67 1823.4495),(68 1823.7135),(69 1827.896),(70 1821.8002),(71 1797.5057),(72 1794.4744),(73 1785.335),(74 1794.7411),(75 1792.6781),(76 1788.2865),(77 1768.4077),(78 1805.0214),(79 1815.0276),
(1 951.82745),(2 1052.5798),(3 1125.6378),(4 1197.7733),(5 1224.4426),(6 1233.5576),(7 1301.0822),(8 1308.593),(9 1333.064),(10 1356.5763),(11 1379.7233),(12 1399.2578),(13 1416.8256),(14 1419.8401),(15 1452.5569),(16 1451.7109),(17 1474.8143),(18 1511.3372),(19 1521.041),(20 1532.2332),(21 1556.7559),(22 1595.0134),(23 1613.1619),(24 1636.8247),(25 1630.1937),(26 1639.637),(27 1671.8715),(28 1697.3972),(29 1704.7634),(30 1724.6326),(31 1737.5071),(32 1740.9945),(33 1765.6526),(34 1744.5067),(35 1750.6337),(36 1777.89),(37 1767.6296),(38 1790.5254),(39 1775.9094),(40 1759.5627),(41 1762.5068),(42 1774.4834),(43 1754.6382),(44 1745.2677),(45 1759.2593),(46 1757.7592),(47 1746.7456),(48 1779.2029),(49 1749.5355),(50 1765.184),(51 1752.754),(52 1765.043),(53 1734.9017),(54 1728.7491),(55 1746.5082),(56 1726.9967),(57 1741.0157),(58 1728.6951),(59 1722.7463),(60 1709.8444),(61 1712.6926),(62 1727.4006),(63 1718.6846),(64 1739.2596),(65 1743.3726),(66 1750.9675),(67 1752.733),(68 1755.9094),(69 1764.3645),(70 1746.3024),(71 1717.886),(72 1697.2401),(73 1695.981),(74 1691.0989),(75 1684.32),(76 1700.6836),(77 1679.8855),(78 1716.6483),(79 1729.778),
(1 930.69635),(2 1025.0262),(3 1110.5797),(4 1179.6134),(5 1204.6484),(6 1216.0105),(7 1262.781),(8 1268.892),(9 1280.8574),(10 1308.338),(11 1327.4221),(12 1342.7148),(13 1361.4462),(14 1367.8922),(15 1389.1659),(16 1416.9786),(17 1451.237),(18 1475.4353),(19 1494.0573),(20 1498.1731),(21 1542.3546),(22 1550.6678),(23 1567.8387),(24 1586.1392),(25 1573.722),(26 1610.3715),(27 1633.0892),(28 1651.5653),(29 1651.0935),(30 1674.9009),(31 1684.6302),(32 1684.2766),(33 1699.1932),(34 1711.437),(35 1718.9325),(36 1713.9237),(37 1728.0836),(38 1728.7039),(39 1723.7906),(40 1724.6398),(41 1705.8862),(42 1703.4169),(43 1698.5474),(44 1705.2126),(45 1712.6766),(46 1700.0344),(47 1698.4906),(48 1731.5594),(49 1694.4755),(50 1713.7931),(51 1701.3828),(52 1704.9108),(53 1676.2125),(54 1681.1895),(55 1678.3744),(56 1674.6394),(57 1677.792),(58 1662.2773),(59 1657.7896),(60 1661.5139),(61 1674.5924),(62 1660.8917),(63 1679.0972),(64 1705.9994),(65 1696.7152),(66 1726.6796),(67 1723.3567),(68 1733.3984),(69 1740.24),(70 1711.7069),(71 1674.4855),(72 1682.0963),(73 1691.0657),(74 1693.6116),(75 1674.1262),(76 1673.6265),(77 1682.5691),(78 1704.1565),(79 1703.9226),
(1 884.115),(2 972.53186),(3 1068.865),(4 1119.883),(5 1136.4242),(6 1161.998),(7 1219.3955),(8 1211.4441),(9 1234.0049),(10 1241.148),(11 1251.3105),(12 1284.614),(13 1314.4327),(14 1311.5858),(15 1316.5934),(16 1339.8137),(17 1351.0215),(18 1388.6207),(19 1405.1525),(20 1429.3317),(21 1438.4503),(22 1457.9628),(23 1474.097),(24 1484.402),(25 1486.9794),(26 1513.6941),(27 1557.664),(28 1573.3566),(29 1591.512),(30 1593.9717),(31 1602.1206),(32 1613.3163),(33 1623.6262),(34 1614.4777),(35 1622.3335),(36 1628.2218),(37 1634.8099),(38 1641.2634),(39 1637.1127),(40 1642.8),(41 1638.1627),(42 1626.1844),(43 1636.0305),(44 1628.9087),(45 1640.5793),(46 1624.3625),(47 1629.192),(48 1648.8158),(49 1629.8206),(50 1653.5365),(51 1642.8151),(52 1639.7618),(53 1626.5573),(54 1600.6857),(55 1603.7471),(56 1614.6416),(57 1596.9133),(58 1596.1256),(59 1587.4741),(60 1575.8195),(61 1575.5598),(62 1582.5226),(63 1613.0868),(64 1616.6992),(65 1603.8445),(66 1612.5588),(67 1607.3047),(68 1629.609),(69 1609.7244),(70 1582.9408),(71 1564.1718),(72 1552.7283),(73 1559.026),(74 1559.3094),(75 1562.1848),(76 1565.2944),(77 1563.2698),(78 1599.267),(79 1591.1381),
(1 915.3841),(2 976.75525),(3 1085.4073),(4 1128.9049),(5 1149.8597),(6 1177.6866),(7 1206.2091),(8 1204.1527),(9 1212.4458),(10 1226.9576),(11 1251.5659),(12 1257.2695),(13 1295.4677),(14 1308.453),(15 1344.3726),(16 1334.5171),(17 1355.0481),(18 1380.1691),(19 1398.1432),(20 1415.8914),(21 1432.1866),(22 1450.298),(23 1454.657),(24 1492.1881),(25 1473.4639),(26 1490.927),(27 1518.4128),(28 1540.0566),(29 1580.3013),(30 1572.5022),(31 1600.4703),(32 1603.8191),(33 1615.0142),(34 1618.6835),(35 1620.3436),(36 1606.5056),(37 1634.4042),(38 1648.5022),(39 1643.1385),(40 1631.1539),(41 1622.1527),(42 1621.9727),(43 1607.6818),(44 1601.2246),(45 1632.999),(46 1618.6608),(47 1617.1376),(48 1642.875),(49 1620.1697),(50 1631.3766),(51 1608.184),(52 1600.1617),(53 1622.2715),(54 1593.4508),(55 1567.678),(56 1584.9705),(57 1558.5924),(58 1564.4597),(59 1555.072),(60 1546.6896),(61 1552.0936),(62 1546.229),(63 1564.7773),(64 1572.2134),(65 1566.6388),(66 1576.5945),(67 1562.9437),(68 1573.4811),(69 1580.6179),(70 1567.8984),(71 1555.1199),(72 1550.4534),(73 1564.3408),(74 1560.735),(75 1558.3785),(76 1555.6316),(77 1541.7107),(78 1571.2179),(79 1580.0907),
(1 912.08246),(2 975.9304),(3 1061.1255),(4 1113.9033),(5 1135.7605),(6 1149.4254),(7 1196.9087),(8 1212.5468),(9 1212.7711),(10 1233.1118),(11 1242.7103),(12 1260.2726),(13 1283.8546),(14 1296.0265),(15 1332.3406),(16 1342.081),(17 1356.3009),(18 1401.1239),(19 1422.1578),(20 1433.5881),(21 1438.2019),(22 1464.11),(23 1482.3196),(24 1513.0623),(25 1505.4545),(26 1516.4316),(27 1541.5792),(28 1550.4354),(29 1576.1204),(30 1576.9164),(31 1596.1567),(32 1593.6752),(33 1622.8125),(34 1603.7975),(35 1637.7809),(36 1641.427),(37 1645.4038),(38 1654.9465),(39 1640.25),(40 1637.4028),(41 1619.7711),(42 1615.3501),(43 1610.6027),(44 1608.9375),(45 1630.3594),(46 1608.2787),(47 1611.8969),(48 1657.2904),(49 1619.8586),(50 1648.5991),(51 1629.058),(52 1616.0906),(53 1613.1597),(54 1608.5736),(55 1598.4031),(56 1589.3729),(57 1574.2095),(58 1582.9861),(59 1570.0273),(60 1565.4303),(61 1554.8673),(62 1557.6614),(63 1569.2623),(64 1575.6998),(65 1592.439),(66 1594.2163),(67 1585.4193),(68 1588.605),(69 1577.8485),(70 1552.8579),(71 1559.154),(72 1543.137),(73 1550.477),(74 1538.038),(75 1526.1707),(76 1534.4504),(77 1528.357),(78 1567.9727),(79 1558.2765),
(1 904.65454),(2 968.253),(3 1055.1925),(4 1101.1171),(5 1134.487),(6 1140.3528),(7 1159.0394),(8 1188.7109),(9 1197.24),(10 1214.995),(11 1236.2391),(12 1244.802),(13 1286.1349),(14 1287.0024),(15 1315.7556),(16 1334.09),(17 1334.825),(18 1380.8883),(19 1400.2378),(20 1437.3655),(21 1438.5181),(22 1448.3246),(23 1472.0885),(24 1487.6635),(25 1477.0624),(26 1511.3342),(27 1535.4993),(28 1559.4545),(29 1580.7998),(30 1567.533),(31 1592.8105),(32 1598.5187),(33 1631.3173),(34 1609.2089),(35 1627.76),(36 1633.647),(37 1657.4191),(38 1636.0242),(39 1648.6179),(40 1639.1622),(41 1617.1759),(42 1603.3508),(43 1594.552),(44 1608.9999),(45 1618.6104),(46 1608.4409),(47 1600.673),(48 1605.2711),(49 1618.5469),(50 1623.273),(51 1613.5901),(52 1575.7603),(53 1572.0206),(54 1567.1257),(55 1570.732),(56 1557.8074),(57 1571.5482),(58 1558.1991),(59 1560.4913),(60 1550.2357),(61 1571.4365),(62 1567.5914),(63 1580.9642),(64 1592.2184),(65 1594.5635),(66 1611.7314),(67 1593.906),(68 1608.9684),(69 1615.4193),(70 1591.8484),(71 1585.9878),(72 1569.5504),(73 1584.0566),(74 1577.302),(75 1552.3483),(76 1571.381),(77 1562.0983),(78 1587.4878),(79 1617.1174),
(1 862.4319),(2 924.77026),(3 1009.1093),(4 1059.9192),(5 1088.2424),(6 1086.2692),(7 1137.0283),(8 1145.3362),(9 1171.8407),(10 1165.598),(11 1188.9861),(12 1227.7439),(13 1234.9938),(14 1236.0756),(15 1250.3372),(16 1278.316),(17 1288.9175),(18 1315.5731),(19 1330.7456),(20 1359.7833),(21 1362.6285),(22 1381.1517),(23 1386.899),(24 1409.6547),(25 1408.5791),(26 1440.7029),(27 1459.4531),(28 1473.1875),(29 1482.7552),(30 1484.2622),(31 1509.2682),(32 1518.8768),(33 1531.9739),(34 1543.0345),(35 1545.7124),(36 1557.4036),(37 1558.5546),(38 1565.8241),(39 1563.9326),(40 1572.09),(41 1549.8619),(42 1564.8022),(43 1539.2327),(44 1538.9257),(45 1525.573),(46 1538.6154),(47 1531.3846),(48 1540.7775),(49 1551.3978),(50 1544.6504),(51 1537.821),(52 1520.732),(53 1499.0859),(54 1501.8215),(55 1496.8473),(56 1466.7975),(57 1473.7034),(58 1451.8036),(59 1479.1832),(60 1446.6635),(61 1451.3265),(62 1444.2594),(63 1463.679),(64 1476.5365),(65 1473.8856),(66 1494.9113),(67 1477.3473),(68 1490.672),(69 1466.3384),(70 1482.5181),(71 1459.1276),(72 1433.4182),(73 1459.4751),(74 1449.2386),(75 1435.908),(76 1457.0796),(77 1421.2372),(78 1455.5186),(79 1475.6465),
(1 852.0934),(2 916.38556),(3 990.8393),(4 1045.6855),(5 1075.5875),(6 1084.5468),(7 1138.9626),(8 1137.6117),(9 1139.2377),(10 1165.1769),(11 1180.6766),(12 1214.457),(13 1235.4333),(14 1245.8036),(15 1254.247),(16 1274.7684),(17 1282.736),(18 1325.6796),(19 1356.5682),(20 1371.3446),(21 1395.8715),(22 1395.0615),(23 1415.5883),(24 1438.5632),(25 1450.768),(26 1474.4216),(27 1483.5894),(28 1525.3541),(29 1534.7716),(30 1538.822),(31 1545.4915),(32 1548.3539),(33 1562.4733),(34 1584.8208),(35 1567.7549),(36 1595.9742),(37 1609.0428),(38 1601.2913),(39 1611.3337),(40 1588.0236),(41 1590.9592),(42 1586.1489),(43 1567.229),(44 1565.4076),(45 1562.4124),(46 1574.6511),(47 1565.4011),(48 1579.6039),(49 1574.991),(50 1567.0339),(51 1549.4491),(52 1553.8872),(53 1525.3242),(54 1540.4293),(55 1533.6094),(56 1520.9563),(57 1524.123),(58 1501.4772),(59 1504.0238),(60 1487.6307),(61 1487.4521),(62 1481.7731),(63 1496.6141),(64 1498.6472),(65 1506.2224),(66 1521.7471),(67 1511.59),(68 1533.1803),(69 1506.6289),(70 1502.0675),(71 1498.6726),(72 1458.5496),(73 1489.1023),(74 1474.9967),(75 1468.4816),(76 1473.3494),(77 1451.1643),(78 1464.3228),(79 1488.9254),
(1 826.4662),(2 916.943),(3 997.2845),(4 1038.681),(5 1077.8562),(6 1071.0211),(7 1145.71),(8 1152.6982),(9 1161.051),(10 1192.9315),(11 1207.8042),(12 1235.7938),(13 1263.93),(14 1263.6365),(15 1279.7761),(16 1297.439),(17 1313.1094),(18 1376.7186),(19 1390.6116),(20 1406.4519),(21 1431.8584),(22 1435.9557),(23 1434.6227),(24 1464.806),(25 1472.1418),(26 1493.9282),(27 1521.77),(28 1533.8793),(29 1534.3002),(30 1540.7587),(31 1547.3927),(32 1554.0127),(33 1544.9937),(34 1559.115),(35 1550.2009),(36 1580.2526),(37 1584.152),(38 1571.5082),(39 1569.7952),(40 1555.955),(41 1536.2428),(42 1535.4142),(43 1540.1174),(44 1518.1508),(45 1524.7826),(46 1537.4064),(47 1521.2075),(48 1534.3115),(49 1536.9103),(50 1520.5203),(51 1517.3783),(52 1520.547),(53 1493.3369),(54 1515.4497),(55 1511.6552),(56 1509.5122),(57 1522.2395),(58 1482.2195),(59 1520.1086),(60 1515.0164),(61 1521.4806),(62 1508.6284),(63 1542.9277),(64 1544.1257),(65 1540.9545),(66 1551.8608),(67 1564.1542),(68 1589.5172),(69 1569.0334),(70 1557.3785),(71 1542.468),(72 1514.0315),(73 1544.771),(74 1512.1726),(75 1516.7506),(76 1521.4352),(77 1495.6644),(78 1524.113),(79 1521.4257),
