1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 49470.547),(2 144475.8),(3 329417.97),(4 547652.94),(5 850134.25),(6 1157364.9),(7 1529665.6),(8 1892741),(9 2298644.8),(10 2665569),(11 3057845),(12 3374225.3),(13 3703409),(14 3990851.8),(15 4231795.5),(16 4451103.5),(17 4641723.5),(18 4808268.5),(19 4934020),(20 5041214.5),(21 5103789.5),(22 5146846.5),(23 5136983.5),(24 5105131),(25 5059790),(26 5014530.5),(27 4959732),(28 4899461.5),(29 4836817.5),(30 4777541.5),(31 4725573.5),(32 4705926.5),(33 4669383.5),(34 4674815.5),(35 4703534),(36 4773485.5),(37 4823805.5),(38 4902385.5),(39 5040376.5),(40 5182915.5),(41 5359357.5),(42 5494160.5),(43 5654634.5),(44 5790400),(45 5899238.5),(46 5950761.5),(47 5948384.5),(48 5899662.5),(49 5822810.5),(50 5715938.5),(51 5570357),(52 5426082.5),(53 5307277.5),(54 5173536.5),(55 5089050),(56 5033502),(57 5030702),(58 5022341.5),(59 5092028.5),(60 5165068.5),(61 5306651.5),(62 5413814.5),(63 5531692.5),(64 5639314.5),(65 5737485.5),(66 5800784),(67 5900372),(68 6004298),(69 6118827.5),(70 6253872),(71 6376897.5),(72 6507584),(73 6632100),(74 6743661.5),(75 6844048.5),(76 6937148),(77 7008367.5),(78 7070805.5),(79 7136726.5),
(1 62.20686),(2 83.50808),(3 96.476395),(4 107.574),(5 115.56293),(6 122.64832),(7 129.89375),(8 136.06781),(9 138.06442),(10 143.6004),(11 145.11066),(12 145.65085),(13 148.4916),(14 151.43814),(15 155.07724),(16 155.93037),(17 156.93062),(18 157.54475),(19 159.37312),(20 160.19032),(21 162.44887),(22 164.21645),(23 166.33653),(24 165.54233),(25 166.7322),(26 166.74016),(27 168.3705),(28 168.31444),(29 171.89624),(30 172.88666),(31 175.25845),(32 176.56526),(33 177.2808),(34 178.51367),(35 179.11699),(36 179.09424),(37 180.27684),(38 182.2636),(39 183.28134),(40 183.90738),(41 183.29752),(42 182.61078),(43 181.5932),(44 181.01567),(45 181.06479),(46 180.48969),(47 179.68904),(48 178.4329),(49 177.31372),(50 178.92728),(51 176.81586),(52 176.43335),(53 175.09038),(54 174.06393),(55 173.31308),(56 173.05656),(57 172.1566),(58 172.43),(59 171.50778),(60 171.74297),(61 173.75938),(62 176.4881),(63 176.1374),(64 175.62236),(65 177.21994),(66 176.4155),(67 178.84492),(68 178.02533),(69 179.85582),(70 179.95415),(71 179.53032),(72 179.40395),(73 180.0177),(74 180.47728),(75 182.14255),(76 182.46408),(77 182.98625),(78 182.52757),(79 182.11255),
(1 59.814137),(2 80.56201),(3 93.93815),(4 104.59755),(5 112.873215),(6 120.19005),(7 127.016785),(8 132.83694),(9 136.24054),(10 140.37509),(11 144.01929),(12 146.77946),(13 150.0471),(14 152.47414),(15 154.69759),(16 157.1047),(17 158.49037),(18 161.51756),(19 161.1215),(20 163.40808),(21 165.15869),(22 165.14436),(23 167.35727),(24 166.75095),(25 168.57008),(26 170.96744),(27 171.56686),(28 171.67595),(29 171.86124),(30 171.89856),(31 171.59668),(32 172.27432),(33 173.75993),(34 171.84248),(35 171.92561),(36 170.6581),(37 171.88881),(38 172.5898),(39 171.79317),(40 173.989),(41 174.1614),(42 173.86658),(43 174.23683),(44 174.14395),(45 169.91884),(46 170.22462),(47 169.05304),(48 168.28604),(49 166.36311),(50 166.12624),(51 163.65933),(52 164.06995),(53 163.1069),(54 164.9646),(55 164.65155),(56 165.49266),(57 164.33157),(58 165.6911),(59 165.97153),(60 166.76328),(61 167.73361),(62 166.0649),(63 166.60002),(64 165.15369),(65 167.65207),(66 168.60258),(67 169.15343),(68 170.9466),(69 170.86476),(70 171.38739),(71 172.54547),(72 171.22775),(73 169.62251),(74 170.24571),(75 173.54355),(76 170.59145),(77 169.70992),(78 168.79005),(79 170.03261),
(1 60.997993),(2 82.52113),(3 95.436035),(4 106.08805),(5 114.46971),(6 121.85773),(7 127.3975),(8 133.35016),(9 138.37018),(10 141.66028),(11 144.581),(12 149.1353),(13 150.06053),(14 151.07379),(15 154.86644),(16 154.3002),(17 156.04869),(18 158.79709),(19 159.62877),(20 158.72537),(21 158.5965),(22 158.40678),(23 158.54169),(24 158.90302),(25 160.22972),(26 161.8198),(27 163.40068),(28 163.15883),(29 164.63997),(30 167.27534),(31 166.70306),(32 166.05893),(33 166.9268),(34 167.43896),(35 168.87639),(36 167.70924),(37 167.7772),(38 168.91257),(39 171.93219),(40 172.62839),(41 172.71292),(42 171.97081),(43 172.1003),(44 171.67313),(45 171.193),(46 172.33592),(47 172.98691),(48 172.81718),(49 172.36739),(50 173.56924),(51 172.93753),(52 170.65923),(53 170.65549),(54 170.398),(55 169.95605),(56 171.2251),(57 170.20767),(58 170.60268),(59 170.96544),(60 170.19302),(61 169.16507),(62 168.15189),(63 168.34274),(64 167.5648),(65 168.73448),(66 170.26259),(67 171.07014),(68 170.79327),(69 171.96487),(70 171.87778),(71 171.5486),(72 171.84357),(73 173.48064),(74 172.54051),(75 174.16212),(76 173.94633),(77 175.04437),(78 175.51999),(79 177.07787),
(1 59.970097),(2 81.15903),(3 94.999245),(4 106.02298),(5 113.09985),(6 121.17054),(7 127.16891),(8 132.76414),(9 136.17918),(10 140.2169),(11 143.10722),(12 145.87035),(13 147.9592),(14 148.52425),(15 152.34447),(16 150.34698),(17 152.13614),(18 152.17935),(19 152.70445),(20 153.91077),(21 153.98538),(22 155.589),(23 156.29091),(24 155.78354),(25 155.38226),(26 157.12665),(27 158.63623),(28 159.54482),(29 162.04016),(30 163.41006),(31 165.85059),(32 165.00835),(33 166.41985),(34 166.99823),(35 168.24573),(36 168.18623),(37 169.52634),(38 171.82819),(39 171.30489),(40 170.05263),(41 170.90472),(42 170.90472),(43 170.37679),(44 169.61906),(45 169.35387),(46 170.10652),(47 168.4367),(48 167.23045),(49 167.87985),(50 169.65665),(51 169.23862),(52 169.4529),(53 170.65974),(54 171.40068),(55 170.44373),(56 171.2347),(57 170.68745),(58 169.47179),(59 171.27199),(60 171.88089),(61 173.25787),(62 173.78696),(63 174.89412),(64 175.13835),(65 177.44804),(66 178.28185),(67 180.066),(68 181.05318),(69 181.36551),(70 180.99655),(71 181.60693),(72 180.65031),(73 179.8166),(74 181.28061),(75 182.16768),(76 181.75755),(77 181.43973),(78 179.97134),(79 183.32191),
(1 59.720318),(2 79.723045),(3 92.77471),(4 103.84394),(5 111.44313),(6 119.06693),(7 125.49365),(8 129.83583),(9 133.98834),(10 138.49162),(11 140.84154),(12 143.52345),(13 146.18591),(14 146.55055),(15 147.10898),(16 148.11072),(17 151.37193),(18 154.32487),(19 155.07265),(20 156.88492),(21 157.87961),(22 156.6843),(23 158.47949),(24 158.6954),(25 159.86116),(26 159.04962),(27 160.2918),(28 161.3901),(29 161.48204),(30 161.10927),(31 163.88556),(32 163.46846),(33 163.7087),(34 163.80467),(35 165.83063),(36 165.1718),(37 166.3388),(38 167.95242),(39 168.52605),(40 166.68785),(41 167.95244),(42 167.0345),(43 168.18486),(44 170.39197),(45 168.60098),(46 169.36746),(47 168.34274),(48 168.6178),(49 168.09734),(50 168.81696),(51 167.12074),(52 165.82794),(53 166.52702),(54 166.96053),(55 166.24712),(56 165.78497),(57 166.46782),(58 168.08952),(59 167.36278),(60 169.19458),(61 172.98369),(62 171.04591),(63 172.07289),(64 172.1979),(65 172.11133),(66 171.71248),(67 172.33202),(68 174.50313),(69 176.07451),(70 176.5558),(71 176.70518),(72 176.1592),(73 176.95155),(74 178.37318),(75 179.32004),(76 178.54932),(77 179.83752),(78 181.88863),(79 181.87422),
(1 59.82567),(2 80.94528),(3 94.45881),(4 103.450714),(5 110.34432),(6 118.69512),(7 124.37011),(8 132.04793),(9 135.81473),(10 138.61172),(11 141.96138),(12 145.3322),(13 148.52437),(14 150.18631),(15 149.86836),(16 151.96324),(17 154.00186),(18 153.51955),(19 155.99872),(20 155.79968),(21 157.10991),(22 158.0219),(23 158.7483),(24 157.4534),(25 157.98871),(26 158.74623),(27 160.7047),(28 160.40985),(29 161.58757),(30 160.14406),(31 160.99179),(32 162.38806),(33 165.61266),(34 166.78758),(35 166.95876),(36 168.14024),(37 169.43985),(38 170.8394),(39 173.17613),(40 173.57965),(41 173.65936),(42 173.3654),(43 173.86179),(44 173.0389),(45 173.2799),(46 174.21895),(47 172.39424),(48 172.69888),(49 173.11922),(50 172.97177),(51 171.13213),(52 170.93532),(53 170.71864),(54 169.90599),(55 168.29376),(56 167.67563),(57 166.01003),(58 166.12589),(59 166.22807),(60 166.26167),(61 166.34702),(62 168.68161),(63 170.28981),(64 168.99031),(65 169.86346),(66 170.87332),(67 172.19635),(68 171.14812),(69 173.92795),(70 173.20164),(71 173.80264),(72 174.34027),(73 174.62598),(74 175.73938),(75 176.88704),(76 176.81516),(77 177.37843),(78 177.69041),(79 179.64687),
(1 58.094906),(2 79.58414),(3 91.95176),(4 100.46845),(5 110.26801),(6 116.20509),(7 121.42222),(8 126.95753),(9 131.77759),(10 135.2994),(11 138.6954),(12 139.5269),(13 141.20963),(14 143.89734),(15 147.0145),(16 147.25945),(17 148.94817),(18 149.27844),(19 151.31706),(20 152.30501),(21 153.92087),(22 155.12126),(23 155.79814),(24 156.50868),(25 158.6136),(26 158.83194),(27 163.0995),(28 163.66301),(29 165.80693),(30 166.66048),(31 168.46254),(32 170.31415),(33 170.96315),(34 171.50966),(35 171.57124),(36 171.02681),(37 171.0889),(38 170.87541),(39 169.70728),(40 169.7806),(41 169.26065),(42 167.67761),(43 167.522),(44 166.78355),(45 166.16885),(46 164.58676),(47 164.51445),(48 162.50203),(49 161.31744),(50 162.84683),(51 162.44427),(52 162.08632),(53 161.80974),(54 162.15709),(55 161.65659),(56 164.29816),(57 164.45032),(58 164.74509),(59 166.86533),(60 168.45085),(61 169.97243),(62 170.90683),(63 173.21747),(64 173.2351),(65 174.47571),(66 174.67715),(67 174.72855),(68 174.08937),(69 176.82562),(70 176.90173),(71 175.92146),(72 173.84442),(73 174.36551),(74 174.57219),(75 176.65578),(76 176.00719),(77 175.93936),(78 175.05702),(79 176.52637),
(1 59.81852),(2 79.86262),(3 92.66952),(4 102.311966),(5 108.9008),(6 115.86211),(7 119.73449),(8 126.01195),(9 128.93819),(10 134.06369),(11 136.05879),(12 139.087),(13 142.29771),(14 143.44034),(15 145.97417),(16 147.30362),(17 150.38356),(18 153.31915),(19 153.49278),(20 155.02972),(21 158.06894),(22 156.9465),(23 159.31406),(24 158.38507),(25 160.258),(26 161.1442),(27 162.78482),(28 162.9188),(29 163.87398),(30 163.7388),(31 164.97119),(32 165.15088),(33 166.56659),(34 165.77098),(35 168.25533),(36 167.88861),(37 168.16711),(38 170.0264),(39 169.33705),(40 171.33702),(41 169.13855),(42 170.67351),(43 172.59605),(44 171.44228),(45 171.6979),(46 171.83823),(47 171.2354),(48 171.27788),(49 169.66031),(50 169.83614),(51 169.9779),(52 169.9478),(53 170.59995),(54 169.73158),(55 168.8964),(56 168.0373),(57 168.3127),(58 168.23848),(59 168.55128),(60 169.79597),(61 169.76668),(62 170.26877),(63 170.10039),(64 170.05066),(65 170.50769),(66 172.2936),(67 171.99779),(68 171.90672),(69 173.00955),(70 172.06375),(71 172.56517),(72 173.2208),(73 175.2795),(74 174.3059),(75 174.78825),(76 174.44023),(77 174.33861),(78 175.90334),(79 174.19868),
(1 57.548195),(2 76.523796),(3 90.40573),(4 98.85783),(5 105.99434),(6 113.78465),(7 118.67055),(8 123.95446),(9 127.60821),(10 130.876),(11 132.71571),(12 135.68427),(13 138.58923),(14 141.39401),(15 142.75584),(16 144.5325),(17 146.91249),(18 147.76677),(19 147.39893),(20 147.1662),(21 149.74481),(22 149.7494),(23 152.25612),(24 153.21637),(25 154.61084),(26 154.21439),(27 154.95946),(28 153.9135),(29 157.0285),(30 157.33624),(31 159.49489),(32 160.16138),(33 162.05888),(34 162.95705),(35 162.54675),(36 163.53426),(37 165.40038),(38 164.6315),(39 164.15036),(40 164.20645),(41 163.02579),(42 165.04208),(43 166.35449),(44 166.01102),(45 164.75851),(46 166.49539),(47 164.33005),(48 164.36597),(49 163.21642),(50 163.82176),(51 163.84505),(52 163.61304),(53 160.59184),(54 162.20856),(55 162.18846),(56 162.24661),(57 163.21649),(58 163.68602),(59 164.88382),(60 165.91832),(61 164.89685),(62 164.18277),(63 164.27986),(64 163.54433),(65 162.79402),(66 163.48064),(67 163.30695),(68 163.99341),(69 164.4298),(70 164.10477),(71 163.23557),(72 163.9779),(73 166.19478),(74 165.45332),(75 165.64487),(76 165.57726),(77 166.24084),(78 168.20204),(79 170.05376),
(1 57.44689),(2 77.40843),(3 89.820694),(4 100.239006),(5 107.238976),(6 114.139145),(7 118.76434),(8 121.94677),(9 125.79373),(10 129.8216),(11 130.61578),(12 134.25804),(13 137.94077),(14 141.40674),(15 144.14363),(16 146.01599),(17 147.80371),(18 149.08421),(19 149.26474),(20 147.82275),(21 149.67604),(22 151.94057),(23 152.63051),(24 154.2946),(25 154.05719),(26 152.26277),(27 153.76651),(28 153.9786),(29 154.09222),(30 153.8182),(31 153.8759),(32 154.33125),(33 156.92804),(34 156.79556),(35 157.00174),(36 156.91687),(37 157.93839),(38 159.08691),(39 159.4302),(40 159.37079),(41 160.03685),(42 160.44293),(43 159.5127),(44 161.17598),(45 160.9579),(46 161.91551),(47 162.29668),(48 162.62662),(49 163.43752),(50 163.94058),(51 163.5815),(52 163.70984),(53 162.49991),(54 162.0061),(55 162.25757),(56 162.74394),(57 162.3376),(58 162.14528),(59 163.32619),(60 163.84503),(61 163.67267),(62 162.88676),(63 163.556),(64 162.84377),(65 163.76062),(66 163.90106),(67 166.07698),(68 166.0305),(69 167.37805),(70 166.9516),(71 166.88596),(72 166.08266),(73 167.57431),(74 167.05519),(75 167.51405),(76 168.0777),(77 167.98453),(78 166.84631),(79 166.56544),
(1 57.11419),(2 75.32772),(3 87.285965),(4 98.62124),(5 104.863045),(6 113.03559),(7 118.276245),(8 123.06098),(9 125.159325),(10 129.43803),(11 130.03401),(12 132.15395),(13 134.59592),(14 135.28796),(15 138.67805),(16 138.85068),(17 140.8498),(18 141.75801),(19 143.31895),(20 145.33568),(21 148.31453),(22 149.49303),(23 152.4991),(24 154.15619),(25 155.19135),(26 156.45355),(27 158.94714),(28 160.899),(29 163.10849),(30 162.11649),(31 160.8357),(32 159.66249),(33 160.27087),(34 159.98941),(35 159.3827),(36 158.74147),(37 160.29709),(38 160.95343),(39 162.60918),(40 162.60603),(41 161.82979),(42 161.82867),(43 162.54286),(44 164.1998),(45 164.12138),(46 164.77046),(47 163.61646),(48 163.71582),(49 163.04419),(50 163.67354),(51 161.79375),(52 162.46669),(53 161.91928),(54 160.30362),(55 159.79234),(56 160.09702),(57 160.5756),(58 160.31442),(59 160.25961),(60 158.83029),(61 160.05246),(62 160.54686),(63 161.44876),(64 160.80244),(65 162.39073),(66 161.79659),(67 163.21118),(68 163.36595),(69 163.96318),(70 164.22327),(71 166.62183),(72 164.73407),(73 163.9454),(74 162.82237),(75 164.53612),(76 162.39197),(77 162.75488),(78 160.04254),(79 162.58409),
(1 55.77987),(2 74.489265),(3 85.686035),(4 94.774666),(5 102.5),(6 108.918564),(7 114.81386),(8 119.48267),(9 122.85409),(10 127.09625),(11 129.37297),(12 131.6972),(13 133.60751),(14 135.99254),(15 138.25534),(16 136.70534),(17 137.11412),(18 137.42773),(19 138.21071),(20 139.83945),(21 141.4617),(22 143.2234),(23 144.67244),(24 143.52415),(25 145.75859),(26 145.15495),(27 146.02267),(28 145.82948),(29 147.76527),(30 148.0228),(31 150.10727),(32 151.8103),(33 152.96416),(34 153.493),(35 155.13176),(36 154.84798),(37 155.6919),(38 158.515),(39 160.00215),(40 160.3319),(41 160.4198),(42 161.00041),(43 160.58276),(44 161.79817),(45 160.77756),(46 161.8021),(47 162.6479),(48 162.43747),(49 160.14973),(50 159.79872),(51 157.11627),(52 156.89793),(53 156.2962),(54 157.17314),(55 157.42377),(56 156.0842),(57 154.12039),(58 154.17256),(59 153.08282),(60 150.81421),(61 151.03534),(62 151.7974),(63 152.61166),(64 152.09813),(65 153.38853),(66 156.18762),(67 155.96289),(68 155.30585),(69 156.15768),(70 156.51888),(71 156.44994),(72 157.3297),(73 158.0101),(74 157.86935),(75 157.32265),(76 156.84697),(77 157.52776),(78 156.4904),(79 158.42804),
(1 56.204403),(2 76.077896),(3 89.59739),(4 99.80001),(5 107.28187),(6 114.12794),(7 118.15468),(8 123.239174),(9 126.10054),(10 130.33908),(11 131.70467),(12 134.14156),(13 135.97983),(14 137.44998),(15 139.32735),(16 139.19807),(17 140.75864),(18 139.51564),(19 142.10497),(20 142.31314),(21 142.43462),(22 143.17566),(23 145.39584),(24 144.76706),(25 146.99292),(26 145.61897),(27 147.65352),(28 148.21019),(29 148.41663),(30 149.86388),(31 152.57788),(32 152.48338),(33 153.25562),(34 154.48886),(35 155.27783),(36 154.08516),(37 155.33485),(38 156.64256),(39 156.19356),(40 156.26828),(41 156.25444),(42 155.95427),(43 154.96915),(44 155.54085),(45 154.15414),(46 155.81831),(47 155.9525),(48 156.77975),(49 156.88913),(50 156.28842),(51 155.2597),(52 155.85606),(53 154.5372),(54 154.43315),(55 153.23471),(56 156.17117),(57 155.31557),(58 153.95451),(59 154.13055),(60 153.08594),(61 152.63736),(62 153.0042),(63 155.58948),(64 154.17906),(65 154.9436),(66 155.49728),(67 157.59175),(68 157.07689),(69 156.41165),(70 156.1523),(71 155.95638),(72 157.51617),(73 157.81905),(74 159.20622),(75 160.07278),(76 159.66608),(77 158.17744),(78 159.25319),(79 162.10031),
(1 56.310966),(2 75.867165),(3 87.86107),(4 96.78445),(5 104.44432),(6 110.638596),(7 115.86351),(8 119.7882),(9 123.599754),(10 127.090576),(11 128.7869),(12 132.42665),(13 135.17137),(14 137.59714),(15 140.91444),(16 139.64732),(17 142.34406),(18 145.16414),(19 146.02048),(20 148.36469),(21 149.74922),(22 151.21819),(23 151.53932),(24 151.44205),(25 151.56963),(26 152.36403),(27 153.27454),(28 153.06866),(29 153.44514),(30 154.76938),(31 156.65341),(32 158.04816),(33 160.0614),(34 160.41519),(35 162.51448),(36 160.76294),(37 161.46445),(38 161.01517),(39 161.0465),(40 160.32979),(41 159.21805),(42 159.82819),(43 160.13676),(44 160.18352),(45 158.97012),(46 159.34822),(47 159.14296),(48 159.61325),(49 159.04242),(50 159.63585),(51 157.71095),(52 157.58534),(53 156.72289),(54 155.67563),(55 155.54483),(56 155.26462),(57 153.54102),(58 153.65547),(59 153.26703),(60 152.88637),(61 153.06752),(62 154.53128),(63 156.14261),(64 157.58972),(65 158.42693),(66 158.30202),(67 160.17268),(68 159.78186),(69 160.10706),(70 160.26926),(71 159.90427),(72 158.73813),(73 160.45557),(74 160.28714),(75 161.71478),(76 160.2526),(77 158.92436),(78 156.99158),(79 159.136),
(1 55.93811),(2 75.7269),(3 88.58202),(4 98.56721),(5 106.79722),(6 112.92403),(7 118.03428),(8 124.70019),(9 127.040924),(10 131.95264),(11 133.1169),(12 134.71971),(13 137.28796),(14 140.94356),(15 140.82211),(16 141.91791),(17 143.40945),(18 146.90187),(19 146.92041),(20 148.0983),(21 149.79944),(22 151.52385),(23 151.30714),(24 150.70032),(25 153.44566),(26 152.82155),(27 154.50208),(28 153.87038),(29 154.91606),(30 154.6206),(31 155.91597),(32 156.61098),(33 158.27272),(34 159.98354),(35 160.28444),(36 160.7382),(37 161.53072),(38 162.87135),(39 162.56989),(40 162.42747),(41 162.37393),(42 162.227),(43 162.36879),(44 162.23286),(45 161.58246),(46 162.6695),(47 161.82532),(48 162.56386),(49 161.58444),(50 162.45282),(51 162.70827),(52 162.91483),(53 161.57265),(54 161.32643),(55 160.23555),(56 159.15207),(57 158.15248),(58 157.79329),(59 158.73276),(60 159.14156),(61 160.24133),(62 159.29044),(63 159.85786),(64 160.31287),(65 161.28006),(66 161.68808),(67 162.41844),(68 160.82481),(69 161.3545),(70 161.89761),(71 162.02957),(72 160.81656),(73 161.18767),(74 158.87224),(75 161.57536),(76 162.90593),(77 163.73534),(78 165.44008),(79 167.69194),
(1 56.28547),(2 75.491905),(3 88.52224),(4 98.186806),(5 107.13782),(6 113.391655),(7 117.693085),(8 123.232506),(9 126.342926),(10 131.21992),(11 135.1803),(12 137.74164),(13 140.2718),(14 144.21606),(15 145.89746),(16 146.07458),(17 148.47021),(18 148.25006),(19 148.764),(20 148.2471),(21 149.37883),(22 150.79839),(23 152.77557),(24 153.76839),(25 154.26834),(26 156.12462),(27 157.30199),(28 158.08098),(29 159.59552),(30 160.87233),(31 162.99348),(32 163.46228),(33 163.93146),(34 162.78217),(35 162.42624),(36 163.8403),(37 165.22063),(38 167.68106),(39 168.2298),(40 168.8276),(41 169.03278),(42 168.82579),(43 167.58731),(44 168.49548),(45 169.21515),(46 167.66292),(47 165.98679),(48 165.46841),(49 162.94196),(50 163.46918),(51 163.42143),(52 162.044),(53 161.20157),(54 159.88116),(55 159.67912),(56 160.39151),(57 159.79878),(58 161.17957),(59 159.79189),(60 159.94243),(61 160.14941),(62 161.25337),(63 162.62096),(64 162.7265),(65 164.11589),(66 163.85716),(67 164.4771),(68 164.13216),(69 165.3301),(70 164.93788),(71 164.5147),(72 165.83305),(73 164.99373),(74 167.0788),(75 167.64697),(76 169.16602),(77 169.86264),(78 169.41354),(79 171.49309),
(1 53.29077),(2 71.31743),(3 84.073425),(4 92.76305),(5 100.822945),(6 107.44995),(7 111.28403),(8 115.82551),(9 119.81914),(10 123.782936),(11 126.599304),(12 127.83293),(13 129.73546),(14 131.7987),(15 134.25981),(16 135.65126),(17 137.47543),(18 139.0033),(19 140.26575),(20 141.84503),(21 143.7085),(22 143.19724),(23 143.94028),(24 145.1475),(25 145.57784),(26 147.30228),(27 147.95425),(28 147.99182),(29 148.97205),(30 150.71858),(31 150.8152),(32 150.60713),(33 151.56715),(34 150.36601),(35 151.00027),(36 151.34317),(37 150.96217),(38 152.0923),(39 153.68413),(40 152.4889),(41 152.25868),(42 153.23938),(43 153.1613),(44 153.75824),(45 152.6244),(46 152.29572),(47 152.3542),(48 152.0912),(49 151.77605),(50 152.21413),(51 151.22711),(52 150.13045),(53 148.68753),(54 147.64317),(55 149.68239),(56 148.80804),(57 148.07019),(58 147.87883),(59 148.44553),(60 148.50098),(61 149.67096),(62 150.58383),(63 151.30252),(64 149.95912),(65 149.50359),(66 149.4717),(67 151.01479),(68 151.19572),(69 151.43364),(70 151.23557),(71 150.94423),(72 151.50449),(73 153.22607),(74 154.66356),(75 155.92693),(76 155.07043),(77 157.19858),(78 156.14792),(79 157.34537),
