1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 46714.957),(2 114251.836),(3 199384.73),(4 318182.66),(5 466806.63),(6 652942.7),(7 841309.8),(8 1036700.94),(9 1219535.5),(10 1437482.4),(11 1655314.9),(12 1897286),(13 2176108),(14 2461061.8),(15 2699810.3),(16 2928520),(17 3153160.8),(18 3406146.3),(19 3629545.3),(20 3808414.8),(21 3932581.3),(22 4103912.8),(23 4251152.5),(24 4406837.5),(25 4548916.5),(26 4679009.5),(27 4797302),(28 4867660.5),(29 4987616.5),(30 5083549),(31 5170109.5),(32 5199386),(33 5214339.5),(34 5248790.5),(35 5278898.5),(36 5329928.5),(37 5321013.5),(38 5310822.5),(39 5314045.5),(40 5309500.5),(41 5342195),(42 5343401.5),(43 5391136),(44 5435704.5),(45 5447772.5),(46 5548066),(47 5689756),(48 5884553.5),(49 6105378.5),(50 6344329.5),(51 6510668),(52 6830450.5),(53 7188584),(54 7544190.5),(55 7944158),(56 8411941),(57 8755816),(58 9238342),(59 9760978),(60 10410416),(61 11014132),(62 11610821),(63 12124420),(64 12811557),(65 13574223),(66 14376065),(67 15215832),(68 16087245),(69 16832504),(70 17768286),(71 18653146),(72 19666870),(73 20623750),(74 21613146),(75 22446406),(76 23499654),(77 24636214),(78 25783034),(79 26929674),
(1 4270.195),(2 5469.9707),(3 5730.321),(4 5650.7734),(5 5953.615),(6 5894.4604),(7 6093.286),(8 6076.737),(9 6088.195),(10 6394.366),(11 6661.049),(12 6610.8164),(13 6638.403),(14 6738.9834),(15 6914.569),(16 6847.551),(17 6823.043),(18 7036.7363),(19 7132.9536),(20 6933.453),(21 6893.5586),(22 6971.8193),(23 7065.246),(24 7099.1694),(25 7073.8555),(26 7031.8257),(27 7150.2476),(28 7234.8667),(29 7407.673),(30 7281.898),(31 7345.5835),(32 7267.057),(33 7246.948),(34 7400.644),(35 7509.107),(36 7368.166),(37 7305.9805),(38 7329.525),(39 7415.0347),(40 7385.7827),(41 7533.2026),(42 7548.216),(43 7498.3916),(44 7475.827),(45 7465.3105),(46 7601.1587),(47 7532.138),(48 7478.1313),(49 7353.3105),(50 7410.6577),(51 7392.6763),(52 7291.6875),(53 7326.8037),(54 7410.569),(55 7434.1294),(56 7218.355),(57 7149.662),(58 7319.4106),(59 7148.226),(60 7115.9),(61 7063.061),(62 7137.0767),(63 7245.3413),(64 7019.881),(65 7281.3394),(66 7163.903),(67 7039.5156),(68 7045.189),(69 7042.041),(70 7135.0464),(71 7010.488),(72 6983.1807),(73 7024.8813),(74 7053.557),(75 7085.008),(76 6921.365),(77 6930.5156),(78 6960.229),(79 6911.5605),
(1 4062.254),(2 5330.284),(3 5522.156),(4 5431.761),(5 5747.37),(6 5782.631),(7 6040.5586),(8 5943.9272),(9 6003.74),(10 6208.152),(11 6398.555),(12 6324.628),(13 6458.363),(14 6436.5537),(15 6585.3057),(16 6641.219),(17 6655.4863),(18 6613.735),(19 6707.6543),(20 6686.9644),(21 6646.444),(22 6839.2524),(23 6940.292),(24 6966.624),(25 6952.54),(26 6854.7544),(27 6932.2764),(28 6915.3706),(29 7145.3027),(30 7058.089),(31 7065.644),(32 6981.4663),(33 6947.425),(34 6989.527),(35 7085.7417),(36 7108.39),(37 6903.2207),(38 6890.601),(39 6968.9),(40 7013.794),(41 7098.6187),(42 7012.2686),(43 7138.121),(44 7062.6787),(45 7070.006),(46 7219.5356),(47 7084.429),(48 6943.3027),(49 6981.2583),(50 7105.761),(51 7160.583),(52 6972.9487),(53 7143.9946),(54 7277.3145),(55 7256.81),(56 7144.8696),(57 7106.5537),(58 7176.6763),(59 7085.5),(60 7150.25),(61 7044.189),(62 7045.803),(63 7061.484),(64 7025.7085),(65 7190.6045),(66 7141.923),(67 7085.8516),(68 7014.8975),(69 6940.816),(70 7013.5425),(71 7009.8906),(72 7037.295),(73 7069.223),(74 7038.158),(75 7073.2085),(76 6959.7925),(77 7056.2666),(78 6927.034),(79 6952.705),
(1 3989.9456),(2 5220.4497),(3 5419.923),(4 5314.674),(5 5607.854),(6 5687.2583),(7 5911.3784),(8 5823.263),(9 5792.3745),(10 6146.694),(11 6230.4043),(12 6238.387),(13 6272.1284),(14 6264.8994),(15 6412.8813),(16 6352.9106),(17 6502.131),(18 6474.663),(19 6572.534),(20 6543.712),(21 6510.609),(22 6613.9507),(23 6777.001),(24 6757.7725),(25 6749.831),(26 6751.8438),(27 6865.2725),(28 6850.445),(29 6997.6416),(30 6899.1743),(31 6947.0273),(32 6971.3955),(33 6896.5303),(34 6983.8037),(35 7018.704),(36 7021.057),(37 6848.319),(38 6770.6577),(39 6914.3726),(40 6861.661),(41 7063.4688),(42 7021.199),(43 6943.7764),(44 6814.6094),(45 6822.4243),(46 6875.9355),(47 6667.1016),(48 6650.8613),(49 6648.967),(50 6690.0273),(51 6724.1216),(52 6597.653),(53 6713.116),(54 6723.9424),(55 6654.452),(56 6553.415),(57 6543.4956),(58 6594.0073),(59 6586.92),(60 6628.5786),(61 6651.76),(62 6647.5596),(63 6698.9976),(64 6560.6226),(65 6792.386),(66 6742.4),(67 6784.33),(68 6745.3945),(69 6612.3735),(70 6711.137),(71 6685.1626),(72 6690.6885),(73 6720.187),(74 6754.4844),(75 6806.858),(76 6716.66),(77 6749.078),(78 6689.677),(79 6696.4697),
(1 3857.2285),(2 4976.0327),(3 5216.0386),(4 5064.4224),(5 5413.337),(6 5543.2236),(7 5839.6567),(8 5682.805),(9 5600.7163),(10 5949.231),(11 6077.82),(12 6007.2417),(13 6000.2017),(14 6066.6416),(15 6147.2173),(16 6181.7734),(17 6205.9683),(18 6191.394),(19 6326.7476),(20 6287.0938),(21 6296.769),(22 6373.44),(23 6438.4634),(24 6446.1904),(25 6447.2305),(26 6457.253),(27 6580.8193),(28 6517.6816),(29 6536.4307),(30 6471.911),(31 6600.3154),(32 6594.6284),(33 6553.5513),(34 6605.684),(35 6639.19),(36 6644.866),(37 6534.413),(38 6455.6025),(39 6554.9067),(40 6513.1963),(41 6728.502),(42 6669.1406),(43 6660.8),(44 6587.5205),(45 6630.318),(46 6723.872),(47 6565.831),(48 6583.0283),(49 6515.9697),(50 6504.192),(51 6563.153),(52 6588.7324),(53 6519.1914),(54 6536.5264),(55 6539.732),(56 6512.2515),(57 6435.091),(58 6446.5596),(59 6429.249),(60 6505.76),(61 6411.8457),(62 6380.3765),(63 6407.251),(64 6276.5835),(65 6502.938),(66 6331.667),(67 6340.116),(68 6287.5293),(69 6257.756),(70 6503.7773),(71 6475.2017),(72 6483.8843),(73 6439.642),(74 6539.008),(75 6550.6523),(76 6421.813),(77 6445.3843),(78 6382.688),(79 6394.949),
(1 3742.212),(2 4775.7056),(3 4977.3687),(4 4878.6685),(5 5127.14),(6 5181.453),(7 5501.775),(8 5315.9795),(9 5274.9863),(10 5557.539),(11 5697.921),(12 5738.3047),(13 5723.181),(14 5777.118),(15 5867.7417),(16 5806.887),(17 5867.4243),(18 5857.9556),(19 5971.6035),(20 5924.4575),(21 5958.612),(22 6064.489),(23 6029.78),(24 5939.091),(25 5967.355),(26 6075.6006),(27 6193.666),(28 6141.993),(29 6194.759),(30 6072.519),(31 6247.9653),(32 6279.738),(33 6201.2314),(34 6195.223),(35 6211.0674),(36 6192.419),(37 6222.0547),(38 6154.371),(39 6272.305),(40 6150.042),(41 6294.5127),(42 6232.8784),(43 6218.322),(44 6103.2827),(45 6142.0225),(46 6248.4585),(47 6186.961),(48 6109.988),(49 6105.7656),(50 6279.7974),(51 6361.0205),(52 6281.852),(53 6281.248),(54 6303.8213),(55 6317.8276),(56 6228.4136),(57 6180.686),(58 6262.2314),(59 6348.7485),(60 6355.554),(61 6321.1777),(62 6289.915),(63 6286.956),(64 6172.797),(65 6309.28),(66 6182.2153),(67 6119.563),(68 6114.0977),(69 6132.5654),(70 6160.6177),(71 6091.386),(72 6049.825),(73 6100.25),(74 6175.9063),(75 6187.3394),(76 6189.083),(77 6232.652),(78 6208.535),(79 6249.3345),
(1 3576.0928),(2 4613.4897),(3 4791.421),(4 4671.585),(5 4843.935),(6 4908.615),(7 5165.039),(8 5050.914),(9 5052.647),(10 5266.7954),(11 5432.1294),(12 5497.2417),(13 5549.897),(14 5565.611),(15 5627.334),(16 5660.543),(17 5797.1123),(18 5686.4707),(19 5724.349),(20 5636.076),(21 5608.0415),(22 5745.6606),(23 5928.2173),(24 5795.615),(25 5862.593),(26 5847.4893),(27 5920.2334),(28 5876.03),(29 6020.959),(30 5863.617),(31 5946.312),(32 5977.6313),(33 5976.5327),(34 5956.421),(35 5929.4526),(36 5799.16),(37 5859.2295),(38 5843.004),(39 5912.847),(40 5814.516),(41 5918.9043),(42 5891.183),(43 5860.8926),(44 5755.007),(45 5768.2993),(46 5871.7827),(47 5777.057),(48 5733.4688),(49 5738.7007),(50 5781.3105),(51 5837.25),(52 5742.3228),(53 5774.6577),(54 5728.5186),(55 5791.2407),(56 5691.8677),(57 5680.708),(58 5837.119),(59 5942.777),(60 5861.4824),(61 5862.0986),(62 5879.9927),(63 5913.107),(64 5782.454),(65 5940.322),(66 5939.512),(67 5878.027),(68 5846.112),(69 5881.424),(70 5940.327),(71 5874.8486),(72 5909.379),(73 5887.456),(74 5914.472),(75 5951.71),(76 5912.2124),(77 6000.8794),(78 5951.5737),(79 5950.467),
(1 3404.06),(2 4411.8667),(3 4637.306),(4 4513.717),(5 4707.4746),(6 4760.9316),(7 4982.1406),(8 4894.905),(9 4899.91),(10 5056.041),(11 5210.2427),(12 5234.8306),(13 5256.916),(14 5299.44),(15 5334.8525),(16 5351.357),(17 5463.847),(18 5406.198),(19 5516.8257),(20 5380.454),(21 5366.1953),(22 5564.6167),(23 5667.2446),(24 5628.0366),(25 5644.366),(26 5616.9307),(27 5723.5186),(28 5736.911),(29 5798.2646),(30 5684.393),(31 5682.7134),(32 5649.4604),(33 5691.0635),(34 5683.7773),(35 5647.153),(36 5591.434),(37 5578.2593),(38 5589.012),(39 5663.128),(40 5638.8354),(41 5771.0635),(42 5677.1587),(43 5714.596),(44 5679.6484),(45 5646.9263),(46 5770.11),(47 5777.2417),(48 5730.885),(49 5743.3667),(50 5818.303),(51 5891.5527),(52 5836.488),(53 5929.827),(54 5942.349),(55 5891.153),(56 5811.0503),(57 5776.7036),(58 5838.0815),(59 5950.4673),(60 5890.1226),(61 5769.963),(62 5830.2856),(63 5901.975),(64 5790.818),(65 5849.4263),(66 5746.5713),(67 5816.6094),(68 5785.503),(69 5707.4814),(70 5769.2183),(71 5811.1514),(72 5790.8325),(73 5808.255),(74 5768.651),(75 5818.1177),(76 5756.3413),(77 5867.873),(78 5803.141),(79 5815.666),
(1 3237.829),(2 4263.5615),(3 4469.811),(4 4342.5244),(5 4427.9717),(6 4578.0776),(7 4865.4346),(8 4747.779),(9 4699.8647),(10 4897.1177),(11 4983.5005),(12 5094.7495),(13 5116.0537),(14 5187.8794),(15 5195.2627),(16 5157.811),(17 5289.373),(18 5278.3564),(19 5241.557),(20 5180.141),(21 5189.7246),(22 5302.0264),(23 5445.2124),(24 5389.5635),(25 5338.1704),(26 5391.493),(27 5458.1685),(28 5425.215),(29 5489.572),(30 5424.7046),(31 5451.1597),(32 5380.9116),(33 5415.696),(34 5493.8643),(35 5468.7363),(36 5319.543),(37 5353.8),(38 5387.7437),(39 5517.0347),(40 5410.868),(41 5500.517),(42 5491.249),(43 5529.8887),(44 5465.061),(45 5531.801),(46 5582.0933),(47 5538.244),(48 5523.5137),(49 5579.314),(50 5649.5977),(51 5748.8413),(52 5662.3623),(53 5855.8076),(54 5818.527),(55 5772.593),(56 5697.8213),(57 5644.382),(58 5747.7485),(59 5718.8696),(60 5760.6333),(61 5605.6167),(62 5579.524),(63 5608.6245),(64 5659.1694),(65 5772.024),(66 5677.38),(67 5699.1587),(68 5646.968),(69 5643.606),(70 5688.1187),(71 5694.1987),(72 5603.895),(73 5623.6826),(74 5730.337),(75 5778.1553),(76 5710.9873),(77 5733.45),(78 5617.427),(79 5629.2324),
(1 3200.2305),(2 4101.19),(3 4253.8257),(4 4191.6694),(5 4364.769),(6 4479.857),(7 4675.777),(8 4600.22),(9 4581.6934),(10 4699.075),(11 4883.3833),(12 4965.7197),(13 5019.1294),(14 5003.843),(15 5093.2007),(16 5014.588),(17 5181.2993),(18 5169.632),(19 5145.1904),(20 5108.771),(21 5110.66),(22 5158.9707),(23 5250.553),(24 5241.929),(25 5288.35),(26 5271.507),(27 5313.0874),(28 5297.725),(29 5360.2275),(30 5280.4526),(31 5317.5264),(32 5301.9927),(33 5286.539),(34 5298.866),(35 5366.106),(36 5223.0103),(37 5254.4414),(38 5196.6475),(39 5227.178),(40 5188.172),(41 5337.3423),(42 5255.507),(43 5258.7793),(44 5228.349),(45 5264.04),(46 5264.6035),(47 5311.309),(48 5300.8047),(49 5296.5635),(50 5344.6416),(51 5323.9155),(52 5258.536),(53 5360.426),(54 5362.8887),(55 5418.3477),(56 5316.04),(57 5313.956),(58 5363.295),(59 5441.9243),(60 5477.3584),(61 5378.535),(62 5351.377),(63 5376.858),(64 5406.494),(65 5467.5527),(66 5414.087),(67 5474.405),(68 5402.164),(69 5407.646),(70 5480.104),(71 5570.2065),(72 5543.514),(73 5459.388),(74 5563.381),(75 5584.1504),(76 5522.9883),(77 5611.431),(78 5473.7695),(79 5437.9316),
(1 3152.948),(2 4003.5476),(3 4154.9565),(4 4104.717),(5 4241.814),(6 4374.0806),(7 4520.771),(8 4501.7427),(9 4516.818),(10 4598.9575),(11 4662.1924),(12 4769.8535),(13 4798.553),(14 4884.412),(15 4919.88),(16 4888.501),(17 5076.894),(18 5026.3013),(19 5004.6836),(20 4991.597),(21 4979.596),(22 5037.752),(23 5077.314),(24 5109.909),(25 5162.4478),(26 5140.752),(27 5181.2153),(28 5122.997),(29 5188.2974),(30 5147.9077),(31 5220.877),(32 5143.0674),(33 5107.4175),(34 5122.853),(35 5124.1704),(36 5060.8447),(37 5041.562),(38 5061.1475),(39 5120.202),(40 5077.6343),(41 5118.2764),(42 5088.9355),(43 5099.111),(44 5114.4165),(45 5114.8696),(46 5163.2266),(47 5141.774),(48 5184.689),(49 5089.4883),(50 5221.2505),(51 5220.6304),(52 5126.68),(53 5151.6626),(54 5149.62),(55 5159.5205),(56 5128.276),(57 5133.0034),(58 5099.151),(59 5070.1216),(60 5060.7764),(61 5027.2773),(62 5088.067),(63 5165.4575),(64 5157.804),(65 5171.0547),(66 5195.7095),(67 5202.0776),(68 5217.095),(69 5185.128),(70 5226.834),(71 5254.4146),(72 5216.755),(73 5240.3013),(74 5287.3716),(75 5332.9883),(76 5210.1313),(77 5327.1895),(78 5192.7935),(79 5171.789),
(1 3045.85),(2 3870.4512),(3 4027.4553),(4 4028.615),(5 4156.7534),(6 4267.9634),(7 4439.98),(8 4475.885),(9 4504.899),(10 4594.202),(11 4668.991),(12 4725.7427),(13 4719.8794),(14 4698.562),(15 4709.482),(16 4725.0264),(17 4917.1045),(18 4958.0376),(19 4967.783),(20 4944.031),(21 4870.8716),(22 4935.1836),(23 5042.5874),(24 4988.5503),(25 5029.966),(26 5011.057),(27 5053.354),(28 5111.6465),(29 5110.891),(30 5056.523),(31 5121.4146),(32 5040.494),(33 4986.7354),(34 5011.8145),(35 4980.911),(36 4941.073),(37 4880.779),(38 4884.928),(39 4962.9136),(40 4889.8423),(41 4987.366),(42 4961.1963),(43 5004.459),(44 4940.749),(45 4945.1777),(46 4959.382),(47 5025.7783),(48 4985.284),(49 4931.571),(50 4990.791),(51 5016.6206),(52 4993.3535),(53 5009.054),(54 4945.13),(55 4914.6753),(56 4893.443),(57 4927.3877),(58 5007.669),(59 5019.1587),(60 4910.868),(61 4876.76),(62 4960.6924),(63 5038.621),(64 5077.9053),(65 5047.338),(66 4953.7485),(67 4983.9966),(68 4989.711),(69 4964.614),(70 5000.6973),(71 5034.486),(72 5012.545),(73 5007.985),(74 4983.306),(75 5055.747),(76 5109.7686),(77 5111.282),(78 5025.2505),(79 5089.7925),
(1 2818.5508),(2 3579.4094),(3 3826.5015),(4 3769.6384),(5 3833.6506),(6 3874.0813),(7 4040.902),(8 4106.719),(9 4140.902),(10 4274.791),(11 4303.3867),(12 4369.141),(13 4366.741),(14 4410.1025),(15 4462.9316),(16 4449.574),(17 4531.856),(18 4542.068),(19 4530.527),(20 4526.48),(21 4527.794),(22 4569.5464),(23 4585.0493),(24 4643.087),(25 4729.6094),(26 4680.5127),(27 4725.255),(28 4699.0317),(29 4805.334),(30 4732.7485),(31 4729.702),(32 4692.259),(33 4688.4824),(34 4714.075),(35 4675.0107),(36 4608.57),(37 4630.128),(38 4592.7065),(39 4635.753),(40 4585.304),(41 4729.6675),(42 4651.505),(43 4750.019),(44 4602.5527),(45 4549.5254),(46 4593.319),(47 4648.8257),(48 4667.8228),(49 4600.775),(50 4638.9014),(51 4726.702),(52 4744.2656),(53 4757.803),(54 4716.3086),(55 4663.7397),(56 4715.118),(57 4708.2983),(58 4739.1104),(59 4765.015),(60 4711.601),(61 4647.202),(62 4614.8955),(63 4640.774),(64 4627.374),(65 4695.432),(66 4667.483),(67 4723.8477),(68 4715.1563),(69 4699.4155),(70 4779.2456),(71 4775.8677),(72 4803.96),(73 4757.839),(74 4758.9185),(75 4794.774),(76 4845.1104),(77 4933.7056),(78 4801.5674),(79 4850.2124),
(1 2711.9539),(2 3446.968),(3 3583.2144),(4 3583.3186),(5 3649.7402),(6 3774.4907),(7 3879.005),(8 3919.5647),(9 3950.0928),(10 4094.4077),(11 4067.0493),(12 4139.072),(13 4174.5317),(14 4216.2583),(15 4276.33),(16 4193.1045),(17 4262.275),(18 4219.574),(19 4286.3706),(20 4317.74),(21 4284.501),(22 4301.3755),(23 4379.6855),(24 4397.935),(25 4474.5625),(26 4468.0776),(27 4516.4023),(28 4439.5493),(29 4482.1294),(30 4473.2104),(31 4489.378),(32 4450.875),(33 4404.2563),(34 4482.56),(35 4510.4473),(36 4449.651),(37 4483.738),(38 4413.039),(39 4431.766),(40 4434.7344),(41 4542.8296),(42 4476.163),(43 4509.3584),(44 4462.3286),(45 4399.3184),(46 4449.1694),(47 4471.942),(48 4445.9453),(49 4403.011),(50 4415.3965),(51 4517.244),(52 4523.5767),(53 4550.487),(54 4444.961),(55 4534.699),(56 4534.021),(57 4540.09),(58 4597.139),(59 4614.0977),(60 4599.3496),(61 4522.9063),(62 4549.254),(63 4589.1846),(64 4518.991),(65 4590.317),(66 4511.0513),(67 4542.6396),(68 4480.919),(69 4512.4834),(70 4571.4854),(71 4562.8135),(72 4556.7637),(73 4561.122),(74 4567.4604),(75 4586.4604),(76 4620.174),(77 4608.985),(78 4554.5415),(79 4651.793),
(1 2595.4985),(2 3250.531),(3 3405.0981),(4 3400.318),(5 3467.9646),(6 3547.835),(7 3689.6396),(8 3707.399),(9 3746.3628),(10 3860.2432),(11 3888.5425),(12 3889.543),(13 3919.5151),(14 3999.292),(15 4071.323),(16 3985.903),(17 4086.9575),(18 3989.052),(19 4116.6885),(20 4108.309),(21 4077.626),(22 4102.627),(23 4106.482),(24 4124.635),(25 4166.296),(26 4255.839),(27 4279.6655),(28 4236.014),(29 4239.4233),(30 4153.3164),(31 4298.2183),(32 4243.048),(33 4146.936),(34 4190.891),(35 4269.7676),(36 4066.3357),(37 4125.202),(38 4167.0054),(39 4214.7974),(40 4139.359),(41 4220.574),(42 4201.0264),(43 4324.862),(44 4275.226),(45 4273.282),(46 4364.311),(47 4330.398),(48 4358.4976),(49 4307.5127),(50 4335.9507),(51 4405.949),(52 4412.427),(53 4423.045),(54 4357.137),(55 4427.0386),(56 4337.6943),(57 4347.175),(58 4427.1675),(59 4393.8184),(60 4362.914),(61 4346.3813),(62 4374.9814),(63 4361.524),(64 4398.242),(65 4454.6934),(66 4392.136),(67 4399.247),(68 4380.7656),(69 4412.4355),(70 4448.814),(71 4411.425),(72 4417.1255),(73 4407.9824),(74 4401.3),(75 4422.344),(76 4364.151),(77 4478.194),(78 4345.606),(79 4403.281),
(1 2540.3684),(2 3185.6067),(3 3353.5056),(4 3289.5234),(5 3405.1792),(6 3427.9763),(7 3579.5261),(8 3592.0408),(9 3630.1765),(10 3732.5007),(11 3774.1038),(12 3823.3418),(13 3813.5706),(14 3959.3398),(15 4039.199),(16 3936.615),(17 3989.1238),(18 3910.471),(19 3975.3748),(20 3979.2947),(21 3982.2356),(22 3999.9673),(23 3972.6406),(24 3952.1006),(25 4001.1343),(26 4083.7446),(27 4167.7773),(28 4105.585),(29 4106.151),(30 4055.358),(31 4108.4507),(32 4137.3584),(33 4086.9492),(34 4113.485),(35 4155.3906),(36 4090.3706),(37 4055.8809),(38 4079.315),(39 4137.4995),(40 4115.834),(41 4173.181),(42 4139.7817),(43 4167.861),(44 4154.9736),(45 4172.516),(46 4197.249),(47 4221.1934),(48 4177.4316),(49 4170.906),(50 4205.938),(51 4306.603),(52 4305.367),(53 4333.9844),(54 4252.4453),(55 4294.49),(56 4270.2485),(57 4238.123),(58 4281.968),(59 4245.5557),(60 4201.88),(61 4130.5425),(62 4122.8022),(63 4217.826),(64 4218.962),(65 4307.906),(66 4208.033),(67 4260.4663),(68 4201.504),(69 4230.988),(70 4327.728),(71 4269.802),(72 4261.466),(73 4247.719),(74 4233.8413),(75 4268.6357),(76 4206.4873),(77 4252.934),(78 4186.3843),(79 4232.8447),
(1 2517.2463),(2 3173.6294),(3 3355.1611),(4 3306.5278),(5 3407.9978),(6 3432.5652),(7 3594.9531),(8 3679.1794),(9 3678.3687),(10 3762.2793),(11 3814.3657),(12 3849.698),(13 3791.404),(14 3927.2637),(15 3991.1565),(16 3907.238),(17 3982.2705),(18 3885.38),(19 3971.648),(20 3963.6155),(21 4004.3252),(22 3978.4072),(23 4023.1494),(24 3948.5164),(25 3953.4275),(26 3967.3958),(27 4057.717),(28 4029.4622),(29 4036.507),(30 3969.2534),(31 3997.998),(32 3929.9492),(33 3918.4956),(34 4020.3635),(35 4060.758),(36 3944.2888),(37 3951.9138),(38 3978.3984),(39 4070.736),(40 4017.2822),(41 4068.5542),(42 4051.6313),(43 4074.5076),(44 4029.331),(45 4032.0408),(46 4052.6106),(47 4115.4434),(48 4068.5369),(49 4125.407),(50 4157.511),(51 4208.461),(52 4198.785),(53 4214.3135),(54 4156.3203),(55 4239.96),(56 4192.3125),(57 4147.185),(58 4211.2944),(59 4100.657),(60 4104.3345),(61 4060.6196),(62 4101.137),(63 4145.3296),(64 4095.3665),(65 4197.9927),(66 4195.207),(67 4191.651),(68 4128.818),(69 4144.36),(70 4197.201),(71 4220.9443),(72 4170.08),(73 4154.6245),(74 4207.0537),(75 4200.516),(76 4166.1353),(77 4190.287),(78 4140.1846),(79 4240.159),
