1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 40363.566),(2 128721.875),(3 252718.89),(4 417628.1),(5 605863.9),(6 822122.8),(7 1057045.4),(8 1349765.5),(9 1642635.6),(10 1967791.6),(11 2370488.3),(12 2840264.8),(13 3371777.8),(14 3920175.3),(15 4549475.5),(16 5261298.5),(17 6011192.5),(18 6663953.5),(19 7419502.5),(20 8279903.5),(21 9112765),(22 9930693),(23 10817876),(24 11732568),(25 12781713),(26 14008407),(27 15358212),(28 16917914),(29 18427740),(30 20092166),(31 21882714),(32 23630104),(33 25258778),(34 26789230),(35 28300710),(36 29865558),(37 31302760),(38 32725146),(39 34171892),(40 35582160),(41 37088732),(42 38663604),(43 40380548),(44 42193560),(45 43864812),(46 45382420),(47 46906460),(48 48235964),(49 49187156),(50 49778670),(51 50136660),(52 50278708),(53 50309812),(54 50232108),(55 50104110),(56 50025452),(57 49870690),(58 49923572),(59 50050750),(60 50315404),(61 50684148),(62 51078988),(63 51519616),(64 51834144),(65 51981572),(66 52180340),(67 52512332),(68 52877436),(69 53007490),(70 53440644),(71 54332720),(72 55599236),(73 56888820),(74 58094292),(75 59362220),(76 60640084),(77 61677696),(78 62690420),(79 63596796),
(1 12672.48),(2 33474.324),(3 51503.59),(4 65102.88),(5 76698.62),(6 85003.01),(7 91756.31),(8 97712.516),(9 102592.78),(10 106707.945),(11 111336.2),(12 115952.71),(13 119786.93),(14 122072.164),(15 123960.87),(16 124849.23),(17 125854.43),(18 126719.76),(19 128302.28),(20 129715.96),(21 131195.47),(22 132311),(23 133733.08),(24 135121.19),(25 135656.25),(26 134882.48),(27 135249.31),(28 137257.67),(29 139148.08),(30 140653.33),(31 141308.78),(32 142780.36),(33 145101.89),(34 147117.44),(35 148585.31),(36 148389.28),(37 147192.56),(38 147455.48),(39 147784.48),(40 148885.98),(41 149792.56),(42 150495.89),(43 152113.38),(44 153585.31),(45 155783.03),(46 158131.67),(47 160038.9),(48 160478.17),(49 160982.27),(50 161099),(51 162223.13),(52 163355.58),(53 164019.11),(54 164237.13),(55 165379.23),(56 164405),(57 162842.86),(58 162139.52),(59 162472.16),(60 162523.69),(61 163087.89),(62 161169.27),(63 159879.73),(64 159150.92),(65 159065.2),(66 159032.84),(67 157313.02),(68 156126.05),(69 155871.67),(70 157255.5),(71 158590.81),(72 159542.22),(73 160247.02),(74 160394.36),(75 159987.14),(76 158473.64),(77 158337.73),(78 157614.78),(79 157997.47),
(1 12054.442),(2 31437.287),(3 47149.227),(4 59111.39),(5 68775.15),(6 75821.42),(7 81527.12),(8 87113.33),(9 90876.71),(10 94998.64),(11 98541.16),(12 102459.01),(13 105642.39),(14 107421.8),(15 109126.625),(16 111097.26),(17 113055.55),(18 115283.42),(19 117387.43),(20 118796.87),(21 119341.914),(22 121028.164),(23 121461.65),(24 122591.48),(25 124327.87),(26 126128.92),(27 127014.945),(28 128462.79),(29 131697.94),(30 131266.17),(31 131756.42),(32 133177.25),(33 133971.39),(34 135542.42),(35 137429.94),(36 139222.61),(37 139615.1),(38 140420.3),(39 140772.22),(40 140093.14),(41 140314.56),(42 141177.4),(43 141588.66),(44 142333.28),(45 141754.08),(46 142542.75),(47 144556.31),(48 146201),(49 146908.17),(50 146231.73),(51 145489.34),(52 144466.5),(53 144578.33),(54 146038.97),(55 146960.33),(56 147117.1),(57 146351.27),(58 146105.92),(59 145836.66),(60 145172.05),(61 145421.44),(62 144551.27),(63 144728.67),(64 145587.52),(65 145948.5),(66 146704.28),(67 146805.05),(68 146694.48),(69 147249.03),(70 147537.97),(71 147991.86),(72 149006.94),(73 150181.08),(74 151736.31),(75 151944.03),(76 152537.11),(77 153237.38),(78 153980.33),(79 154164.52),
(1 12316.49),(2 32152.549),(3 48043.387),(4 60372.895),(5 69985.1),(6 76296.05),(7 81716.016),(8 88387.87),(9 93042.05),(10 97699.92),(11 101515.07),(12 105015.484),(13 108428.47),(14 111548.555),(15 115370.79),(16 119042.13),(17 121796.125),(18 124661.43),(19 127718.9),(20 129886.64),(21 129890.38),(22 130805.98),(23 131165.78),(24 132328.98),(25 132524.63),(26 132432.67),(27 132083.17),(28 133916.66),(29 136191.47),(30 137796.3),(31 138038.92),(32 137438.14),(33 138714.67),(34 139268.48),(35 139163.81),(36 139612.52),(37 139867.45),(38 139979.22),(39 139869.53),(40 139737.9),(41 139556.22),(42 140018.73),(43 141471.66),(44 142992.47),(45 143002.25),(46 144014.77),(47 144507.8),(48 146113.02),(49 145706.3),(50 145709.14),(51 145340.27),(52 145255.75),(53 145661.23),(54 145468.6),(55 144880.73),(56 145396.34),(57 145376),(58 146149.8),(59 147866.27),(60 148884.25),(61 151148.67),(62 152751.9),(63 154020.44),(64 154848.73),(65 154318.17),(66 154671.22),(67 156276.64),(68 157495.16),(69 158313.27),(70 158503.95),(71 158149.48),(72 156968.81),(73 155559.34),(74 154479.56),(75 153713.34),(76 154045.58),(77 154208.25),(78 155052.64),(79 155231.98),
(1 11868.2295),(2 30693.566),(3 45800.242),(4 57244.805),(5 66298.164),(6 72980.02),(7 78670.984),(8 84549.37),(9 89352.76),(10 93760.766),(11 97532.18),(12 100718.04),(13 104295.17),(14 106449.16),(15 108997.85),(16 112493.46),(17 115295.03),(18 117049.336),(19 119137.914),(20 120825.18),(21 123139.85),(22 125298.56),(23 125946.44),(24 126265.65),(25 126574.15),(26 126457.63),(27 125417.26),(28 126626.305),(29 128170.85),(30 129767.67),(31 131237.73),(32 132359.39),(33 133326.81),(34 133177.52),(35 134436.3),(36 135220.75),(37 135947.13),(38 135233.52),(39 135908.94),(40 136184.13),(41 136352.2),(42 137487.22),(43 137349.58),(44 138794.25),(45 139793),(46 141200.6),(47 142062.25),(48 143478.97),(49 144345.7),(50 145015.97),(51 145620.42),(52 146468.23),(53 146921.11),(54 147211.19),(55 146906.36),(56 146588.83),(57 146755.05),(58 147997.69),(59 147773.4),(60 148238.73),(61 149810.86),(62 150956.73),(63 152588.08),(64 154099.7),(65 154375.8),(66 155828.73),(67 157046.77),(68 158259.19),(69 159871.45),(70 160708.61),(71 161961.64),(72 162816.44),(73 163395.58),(74 164561.33),(75 165634.52),(76 167576.88),(77 168598.14),(78 169792.22),(79 170829.78),
(1 11388.601),(2 28999.918),(3 43795.74),(4 55048.703),(5 64115.668),(6 70623.17),(7 75912.79),(8 81515.195),(9 85836.375),(10 90983.69),(11 97056.125),(12 102576.125),(13 106363.25),(14 109035.71),(15 111903.3),(16 114186.875),(17 116097.43),(18 118478.234),(19 120485.38),(20 122350.85),(21 124116.33),(22 125584.33),(23 127337.67),(24 128169.74),(25 128603.016),(26 128940.33),(27 130765.71),(28 132610.13),(29 134701.83),(30 136227.7),(31 135047.97),(32 134409.38),(33 132842.72),(34 132150.2),(35 131881.14),(36 132577.05),(37 133991.05),(38 134600.86),(39 135007.89),(40 134589.28),(41 134676.16),(42 134495.53),(43 133462.17),(44 134134.33),(45 134148.67),(46 134412.53),(47 134396.86),(48 134479.81),(49 133616.5),(50 133012.28),(51 132169.1),(52 131627.48),(53 131578.06),(54 132658.44),(55 133661.8),(56 135004.75),(57 135078.9),(58 135271.61),(59 135309.23),(60 135843.97),(61 136947.6),(62 137348.58),(63 137966.45),(64 137596.58),(65 137208.48),(66 137013.75),(67 137690.34),(68 138824.27),(69 140428.1),(70 141343.98),(71 142756.75),(72 145354.25),(73 148121.28),(74 150559.95),(75 151556.13),(76 152199.23),(77 151961.61),(78 152961),(79 154970.44),
(1 11884.484),(2 30837.727),(3 46313.008),(4 57913.02),(5 66922.555),(6 73771.39),(7 79415.05),(8 84181.38),(9 87838.984),(10 92367.89),(11 96887.016),(12 100045.08),(13 103181.83),(14 105492.29),(15 108516.82),(16 110985.02),(17 113926.55),(18 117470.54),(19 120350.11),(20 122875.26),(21 124046.57),(22 124709.48),(23 124007.48),(24 123224.55),(25 121818.82),(26 120163.04),(27 119767.18),(28 119709.086),(29 119992.02),(30 119350.414),(31 119037.93),(32 119262.625),(33 120526.26),(34 121350.305),(35 122750.875),(36 124609.06),(37 125883.484),(38 126112.32),(39 126188.5),(40 126035.086),(41 126441.18),(42 126750.234),(43 127637.83),(44 129557.266),(45 130947.195),(46 131757.36),(47 133514.58),(48 135546.94),(49 136569.81),(50 138206.17),(51 140194.75),(52 140794.92),(53 140270.75),(54 140062.66),(55 140659.14),(56 141221.95),(57 142276.1),(58 143287.14),(59 143898.77),(60 144653.2),(61 145448.92),(62 146946.28),(63 147984.02),(64 147450.03),(65 145933.17),(66 143966.55),(67 142413.36),(68 141684.8),(69 141700.38),(70 141861.78),(71 141700.97),(72 141568.66),(73 141633.81),(74 141633.77),(75 143113.86),(76 145409.81),(77 145995.14),(78 146638.42),(79 147392.61),
(1 11461.322),(2 29838.098),(3 44806.15),(4 56190.926),(5 64894.688),(6 71324.11),(7 76339.44),(8 80290.414),(9 83410.18),(10 87496.23),(11 91836.16),(12 95256.914),(13 97913.56),(14 100432.5),(15 103669.46),(16 106155.76),(17 109162.734),(18 110828.52),(19 112070.94),(20 113317.03),(21 114908.79),(22 116217.66),(23 117949.68),(24 118417.54),(25 118694.734),(26 119626.46),(27 119885.99),(28 120284.81),(29 121097.414),(30 121965.67),(31 122365.09),(32 123353.39),(33 124589.016),(34 125454.24),(35 126411.83),(36 127495.97),(37 128523.086),(38 129732.05),(39 131436.14),(40 132681.6),(41 133263.55),(42 133117.72),(43 133227.94),(44 133054.55),(45 133465.6),(46 132689.86),(47 133658.02),(48 134909.63),(49 136069.19),(50 137438.02),(51 139105.61),(52 139309.25),(53 140359.08),(54 140224.39),(55 140652.92),(56 139380.98),(57 138210.16),(58 136859.88),(59 134949.77),(60 134844.19),(61 136178.31),(62 137670.55),(63 138843.52),(64 138071.3),(65 137945.47),(66 137439.66),(67 137535.64),(68 137349.05),(69 136596.7),(70 136134.38),(71 136554.83),(72 136673.08),(73 136273.81),(74 136878.31),(75 138200.75),(76 138639.45),(77 139143.73),(78 140089.42),(79 140941.92),
(1 11735.85),(2 30093.27),(3 45101.023),(4 55955.9),(5 64590.617),(6 71316.016),(7 77179.555),(8 82152.01),(9 85514.13),(10 89479.34),(11 93885.164),(12 97986.48),(13 101017.86),(14 103209.93),(15 105305.77),(16 106517.75),(17 108843.45),(18 110543.445),(19 111150.65),(20 112002.94),(21 112655.24),(22 112889.29),(23 113047.43),(24 112884.26),(25 113258.766),(26 115001.48),(27 116303.91),(28 118907.42),(29 121231.28),(30 124030.57),(31 125396.34),(32 126663.336),(33 127634.21),(34 128247.31),(35 129016.76),(36 130191.75),(37 130691.77),(38 133118.39),(39 134965.86),(40 136407.64),(41 137285.92),(42 137862.06),(43 138031.66),(44 140063.75),(45 143590.31),(46 145552.84),(47 147965.39),(48 148627.03),(49 149566.22),(50 150739.64),(51 151684.13),(52 152539.8),(53 152671.83),(54 152699.81),(55 152852.92),(56 153690.08),(57 154431.56),(58 154616.33),(59 154343.56),(60 154705.56),(61 155133.45),(62 155925.05),(63 156598.13),(64 156466.34),(65 156355.83),(66 155011),(67 153085.94),(68 151548.1),(69 150441.88),(70 149268.83),(71 149167.89),(72 150268.95),(73 150071.34),(74 150726.63),(75 150534.75),(76 150768.05),(77 152015.88),(78 153045.66),(79 154002.9),
(1 11567.6875),(2 29561.994),(3 44721.258),(4 55679.78),(5 64391.85),(6 71821.33),(7 77960.26),(8 83493.82),(9 87814.086),(10 92166.086),(11 96794.47),(12 101101.26),(13 104560.16),(14 107556.96),(15 110208.12),(16 112696.28),(17 115404.51),(18 117069.98),(19 117783.266),(20 118417.63),(21 118904.27),(22 118952.96),(23 118775.29),(24 118658.82),(25 119475.234),(26 121810.914),(27 123296.04),(28 125076.805),(29 125872.234),(30 126775.81),(31 127175.55),(32 127334.484),(33 127462.734),(34 127563.06),(35 128342.11),(36 129598.984),(37 129212.58),(38 130113.266),(39 131113.67),(40 132693.06),(41 133464.66),(42 133572.06),(43 134612.66),(44 136574.81),(45 139241.88),(46 141163.73),(47 143220.9),(48 143646.13),(49 142677.48),(50 142365.8),(51 143114.2),(52 142694.27),(53 142530.7),(54 142209.38),(55 141787.78),(56 140951.25),(57 140071.75),(58 138984),(59 139118.84),(60 139552.58),(61 139859.83),(62 140053.84),(63 140455.22),(64 141566.92),(65 142783.66),(66 144063.22),(67 144962.77),(68 143509.4),(69 142346.61),(70 142211.06),(71 143722.6),(72 144142.33),(73 144668.97),(74 145574.03),(75 146599.14),(76 147136.31),(77 148008.67),(78 148842.33),(79 150233.89),
(1 11370.052),(2 29201.9),(3 42935.773),(4 52958.305),(5 61034),(6 67869.2),(7 73665.95),(8 79007.97),(9 83234.266),(10 87106.74),(11 91482.9),(12 95865.23),(13 98536.98),(14 100619),(15 102325.07),(16 104371.836),(17 107217.42),(18 108906.23),(19 109810.805),(20 111535.266),(21 112892.875),(22 113263.17),(23 113224.73),(24 112803.62),(25 112905.93),(26 113803.85),(27 114440.9),(28 115182.414),(29 115384.34),(30 115360.1),(31 115032.8),(32 114756.51),(33 114995.75),(34 115602.93),(35 116191.81),(36 116536.34),(37 116837.32),(38 118890.1),(39 120247.24),(40 122179.17),(41 123661.38),(42 124466.27),(43 124652.266),(44 124391.24),(45 124507.58),(46 124657.58),(47 125833.3),(48 127338.58),(49 128377.75),(50 129376.27),(51 130153.07),(52 131343.53),(53 132025.72),(54 131862.06),(55 131707.63),(56 131302.89),(57 130664.586),(58 130229.414),(59 130305.78),(60 131499.81),(61 132837.75),(62 133254.7),(63 133266.38),(64 133839.4),(65 134846.42),(66 135670.52),(67 136085.78),(68 136214.77),(69 135557.61),(70 135586.56),(71 135736.53),(72 135485.28),(73 135636.3),(74 135478.28),(75 136554.89),(76 136678.08),(77 137108.73),(78 137737.02),(79 138380.44),
(1 10863.93),(2 27682.277),(3 41100.91),(4 51012.664),(5 58896.973),(6 64036.137),(7 68352.18),(8 72936.25),(9 76976.86),(10 80908.93),(11 84599.555),(12 87582.56),(13 89643.82),(14 92683.43),(15 96118.125),(16 98793.44),(17 101741.46),(18 104709.39),(19 106472.71),(20 107628.29),(21 107538.91),(22 108054.97),(23 108022.74),(24 107378.766),(25 107700.81),(26 110233.305),(27 111766.87),(28 112991.65),(29 114512.375),(30 115325.18),(31 117633.695),(32 119838.65),(33 122622.445),(34 124253.875),(35 124550.46),(36 124407.93),(37 124858.34),(38 125837.12),(39 126273.51),(40 127286.33),(41 127671.9),(42 127745.11),(43 127874.01),(44 126929.61),(45 126733.35),(46 126635.266),(47 126458.055),(48 125832.17),(49 125828.05),(50 126772.08),(51 127844.27),(52 128639.805),(53 129628.09),(54 129287.82),(55 129611.71),(56 128876.734),(57 127892.67),(58 127259.36),(59 126871.39),(60 126785.95),(61 127484.77),(62 127721.8),(63 128578.64),(64 128401.19),(65 128282.15),(66 128274.055),(67 127371.83),(68 125464.4),(69 123797.68),(70 123230.12),(71 122828.94),(72 122399.734),(73 122591.14),(74 122808.4),(75 123872),(76 124343.625),(77 125111.44),(78 125276.56),(79 124964.29),
(1 10483.516),(2 26648.822),(3 39864.277),(4 50174.355),(5 57709.324),(6 64059.563),(7 69275.71),(8 74194.305),(9 78368.94),(10 82635.32),(11 87123.71),(12 90156.24),(13 92621.195),(14 94528.26),(15 96681.87),(16 98225.37),(17 101590.695),(18 105516.32),(19 109090.91),(20 111652),(21 112952.33),(22 112585.875),(23 111455.68),(24 110730.34),(25 111401.484),(26 111772.93),(27 111813.66),(28 112254.516),(29 112561.68),(30 113483.875),(31 113065.18),(32 112695.41),(33 113758.266),(34 114479.086),(35 115136.71),(36 115190.19),(37 115273.67),(38 115072.94),(39 114657.76),(40 115124.5),(41 115699.07),(42 116216.266),(43 117163.55),(44 117563.35),(45 118812.71),(46 119675.23),(47 119367.945),(48 119998.766),(49 121097.15),(50 121942.984),(51 123814.19),(52 125358.39),(53 126152.62),(54 126941.67),(55 127144.02),(56 126567.52),(57 126007.09),(58 125974.055),(59 126820.29),(60 127070.94),(61 127467.2),(62 126627.79),(63 126307.23),(64 126850.63),(65 128256.94),(66 129536.03),(67 130247.57),(68 130833.414),(69 130684.266),(70 130367.47),(71 129632.984),(72 128813.09),(73 128896.086),(74 128975.38),(75 129093.836),(76 129204.766),(77 129039.305),(78 129056.33),(79 130398.125),
(1 10248.389),(2 25907.787),(3 38621.516),(4 48504.816),(5 56595.734),(6 63336.242),(7 69023.27),(8 73203.75),(9 77175.516),(10 81945.46),(11 87525.65),(12 92268.27),(13 95052.46),(14 97571.28),(15 101076.91),(16 103952.09),(17 105957.57),(18 108400.336),(19 111110.41),(20 113613.21),(21 115290.766),(22 116636.16),(23 116769.83),(24 116468.26),(25 115988.02),(26 116366.13),(27 115835.055),(28 116954.72),(29 118146.05),(30 119589.414),(31 119763.586),(32 119586.875),(33 119133.79),(34 118873.01),(35 118422.484),(36 117825.17),(37 117566.46),(38 117636.74),(39 118551.19),(40 118839.83),(41 119025.01),(42 118798.2),(43 119042.16),(44 119877.1),(45 120260.37),(46 120560.31),(47 121683.02),(48 123819.39),(49 125606.97),(50 127214.37),(51 128979.31),(52 129059.72),(53 128879.93),(54 129878.74),(55 130185),(56 129810.51),(57 130004.36),(58 131027.97),(59 132158.52),(60 132375.88),(61 131832.11),(62 131588.05),(63 132558.13),(64 133127.72),(65 133115.3),(66 132584.63),(67 131216.55),(68 129775.97),(69 128661.71),(70 128398.27),(71 128474.38),(72 127884.15),(73 127993.09),(74 128389.18),(75 127539.055),(76 125381.82),(77 124558.945),(78 123588.81),(79 123523.25),
(1 10231.871),(2 25082.865),(3 36465.074),(4 45282.074),(5 52772.766),(6 58352.523),(7 63482.844),(8 67396.85),(9 70864.01),(10 73522.38),(11 76555.01),(12 79443.375),(13 82287.125),(14 84606.48),(15 86402.53),(16 88204.77),(17 90445.45),(18 92290.555),(19 93441.086),(20 94826.445),(21 95927.484),(22 95418.54),(23 95201.24),(24 94973.875),(25 95137.086),(26 95321.32),(27 95725.51),(28 96159.35),(29 97087.62),(30 98500.625),(31 100147.195),(32 101182.52),(33 102176.26),(34 103773.76),(35 106753.17),(36 108485.54),(37 109670.75),(38 110895.45),(39 111838.164),(40 113107.8),(41 114378.97),(42 114544.07),(43 114607.01),(44 114288.445),(45 114468.07),(46 115591.17),(47 117619.97),(48 118891.89),(49 119967.61),(50 121588.11),(51 122079.81),(52 122426.414),(53 121566.97),(54 122026.78),(55 122021.664),(56 122152.67),(57 121093.64),(58 120984.24),(59 121712.23),(60 121422.55),(61 121228.26),(62 120922.5),(63 120798.97),(64 120406.1),(65 119797.914),(66 119614.94),(67 118838.15),(68 117342.01),(69 116722.36),(70 116549.69),(71 115861.555),(72 115840.44),(73 115727.8),(74 115622.695),(75 115162.234),(76 114052.02),(77 113129.266),(78 112827.5),(79 113322.38),
(1 10326.929),(2 25882.246),(3 38388.01),(4 47461.914),(5 55129.285),(6 61378.734),(7 66077.18),(8 70677.13),(9 74544.07),(10 78006.78),(11 80956.28),(12 83434.6),(13 85116.41),(14 86865.4),(15 89275.83),(16 91403.016),(17 93031.89),(18 94782.35),(19 96150),(20 96795.09),(21 96109.76),(22 95446.57),(23 94196.2),(24 93758.73),(25 94407.5),(26 95384.92),(27 95611.555),(28 96257.25),(29 96800.266),(30 97103.195),(31 97024.2),(32 97136.91),(33 97419.016),(34 97505.65),(35 97649.67),(36 98339.58),(37 98854.19),(38 100300.984),(39 101261.17),(40 101814.01),(41 103264.32),(42 104526.54),(43 105117.34),(44 105197.26),(45 106372.305),(46 108254.68),(47 109720.266),(48 110656.99),(49 111683.32),(50 112180.3),(51 113376.45),(52 115483.52),(53 116542.3),(54 117160.086),(55 117339.86),(56 116867.164),(57 117401.375),(58 117917.05),(59 118589.664),(60 118893.516),(61 119064.29),(62 119605.81),(63 119754.27),(64 118744.984),(65 117615.98),(66 115774.59),(67 113499.99),(68 111635.28),(69 110747.61),(70 110511.8),(71 109985.7),(72 109844.836),(73 109457.64),(74 109766.3),(75 110026.625),(76 110339.52),(77 110285.664),(78 110012.42),(79 109690.72),
(1 10218.376),(2 25454.906),(3 37714.574),(4 47100.586),(5 53406.668),(6 58625.168),(7 62253.38),(8 66022.29),(9 68901.03),(10 71476.11),(11 73791.336),(12 76539.87),(13 78248.23),(14 79264.81),(15 80904.195),(16 82722.57),(17 84530.76),(18 86943.83),(19 88209.54),(20 88381.19),(21 87809.016),(22 87974.625),(23 88202.22),(24 88746.43),(25 89200.695),(26 90154.54),(27 90686.695),(28 91328.8),(29 91250.92),(30 92078.91),(31 93157.51),(32 94223.75),(33 95497.05),(34 96794.01),(35 97793.7),(36 98710.21),(37 99275.32),(38 100379.42),(39 100279.72),(40 101094.58),(41 101769.19),(42 102004.25),(43 103013.375),(44 103331.45),(45 103240.49),(46 103645.31),(47 103511.73),(48 103800.445),(49 104722.39),(50 105427.336),(51 106291.37),(52 106079.34),(53 106183.945),(54 106093.914),(55 105598.55),(56 104888.74),(57 104661.07),(58 103907.86),(59 103251.84),(60 103253.79),(61 103541.95),(62 104464.57),(63 106397.64),(64 107457.4),(65 108345.836),(66 108876.69),(67 108267.89),(68 107924.27),(69 108507.35),(70 107692.164),(71 107526.055),(72 107142.46),(73 106629.734),(74 106210.44),(75 105690.44),(76 107035.77),(77 107601.77),(78 108255.86),(79 108876.65),
(1 10089.705),(2 24458.549),(3 35609.91),(4 44186.438),(5 50277.055),(6 54886.51),(7 58268.523),(8 61599.957),(9 64718.555),(10 67893.62),(11 71367.62),(12 74085.68),(13 76680.18),(14 78906.14),(15 81620.4),(16 83125.05),(17 83835.46),(18 84886.06),(19 85597.56),(20 86399.58),(21 86124.56),(22 86210.19),(23 86807.375),(24 87449.86),(25 88107.99),(26 89401.6),(27 90657.73),(28 90921.66),(29 91720.22),(30 92451.88),(31 93862.32),(32 95332.19),(33 96617.234),(34 97946.35),(35 98487.484),(36 99778.08),(37 99536.11),(38 100043.82),(39 100273.65),(40 101770.46),(41 102098.45),(42 102287.24),(43 102801.25),(44 103049.914),(45 103329.89),(46 103455.95),(47 103129.3),(48 102549.234),(49 102653.92),(50 102422.66),(51 102524.625),(52 102737.51),(53 103147.21),(54 103002.36),(55 103032.78),(56 102989.695),(57 102840.21),(58 102704.06),(59 102520.195),(60 102187.24),(61 102859.766),(62 103829.43),(63 104146.44),(64 103814.68),(65 103108.82),(66 102970.54),(67 103127.65),(68 103177.71),(69 103359.75),(70 103784.19),(71 104432.14),(72 104985.734),(73 105042.99),(74 104466.22),(75 104481.19),(76 103868.055),(77 103770.3),(78 104218.88),(79 104199.29),
(1 10376.45),(2 25281.809),(3 37298.37),(4 46505.074),(5 53450.44),(6 58662.39),(7 62510.953),(8 66761.555),(9 71283.12),(10 75184),(11 79170.11),(12 81642.625),(13 82754.85),(14 83877.85),(15 84028.734),(16 83773.125),(17 83685.77),(18 84945.555),(19 85627.98),(20 85155.195),(21 84724.95),(22 85590.43),(23 86316.14),(24 87237.18),(25 88983.555),(26 89080.36),(27 88865.98),(28 89332.39),(29 90045.69),(30 91426.93),(31 93343.07),(32 94273.555),(33 95371.18),(34 96246.27),(35 96715.43),(36 98074.555),(37 99057.74),(38 99734.54),(39 100800.055),(40 101970.05),(41 103195.55),(42 103848.6),(43 102775.81),(44 103115.46),(45 103370.625),(46 104230.28),(47 105194.17),(48 105519.8),(49 106455.86),(50 107381.836),(51 109085.91),(52 109815.21),(53 110043.19),(54 109852.27),(55 109237.12),(56 107977.516),(57 107635.09),(58 108001.664),(59 107528.8),(60 107283.21),(61 106597.05),(62 106355.3),(63 106300.836),(64 105942.12),(65 106372.4),(66 106682.48),(67 106956.055),(68 107126.766),(69 106835.4),(70 106618.81),(71 106516.56),(72 106530.375),(73 107132.54),(74 106595.74),(75 105829.86),(76 105743.836),(77 106087.91),(78 106555.73),(79 106395.88),
