1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 12460.925),(2 38594.375),(3 82836.55),(4 138076.17),(5 189849.02),(6 252605.31),(7 310120.4),(8 355564),(9 376147.9),(10 395388.22),(11 403362.6),(12 417132.97),(13 439134),(14 474438.34),(15 530296.2),(16 596251.8),(17 672465.5),(18 730589.56),(19 793560.56),(20 850071),(21 924077.25),(22 987805.44),(23 1052460.4),(24 1110100),(25 1177595),(26 1265560),(27 1355511.6),(28 1450391.4),(29 1565004),(30 1696886),(31 1826081.4),(32 1977145.5),(33 2115855.8),(34 2246458.3),(35 2381271.5),(36 2513809),(37 2636530),(38 2774607.3),(39 2925511.8),(40 3062229),(41 3209854),(42 3369591),(43 3568228.8),(44 3799613.3),(45 4066123.3),(46 4347657),(47 4686498),(48 4996378.5),(49 5303637.5),(50 5606036),(51 5881550.5),(52 6137165.5),(53 6391484),(54 6636868),(55 6897182.5),(56 7142656),(57 7433048),(58 7748334.5),(59 8071314),(60 8394453),(61 8787516),(62 9184239),(63 9587505),(64 9971857),(65 10313417),(66 10616116),(67 10887907),(68 11103641),(69 11322101),(70 11504429),(71 11661707),(72 11804987),(73 11970392),(74 12144545),(75 12316685),(76 12500624),(77 12682687),(78 12866611),(79 13055405),
(1 97.25383),(2 129.37141),(3 145.58363),(4 153.20445),(5 161.23473),(6 166.04297),(7 167.91257),(8 171.47475),(9 175.68285),(10 175.2538),(11 176.13939),(12 179.49316),(13 179.0918),(14 183.36972),(15 182.4908),(16 181.14497),(17 182.24368),(18 181.79858),(19 184.3173),(20 182.19743),(21 186.34953),(22 187.72234),(23 184.63232),(24 185.95874),(25 183.41533),(26 186.19022),(27 188.56282),(28 192.0539),(29 194.32143),(30 193.00957),(31 192.85127),(32 190.84013),(33 193.55234),(34 195.59523),(35 196.9613),(36 198.85707),(37 196.21402),(38 199.22992),(39 198.55771),(40 196.48997),(41 196.7274),(42 197.44351),(43 197.75453),(44 197.35583),(45 199.42387),(46 197.12782),(47 197.56253),(48 195.98085),(49 195.00227),(50 196.32751),(51 198.13577),(52 200.29253),(53 201.07028),(54 199.61081),(55 203.45412),(56 201.49294),(57 199.18808),(58 202.55202),(59 200.35638),(60 201.71754),(61 203.37572),(62 204.08981),(63 203.63536),(64 203.3556),(65 203.02888),(66 203.25594),(67 205.93565),(68 206.23357),(69 206.27399),(70 206.55032),(71 205.16725),(72 203.93199),(73 203.48534),(74 204.17476),(75 203.02847),(76 202.232),(77 204.38882),(78 204.63185),(79 203.92944),
(1 98.45329),(2 127.94749),(3 139.0592),(4 149.47032),(5 156.37462),(6 158.26051),(7 161.00775),(8 166.63876),(9 171.34183),(10 172.66417),(11 174.15092),(12 176.72394),(13 176.67136),(14 175.8486),(15 177.8192),(16 177.73958),(17 179.72581),(18 180.23392),(19 180.90076),(20 182.40486),(21 186.45093),(22 185.80402),(23 186.64694),(24 186.23985),(25 187.00266),(26 188.37569),(27 189.4261),(28 190.29279),(29 190.71815),(30 186.69106),(31 187.56097),(32 187.5183),(33 189.89565),(34 186.51086),(35 190.61786),(36 191.24385),(37 190.06288),(38 194.21199),(39 193.67334),(40 193.27164),(41 192.81653),(42 191.81795),(43 191.32332),(44 190.89796),(45 195.81863),(46 190.8062),(47 192.6939),(48 192.19205),(49 192.05077),(50 190.43242),(51 190.29948),(52 192.39073),(53 191.62978),(54 191.59924),(55 196.72258),(56 198.12845),(57 198.57596),(58 196.86682),(59 196.5025),(60 199.10886),(61 199.87184),(62 197.70775),(63 200.30103),(64 200.61848),(65 203.82855),(66 203.50035),(67 205.27162),(68 205.0568),(69 204.6363),(70 203.053),(71 206.34734),(72 206.7284),(73 204.31912),(74 205.83495),(75 202.16042),(76 205.97496),(77 204.46591),(78 205.18056),(79 205.04526),
(1 96.11508),(2 126.015785),(3 138.31992),(4 150.35208),(5 158.4753),(6 160.32976),(7 163.15886),(8 168.6139),(9 174.02896),(10 174.02493),(11 176.82439),(12 179.22838),(13 179.91667),(14 179.53505),(15 181.41399),(16 183.83212),(17 184.05977),(18 183.44565),(19 185.61401),(20 188.50604),(21 191.80539),(22 192.36942),(23 190.85484),(24 191.05045),(25 189.88646),(26 192.35504),(27 194.54247),(28 193.4346),(29 192.43546),(30 191.6725),(31 195.13199),(32 197.26224),(33 199.26549),(34 199.75536),(35 200.72028),(36 201.50238),(37 199.53142),(38 199.84709),(39 201.55354),(40 204.77225),(41 204.19376),(42 200.35585),(43 203.19724),(44 197.31413),(45 200.01617),(46 199.07979),(47 203.04056),(48 201.44308),(49 203.10835),(50 200.06424),(51 200.59914),(52 199.41652),(53 198.39781),(54 198.48308),(55 201.0771),(56 202.32312),(57 203.07019),(58 201.88933),(59 198.87396),(60 197.29088),(61 196.86177),(62 198.69925),(63 202.81816),(64 201.04028),(65 202.94),(66 204.75838),(67 207.55661),(68 209.07896),(69 207.91028),(70 204.62569),(71 203.78494),(72 204.71974),(73 202.15384),(74 203.23958),(75 205.11246),(76 204.83943),(77 202.84665),(78 200.95268),(79 202.08336),
(1 98.99435),(2 129.91403),(3 143.93399),(4 152.27592),(5 156.66135),(6 161.5192),(7 163.44476),(8 166.8371),(9 170.70735),(10 173.20016),(11 177.4181),(12 177.96106),(13 177.37074),(14 175.1719),(15 179.0902),(16 181.7515),(17 183.27495),(18 181.85687),(19 185.3627),(20 184.99284),(21 184.3798),(22 187.09956),(23 189.3576),(24 188.53271),(25 186.70297),(26 188.65085),(27 189.34323),(28 184.49384),(29 185.34227),(30 186.53299),(31 193.92564),(32 195.02782),(33 194.48112),(34 194.26355),(35 194.85605),(36 199.50064),(37 197.78383),(38 196.94356),(39 198.68825),(40 201.65219),(41 200.84714),(42 200.08598),(43 198.40544),(44 195.13464),(45 193.48169),(46 194.66898),(47 196.37433),(48 195.83362),(49 196.63371),(50 197.44113),(51 198.30907),(52 200.50264),(53 199.4379),(54 202.1664),(55 200.77599),(56 202.01169),(57 204.26085),(58 203.80464),(59 203.20233),(60 199.83731),(61 199.53159),(62 202.1737),(63 204.79335),(64 205.40858),(65 209.7778),(66 210.73703),(67 211.09442),(68 210.56035),(69 212.5263),(70 210.33153),(71 211.35141),(72 211.54044),(73 209.21689),(74 208.44354),(75 211.11882),(76 213.45798),(77 214.73836),(78 213.14157),(79 212.56715),
(1 92.44584),(2 121.54588),(3 135.56935),(4 142.13428),(5 147.34937),(6 151.21713),(7 153.63008),(8 156.40675),(9 161.62515),(10 161.71886),(11 164.33902),(12 168.54361),(13 169.68652),(14 170.26521),(15 171.22322),(16 174.65161),(17 173.31035),(18 173.52148),(19 176.44229),(20 179.27963),(21 182.65948),(22 185.22888),(23 187.35182),(24 185.90927),(25 180.7178),(26 180.22119),(27 183.5946),(28 185.80112),(29 185.99101),(30 186.11737),(31 191.58974),(32 190.15092),(33 190.28714),(34 188.36786),(35 186.88783),(36 188.73508),(37 187.26918),(38 190.76619),(39 191.30415),(40 190.83055),(41 187.99753),(42 189.11403),(43 187.56642),(44 186.25417),(45 188.78972),(46 190.65651),(47 188.46819),(48 185.9634),(49 184.94035),(50 187.9054),(51 192.79358),(52 193.0714),(53 190.6291),(54 192.56488),(55 194.31158),(56 195.50415),(57 194.91446),(58 194.10513),(59 195.37003),(60 193.80789),(61 195.37851),(62 195.94397),(63 196.94652),(64 194.08084),(65 193.24979),(66 195.37126),(67 194.59125),(68 197.61725),(69 197.85239),(70 198.6222),(71 200.57153),(72 202.17566),(73 199.9711),(74 198.1569),(75 196.96237),(76 198.02),(77 197.78807),(78 197.28648),(79 199.22623),
(1 92.19468),(2 120.870834),(3 134.00865),(4 140.21443),(5 146.73586),(6 151.09032),(7 153.50275),(8 158.84335),(9 163.35426),(10 164.26712),(11 165.43358),(12 166.29495),(13 166.34735),(14 167.67888),(15 166.61655),(16 169.62755),(17 172.33913),(18 171.7348),(19 175.25108),(20 175.57083),(21 176.67131),(22 176.75652),(23 176.99718),(24 176.02368),(25 172.96263),(26 173.38553),(27 172.59526),(28 175.87794),(29 177.77016),(30 177.85083),(31 180.39948),(32 179.8751),(33 182.74963),(34 182.93402),(35 181.74025),(36 182.3733),(37 182.69461),(38 185.91339),(39 186.87483),(40 186.3467),(41 187.17879),(42 186.59123),(43 188.49469),(44 187.63663),(45 186.1653),(46 187.40424),(47 187.74866),(48 187.9329),(49 185.80577),(50 188.00914),(51 190.24048),(52 190.523),(53 191.04959),(54 192.72615),(55 194.33739),(56 193.90819),(57 194.60152),(58 196.15427),(59 194.65298),(60 193.12822),(61 193.81076),(62 190.92372),(63 194.72168),(64 194.18103),(65 193.34546),(66 197.30742),(67 194.87271),(68 199.54189),(69 201.91812),(70 200.63602),(71 199.22755),(72 198.05817),(73 196.58842),(74 200.12077),(75 199.35635),(76 198.963),(77 196.67754),(78 196.19801),(79 194.06369),
(1 93.76513),(2 119.75066),(3 132.54109),(4 143.63538),(5 148.4679),(6 149.85408),(7 155.16344),(8 161.16034),(9 167.2281),(10 168.14674),(11 170.05472),(12 173.93652),(13 177.47818),(14 176.58936),(15 177.32417),(16 177.59119),(17 179.58969),(18 180.33992),(19 182.83069),(20 183.6521),(21 183.28311),(22 184.8249),(23 185.66103),(24 185.79655),(25 185.59406),(26 185.7936),(27 186.33798),(28 190.13844),(29 187.5372),(30 186.57326),(31 186.03683),(32 184.23172),(33 186.82225),(34 188.89432),(35 187.13776),(36 185.8283),(37 184.26575),(38 185.60011),(39 184.9649),(40 187.061),(41 184.35898),(42 186.3405),(43 183.17162),(44 182.68991),(45 181.98276),(46 180.77296),(47 181.3028),(48 184.6752),(49 184.01152),(50 187.13943),(51 191.04904),(52 190.75894),(53 193.5471),(54 192.40288),(55 193.7052),(56 194.63455),(57 198.54228),(58 199.00172),(59 199.7206),(60 201.07843),(61 199.93832),(62 199.7107),(63 199.86252),(64 198.34052),(65 198.51027),(66 200.10985),(67 201.36963),(68 205.2679),(69 208.58311),(70 206.97816),(71 202.20818),(72 202.13988),(73 201.9529),(74 204.54398),(75 202.81085),(76 205.91872),(77 208.48257),(78 205.81973),(79 205.39368),
(1 91.07933),(2 117.31038),(3 132.83592),(4 143.47444),(5 147.245),(6 149.08347),(7 152.07797),(8 152.88434),(9 159.55756),(10 161.25362),(11 162.85193),(12 165.24857),(13 164.94867),(14 168.93208),(15 174.60814),(16 173.82231),(17 172.43867),(18 172.16411),(19 174.53648),(20 175.15965),(21 175.34012),(22 178.44604),(23 180.51436),(24 177.59058),(25 178.41464),(26 178.61818),(27 179.29854),(28 179.46602),(29 180.27104),(30 182.41089),(31 182.84007),(32 181.23816),(33 181.78406),(34 184.18274),(35 182.86008),(36 184.4761),(37 182.93533),(38 180.84668),(39 179.7702),(40 181.99113),(41 180.6444),(42 179.65515),(43 179.65228),(44 178.35118),(45 178.57477),(46 177.08476),(47 178.66655),(48 181.98355),(49 185.63844),(50 186.56651),(51 184.69112),(52 185.98592),(53 189.1395),(54 188.62758),(55 189.88963),(56 190.13795),(57 192.01619),(58 194.04431),(59 196.5794),(60 194.00784),(61 193.62308),(62 193.68689),(63 194.44383),(64 193.38733),(65 191.47922),(66 191.3693),(67 192.61942),(68 195.08539),(69 197.14545),(70 194.22093),(71 194.67163),(72 196.00728),(73 196.22366),(74 197.43286),(75 197.83264),(76 196.13954),(77 194.10191),(78 190.80296),(79 190.75555),
(1 93.061195),(2 118.99697),(3 133.73734),(4 143.19728),(5 148.9463),(6 151.68895),(7 154.50786),(8 156.65778),(9 164.2064),(10 165.633),(11 166.77847),(12 169.36127),(13 167.63435),(14 170.38191),(15 174.0524),(16 173.29123),(17 173.14148),(18 173.53864),(19 175.23929),(20 174.91281),(21 180.11238),(22 180.68774),(23 181.44365),(24 179.9568),(25 178.77345),(26 181.26924),(27 179.85211),(28 182.70006),(29 185.78458),(30 186.61435),(31 187.153),(32 185.39835),(33 185.6899),(34 184.96582),(35 185.54399),(36 183.59756),(37 184.74321),(38 182.77225),(39 185.97311),(40 187.3337),(41 185.79054),(42 185.12363),(43 186.14731),(44 184.303),(45 184.46233),(46 186.74905),(47 186.17273),(48 187.7714),(49 190.25325),(50 189.27069),(51 191.5923),(52 192.79523),(53 198.01088),(54 196.61342),(55 197.06992),(56 197.49652),(57 198.75185),(58 201.43645),(59 202.1857),(60 200.889),(61 200.22002),(62 201.3377),(63 200.97137),(64 199.61671),(65 199.59941),(66 202.54341),(67 205.20306),(68 206.64317),(69 207.7301),(70 204.92493),(71 204.07158),(72 204.8602),(73 206.13081),(74 207.88216),(75 212.8613),(76 211.76031),(77 209.20984),(78 206.24013),(79 208.32256),
(1 87.386314),(2 112.452545),(3 123.86931),(4 130.79344),(5 136.44104),(6 140.21103),(7 143.33937),(8 145.66873),(9 150.13321),(10 154.50407),(11 155.93365),(12 159.22374),(13 159.26686),(14 163.3179),(15 162.1231),(16 162.14894),(17 164.00888),(18 164.89055),(19 167.24786),(20 167.78154),(21 166.41362),(22 170.61337),(23 172.46),(24 173.2246),(25 172.64256),(26 174.06369),(27 172.00671),(28 168.93706),(29 170.7434),(30 172.3513),(31 169.69423),(32 168.64017),(33 168.5721),(34 169.61122),(35 170.1779),(36 169.56465),(37 172.8261),(38 170.05301),(39 173.77289),(40 172.8163),(41 173.94193),(42 175.46074),(43 176.43582),(44 178.13309),(45 177.58702),(46 175.19257),(47 177.01512),(48 176.22046),(49 177.24773),(50 177.78676),(51 181.28471),(52 182.86563),(53 184.8167),(54 186.28328),(55 188.57228),(56 187.81349),(57 189.98164),(58 188.19853),(59 193.42255),(60 191.32101),(61 188.81795),(62 189.49077),(63 189.91873),(64 188.26624),(65 188.02689),(66 192.08508),(67 192.20282),(68 191.07272),(69 193.08531),(70 190.83633),(71 189.74583),(72 190.45918),(73 191.41273),(74 198.14699),(75 196.4178),(76 196.23564),(77 195.10042),(78 192.05177),(79 190.18576),
(1 90.07454),(2 116.283035),(3 129.17844),(4 134.93294),(5 142.59096),(6 145.40808),(7 147.50226),(8 149.03288),(9 152.83673),(10 157.89499),(11 161.32486),(12 164.03197),(13 163.46523),(14 166.57935),(15 169.33592),(16 169.72372),(17 170.54034),(18 170.476),(19 175.74742),(20 175.64197),(21 177.49405),(22 178.95905),(23 179.8356),(24 177.96529),(25 177.4032),(26 177.79472),(27 175.56065),(28 173.78574),(29 171.95906),(30 170.13304),(31 168.6976),(32 169.88382),(33 171.08612),(34 170.16238),(35 171.62703),(36 174.17583),(37 175.30704),(38 175.55745),(39 174.51958),(40 172.78052),(41 174.7861),(42 176.62889),(43 177.8806),(44 177.49438),(45 179.05899),(46 179.7677),(47 181.20013),(48 179.9418),(49 180.22017),(50 181.10316),(51 183.26953),(52 181.82964),(53 183.31233),(54 186.90654),(55 187.06802),(56 188.84378),(57 191.24348),(58 192.83772),(59 190.89415),(60 189.74675),(61 188.08981),(62 184.76936),(63 187.00117),(64 186.19606),(65 185.10231),(66 183.69646),(67 186.62059),(68 188.55537),(69 190.03584),(70 190.58545),(71 190.41292),(72 192.62312),(73 191.26608),(74 195.02118),(75 191.12889),(76 191.0936),(77 190.69856),(78 192.48578),(79 188.58267),
(1 89.06475),(2 114.665726),(3 126.19193),(4 134.62552),(5 139.8905),(6 144.33818),(7 147.6703),(8 151.01611),(9 153.39009),(10 158.27094),(11 159.6794),(12 160.82025),(13 161.78558),(14 165.42923),(15 169.88788),(16 168.86629),(17 169.50273),(18 169.64973),(19 172.45549),(20 173.66493),(21 175.14973),(22 175.42972),(23 175.85764),(24 174.47176),(25 175.65837),(26 173.72867),(27 177.723),(28 177.25755),(29 178.64648),(30 177.66315),(31 177.85197),(32 179.20677),(33 179.95584),(34 180.9052),(35 181.05945),(36 182.7698),(37 183.7251),(38 183.3904),(39 184.29358),(40 185.00714),(41 185.93588),(42 183.94293),(43 186.35666),(44 186.06812),(45 182.19681),(46 183.20905),(47 185.8345),(48 186.08546),(49 184.93385),(50 185.80833),(51 188.27402),(52 189.76912),(53 190.99196),(54 190.45067),(55 192.24666),(56 188.8161),(57 190.27957),(58 193.34271),(59 193.18224),(60 190.2903),(61 187.78896),(62 184.79602),(63 183.78209),(64 186.31197),(65 186.04205),(66 183.63313),(67 183.88622),(68 183.93489),(69 185.23991),(70 185.60387),(71 184.69),(72 183.90997),(73 183.79552),(74 185.56151),(75 184.01558),(76 183.09073),(77 183.18492),(78 185.23201),(79 182.87326),
(1 86.590515),(2 111.71084),(3 123.62447),(4 129.11703),(5 134.71487),(6 140.59686),(7 142.57738),(8 143.7393),(9 148.93816),(10 151.83582),(11 155.09187),(12 159.35135),(13 158.5314),(14 159.77948),(15 163.22704),(16 161.65709),(17 159.9849),(18 163.34119),(19 164.7442),(20 161.68468),(21 166.0007),(22 166.40126),(23 165.47433),(24 166.53197),(25 165.42741),(26 164.96184),(27 165.2516),(28 167.19847),(29 166.32082),(30 164.57205),(31 163.64337),(32 165.3695),(33 168.31198),(34 168.50119),(35 167.9107),(36 168.55585),(37 170.27),(38 170.67107),(39 173.57217),(40 174.77974),(41 174.38641),(42 171.78297),(43 176.06178),(44 175.0352),(45 176.2552),(46 177.69185),(47 180.35838),(48 182.21558),(49 180.4581),(50 178.9252),(51 183.13986),(52 184.09785),(53 183.61186),(54 184.91994),(55 187.41058),(56 185.31538),(57 186.56258),(58 189.40761),(59 189.52972),(60 188.681),(61 186.11732),(62 188.12077),(63 189.15074),(64 191.78113),(65 189.65596),(66 186.5134),(67 186.49174),(68 185.38231),(69 186.9186),(70 185.23457),(71 186.29265),(72 185.2206),(73 185.05089),(74 184.73505),(75 183.07411),(76 181.65826),(77 178.4358),(78 179.92268),(79 179.66069),
(1 87.23566),(2 114.988235),(3 129.42911),(4 133.82861),(5 139.7652),(6 142.37885),(7 146.75093),(8 150.22139),(9 154.06554),(10 157.01779),(11 160.62651),(12 164.09935),(13 165.20361),(14 168.0868),(15 169.19948),(16 167.19003),(17 164.76767),(18 168.27698),(19 171.38408),(20 171.16951),(21 170.29984),(22 167.53094),(23 170.24104),(24 170.20547),(25 171.52605),(26 171.37115),(27 170.22375),(28 173.89658),(29 173.62646),(30 175.03268),(31 175.03993),(32 173.22968),(33 176.90567),(34 178.5072),(35 176.72371),(36 176.01184),(37 180.34708),(38 185.43262),(39 185.87613),(40 188.53899),(41 187.32358),(42 183.71092),(43 188.20569),(44 186.7934),(45 186.06615),(46 186.37231),(47 190.23566),(48 188.63576),(49 186.34589),(50 187.44464),(51 190.65034),(52 190.30255),(53 192.32828),(54 193.49693),(55 194.33437),(56 193.86375),(57 192.37213),(58 191.43155),(59 195.00899),(60 195.01003),(61 193.60526),(62 193.7138),(63 190.9114),(64 193.66379),(65 193.07971),(66 192.75551),(67 192.90988),(68 193.72588),(69 193.39539),(70 194.75252),(71 195.43378),(72 194.24309),(73 192.82356),(74 195.38898),(75 194.15308),(76 192.64563),(77 189.24467),(78 186.98383),(79 186.30943),
(1 87.64285),(2 113.205124),(3 124.563576),(4 130.82957),(5 134.67943),(6 136.74178),(7 144.93361),(8 145.48296),(9 149.4392),(10 154.20985),(11 157.05733),(12 157.31712),(13 157.44032),(14 159.04881),(15 161.38062),(16 160.91377),(17 160.55443),(18 164.29675),(19 167.4948),(20 166.06413),(21 168.06523),(22 165.46707),(23 165.8645),(24 167.37517),(25 167.93),(26 169.25008),(27 169.01776),(28 171.14833),(29 170.38829),(30 170.459),(31 171.92894),(32 170.28294),(33 171.56009),(34 171.1303),(35 169.69975),(36 168.30952),(37 171.14023),(38 170.01396),(39 171.45029),(40 174.49686),(41 172.31076),(42 171.24298),(43 174.5347),(44 174.80539),(45 174.8096),(46 176.99025),(47 177.38783),(48 178.13692),(49 176.88055),(50 178.10796),(51 180.27371),(52 180.03323),(53 181.00798),(54 184.41093),(55 185.73468),(56 183.87747),(57 181.30655),(58 182.88521),(59 185.97154),(60 185.08084),(61 189.51263),(62 187.45532),(63 186.7764),(64 185.88454),(65 188.33772),(66 189.15004),(67 189.11699),(68 187.21341),(69 188.94162),(70 189.27481),(71 190.7804),(72 186.7647),(73 186.91348),(74 188.67871),(75 189.2771),(76 183.99701),(77 180.91759),(78 180.33699),(79 180.8506),
(1 88.8094),(2 113.04771),(3 125.76772),(4 132.6678),(5 139.01721),(6 141.08214),(7 144.85086),(8 144.82419),(9 150.15799),(10 152.09404),(11 157.18512),(12 155.43),(13 156.37993),(14 158.69447),(15 159.7757),(16 157.90005),(17 161.2828),(18 161.43953),(19 166.01987),(20 166.22055),(21 167.2355),(22 169.21124),(23 170.31897),(24 168.46024),(25 170.1272),(26 170.49413),(27 170.35033),(28 168.58812),(29 168.02202),(30 165.22575),(31 167.25064),(32 168.40744),(33 170.0986),(34 170.68329),(35 169.29337),(36 168.93466),(37 171.36694),(38 171.33655),(39 171.6011),(40 171.82545),(41 169.76033),(42 171.47456),(43 174.33655),(44 174.11618),(45 170.82614),(46 172.95398),(47 172.69463),(48 173.67845),(49 171.95876),(50 177.48605),(51 178.46487),(52 178.42673),(53 175.9047),(54 178.45056),(55 182.27132),(56 181.52292),(57 183.75839),(58 180.44978),(59 183.30542),(60 181.86963),(61 182.69817),(62 182.58072),(63 182.12057),(64 181.39189),(65 182.32996),(66 181.05101),(67 180.46074),(68 181.10965),(69 183.78386),(70 182.0461),(71 181.10312),(72 181.27734),(73 181.7229),(74 183.51903),(75 184.10457),(76 180.23894),(77 179.37234),(78 176.75577),(79 179.64868),
(1 88.26964),(2 112.155525),(3 124.24863),(4 129.89247),(5 136.90074),(6 135.57895),(7 137.43268),(8 139.53154),(9 142.0534),(10 144.38571),(11 148.22258),(12 151.28802),(13 152.92516),(14 156.98349),(15 157.50938),(16 153.85088),(17 155.2559),(18 157.78745),(19 159.81738),(20 159.82086),(21 162.25253),(22 162.5096),(23 161.57393),(24 161.30997),(25 164.5812),(26 165.56421),(27 164.84436),(28 164.1729),(29 166.32088),(30 166.71649),(31 166.81378),(32 168.05296),(33 168.64612),(34 167.32571),(35 168.1183),(36 169.2505),(37 170.95322),(38 168.79076),(39 170.41202),(40 171.86684),(41 169.80928),(42 170.64897),(43 172.20842),(44 172.43747),(45 171.39218),(46 172.33525),(47 173.14203),(48 173.55362),(49 171.1568),(50 173.4738),(51 171.67577),(52 173.212),(53 172.9746),(54 174.39867),(55 176.8339),(56 176.57),(57 178.62076),(58 177.23402),(59 180.88863),(60 178.70016),(61 178.89233),(62 177.8739),(63 176.6034),(64 175.55984),(65 176.88329),(66 174.85112),(67 177.15611),(68 177.039),(69 178.9662),(70 173.98349),(71 171.24117),(72 171.986),(73 169.20407),(74 170.95975),(75 172.26566),(76 175.469),(77 177.47336),(78 175.07108),(79 174.15742),
(1 86.14617),(2 109.992485),(3 117.6428),(4 122.29194),(5 128.9273),(6 133.48033),(7 137.7478),(8 140.76003),(9 144.513),(10 145.07755),(11 148.33847),(12 152.91748),(13 153.33049),(14 154.65607),(15 155.77664),(16 154.69087),(17 158.2518),(18 160.26459),(19 160.17609),(20 162.6778),(21 165.72209),(22 164.10286),(23 164.08907),(24 162.94783),(25 164.27838),(26 165.08725),(27 164.49213),(28 163.32816),(29 162.4105),(30 162.6698),(31 165.44215),(32 163.6866),(33 163.18704),(34 162.19525),(35 163.29738),(36 163.31058),(37 164.90546),(38 167.19385),(39 165.59416),(40 167.96771),(41 165.02777),(42 161.37267),(43 165.28719),(44 162.90813),(45 162.23048),(46 162.46375),(47 163.92203),(48 164.838),(49 163.84192),(50 164.79468),(51 167.57104),(52 169.38289),(53 167.97562),(54 169.55328),(55 173.18092),(56 175.03484),(57 175.41696),(58 174.25189),(59 172.86763),(60 173.28796),(61 174.4639),(62 173.10107),(63 172.66281),(64 171.66158),(65 174.01047),(66 174.21947),(67 176.42992),(68 179.31433),(69 178.42157),(70 178.34824),(71 178.84694),(72 177.38016),(73 172.7307),(74 175.59325),(75 176.81856),(76 177.54329),(77 178.80084),(78 177.18253),(79 174.28325),
