1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,
(1 0.0004318155),(2 0.32056257),(3 0.64195716),(4 0.66187096),(5 0.66188),(6 0.7549906),(7 0.7538937),(8 0.7656197),(9 0.7650345),(10 0.83852875),(11 0.8655889),(12 0.9018609),(13 0.9012248),(14 0.93464446),(15 0.9561823),(16 0.99020654),(17 0.989612),(18 1.0283401),(19 1.0067983),(20 1.052994),(21 1.0528136),(22 1.0917083),(23 1.0695485),(24 1.1084275),(25 1.1081815),(26 1.1101428),(27 1.0706587),(28 1.0146898),(29 1.0143365),(30 1.0125015),(31 0.9850121),(32 1.0168774),(33 1.0171839),(34 1.0065237),(35 0.93834955),(36 0.9833561),(37 0.9835086),(38 1.011727),(39 1.0832336),(40 1.0615984),(41 1.0615464),(42 1.0782163),(43 1.0898308),(44 1.0979042),(45 1.0975109),
(1 0.0005033919),(2 0.31201774),(3 0.5784765),(4 0.5892979),(5 0.5896203),(6 0.6577708),(7 0.676013),(8 0.7039825),(9 0.7034473),(10 0.75900936),(11 0.7528976),(12 0.79798704),(13 0.79712826),(14 0.8179989),(15 0.85662174),(16 0.8741421),(17 0.8737951),(18 0.9043465),(19 0.8825274),(20 0.9310934),(21 0.9308675),(22 0.96152335),(23 0.95387655),(24 0.9935273),(25 0.9930691),(26 0.97438276),(27 0.9471423),(28 0.9159685),(29 0.91428846),(30 0.9062744),(31 0.8661081),(32 0.89488894),(33 0.8950777),(34 0.88869596),(35 0.83519906),(36 0.869459),(37 0.8695612),(38 0.88543385),(39 0.92260605),(40 0.9089305),(41 0.90911543),(42 0.94380456),(43 0.9525683),(44 0.9588245),(45 0.95860475),
(1 0.00045290607),(2 0.25208327),(3 0.45525742),(4 0.46285662),(5 0.4631105),(6 0.5174657),(7 0.54523647),(8 0.5750196),(9 0.5750458),(10 0.61487645),(11 0.6158798),(12 0.6655478),(13 0.66489863),(14 0.67691404),(15 0.6964826),(16 0.7237042),(17 0.7228503),(18 0.74475574),(19 0.7351156),(20 0.7684673),(21 0.7676297),(22 0.7958703),(23 0.7925506),(24 0.8321449),(25 0.8317058),(26 0.8181213),(27 0.79077035),(28 0.76140755),(29 0.76073045),(30 0.7500084),(31 0.7272309),(32 0.7543334),(33 0.7539754),(34 0.74606615),(35 0.6974314),(36 0.7391629),(37 0.73919386),(38 0.7465985),(39 0.77059424),(40 0.76336986),(41 0.76356333),(42 0.7906968),(43 0.79698277),(44 0.7977092),(45 0.7977133),
(1 0.00041309392),(2 0.18927278),(3 0.347604),(4 0.35840705),(5 0.3581697),(6 0.40327853),(7 0.42688674),(8 0.4415183),(9 0.4410857),(10 0.47832012),(11 0.47757524),(12 0.52240866),(13 0.521742),(14 0.5378984),(15 0.5381304),(16 0.56632406),(17 0.5659375),(18 0.5851816),(19 0.57560176),(20 0.61933935),(21 0.6190509),(22 0.6302495),(23 0.61410284),(24 0.6477235),(25 0.64735836),(26 0.6384014),(27 0.6298057),(28 0.5922854),(29 0.59152555),(30 0.59339404),(31 0.5816599),(32 0.6081715),(33 0.6079408),(34 0.598283),(35 0.55643433),(36 0.59292084),(37 0.5928329),(38 0.5960866),(39 0.61318547),(40 0.6019583),(41 0.6015436),(42 0.6283394),(43 0.62889737),(44 0.6208831),(45 0.6210663),
(1 0.00038081122),(2 0.15407678),(3 0.289629),(4 0.29766777),(5 0.29766256),(6 0.32780465),(7 0.353674),(8 0.36544013),(9 0.36520055),(10 0.39713237),(11 0.39935544),(12 0.44083032),(13 0.44033816),(14 0.45795828),(15 0.46515408),(16 0.48567536),(17 0.48535666),(18 0.50463915),(19 0.5056586),(20 0.5310277),(21 0.53072864),(22 0.55052346),(23 0.5405452),(24 0.5634356),(25 0.5634061),(26 0.5559975),(27 0.541871),(28 0.5158882),(29 0.5155854),(30 0.519149),(31 0.5061423),(32 0.5299582),(33 0.5302438),(34 0.52105767),(35 0.47843108),(36 0.5120735),(37 0.51207644),(38 0.5108897),(39 0.5284186),(40 0.51270115),(41 0.51255864),(42 0.5342146),(43 0.53988653),(44 0.5343425),(45 0.5342769),
(1 0.0003760384),(2 0.12839341),(3 0.24273407),(4 0.24866569),(5 0.24889036),(6 0.28186768),(7 0.30141446),(8 0.30460322),(9 0.30447212),(10 0.343266),(11 0.34156227),(12 0.3818274),(13 0.38168374),(14 0.3948837),(15 0.40621057),(16 0.4231964),(17 0.42249975),(18 0.44015872),(19 0.43421704),(20 0.4604984),(21 0.46039006),(22 0.48123726),(23 0.4741077),(24 0.49413615),(25 0.4938191),(26 0.48742142),(27 0.47420567),(28 0.44887),(29 0.44845426),(30 0.4563374),(31 0.443197),(32 0.46412626),(33 0.46400577),(34 0.45909417),(35 0.42265415),(36 0.44726405),(37 0.4472595),(38 0.44637507),(39 0.4640045),(40 0.45012403),(41 0.45008433),(42 0.46460703),(43 0.46957135),(44 0.4689702),(45 0.46893725),
(1 0.00037116307),(2 0.10631389),(3 0.20717911),(4 0.21603797),(5 0.21601248),(6 0.24360433),(7 0.25944108),(8 0.2662185),(9 0.26575193),(10 0.29900423),(11 0.2983),(12 0.3381285),(13 0.33784986),(14 0.3450791),(15 0.35851288),(16 0.37163147),(17 0.37120804),(18 0.38171393),(19 0.3796038),(20 0.4028218),(21 0.40260664),(22 0.42034993),(23 0.41118288),(24 0.43638983),(25 0.4360679),(26 0.4227876),(27 0.41080356),(28 0.39362136),(29 0.39324367),(30 0.3985296),(31 0.38942453),(32 0.40490907),(33 0.4048363),(34 0.40066737),(35 0.36766207),(36 0.3872626),(37 0.38739082),(38 0.38583544),(39 0.4037137),(40 0.39502886),(41 0.394995),(42 0.4050779),(43 0.41081902),(44 0.4061183),(45 0.40610915),
(1 0.00036333324),(2 0.089029945),(3 0.17514695),(4 0.18671536),(5 0.18667714),(6 0.21164724),(7 0.21750404),(8 0.22720847),(9 0.22693017),(10 0.26184645),(11 0.26120585),(12 0.29565272),(13 0.2949746),(14 0.29953092),(15 0.31346136),(16 0.32658005),(17 0.32633573),(18 0.33800814),(19 0.33527035),(20 0.3588342),(21 0.3585487),(22 0.37163043),(23 0.35833177),(24 0.37875274),(25 0.3784511),(26 0.370822),(27 0.35863462),(28 0.34157252),(29 0.34091458),(30 0.35306877),(31 0.3459592),(32 0.36263925),(33 0.36264825),(34 0.35861108),(35 0.32644257),(36 0.34456068),(37 0.34459952),(38 0.34436578),(39 0.35595),(40 0.34783247),(41 0.3474568),(42 0.3573761),(43 0.3578661),(44 0.3536443),(45 0.35361227),
(1 0.00034895836),(2 0.07606791),(3 0.15393329),(4 0.1611273),(5 0.16123404),(6 0.18245816),(7 0.19049288),(8 0.19838972),(9 0.19809145),(10 0.22749068),(11 0.226523),(12 0.25934726),(13 0.2590902),(14 0.26435587),(15 0.2732395),(16 0.28753498),(17 0.28726006),(18 0.2992443),(19 0.29668924),(20 0.3170903),(21 0.31705204),(22 0.3311495),(23 0.31557733),(24 0.3367414),(25 0.336718),(26 0.33019742),(27 0.32123137),(28 0.30258104),(29 0.30216837),(30 0.31667352),(31 0.30879825),(32 0.32504067),(33 0.32492837),(34 0.32085615),(35 0.29150817),(36 0.3088558),(37 0.3089587),(38 0.30615154),(39 0.31951338),(40 0.31219387),(41 0.31199634),(42 0.32202235),(43 0.32337356),(44 0.31675112),(45 0.31674054),
(1 0.000325676),(2 0.06536813),(3 0.13420531),(4 0.14319585),(5 0.14320031),(6 0.16109121),(7 0.17010905),(8 0.17823415),(9 0.1779382),(10 0.2023356),(11 0.20224966),(12 0.2317152),(13 0.2315901),(14 0.23641917),(15 0.24498384),(16 0.2576304),(17 0.25743297),(18 0.26893133),(19 0.2670652),(20 0.2848295),(21 0.28483632),(22 0.29823086),(23 0.28572047),(24 0.30414793),(25 0.3042899),(26 0.29767454),(27 0.2927603),(28 0.27511165),(29 0.27475318),(30 0.28296983),(31 0.27625948),(32 0.29167566),(33 0.29163966),(34 0.28743747),(35 0.26314068),(36 0.27875143),(37 0.27874935),(38 0.2760185),(39 0.28566274),(40 0.27660888),(41 0.27651963),(42 0.2845321),(43 0.28775272),(44 0.28452247),(45 0.28447574),
(1 0.00034037593),(2 0.0623704),(3 0.12707596),(4 0.136433),(5 0.13638194),(6 0.15256025),(7 0.15934378),(8 0.16774853),(9 0.16736585),(10 0.19034769),(11 0.19282),(12 0.22042005),(13 0.2200546),(14 0.22619289),(15 0.23575771),(16 0.24577795),(17 0.24552251),(18 0.25543794),(19 0.25370413),(20 0.27148542),(21 0.2712754),(22 0.2857219),(23 0.27500072),(24 0.29216847),(25 0.29208928),(26 0.28317124),(27 0.2753752),(28 0.2625435),(29 0.26200375),(30 0.27002352),(31 0.26431984),(32 0.2770097),(33 0.27697265),(34 0.27496162),(35 0.24998443),(36 0.26441744),(37 0.2644169),(38 0.26246503),(39 0.2709272),(40 0.26210546),(41 0.26199338),(42 0.27036297),(43 0.27073),(44 0.26956892),(45 0.26949894),
(1 0.00031481832),(2 0.057565667),(3 0.115592025),(4 0.12493947),(5 0.12475705),(6 0.138854),(7 0.14387617),(8 0.15287112),(9 0.15271212),(10 0.17454144),(11 0.17670766),(12 0.20321892),(13 0.202915),(14 0.20772175),(15 0.21352826),(16 0.2259053),(17 0.22565621),(18 0.23348355),(19 0.23193778),(20 0.2524961),(21 0.2522488),(22 0.26296055),(23 0.25066388),(24 0.26894978),(25 0.2688124),(26 0.26060918),(27 0.25398195),(28 0.24130957),(29 0.24084878),(30 0.24881235),(31 0.24437894),(32 0.25783068),(33 0.257713),(34 0.25306404),(35 0.23025022),(36 0.24439484),(37 0.24427807),(38 0.24060044),(39 0.24921408),(40 0.24154863),(41 0.2412973),(42 0.24987207),(43 0.24930605),(44 0.2482349),(45 0.24824664),
(1 0.00031373822),(2 0.05378403),(3 0.108498424),(4 0.11717818),(5 0.117154285),(6 0.12856828),(7 0.13505533),(8 0.14290406),(9 0.14283508),(10 0.16379881),(11 0.16521603),(12 0.19145368),(13 0.19128482),(14 0.1950833),(15 0.20136027),(16 0.2132529),(17 0.21309245),(18 0.22037186),(19 0.22022352),(20 0.23887192),(21 0.23869878),(22 0.24741049),(23 0.23664981),(24 0.2512004),(25 0.25110283),(26 0.24608827),(27 0.23914069),(28 0.226495),(29 0.22606304),(30 0.23615584),(31 0.23146828),(32 0.24437122),(33 0.24431117),(34 0.24125598),(35 0.21964622),(36 0.23317412),(37 0.23309319),(38 0.230941),(39 0.23906825),(40 0.23123899),(41 0.23122352),(42 0.23784122),(43 0.23789276),(44 0.23516765),(45 0.23517136),
(1 0.00035222562),(2 0.049947035),(3 0.1036372),(4 0.110493116),(5 0.11038571),(6 0.12333715),(7 0.12915377),(8 0.13666986),(9 0.13658062),(10 0.15708025),(11 0.15794383),(12 0.18244602),(13 0.18229744),(14 0.18555346),(15 0.19444658),(16 0.20480496),(17 0.20457143),(18 0.21155569),(19 0.21030495),(20 0.22818425),(21 0.2280957),(22 0.23783879),(23 0.2279944),(24 0.24361473),(25 0.24335566),(26 0.23502466),(27 0.22985311),(28 0.2175093),(29 0.21707003),(30 0.224914),(31 0.2210691),(32 0.23378168),(33 0.23366036),(34 0.23019359),(35 0.2097221),(36 0.22159065),(37 0.22161126),(38 0.21908642),(39 0.22707449),(40 0.22007929),(41 0.22000203),(42 0.22608021),(43 0.22657256),(44 0.22409211),(45 0.2241291),
(1 0.0003879637),(2 0.047082793),(3 0.09954553),(4 0.1057226),(5 0.10558558),(6 0.119307935),(7 0.123966575),(8 0.13167946),(9 0.13115415),(10 0.15200725),(11 0.15352544),(12 0.17755355),(13 0.17721097),(14 0.18003559),(15 0.18815257),(16 0.19869092),(17 0.19865866),(18 0.20563535),(19 0.20528743),(20 0.22168297),(21 0.22151814),(22 0.23049238),(23 0.22048439),(24 0.23609419),(25 0.23574801),(26 0.22745427),(27 0.22030027),(28 0.20889223),(29 0.20834744),(30 0.2173996),(31 0.21221553),(32 0.22374274),(33 0.22375661),(34 0.22149503),(35 0.20225723),(36 0.21419077),(37 0.21428086),(38 0.2130044),(39 0.22022219),(40 0.21418504),(41 0.21405602),(42 0.22030877),(43 0.21918313),(44 0.21851942),(45 0.21849562),
(1 0.0003876964),(2 0.04438697),(3 0.09496639),(4 0.10228119),(5 0.10209384),(6 0.11291475),(7 0.11724311),(8 0.12314566),(9 0.122906365),(10 0.1442051),(11 0.1454283),(12 0.1686636),(13 0.1683394),(14 0.1714079),(15 0.17794329),(16 0.18904114),(17 0.18896043),(18 0.19585516),(19 0.19528034),(20 0.21189669),(21 0.21171145),(22 0.22248438),(23 0.21033613),(24 0.22515215),(25 0.22481501),(26 0.21846291),(27 0.21044964),(28 0.19973783),(29 0.19922371),(30 0.20861356),(31 0.2048428),(32 0.21639521),(33 0.21623336),(34 0.21303229),(35 0.19400993),(36 0.20512974),(37 0.20514865),(38 0.20260784),(39 0.20929694),(40 0.20320268),(41 0.20308712),(42 0.20903242),(43 0.20826791),(44 0.2071404),(45 0.20709135),
(1 0.00037241887),(2 0.042527705),(3 0.09056626),(4 0.096381664),(5 0.09630064),(6 0.10692959),(7 0.111690976),(8 0.1181154),(9 0.117937624),(10 0.13745658),(11 0.13891469),(12 0.16261463),(13 0.16242197),(14 0.16390505),(15 0.17149921),(16 0.18050848),(17 0.18032943),(18 0.18813248),(19 0.18657328),(20 0.20246597),(21 0.20231844),(22 0.21234553),(23 0.20213428),(24 0.21571258),(25 0.2155853),(26 0.21106711),(27 0.20351258),(28 0.19352932),(29 0.19322833),(30 0.20222603),(31 0.19935788),(32 0.21086067),(33 0.21080427),(34 0.20853119),(35 0.18808293),(36 0.19844915),(37 0.19852832),(38 0.19555014),(39 0.20294449),(40 0.19635059),(41 0.1963368),(42 0.20191011),(43 0.19993423),(44 0.19863285),(45 0.19850996),
(1 0.0003995459),(2 0.04048029),(3 0.08833488),(4 0.09374987),(5 0.09362186),(6 0.10413515),(7 0.1081196),(8 0.11481268),(9 0.11472961),(10 0.13424806),(11 0.13558969),(12 0.15855801),(13 0.15827437),(14 0.1591278),(15 0.16669236),(16 0.17545621),(17 0.17514078),(18 0.18220375),(19 0.18245031),(20 0.1972745),(21 0.19713242),(22 0.20544054),(23 0.19716871),(24 0.20941718),(25 0.20941088),(26 0.20394206),(27 0.19855028),(28 0.18808101),(29 0.1879717),(30 0.19565251),(31 0.19353253),(32 0.20561919),(33 0.20563507),(34 0.20313282),(35 0.1836847),(36 0.19383073),(37 0.19389361),(38 0.19034117),(39 0.1974401),(40 0.19113499),(41 0.19101557),(42 0.19704509),(43 0.19559911),(44 0.1923849),(45 0.19220945),
(1 0.000467039),(2 0.040095672),(3 0.086065404),(4 0.091122806),(5 0.09099946),(6 0.102504246),(7 0.10545819),(8 0.11283769),(9 0.11251853),(10 0.13131095),(11 0.13367678),(12 0.15645997),(13 0.15625267),(14 0.15713766),(15 0.16453847),(16 0.1743157),(17 0.17422797),(18 0.1796078),(19 0.18008755),(20 0.1957125),(21 0.19554526),(22 0.20410736),(23 0.1950303),(24 0.20886399),(25 0.20865592),(26 0.20217846),(27 0.19542848),(28 0.18577425),(29 0.18538599),(30 0.19513918),(31 0.19078755),(32 0.20075253),(33 0.20072025),(34 0.19994755),(35 0.18063645),(36 0.19094014),(37 0.19096218),(38 0.18848968),(39 0.19465637),(40 0.18826735),(41 0.18809053),(42 0.19378316),(43 0.19256318),(44 0.19084531),(45 0.19073558),
(1 0.00046242247),(2 0.03883643),(3 0.083818346),(4 0.08884076),(5 0.08872619),(6 0.099648595),(7 0.103071585),(8 0.11014484),(9 0.10984635),(10 0.12916823),(11 0.13126098),(12 0.15291263),(13 0.15262659),(14 0.154268),(15 0.1608573),(16 0.17092139),(17 0.1708516),(18 0.17666416),(19 0.17558952),(20 0.19176291),(21 0.19153824),(22 0.20093906),(23 0.19139062),(24 0.20569998),(25 0.20552269),(26 0.19752151),(27 0.1923141),(28 0.18291622),(29 0.18254021),(30 0.19086938),(31 0.18741691),(32 0.1970555),(33 0.19698216),(34 0.19484183),(35 0.17661653),(36 0.18686537),(37 0.18686202),(38 0.18421735),(39 0.18989734),(40 0.18398328),(41 0.18378119),(42 0.1890845),(43 0.18719429),(44 0.18516995),(45 0.18514316),
(1 0.0004490928),(2 0.034094058),(3 0.071955346),(4 0.07589022),(5 0.07588401),(6 0.084980905),(7 0.090552166),(8 0.095648535),(9 0.09533526),(10 0.10912223),(11 0.11029475),(12 0.12720864),(13 0.12694815),(14 0.12780498),(15 0.13364801),(16 0.14035246),(17 0.14033258),(18 0.14642055),(19 0.14623941),(20 0.15908642),(21 0.15901594),(22 0.1676589),(23 0.1612887),(24 0.17059377),(25 0.1705739),(26 0.1643294),(27 0.16027963),(28 0.15283304),(29 0.1525876),(30 0.15859132),(31 0.1540571),(32 0.16248417),(33 0.16257478),(34 0.16008525),(35 0.14620525),(36 0.15579619),(37 0.15574595),(38 0.15316284),(39 0.16008094),(40 0.15607858),(41 0.15614435),(42 0.16029793),(43 0.16074997),(44 0.15944853),(45 0.15945275),
(1 0.0002995457),(2 0.015984848),(3 0.03145866),(4 0.033970416),(5 0.033906426),(6 0.037604813),(7 0.04044552),(8 0.042118523),(9 0.04198624),(10 0.046465162),(11 0.046487328),(12 0.051859215),(13 0.05177534),(14 0.052215394),(15 0.054450348),(16 0.05693109),(17 0.056836676),(18 0.05965982),(19 0.06015442),(20 0.06365591),(21 0.06359546),(22 0.066699974),(23 0.06653124),(24 0.07011173),(25 0.0701473),(26 0.06765277),(27 0.06584253),(28 0.06192412),(29 0.061731752),(30 0.06317718),(31 0.061143197),(32 0.064058796),(33 0.06408033),(34 0.06298383),(35 0.0587131),(36 0.06226272),(37 0.06220848),(38 0.06210236),(39 0.065795094),(40 0.064778626),(41 0.06477786),(42 0.06636092),(43 0.06747001),(44 0.06823427),(45 0.06818402),
(1 0.0001573565),(2 0.003746751),(3 0.005015559),(4 0.005480587),(5 0.0054469327),(6 0.0053442838),(7 0.0055374596),(8 0.005857271),(9 0.005744384),(10 0.0055232565),(11 0.005422771),(12 0.005904464),(13 0.0058160527),(14 0.0055906116),(15 0.0055448734),(16 0.005938718),(17 0.0058667017),(18 0.0058691315),(19 0.005800112),(20 0.006184756),(21 0.006131977),(22 0.0060168793),(23 0.006448611),(24 0.006923665),(25 0.00686178),(26 0.0063850693),(27 0.0062818173),(28 0.006174664),(29 0.0060741305),(30 0.0055158776),(31 0.0056312843),(32 0.0053668013),(33 0.005357439),(34 0.005555823),(35 0.005311847),(36 0.0056734667),(37 0.0056672036),(38 0.006003722),(39 0.006075138),(40 0.006174337),(41 0.006170009),(42 0.0066820006),(43 0.0062667467),(44 0.0068327757),(45 0.0068261186),
(1 0.0001416174),(2 0.003091751),(3 0.0040018936),(4 0.0043834364),(5 0.0043666554),(6 0.004284256),(7 0.0044704364),(8 0.004794993),(9 0.004691738),(10 0.004369956),(11 0.004297347),(12 0.004790914),(13 0.0047007157),(14 0.004426162),(15 0.0044221515),(16 0.004786029),(17 0.004706601),(18 0.0047159623),(19 0.0046648085),(20 0.0049642473),(21 0.004935969),(22 0.004856504),(23 0.0051838453),(24 0.005545324),(25 0.005496573),(26 0.00506288),(27 0.0049950667),(28 0.005025141),(29 0.0049210135),(30 0.0045152283),(31 0.0045418856),(32 0.0043782615),(33 0.004367806),(34 0.004472159),(35 0.004266162),(36 0.0045857434),(37 0.0045845225),(38 0.0048878193),(39 0.00494067),(40 0.005019448),(41 0.005003491),(42 0.005485508),(43 0.0051399455),(44 0.005576102),(45 0.005569592),
