1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 263718.25),(2 843255.5),(3 1548225.9),(4 2328221.3),(5 3082780),(6 3943138),(7 4981248.5),(8 6218138.5),(9 7756110.5),(10 9405816),(11 11199601),(12 12994785),(13 15032133),(14 17110224),(15 18948854),(16 20609588),(17 22369978),(18 24086360),(19 26011686),(20 27945906),(21 29894102),(22 32096186),(23 34133628),(24 35975052),(25 37814744),(26 39548990),(27 41022220),(28 42243140),(29 43123172),(30 43711100),(31 44334404),(32 44671148),(33 44856276),(34 44806668),(35 44449736),(36 44061892),(37 43334680),(38 42382196),(39 41381924),(40 40457010),(41 39720256),(42 39151936),(43 38583616),(44 38267468),(45 37395060),(46 36542780),(47 35172188),(48 33721276),(49 32582520),(50 31595424),(51 30798682),(52 30247818),(53 29500216),(54 29146678),(55 29378730),(56 29779782),(57 30078382),(58 30382954),(59 30890378),(60 31381664),(61 32156976),(62 32831602),(63 33907684),(64 35277124),(65 36592720),(66 38173284),(67 39894224),(68 41176910),(69 42278540),(70 43501028),(71 44609710),(72 45645504),(73 46583456),(74 47239948),(75 47898796),(76 48336292),(77 48598420),(78 48491936),(79 48073204),
(1 40466.55),(2 53517.406),(3 57155.875),(4 63448.95),(5 65244.82),(6 65540.92),(7 69499.98),(8 70451.69),(9 68520.266),(10 69779.336),(11 70463.11),(12 70690.81),(13 71108.305),(14 71708.69),(15 72898.15),(16 72536.94),(17 72556.836),(18 72341.88),(19 71785.56),(20 69545.18),(21 69907.38),(22 70459.84),(23 69875.32),(24 69568.586),(25 70238.79),(26 71162.91),(27 72365.55),(28 72728.49),(29 72499.266),(30 72239.2),(31 72067.47),(32 72653.91),(33 72413.016),(34 70140.14),(35 70492.234),(36 71085.84),(37 70020.52),(38 70314.07),(39 70258.336),(40 70461.77),(41 69576.77),(42 70987.99),(43 69899.42),(44 68939.78),(45 68497.32),(46 68897.875),(47 70060.5),(48 70188.7),(49 68979.05),(50 70459.664),(51 70875.52),(52 71403.16),(53 73069.52),(54 71957.22),(55 70964.37),(56 71451.18),(57 70639.164),(58 70577.91),(59 70821.35),(60 71067.64),(61 72225.44),(62 72424.82),(63 71887.68),(64 73066.46),(65 72971.76),(66 73156.84),(67 73226.05),(68 73420.57),(69 73423.03),(70 72208.38),(71 71679.68),(72 72160.734),(73 73403.41),(74 72726.766),(75 72788.41),(76 73253.414),(77 74229.87),(78 74293.09),(79 73142.57),
(1 37181.836),(2 49674.305),(3 56093.973),(4 60278.008),(5 61100.027),(6 61172.152),(7 62907.836),(8 64084.65),(9 64142.164),(10 65043.855),(11 65326.086),(12 66162.66),(13 66106.945),(14 65981.74),(15 68374.83),(16 67621.59),(17 67049.01),(18 66786.6),(19 66363.77),(20 65571.59),(21 66805.86),(22 66377.63),(23 66271.445),(24 67059.516),(25 66550.945),(26 64980.676),(27 66842.87),(28 68303.21),(29 67629.87),(30 68732.164),(31 67850.984),(32 67431.85),(33 67483.34),(34 68132.89),(35 67780.59),(36 67950.49),(37 67146.97),(38 66340.47),(39 68037.33),(40 68585.1),(41 67568.82),(42 67855),(43 66040.555),(44 66197.09),(45 64816.207),(46 65016.547),(47 65876),(48 66663.695),(49 64948.316),(50 66199.695),(51 68229.805),(52 67730.87),(53 68495.77),(54 68105.75),(55 66420.29),(56 67297.2),(57 67037.21),(58 66472.03),(59 68273.88),(60 67446.73),(61 67985.336),(62 67190.87),(63 68141.445),(64 69170.516),(65 68991.3),(66 69824.94),(67 69685.18),(68 69331.23),(69 68895.04),(70 69306.83),(71 69976.23),(72 72478.1),(73 71955.89),(74 71135.25),(75 71724.27),(76 72401.9),(77 72817.83),(78 71043.42),(79 70220.96),
(1 36405.035),(2 48717.207),(3 54459.37),(4 58370.406),(5 60291.78),(6 60182.023),(7 61439.613),(8 62791.633),(9 62936.188),(10 61369.68),(11 63170.73),(12 64389.313),(13 63918.5),(14 63560.375),(15 63993.15),(16 63901.746),(17 64157.523),(18 63952.805),(19 64514.55),(20 64545.484),(21 64884.566),(22 65028.344),(23 64271.55),(24 63210.254),(25 62894.777),(26 61956.957),(27 63940.508),(28 64123.387),(29 63427.418),(30 65353.76),(31 64373.434),(32 64051.55),(33 63156.574),(34 64003.992),(35 63068.805),(36 64555.223),(37 65214.95),(38 65053.484),(39 64666.54),(40 64139.15),(41 63221.59),(42 63687.86),(43 62778.55),(44 62778.402),(45 62222.977),(46 62392.41),(47 61824.336),(48 63395.86),(49 63249.18),(50 63880.88),(51 65271.83),(52 65292.35),(53 64779.984),(54 64261.418),(55 64016.746),(56 65805.734),(57 65880.945),(58 64268.074),(59 65181.53),(60 64091.12),(61 65155.707),(62 66121.33),(63 66889.93),(64 67057.39),(65 67553.64),(66 66377.4),(67 67523.05),(68 65978.82),(69 66160.06),(70 66997.88),(71 67040.06),(72 68384.37),(73 67381.17),(74 67322.48),(75 70257.32),(76 70577.34),(77 69760.97),(78 69387.234),(79 67708.64),
(1 34805.734),(2 48369.492),(3 52411.754),(4 54307.42),(5 54995.19),(6 57082.902),(7 58998.914),(8 59666.688),(9 60587.145),(10 59573.313),(11 59646.254),(12 60675.633),(13 62552.63),(14 62113.91),(15 62517.91),(16 61965.55),(17 60834.28),(18 60048.863),(19 60713.137),(20 61382.758),(21 62199),(22 61653.23),(23 61547.11),(24 62284.43),(25 61811.688),(26 60999.17),(27 62125.066),(28 60832.176),(29 60774.863),(30 61721.797),(31 60662.184),(32 61397.63),(33 61237.41),(34 60381.36),(35 60438.11),(36 60884.465),(37 60691.543),(38 60458.36),(39 60291.66),(40 59656.47),(41 60772.816),(42 61109.98),(43 59692.047),(44 60369.66),(45 59706.707),(46 59543.543),(47 58465.31),(48 58661.13),(49 58750.367),(50 59997.098),(51 60569.203),(52 60865.95),(53 60116.254),(54 59577.51),(55 59686.465),(56 61220.92),(57 62559.668),(58 61096.777),(59 61016.902),(60 59592.477),(61 60356.836),(62 62618.51),(63 62144.855),(64 62709.53),(65 62392.668),(66 62064.844),(67 63506.574),(68 62693.62),(69 62496.43),(70 62551.64),(71 62909.555),(72 62324.05),(73 63578.85),(74 64073.574),(75 65651.305),(76 65045.49),(77 65267.72),(78 64570.594),(79 64019.64),
(1 33923.684),(2 45469.598),(3 50169.418),(4 52452.91),(5 53321.02),(6 55643.55),(7 55942.125),(8 56067.258),(9 56181.684),(10 55949.594),(11 56583.55),(12 55862.03),(13 56807.92),(14 57036.785),(15 56994.53),(16 58296.848),(17 56319.973),(18 55074.72),(19 55997.035),(20 57423.88),(21 58245.598),(22 59637.625),(23 59373.063),(24 59364.56),(25 58504.43),(26 57213.824),(27 57509.285),(28 56281.332),(29 56278.637),(30 57565.207),(31 57031.62),(32 58101.79),(33 58551.17),(34 58287.992),(35 56439.695),(36 56362.3),(37 56143.453),(38 57138.95),(39 57091.08),(40 56574.02),(41 57325.5),(42 58054.16),(43 57334.49),(44 57362.22),(45 57218.184),(46 57340.777),(47 56406.65),(48 57438.605),(49 57307.688),(50 58333.563),(51 58213.293),(52 57679.133),(53 57813.195),(54 58046.27),(55 57824.31),(56 57853.04),(57 57726.023),(58 59582.6),(59 59303.9),(60 58162.94),(61 58872.188),(62 59604.73),(63 59818.582),(64 58972.445),(65 60323.51),(66 61262.56),(67 62202.48),(68 61130.598),(69 60906.867),(70 60903.85),(71 61594.05),(72 61722.105),(73 62391.4),(74 64409.19),(75 63768.73),(76 62831.766),(77 63208.88),(78 63770.547),(79 62600.78),
(1 32446.963),(2 41898.613),(3 46631.414),(4 47984.75),(5 49625.05),(6 50924.438),(7 52127.355),(8 51434.105),(9 52936.66),(10 53764.484),(11 53145.242),(12 52500.336),(13 53636.195),(14 54797.387),(15 53631.414),(16 53809.043),(17 54487.35),(18 53538.2),(19 53335.125),(20 54801.926),(21 54189.832),(22 54966.926),(23 54837.637),(24 53692.426),(25 53868.98),(26 53241.184),(27 53078.73),(28 54314.875),(29 53948.81),(30 53881.867),(31 53693.457),(32 55010.797),(33 55634.496),(34 55916.99),(35 54235.543),(36 55589.434),(37 55230.516),(38 55608.13),(39 55729.36),(40 55533.258),(41 54902.07),(42 54431.336),(43 53580.457),(44 54509.926),(45 55197.31),(46 54539.914),(47 52846.977),(48 54489.9),(49 53699.438),(50 54039.254),(51 54983.84),(52 54694.938),(53 54648.766),(54 54383.035),(55 55261.617),(56 56071.926),(57 56856.867),(58 57101.773),(59 58528.098),(60 58104.58),(61 57814.65),(62 57897.31),(63 57582.83),(64 57273.305),(65 56554.02),(66 57999.4),(67 58796),(68 58809.74),(69 59556.74),(70 58775.47),(71 57411.234),(72 57772.35),(73 58431.65),(74 59230.47),(75 60074.434),(76 59585.676),(77 58863.31),(78 57914.434),(79 58262.008),
(1 31975.654),(2 41738.723),(3 47185.574),(4 49128.734),(5 50880.82),(6 50662.625),(7 52398.45),(8 52659.76),(9 53822.68),(10 54173),(11 54915.414),(12 54590.754),(13 55585.254),(14 54805.305),(15 54803.734),(16 54426.83),(17 55163.574),(18 55025.652),(19 54866.938),(20 54710.6),(21 54828.6),(22 54270.137),(23 53978.008),(24 53149.848),(25 53932.754),(26 52361.94),(27 52666.906),(28 53130.93),(29 51871.406),(30 52072.773),(31 51915.504),(32 52124.883),(33 52398.766),(34 52977.707),(35 53672.125),(36 53762.242),(37 53614.254),(38 54421.613),(39 53904.707),(40 53471.46),(41 52233.844),(42 52397.87),(43 52678.055),(44 53197.89),(45 53271.797),(46 52646.652),(47 52532.207),(48 53049.117),(49 52680.168),(50 54895.5),(51 55238.215),(52 53665.453),(53 52996.73),(54 53248.367),(55 53852.848),(56 55129.555),(57 56116.273),(58 56548.22),(59 55913.945),(60 56084.258),(61 56676.277),(62 56494.62),(63 54931.047),(64 54994.598),(65 55089.31),(66 55839.098),(67 55752.063),(68 57904.098),(69 59381.418),(70 57415.207),(71 56764.777),(72 57278.484),(73 58287.465),(74 57932.793),(75 58673.426),(76 59142.81),(77 58319.316),(78 57777.69),(79 56271.543),
(1 31154.482),(2 39595.563),(3 45217.7),(4 47235.23),(5 49068.645),(6 50447.48),(7 51513.723),(8 51247.83),(9 51835.45),(10 52643.066),(11 52871.406),(12 52766.76),(13 52924.543),(14 54811.066),(15 55138.277),(16 55203.117),(17 54846.992),(18 54474.33),(19 54076.586),(20 53378.387),(21 52767.83),(22 51889.676),(23 51489.543),(24 52322.89),(25 51876.246),(26 53048.234),(27 53472.75),(28 53717.867),(29 52890.14),(30 52150.434),(31 51058.67),(32 51269.605),(33 50873.645),(34 51284.973),(35 52195.844),(36 52664.848),(37 52337.434),(38 52785.145),(39 52284.457),(40 52411.746),(41 51935.383),(42 51862.223),(43 51057.156),(44 51638.92),(45 51634.17),(46 52377.777),(47 52327.9),(48 52167.434),(49 52539.16),(50 53473.992),(51 53643.457),(52 53889.4),(53 53349.25),(54 52844.824),(55 53397.074),(56 53949.613),(57 53926.69),(58 53561.99),(59 53124.445),(60 53984.85),(61 53934.688),(62 53282.176),(63 52971.914),(64 52916.71),(65 52555.945),(66 54042.1),(67 54265.766),(68 55218.473),(69 55704.5),(70 54137.38),(71 55165.082),(72 54715.36),(73 54132.13),(74 55516.094),(75 56063.746),(76 56445.457),(77 55447.734),(78 54796.617),(79 55130.33),
(1 28582.57),(2 37548.74),(3 40524.67),(4 44211.355),(5 46363.14),(6 47105.56),(7 48010.04),(8 47254.746),(9 48682.785),(10 49096.152),(11 47923.414),(12 48396.492),(13 49227.72),(14 49593.277),(15 49674.94),(16 49855.11),(17 50285.66),(18 49680.344),(19 49621.566),(20 49649.176),(21 48772.445),(22 48271.617),(23 49194.78),(24 49358.99),(25 49485.137),(26 49934.63),(27 49381.656),(28 48851.992),(29 48618.88),(30 49224.918),(31 47735.12),(32 47613.05),(33 48487.563),(34 49242.844),(35 49321.438),(36 49619.58),(37 50682.824),(38 50530.438),(39 49419.734),(40 49194.957),(41 47784.58),(42 47910.676),(43 49080.4),(44 49274.734),(45 48919.773),(46 49511.816),(47 49224.273),(48 48728.2),(49 49012.043),(50 49917.96),(51 50177.36),(52 50934.41),(53 50569.98),(54 51491.508),(55 51783.79),(56 51050.94),(57 50752.17),(58 50491.16),(59 51031.387),(60 50762.934),(61 50944.344),(62 50702.64),(63 51232.695),(64 50542.637),(65 51492.797),(66 52352.07),(67 52570.805),(68 52271.586),(69 51068.95),(70 50801.85),(71 50132.953),(72 50488.344),(73 52331.07),(74 52435.1),(75 52633.188),(76 52976.36),(77 52447.527),(78 52233.805),(79 50679.98),
(1 28853.451),(2 36322.125),(3 40330.72),(4 43705.004),(5 45391.492),(6 44810.836),(7 46140.08),(8 45885.83),(9 47062.6),(10 46896.184),(11 46593.49),(12 46332.164),(13 46762.2),(14 47646.465),(15 48449.582),(16 48348.5),(17 48986.254),(18 48811.83),(19 48030.684),(20 47440.832),(21 49088.895),(22 48983.047),(23 48644.824),(24 47934.063),(25 47361.086),(26 47269.043),(27 47454.29),(28 47451.688),(29 47429.18),(30 46853.258),(31 47209.57),(32 46379.953),(33 46945.945),(34 48625.207),(35 47245.625),(36 48159.527),(37 49030.516),(38 49239.72),(39 47498.598),(40 47519.008),(41 46988.844),(42 47422.83),(43 47529.09),(44 47322.805),(45 47002.844),(46 47063.047),(47 47369.535),(48 47949.863),(49 48296.836),(50 47740.402),(51 49486.7),(52 50262.207),(53 50191.52),(54 50806.85),(55 50693.242),(56 49946.066),(57 49479.883),(58 48379.582),(59 48980.97),(60 49321.313),(61 49929.76),(62 49873.574),(63 49949.555),(64 50797.645),(65 51224.06),(66 51798.625),(67 50891.99),(68 51176.453),(69 50117.457),(70 49466.293),(71 49620),(72 49338.254),(73 49221.477),(74 49648.14),(75 50737.777),(76 51421.348),(77 51365.68),(78 51676.35),(79 50353.527),
(1 26849.174),(2 35056.414),(3 37911.598),(4 41211.35),(5 41259.23),(6 41449.234),(7 42574.06),(8 43692.61),(9 43956.25),(10 43308.01),(11 44580.91),(12 44157.133),(13 43508.93),(14 44411.234),(15 44920.547),(16 44495.41),(17 44571.582),(18 44535.05),(19 45084.383),(20 45845.133),(21 47242.34),(22 46207.09),(23 46786.83),(24 46031.613),(25 44528.195),(26 44549.027),(27 45104.285),(28 44435.69),(29 44811.094),(30 44527.49),(31 43807.37),(32 43861.62),(33 44853.83),(34 45390.23),(35 44512.133),(36 44562.65),(37 45283.375),(38 45431.79),(39 44473.906),(40 44330.848),(41 43347.64),(42 42965.45),(43 42973.03),(44 41632.6),(45 42376.07),(46 43149.69),(47 43432.93),(48 44319.516),(49 44214.305),(50 43950.61),(51 45489.008),(52 45219.83),(53 45475.33),(54 45398.84),(55 45450.19),(56 44952.555),(57 44944.27),(58 45222.67),(59 45501.64),(60 45840.89),(61 46080.688),(62 46533.906),(63 46661.906),(64 47790.85),(65 48041.33),(66 48031.05),(67 47267.24),(68 46695.89),(69 45835.33),(70 47166.543),(71 47637.402),(72 46163.62),(73 46560.875),(74 47689.105),(75 48060.17),(76 47860.617),(77 47645.797),(78 48007.098),(79 47781.25),
(1 25630.191),(2 33479.832),(3 37250.746),(4 39412.68),(5 39241.07),(6 40156.508),(7 41582.203),(8 42449.406),(9 43173.89),(10 42809.89),(11 43534.965),(12 42506.684),(13 43162.664),(14 43471.098),(15 44284.523),(16 44185.61),(17 43707.676),(18 44058.48),(19 44229.41),(20 43932.766),(21 44478.113),(22 44414.516),(23 44018.91),(24 43838.266),(25 42996.58),(26 43789.445),(27 43291.934),(28 43545.223),(29 44061.926),(30 43459.133),(31 43151),(32 43329.316),(33 42980.266),(34 43378.156),(35 42749.066),(36 43510.316),(37 43965.81),(38 45274.605),(39 43921.645),(40 43078.426),(41 42783.863),(42 42751.895),(43 41345.164),(44 40772.145),(45 40668.82),(46 40588.984),(47 40456.95),(48 40939.266),(49 41587.15),(50 42007.508),(51 42131.438),(52 42695.496),(53 43513.746),(54 43532.715),(55 43621.414),(56 43841.9),(57 44065.215),(58 44461.996),(59 45414.77),(60 45374.586),(61 45952.703),(62 44899.7),(63 45056.65),(64 45451.977),(65 45699.684),(66 45516.17),(67 44542.887),(68 44454.734),(69 44816.457),(70 45500.414),(71 46065.914),(72 45637.797),(73 45813.22),(74 45873.652),(75 46205.754),(76 46769.465),(77 46952.973),(78 46674.418),(79 45636.926),
(1 25805.137),(2 32306.402),(3 35679.76),(4 37775.55),(5 38665.895),(6 39942.99),(7 41122.46),(8 41013.69),(9 41566.188),(10 40882.66),(11 41262.293),(12 39967.777),(13 39930.71),(14 40719.43),(15 41251.13),(16 42673.008),(17 42771.273),(18 42092.574),(19 42030.605),(20 41774.05),(21 42092.055),(22 41220.953),(23 40747.8),(24 41685.95),(25 41333.523),(26 41988.027),(27 41423.38),(28 40838.91),(29 41398.063),(30 40548.95),(31 41549.402),(32 41428.473),(33 41648.85),(34 41982.594),(35 42288.438),(36 42730.61),(37 42290.57),(38 43156.25),(39 42238.85),(40 42625.906),(41 42474.45),(42 42386.844),(43 42088.582),(44 41755.86),(45 40964.684),(46 40135.934),(47 39742.19),(48 40379.445),(49 40348.71),(50 40750.332),(51 40757.164),(52 41832.03),(53 42151.918),(54 41582.23),(55 41235.77),(56 41108.81),(57 41438.56),(58 41749.273),(59 41905.406),(60 42177.01),(61 42732.418),(62 43390.55),(63 43540.8),(64 44557.88),(65 44768.83),(66 44387.57),(67 44151.457),(68 43898.53),(69 45083.85),(70 44496.12),(71 44410.348),(72 45064.402),(73 45207.95),(74 45246.56),(75 45220.293),(76 45778.176),(77 46378.87),(78 46878.22),(79 45005.523),
(1 24091.555),(2 31185.482),(3 34632.7),(4 35981.69),(5 36976.71),(6 38097.492),(7 39271.08),(8 39649.52),(9 39911.1),(10 39719.055),(11 39081.543),(12 39042.97),(13 38374.87),(14 38974.348),(15 39141.473),(16 39249.477),(17 40792.71),(18 40225.613),(19 40378.957),(20 40519.477),(21 40500.21),(22 40285.746),(23 40033.945),(24 40060.902),(25 40057.914),(26 39522.34),(27 39369.746),(28 38576.066),(29 38804.95),(30 38727.98),(31 39039.824),(32 39456.848),(33 39573.695),(34 38695.99),(35 38692.44),(36 38252.754),(37 38146.46),(38 38683.246),(39 39319.637),(40 39414.223),(41 39028.48),(42 39064.06),(43 39840.598),(44 38655.332),(45 38010.5),(46 38512.586),(47 38842.867),(48 38879.465),(49 38335.074),(50 38339.543),(51 38913.625),(52 40023.258),(53 40259.016),(54 40382.758),(55 39792.93),(56 40144.535),(57 40128.375),(58 39504.246),(59 39606.58),(60 39600.32),(61 40667.043),(62 40779.113),(63 40718.957),(64 40885.67),(65 41264.86),(66 41998.914),(67 42079.18),(68 41493.813),(69 41516.414),(70 40975.21),(71 41159.715),(72 42414.61),(73 42903.574),(74 43711.21),(75 43877.84),(76 44610.637),(77 44143.457),(78 44342.15),(79 43373.47),
(1 24277.006),(2 30010.246),(3 34013.594),(4 35599.582),(5 36375.79),(6 36070.5),(7 37137.934),(8 37315.395),(9 38278.832),(10 39049.477),(11 37675.51),(12 37714.066),(13 37532.465),(14 36872.586),(15 37263.566),(16 37715.07),(17 39140.91),(18 38949.227),(19 38847.84),(20 38265.156),(21 38373.96),(22 38478.883),(23 38292.434),(24 38559.074),(25 38663.168),(26 38774.473),(27 38135.08),(28 37354.285),(29 37559.973),(30 37664.95),(31 38149.68),(32 38408.223),(33 38165.844),(34 37414.44),(35 37308.594),(36 37305.164),(37 36660.02),(38 37187.13),(39 38113.33),(40 38166.24),(41 37549.88),(42 37581.992),(43 38416.715),(44 38562.363),(45 38584.934),(46 39810.17),(47 39874.703),(48 39380.477),(49 38234.883),(50 38744.35),(51 39612.4),(52 40617.547),(53 40260.805),(54 40175.11),(55 40441),(56 41566.773),(57 40821.434),(58 39157.14),(59 39640.543),(60 40195.426),(61 40778.457),(62 41092.906),(63 41527.453),(64 41427.688),(65 42153.844),(66 41288.258),(67 40994.38),(68 41329.605),(69 41532.79),(70 41397.227),(71 41100.887),(72 41423.438),(73 42229.676),(74 41494.11),(75 41728.02),(76 41556.63),(77 40853.242),(78 41530.62),(79 41093.15),
(1 22083.338),(2 28644.31),(3 31698.34),(4 33899.168),(5 33898.395),(6 33808.082),(7 33762.113),(8 35028.11),(9 35323.566),(10 35807.664),(11 35715.08),(12 35649.574),(13 35917.37),(14 35658.883),(15 35317.14),(16 35803.484),(17 36729.848),(18 36661.11),(19 36276.805),(20 35450.508),(21 36117.62),(22 36820.152),(23 36965.87),(24 36564.605),(25 36744.99),(26 36604.105),(27 35773.777),(28 36036.063),(29 36588.79),(30 36972.957),(31 37089.64),(32 36932.344),(33 36888.445),(34 36845.81),(35 36247.926),(36 35855.64),(37 36012.04),(38 35934.703),(39 36321.434),(40 36833.48),(41 35722.434),(42 35513.004),(43 35656.313),(44 35715.945),(45 36387.89),(46 36722.43),(47 36633.484),(48 36663.473),(49 35972.94),(50 35990.49),(51 36520.125),(52 37801.242),(53 38050.438),(54 37128.91),(55 37787.52),(56 37878.043),(57 37359.863),(58 37118.297),(59 36812.355),(60 36695.887),(61 37363.344),(62 37820.66),(63 38838.29),(64 39010.836),(65 39604.215),(66 39289.1),(67 38517.61),(68 38277.492),(69 38338.965),(70 39267.72),(71 39798.773),(72 39839.96),(73 39541.547),(74 39065.992),(75 38803.316),(76 38002.203),(77 37866.637),(78 38808.176),(79 38361.605),
(1 20559.863),(2 26722.883),(3 29217.818),(4 31199.037),(5 32255.74),(6 32298.697),(7 32835.34),(8 33321.543),(9 33297.535),(10 33654.555),(11 33774.793),(12 33826.617),(13 33957.234),(14 33434.44),(15 33504.73),(16 34318.36),(17 33935.457),(18 33524.242),(19 33753.934),(20 33487.46),(21 33537.7),(22 34190.703),(23 34133.246),(24 34010.105),(25 33648.563),(26 33641.555),(27 33477.594),(28 33257.043),(29 33197.063),(30 34269.16),(31 33984.883),(32 34044.484),(33 34350.64),(34 34615.785),(35 34667.92),(36 34772.285),(37 34804.3),(38 34868.957),(39 34873.99),(40 35278.938),(41 34381.445),(42 34006.12),(43 34355.586),(44 33844.605),(45 34944.14),(46 35470.418),(47 34920.086),(48 35688.22),(49 35585.473),(50 35527.957),(51 36062.344),(52 35594.47),(53 35791.043),(54 34937.32),(55 35124.855),(56 35284.152),(57 35327.46),(58 35062.082),(59 35841.28),(60 35299.62),(61 36199.98),(62 36376.117),(63 36417.023),(64 36303.83),(65 37313.156),(66 36923.387),(67 35804.664),(68 35782.76),(69 35926.227),(70 36265.875),(71 36600.09),(72 36982.375),(73 36818.066),(74 36850.62),(75 37360.785),(76 36520.95),(77 36219.848),(78 35409.39),(79 35702.492),
(1 20179.145),(2 25346.98),(3 27853.145),(4 30451.27),(5 31258.361),(6 31349.953),(7 32158.566),(8 32111.479),(9 31928.818),(10 32181.666),(11 32134.025),(12 32798.023),(13 33552.09),(14 33041.617),(15 32201.658),(16 32941.973),(17 32783.258),(18 32322.465),(19 33033.54),(20 32574.947),(21 32737),(22 32882.848),(23 32791.91),(24 33299.12),(25 33694.64),(26 33205.336),(27 32711.545),(28 32585.45),(29 32760.906),(30 33034.684),(31 33419.29),(32 34444.844),(33 34316.434),(34 34652.836),(35 34492.727),(36 34154.91),(37 33560.99),(38 33917.457),(39 32917.305),(40 32932.074),(41 32496.39),(42 32623.22),(43 33190.453),(44 33085.668),(45 33177.348),(46 33930.72),(47 33428.59),(48 33766.766),(49 33800.867),(50 33972.977),(51 33975.023),(52 33881.71),(53 33730.492),(54 33123.62),(55 33234.254),(56 33386.086),(57 34090.38),(58 34283.86),(59 35064.348),(60 34883.06),(61 35314.17),(62 35529.027),(63 34922.992),(64 35055.87),(65 35687.074),(66 35674.832),(67 35018.355),(68 35331.87),(69 35552.004),(70 34951.277),(71 35498.637),(72 35670.254),(73 35999.176),(74 35560.543),(75 35552.832),(76 35200.88),(77 35164.516),(78 34835.957),(79 34919.832),
