1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11376.867),(2 28079.172),(3 56472),(4 85299.68),(5 116210.01),(6 139714.64),(7 167494.48),(8 191225.92),(9 218667.75),(10 240342.42),(11 266153.4),(12 281354.1),(13 298776.4),(14 306820.1),(15 320425.75),(16 329667.34),(17 340800.34),(18 350834.97),(19 362642.34),(20 375368.6),(21 389878.9),(22 413684.16),(23 436875.53),(24 462768.4),(25 499585.28),(26 537118.2),(27 580913.2),(28 631932.94),(29 687568.2),(30 744389.44),(31 806020.94),(32 884477.5),(33 968706.3),(34 1055008.1),(35 1138207.6),(36 1223337.3),(37 1307221.5),(38 1391570),(39 1465005.5),(40 1531325.9),(41 1596453.1),(42 1655114.5),(43 1704234),(44 1741203.1),(45 1767597.6),(46 1784713.6),(47 1801920),(48 1817938),(49 1837209),(50 1844270.1),(51 1863112.4),(52 1871863.6),(53 1881275),(54 1872287.1),(55 1856789.9),(56 1842739),(57 1824072.5),(58 1810652.5),(59 1784267),(60 1765340.5),(61 1755196.6),(62 1758525.4),(63 1764823.6),(64 1769914),(65 1785064),(66 1791060),(67 1799189.6),(68 1808847.1),(69 1816664),(70 1828674.9),(71 1845216.4),(72 1854117.4),(73 1890347),(74 1918453.4),(75 1959969),(76 2009025.4),(77 2075282.6),(78 2136037.3),(79 2184034.8),
(1 150.57608),(2 173.20187),(3 186.76195),(4 195.22041),(5 198.43092),(6 201.66832),(7 207.65694),(8 210.30168),(9 213.12968),(10 213.06108),(11 213.60158),(12 216.94617),(13 217.59619),(14 219.81557),(15 220.1487),(16 219.53229),(17 221.60605),(18 222.04974),(19 222.35588),(20 225.18964),(21 223.57805),(22 224.89227),(23 224.8819),(24 225.38611),(25 223.1214),(26 224.27875),(27 222.12921),(28 226.50891),(29 225.35863),(30 223.37166),(31 227.27672),(32 228.12645),(33 229.53418),(34 230.95822),(35 230.63383),(36 234.30786),(37 237.1),(38 234.64857),(39 237.62306),(40 237.37158),(41 234.14554),(42 232.99712),(43 234.3006),(44 231.39293),(45 230.66695),(46 231.93796),(47 236.90285),(48 232.65273),(49 233.45851),(50 233.96144),(51 234.77144),(52 235.31445),(53 233.7397),(54 235.3646),(55 232.10321),(56 234.48561),(57 232.08238),(58 234.93066),(59 234.71373),(60 237.4659),(61 238.61887),(62 238.31647),(63 237.88043),(64 235.16612),(65 236.71696),(66 239.71953),(67 236.012),(68 239.6137),(69 240.15521),(70 240.51189),(71 239.39674),(72 241.3202),(73 240.66771),(74 241.95903),(75 240.69896),(76 240.30803),(77 240.12402),(78 238.94557),(79 238.81061),
(1 147.27005),(2 174.72112),(3 186.20174),(4 192.3965),(5 196.94179),(6 199.76823),(7 203.69223),(8 206.31413),(9 210.62352),(10 209.31857),(11 212.25941),(12 213.09357),(13 215.26134),(14 219.81541),(15 222.77739),(16 223.87169),(17 223.72314),(18 222.59189),(19 221.81465),(20 223.30191),(21 226.72823),(22 228.98154),(23 225.11958),(24 227.22932),(25 229.69139),(26 229.50308),(27 227.11407),(28 228.57932),(29 229.62903),(30 229.91772),(31 232.14716),(32 231.64049),(33 230.55734),(34 229.2522),(35 228.14497),(36 229.51645),(37 231.90318),(38 229.625),(39 232.39441),(40 233.2568),(41 232.10593),(42 235.07031),(43 233.1445),(44 233.89711),(45 233.48131),(46 232.47623),(47 232.9565),(48 231.86783),(49 235.0876),(50 234.69998),(51 237.0669),(52 236.82253),(53 234.62259),(54 237.48526),(55 234.02534),(56 235.37146),(57 234.96825),(58 235.55496),(59 232.493),(60 236.35988),(61 236.62599),(62 234.45639),(63 236.67786),(64 234.40903),(65 235.79448),(66 236.38435),(67 233.8866),(68 239.24715),(69 238.5369),(70 235.2778),(71 235.78163),(72 234.38153),(73 238.24348),(74 236.29475),(75 239.25278),(76 239.2478),(77 244.65598),(78 244.80836),(79 244.47505),
(1 142.30232),(2 170.33815),(3 179.51726),(4 185.06802),(5 194.87239),(6 196.05307),(7 197.4967),(8 201.31004),(9 203.93477),(10 205.02173),(11 205.90074),(12 206.79977),(13 208.97186),(14 211.3924),(15 212.87032),(16 211.08214),(17 212.77658),(18 212.74892),(19 214.50409),(20 216.16621),(21 218.11807),(22 217.22583),(23 216.0735),(24 217.42982),(25 217.71577),(26 218.944),(27 215.0087),(28 216.07594),(29 218.8932),(30 222.24042),(31 218.18163),(32 219.5498),(33 222.50572),(34 224.26013),(35 223.80362),(36 221.55988),(37 223.35239),(38 224.03517),(39 223.58064),(40 223.78299),(41 224.71463),(42 225.00241),(43 223.38307),(44 225.90376),(45 223.22026),(46 226.63885),(47 224.81323),(48 226.42332),(49 226.8342),(50 226.276),(51 225.00032),(52 225.29018),(53 223.83894),(54 226.60675),(55 228.71579),(56 225.2664),(57 226.03763),(58 227.4812),(59 224.7647),(60 229.24265),(61 232.15306),(62 227.46698),(63 228.25984),(64 224.92427),(65 224.02641),(66 227.66714),(67 226.47426),(68 227.9935),(69 229.85135),(70 227.28839),(71 226.29103),(72 229.50856),(73 232.3384),(74 231.81488),(75 229.73424),(76 230.34985),(77 235.38228),(78 233.56107),(79 235.05504),
(1 141.20906),(2 165.4787),(3 176.66632),(4 181.27335),(5 189.6957),(6 191.2841),(7 192.00186),(8 195.42918),(9 197.5803),(10 199.77328),(11 204.3322),(12 205.78139),(13 207.25151),(14 207.6708),(15 212.58534),(16 212.73177),(17 211.69917),(18 212.71326),(19 214.55304),(20 215.99794),(21 216.38875),(22 217.69763),(23 219.4635),(24 220.8028),(25 219.54016),(26 224.0789),(27 224.21722),(28 225.08276),(29 222.2116),(30 220.64842),(31 220.87157),(32 219.81459),(33 221.15724),(34 220.61752),(35 221.15007),(36 224.60156),(37 225.6198),(38 223.53705),(39 220.70142),(40 221.87016),(41 223.05962),(42 223.16193),(43 223.41438),(44 223.10443),(45 222.61969),(46 225.09923),(47 223.12341),(48 221.6396),(49 221.30135),(50 221.7139),(51 222.99544),(52 222.73665),(53 221.96994),(54 220.6426),(55 223.00409),(56 222.15796),(57 220.70421),(58 220.77068),(59 220.61143),(60 223.43231),(61 221.78241),(62 220.25244),(63 223.08643),(64 223.79794),(65 220.80179),(66 225.54413),(67 224.01523),(68 224.30756),(69 223.98254),(70 222.31126),(71 218.7),(72 219.71558),(73 221.58055),(74 222.65361),(75 224.45747),(76 224.23967),(77 227.99953),(78 227.6779),(79 230.6231),
(1 140.97777),(2 163.99629),(3 179.65796),(4 181.98915),(5 188.73247),(6 188.65372),(7 193.11844),(8 195.07425),(9 197.91515),(10 199.30173),(11 198.53885),(12 201.73761),(13 200.38812),(14 201.06721),(15 209.89122),(16 207.75096),(17 209.87857),(18 212.15718),(19 215.6632),(20 214.27269),(21 215.22696),(22 210.82167),(23 211.32582),(24 214.15369),(25 215.02625),(26 217.81123),(27 219.29434),(28 219.57677),(29 216.93802),(30 217.28583),(31 221.58041),(32 222.30252),(33 221.11896),(34 223.46216),(35 217.59676),(36 218.54848),(37 219.53027),(38 221.36688),(39 222.59853),(40 225.23853),(41 221.36333),(42 221.98096),(43 221.34872),(44 219.03174),(45 219.4459),(46 222.01785),(47 220.3103),(48 218.28871),(49 218.10632),(50 219.45291),(51 217.28596),(52 217.20273),(53 220.52206),(54 221.6976),(55 222.87944),(56 221.5047),(57 222.06145),(58 219.00414),(59 220.13847),(60 221.4969),(61 220.84106),(62 219.48595),(63 223.22998),(64 221.4076),(65 216.7677),(66 218.00586),(67 219.46796),(68 220.56496),(69 219.49875),(70 218.9842),(71 216.3456),(72 217.21886),(73 218.25613),(74 218.0843),(75 217.47787),(76 217.72743),(77 217.31229),(78 214.06584),(79 217.29337),
(1 136.60703),(2 162.9484),(3 173.90785),(4 182.84119),(5 186.57265),(6 186.9264),(7 189.33878),(8 194.81949),(9 195.21709),(10 195.1328),(11 197.36436),(12 198.2667),(13 200.01158),(14 199.74834),(15 204.0043),(16 200.69363),(17 201.22742),(18 204.10333),(19 206.1662),(20 208.11055),(21 208.9695),(22 206.73308),(23 207.0146),(24 210.51851),(25 209.39229),(26 209.8963),(27 210.1537),(28 210.71425),(29 210.3841),(30 215.00334),(31 215.01176),(32 217.01212),(33 213.70679),(34 217.60536),(35 213.98586),(36 217.5505),(37 220.96014),(38 220.21378),(39 216.52264),(40 222.50479),(41 220.31635),(42 219.39397),(43 217.36192),(44 216.80273),(45 218.01497),(46 219.82791),(47 218.6688),(48 217.09367),(49 216.64294),(50 213.74033),(51 214.64276),(52 213.65802),(53 213.53265),(54 213.20065),(55 214.66165),(56 210.82053),(57 212.11664),(58 212.91446),(59 214.53152),(60 213.33214),(61 219.41402),(62 216.31743),(63 216.1355),(64 220.04657),(65 214.68413),(66 214.40291),(67 215.13377),(68 215.05157),(69 218.6828),(70 216.14537),(71 217.65822),(72 216.58592),(73 217.14848),(74 219.10593),(75 219.33958),(76 222.25656),(77 219.99063),(78 219.64903),(79 220.17628),
(1 135.98154),(2 160.01892),(3 170.63704),(4 174.4617),(5 180.01735),(6 185.90678),(7 187.4506),(8 189.86792),(9 192.31548),(10 194.34087),(11 196.2098),(12 199.30746),(13 201.64908),(14 199.10329),(15 200.86151),(16 201.16039),(17 202.53899),(18 203.17213),(19 204.51053),(20 208.10034),(21 204.91695),(22 203.77002),(23 203.54233),(24 203.61946),(25 205.38997),(26 208.00456),(27 205.99536),(28 205.06929),(29 207.18356),(30 210.32742),(31 212.22734),(32 211.06847),(33 210.04065),(34 211.33665),(35 210.26616),(36 214.99525),(37 218.25777),(38 215.84462),(39 215.0358),(40 214.37003),(41 216.18034),(42 214.07564),(43 213.5848),(44 214.84116),(45 215.183),(46 213.00131),(47 215.19067),(48 212.72762),(49 213.48592),(50 212.18237),(51 215.57231),(52 216.0816),(53 215.04008),(54 214.61206),(55 214.4327),(56 214.1366),(57 212.36508),(58 213.07643),(59 213.33658),(60 209.23978),(61 214.48416),(62 213.94714),(63 214.3472),(64 216.22171),(65 216.41632),(66 217.72975),(67 217.35693),(68 219.97174),(69 216.91675),(70 222.89468),(71 223.70009),(72 223.27681),(73 223.30193),(74 223.92223),(75 223.02026),(76 224.17438),(77 223.85228),(78 223.52275),(79 222.51863),
(1 132.56352),(2 158.65181),(3 169.91832),(4 175.82553),(5 182.94403),(6 183.63597),(7 184.69592),(8 188.80722),(9 188.93835),(10 195.13153),(11 197.44806),(12 198.10062),(13 198.84985),(14 197.48851),(15 200.38904),(16 202.01846),(17 202.24376),(18 200.77602),(19 203.10947),(20 204.72021),(21 200.58656),(22 204.24292),(23 204.82893),(24 205.48917),(25 206.22997),(26 204.02106),(27 206.10298),(28 208.4028),(29 207.68048),(30 208.58087),(31 207.67056),(32 207.9178),(33 208.90793),(34 210.62796),(35 208.16292),(36 211.43684),(37 212.6078),(38 211.9119),(39 212.57529),(40 207.99733),(41 208.64513),(42 210.90242),(43 211.19984),(44 211.93802),(45 211.973),(46 211.56966),(47 212.70195),(48 211.06412),(49 209.84253),(50 209.58159),(51 212.0241),(52 212.35588),(53 210.63895),(54 213.74991),(55 211.23662),(56 211.65509),(57 211.10274),(58 211.14969),(59 212.02386),(60 212.05211),(61 212.57782),(62 213.01764),(63 214.34012),(64 214.86003),(65 218.25336),(66 216.92003),(67 213.88266),(68 212.43219),(69 211.779),(70 216.24802),(71 215.34604),(72 217.54825),(73 216.4595),(74 217.61928),(75 214.48006),(76 215.23499),(77 215.58003),(78 215.84302),(79 216.26976),
(1 131.50648),(2 153.60696),(3 163.72838),(4 171.02095),(5 173.60796),(6 174.55875),(7 178.18428),(8 180.48903),(9 182.71892),(10 185.69981),(11 187.57364),(12 188.88812),(13 189.63556),(14 190.51695),(15 193.18854),(16 194.7124),(17 192.33463),(18 192.79591),(19 195.70345),(20 194.96385),(21 195.1007),(22 196.76065),(23 195.23265),(24 198.48804),(25 198.45413),(26 197.34007),(27 204.73302),(28 203.95741),(29 201.31772),(30 203.81122),(31 203.03514),(32 203.0305),(33 202.65347),(34 205.33717),(35 202.89743),(36 205.24765),(37 203.75435),(38 203.48227),(39 204.16039),(40 202.18701),(41 203.41115),(42 200.98694),(43 201.91524),(44 203.07974),(45 203.57079),(46 203.19254),(47 200.72824),(48 203.78638),(49 202.80225),(50 203.41765),(51 201.76964),(52 203.06549),(53 201.17386),(54 202.4574),(55 201.08083),(56 201.262),(57 201.13278),(58 200.06517),(59 197.66621),(60 200.9051),(61 201.42822),(62 200.67508),(63 203.01396),(64 200.30487),(65 201.48401),(66 201.82489),(67 201.88634),(68 201.839),(69 201.13081),(70 203.66508),(71 201.65901),(72 202.67216),(73 203.67477),(74 202.81657),(75 205.16193),(76 207.70265),(77 207.1974),(78 209.40944),(79 211.44238),
(1 129.37369),(2 152.60973),(3 163.48112),(4 169.00792),(5 173.54015),(6 174.27078),(7 178.56435),(8 183.68562),(9 182.70668),(10 185.95897),(11 184.85136),(12 189.96124),(13 192.32643),(14 192.50447),(15 194.73262),(16 195.82745),(17 195.88136),(18 197.56223),(19 200.19875),(20 201.20442),(21 201.83273),(22 202.46371),(23 203.20049),(24 204.16411),(25 202.62143),(26 202.81598),(27 204.89653),(28 205.23717),(29 204.87796),(30 205.3056),(31 203.6698),(32 204.702),(33 205.4229),(34 207.51057),(35 206.46358),(36 206.99301),(37 209.1824),(38 209.53535),(39 211.33574),(40 206.82367),(41 204.56056),(42 203.26668),(43 201.8318),(44 205.82954),(45 206.08145),(46 206.27661),(47 204.74596),(48 207.90231),(49 206.73085),(50 204.8869),(51 210.06699),(52 209.59904),(53 208.10257),(54 207.06197),(55 208.43771),(56 206.09201),(57 208.28065),(58 210.0684),(59 208.59517),(60 210.16736),(61 209.70595),(62 208.19197),(63 208.5368),(64 210.02501),(65 210.32787),(66 210.36192),(67 210.5178),(68 209.94414),(69 209.09113),(70 211.77753),(71 206.38817),(72 205.71826),(73 205.64432),(74 206.98253),(75 208.85829),(76 206.89703),(77 206.50449),(78 206.87698),(79 208.28508),
(1 126.07438),(2 147.0722),(3 157.4517),(4 159.74731),(5 165.98682),(6 167.65395),(7 170.36217),(8 172.85915),(9 174.24405),(10 176.19598),(11 179.08356),(12 181.93468),(13 184.6482),(14 184.4147),(15 183.79895),(16 185.50032),(17 185.26012),(18 189.40697),(19 189.52075),(20 189.7861),(21 188.99399),(22 189.16284),(23 191.2623),(24 189.95255),(25 190.4699),(26 191.85223),(27 190.34645),(28 193.15329),(29 192.62819),(30 194.7984),(31 193.35905),(32 193.93092),(33 193.57675),(34 195.69409),(35 193.56262),(36 196.50764),(37 197.70532),(38 195.64114),(39 197.04361),(40 193.7444),(41 194.69283),(42 191.8231),(43 192.96802),(44 193.65175),(45 195.79556),(46 196.0011),(47 196.05591),(48 195.3908),(49 196.48119),(50 197.75475),(51 196.69868),(52 196.37532),(53 195.91641),(54 196.87462),(55 199.1388),(56 196.67197),(57 197.44032),(58 197.82489),(59 201.63696),(60 200.3304),(61 197.92659),(62 200.70984),(63 203.10149),(64 202.27837),(65 201.68303),(66 198.51439),(67 202.29362),(68 200.49156),(69 200.85397),(70 202.30792),(71 199.0583),(72 201.9579),(73 200.60185),(74 199.05002),(75 200.80644),(76 201.4066),(77 201.76413),(78 200.66672),(79 200.96756),
(1 123.69862),(2 143.986),(3 154.97003),(4 159.04802),(5 163.72327),(6 163.5638),(7 166.17416),(8 168.35562),(9 170.83711),(10 172.195),(11 174.61209),(12 177.75363),(13 178.55302),(14 178.31789),(15 179.5251),(16 178.29213),(17 180.3961),(18 181.9617),(19 182.44365),(20 184.87248),(21 182.7599),(22 185.99208),(23 185.06703),(24 186.28328),(25 185.86716),(26 185.87498),(27 185.27338),(28 184.44232),(29 187.74724),(30 189.14845),(31 189.38477),(32 189.98967),(33 189.51762),(34 190.10265),(35 191.73141),(36 191.5035),(37 189.72531),(38 191.89705),(39 193.13292),(40 194.42415),(41 194.63379),(42 192.94592),(43 192.91203),(44 193.79018),(45 197.57472),(46 195.93184),(47 197.04774),(48 198.05579),(49 198.41945),(50 198.67508),(51 197.70569),(52 194.64091),(53 199.14182),(54 196.98221),(55 195.86855),(56 194.51787),(57 196.11548),(58 195.3172),(59 196.8027),(60 194.40808),(61 193.37927),(62 192.06616),(63 193.9849),(64 193.2409),(65 193.77359),(66 196.03448),(67 195.43825),(68 193.64046),(69 193.63313),(70 194.76665),(71 194.31633),(72 196.26497),(73 195.55281),(74 195.00941),(75 193.6891),(76 194.14883),(77 194.8926),(78 196.78706),(79 198.93591),
(1 124.89008),(2 147.0932),(3 155.56909),(4 162.27373),(5 169.5497),(6 170.11522),(7 174.1057),(8 176.30037),(9 175.16585),(10 174.24756),(11 176.68733),(12 180.37985),(13 182.21008),(14 180.57378),(15 182.39398),(16 181.7045),(17 184.25879),(18 183.57893),(19 184.48903),(20 185.61012),(21 184.01013),(22 185.4478),(23 184.41531),(24 186.87505),(25 187.8838),(26 187.57118),(27 185.14471),(28 185.82329),(29 186.38597),(30 186.89417),(31 188.73766),(32 189.74385),(33 187.86754),(34 186.15263),(35 186.16646),(36 187.54404),(37 188.48462),(38 190.17255),(39 190.51851),(40 191.0065),(41 189.48721),(42 188.10193),(43 187.70021),(44 187.25583),(45 192.65341),(46 189.5183),(47 189.628),(48 190.4662),(49 191.32193),(50 193.67049),(51 191.80392),(52 194.60474),(53 193.13496),(54 191.12393),(55 190.88734),(56 188.6275),(57 188.89555),(58 186.6434),(59 188.56673),(60 188.62975),(61 188.85509),(62 189.87991),(63 191.58609),(64 190.66214),(65 192.11041),(66 192.43192),(67 191.04121),(68 189.7762),(69 192.13367),(70 191.34369),(71 195.30862),(72 190.27858),(73 193.78639),(74 193.51254),(75 195.35344),(76 197.17563),(77 193.60725),(78 192.86949),(79 194.4323),
(1 121.880394),(2 144.19731),(3 153.59665),(4 157.66107),(5 162.88768),(6 162.65958),(7 165.92236),(8 168.07031),(9 170.61984),(10 169.52008),(11 170.94173),(12 175.26764),(13 179.67506),(14 177.82161),(15 178.94162),(16 179.64748),(17 178.60056),(18 179.13998),(19 180.11922),(20 181.43605),(21 181.17505),(22 180.33128),(23 179.36299),(24 180.87079),(25 181.67682),(26 181.58066),(27 179.87852),(28 182.31439),(29 179.52234),(30 181.00008),(31 183.0175),(32 185.4509),(33 184.85323),(34 185.46858),(35 183.63321),(36 184.62129),(37 186.59727),(38 186.93793),(39 189.65555),(40 191.19762),(41 190.7516),(42 188.18593),(43 188.54749),(44 191.09885),(45 189.21388),(46 188.76042),(47 186.43591),(48 188.69838),(49 190.21118),(50 190.79338),(51 191.29913),(52 188.06314),(53 191.10872),(54 189.82779),(55 188.31242),(56 187.37883),(57 186.84486),(58 185.03532),(59 184.97482),(60 186.16449),(61 184.94063),(62 185.58395),(63 186.80376),(64 187.27893),(65 190.52141),(66 190.06786),(67 191.99449),(68 189.32114),(69 190.36821),(70 190.82765),(71 194.81775),(72 190.4642),(73 193.9876),(74 195.35002),(75 195.12303),(76 198.7526),(77 197.31906),(78 198.05972),(79 201.5462),
(1 121.77296),(2 143.00746),(3 150.36436),(4 155.30219),(5 163.0438),(6 160.40614),(7 164.99861),(8 167.0099),(9 168.03543),(10 169.45656),(11 170.85156),(12 172.26947),(13 174.67671),(14 174.43912),(15 177.74405),(16 174.88629),(17 174.70209),(18 175.53787),(19 176.29045),(20 178.95872),(21 176.85529),(22 178.26772),(23 177.72005),(24 181.60829),(25 181.44104),(26 181.67258),(27 181.46944),(28 183.17807),(29 183.99815),(30 185.78966),(31 183.83536),(32 186.39133),(33 185.88031),(34 185.93552),(35 184.98483),(36 185.45471),(37 187.30943),(38 187.5146),(39 188.65582),(40 189.34927),(41 190.7031),(42 189.09116),(43 188.74786),(44 189.05713),(45 188.11162),(46 188.71481),(47 190.10979),(48 187.52792),(49 187.99629),(50 189.12628),(51 189.37292),(52 188.09998),(53 187.36894),(54 187.51376),(55 186.75229),(56 185.19571),(57 187.79025),(58 188.24512),(59 188.23152),(60 188.14322),(61 186.75581),(62 189.72679),(63 185.79797),(64 186.70393),(65 186.25932),(66 190.188),(67 191.69531),(68 189.74377),(69 191.24452),(70 188.75769),(71 191.19168),(72 191.60593),(73 190.65729),(74 192.93803),(75 193.19675),(76 195.07567),(77 193.35211),(78 194.19565),(79 192.019),
(1 118.08769),(2 136.93423),(3 147.54073),(4 150.46434),(5 154.11743),(6 154.2053),(7 155.79176),(8 160.38002),(9 162.52162),(10 163.10965),(11 164.29619),(12 163.68468),(13 165.33885),(14 167.05887),(15 170.83493),(16 171.33276),(17 170.7994),(18 172.8901),(19 171.03365),(20 171.96538),(21 172.46182),(22 172.59634),(23 173.32147),(24 175.61479),(25 174.40242),(26 172.66982),(27 174.88564),(28 175.53975),(29 175.80605),(30 175.42154),(31 175.53458),(32 174.49791),(33 174.83736),(34 174.74895),(35 174.53503),(36 174.0116),(37 176.65816),(38 174.56677),(39 177.61632),(40 178.70992),(41 176.43234),(42 176.75572),(43 174.60745),(44 175.24782),(45 175.38309),(46 175.18611),(47 174.49432),(48 173.58194),(49 176.22444),(50 175.61227),(51 173.60487),(52 174.54797),(53 175.23108),(54 174.59276),(55 178.50716),(56 176.20332),(57 177.11868),(58 177.86732),(59 178.21182),(60 177.92049),(61 177.1233),(62 178.34448),(63 177.6977),(64 180.24744),(65 179.2468),(66 181.48428),(67 180.17375),(68 180.62935),(69 181.03484),(70 178.36038),(71 180.72525),(72 181.04231),(73 182.20876),(74 182.72496),(75 182.14806),(76 182.25203),(77 179.77643),(78 181.18669),(79 181.48088),
(1 117.18753),(2 136.15974),(3 145.75305),(4 148.63956),(5 154.03394),(6 155.37386),(7 158.83205),(8 160.99374),(9 161.87645),(10 161.02896),(11 165.4929),(12 167.28381),(13 166.91171),(14 171.38261),(15 171.89825),(16 169.62802),(17 169.74715),(18 170.39688),(19 169.7832),(20 170.98967),(21 171.70723),(22 173.12526),(23 174.73688),(24 173.71715),(25 175.7761),(26 177.01216),(27 175.97742),(28 177.51414),(29 175.11014),(30 176.00423),(31 176.85611),(32 176.02766),(33 175.22884),(34 174.25047),(35 174.62038),(36 175.6283),(37 177.51709),(38 178.28586),(39 178.54832),(40 177.75644),(41 180.23683),(42 177.5443),(43 177.79271),(44 177.36115),(45 177.1816),(46 178.00404),(47 176.31331),(48 175.86356),(49 178.40176),(50 177.3224),(51 177.8102),(52 177.24844),(53 176.05602),(54 176.36465),(55 176.86217),(56 175.32195),(57 177.10924),(58 177.0623),(59 175.02469),(60 175.71564),(61 176.31367),(62 176.53487),(63 176.93439),(64 178.66652),(65 175.92204),(66 177.26212),(67 177.60866),(68 178.5735),(69 177.21332),(70 178.07788),(71 177.56747),(72 179.87173),(73 179.42186),(74 181.54565),(75 180.22884),(76 180.65198),(77 182.82574),(78 181.08705),(79 182.04095),
