1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 53.729702),(2 62.7239),(3 69.38542),(4 74.39183),(5 76.72333),(6 78.55066),(7 80.58235),(8 80.23571),(9 82.16979),(10 83.684654),(11 83.35584),(12 83.36896),(13 85.298676),(14 84.309814),(15 84.40014),(16 85.08071),(17 84.62518),(18 85.498276),(19 86.59763),(20 86.14381),(21 85.91055),(22 87.1629),(23 86.99932),(24 87.42752),(25 87.28995),(26 88.117775),(27 87.32347),(28 88.119514),(29 87.03817),(30 87.09207),(31 88.7449),(32 87.52291),(33 87.51492),(34 87.75434),(35 86.939),(36 86.33179),(37 86.700226),(38 86.1705),(39 86.1584),(40 86.82429),(41 86.13534),(42 87.775795),(43 86.207245),(44 86.881065),(45 87.74098),(46 87.39911),(47 87.516304),(48 89.11536),(49 87.40717),(50 88.00594),(51 89.12365),(52 88.63769),(53 90.059685),(54 90.08854),(55 89.407486),(56 88.9283),(57 88.7653),(58 88.66063),(59 88.63473),(60 87.61619),(61 86.908),(62 87.691444),(63 86.398476),(64 85.75773),(65 86.33505),(66 85.15996),(67 85.64143),(68 85.046684),(69 86.20035),(70 85.159294),(71 85.79407),(72 86.728004),(73 86.64227),(74 87.22139),(75 89.57062),(76 89.08333),(77 88.64669),(78 90.25713),(79 89.34082),
(1 54.128777),(2 62.839523),(3 69.526),(4 73.79471),(5 75.88785),(6 77.56175),(7 80.07278),(8 80.814156),(9 82.54473),(10 84.677734),(11 85.07439),(12 85.217476),(13 86.72796),(14 85.07452),(15 85.02763),(16 85.0365),(17 84.74088),(18 85.59177),(19 86.288925),(20 85.75502),(21 84.907),(22 86.67647),(23 84.71196),(24 85.02425),(25 85.94492),(26 86.190475),(27 86.07733),(28 87.606544),(29 86.643906),(30 87.11147),(31 87.31555),(32 87.676605),(33 88.209045),(34 88.123535),(35 87.984436),(36 87.18271),(37 87.63046),(38 88.03607),(39 87.44883),(40 87.230156),(41 86.86329),(42 87.778915),(43 87.08773),(44 86.394745),(45 87.73486),(46 87.51633),(47 88.16366),(48 88.8092),(49 88.98001),(50 89.06086),(51 90.238304),(52 89.574524),(53 89.991),(54 89.05527),(55 88.46846),(56 89.38964),(57 88.48367),(58 89.051704),(59 89.12479),(60 88.47418),(61 87.9715),(62 89.34354),(63 87.97474),(64 86.54333),(65 87.9155),(66 86.893486),(67 88.41167),(68 87.68752),(69 88.43362),(70 87.53083),(71 87.755005),(72 88.230095),(73 88.3299),(74 88.21805),(75 89.71395),(76 89.494095),(77 89.110756),(78 91.02718),(79 88.728806),
(1 53.93243),(2 61.995434),(3 68.4348),(4 73.21496),(5 75.542564),(6 78.134926),(7 79.57087),(8 79.97088),(9 81.9045),(10 84.20095),(11 84.31803),(12 83.86805),(13 85.55256),(14 84.860634),(15 84.44331),(16 84.75757),(17 84.17535),(18 85.05856),(19 85.9994),(20 85.38775),(21 85.50543),(22 87.16431),(23 85.338936),(24 86.115906),(25 87.251274),(26 86.536354),(27 87.05258),(28 88.09564),(29 87.094154),(30 87.43454),(31 88.62666),(32 88.25397),(33 89.12296),(34 89.653015),(35 88.60636),(36 88.795746),(37 90.12579),(38 89.921135),(39 89.28914),(40 89.00632),(41 89.220215),(42 89.75647),(43 88.56053),(44 88.20255),(45 89.48347),(46 89.0043),(47 90.19543),(48 91.70878),(49 90.62384),(50 91.252754),(51 92.5238),(52 90.05687),(53 91.08527),(54 89.44972),(55 88.865425),(56 89.029945),(57 88.17364),(58 88.5479),(59 89.80599),(60 88.43539),(61 88.09566),(62 89.099106),(63 87.90547),(64 87.7234),(65 88.95366),(66 87.364265),(67 88.45613),(68 87.77331),(69 88.56847),(70 88.013054),(71 87.28257),(72 88.547035),(73 88.30491),(74 88.648346),(75 90.60408),(76 90.44006),(77 91.17983),(78 91.84877),(79 91.2584),
(1 53.64261),(2 61.98312),(3 68.54752),(4 73.45332),(5 75.97781),(6 78.65346),(7 81.092636),(8 80.66534),(9 81.91537),(10 84.56203),(11 84.16931),(12 83.1714),(13 84.13749),(14 82.586395),(15 83.27666),(16 83.808754),(17 83.58392),(18 84.253494),(19 84.76677),(20 84.36611),(21 84.22383),(22 85.349464),(23 84.85287),(24 85.580574),(25 85.665306),(26 85.857185),(27 85.936134),(28 86.280045),(29 86.35777),(30 86.07911),(31 86.62139),(32 86.1662),(33 86.8585),(34 86.77184),(35 86.60512),(36 86.39836),(37 87.1426),(38 85.89664),(39 85.75072),(40 86.02862),(41 85.93546),(42 86.22167),(43 85.99991),(44 86.556786),(45 87.706),(46 86.718285),(47 87.42206),(48 88.30909),(49 87.81909),(50 88.6407),(51 89.680534),(52 88.160645),(53 89.81927),(54 88.39683),(55 87.45541),(56 88.06203),(57 87.05898),(58 86.65886),(59 87.11282),(60 86.29668),(61 85.49247),(62 86.27478),(63 85.51368),(64 86.28012),(65 86.928215),(66 85.77343),(67 86.76301),(68 86.605865),(69 86.93056),(70 86.541405),(71 86.12658),(72 86.35664),(73 87.08534),(74 86.86194),(75 89.14636),(76 89.43801),(77 89.05818),(78 89.58881),(79 90.18199),
(1 53.413784),(2 62.01889),(3 68.53241),(4 72.58989),(5 75.42435),(6 77.02569),(7 79.937325),(8 80.31574),(9 81.55307),(10 83.351326),(11 83.170555),(12 82.99966),(13 84.07609),(14 82.595245),(15 83.66145),(16 84.6678),(17 83.719345),(18 84.549034),(19 84.63837),(20 83.71581),(21 84.3177),(22 85.886795),(23 84.642525),(24 84.13548),(25 85.65183),(26 84.70692),(27 85.7589),(28 87.128624),(29 86.52211),(30 86.30001),(31 86.521576),(32 86.292),(33 86.82931),(34 86.443695),(35 86.57937),(36 86.983574),(37 86.974304),(38 86.20194),(39 86.15589),(40 86.76837),(41 85.95236),(42 86.74462),(43 86.355446),(44 86.12327),(45 87.69535),(46 87.30059),(47 88.44856),(48 88.89446),(49 87.794754),(50 88.46199),(51 88.47325),(52 88.127365),(53 89.49894),(54 87.964714),(55 87.25791),(56 87.806),(57 86.91208),(58 86.51143),(59 86.844574),(60 86.0549),(61 85.92799),(62 86.412575),(63 85.210014),(64 84.8067),(65 85.94154),(66 84.21328),(67 85.01811),(68 85.24313),(69 85.24909),(70 85.515236),(71 86.52481),(72 87.14273),(73 87.26741),(74 87.333694),(75 88.44361),(76 88.426926),(77 88.17239),(78 89.011055),(79 89.346794),
(1 53.22533),(2 61.963844),(3 68.11997),(4 72.81813),(5 75.70959),(6 78.24793),(7 79.12718),(8 79.63622),(9 81.49988),(10 83.75406),(11 83.52771),(12 83.39697),(13 84.6362),(14 83.52114),(15 84.29231),(16 85.38798),(17 84.59114),(18 84.41739),(19 85.71708),(20 85.22253),(21 83.98868),(22 85.80656),(23 84.61081),(24 84.924904),(25 85.64333),(26 85.21601),(27 85.57346),(28 86.10294),(29 86.036476),(30 86.03798),(31 87.227325),(32 86.4665),(33 86.41645),(34 86.51812),(35 86.51062),(36 86.16165),(37 86.69991),(38 85.98827),(39 85.85499),(40 86.71178),(41 86.470985),(42 87.54577),(43 86.439064),(44 86.65276),(45 87.68572),(46 86.540184),(47 86.771454),(48 88.355965),(49 87.1626),(50 87.60057),(51 88.707184),(52 87.56399),(53 88.8884),(54 87.678406),(55 87.04489),(56 88.06033),(57 86.69373),(58 86.48703),(59 86.363205),(60 85.2543),(61 85.1668),(62 85.27802),(63 84.22982),(64 83.85941),(65 84.74479),(66 83.11501),(67 83.81867),(68 83.90246),(69 84.31485),(70 84.802795),(71 84.22187),(72 85.05774),(73 85.19371),(74 85.78062),(75 87.38488),(76 87.312355),(77 86.8325),(78 88.278854),(79 86.89604),
(1 52.75634),(2 60.904076),(3 68.142265),(4 73.401115),(5 75.518005),(6 78.30731),(7 80.74226),(8 81.66813),(9 82.32852),(10 84.57563),(11 84.02803),(12 85.01649),(13 86.017136),(14 84.49488),(15 85.68398),(16 85.747025),(17 85.273155),(18 85.4641),(19 86.01786),(20 85.43817),(21 85.19994),(22 86.24046),(23 85.85812),(24 84.91003),(25 85.55868),(26 84.78404),(27 84.95794),(28 85.42552),(29 85.217224),(30 85.83318),(31 85.99268),(32 85.245125),(33 84.81129),(34 84.892525),(35 85.079285),(36 84.03688),(37 84.132034),(38 84.13927),(39 83.60775),(40 84.32912),(41 83.50408),(42 84.75027),(43 84.92692),(44 84.29497),(45 86.342),(46 85.19887),(47 85.50966),(48 87.57167),(49 86.5655),(50 86.95005),(51 86.72347),(52 86.2806),(53 86.582405),(54 86.10154),(55 85.88318),(56 86.51084),(57 86.20921),(58 85.756935),(59 86.11286),(60 85.628746),(61 84.9592),(62 85.45037),(63 83.43676),(64 84.12647),(65 84.27054),(66 83.76315),(67 84.45702),(68 84.28686),(69 84.68423),(70 83.89486),(71 84.118546),(72 85.15978),(73 85.62414),(74 85.95766),(75 87.103035),(76 87.36544),(77 86.64589),(78 87.787),(79 87.06651),
(1 52.922897),(2 61.776066),(3 69.27423),(4 74.368126),(5 76.41652),(6 78.842636),(7 81.37436),(8 82.15426),(9 83.5185),(10 84.83467),(11 85.26415),(12 84.637825),(13 86.99525),(14 85.22337),(15 85.881134),(16 86.12995),(17 85.645195),(18 85.86135),(19 86.68167),(20 85.7282),(21 85.61007),(22 85.76359),(23 84.99922),(24 85.489334),(25 85.848175),(26 87.07272),(27 86.468636),(28 87.71706),(29 86.07405),(30 86.415375),(31 87.351875),(32 86.44502),(33 86.27528),(34 86.51056),(35 86.70852),(36 85.33311),(37 86.35524),(38 85.26496),(39 84.78104),(40 85.90296),(41 84.85578),(42 86.02439),(43 86.08068),(44 86.13519),(45 87.38744),(46 86.26814),(47 86.65652),(48 87.58713),(49 86.603745),(50 87.15959),(51 89.4746),(52 87.82482),(53 88.94619),(54 88.241104),(55 87.48884),(56 88.04976),(57 86.89318),(58 86.387085),(59 87.688324),(60 86.5444),(61 85.45456),(62 86.63923),(63 84.88524),(64 84.939415),(65 85.063446),(66 84.69172),(67 85.49781),(68 84.47873),(69 85.38561),(70 85.00028),(71 85.532776),(72 86.14226),(73 85.82574),(74 85.12935),(75 86.39338),(76 86.668045),(77 86.558624),(78 88.4234),(79 87.60886),
(1 52.045227),(2 60.398674),(3 67.03734),(4 71.70162),(5 72.87276),(6 75.399185),(7 78.402214),(8 78.91731),(9 80.37226),(10 81.58738),(11 81.63506),(12 81.08604),(13 82.79833),(14 82.66865),(15 82.554146),(16 82.75089),(17 83.58915),(18 84.0648),(19 84.428635),(20 83.81275),(21 84.08727),(22 84.66192),(23 83.75106),(24 83.85307),(25 84.62655),(26 84.65219),(27 84.13019),(28 86.00799),(29 84.3044),(30 84.49667),(31 85.076416),(32 85.096306),(33 85.62857),(34 86.33542),(35 85.38635),(36 86.08546),(37 86.54664),(38 85.872475),(39 85.132195),(40 86.44244),(41 85.32332),(42 86.37734),(43 85.6112),(44 85.24904),(45 86.40813),(46 86.319855),(47 86.75371),(48 87.6145),(49 86.1824),(50 86.567215),(51 88.879616),(52 87.18326),(53 86.92452),(54 86.282196),(55 85.55781),(56 85.67585),(57 85.15237),(58 84.10869),(59 85.2437),(60 84.58853),(61 84.09911),(62 84.31485),(63 82.72541),(64 82.960655),(65 83.18027),(66 82.194984),(67 83.52465),(68 83.041016),(69 83.331795),(70 83.57238),(71 84.415016),(72 84.75413),(73 83.786606),(74 83.12888),(75 85.232086),(76 85.73026),(77 85.56604),(78 86.8896),(79 85.7769),
(1 52.470573),(2 61.80799),(3 68.54218),(4 72.88424),(5 75.19699),(6 77.75631),(7 80.92205),(8 80.80096),(9 82.40071),(10 84.3075),(11 84.15627),(12 84.27204),(13 84.71555),(14 84.46307),(15 84.84472),(16 85.443665),(17 85.22572),(18 85.96917),(19 86.52938),(20 85.71542),(21 85.68846),(22 85.75305),(23 85.12222),(24 85.88885),(25 85.972275),(26 85.435745),(27 85.660995),(28 87.464005),(29 85.41985),(30 85.65391),(31 86.035446),(32 85.585556),(33 85.58698),(34 86.62549),(35 85.930145),(36 86.35688),(37 87.11412),(38 86.931915),(39 85.87833),(40 87.18352),(41 85.7665),(42 86.38066),(43 86.171295),(44 86.45128),(45 87.3143),(46 87.09976),(47 86.84261),(48 87.62433),(49 85.439026),(50 86.68137),(51 87.82438),(52 86.67719),(53 86.90223),(54 86.30508),(55 85.32066),(56 86.60529),(57 85.39891),(58 85.28987),(59 85.885185),(60 84.70146),(61 83.977646),(62 84.23568),(63 83.95122),(64 83.108345),(65 84.412315),(66 82.78494),(67 84.25797),(68 84.09033),(69 83.98515),(70 83.89202),(71 84.66652),(72 85.324196),(73 85.22351),(74 84.519646),(75 85.388306),(76 85.61179),(77 86.25655),(78 87.60533),(79 85.97625),
(1 52.24913),(2 61.59159),(3 67.2013),(4 71.354904),(5 73.72757),(6 75.99118),(7 79.102005),(8 80.2074),(9 82.51006),(10 83.10181),(11 82.88559),(12 83.58937),(13 85.060074),(14 83.65603),(15 84.18153),(16 83.15968),(17 82.61357),(18 82.37813),(19 83.99803),(20 83.9645),(21 83.89121),(22 84.81416),(23 83.845245),(24 84.14206),(25 84.45699),(26 84.25228),(27 84.9482),(28 86.49),(29 85.26651),(30 86.37202),(31 86.88229),(32 86.2692),(33 85.97263),(34 86.69521),(35 86.00058),(36 86.844055),(37 86.98251),(38 86.82105),(39 86.314674),(40 87.41927),(41 85.86502),(42 86.6003),(43 86.12416),(44 87.294495),(45 88.2496),(46 87.55102),(47 87.59665),(48 88.33953),(49 87.34322),(50 87.6211),(51 88.58333),(52 87.25237),(53 87.83036),(54 86.735916),(55 86.347534),(56 87.14164),(57 86.60393),(58 86.74568),(59 87.313835),(60 85.8605),(61 86.10929),(62 86.797356),(63 86.23881),(64 85.48719),(65 86.27138),(66 84.66218),(67 86.29218),(68 84.98287),(69 86.32016),(70 85.29598),(71 85.65173),(72 86.09789),(73 86.37367),(74 85.55982),(75 86.93594),(76 86.4012),(77 87.534),(78 88.41522),(79 87.64435),
(1 51.41477),(2 59.852455),(3 66.26886),(4 70.198906),(5 71.99554),(6 74.09824),(7 77.22962),(8 77.72568),(9 78.70381),(10 80.53007),(11 80.03242),(12 80.43709),(13 82.46802),(14 81.06079),(15 81.63376),(16 81.9023),(17 80.43932),(18 81.220116),(19 82.70279),(20 81.85056),(21 82.1283),(22 83.18289),(23 82.70174),(24 83.152176),(25 84.26921),(26 83.39891),(27 83.63439),(28 84.68179),(29 82.8659),(30 83.21147),(31 84.51079),(32 83.62098),(33 83.33625),(34 83.9854),(35 83.46776),(36 84.1992),(37 84.02966),(38 83.59891),(39 83.96156),(40 84.58475),(41 83.324684),(42 84.35864),(43 83.75432),(44 84.46461),(45 86.16861),(46 85.62369),(47 86.43035),(48 87.39206),(49 86.53416),(50 86.528015),(51 88.314896),(52 86.409035),(53 86.3941),(54 85.62419),(55 85.51083),(56 85.405426),(57 84.63282),(58 84.30033),(59 85.30669),(60 84.65811),(61 84.35321),(62 85.16779),(63 83.92506),(64 83.9313),(65 84.61016),(66 83.544525),(67 84.60747),(68 84.20776),(69 84.79614),(70 84.33439),(71 85.383545),(72 85.22897),(73 85.17282),(74 85.87946),(75 87.06812),(76 86.25558),(77 86.418945),(78 88.18838),(79 86.693565),
(1 51.784702),(2 59.49373),(3 66.03302),(4 71.72924),(5 73.146416),(6 75.05262),(7 77.65709),(8 77.674324),(9 78.46864),(10 80.68794),(11 79.78979),(12 80.29806),(13 82.33308),(14 80.16279),(15 80.57165),(16 81.900856),(17 81.058716),(18 81.38591),(19 82.00047),(20 80.94774),(21 80.63179),(22 81.484604),(23 81.07853),(24 81.2034),(25 82.602455),(26 81.53852),(27 82.332855),(28 83.86233),(29 82.91353),(30 83.728874),(31 84.82355),(32 84.578094),(33 84.62484),(34 84.96302),(35 84.67958),(36 84.75341),(37 85.44162),(38 85.967064),(39 85.98783),(40 85.60336),(41 84.35447),(42 85.61731),(43 84.44309),(44 84.969696),(45 86.293724),(46 86.409225),(47 86.7671),(48 87.971146),(49 87.30029),(50 87.068596),(51 88.05945),(52 86.80372),(53 87.75327),(54 87.31238),(55 86.84528),(56 86.63526),(57 85.77641),(58 85.400276),(59 85.59058),(60 84.7913),(61 84.33232),(62 85.01213),(63 83.8236),(64 83.94998),(65 83.747),(66 83.4316),(67 83.818245),(68 84.051285),(69 84.86933),(70 83.55446),(71 84.917145),(72 85.90788),(73 84.62297),(74 85.77282),(75 87.049706),(76 86.214386),(77 85.01598),(78 86.77856),(79 85.404366),
(1 51.083637),(2 59.21524),(3 65.78509),(4 70.15636),(5 72.4308),(6 74.820404),(7 77.22651),(8 78.11323),(9 80.05678),(10 81.1819),(11 80.23855),(12 80.344376),(13 81.06072),(14 80.76468),(15 80.49711),(16 81.05408),(17 80.54354),(18 80.89363),(19 81.76673),(20 81.2767),(21 80.915),(22 82.05826),(23 80.298706),(24 80.72886),(25 81.47734),(26 81.330284),(27 81.30747),(28 83.11754),(29 82.61336),(30 82.9408),(31 83.725235),(32 83.9172),(33 83.63408),(34 83.200745),(35 82.508934),(36 82.42822),(37 83.495735),(38 83.52488),(39 83.241714),(40 83.64431),(41 82.90332),(42 84.01072),(43 83.69884),(44 83.72195),(45 85.284874),(46 84.04524),(47 83.91593),(48 84.19826),(49 84.659355),(50 84.439064),(51 85.2191),(52 84.18287),(53 85.43603),(54 84.500534),(55 84.803314),(56 84.32628),(57 83.50068),(58 83.118904),(59 83.51228),(60 82.62964),(61 82.3573),(62 82.50696),(63 81.233315),(64 81.35288),(65 81.63147),(66 81.78777),(67 82.70851),(68 82.64517),(69 83.26359),(70 82.5322),(71 82.13252),(72 83.27916),(73 82.86056),(74 82.94155),(75 84.13166),(76 83.20001),(77 83.21214),(78 84.19302),(79 83.338264),
(1 51.43928),(2 59.611343),(3 65.64924),(4 68.7912),(5 71.409065),(6 73.9245),(7 75.91976),(8 76.44812),(9 78.35489),(10 79.12047),(11 77.94359),(12 78.352066),(13 80.15659),(14 79.18145),(15 78.9128),(16 79.944145),(17 79.91177),(18 79.69157),(19 81.314354),(20 80.76096),(21 81.56375),(22 82.39637),(23 80.79948),(24 81.38196),(25 82.47558),(26 82.08644),(27 82.708954),(28 84.01686),(29 83.42043),(30 84.03878),(31 83.950165),(32 82.69988),(33 83.93588),(34 84.11159),(35 83.40955),(36 83.21543),(37 83.90487),(38 82.93824),(39 83.62923),(40 84.24974),(41 83.5024),(42 84.257225),(43 83.19938),(44 83.81872),(45 84.430115),(46 84.340355),(47 84.23012),(48 85.241585),(49 85.52301),(50 85.74638),(51 86.14246),(52 85.22038),(53 86.09726),(54 84.66863),(55 84.55286),(56 85.02584),(57 84.11206),(58 84.2526),(59 84.41246),(60 83.82074),(61 83.2771),(62 84.05657),(63 82.701866),(64 82.85216),(65 83.070045),(66 81.605255),(67 83.04788),(68 83.39376),(69 83.38649),(70 82.90685),(71 82.851006),(72 84.03371),(73 84.35851),(74 84.05504),(75 84.38913),(76 84.146996),(77 83.78536),(78 85.363434),(79 84.81604),
(1 51.967556),(2 60.442753),(3 67.617455),(4 71.10864),(5 74.00219),(6 76.10728),(7 78.873245),(8 80.09998),(9 81.76001),(10 82.28578),(11 81.27372),(12 81.68734),(13 82.9405),(14 81.84846),(15 82.25595),(16 82.25606),(17 82.050545),(18 81.998604),(19 82.59451),(20 82.36788),(21 82.38367),(22 83.62425),(23 82.654205),(24 83.45294),(25 85.37517),(26 84.93293),(27 84.80746),(28 86.674614),(29 86.21),(30 85.549774),(31 86.41543),(32 85.64425),(33 86.20863),(34 86.18653),(35 86.17926),(36 85.23169),(37 86.122246),(38 85.26929),(39 86.093605),(40 86.44546),(41 85.5542),(42 86.5393),(43 85.43299),(44 85.86218),(45 87.005684),(46 85.9215),(47 85.416626),(48 86.91458),(49 85.8136),(50 85.382065),(51 85.954384),(52 85.64119),(53 87.01274),(54 85.71602),(55 84.71305),(56 85.8142),(57 85.48292),(58 85.827255),(59 86.508644),(60 85.27033),(61 84.56398),(62 85.29794),(63 84.273766),(64 83.92111),(65 84.710915),(66 83.48242),(67 84.76938),(68 83.81833),(69 85.133415),(70 84.55502),(71 84.338806),(72 84.917625),(73 84.7601),(74 85.69449),(75 87.10897),(76 86.06785),(77 85.85073),(78 87.33605),(79 86.61583),
(1 51.812595),(2 59.98171),(3 66.25153),(4 69.507484),(5 71.980644),(6 73.48883),(7 75.899734),(8 76.671074),(9 77.94651),(10 79.21387),(11 79.479004),(12 79.95575),(13 80.929115),(14 80.48597),(15 81.20523),(16 82.83792),(17 82.01408),(18 81.73014),(19 81.93097),(20 82.31792),(21 81.92321),(22 83.49685),(23 81.94619),(24 82.83493),(25 83.849),(26 82.97999),(27 82.71993),(28 83.8613),(29 83.585686),(30 83.90186),(31 84.3913),(32 83.69652),(33 84.1707),(34 85.52589),(35 84.96989),(36 84.30923),(37 84.75218),(38 83.466446),(39 83.778915),(40 84.686325),(41 83.9979),(42 85.190956),(43 84.4607),(44 84.82459),(45 85.72346),(46 84.320625),(47 84.0612),(48 85.97264),(49 85.44963),(50 84.86098),(51 86.82204),(52 85.27831),(53 85.821754),(54 84.20774),(55 84.14478),(56 83.86544),(57 84.541695),(58 84.35667),(59 84.392395),(60 83.828865),(61 82.69564),(62 83.31983),(63 81.99008),(64 81.12734),(65 81.84388),(66 80.868454),(67 81.37766),(68 80.28148),(69 81.591324),(70 80.56001),(71 80.60206),(72 81.66908),(73 80.46855),(74 80.94321),(75 84.17291),(76 83.74935),(77 82.968765),(78 84.590485),(79 83.5315),
(1 51.15689),(2 59.495575),(3 65.10565),(4 69.4637),(5 70.96986),(6 73.17724),(7 75.691185),(8 76.60474),(9 77.76692),(10 79.318),(11 79.2467),(12 79.537704),(13 81.063324),(14 80.10685),(15 79.904526),(16 80.96085),(17 80.41207),(18 81.53078),(19 82.448944),(20 81.5991),(21 81.540535),(22 82.50258),(23 82.27575),(24 82.72905),(25 83.4363),(26 82.36383),(27 82.2182),(28 84.22025),(29 83.05497),(30 83.143326),(31 83.54531),(32 83.44198),(33 84.32293),(34 84.76265),(35 84.176125),(36 83.77309),(37 83.965324),(38 83.7751),(39 83.755455),(40 84.92633),(41 84.07246),(42 85.12067),(43 84.71693),(44 84.65632),(45 86.27107),(46 85.15777),(47 84.434814),(48 85.78229),(49 85.32957),(50 85.91247),(51 86.70905),(52 85.53375),(53 86.677956),(54 84.48372),(55 84.697105),(56 84.618576),(57 84.85632),(58 84.77869),(59 85.57234),(60 85.319336),(61 83.66591),(62 85.29353),(63 83.37509),(64 82.02901),(65 82.80674),(66 81.48767),(67 82.053314),(68 81.420944),(69 82.59725),(70 81.601494),(71 81.83658),(72 82.64419),(73 82.37322),(74 82.90261),(75 84.40013),(76 84.2033),(77 84.7408),(78 86.54847),(79 85.510925),
