1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 7274.4463),(2 9439.379),(3 10530.3),(4 11244.979),(5 11583.87),(6 11929.9),(7 12047.468),(8 12499.153),(9 12650.961),(10 12935.943),(11 13046.981),(12 13046.227),(13 13362.769),(14 13313.592),(15 13171.35),(16 13426.929),(17 13454.287),(18 13526.827),(19 13680.118),(20 13780.486),(21 13777.6045),(22 13763.828),(23 14053.305),(24 14022.356),(25 13997.524),(26 14141.305),(27 14174.282),(28 14347.094),(29 14390.272),(30 14442.476),(31 14743.43),(32 14819.215),(33 14786.488),(34 14799.555),(35 15242.65),(36 15475.381),(37 15431.359),(38 15756.353),(39 16053.127),(40 16113.859),(41 16519.582),(42 16495.262),(43 16648.182),(44 16854.305),(45 17261.617),(46 17490.309),(47 17734.508),(48 17707.102),(49 17482.111),(50 17565.764),(51 17827.88),(52 17845.893),(53 18075.46),(54 18113.215),(55 18285.9),(56 18266.44),(57 18052.512),(58 18180.168),(59 18202.719),(60 18300.934),(61 18299.693),(62 18309.09),(63 18465.525),(64 18346.73),(65 18328.402),(66 18304.3),(67 18445.125),(68 18468.404),(69 18271.965),(70 18278.865),(71 18462.496),(72 18248.787),(73 18207.045),(74 18114.613),(75 18113.021),(76 18141.031),(77 18260.123),(78 18643.361),(79 18376.041),
(1 7026.811),(2 9090.811),(3 10170.17),(4 10782.002),(5 11218.26),(6 11468.288),(7 11773.273),(8 12211.485),(9 12456.126),(10 12708.97),(11 12906.947),(12 12842.331),(13 13056.797),(14 13020.164),(15 13050.933),(16 12891.634),(17 13105.547),(18 13292.891),(19 13231.254),(20 13218.253),(21 13288.496),(22 13351.924),(23 13428.128),(24 13507.455),(25 13644.471),(26 13770.478),(27 13678.239),(28 13987.309),(29 13968.692),(30 14043.411),(31 14105.788),(32 14346.006),(33 14251.371),(34 14533.752),(35 14615.678),(36 14738.13),(37 14760.728),(38 15089.969),(39 15295.737),(40 15660.323),(41 15740.622),(42 15900.919),(43 16189.731),(44 16217.218),(45 16245.085),(46 16384.34),(47 16657.1),(48 16714.965),(49 16599.03),(50 16813.832),(51 16850.156),(52 16917.992),(53 17080.586),(54 17177.684),(55 17072.756),(56 17144.775),(57 17187.584),(58 17192.463),(59 17106.238),(60 17261.758),(61 17064.115),(62 17141.225),(63 17082.777),(64 17072.031),(65 17200.035),(66 17311.127),(67 17304.201),(68 17527.863),(69 17290.818),(70 17359.88),(71 17426.504),(72 17288.479),(73 17193.043),(74 17010.064),(75 17129.713),(76 17018.287),(77 17265.588),(78 17269.617),(79 17078.627),
(1 6888.1685),(2 8892.75),(3 9869.084),(4 10457.507),(5 10787.052),(6 11293.626),(7 11515.601),(8 11879.104),(9 11892.45),(10 12220.261),(11 12378.281),(12 12508.691),(13 12593.734),(14 12517.485),(15 12662.199),(16 12557.199),(17 12755.426),(18 12987.985),(19 12929.491),(20 12946.6045),(21 13148.4375),(22 13226.775),(23 13271.165),(24 13167.552),(25 13291.359),(26 13460.262),(27 13373.037),(28 13510.319),(29 13576.615),(30 13711.29),(31 13651.843),(32 13903.528),(33 13918.778),(34 14205.151),(35 14058.296),(36 14396.919),(37 14546.756),(38 14804.504),(39 15211.592),(40 15329.5625),(41 15460.6875),(42 15354.349),(43 15534.69),(44 15556.817),(45 15840.227),(46 15955.981),(47 16124.701),(48 16050.096),(49 16344.266),(50 16447.793),(51 16423.564),(52 16447.693),(53 16384.924),(54 16386.883),(55 16596.826),(56 16476.822),(57 16617.918),(58 16701.584),(59 16441.611),(60 16450.682),(61 16531.52),(62 16646.516),(63 16750.014),(64 16977.246),(65 16858.363),(66 16859.346),(67 16930.602),(68 17011.605),(69 16892.49),(70 17032.162),(71 17091.05),(72 17087.926),(73 16869.139),(74 16670.69),(75 16844.871),(76 16742.66),(77 16767.713),(78 16722.037),(79 16765.623),
(1 6727.7065),(2 9032.159),(3 9864.477),(4 10616.303),(5 11084.418),(6 11231.13),(7 11755.199),(8 12186.098),(9 12211.934),(10 12408.239),(11 12463.461),(12 12704.169),(13 12850.468),(14 12526.224),(15 12341.601),(16 12438.162),(17 12668.377),(18 12822.675),(19 12967.182),(20 13103.049),(21 13312.759),(22 13378.453),(23 13384.843),(24 13297.027),(25 13320.085),(26 13431.861),(27 13793.9),(28 13917.354),(29 13693.726),(30 13886.533),(31 13827.111),(32 14092.976),(33 14152.857),(34 14311.002),(35 14552.825),(36 14586.503),(37 14662.697),(38 15094.504),(39 15150.766),(40 15218.981),(41 15474.968),(42 15478.791),(43 15484.581),(44 15466.375),(45 15703.031),(46 15783.835),(47 16052.596),(48 16082.519),(49 16099.258),(50 16313.935),(51 16317.732),(52 16306.669),(53 16462.947),(54 16521.64),(55 16452.996),(56 16477.197),(57 16724.875),(58 16637.633),(59 16395.803),(60 16295.311),(61 16289.597),(62 16319.14),(63 16412.313),(64 16429.453),(65 16545.863),(66 16691.588),(67 16524.488),(68 16731.188),(69 16426.906),(70 16715.201),(71 16580.605),(72 16730.473),(73 16636.564),(74 16542.502),(75 16535.219),(76 16632.957),(77 16454.781),(78 16447.46),(79 16539.016),
(1 6438.726),(2 8544.4),(3 9399.507),(4 10118.735),(5 10732.446),(6 10900.916),(7 11293.3545),(8 11554.618),(9 11696.112),(10 11995.385),(11 11993.001),(12 12157.766),(13 12263.461),(14 12077.545),(15 12071.734),(16 12091.154),(17 12275.142),(18 12272.205),(19 12334.45),(20 12465.509),(21 12585.409),(22 12588.193),(23 12543.708),(24 12572.486),(25 12622.291),(26 12821.071),(27 12910.301),(28 13220.387),(29 13247.034),(30 13448.968),(31 13417.285),(32 13545.853),(33 13598.464),(34 13655.803),(35 13874.841),(36 14164.63),(37 14188.0205),(38 14252.937),(39 14342.198),(40 14343.554),(41 14489.853),(42 14687.639),(43 14793.413),(44 14896.589),(45 15048.565),(46 15308.507),(47 15528.741),(48 15488.225),(49 15575.9375),(50 15583.203),(51 15671.125),(52 15765.155),(53 16079.725),(54 16031.865),(55 15984.526),(56 15953.355),(57 16168.63),(58 16208.791),(59 16075.611),(60 16003.944),(61 15969.056),(62 15987.217),(63 15813.104),(64 15856.743),(65 15782.182),(66 15851.135),(67 15872.885),(68 16011.146),(69 15836.282),(70 15868.819),(71 15784.797),(72 15931.222),(73 15950.897),(74 16053.624),(75 16043.425),(76 16058.952),(77 16161.743),(78 16178.576),(79 16023),
(1 6039.9844),(2 7911.8296),(3 8884.05),(4 9446.265),(5 9893.943),(6 10158.723),(7 10420.708),(8 11014.671),(9 11183.939),(10 11407.563),(11 11448.176),(12 11552.924),(13 11517.972),(14 11480.179),(15 11699.561),(16 11747.062),(17 11793.297),(18 11777.248),(19 11912.968),(20 11804.398),(21 11818.878),(22 11658.727),(23 11942.348),(24 11891.377),(25 12018.037),(26 12066.83),(27 12161.629),(28 12365.526),(29 12532.478),(30 12532.01),(31 12421.162),(32 12826.8955),(33 12747.08),(34 12821.626),(35 12842.131),(36 13023.585),(37 13246.055),(38 13599.921),(39 13478.924),(40 13587.94),(41 13811.662),(42 14082.294),(43 14310.264),(44 14448.696),(45 14482.541),(46 14543.324),(47 14742.165),(48 14792.144),(49 14826.699),(50 14772.807),(51 14737.172),(52 14965.354),(53 15083.208),(54 14998.679),(55 15065.993),(56 15074.681),(57 15220.594),(58 15242.262),(59 15110.574),(60 15141.576),(61 15123.699),(62 15113.718),(63 15044.666),(64 15025.044),(65 14877.013),(66 14912.033),(67 15001.893),(68 15049.302),(69 14985.352),(70 15078.998),(71 15068.101),(72 15239.579),(73 15206.02),(74 15351.17),(75 15211.808),(76 15165.935),(77 15150.275),(78 15311.438),(79 15256.779),
(1 5909.475),(2 7875.614),(3 8840.515),(4 9559.833),(5 9965.7),(6 10151.219),(7 10363.235),(8 10839.452),(9 10844.384),(10 11048.583),(11 11190.385),(12 11361.404),(13 11406.6875),(14 11338.332),(15 11362.011),(16 11560.85),(17 11410.479),(18 11480.763),(19 11571.166),(20 11653.8),(21 11621.309),(22 11494.411),(23 11814.887),(24 11856.021),(25 11893.606),(26 11872.109),(27 12024.15),(28 12080.721),(29 12213.513),(30 12267.892),(31 12390.724),(32 12624.205),(33 12764.526),(34 12881.759),(35 12984.899),(36 13093.325),(37 13155.512),(38 13463.516),(39 13581.474),(40 13681.408),(41 13895.123),(42 14022.4795),(43 14261.104),(44 14336.83),(45 14587.848),(46 14653.837),(47 14801.293),(48 14802.692),(49 14825.83),(50 14838.736),(51 15074.4375),(52 15038.808),(53 14980.959),(54 15064.702),(55 15059.335),(56 15271.828),(57 15232.704),(58 15432.567),(59 15261.569),(60 15477.696),(61 15366.216),(62 15404.226),(63 15421.594),(64 15407.241),(65 15394.808),(66 15396.725),(67 15490.573),(68 15608.461),(69 15639.715),(70 15481.168),(71 15510.971),(72 15420.435),(73 15543.068),(74 15423.0625),(75 15541.254),(76 15749.352),(77 15772.109),(78 15898.064),(79 15830.637),
(1 5977.8613),(2 7851.811),(3 8756.451),(4 9531.458),(5 9679.044),(6 9947.683),(7 10225.575),(8 10691.074),(9 10786.81),(10 11103.407),(11 11242.249),(12 11247.802),(13 11344.225),(14 11296.089),(15 11425.733),(16 11536.6045),(17 11388.837),(18 11443.514),(19 11462.383),(20 11566.616),(21 11776.057),(22 11540),(23 11666.385),(24 11672.15),(25 11564.3955),(26 11917.197),(27 11955.551),(28 11971.203),(29 12118.325),(30 12119.113),(31 12353.722),(32 12450.735),(33 12541.776),(34 12678.09),(35 12790.64),(36 12857.969),(37 12886.4795),(38 13132.44),(39 13243.732),(40 13369.808),(41 13613.962),(42 13710.595),(43 13660.807),(44 13893.901),(45 14129.854),(46 14160.71),(47 14285.735),(48 14425.666),(49 14381.075),(50 14474.11),(51 14583.792),(52 14593.524),(53 14711.831),(54 14659.535),(55 14703.339),(56 14854.13),(57 14872.536),(58 14989.375),(59 14784.811),(60 14928.042),(61 14719.58),(62 14568.321),(63 14704.887),(64 14594.296),(65 14650.3955),(66 14676.326),(67 14820.475),(68 14933.141),(69 14717.61),(70 14842.063),(71 14740.004),(72 14761.923),(73 14882.601),(74 14927.743),(75 15093.125),(76 15055.522),(77 15088.552),(78 15335.687),(79 15284.2295),
(1 5831.668),(2 7582.2983),(3 8376.249),(4 8936.435),(5 9195.224),(6 9553.74),(7 9776.835),(8 10251.485),(9 10289.415),(10 10699.225),(11 10810.94),(12 10722.944),(13 10771.445),(14 10809.416),(15 10976.551),(16 11168.878),(17 11065.552),(18 11149.264),(19 11184.482),(20 11239.4795),(21 11253.281),(22 11166.512),(23 11315.048),(24 11283.984),(25 11317.841),(26 11373.862),(27 11428.264),(28 11353.833),(29 11365.01),(30 11429.872),(31 11512.586),(32 11710.732),(33 11893.388),(34 12128.243),(35 12139.032),(36 12387.157),(37 12487.54),(38 12758.242),(39 12885.055),(40 13021.163),(41 13176.082),(42 13095.672),(43 13288.485),(44 13366.262),(45 13457.033),(46 13424.01),(47 13731.366),(48 13639.853),(49 13630.335),(50 13680.699),(51 13774.012),(52 13748.1875),(53 13941.4),(54 13824.338),(55 13982.545),(56 14028.861),(57 14045.442),(58 14213.317),(59 13944.534),(60 14069.913),(61 13887.666),(62 13977.329),(63 14068.508),(64 13908.537),(65 13861.525),(66 13910.459),(67 14052.848),(68 14205.855),(69 14163.495),(70 14259.615),(71 14253.899),(72 14148.154),(73 14316.287),(74 14279.391),(75 14387.335),(76 14196.524),(77 14165.961),(78 14262.852),(79 14294.471),
(1 5613.8823),(2 7174.603),(3 8098.523),(4 8622.634),(5 8899.839),(6 9296.686),(7 9492.125),(8 9821.133),(9 9992.778),(10 10017.804),(11 10131.525),(12 10082.26),(13 10240.364),(14 10237.058),(15 10352.024),(16 10321.824),(17 10536.863),(18 10465.056),(19 10501.961),(20 10451.859),(21 10577.716),(22 10495.927),(23 10809.057),(24 10705.718),(25 10694.726),(26 10861.11),(27 10939.681),(28 10773.488),(29 10969.694),(30 11094.267),(31 11065.539),(32 11164.225),(33 11236.74),(34 11424.651),(35 11669.241),(36 11705.674),(37 11895.895),(38 12336.902),(39 12499.039),(40 12571.758),(41 12638.656),(42 12858.386),(43 12963.784),(44 13186.56),(45 13188.658),(46 13348.732),(47 13363.205),(48 13504.816),(49 13431.019),(50 13409.0205),(51 13535.063),(52 13622.267),(53 13605.839),(54 13611.791),(55 13774.79),(56 13734.517),(57 13761.495),(58 13884.589),(59 13938.752),(60 13575.043),(61 13485.594),(62 13558.136),(63 13529.375),(64 13452.454),(65 13439.365),(66 13399.931),(67 13414.279),(68 13558.684),(69 13604.606),(70 13570.21),(71 13633.966),(72 13668.749),(73 13600.325),(74 13691.844),(75 13614.386),(76 13376.341),(77 13338.491),(78 13535.285),(79 13548.629),
(1 5451.827),(2 6972.735),(3 7824.7446),(4 8339.948),(5 8494.715),(6 8677.989),(7 8948.372),(8 9151.984),(9 9416.315),(10 9423.813),(11 9511.167),(12 9484.811),(13 9565.8545),(14 9664.093),(15 9741.692),(16 9788.63),(17 9936.819),(18 10091.9795),(19 10177.424),(20 10296.538),(21 10368.824),(22 10329.801),(23 10601.121),(24 10496.58),(25 10575.224),(26 10724.9),(27 10792.368),(28 10740.951),(29 10769.88),(30 10849.494),(31 10932.925),(32 10837.714),(33 11004.089),(34 11072.908),(35 11263.664),(36 11276.84),(37 11421.539),(38 11724.523),(39 11833.06),(40 11960.77),(41 12156.3955),(42 12247.84),(43 12426.928),(44 12441.214),(45 12514.71),(46 12450.548),(47 12544.608),(48 12629.33),(49 12634.882),(50 12728.723),(51 12780.747),(52 12879.076),(53 13010.119),(54 12995.854),(55 13125.656),(56 13046.451),(57 13124.648),(58 13175.544),(59 13125.989),(60 12999.316),(61 12944.427),(62 12885.983),(63 12877.881),(64 12761.051),(65 12605.928),(66 12738.351),(67 12637.06),(68 12793.169),(69 12818.181),(70 13000.005),(71 12926.885),(72 12937.877),(73 12761.471),(74 12786.765),(75 12701.883),(76 12679.119),(77 12638.88),(78 12728.15),(79 12940.704),
(1 5189.2393),(2 6630.653),(3 7503.3413),(4 7956.702),(5 8198.696),(6 8390.795),(7 8590.4795),(8 8881.656),(9 8865.979),(10 9056.804),(11 9089.47),(12 9106.525),(13 9129.635),(14 9122.408),(15 9123.541),(16 9357.752),(17 9520.124),(18 9531.096),(19 9571.789),(20 9720.858),(21 9728.074),(22 9738.095),(23 9808.614),(24 9665.241),(25 9898.494),(26 9875.309),(27 9938.084),(28 9857.1875),(29 9805.652),(30 10000.296),(31 9960.302),(32 10013.957),(33 10121.939),(34 10210.324),(35 10317.228),(36 10521.805),(37 10651.316),(38 11065.633),(39 11057.771),(40 11143.532),(41 11341.608),(42 11510.638),(43 11416.949),(44 11489.825),(45 11651.513),(46 11791.651),(47 11667.017),(48 11876.816),(49 11822.106),(50 11861.737),(51 12080.316),(52 12120.276),(53 12250.658),(54 12366.928),(55 12357.691),(56 12315.278),(57 12299.287),(58 12368.448),(59 12239.722),(60 12077.584),(61 12026.096),(62 12068.586),(63 11950.067),(64 11941.934),(65 11930.692),(66 11943.042),(67 11732.844),(68 11949.7),(69 11898.76),(70 12008.722),(71 11925.9),(72 11883.051),(73 11812.626),(74 11930.631),(75 11836.967),(76 11964.895),(77 11958.862),(78 11963.442),(79 12046.95),
(1 5027.734),(2 6449.259),(3 7158.3013),(4 7593.293),(5 7833.308),(6 8166.057),(7 8373.274),(8 8708.343),(9 8764.418),(10 8828.626),(11 9009.473),(12 8973.527),(13 9052.744),(14 8961.587),(15 9034.131),(16 9105.973),(17 9333.708),(18 9443.588),(19 9402.7295),(20 9408.137),(21 9447.712),(22 9572.366),(23 9724.611),(24 9716.122),(25 9816.024),(26 9920),(27 9909.919),(28 9888.906),(29 9882.798),(30 9876.274),(31 9965.555),(32 9995.7705),(33 10060.606),(34 10276.7705),(35 10420.098),(36 10499.226),(37 10656.224),(38 10897.998),(39 10957.153),(40 10991.635),(41 11140.723),(42 11296.259),(43 11175.079),(44 11218.449),(45 11338.667),(46 11374.059),(47 11595.067),(48 11624.689),(49 11560.56),(50 11575.362),(51 11844.143),(52 11762.561),(53 12054.462),(54 12101.131),(55 12093.589),(56 12057.242),(57 12098.384),(58 11989.613),(59 11869.502),(60 11751.558),(61 11846.36),(62 11921.097),(63 11789.761),(64 11768.794),(65 11686.383),(66 11616.511),(67 11485.352),(68 11663.535),(69 11648.136),(70 11733.802),(71 11627.256),(72 11608.797),(73 11471.614),(74 11405.726),(75 11337.5205),(76 11543.038),(77 11524.595),(78 11538.373),(79 11574.987),
(1 5028.3486),(2 6463.3784),(3 7182.288),(4 7625.26),(5 7970.3696),(6 8166.1606),(7 8382.216),(8 8639.107),(9 8705.077),(10 8930.678),(11 9033.661),(12 8882.759),(13 9027.956),(14 9011.164),(15 9086.1875),(16 9028.23),(17 9145.72),(18 9118.149),(19 9156.145),(20 9114.597),(21 9378.056),(22 9274.762),(23 9356.803),(24 9304.589),(25 9479.112),(26 9529.376),(27 9479.971),(28 9406.494),(29 9470.574),(30 9367.444),(31 9615.544),(32 9685.666),(33 9835.738),(34 9941.1045),(35 10021.385),(36 10084.516),(37 10260.2705),(38 10447.212),(39 10631.078),(40 10775.722),(41 10816.611),(42 10838.678),(43 10826.058),(44 10948.8955),(45 11053.131),(46 11219.146),(47 11202.368),(48 11431.66),(49 11420.221),(50 11389.48),(51 11539.336),(52 11557.968),(53 11723.159),(54 11732.577),(55 11687.929),(56 11616.421),(57 11626.033),(58 11701.105),(59 11632.222),(60 11556.473),(61 11644.334),(62 11614.403),(63 11504.429),(64 11472.723),(65 11400.761),(66 11513.231),(67 11390.227),(68 11375.915),(69 11316.736),(70 11280.126),(71 11322.941),(72 11214.491),(73 11294.581),(74 11122.488),(75 11100.728),(76 11277.08),(77 11279.799),(78 11339.98),(79 11357.259),
(1 4738.737),(2 6041.66),(3 6903.698),(4 7273.9185),(5 7628.673),(6 7777.232),(7 8028.211),(8 8343.715),(9 8297.294),(10 8572.879),(11 8686.111),(12 8586.128),(13 8639.869),(14 8622.044),(15 8853.693),(16 8722.391),(17 8808.22),(18 8881.945),(19 8923.066),(20 8989.923),(21 9034.829),(22 8987.573),(23 9130.508),(24 9073.469),(25 9184.413),(26 9087.986),(27 9091.704),(28 9118.089),(29 9171.534),(30 9118.974),(31 9265.703),(32 9352.074),(33 9418.043),(34 9488.068),(35 9574.612),(36 9677.875),(37 9823.68),(38 10008.583),(39 10000.152),(40 10162.925),(41 10147.163),(42 10236.54),(43 10326.831),(44 10392.17),(45 10512.113),(46 10564.246),(47 10604.85),(48 10790.184),(49 10705.188),(50 10761.708),(51 10818.373),(52 10903.165),(53 10981.966),(54 10993.749),(55 11072.543),(56 11078.349),(57 11181.01),(58 11293.269),(59 11200.041),(60 11256.204),(61 11304.347),(62 11312.958),(63 11415.056),(64 11339.443),(65 11355.022),(66 11386.614),(67 11259.165),(68 11263.596),(69 11036.416),(70 10973.195),(71 10967.487),(72 11053.046),(73 10831.896),(74 10837.668),(75 10796.413),(76 10941.138),(77 10926.793),(78 10856.673),(79 10990.2705),
(1 4624.166),(2 5806.085),(3 6448.6025),(4 7001.5596),(5 7189.326),(6 7452.0034),(7 7763.16),(8 7886.761),(9 8076.3735),(10 8294.769),(11 8396.681),(12 8402.233),(13 8458.598),(14 8571.851),(15 8600.314),(16 8571.078),(17 8574.591),(18 8546.7295),(19 8748.012),(20 8800.142),(21 8812.28),(22 8701.696),(23 8859.858),(24 8778.462),(25 8854.9795),(26 8864.406),(27 8836.381),(28 8933.053),(29 8850.512),(30 8823.621),(31 9022.595),(32 9080.647),(33 9129.944),(34 9270.834),(35 9394.49),(36 9453.918),(37 9555.828),(38 9736.179),(39 9802.399),(40 9864.253),(41 9951.984),(42 10149.803),(43 10293.754),(44 10254.556),(45 10470.2295),(46 10450.217),(47 10514.471),(48 10697.456),(49 10666.915),(50 10749.179),(51 10783.224),(52 10748.458),(53 10924.713),(54 10934.157),(55 10944.512),(56 10942.691),(57 11033.432),(58 11107.565),(59 10955.831),(60 11142.574),(61 11016.152),(62 10934.316),(63 11094.134),(64 11020.159),(65 10947.243),(66 10978.901),(67 10921.596),(68 11105.021),(69 10960.051),(70 10894.333),(71 10805.245),(72 10856.378),(73 10912.709),(74 10912.452),(75 10884.544),(76 10928.897),(77 10870.937),(78 10942.402),(79 10938.1),
(1 4524.2314),(2 5681.5522),(3 6426.393),(4 6895.7725),(5 7204.365),(6 7324.418),(7 7522.043),(8 7842.57),(9 8027.7163),(10 8235.27),(11 8242.738),(12 8312.38),(13 8409.168),(14 8511.816),(15 8569.678),(16 8531.681),(17 8557.907),(18 8663.067),(19 8805.183),(20 8710.868),(21 8698.703),(22 8711.704),(23 8856.015),(24 8890.203),(25 8966.126),(26 8875.646),(27 8932.59),(28 8906.547),(29 8939.241),(30 8969.99),(31 9088.167),(32 9222.672),(33 9301.201),(34 9246.714),(35 9410.331),(36 9481.859),(37 9517.5205),(38 9660.145),(39 9639.149),(40 9785.614),(41 9849.932),(42 9935.166),(43 9845.234),(44 9913.915),(45 9968.15),(46 9986.98),(47 10150.369),(48 10218.303),(49 10210.745),(50 10284.348),(51 10392.516),(52 10262.99),(53 10440.907),(54 10402.781),(55 10456.219),(56 10360.635),(57 10527.516),(58 10640.163),(59 10458.902),(60 10541.756),(61 10448.145),(62 10433.668),(63 10535.591),(64 10472.709),(65 10648.345),(66 10612.212),(67 10669.922),(68 10817.922),(69 10709.257),(70 10664.97),(71 10702.134),(72 10605.449),(73 10575.06),(74 10630.852),(75 10702.286),(76 10629.667),(77 10619.839),(78 10818.745),(79 10678.407),
(1 4392.442),(2 5447.6265),(3 6225.748),(4 6677.4517),(5 6909.8843),(6 7047.777),(7 7331.121),(8 7805.988),(9 7752.345),(10 7888.3823),(11 7926.11),(12 8038.453),(13 8109.841),(14 8076.506),(15 8167.3564),(16 8199.401),(17 8210.394),(18 8177.73),(19 8291.305),(20 8280.853),(21 8198.203),(22 8225.585),(23 8481.554),(24 8505.698),(25 8609.827),(26 8511.985),(27 8615.883),(28 8509.966),(29 8576.774),(30 8662.311),(31 8729.119),(32 8902.005),(33 9017.966),(34 9032.826),(35 9092.984),(36 9381.019),(37 9196.745),(38 9336.562),(39 9516.188),(40 9652.006),(41 9644.163),(42 9745.758),(43 9771.912),(44 9757.579),(45 9781.032),(46 9842.842),(47 9883.008),(48 10041.654),(49 10092.295),(50 10262.496),(51 10339.773),(52 10302.006),(53 10378.89),(54 10328.536),(55 10325.384),(56 10483.714),(57 10411.645),(58 10357.914),(59 10401.098),(60 10388.061),(61 10171.393),(62 10244.99),(63 10374.65),(64 10163.219),(65 10099.76),(66 10163.029),(67 10145.985),(68 10338.957),(69 10338.292),(70 10269.426),(71 10231.991),(72 10235.961),(73 10407.598),(74 10334.552),(75 10310.597),(76 10294.284),(77 10387.575),(78 10391.842),(79 10376.02),
