1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 170.7771),(2 205.35077),(3 223.1988),(4 238.12227),(5 246.27763),(6 250.77011),(7 258.33847),(8 263.20453),(9 267.09366),(10 271.18713),(11 271.58035),(12 275.80655),(13 273.81488),(14 279.21097),(15 275.5612),(16 279.7375),(17 279.50153),(18 277.93527),(19 278.0344),(20 280.85687),(21 281.00943),(22 281.8437),(23 286.29956),(24 287.0621),(25 285.63217),(26 287.02588),(27 284.53372),(28 288.0061),(29 290.6851),(30 288.51486),(31 286.8109),(32 284.64316),(33 283.81726),(34 284.32193),(35 284.56384),(36 288.36072),(37 288.1289),(38 292.12936),(39 291.15717),(40 293.0566),(41 294.74603),(42 296.69162),(43 298.2052),(44 295.86188),(45 295.73343),(46 299.99014),(47 304.4485),(48 307.65186),(49 308.87854),(50 307.50983),(51 310.0609),(52 312.26566),(53 314.45276),(54 315.8318),(55 316.30704),(56 320.3217),(57 317.67276),(58 320.4759),(59 318.09006),(60 320.18402),(61 323.98987),(62 325.05115),(63 325.38315),(64 328.7076),(65 328.9652),(66 329.35968),(67 329.03775),(68 327.1503),(69 327.67105),(70 325.4538),(71 326.9969),(72 329.1095),(73 328.70236),(74 331.29993),(75 329.01968),(76 330.8306),(77 331.9742),(78 333.75558),(79 333.30435),
(1 164.7313),(2 202.36201),(3 219.46802),(4 234.93742),(5 242.63377),(6 250.14565),(7 254.30937),(8 262.21246),(9 264.97595),(10 265.52524),(11 267.94394),(12 272.98557),(13 273.2783),(14 275.70334),(15 272.02502),(16 277.56802),(17 275.46057),(18 278.1974),(19 277.52185),(20 277.6382),(21 276.74176),(22 278.74524),(23 279.49554),(24 284.23257),(25 283.91022),(26 284.19836),(27 280.61322),(28 282.12906),(29 282.12292),(30 281.88388),(31 284.0424),(32 278.8664),(33 283.7299),(34 284.67355),(35 284.44376),(36 285.6417),(37 285.80032),(38 288.01474),(39 287.98605),(40 288.5181),(41 291.7738),(42 292.08124),(43 296.69064),(44 295.13773),(45 298.20615),(46 296.83298),(47 297.98276),(48 300.43945),(49 304.19934),(50 307.64822),(51 302.9517),(52 308.6828),(53 315.29932),(54 318.51596),(55 320.80658),(56 321.8826),(57 320.89133),(58 321.59552),(59 319.49435),(60 320.94168),(61 322.76218),(62 321.29565),(63 320.39697),(64 322.6826),(65 324.0666),(66 326.4476),(67 325.91287),(68 326.48776),(69 324.00223),(70 324.44675),(71 323.92526),(72 326.03723),(73 324.6701),(74 323.90067),(75 320.48),(76 324.8495),(77 322.9489),(78 322.1017),(79 321.19897),
(1 169.25153),(2 204.32893),(3 220.02933),(4 235.98773),(5 243.02313),(6 249.48743),(7 251.98792),(8 259.7848),(9 259.99472),(10 260.626),(11 261.9527),(12 263.33527),(13 267.56744),(14 268.9115),(15 263.68787),(16 266.2065),(17 268.74142),(18 271.5957),(19 272.31415),(20 270.9442),(21 274.24875),(22 272.53265),(23 278.1585),(24 278.2943),(25 278.8737),(26 280.46973),(27 278.22015),(28 277.28244),(29 272.71173),(30 276.2442),(31 275.6422),(32 275.62894),(33 276.74625),(34 279.4029),(35 279.80984),(36 282.7243),(37 281.15585),(38 283.20108),(39 281.99368),(40 284.4512),(41 289.90878),(42 292.08365),(43 295.90628),(44 293.54987),(45 294.58487),(46 294.9486),(47 294.1756),(48 300.3003),(49 298.8653),(50 303.5603),(51 300.98428),(52 301.34497),(53 305.39136),(54 308.50842),(55 307.62653),(56 310.91895),(57 311.2577),(58 313.6006),(59 316.0309),(60 316.77304),(61 318.59256),(62 319.00507),(63 315.5115),(64 315.59302),(65 315.22955),(66 316.87296),(67 314.84183),(68 317.24976),(69 314.34998),(70 311.9966),(71 313.35587),(72 312.53998),(73 313.57254),(74 314.10553),(75 312.4685),(76 313.84348),(77 314.10434),(78 316.1832),(79 314.6869),
(1 160.44432),(2 193.29956),(3 208.05328),(4 223.71948),(5 233.65779),(6 234.03055),(7 241.27806),(8 244.58669),(9 247.73358),(10 251.48492),(11 255.73793),(12 260.11374),(13 263.86432),(14 264.7568),(15 260.94354),(16 261.70438),(17 262.18048),(18 264.28586),(19 264.69376),(20 266.18417),(21 265.6867),(22 266.79932),(23 271.9745),(24 271.84763),(25 274.50296),(26 274.00464),(27 273.1295),(28 272.99597),(29 272.26773),(30 273.3128),(31 271.26013),(32 271.33817),(33 269.3516),(34 269.40057),(35 272.7485),(36 273.77936),(37 272.06454),(38 271.70227),(39 273.9274),(40 274.2916),(41 276.7441),(42 279.61685),(43 278.50696),(44 279.45145),(45 281.84305),(46 282.94217),(47 286.6993),(48 290.81992),(49 291.4222),(50 293.41568),(51 290.38895),(52 293.03534),(53 293.80185),(54 295.42914),(55 294.34036),(56 297.90335),(57 297.71942),(58 297.5764),(59 298.95465),(60 298.6488),(61 298.52655),(62 302.07343),(63 299.90042),(64 299.46738),(65 302.08478),(66 300.52203),(67 297.61246),(68 297.94757),(69 296.6542),(70 297.41342),(71 299.0725),(72 302.40103),(73 301.2931),(74 300.5368),(75 297.19485),(76 297.73447),(77 296.78308),(78 297.20218),(79 298.48434),
(1 159.0938),(2 189.47438),(3 206.27855),(4 220.22197),(5 227.64603),(6 232.00743),(7 240.15952),(8 243.41647),(9 246.16112),(10 249.53838),(11 247.74806),(12 249.69122),(13 253.92845),(14 253.43983),(15 251.95059),(16 252.88623),(17 253.26546),(18 253.24011),(19 256.36887),(20 255.56573),(21 256.86572),(22 259.45953),(23 266.74304),(24 268.2235),(25 268.27988),(26 268.18405),(27 265.33948),(28 266.36417),(29 268.9292),(30 269.1777),(31 269.56506),(32 266.0827),(33 264.57892),(34 265.40875),(35 265.19083),(36 266.67212),(37 267.46808),(38 272.00525),(39 270.2246),(40 268.4589),(41 268.83243),(42 271.22427),(43 271.52643),(44 272.32556),(45 272.14426),(46 275.5062),(47 275.4595),(48 279.69238),(49 280.4908),(50 284.4181),(51 284.42767),(52 283.5055),(53 285.36606),(54 288.5863),(55 289.40454),(56 290.66373),(57 292.59958),(58 293.34225),(59 292.07904),(60 293.7978),(61 292.38354),(62 296.52258),(63 291.334),(64 292.584),(65 293.36795),(66 293.54718),(67 294.27762),(68 296.2011),(69 296.68585),(70 296.648),(71 296.89996),(72 298.2821),(73 301.753),(74 304.21198),(75 298.99335),(76 298.87738),(77 298.33224),(78 295.828),(79 300.70157),
(1 153.34163),(2 185.0619),(3 200.8585),(4 215.17393),(5 223.77838),(6 225.9169),(7 233.5489),(8 239.43102),(9 240.66066),(10 245.98676),(11 247.31776),(12 252.04135),(13 253.9947),(14 254.5371),(15 255.81941),(16 257.15332),(17 259.9418),(18 256.51672),(19 258.2976),(20 258.91684),(21 261.8993),(22 260.49707),(23 263.71066),(24 265.2974),(25 268.56668),(26 265.71143),(27 263.39014),(28 264.59753),(29 264.35892),(30 265.19797),(31 263.8949),(32 263.27985),(33 261.8913),(34 262.25284),(35 259.96762),(36 261.43997),(37 263.40518),(38 265.63223),(39 265.41135),(40 266.33475),(41 267.26544),(42 268.23453),(43 268.87994),(44 270.55203),(45 269.1902),(46 269.877),(47 271.37894),(48 270.3789),(49 269.91928),(50 271.8229),(51 271.27307),(52 273.91528),(53 279.18594),(54 278.62762),(55 280.18167),(56 280.97818),(57 282.52414),(58 284.5438),(59 284.31616),(60 286.9529),(61 286.72998),(62 289.67603),(63 284.05103),(64 286.4004),(65 288.79132),(66 285.67902),(67 286.33292),(68 284.57632),(69 286.71307),(70 288.4145),(71 289.35608),(72 292.2609),(73 294.0473),(74 296.05356),(75 293.65842),(76 293.71063),(77 293.6672),(78 293.41275),(79 292.88593),
(1 152.99614),(2 182.44061),(3 197.52354),(4 210.10191),(5 219.14435),(6 224.39432),(7 229.42094),(8 234.23476),(9 236.53522),(10 240.52577),(11 244.72632),(12 244.93785),(13 250.7872),(14 253.45305),(15 249.8787),(16 250.61887),(17 252.17802),(18 251.08821),(19 252.47559),(20 252.93713),(21 253.60974),(22 252.92969),(23 258.63864),(24 262.2913),(25 260.9824),(26 260.19955),(27 257.19772),(28 256.7872),(29 260.40677),(30 260.62628),(31 260.91006),(32 258.95987),(33 257.09726),(34 254.67134),(35 257.85403),(36 260.26184),(37 259.98514),(38 263.56152),(39 264.2616),(40 265.36722),(41 265.81073),(42 266.6058),(43 270.37704),(44 270.57535),(45 270.669),(46 274.71103),(47 273.0652),(48 273.8363),(49 276.57874),(50 275.644),(51 276.23004),(52 276.7904),(53 279.33212),(54 278.93924),(55 282.47028),(56 282.73975),(57 279.51166),(58 278.599),(59 281.1148),(60 285.32285),(61 286.25708),(62 287.442),(63 284.40073),(64 285.06354),(65 287.4559),(66 286.337),(67 286.3164),(68 288.72543),(69 286.86404),(70 287.6789),(71 285.38004),(72 288.04016),(73 289.868),(74 288.1462),(75 285.8588),(76 285.9803),(77 284.24887),(78 286.66153),(79 287.67776),
(1 154.14325),(2 182.39093),(3 195.956),(4 208.23662),(5 215.66449),(6 219.69086),(7 223.31941),(8 230.93959),(9 232.50742),(10 238.8247),(11 242.85031),(12 245.8158),(13 248.10591),(14 249.87108),(15 245.29875),(16 248.79994),(17 249.93333),(18 251.098),(19 252.79605),(20 250.58359),(21 252.2552),(22 248.73914),(23 252.72302),(24 257.06516),(25 256.3184),(26 257.9052),(27 255.3374),(28 255.42128),(29 254.10287),(30 257.38736),(31 254.89781),(32 254.79182),(33 254.3773),(34 253.86516),(35 252.88858),(36 253.45872),(37 255.66548),(38 257.61722),(39 256.64304),(40 259.11353),(41 261.29395),(42 263.862),(43 262.6857),(44 265.11108),(45 264.1343),(46 267.5058),(47 270.25153),(48 271.7994),(49 273.4827),(50 273.3629),(51 271.1624),(52 273.3939),(53 272.04523),(54 272.2262),(55 274.64493),(56 272.9219),(57 273.3843),(58 272.28116),(59 277.4348),(60 276.46054),(61 275.8591),(62 277.27377),(63 274.7742),(64 277.45908),(65 281.7411),(66 282.1901),(67 279.32248),(68 277.75333),(69 281.59027),(70 280.4244),(71 279.489),(72 280.92618),(73 282.86935),(74 285.59528),(75 283.83044),(76 283.9684),(77 282.92776),(78 284.69287),(79 285.84286),
(1 151.62874),(2 177.47604),(3 192.76654),(4 205.464),(5 215.98602),(6 217.39989),(7 224.49872),(8 228.64832),(9 232.56447),(10 234.578),(11 240.00827),(12 247.11363),(13 246.76408),(14 246.88643),(15 243.02982),(16 243.32439),(17 246.4245),(18 245.39445),(19 248.54744),(20 246.57103),(21 248.53755),(22 246.39029),(23 248.68474),(24 247.91559),(25 248.62059),(26 252.58524),(27 249.26775),(28 251.55511),(29 249.44994),(30 250.03706),(31 247.36548),(32 246.80766),(33 245.0123),(34 246.03598),(35 244.80595),(36 246.24693),(37 249.30434),(38 248.5672),(39 246.47198),(40 248.52777),(41 250.92459),(42 250.78821),(43 251.67117),(44 255.34814),(45 257.05865),(46 259.35846),(47 259.65405),(48 261.01392),(49 264.55533),(50 265.5842),(51 262.41406),(52 269.25348),(53 267.22678),(54 269.3672),(55 271.8402),(56 271.0908),(57 274.13428),(58 273.78256),(59 272.04315),(60 270.81555),(61 271.6076),(62 272.94302),(63 272.56808),(64 271.91217),(65 276.76855),(66 276.14035),(67 275.0492),(68 273.06226),(69 277.44473),(70 273.59186),(71 272.79938),(72 273.37112),(73 273.85388),(74 272.09262),(75 271.19376),(76 275.62424),(77 275.7908),(78 278.59012),(79 278.79883),
(1 150.77107),(2 176.28435),(3 190.6496),(4 201.25822),(5 211.39063),(6 214.25638),(7 217.95598),(8 221.9164),(9 224.2445),(10 227.03226),(11 229.61942),(12 236.08717),(13 237.29272),(14 239.98544),(15 234.34366),(16 233.18028),(17 236.12788),(18 238.6751),(19 238.71509),(20 236.61198),(21 237.25923),(22 239.43297),(23 243.54361),(24 246.76134),(25 246.25911),(26 250.24338),(27 246.81499),(28 248.17943),(29 248.55122),(30 248.78429),(31 248.01913),(32 246.358),(33 244.7513),(34 243.91269),(35 244.88905),(36 245.90932),(37 245.29002),(38 247.35146),(39 246.962),(40 248.96442),(41 251.50578),(42 250.80232),(43 250.44637),(44 254.21243),(45 256.46292),(46 255.60188),(47 256.09116),(48 259.7278),(49 263.1213),(50 264.46576),(51 263.0495),(52 266.57455),(53 266.29602),(54 265.87192),(55 268.05527),(56 268.92883),(57 271.70966),(58 271.96585),(59 270.00797),(60 270.69702),(61 271.81235),(62 272.34384),(63 272.7396),(64 271.02832),(65 273.06396),(66 274.8024),(67 276.86343),(68 276.05228),(69 277.12067),(70 276.01294),(71 275.1607),(72 274.83328),(73 275.10294),(74 274.00958),(75 270.2131),(76 275.57355),(77 273.6746),(78 272.79562),(79 273.55536),
(1 144.56271),(2 171.50853),(3 183.87302),(4 198.02434),(5 204.21188),(6 205.6893),(7 211.99405),(8 218.0464),(9 219.0752),(10 223.18915),(11 226.12134),(12 230.9556),(13 232.8372),(14 233.13704),(15 228.14706),(16 231.29413),(17 231.43623),(18 230.72119),(19 232.5055),(20 231.63976),(21 230.31912),(22 233.00542),(23 238.77269),(24 240.38525),(25 243.79155),(26 244.98643),(27 243.46817),(28 242.01056),(29 244.15117),(30 243.0185),(31 244.05894),(32 243.41406),(33 240.98155),(34 239.88428),(35 240.12189),(36 242.29472),(37 241.249),(38 243.05818),(39 240.60663),(40 243.53394),(41 247.05962),(42 249.4247),(43 248.85661),(44 252.12657),(45 251.73538),(46 249.84753),(47 252.84032),(48 255.02069),(49 254.29445),(50 258.5105),(51 256.36218),(52 256.6826),(53 260.4925),(54 260.9772),(55 262.51474),(56 263.6596),(57 264.62146),(58 263.2721),(59 265.92282),(60 268.40405),(61 266.25937),(62 269.93015),(63 265.95657),(64 266.32904),(65 267.10056),(66 267.26947),(67 265.64325),(68 270.88608),(69 270.47058),(70 268.3887),(71 268.3105),(72 265.51303),(73 265.6777),(74 265.29935),(75 262.8501),(76 267.3048),(77 265.71573),(78 265.7553),(79 263.70117),
(1 144.53922),(2 168.90851),(3 184.13298),(4 197.81366),(5 203.98735),(6 207.55307),(7 213.31078),(8 214.05714),(9 217.15977),(10 219.4771),(11 220.05936),(12 223.47119),(13 225.27701),(14 227.2973),(15 222.92134),(16 224.76503),(17 227.30441),(18 228.05098),(19 231.2564),(20 229.214),(21 228.88689),(22 229.95364),(23 232.89378),(24 237.00731),(25 237.32936),(26 239.52788),(27 237.98773),(28 240.07513),(29 241.23325),(30 239.08379),(31 237.7696),(32 236.75153),(33 235.78609),(34 239.4838),(35 238.98766),(36 240.40456),(37 243.01868),(38 244.50061),(39 241.78754),(40 243.00912),(41 244.72932),(42 245.44441),(43 246.27702),(44 246.31366),(45 248.85318),(46 249.55463),(47 247.28241),(48 251.69614),(49 251.83133),(50 254.2495),(51 253.25098),(52 254.76105),(53 257.34192),(54 254.11414),(55 257.09744),(56 255.10646),(57 255.86607),(58 256.41937),(59 260.28476),(60 262.51044),(61 259.9236),(62 261.57443),(63 260.0911),(64 262.32153),(65 261.06857),(66 261.4896),(67 260.02643),(68 260.142),(69 258.3151),(70 258.8949),(71 261.1143),(72 259.63333),(73 259.50845),(74 259.5283),(75 257.94266),(76 259.65674),(77 260.39148),(78 258.14172),(79 260.94046),
(1 144.08258),(2 167.33803),(3 180.80803),(4 193.71553),(5 198.76918),(6 202.69939),(7 206.85905),(8 208.52914),(9 214.86827),(10 214.30907),(11 217.32323),(12 222.96301),(13 224.16704),(14 224.03822),(15 220.76613),(16 222.40607),(17 225.06259),(18 227.12056),(19 228.82016),(20 226.7431),(21 227.94635),(22 228.07571),(23 232.45844),(24 233.57698),(25 235.30444),(26 234.79811),(27 234.0841),(28 233.40526),(29 234.82838),(30 234.72151),(31 234.16014),(32 234.503),(33 234.45474),(34 234.48088),(35 235.70607),(36 233.80371),(37 238.29517),(38 237.70715),(39 234.88438),(40 237.436),(41 238.90526),(42 240.77948),(43 240.56584),(44 242.73212),(45 244.12631),(46 245.22641),(47 245.31813),(48 246.30312),(49 248.48991),(50 248.67426),(51 246.3278),(52 247.84518),(53 250.08844),(54 251.872),(55 251.46468),(56 251.515),(57 251.92903),(58 252.28096),(59 254.05702),(60 253.24884),(61 256.31982),(62 255.41164),(63 253.85825),(64 254.99243),(65 254.53508),(66 255.55305),(67 255.82957),(68 255.59338),(69 254.64522),(70 254.89438),(71 253.23715),(72 255.1622),(73 256.2132),(74 257.16217),(75 255.44489),(76 254.56586),(77 258.50385),(78 258.65707),(79 260.39117),
(1 143.33951),(2 166.72508),(3 181.3214),(4 190.17198),(5 194.61803),(6 201.79547),(7 202.63364),(8 207.94147),(9 211.47186),(10 213.30637),(11 212.90427),(12 216.36124),(13 216.64345),(14 217.66629),(15 217.17528),(16 217.42451),(17 221.04135),(18 222.06732),(19 223.7009),(20 222.42638),(21 222.28835),(22 226.11563),(23 228.48264),(24 230.99796),(25 232.67038),(26 234.0228),(27 232.53581),(28 232.45961),(29 232.29947),(30 232.016),(31 235.25377),(32 232.48926),(33 233.04782),(34 232.03683),(35 232.64359),(36 232.06989),(37 235.39885),(38 235.13638),(39 232.435),(40 234.00294),(41 234.4172),(42 238.68771),(43 239.57086),(44 241.35916),(45 239.63641),(46 242.42996),(47 246.20535),(48 247.57225),(49 251.43883),(50 250.93822),(51 247.66292),(52 251.68915),(53 254.01192),(54 254.44493),(55 252.4134),(56 253.1157),(57 254.4254),(58 252.4845),(59 252.86986),(60 251.94858),(61 252.69681),(62 255.18622),(63 252.98366),(64 254.22072),(65 256.86548),(66 251.93689),(67 252.22021),(68 254.14297),(69 253.12033),(70 254.91037),(71 253.46063),(72 253.03511),(73 255.0647),(74 256.221),(75 252.96492),(76 253.15912),(77 256.64468),(78 255.53633),(79 257.6877),
(1 141.0038),(2 164.5603),(3 176.898),(4 189.12383),(5 194.18619),(6 199.30453),(7 202.31697),(8 207.98363),(9 212.34053),(10 213.75023),(11 215.12614),(12 219.02492),(13 220.09554),(14 222.63164),(15 220.08397),(16 220.26514),(17 220.57542),(18 221.58589),(19 224.27083),(20 224.13017),(21 226.0065),(22 228.48007),(23 228.89226),(24 229.701),(25 230.7758),(26 232.86966),(27 229.68037),(28 229.61478),(29 230.39227),(30 231.06108),(31 228.91917),(32 227.85394),(33 228.2237),(34 226.34486),(35 225.81738),(36 226.52713),(37 230.1395),(38 231.1708),(39 230.72356),(40 233.35857),(41 231.00334),(42 233.46819),(43 233.573),(44 234.5365),(45 235.1214),(46 236.81451),(47 235.9309),(48 238.2016),(49 240.622),(50 241.93239),(51 240.11804),(52 243.46988),(53 244.2361),(54 246.27864),(55 247.12347),(56 247.98509),(57 250.55144),(58 246.02885),(59 247.81935),(60 249.38268),(61 251.45236),(62 253.54343),(63 249.47299),(64 251.6061),(65 251.3448),(66 248.35356),(67 250.07495),(68 250.6792),(69 250.9089),(70 250.25267),(71 251.3402),(72 249.03354),(73 249.86487),(74 253.30127),(75 248.74701),(76 250.52667),(77 250.05104),(78 251.78226),(79 252.06165),
(1 135.85059),(2 159.9691),(3 170.64905),(4 181.5179),(5 190.54591),(6 192.90811),(7 196.21278),(8 201.8565),(9 204.733),(10 207.54759),(11 208.69133),(12 213.78914),(13 215.04381),(14 215.4218),(15 215.29901),(16 218.06683),(17 217.66049),(18 218.47878),(19 219.63805),(20 219.10953),(21 219.57167),(22 219.9484),(23 222.67732),(24 222.84424),(25 223.49924),(26 226.6889),(27 223.63184),(28 223.3467),(29 225.69058),(30 227.17102),(31 225.25766),(32 224.54459),(33 224.21965),(34 223.18282),(35 223.1855),(36 226.15654),(37 226.91327),(38 227.37662),(39 225.58577),(40 230.24236),(41 228.84065),(42 229.2698),(43 230.83307),(44 231.85359),(45 231.509),(46 237.79404),(47 236.06999),(48 238.60855),(49 240.46631),(50 242.04305),(51 240.09047),(52 245.2124),(53 245.27158),(54 244.32027),(55 244.49773),(56 246.69267),(57 249.14832),(58 247.27962),(59 245.08363),(60 241.5943),(61 243.53722),(62 242.8),(63 243.19617),(64 245.03667),(65 244.67268),(66 245.16772),(67 242.74538),(68 242.82704),(69 241.45847),(70 242.30092),(71 243.8512),(72 244.20912),(73 245.18687),(74 244.41216),(75 247.60532),(76 247.76717),(77 249.33495),(78 248.73529),(79 252.77542),
(1 136.05125),(2 156.2707),(3 167.95996),(4 180.9625),(5 189.10103),(6 192.45213),(7 195.04004),(8 199.40005),(9 202.86522),(10 203.85213),(11 206.37933),(12 209.75941),(13 209.16225),(14 209.44014),(15 208.85808),(16 209.26097),(17 208.43442),(18 207.90431),(19 209.82693),(20 209.7736),(21 208.74536),(22 211.10968),(23 214.56708),(24 216.85622),(25 217.42523),(26 214.95544),(27 215.8151),(28 215.87593),(29 218.58867),(30 220.25998),(31 220.92007),(32 220.01788),(33 221.21088),(34 219.06966),(35 220.28308),(36 222.98837),(37 223.04092),(38 226.80359),(39 225.2789),(40 226.54883),(41 225.64243),(42 227.06079),(43 225.2321),(44 226.58315),(45 228.413),(46 232.82541),(47 232.57007),(48 235.1478),(49 236.20476),(50 238.10962),(51 234.70506),(52 236.06252),(53 238.19305),(54 238.50012),(55 240.2606),(56 240.08067),(57 241.17473),(58 242.1668),(59 239.4521),(60 240.75171),(61 242.04546),(62 242.43454),(63 240.99529),(64 241.6626),(65 239.33466),(66 242.32135),(67 241.92993),(68 241.9107),(69 243.67305),(70 241.78874),(71 242.65552),(72 243.7982),(73 244.72798),(74 244.71977),(75 243.70709),(76 244.79567),(77 246.98799),(78 245.74518),(79 247.4559),
(1 135.41261),(2 156.75256),(3 167.05849),(4 180.83006),(5 185.9085),(6 191.34097),(7 195.19377),(8 200.73619),(9 202.49675),(10 205.9207),(11 206.81773),(12 210.44109),(13 214.11362),(14 213.52461),(15 211.67613),(16 214.83061),(17 214.83168),(18 216.10402),(19 214.76265),(20 217.47878),(21 214.31293),(22 214.02557),(23 215.43321),(24 218.52228),(25 221.26572),(26 222.38603),(27 219.9792),(28 220.01025),(29 221.90355),(30 216.40805),(31 217.94342),(32 217.7476),(33 215.58073),(34 215.20468),(35 214.62045),(36 217.98795),(37 218.81285),(38 221.89954),(39 220.73428),(40 223.95041),(41 223.9191),(42 228.50005),(43 225.88255),(44 228.00916),(45 227.44165),(46 228.70021),(47 230.15881),(48 231.26288),(49 230.73909),(50 233.11937),(51 234.66827),(52 235.90527),(53 236.25554),(54 233.69301),(55 235.20226),(56 235.14331),(57 235.6888),(58 235.83318),(59 232.66096),(60 235.36623),(61 235.58833),(62 237.69),(63 238.51347),(64 236.1955),(65 237.26906),(66 238.99274),(67 239.99202),(68 235.94673),(69 234.37389),(70 237.9343),(71 237.20416),(72 237.09843),(73 238.69374),(74 237.6282),(75 234.86867),(76 235.55904),(77 234.29642),(78 233.0268),(79 233.18135),
(1 135.89105),(2 156.94125),(3 168.15736),(4 177.4801),(5 184.84547),(6 188.23492),(7 191.86063),(8 202.47324),(9 202.4341),(10 205.2347),(11 205.3986),(12 208.54333),(13 209.35449),(14 210.52928),(15 206.99838),(16 208.47346),(17 209.31514),(18 212.03403),(19 212.55675),(20 210.50134),(21 210.80786),(22 212.04216),(23 215.88647),(24 216.04276),(25 219.37357),(26 219.49074),(27 217.16267),(28 216.40828),(29 219.63513),(30 219.95157),(31 219.79878),(32 217.809),(33 217.8803),(34 216.27322),(35 216.18011),(36 215.59068),(37 217.78453),(38 222.27733),(39 221.11615),(40 221.27898),(41 223.90164),(42 224.5206),(43 223.99286),(44 224.39868),(45 223.59224),(46 229.93178),(47 228.5836),(48 230.09644),(49 231.47058),(50 235.70683),(51 232.21828),(52 231.95877),(53 232.72815),(54 231.8898),(55 232.63208),(56 234.12706),(57 235.45451),(58 236.6024),(59 234.53238),(60 235.00293),(61 235.78674),(62 238.58385),(63 239.45264),(64 237.7598),(65 240.4054),(66 240.55136),(67 240.03934),(68 239.60251),(69 238.88057),(70 241.41927),(71 240.33714),(72 241.85986),(73 241.18933),(74 241.2836),(75 238.05148),(76 239.17607),(77 237.17567),(78 238.68707),(79 240.65787),
