1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 13912.488),(2 38476.418),(3 80534.33),(4 131528.73),(5 190333.75),(6 251524.05),(7 321239.72),(8 390023.97),(9 458951.63),(10 512203.9),(11 565689),(12 605275.56),(13 655740.75),(14 699691.56),(15 739067.25),(16 776095.25),(17 806072.2),(18 836497.3),(19 876425.5),(20 904392.8),(21 955757),(22 1008479.2),(23 1071150.8),(24 1129289),(25 1201192.5),(26 1283074.9),(27 1361233.1),(28 1454137.6),(29 1541096.5),(30 1626212),(31 1698804.1),(32 1777019.9),(33 1857691.4),(34 1909824.1),(35 1948071),(36 1982477),(37 2018528.9),(38 2070049),(39 2119930),(40 2189180.8),(41 2265143.3),(42 2355994.3),(43 2458635.3),(44 2556811.3),(45 2672496),(46 2778777.5),(47 2887075.3),(48 3004463.8),(49 3110384),(50 3209592.3),(51 3322729.3),(52 3454767.8),(53 3571553.3),(54 3678128.8),(55 3797792),(56 3938688),(57 4107888.3),(58 4262921.5),(59 4421085.5),(60 4565127.5),(61 4694815),(62 4814382.5),(63 4927547),(64 5048199.5),(65 5152193.5),(66 5278110.5),(67 5397560.5),(68 5506882.5),(69 5629526.5),(70 5736057.5),(71 5857501.5),(72 5954063.5),(73 6053629.5),(74 6160818.5),(75 6263424.5),(76 6416907.5),(77 6559513.5),(78 6702068),(79 6874746.5),
(1 6745.511),(2 20420.264),(3 34665.793),(4 46530.813),(5 54656.44),(6 59252.51),(7 61396.484),(8 62109.24),(9 62929.15),(10 63925.484),(11 65433.773),(12 66974.45),(13 68572.414),(14 70404.58),(15 71782.12),(16 73939.445),(17 75809.11),(18 76529.195),(19 76155.91),(20 75451.42),(21 74831.266),(22 74336.91),(23 73054.65),(24 72232.47),(25 72992.84),(26 75299.75),(27 78088.89),(28 81061.9),(29 83634.77),(30 86029.7),(31 87429.12),(32 87850.38),(33 87130.04),(34 85947.52),(35 84823.42),(36 84455.21),(37 84036.29),(38 84091.97),(39 83503.53),(40 82668.195),(41 82798.09),(42 83305.58),(43 83314.734),(44 83478.44),(45 83972.84),(46 84514.66),(47 84833.38),(48 85131.086),(49 84795.07),(50 83637.79),(51 82271.27),(52 81283.95),(53 80503.94),(54 80105.39),(55 79556.58),(56 78772.53),(57 78257.664),(58 77796.805),(59 77216.81),(60 76974.69),(61 76961.41),(62 76550.64),(63 76279.27),(64 76679.29),(65 76742.29),(66 76169.234),(67 75616.49),(68 75339.625),(69 76399.16),(70 77439.62),(71 78773.94),(72 79991.375),(73 81415.97),(74 82714.516),(75 84169.77),(76 84468.234),(77 84126.81),(78 83562.42),(79 82962.62),
(1 6960.3647),(2 21331.152),(3 36134.383),(4 48317.3),(5 56785.78),(6 61984.727),(7 64162.938),(8 64870.973),(9 65163.445),(10 66451.914),(11 68593.35),(12 70899.15),(13 72945.95),(14 74227.766),(15 75696.15),(16 77215.28),(17 77413.1),(18 76850.055),(19 76676.45),(20 77128.47),(21 77715.17),(22 78010.81),(23 77813.945),(24 77876.39),(25 78356.58),(26 79342.086),(27 80501.234),(28 80978.875),(29 81140.26),(30 82221.08),(31 83278.516),(32 84217.234),(33 85689.42),(34 86968.36),(35 87872.31),(36 88327.83),(37 87864.58),(38 86753.414),(39 85597.89),(40 83741.87),(41 82685.65),(42 82810.95),(43 83267.125),(44 83627.58),(45 83927.555),(46 84322.766),(47 83910.31),(48 83251.836),(49 82490.11),(50 82206.59),(51 82141.375),(52 81981.41),(53 80833.586),(54 79388.49),(55 78773.36),(56 78705.15),(57 79028.234),(58 79321.41),(59 79848.266),(60 80060.17),(61 79332.28),(62 78595.96),(63 77746.91),(64 77398.516),(65 76363.79),(66 75159.75),(67 74091.086),(68 74177.04),(69 74938.77),(70 76164.61),(71 76524.195),(72 76692.19),(73 76786.055),(74 77017.92),(75 77604.586),(76 77864.266),(77 78614.98),(78 79575.516),(79 80637.586),
(1 6834.101),(2 20749.867),(3 35437.492),(4 47311.6),(5 55298.24),(6 59805.29),(7 61618.504),(8 61656.4),(9 61456.313),(10 61777.19),(11 62859.34),(12 64455.28),(13 65938.3),(14 67397.94),(15 68537.64),(16 70015.586),(17 70408.945),(18 70238.43),(19 70021.65),(20 69563.625),(21 69247.22),(22 68702.67),(23 67939.07),(24 67449.34),(25 67649.8),(26 68718.63),(27 69857.15),(28 69903.12),(29 70886.984),(30 72091.67),(31 72672.39),(32 73145.18),(33 74215.55),(34 75738.05),(35 77426.63),(36 78647.56),(37 79389.16),(38 79041.97),(39 77807.99),(40 77012.12),(41 76534.36),(42 76195.11),(43 75720.15),(44 75269.35),(45 74913.93),(46 75041.984),(47 75132.27),(48 75733.75),(49 76749.27),(50 77390.32),(51 77788.44),(52 77663.91),(53 76905.914),(54 76514.02),(55 76823.49),(56 76608.35),(57 76181.086),(58 75778.266),(59 75889.25),(60 75904.72),(61 75768.05),(62 75204.16),(63 74130.3),(64 73542.49),(65 73550.72),(66 73984.08),(67 74232.49),(68 74941.266),(69 75035.57),(70 74817.57),(71 74328.375),(72 73938.77),(73 73840.66),(74 73815.65),(75 73966.44),(76 73910.78),(77 73855.54),(78 74111.875),(79 73830.12),
(1 7164.6313),(2 21967.232),(3 37092.19),(4 48746.246),(5 56273.375),(6 60330.188),(7 62063.293),(8 61927.91),(9 61790.355),(10 61956.234),(11 62661.754),(12 63811.984),(13 64517.313),(14 64850.883),(15 65186.98),(16 66135.79),(17 67469.52),(18 68541.43),(19 69329.13),(20 69852.1),(21 70247.89),(22 70515.93),(23 69946.95),(24 69242.49),(25 69399.06),(26 70986.22),(27 72941.14),(28 73940.02),(29 74567.77),(30 74974.96),(31 75452.85),(32 75480.27),(33 75554.27),(34 75510.336),(35 76082.75),(36 77766.85),(37 79345.766),(38 80107.99),(39 80687),(40 81695.4),(41 83203.32),(42 83490.805),(43 82585.91),(44 81018.33),(45 79475.89),(46 78963.49),(47 78465.266),(48 78150.586),(49 78208.82),(50 79855.02),(51 81320.29),(52 81536.586),(53 80560.18),(54 79737.11),(55 78659.52),(56 77384.27),(57 76961.32),(58 76915.14),(59 77008.37),(60 76576.27),(61 76260.47),(62 75628.88),(63 74290.71),(64 73416.33),(65 72974.61),(66 72979.99),(67 72314.57),(68 71669.695),(69 70950.75),(70 70015.6),(71 69163.75),(72 69496.01),(73 70409.49),(74 71053.945),(75 71545.23),(76 72332.36),(77 73086.61),(78 73702.34),(79 74160.195),
(1 6798.033),(2 20655.8),(3 34596.72),(4 45289.26),(5 51882.137),(6 55268.105),(7 56329.91),(8 56721.547),(9 57455.977),(10 58633.445),(11 59553.48),(12 60214.89),(13 61195.375),(14 62350.543),(15 63765.32),(16 65282.73),(17 65736.72),(18 66073.62),(19 66240.18),(20 66083.03),(21 66389.875),(22 66173.73),(23 65576.164),(24 65505.027),(25 66305.086),(26 67558.46),(27 68062.28),(28 67751.586),(29 67382.125),(30 67253.734),(31 67057.62),(32 67748.09),(33 69240.76),(34 70016.79),(35 70204.945),(36 69853.67),(37 69250.74),(38 68466.17),(39 67931.984),(40 68593.555),(41 70504.01),(42 71257.29),(43 70832.92),(44 70861.664),(45 71077.04),(46 71181.305),(47 71127.49),(48 71319.164),(49 72308.95),(50 73619.266),(51 74626.6),(52 74607.43),(53 74054.54),(54 73049.95),(55 72317.5),(56 71850.62),(57 70871.46),(58 70330.75),(59 70252.73),(60 70031.7),(61 69233.164),(62 68277.03),(63 67147.52),(64 66233.05),(65 65986.95),(66 66289.97),(67 66342.11),(68 66340.484),(69 66197.5),(70 66362.61),(71 66321.51),(72 66161.14),(73 67171.516),(74 68554.72),(75 69387.67),(76 69755.57),(77 69937.07),(78 70585.875),(79 71313.39),
(1 6625.5166),(2 20015.514),(3 33230.523),(4 43361.934),(5 49909.895),(6 53704.414),(7 56234.285),(8 58272.668),(9 60047.746),(10 61899.47),(11 63020.316),(12 63533.29),(13 64213.87),(14 65256.656),(15 66824.07),(16 68685.414),(17 69352.12),(18 68978.37),(19 69102.67),(20 68886.44),(21 68352.58),(22 67205.625),(23 66157.55),(24 65848.51),(25 66646.9),(26 67684.56),(27 67617.125),(28 66962.01),(29 66168.84),(30 65520.914),(31 65121.758),(32 65842.72),(33 67271.67),(34 68234.3),(35 69255.07),(36 70558.66),(37 70867.805),(38 70529.305),(39 70181.8),(40 71029.35),(41 72615.62),(42 73603.09),(43 73850.695),(44 73903.66),(45 74134.055),(46 73545.234),(47 72151.01),(48 70922.76),(49 70483.94),(50 71252.48),(51 71449.66),(52 70547.875),(53 69345.62),(54 68778.28),(55 68402.89),(56 68214.734),(57 67843.055),(58 67425.12),(59 67424.83),(60 67450.055),(61 67731.695),(62 67824.21),(63 68051.21),(64 68410.76),(65 69056.39),(66 70181.66),(67 71552.63),(68 72042.46),(69 72504.16),(70 72902.45),(71 72411.87),(72 71664.22),(73 71539.84),(74 71948.48),(75 72442.87),(76 72498.52),(77 72278.664),(78 72492.69),(79 72872.3),
(1 6761.13),(2 20062.191),(3 33323.902),(4 43280.7),(5 49972.684),(6 54081.684),(7 56590.355),(8 57994.957),(9 59211.188),(10 59908.26),(11 60235.066),(12 61034.57),(13 62220.313),(14 63496.008),(15 65401.555),(16 66625.8),(17 66507.42),(18 66164.96),(19 66086.53),(20 66233.11),(21 65709.44),(22 64185.03),(23 62951.926),(24 62893.39),(25 63605.543),(26 64469.707),(27 64886.176),(28 64590.832),(29 64429.84),(30 64191.9),(31 63946.555),(32 64282.188),(33 64831.207),(34 65280.816),(35 66301.27),(36 67116.914),(37 67250.83),(38 67554.91),(39 68625.555),(40 70712.89),(41 71798.875),(42 71096.93),(43 69402.18),(44 67869.625),(45 67127.88),(46 67507.33),(47 68728.56),(48 71035.77),(49 73598.17),(50 75315.86),(51 75443.06),(52 74325.83),(53 72693.39),(54 71582.64),(55 70982.27),(56 70894.34),(57 71349.01),(58 71751.38),(59 71683.28),(60 71595.234),(61 71666.7),(62 71143.625),(63 69809.89),(64 68969.32),(65 68269.6),(66 67548.86),(67 66562.08),(68 66835.33),(69 66992.695),(70 66930.49),(71 66409.125),(72 66087.06),(73 66772.97),(74 68074.4),(75 69106.71),(76 69798.7),(77 69673.625),(78 69566.06),(79 69828.586),
(1 6673.7627),(2 20153.846),(3 33480.28),(4 43018.207),(5 48506.38),(6 51091.79),(7 51899.813),(8 52498.21),(9 53026.504),(10 53647.945),(11 54601.72),(12 55584.254),(13 56544.957),(14 57717.207),(15 58924.508),(16 59897.023),(17 59971.035),(18 59707.465),(19 59463.875),(20 59578.44),(21 59437.164),(22 58508.23),(23 57706.07),(24 57423.61),(25 57753.49),(26 58229.574),(27 58714.113),(28 59593.105),(29 60978.137),(30 62234.934),(31 63593.375),(32 64377.02),(33 64632.863),(34 64581.7),(35 64783.68),(36 64764.2),(37 64919.574),(38 65754.375),(39 67200.66),(40 68654.51),(41 68699.58),(42 67954.53),(43 67358.54),(44 66820.84),(45 66832.76),(46 67700.41),(47 68989.5),(48 70692.56),(49 71911.52),(50 72424.37),(51 72401.32),(52 71511.05),(53 70310.625),(54 69379.84),(55 68747.68),(56 68858.17),(57 69196.27),(58 69605.76),(59 69855.29),(60 69116.055),(61 67762.52),(62 66894.88),(63 66080.75),(64 65154.504),(65 64223.2),(66 63591.492),(67 63309.133),(68 63549.645),(69 64500.805),(70 65587.664),(71 66242.94),(72 66179.77),(73 65850.52),(74 65877.016),(75 66140.08),(76 66550.84),(77 66749.88),(78 66721.586),(79 66198.54),
(1 6577.913),(2 19541.518),(3 32151.871),(4 41172.65),(5 46506.508),(6 49377.258),(7 50853.2),(8 51854.297),(9 52753.953),(10 53603.047),(11 54364.223),(12 54729.555),(13 55240.344),(14 56202.633),(15 57468.39),(16 59103.14),(17 60407.66),(18 61371.055),(19 61584.215),(20 61573.64),(21 60303.2),(22 58179.55),(23 56271.902),(24 55865.723),(25 56021.28),(26 56227.805),(27 56308.984),(28 56302.13),(29 56960.07),(30 58079.305),(31 58394.406),(32 58016.098),(33 57704.36),(34 57676.85),(35 58480.35),(36 58920.258),(37 59196.574),(38 59013.15),(39 59030.277),(40 60016.14),(41 60801.12),(42 61549.918),(43 61498.02),(44 61674.547),(45 62371.332),(46 63223.39),(47 64618.273),(48 65780.62),(49 66650.01),(50 67267.086),(51 68032.47),(52 68350.37),(53 68264.38),(54 68730.664),(55 69163.82),(56 69458.195),(57 68947.61),(58 68426.54),(59 67713.164),(60 66896.49),(61 65923.984),(62 64959.785),(63 64218.156),(64 63889.195),(65 63136.13),(66 62839.953),(67 63068.258),(68 63754.004),(69 63867.94),(70 63303.668),(71 63063.445),(72 63500.65),(73 63898.582),(74 64046.316),(75 64117.555),(76 63953.85),(77 63231.77),(78 62679.4),(79 62868.758),
(1 6308.725),(2 18778.766),(3 30617.127),(4 39164.965),(5 44544.598),(6 47468.027),(7 49275.008),(8 50151.242),(9 50664.285),(10 51393.742),(11 52281.6),(12 53421.47),(13 54680.027),(14 55573.61),(15 56448.055),(16 56799.62),(17 56045.848),(18 55804.777),(19 56123.895),(20 56318.363),(21 55629.7),(22 54031.566),(23 52931.383),(24 52743.855),(25 53054.344),(26 53367.098),(27 53538.598),(28 54278.527),(29 54762.12),(30 55261.184),(31 55588.105),(32 55350.58),(33 55262.594),(34 55415.703),(35 56366.316),(36 56773.895),(37 56805.77),(38 56774.426),(39 57029.465),(40 57862.453),(41 58143.707),(42 58030.766),(43 56848.156),(44 56449.38),(45 57250.313),(46 58740.76),(47 60474.805),(48 61865.01),(49 62825.67),(50 63578.9),(51 64081.254),(52 64494.914),(53 64613.58),(54 64994.723),(55 65574.23),(56 65572.336),(57 65026.883),(58 64048.164),(59 62625.24),(60 61651.61),(61 60768.855),(62 60129.86),(63 59337.2),(64 58870.81),(65 58764.59),(66 59032.516),(67 59807.566),(68 60288.438),(69 60345.805),(70 60211.438),(71 60205.57),(72 60643.145),(73 61040.47),(74 61602.105),(75 62249.285),(76 63267.04),(77 63966.176),(78 63525.324),(79 62405.52),
(1 6680.9717),(2 19649.863),(3 31743.732),(4 40325.887),(5 44938.414),(6 46886.93),(7 47793.023),(8 49209.44),(9 50585.42),(10 51047.184),(11 51383.684),(12 51840.43),(13 52597.38),(14 53752.207),(15 54869.08),(16 55512.293),(17 55444.1),(18 55752.17),(19 55921.492),(20 56017.137),(21 55165.883),(22 54284.184),(23 54093.07),(24 54805.547),(25 55115.598),(26 55215.094),(27 55385.18),(28 56329.758),(29 57797.074),(30 58983.13),(31 59611.84),(32 59571.727),(33 58897.66),(34 58053.555),(35 57681.76),(36 57370.02),(37 56952.3),(38 57673.5),(39 58908.04),(40 59745.434),(41 59640.875),(42 59730.598),(43 59462.465),(44 58412.156),(45 58263.215),(46 58837.152),(47 59189.734),(48 59544.08),(49 59733.313),(50 59901.207),(51 59764.906),(52 59439.184),(53 58974.133),(54 59251.1),(55 59598.563),(56 60069.363),(57 60244.56),(58 60146.203),(59 59816.902),(60 59053.94),(61 58383.453),(62 58757.477),(63 58691.977),(64 58489.965),(65 58043.785),(66 57721.848),(67 57437.42),(68 57169.31),(69 57326.543),(70 57420.24),(71 57200.703),(72 56726.73),(73 56622.43),(74 57080.313),(75 57569.78),(76 57924.563),(77 57916.73),(78 57591.453),(79 57123.29),
(1 6228.647),(2 18217.514),(3 29510.002),(4 37413.438),(5 41864.797),(6 43814.594),(7 44541.95),(8 45090.23),(9 46014.695),(10 47141.367),(11 48692.42),(12 50418.992),(13 51666.05),(14 52603.793),(15 53805.04),(16 55268.473),(17 55649.05),(18 55781.926),(19 55614.066),(20 54711.223),(21 53141.676),(22 51526.3),(23 50411.473),(24 49980.027),(25 49766.555),(26 49843.273),(27 49999.473),(28 50318.51),(29 51180.62),(30 52202.71),(31 53199.473),(32 54022.73),(33 54756.246),(34 55391.99),(35 56141.527),(36 56098.484),(37 55940.06),(38 56745.12),(39 58136.258),(40 58587.664),(41 58826.69),(42 59079.723),(43 59287.074),(44 59500.63),(45 59933.1),(46 60154.215),(47 60199.504),(48 59817.734),(49 59575.793),(50 60273.93),(51 61062.34),(52 61737.445),(53 62168.12),(54 61921.977),(55 61138.19),(56 60003.563),(57 59041.883),(58 58712.703),(59 59145.652),(60 59550.34),(61 59719.43),(62 59310.37),(63 58433.266),(64 57759.855),(65 57439.367),(66 57206.938),(67 57318.1),(68 57649.344),(69 58167.832),(70 58597.203),(71 58683.754),(72 58220.28),(73 57667.918),(74 57369.53),(75 57813.375),(76 58528.508),(77 59262.883),(78 60031.266),(79 60339.043),
(1 6100.649),(2 17749.074),(3 28552.725),(4 35730.86),(5 39525.438),(6 41210.94),(7 41799.688),(8 42112.258),(9 42690.527),(10 43631.555),(11 44646.664),(12 45709.203),(13 46738.69),(14 48263.285),(15 49751.008),(16 51354.184),(17 51918.516),(18 52183.066),(19 52416.957),(20 51980.223),(21 51050.063),(22 50530.64),(23 50491.79),(24 50964.94),(25 51087.035),(26 51496.574),(27 52084.395),(28 52501.684),(29 52943.527),(30 52939.242),(31 52230.875),(32 51250.684),(33 50687),(34 51034.426),(35 51953.05),(36 52940.8),(37 53614.43),(38 54462.574),(39 55026.367),(40 54691.793),(41 54454.848),(42 54504),(43 54392.86),(44 54673.848),(45 55573.234),(46 56124.324),(47 56538.957),(48 56298.05),(49 55835.473),(50 55737.46),(51 56088.51),(52 55952.117),(53 56148.184),(54 56498.992),(55 57043.445),(56 56908.984),(57 56342.965),(58 56094.89),(59 56340.09),(60 56533.44),(61 57220.984),(62 58284.16),(63 58689.9),(64 59027.434),(65 59487.355),(66 59379.9),(67 58622.02),(68 57793.445),(69 57263.61),(70 57266.664),(71 57372.758),(72 56519.68),(73 55573.984),(74 54558.664),(75 54587.883),(76 54952.965),(77 55808.957),(78 56320.793),(79 55979.8),
(1 6285.688),(2 18555.082),(3 29878.93),(4 37427.09),(5 41437.09),(6 43129.945),(7 43680.22),(8 44113.832),(9 45259.297),(10 47065.297),(11 49103.14),(12 50611.09),(13 51508.94),(14 52441.703),(15 53316.57),(16 53786.254),(17 53336.516),(18 52926.348),(19 52385.152),(20 52173.527),(21 51623.37),(22 50606.77),(23 50178.86),(24 51305.438),(25 52807.37),(26 53946.734),(27 54487.98),(28 55330.836),(29 55714.03),(30 55428.586),(31 54075.594),(32 52598.21),(33 51931.023),(34 52847.332),(35 54264.332),(36 55091.125),(37 55289.133),(38 55439.92),(39 55339.125),(40 54122.445),(41 52954.348),(42 52255.2),(43 51931.098),(44 52384.566),(45 52968.12),(46 53251.49),(47 53349.15),(48 53937.38),(49 54570.234),(50 54414.832),(51 53429.008),(52 52416.92),(53 51248.65),(54 50487.1),(55 49867.87),(56 49221.848),(57 49419.27),(58 49883.555),(59 50407.547),(60 50446.418),(61 50730.67),(62 50939.785),(63 50897.95),(64 51800.64),(65 53048.125),(66 54078.984),(67 54543.043),(68 54594.363),(69 54050.52),(70 53727),(71 53639.645),(72 53783.04),(73 54275.574),(74 54579.637),(75 54611.266),(76 54570.71),(77 54062.957),(78 53876.305),(79 54117.72),
(1 5748.3286),(2 16733.393),(3 26896.533),(4 33881.76),(5 37326.656),(6 38429.31),(7 38611.355),(8 38374.285),(9 38693.41),(10 39924.797),(11 42057.086),(12 44191.824),(13 45457.324),(14 45934.36),(15 45559.355),(16 44915.008),(17 44316.094),(18 44382.465),(19 44410.203),(20 44781.957),(21 45692.96),(22 46444.574),(23 46504.74),(24 46133.96),(25 45559.164),(26 45221.547),(27 45309.945),(28 45981.34),(29 46744.707),(30 47502.79),(31 48252.336),(32 48379.95),(33 48110.1),(34 48595.266),(35 50168.83),(36 51484.402),(37 52130.402),(38 53020.89),(39 52895.008),(40 52144.04),(41 51502.83),(42 50533.426),(43 48985.11),(44 48194.39),(45 48232.43),(46 48430.17),(47 48608.98),(48 49072.29),(49 49705.45),(50 50238.332),(51 50647.45),(52 50557.97),(53 50203.71),(54 50269.742),(55 50681.27),(56 51068.234),(57 51389.832),(58 51329.684),(59 50693.313),(60 49972.277),(61 49989.277),(62 50674.996),(63 50890.094),(64 51181.855),(65 50654.082),(66 49662.234),(67 48730.402),(68 48429.82),(69 48242.332),(70 48361.613),(71 48742.746),(72 49397.07),(73 49898.496),(74 49747.164),(75 49261.445),(76 49074),(77 49732.953),(78 50296.07),(79 50111.523),
(1 6299.708),(2 18497.17),(3 29688.33),(4 37110.75),(5 40272.836),(6 40383.566),(7 39298.434),(8 38522.617),(9 38886.793),(10 40476.125),(11 43486.254),(12 46500.215),(13 48046.953),(14 48610.375),(15 48014.883),(16 46654.285),(17 45115.484),(18 44539.723),(19 44871.46),(20 45508.46),(21 46360.273),(22 47327.895),(23 47751.363),(24 47383.773),(25 46626.746),(26 46106.824),(27 46301.98),(28 46894.25),(29 47773.08),(30 48964.34),(31 49828),(32 50257.574),(33 49848.85),(34 49115.21),(35 48597.527),(36 48469.69),(37 49030.484),(38 50290.117),(39 51267.574),(40 51601.973),(41 51639.785),(42 51003.516),(43 50230.875),(44 49855.977),(45 50083.348),(46 50180.184),(47 50408.313),(48 50766.48),(49 51285.06),(50 52105.93),(51 52979.508),(52 53748.242),(53 53839.023),(54 53351.742),(55 52636.848),(56 51785.203),(57 51132.195),(58 50569.586),(59 49996.875),(60 49851.94),(61 50390.16),(62 51269.387),(63 51478.082),(64 51360.758),(65 51226.95),(66 51153.074),(67 50764.715),(68 50750.96),(69 50723.61),(70 50954),(71 51134.035),(72 51051.563),(73 50660.41),(74 49683.914),(75 48918.02),(76 48648.41),(77 48915.26),(78 49783.39),(79 50555.313),
(1 5825.0425),(2 16944.082),(3 27147.418),(4 33794.54),(5 37061.836),(6 37907.656),(7 37537.984),(8 37213.574),(9 37885.582),(10 39216.79),(11 41158.434),(12 43245.277),(13 44846.59),(14 45565.906),(15 45186.66),(16 44731.72),(17 44245.37),(18 44291.063),(19 44584.984),(20 44568.96),(21 44620.07),(22 44599.527),(23 44411.21),(24 43887.543),(25 43417.707),(26 43107.49),(27 42650.293),(28 43194.938),(29 44259.273),(30 44965.715),(31 44970.47),(32 44864.793),(33 44364.945),(34 43674.242),(35 43806.82),(36 44144.04),(37 44175.813),(38 44274.355),(39 44004.86),(40 43528.625),(41 44282.38),(42 45260.21),(43 45919.57),(44 46853.11),(45 47355.574),(46 47094.79),(47 47011.035),(48 47526.48),(49 48105.598),(50 48522.52),(51 49141.133),(52 49666.14),(53 49819.363),(54 49625.34),(55 49197.313),(56 48917.85),(57 48892.746),(58 49002.395),(59 49090.74),(60 49411.52),(61 49460.11),(62 49373.645),(63 49139.883),(64 48444.707),(65 47145.79),(66 46025.59),(67 45730.26),(68 45943.164),(69 46348.47),(70 46597.31),(71 46708.45),(72 46719.863),(73 46382.875),(74 46013.305),(75 45919.96),(76 45527.953),(77 45285.6),(78 45451.71),(79 45627.465),
