1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 13912.488),(2 38476.418),(3 80534.33),(4 131528.73),(5 190333.75),(6 251524.05),(7 321239.72),(8 390023.97),(9 458951.63),(10 512203.9),(11 565689),(12 605275.56),(13 655740.75),(14 699691.56),(15 739067.25),(16 776095.25),(17 806072.2),(18 836497.3),(19 876425.5),(20 904392.8),(21 955757),(22 1008479.2),(23 1071150.8),(24 1129289),(25 1201192.5),(26 1283074.9),(27 1361233.1),(28 1454137.6),(29 1541096.5),(30 1626212),(31 1698804.1),(32 1777019.9),(33 1857691.4),(34 1909824.1),(35 1948071),(36 1982477),(37 2018528.9),(38 2070049),(39 2119930),(40 2189180.8),(41 2265143.3),(42 2355994.3),(43 2458635.3),(44 2556811.3),(45 2672496),(46 2778777.5),(47 2887075.3),(48 3004463.8),(49 3110384),(50 3209592.3),(51 3322729.3),(52 3454767.8),(53 3571553.3),(54 3678128.8),(55 3797792),(56 3938688),(57 4107888.3),(58 4262921.5),(59 4421085.5),(60 4565127.5),(61 4694815),(62 4814382.5),(63 4927547),(64 5048199.5),(65 5152193.5),(66 5278110.5),(67 5397560.5),(68 5506882.5),(69 5629526.5),(70 5736057.5),(71 5857501.5),(72 5954063.5),(73 6053629.5),(74 6160818.5),(75 6263424.5),(76 6416907.5),(77 6559513.5),(78 6702068),(79 6874746.5),
(1 12864.057),(2 46278.656),(3 98807.63),(4 167694.25),(5 249740.17),(6 343564.38),(7 449633.7),(8 566224.94),(9 693051.8),(10 829326.25),(11 970767.06),(12 1117103.9),(13 1263688.5),(14 1411315.8),(15 1557521.9),(16 1705523),(17 1849255.6),(18 1988659.9),(19 2121082),(20 2251611.8),(21 2371815.3),(22 2480638.3),(23 2579980.8),(24 2662684.3),(25 2734885.5),(26 2793596.5),(27 2849532.5),(28 2898526),(29 2936907.8),(30 2964639.3),(31 2992424.3),(32 3008556.5),(33 3018989.3),(34 3023246.5),(35 3022905.8),(36 3018656),(37 3001588.3),(38 2975576.3),(39 2944392.8),(40 2910887.8),(41 2871895.8),(42 2827539),(43 2780074.5),(44 2731139.5),(45 2685673.8),(46 2637673.5),(47 2591655.8),(48 2551339.5),(49 2517086),(50 2485664.3),(51 2459857.5),(52 2434785.8),(53 2408125.3),(54 2381274.5),(55 2358505.5),(56 2337650),(57 2323084),(58 2311422.3),(59 2307298.5),(60 2305743.3),(61 2303294.3),(62 2307234),(63 2318824),(64 2339399),(65 2364642.3),(66 2397898),(67 2430595.8),(68 2463351.8),(69 2499433.3),(70 2536077),(71 2567907.8),(72 2592507.5),(73 2612454.8),(74 2630451.3),(75 2644023.8),(76 2655802.5),(77 2662308.5),(78 2660383.3),(79 2652346.8),
(1 14772.109),(2 54751.52),(3 119948.87),(4 203765.64),(5 303595.28),(6 416974.5),(7 541941.7),(8 678350.7),(9 823809.2),(10 975055.75),(11 1129959.6),(12 1283249.1),(13 1432267.1),(14 1572953.6),(15 1705411.6),(16 1826144.4),(17 1933880.1),(18 2024679.6),(19 2105606.8),(20 2175008),(21 2231266.3),(22 2277896.3),(23 2313885.5),(24 2332469.3),(25 2342226.3),(26 2341347.5),(27 2342495.8),(28 2338734.3),(29 2326613.8),(30 2308930),(31 2292953.8),(32 2276961.8),(33 2264468.8),(34 2246817.5),(35 2235231.8),(36 2228802.8),(37 2225854.3),(38 2225962),(39 2225573.3),(40 2231182.8),(41 2233792),(42 2240019.3),(43 2244266),(44 2248125),(45 2247891.5),(46 2246348.5),(47 2245242.5),(48 2251494.3),(49 2265937.8),(50 2282504.3),(51 2300797.8),(52 2316849.3),(53 2329564.3),(54 2339784.8),(55 2348016),(56 2353846),(57 2358854.3),(58 2362411.8),(59 2366447.3),(60 2370600.3),(61 2373355),(62 2375964.5),(63 2379212.8),(64 2386985.8),(65 2398123.8),(66 2410105.8),(67 2416997.5),(68 2417415.3),(69 2415519.5),(70 2409191.8),(71 2400240),(72 2382593.5),(73 2361757.8),(74 2341785.3),(75 2316065.3),(76 2297892.8),(77 2287515.8),(78 2274367),(79 2259151.8),
(1 13302.905),(2 49047.23),(3 107816.54),(4 181652.7),(5 271175.88),(6 372576.28),(7 485287.56),(8 603005.25),(9 727217.25),(10 850167.8),(11 971440.6),(12 1090996.1),(13 1208425.6),(14 1317008.5),(15 1416335.3),(16 1507228.5),(17 1590862.8),(18 1661109.3),(19 1725602.3),(20 1778152.6),(21 1821005.5),(22 1859181),(23 1889700.4),(24 1908658.9),(25 1920198.9),(26 1926989.9),(27 1928934.3),(28 1924077),(29 1923167),(30 1921404.5),(31 1919599),(32 1917494.1),(33 1916234.9),(34 1913636.8),(35 1916181.9),(36 1918924.8),(37 1926799.4),(38 1937409.9),(39 1950623.6),(40 1969306.4),(41 1990958.3),(42 2016377),(43 2044763.5),(44 2074000.5),(45 2101625.5),(46 2131488.8),(47 2160816.3),(48 2190370.3),(49 2220895),(50 2252805.8),(51 2282873),(52 2311286),(53 2340439.3),(54 2363940.8),(55 2380327),(56 2389909.5),(57 2396744),(58 2397905.5),(59 2390946),(60 2376475.8),(61 2355611),(62 2330197),(63 2304445),(64 2280771.5),(65 2251305.5),(66 2221904.3),(67 2185927.8),(68 2144096.3),(69 2101222.8),(70 2055992.4),(71 2011466.3),(72 1963984.6),(73 1915333.8),(74 1864497.3),(75 1814230.4),(76 1768173),(77 1726512),(78 1683587.4),(79 1644471.4),
(1 11943.338),(2 42632.914),(3 90975.97),(4 149488.88),(5 218741.84),(6 296439.03),(7 382623.63),(8 473678.13),(9 569708.56),(10 666622.5),(11 765583.6),(12 868092.5),(13 970343.7),(14 1069509.5),(15 1161619.3),(16 1244580.1),(17 1315577.3),(18 1376827.4),(19 1430562.4),(20 1477513.6),(21 1516756.6),(22 1548327.3),(23 1577387.3),(24 1602407.6),(25 1626043.9),(26 1648988),(27 1671909.8),(28 1690921),(29 1714645.3),(30 1743227.9),(31 1777440.4),(32 1807374.3),(33 1834647.3),(34 1854989.5),(35 1876948.6),(36 1900279),(37 1922632.8),(38 1945957),(39 1971443.5),(40 1994098.8),(41 2017699.9),(42 2040248),(43 2065798.8),(44 2088237.1),(45 2108468.8),(46 2125324.3),(47 2143566),(48 2166267.3),(49 2187602),(50 2210626.8),(51 2231704.5),(52 2253516.5),(53 2270875.8),(54 2287029),(55 2299332.3),(56 2307820.3),(57 2313625.8),(58 2311321),(59 2303155.8),(60 2286720),(61 2261885.5),(62 2230591.3),(63 2195995.8),(64 2162413.5),(65 2118902.3),(66 2073408),(67 2022368.4),(68 1972942.8),(69 1919022.4),(70 1863683),(71 1807761.9),(72 1751075),(73 1694863.5),(74 1639668),(75 1582599.9),(76 1527144.6),(77 1473565.9),(78 1419622.8),(79 1367949.1),
(1 15484.961),(2 57005.027),(3 123328.49),(4 207379.27),(5 306192.53),(6 416566.84),(7 537009.5),(8 664446.5),(9 797530.1),(10 933859.3),(11 1069327.4),(12 1202741.6),(13 1331497.8),(14 1455147),(15 1571021.9),(16 1672594.5),(17 1758400.6),(18 1827288.8),(19 1886197.9),(20 1932547),(21 1965699),(22 1976638.9),(23 1975725.5),(24 1962620.3),(25 1943677),(26 1918831.8),(27 1893239.4),(28 1864502.9),(29 1835635.5),(30 1813181.4),(31 1795900.5),(32 1777049),(33 1764324.8),(34 1752853.6),(35 1745278.9),(36 1742385.4),(37 1736758.3),(38 1731869.9),(39 1722564.8),(40 1710376.9),(41 1699557.4),(42 1683585),(43 1671237.6),(44 1660313.8),(45 1655816.3),(46 1650950.6),(47 1649175.1),(48 1655449.5),(49 1672937.1),(50 1691677.4),(51 1709496.9),(52 1734191.5),(53 1755183.1),(54 1775109.9),(55 1794142.9),(56 1810686.3),(57 1827122.1),(58 1836352.1),(59 1839653.6),(60 1841168.5),(61 1840562.9),(62 1838653.8),(63 1838809.9),(64 1837572.3),(65 1833497.8),(66 1824502.1),(67 1816263.4),(68 1804216),(69 1787708.9),(70 1770045.4),(71 1751417.4),(72 1737904),(73 1724443.9),(74 1713263.8),(75 1708917.4),(76 1705571.9),(77 1706103.5),(78 1704470.3),(79 1705222.9),
(1 14794.025),(2 54210.715),(3 114829.37),(4 192261.03),(5 283922.78),(6 387261.78),(7 500974.34),(8 623862.06),(9 754217.94),(10 888313.56),(11 1021352.1),(12 1149905.6),(13 1273073.6),(14 1386238.1),(15 1486582.9),(16 1568587.1),(17 1633011.8),(18 1681013.4),(19 1715960.8),(20 1737287.4),(21 1741620.8),(22 1728821.9),(23 1704150.9),(24 1670772.5),(25 1629328.6),(26 1587829.6),(27 1549708),(28 1517243.8),(29 1488912.9),(30 1466896.3),(31 1449890.6),(32 1434323.8),(33 1421188.5),(34 1405918.6),(35 1395592.6),(36 1387711.4),(37 1382658.3),(38 1381948.4),(39 1384856.5),(40 1386856),(41 1389807.5),(42 1395218.6),(43 1405589.9),(44 1416341.4),(45 1430192.8),(46 1443228.8),(47 1460836.3),(48 1481662.1),(49 1499925.9),(50 1515079.8),(51 1527658.4),(52 1541177.1),(53 1551314.4),(54 1556075.3),(55 1560850),(56 1563890.6),(57 1567843.3),(58 1568861.8),(59 1566480.3),(60 1567669.1),(61 1565556.3),(62 1565338.6),(63 1566755.8),(64 1564481.8),(65 1559130.6),(66 1549469.9),(67 1536747.3),(68 1521904.5),(69 1509964.3),(70 1499593.3),(71 1490425.6),(72 1487225.8),(73 1487221.5),(74 1489508.8),(75 1498010.1),(76 1506033.4),(77 1517442.1),(78 1529583.6),(79 1541144.8),
(1 15410.569),(2 58062.137),(3 124908.79),(4 210790.23),(5 312654.66),(6 426029.4),(7 548345.2),(8 676638.06),(9 807424.4),(10 937890.44),(11 1064511.9),(12 1185950.9),(13 1299693.1),(14 1401146.6),(15 1484018.3),(16 1548714.4),(17 1595541.3),(18 1631818.1),(19 1658018.4),(20 1675012.6),(21 1681855),(22 1676141.5),(23 1662167.8),(24 1639391.8),(25 1613691.4),(26 1590457.3),(27 1574503.8),(28 1564865.3),(29 1564331.9),(30 1573809.3),(31 1589951.9),(32 1613187.1),(33 1644787.8),(34 1673901.4),(35 1703861.6),(36 1737410.4),(37 1771891.9),(38 1802535),(39 1830524.8),(40 1857382.3),(41 1881132.6),(42 1903803.4),(43 1923164.3),(44 1937657),(45 1948727.6),(46 1951240.5),(47 1948001.4),(48 1945932.6),(49 1935667.6),(50 1918466.3),(51 1899314.5),(52 1881515.5),(53 1863632.5),(54 1845841.1),(55 1830238.3),(56 1821681.8),(57 1818363.1),(58 1821942.3),(59 1836277.9),(60 1858507.6),(61 1884878.3),(62 1919000.5),(63 1955618.4),(64 1993659.6),(65 2029082.6),(66 2061379.5),(67 2086270.8),(68 2104324.3),(69 2115108),(70 2118469.3),(71 2118423.3),(72 2108070.3),(73 2091650.6),(74 2068031),(75 2033203),(76 1992886.8),(77 1948576),(78 1899530.3),(79 1850089),
(1 15687.449),(2 58000.152),(3 123523.31),(4 205255.97),(5 299768.13),(6 402642.38),(7 510818.78),(8 619408.9),(9 728126.56),(10 833373.7),(11 932903.4),(12 1024737.94),(13 1108101.1),(14 1181189.4),(15 1244502.8),(16 1292922),(17 1330398.8),(18 1359852.8),(19 1383235.6),(20 1401202.4),(21 1410694.6),(22 1408911.5),(23 1404615.8),(24 1401142.5),(25 1399295.3),(26 1405676.6),(27 1413507.6),(28 1421767.9),(29 1433826),(30 1446442.6),(31 1456620),(32 1466958.1),(33 1476517.1),(34 1477408.9),(35 1474928),(36 1468563.9),(37 1461581.3),(38 1453366),(39 1443833.8),(40 1434432.5),(41 1425044.6),(42 1415379.9),(43 1407710.5),(44 1397563.9),(45 1385869.3),(46 1367156),(47 1343789.5),(48 1317968),(49 1289564.5),(50 1261353.6),(51 1233212.8),(52 1209457.8),(53 1191306.9),(54 1179892.4),(55 1176384.8),(56 1179916.1),(57 1191963.8),(58 1206672.3),(59 1225782.8),(60 1251066.9),(61 1280635.3),(62 1312423.6),(63 1342063.4),(64 1373915.1),(65 1403363.6),(66 1432213.1),(67 1460073.9),(68 1483211.4),(69 1506617.5),(70 1528883.9),(71 1548857.1),(72 1567272.4),(73 1577803.4),(74 1584008.1),(75 1582720.5),(76 1573666.5),(77 1556565.6),(78 1528077.6),(79 1495492.6),
(1 14920.342),(2 54992.14),(3 117509.09),(4 195981.81),(5 287450.94),(6 387970.2),(7 496616.72),(8 606551.8),(9 718616.75),(10 828668.7),(11 934987.9),(12 1033974.94),(13 1127151.1),(14 1208787.5),(15 1278980),(16 1337041.3),(17 1386539.9),(18 1425570),(19 1455758.1),(20 1476925.8),(21 1488154),(22 1492960),(23 1497139.1),(24 1501873.5),(25 1509516.8),(26 1521215),(27 1535369.4),(28 1545758.9),(29 1552146),(30 1557022.6),(31 1552301.6),(32 1545704.3),(33 1535709.8),(34 1516847.8),(35 1493152.8),(36 1466330),(37 1438196.1),(38 1413738.9),(39 1388395),(40 1366232.3),(41 1347356.5),(42 1330393.5),(43 1319934.4),(44 1310893.9),(45 1302525.5),(46 1293204.9),(47 1284535.5),(48 1279733.3),(49 1277876),(50 1278075.4),(51 1284216.3),(52 1297409.5),(53 1315173.5),(54 1337701.6),(55 1365886.5),(56 1396365.6),(57 1428272.6),(58 1462773.3),(59 1497489),(60 1529587.5),(61 1561217.9),(62 1588325.3),(63 1611551),(64 1632374.4),(65 1646696.6),(66 1657483.8),(67 1661922.3),(68 1661185.6),(69 1652627.5),(70 1636875),(71 1615714.3),(72 1591391.3),(73 1565366.5),(74 1538728.5),(75 1515791.4),(76 1492178),(77 1468535),(78 1446014.3),(79 1427177.4),
(1 15687.678),(2 58251.37),(3 124086.52),(4 208825.53),(5 308362.13),(6 417838.88),(7 535646.4),(8 658220.3),(9 782649.44),(10 905072.9),(11 1019937.5),(12 1126302.3),(13 1223673.5),(14 1305101.9),(15 1370960.3),(16 1417765.3),(17 1448255.1),(18 1461456.3),(19 1463101.3),(20 1454647.8),(21 1436421),(22 1410636.8),(23 1379879.4),(24 1348704.9),(25 1321202.9),(26 1294365),(27 1268028.1),(28 1247026.1),(29 1227316.5),(30 1208802.6),(31 1193236.4),(32 1181578.1),(33 1175129.1),(34 1166707.3),(35 1160939.5),(36 1158434.8),(37 1158502.3),(38 1161811.4),(39 1170194.6),(40 1182146.6),(41 1196694),(42 1214627.3),(43 1236316.3),(44 1257861.3),(45 1283605.3),(46 1308623.5),(47 1336194),(48 1368404.8),(49 1402234),(50 1437256.3),(51 1473329.1),(52 1511740.6),(53 1551400.8),(54 1590180.4),(55 1629107.6),(56 1668978),(57 1709781.9),(58 1751197),(59 1788684.3),(60 1819977.8),(61 1848768),(62 1870139.6),(63 1887821.6),(64 1897529.5),(65 1896580.4),(66 1885193.1),(67 1864717.9),(68 1838621.4),(69 1802097.4),(70 1758941),(71 1709066.8),(72 1654442.6),(73 1598952),(74 1544426.5),(75 1491662.3),(76 1437356.8),(77 1385508),(78 1335428.8),(79 1283608.5),
(1 18275.057),(2 68709.29),(3 147389.97),(4 246358.17),(5 360147.38),(6 483137.94),(7 611609.4),(8 739835.4),(9 863616.44),(10 979366.4),(11 1079069),(12 1166337.9),(13 1236700.8),(14 1289766.9),(15 1327515.3),(16 1350029.1),(17 1360070.6),(18 1357892.4),(19 1350467),(20 1337628.6),(21 1318516.8),(22 1303834.4),(23 1290749.3),(24 1282669.5),(25 1280207.4),(26 1278139.9),(27 1281590.9),(28 1287938.3),(29 1288554.3),(30 1291054.5),(31 1293175.8),(32 1293450.4),(33 1297830),(34 1299274.4),(35 1298863),(36 1298092.8),(37 1301341.3),(38 1305658.3),(39 1314813.5),(40 1320709),(41 1325621.5),(42 1331096.3),(43 1333772.1),(44 1336269.9),(45 1338877.1),(46 1340881.9),(47 1350952.5),(48 1366038.4),(49 1387121.1),(50 1413686.6),(51 1445083.3),(52 1485326.5),(53 1525984.5),(54 1573206.6),(55 1622240.3),(56 1669820.1),(57 1712190),(58 1747266),(59 1773156.3),(60 1784757.5),(61 1783773),(62 1771947),(63 1752832.3),(64 1725957.4),(65 1692918),(66 1653271.6),(67 1612486.4),(68 1567981),(69 1524296.3),(70 1479889.9),(71 1435867.4),(72 1389912.3),(73 1348717.5),(74 1313888.4),(75 1284232),(76 1258378.6),(77 1233939.9),(78 1214082.8),(79 1197308.3),
(1 16143.955),(2 59783.895),(3 127688.18),(4 213422.94),(5 315100.66),(6 426449.63),(7 543849.06),(8 662418.94),(9 779387.6),(10 889954.4),(11 988727.3),(12 1076139.9),(13 1147943.8),(14 1204540.3),(15 1249219.3),(16 1283711.6),(17 1309731.8),(18 1329407.6),(19 1340933),(20 1340899.3),(21 1335752.3),(22 1331156.8),(23 1326758),(24 1325505.5),(25 1328194.1),(26 1328818.6),(27 1335519.6),(28 1341995.3),(29 1335504.3),(30 1322475.1),(31 1301212.5),(32 1278125.6),(33 1250057.8),(34 1218765.4),(35 1191461.4),(36 1164349.5),(37 1142543.9),(38 1125895.6),(39 1110345.9),(40 1102100.6),(41 1098703.3),(42 1103333.5),(43 1113897.3),(44 1130138.8),(45 1152042.9),(46 1174919.4),(47 1203372),(48 1239619.6),(49 1276783.3),(50 1320332.8),(51 1360936.8),(52 1403579.5),(53 1441691.8),(54 1477097.8),(55 1510238.5),(56 1533443.9),(57 1545179.6),(58 1542562.1),(59 1531501),(60 1506656.1),(61 1467967.5),(62 1420935.5),(63 1362505.5),(64 1301466.9),(65 1242226.4),(66 1184653.4),(67 1131579.4),(68 1079419.5),(69 1031179.56),(70 986794),(71 946948.9),(72 911108.8),(73 881678),(74 855996.75),(75 834713.3),(76 820435.7),(77 809216.2),(78 802355.5),(79 799816.8),
(1 14875.813),(2 53805.81),(3 112856.01),(4 187086.98),(5 272883.25),(6 365675.13),(7 462016.84),(8 556740.4),(9 650042.3),(10 735543.75),(11 812034.5),(12 878345.5),(13 933972.94),(14 976655.8),(15 1009114.6),(16 1034799.94),(17 1053441.3),(18 1068120.9),(19 1080054.8),(20 1088915),(21 1096948),(22 1107625.6),(23 1116380.9),(24 1123177.6),(25 1124627.9),(26 1121266.6),(27 1112387.8),(28 1098784.4),(29 1079125.6),(30 1057465.9),(31 1035667.94),(32 1019247.06),(33 1008340),(34 1000636.44),(35 996815.4),(36 996045.1),(37 1002271.44),(38 1010981.56),(39 1023290.1),(40 1036877.9),(41 1050407.4),(42 1067223.1),(43 1084013.3),(44 1098494.9),(45 1112409.3),(46 1124385.6),(47 1137901.6),(48 1155580.9),(49 1173853),(50 1191732.9),(51 1209577.5),(52 1223410.8),(53 1234143.8),(54 1238091.6),(55 1240482.8),(56 1241429.6),(57 1239573),(58 1235518.4),(59 1230141.1),(60 1224524.6),(61 1216062.8),(62 1211003.5),(63 1202033.9),(64 1189929.4),(65 1174906.4),(66 1155906),(67 1136553.3),(68 1113975.5),(69 1088771.9),(70 1060443.8),(71 1028004.4),(72 994082.9),(73 961356.94),(74 928075.06),(75 896679.8),(76 868077.3),(77 840665.94),(78 815317.1),(79 794619.6),
(1 14758.01),(2 52817.715),(3 109889.49),(4 180025.56),(5 258748.73),(6 343018.22),(7 430445.2),(8 516763.8),(9 601175),(10 676452),(11 739586.44),(12 793329.6),(13 835226.1),(14 868309.6),(15 892384.9),(16 912078.9),(17 926524.2),(18 936819.2),(19 947969.06),(20 956382.25),(21 966708.2),(22 983608.8),(23 1002070.3),(24 1019629.5),(25 1038264),(26 1057426.1),(27 1076744.5),(28 1092331.9),(29 1104329.3),(30 1113651.5),(31 1121583.9),(32 1129501),(33 1135306.9),(34 1136928.6),(35 1135746.9),(36 1129740.1),(37 1122120.1),(38 1110591.9),(39 1092399.8),(40 1071440.5),(41 1048001.94),(42 1028904.06),(43 1012581.1),(44 1003892.25),(45 1005329.9),(46 1016139.56),(47 1035999.3),(48 1066062.3),(49 1102720.5),(50 1142711.3),(51 1182820.5),(52 1221329.1),(53 1255542),(54 1279296.1),(55 1291808.4),(56 1292306.6),(57 1280133.8),(58 1260103.8),(59 1231781.9),(60 1196734.3),(61 1159823.5),(62 1123375.8),(63 1092056.5),(64 1067629.3),(65 1050305.1),(66 1037300),(67 1029137.3),(68 1024911.6),(69 1021282.1),(70 1016493.7),(71 1011200.6),(72 1005318.5),(73 996109.5),(74 980470.06),(75 960155.2),(76 940397.3),(77 920294.25),(78 900265.94),(79 880196.9),
(1 15696.068),(2 57734.355),(3 121988.95),(4 201304.58),(5 291946.44),(6 388253.25),(7 486534.63),(8 578840.7),(9 665278.56),(10 742893.2),(11 806694.4),(12 859443.8),(13 900109.7),(14 928995.3),(15 948229.6),(16 964580.8),(17 973751.4),(18 978303.75),(19 979324.44),(20 975526.94),(21 974862.25),(22 979475.8),(23 985711.2),(24 989873.9),(25 989217.94),(26 986677),(27 983603.75),(28 975972.2),(29 966977.6),(30 957669.3),(31 950727.1),(32 949529.6),(33 953559),(34 961913.3),(35 976162.9),(36 993529),(37 1011937.25),(38 1027362.56),(39 1041984.7),(40 1052130.4),(41 1060612.8),(42 1066925.4),(43 1072711.9),(44 1076358.9),(45 1078089.4),(46 1078478.9),(47 1081969.8),(48 1088270.6),(49 1098332.9),(50 1104350.3),(51 1107050.3),(52 1102611.4),(53 1092064.4),(54 1073109.1),(55 1046833.75),(56 1014102.7),(57 977898.5),(58 937278.56),(59 897526.56),(60 861948),(61 831791.1),(62 807860.56),(63 791086.06),(64 783822.25),(65 785559.1),(66 791656),(67 802606.56),(68 816369.7),(69 831015.75),(70 841919.44),(71 850572.25),(72 856245.7),(73 859170.06),(74 860925.1),(75 861432.56),(76 864317),(77 865693.1),(78 865351.3),(79 863014.25),
(1 13537.37),(2 49345.605),(3 102727.38),(4 167462),(5 242453.58),(6 322229.28),(7 404178.34),(8 483575.28),(9 560467.7),(10 629366.2),(11 690935.94),(12 746222.25),(13 791724.44),(14 826646.4),(15 856907.25),(16 885115.44),(17 904676),(18 916689.5),(19 922579.25),(20 921299.7),(21 914979.5),(22 908559.6),(23 895228.9),(24 877618),(25 857252.75),(26 834873.1),(27 813381.1),(28 795334.3),(29 782030.44),(30 774670.2),(31 774324.3),(32 781406),(33 794125.6),(34 811060.7),(35 828992.1),(36 850437.8),(37 873309.1),(38 895703.6),(39 919181.8),(40 942327.7),(41 960952.56),(42 980051.06),(43 997026.5),(44 1015624.94),(45 1030398.3),(46 1040481.1),(47 1049707.6),(48 1060549.5),(49 1069599.5),(50 1074067.8),(51 1073335.4),(52 1067906.1),(53 1058193.9),(54 1044172.4),(55 1027937.7),(56 1012293.7),(57 994484.1),(58 979798.7),(59 967606.9),(60 957409.1),(61 949353.06),(62 938919.8),(63 926881.7),(64 911572),(65 895932.3),(66 879402.7),(67 865499.6),(68 853074.2),(69 842705.6),(70 833726.7),(71 827362.3),(72 824759.06),(73 827198.2),(74 835530.94),(75 849425.5),(76 869742.3),(77 894464.2),(78 919961.1),(79 950754.5),
