1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 106.53869),(2 142.8457),(3 163.73323),(4 173.42027),(5 181.33185),(6 187.86214),(7 193.88606),(8 198.25566),(9 202.9155),(10 207.36813),(11 213.57045),(12 212.80832),(13 218.85977),(14 222.71475),(15 223.44836),(16 218.72485),(17 216.99536),(18 214.78926),(19 216.84143),(20 218.4005),(21 218.34378),(22 222.41852),(23 225.77309),(24 224.16147),(25 224.51619),(26 227.2336),(27 228.49446),(28 226.89912),(29 230.61078),(30 228.55356),(31 228.4966),(32 230.67244),(33 227.91891),(34 227.19322),(35 227.235),(36 225.7759),(37 225.08551),(38 226.92606),(39 231.67043),(40 232.95856),(41 230.50699),(42 230.79906),(43 228.28195),(44 229.68053),(45 232.64857),(46 237.64967),(47 237.62627),(48 233.64091),(49 233.31834),(50 235.02072),(51 237.38652),(52 240.0256),(53 239.45692),(54 239.67058),(55 238.74117),(56 236.19034),(57 236.16202),(58 237.25983),(59 237.73186),(60 235.5174),(61 233.77637),(62 235.90846),(63 236.38795),(64 239.68274),(65 235.85262),(66 237.42882),(67 238.24881),(68 237.32254),(69 234.92807),(70 236.35501),(71 239.77301),(72 238.83588),(73 237.7944),(74 239.37965),(75 241.12248),(76 241.06284),(77 242.57254),(78 241.3582),(79 239.89687),
(1 104.845856),(2 142.31871),(3 163.2168),(4 174.45288),(5 181.86884),(6 187.4034),(7 191.70628),(8 195.00943),(9 199.41788),(10 200.82187),(11 203.72844),(12 203.231),(13 210.02899),(14 208.72522),(15 209.81377),(16 210.45029),(17 215.11201),(18 213.45375),(19 212.95709),(20 214.35352),(21 214.41284),(22 216.43416),(23 220.24232),(24 220.33522),(25 225.2001),(26 230.5054),(27 230.96706),(28 231.96594),(29 232.07317),(30 232.236),(31 233.14757),(32 234.11343),(33 230.84094),(34 226.21494),(35 223.73999),(36 223.74356),(37 222.11253),(38 223.14656),(39 223.9697),(40 223.13454),(41 222.29843),(42 224.16449),(43 225.12886),(44 224.638),(45 227.39725),(46 226.65942),(47 228.00867),(48 226.5916),(49 229.78911),(50 230.46198),(51 233.5684),(52 233.19968),(53 230.94492),(54 232.68202),(55 228.8263),(56 226.12585),(57 228.12085),(58 229.25677),(59 228.15211),(60 223.76718),(61 222.99081),(62 219.83353),(63 220.44441),(64 223.26526),(65 223.41917),(66 222.05504),(67 223.13737),(68 226.30267),(69 227.40967),(70 233.63274),(71 238.1643),(72 233.61128),(73 233.72693),(74 231.23041),(75 233.71367),(76 231.77776),(77 233.2856),(78 232.56316),(79 232.04886),
(1 102.12249),(2 138.93259),(3 166.19234),(4 177.65506),(5 186.81546),(6 192.56973),(7 197.61911),(8 200.34645),(9 204.25156),(10 205.63454),(11 208.52791),(12 209.6342),(13 212.28886),(14 212.62604),(15 212.38133),(16 213.42044),(17 217.88614),(18 220.71634),(19 221.1575),(20 220.83154),(21 219.99432),(22 219.28177),(23 222.57724),(24 221.79973),(25 221.68498),(26 223.94582),(27 222.92273),(28 221.03198),(29 222.9402),(30 225.12508),(31 228.83255),(32 223.7869),(33 221.38614),(34 218.67294),(35 220.33173),(36 223.50476),(37 225.07579),(38 223.89832),(39 230.55359),(40 222.9772),(41 223.7006),(42 227.76607),(43 227.99915),(44 225.72458),(45 226.5177),(46 226.58435),(47 228.83778),(48 225.0265),(49 227.05286),(50 226.4748),(51 225.31833),(52 221.98865),(53 221.64977),(54 222.15065),(55 222.91664),(56 224.75961),(57 227.23482),(58 222.4865),(59 223.90158),(60 222.72269),(61 225.54854),(62 228.52827),(63 230.69826),(64 229.18936),(65 222.43613),(66 221.94608),(67 220.67484),(68 219.9604),(69 222.97484),(70 229.38762),(71 232.1292),(72 229.62451),(73 232.1247),(74 230.3799),(75 233.56194),(76 229.37407),(77 227.9758),(78 228.52483),(79 230.28065),
(1 105.36383),(2 142.44072),(3 162.8773),(4 171.48488),(5 181.3955),(6 191.61266),(7 193.58936),(8 196.38277),(9 199.79042),(10 203.65323),(11 208.93127),(12 208.28163),(13 212.3622),(14 211.24391),(15 212.6304),(16 212.632),(17 215.289),(18 216.47124),(19 219.19264),(20 221.95724),(21 222.18463),(22 222.51266),(23 223.40169),(24 221.31923),(25 224.2973),(26 220.3974),(27 215.97441),(28 217.09595),(29 220.18655),(30 226.95518),(31 224.80688),(32 219.43675),(33 220.20113),(34 222.42642),(35 224.03934),(36 220.78075),(37 221.20134),(38 220.48395),(39 224.2736),(40 221.01108),(41 220.26218),(42 222.13094),(43 224.96939),(44 222.08734),(45 223.77963),(46 224.97081),(47 225.00113),(48 219.9842),(49 219.44147),(50 220.33002),(51 217.47731),(52 216.47694),(53 215.25017),(54 217.81223),(55 218.10083),(56 219.67789),(57 216.54826),(58 214.6408),(59 214.16924),(60 211.86517),(61 213.72597),(62 218.21046),(63 218.711),(64 217.21182),(65 214.7364),(66 215.09435),(67 213.25056),(68 215.01607),(69 221.22127),(70 221.04922),(71 221.74825),(72 220.63383),(73 223.72449),(74 218.96413),(75 222.50777),(76 224.19783),(77 225.01021),(78 228.3173),(79 229.0304),
(1 105.53138),(2 144.69016),(3 166.6562),(4 175.80023),(5 184.5268),(6 193.66411),(7 198.67746),(8 199.9825),(9 207.37163),(10 207.16902),(11 207.84837),(12 208.79416),(13 214.81772),(14 217.67911),(15 216.17471),(16 212.6002),(17 211.08902),(18 212.01662),(19 212.06152),(20 213.00919),(21 212.09703),(22 214.28679),(23 214.78882),(24 211.93839),(25 214.3235),(26 216.01115),(27 216.43042),(28 218.16495),(29 218.95003),(30 219.14998),(31 215.62378),(32 216.12802),(33 217.68039),(34 218.05411),(35 213.82848),(36 212.14828),(37 215.47655),(38 219.40083),(39 220.91908),(40 220.8661),(41 216.26463),(42 219.45865),(43 216.39561),(44 214.5253),(45 215.26488),(46 216.4216),(47 219.66347),(48 216.85127),(49 217.60684),(50 222.16124),(51 224.06372),(52 221.1519),(53 221.04465),(54 222.50038),(55 221.37039),(56 223.73294),(57 224.57336),(58 219.28398),(59 222.70389),(60 216.81757),(61 219.49895),(62 219.02931),(63 219.89055),(64 218.07472),(65 216.90251),(66 219.02133),(67 218.87254),(68 217.1696),(69 216.95422),(70 213.26244),(71 214.13472),(72 215.04327),(73 220.89635),(74 221.25159),(75 223.14464),(76 221.9663),(77 224.32124),(78 225.38615),(79 224.7331),
(1 104.5909),(2 141.99347),(3 162.07146),(4 170.58983),(5 178.79958),(6 190.0226),(7 196.81628),(8 201.00629),(9 204.37329),(10 207.3892),(11 205.50378),(12 205.9111),(13 210.67589),(14 212.24437),(15 214.24283),(16 215.69508),(17 215.97112),(18 217.55688),(19 216.82973),(20 218.12761),(21 216.07513),(22 216.38527),(23 215.78287),(24 214.37497),(25 215.30443),(26 218.07529),(27 218.06915),(28 218.0898),(29 215.87627),(30 215.59537),(31 217.40266),(32 214.41597),(33 212.10178),(34 212.08406),(35 210.11703),(36 209.30482),(37 210.99286),(38 210.6158),(39 211.96849),(40 211.16489),(41 211.38593),(42 216.54071),(43 215.27322),(44 212.86966),(45 213.03113),(46 209.00044),(47 211.6867),(48 214.73508),(49 218.53667),(50 218.43987),(51 218.4717),(52 214.5166),(53 216.68646),(54 216.94536),(55 214.47769),(56 218.49207),(57 219.26656),(58 216.48726),(59 216.26276),(60 214.53468),(61 217.8424),(62 215.60007),(63 217.81429),(64 217.90805),(65 216.01251),(66 216.7684),(67 219.07607),(68 223.2365),(69 221.68257),(70 218.93729),(71 218.94302),(72 222.1828),(73 226.94142),(74 227.7725),(75 228.09886),(76 227.51926),(77 227.97754),(78 230.85971),(79 236.20915),
(1 102.14859),(2 138.12805),(3 157.43987),(4 167.63582),(5 173.01363),(6 184.62299),(7 187.03833),(8 188.05624),(9 191.50728),(10 193.41714),(11 193.81096),(12 193.79768),(13 196.42705),(14 197.0152),(15 201.5686),(16 201.87848),(17 203.07889),(18 204.12051),(19 204.70677),(20 205.85794),(21 206.2565),(22 205.40309),(23 205.82568),(24 204.28717),(25 206.29759),(26 211.30621),(27 211.43227),(28 215.95895),(29 213.18478),(30 214.72783),(31 212.84201),(32 215.6936),(33 215.31242),(34 212.36023),(35 213.48645),(36 211.70357),(37 211.15985),(38 211.00514),(39 211.82097),(40 212.66257),(41 212.00015),(42 215.395),(43 217.73419),(44 219.21948),(45 220.502),(46 219.66249),(47 217.3039),(48 219.29903),(49 216.33572),(50 215.5013),(51 216.93465),(52 216.25266),(53 218.66743),(54 217.48312),(55 218.14963),(56 220.274),(57 218.31061),(58 215.04121),(59 216.0234),(60 213.06306),(61 214.0696),(62 215.14218),(63 215.3608),(64 216.7051),(65 214.01448),(66 211.80249),(67 209.93742),(68 215.14647),(69 214.5638),(70 217.31265),(71 217.83438),(72 217.88411),(73 218.53723),(74 217.6381),(75 220.26341),(76 219.50343),(77 222.46239),(78 224.45299),(79 222.65965),
(1 102.44255),(2 138.4132),(3 156.02359),(4 165.91774),(5 171.6762),(6 179.92328),(7 185.891),(8 189.12076),(9 192.43427),(10 196.22906),(11 198.70842),(12 198.77367),(13 201.39099),(14 201.65181),(15 202.57928),(16 202.8571),(17 203.70766),(18 205.91615),(19 207.62881),(20 208.89507),(21 210.52858),(22 210.60997),(23 208.52022),(24 209.33511),(25 211.1102),(26 212.63979),(27 211.27507),(28 214.21959),(29 215.17099),(30 212.66945),(31 213.22205),(32 216.08067),(33 215.939),(34 214.17381),(35 212.71487),(36 212.55037),(37 214.35797),(38 212.92249),(39 216.52669),(40 216.90736),(41 212.8842),(42 212.27284),(43 215.41171),(44 214.19846),(45 215.33722),(46 217.4758),(47 217.67206),(48 215.4043),(49 214.9998),(50 213.76292),(51 212.70918),(52 209.71013),(53 210.69914),(54 212.24887),(55 209.17796),(56 212.17297),(57 211.13954),(58 212.80066),(59 212.61913),(60 209.42908),(61 214.12317),(62 215.00964),(63 215.71538),(64 212.68819),(65 214.14272),(66 216.23628),(67 214.48161),(68 217.1396),(69 218.62791),(70 222.58037),(71 228.69481),(72 228.5655),(73 224.9732),(74 224.00711),(75 226.83752),(76 225.30812),(77 230.10196),(78 229.71509),(79 229.74045),
(1 100.33917),(2 135.04318),(3 155.628),(4 166.63922),(5 172.91394),(6 180.05237),(7 184.45175),(8 185.48883),(9 193.85529),(10 195.77547),(11 198.47983),(12 200.3126),(13 209.14484),(14 210.79213),(15 211.12831),(16 212.12761),(17 215.51454),(18 214.56119),(19 213.90752),(20 215.05838),(21 216.86557),(22 217.13402),(23 219.28937),(24 218.15707),(25 218.07858),(26 218.81178),(27 220.4397),(28 222.7163),(29 217.40501),(30 216.85893),(31 216.60002),(32 217.31279),(33 215.84087),(34 216.37817),(35 216.97989),(36 214.124),(37 215.83478),(38 213.38435),(39 214.90602),(40 211.922),(41 209.5166),(42 211.4496),(43 214.86136),(44 214.97504),(45 215.99904),(46 214.53088),(47 215.95944),(48 214.9203),(49 214.6694),(50 215.06963),(51 217.42946),(52 215.88269),(53 213.9069),(54 213.00719),(55 216.11902),(56 215.8917),(57 218.0772),(58 219.87279),(59 216.63214),(60 215.40288),(61 218.37283),(62 221.26054),(63 219.45076),(64 217.83916),(65 215.55623),(66 215.32358),(67 214.27664),(68 215.96527),(69 217.08664),(70 217.0231),(71 220.20612),(72 217.81178),(73 218.19034),(74 217.15244),(75 222.30191),(76 219.29085),(77 216.41759),(78 218.26733),(79 220.917),
(1 98.648346),(2 133.71628),(3 154.47226),(4 166.33846),(5 175.67888),(6 182.19275),(7 182.31874),(8 187.56262),(9 193.74686),(10 195.0774),(11 196.87756),(12 195.94759),(13 198.14946),(14 201.32013),(15 206.77116),(16 209.22258),(17 208.56116),(18 206.67369),(19 207.40309),(20 209.84375),(21 210.41296),(22 209.85617),(23 211.43117),(24 210.07275),(25 211.68658),(26 213.9337),(27 214.43454),(28 213.86269),(29 211.0588),(30 211.95992),(31 215.28697),(32 217.73737),(33 217.16083),(34 214.43355),(35 214.56284),(36 213.60727),(37 217.76454),(38 217.83496),(39 217.82689),(40 216.58871),(41 210.64304),(42 213.99052),(43 216.26344),(44 218.51071),(45 213.34186),(46 214.34846),(47 216.24081),(48 214.14616),(49 216.09978),(50 218.87796),(51 217.13925),(52 214.23235),(53 212.5275),(54 212.09052),(55 213.98595),(56 211.75525),(57 213.0702),(58 215.96053),(59 217.51659),(60 216.12108),(61 214.55067),(62 215.44664),(63 213.63026),(64 214.54062),(65 213.90195),(66 214.09314),(67 211.28957),(68 212.73204),(69 216.33047),(70 216.11586),(71 216.64505),(72 214.4745),(73 217.6969),(74 215.19191),(75 217.39964),(76 215.08868),(77 213.13843),(78 215.51079),(79 219.97296),
(1 99.8722),(2 135.93423),(3 153.74532),(4 159.58487),(5 165.97008),(6 176.95882),(7 175.43134),(8 177.24992),(9 181.61575),(10 185.96141),(11 188.46854),(12 188.67523),(13 194.0398),(14 194.75183),(15 195.39694),(16 196.09442),(17 200.8272),(18 205.26541),(19 204.15172),(20 203.39195),(21 203.10118),(22 203.35284),(23 207.69183),(24 202.35132),(25 205.03215),(26 206.7429),(27 203.05882),(28 205.06007),(29 203.26375),(30 205.0517),(31 208.34702),(32 209.18295),(33 210.68323),(34 207.84973),(35 206.78252),(36 204.24948),(37 207.06104),(38 207.92763),(39 210.23022),(40 212.43488),(41 209.49852),(42 212.76498),(43 213.81879),(44 215.16873),(45 213.38373),(46 210.60553),(47 210.37613),(48 211.2947),(49 211.06853),(50 213.32748),(51 214.04807),(52 214.41452),(53 215.0698),(54 210.07545),(55 209.81306),(56 211.10936),(57 210.65015),(58 211.20976),(59 212.07602),(60 212.07605),(61 208.95338),(62 208.72188),(63 212.27931),(64 210.14171),(65 207.2601),(66 206.99875),(67 209.02383),(68 208.30724),(69 212.91582),(70 214.85823),(71 212.94926),(72 211.2036),(73 209.91557),(74 211.8538),(75 213.52065),(76 216.53021),(77 215.7591),(78 215.80217),(79 217.7727),
(1 98.74879),(2 134.98209),(3 156.05702),(4 163.4256),(5 168.28946),(6 177.35487),(7 179.69382),(8 177.8118),(9 183.38057),(10 185.29489),(11 189.13),(12 189.39572),(13 194.49965),(14 196.59859),(15 199.58826),(16 201.53766),(17 207.94649),(18 209.35066),(19 206.87833),(20 205.14435),(21 206.79016),(22 208.65523),(23 212.7643),(24 208.76814),(25 207.48839),(26 208.45992),(27 208.4753),(28 210.45378),(29 209.44276),(30 208.92215),(31 206.3316),(32 207.08862),(33 209.1085),(34 207.45216),(35 206.0249),(36 203.87784),(37 208.48402),(38 209.28284),(39 210.59906),(40 208.0181),(41 208.00394),(42 209.01399),(43 211.1229),(44 210.93298),(45 207.1294),(46 208.17068),(47 211.75232),(48 211.06255),(49 212.4373),(50 212.55391),(51 215.35556),(52 216.44548),(53 216.67192),(54 215.78575),(55 214.6381),(56 214.84756),(57 210.71486),(58 209.65962),(59 209.20131),(60 207.57063),(61 207.83304),(62 206.29033),(63 208.89845),(64 210.28255),(65 208.49786),(66 205.88057),(67 207.40552),(68 208.30978),(69 207.04544),(70 210.8368),(71 210.47809),(72 202.27817),(73 201.44705),(74 203.82813),(75 209.15686),(76 210.4296),(77 211.69945),(78 211.37848),(79 211.42548),
(1 98.20691),(2 133.53415),(3 153.93504),(4 166.0602),(5 174.79034),(6 184.54755),(7 185.74713),(8 185.16374),(9 187.58043),(10 190.87317),(11 192.61354),(12 192.78142),(13 193.59212),(14 193.76614),(15 195.233),(16 192.93843),(17 192.42236),(18 192.65742),(19 192.56345),(20 194.95755),(21 197.36574),(22 200.48434),(23 203.13527),(24 202.47903),(25 201.157),(26 201.91061),(27 201.99342),(28 201.39063),(29 198.56102),(30 199.90573),(31 198.49251),(32 200.11328),(33 199.51802),(34 200.16743),(35 199.57816),(36 199.65878),(37 202.69714),(38 205.02132),(39 208.68875),(40 208.68315),(41 205.76883),(42 205.20773),(43 204.59607),(44 202.40125),(45 201.18202),(46 201.74522),(47 200.77446),(48 200.8297),(49 200.36844),(50 198.35872),(51 198.68929),(52 198.93733),(53 198.79968),(54 202.35828),(55 203.79445),(56 201.9072),(57 203.93068),(58 204.37247),(59 207.33095),(60 204.88173),(61 207.39114),(62 202.8878),(63 205.0788),(64 203.93745),(65 202.35027),(66 202.86201),(67 206.67258),(68 206.2029),(69 208.23492),(70 209.11658),(71 207.98097),(72 203.10631),(73 205.61696),(74 210.02957),(75 215.23863),(76 216.90614),(77 214.85794),(78 214.21223),(79 214.69531),
(1 96.97011),(2 131.41133),(3 151.00406),(4 162.32832),(5 168.17702),(6 177.99168),(7 178.20264),(8 179.74672),(9 186.49509),(10 191.62567),(11 195.39767),(12 192.56879),(13 198.37625),(14 197.13249),(15 199.33981),(16 199.96089),(17 198.71405),(18 199.30339),(19 197.60587),(20 202.11429),(21 203.03159),(22 208.10915),(23 212.16808),(24 207.41695),(25 205.61209),(26 204.68936),(27 203.88057),(28 206.80316),(29 208.59023),(30 205.61891),(31 203.60278),(32 203.21341),(33 200.7721),(34 199.85579),(35 197.82974),(36 195.52788),(37 196.05002),(38 196.4375),(39 197.01782),(40 196.84087),(41 197.21),(42 198.82121),(43 199.66725),(44 197.49376),(45 199.66797),(46 198.97258),(47 196.76709),(48 197.96811),(49 203.30498),(50 205.53639),(51 208.51205),(52 207.23622),(53 209.39618),(54 206.24263),(55 208.26993),(56 209.83423),(57 208.63911),(58 208.74806),(59 211.65273),(60 209.269),(61 210.75946),(62 205.21848),(63 205.7073),(64 207.45183),(65 204.96524),(66 206.3753),(67 206.4202),(68 205.53),(69 204.39275),(70 201.32605),(71 201.58366),(72 206.5223),(73 207.30386),(74 207.88788),(75 211.34407),(76 210.44609),(77 209.05145),(78 207.7093),(79 211.7135),
(1 95.96975),(2 130.47482),(3 147.46928),(4 157.72525),(5 163.97363),(6 169.23567),(7 171.51517),(8 176.68082),(9 182.5052),(10 186.56917),(11 187.76883),(12 185.77333),(13 192.26225),(14 195.5025),(15 196.94534),(16 198.7605),(17 198.98715),(18 199.31718),(19 194.97444),(20 195.99223),(21 198.04826),(22 199.4798),(23 201.88419),(24 200.60199),(25 203.55748),(26 204.3409),(27 203.72818),(28 205.2915),(29 208.11716),(30 211.52417),(31 209.19691),(32 209.45126),(33 210.41473),(34 212.35278),(35 213.16603),(36 212.86717),(37 212.21649),(38 211.6269),(39 212.15898),(40 214.7145),(41 215.22322),(42 211.07965),(43 208.58577),(44 208.83318),(45 207.5012),(46 206.37793),(47 204.61426),(48 201.13315),(49 203.17577),(50 205.45279),(51 207.42242),(52 206.25345),(53 207.33386),(54 204.51057),(55 203.77164),(56 204.64566),(57 204.18346),(58 200.5375),(59 203.64105),(60 201.46486),(61 202.20499),(62 198.38235),(63 201.07405),(64 198.58498),(65 196.80194),(66 198.84312),(67 195.22665),(68 195.65727),(69 197.78001),(70 197.3112),(71 202.81764),(72 201.84505),(73 198.97806),(74 197.67288),(75 198.52937),(76 200.67937),(77 206.59583),(78 207.24722),(79 209.27744),
(1 96.41971),(2 131.35579),(3 151.48914),(4 161.7405),(5 167.57121),(6 172.44493),(7 174.7196),(8 178.46594),(9 179.89595),(10 181.62105),(11 186.49721),(12 187.77612),(13 193.50116),(14 195.44902),(15 199.7122),(16 200.11761),(17 204.38185),(18 203.91743),(19 199.21486),(20 196.59666),(21 199.48721),(22 203.17104),(23 206.61664),(24 204.772),(25 204.0603),(26 204.56612),(27 203.76697),(28 204.07968),(29 204.38568),(30 205.09334),(31 201.75977),(32 202.76443),(33 201.60109),(34 201.70355),(35 200.67322),(36 201.45636),(37 200.4392),(38 201.21744),(39 205.85428),(40 206.5598),(41 206.50104),(42 204.74663),(43 202.39871),(44 202.12837),(45 202.75374),(46 201.6415),(47 202.37863),(48 201.39201),(49 205.1997),(50 210.54274),(51 214.70392),(52 214.62254),(53 212.4921),(54 213.9771),(55 215.35143),(56 212.519),(57 209.3693),(58 209.14725),(59 213.03357),(60 213.00835),(61 211.56004),(62 211.06303),(63 214.09589),(64 214.04382),(65 211.47179),(66 212.17723),(67 212.2505),(68 210.37032),(69 208.97826),(70 211.40149),(71 214.61223),(72 212.77438),(73 211.28188),(74 207.7659),(75 207.9425),(76 205.92369),(77 209.25287),(78 213.59692),(79 210.18617),
(1 94.913185),(2 129.0252),(3 149.79974),(4 158.13188),(5 162.0365),(6 169.72626),(7 173.35161),(8 176.66064),(9 184.2858),(10 186.00812),(11 185.69826),(12 185.75125),(13 188.2095),(14 187.07138),(15 188.37634),(16 193.75063),(17 197.30762),(18 199.43622),(19 197.5428),(20 193.99507),(21 192.93297),(22 194.18124),(23 196.20442),(24 194.67502),(25 195.68112),(26 197.28294),(27 195.98676),(28 199.2802),(29 198.92746),(30 195.93547),(31 195.70012),(32 194.77994),(33 194.69424),(34 196.19241),(35 195.11928),(36 197.09268),(37 198.4788),(38 199.04341),(39 199.68906),(40 199.54402),(41 198.57854),(42 198.6755),(43 198.22604),(44 201.25902),(45 200.49835),(46 202.19891),(47 201.24962),(48 200.3723),(49 198.421),(50 199.90009),(51 203.4947),(52 202.52037),(53 202.93759),(54 203.77963),(55 198.21085),(56 198.3564),(57 198.95164),(58 196.92458),(59 195.59062),(60 194.95505),(61 198.13837),(62 199.73637),(63 198.6938),(64 197.8695),(65 195.1724),(66 199.30296),(67 200.28491),(68 198.73283),(69 198.38768),(70 198.53882),(71 198.54274),(72 197.8341),(73 197.16078),(74 194.15845),(75 196.69333),(76 195.3941),(77 197.83926),(78 200.55203),(79 200.21443),
(1 95.446815),(2 125.32666),(3 143.08882),(4 153.3048),(5 159.00647),(6 161.6393),(7 165.97437),(8 173.52068),(9 177.65944),(10 178.38431),(11 179.32295),(12 176.57362),(13 178.32307),(14 176.51051),(15 179.68593),(16 181.85655),(17 184.54704),(18 184.23596),(19 181.65593),(20 180.32947),(21 181.55618),(22 187.66702),(23 189.08368),(24 189.65501),(25 186.77951),(26 186.11224),(27 187.48917),(28 188.03162),(29 190.70836),(30 189.31044),(31 188.2255),(32 188.0962),(33 190.44637),(34 190.1045),(35 191.89568),(36 192.93777),(37 192.19743),(38 192.35487),(39 195.314),(40 195.40126),(41 194.92218),(42 198.42409),(43 196.40845),(44 196.98065),(45 194.67328),(46 194.85219),(47 196.15588),(48 197.52528),(49 192.95113),(50 193.3894),(51 197.38455),(52 195.97127),(53 194.90381),(54 194.69995),(55 193.6808),(56 195.43219),(57 194.36543),(58 194.5956),(59 194.50835),(60 192.41246),(61 192.82852),(62 195.20175),(63 194.11131),(64 196.35617),(65 196.56439),(66 197.71603),(67 200.31357),(68 198.19911),(69 196.4071),(70 198.99191),(71 196.86826),(72 195.00049),(73 195.79694),(74 194.30467),(75 196.85507),(76 194.56325),(77 193.96397),(78 194.05016),(79 194.7061),
(1 96.241425),(2 129.87172),(3 147.9437),(4 159.00046),(5 166.84781),(6 173.58089),(7 176.53043),(8 182.55638),(9 184.48384),(10 190.29005),(11 196.17638),(12 193.81956),(13 197.17198),(14 196.5076),(15 198.8806),(16 200.87064),(17 203.0354),(18 201.62466),(19 199.21938),(20 197.86064),(21 200.07533),(22 201.32721),(23 203.81326),(24 201.9222),(25 204.02156),(26 199.3142),(27 200.81204),(28 202.14227),(29 200.90738),(30 200.41934),(31 201.0624),(32 203.01433),(33 202.0073),(34 198.3913),(35 196.26042),(36 194.01402),(37 192.21422),(38 193.26567),(39 194.64221),(40 193.51347),(41 191.15129),(42 195.96382),(43 193.16238),(44 197.3768),(45 195.6637),(46 195.50043),(47 198.21474),(48 201.8063),(49 203.7768),(50 202.00484),(51 205.28279),(52 201.79684),(53 199.74353),(54 199.08391),(55 196.34137),(56 196.4264),(57 198.77402),(58 200.5249),(59 201.65244),(60 199.72273),(61 201.87206),(62 202.16666),(63 199.8989),(64 202.8746),(65 199.57747),(66 200.667),(67 201.28667),(68 198.54028),(69 198.1164),(70 200.9822),(71 201.61122),(72 201.79417),(73 201.94075),(74 199.73878),(75 201.7902),(76 198.31483),(77 195.71799),(78 200.10553),(79 198.44875),
