1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 10057.243),(2 19226.768),(3 36731.035),(4 50073.188),(5 65327.375),(6 84493.54),(7 100567.336),(8 119982.85),(9 138023.98),(10 160949.52),(11 179460.3),(12 198856.61),(13 218755.38),(14 244636.55),(15 271690.97),(16 293235.4),(17 324107.66),(18 346225),(19 378570.66),(20 404204.9),(21 437079.5),(22 464450.4),(23 495345.63),(24 533682.1),(25 561207.3),(26 603803.56),(27 648907.56),(28 686301),(29 748626.75),(30 797596.7),(31 853624),(32 895538.2),(33 946687.5),(34 990221.3),(35 1018615.75),(36 1057776.4),(37 1088006.9),(38 1120041.6),(39 1150585.1),(40 1173693),(41 1214951.1),(42 1240152.5),(43 1282165.6),(44 1320941.5),(45 1365828),(46 1401718.9),(47 1441896),(48 1493911.6),(49 1547797),(50 1617400),(51 1665607),(52 1707693.9),(53 1791074.9),(54 1856755.9),(55 1949156.6),(56 2040552.1),(57 2146827.8),(58 2241098.3),(59 2331843.3),(60 2459268.3),(61 2538413.3),(62 2667685),(63 2796381.3),(64 2901588.3),(65 3045084),(66 3178348),(67 3322618),(68 3467919),(69 3652850.8),(70 3792383.3),(71 3983009.3),(72 4199601.5),(73 4366218.5),(74 4551047.5),(75 4728876.5),(76 4878777),(77 5069628),(78 5237187),(79 5393818),
(1 14378.142),(2 29723.299),(3 36401.902),(4 38930.03),(5 41028.883),(6 42502.344),(7 43986.766),(8 45590.504),(9 46638.48),(10 46330.84),(11 45974.617),(12 46371.613),(13 46760.184),(14 48019.402),(15 48484.848),(16 49132.316),(17 49142.93),(18 49405.98),(19 50457.42),(20 50230.336),(21 49909.473),(22 50138),(23 50450.188),(24 50888.566),(25 50427.99),(26 49999.39),(27 49918.434),(28 49666.22),(29 50253.813),(30 50230.773),(31 51273.61),(32 52168.59),(33 51804.047),(34 51629.508),(35 50862.61),(36 51736.574),(37 52398.816),(38 52504.184),(39 51429.797),(40 50564.758),(41 50959.85),(42 51114.01),(43 50763.99),(44 50349.137),(45 50204.07),(46 49898.61),(47 48675.727),(48 48482.97),(49 48799.855),(50 48748.113),(51 48986.7),(52 49876.24),(53 51021.117),(54 50671.68),(55 50351.824),(56 50891.953),(57 52993.23),(58 54284.105),(59 54061.773),(60 52652.652),(61 52389.457),(62 53155.527),(63 53601.527),(64 53301.54),(65 53601.23),(66 53659.64),(67 53735.434),(68 53984.91),(69 53857.586),(70 53458.45),(71 52127.434),(72 51844),(73 51569.41),(74 51523.266),(75 51654.07),(76 51922.25),(77 52030.64),(78 51085.08),(79 50752.586),
(1 13998.397),(2 27931.477),(3 33400.297),(4 34873.363),(5 36918.824),(6 40031.9),(7 41413.363),(8 42503.58),(9 43631.4),(10 44549.99),(11 45230.434),(12 44975.25),(13 45689.96),(14 46378.586),(15 46601.42),(16 46903.98),(17 46638.746),(18 47178.91),(19 47761.47),(20 48724.934),(21 50004.313),(22 50740.023),(23 49210.14),(24 48512.48),(25 48686.313),(26 48387.414),(27 47679.52),(28 46509.5),(29 47596.164),(30 48605.617),(31 48195.824),(32 48003.438),(33 48453.78),(34 48761.43),(35 48958.574),(36 49588.99),(37 50272.203),(38 50024.125),(39 48941.395),(40 48444.75),(41 48444.324),(42 48490.59),(43 48302.242),(44 48147.406),(45 47509.23),(46 47228.434),(47 45975.926),(48 45854.086),(49 46678.32),(50 47010.582),(51 47251.75),(52 47937.277),(53 49568.258),(54 49770.13),(55 49307.227),(56 49414.16),(57 50476.14),(58 50914.24),(59 51955.824),(60 51996.957),(61 50771.035),(62 51273.14),(63 51979.438),(64 52623.26),(65 52071.3),(66 50924.516),(67 50872.63),(68 51512.07),(69 51555.313),(70 50849.723),(71 50025.25),(72 49684),(73 50045.348),(74 51059.313),(75 51576.953),(76 51533.445),(77 51724.906),(78 52545.59),(79 52663.965),
(1 13421.237),(2 26705.457),(3 31111.063),(4 33677.387),(5 36983.03),(6 39858.254),(7 41441.902),(8 42571.418),(9 43859.293),(10 44648.938),(11 44719.06),(12 44073.43),(13 44032.9),(14 44853.477),(15 44054.902),(16 44035.082),(17 43645.977),(18 43650.92),(19 43817.863),(20 43894.137),(21 44608.18),(22 45242.94),(23 44617.95),(24 43883.2),(25 44248.82),(26 44025.586),(27 43425.293),(28 43179.97),(29 44141.77),(30 44777.27),(31 44689.703),(32 44577.953),(33 45277.9),(34 46054.813),(35 45752.934),(36 45925.637),(37 46682.574),(38 47339.45),(39 46311.168),(40 45384.3),(41 45216.953),(42 45893.816),(43 46587.95),(44 46202.355),(45 46327.71),(46 45952.707),(47 45344.234),(48 44637.883),(49 44956.96),(50 45649.824),(51 45309.363),(52 45538.266),(53 46521.17),(54 47397.164),(55 47656.22),(56 47767.195),(57 48835.93),(58 49565.535),(59 50503.906),(60 51031.418),(61 51105.85),(62 51419.316),(63 50867.62),(64 50351.39),(65 49748.656),(66 48280.29),(67 47248.695),(68 47361.293),(69 47078.875),(70 46189.984),(71 45799.2),(72 46735.652),(73 46481.863),(74 46523.38),(75 47081.54),(76 47448.664),(77 47651.504),(78 47218.453),(79 46890.195),
(1 13462.386),(2 27278.066),(3 31273.807),(4 32994.07),(5 36036.17),(6 39321.152),(7 40985.395),(8 42093.004),(9 42462.07),(10 42737.023),(11 43079.887),(12 43219.824),(13 43034.78),(14 43929.848),(15 44197.574),(16 44001.387),(17 43264.387),(18 43533.094),(19 44383.09),(20 44181.22),(21 44661.78),(22 45320.65),(23 44726.383),(24 44500.363),(25 45468.906),(26 45991.805),(27 45284.06),(28 44754.59),(29 44741.207),(30 45671.86),(31 45616.87),(32 44943.27),(33 44966.613),(34 45132.063),(35 45221.3),(36 45892.94),(37 46567.2),(38 46726.633),(39 45751.99),(40 45482.145),(41 46162.83),(42 46029.42),(43 45844.93),(44 45725.438),(45 45896.59),(46 45718.78),(47 45461.445),(48 44904.996),(49 44088.53),(50 44333.62),(51 44649.35),(52 44566.508),(53 44766.93),(54 45477.266),(55 45892.36),(56 46055.64),(57 46882.78),(58 47785.35),(59 47919.035),(60 48599.05),(61 49218.08),(62 50199.387),(63 49365.938),(64 49289.246),(65 49319.926),(66 48895.38),(67 48021.742),(68 48214.246),(69 48631.887),(70 47879.6),(71 46717.85),(72 47050.68),(73 47760.81),(74 48251.504),(75 47384.14),(76 46667.11),(77 46771.56),(78 48159.99),(79 48804.23),
(1 12504.116),(2 25487.582),(3 29959.895),(4 32062.867),(5 35305.82),(6 38298.535),(7 39958.445),(8 41337.645),(9 42334.156),(10 42487.46),(11 43036.996),(12 43387.77),(13 43211.047),(14 43496.145),(15 43157.05),(16 43080.87),(17 42330.83),(18 41579.89),(19 41604.28),(20 41125.574),(21 40725.543),(22 40454.723),(23 40504.348),(24 41128.055),(25 41321.586),(26 41331.844),(27 41651.97),(28 41822.406),(29 41590.523),(30 41491.05),(31 41672.395),(32 41108.977),(33 40573.918),(34 40733.184),(35 41589.074),(36 42157.09),(37 42273.152),(38 42843.938),(39 42769.305),(40 43067.023),(41 43334.223),(42 42789.71),(43 42665.152),(44 42377.53),(45 42986.758),(46 43218.25),(47 42729.02),(48 42241.64),(49 42775.453),(50 43186.45),(51 43908.27),(52 44283.336),(53 45495.723),(54 45063.11),(55 44523.266),(56 45676.215),(57 47432.6),(58 48172.16),(59 47059.305),(60 46501.6),(61 47370.457),(62 48302.53),(63 48414.47),(64 48221.28),(65 48100.492),(66 47694.08),(67 46645.543),(68 46894.133),(69 47310.79),(70 46558.188),(71 44899.26),(72 45073.867),(73 45087.184),(74 44726.16),(75 43944.098),(76 43444.27),(77 43584.66),(78 44259.305),(79 44871.42),
(1 12125.849),(2 24496.543),(3 29869.807),(4 32881.6),(5 36261.695),(6 38638.08),(7 39972.28),(8 41747.387),(9 43215.832),(10 43021.207),(11 43173.195),(12 43739.367),(13 44110.766),(14 44536.266),(15 43689.66),(16 43403.445),(17 42920.883),(18 41889.984),(19 41166.758),(20 40520.973),(21 40024.637),(22 39536.367),(23 39550.926),(24 40670.594),(25 41625.938),(26 42392.207),(27 42844.19),(28 43636.53),(29 43463.08),(30 43117.246),(31 43553.074),(32 42971.984),(33 43110.086),(34 43248.336),(35 43792.57),(36 44801.164),(37 45492.13),(38 46688.645),(39 46510.445),(40 46495.133),(41 46659.703),(42 45669.613),(43 45111.914),(44 45179.105),(45 45741.273),(46 45151.082),(47 44042.92),(48 44180.793),(49 44836.273),(50 44419.496),(51 44156.906),(52 44184.293),(53 44281.996),(54 42741.746),(55 42205.336),(56 42518),(57 43125.605),(58 43403.734),(59 43385.836),(60 44994.734),(61 45834.004),(62 45598.254),(63 45273.926),(64 45423.527),(65 46072.32),(66 46185.19),(67 45572.496),(68 45793.31),(69 46078.313),(70 45630.11),(71 44898.543),(72 45682.54),(73 46612.656),(74 46552.04),(75 46341.594),(76 46322.563),(77 46983.313),(78 46962.938),(79 46649.996),
(1 12098.991),(2 23977.305),(3 29094.096),(4 31761.305),(5 35041.758),(6 37940.75),(7 39471.867),(8 40287.895),(9 40068.9),(10 39892.563),(11 40180.84),(12 40761.67),(13 40725.47),(14 40749.277),(15 40996.18),(16 41709.055),(17 40905.926),(18 40042.504),(19 40197.992),(20 40226.938),(21 39667.164),(22 39057.773),(23 39822.734),(24 40351.19),(25 40308.535),(26 40209.88),(27 39560.316),(28 40105.94),(29 41252.68),(30 41433.05),(31 40871.21),(32 40252.117),(33 40363.21),(34 41248.51),(35 41130.867),(36 42251.29),(37 43621.76),(38 44484.492),(39 44910.62),(40 45477.36),(41 46073.824),(42 45168.508),(43 44258.926),(44 44045.734),(45 44853.16),(46 44631.05),(47 42841.457),(48 42447.984),(49 42905.496),(50 42710.383),(51 41962.152),(52 41459.383),(53 41633.055),(54 41535.363),(55 41866.742),(56 41880.195),(57 41791.86),(58 42141.152),(59 42897.656),(60 44343.188),(61 45226.047),(62 45219.215),(63 44952.85),(64 44872.594),(65 45732.992),(66 45868.19),(67 44846.996),(68 43940.438),(69 44359.62),(70 44164.68),(71 43591.77),(72 43090.355),(73 43107.652),(74 43442.613),(75 43048.523),(76 42902.883),(77 42852.61),(78 42975.28),(79 43401.918),
(1 12113.943),(2 23420.55),(3 28782.76),(4 31898.83),(5 34708.816),(6 37357.703),(7 39378.9),(8 40560.87),(9 41224.184),(10 41113.504),(11 41284.9),(12 40568.92),(13 40329.145),(14 40769.92),(15 40421.11),(16 41086.688),(17 40862.49),(18 40083.82),(19 39848.71),(20 39577.363),(21 39339.39),(22 39239.504),(23 39335.01),(24 38902.133),(25 37748.234),(26 37252.77),(27 37208.227),(28 37325.035),(29 38124.39),(30 38093.535),(31 38102.367),(32 38132.02),(33 38648.215),(34 39215.496),(35 39967.344),(36 41230.902),(37 41143.777),(38 41687.984),(39 42164.66),(40 42697.28),(41 42178.715),(42 40812.547),(43 40260.652),(44 40266.84),(45 40078.406),(46 40144.695),(47 39180.52),(48 39794.13),(49 40195.94),(50 40662.465),(51 40936.52),(52 41302.402),(53 41182.79),(54 40861.902),(55 40395.39),(56 39768.82),(57 40145.71),(58 40652.375),(59 40496.605),(60 40149.645),(61 40153.63),(62 39934.66),(63 39976.54),(64 40002.18),(65 40215.566),(66 39593.195),(67 39250.02),(68 39734.21),(69 40232.035),(70 40799.02),(71 41120.617),(72 41123.996),(73 40857.13),(74 41144.957),(75 40761.113),(76 40976.152),(77 40957.42),(78 40706.25),(79 41705.87),
(1 11779.448),(2 23006.719),(3 27071.025),(4 29825.377),(5 33201.49),(6 35620.07),(7 36178.637),(8 37705.926),(9 39202.242),(10 39459.387),(11 38567.33),(12 37496.02),(13 37541.707),(14 38186.74),(15 38845.832),(16 38550.305),(17 38096.7),(18 37462.363),(19 37325.19),(20 37325.504),(21 36661.074),(22 36774.67),(23 36682.973),(24 36289.66),(25 35760.715),(26 35800.676),(27 35996.445),(28 35915.65),(29 36713.4),(30 36728.85),(31 36497.223),(32 36184.406),(33 36570.105),(34 37260.105),(35 37628.066),(36 38404.684),(37 38594.465),(38 39206.88),(39 39681.582),(40 39945.703),(41 40351.203),(42 39881.47),(43 39293.914),(44 39112.48),(45 39024.906),(46 39217.92),(47 38780.676),(48 38366.816),(49 38311.594),(50 38106.97),(51 38809.95),(52 38899.492),(53 38868.65),(54 37694.293),(55 37244.496),(56 37570.215),(57 38302.14),(58 38420.82),(59 38678.07),(60 39154.34),(61 39700.203),(62 39896.477),(63 40239.895),(64 41277.684),(65 42404.832),(66 41581.145),(67 40830.348),(68 40770.164),(69 40755.94),(70 40758.508),(71 41303.82),(72 41470.53),(73 40228.227),(74 39899.465),(75 41126.875),(76 41622.855),(77 41373.207),(78 40836.02),(79 40711.27),
(1 12125.493),(2 23190.676),(3 27147.492),(4 29647.15),(5 31912.502),(6 34506.94),(7 34868.35),(8 35522.918),(9 35993.97),(10 35778.918),(11 36112.434),(12 36240.47),(13 36313.605),(14 36912.016),(15 38135.773),(16 38181.395),(17 37836.58),(18 38163.637),(19 38048.883),(20 37945.19),(21 37614.316),(22 37794.996),(23 37830.934),(24 37233.203),(25 36606.957),(26 37465.62),(27 37556.313),(28 37536.69),(29 37642.133),(30 38181.484),(31 38307.57),(32 37627.348),(33 38098.79),(34 38454.727),(35 38936.94),(36 39061.176),(37 38535.72),(38 38436.06),(39 38979.11),(40 39656.78),(41 40409.62),(42 39446.43),(43 38691.18),(44 38154.477),(45 37870.83),(46 37649.063),(47 37491.773),(48 37966.934),(49 37409.543),(50 36992.05),(51 37310.008),(52 37546.617),(53 38341.78),(54 37110.28),(55 36675.645),(56 37536.83),(57 38527.59),(58 39501.234),(59 39563.92),(60 39847.523),(61 40185.965),(62 40220.594),(63 40090.867),(64 39812.105),(65 39804.32),(66 39703.625),(67 39806.23),(68 40120.406),(69 39579.082),(70 39203.746),(71 38995.785),(72 38634.875),(73 37766.305),(74 38311.78),(75 39512.258),(76 39474.94),(77 39438.668),(78 39628.125),(79 39942.707),
(1 12022.742),(2 23288.744),(3 28007.889),(4 30437.744),(5 33182.945),(6 36263.61),(7 36887.54),(8 37392.63),(9 38844.152),(10 39901.613),(11 40194.88),(12 39437.875),(13 39604.62),(14 40191.016),(15 39810.594),(16 39453.867),(17 39549.207),(18 40077.715),(19 39243.2),(20 38001.844),(21 37855.04),(22 38261.336),(23 37662.598),(24 37570.566),(25 37775.258),(26 37443.27),(27 36425.195),(28 35812.4),(29 35918.234),(30 35435.848),(31 34884.688),(32 35000.418),(33 35799.555),(34 36846.773),(35 36920.33),(36 36840.11),(37 37693.664),(38 38433.38),(39 37867.848),(40 37440.65),(41 39127.645),(42 38600.707),(43 37731.543),(44 37835.582),(45 38898.496),(46 39414.33),(47 38926.574),(48 39046.652),(49 39562.125),(50 39367.87),(51 38762.17),(52 38676.92),(53 38893.35),(54 39059.566),(55 39637.76),(56 39531.645),(57 40350.04),(58 41029.53),(59 41696.324),(60 41178.617),(61 40962.426),(62 40736.65),(63 40403.52),(64 40107.46),(65 40644.67),(66 40875.945),(67 41242.844),(68 41209.27),(69 41125.81),(70 41419.28),(71 41683.98),(72 41532.344),(73 41456.477),(74 41874.008),(75 41770.633),(76 41673.016),(77 42530.137),(78 43046.094),(79 43203.45),
(1 11752.237),(2 22696.498),(3 26917.13),(4 28944.553),(5 31206.057),(6 32624.701),(7 33128.914),(8 33900.402),(9 34512.94),(10 34451.766),(11 35113.027),(12 35509.156),(13 35297.008),(14 35359.387),(15 35504.598),(16 35811.93),(17 36191.125),(18 36195.98),(19 35736.13),(20 36070.42),(21 36680.89),(22 36433.434),(23 35356.72),(24 36030.875),(25 36784.504),(26 36029.54),(27 35083.367),(28 34927.51),(29 35718.64),(30 35695.926),(31 35604.137),(32 35010.57),(33 35026.535),(34 35279.684),(35 35874.336),(36 36040.52),(37 36749.375),(38 37453.39),(39 37401.49),(40 37464.773),(41 38399.633),(42 37924.152),(43 37600.355),(44 37498.773),(45 37674.098),(46 37939.188),(47 38000.77),(48 37048.77),(49 37229.016),(50 36403.227),(51 35638.215),(52 35391.08),(53 36390.117),(54 36256.523),(55 36487.31),(56 36274.734),(57 36378.027),(58 36980.71),(59 38060.867),(60 37896.957),(61 36776.3),(62 36269.633),(63 35972.61),(64 36398.926),(65 37352.723),(66 37369.324),(67 37191.336),(68 36786.21),(69 36525.367),(70 36256.4),(71 36151),(72 36458.953),(73 36262.305),(74 36449.91),(75 36229.535),(76 36113.188),(77 37301.773),(78 37921.6),(79 38048.18),
(1 11312.062),(2 21731.889),(3 25326.828),(4 27404.432),(5 29395.506),(6 30522.908),(7 31491.924),(8 32242.502),(9 32165.74),(10 32638.686),(11 34094.996),(12 34435.02),(13 34167.043),(14 34458.04),(15 34751.69),(16 34808.336),(17 34916.074),(18 34807.73),(19 34074.58),(20 33962.105),(21 33903.64),(22 33540.45),(23 32747.135),(24 33301.266),(25 33561.605),(26 32628.672),(27 31462.85),(28 31997.01),(29 33300.324),(30 32884.13),(31 32632.459),(32 32571.932),(33 33082.543),(34 33295.76),(35 32842.62),(36 32958.82),(37 33414.445),(38 33853.137),(39 33884.707),(40 34351.797),(41 35599.195),(42 34759.7),(43 34347.09),(44 34477.34),(45 34327.832),(46 34329.49),(47 34676.363),(48 34220.31),(49 34293.516),(50 34073.94),(51 33165.848),(52 33147.496),(53 33869.59),(54 34450.91),(55 34945.156),(56 34893.14),(57 34567.87),(58 35127.73),(59 35461.297),(60 35275.215),(61 35716.23),(62 35428.69),(63 34257.125),(64 34099.227),(65 35374.24),(66 35768.62),(67 35534.64),(68 35374.26),(69 35510.926),(70 35246.867),(71 35198.375),(72 35103.047),(73 34840.01),(74 34985.41),(75 35179.477),(76 35449.418),(77 36037.445),(78 36348.785),(79 36588.28),
(1 11092.918),(2 20614.875),(3 23580.256),(4 25688.568),(5 27799.502),(6 28555.941),(7 29651.428),(8 30734.064),(9 30210.932),(10 30335.555),(11 31095.559),(12 31934.727),(13 31977.125),(14 31826.201),(15 32172.889),(16 32243.994),(17 31732.781),(18 31183.693),(19 31416.193),(20 32171.867),(21 32903.234),(22 32527.613),(23 32599.736),(24 32946),(25 32863.703),(26 32703.936),(27 31888.627),(28 32292.508),(29 32492.162),(30 32035.875),(31 32759.531),(32 33123.742),(33 33324.516),(34 33725.406),(35 34227.223),(36 34180.047),(37 33387.21),(38 34564.97),(39 35624.457),(40 35932.36),(41 35890.984),(42 34952.617),(43 34681.344),(44 34539.33),(45 34256.03),(46 33919.53),(47 33784.863),(48 33536.906),(49 33998.566),(50 34539.29),(51 34288.84),(52 33906.496),(53 33300.773),(54 32799.063),(55 33424.477),(56 33465.31),(57 33115.863),(58 33271.746),(59 33631.52),(60 33705.063),(61 34041.44),(62 34093.7),(63 33304.965),(64 33170.9),(65 34254.605),(66 34670.746),(67 34723.33),(68 34475.668),(69 34445.73),(70 34413.793),(71 34716.21),(72 34272.387),(73 33444.57),(74 33758.26),(75 33784.25),(76 33851.867),(77 34145.023),(78 33730.777),(79 33257.203),
(1 11084.3955),(2 20757.809),(3 22979.559),(4 24779.227),(5 27103.705),(6 28828.6),(7 29776.941),(8 30584.219),(9 31475.016),(10 31457.697),(11 31715.818),(12 31732.947),(13 31325.215),(14 32115.266),(15 32633.957),(16 32813.46),(17 32434.32),(18 33216.64),(19 33860.48),(20 33247.742),(21 33467.83),(22 33221.664),(23 33241.98),(24 32950.914),(25 32950.04),(26 32989.617),(27 32549.76),(28 32337.861),(29 32105.719),(30 31292.854),(31 31458.246),(32 31387.514),(33 32090.951),(34 32483.748),(35 32901.86),(36 32924.11),(37 32919.664),(38 33176.453),(39 33542.902),(40 33427.53),(41 33100.3),(42 32341.781),(43 32391.326),(44 32364.414),(45 32697.646),(46 32510.951),(47 32131.29),(48 32089.332),(49 32366.898),(50 32681.031),(51 32814.81),(52 32787.8),(53 32886.5),(54 33191.477),(55 33761.23),(56 33939.793),(57 33344.668),(58 32837.16),(59 32882.71),(60 33183.363),(61 33632.727),(62 34266.766),(63 34364.09),(64 34188.133),(65 34319.715),(66 34535.723),(67 34363.12),(68 33558.574),(69 33733.918),(70 33397.004),(71 33142.547),(72 33488.246),(73 33393.883),(74 33819.797),(75 33498.418),(76 33614.258),(77 33500.316),(78 34094.633),(79 34069.957),
(1 10770.392),(2 20119.96),(3 23185.64),(4 24817.947),(5 26769.35),(6 28201.291),(7 29708.799),(8 30453.736),(9 30829.14),(10 31038.326),(11 31187.344),(12 30812.727),(13 30643.143),(14 31567.428),(15 31356.281),(16 31231.234),(17 30869.11),(18 31295.217),(19 32203.19),(20 31995.877),(21 31991.209),(22 31834.408),(23 31589.328),(24 31957.473),(25 32471.148),(26 32362.182),(27 32271.6),(28 32274.686),(29 32323.277),(30 31747.797),(31 32335.885),(32 32296.885),(33 32743.607),(34 32963.758),(35 33067.91),(36 33069.254),(37 32874.914),(38 32753.742),(39 32777.344),(40 32797.645),(41 32684.635),(42 32550.656),(43 32784.344),(44 32427.389),(45 31743.889),(46 31486.836),(47 31573.656),(48 31831.576),(49 32373.002),(50 32666.477),(51 32714.148),(52 32583.14),(53 32994.53),(54 32827.45),(55 32811.445),(56 32367.123),(57 32337.092),(58 31622.582),(59 31087.092),(60 31946.756),(61 32407.227),(62 32460.469),(63 31679.355),(64 31928.123),(65 31768.342),(66 32047.81),(67 32191.574),(68 32454.727),(69 31929.252),(70 31975.102),(71 31681.87),(72 31722.072),(73 31794.15),(74 31868),(75 31548.24),(76 31804.355),(77 32054.914),(78 31982.053),(79 32213.89),
(1 9990.953),(2 18904.932),(3 21633.316),(4 22769.447),(5 24025.725),(6 24947.5),(7 25740.059),(8 27115.785),(9 28109.98),(10 28115.738),(11 27645.363),(12 27728.328),(13 28668.04),(14 29689.58),(15 29356.992),(16 28922.236),(17 29448.87),(18 30138.682),(19 30986.053),(20 31467.193),(21 31568.193),(22 31108.836),(23 30554.611),(24 30752.16),(25 31331.986),(26 30884.979),(27 30051.563),(28 29398.68),(29 29715.508),(30 29774.256),(31 29877.39),(32 29533.426),(33 29742.572),(34 29868.416),(35 30104.95),(36 30095.299),(37 29695.152),(38 29783.082),(39 29906.959),(40 29948.492),(41 29747.264),(42 30022.79),(43 30392.082),(44 30015.553),(45 29539.725),(46 30042.732),(47 30244.846),(48 29674.775),(49 30053.307),(50 30353.207),(51 30105.514),(52 30156.17),(53 31267.4),(54 31456.572),(55 31353.918),(56 30943.4),(57 31016.684),(58 30623.146),(59 30137.125),(60 30311.46),(61 30339.56),(62 30854.293),(63 30646.855),(64 30641.97),(65 30455.488),(66 30688.018),(67 30565.295),(68 30200.732),(69 30170.438),(70 30155.898),(71 29653.936),(72 29782.95),(73 29855.846),(74 30586.637),(75 30777.682),(76 30913.285),(77 30990.531),(78 30380.305),(79 30660.09),
