1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 64015.95),(2 223225.33),(3 451331.84),(4 747201.75),(5 1107721),(6 1533543),(7 2092975.9),(8 2674028.3),(9 3222694),(10 3843575.3),(11 4578308.5),(12 5453444.5),(13 6461720.5),(14 7506558.5),(15 8566987),(16 9645912),(17 10810431),(18 11976321),(19 13098881),(20 14290029),(21 15506509),(22 16736989),(23 18222818),(24 19892026),(25 21684882),(26 23623162),(27 25669816),(28 27773214),(29 29981370),(30 32504880),(31 35102180),(32 37713256),(33 40326500),(34 43085856),(35 45917788),(36 48812100),(37 51879852),(38 55181484),(39 58440308),(40 62237660),(41 66226292),(42 70549120),(43 75357570),(44 80476870),(45 85939496),(46 91650090),(47 97501750),(48 103168870),(49 108959130),(50 113971290),(51 118582104),(52 123806456),(53 129421920),(54 134831890),(55 139897380),(56 144967660),(57 149449810),(58 154173900),(59 158719200),(60 162785200),(61 165962610),(62 168683120),(63 171037630),(64 172929400),(65 173988460),(66 174609140),(67 175354240),(68 175454640),(69 175436110),(70 175300050),(71 175693170),(72 176556560),(73 177427090),(74 178479760),(75 179579520),(76 180866990),(77 181967800),(78 183410610),(79 185099120),
(1 17317.283),(2 50494.824),(3 85519.54),(4 116923.37),(5 141948.92),(6 160167.48),(7 173885.86),(8 184128.77),(9 192807.19),(10 200619.95),(11 206390.39),(12 210293.78),(13 215057.11),(14 219060.36),(15 222744.05),(16 226472.42),(17 229984.73),(18 232435.88),(19 234564.23),(20 236148.33),(21 237765.4),(22 241065.08),(23 243969.89),(24 245255.67),(25 246668.81),(26 246764.13),(27 247231.97),(28 247765.38),(29 249285.16),(30 251831.14),(31 253847.05),(32 255062.6),(33 255640.92),(34 256625.44),(35 259247.02),(36 261056.13),(37 262503.3),(38 262084.42),(39 262494.16),(40 263443.6),(41 264118),(42 266666.63),(43 270284.2),(44 275459.3),(45 279694.75),(46 283959.56),(47 288030.28),(48 290650.13),(49 291956.47),(50 293138.2),(51 293923.84),(52 293701.3),(53 293766.25),(54 293013.3),(55 290712.94),(56 290263.9),(57 291006.16),(58 289937.66),(59 290027.2),(60 289940.47),(61 293882.06),(62 296767.7),(63 301242.56),(64 302900.47),(65 303456.53),(66 306131.3),(67 308822),(68 309984.6),(69 306966.28),(70 305031.7),(71 304810.28),(72 305166.53),(73 308260.75),(74 313854.5),(75 318113.78),(76 318757.88),(77 319000.84),(78 322345.72),(79 326190.72),
(1 16844.07),(2 48849.12),(3 82146.445),(4 111516.2),(5 134597.55),(6 149338.61),(7 159364.86),(8 168759.13),(9 175277.56),(10 180813.14),(11 187252.4),(12 193314.66),(13 199759.47),(14 205755.88),(15 210357.08),(16 215949.13),(17 221750.28),(18 227289.33),(19 231865.3),(20 235311.5),(21 238595.94),(22 240838.05),(23 242519.98),(24 243595.1),(25 247342.56),(26 251771.25),(27 255547.44),(28 258297.69),(29 259882.67),(30 260971.89),(31 261691.67),(32 262575.75),(33 262745.44),(34 261761.47),(35 260073.08),(36 258073.34),(37 256512.1),(38 256129.9),(39 257297.5),(40 258154.78),(41 259628.7),(42 259386.19),(43 259284.22),(44 260258.39),(45 263167.8),(46 265008.16),(47 266292.13),(48 265836.06),(49 268190.34),(50 269016.4),(51 270751.16),(52 270039.6),(53 271827.88),(54 276317.34),(55 281051.63),(56 285062.84),(57 287177.53),(58 288501.84),(59 288304.6),(60 288877.4),(61 289701.5),(62 291072.03),(63 293108.78),(64 296154.2),(65 299331.97),(66 300911.63),(67 301802.8),(68 301398.3),(69 301819.84),(70 303443.75),(71 306923.3),(72 309166.2),(73 309206.9),(74 307212.8),(75 306812),(76 306009.56),(77 305415.1),(78 305793.38),(79 309601.94),
(1 16125.922),(2 46960.152),(3 80462.93),(4 109236.09),(5 131679.22),(6 147423.73),(7 158992.94),(8 169995.95),(9 178395.4),(10 186417.39),(11 193560.02),(12 200798.55),(13 207917.19),(14 214659.7),(15 219257.75),(16 224854.86),(17 230315.34),(18 234855.19),(19 238281.88),(20 241241.13),(21 243861.52),(22 245895.44),(23 247606.31),(24 250189.52),(25 254038.9),(26 258665.19),(27 263415.1),(28 269214.22),(29 274167.06),(30 276189.63),(31 274823.28),(32 273483.13),(33 272277.9),(34 272452.56),(35 272341.03),(36 272843.72),(37 272198.78),(38 269397),(39 267633.06),(40 267198.03),(41 267982.22),(42 267918.47),(43 267435.66),(44 266586.8),(45 266302.8),(46 265812.84),(47 266279.8),(48 266519.13),(49 266344.97),(50 266290.3),(51 265539.66),(52 265498.72),(53 263233.38),(54 261412.56),(55 260229.3),(56 260015.61),(57 261045.86),(58 262148.56),(59 264193.9),(60 266066.38),(61 268741.78),(62 272012.16),(63 276706.75),(64 279770.94),(65 283178.22),(66 286405.84),(67 290272.78),(68 291545.97),(69 290931.63),(70 291540.78),(71 294835.66),(72 300110.5),(73 303871.56),(74 307603.44),(75 309934.2),(76 309757.5),(77 308441.66),(78 306145.63),(79 303436.63),
(1 15595.506),(2 44654.24),(3 74865.01),(4 101971.47),(5 126424.62),(6 145353.45),(7 160675.13),(8 174742.52),(9 185382.28),(10 192709.63),(11 198348.45),(12 203891.34),(13 208040.44),(14 210307.9),(15 213823.84),(16 218499.77),(17 223821.89),(18 228523.56),(19 233225.2),(20 238908.52),(21 242553.36),(22 245439.25),(23 246983.02),(24 249066.03),(25 252472.11),(26 255908.44),(27 257623.38),(28 258966.17),(29 259634.23),(30 258305.44),(31 255058.81),(32 252006.34),(33 249172.19),(34 247725.33),(35 246082.48),(36 245111.33),(37 242638.13),(38 242179.83),(39 242014.58),(40 242206.08),(41 244185.27),(42 245271.03),(43 245406.95),(44 244830.77),(45 244994),(46 244496.13),(47 244465.77),(48 245276.9),(49 247046.13),(50 249205.89),(51 250502.39),(52 251348.56),(53 252164.6),(54 254039.4),(55 256332.5),(56 257891.55),(57 259869.08),(58 262639.38),(59 266598.97),(60 270242.53),(61 272274.22),(62 273389.4),(63 272679.2),(64 269517.53),(65 266720),(66 265824.5),(67 267023.7),(68 269631.7),(69 270973.6),(70 270963.7),(71 271219.16),(72 272236.97),(73 274851.38),(74 276998.3),(75 276629.66),(76 276067.16),(77 277346.72),(78 279096.88),(79 280646.4),
(1 15818.507),(2 44716.21),(3 74692.17),(4 100571.82),(5 121595.61),(6 136956.81),(7 149931.67),(8 161737.56),(9 173197.6),(10 183610.64),(11 193458.9),(12 202277.4),(13 209162.1),(14 214108.56),(15 215325.63),(16 215866.17),(17 216686.2),(18 218493.8),(19 220843.53),(20 223005.28),(21 225035.19),(22 224952.42),(23 224023.63),(24 224518.33),(25 227406.36),(26 231479.97),(27 235585.48),(28 238897.4),(29 241182.47),(30 242881.27),(31 244076.73),(32 243994.73),(33 243565.03),(34 241434.86),(35 239094.83),(36 239058.72),(37 240771.61),(38 241341.77),(39 241574.33),(40 240724.2),(41 240432.6),(42 241289.53),(43 242777.7),(44 244532.78),(45 245083.97),(46 246415.25),(47 248166.66),(48 249051.86),(49 251999.61),(50 253922.48),(51 254958.38),(52 254947.8),(53 253672.86),(54 252728.56),(55 252735),(56 253224.7),(57 253712.89),(58 254551.36),(59 256201.38),(60 258355.44),(61 258470.38),(62 258244.25),(63 259217.27),(64 259248.22),(65 257461.38),(66 256450.38),(67 257013.2),(68 256881.81),(69 255252.64),(70 254259.3),(71 254343.25),(72 253738.3),(73 254947),(74 257630.55),(75 257348.11),(76 257262.05),(77 256768.03),(78 256253.81),(79 255956),
(1 16238.348),(2 45987.484),(3 77377.8),(4 104278.65),(5 126083.664),(6 141568.52),(7 153792.1),(8 165335.1),(9 176379.86),(10 185162.2),(11 192106.77),(12 196776.03),(13 201122.27),(14 204596.25),(15 206708.98),(16 208625.67),(17 209671.8),(18 211104.06),(19 212730.47),(20 215757.77),(21 218348.1),(22 219190.44),(23 219132.63),(24 219376.5),(25 220547.53),(26 221899.33),(27 222246.84),(28 222528.44),(29 223412.22),(30 225316.9),(31 226734.78),(32 228008.9),(33 229235.73),(34 228380.95),(35 227831.05),(36 229812.06),(37 232124.84),(38 233181.75),(39 232894),(40 231282.23),(41 231188.17),(42 228848.19),(43 226033.28),(44 225093.72),(45 226996.53),(46 230206.47),(47 233809.66),(48 236700.44),(49 240495.48),(50 242579.81),(51 245198.61),(52 247590.11),(53 251142.34),(54 254645.63),(55 258400.84),(56 260056.84),(57 258525.19),(58 255989.73),(59 254518.23),(60 254167.33),(61 255364.58),(62 255340.58),(63 254006.78),(64 252560.31),(65 251480.92),(66 250429.25),(67 248513.89),(68 248755.63),(69 249163.48),(70 248595.3),(71 249336.23),(72 249282.1),(73 250994.81),(74 253475.08),(75 255766.3),(76 256778.55),(77 258348.06),(78 260302.3),(79 261550.92),
(1 15583.284),(2 43041.54),(3 70924.34),(4 94418.375),(5 112992.48),(6 126874.79),(7 137645.7),(8 148261.97),(9 155783.83),(10 161832.38),(11 167166.73),(12 172318.58),(13 178152.2),(14 181941.17),(15 184625.17),(16 185165.1),(17 187314.73),(18 191822),(19 195956.47),(20 198047.83),(21 199998.7),(22 201398.84),(23 203032.52),(24 203559.36),(25 206530.06),(26 208776.48),(27 209790.47),(28 210840.6),(29 212157.38),(30 213171.77),(31 213099.52),(32 214134.61),(33 216740.22),(34 219578.63),(35 223039.39),(36 227379.97),(37 230335.28),(38 231001.56),(39 230030.4),(40 229343.73),(41 228771.52),(42 228605.4),(43 227027.89),(44 225649.58),(45 226132.58),(46 227979.19),(47 228664.72),(48 230037.53),(49 230804.33),(50 232132.44),(51 234089.11),(52 233591.52),(53 233525.17),(54 233801.23),(55 234188.66),(56 234075.19),(57 234477.9),(58 234399.5),(59 233242.31),(60 230615.73),(61 228496.1),(62 227367.19),(63 226662.53),(64 226503.22),(65 227457.7),(66 228657.84),(67 228005.55),(68 228218.81),(69 229128.86),(70 230883.83),(71 231588.98),(72 230093.19),(73 229932.78),(74 231012.1),(75 232785.55),(76 234095.39),(77 236633.95),(78 238747.28),(79 240909.23),
(1 16037.786),(2 44427.766),(3 73148.125),(4 97803.625),(5 116396.24),(6 129914.1),(7 142228.33),(8 152586.88),(9 160702.88),(10 167983.83),(11 174454.47),(12 178821.92),(13 181754.42),(14 183940.4),(15 187605.6),(16 189423.81),(17 192386.05),(18 194558.39),(19 197139.39),(20 199828.58),(21 203499.44),(22 204794.31),(23 206570.25),(24 206855.11),(25 207761.95),(26 207803.84),(27 207355.72),(28 207166.17),(29 206709.77),(30 206389.88),(31 206390.7),(32 205849.08),(33 205016.4),(34 205924.38),(35 208601.9),(36 211323.31),(37 215748.44),(38 219043.45),(39 220231.72),(40 220839.25),(41 219573.48),(42 218639.05),(43 218607.31),(44 220042.3),(45 220716.11),(46 222595.48),(47 224801.03),(48 226196.23),(49 228349.73),(50 229069.08),(51 228931.63),(52 227364.48),(53 226616.44),(54 227977.1),(55 230184.11),(56 232144.89),(57 232707.44),(58 231990.25),(59 229899.55),(60 229440.61),(61 229489.42),(62 232092.77),(63 233614.22),(64 234161.86),(65 233951.72),(66 234075.42),(67 235198.84),(68 237153.23),(69 238797.72),(70 241329.1),(71 243893.61),(72 244654.22),(73 245116.48),(74 244317.88),(75 244792.11),(76 245148.1),(77 245599.8),(78 246088.48),(79 246312.98),
(1 15874.918),(2 44162.85),(3 73010.77),(4 98496.1),(5 117393.66),(6 130130.94),(7 139504.25),(8 148380.95),(9 156086.66),(10 162349.22),(11 168835.63),(12 175950.98),(13 181549.08),(14 185917.7),(15 189460.77),(16 191860.06),(17 193818.67),(18 196896.89),(19 199056.73),(20 200980.56),(21 204362.98),(22 207119.13),(23 211390.33),(24 215021.23),(25 218401.77),(26 218890.81),(27 219004.33),(28 218250.56),(29 216597.4),(30 214988.33),(31 212710.83),(32 210938.95),(33 209998.45),(34 209731.52),(35 210280.11),(36 212193.64),(37 214752.64),(38 216350.5),(39 215711.75),(40 214701.73),(41 214170.56),(42 215694.58),(43 219140.3),(44 222194.69),(45 224348.7),(46 225707.61),(47 226852.86),(48 226709.78),(49 227322.23),(50 228314.06),(51 230040.83),(52 233186.2),(53 237218.84),(54 240612.77),(55 242250),(56 244660.05),(57 245981.06),(58 245888.13),(59 245098.83),(60 244998.86),(61 246245.08),(62 249078.53),(63 252227.05),(64 254389.38),(65 257049.9),(66 259264.39),(67 262295.97),(68 265421.56),(69 267726.63),(70 267317.66),(71 264098.66),(72 261217.64),(73 259501.73),(74 255999.02),(75 253797.58),(76 253089.28),(77 253136.56),(78 252721.7),(79 253518.33),
(1 15613.944),(2 43417.81),(3 71467.07),(4 95556.16),(5 113227.19),(6 124583.14),(7 132911.64),(8 138873.98),(9 141820.6),(10 144754.84),(11 148781.78),(12 152966.16),(13 157956.56),(14 163021.14),(15 168793),(16 173684.38),(17 178708.44),(18 182265.13),(19 185182.56),(20 186874.84),(21 188059.9),(22 189747.78),(23 192901.47),(24 193424.69),(25 194494.52),(26 195590.36),(27 197291.88),(28 199030.77),(29 200049.38),(30 200404.27),(31 200651.58),(32 201040.6),(33 201293.67),(34 201854.22),(35 203014.72),(36 203095.33),(37 202516.75),(38 200088.69),(39 197703.45),(40 196774.81),(41 196133.73),(42 196806.6),(43 198582.55),(44 200313.8),(45 203228.69),(46 205058.17),(47 206395.31),(48 207828.52),(49 208151.2),(50 207525.16),(51 206536.73),(52 206683.55),(53 206160.38),(54 206763.66),(55 206744.69),(56 205828.81),(57 205417.06),(58 205809.23),(59 205635.11),(60 206310.08),(61 208052.13),(62 210772.92),(63 212907.58),(64 213707.08),(65 216695.48),(66 218872.39),(67 220941.02),(68 221502.1),(69 220639.14),(70 219488.23),(71 219692.23),(72 219672.7),(73 220705.64),(74 221450.61),(75 222635.31),(76 224087.81),(77 226332.66),(78 227974.4),(79 229007.42),
(1 15409.622),(2 41926.402),(3 68689.74),(4 91925.5),(5 108964.16),(6 119614.16),(7 128303.27),(8 135520.16),(9 141824.52),(10 148525),(11 154658.97),(12 159583.66),(13 165202.23),(14 170363.8),(15 175072.6),(16 179241.31),(17 183487.36),(18 186502.45),(19 189512.63),(20 191032.66),(21 191145.14),(22 191351.34),(23 192716.13),(24 193694.55),(25 193545.1),(26 193328.2),(27 193384.17),(28 194226.08),(29 196359.5),(30 199316.6),(31 201699),(32 202756.42),(33 204275.98),(34 204573.88),(35 206784.31),(36 208618.3),(37 208682.58),(38 207606.81),(39 207062.39),(40 206525.64),(41 205772.22),(42 206257.28),(43 207776.23),(44 209779.36),(45 211274.25),(46 212668.94),(47 214054.8),(48 214764.53),(49 215362.23),(50 215259.77),(51 214293.56),(52 211246.42),(53 207632.83),(54 205012.45),(55 203839.27),(56 203368.97),(57 202479.16),(58 202268.94),(59 203066.67),(60 204477.11),(61 206984.16),(62 207400.75),(63 206735.33),(64 205658.81),(65 206721.53),(66 206246.4),(67 205639.2),(68 204117.45),(69 202889.9),(70 203110.52),(71 202953.94),(72 203587.1),(73 204280.08),(74 206075.31),(75 207740.84),(76 209158),(77 210940.48),(78 212120.14),(79 212769.61),
(1 15238.142),(2 40514.26),(3 65226.938),(4 85725.266),(5 100486.7),(6 110594.8),(7 119577.13),(8 127602.44),(9 134125.58),(10 139899.45),(11 144893.08),(12 148661.56),(13 153707.44),(14 158642.39),(15 162826.34),(16 164912.66),(17 166924.81),(18 169893.72),(19 173378.23),(20 176509.8),(21 179096.58),(22 180875.97),(23 180668.4),(24 180154.77),(25 180250.7),(26 181034.06),(27 182065.8),(28 182901.83),(29 183510.88),(30 183757.89),(31 184268.27),(32 185714.1),(33 186663.05),(34 186738.33),(35 187666.36),(36 188864.98),(37 189277.83),(38 192136.95),(39 195807.69),(40 196981.23),(41 196672.27),(42 197289.03),(43 197225.5),(44 197824.28),(45 199138.14),(46 200155.23),(47 201594.7),(48 202190.38),(49 201459.2),(50 201297.2),(51 201283.63),(52 199416.95),(53 198252.53),(54 196262.23),(55 194367.52),(56 192264.6),(57 190072.34),(58 189567.81),(59 189971.34),(60 189973.66),(61 191730.64),(62 193832.88),(63 195379.17),(64 196589.83),(65 198136.33),(66 200011.81),(67 201578.58),(68 203705.05),(69 205697.5),(70 207568.38),(71 208986.48),(72 210055.11),(73 210235.66),(74 210934.4),(75 212987.3),(76 212293.3),(77 212032.14),(78 212410.42),(79 212188.88),
(1 15263.8955),(2 41023.676),(3 67062.64),(4 88140.89),(5 103507.805),(6 114090.26),(7 122969.71),(8 129854.766),(9 135449.95),(10 141233.16),(11 146454.39),(12 152325.56),(13 157428.6),(14 161500.7),(15 166112.58),(16 169797.2),(17 172107.89),(18 173963.8),(19 176318.88),(20 178321.06),(21 179804.45),(22 181146.56),(23 181458.83),(24 182718.23),(25 184633),(26 185431.3),(27 186400.06),(28 187566.33),(29 188803.28),(30 190167.72),(31 191098.44),(32 192856.66),(33 195221.7),(34 197649.94),(35 200160.75),(36 202448.22),(37 203934.77),(38 204521.64),(39 207397.78),(40 209842),(41 212134.52),(42 212600.92),(43 211522.66),(44 211926.3),(45 211976.34),(46 209878.08),(47 208323.58),(48 206692.61),(49 204587.63),(50 202434.66),(51 200935.45),(52 199877.86),(53 197977.23),(54 196003.08),(55 195220.58),(56 195226.28),(57 195188.17),(58 194361.02),(59 193573.36),(60 193475.06),(61 196128.39),(62 198402.44),(63 199171.67),(64 200097.13),(65 201336.17),(66 201798.77),(67 200952.14),(68 200761.92),(69 201171.36),(70 202365.78),(71 204333.33),(72 207580.88),(73 210386.78),(74 212008.03),(75 214535.92),(76 215659.27),(77 217166.42),(78 220225.2),(79 222811.56),
(1 14572.36),(2 38698.89),(3 61967.58),(4 81386),(5 95611.47),(6 104276.164),(7 112774.555),(8 120681.93),(9 126287.98),(10 131336.47),(11 137344.38),(12 142637.64),(13 147633.36),(14 152602.6),(15 157733.08),(16 162145.42),(17 165143.78),(18 167542.86),(19 169855.88),(20 171279.97),(21 172385.19),(22 172102.9),(23 171979.84),(24 173699.28),(25 175754.08),(26 178082.16),(27 180601.92),(28 182150.42),(29 183945.81),(30 186261.66),(31 188457.23),(32 189356.55),(33 190540.98),(34 192491.2),(35 194936),(36 196840.88),(37 196219.31),(38 193984.22),(39 193497.17),(40 192316.05),(41 190423.94),(42 189369.94),(43 189224.28),(44 192125.83),(45 196128.73),(46 199072.9),(47 200841.56),(48 201485.95),(49 201971.27),(50 201532.58),(51 200372.3),(52 200278.64),(53 199552.66),(54 198855.02),(55 199004.47),(56 199246.75),(57 198553.94),(58 198293.06),(59 199940.16),(60 201127.42),(61 203980.5),(62 206212.89),(63 206946.75),(64 206489.28),(65 205576.48),(66 205050.88),(67 203607.05),(68 203453.31),(69 205144.52),(70 206597.61),(71 207903.53),(72 210143.05),(73 210970.45),(74 211275.08),(75 212345.95),(76 212525.45),(77 214150.33),(78 215778.27),(79 216785.23),
(1 14578.988),(2 39262.992),(3 63347.98),(4 83942.27),(5 98442.3),(6 107271.16),(7 115560.164),(8 123764.13),(9 130761.61),(10 136474.83),(11 140370.1),(12 142360.66),(13 142697.73),(14 142340.89),(15 142336.28),(16 143510.56),(17 146081),(18 148472.95),(19 150742.47),(20 153255.66),(21 155195.17),(22 155770.78),(23 156889.39),(24 159258.2),(25 162697.67),(26 165978.36),(27 169326),(28 170753.6),(29 171309.5),(30 172138.89),(31 174172),(32 176015.97),(33 175678.48),(34 174886.7),(35 176564.36),(36 178077.44),(37 178433.42),(38 179355.55),(39 179781.86),(40 180603.6),(41 180598.75),(42 181583.73),(43 183530.13),(44 186536.64),(45 190285.14),(46 193327.28),(47 195223.1),(48 194566.14),(49 193075.7),(50 190627.52),(51 189343.73),(52 187634.4),(53 187221.3),(54 186378.17),(55 185600.19),(56 184493.25),(57 182716.44),(58 181989.48),(59 181306.78),(60 180724.95),(61 181420.17),(62 182882.03),(63 183345),(64 184453.95),(65 185579.53),(66 186216.52),(67 186478.5),(68 186805.23),(69 187804.56),(70 189049.89),(71 190352.11),(72 192173.63),(73 193447.89),(74 193398.06),(75 192578.1),(76 192716.72),(77 193361.19),(78 194739.3),(79 196245.7),
(1 14529.504),(2 39041.32),(3 61592.016),(4 80182.91),(5 93275.26),(6 101188.82),(7 107609.18),(8 112436.29),(9 116996.766),(10 122518.164),(11 127933.04),(12 132443.7),(13 135974.44),(14 138133.84),(15 139768.5),(16 141008.03),(17 142140.05),(18 142856.05),(19 144742.28),(20 146413.28),(21 148452.67),(22 149426.14),(23 150860.7),(24 153144.02),(25 155889.33),(26 157580.47),(27 157807.53),(28 156573.08),(29 156371.64),(30 157339.17),(31 157364.61),(32 156844.23),(33 156006.4),(34 155642.84),(35 156658.52),(36 157767.17),(37 158817.69),(38 159701.67),(39 160890.11),(40 161161.22),(41 161070.28),(42 162099.13),(43 163825.83),(44 165394.05),(45 167229.38),(46 169065.94),(47 170741.94),(48 170165.7),(49 169788.69),(50 170241.94),(51 170403.61),(52 169853.19),(53 169655.56),(54 170630.08),(55 170931.56),(56 173035.94),(57 174654.61),(58 174832.36),(59 174395.5),(60 174692.67),(61 175706.55),(62 175840.28),(63 176119.6),(64 175864.98),(65 176228.28),(66 177889.02),(67 179862.33),(68 181661.06),(69 185040),(70 188020.36),(71 190568.4),(72 191254.2),(73 191401.8),(74 192350.58),(75 191230.95),(76 190654.7),(77 189482.63),(78 188366.53),(79 189786.44),
(1 14324.495),(2 36836.234),(3 58234.613),(4 77626.3),(5 91412.56),(6 101324.195),(7 110449.54),(8 119641.87),(9 128399.164),(10 134820.52),(11 140351.11),(12 145334.02),(13 149747.72),(14 153994.28),(15 157189.08),(16 159824.47),(17 162319.42),(18 163330.17),(19 163171.72),(20 164614.64),(21 165229.52),(22 165079.23),(23 166374.6),(24 167415.53),(25 167654.69),(26 167806.4),(27 167708.08),(28 166803.6),(29 165197.77),(30 164559.52),(31 164179.48),(32 164010.2),(33 162693.64),(34 161990.52),(35 162643.95),(36 162591.81),(37 161520.66),(38 161326.02),(39 161471.39),(40 161947.16),(41 161384.75),(42 160659.61),(43 159535.88),(44 157590.11),(45 156713.23),(46 156549.2),(47 157067.73),(48 156827.73),(49 155724.44),(50 155652.33),(51 157306.2),(52 158759.94),(53 158087.73),(54 157509.7),(55 157781.86),(56 158455.1),(57 160647.44),(58 163454.44),(59 164205.3),(60 165113.2),(61 166048.94),(62 166069.34),(63 166337.58),(64 166120.89),(65 163786.78),(66 162574.48),(67 162957.6),(68 164989.94),(69 166225.73),(70 167698.83),(71 169633.13),(72 170385.55),(73 170826.88),(74 172226.63),(75 172744.17),(76 173550.73),(77 176042.73),(78 177571.42),(79 177384.83),
(1 13980.023),(2 35897.59),(3 56886.184),(4 73633.3),(5 84876.97),(6 92623.22),(7 100133.77),(8 106848.08),(9 113356.18),(10 118649.56),(11 121907.41),(12 125071.914),(13 128367.71),(14 131966.81),(15 135083.31),(16 137590),(17 140769.47),(18 144203.78),(19 147363.84),(20 150195.73),(21 152228.58),(22 153149.75),(23 153470.2),(24 153800.28),(25 154453.64),(26 155808.61),(27 157730.92),(28 159531.25),(29 160684.98),(30 161449.88),(31 161490.13),(32 161119.61),(33 159385.6),(34 158027.08),(35 157084.05),(36 156179.6),(37 156391.28),(38 159193.38),(39 160626.55),(40 163041.61),(41 164858.94),(42 165317.81),(43 165411.33),(44 166271.97),(45 166241.36),(46 166746.72),(47 167291.44),(48 166973.08),(49 165531.66),(50 166339.45),(51 166887.64),(52 167390.92),(53 167185.06),(54 166159.53),(55 165017.56),(56 166488.75),(57 168989.83),(58 171777.55),(59 174685.78),(60 175989.28),(61 175440.81),(62 174745.95),(63 175505),(64 175211.58),(65 174956.4),(66 174956.9),(67 175245.25),(68 175573.5),(69 176187.22),(70 176883.45),(71 178241.06),(72 180503.08),(73 180755.52),(74 181054.56),(75 181002.48),(76 181388.03),(77 182385.98),(78 183291.52),(79 183421.5),
