1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 28816.967),(2 95647.664),(3 172582.39),(4 274314.1),(5 381262.1),(6 487299.6),(7 575539.8),(8 646838.5),(9 693234.5),(10 729236.06),(11 745100.3),(12 747476),(13 734997.8),(14 716294.25),(15 696914.25),(16 675577.5),(17 660461.06),(18 651456.1),(19 650757.4),(20 657526.9),(21 659811.44),(22 676517.25),(23 697475.56),(24 717272.44),(25 732448.2),(26 745373),(27 760004.2),(28 767238.2),(29 765731.75),(30 759167.44),(31 745116.06),(32 726138.44),(33 704480.3),(34 688084.56),(35 673033.7),(36 657697.2),(37 647144.6),(38 640206.94),(39 640206.8),(40 637716.5),(41 637991.06),(42 640182.25),(43 647519.8),(44 659037.7),(45 665655.56),(46 677194.6),(47 686949.44),(48 696220),(49 700780.3),(50 705258),(51 706825.8),(52 702915.3),(53 691005.2),(54 672110.8),(55 651078.94),(56 632864.44),(57 617356.25),(58 608171.3),(59 604506),(60 608610.2),(61 618324.7),(62 633193.06),(63 648889.44),(64 670727.5),(65 695044.8),(66 722926.75),(67 747581.25),(68 767934.7),(69 787891.7),(70 800501.94),(71 803486.3),(72 798947.3),(73 783180.8),(74 763783.7),(75 737603),(76 711920.5),(77 692744.7),(78 674677),(79 665416.5),
(1 34857.652),(2 114715.53),(3 210278.02),(4 329174.25),(5 451221.88),(6 568526.8),(7 657202.44),(8 716120.25),(9 742374.94),(10 749553.5),(11 736736.1),(12 714161.9),(13 688283.9),(14 666808.5),(15 653657.2),(16 642175.6),(17 642177.4),(18 651821.56),(19 667566.8),(20 685668.9),(21 698143.25),(22 719741),(23 741803.25),(24 760007.56),(25 776003.75),(26 792977.75),(27 807927.1),(28 817971.25),(29 815735.7),(30 802108.75),(31 775572.1),(32 739472.5),(33 702451.75),(34 667022.94),(35 643292.6),(36 629557.2),(37 635471.6),(38 650731.9),(39 671756.44),(40 692701.44),(41 715150.44),(42 732585.06),(43 748869.4),(44 758273),(45 759926.6),(46 756265.4),(47 744531.3),(48 729271.56),(49 712811.3),(50 695958.3),(51 677796.25),(52 658688.25),(53 642111),(54 628702),(55 620033.9),(56 616644.1),(57 619861.7),(58 627907.7),(59 638336.9),(60 648859.75),(61 654717.9),(62 656247.4),(63 655312.75),(64 646810.9),(65 635693.06),(66 626187.7),(67 617325),(68 610779.06),(69 609833),(70 614847.6),(71 622969.75),(72 627053.75),(73 626318.25),(74 626123.9),(75 622023.94),(76 618059),(77 616903.9),(78 614386.7),(79 611462.9),
(1 47958.92),(2 159937.08),(3 290144),(4 447198.34),(5 600396.9),(6 732901.3),(7 817426.44),(8 855616.4),(9 852059.1),(10 829505.25),(11 793013.75),(12 750188.56),(13 721022.5),(14 709898.44),(15 709610.4),(16 715712),(17 723692.25),(18 731698.56),(19 732282.06),(20 723024.6),(21 719469.2),(22 721796.3),(23 732453.75),(24 750678.56),(25 773219.44),(26 792985.75),(27 808006.4),(28 810496.25),(29 803388.2),(30 783285.75),(31 751899.8),(32 715380.56),(33 680861.5),(34 661969.8),(35 657937.56),(36 667497.94),(37 690345.8),(38 711797.75),(39 728402.9),(40 730295.8),(41 725968.2),(42 712842.44),(43 696056.25),(44 676259.94),(45 662182.1),(46 654409.44),(47 658393.75),(48 669238.8),(49 687084.8),(50 706421.9),(51 719805),(52 730464.5),(53 737019),(54 739726.1),(55 733550.25),(56 720798.25),(57 704399.5),(58 686558.9),(59 663757.2),(60 639008.4),(61 618877.3),(62 602583.3),(63 599356.25),(64 590978.4),(65 592608.4),(66 607397.8),(67 631399.3),(68 655519.7),(69 669875.06),(70 682092.8),(71 688321.1),(72 683495.1),(73 668977.44),(74 655925.4),(75 648189.9),(76 646982.5),(77 653559.2),(78 668211.6),(79 686511.1),
(1 40073.473),(2 133282.66),(3 240511.03),(4 375164.63),(5 508084.8),(6 632170.6),(7 719753.4),(8 768118.7),(9 778898.06),(10 767592.56),(11 730217.8),(12 678067.1),(13 630572.75),(14 596072.6),(15 579295.1),(16 577655.2),(17 591836.9),(18 616450.2),(19 646733.5),(20 673026.6),(21 694759.56),(22 712630.8),(23 723621.9),(24 728545.75),(25 727846.3),(26 726153.44),(27 719275.6),(28 715628.4),(29 711923.06),(30 703470.25),(31 692535.7),(32 676324.75),(33 665726.4),(34 647419.6),(35 625031.5),(36 604687.4),(37 594374.56),(38 592748.94),(39 589013.25),(40 593892.4),(41 603756.94),(42 617344.9),(43 638489.06),(44 657992.44),(45 677339.8),(46 691777.3),(47 700452.6),(48 705063.56),(49 699532.9),(50 690482.8),(51 676464.44),(52 662513.7),(53 652984.94),(54 643908.4),(55 643998.1),(56 653027.6),(57 662531),(58 678891.5),(59 690132.4),(60 699240.3),(61 698218.94),(62 691543.1),(63 682482.25),(64 658255.2),(65 629160.6),(66 598563.4),(67 572392),(68 554397.2),(69 543217.44),(70 549275.8),(71 569415.06),(72 595017.3),(73 624492.6),(74 653693.25),(75 685802.5),(76 705980),(77 721013),(78 730597.3),(79 734247.9),
(1 30396.398),(2 100495.76),(3 180804.8),(4 281833.38),(5 383557.1),(6 478672.4),(7 549030.4),(8 589624),(9 605619.44),(10 605998.56),(11 590901.4),(12 567860.25),(13 548909.75),(14 535670.44),(15 532095.8),(16 538388.94),(17 549833.44),(18 565493.9),(19 584749),(20 598884.25),(21 608235.2),(22 615928.75),(23 615599.3),(24 611301.4),(25 607777.9),(26 611087.8),(27 614197.75),(28 617561.4),(29 615562.7),(30 609311.06),(31 600134.94),(32 587791.44),(33 571972.3),(34 555429.8),(35 538938.56),(36 526421.8),(37 520290.06),(38 522994.53),(39 528925),(40 541123.75),(41 553483.8),(42 564167.75),(43 572113.94),(44 574720.06),(45 576046.25),(46 573318.44),(47 569746.6),(48 567023.75),(49 565534.94),(50 570298.56),(51 578115.8),(52 589727.75),(53 605613.2),(54 623925.56),(55 642445.6),(56 660524),(57 671509.2),(58 682676.1),(59 685436.56),(60 679640.56),(61 667160.4),(62 654554.3),(63 636207.06),(64 614545.06),(65 595489.4),(66 573509.75),(67 555959.2),(68 541108.9),(69 534804.6),(70 531066.1),(71 533704.4),(72 545119.6),(73 560524.75),(74 579138),(75 591391.2),(76 607402.7),(77 620510.6),(78 628897.3),(79 633069.06),
(1 32445.887),(2 107234.65),(3 193060.92),(4 300802.66),(5 412144.5),(6 517622.53),(7 597727.3),(8 645301.3),(9 666209.7),(10 667565.3),(11 651203.6),(12 627099.75),(13 604167.3),(14 581996.5),(15 565616.1),(16 551559.3),(17 544590.94),(18 544408.06),(19 556479.5),(20 573695.3),(21 591036.25),(22 608374.94),(23 624293.4),(24 639066.2),(25 649146.9),(26 658971.5),(27 668313.4),(28 679858.8),(29 691295.4),(30 699435.7),(31 707099.4),(32 709611.94),(33 700927.9),(34 684660.44),(35 661098.06),(36 636828.06),(37 615447.5),(38 601664.7),(39 593357.8),(40 590663.5),(41 587832.5),(42 584443.94),(43 584480.44),(44 588264),(45 597062.9),(46 603474.8),(47 608682.7),(48 616916.44),(49 620634.9),(50 623902.9),(51 622929.44),(52 617408.6),(53 611693.06),(54 604717.7),(55 606008.5),(56 614545.56),(57 624090),(58 640693.9),(59 656203.6),(60 670383.7),(61 680610.44),(62 682747.94),(63 678215.7),(64 662969.44),(65 643164.75),(66 614486.2),(67 582922.7),(68 555153.4),(69 532884.25),(70 515678.78),(71 506602.78),(72 510460.03),(73 530392),(74 557387.3),(75 585073.2),(76 615421.9),(77 644296),(78 669973.3),(79 688866.56),
(1 30288.951),(2 100174.484),(3 176841.23),(4 272965.4),(5 368998.88),(6 456304.6),(7 518543.16),(8 554207.2),(9 572334.44),(10 578864.4),(11 576331.25),(12 572174.9),(13 570312.5),(14 570657.25),(15 568949.2),(16 564534.4),(17 561961.56),(18 562792.5),(19 570753.3),(20 581423.94),(21 594782.06),(22 606265.7),(23 613997.9),(24 615823.6),(25 611136),(26 605042.1),(27 598674.9),(28 594543.06),(29 597423.1),(30 607617.8),(31 625300.9),(32 640074.9),(33 646056.1),(34 656411.94),(35 660439.56),(36 655284.75),(37 644726.7),(38 633104.8),(39 628502.7),(40 618105.06),(41 605733.4),(42 593925),(43 587997.44),(44 590845.1),(45 594871.06),(46 602074.25),(47 606029.4),(48 610858.6),(49 617869),(50 627107.2),(51 630277),(52 627240.6),(53 617031.2),(54 601575.06),(55 588487.5),(56 581224.94),(57 574406.3),(58 578113.3),(59 584238.2),(60 588121.1),(61 587249.44),(62 582159.4),(63 572222.94),(64 556563.7),(65 537989.8),(66 517116.78),(67 504091.03),(68 499642.94),(69 500636.97),(70 505666.56),(71 511802.47),(72 522907.75),(73 538130.4),(74 557075.4),(75 577334.56),(76 602500.75),(77 631905.7),(78 661190.2),(79 682743.4),
(1 36795.13),(2 117985.38),(3 206024.38),(4 306960.28),(5 399082.78),(6 471528.38),(7 512105.66),(8 536630.6),(9 547560.4),(10 559225.6),(11 568899.8),(12 580881.2),(13 587667.44),(14 588460),(15 583291.9),(16 570510.4),(17 556678.8),(18 550372.6),(19 562163.4),(20 586370.56),(21 609234.2),(22 633129.94),(23 646912),(24 645994),(25 631176),(26 611342.1),(27 593645.5),(28 574561.4),(29 559753.9),(30 552015.6),(31 554221.94),(32 564885.5),(33 577996.56),(34 602381.1),(35 628778.1),(36 650856.44),(37 665517.94),(38 669565.4),(39 663769.1),(40 651214.7),(41 636937.25),(42 623818.5),(43 620506.44),(44 622381.3),(45 635475.5),(46 648616.1),(47 664721.8),(48 682552.1),(49 696627.56),(50 698968.56),(51 692161.25),(52 674576.75),(53 648108.5),(54 617614.94),(55 596432.75),(56 589226.44),(57 593059.06),(58 608200.75),(59 629159.25),(60 645567.3),(61 649756.8),(62 641114.9),(63 620926.5),(64 596874.1),(65 575051.94),(66 555147.8),(67 539430.6),(68 528341.94),(69 527104.2),(70 519995.2),(71 511827.6),(72 510780.4),(73 519650.94),(74 536876.7),(75 551967.44),(76 573794.94),(77 594910.1),(78 615614.6),(79 632396.25),
(1 36637.715),(2 118409.28),(3 207143.83),(4 309472.25),(5 403723.16),(6 480814.75),(7 524894.7),(8 547710.4),(9 558167.9),(10 565976),(11 569984.44),(12 575324.06),(13 577936.5),(14 576502.56),(15 571830.56),(16 563759.6),(17 558312.4),(18 563023.3),(19 585939.9),(20 620162),(21 653335.2),(22 687225.6),(23 707024.7),(24 710493.4),(25 691635.6),(26 658528),(27 622691.9),(28 581745.06),(29 549123.5),(30 526536.4),(31 519287.94),(32 521002.16),(33 531808.2),(34 550302),(35 567802.1),(36 588112.9),(37 605910.9),(38 618627.9),(39 621503.06),(40 618584.4),(41 613134.1),(42 601437.5),(43 592219.56),(44 588926.56),(45 589602.06),(46 599002.7),(47 612266),(48 630606.94),(49 639827.1),(50 637293.2),(51 632134.7),(52 613435.3),(53 594326.94),(54 574012.4),(55 559688.7),(56 552403.1),(57 555189.56),(58 567858.7),(59 587669.8),(60 608678.94),(61 626553.56),(62 636988.7),(63 638604.8),(64 635525.94),(65 626503.5),(66 614126.44),(67 595824.8),(68 576981.75),(69 564365.75),(70 550696.25),(71 537552.94),(72 528066.2),(73 524277),(74 525354.6),(75 531173.9),(76 539252.1),(77 553269.25),(78 571873.5),(79 589378.1),
(1 38102.777),(2 121786.03),(3 212567.53),(4 315427.9),(5 404163.3),(6 473177.1),(7 505269.2),(8 519601.72),(9 519843.3),(10 524408.94),(11 533485.75),(12 547456.7),(13 561326.8),(14 572180.7),(15 579233.94),(16 580802.06),(17 586070),(18 593304.6),(19 607708.4),(20 621322.1),(21 633055.4),(22 635273.1),(23 622198.1),(24 596956.9),(25 558920.1),(26 522309.84),(27 493423.2),(28 475013.72),(29 469696.03),(30 473910.66),(31 482638.66),(32 487963.6),(33 492249.22),(34 494137.38),(35 496692.88),(36 503425.34),(37 517170.72),(38 528887.3),(39 536569.3),(40 540007.2),(41 540228.8),(42 534020.44),(43 521884.5),(44 508619.8),(45 500242.84),(46 498101.66),(47 501691.13),(48 514025.6),(49 524447.4),(50 527493.7),(51 526117.06),(52 514288.3),(53 502985.9),(54 491760.84),(55 485559.8),(56 487128.44),(57 495774.78),(58 512670.34),(59 535696.94),(60 564988.56),(61 595708.94),(62 623980.06),(63 643404.56),(64 659855.6),(65 663042.2),(66 651664.25),(67 626622.1),(68 595908.5),(69 565934.4),(70 535454.25),(71 506129.6),(72 483881.1),(73 474635),(74 474874.22),(75 480933.75),(76 487833.9),(77 497658.53),(78 506882.66),(79 512855.22),
(1 27453.78),(2 87952.86),(3 153572.56),(4 231572.44),(5 303797.6),(6 365534.06),(7 406555.72),(8 435554.4),(9 449160.75),(10 461622.75),(11 471322.8),(12 483052.75),(13 495778.88),(14 511125.8),(15 526735.1),(16 538035.5),(17 548993.2),(18 555764),(19 561166.94),(20 561350.5),(21 559590.44),(22 551537.6),(23 536224.56),(24 516943.84),(25 498501.84),(26 486196.8),(27 479330.1),(28 477471.72),(29 480605.88),(30 484269.78),(31 486862.9),(32 486526.56),(33 484484.3),(34 483044.72),(35 483792.1),(36 489490.78),(37 502545.78),(38 518100.56),(39 531164.75),(40 545991.56),(41 555411.56),(42 555783.5),(43 544449.1),(44 526282.5),(45 512832.63),(46 500242.38),(47 493327.13),(48 493753.53),(49 499545.34),(50 507537.53),(51 514384.56),(52 520146.97),(53 524523.3),(54 525432.7),(55 525216.2),(56 527930.2),(57 532431.2),(58 541800),(59 551540.94),(60 563553.44),(61 573785.94),(62 588132.4),(63 594580.9),(64 604566.94),(65 607638),(66 596780.9),(67 576366.3),(68 552284.75),(69 532997.4),(70 508193.25),(71 485350.88),(72 468567.34),(73 459180.66),(74 456531.3),(75 453636.25),(76 456379.9),(77 462037.22),(78 467324.16),(79 471416.75),
(1 26900.412),(2 85156.36),(3 149188.61),(4 222631.39),(5 292268.88),(6 356063.53),(7 402888.72),(8 433338),(9 446649.34),(10 453170.6),(11 452898.6),(12 454459.78),(13 456536.94),(14 462533.78),(15 470874.38),(16 485799.75),(17 505867.13),(18 529164.7),(19 547729.7),(20 560255.4),(21 562950.75),(22 559105.94),(23 545665.25),(24 524381.6),(25 504908.06),(26 490463.47),(27 483997.84),(28 480324.28),(29 480438.9),(30 481299.88),(31 483031.6),(32 484985.28),(33 485613.5),(34 486565),(35 488900.2),(36 491662.84),(37 495214.2),(38 497331.47),(39 498901.97),(40 499123.38),(41 495971.94),(42 492875.3),(43 488281.4),(44 484981.75),(45 483142.1),(46 488355.25),(47 495499.6),(48 506099.6),(49 513184.06),(50 512369.44),(51 508099),(52 497510.84),(53 486374.84),(54 473513.03),(55 464400.34),(56 463227.47),(57 466275.28),(58 478944.6),(59 492021.97),(60 504163.78),(61 515512.06),(62 527707.2),(63 538985.56),(64 551228.8),(65 559652.2),(66 564265.75),(67 562661.75),(68 554032.1),(69 544189.2),(70 530314.75),(71 516769.5),(72 505923.94),(73 497687.13),(74 491548.2),(75 485215.38),(76 477528),(77 469723.5),(78 459557.7),(79 448544.16),
(1 29557.441),(2 94421.86),(3 165467.05),(4 246574.84),(5 320461.97),(6 378325.5),(7 410696.25),(8 426085.97),(9 428850.9),(10 427962.63),(11 426187.22),(12 429805.38),(13 440976.22),(14 457817.97),(15 474059.1),(16 490527),(17 507862.28),(18 520224.13),(19 525930.6),(20 526993.56),(21 521791.7),(22 515949.9),(23 504910.28),(24 491773.9),(25 482550.25),(26 479232.13),(27 482085.7),(28 483145.34),(29 483513.38),(30 482074.44),(31 477675.4),(32 467173.2),(33 452403),(34 436282.22),(35 420540.78),(36 410528),(37 411816.84),(38 419801.47),(39 428643.72),(40 438112.72),(41 445902.97),(42 450260.8),(43 446826.9),(44 439799.66),(45 430333.06),(46 423724.34),(47 415448.4),(48 408667.8),(49 402863.1),(50 401548.75),(51 403079.94),(52 403413.72),(53 404261.1),(54 404639.72),(55 405517.56),(56 407424.13),(57 408721.9),(58 413864.06),(59 420373.28),(60 432137.34),(61 451705.66),(62 473076.63),(63 494375.16),(64 515130.28),(65 532746.06),(66 542297.4),(67 541005.44),(68 533530.6),(69 524774.5),(70 518139),(71 516536),(72 522472.72),(73 532286.44),(74 540531.3),(75 542957.9),(76 538268.94),(77 529350.44),(78 511480.13),(79 489012.03),
(1 33123.29),(2 105613.04),(3 180222.39),(4 264621.34),(5 334324),(6 381814.56),(7 401511.44),(8 403392.16),(9 398254.8),(10 391989.16),(11 390844.75),(12 396831.06),(13 407526.94),(14 420897.1),(15 433074.47),(16 442471.78),(17 452785.7),(18 460331.5),(19 464058.3),(20 467601.53),(21 466938.47),(22 466690.53),(23 458422.75),(24 444055.5),(25 429392.6),(26 418591.6),(27 411766.8),(28 410177.34),(29 413578.9),(30 420891.28),(31 428680.84),(32 433141.03),(33 435726.03),(34 434097.25),(35 427700.9),(36 417043.13),(37 407181.8),(38 404639.66),(39 403579.22),(40 408639.13),(41 417731.78),(42 423174.6),(43 422567.03),(44 417394.9),(45 408460.1),(46 401041.22),(47 394810.13),(48 390039.78),(49 390204.8),(50 394133.6),(51 403161.88),(52 409113.06),(53 415414.47),(54 422111.63),(55 432513.66),(56 443505.38),(57 452581.03),(58 464687.44),(59 472293.47),(60 481274.53),(61 487357.9),(62 489836.16),(63 491630.2),(64 491140.6),(65 488760.78),(66 485552.44),(67 478209.8),(68 467207),(69 456833.9),(70 445644.72),(71 438683.66),(72 437693.9),(73 443561.66),(74 450811.22),(75 454256.94),(76 453817.25),(77 450408.13),(78 440000.72),(79 421964.66),
(1 29732.715),(2 92067.96),(3 151397.64),(4 215185.2),(5 264621.38),(6 295231.34),(7 309488.44),(8 318564.63),(9 327783.78),(10 340327.88),(11 353125.84),(12 362885.03),(13 364142.63),(14 361405.22),(15 354383.75),(16 348536.8),(17 350761.1),(18 360049.38),(19 374370.84),(20 386211.38),(21 391906.13),(22 392339.88),(23 384708.88),(24 374753.7),(25 365826.9),(26 359811.5),(27 357813),(28 357269.9),(29 360943.13),(30 366033.94),(31 372612.94),(32 377022.88),(33 380993.84),(34 383258.72),(35 383086.72),(36 381229.72),(37 378192.25),(38 375060.5),(39 374613.66),(40 373128.78),(41 371394),(42 368736.34),(43 363989.84),(44 362141.5),(45 360515.1),(46 368699.25),(47 375725.9),(48 378906.5),(49 375742.22),(50 364359.22),(51 355364.25),(52 343409.22),(53 342866.44),(54 352480.16),(55 371881.22),(56 392885.5),(57 410696.16),(58 425042.38),(59 428601.3),(60 428717),(61 426706.22),(62 426102.44),(63 429246.44),(64 432137.34),(65 434948.2),(66 437053.5),(67 430861.28),(68 419660.44),(69 407500.56),(70 394545.94),(71 387800.94),(72 384363.44),(73 386065.84),(74 388209.56),(75 389075.88),(76 385704.2),(77 378224.44),(78 364097.13),(79 345623.25),
(1 33303.297),(2 102680.12),(3 167435.22),(4 233710.36),(5 279893.2),(6 301202.3),(7 297105.9),(8 284917.84),(9 276513.4),(10 273834),(11 278274.9),(12 287916.47),(13 296147),(14 300728.75),(15 306628.75),(16 312461.28),(17 324282.06),(18 341324.28),(19 353899.72),(20 355777.22),(21 346916.7),(22 334444.75),(23 317931),(24 305117.03),(25 305096.53),(26 313014.84),(27 325428.25),(28 339048.78),(29 351824.94),(30 363093.84),(31 375495.88),(32 389682.56),(33 396707.94),(34 402875.1),(35 400711.78),(36 391485.4),(37 378528.63),(38 371145.8),(39 374753.4),(40 386627.22),(41 407601.56),(42 429584.4),(43 438485.03),(44 436830.44),(45 426731.1),(46 413734.1),(47 397940.88),(48 382815.88),(49 373624.03),(50 370024.34),(51 369604),(52 371833.72),(53 377944.13),(54 387361),(55 400165.4),(56 408951.9),(57 411401.22),(58 409126.6),(59 404790.38),(60 397536.94),(61 390643.72),(62 390074.38),(63 396704.03),(64 403575.25),(65 411025.97),(66 415780.6),(67 413253.06),(68 404056.6),(69 394261.84),(70 388687.66),(71 386342.84),(72 386755.3),(73 389722.97),(74 391190.4),(75 387566.4),(76 376956.47),(77 359175.8),(78 334304.53),(79 313181.44),
(1 30613.63),(2 92507.58),(3 153001.4),(4 211865.05),(5 253041.4),(6 270396.28),(7 269663.7),(8 266744.9),(9 264539.16),(10 269197.28),(11 274173),(12 277556.4),(13 273987.47),(14 267019.6),(15 262722.6),(16 259675.84),(17 264303.53),(18 278205.97),(19 299931.84),(20 318812.56),(21 330519.56),(22 340209.5),(23 342130.22),(24 335743.56),(25 324415.9),(26 313781.7),(27 308320),(28 308717.5),(29 315580.75),(30 326724.28),(31 339977.78),(32 350381.8),(33 353795.38),(34 353591.84),(35 350562.72),(36 345588.38),(37 342493.63),(38 344930.1),(39 352886.94),(40 363079.2),(41 373572.75),(42 378901.53),(43 374984.4),(44 363596.7),(45 350169.88),(46 341313.13),(47 335748.66),(48 334293.2),(49 334707.25),(50 335531.72),(51 337338.84),(52 334608.4),(53 332000.53),(54 330812.44),(55 331321),(56 330445.53),(57 330240.7),(58 329477.53),(59 330915.63),(60 336027.88),(61 344525.53),(62 355267.1),(63 368802.5),(64 382087.2),(65 394418.44),(66 400555.4),(67 399180.16),(68 391194.1),(69 381559.72),(70 374723.16),(71 373339.84),(72 377921.72),(73 386566.9),(74 390148.7),(75 386862.16),(76 372576.8),(77 352263.72),(78 328731.7),(79 312508.63),
(1 40207.992),(2 120106.164),(3 196358.53),(4 262595.66),(5 299115.7),(6 303432.2),(7 286605.75),(8 271903),(9 270103.44),(10 279866.75),(11 298801.34),(12 316800),(13 320217.72),(14 312241.47),(15 301508),(16 291291.7),(17 290590.5),(18 297656.75),(19 311187.6),(20 324127.84),(21 333593.78),(22 339321.3),(23 340215.9),(24 341254.84),(25 340444.97),(26 339677.38),(27 341361.5),(28 346198.6),(29 354926.63),(30 361375.94),(31 362139.2),(32 354560.78),(33 344034.88),(34 335178.44),(35 331413.63),(36 330297.1),(37 330649.7),(38 332033.9),(39 335251.1),(40 337723.9),(41 343224.75),(42 348777.4),(43 354450.44),(44 357377.94),(45 351838.5),(46 345121.44),(47 334084.38),(48 321804.5),(49 314711),(50 315523.9),(51 326140),(52 338866.44),(53 352399.5),(54 361939.16),(55 364825.5),(56 361327.72),(57 355723.7),(58 350723.5),(59 343598.03),(60 338548.84),(61 334681.56),(62 336002.1),(63 339041.84),(64 352659.63),(65 371649.34),(66 388112.16),(67 397984.47),(68 402090.7),(69 404775.4),(70 407867.94),(71 412622.53),(72 416989.34),(73 421536),(74 420336.2),(75 412430.7),(76 392075.97),(77 368473.7),(78 347807.3),(79 345142.75),
(1 34911.676),(2 104455.75),(3 165517.38),(4 222816.81),(5 253154.28),(6 256060.03),(7 244740.89),(8 242725.39),(9 250278),(10 269758.5),(11 293958.2),(12 312557.72),(13 316504.4),(14 308350.72),(15 300923.53),(16 289968.44),(17 286526.28),(18 289725.34),(19 295337.97),(20 299924.03),(21 304128.75),(22 306051.63),(23 308577.22),(24 312422.72),(25 312140.4),(26 309432.8),(27 306400.38),(28 304870.63),(29 304527.66),(30 307048.97),(31 309382.88),(32 310812.72),(33 312486.34),(34 315845),(35 319517.16),(36 319101.53),(37 317713),(38 318726.56),(39 316109.1),(40 317335.5),(41 320141.72),(42 321457.66),(43 322986.47),(44 325310.66),(45 328919.8),(46 335282.1),(47 343474.66),(48 352743.9),(49 359144.94),(50 364966.34),(51 370621.28),(52 372254.3),(53 373147),(54 375878.2),(55 379060.06),(56 379833.72),(57 382241),(58 380742.72),(59 378804.2),(60 382432.72),(61 386194.72),(62 385900.4),(63 382606.06),(64 376175.63),(65 371670.13),(66 368124.16),(67 362661.44),(68 357848.8),(69 352847.8),(70 350747.13),(71 355352.16),(72 364678.78),(73 375728.1),(74 377259.84),(75 373890.56),(76 358053.47),(77 339537.56),(78 322508.1),(79 316191.53),
