1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 27650.643),(2 71850.48),(3 101382.03),(4 119514.58),(5 124566.38),(6 124527.1),(7 130974.78),(8 139143.42),(9 145371.3),(10 151996.13),(11 158255.6),(12 163286.52),(13 164024.8),(14 162901.8),(15 161522.84),(16 161260.7),(17 163429.97),(18 161690.39),(19 158086.34),(20 157836.98),(21 159840.56),(22 163441.75),(23 164376.2),(24 163179.89),(25 162004.02),(26 163711.83),(27 167651.28),(28 171476.89),(29 174553.8),(30 172294.27),(31 165825.23),(32 160702.4),(33 158003.44),(34 157917.23),(35 161653.45),(36 168817.8),(37 172685.4),(38 171774.7),(39 170751.67),(40 169933.1),(41 169966.6),(42 168903.48),(43 165461.02),(44 162767.44),(45 162811.2),(46 167553.75),(47 172123.33),(48 174026.84),(49 170904.56),(50 168830.02),(51 167808.95),(52 171112.03),(53 176454.52),(54 181346.53),(55 182293.3),(56 181933.33),(57 182318.11),(58 184526.75),(59 184860.33),(60 185432.13),(61 186710.88),(62 186017.88),(63 183929.44),(64 177597.34),(65 171858.94),(66 170534.44),(67 172211.63),(68 172567.8),(69 172161.56),(70 170362.66),(71 168718.52),(72 169969.97),(73 171060.3),(74 168866.33),(75 165845.33),(76 165791.42),(77 173690),(78 185893.97),(79 191806.48),
(1 29178.56),(2 74589.06),(3 104939.195),(4 121963.484),(5 125065.42),(6 124064.85),(7 129111.664),(8 133529.17),(9 133893.55),(10 136503.3),(11 140754.66),(12 149298.6),(13 154000.36),(14 150005.6),(15 145604.1),(16 143423.84),(17 147788.7),(18 153433.64),(19 152552.56),(20 148779.36),(21 147465.08),(22 150203.52),(23 153469.83),(24 156196.17),(25 153824.47),(26 152269.6),(27 153712.61),(28 156647.56),(29 159523.06),(30 159874.06),(31 155876.95),(32 151716.14),(33 147942.16),(34 148413.16),(35 153285.06),(36 159434.3),(37 162496.73),(38 163812.94),(39 163846.13),(40 165552.2),(41 167573.23),(42 167631.44),(43 165437.8),(44 161428.8),(45 160852.27),(46 162040.27),(47 165532.78),(48 168503.3),(49 168385.83),(50 167832.64),(51 167662.92),(52 166082.31),(53 166960.44),(54 169149.53),(55 169514.98),(56 168190.47),(57 166796.94),(58 164451.25),(59 161049.39),(60 162720.4),(61 168668.36),(62 174570.28),(63 176887.25),(64 172198.6),(65 163544.7),(66 159225.88),(67 163342.17),(68 167972.08),(69 170643.81),(70 170738.67),(71 167593.2),(72 169657.16),(73 173563.25),(74 173835.3),(75 171177.98),(76 168565.73),(77 170521.52),(78 178867.84),(79 186697.3),
(1 26253.996),(2 68187.19),(3 97526.55),(4 114834.67),(5 119927.4),(6 118662.125),(7 121610.05),(8 125614.66),(9 129181.24),(10 133599.9),(11 138708.95),(12 143986.39),(13 146556.19),(14 147915.36),(15 147519.8),(16 146649.48),(17 147841.34),(18 149890.36),(19 151195.08),(20 151128.92),(21 151605.48),(22 153225.56),(23 154335.38),(24 155417.36),(25 154968.63),(26 152941.72),(27 150487.72),(28 150219.92),(29 151859.44),(30 152141.98),(31 149189.3),(32 145529.72),(33 142960.66),(34 141314.58),(35 140715.19),(36 141979.63),(37 144693.17),(38 148605.69),(39 151605.66),(40 153180.56),(41 153913.5),(42 153354.4),(43 152318.7),(44 150912.39),(45 151557.83),(46 155153.42),(47 159817.19),(48 163843.23),(49 166541.88),(50 166794.19),(51 164451.5),(52 158371.6),(53 151862.44),(54 150384.11),(55 154166.97),(56 155923.55),(57 155575.89),(58 154419.64),(59 152874.77),(60 153616.53),(61 157745.52),(62 162505.19),(63 166303.3),(64 166722.72),(65 165687.7),(66 162990.97),(67 160422.1),(68 159371.22),(69 160282.81),(70 161166.94),(71 161535.83),(72 159914.11),(73 154892.69),(74 150090.9),(75 149137.61),(76 150912.92),(77 153660.78),(78 156060.7),(79 158425.11),
(1 25114.81),(2 65215),(3 92667.5),(4 111390.93),(5 119010.97),(6 123710.086),(7 131131.47),(8 137146.69),(9 139984.92),(10 143262.44),(11 147136.1),(12 151010.11),(13 152133.72),(14 152997.44),(15 153429.88),(16 151190.13),(17 149586.03),(18 148333.72),(19 150420.89),(20 152335.86),(21 151431.73),(22 149189.47),(23 146964.78),(24 147995.44),(25 149280.75),(26 149573.53),(27 148586.84),(28 148922.05),(29 151116.38),(30 150889.77),(31 150318.47),(32 151130.36),(33 152449.64),(34 154856.2),(35 155028.89),(36 153041.06),(37 153738.06),(38 157203.7),(39 159012.52),(40 160064.5),(41 159658.48),(42 157477.08),(43 156647.97),(44 157974.67),(45 159671.3),(46 162009.73),(47 164928.67),(48 170194.5),(49 175232.89),(50 175964),(51 173396.2),(52 166805.44),(53 162303.58),(54 159760.72),(55 160009.02),(56 160715.33),(57 163506.36),(58 166802.27),(59 167632.52),(60 164413.69),(61 161968.27),(62 161662.6),(63 164062.03),(64 167363.02),(65 170632.08),(66 171495.42),(67 168213.3),(68 164051.86),(69 160648.4),(70 158407.53),(71 158420.33),(72 157661.33),(73 154276.36),(74 152164.27),(75 152260.73),(76 155626.88),(77 161687.73),(78 164762),(79 166956.67),
(1 25383.914),(2 64051.39),(3 89035.734),(4 105154.68),(5 112397.664),(6 116238.39),(7 121284.52),(8 123537.19),(9 123388.58),(10 124677.85),(11 128372.34),(12 133171.55),(13 135025.55),(14 134958.19),(15 134041.11),(16 131798.78),(17 130946.8),(18 131944.9),(19 135536.67),(20 138577.52),(21 140486.4),(22 141025.58),(23 142464.36),(24 144038.53),(25 143136.31),(26 141774.38),(27 141804.55),(28 142131.98),(29 143739.39),(30 143683.03),(31 143986.11),(32 146266.44),(33 147709.33),(34 150158.34),(35 150548),(36 148041.06),(37 147788.53),(38 150386.75),(39 151726.1),(40 151463.78),(41 151446.14),(42 150608.38),(43 149191.55),(44 147366.33),(45 145405.84),(46 145146.05),(47 147402.94),(48 153048.36),(49 155305.63),(50 153185.03),(51 149853.23),(52 144937.72),(53 141490.58),(54 137212.22),(55 135826.45),(56 139331.13),(57 143213.23),(58 147328.45),(59 147835.88),(60 144745.72),(61 143607.11),(62 146104.88),(63 150110.98),(64 151069.44),(65 149314.11),(66 146837.23),(67 146277.05),(68 145675.72),(69 145556.13),(70 144008.98),(71 142936.08),(72 142386.02),(73 140816.39),(74 141290.45),(75 142347.23),(76 146516.94),(77 148313.83),(78 146706.3),(79 146199.56),
(1 23137.457),(2 57863.895),(3 80609.625),(4 95532.74),(5 103956.38),(6 111470.34),(7 119318.74),(8 122839.53),(9 123148.414),(10 124393.63),(11 127725.49),(12 132721.64),(13 132852.31),(14 132211.84),(15 132636.81),(16 132064.69),(17 130007.53),(18 127471.97),(19 128293.07),(20 129943.195),(21 132485.84),(22 136002.38),(23 138990.97),(24 138948.44),(25 135492.39),(26 132708.45),(27 131854.81),(28 135533.42),(29 139871.58),(30 139040.4),(31 135322.45),(32 134298.4),(33 134472.44),(34 136790.25),(35 138496.7),(36 139286.72),(37 140074.1),(38 140942.19),(39 142113.94),(40 143339.84),(41 146948.88),(42 147931.17),(43 146486.3),(44 145001.69),(45 145431.95),(46 147593.5),(47 148996.4),(48 151114.64),(49 152273.75),(50 154144.9),(51 155624.73),(52 153951.72),(53 149611.17),(54 143136.95),(55 141374.05),(56 143997.64),(57 146168.3),(58 146855.5),(59 145980.48),(60 145049.42),(61 144843.56),(62 145655.33),(63 146678.25),(64 147357.69),(65 145921.25),(66 143183.19),(67 141661.9),(68 139088.06),(69 138365.39),(70 138774.86),(71 141638.55),(72 143285.06),(73 140931.95),(74 138769.17),(75 139070.95),(76 139648.69),(77 141448.55),(78 141574.72),(79 141767.9),
(1 24695.68),(2 62001.527),(3 85499.48),(4 100271.18),(5 104501.22),(6 108475.875),(7 113807.414),(8 115811.86),(9 117527.04),(10 120206.05),(11 124949.09),(12 129119.23),(13 126825.664),(14 124401.18),(15 125248.38),(16 126572.02),(17 127198.8),(18 126252.4),(19 129039.83),(20 132807.63),(21 135046.61),(22 135642.8),(23 134125.45),(24 132677.98),(25 132505.78),(26 132417.31),(27 133753.78),(28 136531.78),(29 139798.48),(30 138827.89),(31 135410.67),(32 134407.33),(33 136628.92),(34 139583.3),(35 140314.56),(36 138779.45),(37 135742.52),(38 133251.69),(39 133003.88),(40 133065.98),(41 134824.53),(42 134777.25),(43 133795.31),(44 135440.73),(45 136710.05),(46 139147.11),(47 139128.53),(48 139769.25),(49 141762.45),(50 144303.98),(51 145311.25),(52 143117.6),(53 138558.69),(54 134648.38),(55 136356),(56 139777.73),(57 142306.58),(58 142059.03),(59 139571.83),(60 136544.31),(61 133627.61),(62 135346.47),(63 138597.72),(64 140249.66),(65 139914.98),(66 137301.61),(67 135724.81),(68 137238.23),(69 138510.06),(70 140330.3),(71 141824.84),(72 142043.92),(73 141164.98),(74 140553.42),(75 139827.45),(76 139388.64),(77 140085.11),(78 142166.63),(79 146009.25),
(1 23643.156),(2 59607.91),(3 82289.08),(4 96203.26),(5 100303.98),(6 101325.71),(7 104376.58),(8 108108.01),(9 111494.664),(10 115848.555),(11 120250.28),(12 122772.6),(13 120212.74),(14 116671.5),(15 114872.695),(16 115449.95),(17 117618.45),(18 120011.34),(19 122021.68),(20 123428.78),(21 126854.74),(22 128064.61),(23 129635.52),(24 130366.62),(25 129956.266),(26 129458.03),(27 130585.47),(28 131713.11),(29 133866.45),(30 132976.9),(31 131168.45),(32 131502.53),(33 133869.72),(34 137144.77),(35 139117.97),(36 138887.33),(37 134725.89),(38 130219.61),(39 128727.29),(40 128315.586),(41 130122.59),(42 131816.05),(43 132294.52),(44 131691.14),(45 131488.36),(46 132419.52),(47 133378.64),(48 136658.08),(49 139623.56),(50 140324.97),(51 140277.17),(52 139081.27),(53 136602.31),(54 136633.5),(55 139125.56),(56 139471.45),(57 137585.22),(58 135125.34),(59 130946.914),(60 128286.695),(61 127983.83),(62 129217.58),(63 128991.086),(64 126456.516),(65 124067.516),(66 122412.2),(67 124245.055),(68 128946.88),(69 132471.17),(70 135482.34),(71 135777.52),(72 133271.45),(73 133612.58),(74 136962.06),(75 137694.13),(76 136707.22),(77 136279.27),(78 135672.06),(79 137966.89),
(1 20656.959),(2 52517.547),(3 73647.336),(4 87806.12),(5 93198.414),(6 96070),(7 99121.43),(8 101236.67),(9 102791.66),(10 106435.46),(11 111960.17),(12 117995.26),(13 118408.47),(14 116641.58),(15 115326.914),(16 114043.27),(17 115899.69),(18 119239.55),(19 122170.11),(20 123149.945),(21 124445.586),(22 123165.375),(23 121424.3),(24 120753.25),(25 121003.44),(26 122044.88),(27 123479.555),(28 124621.17),(29 126373.47),(30 126422.84),(31 123883.71),(32 122098.46),(33 121750.016),(34 123758.164),(35 126161.125),(36 126011.09),(37 124741.53),(38 124091.78),(39 124901.24),(40 125494.54),(41 126916.164),(42 127943.52),(43 128672.71),(44 128441.82),(45 127201.3),(46 125895.72),(47 125049.69),(48 127708.56),(49 130511.44),(50 130109.08),(51 128272),(52 126076.08),(53 126344.61),(54 130691.55),(55 134943.63),(56 134019.66),(57 131603.02),(58 128160.16),(59 125428.91),(60 124842.33),(61 125548.46),(62 125692.61),(63 125359.62),(64 123999.14),(65 122881.24),(66 120498.45),(67 118874.74),(68 120730.086),(69 123318.52),(70 125871.75),(71 126225.86),(72 124896.15),(73 124802.43),(74 127156.625),(75 128266.875),(76 128647.89),(77 126368.06),(78 123917.055),(79 126714.15),
(1 21004.969),(2 52516.44),(3 73109.766),(4 85584.125),(5 90326.4),(6 93337.91),(7 98275.12),(8 103300.15),(9 107437.8),(10 110954.14),(11 113151.39),(12 114138.81),(13 114846.53),(14 115935.95),(15 117240.65),(16 115736.19),(17 114149.59),(18 113611.25),(19 115165.08),(20 117264.11),(21 119788.98),(22 120872.09),(23 120708.47),(24 119638.76),(25 118673.59),(26 117810.17),(27 118220.47),(28 118658.51),(29 120377.99),(30 121070.31),(31 119261.64),(32 118808.07),(33 119594.99),(34 121553.42),(35 123970.43),(36 125645.73),(37 124195.61),(38 123314.89),(39 123921.336),(40 125906.945),(41 127084.32),(42 126293.75),(43 125039.38),(44 123283.95),(45 121125.19),(46 120214.95),(47 119774.16),(48 120069.19),(49 120201.016),(50 119131.78),(51 118616.39),(52 118027.625),(53 120557.71),(54 128059.77),(55 136495.61),(56 137431.77),(57 133942.88),(58 129045.34),(59 125166.87),(60 126044),(61 126836.87),(62 125402.016),(63 122485.84),(64 120031.58),(65 119251.46),(66 118429.97),(67 119180.9),(68 121475.73),(69 123146.04),(70 122730.9),(71 120733.65),(72 120702.8),(73 123854.61),(74 127358.68),(75 128766.82),(76 129476.07),(77 128436.305),(78 125528.3),(79 125871.02),
(1 21830.777),(2 54240.383),(3 75237.97),(4 89507.88),(5 95521.16),(6 98789.89),(7 103478.375),(8 106747.15),(9 109706.22),(10 111751.63),(11 112191.02),(12 110793.55),(13 109230.73),(14 108488.79),(15 109238.55),(16 110247.766),(17 109471.38),(18 107919.086),(19 108067.484),(20 110625.586),(21 112706.77),(22 114316.875),(23 114758.07),(24 114026.46),(25 112464.85),(26 113373.66),(27 114795.055),(28 116404.445),(29 115678.305),(30 113214.05),(31 113391.87),(32 114100.586),(33 115326.65),(34 115361.836),(35 115559.32),(36 115201.9),(37 113583.43),(38 113274.695),(39 113747.97),(40 115776.9),(41 117517.88),(42 117170.2),(43 116352.516),(44 115626.35),(45 115107.65),(46 115120.38),(47 114980.55),(48 114469.52),(49 113293.6),(50 114044.25),(51 115999.46),(52 119409.01),(53 122293.95),(54 125490.27),(55 130926.12),(56 133607.56),(57 131335.83),(58 128535.586),(59 125585.164),(60 124607.25),(61 122511.7),(62 119171),(63 116958),(64 116594.695),(65 116762.18),(66 114388.26),(67 112973.234),(68 115314.6),(69 119090.02),(70 120197.91),(71 118999.12),(72 119007.13),(73 120319.95),(74 121360.63),(75 122352.266),(76 122553.37),(77 123331.72),(78 123440.01),(79 124855.266),
(1 21828.594),(2 54865.47),(3 77021.31),(4 91457.95),(5 96320.3),(6 97900.27),(7 100151.164),(8 102392.96),(9 106007.27),(10 110067.61),(11 112867.984),(12 114057.32),(13 114124.83),(14 112969.89),(15 112383.17),(16 111818.875),(17 112437.56),(18 112609.18),(19 113388.875),(20 114270.93),(21 116078.92),(22 116829.586),(23 117108.85),(24 117526.48),(25 116216.516),(26 115143.86),(27 116221.13),(28 118142.54),(29 119576.26),(30 120347.31),(31 121487.38),(32 121744.234),(33 122166.93),(34 121031.17),(35 118788.63),(36 116226.19),(37 116010.086),(38 118239.89),(39 119899.22),(40 120176.55),(41 119320.24),(42 116468.18),(43 113784.42),(44 113288.82),(45 114318.74),(46 116550.9),(47 116381.97),(48 114801.38),(49 114462.98),(50 116846.09),(51 118257.23),(52 117730.01),(53 116746.85),(54 116925.984),(55 119888.58),(56 120022.26),(57 117862.805),(58 115764.31),(59 113729.48),(60 113617.586),(61 112922.336),(62 112771.83),(63 112633.86),(64 113212.93),(65 113849.48),(66 113833.4),(67 113611.445),(68 115270.4),(69 116449.12),(70 117412.625),(71 116254.47),(72 116015.83),(73 117167.01),(74 116536.59),(75 114880.77),(76 113504.32),(77 114490.39),(78 116781.72),(79 119843.96),
