1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1389222),(2 5166809.5),(3 11142007),(4 18781910),(5 28379754),(6 37578324),(7 47752930),(8 59082476),(9 72427600),(10 87352740),(11 99904990),(12 110614120),(13 120017860),(14 128760040),(15 135536480),(16 141530160),(17 146858480),(18 150962270),(19 154634860),(20 157624180),(21 160094450),(22 163516980),(23 165571570),(24 167346190),(25 167842560),(26 168485230),(27 167792340),(28 170023500),(29 169630200),(30 168097330),(31 166352380),(32 165246060),(33 164505800),(34 166023890),(35 167902320),(36 170486290),(37 174388400),(38 179602110),(39 184512000),(40 188650100),(41 193648720),(42 198534220),(43 201939260),(44 206071860),(45 210360850),(46 213611400),(47 216297390),(48 218815980),(49 221828670),(50 225425660),(51 229447680),(52 234205440),(53 239852460),(54 246531600),(55 254102700),(56 262446100),(57 271385500),(58 280270820),(59 289769300),(60 299926940),(61 310742880),(62 322561180),(63 335100540),(64 348837730),(65 362965730),(66 377844320),(67 393202340),(68 406518500),(69 418761250),(70 430713300),(71 441894620),(72 452266780),(73 462332640),(74 470778850),(75 478649180),(76 486805380),(77 495295650),(78 503138270),(79 509835420),
(1 10646.269),(2 12327.131),(3 11048.475),(4 12407.614),(5 12285.5),(6 12619.149),(7 12426.87),(8 12910.529),(9 12548.299),(10 12873.068),(11 13123.023),(12 12530.661),(13 13417.334),(14 13058.54),(15 13425.374),(16 13359.454),(17 13312.776),(18 13428.958),(19 13634.018),(20 13681.221),(21 13519.839),(22 14024.576),(23 13933.166),(24 13987.156),(25 14022.725),(26 14105.861),(27 14301.434),(28 14093.431),(29 14650.623),(30 14274.225),(31 14739.684),(32 14353.316),(33 14634.485),(34 14712.937),(35 14579.433),(36 15161.797),(37 15176.098),(38 15443.56),(39 15397.972),(40 15818.467),(41 15983.351),(42 15985.118),(43 16117.272),(44 16321.049),(45 16684.516),(46 16624.367),(47 16982.064),(48 16855.18),(49 17219.205),(50 17596.502),(51 17614.111),(52 17958.75),(53 18115.855),(54 18499.365),(55 18478.254),(56 18488.418),(57 18767.89),(58 18445.393),(59 18487.275),(60 18082.842),(61 17764.162),(62 17794.744),(63 18103.482),(64 18052.475),(65 17987.398),(66 17745.615),(67 17522.658),(68 17608.555),(69 17399.488),(70 17180.256),(71 17534.902),(72 17475.936),(73 17373.223),(74 17044.584),(75 16734.756),(76 16551.13),(77 16724.176),(78 16555.797),(79 16465.793),
(1 10636.535),(2 11928.16),(3 11021.164),(4 12367.461),(5 11915.108),(6 12491.007),(7 12174.26),(8 12689.959),(9 12713.651),(10 12716.719),(11 12744.947),(12 12533.126),(13 13167.852),(14 13068.631),(15 13466.784),(16 13190.85),(17 13100.102),(18 12994.098),(19 13442.498),(20 13778.556),(21 13607.823),(22 13680.633),(23 13849.347),(24 14042.289),(25 14037.561),(26 14077.544),(27 14270.935),(28 13854.934),(29 14625.27),(30 14523.911),(31 14724.979),(32 14651.259),(33 14518.334),(34 14798.712),(35 15322.936),(36 15262.12),(37 15362.78),(38 15564.422),(39 15301.761),(40 15920.064),(41 16084.005),(42 16141.206),(43 16237.893),(44 16213.391),(45 16569.898),(46 16758.346),(47 17129.645),(48 16835.027),(49 17003.049),(50 17544.107),(51 17797.75),(52 17980.203),(53 18006.232),(54 18292.293),(55 18081.035),(56 18113.203),(57 18412.115),(58 18152.695),(59 17938.35),(60 17895.295),(61 17835.936),(62 17373.23),(63 17814.82),(64 17724.223),(65 17765.852),(66 17657.44),(67 17546.41),(68 17530.098),(69 17344.697),(70 17134.61),(71 17421.271),(72 17565.703),(73 17257.13),(74 16551.316),(75 16344.229),(76 16477.74),(77 16407.305),(78 16496.975),(79 16173.224),
(1 10271.191),(2 11311.325),(3 10138.944),(4 11737.39),(5 11382.708),(6 11759.3),(7 11515.451),(8 12143.074),(9 12015.578),(10 11865.07),(11 12147.956),(12 11840.166),(13 12386.281),(14 12274.29),(15 12624.821),(16 12603.147),(17 12366.963),(18 12359.418),(19 12426.256),(20 13181.916),(21 12784.956),(22 13084.377),(23 13071.471),(24 12953.669),(25 12970.639),(26 12853.816),(27 13198.554),(28 13070.926),(29 13421.793),(30 13409.75),(31 13395.411),(32 13583.24),(33 13683.244),(34 13833.278),(35 14065.936),(36 14090.198),(37 14019.095),(38 14342.576),(39 14429.043),(40 14779.604),(41 14904.058),(42 14920.36),(43 15004.1045),(44 15051.446),(45 15350.345),(46 15511.758),(47 15815.677),(48 15876.944),(49 15938.368),(50 16761.428),(51 17019.06),(52 16867.404),(53 16754.385),(54 17101.89),(55 16807.836),(56 17039.809),(57 17528.377),(58 16776.709),(59 16873.012),(60 16835.139),(61 16806.215),(62 16812.78),(63 16938.387),(64 16795.646),(65 16782.91),(66 16941.027),(67 16909.484),(68 16774.324),(69 16500.627),(70 16148.571),(71 16319.737),(72 16254.605),(73 16068.329),(74 15745.444),(75 15910.6455),(76 15901.707),(77 15811.421),(78 15758.734),(79 15683.456),
(1 10412.791),(2 11156.808),(3 10229.92),(4 11825.958),(5 11245.003),(6 11858.919),(7 11534.442),(8 12045.523),(9 12018.303),(10 11781.858),(11 12107.646),(12 11824.567),(13 12311.894),(14 12409.211),(15 12535.985),(16 12544.806),(17 12218.337),(18 12458.536),(19 12482.887),(20 13070.737),(21 12968.534),(22 12994.562),(23 13123.285),(24 12884.511),(25 13065.579),(26 13014.503),(27 13215.964),(28 13393.477),(29 13695.139),(30 13584.605),(31 13703.933),(32 13590.805),(33 13665.298),(34 14016.351),(35 14203.933),(36 14413.051),(37 14168.173),(38 14686.209),(39 14753.407),(40 15046.471),(41 14921.55),(42 15029.062),(43 15094.152),(44 15149.879),(45 15442.979),(46 15538.415),(47 15937.812),(48 15898.022),(49 15953.642),(50 16674.623),(51 16801.602),(52 16835.768),(53 16908.207),(54 17067.4),(55 17104.62),(56 17014.633),(57 17188.549),(58 16602.932),(59 16903.92),(60 16816.734),(61 16776.494),(62 16311.084),(63 16632.818),(64 16631.877),(65 16667.396),(66 16790.32),(67 16739.635),(68 16698.814),(69 16211.906),(70 16215.073),(71 16436.637),(72 16142.682),(73 15884.075),(74 15950.431),(75 15806.672),(76 15697.011),(77 15734.92),(78 15504.878),(79 15647.238),
(1 10340.238),(2 10880.913),(3 10357.541),(4 11757.837),(5 11136.096),(6 11814.244),(7 11469.785),(8 11752.429),(9 11745.08),(10 11748.091),(11 11794.475),(12 11701.2295),(13 12159.024),(14 12059.626),(15 12374.064),(16 12532.58),(17 11934.387),(18 12092.591),(19 12379.372),(20 12696.748),(21 12969.246),(22 12716.497),(23 12657.929),(24 12666.1875),(25 12810.748),(26 12695.069),(27 12763.881),(28 12967.087),(29 13211.079),(30 13338.432),(31 13462.774),(32 13295.917),(33 13587.883),(34 13709.905),(35 13947.686),(36 14350.189),(37 14123.792),(38 14348.409),(39 14319.838),(40 14744.095),(41 14778.583),(42 15012.157),(43 14926.426),(44 15041.524),(45 15440.953),(46 15676.588),(47 15952.909),(48 16090.179),(49 16257.079),(50 16310.454),(51 16501.592),(52 16502.707),(53 16448.883),(54 16505.775),(55 16531.08),(56 16596.342),(57 16984.732),(58 16562.93),(59 16363.331),(60 16344.048),(61 16449.965),(62 16072.519),(63 16355.282),(64 16340.637),(65 16506.488),(66 16535.563),(67 16658.895),(68 16536.176),(69 16140.3955),(70 16032.907),(71 16083.554),(72 15738.815),(73 15634.402),(74 15266.354),(75 15609.723),(76 15420.066),(77 15362.295),(78 15294.967),(79 15446.289),
(1 9974.229),(2 10233.573),(3 9737.042),(4 11036.983),(5 10709.471),(6 11219.303),(7 10987.571),(8 11404.518),(9 11134.953),(10 11274.543),(11 11281.598),(12 11228.614),(13 11728.09),(14 11772.749),(15 11866.034),(16 11940.303),(17 11451.343),(18 11764.073),(19 11913.79),(20 12075.869),(21 12163.547),(22 11876.663),(23 12124.841),(24 12135.874),(25 12241.611),(26 12164.668),(27 12340.129),(28 12563.331),(29 12649.221),(30 12565.278),(31 12545.876),(32 12882.454),(33 13140.971),(34 13531.436),(35 13397.522),(36 13504.364),(37 13451.381),(38 13675.196),(39 13714.082),(40 14153.477),(41 13876.37),(42 14210.888),(43 14227),(44 14307.239),(45 14711.844),(46 14884.28),(47 15076.1),(48 15572.093),(49 15441.139),(50 15515.003),(51 15498.674),(52 15341.89),(53 15444.439),(54 15445.541),(55 15482.532),(56 15576.147),(57 15655.233),(58 15438.978),(59 15303.423),(60 15117.609),(61 15386.1045),(62 15299.3545),(63 15337.983),(64 15166.908),(65 15236.521),(66 15584.769),(67 15360.07),(68 14965.379),(69 14776.531),(70 14881.379),(71 14948.424),(72 14960.246),(73 14760.53),(74 14676.286),(75 14767.128),(76 14714.372),(77 14690.419),(78 14777.897),(79 14911.274),
(1 9812.728),(2 10033.262),(3 9637.307),(4 10921.311),(5 10692.807),(6 10896.861),(7 11037.75),(8 11264.562),(9 10914.195),(10 11077.443),(11 11234.588),(12 10856.705),(13 11260.981),(14 11446.405),(15 11743.506),(16 11829.153),(17 11271.866),(18 11530.469),(19 11516.855),(20 11917.09),(21 11755.489),(22 11611.9795),(23 11615.087),(24 11873.204),(25 11977.4),(26 11799.605),(27 11979.11),(28 11939.094),(29 12272.106),(30 12357.107),(31 12553.26),(32 12567.583),(33 12567.649),(34 13160.788),(35 13235.671),(36 13463.814),(37 13079.939),(38 13247.956),(39 13368.822),(40 14037.437),(41 13949.852),(42 13826.531),(43 13770.109),(44 14278.236),(45 14508.254),(46 14250.363),(47 14616.215),(48 14803.169),(49 15054.863),(50 15243.857),(51 14912.541),(52 14923.984),(53 15039.247),(54 15253.201),(55 14984.282),(56 14903.118),(57 14972.31),(58 14702.623),(59 14940.371),(60 14886.455),(61 14786.284),(62 14463.3125),(63 14525.315),(64 14488.224),(65 14689.218),(66 14885.765),(67 14650.019),(68 14521.603),(69 14462.655),(70 14381.32),(71 14479.838),(72 14420.093),(73 14580.907),(74 14358.552),(75 14255.7295),(76 14218.083),(77 14376.195),(78 14240.769),(79 14369.391),
(1 9257.648),(2 9569.159),(3 9178.895),(4 10493.273),(5 10361.563),(6 10593.765),(7 10499.035),(8 10638.5205),(9 10283.561),(10 10426.989),(11 10643.136),(12 10440.545),(13 11065.63),(14 11326.829),(15 11154.59),(16 11353.195),(17 10809.561),(18 11101.42),(19 10918.989),(20 11083.549),(21 11290.764),(22 11255.315),(23 11494.523),(24 11492.512),(25 11824.906),(26 11603.221),(27 11776.202),(28 11704.756),(29 11723.091),(30 11843.795),(31 12045.124),(32 11984.442),(33 12197.74),(34 12534.406),(35 12505.345),(36 12718.374),(37 12588.701),(38 12900.66),(39 13000.255),(40 13205.74),(41 13441.569),(42 13320.655),(43 13011.685),(44 13580.245),(45 13957.891),(46 13890.909),(47 14157.817),(48 13941.92),(49 14040.0625),(50 14290.787),(51 14253.723),(52 14278.988),(53 14327.978),(54 14432.648),(55 14275.397),(56 14331.994),(57 14158.279),(58 14018.556),(59 14083.301),(60 14200.545),(61 13912.887),(62 13565.671),(63 13897.709),(64 13921.864),(65 13962.295),(66 14097.5625),(67 14245.634),(68 13839.493),(69 13793.677),(70 14004.05),(71 14069.867),(72 14026.701),(73 13859.919),(74 13700.226),(75 13885.791),(76 13995.952),(77 14094.005),(78 13847.442),(79 14167.061),
(1 9340.246),(2 9619.302),(3 9073.555),(4 10414.577),(5 10108.568),(6 10189.956),(7 10180.848),(8 10325.847),(9 10444.106),(10 10394.296),(11 10642.561),(12 10643.483),(13 10828.196),(14 11111.472),(15 10910.843),(16 10942.334),(17 10606.061),(18 10780.255),(19 11052.029),(20 11186.504),(21 11385.765),(22 11281.974),(23 11546.153),(24 11566.514),(25 11719.705),(26 11250.874),(27 11544.645),(28 11515.037),(29 12006.693),(30 11991.136),(31 12063.989),(32 12220.772),(33 12250.829),(34 12674.624),(35 12545.871),(36 12484.165),(37 12468.136),(38 13043.343),(39 13032.447),(40 13216.487),(41 13386.152),(42 13366.734),(43 13287.724),(44 13545.559),(45 13939.746),(46 13988.273),(47 14084.616),(48 14029.528),(49 13780.521),(50 13924.313),(51 13996.082),(52 14181.283),(53 14369.523),(54 14447.121),(55 14418.381),(56 14581.916),(57 14408.455),(58 14321.592),(59 14230.175),(60 14470.043),(61 14053.223),(62 13898.159),(63 14151.755),(64 14153.505),(65 14236.818),(66 14136.942),(67 14354.274),(68 13923.791),(69 13692.169),(70 14229.859),(71 14061.233),(72 14139.919),(73 14196.159),(74 13975.88),(75 14024.536),(76 13920.902),(77 13730.43),(78 13936.244),(79 13958.374),
(1 9023.536),(2 9427.923),(3 8877.916),(4 10108.746),(5 10024.074),(6 10229.644),(7 10059.471),(8 10216.583),(9 10086.93),(10 10088.548),(11 10394.174),(12 10282.866),(13 10506.442),(14 11063.028),(15 10632.801),(16 10995.043),(17 10858.919),(18 10767.366),(19 11050.834),(20 10948.209),(21 11204.208),(22 10985.181),(23 11307.651),(24 11286.153),(25 11502.45),(26 11227.153),(27 11313.822),(28 11374.558),(29 11648.92),(30 11810.95),(31 11729.587),(32 11955.97),(33 12135.357),(34 12241.572),(35 12344.887),(36 12450.867),(37 12423.05),(38 12783.623),(39 13081.698),(40 13085.473),(41 12839.914),(42 13125.603),(43 13338.566),(44 13379.02),(45 13689.107),(46 13734.527),(47 13601.19),(48 13560.851),(49 13710.977),(50 13874.961),(51 13749.772),(52 13862.646),(53 14011.584),(54 13958.334),(55 13970.394),(56 14035.703),(57 13854.312),(58 13629.85),(59 13881.358),(60 13712.707),(61 13387.039),(62 13371.546),(63 13461.416),(64 13453.576),(65 13453.249),(66 13713.069),(67 13761.089),(68 13357.074),(69 13479.847),(70 13733.034),(71 13743.897),(72 13784.842),(73 13648.697),(74 13575.887),(75 13557.531),(76 13499.283),(77 13505.9),(78 13413.617),(79 13414.106),
(1 8623.027),(2 8841.3),(3 8607.795),(4 9784.029),(5 9614.198),(6 9738.313),(7 9521.76),(8 9658.051),(9 9757.504),(10 9819.177),(11 9911.878),(12 10175.655),(13 10108.46),(14 10669.751),(15 10380.397),(16 10499.427),(17 10393.862),(18 10297.423),(19 10475.072),(20 10616.634),(21 10896.783),(22 10762.476),(23 11114.006),(24 11030.635),(25 11204.506),(26 10988.714),(27 11142.686),(28 11194.132),(29 11388.5),(30 11386.545),(31 11346.116),(32 11701.983),(33 11883.433),(34 11967.046),(35 11829.814),(36 12300.488),(37 12412.564),(38 12515.885),(39 12639.869),(40 12700.101),(41 12464.138),(42 12748.463),(43 12734.842),(44 12764.619),(45 12959.257),(46 13063.535),(47 13132.642),(48 13125.028),(49 12921.306),(50 13022.705),(51 12993.731),(52 13145.496),(53 13185.344),(54 13048.216),(55 13069.984),(56 13135.619),(57 12915.328),(58 12947.169),(59 12825.675),(60 12842.691),(61 12734.783),(62 12686.08),(63 12964.308),(64 12848.5),(65 12871.692),(66 12928.446),(67 13180.502),(68 12928.698),(69 12665.289),(70 12762.31),(71 13057.581),(72 12713.852),(73 12630.866),(74 12563.369),(75 12780.427),(76 12829.781),(77 12883.827),(78 13018.758),(79 13099.156),
(1 8276.585),(2 8811.47),(3 8447.96),(4 9690.281),(5 9887.087),(6 9543.492),(7 9533.386),(8 9576.745),(9 9726.652),(10 9821.885),(11 9896.056),(12 10202.952),(13 10265.151),(14 10623.129),(15 10273.034),(16 10547.575),(17 10183.064),(18 10225.638),(19 10471.731),(20 10436.332),(21 10784.88),(22 10759.2),(23 10955.408),(24 11095.12),(25 11229.355),(26 11047.111),(27 11106.321),(28 11150.807),(29 11289.955),(30 11510.487),(31 11345.494),(32 11539.89),(33 11632.216),(34 11988.975),(35 12026.968),(36 12366.587),(37 12387.44),(38 12244.04),(39 12554.772),(40 12623.431),(41 12447.68),(42 12590.651),(43 12980.103),(44 12981.495),(45 13115.579),(46 12995.798),(47 13074.194),(48 13209.578),(49 13058.033),(50 13286.596),(51 13313.411),(52 13438.457),(53 13478.437),(54 13099.249),(55 13251.67),(56 13324.397),(57 13174.078),(58 13385.02),(59 13195.354),(60 13053.17),(61 12896.075),(62 13035.7),(63 13277.464),(64 13079.77),(65 13059.351),(66 13208.93),(67 13313.986),(68 13014.371),(69 12678.698),(70 12889.531),(71 13031.11),(72 13077.744),(73 13065.095),(74 13063.006),(75 13071.455),(76 13193.567),(77 12977.015),(78 13159.281),(79 13466.822),
(1 8159.608),(2 8431.425),(3 7952.1577),(4 9045.235),(5 8922.298),(6 8782.687),(7 8904.167),(8 8868.424),(9 9196.34),(10 9193.2705),(11 9225.419),(12 9490.258),(13 9531.617),(14 9781.842),(15 9536.265),(16 9579.06),(17 9621.654),(18 9563.863),(19 9829.47),(20 10007.254),(21 10150.4375),(22 10213.152),(23 10232.175),(24 10337.311),(25 10270.178),(26 10280.563),(27 10415.775),(28 10661.323),(29 10549.201),(30 10750.265),(31 10801.988),(32 10816.972),(33 10971.231),(34 11257.813),(35 11426.909),(36 11399.019),(37 11475.55),(38 11528.344),(39 11778.539),(40 11977.311),(41 11891.604),(42 11903.575),(43 12117.348),(44 12057.227),(45 12055.0625),(46 12090.173),(47 12192.804),(48 12330.42),(49 12155.892),(50 12295.6),(51 12333.977),(52 12376.026),(53 12349.849),(54 12404.113),(55 12385.639),(56 12175.161),(57 12057.238),(58 12528.68),(59 12324.055),(60 12048.179),(61 12100.471),(62 12278.304),(63 12339.7705),(64 12069.131),(65 12218.599),(66 12506.838),(67 12263.041),(68 12041.06),(69 11989.277),(70 12187.911),(71 12099.747),(72 12220.535),(73 12120.783),(74 12112.893),(75 12157.364),(76 12228.065),(77 12185.257),(78 12172.494),(79 12462.479),
(1 7914.098),(2 8284.233),(3 8050.7754),(4 8899.854),(5 9106.546),(6 8838.265),(7 9236.996),(8 9165.461),(9 9232.639),(10 9348.595),(11 9215.946),(12 9892.1455),(13 9625.092),(14 9916.44),(15 9679.907),(16 9929.732),(17 9989.575),(18 9902.233),(19 10096.695),(20 10019.734),(21 9991.7295),(22 10149.809),(23 10362.547),(24 10241.506),(25 10455.651),(26 10420.577),(27 10718.927),(28 10886.319),(29 10794.699),(30 10726.109),(31 10827.261),(32 10803),(33 10994.865),(34 11291.688),(35 11460.098),(36 11620.134),(37 11572.7295),(38 11532.986),(39 11767.209),(40 12075.177),(41 11941.703),(42 12077.754),(43 12085.042),(44 12110.114),(45 12149.604),(46 12139.418),(47 12363.381),(48 12391.447),(49 12177.024),(50 12420.88),(51 12588.816),(52 12447.836),(53 12533.914),(54 12506.101),(55 12516.943),(56 12328.071),(57 12052.557),(58 12504.876),(59 12299.369),(60 12394.589),(61 12419.329),(62 12402.6875),(63 12341.945),(64 12353.753),(65 12500.07),(66 12681.004),(67 12535.661),(68 12292.187),(69 12169.616),(70 12289.392),(71 12167.116),(72 12344.343),(73 12228.679),(74 12122.316),(75 12088.884),(76 12128.184),(77 12164.512),(78 12430.019),(79 12672.807),
(1 7601.6245),(2 7916.881),(3 7732.5864),(4 8556.024),(5 8671.373),(6 8556.466),(7 8808.457),(8 8497.655),(9 8763.891),(10 8905.523),(11 8890.727),(12 9156.229),(13 9311.696),(14 9449.778),(15 9259.663),(16 9210.988),(17 9401.78),(18 9229.6),(19 9376.003),(20 9605.787),(21 9612.644),(22 9723.883),(23 9811.158),(24 9953.803),(25 9924.158),(26 9966.191),(27 9967.738),(28 10176.102),(29 10156.124),(30 10211.094),(31 10119.873),(32 10303.164),(33 10629.251),(34 10692.428),(35 10977.98),(36 10952.855),(37 11000.316),(38 11109.251),(39 11286.846),(40 11391.026),(41 11348.481),(42 11583.985),(43 11589.855),(44 11626.354),(45 11727.46),(46 11789.35),(47 11834.217),(48 11738.415),(49 11544.483),(50 11837.066),(51 11880.917),(52 11895.262),(53 11943.781),(54 11869.173),(55 11799.116),(56 11720.779),(57 11729.268),(58 12007.959),(59 11767.589),(60 11633.6455),(61 11752.965),(62 12029.3955),(63 12097.475),(64 11939.32),(65 11992.1455),(66 12210.063),(67 12140.999),(68 11810.226),(69 11760.168),(70 11908.829),(71 11600),(72 11776.116),(73 11708.154),(74 11694.343),(75 11884.043),(76 12165.382),(77 11987.147),(78 11721.347),(79 12215.388),
(1 7417.912),(2 7807.806),(3 7426.703),(4 8278.168),(5 8494.127),(6 8231.112),(7 8480.809),(8 8467.871),(9 8327.708),(10 8732.656),(11 8558.442),(12 8995.66),(13 8973.21),(14 9273.731),(15 9027.309),(16 9115.189),(17 9243.174),(18 9137.779),(19 9326.88),(20 9417.192),(21 9451.807),(22 9782.18),(23 9826.602),(24 9908.426),(25 9777.492),(26 9866.988),(27 9995.873),(28 10061.617),(29 9994.452),(30 10047.24),(31 10206.171),(32 10399.624),(33 10601.169),(34 10666.482),(35 10837.501),(36 10787.518),(37 10688.135),(38 10698.664),(39 10985.264),(40 11203.356),(41 11417.548),(42 11234.843),(43 11218.836),(44 11247.263),(45 11275.593),(46 11347.891),(47 11443.367),(48 11253.238),(49 11133.789),(50 11412.415),(51 11369.213),(52 11382.545),(53 11442.464),(54 11387.553),(55 11382.409),(56 11445.766),(57 11150.752),(58 11599.103),(59 11363.357),(60 11198.707),(61 11580.496),(62 11552.761),(63 11533.555),(64 11538.063),(65 11490.788),(66 11871.74),(67 11682.1),(68 11553.768),(69 11577.021),(70 11518.83),(71 11387.25),(72 11559.435),(73 11462.645),(74 11254.505),(75 11457.031),(76 11624.96),(77 11418.414),(78 11479.58),(79 11682.396),
(1 7174.0005),(2 7470.4307),(3 7370.253),(4 7973.362),(5 8273.608),(6 7885.548),(7 8286.398),(8 8152.5347),(9 8345.872),(10 8634.418),(11 8316.8),(12 8781.015),(13 8946.522),(14 8949.549),(15 8805.052),(16 8853.152),(17 8961.601),(18 8904.737),(19 9186.533),(20 9211.885),(21 9285.065),(22 9500.769),(23 9608.86),(24 9649.146),(25 9594.897),(26 9572.227),(27 9853.7295),(28 9866.562),(29 9910.34),(30 10197.146),(31 10253.197),(32 10217.839),(33 10598.472),(34 10557.541),(35 10670.435),(36 10647.783),(37 10804.768),(38 10813.037),(39 11128.199),(40 11152.354),(41 11327.836),(42 11316.15),(43 11278.872),(44 11250.459),(45 11458.084),(46 11647.36),(47 11765.372),(48 11406.5625),(49 11367.9375),(50 11707.104),(51 11665.903),(52 11753.882),(53 11690.743),(54 11698.23),(55 11542.655),(56 11435.507),(57 11309.676),(58 11633.166),(59 11396.293),(60 11428.146),(61 11490.765),(62 11504.976),(63 11575.167),(64 11650.016),(65 11537.883),(66 11771.83),(67 11524.882),(68 11474.62),(69 11552.254),(70 11478.717),(71 11306.075),(72 11391.3545),(73 11370.296),(74 11225.326),(75 11243.47),(76 11514.658),(77 11311.611),(78 11258.518),(79 11652.059),
(1 6901.85),(2 7075.5107),(3 7078.1006),(4 7669.612),(5 7841.393),(6 7658.922),(7 7967.1943),(8 7974.6104),(9 7793.213),(10 8368.342),(11 7959.447),(12 8467.757),(13 8337.085),(14 8815.38),(15 8524.149),(16 8585.45),(17 8689.661),(18 8598.761),(19 8779.244),(20 8974.738),(21 8859.417),(22 9233.08),(23 9214.384),(24 9253.337),(25 9375.261),(26 9356.146),(27 9333.787),(28 9450.857),(29 9431.174),(30 9625.711),(31 10033.316),(32 9705.843),(33 10013.739),(34 9956.824),(35 10211.944),(36 10130.65),(37 10405.006),(38 10441.747),(39 10493.499),(40 10742.448),(41 10740.121),(42 10718.889),(43 10722.023),(44 10874.709),(45 10919.191),(46 10996.808),(47 10995.437),(48 10756.097),(49 10903.769),(50 11170.347),(51 11189.978),(52 11093.928),(53 11258.681),(54 11196.263),(55 11031.073),(56 11010.081),(57 10992.9375),(58 11190.596),(59 10874.324),(60 10865.405),(61 10959.127),(62 11008.253),(63 10974.127),(64 10917.879),(65 10942.756),(66 11132.566),(67 10868.533),(68 10933.135),(69 10926.454),(70 10943.571),(71 10633.251),(72 10824.314),(73 10921.054),(74 10630.852),(75 10773.66),(76 10915.056),(77 10801.927),(78 10810.072),(79 10860.431),
