1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1389222),(2 5166809.5),(3 11142007),(4 18781910),(5 28379754),(6 37578324),(7 47752930),(8 59082476),(9 72427600),(10 87352740),(11 99904990),(12 110614120),(13 120017860),(14 128760040),(15 135536480),(16 141530160),(17 146858480),(18 150962270),(19 154634860),(20 157624180),(21 160094450),(22 163516980),(23 165571570),(24 167346190),(25 167842560),(26 168485230),(27 167792340),(28 170023500),(29 169630200),(30 168097330),(31 166352380),(32 165246060),(33 164505800),(34 166023890),(35 167902320),(36 170486290),(37 174388400),(38 179602110),(39 184512000),(40 188650100),(41 193648720),(42 198534220),(43 201939260),(44 206071860),(45 210360850),(46 213611400),(47 216297390),(48 218815980),(49 221828670),(50 225425660),(51 229447680),(52 234205440),(53 239852460),(54 246531600),(55 254102700),(56 262446100),(57 271385500),(58 280270820),(59 289769300),(60 299926940),(61 310742880),(62 322561180),(63 335100540),(64 348837730),(65 362965730),(66 377844320),(67 393202340),(68 406518500),(69 418761250),(70 430713300),(71 441894620),(72 452266780),(73 462332640),(74 470778850),(75 478649180),(76 486805380),(77 495295650),(78 503138270),(79 509835420),
(1 66.528755),(2 75.060555),(3 82.03449),(4 85.04424),(5 88.06193),(6 91.79237),(7 92.993034),(8 95.91363),(9 98.99199),(10 100.57385),(11 103.34089),(12 106.206184),(13 106.89565),(14 109.17511),(15 109.13339),(16 110.73939),(17 112.26341),(18 112.275566),(19 113.4738),(20 114.8643),(21 117.52405),(22 119.414375),(23 119.95035),(24 122.38608),(25 124.93341),(26 123.56143),(27 126.34142),(28 128.88234),(29 128.60913),(30 129.8346),(31 131.07135),(32 130.40395),(33 132.05402),(34 131.90083),(35 133.40108),(36 132.43549),(37 131.99925),(38 130.90111),(39 132.35518),(40 132.36014),(41 133.19055),(42 132.54895),(43 132.19856),(44 131.774),(45 131.01466),(46 131.64203),(47 133.3262),(48 131.6108),(49 131.28862),(50 133.34787),(51 132.56178),(52 129.93088),(53 130.67296),(54 129.28175),(55 128.18413),(56 127.910385),(57 124.79443),(58 126.37886),(59 126.34058),(60 126.30244),(61 127.715546),(62 126.974815),(63 128.415),(64 129.7444),(65 129.21915),(66 130.69368),(67 131.23308),(68 132.42915),(69 132.98076),(70 135.0179),(71 135.04588),(72 136.21643),(73 138.66075),(74 140.82068),(75 141.08743),(76 142.82579),(77 144.7975),(78 146.99014),(79 150.98848),
(1 66.12127),(2 73.721306),(3 79.765884),(4 83.13197),(5 86.6496),(6 91.08591),(7 92.57659),(8 95.04496),(9 96.44505),(10 98.85786),(11 99.807945),(12 101.98182),(13 103.32897),(14 105.49355),(15 105.289764),(16 106.43631),(17 109.52013),(18 109.162964),(19 109.62663),(20 109.60844),(21 113.65807),(22 113.58977),(23 114.41906),(24 115.41036),(25 117.44973),(26 115.127754),(27 116.7445),(28 118.08184),(29 119.89235),(30 118.34939),(31 120.175224),(32 120.285706),(33 120.629234),(34 120.32436),(35 121.45487),(36 121.14081),(37 122.6787),(38 123.086525),(39 123.08013),(40 123.51458),(41 123.51078),(42 122.84903),(43 124.65396),(44 123.712585),(45 122.30262),(46 122.27681),(47 123.58949),(48 125.40113),(49 124.55599),(50 125.57537),(51 125.3796),(52 123.915855),(53 124.57439),(54 122.66533),(55 122.19098),(56 122.51396),(57 120.70182),(58 121.2585),(59 121.74078),(60 122.782394),(61 123.14541),(62 122.96638),(63 123.80416),(64 125.46555),(65 125.42284),(66 126.49325),(67 126.60616),(68 127.16988),(69 128.45068),(70 130.1142),(71 130.8403),(72 131.4839),(73 133.45668),(74 134.32542),(75 135.55733),(76 138.73466),(77 140.83586),(78 141.3802),(79 144.70703),
(1 65.42379),(2 72.467926),(3 77.879196),(4 81.38564),(5 83.36216),(6 87.49635),(7 87.885414),(8 92.39056),(9 94.98529),(10 94.90306),(11 95.89856),(12 99.78956),(13 101.25661),(14 102.40733),(15 102.44837),(16 104.45838),(17 107.29394),(18 106.876854),(19 108.296364),(20 108.58472),(21 110.51235),(22 110.75822),(23 110.87477),(24 112.068665),(25 114.17312),(26 114.194695),(27 115.97504),(28 115.77243),(29 117.96134),(30 115.95156),(31 116.961655),(32 117.77606),(33 118.39345),(34 117.07048),(35 118.41753),(36 118.82016),(37 118.38932),(38 119.96976),(39 118.77891),(40 118.75568),(41 118.80759),(42 117.400314),(43 118.649475),(44 117.96455),(45 118.439545),(46 117.469864),(47 118.13698),(48 119.345245),(49 119.96997),(50 119.92313),(51 119.28256),(52 120.298454),(53 118.89022),(54 119.95217),(55 119.902084),(56 120.06907),(57 117.72498),(58 118.74854),(59 118.5673),(60 119.237114),(61 119.5394),(62 120.84198),(63 122.612885),(64 123.86784),(65 124.26443),(66 125.963005),(67 127.001144),(68 128.48312),(69 128.73958),(70 130.12888),(71 129.75768),(72 132.55367),(73 134.46344),(74 134.98366),(75 136.96492),(76 138.02167),(77 139.13768),(78 141.11913),(79 145.89792),
(1 66.11417),(2 73.43407),(3 79.886444),(4 83.57008),(5 85.15058),(6 89.68045),(7 90.975075),(8 93.7269),(9 96.95463),(10 97.246765),(11 98.566055),(12 101.60771),(13 103.016426),(14 104.86166),(15 105.207855),(16 107.00321),(17 109.53445),(18 110.021835),(19 109.69288),(20 110.3109),(21 113.33205),(22 115.01982),(23 115.09349),(24 116.6071),(25 118.5118),(26 119.96869),(27 121.435745),(28 121.36181),(29 123.83896),(30 125.255875),(31 126.01945),(32 126.480774),(33 127.15278),(34 126.62448),(35 128.46994),(36 128.36426),(37 127.132675),(38 128.6652),(39 127.70898),(40 127.97443),(41 127.95311),(42 127.4585),(43 127.60033),(44 127.88813),(45 126.801445),(46 128.30743),(47 129.20226),(48 129.39706),(49 128.91328),(50 128.02614),(51 127.48873),(52 126.312225),(53 125.59687),(54 127.16878),(55 126.72904),(56 125.39526),(57 124.12544),(58 125.55533),(59 124.84247),(60 125.64634),(61 125.17325),(62 125.821335),(63 127.40956),(64 128.5664),(65 128.85382),(66 129.46034),(67 130.86002),(68 131.90909),(69 133.12555),(70 133.92775),(71 134.13882),(72 135.78664),(73 137.90541),(74 138.83443),(75 139.52791),(76 142.94969),(77 144.90419),(78 146.87201),(79 148.58931),
(1 63.914455),(2 71.89543),(3 77.33387),(4 80.36013),(5 83.31925),(6 88.0161),(7 88.26461),(8 91.53844),(9 94.86643),(10 95.47984),(11 97.29919),(12 100.83596),(13 101.8098),(14 103.39266),(15 104.380196),(16 105.40244),(17 108.3821),(18 107.92546),(19 108.547066),(20 108.94363),(21 109.79077),(22 112.27584),(23 111.41615),(24 111.17049),(25 113.55892),(26 113.03007),(27 115.471725),(28 116.49852),(29 117.299736),(30 119.32722),(31 118.484436),(32 118.97985),(33 119.21368),(34 119.70083),(35 120.251396),(36 119.30141),(37 118.69317),(38 119.06882),(39 119.73217),(40 118.40307),(41 119.63201),(42 118.72684),(43 118.760124),(44 119.294876),(45 117.93396),(46 118.82911),(47 118.8491),(48 117.45095),(49 118.02082),(50 117.76558),(51 117.935905),(52 117.39694),(53 116.67318),(54 116.281525),(55 116.0792),(56 115.07358),(57 115.59672),(58 116.74173),(59 115.701645),(60 116.68133),(61 116.80766),(62 116.58455),(63 118.21332),(64 119.04951),(65 118.292534),(66 120.759705),(67 119.602005),(68 121.52344),(69 123.20959),(70 124.62424),(71 124.84927),(72 123.97427),(73 127.42233),(74 128.21269),(75 129.5778),(76 131.18779),(77 132.36818),(78 134.59108),(79 139.51399),
(1 64.36707),(2 72.17179),(3 77.83596),(4 83.280365),(5 84.54859),(6 88.10386),(7 90.26353),(8 93.93858),(9 96.33201),(10 97.25616),(11 99.65932),(12 102.38583),(13 103.12459),(14 104.43626),(15 105.41997),(16 106.01555),(17 108.54704),(18 109.74796),(19 109.74235),(20 110.376465),(21 111.15946),(22 111.68877),(23 113.13845),(24 114.17236),(25 114.76985),(26 114.918594),(27 115.842995),(28 119.34833),(29 117.639114),(30 119.30974),(31 120.52928),(32 118.624344),(33 119.29514),(34 118.10115),(35 120.35696),(36 118.90265),(37 119.60066),(38 118.42992),(39 119.17068),(40 118.97129),(41 119.48285),(42 119.1432),(43 119.71736),(44 118.41207),(45 118.69763),(46 120.043015),(47 120.67189),(48 120.506),(49 119.80532),(50 121.68292),(51 121.06111),(52 121.37776),(53 120.2621),(54 121.13435),(55 118.80676),(56 118.88019),(57 117.88198),(58 120.37821),(59 118.66274),(60 119.76247),(61 120.62309),(62 122.11379),(63 121.87364),(64 122.753006),(65 124.584274),(66 124.91228),(67 126.07201),(68 127.05314),(69 128.47949),(70 129.30273),(71 130.9621),(72 130.95854),(73 133.98187),(74 135.14168),(75 135.4102),(76 138.47882),(77 138.65189),(78 140.65457),(79 143.30988),
(1 63.61147),(2 69.60172),(3 76.442154),(4 80.82559),(5 83.60902),(6 86.57437),(7 88.71575),(8 91.26635),(9 93.49796),(10 93.347824),(11 95.887886),(12 98.37821),(13 100.71394),(14 101.69085),(15 102.742),(16 103.215355),(17 105.03658),(18 105.645164),(19 107.33028),(20 108.766396),(21 109.46481),(22 112.53883),(23 114.121185),(24 115.903786),(25 116.44045),(26 115.34817),(27 115.822105),(28 119.37715),(29 119.65167),(30 120.825485),(31 122.67149),(32 121.92756),(33 122.20225),(34 122.30488),(35 123.11908),(36 123.42417),(37 123.680626),(38 123.258125),(39 123.831314),(40 123.52975),(41 123.283066),(42 122.657005),(43 125.4522),(44 122.82738),(45 124.19157),(46 124.395744),(47 124.59738),(48 125.24129),(49 124.48844),(50 124.52292),(51 124.0276),(52 122.30629),(53 122.610214),(54 122.44313),(55 122.205414),(56 121.76384),(57 120.52634),(58 121.623184),(59 120.00166),(60 119.318565),(61 120.67556),(62 121.60304),(63 122.30633),(64 123.31954),(65 123.01867),(66 122.11385),(67 122.27357),(68 122.09262),(69 124.467285),(70 125.37377),(71 125.58264),(72 126.8095),(73 130.23476),(74 130.01791),(75 131.34773),(76 132.92569),(77 135.49402),(78 138.35545),(79 141.9044),
(1 62.42092),(2 70.173515),(3 76.830345),(4 80.45208),(5 83.31187),(6 86.238625),(7 87.797134),(8 91.206474),(9 92.85906),(10 93.926216),(11 97.197624),(12 97.32195),(13 99.131676),(14 100.843094),(15 100.66004),(16 101.7916),(17 104.34635),(18 104.58407),(19 105.39348),(20 104.68167),(21 104.89765),(22 107.00351),(23 108.396385),(24 110.2172),(25 109.148094),(26 108.9751),(27 110.25223),(28 111.754196),(29 112.15536),(30 112.9112),(31 114.012344),(32 113.85544),(33 114.17511),(34 115.253075),(35 114.62332),(36 115.02848),(37 114.269684),(38 115.70308),(39 116.16999),(40 115.25353),(41 115.413506),(42 114.4447),(43 116.01738),(44 115.863976),(45 116.572815),(46 118.26288),(47 118.04658),(48 120.06708),(49 119.51566),(50 119.79847),(51 121.118034),(52 119.50157),(53 119.36126),(54 118.04152),(55 118.05452),(56 118.09369),(57 115.79828),(58 117.56926),(59 116.53725),(60 116.84508),(61 117.08757),(62 118.385864),(63 119.699234),(64 120.13772),(65 119.02519),(66 120.154175),(67 120.72836),(68 122.353294),(69 122.36283),(70 122.40699),(71 122.80346),(72 122.66566),(73 125.97214),(74 126.422516),(75 128.81982),(76 129.58313),(77 131.74048),(78 133.96121),(79 136.17914),
(1 62.023426),(2 69.058945),(3 76.63036),(4 79.5896),(5 81.382416),(6 85.11908),(7 87.29134),(8 89.46393),(9 91.35312),(10 94.015015),(11 95.22987),(12 96.817924),(13 98.690956),(14 100.29201),(15 101.350586),(16 103.50036),(17 104.020706),(18 104.8354),(19 105.178085),(20 106.05282),(21 106.81706),(22 109.12425),(23 110.917984),(24 111.380974),(25 111.82095),(26 113.20648),(27 115.032166),(28 115.522316),(29 116.16174),(30 116.6512),(31 116.7992),(32 118.08419),(33 118.45679),(34 119.65178),(35 117.54986),(36 116.86075),(37 118.0728),(38 118.0377),(39 117.50907),(40 118.28046),(41 117.94525),(42 116.58933),(43 117.97302),(44 117.032074),(45 116.65679),(46 117.65003),(47 117.600655),(48 118.755844),(49 118.36953),(50 119.138596),(51 119.87727),(52 118.75062),(53 117.63581),(54 118.330925),(55 118.11853),(56 117.13221),(57 117.58147),(58 117.61721),(59 117.3418),(60 119.162636),(61 119.76092),(62 120.89162),(63 122.668724),(64 121.81693),(65 123.36645),(66 123.33729),(67 124.78351),(68 124.85394),(69 125.46975),(70 128.50038),(71 128.76035),(72 128.51308),(73 131.18533),(74 131.7528),(75 132.73924),(76 134.54115),(77 136.26442),(78 138.02637),(79 141.08083),
(1 62.175896),(2 69.1668),(3 76.41239),(4 80.1529),(5 82.3639),(6 85.375656),(7 85.525375),(8 90.0127),(9 92.13749),(10 93.30739),(11 96.6983),(12 97.61431),(13 100.90454),(14 100.54292),(15 102.546486),(16 102.80118),(17 106.17482),(18 106.40714),(19 106.4481),(20 108.05838),(21 109.975464),(22 112.88167),(23 113.93867),(24 112.212975),(25 113.21759),(26 116.05473),(27 116.93102),(28 118.218025),(29 118.490364),(30 120.53906),(31 119.9542),(32 121.45248),(33 121.2208),(34 122.98124),(35 122.04876),(36 121.41926),(37 122.87922),(38 123.04619),(39 120.8307),(40 121.63929),(41 121.25004),(42 121.33446),(43 121.83974),(44 121.21834),(45 121.60347),(46 123.498215),(47 122.03672),(48 121.62628),(49 122.85167),(50 122.95556),(51 123.54051),(52 122.312805),(53 121.02473),(54 120.05165),(55 120.48319),(56 118.82146),(57 118.82854),(58 119.019516),(59 118.39009),(60 119.30304),(61 120.04152),(62 120.79666),(63 121.15043),(64 121.3943),(65 121.77003),(66 123.45397),(67 123.46325),(68 124.50835),(69 126.726746),(70 127.81221),(71 127.097534),(72 127.75291),(73 130.35672),(74 131.2267),(75 133.56154),(76 134.91501),(77 136.89162),(78 138.85938),(79 141.30638),
(1 62.14881),(2 68.88653),(3 74.828735),(4 78.579895),(5 80.633125),(6 84.06584),(7 85.58823),(8 86.460175),(9 89.72849),(10 92.72906),(11 95.10263),(12 96.45404),(13 98.24201),(14 101.03844),(15 103.11046),(16 102.757744),(17 105.84317),(18 105.76704),(19 105.22731),(20 105.57819),(21 108.10319),(22 110.3541),(23 110.73948),(24 111.44612),(25 111.39431),(26 114.0856),(27 113.62204),(28 116.492584),(29 114.17461),(30 116.09583),(31 115.53366),(32 117.27676),(33 116.49508),(34 116.94706),(35 117.23647),(36 117.121796),(37 116.866),(38 119.10813),(39 118.15885),(40 118.08889),(41 117.84594),(42 117.230995),(43 117.31473),(44 117.10427),(45 116.63261),(46 117.93677),(47 117.93529),(48 119.4795),(49 118.93215),(50 119.74275),(51 119.272026),(52 118.102),(53 118.88739),(54 119.246086),(55 118.26984),(56 117.76902),(57 116.7148),(58 118.67579),(59 116.65869),(60 117.32232),(61 118.46204),(62 118.345604),(63 119.53592),(64 120.026794),(65 118.958046),(66 119.67667),(67 121.52281),(68 121.2034),(69 124.20627),(70 125.07044),(71 125.9424),(72 126.77428),(73 128.89816),(74 129.57254),(75 130.096),(76 131.56369),(77 134.34267),(78 135.0798),(79 138.42038),
(1 59.98213),(2 66.2948),(3 73.47827),(4 76.99718),(5 79.4922),(6 82.797806),(7 84.540436),(8 87.65934),(9 89.16173),(10 91.13976),(11 91.97843),(12 93.56871),(13 95.02314),(14 96.256546),(15 98.391945),(16 98.837494),(17 101.332466),(18 100.89933),(19 101.0719),(20 101.990135),(21 104.02555),(22 105.75439),(23 107.409195),(24 107.71895),(25 107.373375),(26 109.59778),(27 110.27838),(28 111.539246),(29 110.49889),(30 111.7496),(31 111.8113),(32 112.842354),(33 112.66845),(34 113.48567),(35 113.88804),(36 113.73885),(37 113.846375),(38 114.519035),(39 115.58146),(40 113.76654),(41 113.70348),(42 113.993965),(43 113.75803),(44 112.32615),(45 112.440544),(46 114.52891),(47 114.03167),(48 115.01985),(49 114.551445),(50 115.96258),(51 116.10942),(52 113.969),(53 115.28406),(54 114.26634),(55 113.460365),(56 113.7257),(57 113.63957),(58 114.58927),(59 112.931114),(60 114.475624),(61 115.0692),(62 116.30457),(63 116.95288),(64 117.81526),(65 117.859375),(66 119.72583),(67 121.776825),(68 122.32187),(69 123.71832),(70 124.29547),(71 126.08075),(72 126.4586),(73 129.29846),(74 129.70323),(75 131.75594),(76 132.89467),(77 135.64035),(78 137.19855),(79 140.0239),
(1 61.29828),(2 66.34554),(3 71.50267),(4 77.2131),(5 79.80862),(6 83.01149),(7 84.925285),(8 86.069435),(9 87.98319),(10 90.631134),(11 93.02785),(12 94.5563),(13 96.22739),(14 98.15618),(15 99.29648),(16 100.267746),(17 102.31547),(18 103.01267),(19 102.55882),(20 102.986),(21 106.59751),(22 107.94289),(23 109.932434),(24 110.51004),(25 111.451614),(26 113.24397),(27 115.39167),(28 116.77772),(29 118.20493),(30 119.52741),(31 119.35571),(32 121.04704),(33 120.1468),(34 121.17655),(35 122.82665),(36 122.115234),(37 121.420395),(38 121.44055),(39 122.466484),(40 121.35582),(41 121.192986),(42 121.68954),(43 120.769714),(44 120.08099),(45 120.45647),(46 122.91388),(47 122.617805),(48 123.10894),(49 122.84552),(50 123.28295),(51 122.658844),(52 120.17796),(53 120.13297),(54 119.84925),(55 118.106384),(56 119.03243),(57 118.15492),(58 118.434555),(59 117.45236),(60 117.663),(61 117.80839),(62 117.80312),(63 118.79422),(64 119.41317),(65 119.48488),(66 119.28046),(67 120.46325),(68 120.768906),(69 121.895546),(70 123.02371),(71 122.97933),(72 123.77082),(73 126.19804),(74 127.56815),(75 128.78174),(76 130.08704),(77 133.49973),(78 134.3228),(79 138.49199),
(1 60.11504),(2 65.03904),(3 70.60952),(4 75.2515),(5 78.65632),(6 81.44635),(7 83.576744),(8 84.88569),(9 87.728386),(10 90.57003),(11 91.90788),(12 93.68246),(13 95.80251),(14 97.6065),(15 97.51443),(16 98.35361),(17 100.15365),(18 100.747406),(19 102.02721),(20 102.52602),(21 104.34532),(22 105.103294),(23 107.60688),(24 107.687965),(25 109.41243),(26 110.377495),(27 113.06943),(28 112.74083),(29 114.4725),(30 115.00612),(31 114.63377),(32 113.37307),(33 113.86924),(34 115.027626),(35 115.67462),(36 116.02399),(37 115.71253),(38 116.37183),(39 114.801),(40 115.98141),(41 116.09138),(42 115.77303),(43 116.63097),(44 115.432175),(45 116.09932),(46 116.31129),(47 116.601944),(48 116.92077),(49 116.40797),(50 117.69451),(51 117.35846),(52 114.53521),(53 115.45424),(54 115.59429),(55 115.19795),(56 113.992836),(57 112.62804),(58 113.46281),(59 113.26943),(60 113.35316),(61 113.39561),(62 114.3254),(63 115.87996),(64 116.75662),(65 117.183914),(66 117.99143),(67 119.77302),(68 119.43643),(69 120.52274),(70 121.32342),(71 121.12111),(72 122.6259),(73 125.278885),(74 124.407715),(75 127.075325),(76 126.586044),(77 130.4914),(78 130.75345),(79 134.12767),
(1 61.15968),(2 66.061584),(3 72.42485),(4 76.78211),(5 80.07594),(6 82.05557),(7 84.79369),(8 87.566895),(9 89.82729),(10 91.83651),(11 93.69847),(12 93.69082),(13 95.834),(14 97.39342),(15 98.94683),(16 100.4248),(17 102.12637),(18 102.678375),(19 103.646065),(20 103.91856),(21 106.161545),(22 106.082985),(23 106.02479),(24 107.125145),(25 107.72006),(26 108.68712),(27 110.095024),(28 111.12871),(29 111.791756),(30 111.8359),(31 114.14006),(32 113.162506),(33 112.59756),(34 111.61056),(35 112.988),(36 114.22663),(37 112.81092),(38 112.7435),(39 111.92946),(40 113.18112),(41 112.55223),(42 112.443756),(43 111.60235),(44 110.98264),(45 110.50709),(46 111.96588),(47 113.91346),(48 113.255646),(49 112.804756),(50 112.5249),(51 114.03786),(52 111.89415),(53 113.52817),(54 113.85487),(55 114.18585),(56 112.73802),(57 112.30052),(58 112.717606),(59 112.221985),(60 112.98021),(61 112.66134),(62 112.82787),(63 113.65398),(64 115.492744),(65 115.84811),(66 116.445015),(67 117.0055),(68 117.873505),(69 118.585915),(70 120.25227),(71 120.94045),(72 121.78229),(73 124.722664),(74 125.23259),(75 126.37694),(76 126.85635),(77 130.29291),(78 130.80377),(79 132.9895),
(1 59.446186),(2 65.304825),(3 69.67115),(4 74.174225),(5 76.51715),(6 78.18998),(7 80.87416),(8 82.952194),(9 86.02831),(10 87.90089),(11 90.26307),(12 92.21031),(13 94.67338),(14 94.93133),(15 95.87812),(16 97.281),(17 98.63259),(18 98.08443),(19 99.39298),(20 100.01787),(21 102.82308),(22 104.950066),(23 104.8032),(24 105.684525),(25 106.11974),(26 108.898476),(27 111.29404),(28 111.899055),(29 112.49967),(30 114.02255),(31 116.00557),(32 115.54945),(33 114.03023),(34 113.91177),(35 115.217224),(36 116.55406),(37 114.45941),(38 115.07273),(39 114.932976),(40 114.833626),(41 115.25342),(42 115.10226),(43 115.66795),(44 114.815186),(45 114.88843),(46 116.55253),(47 116.02789),(48 115.40572),(49 115.53576),(50 116.53269),(51 116.06212),(52 114.43555),(53 115.58096),(54 116.42159),(55 115.56428),(56 114.98499),(57 114.98513),(58 114.82633),(59 114.74107),(60 113.59415),(61 114.333435),(62 115.09726),(63 115.53209),(64 115.131775),(65 114.81488),(66 115.00368),(67 116.488655),(68 116.20768),(69 117.824646),(70 117.87272),(71 118.45452),(72 118.99028),(73 121.419014),(74 121.08279),(75 122.85677),(76 124.22488),(77 126.201485),(78 126.928734),(79 130.47893),
(1 60.245155),(2 66.15768),(3 71.9695),(4 76.753914),(5 79.26771),(6 81.43026),(7 84.01335),(8 85.159386),(9 87.37121),(10 88.78392),(11 91.336075),(12 92.61973),(13 93.444466),(14 94.37215),(15 96.26236),(16 95.484375),(17 98.87807),(18 98.44848),(19 99.30979),(20 98.597824),(21 99.431),(22 103.61961),(23 103.3986),(24 103.127335),(25 103.56167),(26 106.450745),(27 107.26939),(28 109.23005),(29 110.50166),(30 108.71135),(31 109.81644),(32 110.36379),(33 111.59189),(34 111.00692),(35 110.90059),(36 111.964676),(37 111.61099),(38 111.87494),(39 112.9182),(40 111.75586),(41 111.973),(42 112.803566),(43 113.20139),(44 113.38463),(45 113.02692),(46 113.46249),(47 113.96753),(48 114.3633),(49 115.01594),(50 114.62274),(51 114.819084),(52 112.697266),(53 113.19304),(54 113.754974),(55 112.99164),(56 114.91446),(57 114.71453),(58 113.65319),(59 113.49514),(60 112.94106),(61 114.07267),(62 114.646996),(63 115.46201),(64 115.55165),(65 116.57876),(66 115.760025),(67 117.30649),(68 117.325714),(69 118.86763),(70 119.833405),(71 120.447365),(72 121.50553),(73 123.46455),(74 123.34941),(75 126.704475),(76 126.04841),(77 128.2527),(78 131.05798),(79 132.74681),
(1 60.20756),(2 65.30424),(3 71.11415),(4 75.29102),(5 78.6974),(6 81.98622),(7 83.5466),(8 85.39426),(9 87.8774),(10 89.74758),(11 90.910675),(12 91.5952),(13 93.654816),(14 94.00868),(15 95.97052),(16 96.46215),(17 100.1706),(18 99.930855),(19 101.28296),(20 100.82374),(21 101.12163),(22 104.03475),(23 104.33882),(24 104.33564),(25 104.34449),(26 105.56799),(27 106.8351),(28 108.865654),(29 110.30895),(30 109.87264),(31 110.60267),(32 109.88352),(33 110.08079),(34 111.35502),(35 111.16605),(36 111.27199),(37 114.08921),(38 111.939255),(39 113.10781),(40 112.67192),(41 112.2029),(42 112.782425),(43 111.747986),(44 111.26654),(45 111.43865),(46 111.679886),(47 113.60267),(48 114.24888),(49 114.250275),(50 114.13463),(51 113.44678),(52 111.936935),(53 113.67155),(54 113.299385),(55 113.0021),(56 114.08042),(57 114.33823),(58 112.65958),(59 112.837975),(60 112.35669),(61 113.26201),(62 113.430405),(63 113.812584),(64 113.880714),(65 116.30284),(66 114.914024),(67 117.929054),(68 118.2973),(69 118.98216),(70 120.43618),(71 120.19934),(72 121.223145),(73 123.93207),(74 124.77841),(75 127.932625),(76 126.875114),(77 129.86162),(78 129.62015),(79 134.73242),
