1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 1899.163),(2 2116.027),(3 2138.487),(4 2292.8245),(5 2413.5657),(6 2548.1526),(7 2626.584),(8 2783.713),(9 2943.4343),(10 3066.8271),(11 3142.403),(12 3241.2214),(13 3376.08),(14 3369.7205),(15 3398.8901),(16 3392.549),(17 3418.4167),(18 3443.7366),(19 3443.8896),(20 3399.2273),(21 3342.6755),(22 3329.5295),(23 3236.058),(24 3158.9248),(25 3158.2385),(26 3137.5425),(27 3088.7793),(28 3037.9407),(29 2966.6245),(30 2923.1438),(31 2915.0938),(32 2888.9949),(33 2891.7793),(34 2916.687),(35 2856.2744),(36 2906.3025),(37 2862.8716),(38 2839.513),(39 2874.6802),(40 2869.499),(41 2914.99),(42 2885.3728),(43 2899.2036),(44 2921.4817),(45 2908.7432),(46 2898.95),(47 2927.0896),(48 2911.7986),(49 2880.02),(50 2887.6086),(51 2907.2583),(52 2867.2432),(53 2892.911),(54 2897.1028),(55 2884.6655),(56 2937.241),(57 2944.449),(58 2914.0403),(59 2953.839),(60 2952.191),(61 3015.9668),(62 3064.727),(63 3083.1191),(64 3085.7063),(65 3143.3857),(66 3142.372),(67 3117.5544),(68 3149.337),(69 3098.6477),(70 3121.0195),(71 3122.3718),(72 3059.46),(73 3099.7363),(74 3060.7195),(75 3012.4138),(76 2967.4287),(77 2987.2817),(78 2975.4927),(79 2916.6577),
(1 1821.4326),(2 2018.5345),(3 2082.3582),(4 2217.9846),(5 2352.3),(6 2442.7546),(7 2587.3044),(8 2688.466),(9 2861.0518),(10 2960.6775),(11 3060.7546),(12 3148.8425),(13 3250.784),(14 3293.531),(15 3339.0454),(16 3306.7786),(17 3344.4001),(18 3367.7356),(19 3363.4734),(20 3277.8638),(21 3249.8757),(22 3239.852),(23 3146.1218),(24 3071.3926),(25 3090.7788),(26 3031.8787),(27 3015.5342),(28 2969.6477),(29 2888.3892),(30 2847.6494),(31 2841.146),(32 2823.5369),(33 2802.9912),(34 2763.1223),(35 2761.3994),(36 2762.909),(37 2783.6963),(38 2718.512),(39 2798.42),(40 2754.5493),(41 2780.9253),(42 2782.2964),(43 2750.831),(44 2836.739),(45 2836.3347),(46 2856.887),(47 2853.146),(48 2810.652),(49 2823.4036),(50 2858.5833),(51 2843.5437),(52 2846.168),(53 2850.854),(54 2884.2122),(55 2903.7476),(56 2924.508),(57 2935.1433),(58 2924.6792),(59 2948.8723),(60 2974.4253),(61 3014.0098),(62 3008.5574),(63 3041.799),(64 3091.2358),(65 3078.2031),(66 3094.2007),(67 3060.063),(68 3054.6384),(69 3063.8032),(70 3048.8901),(71 3027.729),(72 3024.5288),(73 2984.1353),(74 2953.64),(75 2911.7395),(76 2886.729),(77 2855.0898),(78 2857.4248),(79 2848.3176),
(1 1787.832),(2 1991.349),(3 2002.6597),(4 2143.2803),(5 2236.6514),(6 2374.2422),(7 2468.1597),(8 2588.4622),(9 2708.5837),(10 2805.8916),(11 2910.7288),(12 2954.9385),(13 3054.997),(14 3128.4153),(15 3152.836),(16 3148.3274),(17 3188.5557),(18 3241.7366),(19 3176.117),(20 3139.2454),(21 3106.9927),(22 3078.1086),(23 3003.4988),(24 2950.337),(25 2982.1472),(26 2953.4536),(27 2891.551),(28 2844.7502),(29 2811.0684),(30 2795.8992),(31 2748.3005),(32 2762.4724),(33 2737.7263),(34 2758.4573),(35 2765.155),(36 2699.013),(37 2738.2375),(38 2722.345),(39 2747.43),(40 2707.5925),(41 2736.847),(42 2780.2827),(43 2724.2683),(44 2763.29),(45 2796.8982),(46 2775.026),(47 2757.1833),(48 2734.4321),(49 2756.977),(50 2758.575),(51 2786.375),(52 2796.367),(53 2759.8135),(54 2805.6255),(55 2778.0925),(56 2809.7202),(57 2844.7043),(58 2827.1775),(59 2858.9194),(60 2896.9675),(61 2911.228),(62 2899.3958),(63 2984.6868),(64 2974.9226),(65 2991.6052),(66 2991.2954),(67 2999.7131),(68 3034.244),(69 3009.0017),(70 2984.1306),(71 2937.6516),(72 2914.9307),(73 2880.1204),(74 2903.3215),(75 2835.1147),(76 2823.0867),(77 2797.7249),(78 2761.479),(79 2741.85),
(1 1726.3016),(2 1935.7883),(3 1997.7206),(4 2125.9155),(5 2225.5051),(6 2372.5464),(7 2461.8503),(8 2577.1616),(9 2772.3503),(10 2836.076),(11 2945.8276),(12 2990.2979),(13 3136.4924),(14 3142.8857),(15 3178.5085),(16 3163.8438),(17 3200.043),(18 3220.8687),(19 3124.1003),(20 3143.4524),(21 3135.198),(22 3097.4036),(23 3002.2034),(24 2981.5142),(25 2964.7559),(26 2920.805),(27 2912.1865),(28 2874.473),(29 2796.9312),(30 2762.6448),(31 2775.703),(32 2731.6643),(33 2749.9417),(34 2745.524),(35 2751.2563),(36 2713.0688),(37 2741.926),(38 2752.4207),(39 2740.05),(40 2753.6091),(41 2728.4285),(42 2768.766),(43 2767.9082),(44 2799.3716),(45 2803.5623),(46 2824.1316),(47 2802.67),(48 2826.7725),(49 2798.106),(50 2812.198),(51 2857.9563),(52 2864.677),(53 2854.0994),(54 2887.8806),(55 2850.163),(56 2869.1736),(57 2870.7861),(58 2882.5186),(59 2897.0562),(60 2906.961),(61 2942.531),(62 2968.2625),(63 2991.1877),(64 3031.0698),(65 3012.3726),(66 3008.6125),(67 3033.624),(68 2983.247),(69 2984.3013),(70 3022.1658),(71 2958.3867),(72 2938.2268),(73 2923.6401),(74 2883.7063),(75 2828.4143),(76 2806.779),(77 2750.9202),(78 2746.1062),(79 2691.4524),
(1 1697.7568),(2 1921.2262),(3 1943.7815),(4 2062.3386),(5 2168.6309),(6 2302.496),(7 2418.1292),(8 2523.994),(9 2663.5024),(10 2805.301),(11 2874.7822),(12 2953.5908),(13 3094.4512),(14 3115.3066),(15 3110.977),(16 3117.4006),(17 3157.4937),(18 3159.316),(19 3137.2852),(20 3168.9114),(21 3092.0747),(22 3064.8232),(23 3024.4612),(24 2951.9954),(25 2914.0754),(26 2884.059),(27 2898.8596),(28 2793.4353),(29 2754.4954),(30 2776.129),(31 2726.731),(32 2685.8186),(33 2712.7625),(34 2668.1523),(35 2673.0574),(36 2687.177),(37 2736.5203),(38 2673.4216),(39 2687.608),(40 2669.776),(41 2662),(42 2719.472),(43 2736.8943),(44 2713.7146),(45 2773.5615),(46 2769.391),(47 2779.623),(48 2788.8708),(49 2764.4922),(50 2798.718),(51 2813.834),(52 2806.837),(53 2842.898),(54 2831.409),(55 2829.078),(56 2884.3306),(57 2872.1216),(58 2914.607),(59 2874.0696),(60 2932.7874),(61 2947.4219),(62 2977.208),(63 3004.2373),(64 2995.117),(65 2977.0735),(66 2965.1992),(67 2977.3662),(68 2908.9714),(69 2933.3884),(70 2917.6401),(71 2880.667),(72 2788.3293),(73 2770.595),(74 2731.6714),(75 2718.7598),(76 2682.6929),(77 2683.556),(78 2655.3198),(79 2626.8035),
(1 1667.0652),(2 1873.2773),(3 1937.8914),(4 2018.0687),(5 2109.4724),(6 2258.3298),(7 2342.6733),(8 2468.0867),(9 2612.6194),(10 2713.6536),(11 2780.7783),(12 2901.9216),(13 2975.0159),(14 2975.9014),(15 3017.113),(16 3025.8374),(17 3046.915),(18 3062.011),(19 3033.7937),(20 3046.7422),(21 2973.9607),(22 2953.7288),(23 2897.5774),(24 2847.6448),(25 2836.112),(26 2802.029),(27 2819.9307),(28 2738.6052),(29 2677.081),(30 2694.1943),(31 2657.5876),(32 2616.806),(33 2620.8103),(34 2614.7698),(35 2623.296),(36 2637.574),(37 2629.469),(38 2617.8547),(39 2641.217),(40 2625.4702),(41 2639.7393),(42 2644.8994),(43 2640.1428),(44 2686.1943),(45 2723.918),(46 2673.8752),(47 2689.6873),(48 2702.7493),(49 2664.8682),(50 2726.4338),(51 2759.385),(52 2729.1729),(53 2755.4124),(54 2777.6597),(55 2745.557),(56 2796.2124),(57 2813.7583),(58 2830.1887),(59 2808.8738),(60 2844.9255),(61 2842.4153),(62 2869.613),(63 2903.9988),(64 2911.8843),(65 2935.069),(66 2922.964),(67 2915.3025),(68 2871.826),(69 2842.1604),(70 2844.9326),(71 2835.7522),(72 2773.8518),(73 2788.5244),(74 2695.1492),(75 2729.6182),(76 2678.4717),(77 2649.7197),(78 2626.779),(79 2669.766),
(1 1639.0082),(2 1814.4408),(3 1886.7557),(4 2030.9215),(5 2126.2334),(6 2263.265),(7 2390.3376),(8 2467.73),(9 2617.7905),(10 2731.8472),(11 2817.9668),(12 2883.6824),(13 2979.082),(14 3017.871),(15 3003.9192),(16 3058.1282),(17 3037.7886),(18 3021.0322),(19 3016.4836),(20 2946.9282),(21 2930.6719),(22 2928.1538),(23 2821.2578),(24 2838.1128),(25 2799.6594),(26 2727.4673),(27 2738.4434),(28 2708.826),(29 2648.743),(30 2631.9893),(31 2645.2305),(32 2575.4653),(33 2604.6287),(34 2625.3281),(35 2621.2783),(36 2599.4155),(37 2604.9678),(38 2597.2805),(39 2613.4443),(40 2659.2231),(41 2652.3857),(42 2608.754),(43 2626.4077),(44 2655.7153),(45 2670.6968),(46 2665.3723),(47 2665.0276),(48 2664.6062),(49 2651.1223),(50 2673.833),(51 2698.3591),(52 2613.3884),(53 2694.4392),(54 2685.3167),(55 2670.3677),(56 2717.7485),(57 2718.5127),(58 2709.6135),(59 2763.9058),(60 2796.936),(61 2780.6477),(62 2839.567),(63 2882.224),(64 2852.8757),(65 2860.9607),(66 2894.3289),(67 2925.4739),(68 2889.7664),(69 2831.0508),(70 2799.132),(71 2760.6794),(72 2721.6377),(73 2698.2039),(74 2666.2065),(75 2640.1035),(76 2617.5293),(77 2590.209),(78 2581.603),(79 2561.013),
(1 1629.9053),(2 1826.9155),(3 1873.4402),(4 2011.576),(5 2088.536),(6 2216.1404),(7 2304.9214),(8 2400.8557),(9 2522.5732),(10 2628.2166),(11 2670.0178),(12 2773.842),(13 2852.4954),(14 2894.5686),(15 2903.0515),(16 2915.562),(17 2934.3472),(18 2910.7466),(19 2837.702),(20 2860.6226),(21 2814.6643),(22 2765.4204),(23 2703.2222),(24 2745.9219),(25 2691.0164),(26 2671.8354),(27 2660.3333),(28 2615.942),(29 2573.9744),(30 2559.3352),(31 2523.1892),(32 2527.5303),(33 2516.7395),(34 2525.8467),(35 2486.97),(36 2519.7378),(37 2489.965),(38 2467.1892),(39 2528.7495),(40 2504.592),(41 2526.251),(42 2549.8677),(43 2596.795),(44 2593.02),(45 2597.1816),(46 2595.2854),(47 2580.9612),(48 2601.106),(49 2577.4233),(50 2597.586),(51 2612.5398),(52 2581.961),(53 2603.9766),(54 2606.2368),(55 2596.1191),(56 2659.0176),(57 2651.523),(58 2668.4436),(59 2698.2314),(60 2752.6255),(61 2709.532),(62 2780.0657),(63 2787.2766),(64 2777.3206),(65 2800.941),(66 2769.6772),(67 2776.277),(68 2735.5535),(69 2695.0938),(70 2705.762),(71 2651.648),(72 2635.0952),(73 2600.5264),(74 2588.8413),(75 2552.758),(76 2541.0378),(77 2503.1348),(78 2469.5315),(79 2472.0457),
(1 1582.6309),(2 1764.2294),(3 1808.0188),(4 1932.1783),(5 2048.3533),(6 2155.574),(7 2239.6184),(8 2351.2578),(9 2479.2375),(10 2576.7612),(11 2660.1194),(12 2747.8628),(13 2766.233),(14 2829.7517),(15 2853.747),(16 2820.3723),(17 2855.3137),(18 2841.6965),(19 2783.028),(20 2787.4897),(21 2738.6821),(22 2706.989),(23 2661.0432),(24 2586.5354),(25 2607.408),(26 2555.7625),(27 2535.728),(28 2522.7427),(29 2457.8953),(30 2468.1692),(31 2452.1523),(32 2425.4888),(33 2423.3618),(34 2433.332),(35 2428.5986),(36 2460.953),(37 2439.3748),(38 2442.9285),(39 2467.4072),(40 2471.2454),(41 2503.0845),(42 2509.2813),(43 2489.4045),(44 2531.3909),(45 2496.997),(46 2521.4045),(47 2493.151),(48 2523.8914),(49 2507.7134),(50 2489.7432),(51 2504.7124),(52 2512.8564),(53 2470.915),(54 2450.687),(55 2451.9836),(56 2487.2764),(57 2521.9163),(58 2559.1938),(59 2552.1428),(60 2583.0532),(61 2580.764),(62 2636.814),(63 2684.5715),(64 2688.8027),(65 2725.4788),(66 2732.205),(67 2719.5461),(68 2707.6387),(69 2682.1257),(70 2697.5464),(71 2657.0884),(72 2610.5427),(73 2584.6318),(74 2608.4294),(75 2545.2107),(76 2491.7148),(77 2455.2905),(78 2471.8618),(79 2438.4111),
(1 1583.2626),(2 1741.9176),(3 1839.9641),(4 1887.341),(5 2006.9669),(6 2123.5935),(7 2202.1072),(8 2279.9375),(9 2427.0227),(10 2487.663),(11 2559.3977),(12 2651.934),(13 2711.36),(14 2711.9346),(15 2718.2952),(16 2749.7253),(17 2770.0771),(18 2758.9111),(19 2708.415),(20 2720.4143),(21 2684.0405),(22 2630.9167),(23 2572.035),(24 2517.6921),(25 2512.8145),(26 2463.126),(27 2467.7717),(28 2406.411),(29 2403.997),(30 2392.3994),(31 2376.1377),(32 2374.9353),(33 2353.8213),(34 2372.4421),(35 2358.057),(36 2407.0142),(37 2384.9163),(38 2407.1326),(39 2404.1365),(40 2423.3455),(41 2444.1594),(42 2436.8289),(43 2456.7734),(44 2464.8826),(45 2480.2246),(46 2479.883),(47 2492.7888),(48 2479.615),(49 2475.2148),(50 2502.3713),(51 2490.606),(52 2512.015),(53 2500.6836),(54 2496.7478),(55 2478.9417),(56 2526.4595),(57 2550.1345),(58 2537.6572),(59 2563.967),(60 2563.3123),(61 2564.8613),(62 2609.8694),(63 2614.492),(64 2646.7756),(65 2650.2002),(66 2660.3713),(67 2658.642),(68 2619.7676),(69 2593.387),(70 2593.3538),(71 2529.3972),(72 2504.3704),(73 2474.5688),(74 2430.7974),(75 2443.9233),(76 2410.7593),(77 2382.2783),(78 2408.8672),(79 2415.5354),
(1 1557.981),(2 1742.3754),(3 1793.8622),(4 1858.4431),(5 1982.0234),(6 2067.4124),(7 2124.3374),(8 2219.9111),(9 2325.212),(10 2412.3376),(11 2464.7415),(12 2553.295),(13 2603.2795),(14 2640.561),(15 2603.784),(16 2635.573),(17 2684.733),(18 2658.2683),(19 2634.243),(20 2636.741),(21 2575.6956),(22 2529.424),(23 2490.2969),(24 2450.8562),(25 2398.9866),(26 2366.8145),(27 2395.131),(28 2329.128),(29 2289.1394),(30 2299.4094),(31 2265.8416),(32 2261.4695),(33 2280.2283),(34 2273.1836),(35 2307.7776),(36 2345.1475),(37 2295.2395),(38 2317.9307),(39 2350.5737),(40 2336.0103),(41 2293.7864),(42 2328.6675),(43 2352.0486),(44 2375.2273),(45 2373.5898),(46 2385.4019),(47 2391.486),(48 2368.7708),(49 2381.8677),(50 2375.2502),(51 2388.3035),(52 2374.7397),(53 2391.8738),(54 2356.2864),(55 2355.806),(56 2418.0732),(57 2412.738),(58 2439.7644),(59 2464.8325),(60 2463.6375),(61 2472.061),(62 2500.5344),(63 2512.9546),(64 2572.586),(65 2559.7852),(66 2535.4707),(67 2519.0586),(68 2512.645),(69 2496.208),(70 2472.0486),(71 2466.3694),(72 2441.1785),(73 2413.1477),(74 2378.1208),(75 2380.5771),(76 2357.9756),(77 2325.8062),(78 2317.1165),(79 2340.072),
(1 1524.2667),(2 1691.9908),(3 1760.4989),(4 1880.4856),(5 1979.3982),(6 2097.411),(7 2175.2515),(8 2261.5212),(9 2341.0298),(10 2468.8936),(11 2515.5862),(12 2582.7036),(13 2646.8533),(14 2655.204),(15 2678.1936),(16 2699.8535),(17 2686.0244),(18 2674.5437),(19 2625.5671),(20 2597.134),(21 2566.6997),(22 2506.5564),(23 2471.7952),(24 2461.1794),(25 2412.282),(26 2373.1555),(27 2403.0925),(28 2349.183),(29 2300.9502),(30 2310.0403),(31 2286.9307),(32 2309.3228),(33 2300.3755),(34 2331.1333),(35 2328.257),(36 2347.922),(37 2344.4211),(38 2325.5579),(39 2359.8293),(40 2382.6184),(41 2370.816),(42 2386.472),(43 2374.0603),(44 2404.7466),(45 2436.3806),(46 2423.884),(47 2412.8506),(48 2417.6978),(49 2414.7803),(50 2439.9395),(51 2420.3752),(52 2411.0916),(53 2462.1826),(54 2447.0415),(55 2437.9302),(56 2455.064),(57 2476.429),(58 2471.28),(59 2521.961),(60 2531.179),(61 2533.8818),(62 2579.0552),(63 2605.9214),(64 2627.675),(65 2627.6807),(66 2663.468),(67 2629.6838),(68 2593.2104),(69 2592.2532),(70 2522.957),(71 2531.5754),(72 2456.015),(73 2411.0613),(74 2360.5388),(75 2384.162),(76 2344.803),(77 2336.06),(78 2341.1218),(79 2282.5215),
(1 1516.4692),(2 1722.785),(3 1750.8411),(4 1880.9766),(5 1977.1149),(6 2093.135),(7 2151.2722),(8 2263.4421),(9 2355.194),(10 2426.0447),(11 2483.3682),(12 2599.2737),(13 2646.6672),(14 2668.0522),(15 2689.6902),(16 2710.5093),(17 2718.1985),(18 2708.933),(19 2639.457),(20 2645.124),(21 2631.1821),(22 2534.2427),(23 2488.9404),(24 2486.103),(25 2435.1492),(26 2413.8828),(27 2387.201),(28 2344.8303),(29 2329.729),(30 2347.5989),(31 2314.9119),(32 2351.21),(33 2325.1309),(34 2328.7334),(35 2349.01),(36 2341.7554),(37 2324.5237),(38 2295.096),(39 2339.4656),(40 2369.1067),(41 2354.375),(42 2347.9128),(43 2371.8352),(44 2376.338),(45 2433.987),(46 2363.3843),(47 2403.7407),(48 2422.9653),(49 2395.2126),(50 2425.5535),(51 2414.7827),(52 2412.896),(53 2423.269),(54 2453.8728),(55 2438.1912),(56 2460.8567),(57 2463.153),(58 2492.9578),(59 2495.9067),(60 2499.1538),(61 2487.0024),(62 2523.3452),(63 2551.5742),(64 2565.3992),(65 2575.2395),(66 2577.552),(67 2573.9397),(68 2537.31),(69 2503.306),(70 2449.9236),(71 2447.099),(72 2387.1648),(73 2347.2935),(74 2323.3403),(75 2318.1982),(76 2309.6008),(77 2305.4968),(78 2255.4238),(79 2271.0737),
(1 1463.2811),(2 1656.8422),(3 1703.0444),(4 1811.6625),(5 1929.6758),(6 2035.9745),(7 2160.7158),(8 2248.7073),(9 2353.1304),(10 2478.3271),(11 2564.806),(12 2657.3687),(13 2700.9795),(14 2741.0234),(15 2719.8079),(16 2744.8545),(17 2776.2969),(18 2738.2373),(19 2691.6748),(20 2697.9412),(21 2642.7803),(22 2573.8706),(23 2549.391),(24 2511.6704),(25 2468.7834),(26 2483.7769),(27 2424.3142),(28 2397.4631),(29 2372.5432),(30 2362.8752),(31 2347.6733),(32 2357.6455),(33 2329.5498),(34 2332.6758),(35 2351.3506),(36 2350.2656),(37 2322.6145),(38 2291.9836),(39 2352.4863),(40 2348.3464),(41 2375.6738),(42 2366.6553),(43 2402.2964),(44 2394.1877),(45 2404.2341),(46 2403.9785),(47 2435.2527),(48 2448.2615),(49 2424.6785),(50 2437.1824),(51 2464.573),(52 2472.9214),(53 2478.7312),(54 2506.5059),(55 2510.69),(56 2507.9304),(57 2513.4707),(58 2557.3506),(59 2565.8835),(60 2605.845),(61 2627.5054),(62 2647.083),(63 2664.5215),(64 2700.4539),(65 2696.6133),(66 2668.2935),(67 2666.6313),(68 2618.8074),(69 2600.0852),(70 2562.345),(71 2525.035),(72 2454.3452),(73 2419.5696),(74 2359.1045),(75 2342.9214),(76 2315.0627),(77 2296.9526),(78 2260.1147),(79 2233.9814),
(1 1470.563),(2 1647.2297),(3 1685.4697),(4 1780.3812),(5 1914.4064),(6 1976.979),(7 2113.7314),(8 2194.1733),(9 2276.1057),(10 2404.799),(11 2520.0164),(12 2565.3135),(13 2580.126),(14 2605.7893),(15 2600.7603),(16 2607.3005),(17 2626.8848),(18 2594.192),(19 2573.5203),(20 2586.3396),(21 2483.2925),(22 2453.8293),(23 2422.3428),(24 2380.1772),(25 2381.7856),(26 2344.6206),(27 2337.1477),(28 2308.676),(29 2292.0938),(30 2272.9827),(31 2258.5503),(32 2284.1216),(33 2256.79),(34 2276.445),(35 2284.9504),(36 2292.8982),(37 2286.9167),(38 2333.4207),(39 2327.7231),(40 2334.6152),(41 2344.1758),(42 2350.6267),(43 2389.4302),(44 2406.845),(45 2388.0671),(46 2364.6892),(47 2397.3472),(48 2392.2317),(49 2385.6536),(50 2396.4229),(51 2412.442),(52 2423.0803),(53 2442.1265),(54 2466.7983),(55 2455.058),(56 2477.6682),(57 2509.1594),(58 2536.3962),(59 2543.6382),(60 2572.5247),(61 2565.407),(62 2584.0918),(63 2611.5623),(64 2615.817),(65 2598.6711),(66 2602.6116),(67 2600.6938),(68 2553.8328),(69 2523.648),(70 2490.5173),(71 2459.2393),(72 2363.2817),(73 2330.6077),(74 2269.782),(75 2257.4688),(76 2273.224),(77 2218.791),(78 2224.9722),(79 2219.3875),
(1 1415.9635),(2 1591.1703),(3 1632.2491),(4 1734.2122),(5 1849.2002),(6 1961.0043),(7 2049.9822),(8 2146.5015),(9 2257.533),(10 2363.1797),(11 2427.088),(12 2510.1326),(13 2553.3892),(14 2584.771),(15 2589.6377),(16 2620.9426),(17 2581.723),(18 2545.4258),(19 2569.3408),(20 2515.1223),(21 2473.724),(22 2437.415),(23 2396.905),(24 2381.9756),(25 2350.6965),(26 2310.7195),(27 2323.4592),(28 2257.3262),(29 2271.9692),(30 2234.9548),(31 2207.421),(32 2245.4822),(33 2210.0012),(34 2228.6155),(35 2225.0232),(36 2211.2175),(37 2224.7595),(38 2248.7532),(39 2267.0708),(40 2248.9338),(41 2249.3826),(42 2272.0996),(43 2291.5073),(44 2306.6616),(45 2286.1672),(46 2323.443),(47 2310.8557),(48 2318.0945),(49 2304.4763),(50 2323.3933),(51 2334.1719),(52 2371.2363),(53 2388.7322),(54 2370.923),(55 2370.385),(56 2375.6475),(57 2413.103),(58 2445.0027),(59 2429.758),(60 2490.9565),(61 2467.468),(62 2493.8958),(63 2502.3042),(64 2514.3755),(65 2495.4224),(66 2483.443),(67 2453.6294),(68 2438.7742),(69 2384.432),(70 2380.437),(71 2316.3848),(72 2268.2485),(73 2231.9905),(74 2221.8557),(75 2207.28),(76 2187.042),(77 2153.6328),(78 2170.5942),(79 2177.7947),
(1 1400.3584),(2 1560.2975),(3 1612.8048),(4 1729.8309),(5 1820.4314),(6 1941.5273),(7 2006.5085),(8 2145.3176),(9 2251.3218),(10 2304.4133),(11 2394.937),(12 2460.2163),(13 2499.4192),(14 2523.8923),(15 2521.9192),(16 2521.0344),(17 2500.303),(18 2500.592),(19 2507.4333),(20 2462.4539),(21 2427.121),(22 2372.8972),(23 2333.9246),(24 2324.8508),(25 2253.1797),(26 2259.0706),(27 2234.3164),(28 2192.3152),(29 2231.732),(30 2184.3167),(31 2203.1235),(32 2189.1226),(33 2198.69),(34 2185.5132),(35 2208.0144),(36 2172.2017),(37 2194.7332),(38 2208.8945),(39 2224.1147),(40 2213.3103),(41 2234.0789),(42 2265.1917),(43 2275.1438),(44 2274.724),(45 2273.311),(46 2300.3198),(47 2287.9795),(48 2282.6167),(49 2302.2146),(50 2326.407),(51 2322.152),(52 2350.1992),(53 2324.4304),(54 2327.7617),(55 2330.6165),(56 2332.62),(57 2359.511),(58 2369.7163),(59 2375.4407),(60 2430.5918),(61 2454.9158),(62 2474.01),(63 2469.2957),(64 2472.9912),(65 2484.6243),(66 2470.8157),(67 2428.6362),(68 2422.9236),(69 2389.7275),(70 2345.7473),(71 2290.7322),(72 2285.5269),(73 2202.0886),(74 2184.4412),(75 2203.2527),(76 2153.0127),(77 2133.1484),(78 2139.9712),(79 2127.2122),
