1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 13344.514),(2 19747.057),(3 21395.738),(4 21495.928),(5 20365.738),(6 21681.877),(7 21883.563),(8 23148.518),(9 24576.73),(10 25516.943),(11 26673.568),(12 27767.658),(13 28412.635),(14 29712.162),(15 31125.848),(16 31535.213),(17 32224.613),(18 33087.703),(19 34642.12),(20 35340.203),(21 36644.266),(22 36698.445),(23 37243.297),(24 37544.855),(25 37937.215),(26 38532.887),(27 38808.605),(28 39100.555),(29 39277.875),(30 39305.316),(31 39411.84),(32 39411.035),(33 38739.82),(34 38353.715),(35 38659.516),(36 38810.086),(37 38944.883),(38 39103.555),(39 38323.7),(40 38040.36),(41 38163.047),(42 38213.152),(43 38042.574),(44 37200.914),(45 37692.434),(46 37721.13),(47 37458.34),(48 37266.88),(49 37455.527),(50 37700.023),(51 36662.73),(52 36787.813),(53 37356.867),(54 37110.324),(55 37075.473),(56 37197.68),(57 37242.555),(58 36584.703),(59 35880.445),(60 35788.645),(61 35583.89),(62 35513.445),(63 34825.086),(64 34252.49),(65 33770.445),(66 32937.656),(67 32544.527),(68 32541.09),(69 31857.332),(70 30952.707),(71 30624.988),(72 29802.102),(73 29676.078),(74 28596.975),(75 28296.607),(76 28713.604),(77 28103.043),(78 28106.629),(79 28727.725),
(1 13498.997),(2 19712.414),(3 20719.898),(4 20544.926),(5 19587.86),(6 20923.006),(7 21055.65),(8 22077.787),(9 23308.89),(10 24145.258),(11 25239.242),(12 26488.13),(13 27400.213),(14 28548.434),(15 29700.086),(16 30369.346),(17 30749.486),(18 31117.732),(19 32164.742),(20 32550.943),(21 33341.945),(22 33706.17),(23 33138.598),(24 33165.926),(25 33763.645),(26 34678.324),(27 34866.1),(28 34379.36),(29 34169.406),(30 34674.688),(31 35129.73),(32 35129.77),(33 34134.33),(34 33684.574),(35 33543.367),(36 33875.38),(37 34259.816),(38 34172.246),(39 33788.555),(40 33213.043),(41 33119.887),(42 32897.855),(43 32780.02),(44 32629.273),(45 33100.297),(46 33372.816),(47 33079.16),(48 32552.922),(49 32679.91),(50 32964.86),(51 32634.564),(52 32851.773),(53 33299.125),(54 32966.82),(55 33416.043),(56 33929.36),(57 33074.977),(58 32642.93),(59 32146.557),(60 31716.547),(61 32322.193),(62 32091.598),(63 31375.125),(64 30690.76),(65 30556.115),(66 31176.752),(67 30425.36),(68 29932.947),(69 29606.953),(70 28952.787),(71 28994.031),(72 28927.771),(73 27907.896),(74 27473.916),(75 26752.67),(76 26666.63),(77 26478.656),(78 26497.291),(79 27418.998),
(1 12962.755),(2 19501.379),(3 20591.002),(4 20406.1),(5 19578.549),(6 20768.15),(7 21074.645),(8 22274.777),(9 23463.723),(10 24653.88),(11 26031.402),(12 26875.957),(13 27668.285),(14 28294.076),(15 29577.902),(16 30839.992),(17 31196.709),(18 31385.148),(19 32495.387),(20 33057.086),(21 34498.152),(22 34607.965),(23 34626.086),(24 34371.586),(25 35454.29),(26 36019.184),(27 36111.24),(28 36175.85),(29 35337.863),(30 35906.184),(31 36327.13),(32 36129.695),(33 35343.508),(34 35021.07),(35 35400.14),(36 35746.96),(37 35804.582),(38 35306.98),(39 34995.734),(40 34938.285),(41 35239.926),(42 35275.652),(43 35017.69),(44 34782.684),(45 34855.3),(46 35012.9),(47 34755.36),(48 34221.906),(49 34333.29),(50 34051.297),(51 34063.445),(52 34022.613),(53 33827.965),(54 34266.047),(55 34446.93),(56 33826.996),(57 33159.75),(58 33751.902),(59 32934.59),(60 32110.389),(61 32485.148),(62 32252.352),(63 31232.695),(64 30676.953),(65 30949.016),(66 30882.773),(67 30036.387),(68 29315.719),(69 28894.355),(70 28610.275),(71 28815.762),(72 28440.633),(73 27018.14),(74 26624.53),(75 26128.756),(76 25660.416),(77 26462.693),(78 27073.818),(79 26448.709),
(1 12367.518),(2 18539.73),(3 19585.293),(4 18915.184),(5 18720.063),(6 20094.422),(7 20203.605),(8 21273.92),(9 22275.646),(10 23617.06),(11 24827.77),(12 25549.027),(13 26076.91),(14 26764.514),(15 27867.379),(16 29006.52),(17 29518.94),(18 29513.273),(19 30288.393),(20 31289.238),(21 32472.672),(22 32625.684),(23 32126.56),(24 31907.85),(25 33051.395),(26 33730.977),(27 33722.176),(28 33224.227),(29 32790.08),(30 33332.395),(31 33762.02),(32 33844.344),(33 33065.96),(34 32201.275),(35 33181.586),(36 33505.395),(37 33571.44),(38 32448.088),(39 32387.63),(40 32761.69),(41 33084.66),(42 32580.143),(43 32424.71),(44 33013.688),(45 32217.65),(46 31875.191),(47 31972.28),(48 32041.93),(49 31860.193),(50 31452.24),(51 31501.398),(52 31300.076),(53 31366.3),(54 30689.295),(55 30878.666),(56 30717.365),(57 29967.377),(58 30289.775),(59 30306.787),(60 29767.53),(61 29283.27),(62 29116.184),(63 29058.111),(64 28348.934),(65 28098.568),(66 27950),(67 27332.752),(68 27063.82),(69 26432.834),(70 26259.512),(71 26250.11),(72 25259.129),(73 24727.424),(74 24322.875),(75 24152.342),(76 24115.557),(77 24592.31),(78 24374.06),(79 23715.844),
(1 12068.997),(2 17593.566),(3 18762.299),(4 18626.709),(5 18096.164),(6 19279.527),(7 19312.621),(8 20428.994),(9 21392.182),(10 22736.36),(11 23064.242),(12 23744.637),(13 24734),(14 25885.275),(15 26785.16),(16 27367.379),(17 27961.758),(18 28642.133),(19 29088.025),(20 30018.648),(21 30755.836),(22 30758.54),(23 30793.973),(24 30599.148),(25 31386.143),(26 32044.357),(27 31835.871),(28 31231.316),(29 31093.35),(30 31857.67),(31 31847),(32 31223.14),(33 31191.465),(34 30704.816),(35 30956.629),(36 31558.074),(37 30896.332),(38 29884.316),(39 29960.475),(40 29883.104),(41 30326.441),(42 30434.143),(43 30338.545),(44 30019.78),(45 29555.121),(46 29987.857),(47 30051.1),(48 30076.594),(49 29306.248),(50 29190.135),(51 29482.393),(52 30044.959),(53 29843.988),(54 29326.941),(55 29334.021),(56 28769.783),(57 28783.22),(58 29039.79),(59 28652.994),(60 29105.418),(61 28476.34),(62 28292.44),(63 28176.521),(64 27468.205),(65 27630.283),(66 27137.398),(67 26639.797),(68 26601.197),(69 26395.918),(70 26146.09),(71 25673.832),(72 25289.252),(73 25261.396),(74 24516.127),(75 24418.656),(76 24800.764),(77 24966.236),(78 24730.53),(79 23506.164),
(1 11711.282),(2 16712.164),(3 18148.117),(4 17875.686),(5 17867.936),(6 18931.762),(7 19071.012),(8 20226.258),(9 21094.48),(10 21906.297),(11 22389.217),(12 23472.535),(13 24028.656),(14 25152.832),(15 25838.146),(16 26205.016),(17 27092.543),(18 27782.908),(19 27805.488),(20 28891.467),(21 29355.275),(22 29202.357),(23 29543.617),(24 30223.684),(25 31153.227),(26 31197.36),(27 30903.443),(28 30200.346),(29 30447.97),(30 31328.209),(31 31601.156),(32 30857.256),(33 30115.346),(34 30188.895),(35 30478.027),(36 30622.346),(37 30239.008),(38 29994.992),(39 29472.098),(40 29766.95),(41 29954.71),(42 29581.883),(43 30283.756),(44 30150.432),(45 29800.28),(46 29791.139),(47 29338.428),(48 29273.21),(49 29329.748),(50 29743.502),(51 29296.332),(52 29119.586),(53 28915.734),(54 29116.838),(55 29100.656),(56 28707.148),(57 29148.268),(58 29215.084),(59 28979.162),(60 28221.135),(61 28353.479),(62 28065.113),(63 27821.846),(64 27700.479),(65 27007.367),(66 26025.408),(67 25913.906),(68 26171.918),(69 25335.74),(70 24968.639),(71 24305.719),(72 23699.297),(73 23662.227),(74 23097.875),(75 23035.865),(76 23231.371),(77 23369.125),(78 22660.314),(79 22170.531),
(1 11339.265),(2 16266.638),(3 17357.252),(4 17299.713),(5 17421.81),(6 18223.36),(7 18342.967),(8 19222.898),(9 20279.418),(10 20707.621),(11 21532.184),(12 22183.736),(13 23470.545),(14 24154.479),(15 25069.377),(16 25336.486),(17 26215.584),(18 27035.531),(19 27206.31),(20 27773.016),(21 28246.201),(22 28266.623),(23 28506.514),(24 28775.848),(25 29364.406),(26 29092.463),(27 29076.686),(28 28970.13),(29 28629.678),(30 28800.277),(31 29070.594),(32 28488.69),(33 28437.523),(34 28637.729),(35 28383.248),(36 28317.197),(37 27670.629),(38 27289.184),(39 27948.885),(40 27835.832),(41 27495.057),(42 27588.623),(43 28050.654),(44 28225.383),(45 27591.791),(46 27287.926),(47 27397.816),(48 27845.146),(49 27620.879),(50 27554.438),(51 27654.945),(52 27793.924),(53 27316.43),(54 27273.018),(55 27343.732),(56 27609.764),(57 27456.13),(58 26782.229),(59 26863.172),(60 26750.137),(61 26569.213),(62 26394.383),(63 25954.51),(64 25381.367),(65 24738.354),(66 24122.498),(67 23881.336),(68 23751.697),(69 23333.67),(70 22517.443),(71 22178.762),(72 21591.402),(73 21690.283),(74 21288.207),(75 21473.355),(76 20964.998),(77 20800.043),(78 20821.299),(79 20488.201),
(1 11490.724),(2 16494.66),(3 17348.17),(4 17159.523),(5 17518.084),(6 18333.73),(7 18510.13),(8 19502.791),(9 20886.332),(10 21674.822),(11 22552.24),(12 23443.43),(13 24278.291),(14 24985.15),(15 25766.031),(16 26859.4),(17 27481.523),(18 28296.041),(19 28344.428),(20 29287.76),(21 29754.744),(22 30186.412),(23 30633.172),(24 30422.6),(25 30395.037),(26 30862.867),(27 30846.86),(28 30889.813),(29 30636.984),(30 30194.791),(31 30509.271),(32 30453.969),(33 30031.46),(34 29885.975),(35 29947.234),(36 29852.885),(37 29400.186),(38 29084.9),(39 29027.525),(40 29018.688),(41 28793.47),(42 29153.797),(43 29268.834),(44 29312.36),(45 28561.576),(46 28507.916),(47 28574.025),(48 28426.74),(49 28662.295),(50 28548.086),(51 28729.338),(52 28360.139),(53 28387.021),(54 28188.225),(55 28426.88),(56 28625.38),(57 27967.115),(58 27603.117),(59 27711.26),(60 27974.154),(61 27293.084),(62 26898.146),(63 26414.56),(64 26376.865),(65 25815.717),(66 25255.686),(67 25359.682),(68 24449.896),(69 24016.025),(70 23594.922),(71 23539.883),(72 23064.36),(73 21809.592),(74 21779.17),(75 22063.596),(76 22276.227),(77 21677.916),(78 21436.863),(79 21832.016),
(1 11184.825),(2 15812.311),(3 16944.33),(4 16270.392),(5 16499.557),(6 17307.86),(7 17885.637),(8 18604.924),(9 19255.621),(10 20094.412),(11 20773.256),(12 21607.867),(13 22006.066),(14 22621.828),(15 23185.748),(16 24303.463),(17 25168.867),(18 25178.14),(19 25542.477),(20 26507.572),(21 26660.883),(22 26991.77),(23 27145.74),(24 27230.434),(25 27244.688),(26 27175.076),(27 26842.764),(28 27117.842),(29 27279.654),(30 27000.076),(31 26398.105),(32 26272.338),(33 26706.61),(34 26667.596),(35 26749.807),(36 26030.117),(37 25868.828),(38 25948.4),(39 26049.64),(40 26194.598),(41 25970.42),(42 26594.865),(43 26268.502),(44 26058.686),(45 25627.752),(46 25556.902),(47 25797.137),(48 25738.299),(49 25740.813),(50 25218.863),(51 25608.96),(52 25823.645),(53 25921.035),(54 25460.514),(55 25212.043),(56 25240.605),(57 25227.447),(58 24923.55),(59 24163.592),(60 24359.887),(61 23988.188),(62 24338.781),(63 23763.45),(64 23355.068),(65 22860.754),(66 22570.27),(67 22963.752),(68 22366.781),(69 22100.514),(70 22261.67),(71 21661.857),(72 21065.291),(73 20360.605),(74 20684.494),(75 21100.182),(76 20618.973),(77 20039.361),(78 20423.117),(79 20557.658),
(1 11357.046),(2 15163.064),(3 16407.408),(4 15692.286),(5 15928.975),(6 16863.902),(7 17522.742),(8 18318.906),(9 18992.043),(10 19736.885),(11 20055.828),(12 21379.13),(13 21732.828),(14 22377.18),(15 23308.35),(16 23948.29),(17 24913.553),(18 25322.283),(19 26011.87),(20 26354.313),(21 26534.557),(22 26901.92),(23 27329.611),(24 27542.107),(25 27248.5),(26 27050.406),(27 27173.05),(28 27762.723),(29 27514.74),(30 27067.225),(31 26339.412),(32 26707.969),(33 27039.908),(34 26652.904),(35 26634.455),(36 25840.604),(37 25876.1),(38 25953.744),(39 25938.717),(40 26114.957),(41 25714.73),(42 25585.254),(43 25399.334),(44 25364.61),(45 25329.646),(46 25589.332),(47 25252.582),(48 25352.441),(49 25262.332),(50 25552.633),(51 25634.006),(52 25632.654),(53 25835.18),(54 25672.604),(55 25100.688),(56 25180.363),(57 25451.234),(58 25035.521),(59 24812.578),(60 25433.129),(61 24866.082),(62 24819.918),(63 24024.756),(64 23669.74),(65 23487.797),(66 23870.074),(67 23353.283),(68 22407.08),(69 22225.287),(70 22056.29),(71 21496.928),(72 20718.877),(73 20459.348),(74 20649.916),(75 20368.54),(76 19858.82),(77 19839.34),(78 19737.818),(79 20019.08),
(1 10895.893),(2 15130.9795),(3 16151.066),(4 15361.6455),(5 15784.834),(6 16328.609),(7 17375.602),(8 18152.053),(9 19154.227),(10 19711.73),(11 20529.11),(12 21547.566),(13 21394.268),(14 22387.148),(15 23436.984),(16 24160.527),(17 25540.549),(18 25530.234),(19 25819.152),(20 26041.424),(21 26172.66),(22 26153.328),(23 26930.959),(24 27288.291),(25 27159.664),(26 27199.152),(27 27168.242),(28 27543.678),(29 27363.45),(30 26819.293),(31 26633.88),(32 27150.05),(33 27220.857),(34 26439.182),(35 25711.973),(36 25675.193),(37 26390.23),(38 26265.76),(39 26160.797),(40 25787.324),(41 26012.35),(42 26074.658),(43 25947.182),(44 25978.926),(45 25648.967),(46 25384.002),(47 25199.441),(48 25247.041),(49 25884.953),(50 25715.703),(51 25292.1),(52 25091.773),(53 25355.076),(54 25355.566),(55 25366.234),(56 24721.832),(57 24957.01),(58 24762.531),(59 24810.39),(60 24916.158),(61 24434.531),(62 24436.4),(63 23740.14),(64 23467.02),(65 23053.91),(66 23092.781),(67 22606.285),(68 21921.666),(69 21664.244),(70 21480.002),(71 20837.803),(72 20323.275),(73 20361.574),(74 20431.607),(75 20204.219),(76 19453.94),(77 19677.447),(78 19938.896),(79 20047.217),
(1 10687.428),(2 14606.703),(3 15734.786),(4 15181.591),(5 15612.46),(6 15833.254),(7 16661.314),(8 17405.828),(9 18629.445),(10 19546.463),(11 20272.303),(12 20659.225),(13 21477.365),(14 22770.188),(15 23227.691),(16 23804.088),(17 25003.805),(18 25699.068),(19 26093.36),(20 26287.656),(21 26696.217),(22 26428.156),(23 26960.527),(24 27425.664),(25 27670.064),(26 27848.625),(27 27559.129),(28 27565.15),(29 27473.049),(30 27215.87),(31 26916.227),(32 26754.582),(33 26296.531),(34 26033.246),(35 25465.18),(36 25553.871),(37 25921.252),(38 25795.836),(39 25153.643),(40 24407.91),(41 24720.863),(42 25336.594),(43 25133.955),(44 24907.732),(45 24386.514),(46 23969.297),(47 24221.367),(48 24856.176),(49 24868.17),(50 24457.559),(51 24438.387),(52 24644.559),(53 24678.146),(54 24723.488),(55 24465.371),(56 24435.35),(57 24655.982),(58 24321.28),(59 24287.39),(60 24156.406),(61 23862.166),(62 23857.078),(63 23465.389),(64 22869.602),(65 23002.426),(66 22884.316),(67 22075.736),(68 21556.238),(69 21252.092),(70 21228.145),(71 20593.947),(72 20192.957),(73 20143.5),(74 20320.232),(75 19939.379),(76 19350.277),(77 19324.473),(78 19056.05),(79 19186.006),
(1 10543.57),(2 14520.717),(3 15642.221),(4 15178.422),(5 15087.423),(6 15624.5205),(7 16469.236),(8 17476.473),(9 18670.664),(10 19266.584),(11 19781.861),(12 21089.068),(13 21785.064),(14 22334.361),(15 22809.834),(16 23670.438),(17 24737.746),(18 25197.016),(19 25300.871),(20 25471.896),(21 25600.527),(22 26374.244),(23 27024.61),(24 27205),(25 26905.11),(26 26686.637),(27 26964.492),(28 27165.24),(29 27122.148),(30 26462.125),(31 26056.105),(32 26439.158),(33 26393.893),(34 26519.842),(35 25406.133),(36 25573.744),(37 25897.941),(38 25102.531),(39 25080.252),(40 24740.129),(41 25422.285),(42 25529.01),(43 24934.178),(44 24524.088),(45 24649.527),(46 24912.615),(47 25013.508),(48 24654.533),(49 25098.904),(50 24806.088),(51 24723.072),(52 25263.441),(53 24799.959),(54 24442.043),(55 24786.672),(56 25099.61),(57 24782.518),(58 24204.514),(59 24068.533),(60 24193.912),(61 24266.852),(62 23459.506),(63 22880.977),(64 22892.191),(65 22802.559),(66 22976.654),(67 22128.879),(68 21853.844),(69 21478.162),(70 20857.305),(71 20567.494),(72 20445.863),(73 19899.441),(74 19119.33),(75 19246.81),(76 19610.256),(77 19134.727),(78 18781.543),(79 19164.805),
(1 10267.463),(2 13992.542),(3 15363.396),(4 14598.152),(5 14864.204),(6 14850.69),(7 15886.984),(8 16784.25),(9 17492.51),(10 18131.893),(11 18428.084),(12 18984.027),(13 19688.475),(14 20372.838),(15 20538.2),(16 20871.926),(17 21873.686),(18 22477.887),(19 22623.836),(20 22483.828),(21 22722.527),(22 23395.459),(23 24192.414),(24 24056.922),(25 23443.205),(26 23895.398),(27 24444.252),(28 24078.336),(29 23808.541),(30 23539.824),(31 23371.96),(32 23529.45),(33 23557.813),(34 23272.488),(35 22727.158),(36 22921.768),(37 23011.531),(38 22649.416),(39 22513.47),(40 22703.775),(41 22939.848),(42 22725.852),(43 22642.186),(44 22606.273),(45 22440.309),(46 22772.975),(47 22606.201),(48 22646.422),(49 23104.082),(50 22824),(51 22687.686),(52 22809.572),(53 22947.941),(54 22777.828),(55 22869.857),(56 22859.256),(57 22742.889),(58 22349.13),(59 22497.984),(60 22411.66),(61 21784.994),(62 21781.063),(63 21718.34),(64 21059.078),(65 21142.395),(66 20356.146),(67 20332.879),(68 20375.244),(69 20206.225),(70 19439.334),(71 19464.031),(72 19318.883),(73 19109.094),(74 18629.363),(75 18464.613),(76 18482.295),(77 18700.445),(78 18862.904),(79 19222.174),
(1 10153.575),(2 13742.804),(3 15311.156),(4 14339.229),(5 14667.888),(6 14949.444),(7 16393.852),(8 16482.256),(9 17579.607),(10 18085.559),(11 18790.748),(12 19466.371),(13 19828.404),(14 20291.047),(15 20659.666),(16 21929.7),(17 22323.992),(18 22711.766),(19 23505.332),(20 23316.32),(21 23445.832),(22 24243.373),(23 24577.66),(24 24748.484),(25 24190.31),(26 24378.7),(27 24503.816),(28 24312.729),(29 24472.006),(30 24030.21),(31 23922.979),(32 23782.4),(33 23971.545),(34 23351.99),(35 23325.121),(36 23530.918),(37 23441.135),(38 22955.629),(39 22702.703),(40 22975.691),(41 22770.137),(42 22722.95),(43 22468.281),(44 22462.475),(45 22180.611),(46 22227.96),(47 22410.82),(48 22754.191),(49 22860.994),(50 22761.477),(51 22707.146),(52 22806.205),(53 22559.29),(54 22634.982),(55 22786.795),(56 22764.924),(57 22385.953),(58 22083.84),(59 21629.168),(60 21608.791),(61 21450.607),(62 20979.514),(63 20596.74),(64 20848),(65 20326.986),(66 20057.197),(67 19903.543),(68 19920.21),(69 19513.74),(70 18869.77),(71 18585.41),(72 18500.055),(73 18255.035),(74 17999.752),(75 17676.451),(76 18151.111),(77 18448.523),(78 18381.336),(79 18113.174),
(1 10239.1455),(2 13298.755),(3 14571.656),(4 13910.328),(5 14329.098),(6 14414.555),(7 15388.039),(8 16041.329),(9 17265.613),(10 17811.84),(11 18299.293),(12 18718.914),(13 19264.703),(14 19853),(15 20231.176),(16 20678.727),(17 21639.244),(18 21811.342),(19 22095.238),(20 22529.066),(21 22720.85),(22 23109.973),(23 23691.287),(24 23973.658),(25 23288.453),(26 23117.684),(27 23617.781),(28 23517.277),(29 23752.06),(30 23234.9),(31 23338.836),(32 23292.957),(33 23491.648),(34 22583.668),(35 22618.998),(36 22853.836),(37 23322.021),(38 22272.895),(39 22212.43),(40 22713.488),(41 22617.654),(42 22526.86),(43 22180.043),(44 22115.844),(45 22042.703),(46 22159.86),(47 22512.355),(48 22975.395),(49 22734.602),(50 22207.234),(51 22690.998),(52 22596.686),(53 22472.902),(54 22277.674),(55 22834.383),(56 22534.117),(57 22131.55),(58 21629.34),(59 21729.023),(60 21602.645),(61 21333.572),(62 21098.146),(63 20597.273),(64 20610.477),(65 20261.25),(66 19856.879),(67 19526.082),(68 19400.336),(69 18794.803),(70 18704.932),(71 18495.133),(72 18084.543),(73 18178.11),(74 18001.99),(75 18210.373),(76 18055.44),(77 18087.479),(78 18077.941),(79 18410.162),
(1 9661.648),(2 12898.085),(3 14160.521),(4 13682.786),(5 13760.614),(6 13977.28),(7 14767.4375),(8 15597.182),(9 17142.305),(10 17143.268),(11 17446.41),(12 18321.135),(13 19213.473),(14 19899.023),(15 20016.008),(16 20804.492),(17 21347.947),(18 21443.379),(19 22017.65),(20 22324.252),(21 22631.623),(22 22969.887),(23 23182.613),(24 22975.477),(25 22877.688),(26 23259.1),(27 23359.04),(28 23242.96),(29 23008.16),(30 22564.457),(31 22786.164),(32 23086.088),(33 22757.389),(34 22357.35),(35 22171.57),(36 22117.34),(37 22360.043),(38 21654.398),(39 21103.66),(40 21576.906),(41 21669.889),(42 21817.867),(43 21302.635),(44 21218.1),(45 21173.184),(46 21210.416),(47 21418.264),(48 21612.031),(49 21102.918),(50 21113.244),(51 21339.482),(52 21466.91),(53 21434.088),(54 21452.514),(55 21571.79),(56 21279.895),(57 21016.56),(58 20526.6),(59 20568.014),(60 20572.777),(61 20607.36),(62 20301.328),(63 19809.254),(64 19786.428),(65 19171.506),(66 19323.12),(67 18885.105),(68 18411.115),(69 18160.71),(70 18029.457),(71 17717.205),(72 17764.479),(73 17435.947),(74 17255.076),(75 17343.807),(76 17660.795),(77 17711.057),(78 17718.771),(79 17549.814),
(1 9535.217),(2 12706.039),(3 13960.894),(4 13253.469),(5 13520.61),(6 13433.355),(7 14252.792),(8 15278.761),(9 16081.565),(10 16542.674),(11 16736.316),(12 17317.412),(13 18104.299),(14 18952.127),(15 19270.752),(16 19659.143),(17 20543.148),(18 20712.34),(19 20936.768),(20 21208.508),(21 21475.023),(22 21885.307),(23 22203.988),(24 21723.068),(25 21507.607),(26 21977.82),(27 22117.932),(28 22015.99),(29 21985.158),(30 21341.363),(31 21411.361),(32 21398.742),(33 21519.727),(34 21076.652),(35 21126.973),(36 20821.113),(37 20758.469),(38 20003.746),(39 20465.56),(40 20926.541),(41 20363.043),(42 20153.553),(43 20027.402),(44 20165.453),(45 20117.57),(46 20470.35),(47 20500.924),(48 20705.354),(49 20305.316),(50 20424.24),(51 20468.338),(52 20480.066),(53 20287.951),(54 20791.576),(55 20906.559),(56 20238.09),(57 19461.635),(58 19339.137),(59 19575.576),(60 19662.354),(61 19635.559),(62 18807.377),(63 18761.402),(64 18259.953),(65 18310.713),(66 18080.508),(67 17717.54),(68 17462.492),(69 17496.58),(70 17136.135),(71 16918.787),(72 16928.813),(73 16388.969),(74 16265.426),(75 16573.162),(76 16796.445),(77 16734.02),(78 16464.18),(79 16442.828),
