1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 67054.13),(2 242142.75),(3 534274.25),(4 920765.25),(5 1402150.4),(6 1993154.6),(7 2665695.8),(8 3380945.8),(9 4158662.8),(10 5020264),(11 5924390.5),(12 6900660),(13 7984919.5),(14 9085567),(15 10207738),(16 11334611),(17 12480428),(18 13708348),(19 14975477),(20 16231748),(21 17458606),(22 18715680),(23 19890852),(24 21070002),(25 22138002),(26 23278080),(27 24417458),(28 25510416),(29 26526510),(30 27457922),(31 28339088),(32 29201768),(33 29989722),(34 30554666),(35 31156760),(36 31708352),(37 32301846),(38 32919270),(39 33467110),(40 34005748),(41 34462604),(42 34865228),(43 35201950),(44 35500540),(45 35763816),(46 35992548),(47 36244372),(48 36406180),(49 36412708),(50 36389124),(51 36318224),(52 36224816),(53 36071316),(54 35926596),(55 35881516),(56 35912450),(57 35935200),(58 35901944),(59 35833068),(60 35732624),(61 35641092),(62 35537212),(63 35403420),(64 35259828),(65 35112956),(66 35012820),(67 34928964),(68 34811220),(69 34791108),(70 34866212),(71 34948950),(72 35106196),(73 35293356),(74 35565652),(75 35847228),(76 36245916),(77 36651140),(78 37247604),(79 37893892),
(1 5102.6997),(2 9862.34),(3 13249.064),(4 15306.213),(5 16810.625),(6 18162.4),(7 19287.564),(8 20162.227),(9 20829.287),(10 21364.646),(11 21850.24),(12 22225.945),(13 22406.234),(14 22894.994),(15 23574.854),(16 23921.977),(17 24238.57),(18 24504.89),(19 24763.762),(20 25293.893),(21 25799.756),(22 25852.49),(23 26052.014),(24 26212.342),(25 26415.605),(26 26453.596),(27 26589.14),(28 26932.691),(29 27104.953),(30 27504.355),(31 27705.707),(32 27719.322),(33 27367.24),(34 27339.918),(35 27664.133),(36 27960.488),(37 27974.988),(38 28006.336),(39 28264.64),(40 28568.596),(41 28635.732),(42 28508.725),(43 28600.625),(44 28419.287),(45 28357.848),(46 28430.686),(47 28744.453),(48 28739.43),(49 28753.25),(50 28854.402),(51 28872.041),(52 28789.244),(53 28902.52),(54 29127.803),(55 29385.564),(56 29798.475),(57 29662.348),(58 29455.895),(59 29564.955),(60 29588.385),(61 29395.44),(62 29175.71),(63 29237.693),(64 29251.266),(65 29250.383),(66 29227.893),(67 29344.324),(68 29512.598),(69 29654.81),(70 29691.996),(71 29651.873),(72 29705.871),(73 29705.643),(74 29727.967),(75 29820.86),(76 29835.709),(77 29914.408),(78 29762.135),(79 29693.078),
(1 5020.9126),(2 9624.201),(3 12861.716),(4 14753.061),(5 16230.197),(6 17451.896),(7 18593.65),(8 19554.2),(9 20132.121),(10 20911.242),(11 21626.326),(12 22131.438),(13 22611.252),(14 22729.338),(15 22867.27),(16 22926.926),(17 23144.605),(18 23277.002),(19 23359.354),(20 23578.75),(21 23875.727),(22 23990.643),(23 24252.135),(24 24309.943),(25 24624.643),(26 24930.703),(27 25219.15),(28 25270.574),(29 25415.883),(30 25615.725),(31 25920.9),(32 26155.875),(33 26204.447),(34 26354.08),(35 26404.21),(36 26337.549),(37 26422.088),(38 26620.492),(39 26573.805),(40 26579.094),(41 26268.152),(42 26303.873),(43 26639.17),(44 26779.438),(45 26835.195),(46 26948.107),(47 27005.629),(48 26932.945),(49 27202.375),(50 27318.402),(51 26984.977),(52 27212.732),(53 27194.043),(54 27006.313),(55 27192.645),(56 27451.82),(57 27536.744),(58 27434.36),(59 27456.049),(60 27287.488),(61 27264.521),(62 27453.13),(63 27665.037),(64 27744.316),(65 27855.871),(66 28049.576),(67 28272.43),(68 28504.074),(69 28749.176),(70 28804.854),(71 28715.572),(72 28511.57),(73 28096.104),(74 27700.617),(75 27658.637),(76 27671.383),(77 27670.895),(78 27708.29),(79 27891.482),
(1 4876.1587),(2 9411.32),(3 12667.586),(4 14408.854),(5 15736.754),(6 17073.01),(7 18106.094),(8 19095.352),(9 19819.68),(10 20466.754),(11 21140.344),(12 21557.875),(13 21853.912),(14 22295.652),(15 22706.174),(16 22965.432),(17 23337.639),(18 23604.387),(19 23749.193),(20 24194.008),(21 24662.793),(22 24778.693),(23 25002.316),(24 25355.283),(25 25700.049),(26 26043.574),(27 26170.104),(28 26224.99),(29 26153.902),(30 26144.404),(31 26301.818),(32 26321.871),(33 26399.73),(34 26366.125),(35 26297.49),(36 26515.648),(37 26700.518),(38 26842.027),(39 26817.031),(40 27005.564),(41 26963.713),(42 26845.553),(43 26883.664),(44 26893.688),(45 26890.277),(46 26824.215),(47 26763.3),(48 26725.53),(49 26992.426),(50 27257.521),(51 27260.91),(52 27395.783),(53 27386.895),(54 27462.652),(55 27716.129),(56 27942.408),(57 27686.184),(58 27592),(59 27454.957),(60 27439.648),(61 27436.117),(62 27770.604),(63 28018.87),(64 27971.549),(65 27969.395),(66 27964.656),(67 27958.355),(68 27982.902),(69 28239.945),(70 28381.068),(71 28436.705),(72 28332.982),(73 28140.086),(74 28192.445),(75 28183.898),(76 28232.813),(77 28164.123),(78 28081.514),(79 27846.484),
(1 4906.832),(2 9383.555),(3 12634.229),(4 14562.961),(5 16071.605),(6 17253.033),(7 18331.035),(8 19264),(9 20090.506),(10 20810.44),(11 21294.295),(12 21941.506),(13 22111.826),(14 22502.455),(15 22958.951),(16 23212.14),(17 23604.676),(18 23991.355),(19 24130.27),(20 24431.852),(21 24937.787),(22 25166.426),(23 25401.78),(24 25798.03),(25 25926.697),(26 25768.229),(27 25716.22),(28 25603.25),(29 25821.59),(30 26153.346),(31 26019.734),(32 26181.617),(33 26317.254),(34 26443.285),(35 26428.35),(36 26293.877),(37 26276.684),(38 26480.182),(39 26628.967),(40 26643.586),(41 26748.21),(42 26606.768),(43 26529.684),(44 26539.227),(45 26207.717),(46 26103.15),(47 26434.373),(48 26609.535),(49 26745.75),(50 26855.02),(51 26954.555),(52 27253.22),(53 27489.584),(54 27696.672),(55 28011.697),(56 28330.266),(57 28187.883),(58 27817.984),(59 27397.148),(60 27257.697),(61 27325.941),(62 27562.25),(63 27447.984),(64 27261.928),(65 27263.5),(66 27311.283),(67 27583.111),(68 27840.424),(69 27831.082),(70 28038.535),(71 28335.94),(72 28262.164),(73 28078.814),(74 28132.996),(75 28297.627),(76 28383.617),(77 28288.326),(78 27983.777),(79 27751.334),
(1 4807.0845),(2 9104.28),(3 12030.344),(4 13819.747),(5 15418.028),(6 16730.426),(7 17698.186),(8 18441.367),(9 19088.049),(10 19621.613),(11 20145.465),(12 20499.328),(13 20749.146),(14 21081.164),(15 21434.154),(16 21768.604),(17 22065.334),(18 22270.342),(19 22639.959),(20 23024.01),(21 23201.326),(22 23156.89),(23 23115.453),(24 23271.988),(25 23490.965),(26 23625.13),(27 23766.582),(28 23816.129),(29 23995.047),(30 24337.633),(31 24492.533),(32 24520.645),(33 24637.729),(34 24770.871),(35 24828.703),(36 24859.262),(37 25011.828),(38 25310.375),(39 25519.166),(40 25489.734),(41 25905.666),(42 25901.178),(43 26105.38),(44 26328.666),(45 26657.574),(46 26615.28),(47 26838.863),(48 26981.217),(49 26880.072),(50 26899.137),(51 26947.334),(52 27117.996),(53 27333.58),(54 27279.719),(55 27360.92),(56 27470.207),(57 27349.635),(58 27219.344),(59 27186.395),(60 27129.068),(61 26936.748),(62 26995.236),(63 27013.008),(64 26831.764),(65 26737.805),(66 26607.674),(67 26867.799),(68 27343.043),(69 27473.86),(70 27584.15),(71 27619.898),(72 27462.94),(73 27594.64),(74 27687.783),(75 27897.309),(76 28087.576),(77 28093.256),(78 27909.287),(79 27808.707),
(1 4906.1714),(2 9109.951),(3 12006.16),(4 13649.285),(5 15030.721),(6 16384.7),(7 17580.945),(8 18391.924),(9 18994.19),(10 19654.309),(11 20162.299),(12 20365.986),(13 20518.932),(14 20582.547),(15 21217.674),(16 21572.273),(17 21913.152),(18 22119.656),(19 22462.752),(20 22810.496),(21 23142.201),(22 23329.102),(23 23520.459),(24 23804.348),(25 24207.625),(26 24330.025),(27 24673.008),(28 24639.955),(29 24917.686),(30 25350.486),(31 25363.814),(32 25362.139),(33 25357.883),(34 25337.096),(35 25370.62),(36 25428.164),(37 25590.758),(38 25586.148),(39 25530.854),(40 25414.459),(41 25494.068),(42 25512.607),(43 25637.068),(44 25809.48),(45 25888.143),(46 26025.332),(47 26180.625),(48 26284.916),(49 26222.072),(50 26237.215),(51 26193.352),(52 26150.209),(53 26098.57),(54 25968.18),(55 25936.645),(56 25781.322),(57 25676.18),(58 25710.99),(59 25999.209),(60 26185.707),(61 26313.793),(62 26421.832),(63 26184.938),(64 26357.906),(65 26373.627),(66 26332.002),(67 26484.379),(68 26492.215),(69 26653.139),(70 26857.043),(71 26904.748),(72 26853.146),(73 27083.076),(74 27278.502),(75 27339.65),(76 27440.018),(77 27445.8),(78 27457.65),(79 27579.305),
(1 4796.0654),(2 9054.905),(3 11931.784),(4 13567.987),(5 15066.014),(6 16064.244),(7 17025.324),(8 17673.781),(9 18254.145),(10 18886.443),(11 19119.27),(12 19352.553),(13 19673.354),(14 20039.377),(15 20591.313),(16 20894.121),(17 21188.498),(18 21016.238),(19 21200.385),(20 21599.787),(21 21791.627),(22 22073.416),(23 22503.053),(24 22694.234),(25 23082.955),(26 23291.293),(27 23547.982),(28 23622.371),(29 24167.947),(30 24236.885),(31 24220.049),(32 24379.113),(33 24583.2),(34 24844.734),(35 24817.738),(36 24860.78),(37 24762.88),(38 24892.557),(39 25189.219),(40 25358.977),(41 25479.354),(42 25399.307),(43 25514.113),(44 25616.152),(45 25743.676),(46 25967.727),(47 26152.36),(48 26197.602),(49 26148.264),(50 25933.314),(51 25739.574),(52 25612.025),(53 25555.85),(54 25597.627),(55 25703.432),(56 25945.395),(57 26017.555),(58 26045.432),(59 26137.398),(60 26255.035),(61 26296.174),(62 26136.084),(63 25976.066),(64 25914.473),(65 25783.387),(66 25653.557),(67 25910.928),(68 25879.895),(69 25724.762),(70 25898.803),(71 25992.447),(72 26052.26),(73 26069.719),(74 26074.021),(75 26248.48),(76 26448.27),(77 26459.834),(78 26354.52),(79 26407.629),
(1 4727.901),(2 8759.44),(3 11539.401),(4 13236.133),(5 14608.061),(6 15654.036),(7 16779.166),(8 17506.836),(9 18047.383),(10 18481.941),(11 18848.738),(12 18980.217),(13 19266.277),(14 19539.47),(15 19830.535),(16 19859.586),(17 20016.418),(18 20118.783),(19 20416.395),(20 20902.764),(21 21136.783),(22 21382.104),(23 21615),(24 21802.945),(25 22036.336),(26 22037.2),(27 22227.035),(28 22373.922),(29 22764.055),(30 22843.443),(31 23010.102),(32 23321.457),(33 23461.943),(34 23435.66),(35 23313.143),(36 23443.395),(37 23501.1),(38 23778.629),(39 23966.045),(40 23842.533),(41 23816.13),(42 23992.684),(43 24338.914),(44 24786.7),(45 24999.334),(46 24986.701),(47 24813.459),(48 25038.275),(49 25111.35),(50 24960.129),(51 25045.86),(52 25030.678),(53 24959.135),(54 24914.426),(55 24753.885),(56 24638.379),(57 24626.326),(58 24722.303),(59 24757.793),(60 24820.75),(61 25008.004),(62 24817.55),(63 24712.934),(64 24900.342),(65 24982.809),(66 24982.217),(67 25085.469),(68 25318.652),(69 25445.28),(70 25572.826),(71 25520.334),(72 25387.367),(73 25317.67),(74 25366.041),(75 25291.635),(76 25437.412),(77 25478.19),(78 25371.475),(79 25417.777),
(1 4637.5137),(2 8621.689),(3 11665.885),(4 13319.494),(5 14673.474),(6 15696.13),(7 16545.559),(8 17063.727),(9 17751.082),(10 18095.834),(11 18671.736),(12 19068.951),(13 19456.898),(14 20049.557),(15 20511.895),(16 20902.236),(17 21045.752),(18 21127.195),(19 21403.209),(20 21584.104),(21 21589.063),(22 21673.424),(23 21731.342),(24 21883.117),(25 22152.744),(26 22333.832),(27 22377.451),(28 22416.996),(29 22664.064),(30 22781.348),(31 22784.809),(32 22712.098),(33 22702.441),(34 22631.71),(35 22570.64),(36 22508.906),(37 22695.336),(38 23027.73),(39 23202.799),(40 23372.385),(41 23299.426),(42 23599.572),(43 23683.66),(44 23775.564),(45 24044.486),(46 24193.055),(47 24039.822),(48 23650.166),(49 23506.697),(50 23496.191),(51 23534.94),(52 23652.854),(53 23782.957),(54 23753.084),(55 23766.213),(56 23843.02),(57 23919.043),(58 24004.428),(59 24172.441),(60 24165.736),(61 24107.865),(62 23988.668),(63 24082.262),(64 24039.557),(65 24037.322),(66 24087.246),(67 24189.188),(68 24160.035),(69 24088.309),(70 24140.496),(71 24152.07),(72 24043.146),(73 23969.908),(74 23857.025),(75 23877.379),(76 23801.77),(77 23663.021),(78 23770.957),(79 23680.79),
(1 4523.725),(2 8497.733),(3 11325.241),(4 12784.965),(5 14055.844),(6 15149.72),(7 16006.592),(8 16549.066),(9 16987.248),(10 17653.785),(11 18307.502),(12 18833.334),(13 19170.434),(14 19701.363),(15 20118.205),(16 20379.924),(17 20516.564),(18 20338.346),(19 20668.648),(20 21052.72),(21 21414.076),(22 21431.086),(23 21556.99),(24 21679.467),(25 21713.072),(26 21832.889),(27 22054.617),(28 22256.64),(29 22177.893),(30 22042.174),(31 22226.85),(32 22318.535),(33 22372.307),(34 22497.309),(35 22644.9),(36 22952.506),(37 23254.21),(38 23404.436),(39 23682.771),(40 23746.568),(41 23652.576),(42 23679.344),(43 23586.166),(44 23694.031),(45 23761.635),(46 23691.447),(47 23648.742),(48 23549),(49 23613.98),(50 23698.375),(51 23815.623),(52 23801.865),(53 23869.885),(54 23667.355),(55 23526.29),(56 23412.564),(57 23390.61),(58 23542.014),(59 23628.26),(60 23765.543),(61 23834.271),(62 24006.955),(63 24116.62),(64 23961.814),(65 23908.865),(66 23822.47),(67 23831.865),(68 24043.494),(69 24206.887),(70 24607.795),(71 24748.88),(72 24751.596),(73 24779.406),(74 24782.025),(75 24891.855),(76 24932.58),(77 24857.318),(78 24865.795),(79 24625.758),
(1 4500.612),(2 8211.856),(3 11051.542),(4 12643.497),(5 13915.195),(6 14731.5),(7 15524.081),(8 16239.908),(9 16642.783),(10 17369.94),(11 17761.66),(12 17877.336),(13 18141.447),(14 18439.846),(15 18596.904),(16 18882.592),(17 19071.947),(18 19193.354),(19 19466.266),(20 19850.3),(21 19933.54),(22 19925.635),(23 20108.516),(24 20238.063),(25 20320.037),(26 20421.475),(27 20591.6),(28 20821.506),(29 20842.871),(30 20888.275),(31 21110.494),(32 21382.617),(33 21433.879),(34 21518.766),(35 21608.824),(36 21594.168),(37 21790.908),(38 22104.922),(39 22356.232),(40 22570.617),(41 22589.7),(42 22669.516),(43 22655.037),(44 22795.16),(45 22905.379),(46 23084.309),(47 23340.313),(48 23492.117),(49 23647.908),(50 23513.477),(51 23903.98),(52 23856.277),(53 23756.36),(54 23844.197),(55 23635.43),(56 23244.926),(57 23002.783),(58 22927.258),(59 23036.871),(60 23072.518),(61 23130.496),(62 23156.947),(63 22990.396),(64 22841.133),(65 22813.99),(66 22863.893),(67 23155.611),(68 23289.348),(69 23338.76),(70 23487.16),(71 23566.342),(72 23500.553),(73 23636.621),(74 23601.066),(75 23567.045),(76 23403.3),(77 23388.7),(78 23450.281),(79 23366.84),
(1 4505.627),(2 8277.287),(3 10898.846),(4 12316.773),(5 13433.211),(6 14352.061),(7 15226.519),(8 15834.422),(9 16378.083),(10 16945.8),(11 17287.418),(12 17588.387),(13 17831.338),(14 18170.11),(15 18752.725),(16 19077.676),(17 19429.508),(18 19694.186),(19 19777.152),(20 20190.455),(21 20401.541),(22 20584.613),(23 20805.793),(24 21116.469),(25 21387.463),(26 21735.709),(27 22002.623),(28 22348.559),(29 22193.066),(30 22083.2),(31 22104.973),(32 22232.4),(33 21986.959),(34 21883.824),(35 21898.143),(36 21834.824),(37 21990.326),(38 22142.11),(39 22452.213),(40 22501.516),(41 22380.283),(42 22579.332),(43 22645.457),(44 22633.45),(45 22606.135),(46 22678.664),(47 22625.48),(48 22746.918),(49 23000.395),(50 23065.764),(51 23372.441),(52 23396.258),(53 23211.818),(54 23279.488),(55 23247.738),(56 23251.055),(57 23337.84),(58 23308.35),(59 23347.926),(60 23357.45),(61 23309.887),(62 23524.742),(63 23698.977),(64 23598.773),(65 23626.043),(66 23712.154),(67 23710.586),(68 23935.025),(69 23851.672),(70 23992.898),(71 24038.379),(72 24026.678),(73 24062.242),(74 24166.77),(75 24251.143),(76 24317.438),(77 24460.78),(78 24474.797),(79 24297.854),
(1 4378.462),(2 7999.721),(3 10550.087),(4 11952.595),(5 13140.806),(6 14139.176),(7 14919.524),(8 15479.207),(9 15950.853),(10 16448.67),(11 16855.732),(12 16930.115),(13 17106.264),(14 17425.773),(15 17844.822),(16 18316.67),(17 18561.209),(18 18798.693),(19 18896.387),(20 19167.861),(21 19544.678),(22 19691.273),(23 19796.91),(24 19873.482),(25 19608.547),(26 20013.885),(27 20284.867),(28 20538.676),(29 20741.18),(30 20617.424),(31 20556.434),(32 20724.045),(33 20881.389),(34 20996.346),(35 21261.12),(36 21445.625),(37 21597.95),(38 21737.879),(39 21787.805),(40 21901.34),(41 22078.92),(42 22145.295),(43 22203.287),(44 22103.203),(45 22203.283),(46 22372.832),(47 22478.734),(48 22575.959),(49 22709.768),(50 23016.984),(51 23089.93),(52 22965.654),(53 23026.01),(54 22975.584),(55 22887.514),(56 22884.148),(57 22756.563),(58 22621.12),(59 22486.963),(60 22407.81),(61 22390.814),(62 22689),(63 22572.195),(64 22715.434),(65 22766.154),(66 22874.646),(67 22778.62),(68 22744.531),(69 22672.408),(70 22697.445),(71 22808.01),(72 22801.398),(73 22792.475),(74 22561.586),(75 22528.64),(76 22697.094),(77 22794.129),(78 22670.385),(79 22850.99),
(1 4422.6997),(2 7995.8164),(3 10383.758),(4 11678.408),(5 12743.753),(6 13628.178),(7 14311.798),(8 14770.632),(9 15357.758),(10 15856.329),(11 16296.4795),(12 16522.145),(13 16708.713),(14 17137.842),(15 17530.932),(16 17793.52),(17 17872.33),(18 18087.309),(19 18428.64),(20 18917.236),(21 19115.08),(22 19060.773),(23 18985.613),(24 18997.027),(25 19033.764),(26 19351.877),(27 19690.379),(28 19701.396),(29 19975.754),(30 20137.1),(31 20333.744),(32 20610),(33 20802.775),(34 21009.02),(35 21093.5),(36 21309.475),(37 21376.742),(38 21497.129),(39 21612.148),(40 21877.236),(41 21926.336),(42 21728.611),(43 21850.633),(44 21838.564),(45 22041.432),(46 22187.678),(47 22218.484),(48 22443.836),(49 22824.76),(50 23072.572),(51 23209.03),(52 22970.143),(53 22897.97),(54 22853.123),(55 22851.268),(56 22830.06),(57 22959.182),(58 22935.182),(59 22892.348),(60 22706.867),(61 22722.764),(62 22804.832),(63 22822.049),(64 22678.287),(65 22860.627),(66 23132.543),(67 23236.477),(68 23304.453),(69 23399.383),(70 23415.28),(71 23302.254),(72 23218.844),(73 23183.156),(74 23069.94),(75 23130.15),(76 23433.43),(77 23748.693),(78 23975.02),(79 24131.447),
(1 4284.769),(2 7747.9785),(3 10016.292),(4 11334.843),(5 12446.428),(6 13336.857),(7 14122.142),(8 14509.019),(9 14972.284),(10 15186.721),(11 15606.977),(12 16138.1455),(13 16369.51),(14 16721.977),(15 16963.482),(16 17250.889),(17 17564.361),(18 17849.494),(19 18018.98),(20 18242.023),(21 18210.826),(22 18241.209),(23 18357.402),(24 18257.633),(25 18319.943),(26 18394.025),(27 18485.31),(28 18589.135),(29 18885.584),(30 19052.123),(31 19297.338),(32 19453.469),(33 19481.623),(34 19584.004),(35 19561.37),(36 19502.63),(37 19669.516),(38 19846.521),(39 19856.238),(40 20087.252),(41 20356.713),(42 20520.77),(43 20485.516),(44 20462.287),(45 20744.896),(46 20708.219),(47 20908.66),(48 21155.291),(49 21420.594),(50 21501.502),(51 21584.123),(52 21352.82),(53 21318.484),(54 21251.96),(55 21394.365),(56 21640.836),(57 21900.176),(58 22036.549),(59 22030.904),(60 21973.729),(61 22240.92),(62 22513.32),(63 22443.75),(64 22570.367),(65 22694.602),(66 22482.207),(67 22314.545),(68 22403.223),(69 22609.068),(70 22749.1),(71 22916.355),(72 22972.215),(73 22733.225),(74 22701.191),(75 22732.26),(76 22432.314),(77 22324.447),(78 22179.932),(79 22147.2),
(1 4334.8276),(2 7743.166),(3 10170.247),(4 11551.783),(5 12603.283),(6 13272.4),(7 13940.177),(8 14447.901),(9 14811.298),(10 15019.2295),(11 15405.126),(12 15691.0205),(13 15823.115),(14 16010.413),(15 16272.707),(16 16529.457),(17 16782.178),(18 17056.61),(19 17485.516),(20 17719.86),(21 17946.959),(22 18102.258),(23 18261.621),(24 18439.121),(25 18663.855),(26 18784.357),(27 18809.78),(28 18896.346),(29 19072.574),(30 19224.455),(31 19410.04),(32 19774.355),(33 19749.865),(34 19818.26),(35 19839.32),(36 19814.55),(37 19820.59),(38 20008.635),(39 20025.021),(40 20093.883),(41 20055.707),(42 20253.354),(43 20311.568),(44 20377.69),(45 20481.938),(46 20288.486),(47 20338.42),(48 20263.313),(49 20639.93),(50 20894.37),(51 21103.006),(52 21358.482),(53 21436.64),(54 21435.467),(55 21447.176),(56 21605.65),(57 21631.414),(58 21687.709),(59 21495.398),(60 21488.377),(61 21672.297),(62 21773.957),(63 21707.453),(64 21609.898),(65 21604.576),(66 21669.045),(67 21527.59),(68 21511.85),(69 21782.295),(70 21652.977),(71 21651.473),(72 21711.545),(73 21527.816),(74 21523.414),(75 21336.28),(76 21273.455),(77 21329.12),(78 21559.957),(79 21615.652),
(1 4129.4375),(2 7373.071),(3 9692.148),(4 10834.46),(5 11882.986),(6 12463.951),(7 13232.914),(8 13749.538),(9 14187.182),(10 14589.23),(11 14986.631),(12 15204.875),(13 15512.195),(14 15860.424),(15 16156.04),(16 16391.055),(17 16741.629),(18 16970.764),(19 16951.623),(20 17221.713),(21 17478.656),(22 17619.45),(23 17823.303),(24 18014.041),(25 18128.76),(26 18267.414),(27 18540.914),(28 18680.691),(29 18918.44),(30 19135.582),(31 19230.258),(32 19471.004),(33 19558.621),(34 19656.443),(35 19541.246),(36 19486.977),(37 19654.8),(38 19740.898),(39 19748.105),(40 19547.963),(41 19463.162),(42 19617.291),(43 19723.916),(44 19942.307),(45 20219.229),(46 20319.674),(47 20377.121),(48 20314.64),(49 20389.42),(50 20466.37),(51 20462.313),(52 20403.549),(53 20199.41),(54 20063.174),(55 20218.297),(56 20366.889),(57 20373.305),(58 20477.453),(59 20505.754),(60 20435.025),(61 20718.006),(62 20755.46),(63 20704.945),(64 20774.932),(65 20832.777),(66 20977.986),(67 20999.418),(68 20878.604),(69 20971.832),(70 20904.12),(71 20905.941),(72 21061.303),(73 21130.299),(74 21414.46),(75 21580.547),(76 21553.523),(77 21406.57),(78 21487.982),(79 21567.791),
(1 4139.918),(2 7455.591),(3 9803.952),(4 11012.804),(5 12146.414),(6 13078.417),(7 13909.15),(8 14400.125),(9 14929.746),(10 15314.302),(11 15618.305),(12 15967.433),(13 16071.261),(14 16481.865),(15 16812.477),(16 16943.705),(17 17104.182),(18 17300.61),(19 17668.8),(20 17861.885),(21 17884.346),(22 18091.295),(23 18316.232),(24 18492.86),(25 18639.627),(26 18855.16),(27 18906.947),(28 18835.904),(29 18872.926),(30 19195.18),(31 19297.463),(32 19290.223),(33 19596.393),(34 19858.42),(35 19810.045),(36 19764.416),(37 19884.611),(38 19829.508),(39 19860.879),(40 19913.543),(41 19925.434),(42 20050.54),(43 20152.133),(44 20167.23),(45 20399.326),(46 20300.031),(47 20374.537),(48 20338.9),(49 20469.28),(50 20566.701),(51 20534.123),(52 20325.86),(53 20241.455),(54 20276.926),(55 20218.316),(56 20378.643),(57 20349.744),(58 20402.63),(59 20334.807),(60 20464.064),(61 20628.764),(62 20668.537),(63 20854.127),(64 20865.621),(65 20790.31),(66 20833.217),(67 20812.547),(68 20953.262),(69 21168.197),(70 21215.604),(71 21260.797),(72 21366.115),(73 21512.113),(74 21402.34),(75 21393.95),(76 21418.121),(77 21358.418),(78 21273.35),(79 21170.88),
