1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 9162.426),(2 27982.928),(3 51148.95),(4 72605.62),(5 94550.71),(6 122397.69),(7 157799.67),(8 200291.31),(9 249958.95),(10 298384.6),(11 341596.56),(12 383380.75),(13 425676.75),(14 471152.97),(15 517336.28),(16 564616.25),(17 607185.44),(18 636152.94),(19 660172.25),(20 683584.3),(21 711160.8),(22 738827.8),(23 763964.3),(24 789056.2),(25 803557.94),(26 824761.3),(27 842565.44),(28 866315.2),(29 900519.06),(30 942934.8),(31 978658.25),(32 1021044.3),(33 1073670.3),(34 1117387.4),(35 1170627.9),(36 1236443.1),(37 1300725),(38 1368150.1),(39 1432720.5),(40 1490921),(41 1538138.6),(42 1582215.6),(43 1611328),(44 1635273.6),(45 1656614.4),(46 1685013),(47 1706678.6),(48 1719748.4),(49 1729941.6),(50 1720537.4),(51 1706274.6),(52 1691997.5),(53 1670694.4),(54 1641009.5),(55 1621778),(56 1606467.4),(57 1608332.4),(58 1613193.4),(59 1608000.5),(60 1601720.4),(61 1617131.6),(62 1637378),(63 1648225.4),(64 1681398),(65 1723407.4),(66 1768138),(67 1823534),(68 1864603.4),(69 1934508.5),(70 2023765),(71 2131750.3),(72 2231996.5),(73 2341089.3),(74 2462001.8),(75 2581470.3),(76 2699679.8),(77 2810109.3),(78 2915578.8),(79 3020146.8),
(1 1114.7911),(2 1914.9719),(3 2691.6458),(4 3216.4856),(5 3628.3787),(6 3971.8057),(7 4325.6113),(8 4624.1343),(9 4874.409),(10 5078.547),(11 5290.2397),(12 5353.667),(13 5449.2754),(14 5529.986),(15 5661.312),(16 5768.4487),(17 5871.25),(18 5986.8105),(19 6020.5493),(20 6104.6626),(21 6180.581),(22 6245.814),(23 6363.261),(24 6413.168),(25 6480.3916),(26 6567.291),(27 6651.0225),(28 6686.552),(29 6742.6206),(30 6762.027),(31 6834.8867),(32 6903.6167),(33 6984.6973),(34 7050.5996),(35 7112.692),(36 7168.531),(37 7208.6147),(38 7243.4043),(39 7313.6206),(40 7329.3037),(41 7364.2646),(42 7409.78),(43 7416.449),(44 7446.876),(45 7492.952),(46 7519.6133),(47 7525.3657),(48 7522.993),(49 7565.8984),(50 7585.672),(51 7608.0815),(52 7633.8735),(53 7630.027),(54 7634.1406),(55 7633.6206),(56 7667.8315),(57 7691.0537),(58 7741.734),(59 7791.326),(60 7771.5356),(61 7771.091),(62 7824.4346),(63 7908.0786),(64 7912.593),(65 7905.182),(66 7882.459),(67 7839.4854),(68 7800.469),(69 7751.3086),(70 7754.241),(71 7773.5586),(72 7750.095),(73 7753.091),(74 7749.9355),(75 7797.014),(76 7844.4897),(77 7867.0728),(78 7872.8667),(79 7910.566),
(1 1078.5703),(2 1874.6938),(3 2671.4717),(4 3200.0889),(5 3581.697),(6 3900.9063),(7 4221.4946),(8 4497.614),(9 4715.083),(10 4953.8584),(11 5178.42),(12 5303.2583),(13 5464.425),(14 5597.8765),(15 5749.1826),(16 5910.1846),(17 6055.423),(18 6226.5757),(19 6264.6587),(20 6366.6333),(21 6414.6255),(22 6456.5913),(23 6577.033),(24 6644.8647),(25 6732.8037),(26 6774.143),(27 6819.9707),(28 6859.9277),(29 6896.6826),(30 6931.204),(31 6930.1255),(32 6948.839),(33 7002.672),(34 7038.5405),(35 7087.833),(36 7160.626),(37 7182.8223),(38 7212.878),(39 7260.449),(40 7293.2407),(41 7288.948),(42 7331.2305),(43 7329.217),(44 7355.641),(45 7373.564),(46 7432.0737),(47 7496.263),(48 7461.498),(49 7432.145),(50 7448.256),(51 7518.7773),(52 7525.92),(53 7603.608),(54 7642.6416),(55 7636.2407),(56 7649.5713),(57 7684.8203),(58 7717.7344),(59 7726.704),(60 7714.9727),(61 7712.847),(62 7734.7324),(63 7783.409),(64 7795.368),(65 7751.079),(66 7731.085),(67 7695.924),(68 7700.704),(69 7708.19),(70 7758.0503),(71 7767.312),(72 7766.095),(73 7780.058),(74 7761.032),(75 7812.837),(76 7811.395),(77 7856.3564),(78 7852.35),(79 7845.756),
(1 1077.4064),(2 1836.345),(3 2651.9243),(4 3137.2112),(5 3506.3774),(6 3830.498),(7 4123.926),(8 4360.4893),(9 4540.0566),(10 4744.177),(11 4919.699),(12 5072.009),(13 5189.1714),(14 5343.8677),(15 5502.101),(16 5572.9214),(17 5651.395),(18 5771.7505),(19 5847.737),(20 5972.247),(21 6013.454),(22 6054.299),(23 6145.318),(24 6195.706),(25 6253.885),(26 6309.4253),(27 6405.5586),(28 6486.937),(29 6505.1167),(30 6513.996),(31 6529.1567),(32 6566.6084),(33 6661.6255),(34 6742.6987),(35 6766.291),(36 6813.8784),(37 6825.1753),(38 6840.5947),(39 6867.2583),(40 6886.7603),(41 6932.7656),(42 6977.3984),(43 6987.0693),(44 7031.079),(45 7080.9106),(46 7127.8276),(47 7160.3975),(48 7132.2974),(49 7100.982),(50 7098.01),(51 7143.686),(52 7122.318),(53 7149.6387),(54 7137.858),(55 7122.334),(56 7111.743),(57 7119.591),(58 7134.8027),(59 7137.5537),(60 7114.1543),(61 7167.8594),(62 7224.018),(63 7286.6787),(64 7299.397),(65 7328.5117),(66 7368.6455),(67 7386.2466),(68 7412.118),(69 7462.71),(70 7536.618),(71 7587.534),(72 7648.313),(73 7696.534),(74 7747.7856),(75 7805.0864),(76 7851.0967),(77 7860.357),(78 7839.743),(79 7859.059),
(1 1062.0259),(2 1798.2404),(3 2572.1348),(4 3011.7273),(5 3354.5088),(6 3684.3013),(7 3973.193),(8 4202.974),(9 4399.7646),(10 4612.6743),(11 4781.715),(12 4921.3867),(13 5054.9614),(14 5199.6475),(15 5369.5522),(16 5483.7344),(17 5609.9395),(18 5750.692),(19 5830.4683),(20 5933.1953),(21 6022.8154),(22 6095.3667),(23 6194.124),(24 6218.544),(25 6273.568),(26 6332.6514),(27 6397.258),(28 6443.1924),(29 6461.9395),(30 6454.5503),(31 6453.7744),(32 6459.7324),(33 6560.3745),(34 6631.5674),(35 6670.4395),(36 6691.1245),(37 6700.1187),(38 6685.8477),(39 6734.0303),(40 6724.81),(41 6762.4575),(42 6792.902),(43 6797.7183),(44 6835.9673),(45 6858.0747),(46 6915.2104),(47 6919.5815),(48 6931.26),(49 6970.442),(50 6983.1733),(51 7068.5923),(52 7119.5547),(53 7171.4717),(54 7191.736),(55 7248.99),(56 7240.6265),(57 7238.2017),(58 7253.7725),(59 7258.264),(60 7274.6626),(61 7333.684),(62 7365.794),(63 7398.82),(64 7400.2427),(65 7429.1055),(66 7472.6143),(67 7516.668),(68 7526.11),(69 7571.0215),(70 7567.9253),(71 7594.138),(72 7594.5522),(73 7593.3213),(74 7610.7627),(75 7666.3794),(76 7639.762),(77 7624.3174),(78 7625.146),(79 7607.1504),
(1 1074.8115),(2 1796.1876),(3 2586.1877),(4 3021.2363),(5 3348.2073),(6 3671.7832),(7 3991.7043),(8 4228.254),(9 4476.8667),(10 4646.2124),(11 4854.299),(12 5006.617),(13 5150.703),(14 5326.369),(15 5512.2173),(16 5659.226),(17 5810.0967),(18 5860.117),(19 5908.378),(20 6004.5337),(21 6067.699),(22 6180.8027),(23 6278.8413),(24 6327.307),(25 6437.87),(26 6547.7285),(27 6611.0977),(28 6657.976),(29 6693.9893),(30 6702.521),(31 6685.3564),(32 6695.3643),(33 6774.7627),(34 6775.906),(35 6760.3916),(36 6760.7793),(37 6761.2505),(38 6739.1577),(39 6803.2324),(40 6849.872),(41 6950.065),(42 7000.42),(43 7047.9004),(44 7096.64),(45 7121.6953),(46 7166.9927),(47 7172.3823),(48 7220.121),(49 7297.6274),(50 7322.7305),(51 7406.614),(52 7408.395),(53 7450.923),(54 7459.109),(55 7461.946),(56 7482.1436),(57 7532.886),(58 7532.593),(59 7511.1343),(60 7504.3833),(61 7494.7183),(62 7491.7725),(63 7496.0625),(64 7518.035),(65 7549.982),(66 7571.6265),(67 7589.6064),(68 7578.0635),(69 7570.883),(70 7594.3857),(71 7621.066),(72 7678.475),(73 7693.9717),(74 7719.943),(75 7732.6763),(76 7729.4893),(77 7739.1123),(78 7736.542),(79 7731.3193),
(1 1054.8478),(2 1754.3925),(3 2516.1145),(4 2971.8074),(5 3357.7986),(6 3685.443),(7 3980.5703),(8 4203.8823),(9 4398.2544),(10 4579.6577),(11 4698.7456),(12 4807.445),(13 4934.96),(14 5062.053),(15 5199.562),(16 5322.9263),(17 5423.899),(18 5511.9175),(19 5605.2275),(20 5699.9805),(21 5776.734),(22 5922.7065),(23 6036.3306),(24 6099.079),(25 6196.5146),(26 6292.7505),(27 6365.08),(28 6403.1265),(29 6442.155),(30 6485.458),(31 6526.7266),(32 6537.25),(33 6621.298),(34 6660.7095),(35 6673.5796),(36 6706.8545),(37 6740.3843),(38 6779.737),(39 6804.985),(40 6844.1875),(41 6880.1436),(42 6935.224),(43 6964.4604),(44 6977.2495),(45 6995.8594),(46 7031.8936),(47 7044.7456),(48 7010.7056),(49 7045.1885),(50 7051.143),(51 7090.973),(52 7099.1743),(53 7138.64),(54 7179.886),(55 7215.5146),(56 7266.3022),(57 7311.3105),(58 7342.434),(59 7384.705),(60 7368.151),(61 7340.74),(62 7341.2227),(63 7342.954),(64 7343.82),(65 7339.1855),(66 7329.613),(67 7338.755),(68 7356.6616),(69 7354.8296),(70 7337.962),(71 7355.495),(72 7392.5938),(73 7403.5693),(74 7390.4766),(75 7403.633),(76 7401.9795),(77 7424.549),(78 7399.1553),(79 7398.523),
(1 1071.9703),(2 1773.436),(3 2560.5718),(4 3056.1687),(5 3459.1372),(6 3801.6072),(7 4107.084),(8 4328.4585),(9 4516.7495),(10 4692.065),(11 4839.066),(12 4969.0806),(13 5120.6445),(14 5229.3823),(15 5327.2417),(16 5446.241),(17 5542.0786),(18 5579.333),(19 5637.17),(20 5706.2056),(21 5765.8525),(22 5853.734),(23 5923.943),(24 5954.4194),(25 5992.018),(26 6025.7925),(27 6096.685),(28 6111.4927),(29 6120.0903),(30 6137.223),(31 6181.8066),(32 6190.5176),(33 6260.6167),(34 6280.47),(35 6295.08),(36 6353.0337),(37 6380.1196),(38 6399.9097),(39 6419.3613),(40 6439.022),(41 6467.5264),(42 6529.6626),(43 6578.008),(44 6591.7163),(45 6601.826),(46 6595.5024),(47 6591.413),(48 6594.916),(49 6619.6636),(50 6666.5522),(51 6709.9434),(52 6710.096),(53 6722.4253),(54 6736.9956),(55 6729.9355),(56 6781.955),(57 6801.1626),(58 6812.321),(59 6835.7607),(60 6862.8164),(61 6891.687),(62 6935.332),(63 6938.599),(64 6966.915),(65 6996.955),(66 7046.631),(67 7053.645),(68 7071.7905),(69 7094.129),(70 7106.3525),(71 7114.121),(72 7131.4805),(73 7132.201),(74 7152.834),(75 7188.79),(76 7172.1533),(77 7169.0234),(78 7113.3306),(79 7101.205),
(1 1035.5543),(2 1725.2085),(3 2495.6924),(4 2991.2737),(5 3370.0579),(6 3692.3362),(7 4001.789),(8 4244.673),(9 4417.373),(10 4642.033),(11 4754.9473),(12 4923.6313),(13 5101.6357),(14 5251.743),(15 5351.8296),(16 5442.2017),(17 5536.8667),(18 5633.1196),(19 5714.3438),(20 5839.324),(21 5900.097),(22 5972.8174),(23 6031.155),(24 6076.2207),(25 6164.662),(26 6231.863),(27 6316.634),(28 6388.592),(29 6398.502),(30 6399.6953),(31 6423.2207),(32 6417.727),(33 6390.6416),(34 6375.3247),(35 6367.7734),(36 6395.899),(37 6417.3003),(38 6411.84),(39 6418.2627),(40 6428.9175),(41 6454.3833),(42 6516.5693),(43 6557.2544),(44 6610.3613),(45 6609.01),(46 6628.294),(47 6655.315),(48 6673.2954),(49 6675.6484),(50 6726.9614),(51 6752.9775),(52 6722.0425),(53 6731.0615),(54 6776.7046),(55 6754.1553),(56 6787.3813),(57 6806.4854),(58 6840.853),(59 6843.122),(60 6886.286),(61 6942.321),(62 6966.2046),(63 6994.479),(64 7041.1597),(65 7066.261),(66 7095.246),(67 7124.1895),(68 7131.0156),(69 7207.2817),(70 7237.8057),(71 7295.1284),(72 7305.2646),(73 7353.55),(74 7394.8115),(75 7426.3174),(76 7429.5156),(77 7413.5244),(78 7434.3286),(79 7431.252),
(1 1027.4462),(2 1697.5728),(3 2416.6125),(4 2857.212),(5 3218.212),(6 3556.9456),(7 3832.6758),(8 4052.5964),(9 4204.9526),(10 4391.132),(11 4548.9473),(12 4705.069),(13 4870.126),(14 4969.7305),(15 5098.8022),(16 5193.8735),(17 5264.141),(18 5352.8213),(19 5426.796),(20 5511.5913),(21 5565.5557),(22 5647.3223),(23 5732.727),(24 5793.6226),(25 5832.2134),(26 5869.3774),(27 5896.159),(28 5923.219),(29 5941.106),(30 5953.9175),(31 5969.444),(32 5983.9146),(33 5948.258),(34 5938.246),(35 5961.3486),(36 5971.843),(37 5983.3433),(38 5991.484),(39 6019.2065),(40 6051.2607),(41 6116.7505),(42 6148.7485),(43 6210.1533),(44 6237.8184),(45 6285.9727),(46 6327.4263),(47 6365.764),(48 6392.294),(49 6406.916),(50 6460.2246),(51 6489.996),(52 6503.2383),(53 6518.6035),(54 6535.418),(55 6571.0313),(56 6594.9336),(57 6633.5386),(58 6675.1343),(59 6684.287),(60 6688.5063),(61 6731.0986),(62 6721.589),(63 6705.2866),(64 6699.7354),(65 6679.87),(66 6719.5854),(67 6720.2085),(68 6707.5225),(69 6730.2603),(70 6742.4897),(71 6790.5244),(72 6786.545),(73 6823.0957),(74 6850.51),(75 6874.688),(76 6878.8022),(77 6880.1636),(78 6851.099),(79 6858.1763),
(1 1028.9117),(2 1729.6705),(3 2457.0278),(4 2893.1929),(5 3227.8052),(6 3530.7388),(7 3822.2617),(8 4035.594),(9 4222.4326),(10 4427.2104),(11 4587.5903),(12 4735.527),(13 4922.813),(14 5081.323),(15 5247.0483),(16 5358.5264),(17 5434.077),(18 5546.2007),(19 5642.3267),(20 5709.7813),(21 5738.206),(22 5816.84),(23 5839.472),(24 5887.74),(25 5957.142),(26 5988.414),(27 6054.19),(28 6109.7188),(29 6156.508),(30 6147.759),(31 6217.494),(32 6237.41),(33 6293.482),(34 6329.96),(35 6348.3145),(36 6354.5513),(37 6348.211),(38 6321.015),(39 6356.276),(40 6360.2065),(41 6381.6743),(42 6384.947),(43 6428.654),(44 6456.438),(45 6497.0737),(46 6491.387),(47 6476.2075),(48 6475.741),(49 6504.4556),(50 6521.163),(51 6571.8),(52 6582.4546),(53 6627.46),(54 6657.36),(55 6658.2593),(56 6633.4766),(57 6639.9277),(58 6683.3247),(59 6687.2964),(60 6708.52),(61 6734.292),(62 6765.414),(63 6761.9087),(64 6764.3696),(65 6788.094),(66 6784.54),(67 6760.339),(68 6771.6704),(69 6814.4688),(70 6829.888),(71 6861.2886),(72 6822.0933),(73 6838.1895),(74 6865.137),(75 6846.774),(76 6888.6934),(77 6888.3843),(78 6850.927),(79 6841.7925),
(1 1009.7247),(2 1685.1641),(3 2395.045),(4 2850.4822),(5 3199.4153),(6 3526.3413),(7 3787.362),(8 3985.1477),(9 4175.832),(10 4366.567),(11 4531.445),(12 4674.651),(13 4826.607),(14 4949.0137),(15 5084.36),(16 5164.441),(17 5234.807),(18 5329.7827),(19 5420.593),(20 5464.1494),(21 5515.9795),(22 5580.8164),(23 5649.7563),(24 5699.748),(25 5747.391),(26 5804.3574),(27 5851.66),(28 5884.992),(29 5949.07),(30 5931.868),(31 5988.5234),(32 6004.491),(33 6048.411),(34 6062.0825),(35 6077.2744),(36 6089.735),(37 6076.619),(38 6062.3667),(39 6068.5386),(40 6096.6816),(41 6092.307),(42 6133.088),(43 6135.5337),(44 6207.7754),(45 6268.5234),(46 6326.5527),(47 6368.5454),(48 6364.493),(49 6414.631),(50 6472.4414),(51 6530.4146),(52 6578.048),(53 6618.6855),(54 6665.2144),(55 6690.809),(56 6651.926),(57 6678.2256),(58 6698.0444),(59 6705.1685),(60 6716.67),(61 6757.7485),(62 6776.9565),(63 6745.562),(64 6734.1313),(65 6731.4556),(66 6702.1865),(67 6686.3623),(68 6668.805),(69 6664.1875),(70 6679.8247),(71 6672.997),(72 6695.836),(73 6744.5874),(74 6771.331),(75 6783.2134),(76 6792.059),(77 6821.815),(78 6802.6284),(79 6814.1045),
(1 1016.0924),(2 1675.71),(3 2357.5713),(4 2803.2302),(5 3154.7722),(6 3493.235),(7 3763.329),(8 3949.536),(9 4100.519),(10 4276.6504),(11 4425.0244),(12 4554.2295),(13 4713.761),(14 4804.6035),(15 4926.7227),(16 5008.4214),(17 5080.2275),(18 5183.5024),(19 5291.8057),(20 5323.684),(21 5400.703),(22 5470.7383),(23 5548.4365),(24 5614.532),(25 5677.5947),(26 5737.8657),(27 5803.71),(28 5849.83),(29 5881.758),(30 5925.5737),(31 5954.688),(32 6009.2964),(33 6046.5913),(34 6079.088),(35 6095.508),(36 6159.2856),(37 6190.602),(38 6216.168),(39 6270.4043),(40 6323.9185),(41 6345.3843),(42 6426.3657),(43 6469.4453),(44 6513.8574),(45 6552.5015),(46 6590.884),(47 6600.8296),(48 6574.778),(49 6603.652),(50 6641.5073),(51 6673.564),(52 6678.1436),(53 6653.286),(54 6626.892),(55 6633.2827),(56 6611.558),(57 6598.216),(58 6564.4263),(59 6516.7607),(60 6508.22),(61 6551.0156),(62 6539.9775),(63 6514.6274),(64 6499.8877),(65 6483.932),(66 6475.096),(67 6473.088),(68 6445.2397),(69 6451.5156),(70 6459.8237),(71 6474.514),(72 6498.1665),(73 6529.4966),(74 6522.8335),(75 6538.488),(76 6532.5044),(77 6520.9697),(78 6562.6997),(79 6598.2095),
(1 990.4118),(2 1646.0236),(3 2374.2188),(4 2839.8499),(5 3177.2026),(6 3471.0356),(7 3730.1504),(8 3949.555),(9 4130.8926),(10 4292.156),(11 4447.921),(12 4564.096),(13 4703.0723),(14 4830.3486),(15 4937.0054),(16 5067.1875),(17 5145.2427),(18 5254.3403),(19 5303.29),(20 5348.0024),(21 5420.6777),(22 5483.454),(23 5538.582),(24 5585.6626),(25 5654.7305),(26 5718.021),(27 5779.261),(28 5809.3057),(29 5839.048),(30 5845.248),(31 5845.9033),(32 5860.8164),(33 5845.9146),(34 5864.78),(35 5883.5054),(36 5934.779),(37 5996.184),(38 5990.0674),(39 6023.0986),(40 6063.277),(41 6087.754),(42 6133.325),(43 6180.5293),(44 6222.9375),(45 6247.4966),(46 6273.3125),(47 6299.12),(48 6320.028),(49 6346.7427),(50 6320.2593),(51 6375.3257),(52 6384.912),(53 6389.2407),(54 6422.207),(55 6473.8774),(56 6479.35),(57 6517.0757),(58 6550.1196),(59 6548.364),(60 6570.347),(61 6616.338),(62 6577.3677),(63 6569.1255),(64 6536.7905),(65 6525.159),(66 6510.597),(67 6526.024),(68 6483.9805),(69 6468.223),(70 6428.987),(71 6422.976),(72 6448.466),(73 6451.214),(74 6422.424),(75 6412.7476),(76 6398.096),(77 6371.9966),(78 6331.206),(79 6303.845),
(1 968.0477),(2 1605.5625),(3 2276.0325),(4 2708.2524),(5 3040.2532),(6 3354.5625),(7 3599.9114),(8 3841.4492),(9 4005.1619),(10 4178.7036),(11 4295.8164),(12 4410.166),(13 4542.5005),(14 4649.666),(15 4787.298),(16 4865.0386),(17 4931.895),(18 4974.615),(19 5032.077),(20 5100.426),(21 5164.8623),(22 5217.384),(23 5257.454),(24 5275.9497),(25 5332.0522),(26 5357.8633),(27 5408.1704),(28 5471.004),(29 5510.3794),(30 5525.5103),(31 5530.0425),(32 5536.6533),(33 5566.788),(34 5623.5522),(35 5692.628),(36 5770.672),(37 5843.4385),(38 5876.8184),(39 5919.21),(40 5946.0522),(41 5975.4536),(42 6026.085),(43 6069.959),(44 6125.95),(45 6146.2944),(46 6208.993),(47 6271.3555),(48 6284.182),(49 6329.3247),(50 6356.936),(51 6407.8066),(52 6429.153),(53 6450.213),(54 6461.3755),(55 6483.8755),(56 6486.1694),(57 6521.7603),(58 6587.2134),(59 6591.4272),(60 6594.7427),(61 6632.5264),(62 6637.25),(63 6612.634),(64 6589.394),(65 6580.7256),(66 6595.834),(67 6575.9126),(68 6562.821),(69 6571.4106),(70 6549.4824),(71 6591.0737),(72 6640.3706),(73 6640.901),(74 6653.077),(75 6684.788),(76 6695.7485),(77 6731.916),(78 6733.1646),(79 6714.9473),
(1 968.8257),(2 1588.5673),(3 2277.734),(4 2701.7344),(5 3016.1465),(6 3321.7786),(7 3564.0154),(8 3771.7366),(9 3929.6077),(10 4126.808),(11 4248.623),(12 4368.5854),(13 4481.23),(14 4618.4673),(15 4766.472),(16 4869.6646),(17 4936.0874),(18 4999.953),(19 5051.826),(20 5150.8657),(21 5252.5625),(22 5293.6143),(23 5356.229),(24 5385.1875),(25 5452.118),(26 5505.415),(27 5579.3193),(28 5629.57),(29 5662.618),(30 5703.8477),(31 5723.18),(32 5725.007),(33 5754.2354),(34 5815.0527),(35 5876.516),(36 5934.344),(37 5969.0107),(38 5992.807),(39 6036.273),(40 6090.2153),(41 6114.4224),(42 6161.6113),(43 6212.648),(44 6266.419),(45 6308.6416),(46 6355.238),(47 6402.6055),(48 6391.3433),(49 6384.007),(50 6393.445),(51 6430.556),(52 6426.207),(53 6429.1016),(54 6424.1206),(55 6418.569),(56 6431.4937),(57 6441.3066),(58 6497.592),(59 6531.0957),(60 6553.6567),(61 6603.159),(62 6624.416),(63 6624.539),(64 6598.398),(65 6584.61),(66 6630.1816),(67 6597.3823),(68 6584.539),(69 6587.844),(70 6578.7607),(71 6593.9043),(72 6613.145),(73 6649.4365),(74 6663.014),(75 6691.6294),(76 6727.0303),(77 6783.268),(78 6777.364),(79 6775.789),
(1 962.7881),(2 1581.8816),(3 2232.9119),(4 2618.339),(5 2954.5825),(6 3238.328),(7 3469.132),(8 3699.2869),(9 3852.0305),(10 4013.377),(11 4136.9917),(12 4268.818),(13 4349.9844),(14 4477.0537),(15 4595.9683),(16 4658.941),(17 4699.0454),(18 4756.913),(19 4831.539),(20 4923.2534),(21 5009.8677),(22 5096.493),(23 5130.704),(24 5167.02),(25 5190.4507),(26 5223.79),(27 5266.296),(28 5308.808),(29 5344.2046),(30 5391.096),(31 5438.933),(32 5457.36),(33 5473.0273),(34 5534.8735),(35 5578.5947),(36 5629.6665),(37 5703.3306),(38 5736.9307),(39 5792.641),(40 5811.178),(41 5816.704),(42 5851.023),(43 5854.0024),(44 5869.7817),(45 5894.674),(46 5927.675),(47 5936.9497),(48 5942.1157),(49 5971.2275),(50 5989.145),(51 6035.266),(52 6013.2993),(53 6027.2876),(54 6008.627),(55 6012.4976),(56 6024.246),(57 6014.3867),(58 6042.4863),(59 6062.9937),(60 6090.207),(61 6120.863),(62 6141.7754),(63 6179.3315),(64 6198.167),(65 6251.619),(66 6302.021),(67 6304.6157),(68 6351.558),(69 6386.4873),(70 6431.1245),(71 6457.653),(72 6480.3145),(73 6529.2544),(74 6543.6826),(75 6574.8604),(76 6614.659),(77 6640.809),(78 6634.4365),(79 6622.104),
