1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 137.3048),(2 169.62485),(3 179.30843),(4 190.87308),(5 197.45212),(6 203.23639),(7 208.16692),(8 213.96497),(9 214.22794),(10 215.88884),(11 220.52078),(12 222.52046),(13 222.71713),(14 223.79976),(15 223.53976),(16 223.23122),(17 224.50427),(18 227.0371),(19 229.24371),(20 229.1731),(21 230.10405),(22 228.38423),(23 229.6012),(24 229.34393),(25 229.41447),(26 231.82841),(27 230.04926),(28 229.12822),(29 231.01843),(30 232.77028),(31 229.45401),(32 228.14323),(33 228.38055),(34 228.6872),(35 232.95973),(36 232.40761),(37 233.01863),(38 232.54417),(39 230.92519),(40 234.21545),(41 235.79628),(42 234.64038),(43 235.703),(44 235.1961),(45 237.37424),(46 235.81953),(47 237.18924),(48 237.39769),(49 239.50958),(50 240.39903),(51 240.94063),(52 244.52502),(53 245.70406),(54 244.89708),(55 245.04477),(56 240.57314),(57 243.4046),(58 241.47997),(59 242.0603),(60 241.63142),(61 242.61671),(62 244.56458),(63 241.4543),(64 241.88106),(65 242.27858),(66 241.8771),(67 243.73218),(68 244.62157),(69 246.38332),(70 242.64513),(71 244.11502),(72 244.28906),(73 244.16014),(74 244.94528),(75 241.42955),(76 242.17905),(77 242.93665),(78 243.3392),(79 245.04721),
(1 131.51283),(2 166.0534),(3 175.2545),(4 185.1672),(5 192.64557),(6 196.29027),(7 201.41113),(8 202.23674),(9 205.7293),(10 204.36551),(11 206.06969),(12 207.2266),(13 206.78029),(14 209.48149),(15 210.59903),(16 211.65292),(17 212.35765),(18 213.20665),(19 216.97458),(20 213.42747),(21 216.32176),(22 217.15448),(23 216.17416),(24 216.99971),(25 216.27673),(26 218.6354),(27 218.21333),(28 220.15787),(29 218.39323),(30 217.83394),(31 221.54312),(32 219.42708),(33 220.95256),(34 219.08098),(35 220.13194),(36 220.8672),(37 220.9599),(38 220.39299),(39 223.74663),(40 225.08217),(41 224.12122),(42 224.33952),(43 224.75531),(44 224.70514),(45 225.93005),(46 225.86372),(47 227.70807),(48 229.52844),(49 229.41411),(50 231.10893),(51 232.6601),(52 233.59085),(53 234.26035),(54 233.96452),(55 236.19958),(56 234.81248),(57 237.39777),(58 236.69954),(59 237.30824),(60 234.92958),(61 237.88324),(62 240.29756),(63 237.00832),(64 237.75986),(65 238.3461),(66 238.92531),(67 239.96454),(68 238.95334),(69 237.60318),(70 238.089),(71 237.6717),(72 236.28381),(73 234.88315),(74 239.08195),(75 234.99806),(76 234.53712),(77 233.45016),(78 232.31262),(79 234.696),
(1 132.57646),(2 166.61263),(3 176.26813),(4 185.1133),(5 191.9875),(6 197.42613),(7 204.6452),(8 206.34895),(9 208.16963),(10 209.36295),(11 209.17065),(12 213.28075),(13 211.79686),(14 213.9284),(15 212.994),(16 214.24638),(17 215.53984),(18 215.60716),(19 217.43555),(20 217.37405),(21 219.65683),(22 218.03954),(23 217.54793),(24 217.22244),(25 218.13562),(26 215.89742),(27 215.77618),(28 216.4042),(29 215.55705),(30 215.55435),(31 217.80481),(32 216.32176),(33 216.81285),(34 215.06798),(35 218.04137),(36 220.51817),(37 220.73604),(38 223.99959),(39 220.54143),(40 222.35617),(41 223.08476),(42 223.93588),(43 226.03859),(44 224.08336),(45 224.11084),(46 223.35948),(47 226.19565),(48 225.3211),(49 225.57195),(50 227.3637),(51 229.07538),(52 229.98584),(53 229.58995),(54 228.41742),(55 229.31694),(56 226.86197),(57 229.7135),(58 230.41534),(59 230.45172),(60 232.42342),(61 232.86194),(62 234.6611),(63 232.81339),(64 236.40353),(65 236.02423),(66 235.84962),(67 237.57188),(68 235.22447),(69 238.20715),(70 236.61198),(71 236.47827),(72 236.66931),(73 232.99974),(74 234.43347),(75 235.08026),(76 234.1698),(77 235.32037),(78 233.416),(79 237.22755),
(1 130.62627),(2 162.9095),(3 171.70914),(4 182.71849),(5 188.10863),(6 192.96529),(7 201.57008),(8 199.68834),(9 202.31808),(10 201.68182),(11 202.2305),(12 203.51765),(13 206.86237),(14 206.84334),(15 207.38252),(16 209.29326),(17 209.96806),(18 210.802),(19 210.51094),(20 211.39244),(21 212.2776),(22 210.57605),(23 211.1103),(24 212.70215),(25 214.53542),(26 216.08679),(27 215.2562),(28 214.40906),(29 213.93666),(30 214.59592),(31 215.68185),(32 212.06783),(33 215.32751),(34 212.43732),(35 213.80945),(36 214.36627),(37 213.68198),(38 214.82423),(39 214.75183),(40 215.69115),(41 217.08185),(42 217.37387),(43 217.72299),(44 218.06076),(45 217.57756),(46 218.16434),(47 219.45818),(48 222.62054),(49 225.27351),(50 226.89662),(51 226.36824),(52 228.44986),(53 226.31241),(54 227.00558),(55 227.12956),(56 225.28746),(57 226.7435),(58 227.96153),(59 225.48657),(60 225.89111),(61 229.85951),(62 231.76677),(63 228.228),(64 228.1302),(65 228.02779),(66 228.94757),(67 230.66173),(68 228.06326),(69 231.43703),(70 226.80981),(71 228.6146),(72 228.06468),(73 226.23987),(74 226.31146),(75 225.64288),(76 226.96053),(77 226.58078),(78 226.07953),(79 227.99727),
(1 127.57843),(2 156.52313),(3 166.1151),(4 176.21748),(5 183.21776),(6 188.79237),(7 193.97224),(8 195.4951),(9 197.77504),(10 199.11635),(11 201.27074),(12 202.30824),(13 203.35431),(14 202.52173),(15 201.63094),(16 202.16316),(17 203.8651),(18 206.60724),(19 207.91158),(20 207.00795),(21 207.57631),(22 204.83449),(23 207.39261),(24 209.17734),(25 207.40625),(26 207.06009),(27 210.88756),(28 209.8902),(29 208.42326),(30 208.53487),(31 213.69305),(32 210.39285),(33 211.60696),(34 209.56789),(35 209.57082),(36 210.14685),(37 210.58061),(38 210.65349),(39 210.49199),(40 212.03842),(41 210.91977),(42 211.5744),(43 211.91449),(44 213.47914),(45 214.48816),(46 216.88768),(47 217.7626),(48 220.16856),(49 221.56297),(50 224.45586),(51 222.6382),(52 223.82394),(53 223.61777),(54 222.24362),(55 222.34145),(56 221.14627),(57 222.57935),(58 222.22682),(59 224.05511),(60 225.8583),(61 226.30614),(62 229.04036),(63 226.23248),(64 227.90996),(65 227.03773),(66 225.48064),(67 226.35933),(68 223.53188),(69 226.21707),(70 222.36269),(71 221.54588),(72 221.8667),(73 220.87022),(74 222.18181),(75 219.24467),(76 220.99126),(77 220.96425),(78 221.95416),(79 223.41148),
(1 127.608284),(2 159.42796),(3 168.47891),(4 179.57692),(5 184.83873),(6 187.40906),(7 194.40744),(8 197.87987),(9 198.7958),(10 198.76256),(11 199.57253),(12 201.95215),(13 202.96674),(14 202.99065),(15 204.4422),(16 205.26703),(17 206.5135),(18 209.27495),(19 210.03215),(20 210.72455),(21 211.59686),(22 210.68166),(23 211.44644),(24 211.03601),(25 212.67906),(26 214.5458),(27 216.0254),(28 213.00319),(29 212.1049),(30 210.79617),(31 213.30585),(32 209.98792),(33 209.10571),(34 208.87265),(35 209.83316),(36 210.73907),(37 209.62132),(38 210.08958),(39 212.08748),(40 213.56627),(41 213.2509),(42 214.10321),(43 216.72644),(44 214.70564),(45 216.35408),(46 217.21371),(47 218.45212),(48 221.45099),(49 220.31802),(50 225.28784),(51 222.26277),(52 221.83557),(53 221.29706),(54 222.3935),(55 221.79964),(56 220.24939),(57 221.92583),(58 221.66273),(59 223.05396),(60 224.60902),(61 225.07932),(62 226.01619),(63 223.44144),(64 226.13911),(65 227.3864),(66 226.71338),(67 229.10474),(68 230.94319),(69 231.00797),(70 227.35324),(71 227.27924),(72 230.27574),(73 230.3188),(74 227.89436),(75 226.24101),(76 226.99358),(77 225.82771),(78 227.20314),(79 228.87512),
(1 127.33597),(2 159.61937),(3 167.3664),(4 178.36461),(5 185.70103),(6 187.28139),(7 194.14148),(8 197.11176),(9 201.33592),(10 201.33788),(11 203.45592),(12 203.84758),(13 202.65707),(14 203.80136),(15 202.61719),(16 202.04626),(17 204.19911),(18 205.08739),(19 207.93495),(20 206.72585),(21 205.27396),(22 205.71677),(23 207.37338),(24 208.66226),(25 208.67432),(26 207.49802),(27 210.37518),(28 209.98552),(29 208.45367),(30 209.48341),(31 210.16318),(32 209.56667),(33 208.88365),(34 208.93181),(35 210.93864),(36 211.0803),(37 211.9877),(38 213.25873),(39 213.20013),(40 214.07928),(41 214.67561),(42 213.3237),(43 216.34506),(44 217.19858),(45 219.73534),(46 220.86836),(47 222.6557),(48 222.64238),(49 224.06863),(50 223.97675),(51 224.02832),(52 225.11385),(53 224.39929),(54 224.88884),(55 225.2084),(56 223.00423),(57 224.04535),(58 224.54051),(59 224.67668),(60 224.46458),(61 224.22414),(62 226.29332),(63 223.55013),(64 224.63261),(65 226.53148),(66 226.04941),(67 228.11281),(68 226.26494),(69 228.12976),(70 226.45457),(71 225.61443),(72 226.16278),(73 225.09097),(74 226.29254),(75 224.0428),(76 225.23494),(77 223.01826),(78 223.81424),(79 226.10031),
(1 122.9247),(2 154.00256),(3 162.64784),(4 171.42911),(5 178.30598),(6 182.34984),(7 187.73752),(8 190.78337),(9 189.82846),(10 190.01373),(11 191.45522),(12 193.2695),(13 191.78621),(14 193.96552),(15 193.09836),(16 193.21286),(17 194.93605),(18 195.32211),(19 196.1338),(20 195.92133),(21 195.48225),(22 196.12773),(23 195.09674),(24 197.08403),(25 197.60884),(26 199.57806),(27 200.70622),(28 200.31374),(29 198.30151),(30 196.62685),(31 198.1767),(32 196.3778),(33 197.34515),(34 197.51672),(35 200.65086),(36 200.58627),(37 199.7686),(38 202.93463),(39 201.93437),(40 204.54185),(41 202.85759),(42 203.70158),(43 208.1108),(44 209.43639),(45 209.15562),(46 211.63843),(47 211.79938),(48 211.9853),(49 213.55173),(50 216.84898),(51 215.99513),(52 215.39268),(53 213.56415),(54 210.10008),(55 212.13654),(56 210.9448),(57 213.68956),(58 215.04008),(59 216.37906),(60 217.4328),(61 216.25554),(62 219.46736),(63 217.26337),(64 219.4341),(65 218.08273),(66 217.7641),(67 219.30334),(68 216.61113),(69 219.89465),(70 218.18678),(71 217.64897),(72 215.66685),(73 215.70847),(74 217.59113),(75 216.58914),(76 215.2976),(77 216.77586),(78 216.71512),(79 216.1425),
(1 122.013695),(2 155.03032),(3 165.35081),(4 175.05502),(5 179.27606),(6 185.51419),(7 191.56003),(8 192.59819),(9 197.59709),(10 199.05963),(11 200.40686),(12 201.85425),(13 201.25122),(14 203.87375),(15 204.6979),(16 206.34152),(17 206.3587),(18 206.74379),(19 208.99638),(20 206.75125),(21 205.35559),(22 206.48248),(23 205.71326),(24 207.21843),(25 205.55077),(26 207.28967),(27 207.28928),(28 208.04565),(29 205.80307),(30 203.95834),(31 205.08136),(32 204.5488),(33 206.90556),(34 204.94551),(35 206.93164),(36 208.42253),(37 207.69005),(38 208.74933),(39 208.7873),(40 208.21286),(41 209.20981),(42 210.80232),(43 214.79274),(44 213.00783),(45 215.8397),(46 216.23633),(47 218.21112),(48 220.31514),(49 220.4591),(50 221.38745),(51 222.18684),(52 223.32614),(53 225.10631),(54 223.69954),(55 223.45647),(56 223.37563),(57 222.80792),(58 223.96863),(59 223.22076),(60 224.9115),(61 223.99405),(62 227.7397),(63 224.67587),(64 224.5615),(65 226.38823),(66 227.84613),(67 224.88503),(68 224.49304),(69 224.51965),(70 222.30472),(71 220.8948),(72 222.52812),(73 222.81635),(74 224.24191),(75 220.56477),(76 222.63902),(77 221.25961),(78 219.74835),(79 222.53386),
(1 116.95991),(2 148.44366),(3 158.97939),(4 164.10559),(5 169.97495),(6 175.20943),(7 181.03271),(8 182.43767),(9 183.82439),(10 183.40994),(11 186.45287),(12 187.3337),(13 187.34677),(14 189.47783),(15 189.23402),(16 190.2768),(17 193.06136),(18 190.56801),(19 193.26367),(20 193.39809),(21 193.01004),(22 192.49817),(23 194.53493),(24 195.18503),(25 193.70143),(26 195.22955),(27 195.65985),(28 197.71498),(29 196.5274),(30 194.83604),(31 196.51318),(32 197.64757),(33 196.60368),(34 194.33759),(35 198.64738),(36 200.56569),(37 200.49406),(38 202.00694),(39 199.07753),(40 201.8367),(41 200.937),(42 201.75117),(43 202.76317),(44 205.44608),(45 205.56519),(46 206.51202),(47 208.46439),(48 212.21953),(49 211.82321),(50 213.17188),(51 211.65524),(52 212.66087),(53 212.4977),(54 210.13618),(55 212.40773),(56 209.81087),(57 210.85628),(58 212.095),(59 209.97911),(60 211.06575),(61 208.1694),(62 212.03448),(63 211.05385),(64 212.83139),(65 211.92854),(66 212.57336),(67 214.45828),(68 212.59204),(69 213.26718),(70 213.05194),(71 212.18973),(72 213.113),(73 213.53947),(74 214.88202),(75 212.51736),(76 212.74226),(77 212.93214),(78 212.972),(79 213.64499),
(1 119.20143),(2 148.95401),(3 161.11751),(4 168.88951),(5 174.32314),(6 177.27412),(7 180.9101),(8 183.62059),(9 185.77097),(10 187.54453),(11 187.22987),(12 189.42723),(13 190.09525),(14 190.61076),(15 191.79858),(16 193.52951),(17 196.33978),(18 196.73865),(19 199.4794),(20 198.11635),(21 199.16187),(22 200.97202),(23 201.36398),(24 201.62268),(25 199.55855),(26 200.55292),(27 201.69067),(28 200.83946),(29 199.90578),(30 200.8511),(31 201.20291),(32 200.82483),(33 199.39485),(34 199.94003),(35 201.93323),(36 202.86313),(37 202.2308),(38 204.0903),(39 202.19397),(40 202.56288),(41 202.7647),(42 204.27802),(43 203.57976),(44 203.44139),(45 206.7193),(46 206.7259),(47 206.0627),(48 207.17668),(49 206.80486),(50 208.08688),(51 206.43056),(52 207.38905),(53 206.57825),(54 207.15187),(55 209.70453),(56 208.30392),(57 208.06123),(58 209.35362),(59 211.0319),(60 211.6265),(61 209.96805),(62 212.92133),(63 212.34248),(64 212.57823),(65 211.96518),(66 212.89038),(67 213.75217),(68 213.54532),(69 215.8469),(70 213.56624),(71 212.5925),(72 212.54878),(73 213.38696),(74 214.48518),(75 213.02422),(76 215.06963),(77 213.72162),(78 211.45415),(79 213.7184),
(1 117.26141),(2 147.20406),(3 156.40164),(4 164.14151),(5 167.77068),(6 170.95856),(7 177.27057),(8 178.20059),(9 180.86983),(10 182.56288),(11 184.25433),(12 186.88489),(13 184.4798),(14 186.38727),(15 187.58842),(16 187.34378),(17 188.79773),(18 190.01924),(19 191.75986),(20 192.38017),(21 191.41924),(22 193.3598),(23 191.84859),(24 191.38954),(25 193.65549),(26 194.02005),(27 194.78548),(28 194.75871),(29 195.81555),(30 195.30807),(31 195.26633),(32 194.55655),(33 196.28621),(34 195.70325),(35 195.8554),(36 196.98773),(37 196.10641),(38 197.7894),(39 197.87683),(40 197.57713),(41 199.87842),(42 199.35912),(43 201.29764),(44 201.33139),(45 201.50577),(46 202.81662),(47 204.55713),(48 207.2682),(49 208.11165),(50 210.6076),(51 207.73785),(52 208.69516),(53 210.6489),(54 212.54416),(55 210.3185),(56 208.23767),(57 208.64212),(58 208.8616),(59 209.06056),(60 209.30756),(61 208.88959),(62 212.22855),(63 209.49806),(64 211.23933),(65 211.07996),(66 211.57335),(67 211.85077),(68 211.83664),(69 213.50778),(70 210.36087),(71 210.36728),(72 211.81885),(73 211.01656),(74 211.2777),(75 212.79057),(76 212.05157),(77 211.03767),(78 211.12253),(79 211.08075),
(1 117.93351),(2 145.50235),(3 153.78552),(4 162.35654),(5 164.74623),(6 167.99829),(7 176.16312),(8 179.08531),(9 181.28525),(10 181.5497),(11 183.55603),(12 183.53255),(13 183.44395),(14 184.02225),(15 183.19093),(16 184.48201),(17 185.50446),(18 187.6049),(19 189.09758),(20 186.53375),(21 187.79222),(22 187.53058),(23 187.67911),(24 189.05095),(25 186.41785),(26 188.69482),(27 188.35614),(28 188.29234),(29 187.90016),(30 188.48543),(31 188.83827),(32 189.40164),(33 190.54579),(34 191.14594),(35 191.83952),(36 193.98483),(37 192.71465),(38 194.56691),(39 194.51364),(40 195.44406),(41 196.26991),(42 197.5756),(43 197.59767),(44 200.30864),(45 200.04651),(46 197.96622),(47 200.40678),(48 201.7623),(49 201.15442),(50 203.34755),(51 204.04417),(52 202.05011),(53 202.46054),(54 202.2616),(55 201.65056),(56 200.0605),(57 200.8368),(58 201.31126),(59 202.80626),(60 202.40971),(61 203.07605),(62 206.38358),(63 203.58394),(64 206.44432),(65 206.44444),(66 208.56033),(67 208.33763),(68 209.19942),(69 210.29836),(70 209.58794),(71 209.25923),(72 209.05382),(73 210.18898),(74 211.40492),(75 211.19783),(76 210.59244),(77 211.29279),(78 211.23103),(79 211.16948),
(1 113.021225),(2 142.53804),(3 150.96619),(4 157.64862),(5 162.09521),(6 167.38916),(7 172.79857),(8 171.85037),(9 175.838),(10 176.29305),(11 180.26855),(12 181.73792),(13 182.41057),(14 182.79767),(15 183.47818),(16 185.54662),(17 183.96674),(18 185.69756),(19 187.99902),(20 189.28421),(21 188.66335),(22 188.98979),(23 187.24893),(24 187.25087),(25 187.64214),(26 191.109),(27 189.53366),(28 189.29729),(29 189.65613),(30 190.58336),(31 191.08543),(32 188.78429),(33 190.13971),(34 189.46753),(35 190.49689),(36 191.19144),(37 191.75674),(38 191.65628),(39 191.1144),(40 191.20665),(41 191.12228),(42 191.45776),(43 193.89392),(44 193.1174),(45 195.76054),(46 194.18933),(47 196.10326),(48 198.36974),(49 196.97256),(50 200.8458),(51 201.05293),(52 201.4122),(53 202.7725),(54 203.69283),(55 205.56165),(56 200.53412),(57 200.86003),(58 200.43683),(59 200.55206),(60 201.3987),(61 203.07567),(62 204.68082),(63 205.58208),(64 207.541),(65 208.59244),(66 206.3318),(67 206.49936),(68 207.26927),(69 208.0835),(70 206.36465),(71 204.16615),(72 204.89734),(73 206.07045),(74 207.25146),(75 205.2831),(76 206.47894),(77 205.1207),(78 205.47981),(79 207.30492),
(1 113.20169),(2 142.04718),(3 151.79294),(4 160.48985),(5 165.30162),(6 170.23895),(7 177.20306),(8 178.25903),(9 179.49672),(10 179.18523),(11 181.74081),(12 182.01225),(13 183.29863),(14 183.7233),(15 184.29935),(16 183.956),(17 182.59404),(18 182.91943),(19 185.48459),(20 183.72783),(21 184.9708),(22 187.30208),(23 183.4448),(24 184.73462),(25 186.24976),(26 186.22037),(27 184.20364),(28 185.25081),(29 183.808),(30 183.46806),(31 185.97865),(32 186.83304),(33 186.13895),(34 184.24979),(35 185.03375),(36 187.3578),(37 186.58557),(38 187.12779),(39 187.19888),(40 188.40277),(41 188.56064),(42 188.7191),(43 189.241),(44 186.67769),(45 191.04268),(46 190.21857),(47 190.75848),(48 193.23666),(49 195.69058),(50 196.31334),(51 197.85185),(52 196.7263),(53 197.19963),(54 196.79181),(55 198.33998),(56 195.93416),(57 195.62697),(58 195.92331),(59 195.82524),(60 196.01395),(61 197.91522),(62 200.62764),(63 199.13866),(64 199.8898),(65 200.4766),(66 201.62445),(67 202.03339),(68 201.93019),(69 203.93439),(70 203.37871),(71 204.43758),(72 204.42789),(73 205.70377),(74 206.36327),(75 203.75182),(76 202.66032),(77 202.43752),(78 202.88881),(79 202.9488),
(1 111.87407),(2 138.79384),(3 148.12396),(4 156.96873),(5 161.8883),(6 165.81564),(7 169.62718),(8 171.22278),(9 173.52158),(10 174.15689),(11 176.6997),(12 178.02779),(13 179.67294),(14 181.13985),(15 181.91977),(16 183.21793),(17 182.42587),(18 183.01146),(19 184.53362),(20 184.27553),(21 184.47482),(22 183.91217),(23 185.2313),(24 185.31604),(25 184.66335),(26 187.29707),(27 185.35999),(28 186.84734),(29 186.19893),(30 186.62498),(31 188.88963),(32 186.96304),(33 185.45717),(34 187.52725),(35 188.33379),(36 190.0372),(37 189.59547),(38 189.62889),(39 188.78319),(40 191.97385),(41 190.62082),(42 191.85878),(43 190.73534),(44 191.96266),(45 191.37819),(46 189.79807),(47 191.57355),(48 192.99168),(49 194.88051),(50 195.6499),(51 195.34978),(52 197.62566),(53 197.75389),(54 197.158),(55 195.96495),(56 198.60054),(57 197.32011),(58 195.54005),(59 196.57959),(60 198.07536),(61 198.68495),(62 199.84377),(63 199.27538),(64 200.93744),(65 201.12299),(66 201.47757),(67 203.63727),(68 203.37885),(69 203.52733),(70 202.63533),(71 201.6696),(72 202.6),(73 204.05238),(74 203.90384),(75 199.44116),(76 198.52322),(77 197.8997),(78 198.98581),(79 199.26015),
(1 110.19951),(2 138.92928),(3 145.82594),(4 153.27724),(5 159.69463),(6 162.38255),(7 166.10986),(8 168.98256),(9 169.24988),(10 172.23668),(11 173.11394),(12 174.60094),(13 175.59673),(14 177.32642),(15 175.99866),(16 175.57672),(17 175.82884),(18 176.03366),(19 178.28052),(20 178.51074),(21 179.19467),(22 178.99081),(23 179.67488),(24 177.87712),(25 177.54417),(26 178.82066),(27 179.0679),(28 179.17682),(29 177.35934),(30 177.028),(31 181.84242),(32 180.50853),(33 178.47011),(34 179.53656),(35 180.33177),(36 181.11081),(37 179.74084),(38 181.25969),(39 180.83386),(40 182.08405),(41 182.12057),(42 181.43645),(43 181.02539),(44 180.86314),(45 183.14014),(46 182.1721),(47 185.02528),(48 185.97658),(49 186.91737),(50 188.1026),(51 190.70465),(52 191.68842),(53 192.12286),(54 192.4331),(55 191.47203),(56 192.32185),(57 191.619),(58 192.73892),(59 194.02986),(60 193.79475),(61 193.72981),(62 195.28563),(63 196.98796),(64 197.77522),(65 197.87901),(66 198.11292),(67 199.4452),(68 199.88731),(69 198.76402),(70 196.17462),(71 194.84872),(72 194.95525),(73 194.90738),(74 196.60643),(75 193.79095),(76 192.69048),(77 192.50093),(78 192.70596),(79 195.00179),
(1 111.68756),(2 141.0723),(3 149.1717),(4 157.69183),(5 163.68845),(6 167.16046),(7 170.36798),(8 171.88806),(9 173.92805),(10 174.96709),(11 175.37544),(12 176.60333),(13 178.52242),(14 178.47394),(15 177.63774),(16 177.91417),(17 178.78558),(18 180.39583),(19 181.23286),(20 180.99405),(21 181.51416),(22 182.55159),(23 183.41754),(24 182.58018),(25 181.94167),(26 182.05765),(27 183.62674),(28 181.67442),(29 181.4232),(30 181.35242),(31 183.12698),(32 181.46083),(33 180.77243),(34 181.67032),(35 183.25943),(36 184.15309),(37 184.63792),(38 184.89084),(39 185.69879),(40 185.6796),(41 184.90883),(42 185.82207),(43 187.22205),(44 187.50479),(45 187.6112),(46 186.37273),(47 188.81854),(48 189.001),(49 189.08118),(50 191.95505),(51 192.94981),(52 193.08066),(53 192.01976),(54 193.31355),(55 192.79898),(56 189.82619),(57 191.24446),(58 190.37491),(59 191.277),(60 191.69087),(61 192.70619),(62 195.4132),(63 193.84227),(64 195.17566),(65 196.37311),(66 196.6449),(67 199.02486),(68 197.3884),(69 197.85654),(70 195.96011),(71 194.4342),(72 193.54237),(73 196.27953),(74 196.35255),(75 195.81729),(76 195.39522),(77 194.36809),(78 192.85205),(79 194.74353),
(1 109.37686),(2 136.70462),(3 143.44597),(4 151.45412),(5 157.68791),(6 161.17856),(7 163.20763),(8 168.15187),(9 169.03084),(10 170.04695),(11 171.4709),(12 172.4516),(13 172.18803),(14 173.89493),(15 173.46956),(16 174.61778),(17 174.42696),(18 174.9001),(19 178.02426),(20 176.06555),(21 176.57222),(22 175.38351),(23 177.25284),(24 177.52933),(25 177.17987),(26 177.14656),(27 175.67223),(28 178.3268),(29 176.73953),(30 179.28192),(31 180.02048),(32 177.61848),(33 179.82596),(34 179.23004),(35 180.98375),(36 182.16249),(37 183.93994),(38 185.89413),(39 183.88875),(40 184.19252),(41 183.12947),(42 183.3173),(43 184.66002),(44 183.73349),(45 184.61829),(46 185.16814),(47 185.17336),(48 186.41792),(49 188.04974),(50 190.3654),(51 191.80891),(52 192.19025),(53 192.80418),(54 190.508),(55 192.33168),(56 193.10368),(57 192.58182),(58 192.12311),(59 193.17432),(60 195.00273),(61 192.09787),(62 193.73662),(63 193.72356),(64 194.25632),(65 195.65071),(66 194.86885),(67 198.83333),(68 195.93155),(69 195.2684),(70 194.70541),(71 194.6944),(72 194.97775),(73 195.34486),(74 195.72395),(75 192.46648),(76 191.95445),(77 190.40308),(78 190.9284),(79 192.14066),
