1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 11464.839),(2 17234.598),(3 18386.016),(4 18042.19),(5 17935.36),(6 18318.314),(7 18308.928),(8 18340.46),(9 18587.906),(10 18431.7),(11 18558.424),(12 18871.908),(13 18683.535),(14 18746.979),(15 19146.895),(16 19376.488),(17 19118.025),(18 19110.777),(19 19426.428),(20 19380.914),(21 19537.375),(22 19704.916),(23 19786.248),(24 19375.656),(25 19434.197),(26 19666.807),(27 19357.008),(28 19554.012),(29 19704.934),(30 19577.105),(31 19525.676),(32 19609.652),(33 19880.613),(34 19384.117),(35 19220.748),(36 19176.69),(37 18962.498),(38 19164.707),(39 19075.543),(40 19077.969),(41 19223.838),(42 19260.848),(43 19222.246),(44 18854.473),(45 18507.62),(46 18452.61),(47 18522.703),(48 18684.977),(49 19039.676),(50 19361.764),(51 19399.605),(52 19326.686),(53 19253.852),(54 19222.691),(55 19741.88),(56 19717.271),(57 20056.871),(58 20298.139),(59 20548.467),(60 20581.58),(61 20738.182),(62 21401.18),(63 20966.46),(64 20852.709),(65 20863.121),(66 21005.89),(67 21247.512),(68 21241.355),(69 21157.387),(70 20856.31),(71 20661.17),(72 20903.719),(73 20678.396),(74 20999.01),(75 21274.559),(76 21028.645),(77 20724.193),(78 20726.578),(79 20941.918),
(1 11067.255),(2 16264.92),(3 17638.904),(4 17503.076),(5 17151.621),(6 17466.482),(7 17653.633),(8 18029.646),(9 18062.313),(10 17927.21),(11 18106.264),(12 18443.504),(13 17781.744),(14 18142.152),(15 18394.234),(16 18154.172),(17 18181.139),(18 18055.11),(19 18373.023),(20 18601.71),(21 18965.268),(22 19057.805),(23 18965.674),(24 18519.63),(25 18668.01),(26 18867.994),(27 18717.055),(28 18548.432),(29 18456.197),(30 18592.002),(31 18545.922),(32 18548.777),(33 18856.533),(34 18795.633),(35 18565.766),(36 18413.076),(37 18554.99),(38 18712.309),(39 18936.229),(40 18964.785),(41 18948.75),(42 18934.326),(43 18878.229),(44 18304.355),(45 18196.498),(46 18044.396),(47 18048.158),(48 18098.512),(49 18437.805),(50 18648.648),(51 18527.34),(52 18425.68),(53 18353.678),(54 18435.652),(55 18972.92),(56 19016.488),(57 18750.898),(58 18668.1),(59 19055.834),(60 19384.412),(61 19751.824),(62 19992.352),(63 19864.748),(64 19989.541),(65 19929.15),(66 19882.781),(67 20306.605),(68 20262.47),(69 20322.266),(70 19950.318),(71 20055.74),(72 20247.54),(73 20082.588),(74 20457.324),(75 20550.553),(76 20209.611),(77 20177.658),(78 19908.838),(79 20137.545),
(1 10746.152),(2 16190.979),(3 17781.082),(4 17475.191),(5 16787.688),(6 17296.129),(7 17816.672),(8 17769.764),(9 17752.135),(10 17548.389),(11 17719.684),(12 17750.6),(13 17488.861),(14 18064.154),(15 18156.105),(16 17893.018),(17 17706.213),(18 17604.938),(19 18247.916),(20 18111.76),(21 18245.957),(22 18140.521),(23 18469.918),(24 18077.848),(25 18108.545),(26 17985.893),(27 17981.504),(28 18198.85),(29 18318.742),(30 18248.135),(31 18357.09),(32 18623.498),(33 18897.45),(34 18806.832),(35 18705.445),(36 18528.104),(37 18292.346),(38 18068.436),(39 18226.482),(40 18299.57),(41 18093.21),(42 18017.389),(43 18207.74),(44 18228.525),(45 17906.068),(46 17772.008),(47 18132.043),(48 18225.213),(49 18436.318),(50 18594.668),(51 18580.992),(52 18510.545),(53 18677.877),(54 18901.6),(55 19231.04),(56 19249.82),(57 19255.111),(58 19173.03),(59 19173.412),(60 19254.006),(61 19190.098),(62 19559.652),(63 19520.957),(64 19655.574),(65 19547.963),(66 19268.955),(67 19581.432),(68 19436.771),(69 19628.377),(70 19229.555),(71 19221.186),(72 19171.152),(73 18828.596),(74 19180.28),(75 19472.168),(76 19152.07),(77 18923.814),(78 18847.213),(79 19277.195),
(1 10388.725),(2 15760.099),(3 17324.232),(4 17459.102),(5 17147.531),(6 17327.256),(7 17679.146),(8 17830.023),(9 17678.889),(10 17387.09),(11 17073.605),(12 16943.967),(13 16747.238),(14 16905.623),(15 17020.91),(16 16981.861),(17 16920.252),(18 17088.863),(19 17401.715),(20 17516.271),(21 17541.043),(22 17675.781),(23 17435.914),(24 17156.352),(25 16921.223),(26 16989.467),(27 16913.436),(28 16943.738),(29 16919.371),(30 16980.324),(31 16882.395),(32 16727.832),(33 17040.148),(34 17269.887),(35 17416.19),(36 17469.186),(37 17263.145),(38 17453.988),(39 17280.922),(40 17544.04),(41 17498.008),(42 17572.844),(43 17703.426),(44 17570.916),(45 17391.957),(46 17411.918),(47 17693.861),(48 17793.625),(49 17695.236),(50 17874.854),(51 17743.518),(52 17672.701),(53 17607.941),(54 18035.277),(55 18291.416),(56 17978.955),(57 17965.703),(58 18086.9),(59 18331.184),(60 18301.484),(61 18468.092),(62 18814.23),(63 18632.316),(64 18666.926),(65 18517.65),(66 18326.14),(67 18684.855),(68 18710.709),(69 18743.547),(70 18224.111),(71 18151.303),(72 18577.541),(73 18278.156),(74 18546.494),(75 18911.615),(76 18876.684),(77 18580.4),(78 18503.557),(79 19158.291),
(1 10524.448),(2 15821.669),(3 17057.092),(4 16724.313),(5 16328.019),(6 16531.549),(7 16541.371),(8 16923.486),(9 17098.578),(10 16953.434),(11 16855.309),(12 16455.516),(13 16448.398),(14 17146.598),(15 17152.107),(16 17281.447),(17 17193.125),(18 17405.098),(19 17405.14),(20 17118.996),(21 17256.594),(22 17344.346),(23 17319.645),(24 16833.555),(25 16436.096),(26 16750.805),(27 17005.434),(28 17069.553),(29 16815.459),(30 16681.986),(31 16941.287),(32 16695.824),(33 17015.67),(34 17358.646),(35 17072.605),(36 16604.63),(37 16413.66),(38 16838.828),(39 16898.967),(40 16826.88),(41 16977.49),(42 17020.38),(43 17107.533),(44 17022.479),(45 17064.863),(46 16919.271),(47 16894.662),(48 17156.691),(49 17284.207),(50 17255.28),(51 17196.145),(52 17259.537),(53 17472.088),(54 17878.64),(55 17748.508),(56 17548.936),(57 17901.441),(58 17995.04),(59 18357.229),(60 18322.771),(61 17926.248),(62 18329.215),(63 18065.12),(64 18316.781),(65 18224.264),(66 18238.973),(67 18427.51),(68 18711.814),(69 18772.91),(70 18271.217),(71 18181.07),(72 18360.662),(73 18171.523),(74 18487.412),(75 18775.615),(76 18696.354),(77 18439.55),(78 18472.691),(79 18899.17),
(1 9917.138),(2 14694.684),(3 16115.509),(4 15665.635),(5 15487.682),(6 15674.815),(7 15758.389),(8 16010.22),(9 16251.882),(10 16133.835),(11 16156.376),(12 15818.364),(13 15809.665),(14 16342.398),(15 16399.717),(16 16275.682),(17 16258.715),(18 16565.688),(19 16305.91),(20 16171.975),(21 16024.811),(22 16115.99),(23 16176.444),(24 16080.898),(25 15932.575),(26 15881.464),(27 16057.439),(28 16292.382),(29 16410.404),(30 16599.338),(31 16674.857),(32 16469.893),(33 16660.451),(34 16593.627),(35 16505.523),(36 16271.663),(37 16040.425),(38 16138.209),(39 16182.541),(40 16128),(41 16341.19),(42 16477.24),(43 16581.81),(44 16352.757),(45 16021.069),(46 15809.229),(47 16042.565),(48 16101.8955),(49 16071.29),(50 16416.037),(51 16286.823),(52 16303.993),(53 16248.329),(54 16454.896),(55 16350.916),(56 16233.369),(57 16653.363),(58 16678.543),(59 16905.637),(60 16929.383),(61 16928.725),(62 17250.764),(63 17231.783),(64 17257.902),(65 17136.477),(66 17190.883),(67 17749.193),(68 17792.969),(69 17810.95),(70 17814.26),(71 17775.566),(72 17797.104),(73 17727.21),(74 18233.418),(75 18253.1),(76 18341.754),(77 17928.387),(78 17950.469),(79 18284.002),
(1 9491.762),(2 13877.399),(3 15445.844),(4 15550.68),(5 15160),(6 15070.898),(7 15522.94),(8 15587.081),(9 15502.032),(10 15306.372),(11 15602.328),(12 15795.476),(13 15687.323),(14 15886.257),(15 15826.929),(16 15875.677),(17 15790.265),(18 15995.609),(19 16003.074),(20 15744.495),(21 15694.6455),(22 15699.758),(23 15670.485),(24 15472.38),(25 15029.21),(26 15476.582),(27 15714.829),(28 15579.082),(29 15383.982),(30 15390.54),(31 15940.411),(32 15669.558),(33 15903.826),(34 15681.502),(35 15598.026),(36 15326.567),(37 15228.329),(38 15429.163),(39 15372.888),(40 15612.362),(41 15694.862),(42 15902.94),(43 16176.433),(44 15904.56),(45 15902.455),(46 16034.918),(47 16152.185),(48 15965.357),(49 15943.613),(50 16048.179),(51 16156.205),(52 16017.078),(53 15896.6045),(54 16109.682),(55 16323.802),(56 16029.39),(57 16209.868),(58 16249.754),(59 16419.92),(60 16456.406),(61 16671.596),(62 16609.275),(63 16769.965),(64 16809.264),(65 16777.912),(66 16907.666),(67 17316.088),(68 17255.832),(69 17266.13),(70 16877.773),(71 16724.36),(72 16657.617),(73 16663.654),(74 16835.93),(75 17081.016),(76 17091.924),(77 16822.525),(78 16673.08),(79 16901.203),
(1 9116.154),(2 13357.969),(3 14661.836),(4 14920.992),(5 14650.302),(6 14678.378),(7 15028.551),(8 15126.329),(9 15320.532),(10 14997.882),(11 14967.505),(12 14860.302),(13 15302.249),(14 15421.274),(15 15553.268),(16 15788.879),(17 15439.376),(18 15527.669),(19 15642.747),(20 15162.242),(21 15158.944),(22 15071.447),(23 14872.651),(24 14793.443),(25 14511.287),(26 14775.351),(27 15019.756),(28 14848.819),(29 14661.505),(30 14931.551),(31 15434.816),(32 15235.1045),(33 15347.595),(34 15317.058),(35 15223.147),(36 15069.354),(37 14812.033),(38 14923.386),(39 14903.077),(40 15163.217),(41 15110.412),(42 15019.381),(43 15229.275),(44 15081.264),(45 15069.634),(46 15087.947),(47 15252.618),(48 15281.714),(49 15273.477),(50 15535.217),(51 15284.985),(52 15333.746),(53 15221.675),(54 15181.985),(55 15577.84),(56 15670.727),(57 15905.824),(58 15835.145),(59 15957.99),(60 15948.44),(61 15772.48),(62 15943.761),(63 16044.211),(64 16163.811),(65 16268.202),(66 16420.418),(67 16312.219),(68 16340.504),(69 16515.246),(70 16669.854),(71 16429.508),(72 16472.111),(73 16121.044),(74 16362.193),(75 16510.938),(76 16530.55),(77 16295.034),(78 16494.664),(79 16738.95),
(1 8662.261),(2 12642.421),(3 13960.662),(4 13816.768),(5 13797.27),(6 13884.191),(7 14377.423),(8 14480.185),(9 14303.793),(10 14195.045),(11 14513.54),(12 14748.793),(13 14804.28),(14 14700.18),(15 14737.436),(16 14781.291),(17 14783.144),(18 14785.881),(19 15002.383),(20 14660.487),(21 14687.537),(22 14555.019),(23 14496.86),(24 14369.6045),(25 14188.059),(26 14375.551),(27 14534.8125),(28 14384.967),(29 14238.572),(30 14179.3),(31 14617.2),(32 14344.286),(33 14392.507),(34 14524.379),(35 14259.034),(36 14230.457),(37 14079.094),(38 14106.21),(39 14189.754),(40 14210.097),(41 14356.744),(42 14226.773),(43 14128.224),(44 14107.974),(45 14241.581),(46 14279.71),(47 14414.326),(48 14579.309),(49 14515.222),(50 14604.741),(51 14677.533),(52 14776.151),(53 14497.936),(54 14435.982),(55 14779.904),(56 14901.809),(57 14935.94),(58 15052.312),(59 15323.381),(60 15551.706),(61 15443.141),(62 15582.455),(63 15733.866),(64 15841.009),(65 16128.071),(66 16299.072),(67 15991.473),(68 15721.707),(69 15996.717),(70 15899.027),(71 15927.187),(72 15774.815),(73 15543.385),(74 15703.79),(75 15773.951),(76 15594.509),(77 15480.904),(78 15720.038),(79 15705.1455),
(1 8782.609),(2 12695.22),(3 13870.351),(4 13812.226),(5 13473.153),(6 13708.655),(7 13909.649),(8 13961.422),(9 13801.583),(10 13745.66),(11 14092.762),(12 14147.535),(13 14106.564),(14 14121.458),(15 14348.013),(16 14418.323),(17 14442.901),(18 14465.96),(19 14493.426),(20 14402.528),(21 14509.964),(22 14359.727),(23 14231.92),(24 14182.776),(25 13977.239),(26 14025.367),(27 13998.319),(28 14256.851),(29 13949.04),(30 13763.547),(31 14029.477),(32 14047.639),(33 14095.401),(34 13973.982),(35 14181.886),(36 14123.851),(37 14113.516),(38 14100.028),(39 13909.1455),(40 14005.351),(41 14121.934),(42 14137.474),(43 14356.499),(44 14316.017),(45 14322.483),(46 14172.212),(47 14214.891),(48 14228.063),(49 14180.922),(50 14358.998),(51 14223.703),(52 14420.681),(53 14345.512),(54 14135.079),(55 14449.187),(56 14311.3),(57 14377.767),(58 14575.057),(59 15082.484),(60 15192.369),(61 14979.773),(62 15343.764),(63 15271.584),(64 15342.028),(65 15452.482),(66 15558.522),(67 15415.237),(68 15501.769),(69 15436.28),(70 15353.081),(71 15372.052),(72 15285.852),(73 14906.199),(74 15085.348),(75 15327.421),(76 15341.127),(77 15372.297),(78 15491.242),(79 15813.573),
(1 8277.749),(2 12031.701),(3 13150.744),(4 13063.897),(5 12871.783),(6 13238.859),(7 13369.58),(8 13485.538),(9 13625.142),(10 13595.702),(11 13693.942),(12 13775.534),(13 13989.231),(14 14077.407),(15 13790.149),(16 13980.302),(17 14054.524),(18 13789.07),(19 13953.02),(20 13908.269),(21 13972.543),(22 13744.61),(23 13629.812),(24 13461.077),(25 13329.387),(26 13449.963),(27 13674.393),(28 13791.549),(29 13444.062),(30 13174.152),(31 13819.586),(32 13666.802),(33 13561.977),(34 13386.003),(35 13352.241),(36 13410.616),(37 13112.629),(38 13369.755),(39 13378.884),(40 13212.745),(41 13169.612),(42 13187.303),(43 13350.108),(44 13266.334),(45 13372.947),(46 13250.119),(47 13391.272),(48 13439.745),(49 13428.651),(50 13485.68),(51 13403.928),(52 13837.051),(53 13742.484),(54 13640.654),(55 13753.171),(56 13794.089),(57 13885.579),(58 13906.553),(59 14123.536),(60 14340.268),(61 14083.513),(62 14247.212),(63 14351.178),(64 14520.6875),(65 14559.461),(66 14506.915),(67 14444.52),(68 14247.999),(69 14310.986),(70 14245.624),(71 14356.273),(72 14479.514),(73 14170.68),(74 14267.127),(75 14562.431),(76 14752.344),(77 14577.603),(78 14574.906),(79 15026.122),
(1 7998.8135),(2 11512.189),(3 12410.726),(4 12466.59),(5 12231.317),(6 12380.118),(7 12523.582),(8 12689.006),(9 12755.106),(10 12461.435),(11 12593.635),(12 12655.271),(13 12741.846),(14 12930.566),(15 13181.588),(16 13174.22),(17 13335.339),(18 13076.08),(19 13219.172),(20 13192.5625),(21 13253.634),(22 13219.706),(23 13082.906),(24 12834.808),(25 12665.527),(26 12989.406),(27 13153.182),(28 13307.699),(29 13186.356),(30 12967.893),(31 13290.971),(32 13287.487),(33 13249.919),(34 13097.662),(35 13160.427),(36 13061.2705),(37 13045.54),(38 13098.886),(39 12895.26),(40 12767.528),(41 12814.718),(42 12996.222),(43 13190.33),(44 13119.145),(45 13083.843),(46 13193.265),(47 13218.37),(48 13249.086),(49 13266.605),(50 13283.599),(51 13389.938),(52 13553.25),(53 13638.403),(54 13617.242),(55 13682.408),(56 13406.327),(57 13453.164),(58 13603.787),(59 14003.15),(60 14098.699),(61 13767.251),(62 14019.137),(63 14243.781),(64 14455.722),(65 14603.325),(66 14462.667),(67 14626.661),(68 14423.682),(69 14472.825),(70 14445.29),(71 14452.685),(72 14395.388),(73 14394.227),(74 14526.182),(75 14617.863),(76 14787.395),(77 14629.235),(78 14807.074),(79 14839.903),
(1 8008.294),(2 11406.908),(3 12165.588),(4 12243.849),(5 12184.16),(6 12348.612),(7 12472.481),(8 12589.223),(9 12630.298),(10 12539.75),(11 12606.796),(12 12865),(13 12601.517),(14 12647.858),(15 13093.583),(16 12949.488),(17 13213.302),(18 13013.877),(19 13050.139),(20 12942.702),(21 13101.031),(22 12839.501),(23 12740.824),(24 12472.813),(25 12391.202),(26 12616.3125),(27 12581.179),(28 12707.749),(29 12694.619),(30 12710.842),(31 12901.8955),(32 12958.014),(33 12874.261),(34 12854.563),(35 12838.189),(36 12629.686),(37 12531.075),(38 12527.674),(39 12540.671),(40 12444.181),(41 12412.714),(42 12561.352),(43 12728.65),(44 12609.424),(45 12667.069),(46 12597.073),(47 12748.704),(48 12641.458),(49 12767.608),(50 12971.342),(51 12742.499),(52 12660.563),(53 12886.11),(54 13050.445),(55 13131.532),(56 13026.912),(57 13245.971),(58 13204.592),(59 13747.844),(60 13860.593),(61 13750.92),(62 13698.268),(63 13719.706),(64 14183.781),(65 14350.022),(66 14352.3955),(67 14334.589),(68 14317.833),(69 14250.134),(70 14203.414),(71 14061.119),(72 14054.779),(73 14143.785),(74 14283.777),(75 14368.758),(76 14502.623),(77 14452.525),(78 14585.84),(79 14634.039),
(1 7741.8774),(2 11139.309),(3 11726.755),(4 11622.926),(5 11578.149),(6 11542.725),(7 11946.646),(8 12190.056),(9 12129.8),(10 12109.649),(11 12245.66),(12 12277.492),(13 12199.268),(14 12461.79),(15 12473.063),(16 12527.802),(17 12777.901),(18 12518.191),(19 12139.462),(20 12384.998),(21 12398.939),(22 12290.056),(23 12287.137),(24 12045.225),(25 11971.339),(26 12239.749),(27 12266.156),(28 12260.809),(29 12067.123),(30 12122.847),(31 12121.52),(32 12136.502),(33 12275.669),(34 12304.384),(35 12228.765),(36 12171.657),(37 12177.196),(38 12226.439),(39 12183.567),(40 12048.127),(41 12117.785),(42 12326.646),(43 12362.2),(44 12227.344),(45 12385.522),(46 12473.016),(47 12482.25),(48 12436.168),(49 12266.688),(50 12696.5),(51 12717.943),(52 12769.232),(53 12631.782),(54 12712.472),(55 13057.695),(56 12742.181),(57 12838.758),(58 12859.484),(59 13028.805),(60 13122.563),(61 13272.339),(62 13256.603),(63 13098.364),(64 13331.518),(65 13430.046),(66 13450.771),(67 13431.397),(68 13365.811),(69 13562.297),(70 13589.312),(71 13598.323),(72 13498.349),(73 13354.042),(74 13535.209),(75 13506.897),(76 13538.555),(77 13455.998),(78 13591.642),(79 13885.338),
(1 7378.988),(2 10351.373),(3 10978.14),(4 10980.937),(5 10959.648),(6 11038.014),(7 11272.813),(8 11478.3545),(9 11606.931),(10 11440.092),(11 11388.222),(12 11288.661),(13 11710.703),(14 11841.758),(15 11825.69),(16 11930.41),(17 11992.424),(18 11682.622),(19 11608.733),(20 11942.8545),(21 12091.545),(22 11843.536),(23 11767.168),(24 11624.82),(25 11393.609),(26 11666.282),(27 11799.284),(28 11753.979),(29 11655.66),(30 11515.623),(31 11635.556),(32 11644.848),(33 11681.001),(34 11702.22),(35 11661.309),(36 11617.296),(37 11295.379),(38 11506.8),(39 11662.002),(40 11557.289),(41 11648.991),(42 11773.043),(43 11939.692),(44 11750.701),(45 11713.496),(46 11770.547),(47 11844.524),(48 11948.659),(49 11915.07),(50 11981.763),(51 12089.385),(52 12093.437),(53 12057.757),(54 12181.666),(55 12512.816),(56 12544.036),(57 12572.73),(58 12573.825),(59 12894.8545),(60 13028.449),(61 12883.836),(62 13071.582),(63 12947.884),(64 13262.197),(65 13303.114),(66 13438.727),(67 13540.537),(68 13400.065),(69 13405.944),(70 13367.617),(71 13370.371),(72 13306.281),(73 13144.007),(74 13401.613),(75 13457.032),(76 13455.488),(77 13693.229),(78 13928.574),(79 13962.761),
(1 7223.056),(2 10122.173),(3 11093.031),(4 11020.913),(5 10936.573),(6 11047.574),(7 11397.894),(8 11477.169),(9 11354.228),(10 11082.833),(11 11120.429),(12 11261.68),(13 11340.326),(14 11394.676),(15 11817.476),(16 12024.882),(17 11907.762),(18 11826.04),(19 11983.95),(20 11954.72),(21 12059.427),(22 11746.331),(23 11761.495),(24 11762.767),(25 11663.232),(26 11932.821),(27 11868.88),(28 11850.2),(29 11796.567),(30 11917.772),(31 12081.725),(32 11989.151),(33 12041.995),(34 11931.144),(35 12200.973),(36 12233.313),(37 11924.795),(38 11952.477),(39 11818.184),(40 11938.682),(41 11826.196),(42 11925.505),(43 11909.614),(44 11851.0205),(45 11907.998),(46 11703.469),(47 11757.03),(48 11988.012),(49 11872.156),(50 11839.187),(51 11980.32),(52 11879.502),(53 12049.905),(54 12060.6),(55 12404.699),(56 12345.593),(57 12405.498),(58 12210.918),(59 12374.211),(60 12333.443),(61 12249.623),(62 12368.272),(63 12448.889),(64 12451.073),(65 12488.069),(66 12621.794),(67 12814.158),(68 12774.457),(69 12894.974),(70 12938.249),(71 13003.873),(72 12705.877),(73 12599.173),(74 12821.064),(75 12927.608),(76 13063.79),(77 13194.596),(78 13249.758),(79 13428.139),
(1 7094.3916),(2 9999.841),(3 10584.953),(4 10581.339),(5 10568.354),(6 10619.392),(7 10795.54),(8 11031.426),(9 11109.911),(10 10811.325),(11 10868.099),(12 11045.4),(13 11093.624),(14 11106.806),(15 11184.557),(16 11318.18),(17 11218.195),(18 11077.76),(19 11240.391),(20 11241.298),(21 11204.934),(22 11097.399),(23 11112.038),(24 11031.828),(25 11024.602),(26 11355.94),(27 11557.341),(28 11403.674),(29 11385.459),(30 11430.511),(31 11368.302),(32 11266.855),(33 11333.041),(34 11334.326),(35 11311.799),(36 11416.046),(37 11072.265),(38 11210.558),(39 11334.577),(40 11395.802),(41 11297.481),(42 11281.2),(43 11377.205),(44 11170.804),(45 11244.524),(46 11315.615),(47 11349.696),(48 11191.776),(49 11192.647),(50 11408.976),(51 11434.48),(52 11521.95),(53 11402.577),(54 11355.086),(55 11764.568),(56 11932.886),(57 11975.231),(58 11837.737),(59 12024.85),(60 12233.742),(61 12006.462),(62 12131.636),(63 12169.8),(64 12222.539),(65 12143.388),(66 12230.935),(67 12444.703),(68 12440.033),(69 12415.398),(70 12156.855),(71 12331.555),(72 12161.5625),(73 12096.019),(74 12155.574),(75 12411.07),(76 12281.91),(77 12389.565),(78 12410.493),(79 12617.163),
(1 6748.902),(2 9400.177),(3 10138.818),(4 10304.376),(5 9956.499),(6 9893.246),(7 10051.157),(8 10283.731),(9 10365.014),(10 10229.55),(11 10182.356),(12 10372.386),(13 10380.577),(14 10541.536),(15 10686.765),(16 10692.243),(17 10641.156),(18 10527.953),(19 10640.099),(20 10765.585),(21 10812.536),(22 10803.448),(23 10865.839),(24 10736.3),(25 10579.98),(26 10721.298),(27 10790.932),(28 10823.559),(29 10870.412),(30 10882.911),(31 10985.974),(32 11091.879),(33 11039.367),(34 11018.954),(35 10851.69),(36 10992.178),(37 10808.114),(38 10781.525),(39 10583.048),(40 10655.396),(41 10714.373),(42 10631.876),(43 10857.16),(44 10808.083),(45 10664.114),(46 10720.935),(47 11009.573),(48 10933.421),(49 10778.191),(50 10690.645),(51 10625.397),(52 10716.635),(53 10822.532),(54 10833.447),(55 11011.281),(56 10960.965),(57 11091.803),(58 10968.895),(59 11196.62),(60 11345.58),(61 11213.487),(62 11496.516),(63 11470.994),(64 11521.612),(65 11452.749),(66 11608.257),(67 11756.55),(68 11615.424),(69 11766.871),(70 11705.736),(71 11741.529),(72 11662.188),(73 11587.548),(74 11794.669),(75 11819.157),(76 11865.565),(77 11778.634),(78 11688.331),(79 11884.886),
