1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 16976.86),(2 48199.426),(3 103301.01),(4 175946.2),(5 263417.66),(6 356685.88),(7 466247.34),(8 578960.3),(9 689817.8),(10 812575.2),(11 945341.8),(12 1072582.5),(13 1210169.3),(14 1345573.4),(15 1475382.6),(16 1618214),(17 1753204.1),(18 1890085.6),(19 2028935.1),(20 2166588.3),(21 2304202.3),(22 2461697.3),(23 2613137.8),(24 2727223.5),(25 2837892.8),(26 2942739),(27 3050944),(28 3165651.3),(29 3319793.8),(30 3496913.8),(31 3699431.3),(32 3898848.8),(33 4113298.8),(34 4364228.5),(35 4577207.5),(36 4809040.5),(37 5025696),(38 5215447.5),(39 5390700),(40 5592340),(41 5805405.5),(42 6038340),(43 6301864.5),(44 6534268),(45 6807960.5),(46 7099018.5),(47 7376568.5),(48 7668364),(49 7925959.5),(50 8152321.5),(51 8344034),(52 8579591),(53 8774004),(54 8956590),(55 9087989),(56 9233059),(57 9400851),(58 9545967),(59 9709696),(60 9954761),(61 10112227),(62 10291274),(63 10478531),(64 10619887),(65 10733151),(66 10906953),(67 11015433),(68 11134681),(69 11265715),(70 11451436),(71 11640116),(72 11894612),(73 12098421),(74 12350259),(75 12563971),(76 12780661),(77 13019492),(78 13367236),(79 13580253),
(1 548.4723),(2 774.8628),(3 987.02765),(4 1094.3619),(5 1164.3053),(6 1223.5505),(7 1270.526),(8 1321.0496),(9 1337.6917),(10 1372.7328),(11 1411.5734),(12 1415.2982),(13 1432.872),(14 1445.7703),(15 1452.4575),(16 1481.5016),(17 1500.8048),(18 1494.8494),(19 1505.3546),(20 1530.1165),(21 1522.557),(22 1526.3983),(23 1527.6775),(24 1519.4691),(25 1530.6508),(26 1542.7085),(27 1554.4948),(28 1569.0143),(29 1560.0125),(30 1561.0728),(31 1588.1749),(32 1566.4767),(33 1577.3899),(34 1588.0863),(35 1570.588),(36 1573.615),(37 1578.8788),(38 1559.1155),(39 1583.532),(40 1604.2231),(41 1597.6707),(42 1613.7123),(43 1645.2852),(44 1639.6644),(45 1639.8281),(46 1659.6803),(47 1646.3016),(48 1665.3468),(49 1691.3639),(50 1675.8469),(51 1677.4349),(52 1688.7284),(53 1687.1708),(54 1695.494),(55 1670.9626),(56 1664.4406),(57 1674.9966),(58 1638.4274),(59 1646.2988),(60 1663.6846),(61 1644.2739),(62 1646.7863),(63 1663.2808),(64 1638.6367),(65 1647.6655),(66 1658.5549),(67 1631.194),(68 1607.3766),(69 1621.1683),(70 1600.5264),(71 1592.4591),(72 1617.3994),(73 1583.1345),(74 1588.625),(75 1623.8224),(76 1604.5431),(77 1605.7124),(78 1629.7435),(79 1605.7532),
(1 528.4374),(2 765.3015),(3 945.8449),(4 1055.3735),(5 1131.4944),(6 1180.9513),(7 1227.7615),(8 1261.5981),(9 1273.3867),(10 1320.403),(11 1337.3749),(12 1338.2634),(13 1355.9779),(14 1377.993),(15 1387.2141),(16 1401.4436),(17 1431.3113),(18 1417.4255),(19 1427.1516),(20 1460.4904),(21 1453.7987),(22 1468.1951),(23 1479.0919),(24 1461.5107),(25 1457.6649),(26 1480.0562),(27 1494.7369),(28 1518.1987),(29 1512.6328),(30 1513.4794),(31 1532.0524),(32 1497.1069),(33 1506.3252),(34 1519.784),(35 1504.0266),(36 1514.5813),(37 1524.4865),(38 1512.5875),(39 1532.9921),(40 1546.4653),(41 1534.4521),(42 1529.8148),(43 1549.6703),(44 1535.3173),(45 1546.556),(46 1554.9498),(47 1540.821),(48 1543.0659),(49 1566.8723),(50 1548.0106),(51 1559.0609),(52 1571.2129),(53 1566.4664),(54 1573.5767),(55 1555.8854),(56 1551.095),(57 1558.076),(58 1540.1312),(59 1554.7339),(60 1573.1433),(61 1549.7527),(62 1560.565),(63 1579.9205),(64 1561.4501),(65 1565.7012),(66 1572.696),(67 1563.1307),(68 1540.042),(69 1550.4485),(70 1530.9635),(71 1524.4163),(72 1538.0083),(73 1513.6812),(74 1502.2441),(75 1554.2322),(76 1540.8585),(77 1525.8451),(78 1535.0973),(79 1527.6323),
(1 530.29175),(2 765.34827),(3 930.40375),(4 1034.5994),(5 1121.5264),(6 1172.6139),(7 1206.8616),(8 1254.1177),(9 1284.8342),(10 1320.9535),(11 1357.6448),(12 1365.6196),(13 1373.5828),(14 1389.8622),(15 1399.1306),(16 1397.0803),(17 1421.7052),(18 1435.0682),(19 1450.4072),(20 1437.4462),(21 1446.2355),(22 1458.3473),(23 1492.03),(24 1483.5919),(25 1485.0222),(26 1501.4136),(27 1500.5093),(28 1530.7069),(29 1529.6626),(30 1521.6039),(31 1537.2706),(32 1523.4869),(33 1529.6411),(34 1562.3296),(35 1551.1731),(36 1556.3162),(37 1572.2766),(38 1549.1149),(39 1562.6897),(40 1574.3135),(41 1561.0088),(42 1558.8762),(43 1579.7839),(44 1555.4939),(45 1552.5037),(46 1571.9507),(47 1559.5746),(48 1571.9318),(49 1576.078),(50 1542.254),(51 1555.2291),(52 1559.124),(53 1538.265),(54 1567.3236),(55 1559.563),(56 1542.9957),(57 1547.1514),(58 1510.402),(59 1519.6345),(60 1544.7728),(61 1538.2925),(62 1545.3915),(63 1571.9607),(64 1551.0139),(65 1545.7101),(66 1556.0054),(67 1536.871),(68 1529.2914),(69 1542.192),(70 1515.379),(71 1522.2272),(72 1552.9476),(73 1527.7838),(74 1518.5994),(75 1557.2257),(76 1551.3682),(77 1536.944),(78 1545.6587),(79 1547.4567),
(1 503.99652),(2 713.80273),(3 877.50934),(4 962.4256),(5 1039.482),(6 1081.8165),(7 1124.5032),(8 1166.4578),(9 1196.6915),(10 1231.7502),(11 1270.1033),(12 1289.0663),(13 1299.2909),(14 1314.8336),(15 1331.9324),(16 1345.1038),(17 1343.6459),(18 1365.6172),(19 1386.9475),(20 1396.8651),(21 1397.9604),(22 1403.8651),(23 1412.6403),(24 1405.6232),(25 1408.3711),(26 1419.631),(27 1425.4363),(28 1450.9672),(29 1438.6414),(30 1440.2028),(31 1443.213),(32 1436.5239),(33 1437.2778),(34 1443.0817),(35 1435.7035),(36 1446.9584),(37 1469.109),(38 1460.0804),(39 1450.6776),(40 1450.2957),(41 1438.2909),(42 1430.4061),(43 1462.916),(44 1444.5416),(45 1455.994),(46 1469.3376),(47 1477.0375),(48 1466.3054),(49 1473.2526),(50 1449.9529),(51 1456.1919),(52 1465.8151),(53 1458.9119),(54 1484.7955),(55 1479.4894),(56 1479.6827),(57 1486.1923),(58 1464.4042),(59 1470.6847),(60 1487.9877),(61 1488.967),(62 1485.4958),(63 1512.9999),(64 1487.3066),(65 1487.6514),(66 1505.2091),(67 1476.029),(68 1476.4006),(69 1496.1561),(70 1467.3237),(71 1476.4347),(72 1499.0883),(73 1479.9165),(74 1495.4904),(75 1510.8757),(76 1501.5535),(77 1487.2566),(78 1499.916),(79 1497.6001),
(1 513.0973),(2 722.61774),(3 876.76373),(4 962.0608),(5 1026.8898),(6 1069.7112),(7 1110.2545),(8 1152.827),(9 1176.9835),(10 1208.0717),(11 1243.6481),(12 1258.738),(13 1268.7992),(14 1292.8718),(15 1292.704),(16 1303.1095),(17 1329.5284),(18 1341.5547),(19 1338.493),(20 1358.158),(21 1352.2003),(22 1365.6154),(23 1375.5691),(24 1363.2941),(25 1386.3093),(26 1402.9052),(27 1408.6638),(28 1424.3856),(29 1428.9286),(30 1433.8717),(31 1447.169),(32 1436.0426),(33 1440.568),(34 1442.1395),(35 1436.6844),(36 1444.7655),(37 1477.9204),(38 1452.5402),(39 1448.187),(40 1471.8604),(41 1454.7606),(42 1453.8022),(43 1476.0186),(44 1478.7539),(45 1483.895),(46 1513.813),(47 1513.5446),(48 1499.7368),(49 1513.2056),(50 1499.8401),(51 1508.7571),(52 1526.6351),(53 1497.4579),(54 1505.3959),(55 1489.1437),(56 1481.8363),(57 1489.2865),(58 1469.0969),(59 1471.4814),(60 1478.7673),(61 1468.0468),(62 1451.0148),(63 1474.359),(64 1453.5002),(65 1450.8231),(66 1469.7681),(67 1442.9781),(68 1433.4562),(69 1444.7474),(70 1428.7251),(71 1423.7296),(72 1438.4514),(73 1418.3898),(74 1438.5072),(75 1487.7032),(76 1475.7762),(77 1475.023),(78 1495.0139),(79 1492.3235),
(1 504.33456),(2 707.55),(3 865.88196),(4 952.25665),(5 1022.58203),(6 1069.1279),(7 1096.1835),(8 1147.7854),(9 1167.7671),(10 1190.5746),(11 1219.4857),(12 1217.7246),(13 1227.1002),(14 1240.6609),(15 1253.94),(16 1260.9896),(17 1292.806),(18 1305.8176),(19 1321.108),(20 1330.5427),(21 1326.3041),(22 1345.7052),(23 1371.914),(24 1357.563),(25 1355.4872),(26 1370.8599),(27 1372.6971),(28 1394.9873),(29 1391.1198),(30 1385.8048),(31 1405.2059),(32 1390.5897),(33 1407.9836),(34 1420.919),(35 1404.5125),(36 1412.9929),(37 1425.8645),(38 1400.37),(39 1403.51),(40 1423.341),(41 1403.2665),(42 1401.2416),(43 1427.5955),(44 1402.0308),(45 1400.6882),(46 1436.7335),(47 1421.5442),(48 1428.1154),(49 1452.2583),(50 1442.4464),(51 1457.3855),(52 1467.6741),(53 1444.0238),(54 1447.2551),(55 1429.1667),(56 1422.8239),(57 1429.8926),(58 1409.1229),(59 1403.0493),(60 1406.686),(61 1378.4728),(62 1375.1747),(63 1400.811),(64 1370.5051),(65 1377.9229),(66 1387.3258),(67 1354.4872),(68 1356.6106),(69 1363.2089),(70 1337.1346),(71 1339.5044),(72 1349.4924),(73 1333.9493),(74 1358.6547),(75 1389.0775),(76 1375.1229),(77 1370.2928),(78 1395.1995),(79 1387.9904),
(1 504.04532),(2 701.33203),(3 861.1905),(4 953.14453),(5 1027.8059),(6 1065.2815),(7 1101.7001),(8 1140.4434),(9 1157.1465),(10 1187.7697),(11 1203.71),(12 1194.6094),(13 1201.839),(14 1217.5408),(15 1218.2163),(16 1217.9025),(17 1253.6837),(18 1266.3573),(19 1277.7234),(20 1281.993),(21 1272.3287),(22 1297.3364),(23 1317.5063),(24 1319.1603),(25 1314.4299),(26 1337.4596),(27 1341.586),(28 1364.7653),(29 1362.1592),(30 1355.8411),(31 1374.7013),(32 1360.2826),(33 1373.4043),(34 1396.122),(35 1378.2815),(36 1384.2948),(37 1398.1919),(38 1367.6896),(39 1366.5376),(40 1392.7489),(41 1384.7507),(42 1375.6892),(43 1394.9232),(44 1373.2786),(45 1383.151),(46 1380.0366),(47 1379.2828),(48 1377.0044),(49 1427.9331),(50 1417.1112),(51 1424.9739),(52 1435.4573),(53 1425.847),(54 1418.471),(55 1403.9015),(56 1407.9404),(57 1412.726),(58 1393.691),(59 1394.6062),(60 1396.7098),(61 1388.675),(62 1393.2704),(63 1408.5023),(64 1384.1146),(65 1384.7625),(66 1385.2739),(67 1376.6519),(68 1388.2545),(69 1394.1628),(70 1369.9305),(71 1383.6122),(72 1409.1553),(73 1380.8491),(74 1381.2393),(75 1387.5471),(76 1376.7517),(77 1372.5236),(78 1374.6104),(79 1368.7034),
(1 486.09802),(2 687.25854),(3 843.9577),(4 941.92975),(5 992.94403),(6 1023.6015),(7 1056.2622),(8 1105.8987),(9 1125.7283),(10 1147.0929),(11 1169.6818),(12 1160.4991),(13 1160.8708),(14 1161.3533),(15 1175.6257),(16 1202.625),(17 1216.3965),(18 1228.8843),(19 1236.4232),(20 1252.12),(21 1240.5029),(22 1248.9807),(23 1269.7072),(24 1275.5079),(25 1280.7012),(26 1309.872),(27 1294.9001),(28 1324.8099),(29 1319.2509),(30 1307.8231),(31 1334.9008),(32 1325.0133),(33 1323.8148),(34 1337.7024),(35 1310.2183),(36 1310.0476),(37 1309.8933),(38 1290.5764),(39 1297.4852),(40 1314.3806),(41 1298.2125),(42 1293.2869),(43 1307.7924),(44 1287.8717),(45 1291.5518),(46 1311.6725),(47 1304.5723),(48 1311.4869),(49 1350.8112),(50 1337.1517),(51 1359.3694),(52 1361.01),(53 1363.4467),(54 1357.6162),(55 1345.767),(56 1350.43),(57 1364.4133),(58 1362.8635),(59 1366.8463),(60 1383.22),(61 1372.7351),(62 1387.5555),(63 1412.9768),(64 1390.5154),(65 1387.0442),(66 1391.6987),(67 1363.5516),(68 1363.9805),(69 1392.5854),(70 1369.1893),(71 1364.5852),(72 1380.4779),(73 1363.3176),(74 1372.5138),(75 1378.9524),(76 1354.708),(77 1341.9288),(78 1347.3329),(79 1341.607),
(1 474.58154),(2 669.09155),(3 812.0946),(4 892.2327),(5 956.13043),(6 983.71967),(7 1021.9344),(8 1058.6023),(9 1085.3604),(10 1113.5295),(11 1141.0469),(12 1139.6993),(13 1134.8802),(14 1158.5775),(15 1163.1555),(16 1180.6674),(17 1202.0121),(18 1195.2045),(19 1206.66),(20 1223.1274),(21 1211.871),(22 1213.3108),(23 1239.8068),(24 1234.8108),(25 1239.434),(26 1253.2351),(27 1251.5645),(28 1267.4186),(29 1261.7379),(30 1257.9823),(31 1273.6351),(32 1263.0887),(33 1279.4),(34 1292.3829),(35 1274.3993),(36 1270.2416),(37 1275.846),(38 1257.0239),(39 1271.4993),(40 1286.0105),(41 1278.2153),(42 1284.6261),(43 1300.7202),(44 1298.412),(45 1299.5887),(46 1320.0392),(47 1310.8865),(48 1324.1113),(49 1361.2285),(50 1336.9443),(51 1350.5999),(52 1362.1477),(53 1350.1802),(54 1361.3258),(55 1349.6473),(56 1342.9409),(57 1355.038),(58 1345.9767),(59 1337.6243),(60 1354.1194),(61 1333.8086),(62 1344.5259),(63 1369.0759),(64 1340.409),(65 1332.1532),(66 1343.918),(67 1323.241),(68 1330.6439),(69 1349.2491),(70 1318.0378),(71 1314.0146),(72 1317.0438),(73 1316.06),(74 1321.0283),(75 1339.9689),(76 1310.9321),(77 1310.4664),(78 1331.8995),(79 1322.813),
(1 473.37018),(2 659.2174),(3 787.69946),(4 861.2867),(5 930.19745),(6 977.0359),(7 1017.013),(8 1046.4814),(9 1063.2399),(10 1099.74),(11 1136.1688),(12 1130.9569),(13 1136.4222),(14 1164.5808),(15 1175.6206),(16 1186.6462),(17 1203.5631),(18 1210.2484),(19 1215.659),(20 1236.9994),(21 1229.4763),(22 1231.6173),(23 1257.7156),(24 1244.0615),(25 1239.9391),(26 1240.0939),(27 1232.2347),(28 1248.1101),(29 1250.5851),(30 1253.6035),(31 1259.3701),(32 1239.2697),(33 1240.9419),(34 1255.8737),(35 1248.48),(36 1250.8604),(37 1256.4341),(38 1236.831),(39 1243.7898),(40 1254.7726),(41 1224.2932),(42 1214.4984),(43 1250.6719),(44 1246.2117),(45 1255.6154),(46 1275.02),(47 1249.4531),(48 1262.4238),(49 1289.2384),(50 1274.8374),(51 1300.3763),(52 1312.1212),(53 1297.1118),(54 1306.3655),(55 1296.3123),(56 1299.1057),(57 1311.0479),(58 1287.239),(59 1287.034),(60 1306.5322),(61 1291.8645),(62 1309.5743),(63 1333.4154),(64 1298.1512),(65 1286.4675),(66 1286.9213),(67 1266.4205),(68 1266.3152),(69 1284.5448),(70 1257.2632),(71 1254.3217),(72 1270.5334),(73 1255.5936),(74 1252.7722),(75 1281.7394),(76 1263.5206),(77 1259.7502),(78 1298.184),(79 1293.7864),
(1 465.92944),(2 652.0908),(3 783.15247),(4 849.4378),(5 907.8328),(6 943.7551),(7 984.3437),(8 1021.01154),(9 1038.0094),(10 1073.7128),(11 1109.4387),(12 1113.4513),(13 1125.8267),(14 1157.0759),(15 1159.171),(16 1169.6808),(17 1193.4637),(18 1178.3385),(19 1190.1454),(20 1213.7743),(21 1206.797),(22 1221.8528),(23 1237.7095),(24 1229.7955),(25 1232.2953),(26 1248.5245),(27 1242.0532),(28 1261.5399),(29 1260.4868),(30 1260.9005),(31 1267.5532),(32 1253.9293),(33 1259.7899),(34 1269.4736),(35 1248.2369),(36 1259.7108),(37 1278.6149),(38 1277.8308),(39 1266.465),(40 1274.5211),(41 1253.241),(42 1244.99),(43 1260.8716),(44 1251.7084),(45 1260.1715),(46 1293.8896),(47 1279.1218),(48 1286.1127),(49 1291.3544),(50 1281.1321),(51 1304.3274),(52 1311.488),(53 1307.2012),(54 1307.4906),(55 1307.6885),(56 1297.573),(57 1314.4285),(58 1297.2375),(59 1297.6581),(60 1328.6707),(61 1297.0377),(62 1297.4633),(63 1313.074),(64 1284.1729),(65 1293.5127),(66 1296.7665),(67 1263.9089),(68 1249.7454),(69 1259.6096),(70 1229.1572),(71 1227.1361),(72 1241.7983),(73 1222.8209),(74 1232.3713),(75 1254.7008),(76 1242.7935),(77 1248.1154),(78 1270.039),(79 1267.4656),
(1 460.1297),(2 652.2154),(3 788.93115),(4 857.6936),(5 908.6481),(6 942.0497),(7 996.67365),(8 1039.3198),(9 1058.8239),(10 1080.5775),(11 1111.1069),(12 1109.9398),(13 1121.0385),(14 1138.6908),(15 1141.8202),(16 1157.825),(17 1177.4395),(18 1167.8806),(19 1185.7809),(20 1203.275),(21 1205.2289),(22 1213.8678),(23 1237.2402),(24 1231.0254),(25 1234.5277),(26 1256.3297),(27 1239.904),(28 1267.1786),(29 1251.6698),(30 1252.8921),(31 1258.4065),(32 1244.2987),(33 1246.8492),(34 1253.6011),(35 1233.65),(36 1248.4916),(37 1261.517),(38 1241.6587),(39 1247.0128),(40 1246.1718),(41 1234.9781),(42 1230.0958),(43 1235.4674),(44 1220.9502),(45 1225.8323),(46 1259.2712),(47 1248.6656),(48 1245.8647),(49 1257.5531),(50 1251.5358),(51 1261.2256),(52 1279.5314),(53 1264.7091),(54 1275.4063),(55 1265.5281),(56 1259.7125),(57 1273.8257),(58 1251.5885),(59 1264.2434),(60 1291.1781),(61 1284.7192),(62 1289.9706),(63 1308.9193),(64 1290.147),(65 1283.599),(66 1275.6248),(67 1249.9146),(68 1254.744),(69 1258.3353),(70 1238.6436),(71 1248.2701),(72 1272.5891),(73 1238.8993),(74 1241.0728),(75 1258.3164),(76 1245.3524),(77 1247.8221),(78 1258.5455),(79 1252.7964),
(1 452.06955),(2 637.22644),(3 762.3891),(4 831.35),(5 883.54364),(6 918.09705),(7 953.8292),(8 992.344),(9 998.7539),(10 1026.7368),(11 1053.5286),(12 1063.1102),(13 1071.5818),(14 1093.7543),(15 1100.793),(16 1112.5972),(17 1133.6494),(18 1115.4847),(19 1134.3181),(20 1159.6416),(21 1153.0785),(22 1157.6084),(23 1170.6758),(24 1162.3676),(25 1173.7804),(26 1189.7551),(27 1189.1344),(28 1206.9823),(29 1198.5131),(30 1205.3828),(31 1206.6952),(32 1199.7659),(33 1200.6481),(34 1213.3696),(35 1199.2067),(36 1201.6322),(37 1221.1974),(38 1199.4896),(39 1204.2142),(40 1212.9089),(41 1198.7048),(42 1194.8541),(43 1220.5126),(44 1203.3425),(45 1203.535),(46 1226.3005),(47 1217.4427),(48 1217.1548),(49 1237.4568),(50 1235.8114),(51 1231.3611),(52 1241.1835),(53 1228.2858),(54 1235.4865),(55 1225.2323),(56 1222.5172),(57 1240.6296),(58 1227.6361),(59 1218.3828),(60 1248.3514),(61 1242.1216),(62 1245.1455),(63 1264.1969),(64 1244.917),(65 1235.1432),(66 1230.0582),(67 1212.7965),(68 1208.2765),(69 1221.4407),(70 1203.5543),(71 1209.8724),(72 1225.1735),(73 1197.1609),(74 1198.7584),(75 1211.729),(76 1208.0446),(77 1207.8462),(78 1238.5366),(79 1237.2902),
(1 454.38797),(2 615.24725),(3 751.5976),(4 817.0787),(5 869.393),(6 909.6401),(7 951.3965),(8 992.2737),(9 996.45416),(10 1021.7852),(11 1064.9033),(12 1063.6718),(13 1074.0033),(14 1091.3481),(15 1084.4987),(16 1093.2941),(17 1106.1296),(18 1104.0295),(19 1106.4374),(20 1133.1173),(21 1123.7258),(22 1136.6339),(23 1158.0853),(24 1153.6279),(25 1172.0083),(26 1185.4502),(27 1184.5132),(28 1215.4647),(29 1220.7609),(30 1219.2444),(31 1228.0315),(32 1215.5377),(33 1198.2542),(34 1224.0051),(35 1217.1453),(36 1211.7794),(37 1223.6464),(38 1212.8237),(39 1206.1749),(40 1228.3608),(41 1201.3192),(42 1197.6035),(43 1207.8035),(44 1183.8262),(45 1187.6445),(46 1209.0271),(47 1194.9976),(48 1191.3783),(49 1197.0377),(50 1199.5702),(51 1201.9999),(52 1208.8463),(53 1202.4391),(54 1217.2091),(55 1186.2745),(56 1180.3405),(57 1194.869),(58 1174.8335),(59 1179.3612),(60 1204.7455),(61 1192.4137),(62 1198.0813),(63 1206.8668),(64 1200.0387),(65 1208.9484),(66 1215.7235),(67 1206.4895),(68 1217.3704),(69 1222.5293),(70 1209.0773),(71 1207.2761),(72 1222.2832),(73 1202.3699),(74 1209.5481),(75 1237.2145),(76 1215.0367),(77 1213.3442),(78 1229.213),(79 1221.415),
(1 448.3985),(2 611.5129),(3 740.4684),(4 807.93243),(5 862.5194),(6 895.53577),(7 934.61005),(8 967.7833),(9 985.50525),(10 1003.5648),(11 1029.7988),(12 1030.3411),(13 1046.7603),(14 1067.6305),(15 1064.334),(16 1082.3937),(17 1106.5343),(18 1095.1711),(19 1089.1228),(20 1108.2196),(21 1083.9387),(22 1092.6339),(23 1113.4009),(24 1113.1282),(25 1121.1433),(26 1136.0679),(27 1142.2946),(28 1183.4137),(29 1171.3755),(30 1174.8912),(31 1188.3235),(32 1173.7189),(33 1169.5244),(34 1182.056),(35 1174.5891),(36 1174.8146),(37 1187.0916),(38 1173.9088),(39 1181.2169),(40 1192.5967),(41 1176.1235),(42 1186.727),(43 1193.2372),(44 1179.8953),(45 1185.5533),(46 1214.5396),(47 1200.8579),(48 1202.1627),(49 1203.3877),(50 1192.768),(51 1191.4393),(52 1209.6793),(53 1206.2698),(54 1210.4678),(55 1188.6865),(56 1193.5435),(57 1200.7767),(58 1191.9388),(59 1190.4974),(60 1213.9163),(61 1196.934),(62 1194.7894),(63 1209.5585),(64 1209.4843),(65 1205.1108),(66 1223.9498),(67 1212.0265),(68 1219.0239),(69 1233.7102),(70 1209.821),(71 1207.6824),(72 1230.1544),(73 1201.2755),(74 1211.3333),(75 1244.4595),(76 1225.5021),(77 1214.629),(78 1214.7964),(79 1194.7081),
(1 429.38907),(2 588.2501),(3 686.2559),(4 754.5907),(5 812.6097),(6 845.2938),(7 885.35),(8 925.4565),(9 937.3565),(10 962.0343),(11 988.9017),(12 992.93494),(13 1000.8097),(14 1011.45795),(15 1017.08386),(16 1031.3381),(17 1062.7882),(18 1063.949),(19 1054.3684),(20 1069.577),(21 1058.7527),(22 1062.0856),(23 1093.8645),(24 1097.5924),(25 1108.3838),(26 1121.8228),(27 1123.7255),(28 1145.1802),(29 1130.4474),(30 1130.9545),(31 1137.1206),(32 1134.1586),(33 1139.8041),(34 1146.5024),(35 1143.1666),(36 1141.5342),(37 1144.9039),(38 1134.3485),(39 1141.0175),(40 1146.1761),(41 1139.3243),(42 1143.4316),(43 1172.0903),(44 1155.4951),(45 1164.025),(46 1182.6259),(47 1180.037),(48 1189.5833),(49 1190.2762),(50 1179.4844),(51 1192.4393),(52 1208.0037),(53 1198.0325),(54 1203.1241),(55 1182.3768),(56 1194.7122),(57 1194.3108),(58 1173.5656),(59 1169.068),(60 1176.3597),(61 1161.3541),(62 1167.3278),(63 1195.2925),(64 1169.5146),(65 1168.4534),(66 1184.5763),(67 1173.6672),(68 1167.1105),(69 1169.6985),(70 1141.4792),(71 1136.7477),(72 1160.179),(73 1137.8092),(74 1128.2736),(75 1150.6947),(76 1131.678),(77 1140.1003),(78 1147.0457),(79 1136.1707),
