1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 414175.28),(2 703427.8),(3 819260.06),(4 1727127.6),(5 2440031.3),(6 3004833.3),(7 4233428),(8 5301897),(9 5947813.5),(10 7328056),(11 8453221),(12 9276847),(13 10827565),(14 11964139),(15 12757559),(16 14185660),(17 15285469),(18 16041823),(19 17484674),(20 18628750),(21 19324370),(22 20625606),(23 21770842),(24 22516566),(25 23831446),(26 25126538),(27 25943944),(28 27014448),(29 27993392),(30 28378536),(31 29238138),(32 30134896),(33 30701386),(34 31713890),(35 32810406),(36 33744684),(37 35102236),(38 36364830),(39 37351360),(40 38665420),(41 39672320),(42 40313396),(43 41391892),(44 42423892),(45 42870190),(46 43694332),(47 44634492),(48 44869412),(49 45514124),(50 46340830),(51 46431276),(52 46945812),(53 47732956),(54 47366016),(55 47520180),(56 47987852),(57 47462812),(58 47581524),(59 48149628),(60 47776896),(61 48176224),(62 49209250),(63 49390996),(64 50471044),(65 52078944),(66 52757120),(67 54296640),(68 56144764),(69 57088864),(70 58756468),(71 60717644),(72 61797740),(73 63418210),(74 65306750),(75 66342108),(76 67943976),(77 69883224),(78 70976220),(79 72441176),
(1 17468.37),(2 30284.178),(3 33716.07),(4 34968.47),(5 35737.81),(6 37758.074),(7 39757.375),(8 40697.883),(9 41100.664),(10 41435.67),(11 42286.324),(12 43265.297),(13 43691.72),(14 45371.516),(15 46867.242),(16 46960.246),(17 47655.703),(18 48576.28),(19 49013.227),(20 49338.64),(21 49505.29),(22 49691.62),(23 49270.11),(24 49320.55),(25 49361.656),(26 48719.227),(27 48995.965),(28 48701.17),(29 48541.383),(30 48978.168),(31 49180.902),(32 48465.773),(33 48665.34),(34 48918.64),(35 48963.383),(36 47618.453),(37 47252.4),(38 47285.305),(39 47389.055),(40 47805.43),(41 48257.19),(42 47463.61),(43 46910.266),(44 47214.58),(45 47248.137),(46 45986.34),(47 46824.563),(48 47041.59),(49 46620.4),(50 46606.7),(51 46297.97),(52 45712.836),(53 44909.902),(54 45680.156),(55 45934.71),(56 45302.855),(57 45376.57),(58 45010.523),(59 44283.734),(60 44776.996),(61 44674.957),(62 45925.395),(63 46459.063),(64 45932),(65 45348.01),(66 45083.29),(67 46572.15),(68 47017.082),(69 46741.508),(70 47223.297),(71 47887.66),(72 48423.53),(73 49234.59),(74 49436.883),(75 49399.063),(76 49358.4),(77 48675.04),(78 48472.945),(79 48592.883),
(1 16903.275),(2 28743.61),(3 31709.691),(4 33518.64),(5 34471.313),(6 36221.09),(7 37208.848),(8 37644.992),(9 38123.08),(10 39166.69),(11 40680.16),(12 41339.004),(13 41665.668),(14 42433.086),(15 43323.633),(16 43398.285),(17 44040.48),(18 45403.9),(19 45348.543),(20 45424.543),(21 45533.14),(22 45397.2),(23 45019.664),(24 45593.004),(25 45515.996),(26 45243.715),(27 45525.91),(28 45846.375),(29 45020.215),(30 44527.836),(31 44517.023),(32 44367.625),(33 44894.01),(34 44440.582),(35 44466.203),(36 44017.31),(37 43676.14),(38 44240.09),(39 44656.184),(40 45237.977),(41 44735.656),(42 44732.34),(43 45063.96),(44 45764.484),(45 45634.44),(46 45100.46),(47 46110.145),(48 45591.035),(49 45513.867),(50 45373.117),(51 45213.934),(52 44178.637),(53 43193.223),(54 43204.49),(55 43152.375),(56 43682.453),(57 44222.67),(58 44439.625),(59 44375.19),(60 44122.73),(61 43344.63),(62 43733.813),(63 43597.484),(64 43774.7),(65 43894.914),(66 44018.875),(67 44609.22),(68 44140.32),(69 44173.867),(70 44985.23),(71 45163.406),(72 45549.844),(73 46148.11),(74 46068.215),(75 46262.598),(76 46295.945),(77 46131.91),(78 45056.81),(79 44430.043),
(1 16804.326),(2 28999.143),(3 32855.04),(4 33842.996),(5 33362.91),(6 35299.33),(7 36714.95),(8 37677.64),(9 37600.953),(10 38419.156),(11 39443.684),(12 39210.25),(13 39345.07),(14 40259.043),(15 41113.625),(16 41152.426),(17 42614.56),(18 43646.184),(19 43451.63),(20 42710.09),(21 42797.293),(22 43498.168),(23 44243.69),(24 44524.176),(25 44751.477),(26 44459.996),(27 44705.37),(28 44697.844),(29 44462.695),(30 45099.223),(31 45075.023),(32 44653.547),(33 44617.395),(34 44957.926),(35 44865.14),(36 44357.18),(37 43947.83),(38 44310.61),(39 45007.3),(40 45808.035),(41 45687.703),(42 45265.25),(43 45239.953),(44 45415.797),(45 44816.992),(46 45156.527),(47 45720.406),(48 45516.156),(49 45086.957),(50 45398.945),(51 45792.953),(52 45052.926),(53 45329.535),(54 44955.934),(55 44955.066),(56 45717.508),(57 45517.31),(58 45943.176),(59 45894.14),(60 45385.543),(61 45174.426),(62 45006.223),(63 45196.125),(64 45263.656),(65 45115.977),(66 45084.816),(67 45102.574),(68 45934.566),(69 46078.266),(70 45380.63),(71 45514.332),(72 46101.824),(73 46099.266),(74 46136.496),(75 46806.38),(76 47072.02),(77 46786.285),(78 46793.426),(79 47116.742),
(1 16496.898),(2 28559.592),(3 31685.617),(4 32618.762),(5 32668.475),(6 34858.24),(7 36483.727),(8 37828.836),(9 38265.93),(10 39546.332),(11 41520.387),(12 41689.68),(13 41217.97),(14 42725.863),(15 43999.914),(16 43987.05),(17 44836.965),(18 45771.49),(19 45971.508),(20 45267.406),(21 45407.387),(22 45553.71),(23 46272.305),(24 47394.613),(25 47139.14),(26 46728.758),(27 47027.234),(28 47623.992),(29 47644.586),(30 47813.113),(31 47774.266),(32 47852.91),(33 47849.758),(34 47697.156),(35 47971.316),(36 47242.676),(37 46696.867),(38 46753.19),(39 47920.004),(40 48378.668),(41 48360.383),(42 47399.484),(43 47761.3),(44 48210.83),(45 47525.117),(46 47179.996),(47 47198.914),(48 47270.11),(49 47058.355),(50 46999.52),(51 45913.113),(52 45399.348),(53 45846.625),(54 45657.926),(55 45875.113),(56 46666.805),(57 45677.426),(58 45374.457),(59 45275.156),(60 44826.32),(61 44461.344),(62 44249.34),(63 44675.133),(64 44871.727),(65 45341.777),(66 45332.594),(67 46159.66),(68 46179.44),(69 46190.387),(70 45996.27),(71 45643.42),(72 45692.918),(73 46069.152),(74 46298.027),(75 46498.76),(76 46396.977),(77 46962.24),(78 47882.074),(79 47502.395),
(1 16137.326),(2 27412.713),(3 31446.799),(4 32843.582),(5 33045.813),(6 35576.766),(7 36495.656),(8 36642.83),(9 37550.766),(10 38695.086),(11 38787.87),(12 38792.215),(13 39371.44),(14 41473.082),(15 42708.41),(16 42885.008),(17 43696.887),(18 44797.926),(19 44632.34),(20 44867.867),(21 45041),(22 45189.418),(23 45401.563),(24 45022.66),(25 45176.8),(26 45250.082),(27 45279.867),(28 45465.113),(29 45898.813),(30 45238.656),(31 44754.727),(32 45430.715),(33 45589.227),(34 45572.953),(35 45709.7),(36 45606.89),(37 45340.914),(38 45678.82),(39 45651.027),(40 45642.594),(41 44897.535),(42 45176.824),(43 45280.184),(44 44697.645),(45 44047.88),(46 43804.313),(47 44305.926),(48 43885.688),(49 43003.223),(50 44159.16),(51 44599.164),(52 44013.133),(53 44223.79),(54 44156.613),(55 44537.65),(56 44645.715),(57 44519.418),(58 44624.926),(59 44380.207),(60 44386.484),(61 44091.805),(62 44243.94),(63 44149.336),(64 44588.48),(65 44971.133),(66 43973.215),(67 44072.08),(68 43596.383),(69 43940.457),(70 44318.89),(71 44009.06),(72 44394.867),(73 44693.305),(74 44793.97),(75 45223.84),(76 45589.43),(77 46131.605),(78 45652.223),(79 45332.234),
(1 16194.273),(2 27301.828),(3 30426.912),(4 30945.227),(5 30492.24),(6 32710.89),(7 34330.344),(8 34847.625),(9 34471.81),(10 35610.633),(11 37074.32),(12 37849.39),(13 38140.965),(14 39056.883),(15 39753.48),(16 40010.098),(17 40321.37),(18 41139.89),(19 41823.734),(20 41678.816),(21 41699.293),(22 41614.02),(23 41880.44),(24 41711.98),(25 42202.242),(26 42713.645),(27 42254.652),(28 42202.965),(29 42754.67),(30 42928.434),(31 42136.59),(32 41495.63),(33 41445.03),(34 41825.668),(35 42067.465),(36 41810.86),(37 41713.03),(38 41911.332),(39 42093.883),(40 41940.684),(41 42524.965),(42 42521.207),(43 42328.824),(44 41879.53),(45 42214.516),(46 41737.03),(47 41920.992),(48 42577.8),(49 42943.15),(50 43552.066),(51 42817.098),(52 42588.844),(53 42404.41),(54 41707.996),(55 41919.957),(56 42442.598),(57 41882.367),(58 42433.3),(59 42841.63),(60 43191.9),(61 42609.266),(62 41928.703),(63 42061.703),(64 43246.64),(65 43180.465),(66 42819.23),(67 41980.61),(68 41716.867),(69 41808.723),(70 41875.13),(71 41837.48),(72 42043.355),(73 42195.08),(74 42459.36),(75 42905.777),(76 43073.2),(77 43254.016),(78 43438.844),(79 43059.832),
(1 15739.105),(2 26202.307),(3 29204.807),(4 30339),(5 31448.938),(6 33361.42),(7 34315.91),(8 34783.207),(9 34227.83),(10 34637.016),(11 35892.47),(12 36124.254),(13 36579.79),(14 37488.707),(15 37500.56),(16 38162.887),(17 39279.406),(18 40483.664),(19 40391.336),(20 40988.934),(21 41035.047),(22 41036.402),(23 41219.57),(24 40744.22),(25 40380.984),(26 41020.15),(27 40824.453),(28 39922.69),(29 40436.27),(30 41227.543),(31 40955.137),(32 41205.23),(33 41504.066),(34 41564.813),(35 41477.234),(36 40965.223),(37 40708.594),(38 40877.234),(39 40807.53),(40 40907.47),(41 40869.24),(42 40846.074),(43 40651.51),(44 40710.24),(45 40901.637),(46 40746.637),(47 40456.273),(48 40524.875),(49 40120.254),(50 39865.09),(51 40408.125),(52 41029.746),(53 40454.19),(54 40428.492),(55 40346.28),(56 40230.68),(57 40396.05),(58 40549.027),(59 41691.33),(60 41538.047),(61 41808.895),(62 42078.04),(63 42357.598),(64 42126.113),(65 41954.336),(66 42210.582),(67 41430.72),(68 40862.11),(69 40907.223),(70 40591.223),(71 41152.414),(72 41762.926),(73 41930.28),(74 42364.215),(75 43104.742),(76 43032.418),(77 43285.7),(78 42848.83),(79 43020.05),
(1 15484.811),(2 25744.748),(3 28550.271),(4 29908.424),(5 30536.174),(6 32214.389),(7 33310.563),(8 34810.754),(9 35635.816),(10 36164.625),(11 36155.438),(12 36898.234),(13 37885.77),(14 38145.105),(15 38552.53),(16 39604.063),(17 39762.35),(18 39494.105),(19 40185.59),(20 41043.06),(21 41174.55),(22 41261.707),(23 41346.977),(24 41298.34),(25 41540.867),(26 41283.695),(27 41394.51),(28 40708.87),(29 41347.63),(30 41226.758),(31 40676.395),(32 40755.26),(33 40962.4),(34 40621.25),(35 40019.547),(36 40804.773),(37 40832.344),(38 41107.26),(39 41309.67),(40 40966.13),(41 40658.055),(42 40677.414),(43 40775.793),(44 40527.402),(45 40060.887),(46 39718.67),(47 39633.125),(48 39183.26),(49 38381.46),(50 38345.31),(51 38571.563),(52 38963.297),(53 37938.973),(54 37931.44),(55 38214.87),(56 38329.55),(57 38694.184),(58 39152.633),(59 39880.43),(60 39728.547),(61 39679.277),(62 39439.41),(63 39563.164),(64 39119.676),(65 39372.277),(66 40016.51),(67 40212.82),(68 40028.156),(69 39310.93),(70 39558.047),(71 40559.316),(72 40781.92),(73 41782.945),(74 41604.395),(75 41856.984),(76 41697.215),(77 41903.2),(78 42163.855),(79 42055.652),
(1 15433),(2 25266.602),(3 27526.969),(4 27720.465),(5 28495.63),(6 30816.803),(7 31553.256),(8 32187.092),(9 32158.58),(10 33360.605),(11 33833.1),(12 33831.184),(13 35067.11),(14 35650.395),(15 36013.86),(16 36732.06),(17 36813.125),(18 36648.496),(19 37610.74),(20 38400.184),(21 38129.152),(22 38747.266),(23 39037.863),(24 39291.035),(25 39616.906),(26 39218.21),(27 39201.297),(28 38992.414),(29 39300.87),(30 38951.227),(31 38888.824),(32 38627.645),(33 38640.082),(34 38829.39),(35 39230.23),(36 39453.902),(37 39101.445),(38 39246.063),(39 38905.387),(40 39245.08),(41 39015.69),(42 38311.133),(43 38116.766),(44 37913.11),(45 37705.176),(46 37700.246),(47 37671.164),(48 36576.94),(49 36827.09),(50 37483.758),(51 37941.652),(52 37654.836),(53 37257.887),(54 37875.3),(55 37567.74),(56 37449.055),(57 38076.516),(58 39009.46),(59 39014.375),(60 39264.254),(61 38689.02),(62 38417.14),(63 38089.734),(64 38544.36),(65 38673.613),(66 38834.617),(67 38843.29),(68 38753.273),(69 38578.387),(70 38751.402),(71 38745.77),(72 39269.96),(73 40041.355),(74 40424.664),(75 39918.145),(76 40392.91),(77 39889.023),(78 39070.72),(79 39256.246),
(1 14844.619),(2 24126.371),(3 26589.752),(4 27759.89),(5 28122.8),(6 29505.37),(7 30591.334),(8 31249.627),(9 32070.406),(10 33389.37),(11 33937.492),(12 34077.07),(13 35423.332),(14 35692.902),(15 36369.426),(16 36796.91),(17 37437.96),(18 37044.234),(19 37385.98),(20 37324.246),(21 36936.48),(22 37498.21),(23 37719.84),(24 37820.934),(25 38018.887),(26 37652.098),(27 37521.3),(28 37268.89),(29 37963.395),(30 37767.758),(31 38281.49),(32 37545.41),(33 37517.61),(34 38554.42),(35 38318.723),(36 38088.273),(37 38512.344),(38 38990.438),(39 39225.18),(40 38933.3),(41 39245.04),(42 38525.39),(43 38058.734),(44 37884.895),(45 37953.113),(46 38669.77),(47 38464.3),(48 37158.406),(49 36888.016),(50 36953.79),(51 37791.4),(52 37373.844),(53 37844.91),(54 37703.324),(55 36901.625),(56 36790.09),(57 36646.17),(58 36674.74),(59 36620.336),(60 36614.414),(61 36499.813),(62 37060.293),(63 36579.29),(64 36403.96),(65 36933.43),(66 37477.445),(67 37716.93),(68 37656.06),(69 36861.996),(70 37443.055),(71 37841.32),(72 37284.797),(73 37536.402),(74 37568.766),(75 37412.887),(76 37714),(77 38000.496),(78 37912.945),(79 37919.336),
(1 15070.957),(2 24074.016),(3 26772.51),(4 27205.111),(5 27819.807),(6 29721.002),(7 30122.037),(8 31021.607),(9 31113.764),(10 32060.965),(11 31906.11),(12 32256.297),(13 32840.363),(14 33607.465),(15 33584.613),(16 33861.824),(17 34291.523),(18 35035.73),(19 35371.996),(20 35699.3),(21 35669.4),(22 35323.67),(23 35209.72),(24 35311.434),(25 35165.777),(26 35512.85),(27 35720.387),(28 35102.934),(29 35097.695),(30 35190.67),(31 35322.598),(32 35189.51),(33 35765.645),(34 35786.18),(35 35867.063),(36 35768.44),(37 35876.383),(38 35382.934),(39 35061.76),(40 35452.254),(41 35820.406),(42 35675.46),(43 35104.734),(44 34723.953),(45 35170.406),(46 35336.13),(47 35046.914),(48 34657.914),(49 34214.508),(50 34580.055),(51 34335.24),(52 34659.375),(53 34253.555),(54 34495.57),(55 34777.063),(56 34358.93),(57 34372.617),(58 35023.19),(59 34878.582),(60 35097.96),(61 35532.637),(62 35853.676),(63 35615.773),(64 35537.484),(65 35248.65),(66 35284.777),(67 35288.563),(68 35352.918),(69 35465.008),(70 36023.82),(71 35837.566),(72 36112.21),(73 35833.887),(74 35484.664),(75 35452.34),(76 35426.332),(77 35867.035),(78 35169.48),(79 35093.313),
(1 14566.848),(2 23253.266),(3 25521.564),(4 26324.807),(5 27327.586),(6 28744.262),(7 29376.072),(8 29891.365),(9 29621.436),(10 30745.885),(11 30729.912),(12 30988.941),(13 31374.727),(14 32165.717),(15 32374.727),(16 32763.307),(17 32868.754),(18 32968.945),(19 33321.1),(20 33444.766),(21 33634.99),(22 34025.754),(23 34189.26),(24 34404.254),(25 34231.2),(26 34488.066),(27 34733.52),(28 34360.957),(29 34589.094),(30 34569.03),(31 34951.42),(32 34275.406),(33 34119.516),(34 34143.285),(35 33803.914),(36 33783.54),(37 33718.25),(38 34269.484),(39 34325.758),(40 34470.91),(41 34547.723),(42 33854.383),(43 33462.36),(44 34071.043),(45 34148.004),(46 34109.78),(47 34408.664),(48 34805.47),(49 34894.99),(50 34759.67),(51 34569.953),(52 34340.86),(53 34275.19),(54 34239.586),(55 34526.25),(56 34191.24),(57 34773.26),(58 34864.957),(59 35099.066),(60 35079.336),(61 34979.58),(62 34434.957),(63 33919.965),(64 34163.004),(65 34730.656),(66 34665.33),(67 34616.07),(68 34765.52),(69 34669.816),(70 34951.03),(71 35821.484),(72 36083.316),(73 35947.566),(74 35402.06),(75 35474.098),(76 35175.977),(77 34877.62),(78 35077.547),(79 35019.996),
(1 14307.175),(2 22745.201),(3 25210.639),(4 25960.13),(5 26674.943),(6 28313.498),(7 28791.572),(8 29576.275),(9 29889.033),(10 30604.785),(11 31364.574),(12 31766.396),(13 31775.475),(14 32242.262),(15 33500.938),(16 33860.582),(17 34365.125),(18 34269.586),(19 33999.246),(20 34491.227),(21 34333.57),(22 33735.605),(23 34427.957),(24 35286.367),(25 35094.05),(26 34786.96),(27 34696.793),(28 35595.797),(29 35776.855),(30 35122.293),(31 35650.492),(32 34827.836),(33 34526.37),(34 34876.332),(35 34823.887),(36 34914.277),(37 34816.523),(38 34782.12),(39 35128.51),(40 34774.813),(41 34159.758),(42 33769.043),(43 33475.203),(44 34064.484),(45 34419.03),(46 34153.02),(47 34462.934),(48 34544.81),(49 34469.227),(50 34734.973),(51 34907.332),(52 34826.996),(53 34281.63),(54 34818.867),(55 35091.586),(56 35042.727),(57 35004.543),(58 35376.406),(59 35629.4),(60 35496.4),(61 35383.05),(62 35123.668),(63 34719.746),(64 34683.26),(65 34182.28),(66 34083.9),(67 34144.21),(68 34807.453),(69 34679.063),(70 34972.516),(71 35288.707),(72 35347.96),(73 35059.39),(74 35385.777),(75 35747.082),(76 35371.008),(77 35643.64),(78 35727.723),(79 35718.848),
(1 14029.431),(2 22566),(3 24903.605),(4 25347.133),(5 26149.854),(6 27654.527),(7 28427.096),(8 29335.736),(9 29650.473),(10 30309.846),(11 30958.488),(12 31571.613),(13 32034.146),(14 32633.836),(15 33148.117),(16 33515.434),(17 33784.95),(18 34220.918),(19 34214.023),(20 33987.586),(21 33951.324),(22 34698.53),(23 34322.203),(24 34465.117),(25 33717.336),(26 33927.316),(27 33976.277),(28 34096.363),(29 33981.12),(30 33427.098),(31 33791.832),(32 33794.086),(33 34570.566),(34 34474.473),(35 35673.8),(36 35795.902),(37 35259.293),(38 35291.426),(39 35157.27),(40 34947.99),(41 34870.824),(42 34993.863),(43 35140.977),(44 35569.383),(45 36137.434),(46 36178.55),(47 35721.004),(48 35734.746),(49 35894.03),(50 36014.477),(51 35930.344),(52 35921.754),(53 35889.85),(54 36459.082),(55 36617.35),(56 36712.305),(57 36728.168),(58 36461.152),(59 36209.07),(60 35316.84),(61 35471.656),(62 35441.434),(63 35790.37),(64 35322.586),(65 35451.926),(66 34912.805),(67 35472.844),(68 35891.73),(69 35885.188),(70 36046.76),(71 36313.535),(72 36347.99),(73 35508.72),(74 35275),(75 35721.008),(76 35388.293),(77 36045.313),(78 36535.133),(79 36659.133),
(1 13352.051),(2 21618.398),(3 24494.182),(4 25691.285),(5 26810.02),(6 27981.164),(7 28233.951),(8 28590.596),(9 29069.865),(10 30179.281),(11 30195.94),(12 30273.137),(13 30700.326),(14 31621.432),(15 31968.855),(16 32027.447),(17 31989.238),(18 32420.664),(19 32142.879),(20 32485.959),(21 32896.797),(22 32957.156),(23 33212.617),(24 33331.47),(25 32766.275),(26 33275.66),(27 33687.38),(28 34274.805),(29 33717.047),(30 33671.023),(31 33032.93),(32 32716.1),(33 33195.914),(34 33144.63),(35 32479.406),(36 32120.43),(37 32064.63),(38 32087.643),(39 31958.79),(40 31807.395),(41 32416.39),(42 32558.277),(43 32448.162),(44 31967.133),(45 32404.055),(46 32786.58),(47 32519.836),(48 32373.922),(49 31612.275),(50 31481.871),(51 31876.705),(52 32038.896),(53 32317.06),(54 32924.6),(55 33042.45),(56 33154.086),(57 33548.938),(58 33656.44),(59 33842.85),(60 33347.797),(61 32498.97),(62 32553.318),(63 32645.324),(64 32677.082),(65 32345.188),(66 32531.762),(67 32929.742),(68 32465.494),(69 32564.621),(70 32337.79),(71 32677.182),(72 32932.652),(73 32386.174),(74 32810.51),(75 32934.555),(76 32801.26),(77 33207.508),(78 33629.813),(79 33914.86),
(1 13248.003),(2 21263.967),(3 23384.61),(4 23770.162),(5 24691.926),(6 26371.895),(7 26993.354),(8 27836.008),(9 28138.719),(10 29196.297),(11 29337.78),(12 29409.434),(13 29971.97),(14 30557.42),(15 31158.262),(16 31404.037),(17 31561.41),(18 32366.932),(19 33112.965),(20 32975.023),(21 32710.467),(22 32554.148),(23 32835.582),(24 33709.76),(25 32800.12),(26 32830.61),(27 33625.96),(28 33258.195),(29 33180.31),(30 33241.34),(31 32716.47),(32 32923.344),(33 33297.992),(34 33426.285),(35 33309.203),(36 33130.457),(37 32661.182),(38 32938.68),(39 32785.215),(40 32785.152),(41 32907.05),(42 32754.91),(43 32576.488),(44 32597.303),(45 32493.154),(46 32723.695),(47 32883.098),(48 32467.613),(49 32489.852),(50 32319.432),(51 31924.885),(52 32644.54),(53 33256.41),(54 33057.77),(55 32784.34),(56 33223.05),(57 33240.094),(58 33567.215),(59 33777.523),(60 33918.88),(61 34038.664),(62 33642.92),(63 33560.61),(64 33712.684),(65 33589.27),(66 34013.555),(67 34405.926),(68 34011.598),(69 34490.723),(70 34755.46),(71 35070.715),(72 35111.83),(73 34564.27),(74 34154.656),(75 34804.547),(76 34977.426),(77 35361.133),(78 35482.355),(79 35691.586),
(1 13246.734),(2 21437.1),(3 23866.518),(4 24467.61),(5 25300.35),(6 26365.674),(7 26470.215),(8 26759.922),(9 26912.865),(10 28168.176),(11 28721.361),(12 29188.13),(13 29886.883),(14 30681.377),(15 31093.408),(16 31687.008),(17 31634.164),(18 31865.607),(19 31830.705),(20 31712.27),(21 31521.951),(22 31641.229),(23 31864.043),(24 32250.172),(25 32713.102),(26 32669.078),(27 32661.506),(28 32668.525),(29 32690.45),(30 33206.008),(31 33030.656),(32 33335.586),(33 33253.4),(34 33674.344),(35 33719.707),(36 33873.594),(37 33060.73),(38 32942.26),(39 32621.182),(40 32718.8),(41 32974.332),(42 33064.57),(43 33454.387),(44 33365.82),(45 32930.594),(46 32452.559),(47 32538.697),(48 32280.898),(49 32044.416),(50 32226.518),(51 32337.426),(52 33254.387),(53 33337.797),(54 33194.395),(55 32416.572),(56 32464.664),(57 32893.793),(58 32984.78),(59 32259.336),(60 32487.012),(61 32876.563),(62 32943.742),(63 32447.277),(64 32336.715),(65 32604.967),(66 33071.492),(67 33087.793),(68 32773.598),(69 32673.676),(70 32706.28),(71 33076.652),(72 33136.707),(73 33637.055),(74 33128.156),(75 33419.43),(76 33938.754),(77 34073.09),(78 33995.133),(79 34027.79),
(1 13435.28),(2 21264.934),(3 23628.32),(4 24600.732),(5 25940.252),(6 26797.283),(7 27025.563),(8 27877.48),(9 28812.754),(10 29806.734),(11 30182.412),(12 30533.072),(13 31359.756),(14 31926.7),(15 32166.533),(16 32867.066),(17 33880.12),(18 33613.934),(19 33822.04),(20 33901.97),(21 33586.445),(22 33124.152),(23 33583.48),(24 33641.113),(25 33892.688),(26 34863.813),(27 35240.88),(28 35473.574),(29 34939.97),(30 34995.973),(31 34845.164),(32 34740.426),(33 34934.426),(34 35287.176),(35 35728.227),(36 35763.453),(37 35432.535),(38 34672.055),(39 34480.883),(40 34050.305),(41 34351.47),(42 34644.18),(43 34604.69),(44 34637.887),(45 34501.61),(46 34022.074),(47 34208.04),(48 34468.305),(49 34222.105),(50 34251.063),(51 34222.273),(52 34503.004),(53 34880.543),(54 34448.977),(55 33881.875),(56 34235.805),(57 33945.066),(58 34251.414),(59 34778.332),(60 34955.668),(61 35193.34),(62 34786.164),(63 34763.9),(64 35157.51),(65 34965.13),(66 35018.77),(67 35185.676),(68 35086.33),(69 34758.863),(70 34587.863),(71 35477.676),(72 35060.96),(73 35331.168),(74 35234.97),(75 35874.266),(76 35973.46),(77 35624.906),(78 36079.44),(79 35926.12),
