1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 1125697),(2 3817450),(3 7663674.5),(4 11920112),(5 16318741),(6 20756994),(7 25109938),(8 29556630),(9 34370772),(10 39772800),(11 45989996),(12 52686180),(13 59739428),(14 67397064),(15 75309464),(16 82671864),(17 89538650),(18 96489496),(19 103356800),(20 110853416),(21 119771496),(22 128990490),(23 138502220),(24 148691840),(25 159102640),(26 169226160),(27 179005970),(28 188065200),(29 196128640),(30 203485820),(31 210680750),(32 217497520),(33 224873020),(34 232211380),(35 239254140),(36 246144850),(37 252791420),(38 258821810),(39 264020780),(40 268528400),(41 273483840),(42 278199740),(43 282943780),(44 288446240),(45 294403040),(46 300485700),(47 306739500),(48 312881920),(49 317613860),(50 321445280),(51 324554620),(52 327562240),(53 330385950),(54 333956060),(55 337972200),(56 343027680),(57 348928480),(58 355051360),(59 361424670),(60 368669920),(61 376218100),(62 384352800),(63 393362080),(64 404013060),(65 416013730),(66 429165280),(67 443998200),(68 460373500),(69 475765500),(70 492494560),(71 509473800),(72 526200580),(73 543628600),(74 561110200),(75 579172400),(76 597485630),(77 617432640),(78 637760100),(79 659222460),
(1 5111.842),(2 5006.213),(3 5032.868),(4 5169.165),(5 5154.347),(6 5222.6255),(7 5182.8164),(8 5327.4897),(9 5277.77),(10 5342.6836),(11 5366.011),(12 5338.9336),(13 5387.2334),(14 5401.002),(15 5393.8623),(16 5392.6646),(17 5409.945),(18 5406.0205),(19 5476.731),(20 5479.5737),(21 5395.194),(22 5407.0283),(23 5541.534),(24 5516.6953),(25 5553.2314),(26 5475.083),(27 5581.9414),(28 5547.9277),(29 5624.908),(30 5554.4126),(31 5514.74),(32 5603.7793),(33 5599.4077),(34 5612.296),(35 5631.9736),(36 5725.74),(37 5626.6943),(38 5653.7646),(39 5631.622),(40 5642.124),(41 5687.7456),(42 5628.1777),(43 5718.0566),(44 5623.8687),(45 5714.5127),(46 5615.8086),(47 5686.9087),(48 5652.7856),(49 5572.013),(50 5625.1216),(51 5534.517),(52 5570.8027),(53 5588.132),(54 5609.6265),(55 5567.5947),(56 5660.031),(57 5619.2075),(58 5575.3467),(59 5619.6997),(60 5587.5146),(61 5556.328),(62 5528.939),(63 5569.2393),(64 5521.9644),(65 5528.4697),(66 5539.6597),(67 5570.7236),(68 5566.9526),(69 5561.4316),(70 5470.945),(71 5528.0903),(72 5513.1216),(73 5542.6226),(74 5528.6426),(75 5504.3477),(76 5499.483),(77 5531.8447),(78 5522.048),(79 5524.9067),
(1 5110.173),(2 4994.204),(3 5082.093),(4 5160.415),(5 5176.701),(6 5258.544),(7 5327.75),(8 5327.945),(9 5401.2954),(10 5329.4985),(11 5454.6123),(12 5437.9097),(13 5503.059),(14 5435.9185),(15 5465.528),(16 5458.0044),(17 5537.6187),(18 5462.352),(19 5475.352),(20 5531.627),(21 5465.18),(22 5522.614),(23 5526.0894),(24 5486.0034),(25 5612.8564),(26 5541.702),(27 5642.154),(28 5585.628),(29 5682.626),(30 5612.8745),(31 5629.741),(32 5648.673),(33 5679.6646),(34 5733.3193),(35 5717.097),(36 5709.73),(37 5721.5034),(38 5720.6797),(39 5715.25),(40 5716.157),(41 5788.68),(42 5740.559),(43 5737.0396),(44 5818.898),(45 5816.1914),(46 5763.8853),(47 5788.867),(48 5777.16),(49 5702.98),(50 5725.313),(51 5691.7363),(52 5621.056),(53 5683.4106),(54 5695.715),(55 5620.057),(56 5743.7256),(57 5729.0737),(58 5728.8726),(59 5722.6787),(60 5706.434),(61 5676.3555),(62 5644.4736),(63 5664.5503),(64 5642.7964),(65 5653.503),(66 5579.292),(67 5622.0254),(68 5603.8086),(69 5579.437),(70 5579.2266),(71 5535.0186),(72 5547.435),(73 5576.758),(74 5533.3364),(75 5579.5107),(76 5567.609),(77 5539.8154),(78 5546.8306),(79 5590.824),
(1 5024.818),(2 4873.818),(3 4915.5283),(4 5046.842),(5 4996.109),(6 5172.2896),(7 5202.6743),(8 5180.118),(9 5252.477),(10 5268.0786),(11 5324.1353),(12 5339.4824),(13 5277.1113),(14 5321.9624),(15 5343.223),(16 5351.6045),(17 5308.886),(18 5366.545),(19 5381.5547),(20 5361.59),(21 5405.926),(22 5391.734),(23 5428.0864),(24 5381.301),(25 5481.496),(26 5414.3745),(27 5463.893),(28 5462.2896),(29 5531.605),(30 5537.4585),(31 5525.677),(32 5512.311),(33 5586.7275),(34 5539.6313),(35 5548.42),(36 5565.986),(37 5526.94),(38 5558.3994),(39 5576.076),(40 5529.5977),(41 5595.6704),(42 5577.097),(43 5629.1343),(44 5583.9155),(45 5713.055),(46 5654.7495),(47 5650.0977),(48 5579.2607),(49 5559.624),(50 5581.2314),(51 5545.7793),(52 5532.9536),(53 5593.2334),(54 5627.3374),(55 5568.779),(56 5588.11),(57 5592.7036),(58 5500.9873),(59 5501.0073),(60 5518.409),(61 5541.8545),(62 5510.8345),(63 5435.866),(64 5446.1475),(65 5454.856),(66 5482.8813),(67 5474.3887),(68 5576.2637),(69 5559.2305),(70 5387.303),(71 5481.078),(72 5443.45),(73 5470.3335),(74 5439.915),(75 5461.4995),(76 5369.2393),(77 5410.7866),(78 5443.0366),(79 5511.11),
(1 4772.3745),(2 4678.5547),(3 4729.462),(4 4863.366),(5 4846.413),(6 4878.3037),(7 4946.792),(8 4970.203),(9 4974.965),(10 5031.472),(11 5054.795),(12 5051.237),(13 5083.5854),(14 5079.131),(15 5127.553),(16 5048.578),(17 5097.835),(18 5103.3984),(19 5132.212),(20 5146.0166),(21 5109.65),(22 5149.709),(23 5212.735),(24 5173.4414),(25 5205.089),(26 5212.3794),(27 5267.674),(28 5265.2495),(29 5266.032),(30 5243.9385),(31 5306.032),(32 5326.89),(33 5302.106),(34 5345.584),(35 5324.7964),(36 5325.5547),(37 5321.7104),(38 5405.812),(39 5313.7856),(40 5409.9575),(41 5328.6953),(42 5384.1665),(43 5405.042),(44 5344.955),(45 5392.7485),(46 5420.956),(47 5390.5664),(48 5326.6147),(49 5349.5234),(50 5314.787),(51 5286.6436),(52 5286.0713),(53 5309.284),(54 5306.4966),(55 5313.229),(56 5364.845),(57 5331.113),(58 5367.298),(59 5372.532),(60 5218.7046),(61 5281.1665),(62 5260.214),(63 5254.619),(64 5172.746),(65 5253.964),(66 5209.3184),(67 5249.9224),(68 5227.844),(69 5260.414),(70 5219.5015),(71 5229.22),(72 5251.354),(73 5218.0654),(74 5208.9424),(75 5209.2866),(76 5208.744),(77 5238.897),(78 5246.83),(79 5202.8965),
(1 4694.607),(2 4671.917),(3 4700.5586),(4 4760.218),(5 4778.6206),(6 4847.371),(7 4906.553),(8 4902.0293),(9 4903.2646),(10 4954.681),(11 5006.5537),(12 5007.787),(13 4953.4194),(14 5026.717),(15 5004.794),(16 5006.9863),(17 5076.2314),(18 5096.245),(19 5118.983),(20 5160.4263),(21 5121.5166),(22 5061.8496),(23 5121.5146),(24 5151.1094),(25 5138.372),(26 5137.449),(27 5178.5137),(28 5185.004),(29 5193.66),(30 5123.037),(31 5145.146),(32 5203.9463),(33 5252.7656),(34 5226.8433),(35 5210.625),(36 5274.8296),(37 5312.497),(38 5282.0747),(39 5312.741),(40 5254.404),(41 5310.457),(42 5322.712),(43 5342.562),(44 5309.8496),(45 5346.919),(46 5317.3765),(47 5295.7354),(48 5324.7866),(49 5270.796),(50 5266.495),(51 5240.1997),(52 5159.2354),(53 5216.302),(54 5247.0747),(55 5271.59),(56 5263.858),(57 5277.904),(58 5259.075),(59 5216.719),(60 5210.283),(61 5254.517),(62 5204.6323),(63 5184.864),(64 5132.444),(65 5190.174),(66 5136.038),(67 5183.1504),(68 5211.749),(69 5173.3003),(70 5191.644),(71 5167.949),(72 5222.0605),(73 5177.673),(74 5210.3564),(75 5235.914),(76 5166.3315),(77 5212.4995),(78 5202.252),(79 5226.013),
(1 4526.6196),(2 4513.8975),(3 4596.556),(4 4557.1504),(5 4634.1387),(6 4658.7583),(7 4690.239),(8 4725.028),(9 4689.3438),(10 4758.0576),(11 4819.398),(12 4778.426),(13 4820.2734),(14 4866.7144),(15 4850.0327),(16 4818.367),(17 4925.4194),(18 4869.4272),(19 4928.313),(20 4885.134),(21 5014.977),(22 4913.1763),(23 5010.852),(24 4966.9434),(25 4988.9014),(26 4964.7266),(27 5006.4536),(28 4984.245),(29 5072.9614),(30 4978.0796),(31 4986.4126),(32 5029.2485),(33 5074.531),(34 5047.109),(35 5062.68),(36 5050.796),(37 5079.326),(38 5006.4844),(39 5099.498),(40 5077.3984),(41 5058.5605),(42 5131.9517),(43 5159.2275),(44 5168.1914),(45 5084.2744),(46 5112.443),(47 5147.381),(48 5100.7915),(49 5096.246),(50 5065.1113),(51 5036.4805),(52 5082.7666),(53 5058.805),(54 5018.9116),(55 5076.4053),(56 5036.0596),(57 5033.6646),(58 5064.5884),(59 5078.9263),(60 4989.9194),(61 5021.8906),(62 5054.094),(63 5041.3687),(64 4979.0776),(65 5044.9697),(66 5016.4717),(67 4960.91),(68 4995.8105),(69 4982.6304),(70 5045.8145),(71 5009.555),(72 5013.408),(73 5008.693),(74 5015.8184),(75 5019.462),(76 4978.416),(77 5005.5728),(78 5013.4785),(79 5018.6797),
(1 4532.3486),(2 4504.506),(3 4544.997),(4 4613.4097),(5 4678.7607),(6 4736.7637),(7 4739.766),(8 4777.3906),(9 4781.2017),(10 4787.092),(11 4834.666),(12 4868.914),(13 4896.5425),(14 4952.5703),(15 4919.9795),(16 4885.214),(17 4931.2583),(18 4920.142),(19 4929.207),(20 4979.037),(21 4966.5703),(22 5025.6504),(23 5007.9697),(24 4965.8013),(25 5004.578),(26 5048.3315),(27 5064.6987),(28 5102.868),(29 5113.081),(30 5083.4663),(31 5092.36),(32 5049.0757),(33 5115.0347),(34 5100.9473),(35 5125.541),(36 5159.6255),(37 5150.642),(38 5164.9243),(39 5198.378),(40 5153.03),(41 5148.4873),(42 5193.5596),(43 5241.892),(44 5217.8125),(45 5127.2534),(46 5209.9077),(47 5178.515),(48 5109.876),(49 5120.7446),(50 5089.242),(51 5101.7627),(52 5077.8213),(53 5132.6685),(54 5107.87),(55 5093.765),(56 5113.9263),(57 5121.308),(58 5132.2783),(59 5064.304),(60 5087.38),(61 5060.7695),(62 5085.6167),(63 5043.3193),(64 5056.593),(65 5072.0254),(66 5015.7417),(67 4992.715),(68 5038.192),(69 5076.494),(70 5016.6553),(71 5069.3413),(72 5088.0776),(73 5049.016),(74 5039.786),(75 5049.9995),(76 5069.394),(77 5016.597),(78 5048.263),(79 5061.0415),
(1 4407.68),(2 4407.458),(3 4476.0933),(4 4496.022),(5 4556.7983),(6 4641.82),(7 4637.9907),(8 4616.8843),(9 4731.2124),(10 4666.68),(11 4715.966),(12 4758.1753),(13 4817.223),(14 4747.4473),(15 4708.854),(16 4684.843),(17 4834.453),(18 4773.5054),(19 4810.1123),(20 4800.355),(21 4865.209),(22 4786.9346),(23 4886.13),(24 4836.9688),(25 4922.76),(26 4851.015),(27 4882.695),(28 4857.8335),(29 4876.197),(30 4880.7715),(31 4918.576),(32 4875.5596),(33 4951.5254),(34 4972.2266),(35 4941.174),(36 4936.053),(37 4949.3706),(38 4985.437),(39 4975.155),(40 4963.4985),(41 5000.6274),(42 4963.422),(43 5037.849),(44 5069.0205),(45 5068.5024),(46 5038.1304),(47 5057.4697),(48 4972.391),(49 5034.283),(50 4946.1123),(51 4954.607),(52 4956.3823),(53 4982.7344),(54 4898.165),(55 4961.8535),(56 4926.1313),(57 4940.502),(58 4984.1387),(59 4912.527),(60 4963.861),(61 4958.587),(62 4926.1895),(63 4943.4585),(64 4924.689),(65 4961.5737),(66 4938.1685),(67 4922.823),(68 4905.4873),(69 4863.3535),(70 4927.8345),(71 4899.035),(72 4883.2925),(73 4868.903),(74 4848.943),(75 4836.073),(76 4867.0615),(77 4922.16),(78 4914.3667),(79 4902.7085),
(1 4355.812),(2 4340.174),(3 4422.513),(4 4438.92),(5 4452.117),(6 4523.302),(7 4543.46),(8 4572.7725),(9 4638.584),(10 4602.5835),(11 4696.4185),(12 4571.42),(13 4742.5303),(14 4690.859),(15 4721.549),(16 4696.5425),(17 4690.7866),(18 4710.0913),(19 4764.762),(20 4715.193),(21 4780.2437),(22 4756.1636),(23 4787.6616),(24 4789.2485),(25 4826.3086),(26 4814.754),(27 4799.3135),(28 4803.094),(29 4823.956),(30 4740.067),(31 4836.6885),(32 4773.474),(33 4797.0723),(34 4835.956),(35 4894.238),(36 4831.9634),(37 4880.5317),(38 4876.9644),(39 4852.914),(40 4920.3735),(41 4936.3335),(42 4913.516),(43 4935.638),(44 4914.2114),(45 4945.117),(46 4911.8755),(47 4941.7344),(48 4907.162),(49 4857.29),(50 4872.2427),(51 4877.32),(52 4832.8525),(53 4853.181),(54 4842.2417),(55 4778.021),(56 4796.827),(57 4801.153),(58 4833.82),(59 4865.345),(60 4853.9946),(61 4827.59),(62 4825.991),(63 4844.3804),(64 4861.702),(65 4761.6865),(66 4771.4893),(67 4812.3745),(68 4782.436),(69 4767.9077),(70 4786.3223),(71 4724.349),(72 4737.05),(73 4745.196),(74 4745.553),(75 4749.031),(76 4781.315),(77 4792.338),(78 4794.442),(79 4784.3906),
(1 4306.3213),(2 4281.589),(3 4343.437),(4 4387.6387),(5 4467.0527),(6 4469.7324),(7 4459.0596),(8 4496.4883),(9 4565.7427),(10 4548.721),(11 4623.46),(12 4559.826),(13 4643.3364),(14 4659.3535),(15 4594.8647),(16 4599.091),(17 4637.0127),(18 4618.539),(19 4622.379),(20 4651.0205),(21 4703.54),(22 4667.5723),(23 4671.958),(24 4700.894),(25 4755.87),(26 4808.637),(27 4729.5137),(28 4713.214),(29 4737.5986),(30 4725.225),(31 4761.316),(32 4723.464),(33 4815.3774),(34 4792.286),(35 4793.2773),(36 4774.213),(37 4837.2334),(38 4868.908),(39 4839.3223),(40 4866.5234),(41 4836.1675),(42 4858.4565),(43 4863.117),(44 4830.328),(45 4872.6377),(46 4880.3433),(47 4912.7866),(48 4907.4453),(49 4861.9575),(50 4844.2007),(51 4844.893),(52 4799.2964),(53 4818.6704),(54 4774.9775),(55 4773.8867),(56 4809.8296),(57 4832.7007),(58 4818.803),(59 4802.71),(60 4842.2065),(61 4791.8184),(62 4774.9634),(63 4824.4463),(64 4781.942),(65 4787.564),(66 4749.8677),(67 4761.7637),(68 4696.619),(69 4752.7627),(70 4696.0786),(71 4695.6895),(72 4712.1304),(73 4739.7925),(74 4733.914),(75 4698.555),(76 4683.3574),(77 4786.3774),(78 4761.9585),(79 4704.6304),
(1 4166.5415),(2 4153.9683),(3 4233.3867),(4 4241.708),(5 4330.025),(6 4332.7695),(7 4328.8145),(8 4336.221),(9 4391.3525),(10 4384.2505),(11 4431.506),(12 4452.9336),(13 4475.203),(14 4454.241),(15 4418.1914),(16 4457.6255),(17 4489.4956),(18 4445.017),(19 4483.947),(20 4518.0537),(21 4542.97),(22 4542.131),(23 4522.0605),(24 4516.38),(25 4595.5),(26 4577.365),(27 4527.9297),(28 4561.5034),(29 4575.8726),(30 4524.8438),(31 4568.429),(32 4609.53),(33 4601.069),(34 4620.0625),(35 4588.078),(36 4596.0737),(37 4618.2163),(38 4612.556),(39 4652.288),(40 4616.8813),(41 4693.041),(42 4712.0356),(43 4710.7656),(44 4648.048),(45 4743.6055),(46 4664.9136),(47 4652.259),(48 4684.264),(49 4653.1304),(50 4593.3413),(51 4563.982),(52 4631.1245),(53 4572.292),(54 4557.627),(55 4623.8545),(56 4638.146),(57 4635.893),(58 4623.87),(59 4612.485),(60 4604.945),(61 4608.26),(62 4516.832),(63 4569.0747),(64 4607.458),(65 4582.6772),(66 4569.205),(67 4575.868),(68 4542.1274),(69 4558.6714),(70 4545.3374),(71 4572.455),(72 4597.115),(73 4577.3027),(74 4509.6978),(75 4528.9365),(76 4578.909),(77 4632.449),(78 4607.217),(79 4568.674),
(1 4110.2993),(2 4079.553),(3 4209.6885),(4 4286.355),(5 4265.5747),(6 4285.6797),(7 4292.226),(8 4344.6343),(9 4388.828),(10 4404.7295),(11 4460.7344),(12 4406.268),(13 4477.1455),(14 4489.827),(15 4480.339),(16 4393.46),(17 4471.9795),(18 4442.904),(19 4515.5747),(20 4413.2534),(21 4488.729),(22 4437.444),(23 4482.811),(24 4542.6543),(25 4526.746),(26 4532.439),(27 4494.156),(28 4505.3433),(29 4540.7173),(30 4479.722),(31 4516.5186),(32 4529.2036),(33 4524.53),(34 4526.836),(35 4545.976),(36 4611.717),(37 4593.1875),(38 4593.1826),(39 4611.7065),(40 4635.594),(41 4622.3584),(42 4623.1606),(43 4623.863),(44 4672.7964),(45 4674.6006),(46 4640.5127),(47 4623.655),(48 4677.079),(49 4601.5693),(50 4586.0796),(51 4572.445),(52 4632.736),(53 4637.3667),(54 4612.4487),(55 4629.2056),(56 4632.778),(57 4660.5073),(58 4625.857),(59 4626.8535),(60 4565.163),(61 4605.553),(62 4598.0903),(63 4575.3633),(64 4546.828),(65 4571.7383),(66 4478.57),(67 4573.684),(68 4529.9727),(69 4538.719),(70 4510.3965),(71 4585.6914),(72 4523.8257),(73 4544.202),(74 4537.2607),(75 4571.364),(76 4551.606),(77 4576.8726),(78 4540.434),(79 4547.5493),
(1 3890.9116),(2 3975.4727),(3 4002.477),(4 4048.7573),(5 4008.48),(6 4046.0725),(7 4142.686),(8 4118.599),(9 4172.4946),(10 4176.4863),(11 4218.8936),(12 4178.966),(13 4209.191),(14 4210.1235),(15 4197.946),(16 4154.512),(17 4288.724),(18 4240.1436),(19 4246.4673),(20 4233.09),(21 4276.4688),(22 4279.122),(23 4320.984),(24 4316.9443),(25 4329.883),(26 4316.3823),(27 4345.1484),(28 4363.526),(29 4316.9307),(30 4327.3857),(31 4346.5625),(32 4326.795),(33 4354.4375),(34 4349.902),(35 4356.603),(36 4398.1113),(37 4346.767),(38 4359.891),(39 4386.2827),(40 4424.4995),(41 4431.1245),(42 4431.023),(43 4481.684),(44 4447.8423),(45 4457.5835),(46 4463.2856),(47 4438.888),(48 4399.2188),(49 4404.031),(50 4399.7896),(51 4438.7236),(52 4421.8486),(53 4368.9443),(54 4401.772),(55 4416.403),(56 4407.6504),(57 4378.0815),(58 4402.617),(59 4424.817),(60 4426.3896),(61 4406.9443),(62 4424.29),(63 4411.5806),(64 4395.016),(65 4417.9497),(66 4404.8125),(67 4371.4106),(68 4373.3936),(69 4418.1787),(70 4308.3667),(71 4379.757),(72 4351.2505),(73 4301.733),(74 4365.957),(75 4397.6113),(76 4339.097),(77 4317.878),(78 4307.32),(79 4352.54),
(1 3864.6511),(2 3912.699),(3 3928.0283),(4 3933.6038),(5 4004.6572),(6 4044.5159),(7 4044.9988),(8 4099.8853),(9 4088.4143),(10 4114.598),(11 4217.7944),(12 4121.1514),(13 4167.9526),(14 4175.2856),(15 4211.1274),(16 4145.079),(17 4221.832),(18 4189.0635),(19 4267.1826),(20 4181.8447),(21 4247.1255),(22 4198.1846),(23 4249.8013),(24 4220.015),(25 4252.8037),(26 4285.402),(27 4318.886),(28 4258.6943),(29 4316.6177),(30 4217.026),(31 4299.516),(32 4280.9814),(33 4313.4834),(34 4302.3784),(35 4293.4385),(36 4325.4414),(37 4292.8687),(38 4298.77),(39 4356.3633),(40 4337.113),(41 4410.4746),(42 4384.5825),(43 4449.16),(44 4391.7417),(45 4412.92),(46 4386.8647),(47 4404.7324),(48 4346.6646),(49 4409.6978),(50 4362.7085),(51 4347.4893),(52 4329.8657),(53 4378.6543),(54 4388.931),(55 4351.4478),(56 4372.9766),(57 4329.4043),(58 4388.7954),(59 4392.707),(60 4336.9414),(61 4292.156),(62 4283.2085),(63 4317.1953),(64 4299.2773),(65 4366.3945),(66 4306.2095),(67 4289.2554),(68 4293.7046),(69 4302.2236),(70 4220.9395),(71 4281.8228),(72 4285.1475),(73 4244.781),(74 4251.773),(75 4278.8184),(76 4263.559),(77 4280.7583),(78 4254.352),(79 4328.8584),
(1 3790.2363),(2 3795.7869),(3 3808.9817),(4 3889.5593),(5 3939.257),(6 3901.9893),(7 3967.385),(8 4005.192),(9 4017.5483),(10 4032.7595),(11 4083.873),(12 4079.9546),(13 4110.354),(14 4081.2986),(15 4132.6255),(16 4096.1646),(17 4148.3486),(18 4117.6357),(19 4154.167),(20 4143.7485),(21 4148.2485),(22 4181.505),(23 4150.6924),(24 4215.6123),(25 4211.2056),(26 4178.1235),(27 4242.014),(28 4206.9063),(29 4258.609),(30 4189.8086),(31 4259.1924),(32 4216.4424),(33 4312.2603),(34 4278.0337),(35 4234.302),(36 4272.1313),(37 4263.118),(38 4280.3296),(39 4273.1157),(40 4293.894),(41 4324.261),(42 4344.182),(43 4392.968),(44 4361.49),(45 4385.27),(46 4340.726),(47 4350.9536),(48 4327.417),(49 4320.7095),(50 4282.318),(51 4265.9766),(52 4252.8843),(53 4275.709),(54 4330.2993),(55 4278.264),(56 4311.279),(57 4282.521),(58 4259.845),(59 4289.247),(60 4296.7505),(61 4257.2573),(62 4216.166),(63 4246.922),(64 4258.681),(65 4282.4814),(66 4238.7534),(67 4272.0083),(68 4247.581),(69 4230.248),(70 4218.3223),(71 4268.771),(72 4168.166),(73 4202.0015),(74 4221.219),(75 4204.4487),(76 4211.489),(77 4222.2676),(78 4185.847),(79 4209.831),
(1 3624.8518),(2 3692.4683),(3 3709.761),(4 3761.9136),(5 3757.0605),(6 3842.5647),(7 3803.1611),(8 3864.93),(9 3859.2947),(10 3902.3916),(11 3939.6477),(12 3924.169),(13 3910.1362),(14 3942.1846),(15 3927.8713),(16 3906.5547),(17 3939.5298),(18 3968.2236),(19 3972.8167),(20 3959.7683),(21 3966.818),(22 3996.0955),(23 4007.998),(24 4014.2952),(25 4042.09),(26 4013.6797),(27 4031.691),(28 4037.3271),(29 4066.241),(30 4038.873),(31 4071.1174),(32 4048.5415),(33 4081.162),(34 4072.6248),(35 4077.0789),(36 4110.9575),(37 4111.831),(38 4121.9004),(39 4081.152),(40 4137.0264),(41 4135.6777),(42 4175.3057),(43 4245.866),(44 4167.2427),(45 4226.2275),(46 4148.737),(47 4208.91),(48 4168.9814),(49 4156.4424),(50 4165.5376),(51 4156.0522),(52 4169.4976),(53 4133.5947),(54 4144.76),(55 4171.1274),(56 4186.5474),(57 4191.4897),(58 4206.764),(59 4145.304),(60 4152.4253),(61 4110.654),(62 4140.529),(63 4133.7266),(64 4135.752),(65 4139.1113),(66 4104.353),(67 4143.95),(68 4115.3403),(69 4081.836),(70 4054.9158),(71 4099.3022),(72 4060.6516),(73 4097.448),(74 4064.1206),(75 4061.543),(76 4089.3),(77 4069.5725),(78 4073.6182),(79 4092.5962),
