1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 1125697),(2 3817450),(3 7663674.5),(4 11920112),(5 16318741),(6 20756994),(7 25109938),(8 29556630),(9 34370772),(10 39772800),(11 45989996),(12 52686180),(13 59739428),(14 67397064),(15 75309464),(16 82671864),(17 89538650),(18 96489496),(19 103356800),(20 110853416),(21 119771496),(22 128990490),(23 138502220),(24 148691840),(25 159102640),(26 169226160),(27 179005970),(28 188065200),(29 196128640),(30 203485820),(31 210680750),(32 217497520),(33 224873020),(34 232211380),(35 239254140),(36 246144850),(37 252791420),(38 258821810),(39 264020780),(40 268528400),(41 273483840),(42 278199740),(43 282943780),(44 288446240),(45 294403040),(46 300485700),(47 306739500),(48 312881920),(49 317613860),(50 321445280),(51 324554620),(52 327562240),(53 330385950),(54 333956060),(55 337972200),(56 343027680),(57 348928480),(58 355051360),(59 361424670),(60 368669920),(61 376218100),(62 384352800),(63 393362080),(64 404013060),(65 416013730),(66 429165280),(67 443998200),(68 460373500),(69 475765500),(70 492494560),(71 509473800),(72 526200580),(73 543628600),(74 561110200),(75 579172400),(76 597485630),(77 617432640),(78 637760100),(79 659222460),
(1 102916.695),(2 108794.11),(3 102788.586),(4 106941.516),(5 105942.766),(6 106516.15),(7 106273.914),(8 107338.95),(9 107572.15),(10 107005.68),(11 107966.36),(12 108081.836),(13 110153.34),(14 108304.93),(15 109867.34),(16 108472.64),(17 107637.18),(18 108003.09),(19 109272.79),(20 110517.32),(21 109562.516),(22 108980),(23 110876.29),(24 108893.12),(25 109558.32),(26 111308.12),(27 110382.41),(28 111146.625),(29 112882.164),(30 112869.64),(31 112316.73),(32 111376.83),(33 112272.46),(34 111805.56),(35 111762.49),(36 113788.93),(37 114263.586),(38 112221.945),(39 115457.52),(40 113838.68),(41 115693.64),(42 116142.68),(43 117343.016),(44 116732.195),(45 116470.73),(46 116625.36),(47 117456.09),(48 115483.23),(49 116458.48),(50 117715.23),(51 117595.76),(52 116900.484),(53 117654.125),(54 117604.42),(55 118910.48),(56 118432.945),(57 119881.95),(58 118750.81),(59 118376.62),(60 118653.34),(61 118321.62),(62 119360.87),(63 119343.76),(64 116438.695),(65 116775.1),(66 117219.266),(67 116383.71),(68 118108.38),(69 116112.26),(70 116565.73),(71 117237.914),(72 115183.06),(73 117241.26),(74 115816.79),(75 115552.2),(76 115355.945),(77 115564.49),(78 115801.73),(79 114143.016),
(1 100096.5),(2 106056.8),(3 101372.484),(4 103670.39),(5 103589.945),(6 104570.83),(7 102982.73),(8 104456.555),(9 105396.125),(10 103366.414),(11 106370.03),(12 106339.77),(13 104115.61),(14 107017.5),(15 106393.37),(16 105956.414),(17 105546.68),(18 106792.46),(19 105990.01),(20 106414.586),(21 106657.805),(22 106427.445),(23 107570.38),(24 107686.96),(25 108517.586),(26 107563.87),(27 108523.016),(28 108867.51),(29 108509.65),(30 109564.23),(31 108965.53),(32 109330.125),(33 109148.02),(34 109747.34),(35 110359.53),(36 109682.66),(37 112105.375),(38 111029.48),(39 109488),(40 111368.62),(41 111957.01),(42 113614.78),(43 113988.72),(44 114260.8),(45 115210.56),(46 116295.63),(47 115263.84),(48 115031.375),(49 113567.47),(50 113908.44),(51 114754.2),(52 113088.74),(53 115597.02),(54 115256.8),(55 117246.07),(56 116383.28),(57 115480.23),(58 116079.02),(59 115969.37),(60 116430.07),(61 115854.75),(62 116380.555),(63 117125.6),(64 114894.63),(65 115237.16),(66 116652.76),(67 115242.414),(68 114314.73),(69 113697.62),(70 114073.24),(71 113917.6),(72 114670.695),(73 114968.38),(74 113408.98),(75 112755.16),(76 112891.71),(77 112459.71),(78 111208.33),(79 112210.27),
(1 97283.914),(2 102062.19),(3 98536.555),(4 101630.57),(5 101661.99),(6 101273.805),(7 100657.34),(8 101066.03),(9 103766.98),(10 101279.62),(11 102515.47),(12 101074.94),(13 104523.71),(14 105374.52),(15 102015.555),(16 103114.25),(17 103278.64),(18 103223.586),(19 103759.17),(20 104258.08),(21 103242.3),(22 102854.22),(23 104239.48),(24 104483.164),(25 106206.305),(26 105485.164),(27 103641.69),(28 102851.664),(29 104776.02),(30 105739.16),(31 106051.82),(32 104622.54),(33 107195.26),(34 106082.82),(35 106946.266),(36 107660.26),(37 107225.26),(38 107667.13),(39 108330.805),(40 106808.97),(41 107601.24),(42 109470.35),(43 109857.42),(44 110967.195),(45 110975.29),(46 111296),(47 110637.38),(48 110005.36),(49 111845.3),(50 111830.9),(51 112249.445),(52 111120.12),(53 109314.79),(54 109514.63),(55 110304.78),(56 113005.836),(57 111408.5),(58 110048.68),(59 111648.31),(60 111565.3),(61 112458.59),(62 110713.57),(63 111590.54),(64 112344.35),(65 108616.6),(66 111667.97),(67 110064.414),(68 109051.41),(69 108673.54),(70 108790.04),(71 108721.57),(72 108684.7),(73 108528.336),(74 109758.01),(75 107050.34),(76 108140.766),(77 107461.18),(78 107510.46),(79 108343.43),
(1 95806.055),(2 100427.79),(3 94798.84),(4 97933.22),(5 99280.586),(6 100744.42),(7 98528.02),(8 99118.2),(9 100460.25),(10 99015.69),(11 99813.37),(12 97959.586),(13 101838.69),(14 102597.18),(15 101466.81),(16 101634.914),(17 102381.93),(18 98446.664),(19 101788.82),(20 102886.555),(21 101216.86),(22 102128.85),(23 103106.09),(24 103409.16),(25 104213.39),(26 103229.1),(27 102847.49),(28 102414.76),(29 103943.2),(30 102447.336),(31 104090.766),(32 104632.3),(33 104607.445),(34 105124.84),(35 106110.27),(36 105941.34),(37 105460.734),(38 106500),(39 107217.37),(40 108197.21),(41 104905.45),(42 105636.6),(43 107285.85),(44 108550.6),(45 108814.07),(46 108714.28),(47 108596.31),(48 110602.22),(49 107273.516),(50 111482.91),(51 110043.7),(52 108515.266),(53 109353.76),(54 108408.914),(55 109404.85),(56 109431.83),(57 108831.51),(58 108082.55),(59 108901.14),(60 108872.3),(61 108495.88),(62 109885.6),(63 110160.336),(64 108778.055),(65 107835.3),(66 107760.305),(67 108518.945),(68 108217.16),(69 107314.15),(70 106904.42),(71 108340.12),(72 108493.54),(73 106760.17),(74 106769.01),(75 107280.85),(76 106438.82),(77 104272.52),(78 105571.19),(79 105382.64),
(1 94895.445),(2 99385.3),(3 94363.69),(4 96300.12),(5 97530.04),(6 99142.836),(7 96974.33),(8 98702.89),(9 99102.76),(10 97122.42),(11 99380.836),(12 100089.266),(13 101033.5),(14 98379.96),(15 98923.19),(16 99865.37),(17 100563.09),(18 99454.36),(19 101349.75),(20 100083.055),(21 99194.55),(22 100634.09),(23 100676.85),(24 101937.14),(25 101461.05),(26 102305.23),(27 101797.97),(28 100485.484),(29 102293.445),(30 100524.89),(31 100959.555),(32 101420.555),(33 103518.95),(34 101201.77),(35 101379.945),(36 102389.23),(37 101966.8),(38 101553.37),(39 101975.41),(40 103977.69),(41 103060.54),(42 102508.78),(43 104262.94),(44 105851.914),(45 104789.79),(46 104710.875),(47 105900.24),(48 106182.24),(49 105607.56),(50 104538.4),(51 105759.016),(52 105119.01),(53 104699.63),(54 104625.555),(55 105384.29),(56 105334.32),(57 106366.27),(58 105360.03),(59 106481.3),(60 106169.76),(61 106152.836),(62 107301.05),(63 108352.12),(64 106287.29),(65 106295.56),(66 107080.67),(67 106330.164),(68 106691.97),(69 105861.3),(70 105881.34),(71 104980.9),(72 104985.37),(73 105083.266),(74 104232.05),(75 105664.32),(76 103913.734),(77 104092.12),(78 103530.99),(79 102707.92),
(1 91077.92),(2 94601.266),(3 90241.266),(4 92822.65),(5 93600.16),(6 92631.516),(7 92534.21),(8 94451.22),(9 94285.086),(10 94511.48),(11 94171.516),(12 94954.734),(13 95356.484),(14 96155.85),(15 95878.445),(16 96380.37),(17 94916.055),(18 95225.6),(19 95939.89),(20 96911.26),(21 97099.26),(22 97341.305),(23 96320.24),(24 96270.664),(25 98061.35),(26 98428.58),(27 98942.78),(28 98625.17),(29 97759.836),(30 97186.5),(31 98551.87),(32 97897.266),(33 99787.516),(34 100764.73),(35 99097.414),(36 98848.97),(37 99929.414),(38 99609.375),(39 98906.055),(40 99232.93),(41 100412.41),(42 98899.555),(43 100283.805),(44 101462.58),(45 101403.69),(46 101673.27),(47 102089.11),(48 101833.02),(49 101771.914),(50 100708.78),(51 99874.73),(52 101471.16),(53 101277.74),(54 100210.07),(55 101129.5),(56 100874.336),(57 101618.32),(58 101262.15),(59 102035.195),(60 102602.41),(61 102680.7),(62 101482.38),(63 102258.445),(64 100713.17),(65 100792.57),(66 100347.836),(67 99808.375),(68 100744.4),(69 100823.97),(70 99641.055),(71 99946.95),(72 99523.836),(73 100122.7),(74 97539.14),(75 99608.94),(76 97221.79),(77 99558.69),(78 98982.31),(79 98952.73),
(1 86909.73),(2 89705.31),(3 86086.53),(4 88495.516),(5 90153.55),(6 88144.305),(7 89189.89),(8 90457.65),(9 91347.65),(10 90660.984),(11 91711.6),(12 90668.414),(13 91006.375),(14 91575.305),(15 92565.83),(16 91493.414),(17 91515.15),(18 91400.4),(19 92531.99),(20 92786.11),(21 93020.29),(22 92134.08),(23 91391.16),(24 92885.57),(25 91918),(26 93726.57),(27 95510.32),(28 95507.24),(29 95247.56),(30 94769.12),(31 94221.91),(32 94413.086),(33 94424.07),(34 95728.28),(35 95686.09),(36 95339.31),(37 96476.945),(38 96644.17),(39 95022.39),(40 94909.57),(41 96129.445),(42 95989.79),(43 96615.59),(44 97736.65),(45 96445.88),(46 97761.63),(47 97172.77),(48 96723.09),(49 97511.086),(50 97057.69),(51 97422.84),(52 96398.64),(53 95182.305),(54 97367.71),(55 96871.64),(56 97736.836),(57 97079.305),(58 97293.88),(59 98237.76),(60 98713.266),(61 98073.93),(62 98869.43),(63 100358.89),(64 99805.13),(65 99520.31),(66 98808.23),(67 98279.83),(68 98575.31),(69 100191.72),(70 98717.91),(71 95480.55),(72 95633.766),(73 98729.05),(74 95373.914),(75 95775.53),(76 96492.21),(77 95789.33),(78 96649.45),(79 95957.15),
(1 84790.98),(2 88298.414),(3 84578.63),(4 86542.09),(5 88148.266),(6 87414.484),(7 87717.91),(8 88294.04),(9 88394.805),(10 89281.69),(11 88368.4),(12 88671.62),(13 89097.48),(14 90638.52),(15 88525.586),(16 89718.93),(17 89013.016),(18 89126.67),(19 88911.51),(20 88681.65),(21 89498.164),(22 90266.35),(23 90421.945),(24 90992.27),(25 90405.375),(26 90042.445),(27 92164.016),(28 91757.805),(29 92453.32),(30 91424.36),(31 91703.79),(32 90640.08),(33 90646.9),(34 91889.47),(35 92984.62),(36 91087.87),(37 92696.98),(38 93188.26),(39 92685.03),(40 92111.88),(41 92701.78),(42 92608.92),(43 94031.164),(44 94772.4),(45 94321.54),(46 95558.9),(47 94690.15),(48 94285.86),(49 94926.445),(50 96050.19),(51 94355.2),(52 95135.78),(53 93751.336),(54 93750.22),(55 94360.32),(56 94926.49),(57 97212.32),(58 96279.59),(59 95869.3),(60 94820.96),(61 94254.04),(62 93340.43),(63 94486.75),(64 95727.88),(65 93976.89),(66 95111.44),(67 92779.33),(68 94973.23),(69 95303.37),(70 96739.7),(71 93982.3),(72 92659.2),(73 94471.94),(74 93183.55),(75 93783.72),(76 92671.46),(77 93576.85),(78 93974.56),(79 93287.805),
(1 85146.71),(2 86251.16),(3 82218.195),(4 83892.805),(5 85629.63),(6 87576.914),(7 86722.64),(8 85007.27),(9 86119.27),(10 87164.84),(11 86967.65),(12 87606.22),(13 87633.7),(14 87874.414),(15 87371.77),(16 87542.22),(17 85435.31),(18 86192.71),(19 86825.57),(20 86998.76),(21 88253.24),(22 87336.22),(23 87560.66),(24 88899.07),(25 87568.59),(26 88319.99),(27 89079.18),(28 89131.07),(29 89031.086),(30 89825.95),(31 90286.22),(32 89110.82),(33 89908.766),(34 90199.18),(35 90506.48),(36 90129.93),(37 90593.27),(38 91876.62),(39 92422.7),(40 91100.41),(41 91508.06),(42 91495.02),(43 92243.445),(44 93051.88),(45 93767.03),(46 93920.42),(47 93677.21),(48 92089.86),(49 93743.695),(50 92899.61),(51 94522.39),(52 92827.516),(53 93592.73),(54 91952.56),(55 93686.64),(56 93505.75),(57 93680.76),(58 93480.61),(59 94292.15),(60 92796.37),(61 93652.65),(62 90723.85),(63 92747.35),(64 92625.06),(65 93569.55),(66 94163.22),(67 93090.29),(68 92307.57),(69 93193.54),(70 92590.164),(71 92474.15),(72 92290.945),(73 92052.445),(74 90915.18),(75 92182.38),(76 91839.01),(77 91350.23),(78 92427.73),(79 91453.516),
(1 82280.37),(2 83666.984),(3 79335.805),(4 81745.586),(5 82215.555),(6 83966.5),(7 83228.63),(8 82061.4),(9 84090.35),(10 85502.164),(11 84320.93),(12 84047.86),(13 84603.01),(14 85949.95),(15 84347.22),(16 83261.38),(17 83487.07),(18 84436.266),(19 85807.555),(20 84556.14),(21 84258.87),(22 84468.375),(23 83627.984),(24 85711.41),(25 85482.69),(26 84590.21),(27 84908.62),(28 85866.97),(29 85466.19),(30 86857.48),(31 86800.664),(32 86346.75),(33 87065.195),(34 87612.57),(35 86345.74),(36 86392.984),(37 87077.555),(38 87694.086),(39 87609.22),(40 87403.38),(41 87434.94),(42 87752.04),(43 90903.11),(44 88880.56),(45 87702.914),(46 89290.67),(47 91073.14),(48 90347.21),(49 89608.5),(50 90806.81),(51 90299.945),(52 91340.96),(53 89027.9),(54 90258.71),(55 88774.16),(56 90652.2),(57 90778.93),(58 89991.88),(59 90007.06),(60 90220.65),(61 90271.695),(62 90288.5),(63 89604.31),(64 90629.125),(65 90654.07),(66 90458.22),(67 89424.72),(68 88805.67),(69 89539.09),(70 90160.52),(71 88568.016),(72 89411.23),(73 89242.32),(74 89517.11),(75 88980.4),(76 88017.97),(77 88506.69),(78 88051.69),(79 88517.95),
(1 78797.45),(2 79497.445),(3 75454.625),(4 78431.86),(5 78895.94),(6 79353.05),(7 80219.04),(8 79339.586),(9 81583.55),(10 80194.17),(11 80279.71),(12 80623.76),(13 80557.05),(14 80810.266),(15 80128.77),(16 80992.766),(17 80135.016),(18 81755.08),(19 82157.42),(20 81592.164),(21 82574.766),(22 82576.29),(23 81365.04),(24 83303.19),(25 82304.77),(26 83135.83),(27 82848.21),(28 83360.586),(29 84443.42),(30 84289.375),(31 83998.55),(32 84354.44),(33 83994.69),(34 83813.945),(35 84892.05),(36 84341.85),(37 83334.32),(38 83918.44),(39 87008.58),(40 86213.125),(41 85336.79),(42 85367.83),(43 87374.445),(44 86522.47),(45 85366.83),(46 86035.59),(47 85665.77),(48 85541.125),(49 86326.766),(50 87153.664),(51 87339.89),(52 86037.09),(53 87384.47),(54 86256.83),(55 88690.81),(56 87490.76),(57 88169.56),(58 87340.08),(59 87858.984),(60 87337.89),(61 88255.87),(62 87585.29),(63 86484.49),(64 87461.984),(65 87101.76),(66 86241.09),(67 86753.65),(68 86325.64),(69 87825.695),(70 88249.08),(71 87957.15),(72 86431.99),(73 87159.625),(74 88631.08),(75 86664.09),(76 87732.82),(77 86790.32),(78 87158.21),(79 87424.49),
(1 79968.38),(2 80414.59),(3 75048.41),(4 78111.26),(5 79550.5),(6 79933.81),(7 79717.4),(8 79323.266),(9 81211.41),(10 80586.61),(11 79471.38),(12 80597.94),(13 81332.11),(14 82156.69),(15 80645.516),(16 80867.32),(17 81098.72),(18 81748.76),(19 82155.805),(20 81988.71),(21 81602.84),(22 82889.61),(23 81864.02),(24 81752.67),(25 82713.234),(26 82482.31),(27 82456.16),(28 81985.195),(29 82187.12),(30 83035.88),(31 83106.78),(32 83138.39),(33 83373.16),(34 83030.64),(35 83331.8),(36 82329.41),(37 82519.89),(38 82260.26),(39 84271.02),(40 83150.875),(41 83759.17),(42 83814.35),(43 84369.4),(44 85872.01),(45 85974.48),(46 85047.44),(47 84105.59),(48 84786.9),(49 85105.74),(50 86135.555),(51 86019.914),(52 85810.875),(53 86453.57),(54 86978.97),(55 87415.805),(56 86372.61),(57 85776.3),(58 86649.07),(59 86091.484),(60 86165.48),(61 85934.63),(62 86618.984),(63 85759.42),(64 87339.39),(65 86076.3),(66 86614.62),(67 85173.7),(68 87100.49),(69 85571.8),(70 86182.266),(71 85286.766),(72 86107.18),(73 85669.516),(74 85528.82),(75 86054.91),(76 85459.055),(77 84838.68),(78 86022.53),(79 85522.79),
(1 74405.11),(2 75624.79),(3 71031.24),(4 72948.13),(5 73838.27),(6 76018.77),(7 75459.3),(8 73733.78),(9 76566.4),(10 76879.67),(11 75503.52),(12 75270.055),(13 76351.71),(14 77916.4),(15 77609.234),(16 77274.59),(17 76652.85),(18 76080.234),(19 76548.62),(20 76473.62),(21 76957.17),(22 76557.14),(23 76618.06),(24 76913.65),(25 76935.375),(26 77186.67),(27 78050.96),(28 77726.57),(29 77194.92),(30 78590.6),(31 79370.93),(32 78005.21),(33 78201.96),(34 78007.33),(35 77962.62),(36 78669.4),(37 78541.86),(38 79261.39),(39 79643.6),(40 79573.08),(41 80359.68),(42 79850.99),(43 79726.914),(44 80331.99),(45 80554.31),(46 80683.516),(47 81305.195),(48 80281.56),(49 80652.3),(50 81188.36),(51 82539.05),(52 81815.16),(53 81473.81),(54 82006.445),(55 82066.73),(56 83766.016),(57 83282.72),(58 82261.7),(59 82116.33),(60 81845.164),(61 81430.57),(62 80931.44),(63 82082.68),(64 82729.75),(65 81363.945),(66 81292.805),(67 80917.6),(68 80958.61),(69 81239.16),(70 80577.8),(71 81058.055),(72 81907.33),(73 80756.6),(74 80572.57),(75 80772.1),(76 80310.96),(77 79414.01),(78 79731.266),(79 79649.41),
(1 73506.11),(2 73422.34),(3 69910.1),(4 72560.76),(5 72353.5),(6 73243.766),(7 73151.31),(8 71958.43),(9 74676.35),(10 74123.16),(11 75147.266),(12 74833.97),(13 75666.59),(14 76519.12),(15 73948.66),(16 74566.06),(17 75730.57),(18 75027.3),(19 75157.84),(20 74413.6),(21 76214.17),(22 74807.79),(23 75465.96),(24 76973.64),(25 75849.125),(26 77059.39),(27 77977.26),(28 77117.47),(29 76848.68),(30 76840.81),(31 77141.87),(32 76716.12),(33 77783.734),(34 78734.81),(35 79000.234),(36 77854.305),(37 78002.164),(38 77811.7),(39 78955.12),(40 79074.54),(41 78636.21),(42 79198.26),(43 79703.555),(44 79984.805),(45 79820.88),(46 79520.18),(47 79809.15),(48 79831.59),(49 79320.69),(50 79986.38),(51 80210.47),(52 80744),(53 79753.55),(54 79309.76),(55 80917.3),(56 80555.72),(57 81401),(58 80399.46),(59 79582.86),(60 80755.57),(61 80684.69),(62 80154.39),(63 81301.57),(64 80623.69),(65 80613.055),(66 79621.64),(67 79495.086),(68 79748.37),(69 80362.99),(70 80163.88),(71 79135.945),(72 80325.484),(73 79759.8),(74 80963.39),(75 80530.26),(76 79850.51),(77 79719.086),(78 80646.055),(79 78647.39),
(1 70620.29),(2 69429.67),(3 68108.82),(4 69779.72),(5 69318.695),(6 70716.29),(7 70594.766),(8 69397.69),(9 72451.06),(10 70566.35),(11 72077.37),(12 71376.445),(13 72087.25),(14 73202.195),(15 70955.414),(16 72247.63),(17 71935.766),(18 70634.81),(19 71822.234),(20 72553.79),(21 72998.82),(22 71988.766),(23 73349.56),(24 73343.766),(25 72931.836),(26 72806.03),(27 73979.664),(28 73634.414),(29 72849.88),(30 73050.11),(31 73636.53),(32 73427.48),(33 74224.79),(34 75765.055),(35 75062.61),(36 74816.984),(37 73506.45),(38 74187.766),(39 74060.33),(40 75906.86),(41 75529.12),(42 75926.56),(43 76740.12),(44 76185.11),(45 77399.06),(46 75407.1),(47 76681.16),(48 75783.31),(49 75528.22),(50 75874.86),(51 76967.04),(52 77049.71),(53 76916.586),(54 77260.92),(55 76948.805),(56 76685.64),(57 77369.44),(58 77226.336),(59 76926.59),(60 77066.86),(61 77129.78),(62 77051.77),(63 77474.39),(64 76255.664),(65 76522.734),(66 77529.57),(67 75862.875),(68 76183.99),(69 77172.45),(70 76033.375),(71 76285.68),(72 76092.016),(73 76488.17),(74 75494.05),(75 76535.45),(76 77322.39),(77 78006.09),(78 76805.39),(79 75745.02),
(1 68372.21),(2 68934.55),(3 66345.13),(4 67459.445),(5 67789.35),(6 69975.66),(7 68820.77),(8 68465.21),(9 69791.63),(10 69674.41),(11 69858.07),(12 69134.07),(13 70180.6),(14 71538.05),(15 70334.01),(16 70611.71),(17 70565.05),(18 68481.69),(19 70173.78),(20 71144),(21 71346.71),(22 70975.76),(23 71797.15),(24 70727.95),(25 70027.03),(26 70798.09),(27 71848.695),(28 72209.08),(29 71757.92),(30 71955.03),(31 72972.85),(32 71556.164),(33 72271.76),(34 71752.52),(35 72154.11),(36 71759.39),(37 71234.51),(38 71467.18),(39 71932.3),(40 72188.87),(41 71992.83),(42 72879.12),(43 73847.71),(44 73979.78),(45 74525.09),(46 74357.33),(47 74392.27),(48 74028.78),(49 73119.31),(50 73077.23),(51 74257.45),(52 74937.42),(53 74030.65),(54 74082.81),(55 74916.75),(56 74741.164),(57 74594.984),(58 74572.93),(59 75487.47),(60 74737.164),(61 74699.76),(62 74534.47),(63 75397.14),(64 75489.1),(65 74323.625),(66 75481.88),(67 74894.445),(68 74688.375),(69 76161.664),(70 74039.055),(71 75103.12),(72 74867.55),(73 75653.48),(74 74268.266),(75 74355.26),(76 74866.6),(77 74429.19),(78 75258.32),(79 75883.03),
(1 69274.836),(2 67772.336),(3 66699.86),(4 67068.16),(5 68483.19),(6 69228.734),(7 68438.94),(8 68473.71),(9 70341.76),(10 68492.76),(11 69037.63),(12 70156.24),(13 69453.75),(14 69908.13),(15 69783.73),(16 69671.76),(17 70086.164),(18 68076.48),(19 70165.69),(20 70825.766),(21 69983.32),(22 71014.54),(23 70084.195),(24 70692.016),(25 71233.52),(26 70066.66),(27 70764.01),(28 71165.766),(29 70580.836),(30 71540.74),(31 71759.37),(32 71364.92),(33 70841.945),(34 73078.734),(35 72570.16),(36 71502.66),(37 71156.19),(38 71945.21),(39 71639.28),(40 71153.88),(41 71563.87),(42 73624.31),(43 73460.28),(44 73450.57),(45 73931.3),(46 73092.484),(47 72198.22),(48 72892.9),(49 72147.086),(50 72209.516),(51 72585.03),(52 73379.69),(53 71966.24),(54 72883.805),(55 73398.336),(56 73278.984),(57 73958.86),(58 74525.18),(59 73433.93),(60 73923.32),(61 73665.62),(62 73820.89),(63 73382.805),(64 73352.18),(65 74234.68),(66 73999.195),(67 72872.59),(68 73300.56),(69 73583.664),(70 73830.28),(71 72759.97),(72 73059.19),(73 73541.27),(74 72882.18),(75 72882.31),(76 72946.945),(77 73901.945),(78 73357.06),(79 73733.19),
(1 66220.65),(2 63973.402),(3 61750.21),(4 64321.004),(5 63900.215),(6 64497.195),(7 64552.27),(8 64503.047),(9 66095.305),(10 67000.234),(11 65392.324),(12 66509.37),(13 65265.563),(14 66741.25),(15 67091.87),(16 66283.78),(17 66977.65),(18 66575.016),(19 67108.76),(20 66531.6),(21 67607.26),(22 67173.58),(23 67362.76),(24 66802.24),(25 68043.13),(26 67128.36),(27 68074.8),(28 67699.914),(29 68268.51),(30 68120.83),(31 68885.98),(32 68274.41),(33 67960.555),(34 68673.3),(35 68668.945),(36 67984.125),(37 67575.18),(38 67518.336),(39 68570.92),(40 68478.54),(41 67781.47),(42 69401.85),(43 69803.016),(44 69709.914),(45 69932.516),(46 68767.05),(47 68825.01),(48 68835.87),(49 69487.12),(50 68776.51),(51 70148.1),(52 68825.52),(53 69932.375),(54 70094.05),(55 70253.47),(56 69952.73),(57 70662.65),(58 71516.88),(59 71283.945),(60 70195.54),(61 70373.836),(62 70952.87),(63 70201),(64 70308.35),(65 70199.914),(66 70711.77),(67 69734.39),(68 69550.97),(69 70192.66),(70 71244.1),(71 71075.266),(72 70697.05),(73 71393.35),(74 70184.445),(75 71162.56),(76 70705.984),(77 71274.68),(78 69868.68),(79 71524.17),
