1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 144467.92),(2 262267.1),(3 389384.1),(4 634255.06),(5 885144.8),(6 1110660),(7 1441335.4),(8 1701017.6),(9 1944792.4),(10 2258795.3),(11 2579590.3),(12 2903938.8),(13 3305563.3),(14 3666553.8),(15 4044432.8),(16 4441999.5),(17 4843925.5),(18 5199955.5),(19 5577536.5),(20 5925184),(21 6238060),(22 6529374.5),(23 6877919.5),(24 7133162.5),(25 7434064),(26 7769888),(27 8119432),(28 8487919),(29 9077971),(30 9782325),(31 10433967),(32 11107619),(33 11807659),(34 12430551),(35 13269575),(36 14276347),(37 15039343),(38 16081413),(39 16896878),(40 17668676),(41 18510296),(42 19287518),(43 20140706),(44 21005954),(45 21819378),(46 22447024),(47 23181144),(48 23766830),(49 24172328),(50 24612592),(51 24971258),(52 25123626),(53 25532816),(54 25900022),(55 26199286),(56 26657438),(57 26915722),(58 27311286),(59 27733018),(60 28295222),(61 28784766),(62 29387594),(63 29909440),(64 30179450),(65 30659162),(66 30849870),(67 31219424),(68 31615902),(69 31859904),(70 32165766),(71 32551272),(72 32735638),(73 32877706),(74 33198656),(75 33305734),(76 33420432),(77 33693084),(78 33866780),(79 33928228),
(1 7992.264),(2 10602.923),(3 10975.778),(4 11291.616),(5 11558.906),(6 11797.459),(7 12070.364),(8 12881.39),(9 13217.296),(10 13266.797),(11 13461.452),(12 13829.493),(13 13843.737),(14 13726.147),(15 13796.854),(16 13673.575),(17 13543.826),(18 13712.762),(19 13274.667),(20 13013.723),(21 12968.004),(22 13476.411),(23 13379.768),(24 13592.645),(25 13557.647),(26 13761.2295),(27 13689.874),(28 13920.962),(29 14026.837),(30 14222.962),(31 14244.541),(32 14164.222),(33 14213.637),(34 14226.573),(35 14192.309),(36 14286.957),(37 14539.335),(38 14560.237),(39 14399.897),(40 14089.495),(41 13993.215),(42 14113.223),(43 14041.966),(44 14412.48),(45 14393.971),(46 14156.878),(47 14536.572),(48 14715.343),(49 14395.775),(50 14832.505),(51 14732.777),(52 14796.575),(53 14953.528),(54 14947.15),(55 14934.528),(56 14919.925),(57 15017.157),(58 15120.397),(59 15050.585),(60 14868.44),(61 14721.587),(62 14939.888),(63 14709.383),(64 14714.736),(65 14626.8125),(66 14328.562),(67 14108.952),(68 14137.532),(69 14268.501),(70 14176.068),(71 14228.729),(72 14245.818),(73 14417.796),(74 13910.083),(75 14180.074),(76 13963.769),(77 14063.994),(78 14674.85),(79 14518.262),
(1 7560.232),(2 10129.359),(3 10220.254),(4 10229.255),(5 10595.8545),(6 10900.528),(7 10855.654),(8 11424.761),(9 11962.802),(10 12000.348),(11 12137.711),(12 12421.278),(13 12298.719),(14 12273.126),(15 12274.29),(16 12615.149),(17 12362.013),(18 12372.539),(19 12406.506),(20 12253.982),(21 12332.968),(22 12644.8545),(23 12725.288),(24 12377.616),(25 12457.184),(26 12371.627),(27 12589.249),(28 12548.106),(29 12739.926),(30 12894.852),(31 12781.053),(32 13080.57),(33 13346.912),(34 13321.919),(35 13296.492),(36 13486.065),(37 13464.347),(38 13497.12),(39 13639.38),(40 13355.297),(41 13280.498),(42 13326.924),(43 13322.475),(44 13449.22),(45 13663.658),(46 13772.154),(47 13851.23),(48 14048.322),(49 13996.119),(50 14285.101),(51 14366.886),(52 14055.79),(53 14306.088),(54 14432.669),(55 14308.069),(56 14208.43),(57 14319.002),(58 14457.877),(59 14486.369),(60 14289.68),(61 14195.998),(62 14070.634),(63 14052.641),(64 14077.617),(65 13862.144),(66 13565.655),(67 13464.28),(68 13551.631),(69 13629.9375),(70 13462.394),(71 13503.954),(72 13341.008),(73 13370.957),(74 13241.905),(75 13158.397),(76 13217.3955),(77 13515.923),(78 13519.224),(79 13527.656),
(1 7536.115),(2 9873.066),(3 10250.856),(4 10307.001),(5 10707.18),(6 10867.594),(7 11230.29),(8 11747.285),(9 12069.105),(10 12238.943),(11 12598.304),(12 12473.686),(13 12804.749),(14 12619.969),(15 12732.16),(16 12804.239),(17 12714.518),(18 12443.694),(19 12275.884),(20 12401.363),(21 12257.623),(22 12335.375),(23 12707.924),(24 12414.586),(25 12270.239),(26 12570.618),(27 12634.116),(28 12968.665),(29 12911.058),(30 13012.13),(31 12792.326),(32 12838.492),(33 13124.986),(34 13345.608),(35 13246.884),(36 13399.194),(37 13563.952),(38 13270.599),(39 13409.569),(40 13386.443),(41 13337.856),(42 13195.196),(43 13401.215),(44 13361.343),(45 13180.018),(46 13385.483),(47 13613.307),(48 13617.866),(49 13764.595),(50 13857.624),(51 13951.886),(52 14029.376),(53 13882.316),(54 14095.798),(55 14033.98),(56 13969.375),(57 13959.866),(58 14178.84),(59 14151.087),(60 14230.9),(61 13963.333),(62 14059.405),(63 14210.244),(64 13820.739),(65 13620.183),(66 13667.032),(67 13966.932),(68 13634.486),(69 13855.976),(70 13476.083),(71 13552.823),(72 13381.679),(73 13391.425),(74 13227.711),(75 13448.2295),(76 13417.102),(77 13484.0625),(78 13370.727),(79 13429.977),
(1 7123.8564),(2 9577.058),(3 10147.248),(4 10119.015),(5 10437.066),(6 10578.997),(7 10840.093),(8 11384.179),(9 11906.192),(10 12095.285),(11 11981.901),(12 12044.79),(13 12282.506),(14 12049.842),(15 12400.876),(16 12394.774),(17 12348.138),(18 12062.07),(19 11917.145),(20 12100.043),(21 12099.452),(22 12126.559),(23 12297.725),(24 12023.287),(25 12384.555),(26 12315.804),(27 12455.803),(28 12742.57),(29 12886.145),(30 12727.345),(31 12674.732),(32 12834.235),(33 12650.424),(34 13163.277),(35 13368.205),(36 13476.664),(37 13225.543),(38 13296.887),(39 13135.293),(40 13048.267),(41 13031.896),(42 13142.99),(43 13148.719),(44 13087.885),(45 13254.185),(46 13338.247),(47 13357.077),(48 13489.77),(49 13534.364),(50 13758.877),(51 13726.455),(52 13520.889),(53 13876.786),(54 13772.837),(55 13870.774),(56 13801.369),(57 13839.886),(58 13822.871),(59 13923.504),(60 13975.332),(61 13884.025),(62 13714.728),(63 14022.405),(64 13538.9795),(65 13439.251),(66 13309.826),(67 13625.4375),(68 13445.795),(69 13378.405),(70 13466.974),(71 13514.701),(72 13310.306),(73 13304.413),(74 13430.647),(75 13436.707),(76 13494.444),(77 13466.158),(78 13193.696),(79 13171.59),
(1 7094.3545),(2 9274.432),(3 9550.637),(4 9384.121),(5 9954.467),(6 10154.156),(7 10325.643),(8 10975.557),(9 11250.033),(10 11426.873),(11 11175.087),(12 11600.917),(13 11831.885),(14 11644.493),(15 11713.381),(16 11731.27),(17 11411.398),(18 11300.453),(19 11240.116),(20 11375.081),(21 11279.249),(22 11400),(23 11383.901),(24 11151.799),(25 11564.795),(26 11443.395),(27 11525.756),(28 11693.279),(29 11950.0205),(30 12024.347),(31 11967.65),(32 11870.223),(33 12115.12),(34 12286.991),(35 12399.9),(36 12640.054),(37 12414.265),(38 12246.434),(39 12553.788),(40 12624.37),(41 12466),(42 12589.325),(43 12597.831),(44 12578.962),(45 12768.197),(46 12868.349),(47 12795.381),(48 12974.025),(49 12893.617),(50 13099.455),(51 13109.189),(52 13104.608),(53 13133.877),(54 13543.344),(55 13176.077),(56 13362.101),(57 13333.69),(58 12950.106),(59 13012.651),(60 13284.034),(61 13359.177),(62 12864.231),(63 13157.633),(64 12921.95),(65 12661.515),(66 12500.208),(67 12590.343),(68 12417.095),(69 12507.789),(70 12450.58),(71 12648.502),(72 12475.847),(73 12184.897),(74 12372.857),(75 12430.842),(76 12491.605),(77 12249.691),(78 12177.136),(79 12287.151),
(1 7008.379),(2 9358.712),(3 9287.256),(4 9461.335),(5 10101.423),(6 10227.715),(7 10425.878),(8 11147.722),(9 11460.863),(10 11394.849),(11 11207.627),(12 11398.208),(13 11521.392),(14 11474.151),(15 11572.127),(16 11652.279),(17 11331.674),(18 11225.796),(19 11345.646),(20 11177.423),(21 11158.938),(22 11234.205),(23 11348.899),(24 11200.017),(25 11514.672),(26 11323.991),(27 11534.8125),(28 11578.859),(29 11701.846),(30 11831.148),(31 11988.61),(32 11866.37),(33 11911.925),(34 12484.919),(35 12228.308),(36 12422.679),(37 12269.938),(38 12268.835),(39 12331.248),(40 12620.472),(41 12590.858),(42 12498.821),(43 12536.311),(44 12424.334),(45 12742.153),(46 12669.603),(47 12522.829),(48 12854.052),(49 12949.278),(50 12883.532),(51 13040.428),(52 13313.743),(53 13289.904),(54 13374.365),(55 13491.615),(56 13361.685),(57 13361.506),(58 13084.163),(59 13118.6455),(60 13332.404),(61 13333.188),(62 12976.689),(63 13156.028),(64 12779.279),(65 12845.561),(66 12576.6045),(67 12508.472),(68 12697.488),(69 12674.661),(70 12636.096),(71 12715.54),(72 12405.044),(73 12424.155),(74 12596.415),(75 12462.516),(76 12326.331),(77 12609.64),(78 12577.274),(79 12494.385),
(1 7003.704),(2 8993.984),(3 9344.781),(4 9237.52),(5 9821.856),(6 10118.523),(7 10417.475),(8 10882.28),(9 11009.75),(10 11231.262),(11 11285.23),(12 11343.181),(13 11256.227),(14 11375.385),(15 11490.655),(16 11387.143),(17 11130.624),(18 10945.764),(19 11174.926),(20 10929.81),(21 10686.855),(22 10972.364),(23 11036.298),(24 10973.68),(25 11133.327),(26 11084.366),(27 11467.203),(28 11219.122),(29 11385.783),(30 11362.801),(31 11524.231),(32 11446.128),(33 11558.473),(34 12316.186),(35 11972.389),(36 11930.611),(37 11957.74),(38 12025.443),(39 12006.935),(40 11994.834),(41 12099.523),(42 12048.722),(43 12021.925),(44 12254.595),(45 12170.483),(46 12388.801),(47 12361.144),(48 12569.074),(49 12446.818),(50 12517.359),(51 12637.132),(52 12685.84),(53 12677.351),(54 12760.078),(55 12777.091),(56 12837.228),(57 12533.72),(58 12664.841),(59 12831.925),(60 12623.12),(61 12545.133),(62 12498.24),(63 12283.639),(64 12281.13),(65 12225.869),(66 12293.016),(67 12197.428),(68 12087.908),(69 12313.836),(70 12280.6),(71 12349.042),(72 12072.59),(73 12083.245),(74 12254.613),(75 12268.352),(76 12116.343),(77 12281.633),(78 12468.52),(79 12498.741),
(1 6894.0356),(2 8916.641),(3 8957.825),(4 9154.298),(5 9856.222),(6 10013.238),(7 10357.793),(8 10754.851),(9 10701.551),(10 10943.351),(11 11037.455),(12 11346.235),(13 10952.807),(14 11038.304),(15 11138.991),(16 11284.573),(17 10987.808),(18 10797.611),(19 10851.396),(20 10715.342),(21 10663.225),(22 10875.363),(23 10867.307),(24 10986.803),(25 11117.718),(26 11222.812),(27 11490.011),(28 11477.934),(29 11479.103),(30 11432.99),(31 11380.544),(32 11506.515),(33 11554.833),(34 11881.067),(35 11825.734),(36 12047.525),(37 11860.235),(38 11920.929),(39 11669.2295),(40 11876.542),(41 11908.754),(42 11968.85),(43 11803.881),(44 12005.956),(45 11985.116),(46 11957.907),(47 12164.763),(48 12302.486),(49 12285.073),(50 12474.027),(51 12250.1455),(52 12480.851),(53 12524.778),(54 12424.51),(55 12458.03),(56 12540.12),(57 12410.464),(58 12477.858),(59 12416.157),(60 12158.118),(61 12253.994),(62 12364.766),(63 11857.049),(64 12098.205),(65 11948.027),(66 11924.525),(67 11863.522),(68 11813.394),(69 11988.449),(70 12104.711),(71 11910.132),(72 11880.66),(73 11858.878),(74 11846.321),(75 11770.187),(76 11950.071),(77 11973.486),(78 11926.741),(79 12090.37),
(1 6648.0547),(2 8764.745),(3 8846.89),(4 9048.36),(5 9486.036),(6 9683.971),(7 10224.957),(8 10495.921),(9 10408.934),(10 10620.988),(11 10685.871),(12 11006.386),(13 11041.563),(14 10683.017),(15 10818.18),(16 10746.667),(17 10758.277),(18 10360.753),(19 10360.968),(20 10449.452),(21 10343.672),(22 10564.86),(23 10409.449),(24 10523.744),(25 10596.506),(26 10809.32),(27 11093.506),(28 11305.632),(29 11320.003),(30 11329.131),(31 11230.409),(32 11358.038),(33 11622.13),(34 11686.134),(35 11838.299),(36 11936.536),(37 11812.692),(38 11870.785),(39 11428.51),(40 11610.556),(41 11335.225),(42 11705.452),(43 11817.425),(44 11549.502),(45 11789.425),(46 11606.858),(47 11828.696),(48 11982.877),(49 11930.078),(50 12059.723),(51 12052.074),(52 12018.195),(53 11866.228),(54 12027.3545),(55 12192.404),(56 12312.765),(57 12256.732),(58 11964.785),(59 11899.29),(60 12022.645),(61 12106.935),(62 11878.813),(63 12056.249),(64 11980.09),(65 11735.017),(66 11610.342),(67 11795.328),(68 11682.949),(69 11756.042),(70 11963.421),(71 11730.905),(72 11774.193),(73 11969.184),(74 11907.589),(75 12019.174),(76 12130.926),(77 12061.25),(78 12034.827),(79 12010.43),
(1 6663.417),(2 8302.875),(3 8802.376),(4 8755.336),(5 9211.01),(6 9704.49),(7 9948.386),(8 10473.8545),(9 10459.955),(10 10576.877),(11 10605.428),(12 10768.596),(13 10882.504),(14 10664.069),(15 10689.429),(16 10691.196),(17 10355.625),(18 10174.624),(19 10113.754),(20 10040.645),(21 10032.324),(22 10347.387),(23 10065.208),(24 10315.356),(25 10348.087),(26 10757.645),(27 10802.316),(28 10994.848),(29 11116.176),(30 11081.922),(31 10954.411),(32 11186.667),(33 11397.454),(34 11490.829),(35 11586.045),(36 11557.429),(37 11465.161),(38 11793.741),(39 11488.125),(40 11655.697),(41 11624.574),(42 11858.911),(43 11997.797),(44 11907.267),(45 11627.828),(46 12067.6045),(47 12030.198),(48 12152.05),(49 11881.141),(50 11833.054),(51 11969.875),(52 12091.95),(53 12089.471),(54 11881.733),(55 12035.94),(56 12089.197),(57 12119.6),(58 11679.886),(59 11801.959),(60 11732.8125),(61 11896.894),(62 11504.378),(63 11592.008),(64 11678.153),(65 11525.84),(66 11334.885),(67 11293.377),(68 11174.834),(69 11450.908),(70 11611.266),(71 11610.762),(72 11458.391),(73 11621.662),(74 11394.935),(75 11477.963),(76 11517.348),(77 11663.132),(78 11595.642),(79 11494.753),
(1 6481.2666),(2 8371.1045),(3 8744.707),(4 8790.666),(5 9287.943),(6 9771.644),(7 10250.4375),(8 10570.933),(9 10573.743),(10 10529.4795),(11 10751.374),(12 10960.261),(13 10933.3),(14 10878.532),(15 11058.573),(16 10723.897),(17 10575.631),(18 10318.388),(19 10443.373),(20 10181.823),(21 10168.289),(22 10361.707),(23 10291.312),(24 10554.897),(25 10683.813),(26 10947.759),(27 10894.83),(28 10967.571),(29 10871.65),(30 11029.579),(31 10979.038),(32 11271.057),(33 11410.352),(34 11396.9375),(35 11334.078),(36 11322.183),(37 11240.003),(38 11386.013),(39 11424.256),(40 11414.73),(41 11420.309),(42 11483.989),(43 11415.762),(44 11234.709),(45 11424.111),(46 11659.538),(47 11709.1875),(48 11693.8125),(49 11477.336),(50 11499.87),(51 11825.72),(52 11654.798),(53 11697.852),(54 11760.14),(55 11893.373),(56 11992.396),(57 11898.673),(58 11761.452),(59 11756.688),(60 11773.446),(61 11795.762),(62 11587.913),(63 11636.344),(64 11547.461),(65 11412.841),(66 11332.004),(67 11144.693),(68 11110.738),(69 11530.906),(70 11367.831),(71 11302.4795),(72 11494.317),(73 11572.292),(74 11445.723),(75 11308.248),(76 11353.644),(77 11507.793),(78 11537.736),(79 11546.546),
(1 6617.626),(2 8396.03),(3 8599.372),(4 8718.689),(5 9185.306),(6 9616.136),(7 10032.706),(8 10340.724),(9 10364.045),(10 10622.369),(11 10720.04),(12 10744.198),(13 10615.067),(14 10661.904),(15 10523.339),(16 10487.383),(17 10119.821),(18 10052.064),(19 9960.895),(20 9774.767),(21 9761.742),(22 9913.602),(23 9778.055),(24 10085.151),(25 10272.296),(26 10478.011),(27 10527.672),(28 10550.87),(29 10692.513),(30 10653.111),(31 10800.766),(32 11228.973),(33 11363.834),(34 11215.973),(35 11335.954),(36 11409.714),(37 11188.768),(38 11294.704),(39 11409.199),(40 11227.832),(41 11285.919),(42 11457.688),(43 11375.332),(44 11361.184),(45 11416.039),(46 11706.512),(47 11800.262),(48 11623.844),(49 11733.878),(50 11832.702),(51 11755.254),(52 11560.672),(53 11642.549),(54 11746.614),(55 11717.673),(56 11732.387),(57 11592.305),(58 11464.709),(59 11470.481),(60 11437.421),(61 11416.328),(62 11456.212),(63 11561.323),(64 11410.954),(65 11150.528),(66 10923.771),(67 11007.332),(68 11053.96),(69 11245.886),(70 11037.465),(71 11067.516),(72 11157.281),(73 11088.036),(74 10972.5),(75 11046.785),(76 11150.58),(77 11147.885),(78 11285.41),(79 11146.446),
(1 6332.522),(2 8115.277),(3 8317.369),(4 8450.222),(5 8968.379),(6 9288.852),(7 9867.302),(8 9955.395),(9 10117.814),(10 10378.484),(11 10291.068),(12 10479.554),(13 10398.461),(14 10231.296),(15 10147.519),(16 10056.67),(17 9917.709),(18 9775.685),(19 9534.856),(20 9473.176),(21 9687.205),(22 9648.707),(23 9433.819),(24 9714.621),(25 9982.624),(26 10147.818),(27 10186.613),(28 10243.492),(29 10286.195),(30 10331.657),(31 10605.535),(32 10701.065),(33 10798.148),(34 10913.505),(35 10968.007),(36 11049.074),(37 10939.352),(38 10765.255),(39 11009.218),(40 10681.734),(41 10723.99),(42 10828.915),(43 10749.639),(44 11003.987),(45 11090.051),(46 11136.246),(47 11015.45),(48 11030.317),(49 11302.729),(50 11404.364),(51 11314.088),(52 11293.37),(53 11392.068),(54 11298.464),(55 11435.017),(56 11162.132),(57 11084.462),(58 11285.583),(59 11266.808),(60 11082.391),(61 11285.12),(62 11060.083),(63 10952.722),(64 11015.591),(65 10952.752),(66 10605.373),(67 10680.9795),(68 10774.357),(69 10807.69),(70 10694.19),(71 10696.088),(72 10583.511),(73 10719.307),(74 10574.647),(75 10680.647),(76 10774.7),(77 10760.446),(78 10937.612),(79 10796.695),
(1 6246.459),(2 7882.642),(3 8133.145),(4 8393.336),(5 8753.185),(6 9208.27),(7 9676.527),(8 10021.822),(9 10123.476),(10 10101.991),(11 10007.402),(12 10117.864),(13 10077.605),(14 10061.852),(15 9960.096),(16 9632.406),(17 9519.109),(18 9192.6),(19 9111.894),(20 9315.987),(21 9447.417),(22 9290.684),(23 9324.197),(24 9461.33),(25 9602.647),(26 9790.673),(27 10010.998),(28 9966.317),(29 9999.71),(30 10108.363),(31 10213.788),(32 10264.011),(33 10484.812),(34 10529.554),(35 10612.761),(36 10654.836),(37 10546.978),(38 10654.999),(39 10599.518),(40 10415.168),(41 10546.105),(42 10640.347),(43 10640.362),(44 10722.562),(45 10832.755),(46 10973.18),(47 10895.869),(48 10826.28),(49 11154.346),(50 10870.601),(51 11001.644),(52 10926.671),(53 11170.958),(54 10999.412),(55 10974.589),(56 10988.867),(57 10959.407),(58 11009.675),(59 11012.478),(60 10861.626),(61 10995.033),(62 10988.044),(63 10943.13),(64 10799.903),(65 10755.52),(66 10501.342),(67 10608.957),(68 10543.87),(69 10611.46),(70 10697.936),(71 10855.398),(72 10667.265),(73 10646.067),(74 10784.96),(75 10820.056),(76 10770.874),(77 10943.153),(78 10934.416),(79 10897.516),
(1 6224.4063),(2 7788.332),(3 7948.8984),(4 8087.23),(5 8531.592),(6 8871.604),(7 9537.996),(8 9783.379),(9 9732.831),(10 9709.818),(11 9794.667),(12 9949.058),(13 9748.881),(14 9836.672),(15 9822.146),(16 9630.061),(17 9369.582),(18 9033.06),(19 9205.713),(20 9278.453),(21 9361.476),(22 9351.852),(23 9405.158),(24 9232.997),(25 9585.9),(26 9732.616),(27 9861.639),(28 9913.392),(29 9633.971),(30 9858.938),(31 10179.432),(32 10131.82),(33 10282.214),(34 10300.69),(35 10446.283),(36 10337.178),(37 10437.776),(38 10551.801),(39 10480.44),(40 10530.959),(41 10710.394),(42 10575.693),(43 10523.222),(44 10568.967),(45 10779.486),(46 10761.708),(47 11017.559),(48 10800.276),(49 11070.127),(50 10877.298),(51 11054.081),(52 10861.924),(53 11155.786),(54 11097.297),(55 11093.527),(56 11065.703),(57 10919.633),(58 10790.221),(59 10805.712),(60 10923.632),(61 10876.682),(62 10717.103),(63 10912.361),(64 10641.876),(65 10623.628),(66 10287.982),(67 10373.622),(68 10355.579),(69 10422.381),(70 10515.217),(71 10318.161),(72 10236.593),(73 10170.328),(74 10244.882),(75 10457.153),(76 10094.016),(77 10444.647),(78 10352.457),(79 10495.733),
(1 5994.418),(2 7519.0244),(3 7769.3667),(4 7999.539),(5 8435.238),(6 9001.006),(7 9497.036),(8 9690.308),(9 9755.839),(10 9702.731),(11 9776.441),(12 9802.332),(13 9750.521),(14 9833.553),(15 9745.436),(16 9421.768),(17 9307.441),(18 9214.707),(19 9221.327),(20 9241.593),(21 9279.84),(22 9175.911),(23 9318.005),(24 9476.052),(25 9484.872),(26 9725.599),(27 9667.91),(28 9779.745),(29 9609.075),(30 9775.754),(31 9944.714),(32 10044.949),(33 10265.6),(34 10205.224),(35 10285.784),(36 10328.007),(37 10370.439),(38 10342.529),(39 10338.631),(40 10340.945),(41 10302.275),(42 10200.739),(43 10273.043),(44 10361.783),(45 10437.872),(46 10578.336),(47 10570.028),(48 10655.308),(49 10905.085),(50 10585.96),(51 10840.564),(52 10772.685),(53 10760.506),(54 10866.962),(55 10838.345),(56 10986.434),(57 10869.938),(58 10616.584),(59 10693.346),(60 10657.74),(61 10860.503),(62 10793.944),(63 10840.686),(64 10609.27),(65 10397.279),(66 10261.391),(67 10412.214),(68 10282.005),(69 10452.949),(70 10339.186),(71 10296.38),(72 10077.911),(73 10250.896),(74 10425.367),(75 10385.487),(76 10245.339),(77 10217.446),(78 10246.613),(79 10486.714),
(1 5781.022),(2 7157.937),(3 7440.3354),(4 7639.3584),(5 8153.001),(6 8485.691),(7 8825.533),(8 9100.036),(9 9037.044),(10 8977.972),(11 9067.972),(12 9034.177),(13 9024.476),(14 9073.264),(15 8885.015),(16 8657.341),(17 8538.73),(18 8532.448),(19 8547.199),(20 8530.091),(21 8670.777),(22 8509.867),(23 8575.836),(24 8664.055),(25 8777.742),(26 8856.555),(27 9099.702),(28 8907.964),(29 9013.492),(30 9166.664),(31 9425.611),(32 9492.315),(33 9669.478),(34 9586.186),(35 9651.696),(36 9769.047),(37 9666.911),(38 9790.098),(39 9745.696),(40 9606.569),(41 9823.228),(42 9709.212),(43 9863.78),(44 9920.981),(45 9950.448),(46 10093.888),(47 10130.622),(48 10237.863),(49 10212.796),(50 10099.398),(51 10380.692),(52 10161.293),(53 10257.481),(54 10279.925),(55 10334.385),(56 10460.925),(57 10374.407),(58 10266.979),(59 10274.037),(60 10199.087),(61 10318.045),(62 10378.283),(63 10295.407),(64 10078.745),(65 10059.544),(66 9892.059),(67 9947.735),(68 10013.883),(69 9904.383),(70 10047.672),(71 9823.805),(72 9761.694),(73 9970.106),(74 10048.477),(75 9932.566),(76 9855.981),(77 9867.807),(78 9844.928),(79 10050.52),
