1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 527619.2),(2 863325.5),(3 889350),(4 1936940),(5 2830121.8),(6 3258826.3),(7 4783889.5),(8 6172854.5),(9 7106000.5),(10 9042185),(11 10757947),(12 11911512),(13 14185948),(14 16063923),(15 17255638),(16 19324354),(17 21461506),(18 22771718),(19 24855846),(20 27027726),(21 28628480),(22 30984984),(23 33063712),(24 33984590),(25 35479230),(26 36947252),(27 37358748),(28 38564268),(29 39405716),(30 39337908),(31 39948140),(32 40527516),(33 40418520),(34 40780572),(35 40901316),(36 40320136),(37 40956436),(38 41799004),(39 42541508),(40 44021836),(41 45063724),(42 45050304),(43 45691732),(44 46369230),(45 46457810),(46 47618268),(47 48951628),(48 49841308),(49 51361700),(50 53340656),(51 54642530),(52 56628160),(53 58737740),(54 59849004),(55 61494812),(56 63421788),(57 64511124),(58 66342796),(59 68257160),(60 68914936),(61 69699016),(62 71082390),(63 71611896),(64 72322250),(65 73533920),(66 74327576),(67 75159710),(68 76430104),(69 76808170),(70 77524900),(71 78497190),(72 78682376),(73 79224310),(74 80409910),(75 80836616),(76 81745990),(77 83356424),(78 84383140),(79 85368930),
(1 21678.328),(2 45707.715),(3 53650.59),(4 55738.85),(5 56829.566),(6 58656.523),(7 59882.41),(8 61787.387),(9 62264.96),(10 64321.668),(11 66913.43),(12 69554.36),(13 71862.7),(14 74497.39),(15 75636.555),(16 76887.95),(17 78537.41),(18 80533.96),(19 83429.16),(20 85851.336),(21 86355.23),(22 86835.375),(23 87602.19),(24 87907.3),(25 87660.305),(26 88681.57),(27 89800.07),(28 91284.5),(29 91165.12),(30 90721.83),(31 90492.81),(32 89063.29),(33 87653.84),(34 87177.67),(35 87421.79),(36 87728.96),(37 87301.79),(38 86135.484),(39 85763.29),(40 84857.29),(41 82905.65),(42 82207.11),(43 80951.93),(44 79663.695),(45 79405.5),(46 78500.26),(47 77334.5),(48 75649.41),(49 76598.77),(50 76560.08),(51 74999.4),(52 74203.484),(53 73242.24),(54 72169.234),(55 71395.59),(56 71427.31),(57 71796.484),(58 72056.18),(59 71529.266),(60 71460.625),(61 71745.016),(62 71694.97),(63 70452.81),(64 71583.91),(65 71041.67),(66 69825.38),(67 68777.85),(68 68616.46),(69 69202.21),(70 69477.3),(71 69958.9),(72 69778.99),(73 69508.64),(74 69325.79),(75 67941.44),(76 67884.164),(77 69123.61),(78 70002.83),(79 69227.02),
(1 21030.816),(2 43851.344),(3 52081.3),(4 54960.18),(5 55950.51),(6 57608.77),(7 60655.53),(8 63407.734),(9 64552.188),(10 66082.59),(11 67662.65),(12 68931.73),(13 71069.08),(14 73876.305),(15 76095.73),(16 78259.44),(17 81381.47),(18 83489.78),(19 85964.625),(20 87903.914),(21 90140.9),(22 90995.27),(23 90337.19),(24 91127.29),(25 91961.305),(26 92546.195),(27 93958.41),(28 93998.266),(29 93256.46),(30 92789.086),(31 92804.055),(32 93047.82),(33 93354.11),(34 92666.49),(35 91374.99),(36 91297.66),(37 90981.49),(38 89969.6),(39 88150.56),(40 86104.47),(41 83606.93),(42 81113.86),(43 79192.39),(44 79038.89),(45 78234.29),(46 77493.14),(47 75586.99),(48 73207.94),(49 72060.08),(50 71029.414),(51 70876.62),(52 70029.32),(53 67690.55),(54 67588.336),(55 66689.84),(56 66578.48),(57 66412.875),(58 66490.01),(59 67596.99),(60 67075.1),(61 67308.47),(62 66914.414),(63 66439.22),(64 66257.75),(65 66258.44),(66 66723.11),(67 65694.63),(68 64833.82),(69 65609.94),(70 67480.64),(71 68050.95),(72 67030.45),(73 64757.773),(74 65282.773),(75 66100.78),(76 67406.35),(77 66497.875),(78 66489.375),(79 67260.89),
(1 20526.97),(2 42383.234),(3 51599.355),(4 54274.63),(5 55059.87),(6 55069.56),(7 57508.8),(8 60616.367),(9 62333.227),(10 65014.863),(11 67708.14),(12 68879.05),(13 70682.91),(14 72768.91),(15 73568.25),(16 75366.06),(17 77730.484),(18 80645.375),(19 81583.49),(20 83040.55),(21 83961.6),(22 84424.445),(23 84951.45),(24 85073.234),(25 84914.53),(26 84139.25),(27 84133.695),(28 84511.85),(29 84452.12),(30 85178.03),(31 84715.125),(32 83278.11),(33 82237.19),(34 81670.375),(35 81371.336),(36 81437.984),(37 81297.914),(38 80663.71),(39 78736.7),(40 76925.43),(41 76202.57),(42 75040.42),(43 74090.414),(44 73695.305),(45 73244.67),(46 72561.164),(47 71258.766),(48 71274.88),(49 70631.8),(50 68770.02),(51 68958.25),(52 67872.23),(53 66959.516),(54 67937.57),(55 69057),(56 69096.516),(57 68069.8),(58 68684.33),(59 69003.72),(60 67857.695),(61 66752.33),(62 68071.01),(63 69157.24),(64 67543.555),(65 67088.87),(66 66756.54),(67 66089.78),(68 64715.535),(69 62671.906),(70 62552.188),(71 64292.805),(72 64759.707),(73 64725.96),(74 64321.723),(75 64513.51),(76 65768.234),(77 65902.48),(78 65354.496),(79 65817.74),
(1 20884.154),(2 42759.38),(3 50931.863),(4 53503.035),(5 53770.867),(6 54458.113),(7 55955.52),(8 57699.402),(9 59828.22),(10 62343.62),(11 64655.98),(12 65772.02),(13 68153.39),(14 69564.805),(15 70152.94),(16 70563.42),(17 72229.4),(18 74227.56),(19 75709.55),(20 78669.45),(21 82138.125),(22 81808.48),(23 81015.64),(24 81209.914),(25 82742.39),(26 83558.16),(27 84326.91),(28 85542.06),(29 86052.85),(30 85028.59),(31 83189.08),(32 82339.08),(33 82468.7),(34 82714.125),(35 81037.28),(36 79748.02),(37 79618.625),(38 78858.22),(39 77638.12),(40 76228.72),(41 74813.445),(42 74159.47),(43 73533.02),(44 73849.39),(45 72841.09),(46 71729.5),(47 70747.58),(48 70224.61),(49 67971.26),(50 65196.543),(51 65254.035),(52 64854.613),(53 63993.97),(54 63782.99),(55 63812.613),(56 63218.12),(57 62960.707),(58 63789.64),(59 63868.703),(60 63732.43),(61 62926.703),(62 62513.863),(63 63308.418),(64 62884.14),(65 61623.473),(66 61428.816),(67 62771.832),(68 62407.34),(69 62199.09),(70 62693.066),(71 63184.168),(72 64221.066),(73 63283.59),(74 63037.082),(75 64433.74),(76 64862.44),(77 63801.277),(78 63954.113),(79 64990.38),
(1 20174.504),(2 41552.156),(3 49462.16),(4 51450.387),(5 51954),(6 52921.043),(7 55068.793),(8 57515.55),(9 58569),(10 61429.2),(11 63379.13),(12 65281.832),(13 67608.86),(14 67727.055),(15 66679.85),(16 68220.29),(17 70577.61),(18 72979.41),(19 74863.93),(20 75418.734),(21 77372.82),(22 77803.9),(23 78149.43),(24 78677.125),(25 80439.29),(26 79756.4),(27 78233.57),(28 77214.44),(29 77548.84),(30 78651.32),(31 77231.99),(32 75767.055),(33 75471.13),(34 75874.24),(35 74946.98),(36 74412.34),(37 73264.87),(38 72134.68),(39 71560.4),(40 71828.46),(41 71225.1),(42 70547.63),(43 69439.9),(44 68843.71),(45 68126.51),(46 67713.664),(47 67215.94),(48 66986.26),(49 65751.914),(50 65579.305),(51 66007.37),(52 64096.043),(53 62829.543),(54 62932.11),(55 62852.863),(56 61695.01),(57 61379.957),(58 60684.297),(59 61448.42),(60 61895.832),(61 61583.176),(62 60740.207),(63 59921.582),(64 59734.53),(65 60125.957),(66 61244.316),(67 60773.27),(68 60645.31),(69 59929.938),(70 59294.7),(71 60848.63),(72 62156.613),(73 62338.004),(74 61847.266),(75 60783.26),(76 61310.34),(77 60973.137),(78 62236.953),(79 62958.645),
(1 20276.535),(2 40609.227),(3 47516.688),(4 49738.496),(5 50518.316),(6 52784.715),(7 54935.715),(8 56922.527),(9 59284.34),(10 61023.15),(11 62831.313),(12 64433.46),(13 67451.01),(14 68688.8),(15 68567.445),(16 67416.03),(17 69378.5),(18 72769.71),(19 74787.07),(20 76358.64),(21 77916.81),(22 78783.41),(23 79269.53),(24 78712.445),(25 78934.92),(26 79533.46),(27 79438.664),(28 78420.48),(29 78044.63),(30 78831.51),(31 79151.14),(32 79454.58),(33 79669.445),(34 79138.836),(35 77097.68),(36 76421.17),(37 75927.11),(38 75162.06),(39 74401.734),(40 73645.74),(41 73000.97),(42 71392.58),(43 69254.266),(44 67165.52),(45 66648.07),(46 67348.664),(47 66944.44),(48 64762.668),(49 64265.6),(50 64653.93),(51 63403.957),(52 61823.906),(53 61035.49),(54 61682.21),(55 61227.383),(56 59835.98),(57 59029.402),(58 58197),(59 58936.09),(60 59566.57),(61 60673.82),(62 60819.676),(63 60081.12),(64 58269.22),(65 58540.33),(66 58891.227),(67 57797.234),(68 58452.24),(69 59503.133),(70 59938.445),(71 60509.566),(72 60297.047),(73 60260.793),(74 60212.48),(75 59957.344),(76 60358.207),(77 61520.49),(78 61913.824),(79 62474.69),
(1 20817.463),(2 41474.082),(3 48243.707),(4 50532.652),(5 50465.273),(6 51048.35),(7 52417.633),(8 53743.477),(9 55769.285),(10 57960.14),(11 60039.336),(12 62142.96),(13 64711.33),(14 66151.3),(15 68189.766),(16 69254.78),(17 72181.016),(18 73562.71),(19 74316.94),(20 75968.734),(21 78048.53),(22 79615.62),(23 80631.53),(24 80091.195),(25 79244.66),(26 80189.945),(27 80346.95),(28 79186.266),(29 79069.48),(30 79518.11),(31 79311.66),(32 79173.45),(33 79050.73),(34 78490.34),(35 76797.836),(36 76142.06),(37 76058.94),(38 74236),(39 71546.125),(40 70293.92),(41 70448.33),(42 69760.39),(43 68976.734),(44 67807.055),(45 66531.65),(46 65801.195),(47 64691.277),(48 63333.727),(49 62893.363),(50 62379.047),(51 61492.74),(52 62778.14),(53 62451.266),(54 61484.75),(55 59780.684),(56 57879.48),(57 57437.71),(58 57949.87),(59 59131.246),(60 57930.48),(61 57948.273),(62 57886.504),(63 58193.418),(64 57740.816),(65 56998.402),(66 56599.613),(67 57931.633),(68 58269.766),(69 58982.39),(70 59660.14),(71 59180.566),(72 59231.723),(73 60088.42),(74 59122.598),(75 59282.29),(76 60585.723),(77 60125.895),(78 60068.105),(79 60260.61),
(1 20525.049),(2 40628.78),(3 46461.48),(4 47075.43),(5 46507.484),(6 46991.703),(7 49278.703),(8 51450.99),(9 52449.805),(10 54490.656),(11 57252.527),(12 59184.53),(13 59963.5),(14 61384.586),(15 62214.887),(16 63032.336),(17 65019.098),(18 65902.55),(19 67396.85),(20 69199.86),(21 70540.305),(22 71254.305),(23 71286.06),(24 71661.63),(25 72021.54),(26 72148.625),(27 72598.61),(28 72793.66),(29 73433.27),(30 72869.555),(31 73176.41),(32 72197.37),(33 72457.27),(34 72390.35),(35 71676.14),(36 72028.62),(37 71274),(38 69586.875),(39 67855.83),(40 68499.91),(41 69580.49),(42 68420.58),(43 67345.31),(44 66491.62),(45 65598.37),(46 64389.305),(47 63897.2),(48 63244.99),(49 61762.188),(50 59793.29),(51 59855.47),(52 59066.395),(53 58400.652),(54 58237.613),(55 57725.313),(56 58273.215),(57 57461.156),(58 56848.254),(59 56203.156),(60 57005.363),(61 57203.633),(62 56954.85),(63 56184.58),(64 55772.63),(65 55847.73),(66 56343.754),(67 56672.754),(68 57059.78),(69 57523.51),(70 57561.184),(71 57489.76),(72 58077.195),(73 58135.918),(74 57531.316),(75 57667.78),(76 58350.25),(77 58234.633),(78 58239.7),(79 59252.313),
(1 19282.906),(2 38417.176),(3 44185.883),(4 45477.918),(5 47077.76),(6 48139),(7 49197.105),(8 50520.7),(9 52353.67),(10 53986.79),(11 55529.2),(12 57085.754),(13 58371.81),(14 59426.605),(15 60162.117),(16 61526.426),(17 63629.793),(18 65995.234),(19 68077.125),(20 68450.74),(21 69481.914),(22 69691.03),(23 69674.516),(24 69846.64),(25 70123.48),(26 70391.23),(27 69865.55),(28 70276.086),(29 70658.7),(30 69508.516),(31 68570.49),(32 67404.03),(33 67486.88),(34 67414.05),(35 66273.336),(36 65793.62),(37 64593.566),(38 64895.1),(39 64738.266),(40 64127.64),(41 63958.004),(42 62859.613),(43 61157.258),(44 59493.715),(45 58755.547),(46 58312.637),(47 57816.883),(48 57204.566),(49 56418.652),(50 54621.043),(51 54522.24),(52 54438.125),(53 54401.754),(54 53704.977),(55 53263.938),(56 53567.008),(57 53400.594),(58 52680.77),(59 52646.68),(60 53650.676),(61 53836.8),(62 52940.652),(63 52966.734),(64 53197.406),(65 52719.055),(66 53539.074),(67 53905.004),(68 54646.88),(69 54758.223),(70 54165.87),(71 52834.977),(72 53457),(73 53848.105),(74 53954.855),(75 54891.37),(76 54713.12),(77 55022.754),(78 54673.156),(79 54696.164),
(1 18365.225),(2 36217.984),(3 42042.78),(4 44091.688),(5 44624.01),(6 45850.23),(7 46796.504),(8 48030.02),(9 50850.934),(10 53751.047),(11 55443.016),(12 55696.34),(13 55556.676),(14 56443.75),(15 57353.918),(16 58544.51),(17 59810.168),(18 61052.316),(19 62559.89),(20 63888.39),(21 66026.945),(22 66147.14),(23 65203.703),(24 65323.453),(25 65026.645),(26 65564.48),(27 65034.426),(28 64680.918),(29 64721.82),(30 64709.527),(31 64695.676),(32 63578.945),(33 62835.887),(34 62939.523),(35 62832.887),(36 63067.945),(37 62679.41),(38 61380.28),(39 61669.64),(40 60292.67),(41 59610.496),(42 58972.684),(43 58206.57),(44 57450.1),(45 56838.277),(46 56597.7),(47 56236.84),(48 55606.13),(49 55145.973),(50 54058.793),(51 53689.273),(52 53488.543),(53 53171.867),(54 52630.945),(55 51557.66),(56 51952.152),(57 52125.574),(58 50881.652),(59 51699.145),(60 51773.01),(61 52581.934),(62 52151.867),(63 51873.027),(64 51206.918),(65 51450.34),(66 51408.61),(67 50436.504),(68 50920.016),(69 51251.984),(70 50817.6),(71 51148.758),(72 51203.344),(73 52120.87),(74 53533.734),(75 52266.74),(76 53046.79),(77 53505.656),(78 52675.137),(79 51964.37),
(1 18750.549),(2 36255.984),(3 41554.91),(4 42390.51),(5 41372.08),(6 42562.35),(7 45097.39),(8 47126.645),(9 49128.867),(10 51279.715),(11 53069.55),(12 53929.65),(13 55757.49),(14 57287.055),(15 58465.83),(16 59317.55),(17 58897.23),(18 59928.484),(19 63141.99),(20 66093.47),(21 66730.75),(22 64767.902),(23 63801.92),(24 64441.47),(25 65663.86),(26 66082.49),(27 65651.97),(28 65129.875),(29 65039.063),(30 63861.492),(31 62066.797),(32 61591.38),(33 62250.35),(34 62788.31),(35 62263.91),(36 60641.375),(37 60315.64),(38 58673.074),(39 57625.27),(40 56952.945),(41 56985.586),(42 56462.195),(43 54813.207),(44 54104.145),(45 53039.7),(46 53511.617),(47 53753.605),(48 52744.996),(49 51301.043),(50 50253.863),(51 51415.164),(52 52080.215),(53 51491.85),(54 50527.844),(55 49574.297),(56 49928.297),(57 49408.28),(58 49328.58),(59 49215.133),(60 48467.715),(61 49465.836),(62 49888.547),(63 49182.27),(64 48600.168),(65 49051.418),(66 49265.63),(67 48855.38),(68 49031.23),(69 49775.9),(70 49893.508),(71 49933.113),(72 49716.11),(73 50227.598),(74 50884.69),(75 50713.21),(76 51291.96),(77 51354.29),(78 51156.89),(79 51405.703),
(1 18564.596),(2 35059.297),(3 40589.535),(4 42052.49),(5 42746.348),(6 44152.516),(7 46591.227),(8 48218.535),(9 49439.316),(10 51401.715),(11 52448.152),(12 54563.504),(13 56724.715),(14 57720.36),(15 58066.883),(16 57581.99),(17 58307.51),(18 60148.547),(19 63168.086),(20 64813.664),(21 64847.21),(22 64389.47),(23 64397.36),(24 66158.93),(25 66967.14),(26 66401.37),(27 66834.09),(28 67378.766),(29 67091.86),(30 66085.25),(31 65377),(32 64815.52),(33 64683.1),(34 64028.832),(35 63932.02),(36 62345.535),(37 60477.57),(38 59182.57),(39 59254.094),(40 59620.527),(41 58688.105),(42 56544.844),(43 55263.973),(44 55260.785),(45 55289.57),(46 55337.746),(47 54880.742),(48 53672.664),(49 52772.695),(50 52256.625),(51 51379.05),(52 51059.465),(53 50998.758),(54 51350.39),(55 50373.92),(56 50359.074),(57 50240.273),(58 50078.15),(59 50971.105),(60 51165.785),(61 50506.93),(62 50216.35),(63 50894.547),(64 51004.85),(65 50845.57),(66 50811.773),(67 50961.094),(68 50946.69),(69 50232.227),(70 50516.867),(71 50440.61),(72 50205.62),(73 51508.527),(74 51971.64),(75 51939.086),(76 51879),(77 51758.76),(78 52464.125),(79 52848.375),
(1 18499.744),(2 34419.035),(3 39147.14),(4 40479.688),(5 40366.613),(6 42253.797),(7 44268.508),(8 46870.23),(9 48233.57),(10 48992.76),(11 51155.45),(12 52839.78),(13 53503.965),(14 54309.723),(15 56070.67),(16 55830.258),(17 55687.508),(18 57956.277),(19 60468.04),(20 61574.574),(21 62080.074),(22 61619.36),(23 61211.26),(24 61983.453),(25 63387.65),(26 63154.28),(27 62586.707),(28 62905.92),(29 61895.105),(30 60687.43),(31 60058.08),(32 60644.938),(33 59996.38),(34 59521.566),(35 59293.395),(36 57550.547),(37 55940.395),(38 56121.453),(39 56344.79),(40 55235.26),(41 53232.156),(42 52688.117),(43 52605.367),(44 52500.875),(45 51194),(46 50546.992),(47 49458.473),(48 49017.68),(49 47987.742),(50 47133.62),(51 47176.406),(52 47398.594),(53 48019.535),(54 48408.2),(55 47535.74),(56 47659.19),(57 48255.082),(58 47574.047),(59 47507.22),(60 48049.75),(61 47541.69),(62 47191.043),(63 46788.934),(64 47068.008),(65 47296.8),(66 47082.313),(67 47154.977),(68 47882.66),(69 48287.242),(70 48876.668),(71 48670.28),(72 48967.492),(73 48879.082),(74 48309.777),(75 48604.957),(76 48591.29),(77 48542.805),(78 48503.098),(79 49589.805),
(1 17270.643),(2 31970.164),(3 36451.715),(4 37181.71),(5 36966.258),(6 38688.965),(7 40041.625),(8 40581.453),(9 41483.14),(10 43605.617),(11 44354.66),(12 45438.06),(13 45958.938),(14 46141.75),(15 47321.168),(16 48413.2),(17 49288.06),(18 50133.605),(19 51619.98),(20 53334.957),(21 53815.863),(22 53333.586),(23 54140.445),(24 54698.19),(25 55130.223),(26 55418.42),(27 55478.2),(28 55615.08),(29 55417.902),(30 53580.12),(31 53465.55),(32 54997.51),(33 53998.23),(34 52925.707),(35 52531.207),(36 51601.043),(37 51543.18),(38 51205.082),(39 51901.2),(40 51181.777),(41 50117.652),(42 49602.57),(43 49182.36),(44 48764.938),(45 48696.3),(46 48604.73),(47 48218.613),(48 47592.793),(49 46839.36),(50 46890.844),(51 46906.98),(52 46451.742),(53 46107.586),(54 45398.59),(55 45663.79),(56 46092.125),(57 46681.066),(58 46218.082),(59 46206.688),(60 46350.91),(61 46218.72),(62 46756.082),(63 45699.164),(64 45475.137),(65 46071.246),(66 45878.813),(67 45460.727),(68 45734.832),(69 46507.71),(70 47246.77),(71 47318.15),(72 47950.707),(73 47393.613),(74 46690.945),(75 47362.305),(76 47223.227),(77 47440.598),(78 47030.78),(79 48036.51),
(1 17395.373),(2 32007.67),(3 35867.445),(4 37148.973),(5 36840.492),(6 37697.875),(7 39221.89),(8 40854.14),(9 42657.78),(10 44533.355),(11 45423.64),(12 45931.06),(13 46402.176),(14 47450.465),(15 48842.563),(16 50640.5),(17 50460.54),(18 52052.58),(19 53501.72),(20 53859.965),(21 53724.586),(22 54491.34),(23 55420.242),(24 55233.004),(25 54683.902),(26 53367.902),(27 53645.957),(28 54109.855),(29 54726.688),(30 54317.28),(31 53807.156),(32 54009.953),(33 52521.387),(34 52220.223),(35 51724.313),(36 51020.254),(37 50217.445),(38 50338.66),(39 49591.777),(40 48902.426),(41 48050.188),(42 47656.4),(43 47387.254),(44 46982.203),(45 46641.953),(46 47048.367),(47 47267.668),(48 45987.758),(49 44740.246),(50 45298.316),(51 45260.633),(52 44236.953),(53 44537.32),(54 46035.805),(55 45872.207),(56 44806.28),(57 45444.98),(58 45719.566),(59 46325.324),(60 46068.74),(61 46684.992),(62 47096.695),(63 47385.484),(64 47121.902),(65 46611.293),(66 47293.676),(67 47309.32),(68 47408.92),(69 46849.777),(70 45659.94),(71 46341.547),(72 46802.992),(73 46477.42),(74 46348.965),(75 45356.613),(76 45702.1),(77 47025.418),(78 47276.348),(79 47515.066),
(1 17562.236),(2 31835.123),(3 35850.727),(4 37063.684),(5 36332.28),(6 37063.375),(7 38897.934),(8 40985.992),(9 41961.52),(10 43935.977),(11 44807.938),(12 46039.152),(13 46716.574),(14 46730.492),(15 47009.45),(16 49311.113),(17 50047.85),(18 52026.66),(19 53700.004),(20 52134.164),(21 53017.14),(22 53338.023),(23 53177.89),(24 53441.406),(25 53347.31),(26 53191.695),(27 53700.6),(28 53761.977),(29 53185.363),(30 53282.117),(31 52905.273),(32 53281.2),(33 51984.195),(34 52030.453),(35 51481.76),(36 50758.125),(37 50490.914),(38 50366.19),(39 50183.695),(40 49821.008),(41 48932.973),(42 47962.652),(43 47153.63),(44 46693.97),(45 46005.758),(46 45066.773),(47 44690.348),(48 44816.49),(49 44111.133),(50 44261.06),(51 44089.336),(52 43376.094),(53 43124.65),(54 44336.652),(55 43893.6),(56 44141.598),(57 44315.06),(58 43958.555),(59 44391.688),(60 43975.332),(61 44374.008),(62 43878.87),(63 44051.17),(64 44471.105),(65 44529.29),(66 44698.355),(67 44733.78),(68 45394.883),(69 45483.44),(70 45019.598),(71 45644.62),(72 45139.176),(73 46325.313),(74 46075.734),(75 45292.77),(76 45219.16),(77 46437.8),(78 46075.973),(79 45410.25),
(1 17198.445),(2 31569.65),(3 35136.977),(4 35935.473),(5 36007.6),(6 37005.527),(7 38305.258),(8 39122.543),(9 41258.445),(10 42605.734),(11 43808.27),(12 45408.17),(13 47006.35),(14 47269.65),(15 46872.477),(16 47081.56),(17 48447.883),(18 50776.9),(19 52225.598),(20 51229.42),(21 50958.586),(22 50520.742),(23 51028.848),(24 52081.277),(25 51576.215),(26 51572.355),(27 51622.035),(28 52264.156),(29 52989.938),(30 52939.977),(31 52324.305),(32 50907.918),(33 50430.676),(34 50206.66),(35 50151.863),(36 49748.64),(37 48850.582),(38 49087.113),(39 48495.566),(40 47714.63),(41 47051.355),(42 46991.637),(43 46027.26),(44 45203.566),(45 44901.39),(46 44744.867),(47 44072.97),(48 43794.19),(49 43643.902),(50 43972.44),(51 43379.098),(52 42880.87),(53 42112.41),(54 42480.402),(55 41948.01),(56 43087.64),(57 43588.89),(58 43164.883),(59 42659.77),(60 42535.38),(61 42831.375),(62 43303.453),(63 43466.793),(64 43808.824),(65 44661.777),(66 44692.926),(67 44804.35),(68 46318.08),(69 45598.79),(70 44773.25),(71 44520.867),(72 43980.89),(73 44192.08),(74 43943.242),(75 44118.91),(76 44260.09),(77 43901.063),(78 44098.453),(79 44519.68),
(1 16452.313),(2 29720.475),(3 33461.918),(4 34290.383),(5 34248.89),(6 35625.21),(7 37460.414),(8 37727.1),(9 39051.62),(10 40870.766),(11 41923.727),(12 43460.93),(13 45047.7),(14 45697.156),(15 45649.316),(16 46104.996),(17 47096.08),(18 48346.492),(19 48761.35),(20 48208.656),(21 48544.656),(22 48763.53),(23 48774.65),(24 48157.945),(25 48188.023),(26 47821.566),(27 47580.777),(28 48052.79),(29 47602.87),(30 47217.996),(31 47713.383),(32 46225.69),(33 45842),(34 45922.125),(35 45846.023),(36 45767.72),(37 45407.113),(38 44909.547),(39 44373.992),(40 44007.29),(41 43455.953),(42 42980.547),(43 42817.598),(44 42662.133),(45 42222.156),(46 41811.39),(47 42551.727),(48 42430.066),(49 42629.8),(50 41700.203),(51 41109.836),(52 40639),(53 40581.043),(54 40729.145),(55 40311.656),(56 40390.875),(57 40798.2),(58 41848.105),(59 42492.008),(60 42632.445),(61 42407.21),(62 42509.867),(63 42391.16),(64 42178.23),(65 42897.43),(66 42781.605),(67 42507.582),(68 42680.285),(69 41903.047),(70 41874.95),(71 42628.297),(72 42441.105),(73 42411.633),(74 42313.918),(75 42087.137),(76 42540.47),(77 42895.914),(78 42704.36),(79 42723.766),
