1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 235.5207),(2 353.13724),(3 434.29895),(4 487.61444),(5 525.13153),(6 574.5039),(7 599.4884),(8 610.27936),(9 619.22327),(10 636.1734),(11 642.4781),(12 651.99146),(13 653.2385),(14 658.96875),(15 660.2622),(16 669.55414),(17 675.6607),(18 685.49335),(19 686.3358),(20 684.5755),(21 690.0411),(22 692.59827),(23 696.7975),(24 695.18854),(25 694.7645),(26 697.557),(27 704.0652),(28 712.5853),(29 714.81036),(30 731.7783),(31 736.5915),(32 730.15924),(33 728.0312),(34 733.30347),(35 737.4902),(36 739.6223),(37 742.39325),(38 744.3802),(39 748.4478),(40 748.2672),(41 751.661),(42 756.22876),(43 758.79126),(44 761.40936),(45 761.6912),(46 763.11743),(47 764.1448),(48 762.37054),(49 761.99805),(50 764.2927),(51 763.0433),(52 767.05194),(53 765.30414),(54 770.71075),(55 768.7869),(56 771.193),(57 774.89825),(58 770.938),(59 774.6324),(60 773.9257),(61 768.07745),(62 771.5639),(63 778.3092),(64 771.94),(65 775.5379),(66 780.9555),(67 782.48224),(68 781.08203),(69 779.79767),(70 786.1135),(71 786.0921),(72 781.6109),(73 779.80334),(74 786.0594),(75 796.2702),(76 797.25824),(77 796.177),(78 801.85864),(79 802.6284),
(1 234.22786),(2 358.75607),(3 430.23157),(4 482.8898),(5 523.52386),(6 569.4858),(7 590.8799),(8 603.6496),(9 615.9366),(10 629.50525),(11 641.33203),(12 651.9451),(13 651.63715),(14 660.46893),(15 662.0836),(16 671.18585),(17 679.13855),(18 688.60547),(19 689.43475),(20 693.8275),(21 693.13806),(22 694.87354),(23 693.84644),(24 699.9201),(25 702.529),(26 709.03546),(27 714.30676),(28 720.7421),(29 722.6126),(30 727.64575),(31 729.49786),(32 729.8286),(33 730.22644),(34 734.9539),(35 727.2674),(36 725.62964),(37 726.8853),(38 731.6397),(39 739.10986),(40 733.7395),(41 742.95465),(42 754.4874),(43 751.5248),(44 759.1501),(45 762.83984),(46 762.30096),(47 762.41016),(48 765.3384),(49 764.86774),(50 767.8296),(51 775.19226),(52 769.3626),(53 765.9311),(54 777.3984),(55 780.4135),(56 775.28644),(57 778.42865),(58 778.4457),(59 778.2774),(60 776.6475),(61 774.25323),(62 772.8168),(63 770.5659),(64 769.5469),(65 777.90753),(66 782.03876),(67 782.1629),(68 786.33405),(69 786.5704),(70 788.7904),(71 794.53),(72 799.27734),(73 800.51776),(74 797.52875),(75 802.4011),(76 801.3915),(77 810.6489),(78 803.64166),(79 792.7279),
(1 229.16364),(2 346.68903),(3 426.46368),(4 472.91092),(5 512.2004),(6 555.9675),(7 577.91974),(8 592.7088),(9 611.3802),(10 621.6729),(11 632.67645),(12 636.5439),(13 633.62286),(14 639.9575),(15 642.7881),(16 647.9055),(17 653.7118),(18 665.28125),(19 663.48566),(20 666.779),(21 670.57996),(22 671.83936),(23 671.30817),(24 676.891),(25 681.50507),(26 689.42834),(27 690.37085),(28 694.9073),(29 695.00006),(30 704.6207),(31 707.0226),(32 709.98334),(33 714.91583),(34 717.25),(35 720.2782),(36 722.0762),(37 721.3624),(38 723.2243),(39 724.2526),(40 720.8333),(41 722.29694),(42 729.6378),(43 724.53186),(44 733.6528),(45 732.27637),(46 726.9429),(47 724.2676),(48 726.82135),(49 725.25574),(50 731.0865),(51 739.1805),(52 737.09155),(53 742.91425),(54 748.7933),(55 744.0077),(56 743.1517),(57 742.5731),(58 743.6132),(59 739.60864),(60 739.13477),(61 743.139),(62 741.4721),(63 741.4754),(64 743.9166),(65 746.74426),(66 755.01245),(67 759.4101),(68 766.3638),(69 764.2937),(70 763.1474),(71 764.8571),(72 764.0984),(73 760.92834),(74 751.8949),(75 752.83716),(76 744.68445),(77 744.1804),(78 745.38293),(79 741.29895),
(1 225.63925),(2 341.35254),(3 424.1566),(4 468.21378),(5 501.45673),(6 541.0851),(7 559.4417),(8 567.3779),(9 578.13324),(10 589.2227),(11 600.0735),(12 607.86053),(13 609.8671),(14 616.1078),(15 619.6763),(16 622.58075),(17 624.541),(18 634.4731),(19 633.26514),(20 643.85736),(21 647.96606),(22 647.0805),(23 648.89825),(24 652.53644),(25 652.67957),(26 660.1888),(27 662.3252),(28 666.39484),(29 668.5917),(30 672.40985),(31 675.54736),(32 677.14844),(33 682.2622),(34 678.8402),(35 684.2932),(36 684.8303),(37 686.18365),(38 689.1729),(39 687.31805),(40 686.5491),(41 689.74146),(42 694.74286),(43 696.8562),(44 702.3244),(45 706.9847),(46 707.88666),(47 712.5082),(48 716.4563),(49 716.8263),(50 716.4914),(51 716.1307),(52 715.20825),(53 722.22015),(54 724.1707),(55 722.5286),(56 719.9413),(57 724.43555),(58 719.5671),(59 723.2388),(60 715.4743),(61 716.8018),(62 716.52716),(63 720.2523),(64 716.3585),(65 716.4647),(66 729.02625),(67 733.82904),(68 734.7372),(69 732.88104),(70 732.30695),(71 735.81006),(72 738.62445),(73 736.59644),(74 736.2912),(75 741.0617),(76 744.6611),(77 745.31805),(78 744.2794),(79 745.6458),
(1 224.539),(2 337.83554),(3 412.39322),(4 460.54102),(5 498.10593),(6 538.947),(7 557.5064),(8 568.04395),(9 583.2251),(10 592.5323),(11 595.65027),(12 602.63654),(13 608.7704),(14 614.22125),(15 620.44055),(16 628.80035),(17 634.521),(18 649.2816),(19 649.9037),(20 654.87585),(21 659.0271),(22 660.72205),(23 665.58826),(24 670.77515),(25 676.79333),(26 681.4533),(27 678.18445),(28 678.0761),(29 677.66785),(30 681.59845),(31 680.1003),(32 681.9715),(33 685.49316),(34 686.196),(35 689.5456),(36 691.7015),(37 694.7492),(38 695.1746),(39 691.19354),(40 691.53546),(41 689.75854),(42 696.848),(43 694.1617),(44 695.38745),(45 696.2727),(46 695.7223),(47 696.972),(48 700.5909),(49 701.65967),(50 705.2739),(51 709.1763),(52 714.4631),(53 715.6295),(54 720.39435),(55 717.5116),(56 713.42267),(57 717.1437),(58 714.5497),(59 715.9412),(60 715.13367),(61 718.1144),(62 722.21484),(63 726.45874),(64 729.03827),(65 729.26764),(66 731.93024),(67 736.8815),(68 733.6696),(69 728.86725),(70 730.8987),(71 725.4567),(72 722.6019),(73 723.0084),(74 723.8167),(75 724.0794),(76 723.5921),(77 725.5347),(78 725.4508),(79 724.51416),
(1 219.16063),(2 325.0279),(3 396.1469),(4 441.84494),(5 478.1074),(6 507.03238),(7 524.6192),(8 538.5072),(9 551.2254),(10 560.3489),(11 572.7),(12 572.8452),(13 577.17194),(14 579.79193),(15 583.9431),(16 585.08936),(17 587.91095),(18 602.021),(19 608.1921),(20 613.52545),(21 619.19995),(22 620.16736),(23 622.07245),(24 621.9567),(25 622.6502),(26 634.11554),(27 641.8452),(28 648.7679),(29 658.0963),(30 667.45026),(31 668.94446),(32 670.3736),(33 675.1081),(34 675.5996),(35 676.3362),(36 676.87646),(37 681.3773),(38 681.82513),(39 679.9137),(40 679.0577),(41 679.8467),(42 684.07117),(43 686.0948),(44 694.1238),(45 692.3976),(46 692.1111),(47 698.1769),(48 701.3824),(49 702.82916),(50 702.9922),(51 710.3755),(52 712.32),(53 714.61707),(54 719.8908),(55 719.80457),(56 717.41907),(57 711.71875),(58 712.9849),(59 715.1623),(60 713.6233),(61 715.67883),(62 718.7586),(63 718.8969),(64 717.5937),(65 713.40094),(66 714.0404),(67 714.10535),(68 713.26636),(69 712.76886),(70 708.7464),(71 708.56885),(72 707.16504),(73 705.66833),(74 707.4701),(75 714.6919),(76 711.7125),(77 711.5503),(78 711.8156),(79 714.17914),
(1 210.82281),(2 315.02972),(3 385.22855),(4 424.80975),(5 454.80035),(6 490.40857),(7 511.4829),(8 525.2041),(9 540.1163),(10 552.7549),(11 559.619),(12 566.87946),(13 568.32916),(14 572.4074),(15 577.9175),(16 574.87195),(17 576.3714),(18 585.61597),(19 588.20984),(20 588.9758),(21 596.5468),(22 600.6621),(23 604.39575),(24 604.0004),(25 611.6254),(26 610.3519),(27 615.6496),(28 611.9077),(29 622.6956),(30 627.93494),(31 629.9535),(32 627.697),(33 632.01416),(34 632.4241),(35 634.5411),(36 637.0675),(37 640.1041),(38 645.31934),(39 655.1926),(40 655.20465),(41 657.0081),(42 660.56586),(43 664.0092),(44 665.16907),(45 668.2094),(46 663.3386),(47 663.85297),(48 663.30725),(49 665.14557),(50 666.0457),(51 669.67),(52 667.765),(53 669.1157),(54 675.59973),(55 676.6816),(56 671.6349),(57 666.84625),(58 664.35126),(59 663.572),(60 657.11865),(61 659.06036),(62 656.2728),(63 651.24023),(64 648.24084),(65 645.9809),(66 649.3404),(67 651.4413),(68 651.1702),(69 650.2011),(70 652.58704),(71 651.628),(72 654.14044),(73 658.8744),(74 665.3197),(75 667.75183),(76 666.56464),(77 666.167),(78 667.4931),(79 668.6195),
(1 208.81396),(2 307.70694),(3 376.77066),(4 421.1204),(5 451.4699),(6 485.11285),(7 503.59863),(8 519.6746),(9 534.4153),(10 543.41254),(11 555.37067),(12 560.0608),(13 563.16223),(14 568.39685),(15 573.5009),(16 579.4129),(17 584.8328),(18 597.26544),(19 600.79517),(20 607.95856),(21 615.2698),(22 619.4292),(23 620.7537),(24 620.47107),(25 622.3851),(26 627.5491),(27 628.76746),(28 635.18365),(29 635.36597),(30 638.8769),(31 641.2536),(32 637.24835),(33 639.2605),(34 642.6984),(35 641.9897),(36 646.53),(37 649.89374),(38 648.70996),(39 649.4369),(40 653.45636),(41 662.17633),(42 665.53766),(43 667.5261),(44 668.4149),(45 662.6288),(46 662.65106),(47 664.2302),(48 658.4581),(49 664.9843),(50 666.5252),(51 672.18164),(52 674.43616),(53 673.52985),(54 681.44763),(55 681.3932),(56 682.7858),(57 681.32196),(58 674.51556),(59 676.10834),(60 671.76416),(61 665.85016),(62 667.1909),(63 660.1761),(64 657.3445),(65 656.2882),(66 659.70734),(67 659.3737),(68 661.2369),(69 662.381),(70 666.1132),(71 671.1689),(72 671.3935),(73 669.8323),(74 673.9749),(75 672.6135),(76 668.3197),(77 667.37305),(78 669.8625),(79 670.7715),
(1 207.94713),(2 308.5879),(3 371.99863),(4 412.2563),(5 442.79578),(6 475.4351),(7 496.2975),(8 508.6845),(9 515.0242),(10 522.2172),(11 531.41394),(12 541.32086),(13 545.7831),(14 552.2364),(15 560.05023),(16 561.11993),(17 566.16144),(18 574.6322),(19 575.4199),(20 573.72925),(21 574.1598),(22 575.55426),(23 574.2967),(24 575.60297),(25 577.21796),(26 583.21643),(27 585.22504),(28 589.9954),(29 590.4114),(30 599.0587),(31 606.67975),(32 608.6736),(33 616.6764),(34 617.7117),(35 623.32855),(36 627.2344),(37 631.04395),(38 627.79504),(39 631.98083),(40 633.2005),(41 637.51605),(42 642.84045),(43 642.19324),(44 645.67847),(45 644.92065),(46 648.27893),(47 645.6033),(48 645.6017),(49 649.142),(50 651.98157),(51 649.71106),(52 643.0689),(53 641.9379),(54 643.62054),(55 647.9776),(56 645.7571),(57 647.14136),(58 645.7881),(59 643.31146),(60 641.5324),(61 636.64905),(62 637.0138),(63 637.074),(64 634.0165),(65 631.4638),(66 635.2192),(67 639.0277),(68 643.8278),(69 645.1896),(70 646.4973),(71 649.01385),(72 646.2564),(73 649.5913),(74 651.7157),(75 656.76074),(76 651.45746),(77 653.9827),(78 659.8873),(79 657.39044),
(1 204.75995),(2 303.14914),(3 374.68488),(4 416.47473),(5 448.5873),(6 484.76144),(7 496.74268),(8 507.31827),(9 520.57196),(10 529.1506),(11 533.37823),(12 539.9554),(13 542.0579),(14 553.9056),(15 551.4282),(16 554.1359),(17 554.7686),(18 565.61536),(19 566.0367),(20 567.8084),(21 569.7635),(22 565.8796),(23 567.29504),(24 576.66394),(25 576.7646),(26 579.98926),(27 582.21155),(28 585.80457),(29 583.96436),(30 597.92303),(31 597.4743),(32 598.9041),(33 602.5338),(34 606.21466),(35 606.2509),(36 613.1128),(37 615.69336),(38 618.8806),(39 624.8453),(40 626.80676),(41 630.9332),(42 638.99927),(43 648.2629),(44 648.9236),(45 651.8281),(46 654.7705),(47 655.2496),(48 659.3124),(49 662.0399),(50 662.45917),(51 661.46643),(52 655.07184),(53 646.96204),(54 648.4576),(55 647.3091),(56 645.69604),(57 649.0736),(58 651.6587),(59 653.5678),(60 656.6893),(61 657.31476),(62 660.01196),(63 668.8009),(64 661.5909),(65 661.56476),(66 666.77075),(67 668.25854),(68 665.73584),(69 665.74756),(70 662.709),(71 666.2571),(72 665.00256),(73 666.7695),(74 669.4021),(75 669.0005),(76 660.049),(77 655.4709),(78 662.11255),(79 656.03033),
(1 200.21284),(2 293.8447),(3 358.84647),(4 403.73087),(5 437.28668),(6 468.16513),(7 481.57275),(8 495.2121),(9 503.4191),(10 512.2876),(11 515.63214),(12 525.16986),(13 526.89716),(14 532.7704),(15 537.81384),(16 543.3668),(17 542.64795),(18 554.1184),(19 549.5759),(20 549.7057),(21 551.798),(22 557.3944),(23 554.4268),(24 557.7444),(25 564.67645),(26 566.47327),(27 568.12427),(28 569.9527),(29 573.2152),(30 576.5039),(31 577.57855),(32 574.01556),(33 574.6085),(34 582.0937),(35 580.0591),(36 578.6371),(37 584.5559),(38 586.222),(39 592.541),(40 588.8145),(41 589.48047),(42 595.3656),(43 604.3098),(44 604.865),(45 605.6401),(46 604.1583),(47 605.379),(48 607.4501),(49 613.27496),(50 616.79724),(51 612.4197),(52 609.75336),(53 610.9269),(54 617.243),(55 616.5849),(56 616.07745),(57 619.8509),(58 630.51465),(59 630.18677),(60 634.13904),(61 635.3063),(62 630.57117),(63 628.15393),(64 624.41565),(65 621.6865),(66 627.97614),(67 627.07227),(68 629.5341),(69 625.9699),(70 627.589),(71 629.25635),(72 632.0698),(73 634.43066),(74 637.4438),(75 633.8878),(76 630.65173),(77 633.85754),(78 641.7935),(79 633.14716),
(1 202.85234),(2 299.2174),(3 362.30225),(4 405.91415),(5 436.0385),(6 471.0067),(7 486.1579),(8 494.33127),(9 501.1161),(10 510.51495),(11 516.61414),(12 517.21265),(13 521.52106),(14 524.4288),(15 526.2846),(16 530.5934),(17 534.81854),(18 543.66846),(19 544.8026),(20 551.11664),(21 548.1141),(22 552.3554),(23 554.959),(24 551.03485),(25 549.1199),(26 555.4909),(27 560.3269),(28 565.20166),(29 566.5633),(30 576.601),(31 572.42615),(32 569.22217),(33 572.16235),(34 575.5375),(35 580.5108),(36 579.8458),(37 582.46027),(38 586.41486),(39 587.9649),(40 590.2242),(41 592.51215),(42 590.79956),(43 596.52686),(44 592.993),(45 596.01416),(46 598.41327),(47 600.6353),(48 598.27295),(49 604.9189),(50 603.7456),(51 607.81464),(52 603.5913),(53 602.59076),(54 614.67395),(55 622.91095),(56 627.019),(57 624.5216),(58 627.5287),(59 626.4025),(60 625.32153),(61 623.98895),(62 619.8307),(63 624.6788),(64 620.0894),(65 614.19006),(66 614.63025),(67 614.7273),(68 618.04205),(69 616.9249),(70 614.707),(71 612.5308),(72 609.5992),(73 610.63245),(74 613.2736),(75 616.9698),(76 615.288),(77 620.38495),(78 620.01404),(79 620.86383),
(1 197.1546),(2 296.56552),(3 362.73175),(4 402.28766),(5 428.79642),(6 456.4342),(7 469.53232),(8 485.5431),(9 497.65433),(10 502.52002),(11 506.15503),(12 515.1073),(13 517.6037),(14 521.06604),(15 523.9676),(16 524.07074),(17 529.8002),(18 533.7282),(19 532.83453),(20 539.83636),(21 540.5263),(22 542.01324),(23 544.363),(24 544.0885),(25 543.7126),(26 546.42804),(27 553.6733),(28 552.83655),(29 554.0407),(30 568.25745),(31 569.95667),(32 572.2875),(33 571.78595),(34 571.19226),(35 574.36005),(36 580.0697),(37 582.2257),(38 585.7388),(39 584.9328),(40 587.45593),(41 589.48914),(42 595.5987),(43 600.1741),(44 603.6021),(45 607.7162),(46 609.74817),(47 612.57104),(48 610.4712),(49 610.65656),(50 607.6512),(51 613.3941),(52 612.8342),(53 612.4763),(54 619.5962),(55 622.77765),(56 625.4328),(57 630.033),(58 629.14465),(59 628.2086),(60 625.06824),(61 627.6802),(62 623.9245),(63 623.0616),(64 622.9038),(65 624.44446),(66 626.9543),(67 625.0408),(68 622.73444),(69 619.5284),(70 619.7965),(71 619.8952),(72 616.2034),(73 618.1854),(74 618.76843),(75 621.6178),(76 619.6604),(77 618.82135),(78 620.9262),(79 619.83356),
(1 192.54124),(2 285.2931),(3 350.12302),(4 385.0149),(5 414.59482),(6 438.5465),(7 453.28244),(8 465.76474),(9 476.59854),(10 483.8523),(11 490.35446),(12 491.92493),(13 496.85553),(14 503.26022),(15 508.06583),(16 514.622),(17 514.722),(18 519.76556),(19 520.26917),(20 520.3467),(21 525.02),(22 526.52783),(23 526.6836),(24 527.1034),(25 532.71716),(26 538.0225),(27 545.9768),(28 546.86725),(29 551.0705),(30 565.7414),(31 569.4438),(32 568.98016),(33 571.8455),(34 572.8624),(35 573.6657),(36 577.12756),(37 576.04254),(38 577.3704),(39 577.0299),(40 578.49084),(41 586.5704),(42 590.62976),(43 596.3139),(44 597.7292),(45 600.0112),(46 598.9326),(47 599.6913),(48 600.1563),(49 598.2607),(50 600.7856),(51 603.20044),(52 604.5026),(53 608.08765),(54 612.85657),(55 612.5178),(56 613.5283),(57 616.2224),(58 614.0247),(59 616.2551),(60 618.6693),(61 618.8394),(62 616.8599),(63 616.0932),(64 612.6003),(65 611.6863),(66 613.23016),(67 614.71686),(68 613.7271),(69 611.33673),(70 611.49194),(71 607.7683),(72 609.8434),(73 607.6364),(74 605.4474),(75 609.5799),(76 612.68384),(77 611.42584),(78 612.7673),(79 609.93494),
(1 189.93315),(2 279.24063),(3 338.71213),(4 372.34387),(5 404.12228),(6 427.59674),(7 444.0202),(8 457.5981),(9 464.74295),(10 477.67416),(11 482.01892),(12 483.46597),(13 489.89462),(14 496.3348),(15 494.47668),(16 495.5322),(17 501.7724),(18 504.75415),(19 504.90945),(20 512.5291),(21 514.59863),(22 513.57745),(23 520.0976),(24 521.5079),(25 529.72833),(26 534.749),(27 539.025),(28 540.57227),(29 545.1568),(30 553.0421),(31 553.056),(32 552.6702),(33 550.06116),(34 551.52637),(35 548.9895),(36 558.4993),(37 560.5122),(38 561.9383),(39 563.3018),(40 564.5511),(41 568.73315),(42 579.02563),(43 577.6828),(44 581.54755),(45 582.9044),(46 575.13794),(47 574.7494),(48 576.3106),(49 580.9059),(50 589.17456),(51 586.98755),(52 585.1287),(53 580.4247),(54 586.23236),(55 584.1567),(56 580.5876),(57 574.4464),(58 572.968),(59 575.8075),(60 577.87897),(61 576.9178),(62 579.6244),(63 578.04395),(64 574.7388),(65 576.2606),(66 583.06744),(67 585.9286),(68 588.0351),(69 589.9272),(70 589.0635),(71 588.0938),(72 587.9926),(73 592.0786),(74 593.09814),(75 597.0955),(76 592.36285),(77 593.16034),(78 599.6455),(79 595.8813),
(1 184.80083),(2 272.50177),(3 331.68185),(4 365.2677),(5 391.9307),(6 424.8369),(7 438.54544),(8 448.4176),(9 458.08264),(10 465.8515),(11 469.40823),(12 475.54987),(13 480.87592),(14 481.4286),(15 484.32635),(16 490.2061),(17 489.89902),(18 496.77112),(19 502.24155),(20 507.6368),(21 503.81967),(22 501.8732),(23 507.6955),(24 509.04825),(25 515.65497),(26 518.35284),(27 520.7334),(28 524.9015),(29 530.57733),(30 535.555),(31 537.2724),(32 539.0562),(33 538.0929),(34 541.0935),(35 540.978),(36 542.4229),(37 544.25555),(38 549.70337),(39 552.7745),(40 560.40405),(41 562.059),(42 567.76306),(43 571.948),(44 575.0353),(45 577.8059),(46 575.09357),(47 567.1778),(48 567.3493),(49 569.6068),(50 576.69037),(51 581.1534),(52 580.59296),(53 575.7529),(54 578.9397),(55 576.6107),(56 583.4288),(57 584.993),(58 580.4425),(59 586.58234),(60 586.95416),(61 586.8497),(62 586.94006),(63 582.9772),(64 579.5673),(65 578.50397),(66 580.87213),(67 580.9283),(68 585.61444),(69 585.1029),(70 585.17017),(71 587.2523),(72 588.2986),(73 588.8063),(74 584.41675),(75 584.3524),(76 582.0143),(77 585.0267),(78 584.3033),(79 579.69446),
(1 185.88339),(2 273.7451),(3 333.01965),(4 366.41852),(5 394.19885),(6 428.8391),(7 443.76822),(8 457.41858),(9 465.98038),(10 471.73083),(11 472.33325),(12 478.62302),(13 480.8801),(14 482.82065),(15 480.63083),(16 483.34152),(17 489.34985),(18 496.74902),(19 502.5184),(20 508.98416),(21 512.8962),(22 514.59906),(23 517.30884),(24 518.8285),(25 523.97974),(26 527.4615),(27 531.2922),(28 535.52094),(29 538.5452),(30 539.24963),(31 542.5196),(32 542.4226),(33 540.18115),(34 537.5664),(35 533.6111),(36 532.61206),(37 536.341),(38 538.4123),(39 539.86566),(40 544.4156),(41 543.76733),(42 545.19946),(43 542.7022),(44 545.6684),(45 543.751),(46 545.22205),(47 545.3333),(48 545.6487),(49 547.4308),(50 544.8168),(51 552.4015),(52 552.34247),(53 546.5228),(54 550.896),(55 552.4803),(56 553.53516),(57 552.73346),(58 553.4919),(59 554.8744),(60 556.84204),(61 554.8365),(62 559.29834),(63 558.5733),(64 557.0616),(65 554.36755),(66 558.7769),(67 562.0589),(68 563.47906),(69 567.7287),(70 568.7557),(71 570.2533),(72 571.5411),(73 571.43634),(74 570.99994),(75 570.5249),(76 569.4857),(77 570.0454),(78 565.6998),(79 563.88324),
(1 178.43964),(2 265.09976),(3 322.27722),(4 356.03598),(5 380.17972),(6 407.35962),(7 417.2639),(8 429.30295),(9 438.1169),(10 447.88654),(11 459.28583),(12 464.26862),(13 466.21036),(14 466.64975),(15 464.94995),(16 468.89853),(17 476.5235),(18 484.67676),(19 488.25702),(20 490.79745),(21 491.46957),(22 492.34348),(23 495.8888),(24 497.3973),(25 502.19498),(26 510.1013),(27 516.8688),(28 514.23676),(29 517.5417),(30 520.20074),(31 522.633),(32 520.0243),(33 520.0173),(34 520.3858),(35 522.95294),(36 525.6378),(37 529.30365),(38 528.53827),(39 534.06586),(40 535.45435),(41 541.5842),(42 548.7565),(43 550.47437),(44 554.6302),(45 555.70514),(46 557.19824),(47 556.06134),(48 556.14575),(49 560.7289),(50 563.0387),(51 561.5961),(52 562.9485),(53 557.45856),(54 561.89325),(55 565.2392),(56 565.09955),(57 563.11206),(58 561.3187),(59 565.1403),(60 567.8835),(61 569.43427),(62 572.91907),(63 571.761),(64 562.08044),(65 559.7844),(66 561.4584),(67 563.2829),(68 563.14685),(69 561.8413),(70 563.7839),(71 560.6551),(72 559.4142),(73 563.3188),(74 565.6559),(75 570.92303),(76 565.8192),(77 566.3033),(78 566.323),(79 564.8246),
(1 177.26985),(2 261.75388),(3 315.87207),(4 345.13116),(5 369.91403),(6 395.07953),(7 404.90402),(8 416.30725),(9 422.44138),(10 431.99054),(11 441.74484),(12 450.66168),(13 451.97998),(14 452.02362),(15 457.0147),(16 460.44907),(17 460.91843),(18 471.43475),(19 479.2303),(20 482.25256),(21 484.63544),(22 484.47452),(23 488.15018),(24 488.5173),(25 488.08133),(26 495.55307),(27 496.5182),(28 498.13107),(29 499.55402),(30 507.4953),(31 508.3506),(32 506.09708),(33 506.5074),(34 506.39816),(35 513.1576),(36 512.26654),(37 517.955),(38 513.5959),(39 516.27893),(40 517.47614),(41 518.2055),(42 519.9149),(43 521.5715),(44 522.7239),(45 526.5833),(46 525.69867),(47 524.13324),(48 520.3559),(49 518.94977),(50 520.9781),(51 520.9611),(52 520.8707),(53 521.0926),(54 530.87555),(55 534.70087),(56 537.85474),(57 539.72833),(58 540.83405),(59 538.9749),(60 539.95496),(61 534.0036),(62 529.8419),(63 529.30194),(64 524.6431),(65 525.97406),(66 529.82263),(67 533.2607),(68 540.49805),(69 539.1494),(70 536.6727),(71 536.1068),(72 536.28394),(73 538.1621),(74 540.09875),(75 539.36646),(76 533.6408),(77 533.4975),(78 538.3374),(79 532.9092),
