1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 93100.71),(2 239491.88),(3 513159.6),(4 808813.94),(5 1196806.9),(6 1600223.9),(7 2077498),(8 2598139.8),(9 3087148),(10 3546308.3),(11 3908196.3),(12 4278253.5),(13 4586271.5),(14 4947950.5),(15 5330389),(16 5837382.5),(17 6401086.5),(18 7163907.5),(19 7903154),(20 8717941),(21 9624989),(22 10560451),(23 11686699),(24 12696507),(25 13763163),(26 14831751),(27 15963619),(28 16965888),(29 18094646),(30 19152902),(31 20404094),(32 21679380),(33 22882406),(34 24294370),(35 25770474),(36 27123034),(37 28588186),(38 29923352),(39 31141002),(40 32378766),(41 33694508),(42 34776144),(43 35776732),(44 36741284),(45 37631092),(46 38619620),(47 39605090),(48 40630870),(49 41471540),(50 42492660),(51 43567536),(52 44467420),(53 45436108),(54 46429444),(55 47362690),(56 48194252),(57 49124224),(58 49979772),(59 50993284),(60 52060324),(61 53215540),(62 54242736),(63 55580884),(64 56666884),(65 57786304),(66 58847708),(67 59745996),(68 60600948),(69 61624190),(70 62645580),(71 63612996),(72 64473170),(73 65297940),(74 66051810),(75 66685900),(76 67416700),(77 68168664),(78 69168376),(79 70004290),
(1 14773.455),(2 21394.625),(3 22441.691),(4 21607.56),(5 21030.838),(6 21425.781),(7 20950.84),(8 22892.762),(9 21513.4),(10 22407.826),(11 21336.57),(12 22221.887),(13 22064.643),(14 23059.52),(15 23730.42),(16 24014.219),(17 24816.26),(18 24648.293),(19 26271.953),(20 25983.008),(21 26170.078),(22 26280.033),(23 26777.127),(24 27799.164),(25 28022),(26 29222.932),(27 29431.957),(28 29954.922),(29 29872.932),(30 30425.26),(31 30686.184),(32 30997.21),(33 30918.24),(34 31217.389),(35 31363.156),(36 31685.027),(37 31700.67),(38 31334.27),(39 31306.1),(40 31775.42),(41 31836.393),(42 31798.348),(43 32273.797),(44 31840.127),(45 31938.105),(46 32585.666),(47 32502.691),(48 31936.607),(49 31820.703),(50 31916.553),(51 31046.467),(52 31724.527),(53 32021.451),(54 32291.21),(55 32688.691),(56 32437.627),(57 33013.895),(58 32593.84),(59 32742.865),(60 33405.855),(61 33758.547),(62 33457.734),(63 33085.57),(64 32708.81),(65 33039.066),(66 32899.715),(67 32732.037),(68 32571.746),(69 32781.85),(70 33200.664),(71 33357.348),(72 33003.082),(73 32099.117),(74 32299.135),(75 33438.152),(76 33294.24),(77 32757.744),(78 32333.354),(79 31511.496),
(1 14979.405),(2 21410.781),(3 22584.156),(4 20973.377),(5 20933.168),(6 20895.334),(7 20355.916),(8 22140.412),(9 20998.678),(10 22624.473),(11 21902.646),(12 22730.502),(13 21921.924),(14 22845.646),(15 23376.205),(16 23687.117),(17 24563.797),(18 24302.76),(19 25758.705),(20 25512.28),(21 26392.24),(22 26559.096),(23 27085.742),(24 28335.018),(25 28626.35),(26 29642.938),(27 29467.826),(28 30196.59),(29 30717.611),(30 31284.656),(31 30483.738),(32 31576.352),(33 32654.65),(34 32145.008),(35 31784.494),(36 32571.746),(37 32291.777),(38 32033.063),(39 32290.738),(40 32140.852),(41 32225.797),(42 32292.168),(43 32532.861),(44 32489.258),(45 32694.824),(46 32978.07),(47 33457.65),(48 33070.824),(49 32516.41),(50 32305.877),(51 31771.459),(52 32471.074),(53 32583.34),(54 33146.266),(55 33011.504),(56 32622.385),(57 33437.914),(58 33769.793),(59 33640.805),(60 32805.91),(61 33060.637),(62 33415.06),(63 33699.28),(64 33129.637),(65 33215.91),(66 32754.654),(67 32628.484),(68 32947.793),(69 33196.957),(70 33324.945),(71 33150.293),(72 33095.773),(73 32915.31),(74 32697.182),(75 32836.34),(76 32761.406),(77 32492.117),(78 32356.695),(79 32352.256),
(1 15043.141),(2 21558.684),(3 21984.244),(4 19975.314),(5 20327.97),(6 20658.2),(7 20611.607),(8 22398.447),(9 20551.928),(10 22043.486),(11 21038.174),(12 22708.797),(13 22984.691),(14 23683.564),(15 23145.627),(16 23325.064),(17 25027.793),(18 25093.264),(19 25909.076),(20 25606.701),(21 26238.451),(22 26502.129),(23 27766.219),(24 28635.031),(25 28650.668),(26 29533.639),(27 29725.418),(28 30522.922),(29 30681.63),(30 31172.158),(31 31312.035),(32 31689.678),(33 32060.285),(34 32254.32),(35 32016.766),(36 32627.672),(37 32625.258),(38 32525.748),(39 32533.502),(40 32354.846),(41 32708.096),(42 32385.412),(43 32502.965),(44 31996.3),(45 32617.48),(46 32680.123),(47 32281.867),(48 32172.324),(49 31825.514),(50 31874.54),(51 32139.264),(52 32865.867),(53 32672.281),(54 33111.273),(55 32693.227),(56 32919.867),(57 32636.604),(58 32764.379),(59 32827.2),(60 32109.762),(61 32406.877),(62 32589.758),(63 33016.465),(64 32681.604),(65 32811.14),(66 32455.121),(67 32714.719),(68 32878.67),(69 31899.738),(70 31440.396),(71 31789.81),(72 32480.879),(73 32619.033),(74 32777.086),(75 32947.496),(76 32554.375),(77 31769.447),(78 31275.66),(79 31019.768),
(1 14804.248),(2 20288.615),(3 21176.76),(4 19764.307),(5 19839.371),(6 20006),(7 19419.68),(8 21563.994),(9 19729.46),(10 21103.445),(11 19845.76),(12 21780.025),(13 21866.621),(14 22043.227),(15 21869.816),(16 22390.78),(17 23952.295),(18 23417.611),(19 24107.787),(20 23162.426),(21 24817.484),(22 25418.994),(23 26456.135),(24 26877.262),(25 27081.592),(26 27074.008),(27 27430.986),(28 28344.22),(29 28939.635),(30 29350.615),(31 29814.855),(32 29796.06),(33 29799.523),(34 30218.328),(35 30421.152),(36 30964.209),(37 30596.527),(38 30152.066),(39 30391.291),(40 30948.506),(41 31447.16),(42 31426.176),(43 31032.025),(44 31196.154),(45 31541.361),(46 31780.04),(47 31896.264),(48 30950.459),(49 30733.926),(50 30873.217),(51 31242.74),(52 31330.865),(53 30495.563),(54 30951.318),(55 30935.82),(56 30922.307),(57 31439.533),(58 31497.604),(59 31471.035),(60 30609.367),(61 31350.918),(62 31001.004),(63 30742.354),(64 30649.102),(65 30802.916),(66 30204.8),(67 29967.037),(68 30152.266),(69 29852.8),(70 30329.918),(71 30569.973),(72 30414.816),(73 30115.244),(74 29708.902),(75 29934.877),(76 30571.22),(77 30413.094),(78 29426.738),(79 28505.889),
(1 14051.9),(2 19665.557),(3 20415.479),(4 19044.055),(5 19170.83),(6 19522.98),(7 19151.79),(8 20635.924),(9 19360.16),(10 20992.443),(11 19842.078),(12 21141.322),(13 20977.793),(14 21639.662),(15 22013.902),(16 22746.664),(17 23855.047),(18 23185.969),(19 24007.035),(20 23492.17),(21 25396.842),(22 25759.643),(23 26018.145),(24 26817.102),(25 27313.424),(26 27670.68),(27 28241.697),(28 29486.57),(29 29858.76),(30 29934.89),(31 29873.41),(32 29993.545),(33 29972.348),(34 30414.273),(35 30879.951),(36 31074.344),(37 30640.83),(38 30974.771),(39 32019.273),(40 31755.635),(41 31445.338),(42 31511.61),(43 31925.066),(44 31544.418),(45 32313.527),(46 32415.027),(47 31820.125),(48 31463.248),(49 32104.336),(50 31934.807),(51 31644.295),(52 31216.936),(53 31212.16),(54 31805.781),(55 31635.432),(56 31596.793),(57 31539.748),(58 31778.574),(59 31904.21),(60 30844.156),(61 30921.82),(62 30598.174),(63 30452.434),(64 30818.203),(65 31097.775),(66 30390.81),(67 30461.795),(68 30436.408),(69 29846.348),(70 30472.586),(71 30183.926),(72 29839.488),(73 29827.162),(74 29783.465),(75 29534.742),(76 29787.338),(77 30237.166),(78 30054.22),(79 29436.793),
(1 13749.435),(2 19190.861),(3 20363.236),(4 19358.893),(5 19098.682),(6 19060.938),(7 18324.332),(8 20373.658),(9 19004.352),(10 20592.336),(11 19243.557),(12 20448.254),(13 20330.977),(14 21235.77),(15 21788.1),(16 21920.244),(17 22564.986),(18 22218.006),(19 23614.938),(20 22670.777),(21 23539.318),(22 24424.705),(23 25133.182),(24 25545.346),(25 26907.865),(26 27584.285),(27 27490.094),(28 27682.744),(29 28023.385),(30 28532.943),(31 28598.836),(32 28479.41),(33 28277.42),(34 28678.188),(35 29090.367),(36 29777.844),(37 29523.68),(38 29413.818),(39 29851.057),(40 29879.354),(41 29915.51),(42 30251.43),(43 30080.797),(44 29978.082),(45 30388.457),(46 29735.04),(47 29091.979),(48 29005.934),(49 29498.17),(50 29642.922),(51 30234.658),(52 30075.838),(53 29529.807),(54 29518.941),(55 30038.082),(56 30250.191),(57 29908.77),(58 29677.092),(59 29953.945),(60 29877.408),(61 29781.428),(62 29316.205),(63 29123.207),(64 29219.209),(65 29289.475),(66 28817.121),(67 29036.113),(68 29324.61),(69 28571.62),(70 28668.463),(71 29218.908),(72 29058.14),(73 28835.734),(74 28552.186),(75 28620.836),(76 28840.455),(77 28708.836),(78 28343.809),(79 27921.111),
(1 13356.628),(2 18597.547),(3 19497.877),(4 18671.643),(5 18397.225),(6 18571.51),(7 17845.883),(8 19163.178),(9 18122.563),(10 20017.5),(11 18710.799),(12 19298.584),(13 18876.396),(14 20152.941),(15 20667.65),(16 20850.863),(17 21798.408),(18 21345.553),(19 22178.06),(20 22471.24),(21 23714.924),(22 23819.266),(23 24416.19),(24 25227.95),(25 25804.877),(26 27050.42),(27 27184.395),(28 27485.566),(29 28197.281),(30 28732.777),(31 28763.205),(32 28933.244),(33 29092.693),(34 29640.14),(35 29801.213),(36 29620.715),(37 29645.379),(38 29564.002),(39 29479.102),(40 29395.938),(41 29312.092),(42 30022.123),(43 29809.844),(44 29603.34),(45 29668.969),(46 29403.582),(47 29120.912),(48 28434.283),(49 28748.398),(50 28561.123),(51 28585.37),(52 28394.436),(53 28447.66),(54 28591.982),(55 28333.428),(56 28628.77),(57 28269.352),(58 28217.338),(59 28026.76),(60 27693.084),(61 27973.809),(62 27595.379),(63 27123.967),(64 27268.895),(65 27042.473),(66 27527.9),(67 28092.203),(68 27296.865),(69 26383.861),(70 26610.537),(71 27171.742),(72 27476.482),(73 27396.719),(74 26782.266),(75 26955.895),(76 27195.996),(77 26588.219),(78 26527.313),(79 26876.83),
(1 13549.777),(2 18646.787),(3 19290.068),(4 17956.49),(5 17670.777),(6 18458.205),(7 17868.188),(8 19243.586),(9 18343.281),(10 20152.822),(11 18711.566),(12 19585.771),(13 19156.576),(14 20373.836),(15 20341.186),(16 20776.533),(17 21235.586),(18 20664.014),(19 21970.475),(20 22448.982),(21 23632.441),(22 23403.271),(23 23441.043),(24 24136.918),(25 24491.736),(26 24911.023),(27 25415.795),(28 26350.992),(29 26637.887),(30 27302.344),(31 27384.133),(32 27446.666),(33 27468.229),(34 27950.355),(35 27699.215),(36 28045.512),(37 28192.822),(38 28451.738),(39 29023.213),(40 28146.672),(41 27825.012),(42 28894.393),(43 29030.996),(44 28711.912),(45 28947.857),(46 28861.744),(47 28670.137),(48 28342.264),(49 28500.516),(50 28388.488),(51 27887.2),(52 28258.594),(53 28659.629),(54 29148.086),(55 29154.404),(56 29384.117),(57 29267.191),(58 28888.416),(59 29068.709),(60 28083.617),(61 28300.588),(62 28293.895),(63 28042.9),(64 27793.766),(65 28044.426),(66 27577.293),(67 27159.986),(68 27113.293),(69 27232.355),(70 27181.662),(71 26598.064),(72 26600.744),(73 26870.932),(74 26743.576),(75 26341.611),(76 26414.781),(77 26497.145),(78 26555.025),(79 25999.287),
(1 12593.023),(2 17455.105),(3 18114.652),(4 16818.672),(5 16420.977),(6 16594.49),(7 16762.764),(8 18279.273),(9 17682.143),(10 18250.072),(11 17303.834),(12 18440.559),(13 17907.363),(14 18470.89),(15 19475.152),(16 19661.438),(17 19950.12),(18 19539.984),(19 20682.99),(20 21104.97),(21 22025.62),(22 22009.371),(23 22340.541),(24 22563.092),(25 22657.355),(26 23150.893),(27 23799.678),(28 24676.45),(29 24769.645),(30 24672.752),(31 25037.635),(32 25274.535),(33 25646.51),(34 25262.975),(35 25017.832),(36 25068.412),(37 25747.266),(38 26150.799),(39 26117.637),(40 25779.441),(41 25678.146),(42 25821.393),(43 25717.63),(44 25801.21),(45 25908.963),(46 25942.543),(47 26163.459),(48 25600.58),(49 26051.857),(50 25964.818),(51 25481.242),(52 25206.752),(53 25632.318),(54 26158.715),(55 26005.553),(56 25679.92),(57 25417.883),(58 25450.613),(59 26023.928),(60 26168.754),(61 25890.842),(62 25332.422),(63 25017.588),(64 24825.645),(65 25059.28),(66 24772.344),(67 24830.834),(68 24723.648),(69 24254.002),(70 24345.926),(71 24109.771),(72 24687.686),(73 25303.902),(74 24882.29),(75 24349.033),(76 24571.379),(77 24816.793),(78 24129.863),(79 24209.26),
(1 12605.042),(2 17339.137),(3 18096.479),(4 16809.281),(5 16618.81),(6 16787.15),(7 16132.93),(8 17438.2),(9 16766.48),(10 17867.008),(11 16760.08),(12 17863.15),(13 17541.807),(14 18084.332),(15 18693.45),(16 18593.975),(17 19310.162),(18 18903.104),(19 20059.307),(20 19719.244),(21 20687.643),(22 21493.537),(23 21544.451),(24 21712.373),(25 21727.408),(26 22711.215),(27 23175.387),(28 23924.814),(29 23918.314),(30 23821.47),(31 23698.666),(32 24568.217),(33 24750.828),(34 24061.111),(35 24139.018),(36 24610.102),(37 24998.936),(38 25425.355),(39 25433.15),(40 25233.36),(41 25227.75),(42 24828.318),(43 24943.967),(44 25154.432),(45 25118.623),(46 25354.682),(47 25013.691),(48 24807.037),(49 24912.242),(50 24901.873),(51 24989.69),(52 24944.713),(53 25134.354),(54 25023.922),(55 25169.139),(56 25037.018),(57 25194.031),(58 24786.701),(59 24802.822),(60 24873.813),(61 25344.63),(62 25161.03),(63 24721.865),(64 24332.045),(65 24426.055),(66 24581.53),(67 24706.533),(68 24526.896),(69 24368.346),(70 24133.71),(71 24372.162),(72 24504.24),(73 24751.65),(74 24806.332),(75 24730.428),(76 24513.467),(77 24362.643),(78 24086.26),(79 24182.928),
(1 12314.178),(2 16654.139),(3 17417.996),(4 16591.521),(5 16459.537),(6 16270.181),(7 16100.676),(8 17391.143),(9 16575.725),(10 17461.277),(11 16858.662),(12 17869.027),(13 17709.758),(14 17737.506),(15 17970.535),(16 18873.35),(17 19620.484),(18 19455.69),(19 20099.693),(20 19935.264),(21 20927.26),(22 21293.832),(23 21405.908),(24 21838.002),(25 22221.488),(26 23053.625),(27 23015.887),(28 23015.74),(29 23698.182),(30 24011.398),(31 24218.531),(32 24436.246),(33 24379.63),(34 24068.158),(35 24482.277),(36 24910.83),(37 25359.066),(38 25383.08),(39 25174.107),(40 25225.625),(41 25500.545),(42 25352.729),(43 24920.053),(44 25215.875),(45 25426.361),(46 25648.719),(47 25582.557),(48 24825.068),(49 25166.08),(50 25423.424),(51 25365.12),(52 24954.428),(53 25250.564),(54 25335.738),(55 25120.066),(56 25256.521),(57 25116.178),(58 24653.156),(59 24787.701),(60 24651.488),(61 24825.348),(62 25053.207),(63 24170.234),(64 24047.693),(65 24275.176),(66 24328.059),(67 24096.865),(68 24606.504),(69 24247.688),(70 23496.924),(71 23287.56),(72 23663.004),(73 24321.543),(74 24361.217),(75 24514.184),(76 24308.967),(77 24119.816),(78 24164.55),(79 24014.92),
(1 12734.245),(2 16965.973),(3 17508.188),(4 16311.274),(5 16831.852),(6 16972.947),(7 16074.7705),(8 17942.752),(9 16650.322),(10 17959.42),(11 17240.19),(12 18427.713),(13 17988.695),(14 18460.781),(15 18168.814),(16 18757.28),(17 19390.064),(18 18912.201),(19 20198.64),(20 20159.408),(21 21304.092),(22 21176.705),(23 21491.074),(24 21467.139),(25 21934.316),(26 22794.041),(27 22705.703),(28 23043.467),(29 23119.957),(30 23305.732),(31 23449.924),(32 23972.982),(33 23860.656),(34 24032.57),(35 23567.197),(36 24044.324),(37 24264.424),(38 24165.293),(39 24362.338),(40 24522.258),(41 24700.777),(42 24580.1),(43 25044.432),(44 25330.22),(45 25367.668),(46 25377.605),(47 25781.438),(48 25138.55),(49 25216.918),(50 25666.049),(51 25084.264),(52 25037.818),(53 25118.84),(54 25616.008),(55 25585.729),(56 25378.428),(57 25598.459),(58 25884.996),(59 25784.33),(60 25092.7),(61 24886.768),(62 25310.287),(63 24636.564),(64 24132.434),(65 24439.64),(66 24203.008),(67 23631.219),(68 23656.416),(69 23317.818),(70 23834.117),(71 23571.521),(72 23276.676),(73 23491.688),(74 23598.695),(75 23986.643),(76 23233.719),(77 23133.951),(78 23033.184),(79 22955.127),
(1 12234.718),(2 16937.203),(3 17321.629),(4 15974.188),(5 16112.475),(6 16477.303),(7 15951.707),(8 17110.121),(9 16815.676),(10 17884.947),(11 16726.16),(12 17931.553),(13 17641.72),(14 17817.453),(15 17864.822),(16 18501.627),(17 19168.887),(18 18591.494),(19 19873.127),(20 19631.574),(21 20829.06),(22 20175.637),(23 20312.465),(24 20845.363),(25 21498.379),(26 22360.156),(27 22157.9),(28 22812.996),(29 23167.676),(30 23320.373),(31 23304.188),(32 23494.932),(33 23398.275),(34 23714.94),(35 23774.498),(36 23839.232),(37 24037.719),(38 23710.479),(39 23963.455),(40 23849.908),(41 23893.348),(42 24210.264),(43 24658.52),(44 24528.615),(45 24887.953),(46 24795.555),(47 25014.592),(48 24617.092),(49 24614.02),(50 24577.223),(51 24697.512),(52 24866.398),(53 25017.291),(54 25403.434),(55 24845.408),(56 24909.201),(57 25047.123),(58 25518.3),(59 25389.031),(60 24850.3),(61 24799.316),(62 25136.701),(63 24479.463),(64 24238.518),(65 24101.174),(66 23715.148),(67 23660.203),(68 23549.496),(69 23355.223),(70 23367.889),(71 23004.89),(72 23243.227),(73 23082.566),(74 23013.672),(75 23394.697),(76 22764.668),(77 21990.775),(78 22239.564),(79 22278.254),
(1 11606.779),(2 15635.553),(3 15821.529),(4 15033.176),(5 15162.998),(6 15860.721),(7 15054.699),(8 16268.872),(9 15453.412),(10 16744.91),(11 15832.126),(12 16726.555),(13 16895.592),(14 17146.576),(15 17101.213),(16 17240.713),(17 17836.23),(18 17505.707),(19 18620.66),(20 18739.775),(21 19727.102),(22 19669.094),(23 19514.71),(24 19818.97),(25 20582.938),(26 21286.025),(27 21638.07),(28 21960.666),(29 22140.65),(30 22498.197),(31 22392.379),(32 22718.959),(33 22710.88),(34 22547.809),(35 23000.643),(36 23096.086),(37 23113.645),(38 23280.125),(39 23238.193),(40 22744.037),(41 22891.664),(42 23635.816),(43 23777.484),(44 23408.246),(45 23425.22),(46 23623.074),(47 23959.025),(48 23439.914),(49 23103.213),(50 22918.863),(51 23198.453),(52 23244.734),(53 23611.902),(54 23100.152),(55 22949.922),(56 23226.393),(57 23563.717),(58 23739.027),(59 23225.316),(60 22868.445),(61 23003.598),(62 22990.02),(63 22783.686),(64 22400.365),(65 22527.45),(66 22095.51),(67 22166.504),(68 22091.672),(69 22235.525),(70 22387.654),(71 22330.01),(72 21951.273),(73 22079.535),(74 22307.844),(75 23012.81),(76 22485.023),(77 22220.465),(78 22117.664),(79 22290.908),
(1 11775.811),(2 15576.478),(3 16061.489),(4 15227.982),(5 15091.851),(6 15334.239),(7 15176.257),(8 16504.629),(9 15066.171),(10 16574.553),(11 16003.87),(12 17066.51),(13 16672.121),(14 17009.979),(15 16946.732),(16 17666.895),(17 18001.893),(18 17569.09),(19 18968.732),(20 18867.572),(21 19718.963),(22 19673.885),(23 19766.65),(24 19955.262),(25 20550.729),(26 21235.082),(27 21336.299),(28 21881.607),(29 22285.494),(30 22533.35),(31 22439.049),(32 22704.535),(33 22615.803),(34 22984.486),(35 23235.043),(36 23549.49),(37 23291.342),(38 23062.252),(39 23108.332),(40 23018.254),(41 22782.35),(42 23262.424),(43 23583.668),(44 23229.6),(45 23666.389),(46 23738.303),(47 23763.791),(48 23646.916),(49 23645.115),(50 23391.402),(51 23780.281),(52 23455.65),(53 23951.883),(54 23831.598),(55 24011.78),(56 24203.623),(57 24029.24),(58 23778.973),(59 23891.848),(60 23579.49),(61 23291.947),(62 23535.3),(63 23140.86),(64 23081),(65 23428.502),(66 23179.523),(67 22910.35),(68 22628.67),(69 22316.201),(70 22450.342),(71 22071.283),(72 22380.965),(73 22707.041),(74 22702.434),(75 22542.385),(76 22058.563),(77 22252.959),(78 22360.572),(79 21933.078),
(1 11140.539),(2 15320.62),(3 15530.895),(4 14488.161),(5 14218.021),(6 14833.643),(7 14530.355),(8 15630.018),(9 14233.004),(10 15512.166),(11 14990.575),(12 15820.253),(13 15552.143),(14 16500.943),(15 16697.465),(16 16431.693),(17 16890.006),(18 16512.043),(19 17735.564),(20 18034.895),(21 18580.557),(22 18545.719),(23 18852.02),(24 19318.32),(25 19894.594),(26 20307.742),(27 20694.768),(28 21137.934),(29 21076.89),(30 21306.092),(31 21523.197),(32 21928.652),(33 21869.814),(34 21738.688),(35 21742.725),(36 22484.979),(37 22349.521),(38 22149.139),(39 21945.168),(40 21951.34),(41 22069.727),(42 22692.682),(43 22123.746),(44 21797.3),(45 22489.287),(46 22513.926),(47 22218.598),(48 21940.414),(49 22233.992),(50 21887.111),(51 21977.955),(52 21807.244),(53 21991.813),(54 22130.473),(55 22363.72),(56 22217.967),(57 21955.951),(58 22205.787),(59 21759.225),(60 21620.9),(61 21284.389),(62 21843.156),(63 21423.639),(64 21346.605),(65 21501.395),(66 21673.89),(67 21104.115),(68 21006.168),(69 20749.953),(70 20733.355),(71 20697.977),(72 21042.254),(73 20861.127),(74 20312.715),(75 20640.266),(76 20766.045),(77 20661.928),(78 20401.809),(79 20143.297),
(1 11083.479),(2 14998.685),(3 14959.191),(4 14089.813),(5 14382.4375),(6 14753.717),(7 14171.895),(8 15404.471),(9 14385.104),(10 15663.054),(11 14552.122),(12 15222.202),(13 15203.673),(14 15855.063),(15 15931.898),(16 16060.357),(17 16684.248),(18 16336.694),(19 17406.828),(20 17337.395),(21 18146.305),(22 17979.701),(23 18277.922),(24 18946.875),(25 19589.32),(26 20282.488),(27 19800.936),(28 20304.99),(29 20255.016),(30 21003.182),(31 21014.93),(32 20930.053),(33 21192.236),(34 21038.18),(35 21428.527),(36 21756.46),(37 21987.771),(38 21601.695),(39 21571.484),(40 21510.156),(41 21638.281),(42 21651.412),(43 21709.238),(44 21780.805),(45 22158.064),(46 22079.703),(47 21977.443),(48 21809.701),(49 21967.895),(50 22049.508),(51 22438.39),(52 22116.852),(53 21875.234),(54 21894.639),(55 21721.324),(56 22107.426),(57 21845.863),(58 21822.68),(59 22170.951),(60 21868.932),(61 21671.408),(62 21886.59),(63 21632.543),(64 20951.096),(65 21168.006),(66 20988.918),(67 21060.2),(68 20812.734),(69 20808.232),(70 20970.545),(71 20607.469),(72 20333.738),(73 20329.127),(74 20313.951),(75 20514.1),(76 20214.037),(77 20017.928),(78 20001.42),(79 19808.223),
(1 10770.926),(2 14052.342),(3 14543.744),(4 13716.231),(5 13723.54),(6 14155.748),(7 14220.745),(8 15220.176),(9 14099.418),(10 15154.387),(11 14013.941),(12 14974.49),(13 14722.677),(14 15519.749),(15 15875.261),(16 15751.65),(17 16350.022),(18 16338.887),(19 17629.53),(20 16856.945),(21 17874.756),(22 18066.527),(23 18236.111),(24 18775.166),(25 19357.104),(26 19841.592),(27 19925.53),(28 20357.033),(29 20478.713),(30 20911.04),(31 20587.445),(32 20665.975),(33 21004.172),(34 21278.494),(35 21406.158),(36 21718.023),(37 22116.4),(38 21862.553),(39 21813.178),(40 21591.615),(41 21550.76),(42 22137.621),(43 22173.69),(44 22075.293),(45 22620.014),(46 23000.75),(47 22780.688),(48 22525.652),(49 22597.963),(50 22499.566),(51 22658.648),(52 22734.533),(53 22578.664),(54 22660.588),(55 22637.348),(56 22858.76),(57 22726.602),(58 22349.11),(59 22455.041),(60 22092.578),(61 21885.604),(62 21959.004),(63 21534.523),(64 21320.848),(65 21449.773),(66 20963.762),(67 21083.51),(68 20873.117),(69 20855.393),(70 20902.916),(71 20570.115),(72 20458.926),(73 20346.775),(74 20575.293),(75 20502.773),(76 20094.992),(77 19871.188),(78 20006.113),(79 19853.186),
