1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 27178.447),(2 77087.805),(3 155702.8),(4 240417.19),(5 335518.84),(6 433484.34),(7 533731.3),(8 629005.9),(9 748161.8),(10 832713.8),(11 926128.75),(12 1046341.5),(13 1199236.1),(14 1407718.6),(15 1627310.1),(16 1827517.4),(17 2061375.6),(18 2295268),(19 2538536.3),(20 2782503),(21 3004531.8),(22 3216964.3),(23 3434689),(24 3664390.8),(25 3846842.8),(26 4032916),(27 4220288),(28 4416044.5),(29 4593837.5),(30 4754585.5),(31 4929820),(32 5148570.5),(33 5363123),(34 5587149.5),(35 5777378.5),(36 5968406.5),(37 6165910),(38 6358331.5),(39 6550991.5),(40 6742276),(41 6924272),(42 7155160),(43 7364374),(44 7562155.5),(45 7717950.5),(46 7967916.5),(47 8189682),(48 8448540),(49 8663096),(50 8911252),(51 9131247),(52 9331139),(53 9503411),(54 9679625),(55 9789814),(56 9986567),(57 10160844),(58 10386096),(59 10573515),(60 10827394),(61 11068399),(62 11364775),(63 11612208),(64 11902265),(65 12198035),(66 12513912),(67 12801171),(68 13131456),(69 13421689),(70 13673780),(71 13888273),(72 14135208),(73 14321501),(74 14530021),(75 14776053),(76 15028429),(77 15256735),(78 15534968),(79 15789733),
(1 2839.5637),(2 6322.8022),(3 8326.656),(4 9722.008),(5 10992.078),(6 11905.54),(7 12555.139),(8 12975.824),(9 13222.361),(10 13707.224),(11 13722.296),(12 13954.179),(13 14098.061),(14 14396.9375),(15 14497.111),(16 14467.326),(17 14541.128),(18 14528.918),(19 14290.539),(20 14145.907),(21 14166.684),(22 14927.328),(23 15398.832),(24 15773.985),(25 16043.495),(26 16207.211),(27 16263.667),(28 16431.295),(29 16563.955),(30 16636.586),(31 16585.168),(32 16552.092),(33 16437.896),(34 16615.85),(35 16467.596),(36 16262.013),(37 16019.394),(38 15770.499),(39 15410.434),(40 15443.633),(41 15536.154),(42 15607.324),(43 15550.044),(44 15518.473),(45 15566.031),(46 15851.807),(47 15883.717),(48 15866.1),(49 15803.615),(50 15693.568),(51 15546.948),(52 15475.29),(53 15562.337),(54 15458.18),(55 15287.219),(56 15198.454),(57 15169.751),(58 15339.808),(59 15237.989),(60 15090.815),(61 15064.061),(62 14874.495),(63 14646.473),(64 14494.882),(65 14337.2705),(66 14217.196),(67 14016.246),(68 13776.874),(69 13739.545),(70 13830.807),(71 13895.623),(72 13908.701),(73 13806.546),(74 13737.985),(75 13837.146),(76 13835.543),(77 13798.531),(78 13734.919),(79 13823.295),
(1 2830.9905),(2 6194.8945),(3 8137.208),(4 9440.34),(5 10702.054),(6 11591.773),(7 12296.8545),(8 12824.256),(9 12917.758),(10 13480.909),(11 13511.423),(12 13599.49),(13 13787.669),(14 13891.287),(15 13872.041),(16 13829.702),(17 13906.7295),(18 13976.178),(19 13712.116),(20 13583.622),(21 13632.6875),(22 14290.649),(23 14727.275),(24 15131.393),(25 15433.133),(26 15597.532),(27 15676.793),(28 15658.454),(29 15671.116),(30 15698.554),(31 15770.811),(32 15808.184),(33 15523.702),(34 15540.114),(35 15462.655),(36 15303.711),(37 15067.756),(38 14844.633),(39 14645.423),(40 14696.716),(41 14743.943),(42 14920.758),(43 14849.951),(44 14818.612),(45 14879.152),(46 15326.977),(47 15395.008),(48 15500.522),(49 15422.904),(50 15242.914),(51 15198.321),(52 15178.367),(53 15100.118),(54 14751.289),(55 14749.395),(56 14721.692),(57 14414.844),(58 14242.382),(59 14172.689),(60 14076.709),(61 13953.31),(62 13750),(63 13656.006),(64 13513.119),(65 13603.761),(66 13562.954),(67 13268.519),(68 13075.976),(69 13104.142),(70 13357.3545),(71 13288.206),(72 13246.73),(73 13108.358),(74 13097.458),(75 13353.976),(76 13273.123),(77 13210.109),(78 13187.681),(79 13318.371),
(1 2802.5754),(2 5977.5903),(3 7945.2017),(4 9511.335),(5 10761.746),(6 11583.231),(7 12179.165),(8 12739.265),(9 13121.666),(10 13717.938),(11 13729.996),(12 13934.304),(13 14046.78),(14 13994.151),(15 14041.804),(16 14040.807),(17 13903.656),(18 13774.201),(19 13633.372),(20 13565.293),(21 13602.237),(22 14136.666),(23 14548.995),(24 14973.369),(25 15333.032),(26 15486.364),(27 15686.377),(28 15876.128),(29 16142.594),(30 16393.111),(31 16495.066),(32 16550.348),(33 16402.152),(34 16374.896),(35 16305.709),(36 16010.467),(37 15703.643),(38 15402.187),(39 15183.205),(40 15129.914),(41 15003.004),(42 15053.988),(43 14919.97),(44 14742.762),(45 14644.675),(46 14799.755),(47 14698.821),(48 14519.417),(49 14390.299),(50 14274.922),(51 14138.525),(52 14128.528),(53 14132.299),(54 14029.144),(55 14048.671),(56 14086.602),(57 14056.252),(58 14248.165),(59 14388.437),(60 14221.372),(61 14103.944),(62 13942.049),(63 13746.887),(64 13732.238),(65 13626.393),(66 13733.543),(67 13643.108),(68 13467.537),(69 13417.18),(70 13560.816),(71 13499.616),(72 13371.43),(73 13357.767),(74 13420.914),(75 13428.786),(76 13326.051),(77 13264.694),(78 13201.196),(79 13072.481),
(1 2741.8235),(2 6039.5566),(3 8135.6533),(4 9719.728),(5 10895.694),(6 11524.149),(7 12066.193),(8 12595.657),(9 12785.169),(10 13446.437),(11 13541.748),(12 13776.939),(13 13989.271),(14 14041.919),(15 14138.462),(16 14178.932),(17 14217.736),(18 14279.955),(19 14026.098),(20 13980.6875),(21 13894.924),(22 14419.597),(23 14827.842),(24 15230.084),(25 15544.074),(26 15704.984),(27 15767.795),(28 15958.478),(29 16178.139),(30 16223.194),(31 16294.248),(32 16326.664),(33 15988.233),(34 15815.206),(35 15478.245),(36 15119.379),(37 14914.62),(38 14518.052),(39 14352.657),(40 14265.432),(41 14213.254),(42 14227.736),(43 14106.686),(44 13930.938),(45 13864.205),(46 13996.146),(47 13882.175),(48 13872.825),(49 13844.111),(50 13917.766),(51 13969.012),(52 14017.291),(53 14185.851),(54 14292.964),(55 14398.335),(56 14633.706),(57 14663.527),(58 14818.716),(59 14791.292),(60 14555.238),(61 14595.636),(62 14495.212),(63 14315.535),(64 14121.922),(65 14116.294),(66 13965.831),(67 13704.8545),(68 13536.414),(69 13460.967),(70 13527.99),(71 13446.006),(72 13469.681),(73 13509.513),(74 13601.266),(75 13707.087),(76 13762.468),(77 13769.079),(78 13769.852),(79 13771.905),
(1 2491.496),(2 5333.0938),(3 7422.854),(4 9138.915),(5 10363.61),(6 11089.096),(7 11617.142),(8 12074.047),(9 12226.706),(10 12574.997),(11 12628.98),(12 12759.86),(13 12883.123),(14 12857.457),(15 12773.081),(16 12799.919),(17 12812.056),(18 12768.702),(19 12552.678),(20 12410.064),(21 12310.066),(22 12988.321),(23 13466.245),(24 13889.132),(25 14085.146),(26 14160.354),(27 14220.778),(28 14120.73),(29 14075.33),(30 14170.94),(31 14140.952),(32 13948.251),(33 13659.935),(34 13437.186),(35 13253.796),(36 13043.368),(37 12955.3125),(38 12839.84),(39 12705.016),(40 12644.321),(41 12659.978),(42 12686.141),(43 12597.258),(44 12604.478),(45 12717.745),(46 13168.193),(47 13350.108),(48 13439.136),(49 13707.344),(50 13834.726),(51 13763.654),(52 13785.022),(53 13816.35),(54 13730.508),(55 13559.642),(56 13531.306),(57 13429.939),(58 13466.853),(59 13282.675),(60 13205.258),(61 13008.814),(62 12992.412),(63 12832.863),(64 12748.571),(65 12753.68),(66 12704.871),(67 12618.636),(68 12523.178),(69 12469.264),(70 12583.821),(71 12591.986),(72 12535.477),(73 12524.68),(74 12490.497),(75 12537.481),(76 12560.453),(77 12567.746),(78 12626.83),(79 12724.149),
(1 2390.4187),(2 5206.168),(3 7116.3003),(4 8493.2),(5 9461.889),(6 10000.492),(7 10525.346),(8 11047.648),(9 11244.547),(10 11697.602),(11 11790.145),(12 11857.917),(13 11974.599),(14 11939.665),(15 11867.336),(16 11622.57),(17 11362.773),(18 11168.185),(19 10930.955),(20 10955.111),(21 10959.252),(22 11467.842),(23 11961.285),(24 12165.977),(25 12328.177),(26 12508.176),(27 12525.118),(28 12654.714),(29 12714.501),(30 12666.143),(31 12663.476),(32 12684.972),(33 12576.075),(34 12511.22),(35 12282.547),(36 12120.605),(37 11945.894),(38 11813.832),(39 11584.801),(40 11601.274),(41 11646.717),(42 11647.991),(43 11710.551),(44 11750.929),(45 11709.864),(46 11922.365),(47 11949.372),(48 12055.215),(49 12049.774),(50 12035.166),(51 11984.18),(52 11907.199),(53 11877.218),(54 11821.585),(55 11708.467),(56 11676.3545),(57 11594.297),(58 11802.411),(59 11763.341),(60 11492.906),(61 11339.982),(62 11274.274),(63 11301.774),(64 11321.755),(65 11352.018),(66 11390.834),(67 11235.159),(68 11138.482),(69 11042.901),(70 11240.749),(71 11144.725),(72 11156.6),(73 11251.126),(74 11306.919),(75 11382.562),(76 11441.899),(77 11369.933),(78 11394.065),(79 11532.964),
(1 2330.3994),(2 5152.9106),(3 6958.057),(4 8122.8027),(5 9031.359),(6 9682.633),(7 10227.943),(8 10700.067),(9 10821.522),(10 11297.783),(11 11331.937),(12 11482.796),(13 11622.704),(14 11545.09),(15 11442.311),(16 11375.13),(17 11235.761),(18 11160.523),(19 10923.676),(20 10789.575),(21 10590.48),(22 10959.55),(23 11265.123),(24 11603.7295),(25 11826.282),(26 11938.481),(27 12079.096),(28 12165.076),(29 12281.944),(30 12445.477),(31 12482.463),(32 12343.705),(33 12051.285),(34 11969.118),(35 11865.024),(36 11769.13),(37 11635.705),(38 11451.397),(39 11366.808),(40 11365.281),(41 11394.538),(42 11474.298),(43 11544.802),(44 11611.14),(45 11676.754),(46 11876.964),(47 11961.232),(48 12018.39),(49 11934.7295),(50 11950.769),(51 11921.105),(52 11768.024),(53 11787.694),(54 11812.489),(55 11774.738),(56 11789.58),(57 11686.895),(58 11690.708),(59 11697.827),(60 11508.684),(61 11417.088),(62 11364.08),(63 11297.424),(64 11240.173),(65 11277.244),(66 11260.485),(67 11186.233),(68 10931.427),(69 10845.349),(70 10983.0625),(71 10865.21),(72 10963.633),(73 11065.3955),(74 11161.593),(75 11342.349),(76 11398.112),(77 11367.902),(78 11282.101),(79 11110.533),
(1 2228.7134),(2 4802.3804),(3 6459.7036),(4 7699.025),(5 8593.333),(6 9197.219),(7 9684.758),(8 10065.566),(9 10324.061),(10 10790.173),(11 10915.549),(12 11084.65),(13 11040.996),(14 10950.443),(15 10937.728),(16 10797.074),(17 10655.059),(18 10490.173),(19 10273.653),(20 10406.823),(21 10401.937),(22 10737.355),(23 10981.198),(24 11103.457),(25 11182.689),(26 11241.624),(27 11381.527),(28 11531.743),(29 11702.7295),(30 11757.645),(31 11630.565),(32 11518.005),(33 11379.162),(34 11366.222),(35 11367.347),(36 11267.393),(37 11024.221),(38 10880.485),(39 10805.678),(40 10857.756),(41 10951.019),(42 11178.364),(43 11198.68),(44 11252.196),(45 11275.1875),(46 11501.87),(47 11516.602),(48 11443.34),(49 11340.141),(50 11318.32),(51 11347.877),(52 11311.396),(53 11284.601),(54 11276.289),(55 11268.038),(56 11234.222),(57 11159.765),(58 11316.911),(59 11348.099),(60 11101.675),(61 11072.96),(62 10952.257),(63 10784.4795),(64 10712.687),(65 10730.643),(66 10732.954),(67 10616.201),(68 10447.327),(69 10327.185),(70 10474.347),(71 10485.258),(72 10557.644),(73 10707.067),(74 10801.829),(75 10961.498),(76 11077.465),(77 11117.281),(78 11102.031),(79 10922.9),
(1 2175.186),(2 4661.2476),(3 6284.538),(4 7344.222),(5 8168.1636),(6 8767.107),(7 9197.524),(8 9643.754),(9 9850.342),(10 10225.743),(11 10270.955),(12 10375.73),(13 10375.203),(14 10516.237),(15 10671.16),(16 10654.869),(17 10531.159),(18 10543.48),(19 10377.887),(20 10475.877),(21 10377.321),(22 10649.709),(23 10878.896),(24 10961.518),(25 10945.267),(26 11016.906),(27 11074.134),(28 11070.876),(29 11106.249),(30 11146.175),(31 11057.947),(32 11053.424),(33 10780.999),(34 10884.719),(35 10892.336),(36 10662.086),(37 10605.316),(38 10463.923),(39 10311.041),(40 10249.273),(41 10251.987),(42 10391.008),(43 10423.763),(44 10516.794),(45 10537.5),(46 10806.606),(47 10880.794),(48 10874.249),(49 10811.707),(50 10765.983),(51 10700.12),(52 10678.164),(53 10506.944),(54 10392.707),(55 10397.845),(56 10328.96),(57 10437.844),(58 10776.972),(59 10880.303),(60 10830.852),(61 10827.037),(62 10764.178),(63 10761.284),(64 10797.808),(65 10845.297),(66 10812.045),(67 10682.062),(68 10585.517),(69 10435.453),(70 10391.9375),(71 10197.672),(72 10168.899),(73 10190.88),(74 10246.877),(75 10278.448),(76 10202.219),(77 10145.6875),(78 10063.662),(79 9984.501),
(1 2112.5645),(2 4611.5957),(3 6159.887),(4 7331.521),(5 8309.68),(6 8917.42),(7 9341.489),(8 9643.304),(9 9833.138),(10 10292.411),(11 10350.17),(12 10558.286),(13 10624.549),(14 10839.592),(15 11083.917),(16 11192.568),(17 11305.833),(18 11496.944),(19 11394.307),(20 11509.629),(21 11561.489),(22 11678.164),(23 11735.287),(24 11795.566),(25 11983.819),(26 12058.61),(27 12060.97),(28 12030.192),(29 12074.056),(30 12191.437),(31 12011.255),(32 11910.789),(33 11610.948),(34 11583.164),(35 11552.75),(36 11410.402),(37 11323.11),(38 11183.681),(39 11025.28),(40 10823.131),(41 10731.264),(42 10816.954),(43 10842.12),(44 10912.946),(45 10976.65),(46 11160.356),(47 11180.6045),(48 11125.329),(49 10913.605),(50 10835.327),(51 10676.731),(52 10476.691),(53 10410.049),(54 10440.587),(55 10404.744),(56 10410.914),(57 10461.055),(58 10623.464),(59 10589.032),(60 10452.283),(61 10396.833),(62 10472.877),(63 10480.088),(64 10522.481),(65 10573.225),(66 10645.082),(67 10600.562),(68 10438.215),(69 10327.326),(70 10415.239),(71 10284.149),(72 10226.123),(73 10305.211),(74 10287.446),(75 10265.013),(76 10237.707),(77 10275.728),(78 10276.443),(79 10255.429),
(1 1979.8981),(2 4203.3184),(3 5742.395),(4 6716.7188),(5 7438.7583),(6 8006.223),(7 8505.68),(8 8891.92),(9 8985.666),(10 9298.312),(11 9215.658),(12 9239.131),(13 9248.804),(14 9340.425),(15 9468.646),(16 9479.91),(17 9547.03),(18 9618.515),(19 9523.847),(20 9497.705),(21 9461.442),(22 9872.864),(23 10087.108),(24 10265.108),(25 10359.713),(26 10505.275),(27 10579.738),(28 10656.785),(29 10630.882),(30 10578.064),(31 10459.828),(32 10404.98),(33 10217.383),(34 10227.698),(35 10153.316),(36 10049.635),(37 9895.231),(38 9799.967),(39 9662.632),(40 9599.242),(41 9678.742),(42 9675.198),(43 9719.073),(44 9812.028),(45 9753.703),(46 9928.785),(47 10000.186),(48 9940.631),(49 9779.93),(50 9709.024),(51 9619.741),(52 9445.423),(53 9406.864),(54 9377.66),(55 9278.316),(56 9214.82),(57 9099.195),(58 8991.011),(59 8915.498),(60 8828.717),(61 8840.063),(62 8815.722),(63 8777.031),(64 8816.564),(65 8961.263),(66 8907.631),(67 8783.294),(68 8719.693),(69 8735.862),(70 8974.502),(71 9049.516),(72 9169.452),(73 9215.922),(74 9299.932),(75 9448.794),(76 9511.499),(77 9622.954),(78 9659.593),(79 9659.853),
(1 2028.7196),(2 4178.129),(3 5615.828),(4 6570.23),(5 7329.038),(6 7851.5386),(7 8338.896),(8 8715.724),(9 8902.151),(10 9385.12),(11 9403.945),(12 9511.174),(13 9468.31),(14 9433.497),(15 9359.772),(16 9275.121),(17 9171.803),(18 9127.724),(19 9077.897),(20 9020.624),(21 9093.467),(22 9580.657),(23 9821.987),(24 9862.657),(25 9984.539),(26 10098.135),(27 10149.349),(28 10183.932),(29 10196.476),(30 10171.062),(31 10098.557),(32 10093.385),(33 9842.311),(34 9917.872),(35 9800.697),(36 9663.784),(37 9573.16),(38 9383.173),(39 9303.713),(40 9320.282),(41 9306.965),(42 9277.307),(43 9237.851),(44 9241.531),(45 9199.803),(46 9590.732),(47 9698.59),(48 9629.926),(49 9606.193),(50 9717.797),(51 9729.968),(52 9712.682),(53 9727.655),(54 9804.971),(55 9853.796),(56 9762.838),(57 9674.698),(58 9750.403),(59 9694.453),(60 9489.544),(61 9412.41),(62 9342.031),(63 9359.907),(64 9418.543),(65 9442.144),(66 9405.854),(67 9162.05),(68 8982.072),(69 8864.985),(70 9007.556),(71 8856.293),(72 8851.494),(73 8985.828),(74 9073.204),(75 9049.541),(76 9065.164),(77 9055.492),(78 8974.578),(79 9103.426),
(1 1940.5715),(2 4020.6042),(3 5461.849),(4 6355.014),(5 7089.982),(6 7706.9077),(7 8184.822),(8 8608.69),(9 8778.88),(10 9146.383),(11 9164.882),(12 9255.253),(13 9184.844),(14 9079.385),(15 9181.434),(16 9025.326),(17 8964.582),(18 8943.94),(19 8832.843),(20 8685.958),(21 8718.99),(22 9134.798),(23 9244.154),(24 9369.5205),(25 9550.197),(26 9718.829),(27 9898.394),(28 10007.243),(29 10019.27),(30 10060.722),(31 10033.417),(32 10020.403),(33 9866.578),(34 9810.468),(35 9717.958),(36 9592.703),(37 9380.173),(38 9151.347),(39 9022.636),(40 9003.461),(41 9005.688),(42 9019.133),(43 8898.728),(44 8931.9375),(45 8962.62),(46 9205.394),(47 9237.433),(48 9338.495),(49 9343.031),(50 9364.302),(51 9415.187),(52 9417.327),(53 9379.014),(54 9343.902),(55 9238.613),(56 9198.881),(57 9254.886),(58 9350.653),(59 9215.122),(60 9008.339),(61 8899.363),(62 8843.852),(63 8740.097),(64 8870.897),(65 8975.449),(66 8971.16),(67 8787.589),(68 8482.825),(69 8289.098),(70 8348.211),(71 8329.073),(72 8250.01),(73 8320.733),(74 8341.592),(75 8473.6455),(76 8503.147),(77 8615.114),(78 8748.881),(79 8942.43),
(1 1862.7343),(2 4006.8584),(3 5344.5967),(4 6312.196),(5 7054.474),(6 7580.4414),(7 7993.5503),(8 8327.085),(9 8495.108),(10 8828.82),(11 8775.402),(12 8901.459),(13 8846.702),(14 8803.538),(15 8756.916),(16 8591.615),(17 8447.781),(18 8274.038),(19 8107.447),(20 7917.207),(21 7844.1694),(22 8073.394),(23 8258.022),(24 8407.982),(25 8688.666),(26 8950.693),(27 9054.56),(28 9031.061),(29 8930.208),(30 8920.919),(31 8841.114),(32 8815.587),(33 8765.835),(34 8785.6455),(35 8697.698),(36 8527.728),(37 8345.559),(38 8205.99),(39 8118.5986),(40 8085.2256),(41 8145.6416),(42 8171.1484),(43 8188.307),(44 8329.299),(45 8373.786),(46 8624.87),(47 8676.865),(48 8679.164),(49 8671.041),(50 8753.352),(51 8807.316),(52 8821.127),(53 8763.47),(54 8712.1),(55 8630.853),(56 8597.4795),(57 8531.736),(58 8582.569),(59 8537.526),(60 8453.632),(61 8384.826),(62 8506.058),(63 8462.981),(64 8484.666),(65 8458.218),(66 8450.972),(67 8275.072),(68 8157.759),(69 8149.599),(70 8357.167),(71 8421.905),(72 8449.258),(73 8475.475),(74 8485.032),(75 8487.507),(76 8496.264),(77 8498.496),(78 8495.791),(79 8501.197),
(1 1844.4517),(2 3778.7065),(3 4993.571),(4 5839.6465),(5 6524.7837),(6 6998.042),(7 7312.4355),(8 7527.5977),(9 7710.917),(10 7976.4707),(11 8045.71),(12 8153.2573),(13 8069.7207),(14 7958.329),(15 7937.4),(16 7938.494),(17 7909.4956),(18 7851.7583),(19 7716.1787),(20 7634.4233),(21 7551.5454),(22 7882.7744),(23 8104.382),(24 8236.286),(25 8387.294),(26 8397.271),(27 8386.097),(28 8338.926),(29 8203.559),(30 8145.2397),(31 8110.057),(32 8161.48),(33 7993.0596),(34 7946.7417),(35 8014.869),(36 7974.7983),(37 7839.5215),(38 7669.504),(39 7583.433),(40 7534.141),(41 7522.2188),(42 7552.242),(43 7595.1987),(44 7672.628),(45 7673.165),(46 7893.0566),(47 7937.5527),(48 7995.703),(49 7983.439),(50 8038.4365),(51 8050.219),(52 8050.859),(53 8056.532),(54 8061.092),(55 8110.872),(56 8159.6616),(57 8143.5747),(58 8131.511),(59 8101.95),(60 8023.282),(61 8057.044),(62 8073.3823),(63 7973.8237),(64 7870.8193),(65 7884.2197),(66 7862.565),(67 7814.7344),(68 7810.2715),(69 7819.488),(70 8010.14),(71 7998.7207),(72 8018.756),(73 8084.2036),(74 8111.607),(75 8151.8486),(76 8070.2583),(77 7993.6685),(78 7845.994),(79 7769.519),
(1 1785.3868),(2 3600.1404),(3 4664.3594),(4 5484.862),(5 6060.802),(6 6499.7266),(7 6816.5186),(8 7052.483),(9 7168.9443),(10 7443.8726),(11 7474.7876),(12 7610.1514),(13 7606.701),(14 7581.987),(15 7709.3047),(16 7773.0864),(17 7751.054),(18 7817.527),(19 7756.1646),(20 7779.448),(21 7776.353),(22 7985.2266),(23 8102.0195),(24 8247.089),(25 8391.868),(26 8373.448),(27 8340.935),(28 8278.045),(29 8255.827),(30 8251.791),(31 8279.93),(32 8171.323),(33 7994.3213),(34 7870.2773),(35 7774.64),(36 7680.6074),(37 7450.896),(38 7332.1816),(39 7268.1563),(40 7242.4385),(41 7284.1563),(42 7346.218),(43 7304.391),(44 7329.767),(45 7367.514),(46 7609.2095),(47 7695.718),(48 7760.0483),(49 7787.1953),(50 7795.6626),(51 7814.416),(52 7795.7563),(53 7871.5938),(54 7917.374),(55 7912.2354),(56 7893.535),(57 7916.217),(58 8001.132),(59 7961.128),(60 7832.7173),(61 7683.6665),(62 7676),(63 7652.202),(64 7573.583),(65 7551.783),(66 7583.4736),(67 7509.8516),(68 7481.8306),(69 7453.052),(70 7636.509),(71 7606.998),(72 7650.4053),(73 7655.0503),(74 7669.7847),(75 7726.433),(76 7823.9204),(77 7777.1455),(78 7754.6235),(79 7759.387),
(1 1786.634),(2 3528.9458),(3 4676.362),(4 5544.1294),(5 6083.955),(6 6533.0405),(7 6849.421),(8 7062.6045),(9 7194.677),(10 7487.8696),(11 7512.768),(12 7609.263),(13 7597.3755),(14 7681.251),(15 7753.583),(16 7744.4014),(17 7722.249),(18 7731.9243),(19 7679.853),(20 7712.449),(21 7762.55),(22 8044.5107),(23 8196.249),(24 8372.288),(25 8412.774),(26 8483.863),(27 8473.998),(28 8341.079),(29 8280.917),(30 8268.615),(31 8285.939),(32 8256.646),(33 8063.963),(34 8045.821),(35 7977.0723),(36 7793.329),(37 7619.4946),(38 7471.9116),(39 7402.562),(40 7397.6357),(41 7396.791),(42 7375.878),(43 7330.981),(44 7313.4707),(45 7270.138),(46 7490.609),(47 7552.813),(48 7544.0767),(49 7546.38),(50 7641.571),(51 7664.8867),(52 7591.0835),(53 7625.0063),(54 7674.152),(55 7730.284),(56 7772.2993),(57 7750.4136),(58 7791.8584),(59 7789.8623),(60 7661.9897),(61 7629.36),(62 7557.896),(63 7583.622),(64 7536.0146),(65 7545.228),(66 7466.027),(67 7292.139),(68 7195.985),(69 7274.037),(70 7519.045),(71 7508.36),(72 7532.1665),(73 7537.8643),(74 7649.164),(75 7791.7397),(76 7865.7217),(77 7845.7437),(78 7778.373),(79 7747.723),
