1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 125532.44),(2 330899.5),(3 533528.3),(4 671539.4),(5 781025.2),(6 826375.8),(7 848769.25),(8 849983.3),(9 864400),(10 870045.3),(11 945882.06),(12 1082322.9),(13 1293698),(14 1429689),(15 1480331.6),(16 1516328.9),(17 1531582.4),(18 1515638.9),(19 1508701),(20 1542109.5),(21 1668104.4),(22 1838491.1),(23 2044954.1),(24 2421650),(25 2610164.8),(26 2742784.5),(27 2869363.3),(28 2941926.8),(29 2950701.8),(30 3012155.3),(31 3114694.8),(32 3226548),(33 3281233.8),(34 3376559),(35 3563459.3),(36 3765285.8),(37 3907110.8),(38 3932464.3),(39 3800231.8),(40 3639756.3),(41 3476276),(42 3331852.3),(43 3293750),(44 3349802.8),(45 3343506),(46 3327054.8),(47 3204754),(48 3008387.8),(49 2764411.8),(50 2548973.8),(51 2412121),(52 2320958.8),(53 2282280.3),(54 2266401.3),(55 2312312.8),(56 2280229.5),(57 2212598.8),(58 2088765.6),(59 1894296.4),(60 1726698.4),(61 1622128.1),(62 1592589.4),(63 1639042),(64 1700575.1),(65 1840819.6),(66 1889828.4),(67 1864233.5),(68 1863196.1),(69 1924995.5),(70 1899298.5),(71 1857466.6),(72 1824599.1),(73 1863929.4),(74 1959504.9),(75 2206991.5),(76 2410387.3),(77 2694151),(78 2874172.8),(79 2964740),
(1 28189.604),(2 59231.45),(3 82851.695),(4 99884.99),(5 111018.26),(6 119233.95),(7 123986.79),(8 126760.04),(9 129531.914),(10 134478.39),(11 142491.13),(12 151206.1),(13 156534.38),(14 159995.84),(15 164721.28),(16 165897.84),(17 167989.28),(18 168535.1),(19 166395.98),(20 164522.03),(21 165502.22),(22 170342.53),(23 177995.13),(24 182140.67),(25 184447.8),(26 187135.78),(27 190154.08),(28 191389.23),(29 193010.39),(30 192496.38),(31 191555.19),(32 190876.45),(33 191702.2),(34 193340.8),(35 192555.45),(36 192286.9),(37 191806.8),(38 190949.28),(39 187381.78),(40 184393.39),(41 181735.66),(42 181958.61),(43 183608.55),(44 184524.42),(45 186192.17),(46 188990.69),(47 188677.27),(48 189616.1),(49 187869.06),(50 187671.53),(51 189175.84),(52 188580.23),(53 188499.95),(54 187586.95),(55 187012.69),(56 187613.34),(57 188796.2),(58 188993.1),(59 188370.77),(60 188180.13),(61 188294.45),(62 188309.4),(63 187110.34),(64 186330.97),(65 187779.31),(66 188429.88),(67 188530.9),(68 188444.67),(69 186295.03),(70 184801.64),(71 184121.19),(72 183771.48),(73 184579.58),(74 186663.64),(75 188313.42),(76 188074.97),(77 188118.38),(78 187244.3),(79 187296.08),
(1 27135.1),(2 57531.582),(3 79769.414),(4 95467.77),(5 107508.95),(6 115858.19),(7 120866.586),(8 122436.1),(9 123519.22),(10 126450.61),(11 131856.28),(12 136705.3),(13 142077.34),(14 145540.75),(15 149322.58),(16 149475.97),(17 149721.02),(18 149687.22),(19 150188.4),(20 149768.92),(21 150582.69),(22 156005.56),(23 161391.92),(24 165280.92),(25 170638.17),(26 172952.28),(27 174330.38),(28 174273.88),(29 171486.02),(30 168692.94),(31 171081.45),(32 172869.02),(33 176120.94),(34 179724.8),(35 180263.97),(36 180429.42),(37 180044.34),(38 179780.42),(39 177242.1),(40 175074.34),(41 173468.02),(42 174861.2),(43 179350.19),(44 181697.22),(45 185367.36),(46 187572.45),(47 188800.7),(48 190411.61),(49 188599.27),(50 188494.33),(51 188627.08),(52 186024.03),(53 184436.34),(54 183655.33),(55 182272.25),(56 183764.3),(57 182785.61),(58 182368.64),(59 182024.25),(60 183379.08),(61 182981.72),(62 182098.61),(63 182825.27),(64 182306.55),(65 182985.1),(66 182024.33),(67 181866.75),(68 182929.83),(69 184849.84),(70 185839.97),(71 187453.75),(72 187793.88),(73 189874.38),(74 190213.67),(75 188854.94),(76 189494.02),(77 190970.22),(78 192887.17),(79 192730.06),
(1 25700.504),(2 53852.902),(3 74820.266),(4 92744.61),(5 105879.86),(6 114958.914),(7 118984.086),(8 120134.09),(9 121634.9),(10 123877.03),(11 128844.125),(12 135175.88),(13 143348.78),(14 146821.38),(15 149577.56),(16 150585.36),(17 152021.78),(18 153759.98),(19 155066.33),(20 153653.7),(21 153193.05),(22 157331.3),(23 163302.61),(24 166662.67),(25 168567.64),(26 170231.02),(27 173727.6),(28 176641.78),(29 176777.61),(30 175202.44),(31 174465.72),(32 175192.81),(33 175250.45),(34 175036.66),(35 175324.1),(36 175588.36),(37 176675.05),(38 176994.39),(39 177078.14),(40 176089.16),(41 173585.72),(42 175710.7),(43 178697.33),(44 181080.75),(45 182427.13),(46 182887.27),(47 182502.03),(48 183557.4),(49 180839.05),(50 179487.72),(51 178590.17),(52 178673.39),(53 180605.77),(54 184288.44),(55 186492.3),(56 188677.13),(57 189649.92),(58 187589.89),(59 185488.14),(60 184879.44),(61 183408.36),(62 182757.8),(63 183308.31),(64 182678.81),(65 183077.55),(66 181479.5),(67 180829.67),(68 180755.64),(69 180990.72),(70 180442.48),(71 180901.28),(72 182333.61),(73 185293.7),(74 187188.9),(75 186694.03),(76 186934.67),(77 187499.34),(78 185569.8),(79 182926.45),
(1 24287.436),(2 50910.117),(3 70025.766),(4 84280.97),(5 94971.266),(6 103047.55),(7 106609.84),(8 107620.08),(9 108477.47),(10 110454.02),(11 113961.6),(12 118684.38),(13 123179.41),(14 127376.06),(15 131752.22),(16 133098.88),(17 134439.19),(18 134856.98),(19 135933.1),(20 136254.45),(21 138487.08),(22 141645.66),(23 145352.55),(24 146788.95),(25 147631.98),(26 148410.16),(27 149461.42),(28 148940.81),(29 147809.47),(30 146604.92),(31 147825.06),(32 150764.83),(33 154067.23),(34 155552.73),(35 156237.47),(36 155877.9),(37 154507.16),(38 153172.23),(39 150677.77),(40 149898.66),(41 148963.44),(42 151139.42),(43 153817.92),(44 156087.77),(45 158134.53),(46 160112.02),(47 161726.73),(48 163529.45),(49 162433.02),(50 160655.95),(51 161923.25),(52 164113.77),(53 165656.8),(54 168680.95),(55 170482.39),(56 170389.16),(57 170245.98),(58 169583.9),(59 168848.97),(60 168658.2),(61 167012.23),(62 166897.64),(63 168509.88),(64 168825.75),(65 169590.34),(66 167650.88),(67 166778.81),(68 166518.81),(69 165482.48),(70 164773.98),(71 163155.63),(72 163847.39),(73 166103.2),(74 165825.94),(75 167493.13),(76 167703.84),(77 168400.61),(78 168636.61),(79 168823.31),
(1 23296.438),(2 47902.688),(3 66176.984),(4 79316.82),(5 88838.24),(6 96351.95),(7 101014.88),(8 103569.44),(9 105770.82),(10 108364.01),(11 112260.63),(12 117431.06),(13 120776.27),(14 125692.484),(15 129704.09),(16 132873.03),(17 134205.7),(18 135173.86),(19 133822.13),(20 135289.58),(21 137444.97),(22 140777.48),(23 145067.3),(24 147885.17),(25 149681.86),(26 150844.42),(27 152331.23),(28 152766.14),(29 152310.6),(30 150892.72),(31 149283.55),(32 149510.9),(33 150246.48),(34 151392.22),(35 151660.4),(36 153469.14),(37 154563.05),(38 154850.61),(39 155331.45),(40 156780.52),(41 156288.64),(42 156819.38),(43 158380.55),(44 160979.4),(45 161720.77),(46 163452.95),(47 165096.66),(48 166410.44),(49 164781.72),(50 163726.42),(51 163329.78),(52 163875.98),(53 163104.72),(54 163909.4),(55 164587.75),(56 166877.5),(57 166507.67),(58 167168.19),(59 167869.17),(60 167380.77),(61 167680.92),(62 166563.19),(63 166659.78),(64 165917.1),(65 166811.69),(66 167299.47),(67 166943.94),(68 166252.08),(69 165949.4),(70 166201.72),(71 166273.25),(72 166519.3),(73 164507.03),(74 163252.7),(75 164239.58),(76 165104.17),(77 167772.81),(78 170854.9),(79 172167.69),
(1 22412.432),(2 46725.152),(3 64731.703),(4 77195.984),(5 85804.85),(6 91821.17),(7 95072.805),(8 95986.21),(9 96110.625),(10 98240),(11 102349.27),(12 107566.95),(13 112496.58),(14 117180.37),(15 121708.195),(16 123958.805),(17 125341.914),(18 122858.5),(19 121187.98),(20 117275.164),(21 116151.84),(22 120442.79),(23 125261.195),(24 128684.03),(25 131290.58),(26 132077.42),(27 133519.48),(28 134290.94),(29 135447.38),(30 133837.4),(31 135596.34),(32 137678.23),(33 140645.67),(34 140762.6),(35 140345.55),(36 141849.3),(37 143642.25),(38 145422.81),(39 147144.66),(40 145207.16),(41 144662.7),(42 146724.05),(43 149606.34),(44 151678.58),(45 152220.17),(46 152397.56),(47 151053.02),(48 151303.16),(49 151537.28),(50 149962.55),(51 150437.66),(52 150251.56),(53 150773.75),(54 149580.73),(55 150670.19),(56 153039.66),(57 153487.39),(58 151770.27),(59 150031.3),(60 147890.95),(61 146060.58),(62 144861.64),(63 145036.55),(64 146653.34),(65 147989.97),(66 148609.95),(67 148398.89),(68 146849.3),(69 147234.56),(70 146549.47),(71 145275.39),(72 145118.95),(73 146460.48),(74 146917.58),(75 147073.81),(76 147659.9),(77 147805.77),(78 146486.53),(79 145749.89),
(1 21205.082),(2 43661.03),(3 60058.69),(4 72432.65),(5 81077.74),(6 88571.195),(7 92696.586),(8 95048.44),(9 97164.73),(10 100067.625),(11 104834.74),(12 108669.06),(13 113063.71),(14 115389.05),(15 118894.19),(16 120383.03),(17 119942.16),(18 119311.305),(19 119141.03),(20 118486.28),(21 118932.195),(22 122719.81),(23 127763.92),(24 132202.66),(25 133046.95),(26 133543.75),(27 134593.06),(28 134661.61),(29 135057.4),(30 133802.52),(31 134660.75),(32 135843.17),(33 137523.97),(34 139819.23),(35 140277.34),(36 141736),(37 141694.89),(38 141305.11),(39 140145.05),(40 137370.4),(41 135023.17),(42 136207.22),(43 137002.42),(44 138400.44),(45 139401.97),(46 140207.2),(47 139286.61),(48 139203.03),(49 138039.17),(50 137490.77),(51 136824.48),(52 136316.14),(53 136437.66),(54 137211.2),(55 137418.27),(56 135894.98),(57 136467.56),(58 137260.92),(59 136068.31),(60 135018.77),(61 133784.36),(62 133727.02),(63 135165.22),(64 135591.63),(65 135349.81),(66 134700.02),(67 136168.27),(68 137660.34),(69 138746.22),(70 138293.02),(71 138572.98),(72 140158.36),(73 141227.45),(74 141350.95),(75 140894.42),(76 142121.3),(77 143084.63),(78 143851.52),(79 144950.08),
(1 20747.79),(2 44344.094),(3 61726.813),(4 72480.91),(5 80280.79),(6 86235.39),(7 88449.41),(8 89783.086),(9 91835.41),(10 93935.51),(11 98026.07),(12 101849.46),(13 105558.04),(14 110112.62),(15 114270.62),(16 116545.33),(17 116327.695),(18 115181.6),(19 113193.67),(20 111821.38),(21 114018.77),(22 116985.53),(23 120103.72),(24 121698.266),(25 123528.84),(26 125075.516),(27 126331.29),(28 125862.51),(29 125102.8),(30 124158.83),(31 123857.6),(32 125518.56),(33 129268.67),(34 132776.88),(35 133841.6),(36 134705.13),(37 134511.47),(38 134420.44),(39 132939.14),(40 131964.31),(41 130601.02),(42 130970.32),(43 131323.48),(44 131896.73),(45 133513.55),(46 136526.72),(47 136919.63),(48 137724.61),(49 136813.45),(50 136020.63),(51 134308.16),(52 133768.02),(53 135600.13),(54 136499.7),(55 136088.11),(56 135788.72),(57 135267.13),(58 134629.86),(59 132986.66),(60 131365.39),(61 130210.71),(62 131070.15),(63 133496.78),(64 135039.55),(65 136005.19),(66 137076.97),(67 137049.58),(68 138466.69),(69 139231.17),(70 138235.72),(71 138439.13),(72 138959.16),(73 140872.77),(74 139375.53),(75 139232.31),(76 137978.83),(77 136942.45),(78 135270.88),(79 134800.98),
(1 19869.635),(2 41643.523),(3 58284.36),(4 70203.26),(5 77584.59),(6 81804.35),(7 83986.984),(8 83953.016),(9 85029.53),(10 86254.766),(11 90930.195),(12 96000.984),(13 100161),(14 104258.5),(15 107202.38),(16 108258.36),(17 108661.8),(18 106819.13),(19 104899.36),(20 103898.85),(21 105635.11),(22 107848.945),(23 109522.09),(24 111070.59),(25 113088.87),(26 112570.28),(27 112368.055),(28 112434.85),(29 113682.29),(30 114781.57),(31 116616.95),(32 118930.13),(33 123647.95),(34 127443.63),(35 128291.85),(36 128684.336),(37 127533.79),(38 126421.914),(39 125043.07),(40 124357.28),(41 124233.97),(42 124672.9),(43 126715.16),(44 127950.25),(45 128704.22),(46 128930.29),(47 128561.39),(48 128722.04),(49 128884.78),(50 128819.91),(51 130097.695),(52 129904.99),(53 129089.9),(54 128755.34),(55 128501.76),(56 128207.8),(57 129398.445),(58 130441.04),(59 132256.23),(60 131390.73),(61 129891.39),(62 127501.1),(63 127054.11),(64 128416.41),(65 128893.945),(66 128508.914),(67 128507.85),(68 128589.18),(69 128346.63),(70 127735.89),(71 127686.06),(72 126228.96),(73 125737.51),(74 122889.82),(75 122330.04),(76 121193.61),(77 121346.24),(78 122540.13),(79 123122.88),
(1 18777.201),(2 38987),(3 53846.82),(4 64898.676),(5 72738.61),(6 77814.55),(7 79568.07),(8 79994.55),(9 80856.77),(10 82130.23),(11 85178.125),(12 89843.805),(13 93807.29),(14 96505.18),(15 99389.22),(16 100941.6),(17 102157.54),(18 101967.664),(19 103087.23),(20 103758.91),(21 105592.03),(22 107319.75),(23 108660.375),(24 109300.93),(25 110284.21),(26 111570.83),(27 113307.89),(28 113425.984),(29 113421.61),(30 112216.34),(31 111402.4),(32 112252.06),(33 114209.91),(34 117112.29),(35 117715.09),(36 118251.93),(37 117697.05),(38 117017.34),(39 115875.305),(40 115168.31),(41 114791.875),(42 115595.695),(43 116871.96),(44 118053.32),(45 118992.49),(46 119360.4),(47 118989.21),(48 118462.05),(49 117576.875),(50 117824.19),(51 117131.984),(52 117536.95),(53 119032.445),(54 118784.75),(55 118657.55),(56 119310.81),(57 119588.46),(58 119581.94),(59 120493.375),(60 119596.336),(61 118951.53),(62 118752.57),(63 119064.23),(64 119392.13),(65 119982.586),(66 119968.51),(67 120894.09),(68 121716.58),(69 122907.91),(70 123098.31),(71 122958.49),(72 123660.055),(73 124296.21),(74 124240.8),(75 123063.17),(76 121586.2),(77 120645.38),(78 120822.305),(79 120771.22),
(1 18585.03),(2 37762.56),(3 51223.19),(4 61333.574),(5 67449.48),(6 72029.12),(7 74878.05),(8 75737.38),(9 77451.13),(10 78526.91),(11 81036.77),(12 85050.53),(13 90349.375),(14 94031.07),(15 96293.336),(16 96286.12),(17 96245.11),(18 95423.84),(19 94486.05),(20 95122.734),(21 97255.02),(22 99931.21),(23 103120.73),(24 105436.25),(25 108010.05),(26 109729.195),(27 110521.3),(28 111922.9),(29 112742.84),(30 112688),(31 113266.625),(32 113885.76),(33 114523.16),(34 114923.766),(35 114022.375),(36 114187.195),(37 113038.03),(38 112662.07),(39 112034.07),(40 111456.98),(41 112354.17),(42 112493.76),(43 113640.414),(44 113367.69),(45 112199.75),(46 112486.125),(47 113397.26),(48 114040.4),(49 113709.88),(50 114233.3),(51 114263.81),(52 114310.22),(53 113908.95),(54 113593.45),(55 113138.414),(56 113339.49),(57 113446.85),(58 114514.68),(59 114578.6),(60 114244.86),(61 113118.3),(62 112906.05),(63 113698.38),(64 115534.11),(65 115992.82),(66 116775.53),(67 117756.336),(68 118334.17),(69 119230.586),(70 119728.83),(71 117870.56),(72 117219.26),(73 116228.98),(74 116008.195),(75 115514.29),(76 115630.31),(77 116720.29),(78 116727.57),(79 115842.98),
(1 17622.031),(2 35874.47),(3 49128.45),(4 59237.656),(5 65252.984),(6 69867.01),(7 73136.89),(8 75442.484),(9 77673.02),(10 79166.95),(11 81401.13),(12 84527.44),(13 87201.1),(14 89017.586),(15 90805.22),(16 90686.85),(17 91423.586),(18 92204.63),(19 91049.69),(20 90531.6),(21 91613.37),(22 94636.45),(23 97367.13),(24 99268.19),(25 101158.984),(26 101012.83),(27 100773.76),(28 101531.27),(29 102293.414),(30 101977.61),(31 102693.6),(32 103988.94),(33 105575.84),(34 105875.734),(35 105039.94),(36 105348.53),(37 105408.83),(38 105160.75),(39 104314.39),(40 104063.54),(41 104202.16),(42 104581.95),(43 105942.97),(44 106256.3),(45 105654.81),(46 105599.37),(47 105599.75),(48 105761.086),(49 105424.26),(50 104254.336),(51 103702.24),(52 104343.58),(53 105137.33),(54 105895.02),(55 105523.23),(56 106028.9),(57 106439.25),(58 106897.13),(59 107634.73),(60 108273.87),(61 108030.73),(62 107492.9),(63 107056.516),(64 107194.94),(65 107901.42),(66 108221.48),(67 110034.625),(68 110118.875),(69 110228.6),(70 110372.37),(71 110450.055),(72 111370.125),(73 111040.875),(74 110768.836),(75 110090.87),(76 111352.13),(77 113506.51),(78 113806.99),(79 113409.734),
(1 17314.72),(2 34875.79),(3 49287.6),(4 59529.992),(5 65684.24),(6 71817.195),(7 75695.21),(8 77920.46),(9 79539.76),(10 81928.47),(11 85843.41),(12 88835.88),(13 90990.07),(14 92804.72),(15 93883.6),(16 95118.92),(17 95213.26),(18 94470.99),(19 93529.586),(20 93061.62),(21 94591.76),(22 97277.09),(23 99602.52),(24 101627.88),(25 103641.79),(26 104858.72),(27 105004.82),(28 106041.83),(29 106474.086),(30 104928.03),(31 104063.17),(32 103054.27),(33 102325.85),(34 101834.13),(35 102032.13),(36 102335.7),(37 102203.95),(38 102512.32),(39 101213.35),(40 100065.445),(41 99971.95),(42 100810.49),(43 102120.42),(44 103334.54),(45 103192.04),(46 105022.83),(47 105150.8),(48 106167.93),(49 106234.92),(50 106044.7),(51 106507.47),(52 107951.16),(53 109191.95),(54 109986.88),(55 109934.195),(56 110332.695),(57 111277.945),(58 111572.92),(59 110724.78),(60 109925.59),(61 110568.4),(62 110147.18),(63 111086.03),(64 111653.6),(65 112547.625),(66 112691.055),(67 110967.34),(68 109467.85),(69 108561.99),(70 107065.52),(71 106278.78),(72 106423.35),(73 106066.664),(74 106137.43),(75 105580.91),(76 105714.37),(77 106170.27),(78 107053.64),(79 107151.41),
(1 16359.192),(2 33724.477),(3 45621.36),(4 54074.625),(5 59682.387),(6 64177.863),(7 67733.125),(8 69552.53),(9 70396.56),(10 72147.28),(11 75368.4),(12 78269.555),(13 81735.27),(14 84220.38),(15 85605.914),(16 86869),(17 87503.586),(18 86632.74),(19 86452.56),(20 86284.555),(21 86253.49),(22 88531.57),(23 90225.95),(24 92190.92),(25 93131.7),(26 94005.57),(27 94677.555),(28 93895.88),(29 93815.336),(30 93553.39),(31 93616.555),(32 94002.195),(33 94311.63),(34 95462.234),(35 95735.66),(36 96905.19),(37 96914.15),(38 97278.54),(39 97858.695),(40 97354.52),(41 95864.055),(42 95882.84),(43 96780.945),(44 97947.94),(45 97877.08),(46 97750.92),(47 97956.58),(48 97972.44),(49 98513.51),(50 98722.56),(51 98645.086),(52 99068.484),(53 99617.336),(54 100742.25),(55 100807.61),(56 99803.97),(57 99364.195),(58 99584.16),(59 99138.375),(60 98738.305),(61 98523.85),(62 97375.125),(63 97351.375),(64 97368.086),(65 97245.72),(66 98683.75),(67 99076.76),(68 98969.45),(69 98713.805),(70 97526.22),(71 97464.03),(72 97004.28),(73 97556.53),(74 97898.84),(75 98812.53),(76 99784.43),(77 101047.984),(78 101379.38),(79 101125.836),
(1 15340.983),(2 30831.55),(3 42311.797),(4 51262.76),(5 56915.348),(6 61396.863),(7 63980.97),(8 65083.53),(9 65792.555),(10 66659.64),(11 69783.02),(12 73617.766),(13 77028),(14 79502.27),(15 80835.08),(16 81643.09),(17 82285.73),(18 83269.76),(19 83445),(20 83010.805),(21 84364.47),(22 86611.305),(23 88496.24),(24 89197.1),(25 89064.17),(26 89117.68),(27 89568.02),(28 89796.4),(29 90160.15),(30 90454.41),(31 91098.52),(32 92107.09),(33 93778.9),(34 94575.02),(35 94068.47),(36 95104.47),(37 95143.125),(38 94952.09),(39 93713.41),(40 93589.45),(41 93136.97),(42 92621.43),(43 92753.73),(44 93614.125),(45 92757.016),(46 92007.51),(47 92004.32),(48 93368.62),(49 93409.99),(50 93448.86),(51 93565.625),(52 93897.086),(53 94265.984),(54 94626.38),(55 94203.375),(56 93429.57),(57 93223.15),(58 93720.28),(59 94120.06),(60 92676.125),(61 90823.28),(62 89952.21),(63 90283.28),(64 90593.38),(65 91193.31),(66 92087.625),(67 92713.95),(68 92906.07),(69 93108.97),(70 92547.39),(71 92996.37),(72 93236.92),(73 94389.375),(74 95671.22),(75 95952.66),(76 96439.22),(77 97463.78),(78 97828.81),(79 98086.46),
(1 15027.21),(2 30223.717),(3 41294.74),(4 49746.14),(5 55405.67),(6 59560.9),(7 61490.15),(8 62907.41),(9 64122.477),(10 65400.016),(11 68584.63),(12 72344.14),(13 75528.54),(14 77227.93),(15 78407.84),(16 79167.37),(17 80467.6),(18 79411.98),(19 77735.36),(20 77013.77),(21 77694.42),(22 80928.11),(23 82494.4),(24 83198.98),(25 85136.64),(26 85705.88),(27 87096.445),(28 87159.195),(29 86542.805),(30 85375.055),(31 85175.016),(32 85825.195),(33 86704.9),(34 87165.43),(35 87732.305),(36 88680.32),(37 88177.414),(38 88424.25),(39 89810.836),(40 90717.85),(41 89976.04),(42 90600.9),(43 90915.27),(44 91301.484),(45 91592.53),(46 92379.234),(47 92044.93),(48 92210.625),(49 91855),(50 91251.6),(51 90111.97),(52 88939.36),(53 88379.63),(54 88218.484),(55 87972.88),(56 88162.71),(57 87925.09),(58 88869.8),(59 89261.85),(60 88592.72),(61 86681.4),(62 86828.734),(63 86131.24),(64 85356.14),(65 86183.57),(66 86673.34),(67 87519.4),(68 88363),(69 88446.46),(70 88701.57),(71 89084.92),(72 87916.9),(73 88036.38),(74 88847.734),(75 90489.875),(76 91022.266),(77 92146.516),(78 92127.82),(79 92128.93),
(1 14755.458),(2 29745.912),(3 40600.992),(4 48687.15),(5 54377.504),(6 58675.313),(7 61112.883),(8 62514.816),(9 63340.605),(10 65245.234),(11 67826.45),(12 69581.164),(13 71535.914),(14 73876.25),(15 76177.414),(16 77068.805),(17 77858.445),(18 77216.47),(19 76944.22),(20 76745.35),(21 78718.22),(22 80077.92),(23 81442.51),(24 83474.97),(25 85801.95),(26 85955.445),(27 86268.84),(28 85426.74),(29 84687.39),(30 84068.59),(31 83903.734),(32 83805.37),(33 83275.21),(34 83615.56),(35 83294.6),(36 84005.62),(37 83944.18),(38 83389.336),(39 82108.74),(40 81441.625),(41 80527.45),(42 81609.77),(43 83349.13),(44 84502.57),(45 86491.75),(46 86527.35),(47 86695.336),(48 87293.15),(49 87541.53),(50 87842.31),(51 87190.62),(52 87442.8),(53 86906.3),(54 86385.125),(55 86523.25),(56 86352.07),(57 86010.63),(58 85641.9),(59 85875.23),(60 85628.76),(61 84918.35),(62 84971.56),(63 84889.15),(64 85597.59),(65 86222.66),(66 87211.95),(67 87571.35),(68 86833.01),(69 86326.13),(70 85344.87),(71 85447.086),(72 85619.484),(73 84997.31),(74 84365.33),(75 83823.46),(76 84098.78),(77 84899.64),(78 85513.21),(79 86260.96),
