1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 25508.4),(2 88635.22),(3 183324.95),(4 289040.88),(5 417810.16),(6 573712.3),(7 736273.2),(8 926013.25),(9 1148374.6),(10 1377051.6),(11 1628283.6),(12 1883438.6),(13 2171513.5),(14 2439987),(15 2732020),(16 3031856.8),(17 3341733.3),(18 3622341.3),(19 3907260.3),(20 4202530.5),(21 4533932),(22 4906197.5),(23 5261417.5),(24 5621038),(25 5942363.5),(26 6254946),(27 6592727.5),(28 6903133.5),(29 7182300),(30 7458656.5),(31 7736928),(32 7997513.5),(33 8261742.5),(34 8483562),(35 8724820),(36 8946337),(37 9133508),(38 9353336),(39 9607279),(40 9905654),(41 10188673),(42 10458898),(43 10723062),(44 10983595),(45 11232515),(46 11468987),(47 11640796),(48 11750620),(49 11765891),(50 11754443),(51 11768171),(52 11771048),(53 11801957),(54 11842521),(55 11894583),(56 11963256),(57 12065645),(58 12244431),(59 12405112),(60 12563981),(61 12722791),(62 12915141),(63 13126200),(64 13345875),(65 13569461),(66 13817587),(67 14087357),(68 14388093),(69 14704513),(70 15048603),(71 15411859),(72 15780415),(73 16238171),(74 16665493),(75 17100800),(76 17577510),(77 18054592),(78 18547234),(79 19068046),
(1 175.78397),(2 218.4906),(3 243.41145),(4 261.3814),(5 277.99664),(6 288.70087),(7 299.93805),(8 307.86154),(9 313.85544),(10 324.29523),(11 325.37973),(12 333.89343),(13 339.61282),(14 346.19638),(15 350.88492),(16 354.88617),(17 362.09854),(18 365.14737),(19 371.43198),(20 375.03445),(21 379.97443),(22 382.32114),(23 386.273),(24 387.39322),(25 391.51392),(26 393.24088),(27 396.68488),(28 398.30695),(29 399.81064),(30 403.57254),(31 406.6341),(32 407.8217),(33 414.62424),(34 415.2814),(35 415.77948),(36 417.873),(37 416.8729),(38 419.3547),(39 418.54468),(40 418.62665),(41 422.85083),(42 423.8254),(43 422.30795),(44 422.81503),(45 424.64554),(46 426.41907),(47 428.8794),(48 430.27567),(49 429.91183),(50 431.12445),(51 428.34598),(52 430.34268),(53 430.6959),(54 428.2324),(55 428.54034),(56 427.71988),(57 425.81552),(58 424.69937),(59 423.4623),(60 422.41574),(61 421.90765),(62 421.0695),(63 419.00677),(64 419.97174),(65 419.47263),(66 417.23926),(67 419.33493),(68 417.67163),(69 414.134),(70 414.11157),(71 414.35345),(72 415.62692),(73 421.28442),(74 424.78476),(75 427.96597),(76 429.4885),(77 431.05228),(78 433.24957),(79 436.98166),
(1 173.64847),(2 215.51115),(3 240.39258),(4 257.47034),(5 269.4855),(6 283.9687),(7 294.01395),(8 301.0023),(9 306.20554),(10 313.66962),(11 316.5724),(12 321.5877),(13 329.35876),(14 335.43692),(15 341.4339),(16 347.51025),(17 355.0895),(18 357.9787),(19 359.70798),(20 364.83014),(21 372.7495),(22 373.57758),(23 377.39145),(24 382.4713),(25 383.34808),(26 385.90466),(27 391.69873),(28 393.4474),(29 393.7841),(30 399.03714),(31 399.52222),(32 399.62766),(33 402.33206),(34 405.4969),(35 405.11288),(36 404.45984),(37 403.66882),(38 404.53207),(39 410.28665),(40 409.31122),(41 407.00558),(42 405.565),(43 408.9492),(44 409.08035),(45 410.767),(46 412.09735),(47 412.21616),(48 411.45383),(49 412.11444),(50 411.2163),(51 410.57474),(52 409.39584),(53 406.94064),(54 404.83527),(55 406.36877),(56 407.75156),(57 405.92316),(58 403.5163),(59 404.85428),(60 399.40433),(61 402.86902),(62 402.1734),(63 404.87823),(64 403.49005),(65 400.01822),(66 401.22864),(67 400.00125),(68 400.3854),(69 400.5677),(70 399.25894),(71 397.66376),(72 395.3301),(73 399.98706),(74 399.40887),(75 400.8795),(76 403.11536),(77 407.55923),(78 405.06372),(79 410.3737),
(1 169.04773),(2 211.2803),(3 236.5307),(4 253.60086),(5 267.0806),(6 277.81778),(7 284.84186),(8 294.96152),(9 300.81552),(10 307.2137),(11 311.4988),(12 315.91214),(13 325.3785),(14 332.62875),(15 338.46823),(16 344.32782),(17 349.41663),(18 352.04736),(19 357.3047),(20 364.28107),(21 366.92914),(22 370.563),(23 372.9803),(24 375.18784),(25 380.7826),(26 380.79312),(27 384.03647),(28 388.7054),(29 391.08035),(30 395.4485),(31 395.0823),(32 395.37842),(33 395.33765),(34 396.9312),(35 397.64584),(36 396.2283),(37 398.41397),(38 399.2481),(39 404.6114),(40 401.99692),(41 403.2894),(42 406.19208),(43 407.7303),(44 405.85776),(45 410.7461),(46 411.1694),(47 410.79608),(48 411.5893),(49 411.36035),(50 410.5606),(51 411.05618),(52 407.39102),(53 408.7456),(54 406.58075),(55 405.9515),(56 406.4009),(57 407.33176),(58 405.01135),(59 403.82785),(60 400.04584),(61 400.36118),(62 401.2396),(63 399.46802),(64 399.0082),(65 397.14084),(66 398.79602),(67 398.565),(68 399.76733),(69 396.9728),(70 393.87744),(71 395.00217),(72 395.90576),(73 396.56573),(74 396.50806),(75 399.9618),(76 399.3342),(77 399.91962),(78 403.03342),(79 407.12048),
(1 167.2404),(2 208.63733),(3 233.57138),(4 252.2669),(5 264.82425),(6 274.63486),(7 284.31873),(8 293.24387),(9 302.0913),(10 308.80612),(11 314.8544),(12 321.21265),(13 331.90402),(14 336.4502),(15 344.74008),(16 349.9796),(17 356.4218),(18 360.23618),(19 366.38254),(20 370.88177),(21 375.04248),(22 379.7941),(23 384.43216),(24 391.05875),(25 397.69666),(26 399.18393),(27 403.48056),(28 407.11624),(29 410.66956),(30 415.48715),(31 415.31113),(32 415.28394),(33 414.59558),(34 412.7789),(35 413.2662),(36 411.19913),(37 410.72797),(38 410.41983),(39 412.50815),(40 409.29916),(41 409.46436),(42 412.0435),(43 413.66312),(44 413.49545),(45 413.22644),(46 414.4129),(47 415.41833),(48 415.99213),(49 416.44986),(50 415.4483),(51 415.99185),(52 415.00497),(53 414.73413),(54 416.66107),(55 416.3713),(56 420.37802),(57 421.18457),(58 423.9352),(59 423.62677),(60 425.2942),(61 425.9822),(62 426.69717),(63 423.40137),(64 426.3604),(65 422.95996),(66 423.7468),(67 424.66736),(68 425.2392),(69 423.4448),(70 424.18646),(71 424.6866),(72 423.44916),(73 424.3925),(74 424.50055),(75 428.4806),(76 427.64236),(77 428.0793),(78 431.50363),(79 436.36472),
(1 160.46126),(2 200.90244),(3 226.99236),(4 243.93275),(5 254.82556),(6 264.02094),(7 272.57452),(8 279.01395),(9 286.33722),(10 294.75937),(11 298.17673),(12 302.5954),(13 310.90726),(14 318.129),(15 326.24554),(16 328.74924),(17 336.52585),(18 343.23727),(19 347.19186),(20 349.9022),(21 355.2917),(22 361.6336),(23 362.55295),(24 366.1124),(25 372.998),(26 377.7753),(27 383.70294),(28 390.33356),(29 394.57224),(30 396.47162),(31 400.5457),(32 402.2119),(33 399.51343),(34 404.52066),(35 409.89542),(36 409.18442),(37 410.79797),(38 415.668),(39 413.81827),(40 414.60434),(41 415.76358),(42 415.64612),(43 417.17252),(44 417.20505),(45 421.49362),(46 421.0164),(47 423.4683),(48 429.28),(49 427.74564),(50 427.37155),(51 427.0868),(52 424.6063),(53 423.91232),(54 423.2047),(55 421.92496),(56 421.35208),(57 418.7288),(58 418.4833),(59 418.5495),(60 418.01855),(61 417.1174),(62 419.4886),(63 420.58478),(64 422.49417),(65 421.83145),(66 417.68982),(67 416.3786),(68 415.46103),(69 414.92987),(70 414.66525),(71 413.69052),(72 413.52603),(73 416.63943),(74 416.7392),(75 418.0858),(76 419.7814),(77 421.97372),(78 423.40897),(79 429.30588),
(1 160.14621),(2 201.4923),(3 226.99704),(4 244.15819),(5 255.2291),(6 268.5254),(7 275.61578),(8 281.35855),(9 288.00146),(10 297.18262),(11 301.7909),(12 310.14035),(13 318.40878),(14 323.1863),(15 331.68716),(16 336.99374),(17 344.40335),(18 350.36014),(19 357.77103),(20 362.2668),(21 367.9459),(22 375.03482),(23 381.57446),(24 385.76062),(25 389.56754),(26 392.10315),(27 394.8016),(28 398.98602),(29 402.27435),(30 408.2336),(31 412.3598),(32 412.70395),(33 412.7362),(34 411.69556),(35 416.1797),(36 415.11194),(37 418.12823),(38 418.03903),(39 420.54376),(40 421.3161),(41 419.9137),(42 421.50867),(43 422.75784),(44 421.31293),(45 419.35764),(46 420.49728),(47 421.5827),(48 428.306),(49 424.59113),(50 425.45718),(51 424.0243),(52 425.94556),(53 419.2658),(54 421.83847),(55 422.82147),(56 421.1147),(57 421.8011),(58 418.2776),(59 418.74146),(60 419.3656),(61 413.59766),(62 414.86343),(63 412.40494),(64 412.31824),(65 415.245),(66 416.01096),(67 416.537),(68 416.2669),(69 415.14352),(70 416.18558),(71 413.37033),(72 414.229),(73 417.17255),(74 421.80203),(75 422.3819),(76 424.69257),(77 424.96082),(78 424.35654),(79 431.05453),
(1 160.7244),(2 200.45828),(3 223.66933),(4 241.5692),(5 252.11392),(6 263.8155),(7 274.507),(8 281.0464),(9 287.06012),(10 294.8709),(11 300.48694),(12 306.55908),(13 316.4521),(14 322.25494),(15 329.32),(16 333.29465),(17 338.15216),(18 344.79016),(19 347.87103),(20 350.22327),(21 356.0239),(22 357.4951),(23 358.7461),(24 364.2105),(25 368.06467),(26 373.54834),(27 373.4766),(28 375.05396),(29 377.19626),(30 380.94034),(31 382.37915),(32 382.37213),(33 380.85138),(34 382.62466),(35 383.33844),(36 383.45663),(37 384.2159),(38 383.58774),(39 385.98944),(40 386.9767),(41 390.72803),(42 391.96384),(43 392.0588),(44 391.1046),(45 392.86768),(46 393.64838),(47 393.45694),(48 394.6638),(49 396.00555),(50 398.19598),(51 398.4188),(52 398.48245),(53 397.37384),(54 396.8011),(55 397.53995),(56 397.065),(57 394.9843),(58 394.2699),(59 391.9854),(60 389.5861),(61 385.90094),(62 383.78854),(63 387.6919),(64 387.13162),(65 387.7334),(66 389.62967),(67 386.7585),(68 387.79294),(69 389.6783),(70 391.84665),(71 394.21555),(72 394.4539),(73 397.1633),(74 398.9864),(75 402.1854),(76 402.73865),(77 403.8532),(78 403.32852),(79 407.2937),
(1 160.07495),(2 198.1401),(3 219.52185),(4 236.0637),(5 249.27623),(6 261.03442),(7 268.09787),(8 276.43588),(9 282.27316),(10 289.04297),(11 293.85953),(12 299.38193),(13 306.88406),(14 314.2117),(15 320.9945),(16 323.93103),(17 330.29065),(18 334.5925),(19 343.5314),(20 346.4394),(21 351.10925),(22 355.9462),(23 362.41013),(24 367.61),(25 371.879),(26 373.35345),(27 377.12064),(28 380.4702),(29 382.78476),(30 385.6409),(31 386.31802),(32 387.17145),(33 390.0244),(34 390.76248),(35 393.47073),(36 392.54745),(37 396.21945),(38 397.07095),(39 401.83997),(40 401.90955),(41 404.10825),(42 404.20502),(43 402.5641),(44 402.14468),(45 402.76572),(46 401.97595),(47 400.06946),(48 401.85043),(49 402.8434),(50 402.9064),(51 404.95648),(52 404.44366),(53 405.27103),(54 402.7586),(55 406.01733),(56 403.6587),(57 405.47574),(58 401.05035),(59 403.43408),(60 402.7828),(61 400.98727),(62 398.59866),(63 399.2344),(64 399.0458),(65 399.63177),(66 398.5455),(67 398.84262),(68 394.40097),(69 394.3243),(70 392.49515),(71 392.44238),(72 395.5836),(73 396.32413),(74 396.89145),(75 398.77927),(76 400.99338),(77 401.52106),(78 402.28497),(79 402.68814),
(1 157.5032),(2 195.95158),(3 217.08322),(4 236.02077),(5 250.31618),(6 258.91428),(7 269.26694),(8 275.27393),(9 281.51987),(10 291.34445),(11 298.12863),(12 301.73846),(13 311.9906),(14 317.96954),(15 326.72104),(16 329.8784),(17 337.1376),(18 342.9305),(19 348.64175),(20 351.5436),(21 355.91034),(22 361.4794),(23 366.8358),(24 372.5883),(25 378.5852),(26 381.35678),(27 383.70752),(28 387.71216),(29 389.08188),(30 390.66263),(31 393.8317),(32 393.5671),(33 393.10867),(34 393.9523),(35 397.62024),(36 398.38162),(37 401.85385),(38 400.7858),(39 404.95206),(40 404.35947),(41 405.2089),(42 404.14893),(43 404.68796),(44 405.6232),(45 405.38165),(46 403.6893),(47 400.769),(48 402.72192),(49 403.42258),(50 402.2163),(51 401.73145),(52 402.05746),(53 401.00198),(54 400.67892),(55 402.4691),(56 398.89746),(57 400.4062),(58 400.81158),(59 398.62936),(60 397.79016),(61 398.1719),(62 398.47263),(63 400.2564),(64 400.32043),(65 401.28333),(66 400.02542),(67 400.6788),(68 401.06702),(69 399.588),(70 399.7725),(71 402.8001),(72 402.4068),(73 405.79752),(74 406.44278),(75 408.0012),(76 411.12317),(77 411.2485),(78 413.02856),(79 412.42212),
(1 152.82396),(2 190.466),(3 211.2812),(4 228.09947),(5 240.28326),(6 248.93845),(7 259.8024),(8 268.53854),(9 273.99567),(10 281.9726),(11 288.35364),(12 293.9529),(13 300.16016),(14 308.5563),(15 313.8406),(16 318.2175),(17 325.6357),(18 330.38507),(19 335.89795),(20 337.5656),(21 341.9752),(22 344.18585),(23 348.0987),(24 351.30106),(25 356.1268),(26 360.90338),(27 365.57642),(28 366.9957),(29 371.7859),(30 372.56918),(31 375.70087),(32 379.387),(33 381.00708),(34 379.15292),(35 381.98538),(36 382.3353),(37 382.97116),(38 384.3376),(39 385.6096),(40 385.39206),(41 384.60245),(42 388.11917),(43 385.8122),(44 387.4014),(45 388.04608),(46 389.0027),(47 390.74976),(48 391.62683),(49 392.14093),(50 391.87265),(51 389.14178),(52 388.6056),(53 390.08383),(54 388.87955),(55 390.45728),(56 388.6705),(57 386.8568),(58 386.74008),(59 385.65958),(60 384.64163),(61 385.16034),(62 385.26495),(63 387.65048),(64 387.8155),(65 387.91),(66 388.3426),(67 384.27338),(68 384.43597),(69 383.87845),(70 381.05753),(71 382.4095),(72 385.25208),(73 384.2769),(74 382.21457),(75 383.6003),(76 386.76114),(77 392.8245),(78 393.3259),(79 396.5419),
(1 152.47212),(2 191.98047),(3 216.21944),(4 231.90495),(5 241.22833),(6 253.27289),(7 262.24454),(8 269.63727),(9 277.02072),(10 287.98413),(11 294.1209),(12 298.50735),(13 306.25662),(14 313.585),(15 319.45047),(16 325.43762),(17 331.23404),(18 337.9528),(19 340.13492),(20 343.25403),(21 347.88037),(22 349.69565),(23 353.66904),(24 354.29602),(25 357.09625),(26 359.52155),(27 365.46182),(28 365.2395),(29 367.50037),(30 368.56305),(31 370.7152),(32 374.39233),(33 375.9154),(34 376.56992),(35 379.64355),(36 379.10767),(37 381.23865),(38 383.44247),(39 384.4623),(40 382.74884),(41 385.57236),(42 388.17288),(43 386.76096),(44 385.20325),(45 387.17065),(46 385.0338),(47 387.62903),(48 390.19666),(49 392.5117),(50 393.7241),(51 396.2204),(52 395.19278),(53 392.73874),(54 393.62775),(55 396.55563),(56 393.994),(57 394.12997),(58 394.70944),(59 393.60773),(60 393.66504),(61 396.40952),(62 396.38678),(63 395.71988),(64 394.84174),(65 396.05212),(66 398.39844),(67 396.58063),(68 397.39685),(69 396.609),(70 396.74557),(71 397.32202),(72 397.96368),(73 398.57632),(74 401.8451),(75 404.9821),(76 402.88754),(77 406.90527),(78 407.4406),(79 410.59952),
(1 149.8211),(2 187.49034),(3 209.8059),(4 227.06148),(5 236.79778),(6 246.76642),(7 256.63058),(8 266.0266),(9 272.98013),(10 280.6584),(11 286.37747),(12 292.87378),(13 299.93793),(14 307.032),(15 313.74054),(16 318.14093),(17 325.966),(18 330.28067),(19 333.793),(20 338.12195),(21 342.2448),(22 346.02505),(23 349.26874),(24 351.4975),(25 355.23334),(26 355.76123),(27 360.12436),(28 365.48236),(29 367.62015),(30 371.1116),(31 371.9898),(32 374.8236),(33 374.06842),(34 377.02936),(35 376.93552),(36 380.4324),(37 383.5218),(38 386.62564),(39 389.1844),(40 388.81372),(41 388.14624),(42 390.05188),(43 391.02216),(44 388.9688),(45 391.13382),(46 389.6435),(47 389.42932),(48 388.5213),(49 391.9093),(50 391.66916),(51 391.47803),(52 390.653),(53 392.27158),(54 393.00668),(55 391.05222),(56 388.41272),(57 386.34073),(58 384.40424),(59 382.635),(60 381.7153),(61 383.25287),(62 382.11066),(63 379.40277),(64 380.38153),(65 378.7506),(66 378.196),(67 374.96225),(68 374.08954),(69 373.94196),(70 371.91653),(71 372.57428),(72 372.3145),(73 370.90298),(74 372.2554),(75 373.37787),(76 372.49554),(77 376.1271),(78 378.64218),(79 382.19366),
(1 148.24084),(2 186.50711),(3 207.30836),(4 223.56516),(5 235.99107),(6 245.26447),(7 255.20792),(8 262.83478),(9 270.8508),(10 280.87744),(11 286.10986),(12 291.59003),(13 300.3663),(14 305.53586),(15 310.75305),(16 313.74158),(17 321.41327),(18 327.00574),(19 334.575),(20 340.1877),(21 346.86807),(22 351.34558),(23 357.729),(24 362.38806),(25 368.88892),(26 370.43127),(27 371.9059),(28 376.5974),(29 379.62897),(30 380.62112),(31 384.19247),(32 386.54395),(33 388.60992),(34 386.44067),(35 388.40588),(36 387.30457),(37 387.9247),(38 388.42264),(39 388.08115),(40 384.86877),(41 385.5457),(42 387.12433),(43 385.01428),(44 381.82996),(45 382.63095),(46 381.17786),(47 383.09683),(48 382.7662),(49 384.42517),(50 383.97614),(51 383.0836),(52 380.76263),(53 381.61603),(54 382.24203),(55 382.83936),(56 378.05185),(57 378.1804),(58 380.6159),(59 379.57294),(60 380.12744),(61 377.8339),(62 375.00504),(63 377.30734),(64 377.23352),(65 376.75436),(66 375.6869),(67 374.0943),(68 372.7632),(69 374.64713),(70 376.35464),(71 376.8786),(72 377.24597),(73 378.43747),(74 376.85416),(75 379.52365),(76 383.35165),(77 386.0208),(78 388.5505),(79 391.4223),
(1 146.7884),(2 185.5731),(3 206.19052),(4 224.65031),(5 234.96315),(6 244.24583),(7 255.1021),(8 263.74072),(9 269.35464),(10 278.03052),(11 284.4092),(12 291.23322),(13 296.4959),(14 304.6428),(15 310.3345),(16 311.72647),(17 319.14426),(18 327.9917),(19 330.06125),(20 338.83698),(21 344.51758),(22 348.2021),(23 353.49692),(24 357.99084),(25 364.35983),(26 365.4923),(27 369.92114),(28 371.3982),(29 371.5372),(30 372.17416),(31 374.2696),(32 377.6904),(33 377.94446),(34 380.48132),(35 384.89368),(36 384.23056),(37 388.09055),(38 389.811),(39 389.11847),(40 386.48688),(41 387.48087),(42 386.0258),(43 383.66177),(44 385.3561),(45 387.9887),(46 386.1248),(47 387.91403),(48 386.7839),(49 385.91266),(50 387.22122),(51 390.28113),(52 390.14746),(53 388.9575),(54 387.5548),(55 387.8804),(56 385.2255),(57 383.75543),(58 383.30142),(59 380.35568),(60 377.54968),(61 377.82773),(62 379.29803),(63 379.67236),(64 375.2334),(65 376.84137),(66 376.23877),(67 373.90042),(68 372.96774),(69 374.4688),(70 375.8711),(71 374.2911),(72 374.2366),(73 374.66452),(74 377.00977),(75 380.815),(76 382.9222),(77 386.13116),(78 387.99905),(79 393.09473),
(1 145.33707),(2 182.26395),(3 203.02174),(4 217.73477),(5 232.1589),(6 241.3777),(7 249.01207),(8 258.1397),(9 263.22568),(10 268.38718),(11 275.05807),(12 278.1267),(13 285.23456),(14 292.6045),(15 299.9952),(16 300.79776),(17 307.0678),(18 312.41812),(19 316.86795),(20 321.8841),(21 324.3578),(22 326.66345),(23 330.65414),(24 335.14148),(25 340.7663),(26 342.49023),(27 348.49072),(28 350.126),(29 352.2116),(30 354.03983),(31 358.10248),(32 361.1286),(33 364.47845),(34 363.7912),(35 363.4836),(36 363.4247),(37 366.16724),(38 368.65414),(39 370.4911),(40 366.28275),(41 367.1547),(42 367.88385),(43 366.4465),(44 368.13293),(45 364.94672),(46 368.71024),(47 368.12155),(48 366.17816),(49 366.9971),(50 366.4933),(51 366.3717),(52 366.58133),(53 366.12076),(54 365.32513),(55 363.73718),(56 362.2366),(57 361.1958),(58 362.59784),(59 360.96063),(60 358.51324),(61 359.0066),(62 357.6243),(63 358.38522),(64 358.86887),(65 360.09308),(66 357.80026),(67 355.3953),(68 355.39063),(69 355.13306),(70 356.46396),(71 358.19003),(72 360.38123),(73 360.6667),(74 362.69836),(75 365.67746),(76 365.40738),(77 364.91696),(78 366.504),(79 369.48785),
(1 144.26277),(2 183.2808),(3 206.96204),(4 220.99498),(5 232.62967),(6 242.07597),(7 248.67934),(8 255.29259),(9 259.7311),(10 267.9012),(11 271.23807),(12 276.92825),(13 284.8349),(14 290.26743),(15 294.81244),(16 297.6569),(17 303.77496),(18 309.93134),(19 312.71198),(20 319.93048),(21 320.207),(22 324.59708),(23 325.42108),(24 332.70377),(25 338.7321),(26 342.95813),(27 347.54877),(28 348.20078),(29 353.17017),(30 355.12387),(31 356.11),(32 357.80966),(33 361.28177),(34 359.03598),(35 357.6854),(36 358.13705),(37 360.0851),(38 362.3658),(39 361.65085),(40 357.0668),(41 356.41284),(42 357.95087),(43 357.6325),(44 359.66214),(45 360.30664),(46 361.1659),(47 362.53625),(48 362.461),(49 364.3546),(50 367.88394),(51 367.2997),(52 368.41476),(53 371.20227),(54 371.45056),(55 372.28387),(56 370.2819),(57 369.2602),(58 366.11533),(59 363.94598),(60 363.7218),(61 365.3208),(62 364.381),(63 366.18307),(64 365.58313),(65 364.75128),(66 363.3186),(67 362.48938),(68 362.9692),(69 358.69614),(70 361.29062),(71 358.50156),(72 357.9588),(73 357.94153),(74 357.7047),(75 357.2667),(76 356.21994),(77 357.14987),(78 359.3515),(79 361.7762),
(1 138.13416),(2 177.54742),(3 199.63371),(4 216.1275),(5 224.70753),(6 234.03062),(7 241.22493),(8 247.63391),(9 253.46484),(10 260.58408),(11 265.3284),(12 270.2529),(13 276.9859),(14 284.6028),(15 290.4952),(16 294.07755),(17 299.2543),(18 301.84903),(19 303.4716),(20 308.13162),(21 310.00574),(22 313.0376),(23 315.29492),(24 320.14175),(25 323.49384),(26 324.68005),(27 330.12976),(28 331.43466),(29 338.17087),(30 339.1446),(31 339.00754),(32 340.42862),(33 344.05023),(34 342.80444),(35 343.64328),(36 340.5157),(37 339.91452),(38 341.58807),(39 340.66425),(40 338.86765),(41 340.26505),(42 340.38116),(43 344.3462),(44 347.09836),(45 347.29382),(46 348.83072),(47 348.574),(48 348.28445),(49 351.49774),(50 352.89233),(51 355.77133),(52 357.17023),(53 358.4106),(54 357.721),(55 357.8393),(56 354.70407),(57 353.08398),(58 352.60233),(59 351.95642),(60 350.55432),(61 349.23477),(62 349.70767),(63 348.98056),(64 349.83484),(65 350.49924),(66 349.04865),(67 350.52737),(68 352.82358),(69 348.91547),(70 349.4036),(71 349.6568),(72 349.1804),(73 350.5493),(74 348.24887),(75 350.7994),(76 351.54706),(77 353.94196),(78 357.8988),(79 361.42108),
(1 138.77748),(2 178.48721),(3 200.1607),(4 214.12584),(5 226.21005),(6 235.18341),(7 244.08714),(8 250.28864),(9 256.23135),(10 266.72162),(11 273.06357),(12 275.95166),(13 282.28906),(14 286.5637),(15 295.90378),(16 299.9898),(17 305.4699),(18 306.33667),(19 312.32275),(20 316.4471),(21 319.4678),(22 325.9848),(23 332.12912),(24 337.4818),(25 341.28586),(26 343.90567),(27 349.7651),(28 354.39453),(29 360.2926),(30 361.20865),(31 363.1153),(32 364.36313),(33 367.74817),(34 366.09793),(35 368.12778),(36 364.98877),(37 364.01855),(38 365.38434),(39 367.2744),(40 365.1266),(41 364.10733),(42 362.55365),(43 363.64243),(44 363.73114),(45 367.84158),(46 368.51764),(47 367.9581),(48 365.3851),(49 365.76425),(50 365.14734),(51 364.14252),(52 364.30206),(53 364.66638),(54 362.58325),(55 362.42),(56 361.01248),(57 360.04782),(58 358.96484),(59 360.1882),(60 361.37216),(61 359.3571),(62 359.42487),(63 359.24536),(64 358.77274),(65 357.8747),(66 355.23654),(67 358.18506),(68 358.33026),(69 358.53458),(70 357.85965),(71 358.09937),(72 358.58566),(73 358.53632),(74 358.69943),(75 363.69846),(76 364.4461),(77 362.772),(78 363.76578),(79 368.66006),
