1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 58123.344),(2 146445.89),(3 274153.16),(4 404293.4),(5 533249.3),(6 680333.7),(7 836077.7),(8 993118.44),(9 1126352.8),(10 1250529),(11 1387976.4),(12 1573934.6),(13 1699190.4),(14 1818317.9),(15 1884619.9),(16 1950274.1),(17 2034867),(18 2135844),(19 2246093),(20 2325991),(21 2440609.8),(22 2548375.3),(23 2652728.3),(24 2697998.3),(25 2805839),(26 2885826),(27 2957437.3),(28 2981222),(29 3040997),(30 3108780.8),(31 3170964.3),(32 3218737.3),(33 3269063.8),(34 3363327.3),(35 3562608.8),(36 3779332),(37 4050014),(38 4174456),(39 4288172.5),(40 4343447.5),(41 4422906.5),(42 4508334.5),(43 4571876.5),(44 4641068),(45 4723424.5),(46 4801856.5),(47 4903936.5),(48 5070524),(49 5325243.5),(50 5525883.5),(51 5730254),(52 5933696),(53 6184009.5),(54 6439396),(55 6679060.5),(56 6856830.5),(57 6999898.5),(58 7111276),(59 7223110.5),(60 7301440),(61 7340429.5),(62 7403741.5),(63 7454746.5),(64 7479135.5),(65 7509594.5),(66 7599425.5),(67 7659522.5),(68 7749192),(69 7741314.5),(70 7651194.5),(71 7536781.5),(72 7393515.5),(73 7276946),(74 7109643.5),(75 6963436.5),(76 6851414),(77 6802775.5),(78 6758657.5),(79 6748279.5),
(1 44500.438),(2 136542.6),(3 263030.63),(4 410978.56),(5 572323.06),(6 755718.2),(7 950397.4),(8 1153923),(9 1355916),(10 1552228.1),(11 1729566.6),(12 1909223.3),(13 2080937),(14 2253820.8),(15 2412735.8),(16 2529862),(17 2630345.5),(18 2725331.8),(19 2806075.3),(20 2864345.8),(21 2918843.3),(22 2964969.8),(23 2999542),(24 3028440),(25 3054910.5),(26 3070113.8),(27 3077274.5),(28 3061409),(29 3037070),(30 2999033.8),(31 2955883.8),(32 2925946.8),(33 2904328),(34 2886179.8),(35 2860612.3),(36 2829954.8),(37 2807833),(38 2792791),(39 2783214.3),(40 2771847.3),(41 2777679.3),(42 2801240.3),(43 2825198.3),(44 2856878.5),(45 2900634),(46 2939889.5),(47 2984075.8),(48 3039881),(49 3090242),(50 3157774),(51 3219882.5),(52 3268334.5),(53 3313816.8),(54 3355199),(55 3388462.3),(56 3421854),(57 3436018.5),(58 3460367),(59 3483118),(60 3496023),(61 3507076.3),(62 3523841.5),(63 3539060.3),(64 3571739.3),(65 3627725.3),(66 3687552.8),(67 3745434.5),(68 3817712.8),(69 3880384.8),(70 3936670.5),(71 3982237.5),(72 4036918),(73 4089776.8),(74 4156454.3),(75 4204372.5),(76 4258886.5),(77 4318329),(78 4371960),(79 4410284.5),
(1 44466.332),(2 125094.98),(3 233346.88),(4 351709.25),(5 474895.16),(6 602384.44),(7 737288),(8 865268.06),(9 985031.56),(10 1106604.1),(11 1216350.4),(12 1339426.9),(13 1445728.1),(14 1539818.4),(15 1616857.5),(16 1671300.4),(17 1709377.4),(18 1748017.1),(19 1789107.6),(20 1828512),(21 1876326.4),(22 1917470.6),(23 1944043),(24 1977855),(25 2023749.4),(26 2067429.4),(27 2106982.3),(28 2121042.8),(29 2126888.8),(30 2128318.8),(31 2124260.5),(32 2122379.8),(33 2117040.3),(34 2118815.3),(35 2133333.3),(36 2159805),(37 2188124.8),(38 2207109.3),(39 2228704),(40 2250161),(41 2277082.3),(42 2314883.8),(43 2356166.3),(44 2395950.3),(45 2458894.3),(46 2543848.3),(47 2618548.8),(48 2702930.8),(49 2781285.3),(50 2854180.8),(51 2911539),(52 2963318.8),(53 3007562.8),(54 3061451.8),(55 3106496.8),(56 3133979.3),(57 3158473.3),(58 3185969.3),(59 3207587),(60 3223443),(61 3253868),(62 3298854),(63 3348205.8),(64 3387633.8),(65 3433683.8),(66 3471430),(67 3490998.8),(68 3503462.8),(69 3487581.8),(70 3464941.3),(71 3448795),(72 3462612.8),(73 3476528),(74 3522764),(75 3567151),(76 3631503.8),(77 3714626.3),(78 3808516.3),(79 3896400.8),
(1 43785.05),(2 121070.24),(3 228434.42),(4 349254.97),(5 474473.84),(6 593581.06),(7 709576),(8 814495.06),(9 910353.5),(10 994150.4),(11 1068628.4),(12 1153499.5),(13 1226297.9),(14 1293669.8),(15 1349368),(16 1401183.6),(17 1447551.3),(18 1487245.8),(19 1522425.6),(20 1542198.5),(21 1557350.9),(22 1575044.1),(23 1600957.1),(24 1638435.3),(25 1711873.3),(26 1778538.9),(27 1837596.5),(28 1887959.9),(29 1940637.1),(30 1995415.6),(31 2052558.8),(32 2112688.5),(33 2163723.3),(34 2216066.3),(35 2268848.8),(36 2320262.3),(37 2366217),(38 2410572.5),(39 2453135.8),(40 2481786.5),(41 2505818.3),(42 2547384),(43 2592158),(44 2621432.8),(45 2642226.3),(46 2663396.8),(47 2683499.3),(48 2699946),(49 2709765),(50 2725555.8),(51 2732522),(52 2740274),(53 2736113.5),(54 2743003),(55 2732029),(56 2717737.5),(57 2710576.8),(58 2698938.3),(59 2675233),(60 2660706.3),(61 2652447.5),(62 2655573.3),(63 2656020),(64 2650443.5),(65 2647662.5),(66 2652662.8),(67 2663414),(68 2678555.8),(69 2695531),(70 2719963),(71 2737301.8),(72 2765199.3),(73 2800371),(74 2861635.3),(75 2905178.3),(76 2941722.3),(77 2979083.5),(78 3015983),(79 3032998.5),
(1 45335.11),(2 129294.9),(3 239988.16),(4 360413.7),(5 479377.3),(6 592010.06),(7 700347.1),(8 811632),(9 903000.5),(10 981601.25),(11 1047556.3),(12 1119046.1),(13 1183785.5),(14 1248858.5),(15 1302016.5),(16 1343040.4),(17 1381283.6),(18 1419383.6),(19 1453258.3),(20 1483107.6),(21 1509412.5),(22 1530100.8),(23 1546101.3),(24 1559945.9),(25 1577210.9),(26 1594037.9),(27 1611144.4),(28 1630074.9),(29 1654021.8),(30 1674847.3),(31 1693448.4),(32 1720310.4),(33 1735752),(34 1757367.3),(35 1798623.5),(36 1849437),(37 1904403.5),(38 1965672.1),(39 2035618.3),(40 2092435),(41 2141606),(42 2201350.5),(43 2262613),(44 2322023),(45 2384605.3),(46 2438872.3),(47 2487912.5),(48 2522855.5),(49 2556258),(50 2612603.5),(51 2666952.8),(52 2709131.8),(53 2735869.8),(54 2768957),(55 2789813),(56 2803668.3),(57 2814034),(58 2804985.5),(59 2786840.8),(60 2762012.3),(61 2721067),(62 2686265.5),(63 2662438.5),(64 2644929.5),(65 2631734.5),(66 2618198.8),(67 2608793.5),(68 2609404.3),(69 2593608.3),(70 2572436),(71 2546728.8),(72 2517859),(73 2478665),(74 2454011.8),(75 2414055),(76 2386023.8),(77 2366127.5),(78 2348889.5),(79 2322846.8),
(1 47538.14),(2 133944.58),(3 250153.63),(4 375664.2),(5 496411.34),(6 609010.1),(7 720862.5),(8 836517.6),(9 936878.5),(10 1023994.5),(11 1097414.1),(12 1170659.4),(13 1244717.9),(14 1313825),(15 1380138.1),(16 1437070.3),(17 1492254.6),(18 1549440.3),(19 1593915.1),(20 1633843),(21 1660854.5),(22 1676882.6),(23 1687649.1),(24 1705259.9),(25 1728352.9),(26 1747309.1),(27 1768543.5),(28 1799851.8),(29 1833923.3),(30 1856074.6),(31 1882791.8),(32 1911468),(33 1932341.6),(34 1950493.9),(35 1971331.5),(36 2001423.8),(37 2041487.5),(38 2085580.8),(39 2121541.5),(40 2154172.3),(41 2176118),(42 2202407),(43 2225758),(44 2273425.3),(45 2326176.8),(46 2376769.5),(47 2434319.5),(48 2489927.5),(49 2536236.3),(50 2578309.8),(51 2602672.5),(52 2611049.5),(53 2605586),(54 2605280.5),(55 2605328.3),(56 2600792.5),(57 2614186),(58 2643516.5),(59 2678138),(60 2718544),(61 2752221.8),(62 2771681.5),(63 2769292.3),(64 2761583.8),(65 2739749.3),(66 2712743.8),(67 2703017),(68 2701830),(69 2700589.8),(70 2698886.8),(71 2667499.3),(72 2627572.5),(73 2587784.5),(74 2552846.3),(75 2513038.8),(76 2466484.5),(77 2439176.5),(78 2414904.3),(79 2383023.5),
(1 52544.99),(2 144547.61),(3 263566.47),(4 394187.72),(5 524992.94),(6 651531.1),(7 761981.3),(8 868348),(9 961829.3),(10 1043726.6),(11 1113487.1),(12 1180859.9),(13 1233997.6),(14 1267207.5),(15 1298233.9),(16 1331220.9),(17 1387251.8),(18 1458835.6),(19 1524829.3),(20 1595382.3),(21 1664972.5),(22 1723439.8),(23 1766575.9),(24 1808467.8),(25 1847085.4),(26 1874156.3),(27 1889562),(28 1908554.4),(29 1927604.3),(30 1944696.3),(31 1968314.1),(32 1997301.9),(33 2019224.4),(34 2026518.5),(35 2037051.6),(36 2047913.4),(37 2054412.4),(38 2046563.1),(39 2034130.1),(40 2031007.4),(41 2028015.5),(42 2035345.5),(43 2046737.1),(44 2080535.8),(45 2128471.5),(46 2180642.5),(47 2218926),(48 2232241.5),(49 2218999.8),(50 2209127.5),(51 2197599.8),(52 2185325.5),(53 2186950.5),(54 2213779.3),(55 2237303.8),(56 2266402.5),(57 2304006.3),(58 2349003.3),(59 2390493),(60 2435173.3),(61 2476060.3),(62 2503761.5),(63 2521016),(64 2535693),(65 2543758.5),(66 2550476),(67 2545962.3),(68 2534003),(69 2512137),(70 2502004.3),(71 2495101.5),(72 2480487.3),(73 2467831.8),(74 2457893.3),(75 2440982.3),(76 2417223.8),(77 2407679.5),(78 2392041),(79 2366890.5),
(1 53667.184),(2 148780.73),(3 274705.03),(4 410069.16),(5 546536.1),(6 662538.6),(7 764229.56),(8 846932.6),(9 912141.8),(10 966067.44),(11 1017049.94),(12 1078905.8),(13 1136573.1),(14 1190763.3),(15 1243737.1),(16 1300157.1),(17 1366561.4),(18 1440962.8),(19 1512387.8),(20 1571003.3),(21 1621500.6),(22 1670700.8),(23 1715209.8),(24 1763952.9),(25 1822353.9),(26 1874587.1),(27 1916490.8),(28 1952895.8),(29 1986585.8),(30 2016229.4),(31 2046032.1),(32 2074687.8),(33 2099595.8),(34 2122203.8),(35 2142930.3),(36 2158413.5),(37 2156133),(38 2153104.8),(39 2135822.8),(40 2123027.5),(41 2129558),(42 2153577.8),(43 2188913),(44 2232898.8),(45 2280300.3),(46 2335731.5),(47 2380489.8),(48 2414956.3),(49 2444547.5),(50 2469659.3),(51 2482726.8),(52 2496628.3),(53 2500864),(54 2509172.5),(55 2511488.3),(56 2509497.5),(57 2502954.8),(58 2495949.5),(59 2482294.8),(60 2477154),(61 2495936.3),(62 2524689.3),(63 2552975),(64 2577433.3),(65 2595552.5),(66 2600970),(67 2604942.5),(68 2591907),(69 2569636.5),(70 2552904.8),(71 2541315.8),(72 2544061),(73 2542018.3),(74 2547947.3),(75 2555552),(76 2557797.8),(77 2561511.8),(78 2561256.8),(79 2549243),
(1 49388.707),(2 135203.34),(3 250027.1),(4 371720.66),(5 496511.38),(6 614518.94),(7 718558.56),(8 817683.56),(9 910917),(10 999240.6),(11 1067440.5),(12 1137396.6),(13 1200679.1),(14 1263641.5),(15 1335700.4),(16 1397893),(17 1457638.4),(18 1516748.8),(19 1571914.3),(20 1619413.4),(21 1677766),(22 1734883),(23 1772723),(24 1802775.5),(25 1835523.4),(26 1867461.1),(27 1897086.3),(28 1922630),(29 1942742.6),(30 1963189.8),(31 1990660.8),(32 2010704.9),(33 2019664.3),(34 2028057.1),(35 2037226.1),(36 2052193.5),(37 2083321.3),(38 2106728),(39 2136550.3),(40 2166323.5),(41 2205253.5),(42 2246381.3),(43 2261141.5),(44 2275429.3),(45 2292584.3),(46 2310792),(47 2343273),(48 2379236.8),(49 2424883.3),(50 2449760.5),(51 2463593.8),(52 2454464),(53 2437755.5),(54 2428998.3),(55 2421102),(56 2424565.3),(57 2432633),(58 2449867.8),(59 2456149.8),(60 2450011.3),(61 2429657.5),(62 2402951.8),(63 2378536),(64 2362158.5),(65 2351396.3),(66 2353586.8),(67 2354070.8),(68 2363639.3),(69 2358528.3),(70 2351523),(71 2346713.5),(72 2358165.3),(73 2385630.5),(74 2405856.5),(75 2422083),(76 2434393.8),(77 2450004),(78 2456804.8),(79 2450248.3),
(1 47632.266),(2 129994.38),(3 240525.16),(4 359120.06),(5 478997.2),(6 597476.5),(7 711144),(8 825795.1),(9 939942.1),(10 1047600.56),(11 1127871.6),(12 1203253.3),(13 1263345.9),(14 1323568.6),(15 1383641.4),(16 1436963.6),(17 1483353.8),(18 1521361.5),(19 1538957.3),(20 1562251.3),(21 1594524.8),(22 1621449.5),(23 1642006.3),(24 1660492.9),(25 1672664.3),(26 1682682.1),(27 1696512.9),(28 1711312.9),(29 1742006.8),(30 1775980.3),(31 1810201),(32 1839833),(33 1867160.5),(34 1886373.1),(35 1893794.3),(36 1915257.3),(37 1943836),(38 1947726.8),(39 1930809.5),(40 1933341.5),(41 1944763),(42 1965475.8),(43 1984330),(44 2017273.3),(45 2048241.4),(46 2047022.5),(47 2038985),(48 2022194.3),(49 1994467.9),(50 1969507.3),(51 1952565.1),(52 1942589.8),(53 1939291.3),(54 1943613.4),(55 1939300.9),(56 1930262.9),(57 1922817.5),(58 1918882),(59 1925760),(60 1955805.6),(61 1983704.5),(62 2014138.6),(63 2048137),(64 2082684.4),(65 2118709.5),(66 2134221.5),(67 2138157.5),(68 2136482.8),(69 2136934.8),(70 2137017.8),(71 2126329.3),(72 2117435.3),(73 2105788.5),(74 2093875.3),(75 2084872.9),(76 2087419.5),(77 2092594.8),(78 2097599.5),(79 2105882),
(1 48114.047),(2 132383.61),(3 240600.44),(4 351990.38),(5 452027.47),(6 552100.3),(7 652148.1),(8 735537.5),(9 806370),(10 875036.6),(11 933286.2),(12 993194.4),(13 1048882.8),(14 1103844.3),(15 1156861.9),(16 1204245.8),(17 1259849.6),(18 1318637.9),(19 1370363.6),(20 1417564.1),(21 1466416.1),(22 1513137),(23 1548578),(24 1572108),(25 1601862),(26 1629582.6),(27 1644573.1),(28 1654881.5),(29 1685529.5),(30 1713992),(31 1751865.9),(32 1801703.6),(33 1844394.1),(34 1887701.6),(35 1918939.3),(36 1952028.1),(37 1980866),(38 1987692.5),(39 1983553.8),(40 1979574.5),(41 1970358.9),(42 1965480.9),(43 1955033.8),(44 1944774.5),(45 1941207.4),(46 1931667.9),(47 1920335.4),(48 1913833.5),(49 1900113.8),(50 1895101.6),(51 1895883.6),(52 1890336.4),(53 1875226.6),(54 1853975.8),(55 1834400.4),(56 1822349.3),(57 1801942.9),(58 1789747.3),(59 1784420.1),(60 1785661.9),(61 1788715.6),(62 1796338.3),(63 1792767.6),(64 1795829),(65 1791707),(66 1783936.8),(67 1771482.8),(68 1758649.3),(69 1746919.9),(70 1748999.8),(71 1769596.5),(72 1792072.4),(73 1798763.6),(74 1806979.3),(75 1815496.3),(76 1829551.8),(77 1860214),(78 1877471.6),(79 1882852.8),
(1 48675.98),(2 136459.8),(3 255193.03),(4 383919.03),(5 515027.84),(6 650500.1),(7 789233.9),(8 913894.25),(9 1019161.8),(10 1121393.9),(11 1201091),(12 1293524.4),(13 1386933.3),(14 1475872.6),(15 1558861.3),(16 1617005.5),(17 1661870.8),(18 1698934.6),(19 1732844.4),(20 1757593.4),(21 1775283.4),(22 1769867),(23 1750935.1),(24 1718925.5),(25 1687414.4),(26 1675793.9),(27 1682367.4),(28 1690911.8),(29 1706296.1),(30 1706215.1),(31 1705304.3),(32 1720975.5),(33 1746898.3),(34 1782143.4),(35 1807831.4),(36 1837535.1),(37 1869606.4),(38 1898362.1),(39 1920836.1),(40 1938815.1),(41 1961894),(42 1985184.9),(43 1994329.4),(44 1993867.9),(45 1991763.3),(46 1984760.6),(47 1977432.9),(48 1967105.1),(49 1954242.3),(50 1950252.6),(51 1958503.4),(52 1964309.3),(53 1956927.4),(54 1943379.6),(55 1913918.6),(56 1889742.4),(57 1870968.6),(58 1853147.6),(59 1841013.5),(60 1831828.3),(61 1824672.6),(62 1812002.5),(63 1791441.4),(64 1777672.8),(65 1777958.4),(66 1778492.5),(67 1780111.4),(68 1777784.3),(69 1763026),(70 1769058.3),(71 1799281),(72 1826547.8),(73 1845330.4),(74 1857870.9),(75 1870550.6),(76 1892787.6),(77 1929551.8),(78 1969293.5),(79 1993687.4),
(1 45066.555),(2 124667.39),(3 226027.72),(4 334798.25),(5 437707.88),(6 532800.7),(7 620178.1),(8 709634.7),(9 788567.06),(10 862342.5),(11 917760.7),(12 973079.75),(13 1025375.56),(14 1079601.5),(15 1133504.1),(16 1171878.5),(17 1202885.5),(18 1237496.8),(19 1262575.6),(20 1282313),(21 1300310.9),(22 1307939.3),(23 1312110.5),(24 1326530.5),(25 1359361.4),(26 1397919),(27 1419315.8),(28 1429908.8),(29 1427774.6),(30 1428141.6),(31 1423205.6),(32 1425964),(33 1426211.6),(34 1429678.6),(35 1437967.6),(36 1443421.6),(37 1454642.1),(38 1463877.9),(39 1473800.1),(40 1483245.5),(41 1486904.8),(42 1491055.4),(43 1500885.3),(44 1518663.9),(45 1536413.5),(46 1551732.6),(47 1562555.5),(48 1574769.4),(49 1567914.6),(50 1544699.1),(51 1517126.3),(52 1490496.5),(53 1463844.3),(54 1442973.5),(55 1436393.9),(56 1429185.3),(57 1413304.5),(58 1395288.3),(59 1369735.4),(60 1347590.6),(61 1324063.5),(62 1312853.5),(63 1310777),(64 1313106.4),(65 1327985.8),(66 1351409.5),(67 1371855.4),(68 1389538.5),(69 1393677.5),(70 1397027.8),(71 1405293.5),(72 1422126.9),(73 1450557.8),(74 1491787.9),(75 1521250.6),(76 1547655.6),(77 1563935.4),(78 1569903.3),(79 1561695.5),
(1 43389.234),(2 114840.97),(3 203756.56),(4 291572.7),(5 373542.56),(6 456370.66),(7 536117.9),(8 613516.06),(9 686881.75),(10 751683.4),(11 798315.56),(12 847860.25),(13 892252.44),(14 945143.2),(15 999095.2),(16 1046581.75),(17 1082771.8),(18 1113755.5),(19 1135969.9),(20 1155148.1),(21 1178204.1),(22 1191001.6),(23 1195210),(24 1191625.9),(25 1198195.9),(26 1198683.1),(27 1199592.1),(28 1193817.3),(29 1190445.6),(30 1181369.5),(31 1174648.9),(32 1176614.3),(33 1180810),(34 1189653.3),(35 1195398.3),(36 1204306.8),(37 1218483.5),(38 1233285.9),(39 1243713.4),(40 1247711.5),(41 1250586),(42 1254910),(43 1261427.5),(44 1273461.8),(45 1294083.3),(46 1314866.1),(47 1329153.3),(48 1342971.4),(49 1357345.3),(50 1372359.9),(51 1384900.5),(52 1392518.8),(53 1394513.5),(54 1399640),(55 1395610.8),(56 1379253.8),(57 1363465.6),(58 1349457.1),(59 1337896.1),(60 1328974.4),(61 1318258),(62 1322115.8),(63 1333781.4),(64 1355688.8),(65 1383578.4),(66 1419613.6),(67 1463157.3),(68 1498740.6),(69 1534942.9),(70 1586085.8),(71 1646051.8),(72 1695203),(73 1729823.1),(74 1768561.1),(75 1795989.8),(76 1824052.6),(77 1855899.1),(78 1879603.8),(79 1897384.1),
(1 45940.563),(2 125011.87),(3 224962.33),(4 321453.22),(5 406460.2),(6 490120.22),(7 568365.7),(8 639951.6),(9 699023.25),(10 762801.6),(11 820761.6),(12 893907.1),(13 956682.75),(14 1008409.75),(15 1057693.5),(16 1097329.4),(17 1137830.1),(18 1187453.9),(19 1234139.3),(20 1268049.8),(21 1300082.3),(22 1320806.3),(23 1328174.1),(24 1329267.3),(25 1339722.9),(26 1347470.6),(27 1353985.3),(28 1356463.5),(29 1367158.8),(30 1371402.1),(31 1369804.5),(32 1373429.9),(33 1375714.3),(34 1391886.9),(35 1417851.1),(36 1442818.9),(37 1463065.3),(38 1471696.8),(39 1463748.9),(40 1449756.1),(41 1440160.1),(42 1431719.6),(43 1431803.5),(44 1445179.3),(45 1477871.1),(46 1502543.3),(47 1508663.5),(48 1515168.9),(49 1519596.1),(50 1531116.6),(51 1545046),(52 1558537.6),(53 1569743.5),(54 1581076.3),(55 1585397),(56 1572915.5),(57 1548174.6),(58 1514561.3),(59 1481567.1),(60 1449706.3),(61 1425464.8),(62 1415608.4),(63 1414711.4),(64 1421969.4),(65 1435001.1),(66 1449771.3),(67 1468168.1),(68 1486836.3),(69 1504075.9),(70 1522348.5),(71 1534076.6),(72 1538328.8),(73 1541482.3),(74 1568019.8),(75 1590562.3),(76 1614991.1),(77 1648070),(78 1664048.4),(79 1666998.4),
(1 47755.89),(2 127728.42),(3 227925.95),(4 329650.97),(5 426108.22),(6 515815.28),(7 596043.44),(8 661979.9),(9 716279.75),(10 774341.9),(11 828566.5),(12 900162.9),(13 953374.4),(14 990643.94),(15 1024755.3),(16 1048531),(17 1081274.5),(18 1126730.3),(19 1169538),(20 1205494.6),(21 1235784.6),(22 1263781.8),(23 1295924),(24 1324438.4),(25 1347683.3),(26 1369656),(27 1394178.9),(28 1428631.5),(29 1470086),(30 1502337.3),(31 1525499.9),(32 1546733.5),(33 1551324.5),(34 1562091.9),(35 1580763.9),(36 1602058.9),(37 1621663.6),(38 1642986),(39 1665243.9),(40 1674338.1),(41 1667269.1),(42 1652464.4),(43 1643633.1),(44 1638165),(45 1636982.8),(46 1620853),(47 1588456.1),(48 1566439.3),(49 1552844.5),(50 1522511.3),(51 1494508.6),(52 1471740.6),(53 1450637),(54 1441205.4),(55 1442738.3),(56 1443272.5),(57 1440816.4),(58 1436857.6),(59 1435322.9),(60 1443892.1),(61 1450273.6),(62 1461952.1),(63 1479120.5),(64 1491882),(65 1508132.1),(66 1515080),(67 1520228.8),(68 1518407.6),(69 1512070.6),(70 1502536.5),(71 1493218.5),(72 1483312.5),(73 1475190.3),(74 1483413.9),(75 1484154.8),(76 1486697.4),(77 1494474),(78 1496635),(79 1491772.3),
(1 45936.15),(2 126682.48),(3 229687.28),(4 333999.97),(5 442644.34),(6 549761.6),(7 640214.2),(8 720190.5),(9 790253.5),(10 855869.5),(11 911471.3),(12 959608.7),(13 987501.7),(14 1012132.4),(15 1030372.2),(16 1041143.1),(17 1053632),(18 1062434.3),(19 1071569.5),(20 1086030.3),(21 1109644),(22 1136746),(23 1158952.9),(24 1182635.6),(25 1218095.1),(26 1249980.1),(27 1272961.9),(28 1289246.3),(29 1299517.9),(30 1300781.1),(31 1301445.8),(32 1301848.6),(33 1295291),(34 1278767.8),(35 1259993.3),(36 1249570.3),(37 1241079.8),(38 1245367.9),(39 1249879.3),(40 1253180.4),(41 1248411.4),(42 1250154.3),(43 1258079.6),(44 1267621),(45 1268842.5),(46 1255606.1),(47 1232013.9),(48 1211061.1),(49 1186658.4),(50 1169975.8),(51 1156021.3),(52 1158437.9),(53 1163375.8),(54 1174686.6),(55 1182744.3),(56 1185150.5),(57 1193947.4),(58 1203961.8),(59 1211832.3),(60 1214526.9),(61 1213542.8),(62 1213820.3),(63 1212863.6),(64 1220675.9),(65 1234763.3),(66 1249905.9),(67 1267522.5),(68 1285735.1),(69 1294478.5),(70 1300578.6),(71 1305010.9),(72 1307736),(73 1315880.6),(74 1328279.8),(75 1328771.8),(76 1327023.3),(77 1328576.3),(78 1322893.5),(79 1306995.1),
