1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 8069.078),(2 15743.394),(3 33724.938),(4 48224.863),(5 66732.87),(6 84004.01),(7 108834.75),(8 132688.7),(9 157296.08),(10 180410.2),(11 213733.92),(12 244673.75),(13 287808.7),(14 329241.22),(15 389766.25),(16 442588.5),(17 488795.75),(18 544637.8),(19 595536.56),(20 646905.25),(21 701477.3),(22 749255),(23 807309.3),(24 856426),(25 915984),(26 983704.56),(27 1066424.6),(28 1136198.9),(29 1227392.1),(30 1312403.6),(31 1405045.4),(32 1495985.4),(33 1585468.6),(34 1670735.1),(35 1752373.6),(36 1837966.4),(37 1925196.4),(38 2021854),(39 2132487.5),(40 2232837),(41 2339689.8),(42 2441864.8),(43 2561997.8),(44 2682375.3),(45 2802283.8),(46 2927864),(47 3050831.3),(48 3171032),(49 3312994.3),(50 3433774),(51 3580116.8),(52 3738388),(53 3899190.8),(54 4066652),(55 4256671.5),(56 4462364),(57 4646065.5),(58 4843877.5),(59 5049238.5),(60 5246860),(61 5479348.5),(62 5709195.5),(63 5961006.5),(64 6190152.5),(65 6426824),(66 6674690.5),(67 6907172),(68 7184179.5),(69 7456280.5),(70 7722976),(71 8001822.5),(72 8260056.5),(73 8515660),(74 8743591),(75 8988733),(76 9219281),(77 9440768),(78 9668303),(79 9948612),
(1 30.695684),(2 33.693665),(3 35.883087),(4 36.495834),(5 37.625423),(6 38.531567),(7 39.373714),(8 39.871872),(9 40.60885),(10 40.47535),(11 40.93683),(12 41.17402),(13 41.668453),(14 42.289886),(15 42.433273),(16 42.503284),(17 42.707005),(18 43.16994),(19 43.47243),(20 43.78156),(21 43.681145),(22 43.78897),(23 43.609077),(24 44.14257),(25 44.061028),(26 43.977142),(27 43.964024),(28 44.12525),(29 43.907475),(30 43.788475),(31 44.180943),(32 44.522343),(33 44.786453),(34 44.765255),(35 44.153294),(36 44.217777),(37 44.3031),(38 44.147324),(39 44.01873),(40 44.132713),(41 44.11492),(42 44.17796),(43 45.0345),(44 44.966946),(45 45.11504),(46 45.26572),(47 45.18046),(48 45.62449),(49 45.98961),(50 45.687325),(51 45.009422),(52 45.226784),(53 45.358696),(54 45.66683),(55 45.712223),(56 45.75829),(57 45.485016),(58 45.14756),(59 45.36434),(60 45.893536),(61 45.352455),(62 45.630577),(63 45.68691),(64 45.660614),(65 45.147617),(66 45.517746),(67 45.80129),(68 45.140316),(69 45.492546),(70 45.401814),(71 45.509068),(72 45.541492),(73 45.856636),(74 45.97036),(75 45.55431),(76 45.40305),(77 45.303677),(78 45.37693),(79 45.64913),
(1 30.69738),(2 33.635574),(3 35.741093),(4 36.78772),(5 38.333027),(6 38.85774),(7 39.293297),(8 39.81708),(9 40.247955),(10 40.60015),(11 41.205093),(12 41.447876),(13 41.892124),(14 42.295704),(15 42.532772),(16 42.78903),(17 43.10837),(18 42.747807),(19 43.09058),(20 43.667194),(21 43.374905),(22 43.545647),(23 43.48894),(24 44.070347),(25 43.69012),(26 43.816856),(27 43.844036),(28 43.48931),(29 44.33324),(30 44.64904),(31 44.707436),(32 45.04929),(33 44.83578),(34 45.07447),(35 44.824497),(36 44.844208),(37 44.87355),(38 45.101055),(39 45.148125),(40 44.82308),(41 44.863544),(42 44.2538),(43 45.138107),(44 45.65404),(45 45.366478),(46 45.448673),(47 45.433315),(48 45.681576),(49 45.603226),(50 45.939327),(51 46.238964),(52 45.357502),(53 45.531982),(54 45.359184),(55 45.889816),(56 45.73744),(57 45.987568),(58 45.827972),(59 45.913563),(60 45.52532),(61 45.692783),(62 45.21673),(63 45.95867),(64 45.75013),(65 46.164886),(66 46.40716),(67 46.404377),(68 45.6148),(69 45.95043),(70 46.17928),(71 45.914948),(72 46.146866),(73 46.217842),(74 46.456932),(75 46.603),(76 46.29855),(77 46.439625),(78 46.570095),(79 46.484756),
(1 30.41419),(2 33.782223),(3 35.798904),(4 36.772297),(5 37.988346),(6 38.666805),(7 39.234608),(8 39.42503),(9 40.205658),(10 40.501736),(11 40.783524),(12 41.32156),(13 41.51068),(14 41.95754),(15 42.147465),(16 42.533737),(17 42.554142),(18 42.78913),(19 43.436),(20 43.016777),(21 43.596245),(22 43.531788),(23 42.71098),(24 42.958942),(25 43.55365),(26 44.055218),(27 43.67068),(28 44.03134),(29 43.719852),(30 44.03828),(31 43.950294),(32 44.106083),(33 44.467922),(34 43.844276),(35 43.870403),(36 44.20568),(37 44.558228),(38 44.36401),(39 44.318714),(40 44.69056),(41 44.719154),(42 44.375446),(43 44.898655),(44 44.787193),(45 44.525093),(46 44.355633),(47 45.01481),(48 44.695824),(49 44.95726),(50 44.73168),(51 44.32888),(52 44.08697),(53 43.94719),(54 44.22769),(55 44.460255),(56 44.705456),(57 45.02324),(58 44.571316),(59 44.15897),(60 44.53633),(61 44.789154),(62 44.567684),(63 45.190388),(64 44.776253),(65 44.856754),(66 45.353333),(67 44.816685),(68 44.958954),(69 44.511444),(70 44.6239),(71 44.513855),(72 45.16859),(73 44.928288),(74 44.666904),(75 44.867214),(76 44.935467),(77 45.347168),(78 45.02294),(79 45.13005),
(1 29.62979),(2 33.125145),(3 34.757137),(4 35.767017),(5 37.418488),(6 37.93332),(7 38.88203),(8 39.20018),(9 39.57018),(10 39.956066),(11 39.887337),(12 40.131943),(13 40.56303),(14 40.669758),(15 41.038464),(16 41.249096),(17 41.168888),(18 41.70232),(19 42.1248),(20 42.344723),(21 42.842625),(22 42.680614),(23 42.690422),(24 42.659233),(25 43.208225),(26 43.293617),(27 42.985558),(28 43.219677),(29 43.548027),(30 44.091564),(31 44.302452),(32 44.630188),(33 44.92348),(34 44.759914),(35 44.699863),(36 44.770943),(37 45.203045),(38 45.101585),(39 44.620926),(40 44.31761),(41 44.54555),(42 44.316566),(43 44.24782),(44 44.359493),(45 44.670685),(46 44.51187),(47 45.162743),(48 44.92224),(49 44.873524),(50 44.850952),(51 44.965546),(52 44.80557),(53 44.24041),(54 44.40085),(55 44.442493),(56 44.477863),(57 44.271095),(58 44.042282),(59 43.914642),(60 44.199226),(61 44.750557),(62 44.668297),(63 44.683506),(64 44.429283),(65 44.711243),(66 44.737648),(67 44.499866),(68 44.3862),(69 44.95573),(70 44.533314),(71 44.849915),(72 44.669647),(73 44.562477),(74 45.237637),(75 44.962784),(76 45.04268),(77 44.651115),(78 44.9866),(79 45.363976),
(1 30.08434),(2 32.777225),(3 34.802216),(4 36.50496),(5 37.26392),(6 38.12151),(7 38.667896),(8 39.286808),(9 39.589863),(10 39.921043),(11 40.038284),(12 40.430817),(13 40.82032),(14 41.480896),(15 41.712772),(16 41.863235),(17 41.93277),(18 41.948242),(19 41.907555),(20 42.49203),(21 42.50291),(22 42.498062),(23 42.98225),(24 42.97631),(25 43.105988),(26 43.44348),(27 43.11785),(28 43.684372),(29 43.768543),(30 43.91766),(31 44.37588),(32 44.581226),(33 44.267437),(34 44.034603),(35 44.154255),(36 44.177387),(37 43.78435),(38 43.885166),(39 43.413853),(40 43.15147),(41 43.473534),(42 43.143147),(43 43.52123),(44 43.991066),(45 44.016827),(46 43.576702),(47 43.796528),(48 44.430214),(49 44.939106),(50 44.407406),(51 44.234894),(52 44.570686),(53 44.52319),(54 44.369595),(55 44.3854),(56 44.17354),(57 44.483585),(58 44.107315),(59 44.360577),(60 44.19893),(61 43.912796),(62 44.425007),(63 43.945164),(64 44.209606),(65 44.385994),(66 44.891365),(67 44.649014),(68 44.208317),(69 44.53596),(70 44.60242),(71 44.82178),(72 44.65402),(73 45.065323),(74 45.0162),(75 45.585766),(76 45.150673),(77 45.15489),(78 44.93772),(79 45.31895),
(1 29.705038),(2 33.02908),(3 35.256496),(4 36.549656),(5 37.78031),(6 38.331757),(7 39.04381),(8 39.37172),(9 39.460342),(10 40.438046),(11 40.573143),(12 40.425262),(13 40.973606),(14 41.67913),(15 41.368587),(16 41.285446),(17 41.74154),(18 42.250526),(19 42.515877),(20 42.745426),(21 42.994953),(22 42.80269),(23 43.050343),(24 43.35362),(25 43.180943),(26 43.893417),(27 43.483944),(28 43.71285),(29 43.494705),(30 43.64815),(31 43.672947),(32 44.18008),(33 43.901024),(34 44.030045),(35 44.147266),(36 43.973972),(37 44.089615),(38 44.244743),(39 44.29665),(40 43.99069),(41 44.21782),(42 44.11945),(43 44.11661),(44 43.9888),(45 43.99835),(46 43.881092),(47 43.894245),(48 44.290104),(49 44.678413),(50 44.854443),(51 44.548252),(52 44.47438),(53 44.850227),(54 44.33204),(55 44.6823),(56 44.737576),(57 44.2819),(58 44.278065),(59 44.759407),(60 44.366837),(61 44.259567),(62 44.973785),(63 44.118145),(64 44.353317),(65 44.681545),(66 44.777508),(67 44.995033),(68 44.654015),(69 44.166428),(70 44.447407),(71 44.796833),(72 44.300617),(73 44.867764),(74 44.93488),(75 45.90759),(76 45.09812),(77 45.335617),(78 45.00362),(79 45.480915),
(1 30.391449),(2 32.921177),(3 35.13987),(4 36.262173),(5 37.27121),(6 38.114735),(7 38.593754),(8 39.397743),(9 39.21677),(10 39.80839),(11 39.97017),(12 40.146267),(13 40.77402),(14 41.091473),(15 41.036602),(16 41.128067),(17 41.311035),(18 41.691334),(19 42.08887),(20 42.0972),(21 41.71947),(22 42.093185),(23 42.604866),(24 42.8886),(25 43.13004),(26 43.300323),(27 43.394436),(28 43.63729),(29 43.539318),(30 43.993366),(31 43.665276),(32 43.80864),(33 44.017773),(34 44.00315),(35 43.659527),(36 43.40376),(37 43.511288),(38 43.606827),(39 42.900314),(40 42.89515),(41 43.43558),(42 43.72101),(43 43.26615),(44 43.32316),(45 43.791542),(46 43.82413),(47 43.488224),(48 43.96352),(49 44.507267),(50 44.36989),(51 44.477352),(52 44.493008),(53 44.511948),(54 44.37587),(55 44.44008),(56 44.888836),(57 44.476456),(58 44.725227),(59 44.445736),(60 44.8696),(61 44.73991),(62 44.879864),(63 44.453754),(64 44.68691),(65 44.56157),(66 44.763733),(67 44.916035),(68 44.328026),(69 44.718098),(70 44.94363),(71 44.90637),(72 44.55936),(73 44.596203),(74 44.693752),(75 45.09959),(76 44.602283),(77 44.715294),(78 44.875668),(79 45.362934),
(1 29.397032),(2 32.34432),(3 34.31806),(4 35.537655),(5 36.47459),(6 37.28053),(7 37.58493),(8 38.14834),(9 38.368107),(10 38.498486),(11 38.71429),(12 38.997784),(13 39.578682),(14 39.53614),(15 39.84192),(16 40.15592),(17 40.403694),(18 40.889027),(19 41.24452),(20 41.183323),(21 40.870724),(22 41.564705),(23 41.57117),(24 41.780235),(25 42.234398),(26 42.10385),(27 42.373524),(28 42.270977),(29 42.438442),(30 42.90275),(31 43.012894),(32 42.332146),(33 42.77234),(34 43.060925),(35 42.660748),(36 42.75721),(37 42.696884),(38 43.052532),(39 42.584538),(40 42.989265),(41 42.559605),(42 42.96911),(43 42.553745),(44 42.785572),(45 42.88371),(46 43.055946),(47 42.562645),(48 42.969734),(49 43.26113),(50 43.45801),(51 43.303864),(52 42.33493),(53 42.542274),(54 42.898052),(55 42.687214),(56 42.524456),(57 42.774673),(58 42.495327),(59 42.866943),(60 42.383118),(61 42.6348),(62 42.72022),(63 42.55551),(64 42.356045),(65 42.897488),(66 43.154594),(67 42.902737),(68 42.77494),(69 42.830532),(70 42.869846),(71 43.151558),(72 42.646107),(73 42.839542),(74 43.743694),(75 43.77614),(76 43.599136),(77 43.528297),(78 43.756893),(79 43.391598),
(1 29.625181),(2 32.328777),(3 34.616463),(4 35.613987),(5 36.646194),(6 37.553364),(7 38.199272),(8 38.833706),(9 39.467724),(10 39.347233),(11 39.35904),(12 39.739132),(13 40.115406),(14 40.462536),(15 40.510426),(16 40.324924),(17 40.55246),(18 40.57898),(19 41.41568),(20 41.79571),(21 41.090225),(22 41.56262),(23 42.346516),(24 42.28262),(25 42.539803),(26 42.441006),(27 42.86651),(28 42.669918),(29 43.263103),(30 43.505848),(31 43.063957),(32 43.30331),(33 43.4204),(34 43.083878),(35 43.019356),(36 42.830013),(37 43.32071),(38 43.790462),(39 42.981262),(40 43.456623),(41 43.44268),(42 43.552303),(43 43.733288),(44 43.37952),(45 43.586185),(46 43.616535),(47 43.463596),(48 43.80319),(49 43.260338),(50 43.268433),(51 43.226048),(52 42.9603),(53 42.73573),(54 43.1118),(55 43.041527),(56 43.12126),(57 42.983753),(58 42.978268),(59 43.215378),(60 43.657566),(61 43.016476),(62 42.733223),(63 43.119434),(64 42.744576),(65 42.824993),(66 43.23869),(67 43.561638),(68 43.07344),(69 43.44584),(70 43.524616),(71 43.916508),(72 43.45625),(73 43.743343),(74 44.3803),(75 44.36426),(76 44.017834),(77 44.57455),(78 44.23033),(79 44.241722),
(1 28.535557),(2 31.344189),(3 33.276073),(4 34.75317),(5 35.44549),(6 36.21256),(7 36.773357),(8 37.064568),(9 37.289227),(10 38.124344),(11 37.936123),(12 38.76718),(13 38.817463),(14 39.169994),(15 39.451138),(16 39.78797),(17 40.36935),(18 40.082798),(19 40.498962),(20 40.445885),(21 40.299778),(22 40.905235),(23 40.647266),(24 40.824627),(25 41.79283),(26 41.24114),(27 41.667156),(28 42.074635),(29 42.624935),(30 42.44782),(31 42.704037),(32 42.730522),(33 42.7203),(34 42.49405),(35 41.942154),(36 42.70303),(37 42.248253),(38 42.17349),(39 42.05629),(40 41.793537),(41 41.98191),(42 41.98336),(43 41.752876),(44 41.580276),(45 41.331287),(46 41.559772),(47 41.153282),(48 41.398384),(49 41.43118),(50 42.31478),(51 41.604454),(52 40.960392),(53 41.3938),(54 41.90206),(55 41.735546),(56 41.947456),(57 41.776424),(58 41.442497),(59 41.674328),(60 41.701233),(61 41.71034),(62 42.29172),(63 41.276794),(64 41.86779),(65 42.302223),(66 42.032738),(67 42.42164),(68 42.19738),(69 42.476295),(70 42.71139),(71 42.168343),(72 42.565876),(73 42.786068),(74 42.689617),(75 42.855305),(76 42.561653),(77 42.92102),(78 42.37251),(79 42.655846),
(1 28.641361),(2 31.444046),(3 33.315327),(4 34.304615),(5 35.16849),(6 35.921062),(7 37.09607),(8 37.23303),(9 37.411568),(10 37.68719),(11 37.85607),(12 38.547134),(13 38.65639),(14 39.53807),(15 39.735096),(16 39.88207),(17 40.33175),(18 40.969505),(19 40.79625),(20 40.81825),(21 41.077816),(22 40.989822),(23 41.607445),(24 41.68694),(25 41.609093),(26 41.519447),(27 41.730656),(28 42.0028),(29 42.369717),(30 41.965733),(31 42.26198),(32 42.54464),(33 42.4759),(34 42.048374),(35 42.17249),(36 42.346703),(37 42.28028),(38 42.44339),(39 42.435463),(40 42.497494),(41 42.644684),(42 42.525005),(43 42.829605),(44 42.76654),(45 42.698685),(46 42.86329),(47 42.45171),(48 43.200554),(49 43.233994),(50 43.222702),(51 43.40137),(52 42.738144),(53 43.15614),(54 43.133682),(55 43.178413),(56 43.12995),(57 43.8688),(58 42.960686),(59 42.9208),(60 43.18814),(61 43.544464),(62 43.295612),(63 42.73183),(64 43.416073),(65 43.202103),(66 43.501286),(67 43.133736),(68 43.24666),(69 43.49576),(70 43.56236),(71 43.70011),(72 43.471718),(73 44.13824),(74 43.782738),(75 43.863415),(76 44.07273),(77 44.55426),(78 44.502472),(79 44.6522),
(1 28.916382),(2 31.422285),(3 33.671074),(4 34.80967),(5 35.598324),(6 36.896515),(7 37.274643),(8 37.462093),(9 38.0883),(10 37.696774),(11 38.374416),(12 39.198807),(13 39.193775),(14 39.998943),(15 39.90777),(16 40.392773),(17 40.463593),(18 40.5974),(19 41.23551),(20 40.95823),(21 40.971165),(22 40.97102),(23 41.257954),(24 41.820522),(25 41.5175),(26 42.093174),(27 41.705368),(28 41.7705),(29 42.026806),(30 42.983643),(31 42.566906),(32 42.516895),(33 42.759804),(34 42.338512),(35 42.34699),(36 42.73867),(37 42.263546),(38 42.54465),(39 42.66247),(40 41.835186),(41 42.342796),(42 42.91665),(43 42.401577),(44 42.518887),(45 42.690117),(46 42.84647),(47 42.757336),(48 43.105415),(49 43.29927),(50 43.189987),(51 43.180428),(52 42.883266),(53 43.078266),(54 43.316116),(55 42.85405),(56 43.37603),(57 43.47572),(58 42.64116),(59 43.130684),(60 43.123085),(61 43.222492),(62 43.39756),(63 43.228043),(64 42.837727),(65 42.34352),(66 42.92227),(67 42.96365),(68 42.870754),(69 42.749695),(70 42.744774),(71 43.08872),(72 43.072933),(73 43.160263),(74 43.16765),(75 42.969955),(76 42.937603),(77 43.495754),(78 43.43216),(79 43.684677),
(1 28.694376),(2 31.05928),(3 32.896576),(4 33.915726),(5 35.076427),(6 35.64986),(7 36.235443),(8 37.029446),(9 37.18513),(10 37.148453),(11 37.488144),(12 37.582134),(13 38.297012),(14 38.056667),(15 38.137993),(16 38.47854),(17 38.885963),(18 38.972916),(19 39.3868),(20 39.401115),(21 39.85397),(22 39.98227),(23 40.143047),(24 40.38159),(25 40.343246),(26 40.719326),(27 40.35519),(28 40.867935),(29 41.051376),(30 41.00424),(31 40.9609),(32 41.14294),(33 41.584522),(34 41.432716),(35 41.143093),(36 41.04593),(37 41.675865),(38 41.511208),(39 41.608963),(40 41.30587),(41 41.091927),(42 41.560646),(43 41.237343),(44 41.571106),(45 41.83342),(46 42.08368),(47 41.3791),(48 41.943363),(49 42.26104),(50 42.48777),(51 41.788723),(52 42.067455),(53 41.36859),(54 42.044968),(55 42.126698),(56 41.81217),(57 41.66084),(58 41.286503),(59 41.97199),(60 42.03505),(61 41.46318),(62 42.037952),(63 41.39596),(64 41.67005),(65 41.905968),(66 42.289547),(67 41.794346),(68 41.955112),(69 42.11109),(70 42.08684),(71 41.973877),(72 42.111805),(73 42.433628),(74 42.438538),(75 42.50221),(76 42.587185),(77 42.215908),(78 42.41943),(79 42.476246),
(1 28.431566),(2 31.70218),(3 33.255817),(4 34.60268),(5 35.765533),(6 36.219006),(7 36.578354),(8 37.173775),(9 38.02931),(10 37.88873),(11 37.67506),(12 38.57794),(13 38.294907),(14 38.94743),(15 39.181458),(16 39.14628),(17 39.372566),(18 39.514404),(19 40.339775),(20 40.030876),(21 40.42872),(22 40.770252),(23 41.101177),(24 41.26145),(25 41.44151),(26 41.61773),(27 41.01082),(28 41.34016),(29 41.583836),(30 41.312115),(31 41.265785),(32 41.628735),(33 41.56129),(34 41.89124),(35 41.910477),(36 42.148457),(37 41.882324),(38 42.070095),(39 41.511692),(40 41.358074),(41 41.263065),(42 41.29458),(43 41.16208),(44 41.162464),(45 41.285175),(46 41.610035),(47 41.009552),(48 41.981968),(49 42.256687),(50 42.41553),(51 42.412918),(52 42.244904),(53 42.091766),(54 42.516705),(55 42.279114),(56 42.508446),(57 42.209976),(58 42.659927),(59 41.876156),(60 42.161663),(61 42.319317),(62 42.546654),(63 42.24254),(64 41.95456),(65 42.15157),(66 42.339706),(67 42.181686),(68 42.611523),(69 42.39673),(70 42.654198),(71 42.35224),(72 41.978146),(73 42.58005),(74 42.401695),(75 42.878754),(76 42.77683),(77 42.432816),(78 42.903774),(79 43.187862),
(1 28.255121),(2 30.76358),(3 32.73927),(4 33.96459),(5 34.65004),(6 35.801666),(7 36.10395),(8 36.633377),(9 37.067474),(10 36.87799),(11 37.154594),(12 38.031788),(13 38.150124),(14 38.231625),(15 38.830837),(16 39.01144),(17 39.695053),(18 39.44012),(19 40.108223),(20 39.526062),(21 39.74052),(22 39.934143),(23 40.086998),(24 40.42403),(25 40.407246),(26 41.27176),(27 40.935444),(28 40.90754),(29 40.893974),(30 41.5103),(31 41.322983),(32 41.183994),(33 41.710766),(34 41.24776),(35 41.55954),(36 41.597248),(37 41.55014),(38 41.318134),(39 41.290215),(40 41.58641),(41 41.231525),(42 41.245888),(43 41.17328),(44 41.024235),(45 41.033783),(46 41.186577),(47 41.16771),(48 41.367085),(49 42.047966),(50 41.99179),(51 42.10066),(52 42.149727),(53 41.732048),(54 41.8883),(55 41.76237),(56 42.10497),(57 41.679165),(58 41.931267),(59 42.034973),(60 41.64789),(61 41.796516),(62 42.384907),(63 41.78308),(64 41.97688),(65 41.911926),(66 41.799503),(67 41.74646),(68 41.69399),(69 41.164253),(70 41.288868),(71 41.153557),(72 41.07519),(73 41.373585),(74 41.471),(75 40.79917),(76 41.35702),(77 41.472942),(78 41.716427),(79 41.964226),
(1 28.136036),(2 30.468765),(3 33.05855),(4 33.822376),(5 34.77174),(6 35.19116),(7 35.92663),(8 36.701637),(9 36.70054),(10 37.152905),(11 36.981823),(12 37.66924),(13 37.77349),(14 38.453312),(15 38.323277),(16 38.566513),(17 38.725834),(18 39.192787),(19 39.34729),(20 39.399685),(21 39.703316),(22 39.85925),(23 39.89921),(24 39.785587),(25 40.246918),(26 40.857334),(27 40.78421),(28 40.643463),(29 40.98112),(30 41.581696),(31 40.846363),(32 41.49331),(33 41.46503),(34 41.17172),(35 41.39772),(36 41.084488),(37 40.957874),(38 40.802486),(39 41.105984),(40 40.851955),(41 41.094448),(42 41.09302),(43 41.39276),(44 41.383244),(45 41.123966),(46 41.139526),(47 40.990097),(48 41.651432),(49 42.117313),(50 42.158234),(51 41.59543),(52 41.53259),(53 41.643635),(54 41.961277),(55 41.61546),(56 41.432217),(57 41.584038),(58 41.87877),(59 41.28011),(60 41.417156),(61 41.32944),(62 41.823658),(63 42.002224),(64 41.86079),(65 41.930653),(66 42.19341),(67 42.01887),(68 42.20523),(69 41.958282),(70 42.090897),(71 41.47161),(72 41.644253),(73 42.071213),(74 42.22505),(75 42.119705),(76 42.140137),(77 42.037094),(78 42.282127),(79 42.450645),
(1 27.908491),(2 30.645885),(3 32.83576),(4 33.512455),(5 34.863487),(6 35.75398),(7 35.63278),(8 36.048576),(9 36.873306),(10 37.1535),(11 37.148396),(12 37.593597),(13 37.6772),(14 37.8761),(15 37.931854),(16 38.437023),(17 38.19675),(18 38.75293),(19 38.755436),(20 39.21035),(21 39.13285),(22 39.66163),(23 39.100365),(24 39.622643),(25 40.124783),(26 40.099415),(27 39.97085),(28 40.015057),(29 40.35441),(30 40.77979),(31 40.635517),(32 40.673553),(33 40.972187),(34 40.916874),(35 40.771996),(36 40.540016),(37 40.699554),(38 40.780277),(39 40.644016),(40 40.975925),(41 40.699245),(42 41.291653),(43 41.479282),(44 41.123096),(45 40.942097),(46 40.998547),(47 41.25922),(48 41.4786),(49 42.01534),(50 42.14095),(51 41.910114),(52 41.869015),(53 41.82532),(54 41.952297),(55 41.685497),(56 41.581985),(57 41.60688),(58 41.448517),(59 41.560745),(60 41.476685),(61 41.525772),(62 41.860813),(63 41.58821),(64 41.500694),(65 41.517975),(66 41.516747),(67 41.684666),(68 41.857014),(69 41.614014),(70 41.618546),(71 41.5501),(72 41.466755),(73 41.71956),(74 41.792133),(75 42.116642),(76 41.78856),(77 41.56523),(78 41.688488),(79 42.329758),
