1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 94.696785),(2 113.17974),(3 122.89819),(4 127.77755),(5 133.85205),(6 141.41718),(7 142.27129),(8 145.9066),(9 149.7753),(10 150.28848),(11 153.3351),(12 151.32089),(13 153.01729),(14 155.76219),(15 152.03215),(16 153.6547),(17 153.7903),(18 156.26985),(19 155.66257),(20 155.80634),(21 158.12064),(22 157.82323),(23 157.13304),(24 156.24445),(25 157.74986),(26 158.47891),(27 162.71988),(28 163.07234),(29 161.03809),(30 163.06487),(31 166.19899),(32 166.57806),(33 170.28064),(34 172.33606),(35 174.19928),(36 178.48457),(37 180.08351),(38 181.96085),(39 182.53229),(40 185.01967),(41 187.20438),(42 186.63437),(43 185.77985),(44 189.18974),(45 188.34444),(46 188.80559),(47 190.8734),(48 189.76888),(49 191.00697),(50 190.5685),(51 190.18652),(52 191.82495),(53 190.61722),(54 190.44684),(55 191.09415),(56 191.12697),(57 189.88503),(58 190.9427),(59 188.95747),(60 189.84444),(61 192.17972),(62 192.12726),(63 192.4402),(64 190.27266),(65 192.86293),(66 193.26372),(67 192.19923),(68 193.39627),(69 192.37062),(70 193.9442),(71 193.51218),(72 193.40623),(73 190.6782),(74 192.24986),(75 192.09032),(76 191.90848),(77 193.75488),(78 191.5607),(79 191.8668),
(1 92.883644),(2 111.439255),(3 121.58699),(4 126.13893),(5 129.55972),(6 137.187),(7 140.32303),(8 143.72395),(9 148.8035),(10 151.14845),(11 153.33617),(12 152.37183),(13 154.18507),(14 155.0705),(15 154.14046),(16 153.71907),(17 153.55052),(18 154.90565),(19 155.95172),(20 155.03827),(21 156.05519),(22 156.37663),(23 156.83249),(24 154.56152),(25 157.68396),(26 160.05304),(27 164.08691),(28 164.67514),(29 165.97888),(30 167.51932),(31 170.45546),(32 171.63318),(33 173.58676),(34 174.91975),(35 174.12578),(36 174.77925),(37 177.0417),(38 178.98456),(39 179.74525),(40 181.81801),(41 182.2823),(42 185.28716),(43 188.09991),(44 188.99059),(45 188.92267),(46 190.1794),(47 193.7734),(48 193.53903),(49 194.87152),(50 193.81108),(51 192.99942),(52 191.31018),(53 192.93553),(54 192.57382),(55 192.23175),(56 192.99246),(57 192.32466),(58 192.97252),(59 191.36357),(60 190.41095),(61 191.13567),(62 190.94122),(63 190.2991),(64 191.66931),(65 192.11499),(66 190.92352),(67 192.22841),(68 192.27821),(69 192.9818),(70 195.25633),(71 194.94281),(72 193.33914),(73 191.1301),(74 192.53793),(75 190.04085),(76 190.87968),(77 190.48965),(78 189.87352),(79 188.32855),
(1 92.84432),(2 109.16659),(3 119.97938),(4 124.80097),(5 129.82245),(6 137.26883),(7 138.58273),(8 141.83867),(9 146.31898),(10 148.72916),(11 150.13692),(12 152.35445),(13 155.85524),(14 158.38136),(15 157.03404),(16 156.47665),(17 155.24158),(18 155.64355),(19 155.42169),(20 156.38101),(21 157.1632),(22 156.33917),(23 155.3729),(24 154.32916),(25 155.92693),(26 157.07422),(27 161.22987),(28 161.803),(29 163.06573),(30 164.7102),(31 167.34804),(32 167.28615),(33 169.58617),(34 172.48105),(35 174.47641),(36 176.91797),(37 177.69595),(38 178.53012),(39 176.30684),(40 178.81097),(41 179.78069),(42 179.64348),(43 181.85391),(44 182.8879),(45 182.06671),(46 183.7624),(47 183.9115),(48 182.51297),(49 183.53668),(50 186.1535),(51 183.54575),(52 184.31075),(53 185.86093),(54 185.87767),(55 185.84697),(56 185.81795),(57 185.47865),(58 187.1107),(59 186.29784),(60 184.29344),(61 186.51582),(62 183.57605),(63 182.70265),(64 183.02098),(65 183.4222),(66 181.16481),(67 182.67108),(68 181.96143),(69 183.58215),(70 185.79639),(71 186.50487),(72 186.96283),(73 186.66298),(74 186.64009),(75 185.81764),(76 185.42877),(77 187.17776),(78 187.68092),(79 185.85422),
(1 90.8789),(2 107.34779),(3 117.61169),(4 121.61718),(5 125.727844),(6 134.52354),(7 135.35078),(8 137.07834),(9 141.91783),(10 144.05333),(11 146.87306),(12 147.3232),(13 150.59138),(14 149.95448),(15 150.52982),(16 151.9068),(17 151.32207),(18 152.80325),(19 152.6657),(20 153.11096),(21 152.93425),(22 152.65059),(23 154.21645),(24 152.10815),(25 152.2109),(26 152.68857),(27 157.39589),(28 157.32062),(29 157.77002),(30 161.28873),(31 162.709),(32 165.55992),(33 167.59108),(34 171.75116),(35 174.57924),(36 177.94725),(37 178.67691),(38 179.59132),(39 178.88747),(40 179.95801),(41 182.01399),(42 182.52489),(43 184.82347),(44 187.02301),(45 186.89268),(46 188.27632),(47 188.62291),(48 186.18842),(49 187.13518),(50 187.65843),(51 187.2569),(52 188.26442),(53 189.35837),(54 190.50368),(55 189.76543),(56 190.53748),(57 189.04185),(58 187.72804),(59 185.98578),(60 186.95193),(61 188.18556),(62 186.84639),(63 186.40384),(64 186.71729),(65 186.76941),(66 185.72287),(67 185.40387),(68 186.42255),(69 186.52365),(70 187.53262),(71 187.6287),(72 188.001),(73 187.58612),(74 188.4038),(75 188.52722),(76 187.71678),(77 188.53165),(78 187.15126),(79 187.4117),
(1 91.0452),(2 108.03084),(3 116.20183),(4 120.835976),(5 123.913246),(6 132.14014),(7 133.95575),(8 136.67891),(9 139.25723),(10 142.01088),(11 144.38297),(12 142.9488),(13 145.17743),(14 144.94397),(15 144.56537),(16 145.8521),(17 147.33255),(18 148.22069),(19 150.0308),(20 147.66713),(21 147.99374),(22 149.70248),(23 149.79887),(24 148.53427),(25 149.96492),(26 150.94618),(27 152.94757),(28 151.77159),(29 153.00502),(30 156.87195),(31 158.17796),(32 161.82283),(33 162.57039),(34 165.76848),(35 167.98029),(36 170.81874),(37 171.28723),(38 172.98048),(39 173.34918),(40 174.1074),(41 175.5864),(42 177.53656),(43 178.42888),(44 182.7573),(45 183.13036),(46 184.4295),(47 185.31694),(48 185.53947),(49 185.23781),(50 186.65083),(51 183.8826),(52 182.21033),(53 182.30904),(54 184.15106),(55 183.66002),(56 184.03528),(57 182.80142),(58 182.55768),(59 182.21645),(60 179.44615),(61 182.15976),(62 182.18451),(63 182.37737),(64 183.6603),(65 182.98059),(66 183.72116),(67 185.17967),(68 184.78658),(69 185.94826),(70 186.41805),(71 186.74799),(72 186.92537),(73 186.67722),(74 188.55966),(75 188.61542),(76 188.04745),(77 188.51315),(78 186.59837),(79 185.6781),
(1 89.239716),(2 103.38466),(3 113.01928),(4 119.15956),(5 123.66817),(6 129.80936),(7 132.6106),(8 135.06679),(9 138.4269),(10 140.52856),(11 142.0205),(12 140.1513),(13 142.59647),(14 143.03848),(15 143.82964),(16 145.97743),(17 145.48639),(18 145.75108),(19 144.7872),(20 144.53926),(21 146.69337),(22 147.36049),(23 145.92201),(24 144.45853),(25 146.73248),(26 147.05107),(27 149.48572),(28 148.83064),(29 151.13283),(30 154.81294),(31 155.1889),(32 157.21373),(33 157.47418),(34 160.36642),(35 162.69218),(36 164.9394),(37 164.82144),(38 165.84055),(39 167.60529),(40 169.13623),(41 170.80678),(42 171.28839),(43 174.46742),(44 176.42581),(45 178.63484),(46 178.90797),(47 179.91853),(48 179.53381),(49 179.44482),(50 181.3305),(51 177.33517),(52 179.21483),(53 177.69421),(54 178.95522),(55 177.55435),(56 177.83333),(57 177.84134),(58 178.48671),(59 177.21738),(60 176.40627),(61 178.0548),(62 177.67485),(63 175.63445),(64 175.79124),(65 175.40062),(66 174.49478),(67 175.4532),(68 174.6456),(69 175.37291),(70 176.43993),(71 174.5388),(72 174.87447),(73 173.81584),(74 175.12979),(75 173.54907),(76 172.48325),(77 172.22746),(78 171.67566),(79 173.99596),
(1 88.04225),(2 102.06163),(3 112.408195),(4 118.31699),(5 123.067276),(6 129.40424),(7 131.48375),(8 134.86357),(9 137.56245),(10 140.21585),(11 141.7785),(12 140.85497),(13 142.0671),(14 142.35129),(15 142.81996),(16 143.80354),(17 145.90897),(18 146.6228),(19 146.10861),(20 145.74574),(21 146.36461),(22 147.93454),(23 146.12039),(24 144.693),(25 146.93636),(26 146.42128),(27 149.79538),(28 149.43683),(29 151.29488),(30 152.85336),(31 154.43875),(32 155.48076),(33 157.94221),(34 159.18268),(35 160.63742),(36 164.08563),(37 165.60077),(38 166.95064),(39 169.6883),(40 169.58989),(41 171.01431),(42 173.44167),(43 172.74792),(44 174.46608),(45 176.16829),(46 178.80798),(47 178.34889),(48 177.74718),(49 177.43826),(50 180.62103),(51 178.94827),(52 180.4966),(53 180.20244),(54 179.41238),(55 178.45317),(56 179.71027),(57 178.9617),(58 178.12677),(59 177.14336),(60 174.32567),(61 177.12547),(62 176.37177),(63 173.98401),(64 176.30571),(65 176.37712),(66 177.01474),(67 179.34154),(68 178.68695),(69 177.97525),(70 178.0619),(71 176.2441),(72 175.47366),(73 174.0215),(74 175.75714),(75 176.24501),(76 175.51807),(77 175.66547),(78 176.60071),(79 177.49417),
(1 86.345894),(2 101.88326),(3 111.150246),(4 119.0185),(5 122.99214),(6 127.25319),(7 127.79125),(8 132.19078),(9 132.64615),(10 133.82251),(11 134.8184),(12 135.72655),(13 137.58371),(14 139.04936),(15 138.47704),(16 141.53584),(17 141.51585),(18 142.98264),(19 142.12521),(20 141.41473),(21 142.81688),(22 143.00352),(23 141.25224),(24 140.47067),(25 143.9885),(26 144.66104),(27 148.83113),(28 147.05775),(29 149.61285),(30 151.30571),(31 150.60457),(32 153.48924),(33 156.14398),(34 155.79434),(35 157.76677),(36 160.01073),(37 162.56516),(38 163.8746),(39 164.80821),(40 164.60071),(41 166.30345),(42 169.24777),(43 170.04771),(44 171.67996),(45 173.67735),(46 174.78014),(47 175.15761),(48 176.35158),(49 178.49422),(50 181.04207),(51 178.73746),(52 180.1754),(53 181.0057),(54 180.28723),(55 181.24603),(56 182.3146),(57 180.35104),(58 180.34645),(59 179.83727),(60 178.01936),(61 179.62906),(62 178.3667),(63 176.99213),(64 178.44691),(65 178.89235),(66 178.221),(67 178.99156),(68 178.5567),(69 179.38707),(70 179.5089),(71 178.23674),(72 177.99677),(73 178.61786),(74 177.60027),(75 177.41202),(76 176.9836),(77 175.49918),(78 173.76732),(79 174.12285),
(1 85.269485),(2 100.570694),(3 109.12962),(4 114.16422),(5 117.96658),(6 122.212654),(7 125.65047),(8 129.11862),(9 131.3686),(10 131.87422),(11 134.10042),(12 134.18274),(13 137.20381),(14 138.36525),(15 137.82918),(16 139.55339),(17 139.62846),(18 140.6945),(19 141.23477),(20 141.14221),(21 141.41008),(22 142.34645),(23 142.7626),(24 141.60709),(25 142.8655),(26 143.04292),(27 147.58418),(28 145.14293),(29 146.19926),(30 147.8372),(31 149.86609),(32 152.0782),(33 154.26538),(34 155.21046),(35 155.42392),(36 160.00621),(37 160.91821),(38 164.07703),(39 163.42574),(40 165.7713),(41 165.94913),(42 168.86162),(43 168.6494),(44 170.2266),(45 170.92732),(46 171.97658),(47 173.4773),(48 172.43393),(49 172.68755),(50 174.63782),(51 173.87283),(52 174.36993),(53 173.53688),(54 173.76222),(55 172.83873),(56 174.06726),(57 172.8401),(58 172.58357),(59 170.75877),(60 169.79417),(61 169.89731),(62 170.0725),(63 170.63913),(64 171.7053),(65 170.09813),(66 170.92516),(67 170.01901),(68 171.16873),(69 172.75679),(70 173.85117),(71 173.02098),(72 171.99171),(73 170.8139),(74 170.6578),(75 172.45561),(76 172.24997),(77 172.57277),(78 173.04446),(79 174.42921),
(1 83.794464),(2 98.59662),(3 105.659454),(4 111.55928),(5 115.23795),(6 121.02802),(7 125.04577),(8 127.520035),(9 129.52917),(10 131.02023),(11 132.86928),(12 131.81102),(13 133.38715),(14 134.82803),(15 134.84929),(16 135.8889),(17 136.58463),(18 137.02284),(19 137.5727),(20 137.7109),(21 136.77776),(22 137.04164),(23 136.63638),(24 136.16151),(25 137.88564),(26 138.1076),(27 140.99603),(28 141.71423),(29 143.44107),(30 145.72336),(31 147.12752),(32 150.28462),(33 151.12825),(34 151.31741),(35 152.93602),(36 155.17757),(37 158.11755),(38 158.58061),(39 159.77893),(40 160.00616),(41 159.33272),(42 162.06898),(43 161.08157),(44 163.5015),(45 163.27756),(46 163.8637),(47 165.00313),(48 165.90121),(49 165.79364),(50 166.09277),(51 165.81126),(52 164.32048),(53 164.86528),(54 165.83582),(55 165.49673),(56 166.27057),(57 167.41571),(58 166.51765),(59 166.70702),(60 165.66986),(61 165.91557),(62 165.57225),(63 164.7329),(64 167.095),(65 166.88112),(66 168.7997),(67 167.64984),(68 169.44461),(69 171.27516),(70 170.75989),(71 171.02348),(72 170.25014),(73 171.00064),(74 172.25806),(75 171.8006),(76 171.5792),(77 172.66055),(78 170.57793),(79 171.22531),
(1 84.48769),(2 101.033226),(3 108.31218),(4 113.316444),(5 117.913475),(6 123.60918),(7 126.15305),(8 128.66801),(9 130.06497),(10 132.6835),(11 134.23206),(12 132.4766),(13 134.85507),(14 136.78711),(15 135.07918),(16 134.56749),(17 136.45413),(18 137.00581),(19 137.1532),(20 138.05507),(21 137.2033),(22 138.03836),(23 136.49289),(24 137.88564),(25 138.90248),(26 141.52135),(27 144.85864),(28 145.34926),(29 144.43947),(30 148.60449),(31 149.55101),(32 151.54893),(33 153.25865),(34 155.03604),(35 156.06952),(36 159.02345),(37 160.03958),(38 162.27773),(39 161.82321),(40 163.67314),(41 164.95586),(42 165.24663),(43 165.57607),(44 166.82944),(45 167.78236),(46 169.24243),(47 169.72572),(48 170.20929),(49 169.94684),(50 171.09337),(51 168.57617),(52 168.3053),(53 168.90706),(54 169.34314),(55 169.07123),(56 172.05502),(57 171.85439),(58 171.97087),(59 171.70413),(60 171.41045),(61 169.92844),(62 168.6624),(63 167.71037),(64 166.10419),(65 165.03653),(66 167.52814),(67 167.34215),(68 167.09767),(69 168.66028),(70 169.23926),(71 168.5654),(72 168.75069),(73 169.71649),(74 166.7893),(75 168.01448),(76 166.77556),(77 166.46341),(78 166.37497),(79 166.10393),
(1 82.143135),(2 98.44385),(3 105.29633),(4 110.73031),(5 115.41923),(6 120.75513),(7 122.93769),(8 124.531624),(9 125.87059),(10 128.88164),(11 130.22894),(12 128.04802),(13 129.38434),(14 131.50911),(15 132.36845),(16 132.20119),(17 132.79211),(18 132.48476),(19 132.47487),(20 132.65813),(21 133.4199),(22 134.2077),(23 132.21588),(24 133.51656),(25 133.38959),(26 134.83398),(27 138.58815),(28 138.20688),(29 136.81033),(30 140.6037),(31 142.23491),(32 144.5697),(33 147.88475),(34 148.0351),(35 149.73506),(36 152.86111),(37 154.16017),(38 155.17067),(39 155.27185),(40 158.6094),(41 157.40854),(42 157.78206),(43 157.5004),(44 160.71188),(45 160.97577),(46 163.25967),(47 162.924),(48 162.32945),(49 162.24927),(50 163.39435),(51 163.2652),(52 163.96188),(53 163.41231),(54 164.3303),(55 161.97786),(56 163.53337),(57 163.92737),(58 163.48775),(59 163.09526),(60 162.12),(61 161.08955),(62 161.384),(63 161.58934),(64 161.56476),(65 162.22865),(66 163.05829),(67 161.36743),(68 160.72574),(69 161.96492),(70 163.86798),(71 163.47392),(72 165.04626),(73 163.89938),(74 162.06995),(75 163.7143),(76 162.23732),(77 162.2663),(78 161.01074),(79 160.80983),
(1 80.956764),(2 95.62864),(3 103.39128),(4 109.53862),(5 112.86981),(6 117.70987),(7 119.89103),(8 122.513695),(9 124.91998),(10 126.94631),(11 127.76748),(12 127.828354),(13 129.81944),(14 132.70877),(15 131.57822),(16 133.38411),(17 135.7339),(18 134.19809),(19 135.43835),(20 135.572),(21 136.18845),(22 136.98418),(23 135.46048),(24 133.48729),(25 136.19476),(26 136.75209),(27 140.62706),(28 139.57335),(29 140.67867),(30 142.38086),(31 144.10876),(32 145.82423),(33 149.13133),(34 149.90956),(35 150.17746),(36 151.03041),(37 153.83368),(38 155.04514),(39 155.92247),(40 158.53079),(41 158.36429),(42 160.37048),(43 160.39699),(44 162.72047),(45 161.75992),(46 163.7809),(47 163.29745),(48 162.79425),(49 162.52594),(50 163.69833),(51 162.05403),(52 161.69626),(53 162.77376),(54 162.71613),(55 161.87479),(56 164.15938),(57 161.96616),(58 162.12737),(59 162.85442),(60 160.18211),(61 160.06764),(62 160.32951),(63 159.93672),(64 160.73737),(65 160.39845),(66 162.1726),(67 161.88309),(68 163.41568),(69 164.16571),(70 164.43747),(71 165.07443),(72 165.56836),(73 165.5159),(74 165.9182),(75 167.1209),(76 166.78738),(77 165.63834),(78 165.66887),(79 166.8942),
(1 79.041565),(2 92.9379),(3 101.74355),(4 107.173744),(5 110.48437),(6 115.001915),(7 116.90757),(8 120.956635),(9 122.28507),(10 123.404274),(11 125.53585),(12 125.81775),(13 127.803795),(14 128.32185),(15 128.21632),(16 127.11778),(17 129.61313),(18 129.04312),(19 129.78604),(20 131.2776),(21 130.83205),(22 130.55614),(23 129.9081),(24 129.66139),(25 132.21202),(26 131.72778),(27 136.02731),(28 135.21306),(29 136.01521),(30 139.11366),(31 139.5068),(32 141.20317),(33 143.56844),(34 144.21388),(35 145.1377),(36 146.88222),(37 148.08339),(38 149.91469),(39 148.68182),(40 150.95876),(41 151.81268),(42 153.54803),(43 152.17165),(44 154.90854),(45 153.55872),(46 156.3955),(47 155.40712),(48 156.40553),(49 155.89784),(50 156.06091),(51 156.42258),(52 156.69089),(53 157.36197),(54 155.4967),(55 157.58772),(56 158.23688),(57 158.44615),(58 157.15184),(59 156.92659),(60 156.05429),(61 155.28235),(62 157.02751),(63 156.0306),(64 156.09456),(65 156.02185),(66 156.00626),(67 156.62854),(68 157.33063),(69 158.42715),(70 159.06789),(71 158.18883),(72 158.44916),(73 156.68347),(74 155.96075),(75 156.03152),(76 156.79388),(77 156.67113),(78 156.26419),(79 156.07994),
(1 78.39237),(2 92.526215),(3 101.24819),(4 106.20023),(5 109.46417),(6 114.96599),(7 115.470276),(8 118.65073),(9 121.03532),(10 123.42977),(11 122.394905),(12 122.29457),(13 123.18092),(14 123.54849),(15 121.883644),(16 122.809784),(17 123.80827),(18 124.66845),(19 125.72852),(20 126.33117),(21 127.04602),(22 126.563385),(23 125.56767),(24 126.53123),(25 129.12677),(26 128.37067),(27 132.102),(28 130.46106),(29 131.0126),(30 132.75247),(31 133.13335),(32 134.07413),(33 136.1632),(34 136.9811),(35 137.91653),(36 138.9698),(37 140.4463),(38 142.47858),(39 140.70364),(40 142.03941),(41 143.16159),(42 143.57109),(43 141.99149),(44 144.73091),(45 144.6508),(46 146.2094),(47 145.30283),(48 145.87035),(49 147.0902),(50 146.05319),(51 146.94865),(52 146.83586),(53 146.87383),(54 147.17598),(55 146.12968),(56 148.14476),(57 148.40996),(58 148.93446),(59 148.51831),(60 148.1574),(61 147.81505),(62 150.42842),(63 148.57234),(64 149.36491),(65 147.14485),(66 148.94484),(67 148.38438),(68 148.69122),(69 149.59644),(70 150.35014),(71 148.93181),(72 149.13362),(73 147.91774),(74 149.33144),(75 148.24406),(76 148.55159),(77 147.76299),(78 146.42047),(79 146.4249),
(1 79.673584),(2 93.52018),(3 101.10132),(4 105.66621),(5 110.68526),(6 116.35088),(7 118.30353),(8 120.735115),(9 122.30533),(10 124.21568),(11 125.90679),(12 126.89311),(13 127.305046),(14 129.2392),(15 130.17584),(16 129.27934),(17 131.83815),(18 131.69048),(19 133.08913),(20 133.63835),(21 133.56647),(22 131.62962),(23 131.51422),(24 131.53496),(25 131.65898),(26 131.66699),(27 134.94948),(28 133.49222),(29 133.60538),(30 138.57672),(31 139.45862),(32 138.57742),(33 141.18335),(34 144.15935),(35 146.42332),(36 148.01712),(37 150.67719),(38 150.21135),(39 150.12653),(40 150.42908),(41 150.69829),(42 153.52542),(43 153.54181),(44 156.89357),(45 155.39748),(46 158.63179),(47 156.8773),(48 157.81172),(49 158.18417),(50 156.847),(51 157.34721),(52 156.19647),(53 157.82642),(54 157.74478),(55 157.33603),(56 158.03336),(57 155.96092),(58 156.08452),(59 155.8071),(60 153.85957),(61 154.61174),(62 154.83958),(63 154.75311),(64 154.95012),(65 153.76266),(66 152.7699),(67 153.48486),(68 154.68979),(69 156.84264),(70 158.01808),(71 156.4725),(72 158.32675),(73 159.45508),(74 159.3315),(75 158.7454),(76 157.89822),(77 159.93484),(78 158.52594),(79 159.10962),
(1 78.38316),(2 91.748344),(3 97.61505),(4 103.209984),(5 109.01039),(6 112.60549),(7 114.23627),(8 117.420845),(9 119.74871),(10 121.4519),(11 124.22793),(12 123.46483),(13 125.267),(14 124.714714),(15 123.36768),(16 122.44976),(17 124.240326),(18 127.902145),(19 126.89036),(20 127.672905),(21 127.64282),(22 127.41498),(23 126.493004),(24 125.55628),(25 126.1039),(26 126.627144),(27 128.66818),(28 127.82418),(29 129.7802),(30 132.14993),(31 135.49832),(32 133.778),(33 135.97182),(34 139.07947),(35 140.68423),(36 143.29465),(37 144.62703),(38 145.52904),(39 145.20445),(40 144.54512),(41 144.99457),(42 146.86783),(43 146.34041),(44 147.6221),(45 147.36618),(46 147.85143),(47 149.05116),(48 148.24506),(49 149.62628),(50 151.04567),(51 150.0589),(52 149.2123),(53 151.2081),(54 152.35507),(55 151.92265),(56 153.09084),(57 152.84709),(58 151.71797),(59 151.40277),(60 150.37479),(61 150.82231),(62 150.91872),(63 150.92197),(64 150.63657),(65 151.18733),(66 150.88567),(67 151.93858),(68 151.39008),(69 153.94371),(70 152.93169),(71 152.23878),(72 151.19595),(73 151.40208),(74 151.42517),(75 150.5751),(76 150.47449),(77 150.91791),(78 149.446),(79 149.9015),
(1 76.7572),(2 90.8328),(3 97.68385),(4 102.43345),(5 104.50979),(6 110.204025),(7 112.88825),(8 114.567184),(9 116.511635),(10 117.54999),(11 119.78009),(12 121.280914),(13 122.71756),(14 121.87652),(15 121.88773),(16 123.06547),(17 123.95756),(18 124.5194),(19 124.82852),(20 125.3201),(21 126.87981),(22 125.15943),(23 124.99572),(24 125.140656),(25 125.139145),(26 125.78196),(27 128.22736),(28 129.35565),(29 131.6702),(30 132.63641),(31 135.52747),(32 135.05782),(33 137.36418),(34 136.64722),(35 137.72368),(36 139.44487),(37 140.95694),(38 141.273),(39 141.00398),(40 142.30211),(41 141.81473),(42 143.48582),(43 145.12015),(44 145.40042),(45 146.14423),(46 146.26817),(47 147.84927),(48 147.45245),(49 147.7697),(50 148.02435),(51 147.5212),(52 146.17072),(53 146.1692),(54 147.1401),(55 146.9164),(56 147.9889),(57 147.0291),(58 147.97192),(59 147.90512),(60 147.76941),(61 150.45776),(62 149.5572),(63 150.91805),(64 148.94586),(65 150.93762),(66 151.14645),(67 151.97174),(68 153.75143),(69 154.16406),(70 152.53955),(71 151.12457),(72 150.53082),(73 150.78859),(74 150.85562),(75 151.15796),(76 151.46545),(77 152.27202),(78 151.75917),(79 152.18745),
