1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 5391.026),(2 10249.988),(3 11455.684),(4 12037.756),(5 12434.131),(6 12556.133),(7 12253.999),(8 12167.356),(9 12493.254),(10 12712.961),(11 12763.519),(12 12946.157),(13 12841.564),(14 12625.05),(15 12773.761),(16 12679.387),(17 12563.061),(18 12717.26),(19 12931.387),(20 12931.021),(21 12981.811),(22 12644.993),(23 12392.982),(24 12090.704),(25 11701.773),(26 11721.08),(27 11898.175),(28 12189.65),(29 12512.823),(30 12708.3955),(31 12543.029),(32 12308.37),(33 12122.138),(34 12188.543),(35 12473.045),(36 12653.595),(37 12625.327),(38 12793.57),(39 13075.387),(40 13092.343),(41 13063.2705),(42 13101.574),(43 13192.412),(44 13317.5),(45 13593.905),(46 13633.306),(47 13234.273),(48 13043.01),(49 13385.405),(50 13536.268),(51 13294.923),(52 13143.527),(53 13123.26),(54 12936.775),(55 12711.804),(56 12931.33),(57 13018.782),(58 12754.074),(59 12534.311),(60 12409.081),(61 12389.39),(62 12480.61),(63 12671.343),(64 12775.148),(65 12860.472),(66 12883.297),(67 13197.697),(68 13363.021),(69 13433.865),(70 13299.859),(71 13212.665),(72 13196.602),(73 13132.253),(74 12911.2),(75 12943.256),(76 12916.311),(77 12896.4375),(78 12921.93),(79 12996.034),
(1 5153.0156),(2 9634.283),(3 10721.884),(4 11426.41),(5 11752.033),(6 11827.783),(7 11785.9),(8 11936.951),(9 12250.484),(10 12145.004),(11 11888.143),(12 12039.781),(13 12217.84),(14 12255.603),(15 12485.316),(16 12380.983),(17 12246.84),(18 12224.2705),(19 12264.6045),(20 12238.296),(21 12257.356),(22 12039.212),(23 12020.839),(24 11830.161),(25 11574.973),(26 11743.503),(27 11893.493),(28 12273.517),(29 12551.054),(30 12690.019),(31 12608.003),(32 12440.357),(33 12171.103),(34 12201.726),(35 12331.497),(36 12309.963),(37 12181.33),(38 12270.399),(39 12470.082),(40 12416.561),(41 12197.8),(42 12275.519),(43 12365.654),(44 12279.958),(45 12309.024),(46 12607.197),(47 12479.3545),(48 12153.799),(49 12055.172),(50 12118.349),(51 12042.1875),(52 12091.439),(53 12343.162),(54 12434.751),(55 12165.958),(56 12337.92),(57 12464.27),(58 12332.826),(59 12268.124),(60 12196.545),(61 12194.095),(62 12315.388),(63 12514.48),(64 12545.553),(65 12492.57),(66 12454.384),(67 12691.861),(68 12737.908),(69 12679.369),(70 12643.733),(71 12621.043),(72 12614.877),(73 12440.907),(74 12418.185),(75 12417.728),(76 12661.627),(77 12879.653),(78 12899.45),(79 12759.228),
(1 5087.9897),(2 9271.414),(3 10011.622),(4 10492.042),(5 10784.5625),(6 10970.547),(7 11140.202),(8 11436.56),(9 11743.153),(10 11704.599),(11 11441.415),(12 11310.253),(13 11256.156),(14 11317.296),(15 11595.367),(16 11527.629),(17 11396.293),(18 11560.398),(19 11554.72),(20 11415.341),(21 11394.595),(22 11209.579),(23 11350.578),(24 11169.953),(25 11021.6875),(26 11203.343),(27 11462.005),(28 11659.927),(29 11743.077),(30 11798.75),(31 11835.141),(32 11722.581),(33 11648.016),(34 11858.468),(35 12034.228),(36 12011.132),(37 11783.461),(38 11898.784),(39 12156.457),(40 12109.235),(41 11931.313),(42 11942.331),(43 11905.4375),(44 11712.434),(45 11441.512),(46 11567.0205),(47 11586.707),(48 11551.69),(49 11569.944),(50 11597.844),(51 11700.413),(52 11503.687),(53 11391.19),(54 11359.474),(55 11441.313),(56 11598.8545),(57 11775.833),(58 11640.935),(59 11521.109),(60 11451.187),(61 11795.919),(62 11830.309),(63 11962.546),(64 11836.422),(65 11765.164),(66 11917.935),(67 11943.733),(68 11968.038),(69 11992.78),(70 11992.508),(71 12005.1875),(72 12000.04),(73 11868.302),(74 11710.655),(75 11817.612),(76 12045.305),(77 12217.466),(78 12131.2705),(79 11880.735),
(1 4905.989),(2 8865.145),(3 9510.277),(4 9786.226),(5 10272.085),(6 10499.965),(7 10547.534),(8 10826.772),(9 11176.116),(10 11137.078),(11 10788.861),(12 10665.243),(13 10940.614),(14 11188.398),(15 11216.499),(16 11095.093),(17 11006.644),(18 11034.791),(19 10992.771),(20 10758.555),(21 10672.918),(22 10769.259),(23 10898.393),(24 11026.46),(25 10981.606),(26 11040.258),(27 11072.326),(28 10958.518),(29 10825.175),(30 10816.574),(31 11023.9),(32 11037.961),(33 11025.375),(34 11255.143),(35 11337.404),(36 11346.053),(37 11311.989),(38 11504.641),(39 11514.005),(40 11344.892),(41 11212.359),(42 11294.339),(43 11302.072),(44 11064.032),(45 10991.989),(46 11186.754),(47 11226.119),(48 11220.982),(49 11322.466),(50 11451.509),(51 11623.104),(52 11522.284),(53 11384.182),(54 11424.919),(55 11403.839),(56 11482.902),(57 11599.182),(58 11530.759),(59 11339.193),(60 11195.187),(61 11479.746),(62 11655.57),(63 11654.538),(64 11500.966),(65 11471.171),(66 11554.828),(67 11614.971),(68 11647.522),(69 11642.877),(70 11481.225),(71 11526.664),(72 11553.459),(73 11306.559),(74 11050.27),(75 11010.03),(76 11099.564),(77 11200.773),(78 11132.026),(79 11082.207),
(1 4714.129),(2 8620.849),(3 9271.262),(4 9229.818),(5 9376.679),(6 9568.703),(7 9795.334),(8 10164.416),(9 10776.944),(10 10881.532),(11 10671.079),(12 10375.441),(13 10583.766),(14 10733.897),(15 10769.803),(16 10700.514),(17 10728.439),(18 10803.686),(19 10968.691),(20 10660.29),(21 10376.682),(22 10374.429),(23 10491.912),(24 10714.151),(25 10714.708),(26 10651.238),(27 10806.181),(28 10812.454),(29 10724.68),(30 10732.177),(31 10990.056),(32 10860.653),(33 10729.675),(34 10843.405),(35 10807.04),(36 10730.505),(37 10701.345),(38 10899.151),(39 11024.84),(40 10839.389),(41 10749.783),(42 10918.521),(43 11026.488),(44 11067.637),(45 11211.577),(46 11222.522),(47 11131.455),(48 10922.059),(49 11049.194),(50 11329.092),(51 11334.717),(52 11418.338),(53 11422.321),(54 11403.754),(55 11289.486),(56 11414.849),(57 11535.041),(58 11664.516),(59 11510.935),(60 11158.715),(61 10953.101),(62 11071.439),(63 11215.355),(64 11094.026),(65 11133.778),(66 11272.974),(67 11363.265),(68 11131.798),(69 11063.477),(70 10979.486),(71 11011.439),(72 11056.098),(73 10963.485),(74 10560.91),(75 10440.283),(76 10618.923),(77 10790.209),(78 10700.272),(79 10676.599),
(1 4480.2295),(2 8270.426),(3 9173.77),(4 9375.991),(5 9666.3955),(6 9902.198),(7 9983.508),(8 10062.806),(9 10361.972),(10 10351.304),(11 10255.262),(12 10114.333),(13 10104.432),(14 10155.666),(15 10271.391),(16 10275.908),(17 10418.578),(18 10552.803),(19 10787.641),(20 10636.007),(21 10561.768),(22 10626.082),(23 11025.661),(24 11186.653),(25 10905.38),(26 10659.051),(27 10691.209),(28 10624.49),(29 10398.137),(30 10407.129),(31 10617.308),(32 10417.423),(33 10408.435),(34 10638.088),(35 10657.896),(36 10696.396),(37 10782.692),(38 10885.911),(39 10960.06),(40 10789.942),(41 10624.014),(42 10674.454),(43 10764.518),(44 10793.38),(45 10709.479),(46 10646.102),(47 10555.878),(48 10561.391),(49 10688.719),(50 10795.37),(51 10943.813),(52 11076.005),(53 11022.115),(54 11003.31),(55 11088.694),(56 11047.45),(57 10982.102),(58 11011.742),(59 10836.69),(60 10664.918),(61 10557.201),(62 10683.32),(63 10775.602),(64 10625.339),(65 10563.146),(66 10602.082),(67 10724.395),(68 10707.155),(69 10778.059),(70 10769.1),(71 10878.056),(72 10897.501),(73 10975.649),(74 10651.776),(75 10451.298),(76 10581.459),(77 10803.339),(78 10654.567),(79 10534.996),
(1 4273.595),(2 7923.883),(3 8665.424),(4 8833.527),(5 9305.037),(6 9646.02),(7 9700.626),(8 9882.228),(9 10090.814),(10 10302.294),(11 10242.103),(12 10206.418),(13 10033.121),(14 10084.972),(15 10123.406),(16 9933.637),(17 9991.853),(18 10093.502),(19 10232.355),(20 10188.058),(21 10148.731),(22 10232.612),(23 10440.423),(24 10467.433),(25 10261.307),(26 10209.305),(27 10287.496),(28 10137.218),(29 9951.581),(30 10043.544),(31 10234.499),(32 10216.326),(33 10171.47),(34 10272.493),(35 10283.211),(36 10332.882),(37 10332.073),(38 10291.04),(39 10364.468),(40 10359.328),(41 10239.341),(42 10257.396),(43 10196.586),(44 10246.24),(45 10222.382),(46 10236.903),(47 10304.45),(48 10391.396),(49 10522.963),(50 10747.123),(51 10935.854),(52 10941.963),(53 10848.802),(54 10782.597),(55 10753.776),(56 10623.123),(57 10476.338),(58 10367.658),(59 10169.651),(60 10078.182),(61 10116.121),(62 10256.599),(63 10409.798),(64 10433.998),(65 10423.637),(66 10464.769),(67 10511.465),(68 10543.27),(69 10572.103),(70 10635.6875),(71 10719.821),(72 10690.816),(73 10664.934),(74 10321.297),(75 10196.999),(76 10455.682),(77 10786.231),(78 10656.898),(79 10431.336),
(1 4109.6416),(2 7560.3755),(3 8378.693),(4 8683.445),(5 9083.756),(6 9499.212),(7 9344.337),(8 9363.282),(9 9437.761),(10 9556.321),(11 9586.45),(12 9607.421),(13 9757.006),(14 10003.003),(15 10102.393),(16 9822.822),(17 9793.9375),(18 9799.931),(19 10017.082),(20 10093.286),(21 10122.056),(22 10114.332),(23 10071.92),(24 10057.005),(25 9808.268),(26 10008.843),(27 10479.339),(28 10437.253),(29 10219.827),(30 10348.618),(31 10464.941),(32 10367.018),(33 10382.937),(34 10422.966),(35 10395.42),(36 10416.518),(37 10331.182),(38 10323.979),(39 10384.464),(40 10430.646),(41 10416.322),(42 10456.37),(43 10421.995),(44 10454.6875),(45 10316.194),(46 10432.436),(47 10600.606),(48 10645.754),(49 10762.73),(50 10917.146),(51 10918.723),(52 10803.21),(53 10579.38),(54 10521.873),(55 10338.052),(56 10281.3125),(57 10312.774),(58 10393.628),(59 10278.844),(60 10212.526),(61 10206.599),(62 10287.696),(63 10419.792),(64 10341.109),(65 10215.751),(66 10211.039),(67 10232.134),(68 10201.085),(69 10120.856),(70 10169.014),(71 10205.292),(72 10163.854),(73 10136.531),(74 9871.975),(75 9714.443),(76 10014.846),(77 10373.379),(78 10129.161),(79 9920.241),
(1 4016.159),(2 7311.194),(3 8176.5347),(4 8452.843),(5 8732.765),(6 8996.65),(7 8849.237),(8 8868.18),(9 9111.713),(10 9133.169),(11 9066.169),(12 8911.277),(13 8966.244),(14 9105.808),(15 9186.968),(16 8959.038),(17 8966.657),(18 9093.978),(19 9423.484),(20 9453.75),(21 9623.065),(22 9715.991),(23 9583.2),(24 9620.834),(25 9454.404),(26 9612.001),(27 9984.756),(28 9950.024),(29 9755.638),(30 9659.332),(31 9628.114),(32 9602.678),(33 9712.019),(34 9731.698),(35 9748.444),(36 9861.85),(37 9904.186),(38 9959.689),(39 9959.428),(40 9866.561),(41 9730.155),(42 9747.009),(43 9609.468),(44 9596.924),(45 9503.886),(46 9403.291),(47 9421.565),(48 9411.314),(49 9421.754),(50 9401.697),(51 9589.881),(52 9616.225),(53 9542.714),(54 9503.418),(55 9276.094),(56 9313.085),(57 9211.785),(58 9219.406),(59 9196.875),(60 9218.676),(61 9184.66),(62 9272.301),(63 9340.056),(64 9355.336),(65 9444.726),(66 9428.166),(67 9303.468),(68 9164.115),(69 9125.997),(70 9216.577),(71 9377.659),(72 9470.522),(73 9556.091),(74 9362.419),(75 9448.274),(76 9753.806),(77 9901.095),(78 9919.947),(79 9908.225),
(1 3960.0012),(2 7137.0874),(3 7930.8965),(4 8242.041),(5 8503.1875),(6 8849.27),(7 8861.525),(8 8959.316),(9 9247.385),(10 9259.09),(11 9079.594),(12 8847.813),(13 8665.068),(14 8742.81),(15 8686.418),(16 8439.702),(17 8489.411),(18 8774.239),(19 8980.291),(20 8918.021),(21 9163.719),(22 9410.103),(23 9444.171),(24 9487.633),(25 9420.364),(26 9472.311),(27 9690.619),(28 9580.48),(29 9482.463),(30 9431.094),(31 9300.596),(32 9302.852),(33 9264.589),(34 9333.194),(35 9456.876),(36 9658.067),(37 9629.75),(38 9702.437),(39 9754.66),(40 9771.105),(41 9723.741),(42 9701.886),(43 9674.012),(44 9659.075),(45 9488.829),(46 9279.247),(47 9183.139),(48 9052.411),(49 8976.189),(50 9012.674),(51 9167.995),(52 9228.923),(53 9225.855),(54 9369.939),(55 9391.237),(56 9409.695),(57 9309.486),(58 9187.344),(59 9202.732),(60 9286.338),(61 9242.287),(62 9239.554),(63 9403.143),(64 9516.014),(65 9637.771),(66 9712.615),(67 9674.594),(68 9596.023),(69 9521.631),(70 9538.975),(71 9769.682),(72 9770.715),(73 9701.52),(74 9703.285),(75 9855.863),(76 10075.05),(77 10142.326),(78 10060.151),(79 10021.911),
(1 3862.9421),(2 6873.7153),(3 7460.018),(4 7789.368),(5 7931.361),(6 8029.8237),(7 7883.4805),(8 7926.0464),(9 8238.398),(10 8385.025),(11 8319.863),(12 8282.789),(13 8282.1045),(14 8289.695),(15 8311.891),(16 8254.745),(17 8462.238),(18 8757.636),(19 8934.566),(20 8970.552),(21 9105.888),(22 9208.73),(23 9077.998),(24 9128.347),(25 8999.607),(26 8923.403),(27 8993.949),(28 8928.1875),(29 8931.231),(30 9054.813),(31 9000.714),(32 9077.862),(33 9070.892),(34 9081.974),(35 9134.356),(36 9111.276),(37 9028.84),(38 8963.573),(39 8911.342),(40 8867.835),(41 8833.642),(42 8901.793),(43 9074.954),(44 9155.04),(45 8963.319),(46 8937.113),(47 8920.661),(48 8912.03),(49 8909.655),(50 8938.061),(51 8998.997),(52 8960.279),(53 8904.843),(54 8935.457),(55 8797.861),(56 8735.087),(57 8656.914),(58 8688.992),(59 8899.049),(60 9048.223),(61 9070.401),(62 9008.039),(63 8990.284),(64 9019.84),(65 9144.371),(66 9276.406),(67 9299.128),(68 9134.04),(69 9080.19),(70 9109.246),(71 9275.458),(72 9200.77),(73 9228.369),(74 9143.219),(75 9279.737),(76 9398.266),(77 9430.627),(78 9297.365),(79 9122.0205),
(1 3765.3289),(2 6559.8184),(3 7130.552),(4 7413.459),(5 7793.854),(6 7951.159),(7 8056.352),(8 8242.843),(9 8302.186),(10 8335.77),(11 8411.953),(12 8298.427),(13 8175.2983),(14 8260.164),(15 8335.604),(16 8428.172),(17 8569.338),(18 8668.286),(19 8689.254),(20 8808.811),(21 8914.6455),(22 8784.295),(23 8702.587),(24 8696.501),(25 8502.16),(26 8262.022),(27 8254.906),(28 8269.794),(29 8393.703),(30 8512.101),(31 8508.903),(32 8644.438),(33 8710.31),(34 8676.72),(35 8732.94),(36 8697.0205),(37 8481.053),(38 8531.433),(39 8657.66),(40 8727.597),(41 8764.417),(42 8862.808),(43 8860.598),(44 8889.649),(45 8711.265),(46 8702.855),(47 8788.185),(48 8671.439),(49 8701.368),(50 8911.479),(51 8845.923),(52 8784.904),(53 8593.337),(54 8468.636),(55 8345.642),(56 8229.417),(57 8039.5737),(58 7984.9),(59 8100.3447),(60 8098.961),(61 8165.4893),(62 8229.922),(63 8307.648),(64 8357.46),(65 8395.721),(66 8545.422),(67 8825.117),(68 8880.904),(69 8831.843),(70 8734.517),(71 8857.553),(72 8893.114),(73 8739.662),(74 8775.119),(75 8908.308),(76 8789.708),(77 8749.973),(78 8663.653),(79 8489.101),
(1 3678.9663),(2 6553.6255),(3 7248.039),(4 7567.2607),(5 7904.171),(6 8000.204),(7 8157.69),(8 8468.4375),(9 8567.172),(10 8539.539),(11 8578.453),(12 8503.801),(13 8312.255),(14 8392.856),(15 8301.307),(16 8348.586),(17 8532.65),(18 8485.524),(19 8506.586),(20 8538.893),(21 8561.538),(22 8519.929),(23 8549.664),(24 8643.455),(25 8538.8125),(26 8504.241),(27 8558.8),(28 8511.869),(29 8587.203),(30 8609.511),(31 8548.57),(32 8705.37),(33 8839.034),(34 8872.751),(35 8886.32),(36 8866.238),(37 8738.424),(38 8900.328),(39 9047.674),(40 9099.549),(41 9119.563),(42 9162.505),(43 9138.222),(44 9129.71),(45 8852.953),(46 8690.877),(47 8636.137),(48 8630.945),(49 8606.708),(50 8802.663),(51 8900.562),(52 8938.536),(53 8887.253),(54 8912.678),(55 8879.024),(56 8844.924),(57 8711.509),(58 8596.964),(59 8574.613),(60 8409.828),(61 8467.011),(62 8497.331),(63 8474.125),(64 8446.864),(65 8578.238),(66 8755.77),(67 9032.162),(68 9184.645),(69 9189.919),(70 9195.552),(71 9229.739),(72 9131.149),(73 8912.586),(74 8813.456),(75 8931.687),(76 8900.6),(77 8782.151),(78 8759.769),(79 8846.047),
(1 3489.6448),(2 6207.92),(3 6826.4897),(4 6979.2354),(5 7271.6563),(6 7473.1772),(7 7622.065),(8 7882.4155),(9 7974.5435),(10 7924.0537),(11 7930.438),(12 7809.905),(13 7701.841),(14 7828.761),(15 7801.597),(16 7834.2324),(17 7937.794),(18 7978.8296),(19 8064.6064),(20 8031.6353),(21 7972.022),(22 7945.4907),(23 7954.492),(24 8044.57),(25 7947.897),(26 7778.508),(27 7867.105),(28 7894.0386),(29 8105.7603),(30 8140.2334),(31 8102.7524),(32 8182.0996),(33 8143.281),(34 8190.5996),(35 8233.303),(36 8267.36),(37 8220.818),(38 8238.87),(39 8176.041),(40 8373.201),(41 8494.767),(42 8640.5205),(43 8621.163),(44 8563.641),(45 8481.612),(46 8414.863),(47 8333.695),(48 8342.493),(49 8275.566),(50 8237.426),(51 8232.183),(52 8250.114),(53 8214.697),(54 8210.829),(55 8261.793),(56 8293.363),(57 8084.78),(58 7965.975),(59 8029.2427),(60 8081.5996),(61 8175.6978),(62 8043.407),(63 8007.2324),(64 7908.254),(65 7970.3857),(66 8022.6978),(67 8172.7104),(68 8258.298),(69 8263.56),(70 8178.0664),(71 8250.678),(72 8273.485),(73 8033.664),(74 8014.441),(75 8235.5205),(76 8383.707),(77 8411.388),(78 8384.125),(79 8496.635),
(1 3407.639),(2 6027.9883),(3 6587.018),(4 6763.438),(5 6986.859),(6 7196.212),(7 7305.273),(8 7509.0464),(9 7527.496),(10 7395.479),(11 7468.74),(12 7398.542),(13 7434.364),(14 7548.4883),(15 7563.792),(16 7575.398),(17 7839.5356),(18 7971.9497),(19 8004.714),(20 8120.734),(21 8128.7026),(22 8026.3594),(23 7985.866),(24 7939.2363),(25 7833.8037),(26 7755.831),(27 7802.137),(28 7882.2046),(29 8033.9316),(30 8084.6587),(31 8107.4536),(32 8084.2925),(33 7979.04),(34 7896.9937),(35 7976.63),(36 8044.4126),(37 8120.684),(38 8240.808),(39 8188.6655),(40 8200.793),(41 8297.269),(42 8548.55),(43 8492.121),(44 8377.315),(45 8208.389),(46 8171.8135),(47 8114.8887),(48 8140.496),(49 8188.37),(50 8243.984),(51 8280.632),(52 8338.612),(53 8281.795),(54 8275.367),(55 8190.1714),(56 8057.0645),(57 7882.0127),(58 7762.754),(59 7811.309),(60 7878.1113),(61 7981.009),(62 7912.6396),(63 7794.058),(64 7662.2847),(65 7728.465),(66 7791.9414),(67 7889.578),(68 7830.9688),(69 7749.8223),(70 7701.3994),(71 7798.382),(72 7715.6646),(73 7656.438),(74 7731.4604),(75 8005.5513),(76 8253.977),(77 8196.219),(78 8170.849),(79 8275.304),
(1 3299.635),(2 5623.3203),(3 6085.696),(4 6255.177),(5 6533.19),(6 6745.2466),(7 6829.845),(8 7018.2417),(9 7041.5596),(10 6960.304),(11 7040.378),(12 7056.197),(13 7090.4155),(14 7179.6206),(15 7211.783),(16 7240.7153),(17 7394.8257),(18 7461.975),(19 7372.2407),(20 7414.256),(21 7453.2603),(22 7357.3613),(23 7459.0635),(24 7391.644),(25 7338.2056),(26 7286.964),(27 7397.407),(28 7618.235),(29 7707.132),(30 7629.3267),(31 7548.218),(32 7491.4434),(33 7525.0747),(34 7479.263),(35 7639.9355),(36 7779.481),(37 7918.891),(38 8026.3853),(39 7957.737),(40 7997.586),(41 8015.7896),(42 7977.7783),(43 7917.778),(44 7857.15),(45 7724.148),(46 7616.1567),(47 7535.426),(48 7577.007),(49 7716.2695),(50 7848.174),(51 7855.5923),(52 7909.667),(53 7938.2876),(54 7980.631),(55 8009.388),(56 8058.243),(57 7976.654),(58 7848.372),(59 7837.0254),(60 7668.936),(61 7629.5474),(62 7460.6025),(63 7295.135),(64 7254.741),(65 7360.8584),(66 7528.376),(67 7501.5737),(68 7400.3887),(69 7376.1323),(70 7377.608),(71 7286.2085),(72 7189.817),(73 7230.8535),(74 7223.4746),(75 7429.8716),(76 7566.911),(77 7405.594),(78 7198.01),(79 7218.8267),
(1 3199.4077),(2 5501.9976),(3 6043.5093),(4 6310.1724),(5 6457.986),(6 6650.406),(7 6761.804),(8 7013.9736),(9 6971.1226),(10 6862.488),(11 6911.477),(12 7006.8213),(13 7116.516),(14 7191.109),(15 7241.5415),(16 7270.494),(17 7253.1763),(18 7295.2334),(19 7232.5557),(20 7339.377),(21 7329.9507),(22 7240.784),(23 7101.9937),(24 7001.0176),(25 7068.5903),(26 7104.8154),(27 7164.526),(28 7340.9346),(29 7493.641),(30 7487.4053),(31 7515.418),(32 7443.4336),(33 7351.923),(34 7285.8657),(35 7356.6807),(36 7550.5557),(37 7593.8574),(38 7670.96),(39 7721.377),(40 7627.9116),(41 7524.1055),(42 7437.909),(43 7308.728),(44 7450.4663),(45 7438.751),(46 7423.3354),(47 7384.296),(48 7332.766),(49 7359.3438),(50 7569.193),(51 7714.526),(52 7736.6895),(53 7771.2983),(54 7725.7275),(55 7745.5835),(56 7693.571),(57 7536.4697),(58 7642.258),(59 7708.694),(60 7561.6753),(61 7445.715),(62 7325.612),(63 7296.864),(64 7275.705),(65 7272.39),(66 7316.9653),(67 7318.0034),(68 7178.892),(69 7228.9775),(70 7273.8384),(71 7175.3438),(72 7132.969),(73 7134.1836),(74 7153.9272),(75 7337.1826),(76 7374.4434),(77 7190.918),(78 6958.6387),(79 6862.974),
(1 3151.5093),(2 5473.946),(3 6101.326),(4 6408.885),(5 6619.417),(6 6866.345),(7 6973.0327),(8 7192.9214),(9 7202.0454),(10 7063.406),(11 6992.0864),(12 7038.8706),(13 7090.8047),(14 7141.777),(15 7269.411),(16 7303.6533),(17 7156.3228),(18 7142.87),(19 7004.22),(20 6905.432),(21 6879.4805),(22 6909.7656),(23 6934.738),(24 7046.1104),(25 7139.6836),(26 7177.116),(27 7346.6836),(28 7555.5923),(29 7733.7837),(30 7621.0117),(31 7638.4536),(32 7528.802),(33 7424.173),(34 7408.1343),(35 7524.0454),(36 7639.68),(37 7648.5713),(38 7771.6836),(39 7784.5186),(40 7739.532),(41 7801.693),(42 7935.0054),(43 7753.0845),(44 7759.7285),(45 7716.1606),(46 7676.323),(47 7728.022),(48 7798.6294),(49 7786.864),(50 7832.076),(51 7811.6094),(52 7896.1846),(53 7912.4746),(54 7983.8877),(55 7954.679),(56 7924.9263),(57 7735.3096),(58 7799.7153),(59 7821.122),(60 7670.433),(61 7532.0703),(62 7353.2334),(63 7350.4365),(64 7359.8613),(65 7286.365),(66 7268.3887),(67 7359.543),(68 7214.451),(69 7208.992),(70 7196.0493),(71 7096.3228),(72 7097.166),(73 7166.6904),(74 7130.673),(75 7194.386),(76 7245.7876),(77 7239.7095),(78 7140.419),(79 7060.781),
