1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 74.05783),(2 88.418846),(3 102.1637),(4 107.08091),(5 114.00213),(6 120.5731),(7 124.070946),(8 128.5486),(9 131.9494),(10 136.12527),(11 139.13441),(12 143.12518),(13 145.60097),(14 148.17194),(15 151.5491),(16 152.68497),(17 156.88747),(18 159.11194),(19 160.23642),(20 160.44806),(21 163.43613),(22 163.09203),(23 165.82126),(24 167.72366),(25 171.05174),(26 170.61757),(27 169.55815),(28 171.28854),(29 172.8316),(30 173.595),(31 174.85297),(32 175.48933),(33 174.56084),(34 176.04816),(35 174.15492),(36 175.19223),(37 172.02307),(38 172.30298),(39 170.96587),(40 172.32303),(41 173.15785),(42 176.54219),(43 174.22896),(44 176.56271),(45 174.62415),(46 172.39653),(47 171.56929),(48 173.48358),(49 171.49367),(50 170.61453),(51 168.4689),(52 167.66614),(53 167.66245),(54 168.20757),(55 170.50732),(56 171.50694),(57 166.6145),(58 167.23346),(59 166.72383),(60 166.78178),(61 163.70415),(62 164.04811),(63 165.13916),(64 163.89209),(65 163.48991),(66 163.71588),(67 161.53436),(68 162.71118),(69 164.05664),(70 165.58298),(71 166.25043),(72 165.3589),(73 163.6925),(74 162.34166),(75 164.47682),(76 162.30356),(77 162.51219),(78 163.5217),(79 164.87001),
(1 73.61521),(2 88.74095),(3 101.87152),(4 108.10003),(5 112.44085),(6 121.41397),(7 125.85069),(8 131.70694),(9 135.40033),(10 138.88069),(11 140.94887),(12 143.8659),(13 144.64565),(14 148.06535),(15 151.63344),(16 154.0563),(17 155.85551),(18 157.55484),(19 157.3866),(20 158.69621),(21 161.3171),(22 162.99803),(23 163.53479),(24 165.58807),(25 167.20564),(26 168.26912),(27 167.57646),(28 168.55531),(29 172.13751),(30 170.77693),(31 170.9363),(32 172.5206),(33 171.8142),(34 170.60355),(35 170.66554),(36 168.30008),(37 167.19345),(38 167.38214),(39 167.88547),(40 168.55907),(41 169.92482),(42 173.18784),(43 173.7329),(44 175.98735),(45 174.88075),(46 174.39368),(47 176.20955),(48 175.91994),(49 176.30717),(50 174.43579),(51 174.13664),(52 172.958),(53 173.59332),(54 174.76286),(55 176.10716),(56 176.94205),(57 174.21748),(58 174.31226),(59 173.73131),(60 173.22452),(61 170.99664),(62 172.42035),(63 172.19673),(64 171.1045),(65 170.01672),(66 169.50426),(67 167.06241),(68 166.07387),(69 167.2964),(70 167.00894),(71 167.43526),(72 167.81512),(73 164.31415),(74 163.48134),(75 163.94273),(76 163.628),(77 162.10698),(78 163.67796),(79 163.64323),
(1 74.08546),(2 88.11372),(3 102.250244),(4 106.48413),(5 111.36483),(6 119.52439),(7 124.32094),(8 128.43326),(9 132.46997),(10 136.57892),(11 140.10788),(12 142.4226),(13 145.09615),(14 147.58484),(15 150.96286),(16 152.66547),(17 155.01407),(18 157.97299),(19 157.79102),(20 158.66132),(21 161.61034),(22 163.39972),(23 165.4945),(24 167.3707),(25 169.24701),(26 169.67712),(27 171.8847),(28 172.9069),(29 174.17577),(30 173.47174),(31 174.15536),(32 174.07445),(33 175.01785),(34 172.88037),(35 174.95575),(36 172.66061),(37 172.6614),(38 172.84122),(39 173.08417),(40 174.40117),(41 175.6748),(42 177.35696),(43 177.37296),(44 176.99042),(45 176.25966),(46 175.34554),(47 176.068),(48 175.3423),(49 177.83571),(50 172.22871),(51 172.38391),(52 168.56358),(53 171.55077),(54 171.08167),(55 172.70622),(56 174.43015),(57 171.33842),(58 170.3609),(59 170.42738),(60 170.17789),(61 168.09016),(62 167.48146),(63 167.5228),(64 166.81764),(65 165.68971),(66 164.98793),(67 162.90129),(68 163.75069),(69 163.99507),(70 162.42493),(71 164.15337),(72 167.16821),(73 166.15009),(74 163.78302),(75 165.49861),(76 165.10834),(77 166.12506),(78 168.87526),(79 168.67305),
(1 73.4204),(2 87.8458),(3 100.283516),(4 106.72237),(5 111.32426),(6 119.96253),(7 124.475586),(8 130.22917),(9 133.56532),(10 137.39963),(11 140.71057),(12 143.75977),(13 146.47041),(14 148.127),(15 151.75252),(16 153.58427),(17 157.89497),(18 159.22107),(19 160.61008),(20 162.42511),(21 163.5818),(22 163.86569),(23 165.80035),(24 167.40364),(25 170.24216),(26 170.27092),(27 171.17558),(28 169.7094),(29 171.72853),(30 170.36223),(31 173.2992),(32 171.74773),(33 172.46338),(34 169.86664),(35 171.29645),(36 168.98586),(37 168.34627),(38 168.63577),(39 168.32353),(40 169.48154),(41 169.42348),(42 172.38101),(43 170.64127),(44 172.24712),(45 172.7894),(46 171.43521),(47 171.45392),(48 171.08662),(49 170.35098),(50 169.22539),(51 171.6704),(52 167.82689),(53 166.58842),(54 168.54268),(55 171.19284),(56 170.78036),(57 168.58447),(58 169.11786),(59 168.96045),(60 168.3527),(61 167.27629),(62 166.98746),(63 168.05753),(64 167.37073),(65 166.79155),(66 167.24763),(67 165.11592),(68 164.85403),(69 165.87317),(70 168.44054),(71 167.41458),(72 165.60245),(73 164.14159),(74 164.1153),(75 163.86447),(76 163.4513),(77 163.35966),(78 161.84184),(79 163.2188),
(1 73.39132),(2 87.25133),(3 101.5639),(4 105.70843),(5 111.056046),(6 118.32018),(7 122.69588),(8 127.336296),(9 132.12068),(10 134.31688),(11 138.642),(12 140.61237),(13 143.95027),(14 145.41049),(15 149.56921),(16 150.80424),(17 154.78012),(18 154.92076),(19 155.76656),(20 156.70236),(21 157.95859),(22 157.06978),(23 160.39653),(24 162.42667),(25 164.2334),(26 166.00792),(27 166.15466),(28 166.81001),(29 168.38156),(30 168.5382),(31 168.30121),(32 166.9773),(33 166.94444),(34 168.02061),(35 168.52522),(36 167.5753),(37 165.11661),(38 164.08899),(39 164.23923),(40 166.01141),(41 166.52391),(42 167.98201),(43 170.46422),(44 169.29562),(45 171.5934),(46 169.78314),(47 171.33609),(48 170.43098),(49 169.93663),(50 166.96704),(51 167.99211),(52 166.25601),(53 166.088),(54 167.42238),(55 170.93018),(56 169.87317),(57 169.98534),(58 169.85667),(59 169.94234),(60 168.68333),(61 170.54158),(62 167.66194),(63 166.78792),(64 166.02011),(65 163.37906),(66 161.31631),(67 159.86389),(68 158.93695),(69 160.238),(70 160.71768),(71 161.33643),(72 159.53902),(73 159.72794),(74 159.81837),(75 161.3258),(76 160.76176),(77 161.73625),(78 161.05751),(79 162.68266),
(1 72.515236),(2 86.836075),(3 100.57628),(4 105.164215),(5 111.77818),(6 117.56711),(7 122.43719),(8 127.12718),(9 132.55124),(10 131.94601),(11 135.7993),(12 138.39012),(13 142.48817),(14 144.04463),(15 148.75945),(16 150.2194),(17 153.54327),(18 153.93207),(19 154.25018),(20 157.33955),(21 159.2896),(22 158.7148),(23 162.20338),(24 163.41348),(25 167.98816),(26 167.3172),(27 168.38823),(28 170.62859),(29 172.67184),(30 173.51982),(31 173.8286),(32 173.91974),(33 174.0805),(34 174.31697),(35 174.04207),(36 172.50066),(37 171.32222),(38 171.48279),(39 172.87001),(40 172.59938),(41 173.81744),(42 174.31395),(43 175.73885),(44 174.99942),(45 175.50127),(46 173.96104),(47 171.93138),(48 172.80353),(49 172.84325),(50 169.83809),(51 170.24913),(52 167.74721),(53 167.66461),(54 167.66856),(55 168.9366),(56 170.47154),(57 168.73941),(58 167.73175),(59 166.26772),(60 166.31047),(61 167.0584),(62 166.44048),(63 166.31346),(64 166.41707),(65 165.52673),(66 164.13237),(67 165.82262),(68 163.55237),(69 163.45227),(70 165.64725),(71 167.102),(72 164.92839),(73 164.39656),(74 162.19713),(75 162.2025),(76 162.00714),(77 162.00632),(78 162.57329),(79 163.58008),
(1 70.210464),(2 84.53413),(3 96.6106),(4 102.882385),(5 108.93276),(6 115.24618),(7 121.597534),(8 125.387726),(9 128.81204),(10 130.8987),(11 134.34921),(12 137.82187),(13 140.10197),(14 142.40083),(15 144.22697),(16 147.34122),(17 150.42119),(18 151.71806),(19 151.90521),(20 154.01741),(21 155.57794),(22 155.29791),(23 159.0179),(24 159.35422),(25 162.2887),(26 163.70937),(27 166.47394),(28 167.43507),(29 169.2509),(30 168.86058),(31 169.32004),(32 168.36348),(33 167.18503),(34 168.07259),(35 167.30365),(36 164.54181),(37 163.86887),(38 161.87328),(39 163.66049),(40 163.57669),(41 167.20593),(42 167.13846),(43 170.45525),(44 168.73308),(45 169.27701),(46 169.12051),(47 168.04424),(48 168.42087),(49 167.8574),(50 165.15839),(51 164.77805),(52 161.821),(53 162.87518),(54 163.17728),(55 166.05704),(56 167.45558),(57 166.35088),(58 165.65018),(59 166.6756),(60 164.20354),(61 165.14807),(62 163.39075),(63 162.27501),(64 163.73372),(65 161.56099),(66 160.28973),(67 161.33128),(68 158.92274),(69 159.17328),(70 161.15015),(71 162.74644),(72 162.02577),(73 160.9336),(74 158.0701),(75 157.66838),(76 157.51027),(77 158.91),(78 158.54541),(79 160.67703),
(1 71.07558),(2 86.328705),(3 97.6216),(4 102.76289),(5 109.13787),(6 113.768486),(7 121.996574),(8 125.9497),(9 129.28665),(10 132.30664),(11 134.50723),(12 138.75494),(13 141.59956),(14 144.51917),(15 146.59322),(16 150.07011),(17 153.19846),(18 152.2545),(19 153.7691),(20 156.6765),(21 159.26991),(22 159.82567),(23 160.01576),(24 161.18434),(25 162.56516),(26 165.16196),(27 165.93687),(28 168.26552),(29 167.53577),(30 167.95787),(31 166.97795),(32 167.36853),(33 166.46469),(34 164.63612),(35 163.93752),(36 163.3202),(37 162.9295),(38 161.5961),(39 163.06287),(40 162.61478),(41 167.66812),(42 168.94736),(43 168.49306),(44 168.35033),(45 168.64764),(46 169.70193),(47 168.88551),(48 167.95493),(49 167.25717),(50 167.83226),(51 166.50577),(52 165.92023),(53 165.54329),(54 165.71518),(55 165.83055),(56 167.42369),(57 165.7314),(58 165.60756),(59 163.14557),(60 160.15068),(61 160.99551),(62 161.41205),(63 161.94092),(64 161.62088),(65 160.58067),(66 159.11832),(67 157.7452),(68 156.2709),(69 155.4481),(70 159.21848),(71 158.12596),(72 158.55424),(73 157.10918),(74 156.64984),(75 155.96254),(76 156.44336),(77 157.23108),(78 157.8943),(79 157.48343),
(1 71.22411),(2 84.86231),(3 97.14385),(4 102.94792),(5 105.87747),(6 112.03699),(7 119.91444),(8 124.500626),(9 127.07786),(10 131.37497),(11 132.90585),(12 137.12328),(13 140.121),(14 140.69585),(15 143.3564),(16 147.22177),(17 148.82318),(18 151.41597),(19 151.33786),(20 152.19081),(21 155.05005),(22 155.6375),(23 158.68497),(24 161.5016),(25 163.71094),(26 166.73502),(27 166.00517),(28 169.59795),(29 170.58684),(30 170.99135),(31 171.66237),(32 173.46397),(33 170.66202),(34 171.53851),(35 171.11938),(36 168.63536),(37 167.15366),(38 165.97675),(39 166.70831),(40 167.58218),(41 169.34712),(42 169.44846),(43 169.84967),(44 172.50241),(45 172.13951),(46 172.97397),(47 172.13353),(48 172.61131),(49 172.11597),(50 170.1914),(51 170.50642),(52 167.17598),(53 166.14128),(54 167.59348),(55 170.87129),(56 169.69708),(57 169.28432),(58 170.19763),(59 168.84294),(60 166.58914),(61 167.19537),(62 168.12935),(63 167.59206),(64 167.87958),(65 166.79155),(66 165.51146),(67 165.44975),(68 162.90298),(69 163.5865),(70 164.14832),(71 165.00343),(72 164.218),(73 163.78838),(74 163.51256),(75 163.33842),(76 163.78801),(77 162.8684),(78 163.50362),(79 164.75764),
(1 69.41009),(2 81.46796),(3 94.54059),(4 99.23504),(5 102.61533),(6 107.2316),(7 115.78381),(8 119.70802),(9 122.296295),(10 126.914955),(11 128.5405),(12 132.55345),(13 136.53294),(14 137.64737),(15 140.8115),(16 142.13655),(17 145.74818),(18 146.02402),(19 147.00092),(20 148.50795),(21 150.84442),(22 150.21704),(23 150.9192),(24 154.74341),(25 156.13548),(26 158.70587),(27 159.40654),(28 162.20897),(29 161.6989),(30 162.23189),(31 161.75238),(32 162.65382),(33 160.80858),(34 161.60104),(35 159.72519),(36 159.8933),(37 160.63672),(38 159.6268),(39 161.64478),(40 161.74878),(41 164.2006),(42 166.0828),(43 163.77945),(44 165.79906),(45 165.33037),(46 164.14343),(47 163.34238),(48 163.27504),(49 162.40071),(50 160.93098),(51 160.24074),(52 160.02759),(53 158.57384),(54 158.55153),(55 159.0696),(56 158.04013),(57 157.67465),(58 158.38322),(59 156.9025),(60 154.28406),(61 155.74222),(62 154.20476),(63 156.15645),(64 154.6113),(65 153.20961),(66 150.60529),(67 149.8209),(68 148.22003),(69 150.22021),(70 151.49261),(71 151.81387),(72 151.67705),(73 151.62363),(74 150.19926),(75 151.00104),(76 151.04234),(77 150.95099),(78 152.43857),(79 152.36449),
(1 69.25199),(2 83.03388),(3 95.18351),(4 99.83646),(5 105.38806),(6 109.1761),(7 117.09486),(8 121.25518),(9 125.20265),(10 126.73283),(11 130.15024),(12 132.75275),(13 136.7647),(14 137.20035),(15 141.0011),(16 141.8086),(17 143.42625),(18 145.65556),(19 145.87265),(20 148.24377),(21 150.95831),(22 151.63208),(23 152.1548),(24 157.47717),(25 158.40007),(26 158.10184),(27 157.8415),(28 160.7081),(29 160.85324),(30 163.41653),(31 163.2637),(32 164.82686),(33 161.70622),(34 163.23706),(35 161.61862),(36 159.90022),(37 158.18123),(38 159.42654),(39 157.9339),(40 159.3632),(41 160.63779),(42 162.6046),(43 159.17523),(44 160.88074),(45 158.28133),(46 160.46275),(47 159.84235),(48 162.5205),(49 161.49042),(50 159.75192),(51 158.73857),(52 160.33362),(53 157.60179),(54 157.44724),(55 161.28766),(56 161.60141),(57 160.86589),(58 160.85782),(59 161.68776),(60 160.47487),(61 159.22786),(62 158.75374),(63 157.88136),(64 157.52213),(65 158.15866),(66 156.86212),(67 154.73146),(68 153.50192),(69 156.67648),(70 156.7672),(71 156.3181),(72 157.22441),(73 157.10556),(74 156.36353),(75 155.88693),(76 157.1589),(77 154.8693),(78 156.64116),(79 157.14583),
(1 67.24018),(2 81.990746),(3 93.13305),(4 98.40363),(5 104.80988),(6 109.438034),(7 116.08481),(8 121.355545),(9 123.27524),(10 127.06786),(11 129.57034),(12 131.00444),(13 135.01573),(14 135.14487),(15 139.66254),(16 140.73853),(17 142.88503),(18 143.85753),(19 144.93428),(20 145.81487),(21 147.51038),(22 148.99449),(23 149.43446),(24 153.13579),(25 154.66635),(26 156.71596),(27 158.04399),(28 159.36174),(29 159.9226),(30 161.72255),(31 160.23477),(32 161.51941),(33 158.32428),(34 159.09793),(35 156.85329),(36 156.82828),(37 155.86053),(38 155.9722),(39 155.25797),(40 157.19759),(41 158.79568),(42 161.61748),(43 161.3921),(44 161.82304),(45 159.42628),(46 159.65924),(47 158.46948),(48 158.84972),(49 157.36946),(50 157.07278),(51 156.80402),(52 156.63242),(53 155.095),(54 157.65756),(55 158.27304),(56 157.55605),(57 158.26791),(58 158.98866),(59 157.60185),(60 156.21977),(61 157.93494),(62 156.94547),(63 157.7585),(64 156.92725),(65 153.66187),(66 152.98906),(67 152.87854),(68 150.55388),(69 153.55276),(70 155.53282),(71 155.891),(72 155.60797),(73 155.8345),(74 154.1939),(75 155.60114),(76 156.09637),(77 153.8015),(78 156.04488),(79 156.37222),
(1 68.05439),(2 83.398125),(3 95.15051),(4 100.27287),(5 103.81309),(6 108.51716),(7 114.31534),(8 119.20918),(9 122.60868),(10 126.294716),(11 130.63419),(12 131.6469),(13 135.60011),(14 134.27509),(15 140.25058),(16 140.52765),(17 142.11743),(18 144.73541),(19 144.6505),(20 146.05197),(21 147.61789),(22 150.77406),(23 151.65306),(24 155.21446),(25 155.39671),(26 156.2432),(27 159.17717),(28 160.3089),(29 160.88356),(30 162.54854),(31 163.85243),(32 162.83032),(33 159.1267),(34 160.35013),(35 158.56853),(36 158.68864),(37 158.82385),(38 159.85333),(39 159.0772),(40 159.28021),(41 159.592),(42 163.89665),(43 162.17932),(44 162.55818),(45 161.71353),(46 160.71773),(47 159.51619),(48 160.77061),(49 159.22745),(50 157.92714),(51 157.34036),(52 154.4865),(53 153.27705),(54 153.94562),(55 156.4628),(56 156.92621),(57 156.81674),(58 157.98926),(59 157.58763),(60 158.59218),(61 157.628),(62 155.73438),(63 156.65297),(64 155.06622),(65 153.49542),(66 152.31041),(67 152.89171),(68 150.75035),(69 152.56104),(70 154.55734),(71 154.20049),(72 153.69307),(73 153.44992),(74 152.5977),(75 153.96674),(76 154.57298),(77 152.93411),(78 154.90707),(79 156.57504),
(1 67.21307),(2 81.593636),(3 93.94607),(4 98.462776),(5 104.45352),(6 108.02683),(7 115.91175),(8 119.9688),(9 124.21114),(10 127.09306),(11 128.39377),(12 132.50365),(13 137.87236),(14 136.68958),(15 141.89038),(16 144.69304),(17 146.5989),(18 147.17267),(19 149.2259),(20 149.48047),(21 148.35797),(22 151.56499),(23 151.37299),(24 153.71574),(25 153.94624),(26 157.66344),(27 156.41797),(28 158.89697),(29 158.80342),(30 159.89546),(31 160.11942),(32 162.1442),(33 158.29057),(34 161.50227),(35 157.5223),(36 158.14688),(37 155.86708),(38 155.9982),(39 155.92403),(40 156.50748),(41 158.37119),(42 164.16344),(43 163.46312),(44 163.97311),(45 163.89772),(46 161.96663),(47 161.2254),(48 163.2871),(49 163.44427),(50 160.60718),(51 163.86453),(52 161.0541),(53 159.37704),(54 161.65474),(55 161.30345),(56 160.08401),(57 160.526),(58 161.24243),(59 161.11229),(60 160.95468),(61 161.35472),(62 161.59897),(63 162.04527),(64 159.5176),(65 155.86261),(66 155.52861),(67 156.57039),(68 155.46652),(69 155.13788),(70 156.19296),(71 155.29982),(72 155.07127),(73 153.59683),(74 152.30832),(75 153.34378),(76 153.82054),(77 154.24077),(78 152.95224),(79 154.48196),
(1 67.77065),(2 82.81748),(3 95.03163),(4 98.88129),(5 105.737915),(6 109.52562),(7 117.911476),(8 119.273964),(9 125.357124),(10 126.515335),(11 128.1028),(12 130.6244),(13 134.34598),(14 132.91168),(15 135.6708),(16 137.68668),(17 139.90642),(18 142.78214),(19 144.41539),(20 143.78564),(21 145.09529),(22 148.54646),(23 151.74295),(24 152.40349),(25 152.58054),(26 153.89871),(27 156.09575),(28 157.63562),(29 159.63657),(30 160.69524),(31 159.756),(32 161.6607),(33 157.0687),(34 158.21089),(35 157.52507),(36 157.54068),(37 156.63315),(38 157.53702),(39 157.93054),(40 156.82605),(41 157.54694),(42 160.7376),(43 161.9002),(44 160.06058),(45 161.25018),(46 159.24509),(47 159.58012),(48 158.21768),(49 159.19757),(50 158.78856),(51 159.86415),(52 156.38191),(53 154.70474),(54 155.69836),(55 157.9534),(56 157.33905),(57 156.38841),(58 156.1293),(59 156.37413),(60 154.70604),(61 153.18182),(62 152.68332),(63 154.3174),(64 152.17912),(65 153.8417),(66 152.48433),(67 151.90137),(68 150.25632),(69 149.4053),(70 151.69838),(71 153.00296),(72 152.1661),(73 150.82626),(74 151.58879),(75 150.85857),(76 150.79265),(77 151.74023),(78 151.3381),(79 152.49615),
(1 68.17089),(2 81.60305),(3 93.1357),(4 98.85363),(5 104.125885),(6 108.84693),(7 116.599365),(8 120.11758),(9 123.461914),(10 127.59808),(11 128.7505),(12 131.85823),(13 137.9389),(14 136.63895),(15 140.44463),(16 142.30434),(17 144.66927),(18 145.64436),(19 147.81837),(20 147.35503),(21 147.3303),(22 150.96744),(23 153.80305),(24 154.24162),(25 155.53221),(26 158.30856),(27 158.3997),(28 161.30748),(29 160.64476),(30 163.0297),(31 163.63495),(32 164.65283),(33 160.97942),(34 162.74144),(35 162.09358),(36 161.90662),(37 159.14388),(38 159.17513),(39 158.18347),(40 157.08328),(41 160.69464),(42 162.54207),(43 165.10205),(44 162.59264),(45 163.1079),(46 161.58965),(47 161.20842),(48 161.41466),(49 161.81439),(50 160.45326),(51 161.0472),(52 160.41917),(53 158.81061),(54 160.94835),(55 160.43587),(56 160.02391),(57 158.64037),(58 160.82483),(59 160.80345),(60 159.4135),(61 159.55408),(62 159.5635),(63 159.33731),(64 155.87828),(65 154.99881),(66 154.487),(67 154.75536),(68 154.39404),(69 154.91869),(70 157.07877),(71 156.4173),(72 155.27853),(73 152.25789),(74 153.80006),(75 154.44598),(76 153.2652),(77 153.08452),(78 154.51863),(79 153.46846),
(1 67.53533),(2 81.52235),(3 91.18714),(4 97.7684),(5 102.593895),(6 107.010994),(7 112.94054),(8 116.25645),(9 119.02757),(10 124.00774),(11 124.98578),(12 127.76271),(13 131.58923),(14 130.51527),(15 133.76575),(16 135.07289),(17 135.81749),(18 138.80782),(19 139.31055),(20 140.00085),(21 141.15288),(22 144.32768),(23 145.55727),(24 147.54375),(25 147.19781),(26 148.68166),(27 151.05275),(28 153.6777),(29 153.23611),(30 153.9553),(31 154.35104),(32 154.77116),(33 152.0227),(34 153.46552),(35 154.28136),(36 152.62335),(37 149.51544),(38 150.5502),(39 150.15822),(40 151.77052),(41 154.22354),(42 153.92484),(43 157.8949),(44 156.44392),(45 157.78413),(46 156.85916),(47 156.49962),(48 154.78355),(49 153.92043),(50 155.0053),(51 154.90746),(52 153.70691),(53 151.45657),(54 152.30312),(55 152.69342),(56 153.87497),(57 153.6014),(58 157.00809),(59 157.51747),(60 157.26381),(61 155.1048),(62 153.87262),(63 155.33894),(64 152.95973),(65 151.30241),(66 151.58145),(67 150.60966),(68 150.49283),(69 150.12234),(70 152.82144),(71 152.38574),(72 151.3986),(73 150.8073),(74 149.93152),(75 150.74895),(76 150.21146),(77 149.43712),(78 149.45088),(79 149.55699),
(1 67.01666),(2 81.48802),(3 91.96422),(4 98.77496),(5 103.08811),(6 109.53519),(7 114.66212),(8 119.64556),(9 121.62776),(10 125.79517),(11 127.42305),(12 129.19673),(13 135.20929),(14 134.1189),(15 137.94621),(16 137.9425),(17 141.92995),(18 142.15659),(19 143.70691),(20 144.18501),(21 145.71342),(22 149.27617),(23 150.00314),(24 151.57858),(25 152.73102),(26 154.28694),(27 157.6181),(28 158.37494),(29 158.77798),(30 161.75745),(31 161.51389),(32 161.81972),(33 160.1858),(34 160.69789),(35 159.74088),(36 158.7391),(37 156.80154),(38 158.14429),(39 157.97543),(40 158.93445),(41 160.01006),(42 160.31824),(43 163.28995),(44 161.48106),(45 161.24133),(46 160.2717),(47 161.10776),(48 160.41267),(49 160.85054),(50 159.28313),(51 159.26042),(52 159.49258),(53 156.37871),(54 156.55573),(55 159.67198),(56 157.07349),(57 154.82535),(58 157.42177),(59 158.13272),(60 157.42964),(61 155.03406),(62 153.56613),(63 155.8721),(64 152.93173),(65 151.56024),(66 152.81836),(67 152.28354),(68 150.72029),(69 150.08803),(70 150.86058),(71 151.34824),(72 150.74873),(73 151.19188),(74 148.91325),(75 149.98549),(76 150.30751),(77 150.92947),(78 151.36755),(79 152.83496),
