1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 875.4547),(2 938.9092),(3 959.1879),(4 961.84296),(5 1001.1116),(6 977.75616),(7 976.2468),(8 952.2991),(9 932.49054),(10 940.5705),(11 950.1241),(12 924.097),(13 965.5923),(14 943.6168),(15 947.3999),(16 974.54626),(17 982.997),(18 962.37634),(19 966.8322),(20 994.2418),(21 992.6689),(22 995.40344),(23 984.57556),(24 964.09143),(25 978.51044),(26 953.1268),(27 952.5429),(28 973.996),(29 955.75244),(30 978.661),(31 962.4585),(32 968.80585),(33 988.71063),(34 996.1983),(35 963.9151),(36 1000.22644),(37 979.10376),(38 988.47754),(39 960.6617),(40 945.1533),(41 963.5535),(42 948.14246),(43 943.56726),(44 973.9125),(45 981.92816),(46 988.8366),(47 984.6664),(48 958.532),(49 929.40985),(50 943.82306),(51 963.548),(52 960.821),(53 989.8834),(54 1008.8674),(55 1009.7938),(56 986.4609),(57 986.3934),(58 982.4692),(59 985.34973),(60 958.82086),(61 950.6733),(62 938.2109),(63 934.10114),(64 918.2529),(65 920.05646),(66 936.38855),(67 926.7091),(68 950.0971),(69 965.13055),(70 956.21515),(71 964.70984),(72 953.79016),(73 955.0625),(74 960.5921),(75 953.46655),(76 953.42096),(77 952.56915),(78 934.6476),(79 924.29004),
(1 878.37286),(2 909.7779),(3 953.09424),(4 966.08044),(5 979.83435),(6 966.6665),(7 961.6506),(8 933.89886),(9 933.7372),(10 946.36884),(11 943.3303),(12 947.96106),(13 971.15045),(14 975.6631),(15 946.2521),(16 932.34375),(17 952.02734),(18 979.57806),(19 949.04785),(20 957.9773),(21 970.68677),(22 947.23334),(23 957.5735),(24 933.6477),(25 944.8381),(26 935.20483),(27 928.8255),(28 931.1863),(29 971.2066),(30 950.8592),(31 959.3685),(32 970.3893),(33 974.2244),(34 972.6056),(35 971.6299),(36 971.95184),(37 968.5316),(38 965.013),(39 952.20294),(40 963.7867),(41 967.0572),(42 961.5036),(43 949.9659),(44 960.2361),(45 949.78204),(46 963.15906),(47 942.5161),(48 962.511),(49 941.1404),(50 933.20154),(51 938.6694),(52 954.8316),(53 942.3325),(54 954.78406),(55 952.3057),(56 937.2032),(57 960.039),(58 952.0066),(59 948.6519),(60 943.01544),(61 930.3899),(62 946.7341),(63 936.33997),(64 918.0465),(65 937.06445),(66 952.8235),(67 954.8941),(68 958.04236),(69 954.89844),(70 946.4862),(71 960.71265),(72 919.37384),(73 907.0786),(74 918.71014),(75 927.6),(76 913.8321),(77 919.99286),(78 894.5539),(79 914.81946),
(1 875.2329),(2 940.07263),(3 940.15784),(4 934.1251),(5 955.1414),(6 950.2267),(7 958.85657),(8 939.35657),(9 940.0936),(10 929.50104),(11 926.4145),(12 952.1832),(13 972.28253),(14 968.4609),(15 959.87775),(16 942.591),(17 959.2279),(18 951.431),(19 946.20355),(20 947.27576),(21 945.27094),(22 944.1234),(23 953.9528),(24 944.06036),(25 969.64484),(26 923.1494),(27 907.33484),(28 911.3021),(29 949.4721),(30 938.1493),(31 947.16724),(32 944.27594),(33 968.8399),(34 972.07007),(35 959.1949),(36 963.5521),(37 976.34045),(38 963.75146),(39 957.0457),(40 968.21716),(41 967.74054),(42 961.4529),(43 952.275),(44 936.0573),(45 951.33154),(46 946.08453),(47 926.6391),(48 932.35333),(49 944.4832),(50 925.98956),(51 946.92236),(52 951.949),(53 929.8327),(54 944.7438),(55 924.3596),(56 923.6195),(57 931.4404),(58 963.0352),(59 951.8049),(60 943.4493),(61 925.8747),(62 921.0527),(63 913.92377),(64 935.8236),(65 945.9721),(66 956.30536),(67 955.59784),(68 935.02136),(69 948.06866),(70 949.1935),(71 924.1634),(72 922.50446),(73 906.9938),(74 920.1791),(75 913.6819),(76 915.5716),(77 937.5155),(78 916.7073),(79 917.5812),
(1 853.5224),(2 867.67944),(3 912.0896),(4 921.5176),(5 928.50183),(6 945.85443),(7 921.5766),(8 935.3137),(9 907.0096),(10 934.6886),(11 921.8962),(12 915.7328),(13 906.6545),(14 927.33405),(15 924.33716),(16 920.63727),(17 935.07324),(18 927.6044),(19 922.02203),(20 908.9532),(21 943.6934),(22 938.28015),(23 929.0137),(24 904.6565),(25 900.0952),(26 914.088),(27 918.12067),(28 914.93024),(29 938.32166),(30 918.49805),(31 934.1051),(32 928.86),(33 937.1177),(34 927.0966),(35 931.8245),(36 945.2995),(37 940.10065),(38 942.6401),(39 929.29266),(40 935.08594),(41 935.6339),(42 923.56116),(43 926.5136),(44 934.58203),(45 950.44995),(46 947.4367),(47 946.01697),(48 946.31946),(49 919.5896),(50 908.5381),(51 894.4708),(52 920.3508),(53 915.9996),(54 935.1827),(55 939.76996),(56 905.03186),(57 905.05023),(58 922.24084),(59 908.07275),(60 920.5262),(61 925.6201),(62 913.2794),(63 904.217),(64 897.57947),(65 900.62085),(66 887.1857),(67 890.7948),(68 898.44556),(69 925.1529),(70 935.363),(71 909.73193),(72 924.3468),(73 892.3467),(74 887.3125),(75 898.68353),(76 881.7084),(77 897.9797),(78 887.6098),(79 893.27765),
(1 831.48676),(2 853.3858),(3 879.4423),(4 889.0889),(5 928.713),(6 921.8184),(7 931.856),(8 889.63275),(9 901.08527),(10 903.47644),(11 899.0489),(12 923.9036),(13 924.3578),(14 909.0095),(15 908.3305),(16 896.1975),(17 909.0068),(18 910.491),(19 901.57745),(20 902.8208),(21 911.6507),(22 908.9379),(23 895.92487),(24 900.0242),(25 876.2449),(26 887.2232),(27 900.49194),(28 907.8495),(29 899.8878),(30 894.15955),(31 915.20123),(32 919.6907),(33 914.6864),(34 897.34143),(35 920.85364),(36 902.53796),(37 920.7797),(38 917.69696),(39 902.7459),(40 926.3478),(41 884.05695),(42 902.0762),(43 897.0417),(44 895.39685),(45 907.1155),(46 924.03345),(47 883.93945),(48 901.24805),(49 890.59436),(50 887.9472),(51 889.00964),(52 895.9911),(53 890.06604),(54 919.1065),(55 898.5644),(56 875.1801),(57 885.9055),(58 901.76624),(59 908.7136),(60 876.6923),(61 894.1458),(62 865.2071),(63 867.78534),(64 868.15454),(65 859.08417),(66 899.60205),(67 894.9365),(68 901.4084),(69 901.89276),(70 915.1445),(71 898.07794),(72 884.0127),(73 871.9605),(74 886.14185),(75 876.02454),(76 881.854),(77 878.7317),(78 871.94507),(79 865.33325),
(1 837.20435),(2 862.25586),(3 872.459),(4 899.1807),(5 895.4987),(6 891.6542),(7 901.8963),(8 886.17615),(9 917.1381),(10 902.2447),(11 905.3336),(12 909.29193),(13 897.0548),(14 904.9371),(15 919.80225),(16 902.2745),(17 894.52136),(18 923.116),(19 885.432),(20 888.5681),(21 902.41156),(22 906.5429),(23 891.79333),(24 899.9171),(25 895.3826),(26 877.7344),(27 885.8477),(28 849.87225),(29 870.6309),(30 865.60187),(31 903.218),(32 900.8014),(33 908.4038),(34 878.2762),(35 920.9319),(36 908.80176),(37 884.8377),(38 899.7465),(39 872.9895),(40 897.081),(41 899.0961),(42 891.432),(43 922.52246),(44 906.78644),(45 913.68713),(46 936.17413),(47 911.0235),(48 902.7676),(49 895.0327),(50 882.7036),(51 894.34204),(52 882.0103),(53 903.9585),(54 902.81165),(55 891.20483),(56 862.384),(57 877.1529),(58 894.43134),(59 885.552),(60 890.6313),(61 874.14374),(62 855.83215),(63 864.2637),(64 854.86884),(65 846.4284),(66 857.93),(67 856.282),(68 859.62036),(69 870.629),(70 872.52966),(71 861.3668),(72 854.4552),(73 845.38574),(74 870.957),(75 867.5765),(76 883.014),(77 872.3897),(78 871.93134),(79 857.95197),
(1 795.2519),(2 817.5864),(3 871.97076),(4 881.0514),(5 876.32715),(6 876.16583),(7 870.19995),(8 867.081),(9 880.9053),(10 870.63727),(11 871.34454),(12 858.78534),(13 853.29517),(14 869.02026),(15 869.1802),(16 864.4491),(17 883.97064),(18 883.97815),(19 879.5184),(20 896.21643),(21 888.4353),(22 892.53064),(23 867.59546),(24 862.5929),(25 855.7765),(26 857.89734),(27 864.6545),(28 872.9234),(29 872.53424),(30 893.9199),(31 887.7943),(32 884.4679),(33 896.8089),(34 888.2527),(35 892.5393),(36 857.7196),(37 882.5635),(38 873.03955),(39 872.61884),(40 863.7898),(41 867.6456),(42 860.1921),(43 868.9676),(44 880.7741),(45 871.7536),(46 876.37714),(47 856.5123),(48 858.25055),(49 875.0585),(50 864.687),(51 863.96423),(52 851.19403),(53 855.17865),(54 862.1575),(55 886.44354),(56 867.55756),(57 869.7102),(58 873.0555),(59 853.82263),(60 853.08545),(61 863.8486),(62 848.1527),(63 848.52936),(64 814.309),(65 854.8112),(66 854.8899),(67 853.497),(68 859.20325),(69 881.0357),(70 866.5382),(71 846.73584),(72 843.4385),(73 827.05615),(74 825.7894),(75 829.252),(76 816.374),(77 821.35),(78 857.68115),(79 844.1459),
(1 811.64624),(2 862.63043),(3 878.8144),(4 898.7815),(5 887.98157),(6 911.4248),(7 892.9893),(8 903.9335),(9 894.0184),(10 876.0771),(11 894.0748),(12 899.66693),(13 888.22125),(14 898.7791),(15 900.7887),(16 896.6817),(17 895.10223),(18 901.6576),(19 873.79346),(20 902.81793),(21 893.7805),(22 901.8834),(23 900.4323),(24 896.68195),(25 887.26227),(26 866.6433),(27 870.339),(28 866.04083),(29 906.53094),(30 891.8739),(31 895.6412),(32 899.37994),(33 899.52167),(34 889.6072),(35 889.7487),(36 903.2634),(37 906.1085),(38 905.1967),(39 894.26416),(40 894.4888),(41 901.8519),(42 878.11194),(43 885.7487),(44 881.5505),(45 869.3765),(46 887.673),(47 864.9975),(48 899.0921),(49 872.0494),(50 877.75867),(51 862.96014),(52 881.0357),(53 882.2817),(54 881.02814),(55 877.11646),(56 870.5636),(57 886.5137),(58 880.0146),(59 889.7091),(60 897.1784),(61 876.4347),(62 868.97327),(63 844.40173),(64 852.00446),(65 865.7897),(66 864.56036),(67 852.40295),(68 873.59485),(69 864.1472),(70 867.1995),(71 871.96063),(72 859.93134),(73 833.7005),(74 865.41956),(75 836.6772),(76 852.204),(77 857.31134),(78 847.34),(79 867.3729),
(1 807.1489),(2 870.34406),(3 871.73303),(4 870.9804),(5 878.33777),(6 889.2688),(7 900.25336),(8 871.7928),(9 875.6958),(10 875.0347),(11 883.9202),(12 877.2266),(13 896.20746),(14 889.3872),(15 897.1542),(16 888.03156),(17 871.5247),(18 878.1241),(19 853.6143),(20 853.6853),(21 869.79083),(22 865.9071),(23 874.26117),(24 869.4203),(25 872.6102),(26 863.1635),(27 856.8898),(28 859.32324),(29 885.90717),(30 881.07086),(31 888.37646),(32 889.4274),(33 920.7731),(34 873.36835),(35 881.5383),(36 899.33325),(37 894.6568),(38 888.74365),(39 861.2277),(40 863.6984),(41 886.3962),(42 875.8086),(43 889.6792),(44 857.57416),(45 881.1303),(46 883.5638),(47 881.8184),(48 876.47314),(49 865.4956),(50 863.0172),(51 851.4709),(52 844.02747),(53 848.19366),(54 852.34534),(55 844.8259),(56 847.6396),(57 835.84106),(58 855.1716),(59 863.7713),(60 844.59827),(61 828.00073),(62 840.2661),(63 825.2627),(64 824.0209),(65 842.6774),(66 844.0451),(67 863.4572),(68 868.1855),(69 863.37256),(70 860.63776),(71 848.84326),(72 846.77515),(73 854.2765),(74 862.6003),(75 867.725),(76 875.04205),(77 859.7876),(78 847.9297),(79 833.4508),
(1 746.49744),(2 807.0763),(3 831.995),(4 841.55493),(5 862.3758),(6 863.44324),(7 882.2218),(8 855.3221),(9 843.5836),(10 825.1842),(11 831.96564),(12 833.8236),(13 844.50085),(14 836.5048),(15 831.4733),(16 870.24365),(17 869.0825),(18 860.9397),(19 849.1135),(20 851.433),(21 871.28174),(22 871.41486),(23 851.75494),(24 848.20197),(25 824.64197),(26 822.2446),(27 822.10913),(28 830.59265),(29 847.61),(30 855.63293),(31 853.71484),(32 866.2205),(33 870.7289),(34 829.0341),(35 842.5448),(36 846.7903),(37 841.04376),(38 861.99164),(39 842.113),(40 846.94696),(41 849.64136),(42 824.1505),(43 828.6686),(44 830.6557),(45 829.305),(46 840.9892),(47 831.2901),(48 831.7053),(49 838.98804),(50 846.8636),(51 846.9954),(52 826.60504),(53 845.68256),(54 849.39087),(55 852.7074),(56 851.0233),(57 829.24225),(58 825.3487),(59 852.17474),(60 838.8831),(61 821.7035),(62 819.6285),(63 813.3528),(64 797.8979),(65 811.4364),(66 803.838),(67 807.22723),(68 826.6044),(69 827.96655),(70 850.0665),(71 830.8672),(72 820.4088),(73 797.1758),(74 793.1786),(75 803.5465),(76 802.79596),(77 820.60754),(78 798.66406),(79 803.9689),
(1 784.1391),(2 824.4983),(3 854.1565),(4 864.5311),(5 872.015),(6 868.51465),(7 872.9156),(8 874.9066),(9 852.2933),(10 852.0112),(11 852.04083),(12 864.6494),(13 826.1015),(14 837.62665),(15 834.0663),(16 844.6363),(17 854.2233),(18 850.25745),(19 848.0269),(20 847.9949),(21 854.52826),(22 850.2711),(23 843.36597),(24 849.7921),(25 864.6663),(26 843.00616),(27 835.1862),(28 832.0759),(29 858.3442),(30 842.8509),(31 858.12335),(32 861.2057),(33 876.02765),(34 837.14264),(35 844.5905),(36 845.05817),(37 842.8275),(38 845.998),(39 835.9226),(40 841.72516),(41 849.5847),(42 831.1531),(43 854.5914),(44 850.0801),(45 853.1212),(46 869.4742),(47 842.7012),(48 853.5176),(49 830.14014),(50 842.84595),(51 832.521),(52 848.3755),(53 857.3849),(54 838.973),(55 827.38464),(56 822.21924),(57 838.43085),(58 850.6036),(59 836.9459),(60 830.59796),(61 837.17365),(62 816.8185),(63 795.354),(64 803.69086),(65 830.8258),(66 828.1503),(67 819.48047),(68 828.9182),(69 846.7039),(70 827.35034),(71 834.0565),(72 813.74677),(73 823.12463),(74 817.40704),(75 821.3961),(76 818.723),(77 824.0053),(78 800.14526),(79 808.38416),
(1 744.7282),(2 779.5176),(3 813.98364),(4 799.97064),(5 825.765),(6 820.0359),(7 832.2035),(8 789.40234),(9 818.3773),(10 802.51746),(11 806.9527),(12 831.21295),(13 840.17773),(14 812.3586),(15 817.3246),(16 813.8031),(17 819.57855),(18 831.231),(19 799.48737),(20 794.1603),(21 806.3777),(22 818.68677),(23 816.27246),(24 818.3228),(25 836.1028),(26 814.4112),(27 799.8735),(28 806.7996),(29 824.72906),(30 802.3294),(31 813.9498),(32 841.50214),(33 821.76825),(34 811.4994),(35 819.3521),(36 818.4266),(37 818.22015),(38 805.7052),(39 823.403),(40 824.60297),(41 810.216),(42 829.69086),(43 837.9863),(44 811.2113),(45 847.98615),(46 861.13214),(47 831.2483),(48 821.7991),(49 798.30035),(50 801.35754),(51 811.74426),(52 813.27106),(53 813.6541),(54 815.49164),(55 809.0249),(56 781.77466),(57 821.8009),(58 820.13965),(59 811.0265),(60 802.14777),(61 801.13617),(62 791.26855),(63 781.15436),(64 789.76544),(65 793.4971),(66 796.11847),(67 784.3747),(68 805.9695),(69 809.14185),(70 794.40063),(71 802.0825),(72 774.2508),(73 775.96985),(74 777.16223),(75 780.9969),(76 782.2216),(77 791.0149),(78 762.9024),(79 753.49066),
(1 739.85645),(2 794.1515),(3 813.1059),(4 834.3586),(5 859.2848),(6 843.3027),(7 824.72003),(8 817.7289),(9 808.5455),(10 799.8089),(11 794.41644),(12 823.452),(13 804.7017),(14 790.7537),(15 802.9776),(16 822.5833),(17 845.0495),(18 855.35205),(19 818.59845),(20 818.7825),(21 808.1464),(22 819.79834),(23 813.48706),(24 805.7789),(25 818.4329),(26 789.5534),(27 792.5712),(28 812.49786),(29 817.7715),(30 833.17773),(31 820.75867),(32 840.4041),(33 828.1458),(34 812.1174),(35 821.14795),(36 837.31384),(37 829.65765),(38 810.7076),(39 809.88684),(40 826.41864),(41 821.70074),(42 827.9516),(43 822.2935),(44 824.21735),(45 819.22437),(46 809.0612),(47 826.5525),(48 826.85583),(49 807.433),(50 822.9913),(51 799.607),(52 819.9493),(53 822.7561),(54 838.8496),(55 816.3103),(56 824.0518),(57 824.1519),(58 847.51245),(59 824.1733),(60 823.4589),(61 816.90796),(62 798.3894),(63 791.051),(64 788.3226),(65 784.5978),(66 791.413),(67 790.63727),(68 786.057),(69 808.2609),(70 825.6904),(71 818.0557),(72 807.19904),(73 769.7973),(74 786.7988),(75 774.8096),(76 788.12115),(77 793.6136),(78 800.23303),(79 788.3751),
(1 746.28046),(2 765.03687),(3 804.2491),(4 794.4365),(5 808.736),(6 814.51685),(7 824.3151),(8 803.69763),(9 789.7824),(10 789.0965),(11 805.1749),(12 796.4994),(13 778.76654),(14 797.6978),(15 786.35724),(16 794.4003),(17 794.559),(18 803.1275),(19 787.29755),(20 794.693),(21 813.79663),(22 814.8683),(23 808.61774),(24 786.2624),(25 803.7627),(26 787.47876),(27 787.33453),(28 763.4396),(29 793.685),(30 813.69507),(31 805.04364),(32 795.6655),(33 800.27734),(34 791.7556),(35 811.33026),(36 811.3973),(37 816.52216),(38 818.5018),(39 814.2555),(40 817.3529),(41 810.24945),(42 805.8873),(43 790.2402),(44 803.49615),(45 823.8862),(46 795.28955),(47 798.89264),(48 803.89075),(49 786.5303),(50 772.6023),(51 793.43677),(52 783.03656),(53 762.73145),(54 811.05853),(55 805.38434),(56 785.961),(57 797.14984),(58 795.7816),(59 792.2362),(60 813.1498),(61 788.3422),(62 782.19244),(63 773.93634),(64 771.61816),(65 780.0253),(66 769.9127),(67 785.49854),(68 785.83575),(69 805.7439),(70 817.7521),(71 792.19867),(72 770.6187),(73 761.30096),(74 763.5703),(75 776.3529),(76 750.98737),(77 777.151),(78 765.66815),(79 772.26056),
(1 706.644),(2 751.02496),(3 776.30884),(4 768.79083),(5 767.31),(6 769.6974),(7 784.44763),(8 770.7384),(9 774.7007),(10 757.65857),(11 767.0849),(12 782.72864),(13 784.13544),(14 783.5734),(15 782.6286),(16 782.66016),(17 758.75366),(18 769.3209),(19 756.02637),(20 771.3106),(21 770.9438),(22 761.43304),(23 774.9182),(24 778.4347),(25 775.19257),(26 773.89655),(27 765.42975),(28 758.0216),(29 772.4649),(30 783.1553),(31 776.2808),(32 792.1272),(33 780.3567),(34 779.6932),(35 773.8957),(36 780.636),(37 775.11957),(38 764.5072),(39 749.0276),(40 757.73254),(41 755.39954),(42 759.99164),(43 770.7657),(44 754.9977),(45 780.40137),(46 787.7283),(47 781.0337),(48 769.21454),(49 763.69),(50 778.3385),(51 759.4047),(52 751.3486),(53 758.1135),(54 766.8787),(55 769.42365),(56 746.25885),(57 759.066),(58 776.38464),(59 785.50775),(60 776.61957),(61 775.0931),(62 780.6101),(63 750.5893),(64 755.7767),(65 777.9108),(66 761.23785),(67 776.2509),(68 757.9826),(69 766.4656),(70 778.8535),(71 770.76575),(72 770.4692),(73 758.5747),(74 743.89374),(75 756.51605),(76 757.82697),(77 752.07904),(78 745.481),(79 760.01263),
(1 688.9446),(2 726.59644),(3 781.4669),(4 790.7775),(5 789.1222),(6 787.43604),(7 772.55084),(8 758.59485),(9 787.1967),(10 778.35297),(11 768.50195),(12 756.04926),(13 752.6178),(14 752.82104),(15 767.0736),(16 775.2488),(17 780.8221),(18 772.0801),(19 771.1936),(20 766.3292),(21 792.601),(22 779.6161),(23 789.9953),(24 782.8087),(25 754.2813),(26 763.0898),(27 774.29016),(28 772.35767),(29 778.5087),(30 756.2469),(31 770.16736),(32 763.4981),(33 782.00726),(34 781.83246),(35 773.1251),(36 793.2092),(37 791.66437),(38 784.49445),(39 778.6204),(40 776.50696),(41 777.0624),(42 788.4788),(43 765.25323),(44 784.04834),(45 773.495),(46 790.4599),(47 783.8971),(48 787.54236),(49 761.941),(50 773.7476),(51 768.50336),(52 806.34937),(53 790.59827),(54 788.3506),(55 780.5907),(56 768.416),(57 784.0608),(58 789.66724),(59 788.0705),(60 768.4315),(61 770.6204),(62 750.8338),(63 753.2958),(64 742.92053),(65 752.96075),(66 753.7418),(67 752.1015),(68 751.29004),(69 753.1054),(70 763.81854),(71 752.33826),(72 750.8342),(73 734.5248),(74 747.4001),(75 728.72736),(76 735.89294),(77 735.47144),(78 733.7733),(79 749.67365),
(1 685.8125),(2 718.5338),(3 771.27905),(4 770.6446),(5 765.9428),(6 763.2022),(7 779.46533),(8 748.3483),(9 754.35345),(10 751.2962),(11 762.0481),(12 765.1488),(13 756.46674),(14 759.999),(15 749.9021),(16 774.5415),(17 767.03815),(18 758.87714),(19 754.7461),(20 749.25745),(21 766.05084),(22 758.35065),(23 782.9308),(24 769.1137),(25 763.4831),(26 750.5632),(27 747.6802),(28 739.84094),(29 759.8558),(30 766.3241),(31 769.92706),(32 760.9786),(33 769.2269),(34 759.3837),(35 754.81995),(36 765.6249),(37 751.5958),(38 751.61475),(39 741.43695),(40 738.4281),(41 767.5627),(42 743.7857),(43 763.32544),(44 771.06805),(45 766.988),(46 752.7576),(47 756.221),(48 750.19135),(49 749.1021),(50 739.82294),(51 743.0168),(52 754.08215),(53 742.3999),(54 747.1283),(55 758.384),(56 752.9769),(57 774.82526),(58 772.59845),(59 762.9393),(60 754.2029),(61 755.7825),(62 738.26514),(63 718.60144),(64 729.3817),(65 719.3984),(66 731.37946),(67 726.7166),(68 744.75366),(69 740.0535),(70 761.2538),(71 741.9828),(72 743.46063),(73 742.8839),(74 723.1268),(75 735.6762),(76 731.31415),(77 746.87775),(78 715.5119),(79 740.6227),
(1 677.8409),(2 717.1888),(3 740.7527),(4 736.6308),(5 733.06226),(6 753.4697),(7 761.5078),(8 730.1623),(9 741.77795),(10 724.1076),(11 749.7553),(12 760.74146),(13 772.31836),(14 749.4541),(15 747.0861),(16 760.4556),(17 737.3319),(18 732.72266),(19 731.2061),(20 749.0863),(21 754.03534),(22 749.8985),(23 738.35016),(24 746.3651),(25 737.40985),(26 739.46857),(27 719.6391),(28 727.6102),(29 751.2366),(30 737.41144),(31 735.5119),(32 741.23065),(33 729.0166),(34 745.71124),(35 737.9748),(36 728.07794),(37 738.6684),(38 735.4518),(39 739.2507),(40 731.89734),(41 740.8988),(42 745.00116),(43 747.6515),(44 754.66626),(45 768.32196),(46 750.74457),(47 752.76324),(48 757.1066),(49 751.66864),(50 737.1102),(51 744.50507),(52 739.33075),(53 734.38745),(54 740.6308),(55 733.2107),(56 722.9028),(57 735.4114),(58 749.8113),(59 739.4282),(60 733.7474),(61 724.6491),(62 725.41876),(63 714.1276),(64 709.2312),(65 729.0312),(66 738.54193),(67 729.3829),(68 732.2741),(69 726.15375),(70 731.48883),(71 718.2488),(72 724.00104),(73 726.9795),(74 719.57715),(75 739.6572),(76 733.77295),(77 728.17377),(78 718.9569),(79 719.2422),
(1 660.76654),(2 718.84186),(3 732.4401),(4 725.0292),(5 742.71155),(6 746.74194),(7 759.1642),(8 739.02374),(9 740.231),(10 747.62164),(11 739.87286),(12 715.92725),(13 723.0442),(14 726.98083),(15 736.554),(16 736.72003),(17 754.48395),(18 747.784),(19 731.1901),(20 743.57263),(21 757.96545),(22 750.59235),(23 742.4319),(24 757.3747),(25 714.12024),(26 727.62036),(27 730.2973),(28 733.1231),(29 747.7887),(30 756.7508),(31 755.707),(32 770.27734),(33 756.1396),(34 752.6095),(35 754.37573),(36 744.6876),(37 733.002),(38 721.0297),(39 720.1232),(40 732.38293),(41 734.6488),(42 727.7558),(43 748.8722),(44 733.13007),(45 753.8762),(46 762.31525),(47 750.1805),(48 740.01196),(49 736.2138),(50 746.24927),(51 728.29333),(52 742.5095),(53 744.4453),(54 746.23413),(55 740.9369),(56 736.8885),(57 737.7817),(58 758.3148),(59 752.55853),(60 746.24316),(61 730.2039),(62 723.13776),(63 723.20605),(64 709.8668),(65 713.8216),(66 707.5489),(67 714.51483),(68 738.4949),(69 736.74976),(70 737.24243),(71 734.66364),(72 715.5898),(73 707.86115),(74 689.3804),(75 710.372),(76 706.52594),(77 698.7884),(78 701.73535),(79 708.6175),
