1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 283950.03),(2 284229.03),(3 284459.56),(4 276030.38),(5 283060.88),(6 284804.6),(7 288834.66),(8 282814.38),(9 284099.56),(10 270830.2),(11 279984.2),(12 273423.97),(13 279759.56),(14 275981.6),(15 275872.06),(16 275855.94),(17 275822.38),(18 278084.34),(19 281656),(20 289661.63),(21 276842.84),(22 272435.66),(23 277883.28),(24 277479.28),(25 278311.78),(26 281290.3),(27 275158.6),(28 281691.13),(29 268526.16),(30 269459.34),(31 276798.88),(32 271877.97),(33 276032.03),(34 288785.28),(35 277143.8),(36 276259.3),(37 271859.16),(38 283840.25),(39 282672.9),(40 288035.53),(41 277974.9),(42 280540.44),(43 277845.72),(44 276405.38),(45 296003.28),(46 290741.25),(47 279165.03),(48 271006.13),(49 286379.34),(50 277696.1),(51 277481.75),(52 274882.44),(53 291908.16),(54 282007.53),(55 261023.78),(56 272776.88),(57 269488.44),(58 265597.06),(59 261866.42),(60 267845.22),(61 263891),(62 277320.38),(63 266749.94),(64 255141.9),(65 261597.27),(66 267966.25),(67 266572.94),(68 274062.25),(69 271214.53),(70 264141.47),(71 269693.97),(72 269558.13),(73 279295.72),(74 278330.78),(75 279339.25),(76 281759.16),(77 280489.38),(78 269173.78),(79 269872.97),
(1 260888.05),(2 265004.78),(3 262727.22),(4 251903.66),(5 268325.3),(6 269326.6),(7 273990.38),(8 260637.8),(9 264997.72),(10 277807.78),(11 263200.72),(12 265268.38),(13 269485.53),(14 273693.7),(15 260017.25),(16 261391.92),(17 267133.7),(18 271097.7),(19 267503.9),(20 268830.03),(21 274485.2),(22 269971.63),(23 260084.34),(24 261153.33),(25 264736),(26 277056.53),(27 276558.75),(28 265737.16),(29 264306.47),(30 276386),(31 268502.5),(32 261319.31),(33 254195.16),(34 259702.56),(35 262582.16),(36 253182.28),(37 257815.03),(38 256366.53),(39 267258.78),(40 263150.16),(41 263804.1),(42 266984.6),(43 258639.27),(44 263265.88),(45 274680.53),(46 265846.22),(47 275798.94),(48 276605.56),(49 274434.3),(50 281399.13),(51 272817.25),(52 266841.47),(53 268679.3),(54 270726.16),(55 263733.2),(56 259867.61),(57 258437.4),(58 265835.4),(59 269577.7),(60 266452.94),(61 268641.13),(62 269732.3),(63 265036.4),(64 252838.52),(65 258379.53),(66 258245.75),(67 260155.4),(68 261561.86),(69 262837.53),(70 259493.83),(71 260050.06),(72 259751.84),(73 271785),(74 262200.25),(75 263542.5),(76 260149.7),(77 262028.47),(78 255721.17),(79 259565.56),
(1 254764.92),(2 260849.66),(3 257751.77),(4 242977.78),(5 250474.53),(6 261378.84),(7 253537.16),(8 257112.89),(9 252223.06),(10 259935.08),(11 254191.81),(12 257424.61),(13 252004.81),(14 259687.69),(15 249995.34),(16 251730.58),(17 249331.06),(18 245441.16),(19 251601.19),(20 250628.4),(21 248550.7),(22 251855.88),(23 245028.67),(24 249808),(25 253073.02),(26 252284.13),(27 258046.92),(28 255340.03),(29 253489.11),(30 240788.44),(31 248355.02),(32 255366.58),(33 244903.45),(34 243299.9),(35 252532.8),(36 243128.58),(37 257101.66),(38 246298.05),(39 247001.52),(40 252339.92),(41 250275.13),(42 265152.56),(43 258873.88),(44 251044.1),(45 245598.48),(46 256455.73),(47 272949.5),(48 256680.39),(49 255325.42),(50 251394.63),(51 251823.02),(52 238349.03),(53 247720.94),(54 250749.55),(55 246022.67),(56 248425.42),(57 242943.42),(58 252513.16),(59 257022),(60 246326.89),(61 241406.22),(62 260494.17),(63 255291.81),(64 241933.7),(65 247707.39),(66 233383.56),(67 247815.9),(68 246370.31),(69 249888.8),(70 248571.33),(71 249132.77),(72 246323.45),(73 250621.7),(74 237820.31),(75 239097.2),(76 241783.28),(77 239438.08),(78 236498.8),(79 229231.08),
(1 240649.06),(2 250037.06),(3 238173.73),(4 228821.11),(5 236126.11),(6 247518.3),(7 251137.75),(8 253147.73),(9 245616.05),(10 241889.97),(11 251800.08),(12 240271.95),(13 243505),(14 245256.72),(15 240754.33),(16 242435.97),(17 240347.52),(18 238630.3),(19 239943.3),(20 242382.3),(21 246773.11),(22 253768.98),(23 239845.58),(24 248044.13),(25 258307.69),(26 239456.7),(27 239823.38),(28 249216.8),(29 247756.56),(30 244649.3),(31 248362.77),(32 233532.92),(33 235462.3),(34 238892.95),(35 239951.36),(36 234998.4),(37 242610.27),(38 242785.94),(39 228974.14),(40 243594.69),(41 246186.81),(42 248213.63),(43 246115.38),(44 239454.33),(45 241815.97),(46 238461.81),(47 245600.63),(48 241254.86),(49 241469.63),(50 234117.66),(51 238612.03),(52 241907.73),(53 237139.36),(54 239944),(55 232696.7),(56 229359.81),(57 240287.33),(58 234303.64),(59 240333.31),(60 227570.84),(61 227952.47),(62 240170.81),(63 229257.39),(64 225660.27),(65 230101.31),(66 234508.47),(67 231245.7),(68 231758.81),(69 241763.02),(70 240752.63),(71 244796.98),(72 233793.08),(73 240738.33),(74 242439.17),(75 236988.6),(76 242809.22),(77 238365.73),(78 226867.56),(79 231916.9),
(1 234936.64),(2 240086.9),(3 238261.39),(4 239935.45),(5 232008.42),(6 242718.44),(7 242886.58),(8 240312.08),(9 252515.31),(10 233139.25),(11 233821.88),(12 231714.13),(13 245244.42),(14 235081.89),(15 229793.66),(16 234182.58),(17 237931.9),(18 237099.67),(19 231502.2),(20 230714.17),(21 239795.36),(22 238876.55),(23 240041.58),(24 230090.39),(25 233167.22),(26 236016.1),(27 240018.52),(28 234626.98),(29 235703),(30 232371),(31 233396.55),(32 238580.19),(33 233996.69),(34 234679.58),(35 234231.6),(36 242215.48),(37 239709.39),(38 235332.05),(39 240787.77),(40 243288.66),(41 236546.03),(42 230710.84),(43 238327.72),(44 238248.42),(45 239255.17),(46 249306.44),(47 244854.94),(48 240354.7),(49 238633.1),(50 233704.22),(51 246834.42),(52 236078.72),(53 238236.28),(54 238341.14),(55 234256.1),(56 239875.36),(57 229524.17),(58 226699.86),(59 233613.78),(60 224909.83),(61 230232.45),(62 234653.92),(63 224678.02),(64 227214.67),(65 230917.19),(66 229560.52),(67 234992.81),(68 234655.45),(69 228757.69),(70 236341.19),(71 232803.86),(72 234729.58),(73 230086.27),(74 236988.17),(75 236243.05),(76 231477.38),(77 232785.61),(78 225242.42),(79 228713.3),
(1 219965.44),(2 230696.13),(3 225965.83),(4 212701.03),(5 214848.25),(6 224375.02),(7 230706.55),(8 223609.75),(9 230437.14),(10 227186.3),(11 222822.08),(12 214593.78),(13 216156.8),(14 228907.2),(15 229105.8),(16 217714.94),(17 223995.83),(18 224018.44),(19 229560.13),(20 224632.73),(21 227083.7),(22 220631.11),(23 220858.55),(24 220261.83),(25 226257.1),(26 221966.14),(27 225255.38),(28 228599.03),(29 226147.83),(30 235121.63),(31 223688.25),(32 231702.34),(33 231437.45),(34 225158.38),(35 226307.03),(36 221151.1),(37 235523.28),(38 229021.75),(39 217004.89),(40 222987.02),(41 217993.06),(42 226491.66),(43 231915.1),(44 234340.38),(45 233669.95),(46 229383.23),(47 228371.73),(48 232580.69),(49 234620.67),(50 240389.03),(51 229607.61),(52 228659.02),(53 225165.27),(54 227987.16),(55 227572.55),(56 230354.27),(57 223937.19),(58 223634.03),(59 229279.19),(60 230206.5),(61 224482.63),(62 222921.03),(63 213505.33),(64 218334.44),(65 221544.8),(66 221956.52),(67 226518.55),(68 221090.38),(69 216758.5),(70 222933.67),(71 222369.5),(72 215638.94),(73 218469.4),(74 228320.77),(75 216349.19),(76 210542.13),(77 212717.78),(78 211595.61),(79 207314.5),
(1 222201.53),(2 227638.52),(3 226736.17),(4 225692.22),(5 237281.39),(6 227514.3),(7 236825.44),(8 233726.56),(9 239222.64),(10 238555.22),(11 230579.67),(12 233501.53),(13 229524.5),(14 233820.98),(15 223223.05),(16 220966.72),(17 225046.1),(18 234303.72),(19 223182.88),(20 226163.58),(21 225679.14),(22 220364.86),(23 218669.48),(24 217081.2),(25 226092.88),(26 225855.78),(27 224398.72),(28 226031.3),(29 227913.13),(30 228624.61),(31 222393.13),(32 228655.3),(33 231165.36),(34 223149.94),(35 221201.97),(36 222586.14),(37 230591.67),(38 226129.39),(39 233891.72),(40 229105.03),(41 231160.88),(42 227471.17),(43 242757.48),(44 234068.5),(45 228052.4),(46 224295.7),(47 236060),(48 236045.9),(49 233788.83),(50 230312.94),(51 226141.77),(52 221343.1),(53 224626.81),(54 227429.77),(55 216781.64),(56 222193.36),(57 227200.13),(58 229581.77),(59 223172.83),(60 222896.63),(61 228009.73),(62 221442.03),(63 217569.53),(64 220113.19),(65 222895.34),(66 221202.55),(67 221881.23),(68 222759.75),(69 224024.33),(70 223089.78),(71 225778.6),(72 228823.25),(73 232188.48),(74 232307.78),(75 226393.33),(76 226284.5),(77 217011.34),(78 218658.97),(79 215410.36),
(1 207657.78),(2 217187.11),(3 208464.47),(4 203828.67),(5 200831),(6 209406.22),(7 221980.86),(8 214571.16),(9 220804.48),(10 215221.73),(11 217865.17),(12 214036.72),(13 208874.27),(14 204802.78),(15 203233.78),(16 208945.88),(17 215539.23),(18 212989.73),(19 208741.83),(20 216809.05),(21 215928),(22 212345.78),(23 208196.98),(24 207563.61),(25 215610.67),(26 219969.56),(27 221345.78),(28 219723.11),(29 221661.1),(30 218464.94),(31 215978.39),(32 216106.67),(33 213876.06),(34 204637.94),(35 212113.45),(36 217955.28),(37 224010.03),(38 210879.28),(39 215813.7),(40 210569.1),(41 212595.25),(42 212746.3),(43 216167.53),(44 209077.52),(45 205064),(46 208349.7),(47 214413.31),(48 214903.33),(49 210212.67),(50 213135.44),(51 207533.7),(52 202754.53),(53 202248.72),(54 202779.3),(55 213304.94),(56 207330.83),(57 211935.48),(58 206411.33),(59 208174.4),(60 203052.66),(61 213339.72),(62 205647.47),(63 206928.58),(64 200452.61),(65 210852.63),(66 203740),(67 211615.84),(68 206036.47),(69 208648.94),(70 205656.75),(71 211127.34),(72 208733.61),(73 200565.13),(74 207022.06),(75 208479.9),(76 202072.81),(77 199817.22),(78 203482.92),(79 203029.97),
(1 195841.58),(2 218481.17),(3 209432.81),(4 213153.17),(5 207682.48),(6 205722.36),(7 216511.56),(8 217184.64),(9 213212.22),(10 210451.25),(11 209701.73),(12 205362.95),(13 200031.03),(14 208429.97),(15 211440.56),(16 210440.95),(17 204317.86),(18 204048.31),(19 213383.52),(20 207995.05),(21 206962.44),(22 211981.44),(23 211625.53),(24 207739.66),(25 213057.22),(26 214581.44),(27 217031.83),(28 204527.05),(29 211919.9),(30 217147.92),(31 209583.13),(32 209073.34),(33 206875.44),(34 210296.56),(35 208343.66),(36 206999.66),(37 210600.42),(38 208716.19),(39 209824.13),(40 217743.3),(41 204821.69),(42 204722.22),(43 204373.48),(44 209828.56),(45 217746.14),(46 215683.05),(47 212172.58),(48 211800.7),(49 208456.48),(50 208130.13),(51 208801.53),(52 205826.81),(53 201575.86),(54 210218.56),(55 210267.58),(56 207474.08),(57 204016.89),(58 204871.52),(59 203209.38),(60 201768.06),(61 202020.7),(62 201012.97),(63 203481.64),(64 201646.52),(65 206906.31),(66 202790.42),(67 197280.72),(68 198655.78),(69 201089.1),(70 204527.52),(71 203942.86),(72 200245.58),(73 195880.36),(74 203662.31),(75 204889.22),(76 203845.47),(77 203316.03),(78 202942.81),(79 205739.22),
(1 198119.7),(2 203195.64),(3 207637.03),(4 199749.17),(5 204757.42),(6 201118.92),(7 201403.3),(8 206189.44),(9 197094.88),(10 199000.4),(11 198419.45),(12 202765.34),(13 197725.34),(14 199637.25),(15 200511.7),(16 196894.95),(17 194667.36),(18 199807.08),(19 196462.42),(20 195969.84),(21 200546.23),(22 202008.3),(23 195917.88),(24 192405.73),(25 201242.4),(26 204147.81),(27 200840.19),(28 192424.66),(29 196766.17),(30 203790.47),(31 201432.7),(32 203552.92),(33 197330.88),(34 207075.75),(35 205286.58),(36 203593.13),(37 201278.75),(38 200880.95),(39 195330.63),(40 203353.81),(41 196321.53),(42 204644.23),(43 204744.28),(44 199889.19),(45 203918.28),(46 204176.05),(47 201316.88),(48 197907.42),(49 204432.75),(50 204823.2),(51 197505.72),(52 198474.52),(53 193514.33),(54 196982.52),(55 195528.39),(56 198160.28),(57 199435.5),(58 204698.7),(59 201273.25),(60 197137.39),(61 193388.05),(62 192614.63),(63 194860.06),(64 192461.44),(65 195967.5),(66 192177.81),(67 194390.9),(68 198661.14),(69 202738.92),(70 195128.39),(71 198589.69),(72 191781.72),(73 192969.03),(74 201354.7),(75 195401.6),(76 190838.8),(77 197956.16),(78 196715.05),(79 198030.77),
(1 177979.19),(2 199420.33),(3 200436.13),(4 193558.72),(5 190146.17),(6 188310.61),(7 192967.98),(8 192792.5),(9 189984.45),(10 192664.02),(11 195969.38),(12 194398.47),(13 187518.42),(14 194454.47),(15 195325.81),(16 191457.27),(17 196854.8),(18 193936.45),(19 196541),(20 190526.42),(21 194639.16),(22 199912.13),(23 192937),(24 194960.22),(25 201551.92),(26 202669.66),(27 198578.81),(28 198652.92),(29 188078.55),(30 192411.67),(31 195269.36),(32 195172.31),(33 195088.13),(34 192359.84),(35 192669.34),(36 190678.25),(37 194239.16),(38 191895.77),(39 191074.23),(40 195809.48),(41 191029.06),(42 193263.77),(43 195213.1),(44 194464.2),(45 201367.53),(46 202044.97),(47 197686.42),(48 193987.94),(49 195571.33),(50 193278.27),(51 190367.44),(52 193299.42),(53 188395.73),(54 190731.5),(55 191436.53),(56 184363.88),(57 179451.73),(58 182947.22),(59 179988.05),(60 192309.86),(61 179920.14),(62 186236.08),(63 184232.56),(64 176224.66),(65 181588.98),(66 181616.4),(67 188055.97),(68 185518.34),(69 183664.45),(70 188632.17),(71 186864.28),(72 180495.4),(73 183232.42),(74 194391.53),(75 191721.77),(76 184756.17),(77 182732.31),(78 177723.94),(79 184014.31),
(1 170685.69),(2 182797.73),(3 187830.55),(4 179650.73),(5 178030.23),(6 178357.31),(7 176587.94),(8 182232.19),(9 181921.47),(10 184907.17),(11 180924.53),(12 182746.39),(13 181290.11),(14 181699.86),(15 179578.81),(16 182154.13),(17 178808.14),(18 181103.34),(19 189158.97),(20 188957.39),(21 180187.8),(22 179731.48),(23 178444.94),(24 177321.02),(25 182694.75),(26 187877.73),(27 185076.86),(28 181988.81),(29 175149),(30 183568.7),(31 180360.1),(32 175058.14),(33 179936.31),(34 181187.05),(35 174193.86),(36 184368.64),(37 179008.69),(38 179482.22),(39 187218.58),(40 180195.05),(41 176358.33),(42 175702.64),(43 176038.3),(44 184097.84),(45 185897.2),(46 184769.25),(47 184001.61),(48 182111.36),(49 184905.94),(50 189860.45),(51 186837.97),(52 176993.77),(53 176487.48),(54 182018.13),(55 180035),(56 184326.13),(57 180757.48),(58 175764.4),(59 171879.95),(60 173947.75),(61 174442.44),(62 176635.64),(63 174816.11),(64 171539.02),(65 171066.25),(66 174860.08),(67 168085.56),(68 174399.75),(69 176227.39),(70 176010.2),(71 175601.73),(72 167993.05),(73 173847.42),(74 184144.95),(75 186653.47),(76 180520.78),(77 178169.63),(78 178511.88),(79 180453.98),
(1 165293.4),(2 176050.77),(3 184049.8),(4 178127.6),(5 172043.81),(6 173402.94),(7 179029.84),(8 182255.69),(9 180390.11),(10 180118.5),(11 182895.53),(12 180309.44),(13 182158.45),(14 182336.95),(15 177225.39),(16 180913.83),(17 175973.89),(18 176448.22),(19 179124.44),(20 182483.4),(21 174718.14),(22 177138.5),(23 173400.14),(24 177210.67),(25 173202.2),(26 175228.48),(27 174697.84),(28 171420.52),(29 173981.67),(30 174857.94),(31 177441.52),(32 176073.98),(33 175938.6),(34 176372.72),(35 182726.63),(36 183353.64),(37 176278.89),(38 176187.45),(39 174280.75),(40 181376.28),(41 182053.34),(42 177140.89),(43 178413.3),(44 180019.33),(45 176376.17),(46 179215.63),(47 178030.48),(48 173650.25),(49 177500.89),(50 175307.16),(51 171497.31),(52 172037.69),(53 179876.31),(54 172094),(55 173003.38),(56 171887.3),(57 174725.86),(58 178983.08),(59 175366.45),(60 175833.33),(61 169038.17),(62 168531.02),(63 173367.1),(64 176614.7),(65 173757.73),(66 172567.6),(67 166535.28),(68 167702.6),(69 169982.22),(70 168166.27),(71 167418.61),(72 169830.52),(73 177810.81),(74 178131.63),(75 174936.75),(76 170384.34),(77 164952.13),(78 176446.19),(79 176750.4),
(1 173484.56),(2 182053.14),(3 186129.98),(4 182672.38),(5 182690.17),(6 178583.3),(7 181483.25),(8 178940.45),(9 177705.73),(10 183415.61),(11 185711.13),(12 179552.27),(13 178675),(14 181756.2),(15 181405.7),(16 177054.06),(17 171555.48),(18 178692.78),(19 174953.63),(20 179779.69),(21 178885.89),(22 175959.81),(23 174202.11),(24 171944.78),(25 175563.36),(26 173661.84),(27 176786.95),(28 174859.77),(29 177355.52),(30 171741.17),(31 174713.02),(32 175329.08),(33 182127.64),(34 178518.95),(35 181218.67),(36 178761.58),(37 183109.42),(38 183792.44),(39 174351.69),(40 185181.13),(41 181047.39),(42 181492.47),(43 180372.05),(44 181353.95),(45 183967.02),(46 178535.19),(47 177706.1),(48 177072.28),(49 181612.34),(50 182218.16),(51 177702.28),(52 177270.66),(53 184030.03),(54 174789.61),(55 175614.61),(56 168422.75),(57 174168.72),(58 175779.25),(59 176381.25),(60 174519.16),(61 171477.94),(62 169319.7),(63 172506.1),(64 175824.34),(65 178527.36),(66 175350.56),(67 179680.81),(68 179259.47),(69 174387.1),(70 174391.19),(71 172245.3),(72 174019.05),(73 177555.84),(74 172561.98),(75 171344.16),(76 174593.6),(77 171828.02),(78 169011.94),(79 164611.1),
(1 162368.8),(2 169287.63),(3 171472.97),(4 167909.75),(5 163286.25),(6 168651.11),(7 169455.98),(8 169419.52),(9 167284.7),(10 163339.94),(11 166999.67),(12 160845.14),(13 158850.02),(14 165566.58),(15 165519.83),(16 161484.22),(17 157519.08),(18 162740.81),(19 165731.52),(20 166143.98),(21 165915.03),(22 167609.61),(23 173324.78),(24 165026.34),(25 168118),(26 167368.67),(27 165112.1),(28 177320.63),(29 166394.45),(30 166120.13),(31 167285.48),(32 171048.03),(33 170217.31),(34 171374.1),(35 174116.05),(36 167777.81),(37 162962.63),(38 171233.42),(39 163637.16),(40 165593.84),(41 167083.83),(42 168295.3),(43 164570.2),(44 166815.44),(45 166149.11),(46 166795.28),(47 169990.95),(48 166421.53),(49 168518.33),(50 162354.84),(51 162842.89),(52 161466.47),(53 165895.47),(54 163402.08),(55 163381.28),(56 163931.63),(57 163590.17),(58 167216.8),(59 165420.63),(60 163501.06),(61 162610.56),(62 161300.75),(63 164068.02),(64 167653.11),(65 166779.25),(66 163058.5),(67 162272.73),(68 163929.73),(69 162641.23),(70 173400.63),(71 170576.33),(72 168422.52),(73 165135.72),(74 164108.31),(75 164974.78),(76 168206.23),(77 165186.94),(78 162745.25),(79 159788.22),
(1 155789.14),(2 161952.77),(3 168419.34),(4 171171.64),(5 159760.23),(6 162652.55),(7 162107.78),(8 164284.3),(9 161606.13),(10 162727.06),(11 161762.88),(12 164125.1),(13 159933.06),(14 162362.63),(15 163139.97),(16 159288.63),(17 160527.9),(18 161003.39),(19 165319.27),(20 162802.38),(21 161875.39),(22 157769.75),(23 162654.7),(24 161340.22),(25 161611.88),(26 158799.94),(27 159871.42),(28 155720.3),(29 162262.27),(30 158277.02),(31 157195.2),(32 158627.63),(33 155944.9),(34 163667.66),(35 165166.19),(36 161487.42),(37 155284.08),(38 162232.67),(39 155843.61),(40 161181.84),(41 156113.19),(42 161617.64),(43 156846.98),(44 159944.06),(45 163740.13),(46 161336.39),(47 159337.7),(48 159843.02),(49 161560.34),(50 161800.52),(51 160069),(52 153795.36),(53 156414.06),(54 160104.3),(55 161709.75),(56 159916.53),(57 161967.53),(58 156605.14),(59 157762.38),(60 158606.25),(61 164162.92),(62 157826.55),(63 164540.25),(64 157165.03),(65 157767.56),(66 157001.38),(67 161181.7),(68 159317.69),(69 156386.3),(70 159372.36),(71 151604.38),(72 155924.66),(73 154350.89),(74 153177.98),(75 156966.94),(76 157175.42),(77 155354.5),(78 149868.73),(79 154623.67),
(1 149263.86),(2 159256.69),(3 163584.64),(4 160207.56),(5 160365.97),(6 158781),(7 157355.83),(8 156445.84),(9 158825.39),(10 161793.39),(11 162785.48),(12 162214.05),(13 157742.31),(14 161578.44),(15 157742.05),(16 156864.97),(17 155693.66),(18 155123.7),(19 150602.11),(20 152778.67),(21 151919.72),(22 150558.13),(23 150717.13),(24 156771.88),(25 154673.53),(26 154689.05),(27 154873),(28 154050.61),(29 154449.16),(30 155389.88),(31 156391.66),(32 159072.66),(33 155356.72),(34 155371.06),(35 153978.55),(36 149031.38),(37 154266.55),(38 150157.16),(39 151318.31),(40 153344.89),(41 151950.64),(42 154646.38),(43 156454.84),(44 152921.16),(45 155521.03),(46 153235.22),(47 154944.06),(48 152665.97),(49 156270.44),(50 150760.69),(51 160232.5),(52 157569.9),(53 154804.73),(54 154502.81),(55 154075.97),(56 152379.66),(57 153029.7),(58 149515.23),(59 149566.38),(60 150119.38),(61 153560.5),(62 155340.11),(63 152480.92),(64 148212.55),(65 147733.44),(66 149604.9),(67 150760.31),(68 144660.4),(69 149588.5),(70 150432.14),(71 154097.28),(72 147126.3),(73 150130.27),(74 152301.81),(75 149824.7),(76 153479.03),(77 149990.67),(78 149199.16),(79 149511.9),
(1 140220.11),(2 149379.6),(3 155576.38),(4 151920.25),(5 154225.63),(6 156915.53),(7 152950.19),(8 151938.55),(9 147929.45),(10 149170.8),(11 149696.22),(12 153661.58),(13 151039.6),(14 156045.45),(15 152540.1),(16 147581.36),(17 145483.61),(18 143905.92),(19 151555.42),(20 148058),(21 151489.78),(22 145281.78),(23 145133.48),(24 152914.9),(25 150493.25),(26 156155.72),(27 151163.39),(28 147005.67),(29 151122.69),(30 153107.42),(31 148112.23),(32 152840.53),(33 147733.67),(34 151343.55),(35 150727.25),(36 147513.36),(37 151918.4),(38 153704.38),(39 151610.67),(40 151416.63),(41 146965.05),(42 146831.6),(43 149294.64),(44 150689.31),(45 150460.89),(46 148725.8),(47 148773.66),(48 148180.47),(49 150778.05),(50 150875.19),(51 152637.83),(52 155639.06),(53 150060.28),(54 148345.06),(55 145311.84),(56 148466.11),(57 152328.75),(58 151470.97),(59 148232.48),(60 149290.06),(61 150634.63),(62 144694.42),(63 149917.95),(64 151055.63),(65 147852.67),(66 147441.63),(67 145733.89),(68 144459.95),(69 147557.7),(70 145435),(71 150527.1),(72 149323.2),(73 148163.08),(74 147704.47),(75 141508.4),(76 149744.36),(77 147083.78),(78 144923.31),(79 145234.02),
(1 142681.98),(2 143284.88),(3 156573.7),(4 151205.48),(5 153513.81),(6 151990.16),(7 153943.92),(8 155970.13),(9 151094.72),(10 154175.64),(11 151323.89),(12 158088.16),(13 152413.5),(14 155379.72),(15 149788.58),(16 149737.08),(17 146508.38),(18 143497.11),(19 147090.06),(20 150536.48),(21 151692.13),(22 145336.4),(23 143628.2),(24 152846.75),(25 150406.06),(26 148608.05),(27 143482.2),(28 147043.6),(29 140811.48),(30 144196.7),(31 148013.83),(32 150669.44),(33 147967.69),(34 148483.11),(35 145983.84),(36 142593.3),(37 146586.38),(38 147787.31),(39 141735.92),(40 145393.61),(41 147804.34),(42 150769.05),(43 148757.25),(44 153994.27),(45 144953.69),(46 146052.1),(47 143077.8),(48 143745.3),(49 146347.55),(50 144953),(51 147167.89),(52 138862.56),(53 147569.55),(54 139763.11),(55 138732.23),(56 145554.16),(57 145679.64),(58 146667.48),(59 146261.47),(60 142898.05),(61 142994.31),(62 146374.67),(63 145266.02),(64 143372.2),(65 143570.72),(66 147161.5),(67 145284.05),(68 143639.69),(69 151003.58),(70 149608.55),(71 145423.38),(72 142359.36),(73 149135.5),(74 145828.05),(75 145177.6),(76 144379.61),(77 145109.4),(78 141672.53),(79 142158.75),
