1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 56175.723),(2 167964.78),(3 352536.16),(4 602044.75),(5 896079),(6 1243462.6),(7 1646730.1),(8 2091150.4),(9 2584868.8),(10 3111169.3),(11 3672009.3),(12 4253942),(13 4862684.5),(14 5463295.5),(15 6090782),(16 6739606.5),(17 7406387.5),(18 8105883.5),(19 8809759),(20 9518332),(21 10262317),(22 11051027),(23 11881463),(24 12679616),(25 13478236),(26 14294865),(27 15191427),(28 16054568),(29 16892810),(30 17714802),(31 18575174),(32 19429270),(33 20295906),(34 21199966),(35 22092904),(36 23005888),(37 23913366),(38 24858128),(39 25810950),(40 26742480),(41 27620038),(42 28399046),(43 29134912),(44 29796512),(45 30435134),(46 31063666),(47 31773562),(48 32469686),(49 33086778),(50 33753612),(51 34326060),(52 34938596),(53 35333916),(54 35547188),(55 35654972),(56 35816724),(57 36019596),(58 36271228),(59 36509988),(60 36746732),(61 36937680),(62 37168756),(63 37479936),(64 37727316),(65 38052388),(66 38434530),(67 38875332),(68 39327284),(69 39757180),(70 40229360),(71 40770428),(72 41318670),(73 41858456),(74 42464344),(75 43137524),(76 43990480),(77 44811012),(78 45761570),(79 46633504),
(1 11570.19),(2 15692.369),(3 17485.623),(4 17571.262),(5 19227.518),(6 19631.262),(7 19333.793),(8 19641.666),(9 19845.453),(10 20288.049),(11 20583.32),(12 20670.842),(13 21330.432),(14 22041.455),(15 22048.195),(16 22061.932),(17 22662.154),(18 22398.523),(19 21944.746),(20 22168.875),(21 22619.777),(22 22715.855),(23 22862.223),(24 23216.426),(25 24143.762),(26 24167.785),(27 24016.805),(28 23928.9),(29 23995.969),(30 24065.91),(31 23771.06),(32 24176.611),(33 23912.125),(34 24609.95),(35 24223.67),(36 23502.55),(37 23547.94),(38 23825.172),(39 24206.201),(40 23767.955),(41 24564.143),(42 24092.2),(43 24163.621),(44 23834.67),(45 24000.47),(46 24174.445),(47 24767.592),(48 25926.857),(49 25310.76),(50 25437.486),(51 25623.598),(52 25473.56),(53 25212.59),(54 26271.387),(55 26022.209),(56 26025.865),(57 25813.54),(58 26123.65),(59 26237.709),(60 25919.805),(61 25961.043),(62 25848.09),(63 25811.055),(64 26315.871),(65 27282.111),(66 27619.584),(67 27126.322),(68 27049.879),(69 27128.307),(70 26735.021),(71 26634.434),(72 26623.402),(73 26850.56),(74 27059.373),(75 27565.309),(76 27723.836),(77 27938.072),(78 27553.518),(79 27996.625),
(1 10905.109),(2 14984.79),(3 16688.379),(4 17014.752),(5 18396.611),(6 18892.469),(7 19062.506),(8 19808.26),(9 19573.69),(10 20153.44),(11 19864.252),(12 20271.854),(13 20703.242),(14 20905.158),(15 21038.889),(16 20981.828),(17 21219.613),(18 21049.457),(19 20947.908),(20 21241.707),(21 21339.842),(22 21088.52),(23 21066.01),(24 21745.166),(25 22377.832),(26 22172.125),(27 21826.146),(28 22933.68),(29 23168.363),(30 22984.783),(31 22751.543),(32 23124.727),(33 23283.633),(34 24525.748),(35 23883.396),(36 23897.537),(37 23394.363),(38 23603.979),(39 23972.766),(40 24135.443),(41 23911.71),(42 23417.777),(43 24139.578),(44 24311.154),(45 24414.447),(46 24424.248),(47 24661.006),(48 25251.117),(49 24672.994),(50 24735.045),(51 24846.615),(52 25466.418),(53 25966.69),(54 25908.559),(55 25838.23),(56 25946.941),(57 25518.607),(58 26175.6),(59 25695.188),(60 25829.785),(61 25867.666),(62 26948.334),(63 27227.549),(64 27310.273),(65 27322.63),(66 27262.572),(67 27290.31),(68 26667.428),(69 26607.615),(70 27237.791),(71 27165.604),(72 27082.963),(73 27172.55),(74 27344.303),(75 28233.484),(76 28645.477),(77 29140.582),(78 29261.168),(79 29012.154),
(1 10608.539),(2 14536.625),(3 16483.852),(4 16547.734),(5 17723.982),(6 18084.969),(7 18594.893),(8 18798.674),(9 19380.928),(10 20021.145),(11 20123.314),(12 20267.572),(13 20249.63),(14 20333.732),(15 20481.816),(16 20342.959),(17 21236.457),(18 21248.223),(19 21142.385),(20 21707.133),(21 21099.139),(22 20981.654),(23 21219.006),(24 21801.715),(25 22365.734),(26 22004.277),(27 22154.324),(28 22311.701),(29 22712.557),(30 22640.592),(31 22336.6),(32 22306.697),(33 22193.398),(34 23074.451),(35 22986.35),(36 22679.29),(37 23072.48),(38 23270.393),(39 23243.041),(40 23544.506),(41 23628.553),(42 23170.336),(43 23700.29),(44 24100.99),(45 23884.758),(46 24088.605),(47 23828.336),(48 23590.547),(49 23859.824),(50 24172.96),(51 24077.66),(52 24255.297),(53 25124.764),(54 25010.736),(55 25183.584),(56 25320.727),(57 25044.186),(58 24976.953),(59 25113.627),(60 25508.06),(61 25718.574),(62 25899.332),(63 26026.758),(64 26018.828),(65 26300.586),(66 26425.982),(67 26591.61),(68 26485.617),(69 26300.428),(70 26279.568),(71 26467.635),(72 26144.426),(73 26229.611),(74 26736.752),(75 27060.914),(76 27044.973),(77 26987.73),(78 26929.668),(79 26633.918),
(1 10263.974),(2 14570.976),(3 16313.828),(4 17003.047),(5 18169.287),(6 18387.145),(7 18646.953),(8 18826.723),(9 18765.787),(10 19324.807),(11 20063.318),(12 20317.145),(13 20452.613),(14 20671.137),(15 20559.664),(16 20051.014),(17 20618.162),(18 20159.13),(19 20464.254),(20 21134.713),(21 20860.12),(22 20648.938),(23 21285.338),(24 21544.527),(25 21650.754),(26 21478.955),(27 21542.299),(28 21657.871),(29 21931.463),(30 22093.676),(31 22082.46),(32 22025.293),(33 21995.457),(34 22441.455),(35 21581.32),(36 21658.99),(37 22193.928),(38 22371.813),(39 22318.182),(40 21873.838),(41 22340.602),(42 22242.97),(43 22802.4),(44 22646.54),(45 22364.885),(46 22939.572),(47 22894.773),(48 22932.922),(49 23415.412),(50 23399.28),(51 23421.746),(52 23714.502),(53 24290.633),(54 24384.473),(55 25114.37),(56 24965.697),(57 25235.045),(58 25082.611),(59 25097.53),(60 24938.88),(61 24869.969),(62 24843.518),(63 24873.068),(64 25079.396),(65 25043.09),(66 25592.723),(67 25551.152),(68 25297.771),(69 25336.545),(70 24728.02),(71 24612.531),(72 25425.637),(73 25840.049),(74 25898.002),(75 26168.666),(76 26638.17),(77 26617.34),(78 26500.96),(79 26813.701),
(1 10394.65),(2 14595.463),(3 15733.109),(4 16127.192),(5 17572.533),(6 17824.545),(7 18232.334),(8 18537.549),(9 18464.063),(10 19091.49),(11 19278.49),(12 19620.982),(13 19558.633),(14 19997.928),(15 19866.027),(16 19783.283),(17 20653.77),(18 20324.85),(19 20459.508),(20 20711.867),(21 20622.379),(22 20706.566),(23 21960.822),(24 21608.65),(25 21280.117),(26 21319.002),(27 21620.457),(28 21877.395),(29 21840.904),(30 21833.932),(31 21531.438),(32 22190.879),(33 22361.85),(34 22586.662),(35 22563.729),(36 22254.387),(37 21816.86),(38 22340.484),(39 22327.574),(40 22178.145),(41 22538.42),(42 23041.166),(43 22919.502),(44 23018.576),(45 22784.838),(46 22878.672),(47 22235.723),(48 22609.797),(49 22987.049),(50 23087.273),(51 23503.87),(52 23633.584),(53 22954.115),(54 23575.6),(55 24295.035),(56 24161.1),(57 24411.697),(58 24420.363),(59 24496.256),(60 24564.525),(61 25063.133),(62 25141.29),(63 25069.77),(64 25147.205),(65 24922.066),(66 24670.566),(67 24484.375),(68 24096.084),(69 24209.322),(70 24296.23),(71 24327.426),(72 24504.92),(73 24405.904),(74 24710.658),(75 25316.148),(76 25152.79),(77 25679.574),(78 25913.682),(79 25836.664),
(1 9735.69),(2 13201.999),(3 15290.566),(4 15606.053),(5 16756.68),(6 16813.645),(7 17610.943),(8 17890.305),(9 17968.158),(10 18680.229),(11 18961.71),(12 19270.773),(13 19423.78),(14 19402.836),(15 19253.107),(16 19393.363),(17 20082.922),(18 19623.14),(19 19540.107),(20 19629.111),(21 19534.445),(22 19820.744),(23 20355.324),(24 20273.05),(25 20633.164),(26 20863.686),(27 20590.348),(28 20811.492),(29 20957.791),(30 21206.842),(31 20694.469),(32 20993.36),(33 20909.896),(34 20560.63),(35 20708.729),(36 20786.752),(37 20491.29),(38 20574.701),(39 20819.715),(40 20895.197),(41 21267.611),(42 21036.85),(43 21351.387),(44 21661.916),(45 21926.623),(46 21589.035),(47 21743.916),(48 21647.125),(49 22182.197),(50 22755.547),(51 23382.506),(52 23496.453),(53 23393.035),(54 23528.508),(55 23767.506),(56 23823.219),(57 24957.865),(58 25167.748),(59 25399.242),(60 24758.441),(61 25003.906),(62 25038.648),(63 25028.092),(64 24766.453),(65 24410.896),(66 24154.758),(67 23617.943),(68 23670.719),(69 23911.342),(70 23750.871),(71 23767.2),(72 23987.625),(73 23839.414),(74 23665.035),(75 23783.53),(76 24046.62),(77 24433.47),(78 24584.355),(79 24001.727),
(1 10157.527),(2 13318.523),(3 14751.129),(4 15832.067),(5 17482.703),(6 16950.895),(7 17560.568),(8 18390.13),(9 17635.348),(10 18505.41),(11 18881.086),(12 18877.107),(13 19405.975),(14 19849.438),(15 19220.486),(16 19267.59),(17 19503.861),(18 19029.426),(19 18954.955),(20 19827.91),(21 19560.012),(22 19281.125),(23 19802.553),(24 19989.389),(25 19860.084),(26 19821.896),(27 19937.127),(28 20525.352),(29 20637.646),(30 20449.42),(31 20506.654),(32 20972.389),(33 20285.176),(34 19910.014),(35 20034.742),(36 19852.734),(37 20064.818),(38 20729.47),(39 20640.633),(40 20659.295),(41 21622.486),(42 20914.459),(43 20719.21),(44 21038.91),(45 21101.332),(46 21231.564),(47 21491.688),(48 21105.82),(49 21093.143),(50 21584.8),(51 21515.822),(52 21690.59),(53 22005.87),(54 22442.945),(55 22442.176),(56 22801.932),(57 23344.229),(58 23192.72),(59 23490.26),(60 23463.695),(61 23366.688),(62 23215.744),(63 23066.146),(64 22822.2),(65 22657.758),(66 22518.877),(67 22734.941),(68 22492.59),(69 22737.729),(70 23065.654),(71 23514.059),(72 23352.785),(73 23826.902),(74 24058.107),(75 23856.158),(76 24094.393),(77 24537.941),(78 24425.742),(79 24333.09),
(1 9585.574),(2 13070.078),(3 14057.78),(4 15273.658),(5 16370.858),(6 16076.702),(7 16717.885),(8 17450.398),(9 17378.107),(10 17817.635),(11 18199.553),(12 17821.932),(13 18062.936),(14 18487.332),(15 18355.996),(16 18492.477),(17 18466.885),(18 18256.527),(19 18328.973),(20 18552.066),(21 18486.322),(22 18271.186),(23 18353.523),(24 18667.64),(25 18928.807),(26 19081.854),(27 19008.674),(28 19517.992),(29 20054.88),(30 19568.348),(31 19861.941),(32 19959.953),(33 18967.53),(34 19049.537),(35 19152.336),(36 19275.254),(37 19422.258),(38 19281.592),(39 19630.723),(40 19747.291),(41 19977.605),(42 19969.848),(43 20014.03),(44 19910.51),(45 19578.713),(46 19547.516),(47 19413.504),(48 19354.344),(49 19897.92),(50 20221.004),(51 19978.996),(52 20101.508),(53 20628.725),(54 20734.855),(55 20664.541),(56 21185.404),(57 20917.12),(58 21159.227),(59 21836.002),(60 22517.139),(61 22544.453),(62 22316.537),(63 22280.568),(64 22208.504),(65 22576.447),(66 22250.373),(67 22708.402),(68 22746.459),(69 22792.264),(70 22580.12),(71 22520.42),(72 22516.64),(73 22789.332),(74 23047.674),(75 22763.51),(76 23158.293),(77 22885.805),(78 23120.16),(79 23269.45),
(1 9410.17),(2 13246.45),(3 14467.889),(4 15077.874),(5 16354.698),(6 16197.305),(7 16177.364),(8 16720.906),(9 16596.1),(10 17628.082),(11 18074.885),(12 17594.16),(13 17750.434),(14 18518.797),(15 18174.844),(16 18496.635),(17 18640.697),(18 18170.824),(19 18516.686),(20 19019.057),(21 18808.568),(22 18751.137),(23 18745.041),(24 19234.96),(25 19377.871),(26 19508.383),(27 19213.63),(28 19318.145),(29 19492.951),(30 20014.941),(31 20144.863),(32 19971.11),(33 19078.537),(34 19068.396),(35 18955.633),(36 19116.613),(37 19637.664),(38 20152.717),(39 20314.266),(40 20251.15),(41 20485.56),(42 20079.635),(43 20425.559),(44 20355.855),(45 20166.707),(46 20673.305),(47 20850.188),(48 20795.605),(49 21190.238),(50 20645.828),(51 20517.783),(52 21444.656),(53 21673.584),(54 21666.215),(55 22537.916),(56 22163.756),(57 21940.197),(58 22048.217),(59 22393.57),(60 22421.455),(61 22414.05),(62 22369.488),(63 22285.855),(64 22469.71),(65 22679.387),(66 22805.225),(67 22940.162),(68 22816.898),(69 23193.479),(70 23019.223),(71 23256.967),(72 23597.426),(73 23773.412),(74 23557.105),(75 23675.213),(76 23471.93),(77 23655.951),(78 24116.797),(79 24050.303),
(1 9569.144),(2 13121.194),(3 14149.316),(4 14590.665),(5 15412.805),(6 15482.057),(7 15930.441),(8 16460.78),(9 16470.104),(10 17617.678),(11 17979.313),(12 17379.459),(13 17618.803),(14 18096.26),(15 17843.39),(16 18397.32),(17 18315.275),(18 18143.59),(19 18387.97),(20 18135.348),(21 18195.502),(22 18478.918),(23 18408.72),(24 18599.783),(25 18590.084),(26 18640.76),(27 18879.352),(28 19024.93),(29 18787.416),(30 18857.602),(31 18867.389),(32 18731.475),(33 18191.652),(34 18573.291),(35 18753.115),(36 19180.607),(37 18997.98),(38 19270.703),(39 19117.094),(40 19608.172),(41 19632.174),(42 19313.602),(43 19464.672),(44 19306.158),(45 19386.43),(46 19588.504),(47 19162.018),(48 19389.373),(49 19887.043),(50 19626.008),(51 20328.184),(52 20619.03),(53 20555.268),(54 20780.818),(55 21039.848),(56 20428.906),(57 20255.031),(58 20574.03),(59 20889.947),(60 21310.79),(61 21472.932),(62 21132.34),(63 21127.52),(64 21270.29),(65 21140.137),(66 21516.41),(67 21720.902),(68 21945.002),(69 22006.156),(70 21782.26),(71 21819.07),(72 22194.758),(73 22140.168),(74 22163.633),(75 21871.791),(76 21831.777),(77 22050.684),(78 21988.85),(79 22080.168),
(1 9589.465),(2 12932.702),(3 13558.868),(4 13814.157),(5 14971.722),(6 15109.115),(7 15728.6),(8 15648.735),(9 15729.903),(10 16770.441),(11 16829.4),(12 16180.668),(13 16562.352),(14 17316.79),(15 16951.61),(16 17891.61),(17 17710.238),(18 17041.826),(19 17381.219),(20 17329.346),(21 17267.242),(22 17682.578),(23 17842.697),(24 17862.443),(25 17774.885),(26 18114.252),(27 18118.914),(28 18266.33),(29 18261.2),(30 18566.021),(31 18462.697),(32 17983.525),(33 17829.809),(34 18169.9),(35 17962.143),(36 18588.426),(37 18375.586),(38 18149.615),(39 18315.273),(40 18732.264),(41 18601.33),(42 18969.361),(43 19012.24),(44 18938.42),(45 18924.725),(46 18767.008),(47 18992.736),(48 18732.385),(49 18738.137),(50 18927.654),(51 19810.154),(52 19792.127),(53 19746.68),(54 20192.13),(55 19737.854),(56 19876.227),(57 19942.174),(58 20384.701),(59 20679.188),(60 21074.775),(61 21188.914),(62 21059.502),(63 20684.479),(64 20631.14),(65 20658.281),(66 20827.854),(67 21061.025),(68 21040.307),(69 21087.775),(70 21118.875),(71 20797.232),(72 20734.414),(73 20898.854),(74 20950.953),(75 20950.398),(76 21322.277),(77 21667.258),(78 21702.365),(79 21808.9),
(1 9200.154),(2 12567.48),(3 13433.032),(4 13748.792),(5 14768.242),(6 14764.481),(7 15025.399),(8 15168.753),(9 16268.829),(10 16945.918),(11 17038.85),(12 16732.63),(13 16999.291),(14 17053.652),(15 16859.691),(16 17744.318),(17 17977.045),(18 18009.438),(19 17992.732),(20 17954.803),(21 18033.572),(22 18246.492),(23 18523.217),(24 18239.182),(25 18042.531),(26 17892.566),(27 18586.592),(28 18954.482),(29 18738.521),(30 18906.871),(31 18978.217),(32 18670.69),(33 18675.965),(34 18567.361),(35 18545.11),(36 18976.219),(37 18800.945),(38 19061.314),(39 19007.504),(40 19420.2),(41 19364.043),(42 18985.332),(43 18872.383),(44 19135.912),(45 19256.693),(46 19396.129),(47 19337.852),(48 19195.578),(49 19044.275),(50 19084.438),(51 18963.893),(52 19137.266),(53 18973.662),(54 19525.393),(55 19566.746),(56 19828.53),(57 19784.105),(58 19826.467),(59 19633.607),(60 19925.064),(61 20051.932),(62 20196.578),(63 20399.678),(64 20410.652),(65 19926.908),(66 19879.016),(67 19797.486),(68 19861.574),(69 20025.951),(70 20625.148),(71 20778.793),(72 21124.291),(73 21334.072),(74 21384.105),(75 21269.793),(76 21330.922),(77 21614.215),(78 21823.018),(79 22311.922),
(1 8376.497),(2 11742.527),(3 12798.31),(4 13482.216),(5 14290.394),(6 13963.7295),(7 14607.566),(8 14794.863),(9 15230.058),(10 15721.977),(11 16147.248),(12 16309.455),(13 16297.054),(14 16247.432),(15 16215.046),(16 16746.598),(17 16556.574),(18 16635.32),(19 17129.258),(20 16945.424),(21 17045.207),(22 16750.799),(23 16872.475),(24 16889.842),(25 16951.45),(26 16898.541),(27 17492.959),(28 17776.627),(29 17767.08),(30 17488.607),(31 17586.422),(32 17617.904),(33 17989.139),(34 17854.393),(35 17820.658),(36 17912.361),(37 17438.057),(38 17625.512),(39 17755.557),(40 18018.037),(41 17921.627),(42 17988.365),(43 17961.668),(44 17962.176),(45 18147.398),(46 18342.273),(47 18078.92),(48 18006.307),(49 17866.947),(50 18105.453),(51 18521.275),(52 19179.713),(53 18767.484),(54 18730.645),(55 18341.836),(56 18441.73),(57 18487.95),(58 18633.557),(59 18937.813),(60 19262.588),(61 19174.656),(62 19083.984),(63 19507.719),(64 19327.053),(65 19184.322),(66 19316.543),(67 18985.62),(68 19290.19),(69 19575.934),(70 19814.713),(71 19827.498),(72 19950.537),(73 19781.844),(74 19719.004),(75 19870.818),(76 19898.963),(77 20141.78),(78 20182.445),(79 20537.086),
(1 8183.46),(2 11457.854),(3 12635.415),(4 13088.427),(5 13812.467),(6 13818.197),(7 14305.62),(8 14573.472),(9 14959.471),(10 15421.62),(11 15587.092),(12 15708.889),(13 16222.562),(14 15997.74),(15 16167.671),(16 16583.79),(17 16066.6455),(18 16109.863),(19 16471.027),(20 16368.428),(21 16686.332),(22 16582.576),(23 16194.778),(24 16574.977),(25 16813.285),(26 17035.42),(27 17300.889),(28 16994.848),(29 17090.453),(30 17110.24),(31 17207.814),(32 17264.31),(33 17479.719),(34 17461.805),(35 17360.805),(36 17494.51),(37 17132.053),(38 17151.084),(39 17383.072),(40 17495.674),(41 17894.73),(42 17577.273),(43 17609.146),(44 17612.055),(45 17398.564),(46 17724.037),(47 17952.877),(48 18149.48),(49 18340.684),(50 18238.219),(51 18033.16),(52 17817.314),(53 18054.41),(54 18551.838),(55 18799.223),(56 18972.6),(57 18774.617),(58 19207.527),(59 19175.838),(60 19089.121),(61 19045.723),(62 19411.826),(63 19406.44),(64 19574.844),(65 19748.893),(66 19945.43),(67 19743.516),(68 19912.068),(69 19704.855),(70 19913.283),(71 19656.48),(72 19686.338),(73 19689.135),(74 19735.207),(75 20132.434),(76 19859.09),(77 19936.078),(78 20338.033),(79 20500.758),
(1 8250.803),(2 11383.758),(3 12672.497),(4 13294.095),(5 13825.096),(6 13441.283),(7 14455.943),(8 14669.624),(9 15423.799),(10 15701.962),(11 15783.543),(12 15460.199),(13 15952.536),(14 15908.001),(15 16489.236),(16 16646.877),(17 16455.088),(18 16673.541),(19 16637.473),(20 16590.885),(21 16898.363),(22 16875.135),(23 16872.25),(24 16992.404),(25 16947.186),(26 17290.686),(27 17564.14),(28 17654.229),(29 17275.7),(30 17191.467),(31 16920.314),(32 17182.744),(33 16955.086),(34 16790.701),(35 17106.48),(36 17375.742),(37 16902.37),(38 16984.195),(39 17022.77),(40 17064.717),(41 17068.578),(42 17163.709),(43 16912.082),(44 17188.658),(45 17296.252),(46 17596.326),(47 17655.322),(48 17592.438),(49 17490.902),(50 17440.088),(51 17872.086),(52 17686.451),(53 18302.172),(54 18703.012),(55 18687.514),(56 18885.676),(57 18654.832),(58 18689.975),(59 18421.238),(60 18514.027),(61 18556.15),(62 19019.53),(63 19190.678),(64 19099.393),(65 18906.654),(66 18700.006),(67 18484.592),(68 18549.734),(69 18488.615),(70 18610.182),(71 18554.887),(72 18644.898),(73 18322.95),(74 18357.896),(75 18683.209),(76 18519.738),(77 18425.912),(78 18773.541),(79 18909.615),
(1 7631.8003),(2 10935.535),(3 12131.414),(4 12301.395),(5 13051.298),(6 13027.457),(7 13660.611),(8 13459.606),(9 14213.221),(10 14703.621),(11 14961.015),(12 15071.733),(13 15331.874),(14 15092.866),(15 15408.56),(16 15662.673),(17 15538.823),(18 15594.803),(19 16002.142),(20 16024.59),(21 16155.078),(22 16054.247),(23 15857.944),(24 15879.52),(25 16281.164),(26 16516.11),(27 17166.1),(28 16792.195),(29 16596.488),(30 16211.702),(31 16365.232),(32 16581.58),(33 16460.178),(34 16496.445),(35 16581.197),(36 16637.814),(37 16137.858),(38 16447.883),(39 16557.916),(40 16280.874),(41 16443.283),(42 16890.428),(43 16937.846),(44 17283.525),(45 17104.082),(46 17148.428),(47 16967.914),(48 16993.232),(49 17065.81),(50 16811.451),(51 17120.793),(52 17413.328),(53 17650.83),(54 17532.17),(55 17579.234),(56 17663.299),(57 17593.648),(58 17714.502),(59 17657.416),(60 17803.623),(61 18373.889),(62 18590.623),(63 18877.111),(64 18829.375),(65 18706.291),(66 18717.018),(67 18436.988),(68 18541.992),(69 18608.057),(70 18957.893),(71 18932.639),(72 18662.184),(73 18722.549),(74 18745.555),(75 19032.979),(76 18874.27),(77 18934.256),(78 18926.525),(79 19099.004),
(1 7504.507),(2 10133.535),(3 10821.814),(4 11536.6),(5 12328.464),(6 12512.725),(7 13135.594),(8 13151.168),(9 13644.285),(10 14199.787),(11 14067.207),(12 14397.336),(13 14801.647),(14 14537.667),(15 14872.421),(16 15120.164),(17 15110.738),(18 14955.134),(19 14957.312),(20 15147.926),(21 15385.34),(22 15349.465),(23 15328.618),(24 15455.914),(25 15727.438),(26 15962.996),(27 16007.143),(28 16094.884),(29 15950.462),(30 15640.623),(31 15759.758),(32 15870.919),(33 16068.606),(34 16278.61),(35 16092.961),(36 16243.642),(37 16088.913),(38 16438.31),(39 16366.593),(40 16382.624),(41 16294.338),(42 16288.593),(43 16487.416),(44 16230.285),(45 16472.049),(46 16666.426),(47 16333.586),(48 16045.863),(49 16399.633),(50 16491.555),(51 16738.313),(52 17065.525),(53 17053.355),(54 16778.709),(55 17143.773),(56 16860.697),(57 17410.285),(58 17540.227),(59 17700.691),(60 17941.303),(61 17904.73),(62 17822.063),(63 17982.896),(64 17854.668),(65 18187.8),(66 18103.916),(67 18185.43),(68 18165.232),(69 18199.71),(70 18579.717),(71 18663.229),(72 18285.371),(73 18171.695),(74 18067.799),(75 17947.277),(76 18179.865),(77 18126.84),(78 17908.598),(79 18232.66),
(1 7443.1914),(2 10304.408),(3 11398.895),(4 12252.9),(5 12653.269),(6 12402.12),(7 12445.586),(8 12751.462),(9 13669.332),(10 14103.688),(11 14354.972),(12 14253.473),(13 14941.979),(14 14384.154),(15 14461.461),(16 14699.137),(17 14848.633),(18 15064.845),(19 15402.52),(20 15287.507),(21 14866.915),(22 15322.119),(23 15541.236),(24 15566.376),(25 15669.178),(26 15474.343),(27 15523.644),(28 15603.879),(29 15437.899),(30 15336.386),(31 15772.555),(32 15874.648),(33 15560.589),(34 15975.203),(35 16050.189),(36 15985.41),(37 15751.221),(38 15948.829),(39 15958.437),(40 16064.856),(41 16139.557),(42 16077.505),(43 16298.237),(44 16257.883),(45 16338.856),(46 16389.002),(47 16490.016),(48 16233.087),(49 16370.087),(50 15968.123),(51 16492.906),(52 16829.377),(53 16835.938),(54 16727.12),(55 17069.133),(56 16811.975),(57 17203.998),(58 17370.697),(59 17546.285),(60 17331.785),(61 17281.451),(62 17004.814),(63 16998.758),(64 16899.303),(65 17005.102),(66 17365.54),(67 17307.564),(68 17466.021),(69 17557.975),(70 17575.826),(71 17600.639),(72 17331.275),(73 17435.299),(74 17724.443),(75 17790.373),(76 17951.35),(77 17973.7),(78 18118.1),(79 18278.447),
