1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,500.5,501.5,502.5,503.5,504.5,505.5,506.5,507.5,508.5,509.5,510.5,511.5,
(1 80634),(2 291739.78),(3 600503.7),(4 973405.8),(5 1386308.9),(6 1814792.4),(7 2246928.3),(8 2675826),(9 3106481.3),(10 3539862.8),(11 3975769.8),(12 4416726),(13 4862642),(14 5307584),(15 5747398),(16 6172945.5),(17 6589794.5),(18 6998760),(19 7403672),(20 7801903.5),(21 8201613.5),(22 8597331),(23 8991203),(24 9383097),(25 9773191),(26 10161829),(27 10541743),(28 10913073),(29 11284017),(30 11672811),(31 12075403),(32 12479477),(33 12872133),(34 13248129),(35 13615261),(36 13975571),(37 14335419),(38 14692555),(39 15047595),(40 15408867),(41 15783021),(42 16158541),(43 16549812),(44 16942210),(45 17349448),(46 17770358),(47 18199130),(48 18608378),(49 19010250),(50 19406550),(51 19802566),(52 20186160),(53 20569478),(54 20950128),(55 21332848),(56 21711164),(57 22087888),(58 22459464),(59 22820438),(60 23173928),(61 23510614),(62 23829786),(63 24136234),(64 24430432),(65 24706322),(66 24962910),(67 25207758),(68 25453962),(69 25707678),(70 25981070),(71 26269910),(72 26573992),(73 26890894),(74 27208898),(75 27528200),(76 27838816),(77 28140638),(78 28413400),(79 28662854),
(1 29.824892),(2 41.778717),(3 48.04245),(4 51.010452),(5 53.372784),(6 55.055656),(7 56.727184),(8 57.77748),(9 59.058754),(10 59.933205),(11 60.93381),(12 61.53976),(13 62.41657),(14 63.139038),(15 64.16244),(16 64.610725),(17 65.43682),(18 66.30433),(19 67.283646),(20 67.740005),(21 68.621796),(22 68.938705),(23 69.651596),(24 70.022285),(25 70.59733),(26 70.72273),(27 71.290924),(28 71.613625),(29 72.09729),(30 72.295815),(31 72.87888),(32 73.21782),(33 73.872856),(34 74.09173),(35 74.54474),(36 74.844864),(37 75.36533),(38 75.59854),(39 76.087204),(40 76.22804),(41 76.689316),(42 76.95589),(43 77.46579),(44 77.64124),(45 77.68804),(46 77.78301),(47 78.23784),(48 78.399864),(49 78.62685),(50 78.7745),(51 79.41704),(52 79.45007),(53 79.62001),(54 79.74621),(55 80.279686),(56 80.02276),(57 79.84931),(58 80.073524),(59 80.19824),(60 80.10239),(61 80.43512),(62 80.42176),(63 80.632935),(64 80.54664),(65 80.79506),(66 80.45996),(67 80.32321),(68 80.159),(69 80.43976),(70 80.39189),(71 80.42395),(72 80.40198),(73 80.629585),(74 80.493286),(75 80.505455),(76 80.47872),(77 80.69091),(78 80.85118),(79 80.85334),
(1 29.433037),(2 41.139397),(3 47.374775),(4 50.241314),(5 52.29764),(6 53.931053),(7 55.46116),(8 56.47875),(9 57.64249),(10 58.42361),(11 59.500843),(12 60.2545),(13 61.091747),(14 61.80125),(15 62.888123),(16 63.29244),(17 64.223816),(18 64.7368),(19 65.6719),(20 66.37389),(21 66.958694),(22 67.329765),(23 67.977264),(24 68.34042),(25 69.22365),(26 69.596825),(27 70.14635),(28 70.500534),(29 71.12683),(30 71.46199),(31 71.92618),(32 72.202896),(33 72.72157),(34 73.11022),(35 73.42469),(36 73.679085),(37 73.969185),(38 74.245964),(39 74.8288),(40 75.13557),(41 75.49738),(42 75.80425),(43 76.463356),(44 76.424484),(45 76.60913),(46 76.720924),(47 77.43438),(48 77.62991),(49 77.94846),(50 78.047516),(51 78.6596),(52 78.70555),(53 78.95766),(54 79.14321),(55 79.606606),(56 79.43531),(57 79.54717),(58 79.62954),(59 80.058655),(60 80.101265),(61 80.20429),(62 80.259735),(63 80.152054),(64 80.12143),(65 80.29506),(66 79.98512),(67 79.91344),(68 79.7854),(69 79.92875),(70 79.77474),(71 79.71595),(72 79.62032),(73 79.805626),(74 79.59475),(75 79.650154),(76 79.62842),(77 79.78127),(78 79.9311),(79 79.955315),
(1 29.839045),(2 41.742542),(3 47.858845),(4 50.451473),(5 52.796658),(6 54.422108),(7 56.066597),(8 57.24107),(9 58.68913),(10 59.58081),(11 60.78322),(12 61.619923),(13 62.349144),(14 63.111458),(15 64.24046),(16 64.79697),(17 65.57394),(18 65.95019),(19 66.61678),(20 67.237206),(21 68.01567),(22 68.477974),(23 68.94697),(24 69.42699),(25 70.28636),(26 70.71846),(27 71.36062),(28 71.86048),(29 72.52094),(30 72.912025),(31 73.464386),(32 73.95391),(33 74.60601),(34 74.902084),(35 75.34737),(36 75.58093),(37 76.16341),(38 76.41688),(39 76.93658),(40 77.06754),(41 77.36846),(42 77.403496),(43 77.95891),(44 78.25333),(45 78.40708),(46 78.587585),(47 79.07313),(48 79.10273),(49 79.46191),(50 79.60312),(51 80.357834),(52 80.60028),(53 80.68291),(54 80.58246),(55 80.889465),(56 80.68025),(57 80.70881),(58 80.70308),(59 80.88269),(60 80.79378),(61 80.99018),(62 80.723206),(63 80.61292),(64 80.48719),(65 80.83873),(66 80.84534),(67 80.75001),(68 80.771324),(69 80.97974),(70 80.81649),(71 80.426575),(72 80.31673),(73 80.70769),(74 80.62912),(75 80.50159),(76 80.6729),(77 81.22736),(78 81.33238),(79 81.329735),
(1 29.233046),(2 40.88827),(3 46.939175),(4 49.728905),(5 52.08095),(6 53.63007),(7 55.2953),(8 56.324104),(9 57.648193),(10 58.455986),(11 59.341805),(12 60.037075),(13 60.921818),(14 61.719353),(15 62.780575),(16 63.35943),(17 64.36045),(18 64.71965),(19 65.6066),(20 66.096504),(21 66.74084),(22 67.05897),(23 67.618744),(24 67.95534),(25 68.68216),(26 69.07451),(27 69.70414),(28 70.10967),(29 70.577866),(30 70.88162),(31 71.34272),(32 71.72046),(33 72.369545),(34 72.73196),(35 73.34561),(36 73.679245),(37 74.37093),(38 74.67314),(39 75.13603),(40 75.22431),(41 75.41677),(42 75.7091),(43 76.29343),(44 76.41146),(45 76.55537),(46 76.70506),(47 77.381165),(48 77.58031),(49 77.80261),(50 77.90139),(51 78.29965),(52 78.28973),(53 78.377655),(54 78.59118),(55 79.05358),(56 79.002655),(57 79.08625),(58 79.03322),(59 79.38544),(60 79.33531),(61 79.648636),(62 79.44995),(63 79.55543),(64 79.6375),(65 79.85745),(66 79.44532),(67 79.312195),(68 79.29085),(69 79.559105),(70 79.30833),(71 79.3286),(72 79.47668),(73 79.63423),(74 79.26488),(75 79.28661),(76 79.3236),(77 79.58259),(78 79.8514),(79 79.82087),
(1 29.120605),(2 40.52142),(3 46.374603),(4 49.116722),(5 51.311165),(6 52.84164),(7 54.424908),(8 55.425488),(9 56.647984),(10 57.382435),(11 58.247433),(12 59.190983),(13 60.076485),(14 60.85733),(15 61.76649),(16 62.48803),(17 63.627495),(18 64.21986),(19 64.83477),(20 65.27114),(21 65.91033),(22 66.30811),(23 67.038086),(24 67.34526),(25 68.12201),(26 68.401054),(27 68.978485),(28 69.34489),(29 70.14234),(30 70.49512),(31 71.13976),(32 71.51145),(33 72.232864),(34 72.457924),(35 72.9907),(36 73.386986),(37 73.86627),(38 73.86694),(39 74.138115),(40 74.449814),(41 74.69427),(42 74.91994),(43 75.488304),(44 75.5083),(45 75.645035),(46 75.83542),(47 76.27573),(48 76.43519),(49 76.722946),(50 76.78363),(51 77.32686),(52 77.421074),(53 77.6011),(54 77.85794),(55 78.29014),(56 78.2847),(57 78.29763),(58 78.503914),(59 78.72098),(60 78.530045),(61 78.79641),(62 78.79544),(63 78.83627),(64 78.8079),(65 79.03098),(66 78.7328),(67 78.48537),(68 78.29241),(69 78.601456),(70 78.45765),(71 78.26633),(72 77.99921),(73 78.24449),(74 78.13825),(75 78.199104),(76 78.41183),(77 78.56862),(78 78.68874),(79 78.801575),
(1 28.588919),(2 39.80555),(3 45.538197),(4 48.317314),(5 50.52476),(6 52.173946),(7 53.798584),(8 54.853058),(9 56.01744),(10 56.72183),(11 57.84574),(12 58.771275),(13 59.671818),(14 60.461773),(15 61.284008),(16 61.870636),(17 62.5964),(18 63.304874),(19 63.888916),(20 64.32635),(21 64.98822),(22 65.20124),(23 65.84538),(24 66.208115),(25 67.035446),(26 67.28802),(27 67.80469),(28 68.201805),(29 68.93878),(30 69.20799),(31 69.7806),(32 70.229004),(33 70.70236),(34 70.79349),(35 71.285736),(36 71.662834),(37 72.029495),(38 72.21363),(39 72.698715),(40 72.89744),(41 73.11093),(42 73.257866),(43 73.70012),(44 73.79716),(45 73.872246),(46 73.94418),(47 74.600975),(48 74.72889),(49 75.07044),(50 75.221245),(51 75.64725),(52 75.59338),(53 75.81684),(54 75.9785),(55 76.49409),(56 76.42512),(57 76.474884),(58 76.62049),(59 76.88057),(60 76.83755),(61 77.07616),(62 77.049),(63 76.94737),(64 76.93559),(65 77.23139),(66 77.173416),(67 77.07611),(68 76.88577),(69 77.18077),(70 77.09912),(71 77.16529),(72 77.015335),(73 77.266846),(74 77.162155),(75 77.242294),(76 77.22537),(77 77.475174),(78 77.6089),(79 77.66041),
(1 28.795528),(2 40.13011),(3 45.876816),(4 48.709503),(5 51.089645),(6 52.639965),(7 54.124702),(8 55.041138),(9 56.1542),(10 56.995594),(11 58.024094),(12 58.746986),(13 59.600853),(14 60.323727),(15 61.275177),(16 61.78984),(17 62.836414),(18 63.53495),(19 64.23351),(20 64.92594),(21 65.64914),(22 66.03642),(23 66.79088),(24 67.20357),(25 67.922844),(26 68.24878),(27 68.779915),(28 69.142715),(29 69.778786),(30 70.130585),(31 70.711365),(32 71.13339),(33 71.866066),(34 72.05042),(35 72.35622),(36 72.7182),(37 73.12996),(38 73.24058),(39 73.7627),(40 74.00583),(41 74.16505),(42 74.530045),(43 74.986),(44 75.10425),(45 75.38347),(46 75.72322),(47 76.31285),(48 76.29015),(49 76.357346),(50 76.59089),(51 77.183685),(52 77.213104),(53 77.134766),(54 77.23594),(55 77.62957),(56 77.39437),(57 77.477585),(58 77.52767),(59 77.97577),(60 77.928154),(61 78.241844),(62 78.12503),(63 78.06817),(64 77.91217),(65 77.98675),(66 77.78739),(67 77.731445),(68 77.789406),(69 77.97679),(70 77.81042),(71 77.76205),(72 77.77802),(73 78.06144),(74 78.00135),(75 77.96693),(76 77.934975),(77 78.2126),(78 78.40814),(79 78.49406),
(1 28.855011),(2 40.212368),(3 46.09219),(4 48.7758),(5 50.952168),(6 52.650436),(7 54.25635),(8 55.14176),(9 56.407154),(10 57.429783),(11 58.498024),(12 59.30367),(13 60.11828),(14 60.86093),(15 61.721317),(16 62.3876),(17 63.159153),(18 63.871708),(19 64.80123),(20 65.50921),(21 66.40875),(22 66.84653),(23 67.44727),(24 67.917076),(25 68.61923),(26 68.94795),(27 69.54722),(28 70.08997),(29 70.62156),(30 70.90441),(31 71.41634),(32 71.75311),(33 72.27579),(34 72.40262),(35 72.99887),(36 73.42986),(37 73.988075),(38 74.264786),(39 74.786896),(40 75.05),(41 75.30915),(42 75.49325),(43 76.162056),(44 76.32055),(45 76.59329),(46 76.836205),(47 77.52424),(48 77.68666),(49 77.91973),(50 77.90518),(51 78.3875),(52 78.45255),(53 78.67846),(54 78.71496),(55 79.46751),(56 79.460075),(57 79.41965),(58 79.34982),(59 79.567245),(60 79.532036),(61 79.79595),(62 79.6478),(63 79.56287),(64 79.49274),(65 79.86877),(66 79.58471),(67 79.566895),(68 79.36592),(69 79.79598),(70 79.66799),(71 79.61368),(72 79.62294),(73 79.90453),(74 79.74557),(75 79.89228),(76 79.770996),(77 80.02628),(78 80.223434),(79 80.35638),
(1 28.458563),(2 39.654766),(3 45.352608),(4 48.076935),(5 50.2304),(6 51.649376),(7 53.258293),(8 54.157814),(9 55.33133),(10 56.151173),(11 57.102505),(12 57.718864),(13 58.551025),(14 59.14945),(15 59.9454),(16 60.405872),(17 61.44101),(18 61.93093),(19 62.765957),(20 63.40651),(21 63.906902),(22 64.260635),(23 64.70637),(24 65.201515),(25 65.87249),(26 66.18019),(27 66.69311),(28 67.049675),(29 67.77558),(30 68.0504),(31 68.7388),(32 69.1806),(33 69.72615),(34 69.96133),(35 70.42362),(36 70.58447),(37 71.1743),(38 71.392426),(39 71.9325),(40 72.156715),(41 72.38778),(42 72.764984),(43 73.41593),(44 73.374466),(45 73.53402),(46 73.879715),(47 74.47495),(48 74.620476),(49 74.74497),(50 74.96973),(51 75.55804),(52 75.888214),(53 76.03116),(54 76.08456),(55 76.62171),(56 76.51145),(57 76.4013),(58 76.64209),(59 76.928345),(60 76.74612),(61 76.96823),(62 76.71765),(63 76.62837),(64 76.417496),(65 76.620384),(66 76.32215),(67 76.24665),(68 76.13524),(69 76.5082),(70 76.498375),(71 76.42386),(72 76.3787),(73 76.79157),(74 76.641815),(75 76.57738),(76 76.5757),(77 76.89155),(78 77.176796),(79 77.137596),
(1 28.00247),(2 38.874294),(3 44.5791),(4 47.208153),(5 49.362442),(6 50.82616),(7 52.163876),(8 53.176888),(9 54.458035),(10 55.26857),(11 56.408543),(12 57.13459),(13 57.929527),(14 58.5597),(15 59.447216),(16 59.943836),(17 60.743652),(18 61.2558),(19 61.93148),(20 62.606285),(21 63.248875),(22 63.5444),(23 64.270424),(24 64.61273),(25 65.26612),(26 65.535416),(27 66.18487),(28 66.67933),(29 67.29659),(30 67.61981),(31 68.24804),(32 68.60567),(33 69.13343),(34 69.28639),(35 69.99889),(36 70.28303),(37 70.77039),(38 70.88697),(39 71.44112),(40 71.718285),(41 71.99024),(42 72.38334),(43 72.93684),(44 73.061325),(45 73.17528),(46 73.30597),(47 73.95308),(48 74.09046),(49 74.16812),(50 74.207794),(51 74.72227),(52 74.670784),(53 74.93435),(54 75.28842),(55 75.78217),(56 75.66935),(57 75.50927),(58 75.74999),(59 76.10694),(60 76.02647),(61 76.306885),(62 76.189606),(63 76.189125),(64 76.10439),(65 76.28279),(66 76.009445),(67 75.82952),(68 75.86694),(69 76.232056),(70 76.1133),(71 76.18089),(72 76.08747),(73 76.43072),(74 76.11691),(75 76.13758),(76 76.21287),(77 76.50815),(78 76.63024),(79 76.60342),
(1 27.982851),(2 38.849987),(3 44.473537),(4 46.889927),(5 49.032227),(6 50.622047),(7 52.317856),(8 53.208366),(9 54.385956),(10 55.29641),(11 56.32077),(12 57.01542),(13 57.684643),(14 58.38544),(15 59.324024),(16 59.817432),(17 60.509907),(18 60.99024),(19 61.74806),(20 62.445053),(21 63.30651),(22 63.72132),(23 64.21423),(24 64.65876),(25 65.47218),(26 65.97005),(27 66.51588),(28 66.85055),(29 67.363205),(30 67.590805),(31 68.10559),(32 68.5113),(33 69.04861),(34 69.309814),(35 69.806015),(36 70.1509),(37 70.47115),(38 70.857025),(39 71.19899),(40 71.36481),(41 71.69169),(42 71.904495),(43 72.40561),(44 72.38521),(45 72.7038),(46 72.83266),(47 73.28446),(48 73.40511),(49 73.47765),(50 73.68282),(51 74.161026),(52 74.24482),(53 74.44439),(54 74.50539),(55 74.92393),(56 74.98402),(57 75.02599),(58 74.94784),(59 75.16111),(60 74.88343),(61 75.084305),(62 75.023735),(63 75.09506),(64 74.89275),(65 75.05542),(66 74.79873),(67 74.79179),(68 74.47368),(69 74.85104),(70 74.640236),(71 74.3879),(72 74.36823),(73 74.51294),(74 74.37843),(75 74.42287),(76 74.44096),(77 74.83692),(78 75.1154),(79 75.124374),
(1 27.913282),(2 38.769585),(3 44.37457),(4 47.179535),(5 49.378723),(6 50.85011),(7 52.49206),(8 53.518257),(9 54.65123),(10 55.42135),(11 56.314144),(12 56.9756),(13 57.671562),(14 58.37822),(15 59.534866),(16 60.228477),(17 61.198395),(18 61.849606),(19 62.58518),(20 63.15437),(21 63.884975),(22 64.32536),(23 64.95784),(24 65.461815),(25 66.13402),(26 66.62997),(27 67.10824),(28 67.55262),(29 68.15945),(30 68.38366),(31 68.88885),(32 69.12499),(33 69.6869),(34 70.09112),(35 70.38483),(36 70.61711),(37 70.96153),(38 71.25709),(39 71.71695),(40 71.96552),(41 72.42384),(42 72.59555),(43 73.128395),(44 73.170845),(45 73.22596),(46 73.389),(47 73.87135),(48 74.02242),(49 74.18135),(50 74.37221),(51 74.93756),(52 75.13997),(53 75.28124),(54 75.45866),(55 75.93962),(56 75.887),(57 75.925835),(58 75.904015),(59 76.219215),(60 76.25921),(61 76.61066),(62 76.562035),(63 76.45941),(64 76.59264),(65 76.924934),(66 76.58524),(67 76.45429),(68 76.37712),(69 76.63544),(70 76.4851),(71 76.50828),(72 76.336815),(73 76.57973),(74 76.51281),(75 76.565346),(76 76.634575),(77 76.91059),(78 77.16278),(79 77.18567),
(1 27.731976),(2 38.642715),(3 44.245846),(4 46.93004),(5 49.087605),(6 50.52485),(7 52.008472),(8 52.93622),(9 54.014206),(10 55.05172),(11 56.158993),(12 56.958515),(13 57.88711),(14 58.531822),(15 59.38166),(16 59.890594),(17 60.589066),(18 61.19134),(19 61.93921),(20 62.58446),(21 63.248802),(22 63.678265),(23 64.17144),(24 64.65033),(25 65.347115),(26 65.77303),(27 66.19306),(28 66.586136),(29 67.17359),(30 67.44283),(31 68.06165),(32 68.2707),(33 68.94849),(34 69.219315),(35 69.56699),(36 69.903656),(37 70.436806),(38 70.56363),(39 71.11226),(40 71.3562),(41 71.65851),(42 71.88816),(43 72.43182),(44 72.63877),(45 72.852196),(46 72.87955),(47 73.43986),(48 73.55224),(49 73.6975),(50 73.90408),(51 74.40074),(52 74.43442),(53 74.75596),(54 74.99591),(55 75.342255),(56 75.313995),(57 75.345764),(58 75.42221),(59 75.67116),(60 75.57269),(61 75.706795),(62 75.51387),(63 75.52055),(64 75.42036),(65 75.63204),(66 75.317375),(67 75.13644),(68 74.990425),(69 75.382576),(70 75.319466),(71 75.1739),(72 75.131874),(73 75.33061),(74 75.145645),(75 75.23188),(76 75.263954),(77 75.44649),(78 75.55446),(79 75.71033),
(1 27.135893),(2 37.695934),(3 43.187267),(4 45.940617),(5 48.014362),(6 49.439365),(7 50.96314),(8 51.976135),(9 53.098923),(10 53.977444),(11 54.862152),(12 55.682526),(13 56.440037),(14 57.01652),(15 57.90902),(16 58.556538),(17 59.41259),(18 59.932392),(19 60.625164),(20 61.211193),(21 61.832993),(22 62.169186),(23 62.62407),(24 63.097702),(25 63.806248),(26 64.20735),(27 64.57641),(28 64.818756),(29 65.45215),(30 65.68996),(31 66.15986),(32 66.496155),(33 67.1077),(34 67.37016),(35 67.78273),(36 67.98346),(37 68.46938),(38 68.64549),(39 69.21069),(40 69.50654),(41 69.70059),(42 69.946175),(43 70.45499),(44 70.66779),(45 70.81079),(46 71.14358),(47 71.5577),(48 71.553894),(49 71.9153),(50 72.00943),(51 72.534195),(52 72.660324),(53 72.82347),(54 72.92723),(55 73.45732),(56 73.33325),(57 73.47556),(58 73.53925),(59 73.89747),(60 73.7879),(61 73.94299),(62 73.9557),(63 73.917),(64 73.70292),(65 73.96398),(66 73.763245),(67 73.65023),(68 73.640434),(69 73.95077),(70 73.94708),(71 73.91716),(72 73.73388),(73 73.85148),(74 73.71842),(75 73.76569),(76 74.01121),(77 74.48487),(78 74.710785),(79 74.741425),
(1 27.360985),(2 37.871582),(3 43.632286),(4 46.27371),(5 48.447044),(6 49.95237),(7 51.512035),(8 52.55839),(9 53.687828),(10 54.47963),(11 55.52314),(12 56.14887),(13 56.987095),(14 57.67117),(15 58.509018),(16 59.06475),(17 59.80583),(18 60.219036),(19 61.05887),(20 61.74133),(21 62.36151),(22 62.849934),(23 63.48777),(24 63.83693),(25 64.60301),(26 64.96279),(27 65.393326),(28 65.78629),(29 66.43333),(30 66.5763),(31 67.15122),(32 67.56884),(33 68.20753),(34 68.4987),(35 68.92263),(36 69.04555),(37 69.52107),(38 69.61058),(39 70.130035),(40 70.25876),(41 70.67811),(42 70.981834),(43 71.50671),(44 71.57661),(45 71.92962),(46 72.22856),(47 72.69917),(48 72.85675),(49 73.09308),(50 73.292984),(51 73.9182),(52 73.868225),(53 73.904434),(54 73.886986),(55 74.32832),(56 74.144066),(57 74.21937),(58 74.25882),(59 74.648254),(60 74.71593),(61 74.95828),(62 74.92001),(63 75.1245),(64 75.05325),(65 75.249504),(66 75.0308),(67 74.95652),(68 74.942024),(69 75.14066),(70 75.10214),(71 74.97541),(72 74.921394),(73 75.13684),(74 74.93164),(75 75.01749),(76 75.10807),(77 75.44583),(78 75.45971),(79 75.47725),
(1 26.907969),(2 37.434082),(3 42.975403),(4 45.493786),(5 47.556698),(6 48.962635),(7 50.461094),(8 51.36265),(9 52.55242),(10 53.349735),(11 54.329964),(12 55.18693),(13 55.986134),(14 56.836132),(15 57.710052),(16 58.269917),(17 59.20181),(18 59.7435),(19 60.446903),(20 61.19199),(21 61.901836),(22 62.272118),(23 62.656696),(24 63.052223),(25 63.616417),(26 63.96867),(27 64.49618),(28 64.729774),(29 65.32729),(30 65.705795),(31 66.25436),(32 66.592224),(33 67.23875),(34 67.41711),(35 67.79597),(36 68.121025),(37 68.38917),(38 68.69435),(39 69.26993),(40 69.534325),(41 69.756836),(42 70.071106),(43 70.684425),(44 70.85554),(45 71.13843),(46 71.301895),(47 71.71597),(48 71.743126),(49 71.84668),(50 71.97491),(51 72.47958),(52 72.63203),(53 72.699684),(54 72.75692),(55 73.16207),(56 73.08777),(57 73.11171),(58 73.32089),(59 73.59332),(60 73.50523),(61 73.49921),(62 73.415764),(63 73.360886),(64 73.26299),(65 73.37007),(66 73.23709),(67 73.26822),(68 73.254326),(69 73.449196),(70 73.27486),(71 73.16649),(72 73.171486),(73 73.454346),(74 73.302475),(75 73.27202),(76 73.32855),(77 73.522385),(78 73.73463),(79 73.79397),
(1 26.922998),(2 37.468285),(3 42.898136),(4 45.301773),(5 47.597622),(6 49.078285),(7 50.720196),(8 51.696552),(9 52.871548),(10 53.624577),(11 54.58756),(12 55.437294),(13 56.261776),(14 56.80256),(15 57.60564),(16 58.13587),(17 59.015842),(18 59.793068),(19 60.4589),(20 61.131023),(21 61.88644),(22 62.164387),(23 62.734406),(24 63.129387),(25 63.789955),(26 64.25828),(27 64.71183),(28 65.12272),(29 65.600876),(30 65.85437),(31 66.38288),(32 66.764626),(33 67.36093),(34 67.71807),(35 68.129654),(36 68.43375),(37 68.945305),(38 69.20272),(39 69.696365),(40 69.98997),(41 70.37145),(42 70.59512),(43 71.10674),(44 71.3266),(45 71.489365),(46 71.61867),(47 72.1334),(48 72.25706),(49 72.441),(50 72.62782),(51 73.40824),(52 73.640144),(53 73.87561),(54 74.107635),(55 74.69449),(56 74.66744),(57 74.790405),(58 74.76046),(59 74.902855),(60 74.955215),(61 75.25392),(62 75.22633),(63 75.3066),(64 75.06728),(65 75.37461),(66 75.137505),(67 75.10545),(68 75.054825),(69 75.34123),(70 75.43129),(71 75.42143),(72 75.29172),(73 75.448616),(74 75.06206),(75 75.03204),(76 74.98347),(77 75.15623),(78 75.2989),(79 75.28231),
