1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 71.50254),(2 87.61725),(3 98.144),(4 107.14571),(5 111.09253),(6 113.37969),(7 117.020134),(8 119.316795),(9 120.34479),(10 122.9222),(11 123.508125),(12 123.912796),(13 125.07997),(14 128.08241),(15 127.529526),(16 127.20117),(17 127.747795),(18 127.87078),(19 128.48889),(20 129.2782),(21 128.5206),(22 130.73912),(23 131.18318),(24 131.60843),(25 131.95808),(26 133.19032),(27 132.31178),(28 132.29535),(29 132.22125),(30 134.23518),(31 136.16963),(32 135.6354),(33 137.26859),(34 136.91318),(35 136.01482),(36 136.12476),(37 138.01665),(38 138.3786),(39 138.22124),(40 141.40811),(41 140.14818),(42 139.619),(43 140.70836),(44 140.36497),(45 140.22885),(46 142.09854),(47 140.50298),(48 142.37852),(49 143.4688),(50 143.19377),(51 143.77927),(52 145.25146),(53 145.5291),(54 147.8572),(55 146.75204),(56 147.01433),(57 149.6765),(58 150.50768),(59 150.64731),(60 150.49602),(61 152.21512),(62 151.20796),(63 151.57062),(64 151.67192),(65 151.506),(66 149.63498),(67 150.66486),(68 148.98521),(69 151.24205),(70 152.37039),(71 149.59947),(72 149.41667),(73 150.30489),(74 149.52054),(75 149.14574),(76 150.68579),(77 151.01714),(78 150.06226),(79 149.59457),
(1 70.648506),(2 87.26264),(3 99.10712),(4 107.08253),(5 110.47436),(6 111.310295),(7 115.374435),(8 118.817856),(9 119.28934),(10 120.79664),(11 121.40711),(12 121.10713),(13 123.09561),(14 124.4899),(15 124.2922),(16 124.90204),(17 126.81633),(18 127.107285),(19 127.789024),(20 128.73141),(21 129.05055),(22 130.77832),(23 131.40872),(24 132.65257),(25 133.78424),(26 132.78845),(27 132.17075),(28 134.53879),(29 134.0131),(30 134.66441),(31 136.38194),(32 134.60957),(33 134.99113),(34 135.75046),(35 136.68294),(36 137.74658),(37 139.02835),(38 138.24652),(39 139.055),(40 139.49655),(41 139.07767),(42 138.80414),(43 139.43208),(44 138.59946),(45 139.17522),(46 139.02104),(47 138.45326),(48 139.20093),(49 141.79263),(50 141.27707),(51 141.84805),(52 144.47675),(53 145.1791),(54 147.36435),(55 146.9296),(56 148.41151),(57 148.3767),(58 148.30423),(59 148.58163),(60 147.57343),(61 148.66281),(62 149.258),(63 149.50102),(64 149.52306),(65 148.42615),(66 146.43513),(67 146.54604),(68 147.68648),(69 148.13135),(70 148.84583),(71 147.4919),(72 147.8911),(73 147.84018),(74 147.07031),(75 146.18336),(76 146.88606),(77 145.81567),(78 148.31927),(79 148.30455),
(1 70.01381),(2 85.4744),(3 96.93585),(4 104.51273),(5 109.79761),(6 111.88244),(7 114.69123),(8 117.080475),(9 117.78935),(10 119.48364),(11 120.4594),(12 119.98577),(13 121.350006),(14 122.22561),(15 122.50513),(16 122.99669),(17 123.62038),(18 123.75806),(19 123.681984),(20 124.48954),(21 125.22572),(22 125.63027),(23 126.85127),(24 127.488205),(25 128.29993),(26 128.79698),(27 127.62913),(28 129.99258),(29 130.05128),(30 130.77281),(31 133.2303),(32 131.55939),(33 131.8154),(34 134.28676),(35 134.6827),(36 134.21677),(37 135.7982),(38 133.53589),(39 134.32373),(40 135.97516),(41 135.3809),(42 135.0626),(43 135.65701),(44 135.88557),(45 136.8788),(46 136.84425),(47 136.7042),(48 137.83675),(49 138.26555),(50 138.22382),(51 138.52562),(52 141.01651),(53 139.76064),(54 141.73738),(55 142.45628),(56 143.15337),(57 142.94812),(58 143.46767),(59 143.45982),(60 144.55876),(61 145.46774),(62 145.06667),(63 143.61557),(64 144.73605),(65 144.05484),(66 144.34999),(67 144.3062),(68 143.71512),(69 142.03183),(70 143.1118),(71 141.97975),(72 143.42667),(73 145.37741),(74 144.39049),(75 144.73549),(76 146.10275),(77 144.73717),(78 146.4365),(79 146.59383),
(1 68.8339),(2 84.80076),(3 95.07582),(4 103.38592),(5 109.14919),(6 113.014275),(7 115.525894),(8 117.65616),(9 118.87103),(10 119.80206),(11 120.98944),(12 121.038864),(13 123.26083),(14 122.76882),(15 122.36757),(16 123.487434),(17 124.25921),(18 123.36636),(19 124.63286),(20 125.31862),(21 124.99681),(22 126.53709),(23 128.0271),(24 128.88358),(25 129.66484),(26 131.14998),(27 130.07175),(28 131.8378),(29 130.97801),(30 131.31786),(31 132.55392),(32 130.8282),(33 132.45145),(34 133.41705),(35 132.37578),(36 132.7107),(37 134.00813),(38 132.1016),(39 134.0748),(40 134.55713),(41 134.03018),(42 134.20528),(43 135.89146),(44 135.36336),(45 135.93596),(46 138.31198),(47 137.72128),(48 138.48021),(49 137.88664),(50 138.61853),(51 138.28264),(52 140.98064),(53 138.93396),(54 140.405),(55 141.8516),(56 142.17949),(57 144.09024),(58 143.92947),(59 143.57149),(60 143.8579),(61 144.94273),(62 146.27437),(63 145.08934),(64 146.67348),(65 145.29402),(66 144.56107),(67 143.91377),(68 143.09636),(69 142.1347),(70 144.50105),(71 143.5583),(72 143.92049),(73 144.71936),(74 143.3433),(75 143.46976),(76 145.10652),(77 143.10744),(78 144.7865),(79 145.0518),
(1 68.98634),(2 85.7817),(3 95.56159),(4 103.066574),(5 107.69109),(6 111.42897),(7 114.86347),(8 117.75287),(9 117.20159),(10 117.92841),(11 119.484985),(12 120.77195),(13 121.010376),(14 122.38123),(15 121.87167),(16 122.33672),(17 123.91316),(18 123.43446),(19 125.25417),(20 127.01674),(21 126.894104),(22 127.38458),(23 127.72028),(24 129.14206),(25 130.22966),(26 131.83223),(27 130.8545),(28 131.73917),(29 130.41217),(30 131.94637),(31 132.0983),(32 132.29706),(33 133.68333),(34 134.15219),(35 133.8783),(36 132.85316),(37 133.45093),(38 132.31143),(39 131.34499),(40 132.17633),(41 130.31142),(42 131.2589),(43 132.87321),(44 134.09686),(45 134.72246),(46 136.13342),(47 135.4837),(48 136.3515),(49 136.28981),(50 136.99432),(51 137.74887),(52 139.51048),(53 138.31866),(54 138.37549),(55 139.45558),(56 140.0386),(57 141.11108),(58 140.01633),(59 140.30693),(60 142.01555),(61 143.94398),(62 143.31818),(63 144.10199),(64 143.11272),(65 142.92206),(66 142.42308),(67 141.84378),(68 141.26819),(69 141.63118),(70 141.30894),(71 140.15562),(72 139.67125),(73 140.2025),(74 140.29077),(75 138.76984),(76 141.12753),(77 140.87054),(78 141.12851),(79 139.82938),
(1 68.336044),(2 84.03157),(3 93.995224),(4 101.84098),(5 106.34191),(6 109.02686),(7 112.25084),(8 114.81616),(9 114.60455),(10 115.90298),(11 117.41666),(12 118.536224),(13 119.922485),(14 120.573586),(15 119.99206),(16 121.034775),(17 122.04777),(18 122.62184),(19 122.30573),(20 124.429535),(21 124.65536),(22 126.70137),(23 127.35782),(24 129.06529),(25 130.9673),(26 131.77733),(27 130.2722),(28 133.83835),(29 132.33836),(30 131.4788),(31 133.05652),(32 133.70915),(33 135.36633),(34 136.4446),(35 136.53284),(36 134.65453),(37 136.56355),(38 135.36615),(39 135.49236),(40 136.3544),(41 135.12857),(42 135.21246),(43 136.1526),(44 135.56654),(45 135.78767),(46 136.8802),(47 135.95569),(48 137.31073),(49 138.25183),(50 137.83493),(51 138.6496),(52 139.86797),(53 139.96588),(54 141.8785),(55 141.55789),(56 141.9519),(57 143.24669),(58 144.10898),(59 143.2891),(60 144.21431),(61 144.36731),(62 142.38397),(63 144.05084),(64 145.01959),(65 144.64218),(66 144.0529),(67 145.21626),(68 144.71129),(69 144.86829),(70 144.20801),(71 144.04477),(72 144.47408),(73 144.89449),(74 144.00337),(75 143.12263),(76 143.36577),(77 144.25624),(78 143.97752),(79 141.7232),
(1 67.70294),(2 83.1319),(3 93.14197),(4 100.65815),(5 103.816444),(6 107.53089),(7 109.28261),(8 112.32463),(9 112.30903),(10 114.25268),(11 115.129776),(12 115.23337),(13 117.66393),(14 118.80169),(15 118.07356),(16 119.31164),(17 121.09575),(18 120.183716),(19 119.66298),(20 120.684456),(21 122.22595),(22 122.48942),(23 124.02166),(24 125.25399),(25 125.26844),(26 127.20603),(27 127.317986),(28 128.21953),(29 127.22524),(30 126.88345),(31 127.897865),(32 127.83849),(33 128.27934),(34 128.80197),(35 127.09973),(36 126.05709),(37 128.88135),(38 129.56992),(39 129.3867),(40 131.2191),(41 131.40517),(42 130.57143),(43 131.22887),(44 133.17053),(45 132.49396),(46 134.28232),(47 133.96198),(48 134.20868),(49 135.07387),(50 134.7461),(51 135.32321),(52 136.9669),(53 136.82414),(54 136.982),(55 138.58192),(56 139.25974),(57 140.10542),(58 139.68086),(59 139.01988),(60 139.19904),(61 140.63304),(62 138.56621),(63 139.25781),(64 141.66011),(65 140.0852),(66 140.77284),(67 140.88925),(68 139.69153),(69 139.44481),(70 138.9547),(71 139.372),(72 138.9929),(73 138.81989),(74 138.70424),(75 138.8181),(76 140.58597),(77 139.49304),(78 139.17792),(79 138.37115),
(1 66.84414),(2 82.8371),(3 92.15169),(4 98.28994),(5 102.596245),(6 105.1503),(7 107.65534),(8 108.9526),(9 109.430336),(10 111.97845),(11 112.51024),(12 112.98372),(13 113.984825),(14 115.761),(15 114.844185),(16 115.05951),(17 116.28787),(18 116.18121),(19 117.39558),(20 118.66773),(21 119.93939),(22 120.45519),(23 122.83854),(24 122.86003),(25 123.37694),(26 123.32222),(27 123.49633),(28 125.147285),(29 125.0294),(30 124.823654),(31 125.99672),(32 125.655464),(33 127.07058),(34 128.13762),(35 127.574745),(36 126.0954),(37 128.61847),(38 127.03987),(39 127.774956),(40 127.748085),(41 127.80519),(42 127.31604),(43 127.430016),(44 127.79604),(45 128.69548),(46 129.5706),(47 128.68414),(48 129.59914),(49 131.20021),(50 131.7747),(51 130.14912),(52 131.99544),(53 132.78006),(54 132.64043),(55 133.5395),(56 133.8669),(57 134.20453),(58 134.36383),(59 134.40704),(60 135.47612),(61 137.13814),(62 136.06535),(63 136.00981),(64 136.88644),(65 136.05716),(66 135.88716),(67 135.80595),(68 135.74432),(69 136.03139),(70 135.97673),(71 135.53256),(72 135.05043),(73 134.47554),(74 134.83583),(75 133.96071),(76 134.92424),(77 134.20119),(78 133.63216),(79 133.99483),
(1 65.61258),(2 81.89788),(3 91.42344),(4 97.743546),(5 101.79578),(6 102.3788),(7 105.346634),(8 108.42095),(9 108.8084),(10 110.47813),(11 110.79584),(12 111.550125),(13 113.19073),(14 115.16142),(15 113.55971),(16 115.21801),(17 116.15721),(18 116.524155),(19 116.688354),(20 117.8109),(21 117.53347),(22 119.58818),(23 120.64287),(24 120.18544),(25 121.014595),(26 121.58181),(27 121.11852),(28 122.0881),(29 121.79802),(30 122.38173),(31 123.83032),(32 123.42758),(33 124.42111),(34 125.30858),(35 123.982834),(36 124.07764),(37 125.17284),(38 125.576294),(39 125.28377),(40 126.455185),(41 126.34439),(42 125.98107),(43 126.6533),(44 126.06195),(45 126.543365),(46 127.29641),(47 128.12997),(48 129.0624),(49 130.52214),(50 131.20105),(51 129.91853),(52 132.0245),(53 131.00952),(54 131.74742),(55 132.75171),(56 133.38351),(57 133.88925),(58 135.58923),(59 135.36981),(60 137.5029),(61 138.1487),(62 136.90184),(63 137.26619),(64 138.90636),(65 136.37958),(66 136.27403),(67 136.78531),(68 135.51453),(69 136.23106),(70 136.14978),(71 135.27785),(72 136.20671),(73 136.83307),(74 136.63916),(75 136.73773),(76 138.3363),(77 138.69287),(78 138.91774),(79 138.88196),
(1 65.75144),(2 80.46468),(3 88.95088),(4 95.73078),(5 100.18914),(6 100.89978),(7 104.69949),(8 106.818),(9 107.32076),(10 108.83127),(11 109.54603),(12 110.383766),(13 111.28241),(14 113.21572),(15 113.25721),(16 114.42869),(17 114.89743),(18 114.96806),(19 115.79865),(20 117.135994),(21 117.971016),(22 119.057785),(23 120.35383),(24 120.92768),(25 122.865005),(26 124.4223),(27 123.87355),(28 124.98224),(29 124.30843),(30 124.72286),(31 126.813614),(32 124.935356),(33 127.221016),(34 127.75527),(35 127.66303),(36 126.68598),(37 127.68739),(38 126.910995),(39 128.03032),(40 130.8627),(41 129.32791),(42 128.90057),(43 129.44269),(44 128.86545),(45 128.12816),(46 129.6766),(47 129.36133),(48 129.33673),(49 131.16017),(50 132.40778),(51 133.6324),(52 134.34723),(53 134.12775),(54 135.04181),(55 135.32303),(56 134.59155),(57 136.41881),(58 137.58304),(59 137.09644),(60 138.10774),(61 139.05525),(62 137.98224),(63 138.43033),(64 138.99754),(65 137.69748),(66 137.60947),(67 137.62059),(68 137.30032),(69 136.31953),(70 136.2662),(71 134.06924),(72 134.6474),(73 135.19514),(74 134.44986),(75 134.02159),(76 134.75581),(77 134.57611),(78 135.99306),(79 135.4609),
(1 65.49),(2 80.86644),(3 89.15892),(4 96.70509),(5 100.15123),(6 101.905334),(7 105.852715),(8 108.6355),(9 107.81927),(10 108.971565),(11 110.3455),(12 110.91921),(13 112.36474),(14 113.59886),(15 112.81209),(16 114.464775),(17 115.02449),(18 113.96659),(19 115.109505),(20 115.66193),(21 117.04983),(22 117.7241),(23 118.55985),(24 119.286835),(25 119.88679),(26 120.73097),(27 120.63585),(28 121.90212),(29 121.31124),(30 121.371666),(31 124.382835),(32 122.67239),(33 123.42611),(34 122.681885),(35 123.12945),(36 123.5724),(37 123.81124),(38 122.49668),(39 123.08833),(40 125.37723),(41 124.513176),(42 124.12633),(43 124.91973),(44 125.37595),(45 124.74553),(46 125.40372),(47 125.32106),(48 126.77283),(49 127.72739),(50 128.36377),(51 130.30334),(52 131.70015),(53 130.53845),(54 130.87553),(55 131.7359),(56 132.09201),(57 133.10857),(58 133.68283),(59 133.4581),(60 133.85971),(61 133.78737),(62 135.02895),(63 136.00342),(64 136.17616),(65 134.97136),(66 134.81326),(67 134.08966),(68 134.36287),(69 133.86563),(70 133.64787),(71 133.09099),(72 132.3484),(73 132.748),(74 132.7178),(75 133.23238),(76 134.67679),(77 134.83809),(78 134.9446),(79 133.4357),
(1 63.633255),(2 79.6002),(3 87.96941),(4 94.86949),(5 97.854095),(6 101.34689),(7 104.78952),(8 105.385284),(9 106.289825),(10 107.31665),(11 109.07771),(12 109.1604),(13 110.26273),(14 111.13646),(15 110.82136),(16 111.63691),(17 113.191536),(18 112.41492),(19 113.54362),(20 115.07117),(21 114.21026),(22 116.99971),(23 117.34284),(24 117.380745),(25 118.30025),(26 119.46939),(27 119.886986),(28 121.401886),(29 120.13883),(30 121.04974),(31 122.20589),(32 120.21651),(33 120.68199),(34 121.32343),(35 121.76825),(36 120.938065),(37 122.58848),(38 122.65862),(39 123.29841),(40 123.59889),(41 123.70346),(42 122.459946),(43 122.96671),(44 122.57584),(45 122.98043),(46 125.77955),(47 124.355995),(48 124.29515),(49 126.2075),(50 127.28123),(51 127.635445),(52 130.23322),(53 129.7898),(54 130.3656),(55 131.44702),(56 131.96362),(57 132.7232),(58 133.39265),(59 133.4168),(60 134.10452),(61 132.72176),(62 134.23665),(63 133.7744),(64 135.09395),(65 133.50998),(66 133.45233),(67 133.06346),(68 132.16),(69 131.95815),(70 132.12079),(71 132.46765),(72 133.05972),(73 133.65224),(74 131.21616),(75 131.96169),(76 131.93835),(77 131.54288),(78 132.23868),(79 131.2829),
(1 63.152725),(2 78.78822),(3 86.74842),(4 92.965164),(5 97.36516),(6 100.455986),(7 103.06102),(8 103.93016),(9 104.14492),(10 104.86689),(11 106.6916),(12 107.570984),(13 109.17676),(14 110.70152),(15 110.847786),(16 111.443016),(17 112.287155),(18 112.62334),(19 113.41012),(20 114.46013),(21 114.51242),(22 115.81147),(23 116.96145),(24 117.1127),(25 118.89819),(26 120.765785),(27 122.00221),(28 122.78119),(29 123.131096),(30 123.43516),(31 124.94705),(32 122.95781),(33 123.55865),(34 124.199135),(35 123.96756),(36 124.28064),(37 126.8805),(38 126.32277),(39 126.791),(40 128.1432),(41 127.74482),(42 127.31176),(43 127.74459),(44 127.84879),(45 128.59879),(46 130.13654),(47 129.46489),(48 131.08624),(49 131.9274),(50 133.09901),(51 133.59656),(52 135.08829),(53 134.66144),(54 136.26361),(55 136.50577),(56 135.45694),(57 135.86826),(58 135.75636),(59 135.0985),(60 134.99902),(61 136.25769),(62 136.21225),(63 136.50836),(64 136.6459),(65 134.69756),(66 134.29704),(67 133.90614),(68 132.6149),(69 131.2899),(70 131.59866),(71 130.51845),(72 130.71313),(73 131.60608),(74 130.49477),(75 130.97002),(76 132.12854),(77 131.87305),(78 133.4793),(79 132.79718),
(1 63.39286),(2 77.70987),(3 87.684616),(4 93.85271),(5 98.28682),(6 100.01176),(7 102.91665),(8 105.59473),(9 105.848885),(10 106.71225),(11 107.52676),(12 107.32981),(13 108.32527),(14 110.309845),(15 110.39984),(16 110.61116),(17 110.54599),(18 110.63705),(19 112.74778),(20 113.49254),(21 113.272835),(22 114.54958),(23 116.68378),(24 117.204994),(25 117.98916),(26 118.942024),(27 118.79403),(28 119.63277),(29 118.70245),(30 119.61694),(31 120.42424),(32 120.39073),(33 120.39018),(34 120.86006),(35 121.00094),(36 120.709564),(37 121.92452),(38 121.74659),(39 122.09284),(40 123.0347),(41 123.17393),(42 122.5923),(43 122.96022),(44 123.63019),(45 124.59023),(46 125.86483),(47 125.7013),(48 125.939674),(49 127.54893),(50 128.8761),(51 129.67805),(52 131.53703),(53 129.95355),(54 130.5712),(55 131.09306),(56 129.80913),(57 130.78513),(58 130.82344),(59 130.9867),(60 130.64818),(61 133.49062),(62 131.01598),(63 131.16629),(64 131.50475),(65 130.80484),(66 130.32787),(67 131.43375),(68 129.1963),(69 129.03687),(70 129.04543),(71 128.30637),(72 127.13815),(73 127.91918),(74 127.92125),(75 126.8456),(76 127.66927),(77 128.11426),(78 129.71658),(79 127.48072),
(1 63.557995),(2 78.07029),(3 86.92833),(4 93.69753),(5 97.743195),(6 100.030556),(7 103.25725),(8 104.89449),(9 105.04157),(10 105.4536),(11 106.923355),(12 107.20801),(13 108.59635),(14 110.141014),(15 109.15167),(16 109.08987),(17 110.51927),(18 109.875084),(19 111.00563),(20 111.89804),(21 112.26655),(22 113.76678),(23 114.02507),(24 114.365074),(25 115.157036),(26 116.992424),(27 116.46622),(28 117.04042),(29 117.01259),(30 118.50115),(31 119.57693),(32 119.60148),(33 119.86096),(34 120.84331),(35 120.34362),(36 120.210175),(37 120.22613),(38 119.99245),(39 121.34423),(40 122.93656),(41 122.23974),(42 123.86964),(43 124.748695),(44 124.912506),(45 125.30214),(46 126.86335),(47 125.29316),(48 125.481445),(49 125.79665),(50 126.80685),(51 127.868996),(52 128.71991),(53 127.53596),(54 128.76292),(55 129.60747),(56 128.55281),(57 129.74638),(58 129.4954),(59 129.7035),(60 130.72647),(61 131.67914),(62 131.3252),(63 132.43837),(64 132.55437),(65 132.5375),(66 130.99655),(67 130.68015),(68 129.33119),(69 130.58694),(70 130.43513),(71 129.35324),(72 129.22688),(73 129.70898),(74 129.38866),(75 128.68742),(76 128.1717),(77 129.59099),(78 129.61562),(79 129.18793),
(1 62.77697),(2 78.400764),(3 88.08034),(4 95.36248),(5 100.143654),(6 102.95868),(7 104.93257),(8 106.745155),(9 105.51288),(10 106.36852),(11 108.05812),(12 108.48458),(13 109.59519),(14 110.75475),(15 110.597916),(16 110.9686),(17 111.395355),(18 111.61648),(19 113.683266),(20 114.705894),(21 115.3208),(22 116.562454),(23 116.545685),(24 116.94749),(25 118.41176),(26 119.48039),(27 117.696304),(28 119.93741),(29 119.89392),(30 120.94367),(31 121.97183),(32 120.69049),(33 121.1783),(34 122.548355),(35 121.19595),(36 121.025276),(37 122.45919),(38 122.205025),(39 122.08425),(40 123.35608),(41 122.04698),(42 121.61861),(43 123.0035),(44 123.41668),(45 123.68555),(46 125.1991),(47 123.55347),(48 125.14115),(49 126.57029),(50 127.78234),(51 126.842735),(52 129.06812),(53 129.11562),(54 128.83089),(55 130.1108),(56 131.23836),(57 130.03357),(58 130.30704),(59 130.81046),(60 131.742),(61 131.43092),(62 131.7975),(63 131.27022),(64 132.58943),(65 132.50224),(66 131.62018),(67 131.92361),(68 131.43945),(69 132.03004),(70 131.70699),(71 130.62224),(72 130.44868),(73 130.0406),(74 129.67311),(75 129.227),(76 128.69615),(77 128.77017),(78 129.63489),(79 129.64484),
(1 60.54911),(2 74.15065),(3 83.94001),(4 89.1636),(5 93.17765),(6 95.81386),(7 98.238045),(8 100.65016),(9 100.60458),(10 102.18804),(11 104.10231),(12 104.57449),(13 105.357796),(14 106.139366),(15 105.63215),(16 106.54406),(17 108.04457),(18 108.41291),(19 109.31521),(20 111.22674),(21 109.239784),(22 111.825226),(23 113.98722),(24 113.70563),(25 114.68837),(26 115.34916),(27 114.569756),(28 115.728584),(29 114.66244),(30 115.759155),(31 116.726715),(32 115.90376),(33 116.7738),(34 118.31888),(35 117.22585),(36 118.13518),(37 118.852196),(38 117.99161),(39 118.84619),(40 121.24722),(41 119.14245),(42 120.11634),(43 120.41774),(44 119.7071),(45 120.66036),(46 122.12573),(47 121.362),(48 122.34896),(49 122.68222),(50 123.624954),(51 122.35902),(52 124.317665),(53 125.60899),(54 126.20757),(55 128.1105),(56 127.80958),(57 126.86106),(58 127.59249),(59 128.56737),(60 128.0144),(61 128.66501),(62 128.48053),(63 128.51804),(64 129.69768),(65 128.82507),(66 128.31541),(67 129.22028),(68 127.988686),(69 127.289474),(70 127.41839),(71 127.24251),(72 126.9733),(73 127.754776),(74 126.03493),(75 126.86989),(76 127.252975),(77 126.70157),(78 127.49095),(79 126.15354),
(1 60.558792),(2 74.49402),(3 83.1535),(4 88.88776),(5 92.40142),(6 95.136246),(7 96.86956),(8 99.6782),(9 99.86653),(10 101.66196),(11 102.666),(12 103.45502),(13 104.42342),(14 105.85005),(15 106.10103),(16 106.7832),(17 107.89328),(18 107.87241),(19 108.51849),(20 109.38946),(21 109.18663),(22 110.61906),(23 111.473755),(24 111.339424),(25 112.242325),(26 113.03288),(27 114.20404),(28 115.096535),(29 114.71066),(30 115.571495),(31 115.724655),(32 115.23968),(33 116.99003),(34 117.44114),(35 117.03243),(36 117.23043),(37 117.51623),(38 116.458916),(39 116.72178),(40 118.789024),(41 117.23184),(42 117.89089),(43 118.372665),(44 117.84886),(45 119.11799),(46 121.168434),(47 119.73905),(48 121.397766),(49 120.66678),(50 121.746925),(51 121.715),(52 123.88207),(53 122.81725),(54 122.76951),(55 124.93489),(56 125.673805),(57 126.07204),(58 126.4871),(59 126.67252),(60 127.42562),(61 128.43065),(62 127.59032),(63 128.70259),(64 129.25226),(65 129.27118),(66 127.52071),(67 127.31056),(68 126.790245),(69 127.36853),(70 128.01407),(71 127.507996),(72 126.943),(73 127.23413),(74 127.37895),(75 127.037),(76 127.54227),(77 125.82352),(78 127.48122),(79 126.28244),
