1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 42127.82),(2 138142.3),(3 262767.97),(4 424926.34),(5 625002.3),(6 887200),(7 1159733.3),(8 1432134.9),(9 1710658.1),(10 2011858.9),(11 2318628.8),(12 2693408.8),(13 3067765.3),(14 3522565),(15 4020143.3),(16 4540396.5),(17 5090588.5),(18 5669037.5),(19 6217380.5),(20 6825170.5),(21 7460478.5),(22 8100768.5),(23 8745369),(24 9464528),(25 10233763),(26 11063312),(27 11827844),(28 12631933),(29 13434672),(30 14299615),(31 15052949),(32 15861464),(33 16538693),(34 17280966),(35 17878064),(36 18501940),(37 19014322),(38 19471144),(39 19868350),(40 20241126),(41 20534394),(42 20794674),(43 21028374),(44 21226778),(45 21312134),(46 21403838),(47 21462542),(48 21480562),(49 21419346),(50 21377504),(51 21326422),(52 21317980),(53 21260922),(54 21331184),(55 21260006),(56 21166814),(57 21040010),(58 20919318),(59 20796256),(60 20689460),(61 20686440),(62 20627058),(63 20602992),(64 20633498),(65 20590808),(66 20577774),(67 20482448),(68 20327514),(69 20136382),(70 19980808),(71 19779874),(72 19573072),(73 19360590),(74 19175688),(75 18991756),(76 18880194),(77 18821402),(78 18828346),(79 18892172),
(1 110.649475),(2 140.90903),(3 155.56042),(4 166.64478),(5 172.51085),(6 177.97337),(7 184.8454),(8 187.5784),(9 193.33928),(10 200.1666),(11 206.2425),(12 212.12444),(13 217.3289),(14 221.64133),(15 223.63173),(16 228.75218),(17 234.61037),(18 242.89877),(19 244.43248),(20 247.2469),(21 250.16713),(22 251.54172),(23 252.22218),(24 254.25562),(25 253.31102),(26 254.08943),(27 255.54079),(28 255.22705),(29 255.0466),(30 258.60596),(31 257.2084),(32 256.9219),(33 256.52896),(34 259.45193),(35 259.7171),(36 261.8068),(37 261.60266),(38 263.17404),(39 261.0383),(40 261.32773),(41 260.392),(42 263.91168),(43 261.9148),(44 256.50192),(45 256.17123),(46 256.04034),(47 254.05984),(48 251.49187),(49 249.68546),(50 247.26967),(51 244.48773),(52 243.03577),(53 241.55252),(54 245.88843),(55 244.58563),(56 242.28896),(57 239.09042),(58 239.82748),(59 239.28539),(60 238.31204),(61 239.7245),(62 238.38016),(63 238.37097),(64 237.88376),(65 239.22873),(66 242.65819),(67 240.89122),(68 243.84683),(69 244.11873),(70 246.80966),(71 248.44356),(72 246.46782),(73 248.74042),(74 247.44394),(75 246.03934),(76 245.3496),(77 246.27585),(78 251.48473),(79 253.84294),
(1 107.97064),(2 134.68771),(3 149.52739),(4 160.06082),(5 165.04153),(6 174.32538),(7 178.78752),(8 181.0069),(9 186.44147),(10 191.45255),(11 196.69934),(12 203.97899),(13 207.34055),(14 210.8343),(15 211.37761),(16 215.77466),(17 220.09084),(18 226.14801),(19 228.6165),(20 231.36563),(21 232.89734),(22 234.09819),(23 233.48503),(24 233.63582),(25 233.72357),(26 234.85211),(27 234.92538),(28 236.02179),(29 235.90855),(30 241.40508),(31 238.79257),(32 240.10107),(33 242.97673),(34 244.25368),(35 244.24657),(36 246.64333),(37 248.58458),(38 251.19664),(39 247.70787),(40 249.8679),(41 247.10654),(42 250.66295),(43 249.4225),(44 247.24748),(45 248.32758),(46 246.62782),(47 247.3222),(48 244.43773),(49 244.26013),(50 241.5316),(51 237.68704),(52 238.54124),(53 237.20042),(54 239.8401),(55 237.84097),(56 236.56328),(57 236.73238),(58 236.78413),(59 237.30577),(60 238.93883),(61 237.71793),(62 237.67644),(63 237.90518),(64 236.09187),(65 238.10509),(66 241.298),(67 242.08986),(68 245.25806),(69 246.21066),(70 247.5809),(71 249.03386),(72 248.87386),(73 248.13689),(74 250.96164),(75 247.64926),(76 247.83405),(77 247.77164),(78 251.80136),(79 254.27205),
(1 107.45967),(2 136.1632),(3 148.03636),(4 156.29068),(5 165.46783),(6 174.02423),(7 178.9516),(8 182.07901),(9 188.11304),(10 192.91156),(11 199.16516),(12 202.5966),(13 208.07236),(14 211.26497),(15 213.71591),(16 216.67172),(17 219.40434),(18 225.67006),(19 228.72472),(20 232.38138),(21 232.6589),(22 233.0841),(23 233.71463),(24 233.5143),(25 233.0283),(26 235.58096),(27 236.89827),(28 236.68498),(29 236.8973),(30 240.64343),(31 240.85971),(32 240.83452),(33 242.39955),(34 244.5399),(35 243.85336),(36 244.34721),(37 245.75346),(38 247.24092),(39 244.55469),(40 247.72218),(41 245.47798),(42 245.35709),(43 242.5135),(44 240.52007),(45 239.6715),(46 238.85997),(47 237.81378),(48 236.5003),(49 236.65869),(50 237.01344),(51 234.05983),(52 233.82912),(53 234.30212),(54 238.46437),(55 236.84456),(56 234.03613),(57 233.15558),(58 233.55977),(59 234.10043),(60 235.42387),(61 235.42233),(62 234.97),(63 233.97015),(64 235.30789),(65 235.78499),(66 238.70692),(67 239.51318),(68 240.35516),(69 240.8725),(70 243.50485),(71 244.27275),(72 241.59077),(73 239.68968),(74 240.94846),(75 238.40598),(76 240.11383),(77 241.43799),(78 247.22116),(79 247.58282),
(1 107.63137),(2 133.42332),(3 146.38084),(4 154.00491),(5 161.40883),(6 169.81972),(7 173.41574),(8 176.40778),(9 181.03767),(10 186.92828),(11 191.8761),(12 196.65817),(13 201.64215),(14 207.6207),(15 206.88371),(16 209.32164),(17 213.09286),(18 220.71857),(19 224.72018),(20 227.99876),(21 229.24535),(22 233.35204),(23 233.31776),(24 235.34827),(25 235.35535),(26 238.2915),(27 237.56392),(28 238.29898),(29 237.69499),(30 240.26135),(31 239.01794),(32 238.71098),(33 241.8872),(34 242.99733),(35 242.89897),(36 244.42297),(37 247.3836),(38 248.66599),(39 245.16562),(40 245.03242),(41 245.27202),(42 245.39821),(43 245.52234),(44 242.83188),(45 243.68521),(46 243.82883),(47 242.84633),(48 241.46638),(49 238.49203),(50 236.81688),(51 229.4587),(52 229.98857),(53 230.52126),(54 233.46812),(55 233.94264),(56 230.74438),(57 230.69727),(58 229.73698),(59 229.10727),(60 230.3993),(61 229.51291),(62 228.8913),(63 230.71342),(64 230.81923),(65 233.6567),(66 237.27814),(67 238.55666),(68 240.59978),(69 241.46956),(70 244.64449),(71 244.33727),(72 242.78842),(73 242.46477),(74 241.6973),(75 239.08443),(76 240.24998),(77 239.44337),(78 243.24641),(79 242.5243),
(1 105.74698),(2 132.84877),(3 143.54623),(4 154.9796),(5 160.9044),(6 168.57877),(7 174.83357),(8 178.71222),(9 182.82669),(10 188.7528),(11 193.27849),(12 198.11954),(13 202.85693),(14 205.35071),(15 206.59041),(16 210.24236),(17 214.99355),(18 221.03339),(19 223.66193),(20 226.26367),(21 229.44029),(22 228.78047),(23 228.1928),(24 228.56813),(25 229.21118),(26 232.67027),(27 229.713),(28 232.18114),(29 233.24677),(30 240.12984),(31 238.29935),(32 240.5583),(33 241.08803),(34 245.04295),(35 244.53946),(36 244.73885),(37 246.62737),(38 247.76828),(39 244.17693),(40 243.70827),(41 242.91232),(42 242.99078),(43 242.40352),(44 241.52536),(45 240.72757),(46 240.20683),(47 239.05591),(48 238.61208),(49 236.62141),(50 233.60628),(51 231.68471),(52 230.1847),(53 229.78194),(54 231.5602),(55 231.9488),(56 230.0618),(57 226.51472),(58 229.52003),(59 228.66246),(60 228.52762),(61 230.96463),(62 229.31209),(63 228.38243),(64 230.93341),(65 231.28926),(66 235.70314),(67 237.65656),(68 239.81038),(69 239.2695),(70 241.00793),(71 240.5577),(72 238.77295),(73 235.26913),(74 236.35493),(75 234.72728),(76 234.90393),(77 236.56012),(78 238.04616),(79 239.00931),
(1 104.484795),(2 132.43721),(3 143.94081),(4 156.06065),(5 162.3184),(6 172.6666),(7 179.54251),(8 183.5111),(9 185.34377),(10 191.20093),(11 196.41428),(12 201.5835),(13 205.73083),(14 210.34804),(15 211.86766),(16 217.24509),(17 220.0022),(18 226.93192),(19 229.22148),(20 231.86565),(21 235.67781),(22 236.50015),(23 237.25058),(24 238.6437),(25 238.44984),(26 240.63428),(27 238.52475),(28 238.90724),(29 242.11975),(30 245.89891),(31 245.7559),(32 245.36),(33 245.21448),(34 245.01318),(35 245.11557),(36 246.26901),(37 248.2822),(38 247.1524),(39 246.57507),(40 245.92012),(41 245.05124),(42 243.96504),(43 243.32852),(44 240.6236),(45 239.14478),(46 239.28941),(47 240.82397),(48 239.65187),(49 237.47417),(50 237.01945),(51 233.34587),(52 232.8119),(53 232.84917),(54 236.318),(55 238.1464),(56 236.88959),(57 237.44876),(58 237.64934),(59 236.99142),(60 238.78453),(61 237.01173),(62 238.75662),(63 233.35326),(64 233.43663),(65 233.77817),(66 238.0119),(67 236.80267),(68 237.02974),(69 236.32716),(70 238.77637),(71 237.91936),(72 239.98764),(73 240.83823),(74 239.22559),(75 237.11668),(76 238.53822),(77 237.85669),(78 241.2935),(79 242.48853),
(1 101.066795),(2 126.62863),(3 138.51068),(4 146.16028),(5 150.8388),(6 160.3455),(7 164.22339),(8 167.75966),(9 169.76913),(10 176.62613),(11 180.58855),(12 185.42268),(13 189.48586),(14 194.97401),(15 196.56105),(16 201.62054),(17 203.9113),(18 208.46474),(19 210.98564),(20 214.28993),(21 216.62059),(22 219.23933),(23 219.69054),(24 217.30049),(25 221.0484),(26 223.51163),(27 222.75638),(28 224.63417),(29 224.00316),(30 227.66171),(31 227.60503),(32 228.69598),(33 228.66304),(34 229.49309),(35 229.84782),(36 231.07616),(37 232.04027),(38 232.14418),(39 229.85959),(40 229.27087),(41 231.0835),(42 232.44254),(43 229.94106),(44 227.23256),(45 227.4328),(46 227.02325),(47 224.27176),(48 225.24228),(49 222.19102),(50 223.01665),(51 220.30965),(52 219.36728),(53 217.85292),(54 217.84386),(55 215.36603),(56 216.62389),(57 212.28616),(58 211.09052),(59 209.94882),(60 213.23688),(61 213.3277),(62 212.85402),(63 211.35533),(64 210.7795),(65 213.28973),(66 216.00014),(67 216.8207),(68 219.94135),(69 220.6677),(70 223.59561),(71 222.97586),(72 221.97084),(73 220.7658),(74 220.09637),(75 216.56662),(76 217.57962),(77 216.68094),(78 221.86685),(79 222.71927),
(1 101.4195),(2 127.698524),(3 138.4464),(4 147.56505),(5 155.0588),(6 163.90234),(7 167.0351),(8 171.52371),(9 176),(10 181.24147),(11 187.07246),(12 191.96268),(13 195.35597),(14 199.7123),(15 202.64218),(16 204.40028),(17 209.58012),(18 219.02203),(19 219.91446),(20 223.71085),(21 224.79175),(22 227.05914),(23 225.16466),(24 226.65884),(25 224.6055),(26 226.24086),(27 226.00598),(28 227.3112),(29 229.37715),(30 231.7978),(31 232.70679),(32 231.84195),(33 234.8615),(34 238.5035),(35 238.93227),(36 239.04732),(37 241.55739),(38 241.74884),(39 237.79128),(40 237.47899),(41 237.96974),(42 238.6822),(43 236.41982),(44 236.24599),(45 235.68794),(46 233.83755),(47 232.34296),(48 232.57951),(49 230.92384),(50 229.5858),(51 228.31206),(52 226.20337),(53 226.20232),(54 226.95251),(55 221.30783),(56 220.74352),(57 218.53522),(58 219.93143),(59 219.93866),(60 219.30061),(61 218.84358),(62 220.83748),(63 215.73358),(64 217.87962),(65 220.02885),(66 224.47044),(67 225.56764),(68 226.01682),(69 227.65245),(70 228.94772),(71 230.41902),(72 231.51178),(73 230.4924),(74 230.52313),(75 227.73897),(76 230.29167),(77 230.13237),(78 234.57187),(79 235.76558),
(1 101.47465),(2 125.41598),(3 136.54636),(4 146.55759),(5 152.5312),(6 163.30687),(7 166.8065),(8 171.53714),(9 175.32321),(10 181.48294),(11 186.08794),(12 191.34717),(13 195.27002),(14 199.5619),(15 201.04654),(16 203.90343),(17 205.68845),(18 213.66255),(19 215.90091),(20 218.9789),(21 220.19695),(22 222.27515),(23 221.67549),(24 221.54677),(25 221.57729),(26 222.81396),(27 221.82234),(28 225.71072),(29 226.24239),(30 227.8612),(31 226.56712),(32 228.1029),(33 229.35573),(34 229.15474),(35 232.16537),(36 233.82101),(37 235.1379),(38 232.57352),(39 229.92822),(40 230.04512),(41 230.20631),(42 231.1281),(43 230.7124),(44 230.95595),(45 231.74738),(46 231.63318),(47 231.74574),(48 232.57645),(49 229.68242),(50 228.05086),(51 225.84091),(52 226.24762),(53 225.21988),(54 225.5648),(55 223.62447),(56 222.90312),(57 223.63701),(58 225.38313),(59 226.08684),(60 228.10469),(61 228.08803),(62 224.95529),(63 221.8664),(64 221.61037),(65 222.38316),(66 226.10548),(67 224.79889),(68 224.96178),(69 225.05417),(70 227.22383),(71 229.40535),(72 229.66077),(73 227.41525),(74 227.27275),(75 226.55525),(76 224.5864),(77 227.13467),(78 230.40298),(79 228.64397),
(1 99.48894),(2 126.3791),(3 137.88486),(4 146.39128),(5 152.3684),(6 158.73323),(7 164.21983),(8 166.51976),(9 172.58118),(10 179.34796),(11 185.91096),(12 190.53014),(13 196.75671),(14 200.30862),(15 200.7336),(16 203.56055),(17 207.05371),(18 216.16566),(19 218.31651),(20 223.06502),(21 225.69916),(22 225.28758),(23 223.66766),(24 222.84181),(25 222.75293),(26 226.87138),(27 225.76097),(28 228.66241),(29 231.09277),(30 232.59384),(31 231.25616),(32 233.19904),(33 232.17792),(34 230.86557),(35 232.01338),(36 234.93877),(37 235.42766),(38 236.58722),(39 233.681),(40 232.68192),(41 232.89142),(42 233.51645),(43 231.66486),(44 230.76398),(45 230.31583),(46 229.9594),(47 228.0394),(48 227.00388),(49 224.43922),(50 223.92677),(51 220.66368),(52 219.70306),(53 219.186),(54 219.42485),(55 218.96053),(56 216.30307),(57 215.17746),(58 213.26582),(59 213.2249),(60 215.7585),(61 215.86598),(62 217.15501),(63 215.70946),(64 217.06137),(65 216.6075),(66 221.26265),(67 222.5467),(68 222.86443),(69 224.03969),(70 224.80359),(71 225.45096),(72 224.29897),(73 224.8348),(74 226.86581),(75 223.62761),(76 223.36978),(77 221.78822),(78 223.94542),(79 223.55656),
(1 98.2478),(2 122.018326),(3 134.05684),(4 143.62206),(5 149.52002),(6 157.73306),(7 161.01654),(8 167.04588),(9 169.4257),(10 174.07045),(11 180.27147),(12 186.13457),(13 190.94878),(14 196.13281),(15 197.84143),(16 200.92197),(17 204.31352),(18 211.74713),(19 212.94571),(20 216.14442),(21 215.36215),(22 217.29373),(23 217.10039),(24 219.4732),(25 218.56535),(26 220.02266),(27 218.81146),(28 219.51056),(29 221.87968),(30 225.47896),(31 227.65164),(32 227.67964),(33 229.52972),(34 230.61674),(35 230.83157),(36 232.39851),(37 233.18129),(38 235.92896),(39 235.13304),(40 238.24518),(41 234.95464),(42 236.1633),(43 234.88454),(44 233.35674),(45 232.47261),(46 232.6942),(47 231.392),(48 232.68819),(49 228.41435),(50 228.69156),(51 227.01251),(52 225.38187),(53 223.27196),(54 223.45642),(55 222.59715),(56 221.20596),(57 219.20476),(58 217.73483),(59 218.01596),(60 217.39696),(61 216.71227),(62 217.14767),(63 216.26193),(64 215.20436),(65 216.42255),(66 220.74503),(67 220.72421),(68 221.50958),(69 223.80566),(70 225.04152),(71 225.10555),(72 226.55608),(73 228.01207),(74 228.18758),(75 226.24167),(76 227.02805),(77 227.69933),(78 230.69196),(79 230.0958),
(1 97.576866),(2 121.85091),(3 132.03108),(4 141.36356),(5 147.28313),(6 154.98337),(7 158.64507),(8 163.89775),(9 167.03517),(10 172.25856),(11 176.01971),(12 180.2098),(13 184.48741),(14 188.80844),(15 190.76631),(16 194.94492),(17 198.919),(18 205.31877),(19 208.8626),(20 212.36916),(21 214.46013),(22 215.13283),(23 213.78981),(24 214.49763),(25 214.71057),(26 217.52936),(27 216.8392),(28 217.94046),(29 218.6302),(30 219.41406),(31 218.43025),(32 219.60507),(33 220.91844),(34 219.94295),(35 222.50822),(36 222.55215),(37 223.39824),(38 224.41025),(39 221.85608),(40 220.92627),(41 219.70868),(42 221.06078),(43 219.55368),(44 218.88797),(45 218.0886),(46 217.95438),(47 217.66667),(48 219.11868),(49 216.97888),(50 215.56062),(51 215.17137),(52 214.85724),(53 213.14697),(54 216.53522),(55 213.76863),(56 213.18756),(57 213.29417),(58 210.55356),(59 211.7108),(60 213.17651),(61 210.90387),(62 211.45802),(63 209.20517),(64 208.77914),(65 208.22693),(66 212.27765),(67 214.26038),(68 216.14459),(69 216.18811),(70 218.65276),(71 219.57443),(72 218.8657),(73 218.84917),(74 220.07182),(75 215.60864),(76 217.21193),(77 215.95044),(78 221.18135),(79 220.70857),
(1 98.85629),(2 120.87452),(3 131.61432),(4 140.60622),(5 146.02876),(6 154.47212),(7 159.81172),(8 164.44821),(9 169.14656),(10 174.25818),(11 177.73924),(12 183.32404),(13 188.07857),(14 195.88664),(15 195.81155),(16 199.73485),(17 203.19608),(18 208.2697),(19 211.88495),(20 215.0383),(21 217.37721),(22 220.34923),(23 220.42397),(24 220.04837),(25 221.35277),(26 223.00563),(27 222.44945),(28 223.6686),(29 222.9638),(30 226.54109),(31 224.99254),(32 224.09741),(33 226.56741),(34 227.30298),(35 226.13205),(36 228.94702),(37 231.10548),(38 233.13356),(39 229.20787),(40 228.8951),(41 228.29303),(42 227.93782),(43 227.67232),(44 226.69252),(45 225.89543),(46 225.46654),(47 223.69353),(48 222.00882),(49 220.79071),(50 220.3167),(51 215.77843),(52 214.67265),(53 213.56046),(54 214.63046),(55 212.11397),(56 210.71461),(57 209.42212),(58 208.84521),(59 207.74109),(60 208.90762),(61 209.95178),(62 209.72678),(63 210.83414),(64 210.49036),(65 210.19092),(66 212.10704),(67 214.1568),(68 214.34155),(69 215.61319),(70 217.89975),(71 217.78358),(72 218.03552),(73 220.45424),(74 219.84726),(75 217.13324),(76 217.89938),(77 218.05992),(78 220.71933),(79 218.72598),
(1 96.36458),(2 119.45952),(3 129.07057),(4 137.49265),(5 143.13647),(6 151.1676),(7 155.17159),(8 161.42769),(9 165.24591),(10 170.58963),(11 175.39488),(12 179.15958),(13 182.3467),(14 186.97958),(15 189.27661),(16 193.04033),(17 195.43085),(18 201.77007),(19 205.51291),(20 207.98883),(21 209.50328),(22 210.98343),(23 212.1394),(24 211.60658),(25 212.5755),(26 213.91438),(27 212.1084),(28 213.2256),(29 213.64967),(30 216.86357),(31 217.87247),(32 218.61446),(33 221.46217),(34 223.34914),(35 225.00076),(36 227.27846),(37 228.31001),(38 231.48363),(39 228.87387),(40 228.16933),(41 227.24568),(42 228.97421),(43 228.39272),(44 227.6991),(45 227.2595),(46 226.90277),(47 225.02122),(48 225.00316),(49 224.13419),(50 221.71075),(51 218.35551),(52 218.38068),(53 217.0437),(54 218.77507),(55 217.26262),(56 215.1634),(57 213.27258),(58 213.11774),(59 213.27666),(60 215.0676),(61 214.62903),(62 214.25293),(63 212.25221),(64 211.09045),(65 211.63776),(66 214.34712),(67 216.08075),(68 215.91562),(69 217.4626),(70 219.48886),(71 220.57756),(72 222.80054),(73 225.00963),(74 224.49472),(75 224.23494),(76 223.49062),(77 224.86082),(78 226.79575),(79 226.8265),
(1 96.42033),(2 120.76309),(3 129.53758),(4 138.01532),(5 144.79422),(6 153.63188),(7 157.62709),(8 163.89983),(9 167.7593),(10 171.35167),(11 175.79652),(12 180.87123),(13 184.86487),(14 189.75294),(15 194.0769),(16 196.92859),(17 199.28444),(18 206.64516),(19 209.4402),(20 212.02966),(21 214.46281),(22 215.92442),(23 214.59613),(24 214.33897),(25 212.33339),(26 212.82735),(27 213.04045),(28 212.93361),(29 215.4131),(30 219.63136),(31 218.74469),(32 217.48004),(33 221.23318),(34 222.08081),(35 221.50015),(36 223.10779),(37 225.23146),(38 224.61583),(39 220.88716),(40 221.22714),(41 221.48665),(42 223.9378),(43 223.08067),(44 222.6537),(45 222.50298),(46 219.55135),(47 217.96086),(48 218.10718),(49 218.15631),(50 216.44261),(51 214.15054),(52 214.29622),(53 212.00687),(54 214.39902),(55 213.65675),(56 214.86803),(57 214.16559),(58 213.80406),(59 214.05798),(60 216.95377),(61 218.45148),(62 217.64082),(63 217.37088),(64 216.46559),(65 218.25168),(66 219.1686),(67 219.32907),(68 221.26361),(69 222.84497),(70 222.16019),(71 223.7527),(72 224.11339),(73 225.71),(74 223.98709),(75 222.2389),(76 221.85114),(77 221.05626),(78 224.44347),(79 226.8656),
(1 94.05051),(2 114.50542),(3 125.036766),(4 134.48294),(5 141.25356),(6 148.61064),(7 151.97612),(8 155.99582),(9 161.2814),(10 166.1403),(11 171.77753),(12 177.41824),(13 181.5145),(14 186.8163),(15 190.03801),(16 192.75963),(17 195.98015),(18 203.13222),(19 205.76703),(20 207.39395),(21 209.3883),(22 211.30853),(23 210.92203),(24 212.4823),(25 213.8429),(26 213.42467),(27 213.04463),(28 214.87752),(29 214.05048),(30 217.05315),(31 216.90926),(32 217.00401),(33 218.25958),(34 219.62259),(35 221.41212),(36 221.66806),(37 222.48064),(38 223.03151),(39 220.8389),(40 221.88416),(41 219.61803),(42 222.1622),(43 220.20744),(44 218.64723),(45 217.6104),(46 217.09615),(47 214.75241),(48 213.47961),(49 210.98213),(50 209.22739),(51 206.15572),(52 205.15096),(53 202.92726),(54 204.38446),(55 202.1351),(56 201.72395),(57 198.61574),(58 200.52032),(59 199.3315),(60 197.54771),(61 198.08028),(62 198.20659),(63 197.07878),(64 198.9553),(65 200.51405),(66 204.02359),(67 205.22585),(68 205.24158),(69 206.29662),(70 208.18498),(71 208.73886),(72 209.68304),(73 211.31956),(74 210.75159),(75 210.5521),(76 209.12836),(77 208.36179),(78 211.6372),(79 212.41293),
(1 91.50068),(2 114.338554),(3 123.773056),(4 132.943),(5 139.39085),(6 146.73927),(7 148.7948),(8 152.94702),(9 157.5744),(10 162.51569),(11 167.54852),(12 171.89091),(13 173.83545),(14 177.39255),(15 178.72612),(16 183.03868),(17 185.63068),(18 192.96164),(19 195.23936),(20 198.97101),(21 201.5326),(22 203.0437),(23 201.4804),(24 201.64551),(25 200.98927),(26 203.59827),(27 203.6839),(28 205.33731),(29 204.93808),(30 209.65947),(31 210.36406),(32 209.75677),(33 210.74939),(34 213.11436),(35 214.16348),(36 213.34177),(37 215.354),(38 215.88538),(39 214.4424),(40 212.83884),(41 211.31474),(42 215.09076),(43 213.91957),(44 211.3566),(45 211.82797),(46 213.08669),(47 210.78241),(48 209.32954),(49 208.21608),(50 206.75337),(51 204.51715),(52 202.55742),(53 200.5163),(54 202.5942),(55 199.42836),(56 198.81654),(57 197.0487),(58 198.72461),(59 198.41924),(60 198.48145),(61 197.13364),(62 197.15018),(63 194.97093),(64 194.84152),(65 197.2223),(66 201.90407),(67 202.19153),(68 203.36562),(69 204.0291),(70 205.97911),(71 207.71263),(72 209.61649),(73 211.00659),(74 211.37521),(75 208.45029),(76 210.10942),(77 209.65224),(78 213.52382),(79 212.66676),
(1 94.43655),(2 116.463066),(3 127.55729),(4 136.47835),(5 143.8842),(6 151.03705),(7 155.50598),(8 159.92755),(9 164.53429),(10 169.47856),(11 174.71593),(12 178.57222),(13 183.2052),(14 185.96501),(15 188.12486),(16 192.6691),(17 196.80351),(18 201.91858),(19 204.61166),(20 208.599),(21 209.96523),(22 211.31772),(23 211.92151),(24 213.34254),(25 211.37706),(26 212.7285),(27 209.63985),(28 209.77786),(29 209.86618),(30 215.73347),(31 214.63562),(32 213.21342),(33 213.18861),(34 215.94646),(35 216.82439),(36 217.68495),(37 218.34888),(38 219.32602),(39 218.94359),(40 218.2376),(41 216.03412),(42 217.7843),(43 216.52545),(44 216.53976),(45 215.88861),(46 215.5907),(47 213.99318),(48 213.0231),(49 213.03552),(50 213.16676),(51 210.26506),(52 206.94472),(53 206.67488),(54 209.7317),(55 209.25407),(56 207.98274),(57 207.62584),(58 208.07228),(59 208.7637),(60 209.94553),(61 210.05191),(62 210.17441),(63 208.80128),(64 207.7003),(65 208.59322),(66 211.0628),(67 211.28853),(68 212.89085),(69 213.19696),(70 215.881),(71 218.21971),(72 218.67468),(73 218.32887),(74 219.08536),(75 217.27254),(76 216.34148),(77 217.23471),(78 220.27972),(79 220.57623),
