1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 147393.14),(2 520392.38),(3 1124959.9),(4 1913605.6),(5 2867154.8),(6 4019836.3),(7 5321724.5),(8 6768134.5),(9 8334966.5),(10 10032052),(11 11799623),(12 13653328),(13 15674419),(14 17675272),(15 19808634),(16 21999552),(17 24178040),(18 26442354),(19 28571088),(20 30561624),(21 32531080),(22 34522140),(23 36551970),(24 38626212),(25 40873530),(26 43095140),(27 45451676),(28 47963024),(29 50379948),(30 52826260),(31 55373980),(32 57818500),(33 60447540),(34 62959388),(35 65554624),(36 68273624),(37 71094100),(38 73693870),(39 76207210),(40 78723550),(41 81049850),(42 83361870),(43 85801610),(44 88171160),(45 90544424),(46 92720056),(47 94619210),(48 96402620),(49 98009400),(50 99624776),(51 101357210),(52 103302296),(53 105205350),(54 107256456),(55 109586360),(56 111788056),(57 114145096),(58 116714920),(59 119483450),(60 122406664),(61 125508344),(62 128463260),(63 131436584),(64 134092650),(65 136601820),(66 138873490),(67 141120240),(68 143182160),(69 145238380),(70 147535300),(71 149793840),(72 151998580),(73 154666660),(74 157357230),(75 160262700),(76 163094190),(77 165595470),(78 167927860),(79 170400260),
(1 6965.128),(2 12855.873),(3 16778.44),(4 18794.998),(5 19748.703),(6 20462.795),(7 21505.564),(8 22570.04),(9 24130.342),(10 25352.816),(11 26511.213),(12 27320.766),(13 28008.863),(14 28219.064),(15 28465.703),(16 28609.645),(17 28552.02),(18 28408.441),(19 28161.697),(20 27674.082),(21 27329.584),(22 27098.285),(23 26852.563),(24 26434.627),(25 26102.404),(26 25779.459),(27 25698.734),(28 25458.064),(29 25204.287),(30 24995.098),(31 24873.86),(32 25113.676),(33 25424.826),(34 25969.717),(35 25937.217),(36 25697.965),(37 26086.46),(38 26614.803),(39 26556.84),(40 26467.893),(41 26556.947),(42 26610.375),(43 26203.38),(44 26036.545),(45 26049.744),(46 26440.617),(47 26688.785),(48 26567.992),(49 26380.156),(50 26010.514),(51 25955.666),(52 26106.576),(53 26265.977),(54 26714.445),(55 26956.658),(56 26627.281),(57 26201.484),(58 25869.285),(59 25673.133),(60 25530.264),(61 25172.693),(62 25009.879),(63 24969.605),(64 24797.184),(65 24378.479),(66 24266.402),(67 24171.223),(68 23892.254),(69 23639.744),(70 23651.44),(71 23714.129),(72 23723.063),(73 23940.715),(74 24051.828),(75 24066.643),(76 24035.086),(77 24190.363),(78 24805.2),(79 25086.582),
(1 6487.117),(2 12042.134),(3 15688.612),(4 17872.285),(5 18758.223),(6 19133.545),(7 20209.02),(8 21262.332),(9 22708.918),(10 23779.7),(11 24618.293),(12 25018.97),(13 25271.79),(14 25301.262),(15 25579.459),(16 25584.783),(17 25575.033),(18 25789.072),(19 25599.44),(20 25311.287),(21 24791.521),(22 24121.172),(23 23681.332),(24 23487.541),(25 23208.004),(26 23101.58),(27 22698.82),(28 22854.813),(29 22665.287),(30 22506.684),(31 22328.02),(32 22679.826),(33 22730.826),(34 23056.611),(35 23089.559),(36 22955.453),(37 23202.1),(38 23311.24),(39 23352.52),(40 23526.072),(41 23517.902),(42 23350.879),(43 23229.666),(44 23074.166),(45 23313.324),(46 23840.102),(47 24102.371),(48 24148.408),(49 23911.09),(50 24028.252),(51 24125.223),(52 24127.313),(53 24494.133),(54 24843.332),(55 24913.977),(56 24544.465),(57 24345.814),(58 24121.623),(59 24092.611),(60 23839.494),(61 23382.71),(62 23273.373),(63 23006.928),(64 22679.025),(65 22397.752),(66 22291.877),(67 22190.55),(68 21962.258),(69 21716.545),(70 21905.293),(71 21839.354),(72 21717.184),(73 21994.729),(74 21802.055),(75 21818.041),(76 21862.8),(77 21825.568),(78 22052.494),(79 22710.264),
(1 6510.769),(2 12194.814),(3 15976.839),(4 18104.28),(5 18785.008),(6 19011.406),(7 20010.178),(8 20968.611),(9 22279.123),(10 22937.672),(11 23663.51),(12 24497.299),(13 24890.809),(14 24991.912),(15 25379.61),(16 25390.793),(17 25260.488),(18 25289.34),(19 25124.172),(20 24766.66),(21 24383.86),(22 23491),(23 23155.646),(24 22827.84),(25 22470.037),(26 22575.215),(27 22434.7),(28 22548.354),(29 22340.076),(30 22239.97),(31 22243.012),(32 22404.195),(33 22659.799),(34 22632.61),(35 22710.643),(36 22641.705),(37 22802.664),(38 23019.365),(39 23282.8),(40 23352.826),(41 23379.242),(42 23276.234),(43 23072.854),(44 23108.182),(45 23637.94),(46 23880.361),(47 23805.344),(48 23612.441),(49 23769.129),(50 24071.77),(51 24087.912),(52 24070.81),(53 23999.168),(54 24341.887),(55 24471.611),(56 24357.586),(57 24221.176),(58 24074.537),(59 23898.275),(60 23884.205),(61 23657.904),(62 23570.068),(63 23094.934),(64 22892.217),(65 22658.037),(66 22328.533),(67 21945.275),(68 21470.232),(69 21143.947),(70 21187.52),(71 21037.672),(72 20734.223),(73 20965.836),(74 21070.027),(75 21322.41),(76 21234.443),(77 21542.328),(78 22277.47),(79 22935.318),
(1 6500.8184),(2 11972.479),(3 15711.675),(4 17767.799),(5 18801.828),(6 19394.824),(7 20778.973),(8 21742.691),(9 22855.617),(10 23676.295),(11 24348.568),(12 25102.371),(13 25475),(14 25611.969),(15 25537.377),(16 25469.35),(17 25291.738),(18 25114.387),(19 24992.496),(20 24644.176),(21 24227.246),(22 23887.604),(23 23608.252),(24 23166.154),(25 22918.36),(26 22813.287),(27 22536.633),(28 22446.469),(29 22233.893),(30 22177.467),(31 22456.982),(32 22470.338),(33 22425.484),(34 22351.139),(35 22233.527),(36 22248.957),(37 22533.273),(38 23020.025),(39 23613.32),(40 23711.67),(41 23769.928),(42 23661.143),(43 23656.602),(44 23714.357),(45 23933.313),(46 23863.965),(47 23805.379),(48 23763.402),(49 23876.652),(50 23994.117),(51 24059.752),(52 23804.941),(53 23543.373),(54 23806.902),(55 23865.23),(56 23582.547),(57 23791.117),(58 23536.336),(59 23439.65),(60 23475.332),(61 22945.586),(62 22686.13),(63 22504.818),(64 22178.541),(65 21742.365),(66 21544.482),(67 21290.912),(68 20767.523),(69 20654.326),(70 20664.148),(71 20477.59),(72 20497.129),(73 20926.092),(74 21234.836),(75 21488.898),(76 21345.307),(77 21519.494),(78 21944.35),(79 22078.71),
(1 6264.424),(2 11404.335),(3 14672.56),(4 16478.387),(5 17558.055),(6 18266.59),(7 19381.771),(8 20419.455),(9 21725.58),(10 22746.693),(11 23580.39),(12 24443.678),(13 24699.316),(14 25077.219),(15 25281.527),(16 25211.055),(17 25170.209),(18 24958.992),(19 24669.873),(20 24531.299),(21 24200.127),(22 23802.256),(23 23480.322),(24 23125.016),(25 22592.258),(26 21821.754),(27 21505.846),(28 21388.205),(29 21355.086),(30 21483.688),(31 21685.488),(32 21700.018),(33 21404.23),(34 21495.701),(35 21699.28),(36 21649.416),(37 21462.715),(38 21730.463),(39 22374.729),(40 22558.123),(41 22623.564),(42 22756.49),(43 23118.313),(44 23123.324),(45 23063.967),(46 22937.516),(47 22920.426),(48 23127.545),(49 22920.227),(50 23230.582),(51 23520.113),(52 23389.867),(53 23366.234),(54 23446.38),(55 23557.107),(56 23720.357),(57 23632.172),(58 23838.12),(59 23640.063),(60 23318.107),(61 22903.748),(62 22831.64),(63 22616.926),(64 22232.51),(65 21924.807),(66 21654.787),(67 21352.016),(68 21078.219),(69 21230.104),(70 21411.95),(71 21617.092),(72 21543.916),(73 21748.516),(74 21900.201),(75 22150.512),(76 22238.426),(77 21984.303),(78 22089.05),(79 21958.86),
(1 6124.675),(2 11025.214),(3 14148.326),(4 15887.734),(5 16909.035),(6 17673.887),(7 19184.63),(8 20465.338),(9 21534.87),(10 22318.242),(11 22949.258),(12 23689.813),(13 23907.693),(14 24041.514),(15 24262.877),(16 24335.203),(17 24390.58),(18 24153.64),(19 23875.8),(20 23438.248),(21 22913.729),(22 22584.229),(23 22196.648),(24 21934.234),(25 21512.338),(26 21212.697),(27 21057.605),(28 20975.186),(29 21163.148),(30 21622.498),(31 21869.57),(32 22070.057),(33 21944.023),(34 21846.846),(35 21924.105),(36 22049.941),(37 22307.94),(38 22423.705),(39 22500.74),(40 22589.414),(41 22845.67),(42 23165.682),(43 23440.045),(44 23316.57),(45 23255.76),(46 23080.586),(47 23132.951),(48 23274.08),(49 23194.717),(50 23152.941),(51 23250.98),(52 23097.486),(53 23236.936),(54 23575.604),(55 23838.32),(56 23687.154),(57 23534.824),(58 23467.943),(59 23603.607),(60 23302.488),(61 22715.771),(62 22259.146),(63 22027.457),(64 21729.672),(65 21490.45),(66 21132.307),(67 20591.086),(68 20563.451),(69 20390.09),(70 20300.064),(71 20613.895),(72 20506.682),(73 20456.004),(74 20825.129),(75 21217.457),(76 21467.682),(77 21421.004),(78 21892.748),(79 22000.607),
(1 6142.578),(2 11043.992),(3 14261.54),(4 16030),(5 17207.672),(6 18170.846),(7 19589.992),(8 20780.355),(9 21922.014),(10 22867.947),(11 23946.2),(12 24718.13),(13 25396.512),(14 25747.455),(15 26039.297),(16 25926.818),(17 25672.928),(18 25184.557),(19 24655.9),(20 24289.324),(21 24034.543),(22 23480.826),(23 22920.074),(24 22456.508),(25 21968.918),(26 21844.229),(27 21800.484),(28 21580.295),(29 21264.875),(30 21412.408),(31 21458.785),(32 21525.219),(33 21760.176),(34 21768.105),(35 22057.193),(36 21886.303),(37 22144.96),(38 22487.21),(39 22869.25),(40 22967.508),(41 23241.945),(42 23382.45),(43 23526.645),(44 23658.6),(45 23576.463),(46 23311.844),(47 23381.953),(48 23495.832),(49 23573.248),(50 23516.48),(51 23805.799),(52 23561.93),(53 23519.043),(54 23647.848),(55 23667.844),(56 23611.986),(57 23452.266),(58 23573.021),(59 23534.082),(60 23225.326),(61 22904.93),(62 22503.314),(63 22409.541),(64 21964.242),(65 21656.148),(66 21314.105),(67 20712.26),(68 20964.695),(69 20857.074),(70 21320.719),(71 21486.697),(72 21631.406),(73 21929.094),(74 21545.56),(75 21735.803),(76 22202.418),(77 22252.969),(78 22506.932),(79 22488.975),
(1 6122.433),(2 11207.521),(3 14309.136),(4 15922.405),(5 16575.584),(6 17129.146),(7 18439.04),(8 19595.977),(9 20938.432),(10 21673.879),(11 22527.012),(12 23352.76),(13 23891.05),(14 24308.436),(15 24372.324),(16 24244.09),(17 24023.531),(18 23647.375),(19 23336.748),(20 23044.215),(21 22785.482),(22 22254.205),(23 21760.43),(24 21443.34),(25 21201.367),(26 21004.809),(27 21086.908),(28 20973.076),(29 20729.947),(30 20640.434),(31 20774.916),(32 21069.053),(33 21271.848),(34 21221.725),(35 21329.107),(36 21302.963),(37 21478.15),(38 21621.16),(39 22063.021),(40 22242.031),(41 22649.414),(42 23021.688),(43 23016.723),(44 23168.17),(45 23243.73),(46 22978.223),(47 22978.615),(48 22716.373),(49 22907.406),(50 22820.398),(51 22941.123),(52 22823.523),(53 22779.488),(54 22893.81),(55 23135.236),(56 23242.56),(57 23046.896),(58 23042.732),(59 23060.332),(60 23035.844),(61 22840.219),(62 22394.078),(63 22133.602),(64 21717.063),(65 21403.61),(66 20812.535),(67 20520.568),(68 20596.88),(69 20406.047),(70 20252.564),(71 20552.793),(72 20653.008),(73 20338.602),(74 20203.51),(75 20579.533),(76 20891.041),(77 21004.16),(78 21345.86),(79 21696.14),
(1 6056.5566),(2 10910.3955),(3 13880.05),(4 15712.079),(5 16336.915),(6 17297.635),(7 18388.277),(8 19525.184),(9 20589.582),(10 21120.162),(11 21907.096),(12 22626.578),(13 23125.283),(14 23441.514),(15 23386.572),(16 23041.914),(17 22523.234),(18 21956.344),(19 21758.74),(20 21382.463),(21 20986.32),(22 20633.275),(23 20585.19),(24 20255.453),(25 19860.979),(26 19797.111),(27 19766.438),(28 19682.904),(29 19446.572),(30 19536.736),(31 19812.174),(32 19879.553),(33 20048.04),(34 20087.873),(35 20344.527),(36 20261.588),(37 20363.186),(38 20898.043),(39 21238.58),(40 21572.475),(41 22081.828),(42 22022.19),(43 22172.89),(44 22252.326),(45 22456.025),(46 22445.13),(47 22569.188),(48 22342.254),(49 22090.37),(50 22192.615),(51 22277.088),(52 22128.393),(53 22202.223),(54 22271.412),(55 22481.465),(56 22140.305),(57 22083.146),(58 22135.758),(59 22056.242),(60 21798.117),(61 21647.463),(62 21427.8),(63 20954.438),(64 20554.396),(65 20228.533),(66 19945.113),(67 19634.004),(68 19532.572),(69 19376.719),(70 19346.098),(71 19361.695),(72 19552.945),(73 19549.9),(74 19753.246),(75 20211.428),(76 20554.87),(77 20922.96),(78 21199.652),(79 21451.215),
(1 5881.7427),(2 10677.067),(3 13507.437),(4 15174.572),(5 15905.242),(6 17045.41),(7 18334.873),(8 19235.889),(9 20424.88),(10 21346.984),(11 22206.791),(12 22936.922),(13 23503.145),(14 24157.008),(15 24385.662),(16 23887.176),(17 23303.93),(18 22674.973),(19 22462.338),(20 22289.893),(21 21976.248),(22 21594.875),(23 21113.123),(24 20566.668),(25 20419.725),(26 20325.658),(27 20291.81),(28 19981.055),(29 19876.588),(30 20320.832),(31 20170.904),(32 20319.512),(33 20506.42),(34 20955.72),(35 21195.162),(36 21321.81),(37 21528.295),(38 21910.809),(39 22261.986),(40 22330.174),(41 22726.816),(42 22790.297),(43 22806.969),(44 23128.83),(45 23248.947),(46 23040.428),(47 23262.38),(48 22931.633),(49 22541.67),(50 22435.705),(51 22429.096),(52 22539.38),(53 22577.102),(54 22817.104),(55 22653.889),(56 22248.303),(57 22251.166),(58 22404.48),(59 22181.256),(60 21575.49),(61 21222.424),(62 21010.615),(63 20417.818),(64 19722.098),(65 19659.434),(66 19643.684),(67 19228.31),(68 19038.24),(69 19257.768),(70 19427.717),(71 19511.496),(72 19639.932),(73 19875.01),(74 20197.078),(75 20282.842),(76 20194.193),(77 20724.572),(78 20780.418),(79 21035.758),
(1 5761.9707),(2 10579.542),(3 13539.729),(4 15121.485),(5 16022.488),(6 17145.887),(7 18621.895),(8 19802.738),(9 20926.422),(10 21828.713),(11 22537.438),(12 22933.719),(13 23401.605),(14 23819.945),(15 24106.172),(16 23956.47),(17 23514.201),(18 23066.043),(19 22614.844),(20 22453.713),(21 22390.994),(22 21936.592),(23 21449.342),(24 20772.463),(25 20424.652),(26 20305.604),(27 20052.324),(28 19956.785),(29 19874.527),(30 19991.584),(31 19580.162),(32 19612.172),(33 19812.912),(34 20307.37),(35 20699.459),(36 20968.854),(37 20959.941),(38 21089.588),(39 21455.736),(40 21630.92),(41 21856.268),(42 21812.297),(43 21641.031),(44 21548.016),(45 21302.041),(46 21237.729),(47 21169.785),(48 20995.19),(49 20843.979),(50 20929.432),(51 20786.361),(52 21360.902),(53 21410.248),(54 21796.19),(55 21837.352),(56 21808.186),(57 21925.574),(58 21901.92),(59 22050.96),(60 21869.582),(61 21479.596),(62 21471.773),(63 21380.959),(64 20816.184),(65 20626.195),(66 20387.135),(67 19919.78),(68 19588.46),(69 19714.045),(70 19815.87),(71 19921.332),(72 19996.807),(73 20100.951),(74 20491.736),(75 20411.43),(76 20339.707),(77 20732.395),(78 20778.53),(79 20878.04),
(1 5746.398),(2 10383.988),(3 13223.572),(4 15056.141),(5 15995.869),(6 17189.658),(7 18714.55),(8 19821.46),(9 20927.186),(10 22166.307),(11 23191.217),(12 23544.941),(13 23560.04),(14 23799.12),(15 24238),(16 24452.705),(17 24481.31),(18 23928.555),(19 23469.043),(20 23418.996),(21 23095.82),(22 22508.56),(23 21957.023),(24 21539.799),(25 21319.299),(26 21109.57),(27 20896.832),(28 20721.05),(29 20752.75),(30 20892.969),(31 20883.588),(32 20988.592),(33 20939.654),(34 21539.236),(35 21934.02),(36 21695.537),(37 21525.361),(38 21716.564),(39 22023.354),(40 22052.51),(41 22323.62),(42 22554.74),(43 22740.482),(44 22629.25),(45 22541.506),(46 22472.637),(47 22566.502),(48 22462.582),(49 22276.746),(50 22328.393),(51 22273.686),(52 22842.639),(53 23030.479),(54 23019.98),(55 22924.494),(56 22748.713),(57 22587.541),(58 22680.432),(59 22377.14),(60 22201.5),(61 22090.021),(62 21907.648),(63 21710.197),(64 21127.318),(65 20697.188),(66 20287.102),(67 20054.53),(68 19925.021),(69 19977.02),(70 20266.086),(71 20495.477),(72 20663.676),(73 20836.604),(74 20620.623),(75 20791.676),(76 21179.787),(77 21406.945),(78 21953.766),(79 22174.137),
(1 5727.1455),(2 10564.711),(3 13544.997),(4 15228.363),(5 15988.489),(6 16940.004),(7 18340.258),(8 19244.174),(9 20341.332),(10 21402.69),(11 22324.336),(12 22904.17),(13 23507.531),(14 23811.057),(15 24187.613),(16 24332.02),(17 24299.855),(18 23938.582),(19 23424.592),(20 23009.334),(21 22643.29),(22 22177.238),(23 21672),(24 21450.723),(25 21384.416),(26 21030.566),(27 20781.693),(28 20523.871),(29 20267.723),(30 20207.46),(31 20349.273),(32 20540.105),(33 20862.373),(34 21315.965),(35 21691.879),(36 21613.268),(37 21463.363),(38 21867.73),(39 22126.514),(40 22192.008),(41 22474.88),(42 22770.44),(43 23248.46),(44 23078.842),(45 22808.23),(46 22483.287),(47 22483.8),(48 22383.55),(49 22180.46),(50 22048.895),(51 21945.742),(52 21655.12),(53 21971.525),(54 21913.455),(55 22115.795),(56 22196.156),(57 22164.836),(58 22091.459),(59 21858.84),(60 21682.227),(61 21300.574),(62 21059.139),(63 20937.06),(64 20313.545),(65 20040.73),(66 19817.902),(67 19500.22),(68 19341.496),(69 19390.1),(70 19657.9),(71 20094.217),(72 20267.043),(73 20617.205),(74 20498.12),(75 20343.105),(76 20366.951),(77 20584.576),(78 20592.527),(79 20582.283),
(1 5688.9497),(2 10399.759),(3 13056.464),(4 14387.297),(5 15085.945),(6 16107.703),(7 17226.643),(8 18104.846),(9 19093.412),(10 19945.738),(11 20888.129),(12 21484.287),(13 22092.678),(14 22368.979),(15 22523.418),(16 22571.77),(17 22284.348),(18 21830.936),(19 21635.828),(20 21360.76),(21 21297.893),(22 20900.262),(23 20535.682),(24 20377.879),(25 20165.086),(26 20015.896),(27 19816),(28 19709.787),(29 19409.879),(30 19310.525),(31 19078.143),(32 19210.629),(33 19275.75),(34 19732.883),(35 20125.053),(36 20385.695),(37 20369.16),(38 20476.77),(39 20441.354),(40 20453.502),(41 20502.95),(42 20544.945),(43 20703.035),(44 20803.809),(45 20687.137),(46 20627.469),(47 20670.113),(48 20836.05),(49 20699.89),(50 20255.916),(51 20299.918),(52 20505.693),(53 20857.715),(54 21039.924),(55 21180.541),(56 21191.256),(57 20884.916),(58 20859.64),(59 20560.951),(60 20356.535),(61 20138.271),(62 20091.355),(63 19819.104),(64 19526.828),(65 19246.342),(66 18964.654),(67 18805.877),(68 18493.47),(69 18428.627),(70 18589.354),(71 18717.814),(72 18966.469),(73 19134.002),(74 19087.377),(75 19204.203),(76 19410.176),(77 19405.09),(78 19710.68),(79 19753.502),
(1 5456.97),(2 9874.382),(3 12375.847),(4 13716.205),(5 14574.4375),(6 15490.334),(7 16544.623),(8 17522.51),(9 18687.521),(10 19615.598),(11 20374.676),(12 20814.857),(13 21324.336),(14 21669.59),(15 21726.373),(16 21513.5),(17 21055.95),(18 20842.914),(19 20641.39),(20 20228.545),(21 19736.53),(22 19553.113),(23 19203.016),(24 18777.557),(25 18255.576),(26 18138.695),(27 18074.734),(28 18164.674),(29 17782.66),(30 17864.742),(31 17858.615),(32 18231.693),(33 18424.395),(34 18735.867),(35 19229.375),(36 19404.975),(37 19479.762),(38 19502.313),(39 19573.707),(40 19690.584),(41 19693.287),(42 19958.223),(43 19921.902),(44 19871.389),(45 19990.066),(46 20078.574),(47 20145.99),(48 20718.373),(49 20566.584),(50 20388.637),(51 20172.912),(52 20319.275),(53 20353.73),(54 20465.914),(55 20459.426),(56 20556.547),(57 20450.91),(58 20391.117),(59 20239.795),(60 19990.527),(61 19716.146),(62 19522.943),(63 19342.791),(64 19243.006),(65 18831.635),(66 18690.273),(67 18485.37),(68 18342),(69 18544.643),(70 18834.943),(71 18707.703),(72 18840.922),(73 19128.877),(74 19214.943),(75 19152.654),(76 19167.373),(77 19330.34),(78 19206.932),(79 19245.59),
(1 5226.9033),(2 9440.627),(3 12012.735),(4 13343.325),(5 14289.871),(6 15081.025),(7 16203.463),(8 17296.77),(9 18220.34),(10 19162.172),(11 20021.916),(12 20789.229),(13 21429.4),(14 21916.69),(15 22374.467),(16 22489.283),(17 22121.834),(18 21987.29),(19 21812.078),(20 21474.1),(21 21151.457),(22 20794.848),(23 20433.477),(24 19841.75),(25 19282.73),(26 18947.291),(27 18963.928),(28 18934.938),(29 18693.586),(30 18610.365),(31 18408.479),(32 18585.623),(33 18554.996),(34 18746.227),(35 18721.117),(36 18621.734),(37 18751.434),(38 19098.256),(39 19115.115),(40 19344.316),(41 19562.652),(42 19639.922),(43 19530.82),(44 19644.473),(45 19774.002),(46 19584.037),(47 19778.709),(48 19905.422),(49 19783.955),(50 19917.412),(51 19815.717),(52 19893.639),(53 19914.617),(54 20073.97),(55 20072.402),(56 20212.225),(57 20130.35),(58 20015.518),(59 19904.375),(60 19648.303),(61 19438.725),(62 19197.295),(63 18798.79),(64 18676.06),(65 18271.328),(66 18248.125),(67 17964.287),(68 17846.904),(69 17955.238),(70 18169.219),(71 18143.824),(72 18070.41),(73 18215.91),(74 18338.889),(75 18665.598),(76 18631.172),(77 18763.785),(78 18679.951),(79 18532.617),
(1 5146.623),(2 9333.561),(3 11998.528),(4 13504.303),(5 14380.114),(6 15270.104),(7 16607.541),(8 17574.88),(9 18703.404),(10 19602.201),(11 20302.465),(12 20889.24),(13 21328.143),(14 21686.654),(15 22072.646),(16 21960.549),(17 21757.174),(18 21547.102),(19 21225.953),(20 20801.615),(21 20495.088),(22 19980.54),(23 19539.695),(24 19126.303),(25 18646.145),(26 18226.39),(27 18199.014),(28 18043.17),(29 18155.205),(30 18084.682),(31 18067.242),(32 18132.723),(33 18221.66),(34 18162.264),(35 18166.9),(36 18229.818),(37 18617.615),(38 18908.973),(39 19136.463),(40 19485.559),(41 19631.27),(42 19617.555),(43 19618.695),(44 19784.473),(45 19556.95),(46 19433.303),(47 19599.572),(48 19343.135),(49 19076.117),(50 19143.096),(51 19276.598),(52 19337.475),(53 19284.984),(54 19339.926),(55 19397.063),(56 19458.723),(57 19583.082),(58 19631.89),(59 19594.379),(60 19493.803),(61 19504.04),(62 19429.412),(63 19067.848),(64 18814.986),(65 18362.92),(66 18258.844),(67 17761.588),(68 17502.496),(69 17518.646),(70 17680.625),(71 17813.217),(72 17981.209),(73 18051.277),(74 18138.95),(75 18454.416),(76 18776.422),(77 18997.646),(78 19095.389),(79 19175.354),
(1 5119.0186),(2 9284.969),(3 11882.743),(4 13186.981),(5 14097.584),(6 14615.741),(7 15439.624),(8 16113.46),(9 16923.338),(10 17503.682),(11 17897.531),(12 18385.008),(13 18582.422),(14 18965.45),(15 19139.178),(16 19001.016),(17 18704.64),(18 18322.967),(19 18170.799),(20 17901.441),(21 17792.096),(22 17450.904),(23 17022.29),(24 16874.14),(25 16659.96),(26 16587.838),(27 16500.895),(28 16407.24),(29 16577.88),(30 16631.281),(31 16531.662),(32 16497.637),(33 16491.72),(34 16504.254),(35 16617.33),(36 16719.88),(37 16923.535),(38 17068.176),(39 17152.55),(40 17176.188),(41 17290.979),(42 17473.166),(43 17538.447),(44 17551.605),(45 17366.678),(46 17406.293),(47 17535.566),(48 17376.326),(49 17202.316),(50 17346.244),(51 17466.785),(52 17565.746),(53 17703.785),(54 17716.047),(55 17767.674),(56 17815.39),(57 18070.438),(58 17926.146),(59 17536.908),(60 17523.508),(61 17348.748),(62 17203.064),(63 17221.977),(64 17032.275),(65 16748.361),(66 16736.28),(67 16448.166),(68 16446.46),(69 16577.445),(70 16510.293),(71 16567.51),(72 16663.834),(73 16777.117),(74 17034.9),(75 17293.94),(76 17263.611),(77 17464.363),(78 17446.87),(79 17325.537),
