1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 147393.14),(2 520392.38),(3 1124959.9),(4 1913605.6),(5 2867154.8),(6 4019836.3),(7 5321724.5),(8 6768134.5),(9 8334966.5),(10 10032052),(11 11799623),(12 13653328),(13 15674419),(14 17675272),(15 19808634),(16 21999552),(17 24178040),(18 26442354),(19 28571088),(20 30561624),(21 32531080),(22 34522140),(23 36551970),(24 38626212),(25 40873530),(26 43095140),(27 45451676),(28 47963024),(29 50379948),(30 52826260),(31 55373980),(32 57818500),(33 60447540),(34 62959388),(35 65554624),(36 68273624),(37 71094100),(38 73693870),(39 76207210),(40 78723550),(41 81049850),(42 83361870),(43 85801610),(44 88171160),(45 90544424),(46 92720056),(47 94619210),(48 96402620),(49 98009400),(50 99624776),(51 101357210),(52 103302296),(53 105205350),(54 107256456),(55 109586360),(56 111788056),(57 114145096),(58 116714920),(59 119483450),(60 122406664),(61 125508344),(62 128463260),(63 131436584),(64 134092650),(65 136601820),(66 138873490),(67 141120240),(68 143182160),(69 145238380),(70 147535300),(71 149793840),(72 151998580),(73 154666660),(74 157357230),(75 160262700),(76 163094190),(77 165595470),(78 167927860),(79 170400260),
(1 169442.02),(2 599231.6),(3 1188684.9),(4 1863352.4),(5 2559759),(6 3235113.8),(7 3831419.3),(8 4321333),(9 4699828),(10 4970296),(11 5158306),(12 5281744),(13 5394683),(14 5496581),(15 5666329),(16 5890561.5),(17 6155236),(18 6433601.5),(19 6706623.5),(20 6970303.5),(21 7189591.5),(22 7351480.5),(23 7499276.5),(24 7574547),(25 7593195),(26 7587220),(27 7568679),(28 7549406.5),(29 7578398),(30 7671690.5),(31 7818640.5),(32 7999203),(33 8194421),(34 8393686),(35 8617985),(36 8829578),(37 9018166),(38 9179890),(39 9366218),(40 9526037),(41 9611149),(42 9634965),(43 9578609),(44 9483898),(45 9356326),(46 9250606),(47 9192760),(48 9180194),(49 9254413),(50 9374200),(51 9554607),(52 9779846),(53 10024623),(54 10266159),(55 10458488),(56 10646504),(57 10802769),(58 10922799),(59 11015418),(60 11142727),(61 11323508),(62 11494539),(63 11662283),(64 11794607),(65 11909882),(66 12027795),(67 12118867),(68 12229195),(69 12412808),(70 12652481),(71 12909020),(72 13178086),(73 13436149),(74 13700767),(75 14002298),(76 14263616),(77 14528310),(78 14757085),(79 14985973),
(1 166978.56),(2 594588.9),(3 1195273.5),(4 1884294.6),(5 2593526),(6 3288853.3),(7 3904155.8),(8 4383237.5),(9 4742262.5),(10 4986851.5),(11 5167108),(12 5295743.5),(13 5422369.5),(14 5537074.5),(15 5695846.5),(16 5895215.5),(17 6104000.5),(18 6323438),(19 6552400),(20 6767897.5),(21 6936143.5),(22 7053030),(23 7137302.5),(24 7138232.5),(25 7073586.5),(26 6954946),(27 6816147.5),(28 6678360.5),(29 6603297.5),(30 6658906.5),(31 6832640.5),(32 7073572.5),(33 7365613.5),(34 7642431.5),(35 7895189.5),(36 8093952),(37 8233804.5),(38 8341347.5),(39 8439241),(40 8548623),(41 8652655),(42 8738159),(43 8806063),(44 8852087),(45 8889197),(46 8918005),(47 8926293),(48 8914000),(49 8912043),(50 8933985),(51 8985827),(52 9066033),(53 9119451),(54 9130307),(55 9113404),(56 9071621),(57 9014419),(58 8933470),(59 8856398),(60 8798576),(61 8754421),(62 8693876),(63 8621481),(64 8562909),(65 8536027),(66 8526535),(67 8528420),(68 8573177),(69 8688730),(70 8855880),(71 9081701),(72 9347700),(73 9620165),(74 9917607),(75 10203809),(76 10478131),(77 10807444),(78 11143859),(79 11527712),
(1 174099.7),(2 613296.4),(3 1207623),(4 1862328),(5 2467499.5),(6 3007522),(7 3441858.5),(8 3778386.3),(9 4015655.8),(10 4222246.5),(11 4428859.5),(12 4631503.5),(13 4841283),(14 5072137.5),(15 5306418),(16 5523828),(17 5726890),(18 5874312.5),(19 5995865.5),(20 6068935),(21 6130506),(22 6186597),(23 6239604.5),(24 6262180.5),(25 6254207.5),(26 6206881.5),(27 6134017.5),(28 6079391.5),(29 6108610),(30 6231949),(31 6455382),(32 6759502),(33 7123145),(34 7476772),(35 7777851.5),(36 8010427.5),(37 8222029),(38 8453540),(39 8696209),(40 8972200),(41 9274881),(42 9536207),(43 9747571),(44 9926435),(45 10103305),(46 10298684),(47 10474829),(48 10624581),(49 10755756),(50 10839963),(51 10857075),(52 10785441),(53 10652780),(54 10515437),(55 10389132),(56 10269420),(57 10129988),(58 10009782),(59 9906159),(60 9825983),(61 9749962),(62 9643402),(63 9548033),(64 9449862),(65 9353326),(66 9242469),(67 9110740),(68 9009275),(69 8928682),(70 8872865),(71 8845594),(72 8831128),(73 8832680),(74 8843616),(75 8887430),(76 8951698),(77 9058056),(78 9181239),(79 9343526),
(1 189248.44),(2 650858.2),(3 1253626.9),(4 1876696),(5 2428107.8),(6 2870715),(7 3207758),(8 3465703.8),(9 3690211),(10 3921963.5),(11 4168029.5),(12 4413836),(13 4634551.5),(14 4836243.5),(15 5040984.5),(16 5220270),(17 5376026),(18 5508359),(19 5646694.5),(20 5798002.5),(21 5956256),(22 6094642.5),(23 6251430.5),(24 6384487),(25 6522912.5),(26 6647796),(27 6797044),(28 6985396.5),(29 7199940),(30 7410604),(31 7619367.5),(32 7828008.5),(33 8024105),(34 8138445.5),(35 8251467.5),(36 8421023),(37 8626404),(38 8828835),(39 9040360),(40 9279777),(41 9508019),(42 9654996),(43 9751402),(44 9811690),(45 9903417),(46 10017123),(47 10117730),(48 10187412),(49 10221359),(50 10232913),(51 10199893),(52 10143730),(53 10055959),(54 9971149),(55 9890522),(56 9830140),(57 9776852),(58 9754568),(59 9746047),(60 9734952),(61 9716392),(62 9650717),(63 9563131),(64 9438260),(65 9291571),(66 9101169),(67 8855959),(68 8618741),(69 8357124),(70 8104219),(71 7862403),(72 7668577.5),(73 7509102),(74 7391074),(75 7360523),(76 7374061),(77 7490676),(78 7615811),(79 7746089),
(1 175756.22),(2 587738.44),(3 1099117.8),(4 1634337.4),(5 2153118),(6 2631641.8),(7 3073772.5),(8 3471891.3),(9 3856328.3),(10 4197820),(11 4489659.5),(12 4781350),(13 5111619.5),(14 5486400.5),(15 5833554.5),(16 6137723.5),(17 6407599),(18 6632167),(19 6855722.5),(20 7107891),(21 7359165.5),(22 7606505.5),(23 7859839.5),(24 8084615),(25 8279769.5),(26 8455874),(27 8599739),(28 8670313),(29 8698439),(30 8730119),(31 8768511),(32 8828062),(33 8905478),(34 8981861),(35 9025863),(36 9008639),(37 8949522),(38 8851986),(39 8748952),(40 8645417),(41 8541137),(42 8426799),(43 8330499.5),(44 8268174),(45 8238330.5),(46 8223629),(47 8213687.5),(48 8223074.5),(49 8240642),(50 8275444.5),(51 8332703),(52 8420361),(53 8481794),(54 8520754),(55 8527346),(56 8472701),(57 8374796),(58 8254732),(59 8161481),(60 8093340.5),(61 8022860),(62 7924515.5),(63 7809014.5),(64 7663618),(65 7505337.5),(66 7325082),(67 7125511),(68 6916553.5),(69 6705316.5),(70 6518165.5),(71 6348338),(72 6181211.5),(73 6003372),(74 5828539.5),(75 5679378),(76 5559242),(77 5475766.5),(78 5433962),(79 5434012),
(1 146610.03),(2 479232.44),(3 884534.56),(4 1286556.1),(5 1665487.6),(6 2005306.3),(7 2334440.3),(8 2659199.5),(9 3005184.5),(10 3345378.5),(11 3653731.8),(12 3938957),(13 4219398),(14 4496840.5),(15 4771332.5),(16 5066054.5),(17 5345152),(18 5572274),(19 5750115.5),(20 5907411),(21 6043517.5),(22 6179918),(23 6353585),(24 6513908.5),(25 6656100.5),(26 6740920),(27 6816154),(28 6855770.5),(29 6869662),(30 6873955),(31 6873437),(32 6898684.5),(33 6987864.5),(34 7092097),(35 7167886.5),(36 7170858.5),(37 7104020.5),(38 6986398),(39 6815107),(40 6640006.5),(41 6462235),(42 6336606),(43 6283879),(44 6274218.5),(45 6265082.5),(46 6227792),(47 6180993),(48 6135642.5),(49 6089857),(50 6063217.5),(51 6035744),(52 6019670),(53 6018703.5),(54 6044186),(55 6060961),(56 6064953),(57 6079225.5),(58 6100841.5),(59 6133441),(60 6180799),(61 6224546),(62 6240042.5),(63 6252553.5),(64 6273669.5),(65 6301770.5),(66 6307244.5),(67 6276643),(68 6227631),(69 6177954),(70 6145197.5),(71 6118245),(72 6088370),(73 6066733),(74 6045818.5),(75 6036995),(76 6013832),(77 5960302),(78 5885574.5),(79 5815283),
(1 171380.39),(2 567408.7),(3 1035080.5),(4 1473971.8),(5 1822500.9),(6 2085047),(7 2323215.5),(8 2605694),(9 2965115.3),(10 3346787.5),(11 3700298.3),(12 3991594.8),(13 4242281),(14 4491611),(15 4777251.5),(16 5080034),(17 5377188.5),(18 5641709.5),(19 5839562.5),(20 5971379.5),(21 6071573),(22 6188401.5),(23 6333136.5),(24 6488038.5),(25 6669534.5),(26 6829189),(27 6955284.5),(28 7039995.5),(29 7084859),(30 7143630),(31 7214810),(32 7317827),(33 7462615.5),(34 7623808),(35 7726048.5),(36 7704456.5),(37 7564866),(38 7362159.5),(39 7173285),(40 7058938.5),(41 7010679.5),(42 7001911.5),(43 6991584),(44 6961305),(45 6881634),(46 6768540),(47 6655698.5),(48 6571451),(49 6539092.5),(50 6537417.5),(51 6518675),(52 6468084.5),(53 6392980.5),(54 6327608.5),(55 6283493.5),(56 6281707.5),(57 6337046),(58 6422668),(59 6520296.5),(60 6591975.5),(61 6625081),(62 6621625),(63 6611055.5),(64 6602171.5),(65 6591260.5),(66 6562307),(67 6516305.5),(68 6443830),(69 6323767),(70 6171530),(71 6027363),(72 5901623.5),(73 5820007.5),(74 5786500.5),(75 5809620),(76 5870047),(77 5952897),(78 5998861.5),(79 5994137.5),
(1 174322.36),(2 571313.4),(3 1025709.7),(4 1430120.8),(5 1716399.8),(6 1906190.3),(7 2067606.8),(8 2256397.3),(9 2490199),(10 2707643.5),(11 2911195.8),(12 3086046),(13 3229955),(14 3352885.3),(15 3467587),(16 3615817),(17 3791341.8),(18 3947953.8),(19 4076420.8),(20 4162070.3),(21 4190645.8),(22 4191406),(23 4197285.5),(24 4220010.5),(25 4292800),(26 4364327),(27 4416149),(28 4428998.5),(29 4409330.5),(30 4398287),(31 4408793.5),(32 4454027.5),(33 4549344),(34 4657288),(35 4716006.5),(36 4739017.5),(37 4760546.5),(38 4770146.5),(39 4790211),(40 4785971),(41 4758583.5),(42 4718088),(43 4685380.5),(44 4670735.5),(45 4642533),(46 4627595),(47 4623965),(48 4631520),(49 4651240),(50 4656687.5),(51 4653718),(52 4643263),(53 4605696),(54 4542879),(55 4455111.5),(56 4339212.5),(57 4246388.5),(58 4192199.8),(59 4180200.8),(60 4177268.3),(61 4157930.8),(62 4137181),(63 4146469.8),(64 4188978.5),(65 4254440),(66 4316571),(67 4345293.5),(68 4334302),(69 4283657.5),(70 4192613.8),(71 4065941.8),(72 3932901.5),(73 3854676.5),(74 3846889.3),(75 3908743.8),(76 4008137.8),(77 4132707),(78 4235773),(79 4316865),
(1 172146.7),(2 552866.94),(3 967449.4),(4 1301840),(5 1507486),(6 1621514.8),(7 1723175.9),(8 1861598.1),(9 2027818.8),(10 2187018),(11 2327428),(12 2440950.3),(13 2534564.8),(14 2606810.5),(15 2699852.5),(16 2841173.5),(17 3024887.3),(18 3212582.8),(19 3394149.5),(20 3522389.5),(21 3564565.3),(22 3558055.8),(23 3544967.5),(24 3572418.3),(25 3657602.5),(26 3744381.3),(27 3816154.5),(28 3853773),(29 3880127),(30 3920036.3),(31 3984352),(32 4070861.3),(33 4169744.5),(34 4278638),(35 4372835),(36 4437026),(37 4488569),(38 4541634.5),(39 4631808),(40 4712235),(41 4772511.5),(42 4825507),(43 4875134),(44 4926322),(45 4961675),(46 4981554.5),(47 5013791.5),(48 5065055),(49 5123259),(50 5154059.5),(51 5151001),(52 5127193),(53 5087294),(54 5042721),(55 4967473.5),(56 4857820),(57 4726753),(58 4586373),(59 4446030.5),(60 4314687),(61 4189417),(62 4073563),(63 3974436),(64 3896894.3),(65 3820402.3),(66 3771804.3),(67 3742450.8),(68 3726680),(69 3696052.5),(70 3638757.3),(71 3570281),(72 3497160.8),(73 3434442),(74 3403451.5),(75 3422244.5),(76 3490748.3),(77 3615061.5),(78 3752325),(79 3890108.3),
(1 164451.4),(2 526675.25),(3 914105.5),(4 1211144.3),(5 1407672.5),(6 1550373),(7 1684115),(8 1827665.8),(9 1989683.6),(10 2133596.5),(11 2249469.8),(12 2353497.8),(13 2443493.5),(14 2549648.5),(15 2683815.3),(16 2822557.5),(17 2959886),(18 3096538),(19 3228843.3),(20 3346888),(21 3443613),(22 3510265.5),(23 3523605.5),(24 3530460),(25 3564488.8),(26 3617681.3),(27 3669603.5),(28 3715292),(29 3761558.5),(30 3794413.8),(31 3805568.8),(32 3815586.3),(33 3816276),(34 3836361.5),(35 3847034.8),(36 3817481.5),(37 3765967.5),(38 3738142.8),(39 3765915.8),(40 3822970.5),(41 3900146.5),(42 3992968.8),(43 4078084.8),(44 4142042),(45 4172564.3),(46 4181056.5),(47 4192073.5),(48 4212615),(49 4245790.5),(50 4267267.5),(51 4299574),(52 4326071.5),(53 4348230),(54 4369065.5),(55 4362126.5),(56 4347403),(57 4300964),(58 4241679.5),(59 4163181.5),(60 4078162.3),(61 3986502),(62 3900787),(63 3821384.8),(64 3749788.5),(65 3708253.8),(66 3714703.5),(67 3757186.5),(68 3829589.5),(69 3900307),(70 3950224.5),(71 3982238.8),(72 3980738.5),(73 3953795.5),(74 3928967.8),(75 3931448.8),(76 3956524.5),(77 4028368.5),(78 4118218.8),(79 4213080),
(1 138961.64),(2 437953.53),(3 750883),(4 1005762.06),(5 1195676.4),(6 1353659.9),(7 1520037.5),(8 1714566.1),(9 1919232.9),(10 2096898.8),(11 2239921.3),(12 2373816.8),(13 2514734),(14 2649581.8),(15 2795612.8),(16 2927993.3),(17 3027837.3),(18 3115767.8),(19 3200151.8),(20 3274942),(21 3342242.5),(22 3390715.5),(23 3428872.8),(24 3458197.5),(25 3485813.5),(26 3527887.5),(27 3591997),(28 3651723),(29 3688380),(30 3679221),(31 3635076.5),(32 3612856.3),(33 3614672.5),(34 3642163.8),(35 3695968.5),(36 3742994.3),(37 3764707.5),(38 3752811.5),(39 3732505.3),(40 3751199),(41 3804337.3),(42 3864007.3),(43 3898524.3),(44 3911694.8),(45 3910360.3),(46 3903834),(47 3899624.3),(48 3884956.3),(49 3853208.3),(50 3802001.3),(51 3753128.8),(52 3717076),(53 3703521.8),(54 3689959.8),(55 3664556),(56 3618243.3),(57 3530593),(58 3427470),(59 3338149),(60 3291308.3),(61 3262925.5),(62 3217552.5),(63 3157265.5),(64 3106714.5),(65 3067997.8),(66 3041742),(67 3020247),(68 3011303.3),(69 3016830.8),(70 3021121.3),(71 3013262.3),(72 2990369.3),(73 2953843.3),(74 2895040.5),(75 2840349.8),(76 2819391.5),(77 2842216.8),(78 2882904.8),(79 2926257.3),
(1 135223.19),(2 414757.78),(3 703576.56),(4 945930.1),(5 1136792.9),(6 1309511.6),(7 1486869.4),(8 1677978.4),(9 1873801.4),(10 2042613.8),(11 2175821.3),(12 2272240),(13 2374941),(14 2493076.8),(15 2628717),(16 2767496.5),(17 2903811),(18 3021844.5),(19 3121736.8),(20 3220175.3),(21 3328609.8),(22 3428166),(23 3480171.3),(24 3492850.5),(25 3513205.8),(26 3565995),(27 3646754.8),(28 3724102.5),(29 3765793.8),(30 3754510.3),(31 3701453.3),(32 3672036.8),(33 3666731),(34 3696216.5),(35 3730265.3),(36 3741819.5),(37 3714161.8),(38 3638407),(39 3571696.5),(40 3542655),(41 3551711.8),(42 3554415.3),(43 3529507),(44 3494191),(45 3450023.3),(46 3419209.8),(47 3396801.3),(48 3358483.5),(49 3310807.8),(50 3236165.5),(51 3149540.8),(52 3060714),(53 2968043),(54 2896664.8),(55 2851445),(56 2825051),(57 2794623.8),(58 2752889.8),(59 2719508.3),(60 2717529.5),(61 2747246),(62 2789615.8),(63 2839958),(64 2879497),(65 2897693.8),(66 2890408.5),(67 2860740.5),(68 2828934.3),(69 2813899),(70 2811427.5),(71 2803761.8),(72 2778897),(73 2745460.8),(74 2725872.8),(75 2712097.5),(76 2708995),(77 2730909),(78 2760113.3),(79 2794109.3),
(1 135237.23),(2 410219.53),(3 671109.94),(4 865788.8),(5 1017187.2),(6 1166952.5),(7 1343120.1),(8 1541097.9),(9 1730784.4),(10 1875386.8),(11 1965325.3),(12 2033590.9),(13 2084948.5),(14 2141977),(15 2217107),(16 2302165.5),(17 2395427),(18 2466456.5),(19 2523788),(20 2592582.3),(21 2690653.8),(22 2806022.5),(23 2875462),(24 2918151.5),(25 2964748.5),(26 3013895),(27 3059448.3),(28 3082710),(29 3068629.5),(30 3024945.5),(31 2976471),(32 2955091.5),(33 2949761.8),(34 2971301.3),(35 2999699),(36 3011165.3),(37 2986435.3),(38 2924015.5),(39 2852861),(40 2812450.3),(41 2811792),(42 2818949.5),(43 2799283.3),(44 2768387.3),(45 2740384.3),(46 2718216),(47 2690406.3),(48 2655606.5),(49 2618802.5),(50 2576653),(51 2532625.5),(52 2503743.8),(53 2483502.8),(54 2454259.3),(55 2401820),(56 2355584.3),(57 2339906.3),(58 2357976),(59 2378911.3),(60 2405060.8),(61 2433398),(62 2463592.5),(63 2505006.5),(64 2566993),(65 2650734.3),(66 2727610.5),(67 2770869),(68 2812446.3),(69 2855461.8),(70 2879959.3),(71 2891638.3),(72 2883315.3),(73 2845223.3),(74 2798566.3),(75 2764390.8),(76 2736130),(77 2732671),(78 2753025.5),(79 2788268.8),
(1 141604.84),(2 431814.53),(3 694528.94),(4 848293.7),(5 955958.4),(6 1094123.8),(7 1286335.9),(8 1481128.9),(9 1617920.5),(10 1696673.4),(11 1763197.9),(12 1841482.5),(13 1939286.6),(14 2037144.5),(15 2128905),(16 2215554.3),(17 2291295.3),(18 2364812.5),(19 2429699.3),(20 2480747.5),(21 2534874.5),(22 2604890.3),(23 2665869.8),(24 2709928.3),(25 2733654.3),(26 2749458.5),(27 2762280.3),(28 2778682.5),(29 2799518.5),(30 2807539.3),(31 2782469.5),(32 2744516),(33 2707018.5),(34 2731355.5),(35 2777657.8),(36 2804697),(37 2789289),(38 2746543),(39 2719795.5),(40 2739186),(41 2773346.5),(42 2802155),(43 2800231.5),(44 2801317.3),(45 2809840),(46 2812531.5),(47 2803580),(48 2787961.3),(49 2754446.5),(50 2694516),(51 2623283.3),(52 2589214.5),(53 2586157.3),(54 2576626.3),(55 2548478.5),(56 2511133.5),(57 2477763),(58 2462662.5),(59 2461042.3),(60 2461395.3),(61 2465109.8),(62 2462700),(63 2457694),(64 2458452),(65 2467904.5),(66 2486031),(67 2492754.3),(68 2500036.8),(69 2504208.3),(70 2503378.8),(71 2506071.8),(72 2505013.8),(73 2489266.5),(74 2468469.8),(75 2455942),(76 2444410.3),(77 2448138.8),(78 2461262.5),(79 2471960.5),
(1 146203.64),(2 443860.8),(3 696319.3),(4 818488.56),(5 889243.8),(6 1006863.56),(7 1198081.1),(8 1389266.9),(9 1517599.5),(10 1578319.6),(11 1640202.6),(12 1741646.6),(13 1866347.8),(14 1988336.5),(15 2079502.9),(16 2142350.3),(17 2208650.3),(18 2265801.5),(19 2302546.8),(20 2313553.5),(21 2325332.5),(22 2341813.8),(23 2360073),(24 2371173.3),(25 2365753.5),(26 2349202.3),(27 2343793),(28 2355192.5),(29 2403674.3),(30 2445099),(31 2442988.5),(32 2413402.8),(33 2394602),(34 2402667.8),(35 2415010.8),(36 2419755.3),(37 2398232.3),(38 2351343),(39 2332622.3),(40 2338964),(41 2357431),(42 2376311),(43 2393526.3),(44 2395795),(45 2355222),(46 2301397),(47 2253830.5),(48 2223541.8),(49 2218813),(50 2214892),(51 2215915.8),(52 2241461.3),(53 2295391),(54 2344885),(55 2354807.8),(56 2341659),(57 2332157.5),(58 2340982),(59 2356031.3),(60 2364822),(61 2391064.3),(62 2446140.3),(63 2500834.5),(64 2539712.3),(65 2555665),(66 2559935),(67 2567021.5),(68 2593847.3),(69 2614781.8),(70 2616870.8),(71 2604530.3),(72 2578188.5),(73 2544121.5),(74 2514185.3),(75 2489652),(76 2461958.5),(77 2439506.8),(78 2427210.5),(79 2420854.8),
(1 128944.98),(2 375544.03),(3 575782),(4 677715),(5 758937.06),(6 883920.7),(7 1048893.8),(8 1208363.6),(9 1312308.4),(10 1375695),(11 1451344.6),(12 1555868.5),(13 1670673),(14 1749917.4),(15 1770275.3),(16 1781899),(17 1821527.6),(18 1878176),(19 1920769.4),(20 1934625.5),(21 1932010.5),(22 1957254.9),(23 2006440.4),(24 2044363.4),(25 2059089.1),(26 2038747),(27 2018645.4),(28 2036764.3),(29 2087308.3),(30 2126573),(31 2128533.5),(32 2113368.3),(33 2107378),(34 2132502.8),(35 2169608.5),(36 2179997),(37 2178088.5),(38 2179110.8),(39 2192485.3),(40 2196056),(41 2198134.5),(42 2218723),(43 2230915.3),(44 2218805),(45 2185655.5),(46 2152757.5),(47 2124578),(48 2093579.3),(49 2063748.6),(50 2026368.4),(51 1987142.9),(52 1970975.6),(53 1991129.9),(54 2021890.9),(55 2034268.6),(56 2042223.6),(57 2060072),(58 2094948.8),(59 2129322.8),(60 2163532.3),(61 2189316.5),(62 2220322.8),(63 2262233.3),(64 2321480.5),(65 2365865.3),(66 2400883.5),(67 2421782.8),(68 2439753.3),(69 2449336.5),(70 2448131.3),(71 2429789.8),(72 2411275.8),(73 2386810),(74 2368104),(75 2357986),(76 2339261.3),(77 2310391.3),(78 2284958.5),(79 2267533.3),
(1 127730.42),(2 373605.47),(3 567273.1),(4 676795.1),(5 776225.7),(6 906404.44),(7 1048945.3),(8 1179528.4),(9 1277538.5),(10 1338244.1),(11 1391573.4),(12 1474381.8),(13 1570225.6),(14 1636741.8),(15 1655387.8),(16 1655058.3),(17 1678000.1),(18 1709342.4),(19 1720702.6),(20 1709331.9),(21 1709088.4),(22 1737030),(23 1772459.4),(24 1794710.6),(25 1816607.1),(26 1816977.4),(27 1823978),(28 1844158.4),(29 1860519.5),(30 1846924.1),(31 1820035.4),(32 1801602),(33 1800417.6),(34 1821426.3),(35 1848402.1),(36 1867178.6),(37 1871604.5),(38 1886535.9),(39 1927064.8),(40 1960404.3),(41 1989248.4),(42 2009425.6),(43 2011260.8),(44 2009614.6),(45 2008019.3),(46 2000736),(47 1983197.1),(48 1950762),(49 1921399.5),(50 1898162.1),(51 1892985.6),(52 1903485.1),(53 1908041.8),(54 1896747.8),(55 1871035),(56 1851652.3),(57 1833110.9),(58 1805277.9),(59 1778438.3),(60 1763643.5),(61 1770122.6),(62 1777328.5),(63 1776301.1),(64 1771911.1),(65 1767462.4),(66 1766792.9),(67 1773930.1),(68 1786211),(69 1792120),(70 1789271.1),(71 1798884.5),(72 1805986.1),(73 1810600.9),(74 1820972.5),(75 1848657.6),(76 1866365.1),(77 1874503.1),(78 1882678.4),(79 1901163),
