1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 81.79583),(2 106.73616),(3 118.17628),(4 127.330666),(5 133.03789),(6 136.25037),(7 138.09981),(8 140.7932),(9 143.49327),(10 146.16862),(11 148.47475),(12 150.64581),(13 150.10526),(14 148.89276),(15 152.32709),(16 152.7053),(17 153.86516),(18 155.93282),(19 156.58711),(20 155.74916),(21 158.46315),(22 153.8476),(23 154.3988),(24 154.25179),(25 153.36887),(26 153.60808),(27 151.58356),(28 151.66423),(29 152.39304),(30 152.87961),(31 156.49348),(32 155.70557),(33 156.98819),(34 157.78723),(35 158.71889),(36 160.50438),(37 159.13676),(38 159.1657),(39 158.74606),(40 158.42845),(41 158.44293),(42 155.64876),(43 155.59406),(44 153.12709),(45 152.68402),(46 153.23326),(47 153.87497),(48 154.40059),(49 152.83499),(50 155.13623),(51 158.73886),(52 157.21582),(53 156.78691),(54 155.4335),(55 157.06934),(56 154.9132),(57 156.37546),(58 155.68506),(59 154.35196),(60 153.3583),(61 152.86652),(62 154.75279),(63 155.21971),(64 155.89603),(65 155.60904),(66 154.85265),(67 155.29173),(68 155.17882),(69 155.18594),(70 154.69698),(71 154.4447),(72 155.87787),(73 156.72939),(74 155.58951),(75 157.16177),(76 157.63788),(77 159.65309),(78 158.90263),(79 161.3497),
(1 79.71202),(2 105.28403),(3 119.830246),(4 126.893585),(5 134.30579),(6 137.57494),(7 139.21738),(8 140.98903),(9 144.52074),(10 146.52455),(11 148.70665),(12 152.76974),(13 151.93164),(14 152.45389),(15 155.9513),(16 152.59637),(17 154.09917),(18 156.82518),(19 156.52905),(20 158.56335),(21 159.02376),(22 155.4609),(23 154.65755),(24 155.01628),(25 154.69843),(26 153.53946),(27 152.8353),(28 154.32257),(29 152.87297),(30 150.18509),(31 151.18057),(32 152.25876),(33 151.11555),(34 153.95305),(35 151.68843),(36 153.7157),(37 155.27307),(38 158.74408),(39 158.52039),(40 159.52841),(41 159.05008),(42 158.5218),(43 158.8912),(44 158.41634),(45 159.69897),(46 160.77745),(47 160.3829),(48 159.82039),(49 159.95674),(50 160.49788),(51 158.68376),(52 157.49234),(53 157.20569),(54 157.78499),(55 158.49677),(56 157.30301),(57 158.30212),(58 159.10387),(59 157.38705),(60 157.12358),(61 156.45999),(62 158.93333),(63 161.50479),(64 161.23029),(65 163.09349),(66 162.28671),(67 162.5846),(68 162.58345),(69 160.79956),(70 159.13821),(71 157.83762),(72 159.42612),(73 160.38557),(74 160.18304),(75 162.27292),(76 162.39578),(77 160.97154),(78 159.71799),(79 160.5103),
(1 77.996994),(2 103.21514),(3 114.93049),(4 122.41375),(5 126.546295),(6 130.3946),(7 132.46092),(8 134.10585),(9 138.1782),(10 139.11542),(11 139.17268),(12 143.0589),(13 141.32095),(14 141.01332),(15 143.39188),(16 143.8315),(17 146.1556),(18 147.6181),(19 150.14227),(20 150.63808),(21 151.71475),(22 147.60474),(23 149.28212),(24 149.70572),(25 149.3475),(26 150.0651),(27 149.21736),(28 149.97731),(29 150.85822),(30 150.67647),(31 151.16408),(32 149.82413),(33 150.40942),(34 151.55086),(35 150.5321),(36 151.46587),(37 149.4663),(38 148.47708),(39 147.54381),(40 150.2291),(41 151.20247),(42 153.32463),(43 155.25722),(44 153.29985),(45 154.09344),(46 152.69547),(47 152.74576),(48 152.45073),(49 151.32707),(50 153.56621),(51 152.63219),(52 151.57632),(53 152.09825),(54 153.28331),(55 152.76186),(56 149.05841),(57 149.23038),(58 149.88701),(59 149.89073),(60 148.69875),(61 149.60896),(62 151.5091),(63 151.57777),(64 151.83586),(65 150.59158),(66 149.86858),(67 151.25322),(68 151.33356),(69 151.86148),(70 150.9045),(71 148.1817),(72 151.09602),(73 150.85483),(74 150.59595),(75 150.42923),(76 149.54272),(77 148.52481),(78 149.7375),(79 150.16351),
(1 79.75647),(2 104.402275),(3 117.89285),(4 126.02498),(5 132.19371),(6 135.31094),(7 136.64516),(8 136.29495),(9 139.6834),(10 142.68417),(11 145.17523),(12 149.217),(13 148.02168),(14 147.95332),(15 150.73114),(16 149.03136),(17 151.42567),(18 151.16081),(19 153.14194),(20 156.17735),(21 157.0725),(22 154.26521),(23 151.96533),(24 152.76456),(25 152.41943),(26 150.64754),(27 148.05452),(28 148.67354),(29 149.77252),(30 151.50108),(31 153.56482),(32 151.56018),(33 151.05402),(34 151.82571),(35 149.75533),(36 150.69283),(37 152.07928),(38 151.93243),(39 152.39824),(40 150.80132),(41 152.16988),(42 151.3922),(43 151.90324),(44 150.30656),(45 152.87994),(46 151.62169),(47 151.74731),(48 150.63689),(49 152.15256),(50 152.72649),(51 151.49458),(52 152.04625),(53 151.75865),(54 151.3484),(55 151.1569),(56 150.17009),(57 152.6808),(58 152.70676),(59 152.55478),(60 151.27791),(61 151.72383),(62 150.60092),(63 152.1469),(64 154.99838),(65 154.59863),(66 152.55972),(67 154.14789),(68 153.64407),(69 154.1595),(70 153.7822),(71 152.37996),(72 152.23782),(73 151.78728),(74 150.73637),(75 151.85971),(76 152.4218),(77 151.84251),(78 152.94237),(79 153.45236),
(1 76.72728),(2 100.11781),(3 111.0444),(4 118.4198),(5 123.067085),(6 127.15055),(7 129.88232),(8 134.2558),(9 138.10934),(10 138.16154),(11 142.33604),(12 143.13138),(13 140.05162),(14 138.44225),(15 141.42897),(16 140.55966),(17 142.61955),(18 143.01472),(19 144.916),(20 147.99796),(21 152.4061),(22 150.03577),(23 149.90436),(24 146.69826),(25 150.50093),(26 150.70227),(27 151.09218),(28 151.14572),(29 151.58311),(30 152.79848),(31 150.25365),(32 149.82455),(33 150.33095),(34 149.69873),(35 152.09148),(36 151.30266),(37 152.37267),(38 152.22803),(39 150.73886),(40 151.45409),(41 152.47043),(42 152.54071),(43 154.13705),(44 154.08673),(45 154.86525),(46 152.93758),(47 153.84306),(48 155.09221),(49 154.3756),(50 154.73459),(51 155.0188),(52 152.84634),(53 152.83907),(54 151.64879),(55 153.00995),(56 150.90805),(57 151.86533),(58 152.16333),(59 151.99602),(60 150.48311),(61 151.29109),(62 152.99516),(63 152.7761),(64 152.80927),(65 153.32057),(66 155.20006),(67 154.84433),(68 153.02979),(69 153.74205),(70 153.74664),(71 153.56297),(72 155.6311),(73 154.73193),(74 154.6661),(75 152.603),(76 151.29173),(77 150.9352),(78 152.30365),(79 153.28706),
(1 76.32141),(2 99.37781),(3 110.798294),(4 119.94179),(5 125.22675),(6 129.66843),(7 131.26799),(8 131.70837),(9 136.0902),(10 136.68358),(11 141.01524),(12 141.2033),(13 139.42122),(14 138.93028),(15 139.8451),(16 138.3477),(17 141.57164),(18 143.28172),(19 146.98389),(20 146.59248),(21 149.24367),(22 148.9473),(23 148.30449),(24 145.36047),(25 146.23),(26 145.76149),(27 144.30173),(28 146.9578),(29 148.05449),(30 147.96022),(31 146.58984),(32 149.20477),(33 149.38518),(34 147.34303),(35 151.25978),(36 151.12521),(37 151.77461),(38 151.62953),(39 151.5046),(40 151.24881),(41 151.81923),(42 151.57117),(43 153.73663),(44 153.51245),(45 155.91609),(46 152.87582),(47 152.53766),(48 151.17804),(49 151.03883),(50 151.21169),(51 150.12872),(52 153.24516),(53 155.01611),(54 153.0919),(55 153.80696),(56 153.34999),(57 157.36755),(58 153.18724),(59 153.29967),(60 154.753),(61 153.4892),(62 152.63147),(63 153.19112),(64 153.57297),(65 154.42009),(66 154.26807),(67 154.22226),(68 153.81294),(69 154.66872),(70 156.32103),(71 156.91768),(72 156.57335),(73 156.96234),(74 154.31555),(75 153.72012),(76 155.72299),(77 156.72046),(78 155.4823),(79 158.33243),
(1 75.23599),(2 96.65386),(3 109.5497),(4 118.00055),(5 122.72447),(6 127.22108),(7 133.08733),(8 134.64995),(9 135.94243),(10 137.9725),(11 140.70679),(12 142.90616),(13 142.68732),(14 141.66678),(15 142.095),(16 142.56477),(17 143.88525),(18 145.31007),(19 145.81221),(20 145.61021),(21 146.59122),(22 147.72815),(23 147.91278),(24 146.47551),(25 148.08289),(26 146.69109),(27 147.33609),(28 148.04143),(29 147.78128),(30 146.88689),(31 146.26471),(32 145.41393),(33 144.45183),(34 143.43889),(35 145.83347),(36 147.30347),(37 149.07396),(38 150.34875),(39 150.39745),(40 148.47452),(41 149.63965),(42 148.3555),(43 147.56206),(44 147.86844),(45 149.21358),(46 147.66956),(47 147.70013),(48 146.38498),(49 145.40665),(50 144.19368),(51 144.64009),(52 142.02962),(53 143.73283),(54 143.39294),(55 143.28067),(56 144.72011),(57 145.99728),(58 145.76744),(59 146.7326),(60 146.10295),(61 146.33331),(62 148.08496),(63 147.85841),(64 150.02985),(65 149.67531),(66 147.66632),(67 146.56577),(68 146.85312),(69 146.01118),(70 144.31961),(71 144.53867),(72 143.63644),(73 140.92331),(74 142.00304),(75 141.43716),(76 144.095),(77 143.82817),(78 145.18864),(79 148.67032),
(1 74.81573),(2 97.58246),(3 109.189575),(4 116.8961),(5 123.31934),(6 127.737236),(7 132.67123),(8 135.00401),(9 136.38011),(10 137.9974),(11 142.35059),(12 141.10828),(13 141.30885),(14 141.04724),(15 143.04912),(16 144.32082),(17 143.75398),(18 144.17899),(19 146.29974),(20 144.66156),(21 144.83934),(22 144.66074),(23 146.37561),(24 145.89084),(25 146.45462),(26 147.6785),(27 145.54643),(28 146.488),(29 146.40253),(30 145.83855),(31 146.19354),(32 145.44916),(33 145.26866),(34 145.33449),(35 147.88567),(36 147.97266),(37 147.52052),(38 149.40315),(39 148.0097),(40 146.52312),(41 147.66333),(42 145.82463),(43 145.11282),(44 145.804),(45 146.46132),(46 146.53148),(47 146.38757),(48 145.32855),(49 146.84637),(50 147.47223),(51 147.71516),(52 148.30948),(53 149.37608),(54 147.47385),(55 147.12074),(56 148.22906),(57 147.3119),(58 147.06442),(59 147.0357),(60 149.0973),(61 146.79973),(62 148.82498),(63 149.9342),(64 150.3568),(65 151.72905),(66 149.96066),(67 149.69798),(68 148.17245),(69 149.05713),(70 149.64941),(71 148.36267),(72 149.78687),(73 148.9479),(74 150.75987),(75 153.49799),(76 154.11545),(77 153.49606),(78 151.60147),(79 152.32503),
(1 73.3896),(2 96.18289),(3 108.09381),(4 116.555016),(5 121.20514),(6 125.12046),(7 130.45544),(8 134.58456),(9 136.54137),(10 136.92842),(11 141.56445),(12 143.08911),(13 144.36493),(14 143.99266),(15 143.59802),(16 143.88956),(17 147.05362),(18 148.13573),(19 148.17537),(20 148.05502),(21 149.16905),(22 147.38881),(23 147.06395),(24 146.82664),(25 147.24338),(26 148.40608),(27 149.05795),(28 147.45494),(29 146.22018),(30 147.32956),(31 146.58414),(32 144.47028),(33 143.95313),(34 143.47052),(35 143.85963),(36 143.45982),(37 140.65762),(38 142.53737),(39 141.54224),(40 141.34276),(41 141.92532),(42 142.41295),(43 142.28247),(44 142.5215),(45 142.93279),(46 140.90614),(47 142.95152),(48 142.58281),(49 143.3686),(50 145.84558),(51 144.86023),(52 145.5345),(53 145.47224),(54 144.83012),(55 145.32892),(56 146.22127),(57 147.19641),(58 147.60484),(59 147.06703),(60 146.43747),(61 145.36032),(62 146.47441),(63 147.53125),(64 145.88837),(65 147.99014),(66 145.04108),(67 144.72916),(68 146.22449),(69 147.53355),(70 146.36836),(71 144.61188),(72 145.35645),(73 143.5565),(74 144.61694),(75 146.28787),(76 148.33394),(77 148.58638),(78 148.89899),(79 149.0827),
(1 73.7221),(2 96.986176),(3 109.229576),(4 116.44243),(5 122.27338),(6 125.53326),(7 127.76402),(8 129.29561),(9 132.21152),(10 133.4126),(11 136.35684),(12 139.8093),(13 141.45027),(14 141.15263),(15 141.06558),(16 141.97856),(17 143.86392),(18 144.02864),(19 145.8937),(20 145.53514),(21 146.24675),(22 145.84528),(23 143.99045),(24 144.55775),(25 146.6142),(26 145.33745),(27 146.50146),(28 145.46846),(29 144.07532),(30 146.33481),(31 146.17752),(32 144.26172),(33 143.2583),(34 142.32224),(35 145.22961),(36 144.88266),(37 144.69919),(38 146.8594),(39 144.9655),(40 141.8886),(41 142.50308),(42 142.74522),(43 143.93994),(44 145.285),(45 143.03888),(46 141.5821),(47 142.5884),(48 140.4864),(49 142.48425),(50 142.94046),(51 142.18767),(52 143.24434),(53 142.39935),(54 143.44296),(55 145.12683),(56 143.47751),(57 145.91942),(58 146.33905),(59 147.26027),(60 146.80583),(61 146.20253),(62 146.29944),(63 146.82782),(64 147.3208),(65 148.3911),(66 149.05243),(67 151.39026),(68 150.14746),(69 150.08636),(70 151.33766),(71 150.9016),(72 149.56873),(73 149.36981),(74 150.19493),(75 150.98824),(76 149.24889),(77 149.78305),(78 148.4949),(79 149.37402),
(1 73.51101),(2 96.003426),(3 106.78237),(4 116.14501),(5 123.22871),(6 124.29034),(7 129.59067),(8 131.21947),(9 133.75894),(10 135.93492),(11 137.89153),(12 138.84756),(13 140.53487),(14 142.40527),(15 143.3214),(16 142.58154),(17 145.03665),(18 145.8083),(19 147.36382),(20 146.72429),(21 145.72514),(22 147.16891),(23 149.00583),(24 148.77948),(25 148.64696),(26 150.58928),(27 149.9401),(28 149.02193),(29 149.20943),(30 150.82368),(31 148.29572),(32 149.4072),(33 150.25177),(34 148.17935),(35 149.17555),(36 146.56783),(37 146.7198),(38 147.56355),(39 144.43619),(40 143.58636),(41 144.79752),(42 142.34254),(43 143.47707),(44 142.83629),(45 143.02913),(46 141.04471),(47 140.9255),(48 141.65335),(49 141.60507),(50 143.1131),(51 144.34721),(52 145.29948),(53 145.23044),(54 144.3704),(55 142.15373),(56 142.46904),(57 142.81096),(58 144.26128),(59 145.4095),(60 144.914),(61 144.71082),(62 144.57944),(63 146.14911),(64 145.84314),(65 147.76979),(66 145.65541),(67 148.27786),(68 146.95068),(69 148.53375),(70 151.69649),(71 151.17465),(72 150.51881),(73 150.22176),(74 149.71887),(75 151.22183),(76 148.86308),(77 152.12657),(78 151.69287),(79 152.47958),
(1 72.928635),(2 95.99163),(3 108.57898),(4 116.39056),(5 122.074715),(6 125.62969),(7 129.57751),(8 132.933),(9 135.15915),(10 135.65604),(11 137.31639),(12 140.64847),(13 142.34572),(14 143.86354),(15 144.02827),(16 143.85031),(17 146.19185),(18 146.69026),(19 146.50381),(20 145.14467),(21 145.80197),(22 147.50728),(23 147.49599),(24 148.15959),(25 146.18054),(26 147.48982),(27 148.25938),(28 146.00061),(29 144.33623),(30 143.92285),(31 144.52574),(32 145.09122),(33 146.97064),(34 144.46709),(35 144.39497),(36 142.46298),(37 141.46257),(38 141.44443),(39 142.67534),(40 141.54381),(41 143.2265),(42 142.85649),(43 143.3891),(44 143.15968),(45 143.0108),(46 142.9017),(47 142.43556),(48 142.53227),(49 142.33714),(50 143.90143),(51 144.42503),(52 145.1153),(53 147.21083),(54 146.14412),(55 146.15906),(56 144.57959),(57 145.96793),(58 146.11546),(59 145.59105),(60 145.63564),(61 146.16714),(62 146.1877),(63 147.50862),(64 147.13708),(65 146.3889),(66 144.92358),(67 146.07533),(68 145.79503),(69 148.65211),(70 150.10876),(71 150.1015),(72 147.34674),(73 147.66661),(74 145.83255),(75 145.24951),(76 144.93002),(77 145.0183),(78 144.1393),(79 147.59831),
(1 75.18241),(2 97.23614),(3 109.93943),(4 118.74043),(5 124.522385),(6 129.83058),(7 132.14494),(8 134.88972),(9 137.32314),(10 139.43404),(11 142.18324),(12 145.185),(13 147.63281),(14 149.51611),(15 151.06247),(16 150.75517),(17 152.75468),(18 153.0728),(19 151.87643),(20 150.38206),(21 149.69002),(22 152.30736),(23 151.72394),(24 152.43788),(25 152.34174),(26 154.29694),(27 152.02347),(28 151.48306),(29 150.64462),(30 153.95358),(31 152.10103),(32 153.08257),(33 154.3623),(34 152.90016),(35 151.61711),(36 147.96759),(37 149.86098),(38 149.35797),(39 148.19556),(40 148.57991),(41 149.06868),(42 148.11667),(43 150.29419),(44 147.95317),(45 148.32602),(46 148.72624),(47 148.35272),(48 147.98318),(49 148.54169),(50 148.87804),(51 147.54123),(52 146.57257),(53 147.31496),(54 147.4814),(55 149.71608),(56 148.88857),(57 148.04016),(58 149.25838),(59 147.35364),(60 148.6762),(61 148.44617),(62 147.99973),(63 149.83788),(64 147.9837),(65 146.9017),(66 148.57553),(67 147.73575),(68 149.72917),(69 150.86296),(70 151.44592),(71 152.77583),(72 153.11122),(73 152.61229),(74 152.02606),(75 152.01952),(76 151.7178),(77 151.05655),(78 151.12718),(79 150.8301),
(1 71.43849),(2 93.88133),(3 106.12965),(4 114.351845),(5 120.38704),(6 122.6401),(7 125.44299),(8 127.96775),(9 131.28725),(10 131.50867),(11 134.03236),(12 135.16734),(13 135.79927),(14 139.3866),(15 138.67543),(16 137.38336),(17 140.46005),(18 141.6508),(19 140.68057),(20 139.87546),(21 139.98637),(22 139.33124),(23 139.65425),(24 139.97243),(25 140.24089),(26 142.17476),(27 143.3145),(28 144.3205),(29 143.26851),(30 142.30429),(31 144.9481),(32 145.30772),(33 144.62021),(34 143.45122),(35 145.4344),(36 142.13882),(37 141.0323),(38 140.50893),(39 140.9967),(40 139.30682),(41 141.61523),(42 142.65668),(43 143.4076),(44 140.2992),(45 139.3941),(46 139.70894),(47 140.23055),(48 140.84215),(49 141.00652),(50 141.37672),(51 141.78542),(52 141.80775),(53 140.97757),(54 140.99576),(55 143.72856),(56 143.10742),(57 142.2832),(58 140.48181),(59 142.56961),(60 141.69688),(61 144.17795),(62 142.40294),(63 141.0817),(64 142.42903),(65 142.44308),(66 142.89485),(67 142.9429),(68 143.82268),(69 145.40678),(70 144.2824),(71 146.43813),(72 147.2934),(73 147.0817),(74 148.93826),(75 149.51434),(76 150.16997),(77 148.91261),(78 149.9656),(79 150.32831),
(1 71.54373),(2 92.49946),(3 105.194595),(4 112.749115),(5 117.63737),(6 121.43544),(7 125.36187),(8 125.60002),(9 129.02307),(10 130.2657),(11 133.65683),(12 135.98174),(13 137.97551),(14 138.14226),(15 139.78482),(16 140.39374),(17 141.66713),(18 141.77068),(19 141.3729),(20 142.48285),(21 141.43355),(22 141.27576),(23 140.5093),(24 140.62048),(25 141.44418),(26 143.05557),(27 142.76593),(28 141.22066),(29 142.51343),(30 143.70122),(31 144.44173),(32 145.34793),(33 144.4462),(34 143.96121),(35 146.2343),(36 145.71663),(37 143.75977),(38 142.60178),(39 143.1828),(40 141.56477),(41 140.8434),(42 141.03516),(43 139.7901),(44 140.5463),(45 141.00412),(46 140.52899),(47 140.81232),(48 138.48235),(49 137.75414),(50 138.56377),(51 137.3239),(52 138.98306),(53 139.24187),(54 138.67746),(55 139.31346),(56 139.19492),(57 138.48482),(58 140.36516),(59 142.32372),(60 142.2955),(61 143.54335),(62 143.01633),(63 142.65611),(64 142.79323),(65 142.64496),(66 141.19809),(67 140.91743),(68 140.03033),(69 140.93402),(70 139.98776),(71 140.16705),(72 141.10039),(73 141.70857),(74 142.58339),(75 143.24397),(76 142.48688),(77 142.73535),(78 144.2341),(79 143.15385),
(1 72.46924),(2 92.348495),(3 103.376976),(4 112.4096),(5 116.441154),(6 121.02139),(7 125.356766),(8 129.10547),(9 132.57043),(10 132.10002),(11 134.0004),(12 136.12239),(13 136.50148),(14 136.4288),(15 137.45628),(16 135.38684),(17 138.02065),(18 137.97191),(19 138.51724),(20 139.8763),(21 138.78908),(22 140.81181),(23 140.58192),(24 143.17245),(25 142.89818),(26 144.05461),(27 143.12569),(28 143.07603),(29 144.0407),(30 145.8878),(31 146.17432),(32 147.16986),(33 147.65854),(34 146.23563),(35 146.63676),(36 146.55319),(37 145.76764),(38 145.53146),(39 146.12352),(40 144.36494),(41 141.68037),(42 140.72325),(43 139.8253),(44 139.70613),(45 142.84213),(46 141.78865),(47 143.50145),(48 143.5631),(49 143.00163),(50 142.73833),(51 140.43771),(52 141.12677),(53 140.70865),(54 140.12334),(55 139.6021),(56 141.43417),(57 140.59618),(58 139.57027),(59 138.79288),(60 138.48497),(61 138.29796),(62 139.26643),(63 140.02791),(64 139.1925),(65 138.2632),(66 137.62166),(67 138.87488),(68 139.34706),(69 139.6451),(70 139.09547),(71 139.98862),(72 141.08418),(73 140.72043),(74 141.02103),(75 142.6677),(76 142.3649),(77 143.849),(78 142.22662),(79 145.46414),
(1 72.085495),(2 89.59032),(3 101.684746),(4 108.879364),(5 113.572716),(6 117.03201),(7 121.57639),(8 122.83115),(9 124.58263),(10 124.48504),(11 125.767296),(12 126.56741),(13 129.09926),(14 131.14594),(15 130.90608),(16 133.08943),(17 135.98578),(18 136.12444),(19 135.80934),(20 135.53899),(21 136.01718),(22 136.07669),(23 136.44359),(24 136.38007),(25 135.20505),(26 138.2584),(27 137.92789),(28 140.30547),(29 140.70143),(30 140.63335),(31 139.45049),(32 141.62968),(33 141.18697),(34 140.30244),(35 140.96571),(36 138.91426),(37 139.6143),(38 140.24722),(39 141.92365),(40 141.0605),(41 139.75504),(42 138.78589),(43 139.62936),(44 140.50284),(45 141.96153),(46 140.2606),(47 142.77107),(48 143.74693),(49 142.08228),(50 144.4157),(51 144.53757),(52 143.72699),(53 145.15611),(54 144.82451),(55 144.20909),(56 142.49837),(57 145.29938),(58 143.25107),(59 142.43549),(60 141.57085),(61 140.36197),(62 140.29033),(63 141.49236),(64 140.87112),(65 141.17249),(66 139.26352),(67 140.39244),(68 140.13654),(69 141.15971),(70 141.3941),(71 141.63446),(72 142.59152),(73 140.84442),(74 140.18773),(75 143.86476),(76 143.35252),(77 144.00388),(78 144.83315),(79 145.66812),
(1 71.507126),(2 91.38739),(3 101.85854),(4 107.69407),(5 110.69243),(6 112.943436),(7 117.827705),(8 120.55431),(9 122.83785),(10 123.87887),(11 127.25694),(12 128.72453),(13 130.45264),(14 132.81917),(15 132.71301),(16 134.82568),(17 135.76286),(18 135.98676),(19 137.56055),(20 136.90733),(21 137.85773),(22 138.65935),(23 135.53362),(24 134.9905),(25 134.3848),(26 135.74603),(27 136.09265),(28 135.50433),(29 135.30739),(30 135.58682),(31 135.15834),(32 135.57184),(33 135.24529),(34 134.39839),(35 136.05035),(36 133.50427),(37 136.0744),(38 136.03217),(39 136.16191),(40 132.92027),(41 133.29883),(42 131.73848),(43 135.2283),(44 136.86691),(45 135.70218),(46 135.14368),(47 134.48125),(48 133.89832),(49 133.06625),(50 134.13672),(51 133.79655),(52 132.87553),(53 135.44392),(54 133.07999),(55 134.33371),(56 133.97693),(57 134.9524),(58 134.95438),(59 136.57486),(60 136.27496),(61 135.65985),(62 136.77914),(63 137.88254),(64 134.89885),(65 134.79512),(66 136.09889),(67 136.74805),(68 136.01166),(69 138.69957),(70 140.39948),(71 139.7279),(72 140.57399),(73 138.89914),(74 140.87674),(75 140.22722),(76 143.33704),(77 143.08688),(78 142.68808),(79 141.90454),
